_EF_ZIP_CODE_REF_EZ.CITY_NAME,V_EF_ZIP_CODE_REF_EZ.COUNTY_NAME,V_EF_ZIP_CODE_REF_EZ.STATE_ABBR,V_EF_ZIP_CODE_REF_EZ.ZIP_CODE
ALGONQUIN,MCHENRY,IL,60156
ALLENDALE,VIGO,IN,47802
ALMO HEIGHTS,CALLOWAY,KY,42020
ALPHA,HENRY,IL,61413
ALPINE,PULASKI,KY,42519
AMAZON.COM,FAYETTE,KY,40598
AMBA,FLOYD,KY,41635
ANDOVER,HENRY,IL,61233
ANDREW,VERMILION,LA,70548
ARCHIBALD,RICHLAND,LA,71218
ARGO,COOK,IL,60501
ARGONNE,COOK,IL,60439
ARIZONA,CLAIBORNE,LA,71040
ARJAY,BELL,KY,40902
ARLINGTON,RENO,KS,67514
ARLINGTON HEIGHTS,COOK,IL,60004
ARMISTEAD,RED RIVER,LA,71019
ARTHUR,PIKE,IN,47598
ASHBURN PARK,COOK,IL,60652
ASHERVILLE,CLAY,IN,47834
ASHLAND OIL INC,BOYD,KY,41114
ASHLEY,DE KALB,IN,46705
ASHLEY,WASHINGTON,IL,62808
ASHTON,SUMNER,KS,67051
AT & T,DU PAGE,IL,60572
ATHENS,FULTON,IN,46912
ATLANTA,LOGAN,IL,61723
ATLANTA,WINN,LA,71404
ATLAS,PIKE,IL,62370
ATTICA,HARPER,KS,67009
AUGSBURG,FAYETTE,IL,62885
AURORA,DU PAGE,IL,60572
AUSTIN,NEOSHO,KS,66720
AXTELL,MARSHALL,KS,66403
AYCOCK,CLAIBORNE,LA,71040
AYRSHIRE,PIKE,IN,47598
BAKER,EAST BATON ROUGE,LA,70714
BAKER,OWEN,IN,47433
BALL,RAPIDES,LA,71360
BALL STATE UNIV,DELAWARE,IN,47306
BANKS SPRINGS,CALDWELL,LA,71418
BAR CODE,COOK,IL,60672
BARNES,MCLEAN,IL,61701
BARNHILL,WAYNE,IL,62809
BARR,DAVIESS,IN,47519
BARTELSO,CLINTON,IL,62218
BATESVILLE,FRANKLIN,IN,47006
BATON ROUGE,EAST BATON ROUGE,LA,70822
BATON ROUGE,EAST BATON ROUGE,LA,70823
BATON ROUGE,EAST BATON ROUGE,LA,70826
BATON ROUGE,EAST BATON ROUGE,LA,70831
BATON ROUGE,EAST BATON ROUGE,LA,70874
BATON ROUGE,EAST BATON ROUGE,LA,70879
BEACH PARK,LAKE,IL,60083
BEACHVIEW,JEFFERSON,LA,70062
BEAUCOUP,WASHINGTON,IL,62263
BEAVER BOTTOM,PIKE,KY,41522
BEAVER CREEK,BOND,IL,62246
BELCHER,PIKE,KY,41513
BELLE POINT,ST JOHN THE BAPTIST,LA,70084
BELLEVILLE,SAINT CLAIR,IL,62221
BELLEVILLE,SAINT CLAIR,IL,62225
BELLWOOD,NATCHITOCHES,LA,71468
BELMONT,SABINE,LA,71406
BELOIT,WINNEBAGO,IL,61080
BELVIDERE,BOONE,IL,61008
BELVIDERE,PRATT,KS,67028
BENLD,MACOUPIN,IL,62009
BENNINGTON,SWITZERLAND,IN,47011
BENTLEY,GRANT,LA,71407
BENTLEY,SEDGWICK,KS,67016
BERLIN,BRACKEN,KY,41043
BERWICK,SAINT MARY,LA,70342
BETHANY,WOLFE,KY,41313
BIBLE GROVE,CLAY,IL,62858
BIG CLIFTY,GRAYSON,KY,42712
BIG LAKE,WHITLEY,IN,46725
BIG MOUND,WAYNE,IL,62837
BILLTOWN,CLAY,IN,47834
BINGHAMPTON,LEE,IL,61310
BIPPUS,HUNTINGTON,IN,46713
BIRDSEYE,CRAWFORD,IN,47513
BIRMINGHAM,HANCOCK,IL,62367
BISON,RUSH,KS,67520
BLAINE,LAWRENCE,KY,41124
BLANDVILLE,BALLARD,KY,42087
BLEDSOE,HARLAN,KY,40810
BLOOM,CLARK,KS,67865
BLOOMINGTON,MCLEAN,IL,61799
BLOOMINGTON,MONROE,IN,47406
BLOOMINGTON,MONROE,IN,47408
BLUE ISLAND,COOK,IL,60827
BLUE SPRING,TRIGG,KY,42211
BLUFF CITY,HARPER,KS,67018
BO BO,ADAMS,IN,46733
BODCAU,BOSSIER,LA,71037
BOGALUSA,WASHINGTON,LA,70429
BOGGSVILLE,EFFINGHAM,IL,62401
BOGOTA,JASPER,IL,62448
BOLINE,NATCHITOCHES,LA,71450
BOLINGBROOK,COOK,IL,60439
BONANZA,FLOYD,KY,41653
BOONS CAMP,JOHNSON,KY,41204
BOSCO,OUACHITA,LA,71201
BOSTON,WAYNE,IN,47324
BOUEF,TERREBONNE,LA,70356
BOYD,JEFFERSON,IL,62830
BOYNTON,TAZEWELL,IL,61734
BRADFORD GROUP,DU PAGE,IL,60105
BREAUX BRIDGE,SAINT MARTIN,LA,70517
BREMEN,MARSHALL,IN,46506
BREWINGTON WOODS,DELAWARE,IN,47304
BRIARWOOD TRACE,JACKSON,IL,62901
BRIDGE CITY,JEFFERSON,LA,70094
BRITTANY,ASCENSION,LA,70718
BROAD BOTTOM,PIKE,KY,41501
BROADVIEW,COOK,IL,60155
BROADVIEW,LAWRENCE,IN,47421
BROOKHAVEN,WHITESIDE,IL,61277
BROOKSTON,WHITE,IN,47923
BROOKVILLE,FRANKLIN,IN,47012
BROOKVILLE HEIGHTS,HANCOCK,IN,46163
BRUIN,ELLIOTT,KY,41171
BRYAN,RUSSELL,KY,42629
BUCKEYE,HUNTINGTON,IN,46792
BUCKHORN,PERRY,KY,41721
BUCKLIN,FORD,KS,67834
BUFFALO HART,SANGAMON,IL,62515
BUFFALO PR,ROCK ISLAND,IL,61237
BUGTOWN,POSEY,IN,47633
BULAN,PERRY,KY,41722
BULLITTSVILLE,BOONE,KY,41005
BURAS,PLAQUEMINES,LA,70041
BURBANK,COOK,IL,60459
BURLINGAME,OSAGE,KS,66413
BURNEY,DECATUR,IN,47240
BURNS CITY,MARTIN,IN,47553
BURRIDGE,DU PAGE,IL,60527
BUSH,LAUREL,KY,40724
BUSHTON,RICE,KS,67427
BUTLER,DE KALB,IN,46721
BYERS,PRATT,KS,67021
CABERY,FORD,IL,60919
CALHOUN,RICHLAND,IL,62419
CALUMET,SAINT MARY,LA,70392
CALVARY,MARION,KY,40033
CALVIN,WHITE,IL,62827
CAMBRIDGE,COWLEY,KS,67023
CAMBY,HENDRICKS,IN,46113
CAMBY,MARION,IN,46113
CANAAN,JEFFERSON,IN,47224
CANCER FUND OF AMERICA,SHAWNEE,KS,66637
CARBON HILL,GRUNDY,IL,60416
CARBONDALE,HOPKINS,KY,42408
CARBONDALE,JACKSON,IL,62902
CARDONIA,CLAY,IN,47834
CARLYLE,ALLEN,KS,66749
CAROL STREAM,DU PAGE,IL,60125
CAROL STREAM,DU PAGE,IL,60128
CARRIER MILLS,SALINE,IL,62917
CARRS,LEWIS,KY,41179
CASEYVILLE,SAINT CLAIR,IL,62232
CAYUGA,LIVINGSTON,IL,61764
CDALE,JACKSON,IL,62901
CEDAR LAKE,LAKE,IN,46303
CEDAR SHORES,ALLEN,IN,46765
CENTRALIA,MARION,IL,62801
CERULEAN,TRIGG,KY,42215
CHACKBAY,LAFOURCHE,LA,70301
CHALMETTE,SAINT BERNARD,LA,70043
CHAMBERSBURG,PIKE,IL,62323
CHANDLER,WARRICK,IN,47610
CHAPELHILL,LAWRENCE,IN,47436
CHAPMAN,MONTGOMERY,IL,62032
CHARLESTOWN,CLARK,IN,47111
CHATSWORTH,LIVINGSTON,IL,60921
CHEF MENTEUR,ORLEANS,LA,70126
CHENOA,MCLEAN,IL,61726
CHESTER,RANDOLPH,IL,62233
CHESTERFIELD,MADISON,IN,46017
CHETOPA,LABETTE,KS,67336
CHICAGO,COOK,IL,60609
CHICAGO,COOK,IL,60610
CHICAGO,COOK,IL,60614
CHICAGO,COOK,IL,60619
CHICAGO,COOK,IL,60633
CHICAGO,COOK,IL,60649
CHICAGO,COOK,IL,60664
CHICAGO,COOK,IL,60665
CHICAGO,COOK,IL,60678
CHICAGO,COOK,IL,60695
CHICAGO,COOK,IL,60707
CHICAGO HEIGHTS,COOK,IL,60412
CHICAGO LAWN,COOK,IL,60629
CHURUBUSCO,ALLEN,IN,46723
CIRCLEVILLE,JACKSON,KS,66416
CLAFLIN,BARTON,KS,67525
CLARKSBURG,LEWIS,KY,41179
CLARYVILLE,CAMPBELL,KY,41001
CLEARFIELD,ROWAN,KY,40313
CLERMONT,MARION,IN,46234
CLINTON,VERMILLION,IN,47842
CLINTONIA TOWNSHIP,DEWITT,IL,61727
CLOVER BOTTOM,JACKSON,KY,40447
COATESVILLE,HENDRICKS,IN,46121
COESSE,WHITLEY,IN,46725
COLDWATER,COMANCHE,KS,67029
COLFAX,FLEMING,KY,41049
COLFAX,MCLEAN,IL,61728
COLLEGE CNR,JAY,IN,47371
COLLEGE HILLS MALL,MCLEAN,IL,61761
COLLISTA,JOHNSON,KY,41222
COLUMBUS,ADAMS,IL,62305
COLUMBUS,CHEROKEE,KS,66725
COLUMBUS,HICKMAN,KY,42032
COMMERCE PARK,EAST BATON ROUGE,LA,70884
CONLEY,MAGOFFIN,KY,41465
CONSUELLA,TENSAS,LA,71375
CONWAY,MCPHERSON,KS,67460
COOKSVILLE,MCLEAN,IL,61730
COOPERS,VERNON,LA,71446
CORNETTSVILLE,DAVIESS,IN,47568
CORNETTSVILLE,PERRY,KY,41731
CORNING,NEMAHA,KS,66417
CORWIN,BARBER,KS,67061
CORYDON,HENDERSON,KY,42406
COUNTRY CLUB HILLS,COOK,IL,60478
COVELL,MCLEAN,IL,61704
COVINGTON,KENTON,KY,41015
COWDEN,SHELBY,IL,62438
CRAYNOR,FLOYD,KY,41635
CRESCENT SPG,KENTON,KY,41017
CRESTVIEW HILLS,KENTON,KY,41017
CRETE,WILL,IL,60417
CROPSEY,MCLEAN,IL,61731
CRUTCHFIELD,FULTON,KY,42041
CUB RUN,HART,KY,42729
CUBA,REPUBLIC,KS,66940
CULLEN,WEBSTER,LA,71021
CULLISON,PRATT,KS,67124
CULVER,OTTAWA,KS,67484
CUMBERLAND,HARLAN,KY,40823
CURRAN,SANGAMON,IL,62670
CUSTER,BRECKINRIDGE,KY,40115
CUTUNO,MAGOFFIN,KY,41465
CYPRESS,NATCHITOCHES,LA,71457
CYPRESS GARDENS,SAINT BERNARD,LA,70075
DABNEY,RIPLEY,IN,47023
DAHLGREN,HAMILTON,IL,62828
DALLAS,HUNTINGTON,IN,46702
DALLASANIA,SALINE,IL,62917
DANVILLE,VERMILION,IL,61832
DAYLIGHT,VANDERBURGH,IN,47711
DAYSVILLE,LOGAN,KY,42276
DAYTON,LA SALLE,IL,61350
DAYVILLE,WARRICK,IN,47630
DECATUR,ADAMS,IN,46733
DECATUR,MACON,IL,62522
DEER CREEK,CARROLL,IN,46917
DEER CREEK,TAZEWELL,IL,61733
DEERING,FRANKLIN,IL,62896
DELCAMBRE,VERMILION,LA,70528
DELONG,FULTON,IN,46922
DENMARK,OWEN,IN,47427
DEPT OF TRANSPORTATION,SANGAMON,IL,62764
DERBY,SEDGWICK,KS,67037
DERIDDER,BEAUREGARD,LA,70634
DESOTO,DELAWARE,IN,47303
DEWITT,DEWITT,IL,61735
DILLONS,ELLIS,KS,67601
DILLSBORO,OHIO,IN,47018
DILLSBORO,RIPLEY,IN,47018
DIMMICK,LA SALLE,IL,61301
DIX,JEFFERSON,IL,62830
DIXON,ALLEN,IN,46773
DOGWOOD,GRAVES,KY,42051
DOLLVILLE,SHELBY,IL,62571
DONA,DE SOTO,LA,71032
DONNER,TERREBONNE,LA,70352
DOUGLASS,BUTLER,KS,67039
DOWNERS GROVE,DU PAGE,IL,60515
DRESDEN,GREENE,IN,47453
DRIFT,FLOYD,KY,41619
DRY RIDGE,GRANT,KY,41035
DUBOIS,WASHINGTON,IL,62831
DUNFERMLINE,FULTON,IL,61524
DUNNVILLE,CASEY,KY,42528
DUPONT,AVOYELLES,LA,71329
DURHAM,MARION,KS,67438
DYCUSBURG,CRITTENDEN,KY,42037
DYER,LAKE,IN,46311
E ST LOUIS,SAINT CLAIR,IL,62201
E VIEW,HARDIN,KY,42732
EARLINGTON,HOPKINS,KY,42410
EARLTON,NEOSHO,KS,66720
EAST CONNERSVILLE,FAYETTE,IN,47331
EAST HAZEL CREST,COOK,IL,60429
EAST PEORIA,PEORIA,IL,61630
EAST SAINT LOUIS,SAINT CLAIR,IL,62205
EAST SAINT LOUIS,SAINT CLAIR,IL,62207
EAST WENONA,MARSHALL,IL,61377
EAST WINNFIELD,WINN,LA,71440
EASTBOROUGH,SEDGWICK,KS,67206
EASTLAND COMMONS,MCLEAN,IL,61701
EASTLAND SHOPPING CENTER,MCLEAN,IL,61701
EBERLE,JACKSON,KY,40447
EDGERTON,ALLEN,IN,46797
EDINBURGH,JOHNSON,IN,46124
EDWARDS,PEORIA,IL,61528
EGE,NOBLE,IN,46763
EGYPTIAN SHORES,WILLIAMSON,IL,62922
ELEROY,STEPHENSON,IL,61027
ELIZABETHTOWN,HARDIN,IL,62931
ELK GROVE VILLAGE,COOK,IL,60007
ELKINSVILLE,BROWN,IN,47448
ELM GROVE,BOSSIER,LA,71051
ELMDALE,CHASE,KS,66850
ELMER,RAPIDES,LA,71424
ELMWOOD PARK,COOK,IL,60707
EMMA,FLOYD,KY,41653
ERATH,VERMILION,LA,70533
ERLANGER,KENTON,KY,41017
ESTILL,FLOYD,KY,41666
ETNA,WHITLEY,IN,46725
ETNA GREEN,KOSCIUSKO,IN,46524
EVANSVILLE,VANDERBURGH,IN,47704
EVANSVILLE,VANDERBURGH,IN,47713
EVANSVILLE,VANDERBURGH,IN,47740
EVANSVILLE DRESS REGIONAL AI,VANDERBURGH,IN,47711
FAIRLAND,SHELBY,IN,46126
FAIRVIEW,CHRISTIAN,KY,42221
FALMOUTH,RUSH,IN,46127
FANDON,MCDONOUGH,IL,62326
FAXON,CALLOWAY,KY,42071
FAYETTEVILLE,SAINT CLAIR,IL,62258
FEARISVILLE,LEWIS,KY,41179
FELLSBURG,EDWARDS,KS,67552
FENN HAVEN,PERRY,IN,47586
FERGES,WILLIAMSON,IL,62951
FIATT,FULTON,IL,61433
FIDELITY,JERSEY,IL,62030
FINCHVILLE,SHELBY,KY,40022
FINLY,HANCOCK,IN,46129
FISHERVILLE,JEFFERSON,KY,40023
FLAGG,OGLE,IL,61068
FLAT ROCK,CRAWFORD,IL,62427
FLEET,MONROE,KY,42140
FLEMING,LETCHER,KY,41840
FLINGSVILLE,GRANT,KY,41030
FLINT,STEUBEN,IN,46703
FORAKER,MAGOFFIN,KY,41465
FORDSVILLE,OHIO,KY,42343
FOREST HILL,RAPIDES,LA,71430
FORKTON,MONROE,KY,42167
FORT LARNED NATIONAL HISTORY,PAWNEE,KS,67550
FORT POLK,VERNON,LA,71459
FORT RILEY,GEARY,KS,66442
FORT WAYNE,ALLEN,IN,46806
FORT WAYNE,ALLEN,IN,46808
FORT WAYNE,ALLEN,IN,46825
FORT WAYNE,ALLEN,IN,46860
FORT WAYNE,ALLEN,IN,46895
FOUNTAIN CITY,WAYNE,IN,47341
FOUNTAIN GREEN,HANCOCK,IL,62321
FOUNTAINTOWN,SHELBY,IN,46130
FRANCISCO,GIBSON,IN,47649
FRANKFORT,FRANKLIN,KY,40604
FRANKFORT,FRANKLIN,KY,40621
FRANKTON,MADISON,IN,46044
FREDERICKSBURG,WASHINGTON,IN,47120
FREDONIA,CRAWFORD,IN,47137
FREEDOM,OWEN,IN,47431
FREMONT,STEUBEN,IN,46737
FRENCH LICK,ORANGE,IN,47432
FRIENDSHIP,WINN,LA,71473
FRONTENAC,CRAWFORD,KS,66763
FRUITDALE,BROWN,IN,46160
FT NECESSITY,FRANKLIN,LA,71243
FT WAYNE,ALLEN,IN,46806
FT WRIGHT,KENTON,KY,41017
FUSONIA,PERRY,KY,41774
GALENA,JO DAVIESS,IL,61036
GALESBURG,NEOSHO,KS,66740
GALVESTON,MIAMI,IN,46932
GARBER,FORD,IL,60936
GARDEN PLAIN,SEDGWICK,KS,67050
GARDEN PLAIN,WHITESIDE,IL,61252
GARDNER,JOHNSON,KS,66031
GARDNERSVILLE,PENDLETON,KY,41033
GARY,LAKE,IN,46401
GARY,LAKE,IN,46406
GARYVILLE,ST JOHN THE BAPTIST,LA,70076
GAS SERV CO,SEDGWICK,KS,67251
GENERAL ELECTRIC CO,JEFFERSON,KY,40225
GEO KOCH SONS,VANDERBURGH,IN,47744
GERMANTOWN,CLINTON,IL,62245
GHENT,CARROLL,KY,41045
GILEAD,CALHOUN,IL,62006
GILLEM BRANCH,JOHNSON,KY,41219
GILLY,LETCHER,KY,41819
GILMORE,EFFINGHAM,IL,62443
GINGER HILL,ROCK ISLAND,IL,61264
GIRDLER,KNOX,KY,40943
GLENCOE,GALLATIN,KY,41046
GLENDALE HEIGHTS,DU PAGE,IL,60137
GLENWILD,SAINT MARY,LA,70342
GLEZEN,PIKE,IN,47567
GNAW BONE,BROWN,IN,47448
GOLCONDA,POPE,IL,62938
GOLDEN MEADOW,LAFOURCHE,LA,70357
GOOD PINE,LA SALLE,LA,71342
GOODWILL,WEST CARROLL,LA,71263
GOODWINE,IROQUOIS,IL,60939
GOOSE LAKE,WHITLEY,IN,46725
GORHAMTOWN,WINN,LA,71440
GRAHAM,MUHLENBERG,KY,42344
GRAND COTEAU,SAINT LANDRY,LA,70541
GRANGER,ELKHART,IN,46530
GRANT,ALLEN,LA,70644
GRAYMONT,LIVINGSTON,IL,61743
GRAYSLAKE,LAKE,IL,60030
GRAYSON,CARTER,KY,41143
GREEN OAKS,LAKE,IL,60045
GREENE,WAYNE,IN,47393
GREENSBORO,HENRY,IN,47344
GREENSBURG,DECATUR,IN,47240
GREENSBURG,FRANKLIN,IN,47240
GREGORY,WAYNE,KY,42633
GRIFFITH,LAKE,IN,46319
GROLIER BOOKS,WOODFORD,KY,40386
GROVER,WAYNE,IL,62837
GROVERTOWN,STARKE,IN,46531
GUAGE,BREATHITT,KY,41339
GUILFORD,WILSON,KS,66710
GULNARE,PIKE,KY,41501
GULSTON,HARLAN,KY,40830
GUM SPRINGS ROAD,WINN,LA,71404
GURNEE,LAKE,IL,60031
HAHNAMAN,WHITESIDE,IL,61283
HAHNVILLE,SAINT CHARLES,LA,70057
HAINESVILLE,LAKE,IL,60030
HALFWAY,ALLEN,KY,42150
HALIFAX,ALLEN,KY,42164
HALL,GRANT,LA,71454
HAMBURG,CALHOUN,IL,62045
HAMMET,CONCORDIA,LA,71373
HAMMOND,LAKE,IN,46320
HAMMOND,TANGIPAHOA,LA,70401
HAMPTON,LIVINGSTON,KY,42047
HANNA,RED RIVER,LA,71019
HARDBURLY,PERRY,KY,41747
HARDINSBURG,BRECKINRIDGE,KY,40143
HARMON,LEE,IL,61042
HARMONY,NATCHITOCHES,LA,71469
HARPER,MAGOFFIN,KY,41465
HARRISBURG,SALINE,IL,62946
HARVEY,COOK,IL,60426
HARWOOD HGTS,COOK,IL,60630
HATCHER,SABINE,LA,71419
HAVANA,MASON,IL,62644
HAVENSVILLE,POTTAWATOMIE,KS,66432
HAYNESVILLE,CLAIBORNE,LA,71038
HAZARD,PERRY,KY,41701
HAZEL GREEN,WOLFE,KY,41332
HAZLETON,PIKE,IN,47640
HECKER,MONROE,IL,62248
HEIDELBERG,LEE,KY,41333
HENDRICKSVILLE,GREENE,IN,47459
HEPLER,CRAWFORD,KS,66746
HERNDON,CHRISTIAN,KY,42236
HERNDON,RAWLINS,KS,67739
HESTER,SAINT JAMES,LA,70743
HEYWORTH,MCLEAN,IL,61745
HIGHLAND PARK,LAKE,IL,60035
HIGHWOOD,LAKE,IL,60040
HILLSDALE,ROCK ISLAND,IL,61257
HINDSBORO,DOUGLAS,IL,61930
HINES,COOK,IL,60141
HINSDALE,DU PAGE,IL,60523
HISEVILLE,BARREN,KY,42152
HOFFMAN,CLINTON,IL,62250
HOFFMAN EST,COOK,IL,60194
HOLDEN,LIVINGSTON,LA,70744
HOLLY RIDGE,RICHLAND,LA,71269
HOLMES CENTER,PEORIA,IL,61523
HOMER,CHAMPAIGN,IL,61849
HOMER GLEN,WILL,IL,60491
HOMETOWN,COOK,IL,60456
HOOSIERVILLE,CLAY,IN,47834
HOOTENVILLE,SAINT TAMMANY,LA,70448
HOPEDALE,TAZEWELL,IL,61747
HUDSON LAKE,ST JOSEPH,IN,46552
HUEY,CLINTON,IL,62252
HUMBOLDT,ALLEN,KS,66748
HUNT,JASPER,IL,62480
HUNTSVILLE,MADISON,IN,46064
HUSSER,TANGIPAHOA,LA,70442
HYDEN,LESLIE,KY,41762
HYMERA,SULLIVAN,IN,47855
I U P U I,MARION,IN,46223
IDLEWILD,SAINT MARY,LA,70392
INDIAN CREEK SETTLEMENT,KNOX,IN,47512
INDIAN HEAD PARK,COOK,IL,60525
INDIAN HEAD PK,COOK,IL,60525
INDIANAPOLIS,MARION,IN,46207
INDIANAPOLIS,MARION,IN,46222
INDIANAPOLIS,MARION,IN,46223
INDIANAPOLIS,MARION,IN,46235
INDIANAPOLIS,MARION,IN,46242
INDIANAPOLIS,MARION,IN,46255
INDIANAPOLIS,MARION,IN,46260
INDIANAPOLIS,MARION,IN,46291
INDIANOLA,VERMILION,IL,61850
INDUSTRIAL,CADDO,LA,71107
INVERNESS,LAKE,IL,60010
IPAVA,FULTON,IL,61441
IRVINE,ESTILL,KY,40336
IRVINE,ESTILL,KY,40472
IRVINGTON,MARION,IN,46219
ISLAND,MCLEAN,KY,42350
IUKA,PRATT,KS,67066
IVY GROVE,BELL,KY,40939
JACKSON,EFFINGHAM,IL,62401
JACKSONVILLE,MORGAN,IL,62650
JAMESTOWN,BIENVILLE,LA,71045
JAMESTOWN,BOONE,IN,46147
JEANERETTE,IBERIA,LA,70544
JEFFERSON,JEFFERSON,LA,70121
JEFFERSON PROVING GROUND,JEFFERSON,IN,47250
JEFFERSONTOWN,JEFFERSON,KY,40299
JEFFERSONVILLE,CLARK,IN,47133
JERSEYVILLE,JERSEY,IL,62052
JOLIET,WILL,IL,60436
JONESVILLE,BARTHOLOMEW,IN,47247
JOY,LIVINGSTON,KY,42047
JP MORGAN CHASE,COOK,IL,60695
JUSTELL,FLOYD,KY,41605
KANSAS CITY,WYANDOTTE,KS,66117
KANSAS CITY,WYANDOTTE,KS,66118
KANSAS CITY,WYANDOTTE,KS,66160
KELLERVILLE,DUBOIS,IN,47527
KELLY,CALDWELL,LA,71441
KELLY,NEMAHA,KS,66538
KELLYS,LINCOLN,LA,71270
KEMPER INS CO,LAKE,IL,60049
KENNARD,HENRY,IN,47351
KENNER,JEFFERSON,LA,70062
KEYSBURG,TODD,KY,42204
KEYSTONE STEEL AND WIRE,PEORIA,IL,61641
KIMBALL INTL,DUBOIS,IN,47549
KINGSDOWN,FORD,KS,67842
KISMET,SEWARD,KS,67859
KNOX,STARKE,IN,46534
KOKOMO,HOWARD,IN,46902
KONA,LETCHER,KY,41858
KUMLER,MCLEAN,IL,61724
LA CROSSE,RUSH,KS,67548
LA FAYETTE,CHRISTIAN,KY,42254
LA GRANGE PARK,COOK,IL,60526
LA LOTTERY,EAST BATON ROUGE,LA,70833
LA SALLE NATIONAL BANK,COOK,IL,60674
LAFAYETTE,LAFAYETTE,LA,70507
LAFAYETTE,LAFAYETTE,LA,70509
LAFAYETTE,TIPPECANOE,IN,47904
LAGRANGE,OLDHAM,KY,40032
LAKE CHARLES,CALCASIEU,LA,70602
LAKE CHARLES,CALCASIEU,LA,70605
LAKE CHARLES,CALCASIEU,LA,70607
LAKE CHARLES,CALCASIEU,LA,70616
LAKE EDGEWOOD,MORGAN,IN,46151
LAKE ST JOHN,CONCORDIA,LA,71334
LAKE STATION,LAKE,IN,46405
LAKEVIEW,COOK,IL,60613
LAKEVIEW ESTATES,VIGO,IN,47802
LAMB,BARREN,KY,42141
LAPINE,OUACHITA,LA,71292
LARCHLAND,WARREN,IL,61462
LARNED,PAWNEE,KS,67550
LARTO,CATAHOULA,LA,71343
LATONIA LAKES,KENTON,KY,41015
LAURA,MARTIN,KY,41250
LAUREL,FRANKLIN,IN,47024
LAWRENCE,DOUGLAS,KS,66044
LAWRENCE,DOUGLAS,KS,66045
LAWRENCE,DOUGLAS,KS,66049
LAYNESVILLE,FLOYD,KY,41635
LEANDER,RAPIDES,LA,71438
LEAWOOD,JOHNSON,KS,66211
LEBANON JUNCTION,BULLITT,KY,40150
LEBLANC,ALLEN,LA,70651
LECOMPTON,SHAWNEE,KS,66050
LEE,LEE,IL,60530
LEESBURG,HARRISON,KY,41031
LENA,CLAY,IN,47834
LENEXA,JOHNSON,KS,66217
LENEXA,JOHNSON,KS,66251
LEON CORNERS,WHITESIDE,IL,61277
LEONVILLE,SAINT LANDRY,LA,70551
LEOTI,WICHITA,KS,67861
LEWIS,VIGO,IN,47858
LEXINGTON,FAYETTE,KY,40510
LEXINGTON,FAYETTE,KY,40586
LEXINGTON,FAYETTE,KY,40587
LEXINGTON,FAYETTE,KY,40589
LEXINGTON,FAYETTE,KY,40590
LEXINGTON,FAYETTE,KY,40596
LEXINGTON,SCOTT,IN,47138
LEXMARK,FAYETTE,KY,40550
LIBERTY,ADAMS,IL,62347
LIBERTY MILLS,WABASH,IN,46946
LILLIE,UNION,LA,71256
LILY,LAUREL,KY,40740
LILY LAKE,KANE,IL,60151
LIMERICK,BUREAU,IL,61349
LINCOLN BOYHOOD NATIONAL MEM,SPENCER,IN,47552
LINCOLN BOYHOOD NATL MEM,SPENCER,IN,47552
LINCOLNWOOD,COOK,IL,60646
LINCOLNWOOD,COOK,IL,60659
LINN,WASHINGTON,KS,66953
LIONS INTERNATIONAL,DU PAGE,IL,60570
LITERBERRY,MORGAN,IL,62660
LK IN THE HLS,MCHENRY,IL,60102
LK PROVIDENCE,EAST CARROLL,LA,71254
LOAD,GREENUP,KY,41144
LOCKPORT,LAFOURCHE,LA,70374
LOCKPORT,WILL,IL,60441
LODIBURG,BRECKINRIDGE,KY,40146
LOGAN,FRANKLIN,IL,62856
LOGANSPORT,DE SOTO,LA,71049
LOGTOWN,OUACHITA,LA,71202
LONE OAK,MCCRACKEN,KY,42001
LONGSTREET,DE SOTO,LA,71050
LOOP STATION,COOK,IL,60604
LOOP STATION,COOK,IL,60605
LORETTO,MARION,KY,40037
LOST RIVER,ORANGE,IN,47432
LOUISA,LAWRENCE,KY,41201
LOUISA,SAINT MARY,LA,70538
LOUISVILLE,JEFFERSON,KY,40204
LOUISVILLE,JEFFERSON,KY,40211
LOUISVILLE,JEFFERSON,KY,40213
LOUISVILLE,JEFFERSON,KY,40214
LOUISVILLE,JEFFERSON,KY,40217
LOUISVILLE,JEFFERSON,KY,40243
LOUISVILLE,JEFFERSON,KY,40245
LOUISVILLE,JEFFERSON,KY,40285
LOUISVILLE,JEFFERSON,KY,40290
LOUISVILLE,JEFFERSON,KY,40291
LOUISVILLE,POTTAWATOMIE,KS,66547
LOVINGTON,MOULTRIE,IL,61937
LOWELL,CHEROKEE,KS,66713
LOWELL,LA SALLE,IL,61370
LOWES,GRAVES,KY,42061
LYDICK,ST JOSEPH,IN,46628
LYFORD,PARKE,IN,47874
MACEO,DAVIESS,KY,42355
MACKINAW,TAZEWELL,IL,61755
MACKSVILLE,STAFFORD,KS,67557
MADISON,GREENWOOD,KS,66860
MADONNAVILLE,MONROE,IL,62298
MAGGIE,TRIGG,KY,42211
MAGLEY,ADAMS,IN,46733
MAHOMET,CHAMPAIGN,IL,61853
MAKANDA,JACKSON,IL,62958
MAMMOTH CAVE NATIONAL PARK,EDMONSON,KY,42259
MANDEVILLE,SAINT TAMMANY,LA,70471
MANHATTAN,PUTNAM,IN,46135
MANHATTAN,RILEY,KS,66502
MANSURA,AVOYELLES,LA,71350
MANVILLE,LIVINGSTON,IL,61319
MAPLE CITY,COWLEY,KS,67102
