Rec ID	Name of Recipient	City	St	Cst Ctr	DBE Appr Date	CFY Pending	CFY Reserved	Total Available	CFY Obligations	Percent
         1947	SOUTHEASTERN PENNSYLVANIA TRANSPORTATION AUTHORITY                    	PHILADELPHIA        	PA	        78300	25-apr-2000              	       $311740000.00	        $79636037.00	       $391376037.00	        $79298194.00	           20
         1957	SAN FRANCISCO BAY AREA RAPID TRANSIT DISTRICT                         	OAKLAND             	CA	        78900	                         	        $10361498.00	        $66133056.00	        $76494554.00	        $27201132.00	           36
         1974	MUNICIPALITY OF RIO GRANDE                                            	RIO GRANDE          	PR	        78400	                         	               $0.00	               $0.00	               $0.00	               $0.00	            0
         1993	CITY OF LUBBOCK                                                       	LUBBOCK             	TX	        78600	16-feb-2004              	               $0.00	         $4817436.00	         $4817436.00	         $4817436.00	          100
         1994	CITY OF SHREVEPORT                                                    	SHREVEPORT          	LA	        78600	                         	               $0.00	         $1891405.00	         $1891405.00	         $1891405.00	          100
         2003	CITY OF RIVERSIDE                                                     	RIVERSIDE           	CA	        78900	                         	               $0.00	          $236000.00	          $236000.00	          $236000.00	          100
         2011	MUNICIPALITY OF MAYAQUEZ                                              	MAYAQUEZ            	PR	        78400	                         	               $0.00	               $0.00	               $0.00	               $0.00	            0
         2016	 AUGUSTA RICHMOND COUNTY GEORGIA                                      	AUGUSTA             	GA	        78400	07-sep-2000              	               $0.00	         $1696464.00	         $1696464.00	         $1696464.00	          100
         2020	SOUTHWEST OHIO REGIONAL TRANSIT AUTHORITY                             	CINCINNATI          	OH	        78500	30-apr-2001              	               $0.00	        $14052865.00	        $14052865.00	        $14052865.00	          100
         2023	CITY OF MINNEAPOLIS                OFFICE OF CITY COORDINATOR         	MINNEAPOLIS         	MN	        78500	13-jul-2005              	               $0.00	               $0.00	               $0.00	               $0.00	            0
         2039	MINNESOTA DOT Office of Transit                                       	ST. PAUL            	MN	        78500	16-jun-2000              	               $0.00	         $7765819.00	         $7765819.00	         $7494055.00	           97
         2053	MUNCIE PUBLIC TRANSPORTATION CORPORATION                              	MUNCIE              	IN	        78500	14-sep-2000              	               $0.00	          $679612.00	          $679612.00	          $679612.00	          100
         2061	CITY OF WAUSAU                                                        	WAUSAU              	WI	        78500	                         	               $0.00	          $661951.00	          $661951.00	          $661951.00	          100
         2062	CITY OF POUGHKEEPSIE                                                  	POUGHKEEPSIE        	NY	        78200	                         	               $0.00	               $0.00	               $0.00	               $0.00	            0
         2066	CITY OF SANTA FE                                                      	Santa Fe            	NM	        78600	15-nov-2000              	               $0.00	               $0.00	               $0.00	               $0.00	            0
         2067	CITY OF BEAUMONT                                                      	BEAUMONT            	TX	        78600	                         	         $1232356.00	         $6884102.00	         $8116458.00	         $6884102.00	           85
         2107	CITY OF DETROIT DEPARTMENT OF TRANSPORTATION                          	DETROIT             	MI	        78500	03-apr-2000              	         $5622648.00	        $16446088.00	        $22068736.00	        $16446088.00	           75
         2113	PORTAGE AREA REGIONAL TRANSPORTATION AUTHORITY                        	KENT                	OH	        78500	                         	               $0.00	          $771623.00	          $771623.00	          $771623.00	          100
         2119	ATLANTA REGIONAL COMMISSION                                           	ATLANTA             	GA	        78400	07-sep-2000              	               $0.00	          $250000.00	          $250000.00	          $250000.00	          100
         2130	TRANSIT JOINT POWERS AUTH FOR MERCED COUNTY                           	MERCED              	CA	        78900	                         	          $668485.00	               $0.00	          $668485.00	               $0.00	            0
         2301	METROPOLITAN TRANSIT DEVELOPMENT BOARD                                	SAN DIEGO           	CA	        78900	07-sep-2000              	         $3300000.00	        $28435417.00	        $31735417.00	          $651680.00	            2
         2413	CITY OF NASHUA                                                        	NASHUA              	NH	        78100	14-jun-2000              	               $0.00	         $1269578.00	         $1269578.00	         $1269578.00	          100
         2417	MUNICIPALITY OF CAGUAS                                                	CAGUAS              	PR	        78400	                         	               $0.00	               $0.00	               $0.00	               $0.00	            0
         2564	CITY OF APPLETON                                                      	APPLETON            	WI	        78500	                         	               $0.00	         $1176840.00	         $1176840.00	         $1176840.00	          100
         2565	CITY OF EVANSVILLE                                                    	EVANSVILLE          	IN	        78500	11-may-2000              	               $0.00	         $1304811.00	         $1304811.00	         $1304811.00	          100
         2568	CITY OF TERRE HAUTE                                                   	TERRE HAUTE         	IN	        78500	11-dec-2000              	          $158400.00	          $491839.00	          $650239.00	          $491839.00	           76
         2578	SNOHOMISH COUNTY PUBLIC TRANS. BENEFIT AREA CORP.                     	EVERETT             	WA	        79000	01-nov-2004              	         $2539451.00	        $13210489.00	        $15749940.00	        $12239615.00	           78
         2584	CENTRAL CONTRA COSTA TRANSIT AUTHORITY                                	CONCORD             	CA	        78900	                         	               $0.00	          $411088.00	          $411088.00	          $411088.00	          100
         2613	TRANSIT AUTHORITY OF NORTHERN KENTUCKY                                	FT WRIGHT           	KY	        78500	                         	               $0.00	         $4086235.00	         $4086235.00	         $4086235.00	          100
         2850	CITY OF KEY WEST                                                      	KEY WEST            	FL	        78400	                         	               $0.00	         $1974350.00	         $1974350.00	          $983679.00	           50
         2874	COBB COMMUNITY TRANSIT                                                	MARIETTA            	GA	        78400	10-oct-2000              	               $0.00	         $6987296.00	         $6987296.00	         $6987296.00	          100
         3039	LAKETRAN                                                              	GRAND RIVER         	OH	        78500	                         	               $0.00	         $4863850.00	         $4863850.00	         $4863850.00	          100
         3050	MUNICIPALITY OF JUNCOS                                                	JUNCOS              	PR	        78400	                         	               $0.00	               $0.00	               $0.00	               $0.00	            0
         3087	CITY OF JOPLIN                                                        	JOPLIN              	MO	        78700	                         	          $247421.00	          $409094.00	          $656515.00	          $409094.00	           62
         3101	CITY OF GREENVILLE                                                    	GREENVILLE          	NC	        78400	01-sep-2000              	               $0.00	         $1128400.00	         $1128400.00	         $1128400.00	          100
         3214	COUNTY OF FAYETTE                                                     	UNIONTOWN           	PA	        78300	03-apr-2004              	               $0.00	          $907666.00	          $907666.00	          $907666.00	          100
         3241	SANTEE WATEREE REGIONAL TRANSPORTATION AUTHORITY                      	SUMTER              	SC	        78400	07-sep-2000              	               $0.00	          $305000.00	          $305000.00	          $305000.00	          100
         5001	NAPA COUNTY TRANSPORTATION PLANNING AGENCY                            	NAPA                	CA	        78900	07-sep-1999              	               $0.00	          $840840.00	          $840840.00	          $840840.00	          100
         5002	SOUTHEASTERN REGIONAL TRANSIT AUTHORITY                               	NEW BEDFORD         	MA	        78100	01-oct-2000              	               $0.00	         $5268000.00	         $5268000.00	         $5268000.00	          100
         5005	COMMUTER RAIL DIV OF REGIONAL TRANSP AUTHORITY                        	CHICAGO             	IL	        78500	30-apr-2001              	         $4340250.00	        $64306670.00	        $68646920.00	        $46610022.00	           68
         5007	Saginaw Transit Authority Regional Services (STARS)                   	SAGINAW             	MI	        78500	                         	               $0.00	         $2054666.00	         $2054666.00	         $2054666.00	          100
         5019	CITY OF WAUKESHA METRO                                                	WAUKESHA            	WI	        78500	                         	               $0.00	         $1235558.00	         $1235558.00	         $1235558.00	          100
         5046	AREA TRANSPORTATION AUTHORITY OF NORTH CENTRAL PENNSYLVANIA           	JOHNSONBURG         	PA	        78300	17-oct-2000              	               $0.00	         $2875184.00	         $2875184.00	         $2875184.00	          100
         5058	YUBA-SUTTER TRANSIT AUTHORITY                                         	MARYSVILLE          	CA	        78900	                         	               $0.00	         $1200000.00	         $1200000.00	         $1200000.00	          100
         5081	COUNTY OF LOS ANGELES, DEPARTMENT OF PUBLIC WORKS                     	ALHAMBRA            	CA	        78900	                         	               $0.00	               $0.00	               $0.00	               $0.00	            0
         5092	WHATCOM TRANSPORTATION AUTHORITY                                      	BELLINGHAM          	WA	        79000	                         	        $11585680.00	          $981437.00	        $12567117.00	               $0.00	            0
         5109	YUMA METROPOLITAN PLANNING ORG./   TRANSPORTATION PLANNING            	YUMA                	AZ	        78900	                         	               $0.00	         $1956030.00	         $1956030.00	         $1956030.00	          100
         5118	SUBURBAN BUS DIVISION - RTA                                           	ARLINGTON HTS       	IL	        78500	                         	               $0.00	        $43166026.00	        $43166026.00	        $43166026.00	          100
         5130	NEWARK, CITY OF                                                       	NEWARK              	OH	        78500	15-nov-2000              	               $0.00	          $147579.00	          $147579.00	          $147579.00	          100
         5143	CAPITAL METROPOLITAN TRANSPORTATION AUTHORITY                         	AUSTIN              	TX	        78600	                         	               $0.00	         $8917890.00	         $8917890.00	         $8917890.00	          100
         5156	COOPERATIVE ALLIANCE FOR SEACOAST TRANSPORTATION                      	Dover               	NH	        78100	14-jun-2000              	               $0.00	          $858735.00	          $858735.00	          $858735.00	          100
         5195	MID MON VALLEY TRANSIT AUTHORITY                                      	CHARLEROI           	PA	        78300	07-sep-2000              	               $0.00	         $2408616.00	         $2408616.00	         $2408616.00	          100
         5296	LIVERMORE-AMADOR VALLEY TRANSIT AUTHORITY                             	LIVERMORE           	CA	        78900	                         	         $1318204.00	         $2386928.00	         $3705132.00	         $1879780.00	           51
         5318	PASCO COUNTY BOARD OF COUNTY COMMISSIONERS                            	NEW PORT RICHEY     	FL	        78400	07-sep-2000              	               $0.00	          $623168.00	          $623168.00	          $623168.00	          100
         5319	BRAZOS TRANSIT DISTRICT                                               	BRYAN               	TX	        78600	30-sep-2003              	               $0.00	         $3000990.00	         $3000990.00	         $3000990.00	          100
         5348	POTOMAC AND RAPPAHANNOCK TRANSPORTATION COMMISSION                    	WOODBRIDGE          	VA	        78300	10-oct-2000              	         $1759556.00	         $2952537.00	         $4712093.00	         $2952537.00	           63
         5400	JOHNSON COUNTY TRANSIT                                                	Olathe              	KS	        78700	05-mar-2003              	               $0.00	         $1260270.00	         $1260270.00	         $1260270.00	          100
         5409	DOUGLAS COUNTY                                                        	DOUGLASVILLE        	GA	        78400	07-aug-2000              	               $0.00	          $980150.00	          $980150.00	          $980150.00	          100
         5414	MUNICIPALITY OF VEGA BAJA                                             	VEGA BAJA           	PR	        78400	04-jan-2000              	               $0.00	               $0.00	               $0.00	               $0.00	            0
         5422	SPARTANBURG COUNTY GOVERNMENT                                         	SPARTANBURG         	SC	        78400	07-sep-2000              	               $0.00	          $590244.00	          $590244.00	          $590244.00	          100
         5440	GWINNETT COUNTY  BOARD OF COMMISSIONERS                               	LAWRENCEVILLE       	GA	        78400	23-may-2000              	               $0.00	         $5756573.00	         $5756573.00	         $5756573.00	          100
         5448	YOLO COUNTY TRANSPORTATION DISTRICT                                   	WOODLAND            	CA	        78900	                         	               $0.00	         $1514145.00	         $1514145.00	         $1514145.00	          100
         5454	SOUTH FLORIDA REGIONAL TRANSPORTATION AUTHORITY                       	Pompano Beach       	FL	        78400	07-aug-2000              	               $0.00	        $31093895.00	        $31093895.00	        $31093895.00	          100
         5475	TOMPKINS COUNTY                                                       	ITHACA              	NY	        78200	                         	               $0.00	               $0.00	               $0.00	               $0.00	            0
         5487	MUNICIPALITY OF CAMUY                                                 	CAMUY               	PR	        78400	                         	               $0.00	               $0.00	               $0.00	               $0.00	            0
         5489	PUERTO RICO HIGHWAY AND TRANSPORTATION AUTHORITY                      	SAN JUAN            	PR	        78400	23-may-2000              	               $0.00	         $5757823.00	         $5757823.00	         $5757823.00	          100
         5509	CITY OF SPARTANBURG                                                   	SPARTANBURG         	SC	        78400	                         	               $0.00	               $0.00	               $0.00	               $0.00	            0
         5525	CITY OF ROCKY MOUNT                                                   	ROCKY MOUNT         	NC	        78400	02-jun-2000              	               $0.00	          $664064.00	          $664064.00	          $664064.00	          100
         5526	CRPTA - WACCAMAW REGIONAL TRANSPORTATION AUTHORITY                    	CONWAY              	SC	        78400	07-sep-2000              	               $0.00	               $0.00	               $0.00	               $0.00	            0
         5527	TRIANGLE TRANSIT AUTHORITY                                            	RESEARCH TRIANGLE PK	NC	        78400	07-sep-2000              	               $0.00	        $17132684.00	        $17132684.00	        $17132684.00	          100
         5537	PENINSULA CORRIDOR JOINT POWERS BOARD                                 	SAN CARLOS          	CA	        78900	                         	        $37221523.00	        $53972215.00	        $91193738.00	        $53972215.00	           59
         5545	PARK CITY MUNICIPAL CORP                                              	PARK CITY           	UT	        78800	07-feb-2000              	               $0.00	         $1516404.00	         $1516404.00	         $1516404.00	          100
         5551	FOOTHILL TRANSIT                                                      	WEST COVINA         	CA	        78900	                         	               $0.00	        $27954140.00	        $27954140.00	        $26478622.00	           95
         5554	CITY OF HOLLAND                                                       	HOLLAND             	MI	        78500	                         	               $0.00	          $895600.00	          $895600.00	               $0.00	            0
         5557	MILWAUKEE COUNTY , DEPT OF PUBLIC WORKS AND DEVELOPMENT               	MILWAUKEE           	WI	        67000	                         	               $0.00	               $0.00	               $0.00	               $0.00	            0
         5564	ANTELOPE VALLEY TRANSIT AUTHORITY                                     	LANCASTER           	CA	        78900	01-sep-2000              	               $0.00	         $7376538.00	         $7376538.00	         $7376538.00	          100
         5566	LOS ANGELES COUNTY METROPOLITAN TRANSPORTATION AUTHORITY              	LOS ANGELES         	CA	        78900	                         	         $7056000.00	       $301136596.00	       $308192596.00	       $274890336.00	           89
         5574	DETROIT TRANSPORTATION CORP (DTC)                                     	DETROIT             	MI	        78500	                         	               $0.00	               $0.00	               $0.00	               $0.00	            0
         5575	TARGHEE REGIONAL PUBLIC TRANSPORTATION AUTHORITY                      	IDAHO FALLS         	ID	        79000	                         	               $0.00	           $47717.00	           $47717.00	           $47717.00	          100
         5578	LODI, CITY OF                                                         	LODI                	CA	        78900	14-mar-2002 20:10:42     	               $0.00	         $2709254.00	         $2709254.00	               $0.00	            0
         5579	Ventura County Transportation Commission                              	VENTURA             	CA	        78900	13-mar-2002 19:43:02     	               $0.00	        $21344204.00	        $21344204.00	        $19767824.00	           93
         5606	CHELAN-DOUGLAS PTBA DBA LINK                                          	WENATCHEE           	WA	        79000	                         	               $0.00	         $1165251.00	         $1165251.00	         $1165251.00	          100
         5617	EASTERN CONTRA COSTA TRANSIT AUTH                                     	ANTIOCH             	CA	        78900	                         	               $0.00	         $1713472.00	         $1713472.00	         $1713472.00	          100
         5620	SOUTHWEST MISSOURI STATE UNIVERSITY                                   	SPRINGFIELD         	MO	        78700	26-oct-2000              	               $0.00	               $0.00	               $0.00	               $0.00	            0
         5622	MADISON COUNTY TRANSIT DISTRICT                                       	GRANITE CITY        	IL	        78500	11-may-2000              	               $0.00	         $4084000.00	         $4084000.00	         $4084000.00	          100
         5630	INDIAN RIVER COUNTY BOARD OF COUNTY COMMISSIONERS                     	VERO BEACH          	FL	        78400	08-aug-2000              	               $0.00	         $1250000.00	         $1250000.00	         $1250000.00	          100
         5636	BLUE WATER AREA TRANSP COMMISSION                                     	PORT HURON          	MI	        78500	                         	               $0.00	         $7250153.00	         $7250153.00	         $7250153.00	          100
         5684	MUNICIPALITY OF NARANJITO                                             	NARANJITO           	PR	        78400	                         	               $0.00	               $0.00	               $0.00	               $0.00	            0
         5691	NORTHERN NEW ENGLAND PASSENGER RAIL AUTHORITY                         	Portland            	ME	        78100	28-aug-2000              	          $975000.00	         $1012082.00	         $1987082.00	         $1012082.00	           51
         5702	STEEL VALLEY REGIONAL TRANSIT AUTH                                    	STEUBENVILLE        	OH	        78500	                         	               $0.00	          $419089.00	          $419089.00	          $419089.00	          100
         5719	WILLIAMSBURG AREA TRANSPORT COMPANY (Formerly JCCT)                   	WILLIAMSBURG        	VA	        78300	                         	               $0.00	         $1212130.00	         $1212130.00	         $1212130.00	          100
         5757	CITY OF LAWRENCE                                                      	LAWRENCE            	KS	        78700	27-may-2003              	               $0.00	         $1225372.00	         $1225372.00	         $1225372.00	          100
         5774	BUTLER COUNTY REGIONAL TRANSIT AUTHORITY                              	Hamilton            	OH	        78500	                         	               $0.00	               $0.00	               $0.00	               $0.00	            0
         5783	CHARLESTON AREA REGIONAL TRANSPORTATION AUTHORITY (CARTA)             	CHARLESTON          	SC	        67000	                         	               $0.00	               $0.00	               $0.00	               $0.00	            0
         5799	Inter-Island Ferry Authority                                          	Craig               	AK	        79000	                         	               $0.00	               $0.00	               $0.00	               $0.00	            0
         5802	Southern California Regional Rail Authority                           	Los Angeles         	CA	        78900	02-sep-1999              	         $1580790.00	         $8968313.00	        $10549103.00	         $8968313.00	           85
         5804	CITY OF DOWNEY                                                        	Downey              	CA	        78900	                         	               $0.00	               $0.00	               $0.00	               $0.00	            0
         5806	Alaska Railroad Corporation                                           	Anchorage           	AK	        79000	                         	         $1574726.00	        $10403264.00	        $11977990.00	         $9725400.00	           81
         5809	River Valley Metro Mass Transit District                              	Bourbonnais         	IL	        78500	29-feb-2000              	               $0.00	         $1295560.00	         $1295560.00	         $1295560.00	          100
         5830	ACCESS SERVICES, INC.                                                 	LOS ANGELES         	CA	        78900	14-aug-2000              	               $0.00	        $49170000.00	        $49170000.00	        $49170000.00	          100
         5831	US SPACE & ROCKET CENTER                                              	HUNTSVILLE          	AL	        78400	                         	               $0.00	               $0.00	               $0.00	               $0.00	            0
         5835	MOUNTAIN VILLAGE METROPOLITAN DISTRICT                                	MOUNTAIN VILLAGE    	CO	        78800	26-may-2004              	               $0.00	          $238828.00	          $238828.00	          $238828.00	          100
         5852	CITY OF BURLINGTON, VERMONT                                           	BURLINGTON          	VT	        78100	14-jun-2000              	               $0.00	          $491839.00	          $491839.00	               $0.00	            0
         5859	SAN JOAQUIN REGIONAL RAIL COMMISSION                                  	Stockton            	CA	        78900	                         	               $0.00	         $3867592.00	         $3867592.00	         $3867592.00	          100
         5892	SUNSET EMPIRE TRANSPORTATION DISTRICT                                 	Warrenton           	OR	        79000	                         	               $0.00	               $0.00	               $0.00	               $0.00	            0
         6043	HOUMA TERREBONNE PARISH CONSOL. GOVT.                                 	HOUMA               	LA	        78600	                         	               $0.00	          $550546.00	          $550546.00	          $550546.00	          100
         6060	MARTIN COUNTY BOARD OF COUNTY COMMISSIONERS                           	STUART              	FL	        78400	07-sep-2000              	               $0.00	          $407493.00	          $407493.00	          $407493.00	          100
         6126	VILLAGE OF ANGEL FIRE/ANGEL FIRE TRANSIT                              	ANGEL FIRE          	NM	        78600	20-jun-2003              	               $0.00	               $0.00	               $0.00	               $0.00	            0
         6138	BUTLER TOWNSHIP/CITY JOINT MUNICIPAL TRANSIT AUTHORITY                	BUTLER              	PA	        78300	07-aug-2003              	               $0.00	         $2125791.00	         $2125791.00	         $2125791.00	          100
         6179	CITY OF MIAMI BEACH                                                   	MIAMI BEACH         	FL	        78400	10-jan-2005              	               $0.00	          $600000.00	          $600000.00	          $600000.00	          100
         6189	COUNTY OF ANDERSON SOUTH CAROLINA                                     	ANDERSON            	SC	        78400	                         	               $0.00	               $0.00	               $0.00	               $0.00	            0
         6192	OGLALA SIOUX TRIBE DEPARTMENT OF TRANSPORTATION                       	PINE RIDGE          	SD	        78800	                         	          $150000.00	         $2227565.00	         $2377565.00	               $0.00	            0
         6195	WASHINGTON COUNTY TRANSIT SERVICES                                    	WEST BEND           	WI	        78500	                         	          $392841.00	               $0.00	          $392841.00	               $0.00	            0
         6238	SOUTHERN TETON AREA RAPID TRANSIT                                     	JACKSON             	WY	        78800	                         	               $0.00	               $0.00	               $0.00	               $0.00	            0
         6401	INTEGRATED CONCEPTS AND RESEARCH CORPORATION                          	STERLING HEIGHTS    	MI	        67000	                         	          $301744.00	         $1771586.00	         $2073330.00	         $1771586.00	           85
         6417	FRANKLIN TRANSIT AUTHORITY/CITY OF FRANKLIN                           	FRANKLIN            	TN	        78400	                         	               $0.00	          $922440.00	          $922440.00	          $922440.00	          100
