carrier,quart,origincty,origin,destcty,destination,passengers,marketshare,avgfare,minincrement,maxincrement,minshare,maxshare,pax3xmin
US,20081,29420,"Ft. Lauderdale, Florida,",35510,"Hartford, Ct/Springfield, Ma,",6250,11,216,125,300,9,5,5
WN,20081,29420,"Ft. Lauderdale, Florida,",35510,"Hartford, Ct/Springfield, Ma,",8310,15,189,125,300,21,13,0
CO,20081,29420,"Ft. Lauderdale, Florida,",37320,"Houston, Texas,",33910,67,194,100,375,7,7,21
WN,20081,29420,"Ft. Lauderdale, Florida,",37320,"Houston, Texas,",12740,25,173,100,300,10,11,5
FL,20081,29420,"Ft. Lauderdale, Florida,",38490,"Indianapolis, Indiana,",23790,43,153,100,225,17,6,6
NW,20081,29420,"Ft. Lauderdale, Florida,",38490,"Indianapolis, Indiana,",16620,30,149,100,200,17,7,4
WN,20081,29420,"Ft. Lauderdale, Florida,",40140,"Jacksonville, Florida,",63550,100,104,75,150,23,43,0
WN,20081,29420,"Ft. Lauderdale, Florida,",42650,"Kansas City, Missouri,",7240,16,190,100,375,14,8,17
YX,20081,29420,"Ft. Lauderdale, Florida,",42650,"Kansas City, Missouri,",21500,49,175,100,200,9,9,8
DL,20081,29420,"Ft. Lauderdale, Florida,",48880,"Las Vegas, Nevada,",19100,24,213,125,425,7,7,12
NK,20081,29420,"Ft. Lauderdale, Florida,",48880,"Las Vegas, Nevada,",17600,22,151,75,225,7,5,11
US,20081,29420,"Ft. Lauderdale, Florida,",48880,"Las Vegas, Nevada,",29350,37,235,125,275,6,8,10
B6,20081,29420,"Ft. Lauderdale, Florida,",51200,"Long Beach, California,",20460,97,174,125,300,32,6,2
WN,20081,29420,"Ft. Lauderdale, Florida,",51210,"Islip/Long Island, New York,",59940,98,149,100,275,25,8,0
AA,20081,29420,"Ft. Lauderdale, Florida,",51410,"Los Angeles, California,",46550,52,221,125,250,24,6,7
DL,20081,29420,"Ft. Lauderdale, Florida,",51410,"Los Angeles, California,",9050,10,220,125,250,17,7,10
NK,20081,29420,"Ft. Lauderdale, Florida,",51410,"Los Angeles, California,",17550,20,162,75,275,7,6,18
US,20081,29420,"Ft. Lauderdale, Florida,",53970,"Manchester, New Hampshire,",3950,20,174,100,225,12,8,5
WN,20081,29420,"Ft. Lauderdale, Florida,",53970,"Manchester, New Hampshire,",13970,71,175,100,300,10,10,2
YX,20081,29420,"Ft. Lauderdale, Florida,",57850,"Milwaukee, Wisconsin,",30130,70,179,125,225,28,7,5
NW,20081,29420,"Ft. Lauderdale, Florida,",57970,"Minneapolis/St.Paul, Minnesota,",31920,67,228,125,300,6,6,8
WN,20081,29420,"Ft. Lauderdale, Florida,",62860,"Nashville, Tennessee,",37980,86,174,75,275,6,6,24
B6,20081,29420,"Ft. Lauderdale, Florida,",63380,"Newburgh, New York,",39150,95,142,100,225,25,6,2
WN,20081,29420,"Ft. Lauderdale, Florida,",63580,"New Orleans, Louisiana,",24980,80,127,75,250,14,9,10
B6,20081,29420,"Ft. Lauderdale, Florida,",63760,"New York, New York,",394730,46,167,100,300,19,6,6
CO,20081,29420,"Ft. Lauderdale, Florida,",63760,"New York, New York,",179720,21,165,75,225,13,6,19
DL,20081,29420,"Ft. Lauderdale, Florida,",63760,"New York, New York,",117750,14,160,100,200,31,5,8
NK,20081,29420,"Ft. Lauderdale, Florida,",63760,"New York, New York,",107590,13,134,75,200,12,7,8
DL,20081,29420,"Ft. Lauderdale, Florida,",66600,"Orlando, Florida,",7520,15,93,75,125,39,20,3
NK,20081,29420,"Ft. Lauderdale, Florida,",66600,"Orlando, Florida,",14040,27,80,75,125,56,8,1
WN,20081,29420,"Ft. Lauderdale, Florida,",66600,"Orlando, Florida,",30210,58,97,75,150,29,10,0
FL,20081,29420,"Ft. Lauderdale, Florida,",69880,"Philadelphia, Pennsylvania,",41490,21,126,75,175,22,7,10
US,20081,29420,"Ft. Lauderdale, Florida,",69880,"Philadelphia, Pennsylvania,",87670,44,148,75,250,19,6,15
WN,20081,29420,"Ft. Lauderdale, Florida,",69880,"Philadelphia, Pennsylvania,",48890,25,128,75,250,20,7,9
DL,20081,29420,"Ft. Lauderdale, Florida,",69980,"Phoenix, Arizona,",5410,11,213,125,250,19,7,12
US,20081,29420,"Ft. Lauderdale, Florida,",69980,"Phoenix, Arizona,",29190,62,233,125,275,10,6,8
DL,20081,29420,"Ft. Lauderdale, Florida,",70470,"Pittsburgh, Pennsylvania,",8740,13,132,75,200,7,6,8
FL,20081,29420,"Ft. Lauderdale, Florida,",70470,"Pittsburgh, Pennsylvania,",16250,24,140,75,200,5,9,7
U5,20081,29420,"Ft. Lauderdale, Florida,",70470,"Pittsburgh, Pennsylvania,",9240,14,118,75,150,11,10,4
US,20081,29420,"Ft. Lauderdale, Florida,",70470,"Pittsburgh, Pennsylvania,",24190,36,199,100,225,6,8,13
US,20081,29420,"Ft. Lauderdale, Florida,",73020,"Providence, Rhode Island,",8030,15,176,100,250,7,7,7
WN,20081,29420,"Ft. Lauderdale, Florida,",73020,"Providence, Rhode Island,",40060,76,174,100,300,6,10,1
B6,20081,29420,"Ft. Lauderdale, Florida,",74830,"Raleigh/Durham, North Carolina,",9600,20,131,100,225,31,5,2
DL,20081,29420,"Ft. Lauderdale, Florida,",74830,"Raleigh/Durham, North Carolina,",19620,40,149,100,200,20,5,7
WN,20081,29420,"Ft. Lauderdale, Florida,",74830,"Raleigh/Durham, North Carolina,",14970,31,131,100,225,33,8,0
B6,20081,29420,"Ft. Lauderdale, Florida,",75820,"Richmond, Virginia,",12780,54,160,100,225,12,8,4
DL,20081,29420,"Ft. Lauderdale, Florida,",75820,"Richmond, Virginia,",4060,17,171,100,250,15,6,7
US,20081,29420,"Ft. Lauderdale, Florida,",75820,"Richmond, Virginia,",4740,20,173,100,225,8,10,7
B6,20081,29420,"Ft. Lauderdale, Florida,",76620,"Rochester, New York,",4000,15,158,100,225,16,7,3
FL,20081,29420,"Ft. Lauderdale, Florida,",76620,"Rochester, New York,",18100,68,141,100,200,13,6,4
AA,20081,29420,"Ft. Lauderdale, Florida,",78460,"St. Louis, Missouri,",13400,31,185,100,250,12,5,10
WN,20081,29420,"Ft. Lauderdale, Florida,",78460,"St. Louis, Missouri,",21000,48,169,100,325,10,6,11
DL,20081,29420,"Ft. Lauderdale, Florida,",79070,"Salt Lake City, Utah,",15710,57,288,200,350,9,6,4
US,20081,29420,"Ft. Lauderdale, Florida,",79070,"Salt Lake City, Utah,",3530,13,224,125,275,7,6,5
AA,20081,29420,"Ft. Lauderdale, Florida,",79520,"San Diego, California,",2900,13,287,150,300,10,6,12
CO,20081,29420,"Ft. Lauderdale, Florida,",79520,"San Diego, California,",5550,24,206,125,300,9,8,6
DL,20081,29420,"Ft. Lauderdale, Florida,",79520,"San Diego, California,",4700,20,225,125,275,16,5,12
US,20081,29420,"Ft. Lauderdale, Florida,",79520,"San Diego, California,",4530,20,249,150,300,15,8,7
WN,20081,29420,"Ft. Lauderdale, Florida,",79520,"San Diego, California,",2620,11,207,125,400,21,6,10
AA,20081,29420,"Ft. Lauderdale, Florida,",79830,"San Francisco, California,",5680,22,247,125,250,13,7,13
CO,20081,29420,"Ft. Lauderdale, Florida,",79830,"San Francisco, California,",2690,11,216,125,225,26,6,10
DL,20081,29420,"Ft. Lauderdale, Florida,",79830,"San Francisco, California,",5930,23,220,125,225,18,7,13
UA,20081,29420,"Ft. Lauderdale, Florida,",79830,"San Francisco, California,",2950,12,262,125,375,11,5,14
US,20081,29420,"Ft. Lauderdale, Florida,",79830,"San Francisco, California,",4990,20,225,125,275,12,8,8
AA,20081,29420,"Ft. Lauderdale, Florida,",82630,"Seattle, Washington,",4150,15,264,125,325,7,7,11
CO,20081,29420,"Ft. Lauderdale, Florida,",82630,"Seattle, Washington,",4290,15,223,125,250,11,7,8
DL,20081,29420,"Ft. Lauderdale, Florida,",82630,"Seattle, Washington,",8370,30,222,125,300,13,7,10
US,20081,29420,"Ft. Lauderdale, Florida,",82630,"Seattle, Washington,",2970,10,243,150,300,7,8,5
WN,20081,29420,"Ft. Lauderdale, Florida,",82630,"Seattle, Washington,",3600,13,206,125,275,13,6,5
B6,20081,29420,"Ft. Lauderdale, Florida,",86840,"Syracuse, New York,",19590,70,175,100,250,6,6,6
US,20081,29420,"Ft. Lauderdale, Florida,",86840,"Syracuse, New York,",5030,18,178,125,250,25,5,3
WN,20081,29420,"Ft. Lauderdale, Florida,",87870,"Tampa, Florida,",77120,91,107,75,150,20,50,0
B6,20081,29420,"Ft. Lauderdale, Florida,",96460,"Washington, D.C.,",61910,36,160,100,225,15,8,3
NK,20081,29420,"Ft. Lauderdale, Florida,",96460,"Washington, D.C.,",29620,17,137,75,250,16,6,13
US,20081,29420,"Ft. Lauderdale, Florida,",96460,"Washington, D.C.,",57590,33,177,100,200,17,8,9
B6,20081,29420,"Ft. Lauderdale, Florida,",97390,"White Plains, New York,",39150,67,170,100,250,15,6,7
FL,20081,29420,"Ft. Lauderdale, Florida,",97390,"White Plains, New York,",16240,28,128,100,175,37,9,4
DL,20081,29540,"Ft. Myers, Florida,",35510,"Hartford, Ct/Springfield, Ma,",21520,64,207,125,275,6,8,3
US,20081,29540,"Ft. Myers, Florida,",35510,"Hartford, Ct/Springfield, Ma,",4490,13,223,150,300,11,9,4
WN,20081,29540,"Ft. Myers, Florida,",35510,"Hartford, Ct/Springfield, Ma,",5540,17,196,125,300,11,12,0
FL,20081,29540,"Ft. Myers, Florida,",38490,"Indianapolis, Indiana,",55610,68,156,100,225,17,5,7
NW,20081,29540,"Ft. Myers, Florida,",38490,"Indianapolis, Indiana,",17890,22,134,100,200,37,6,3
DL,20081,29540,"Ft. Myers, Florida,",42650,"Kansas City, Missouri,",2590,12,198,125,375,20,7,6
FL,20081,29540,"Ft. Myers, Florida,",42650,"Kansas City, Missouri,",2600,12,167,125,225,22,5,4
WN,20081,29540,"Ft. Myers, Florida,",42650,"Kansas City, Missouri,",2460,12,229,125,350,17,9,1
YX,20081,29540,"Ft. Myers, Florida,",42650,"Kansas City, Missouri,",10080,48,198,125,200,15,9,8
WN,20081,29540,"Ft. Myers, Florida,",51210,"Islip/Long Island, New York,",22620,98,147,75,275,9,8,15
FL,20081,29540,"Ft. Myers, Florida,",57850,"Milwaukee, Wisconsin,",18030,32,140,100,200,15,6,5
YX,20081,29540,"Ft. Myers, Florida,",57850,"Milwaukee, Wisconsin,",31660,56,184,125,225,17,7,4
NW,20081,29540,"Ft. Myers, Florida,",57970,"Minneapolis/St.Paul, Minnesota,",64020,49,211,125,275,8,6,8
SY,20081,29540,"Ft. Myers, Florida,",57970,"Minneapolis/St.Paul, Minnesota,",49280,38,171,125,275,14,6,2
B6,20081,29540,"Ft. Myers, Florida,",63760,"New York, New York,",132980,52,156,75,225,9,6,19
CO,20081,29540,"Ft. Myers, Florida,",63760,"New York, New York,",86840,34,164,75,200,13,6,20
U5,20081,29540,"Ft. Myers, Florida,",69880,"Philadelphia, Pennsylvania,",10940,13,121,75,175,18,6,6
US,20081,29540,"Ft. Myers, Florida,",69880,"Philadelphia, Pennsylvania,",41720,50,191,75,250,7,7,23
WN,20081,29540,"Ft. Myers, Florida,",69880,"Philadelphia, Pennsylvania,",21830,26,143,75,250,30,9,12
FL,20081,29540,"Ft. Myers, Florida,",70470,"Pittsburgh, Pennsylvania,",11420,25,152,100,225,20,5,6
U5,20081,29540,"Ft. Myers, Florida,",70470,"Pittsburgh, Pennsylvania,",15960,35,132,75,200,9,6,7
US,20081,29540,"Ft. Myers, Florida,",70470,"Pittsburgh, Pennsylvania,",9580,21,178,100,250,17,8,10
US,20081,29540,"Ft. Myers, Florida,",73020,"Providence, Rhode Island,",9870,32,169,100,225,13,7,7
WN,20081,29540,"Ft. Myers, Florida,",73020,"Providence, Rhode Island,",17570,57,169,100,300,9,10,2
AA,20081,29540,"Ft. Myers, Florida,",78460,"St. Louis, Missouri,",18150,44,184,125,225,24,7,6
U5,20081,29540,"Ft. Myers, Florida,",78460,"St. Louis, Missouri,",13050,31,146,75,175,6,7,12
FL,20081,29540,"Ft. Myers, Florida,",96460,"Washington, D.C.,",20020,40,146,75,175,8,9,15
US,20081,29540,"Ft. Myers, Florida,",96460,"Washington, D.C.,",20340,41,190,100,275,19,6,11
B6,20081,29540,"Ft. Myers, Florida,",97390,"White Plains, New York,",13560,42,161,75,225,6,7,18
FL,20081,29540,"Ft. Myers, Florida,",97390,"White Plains, New York,",17220,54,132,75,175,7,11,8
G4,20081,30270,"Fresno, California,",48880,"Las Vegas, Nevada,",5220,23,85,75,175,43,7,0
UA,20081,30270,"Fresno, California,",48880,"Las Vegas, Nevada,",6390,28,90,75,125,49,15,2
US,20081,30270,"Fresno, California,",48880,"Las Vegas, Nevada,",10900,48,106,75,150,19,7,3
NW,20081,33290,"Grand Rapids, Michigan,",66600,"Orlando, Florida,",18720,75,189,125,275,6,5,1
G4,20081,33410,"Green Bay, Wisconsin,",48880,"Las Vegas, Nevada,",13980,76,145,100,200,11,7,2
NW,20081,33410,"Green Bay, Wisconsin,",48880,"Las Vegas, Nevada,",2150,12,256,150,325,20,8,7
DL,20081,33460,"Greensboro/High Point, Nc,",63760,"New York, New York,",7180,33,174,75,225,13,9,19
US,20081,33460,"Greensboro/High Point, Nc,",63760,"New York, New York,",13170,61,179,75,250,14,7,21
FL,20081,34290,"Gulfport/Biloxi, Mississippi,",87870,"Tampa, Florida,",18690,93,102,100,125,81,6,0
WN,20081,35390,"Harlingen, Texas,",37320,"Houston, Texas,",40540,100,101,75,150,31,41,0
SY,20081,35390,"Harlingen, Texas,",57970,"Minneapolis/St.Paul, Minnesota,",20790,99,163,125,225,15,8,1
DL,20081,35510,"Hartford, Ct/Springfield, Ma,",48880,"Las Vegas, Nevada,",3960,12,225,125,300,9,8,11
US,20081,35510,"Hartford, Ct/Springfield, Ma,",48880,"Las Vegas, Nevada,",5550,16,214,125,275,8,6,8
WN,20081,35510,"Hartford, Ct/Springfield, Ma,",48880,"Las Vegas, Nevada,",17520,51,193,125,275,21,8,6
DL,20081,35510,"Hartford, Ct/Springfield, Ma,",51410,"Los Angeles, California,",12230,43,252,125,400,14,8,17
UA,20081,35510,"Hartford, Ct/Springfield, Ma,",51410,"Los Angeles, California,",4450,16,315,125,325,7,6,23
US,20081,35510,"Hartford, Ct/Springfield, Ma,",51410,"Los Angeles, California,",3180,11,248,125,375,13,5,12
NW,20081,35510,"Hartford, Ct/Springfield, Ma,",57970,"Minneapolis/St.Paul, Minnesota,",17690,78,347,150,500,15,5,29
DL,20081,35510,"Hartford, Ct/Springfield, Ma,",66600,"Orlando, Florida,",46600,40,174,125,275,13,6,2
WN,20081,35510,"Hartford, Ct/Springfield, Ma,",66600,"Orlando, Florida,",58030,50,154,100,275,9,9,0
DL,20081,35510,"Hartford, Ct/Springfield, Ma,",69980,"Phoenix, Arizona,",5900,21,202,125,225,33,5,11
US,20081,35510,"Hartford, Ct/Springfield, Ma,",69980,"Phoenix, Arizona,",10890,38,270,150,325,6,7,8
WN,20081,35510,"Hartford, Ct/Springfield, Ma,",69980,"Phoenix, Arizona,",5250,18,209,125,400,17,7,9
AA,20081,35510,"Hartford, Ct/Springfield, Ma,",74830,"Raleigh/Durham, North Carolina,",11040,60,191,125,225,6,26,3
US,20081,35510,"Hartford, Ct/Springfield, Ma,",74830,"Raleigh/Durham, North Carolina,",2420,13,184,125,225,11,9,5
WN,20081,35510,"Hartford, Ct/Springfield, Ma,",74830,"Raleigh/Durham, North Carolina,",4110,22,152,125,200,12,33,0
DL,20081,35510,"Hartford, Ct/Springfield, Ma,",79520,"San Diego, California,",4740,26,208,125,300,18,6,8
UA,20081,35510,"Hartford, Ct/Springfield, Ma,",79520,"San Diego, California,",2650,15,226,125,300,18,8,10
US,20081,35510,"Hartford, Ct/Springfield, Ma,",79520,"San Diego, California,",2290,13,226,125,300,15,7,10
WN,20081,35510,"Hartford, Ct/Springfield, Ma,",79520,"San Diego, California,",3660,20,194,125,400,36,8,11
DL,20081,35510,"Hartford, Ct/Springfield, Ma,",87870,"Tampa, Florida,",32910,45,168,100,275,8,6,5
WN,20081,35510,"Hartford, Ct/Springfield, Ma,",87870,"Tampa, Florida,",33630,46,159,100,275,13,10,0
UA,20081,35510,"Hartford, Ct/Springfield, Ma,",96460,"Washington, D.C.,",9010,29,236,100,500,17,8,31
US,20081,35510,"Hartford, Ct/Springfield, Ma,",96460,"Washington, D.C.,",21760,70,248,100,500,21,11,37
DL,20081,35510,"Hartford, Ct/Springfield, Ma,",97160,"West Palm Beach, Florida,",26640,72,210,150,275,13,5,2
US,20081,35510,"Hartford, Ct/Springfield, Ma,",97160,"West Palm Beach, Florida,",3900,11,215,125,300,9,8,3
WN,20081,35510,"Hartford, Ct/Springfield, Ma,",97160,"West Palm Beach, Florida,",4680,13,190,125,300,24,15,0
CO,20081,37320,"Houston, Texas,",38490,"Indianapolis, Indiana,",11650,58,238,125,425,16,15,27
WN,20081,37320,"Houston, Texas,",38490,"Indianapolis, Indiana,",3400,17,193,125,300,23,13,0
WN,20081,37320,"Houston, Texas,",40080,"Jackson/Vicksburg, Mississippi,",20170,98,104,75,175,35,25,0
CO,20081,37320,"Houston, Texas,",40140,"Jacksonville, Florida,",8020,42,224,100,525,8,7,29
WN,20081,37320,"Houston, Texas,",40140,"Jacksonville, Florida,",8190,42,169,100,275,8,17,1
AA,20081,37320,"Houston, Texas,",42650,"Kansas City, Missouri,",2860,10,169,100,225,6,11,5
CO,20081,37320,"Houston, Texas,",42650,"Kansas City, Missouri,",4100,15,204,100,325,9,27,33
WN,20081,37320,"Houston, Texas,",42650,"Kansas City, Missouri,",19620,72,176,100,275,13,8,0
CO,20081,37320,"Houston, Texas,",48880,"Las Vegas, Nevada,",85540,60,195,125,200,38,13,11
WN,20081,37320,"Houston, Texas,",48880,"Las Vegas, Nevada,",48120,34,167,100,375,8,6,11
CO,20081,37320,"Houston, Texas,",51410,"Los Angeles, California,",88870,59,255,125,475,29,8,29
WN,20081,37320,"Houston, Texas,",51410,"Los Angeles, California,",46090,31,178,100,375,15,10,15
WN,20081,37320,"Houston, Texas,",51640,"Lubbock, Texas,",18610,96,132,100,175,19,33,0
AA,20081,37320,"Houston, Texas,",57560,"Miami, Florida,",17240,39,163,100,175,15,8,11
CO,20081,37320,"Houston, Texas,",57560,"Miami, Florida,",24570,56,214,125,375,25,7,4
WN,20081,37320,"Houston, Texas,",57650,"Midland/Odessa, Texas,",28680,98,138,75,200,6,29,0
AA,20081,37320,"Houston, Texas,",57970,"Minneapolis/St.Paul, Minnesota,",4990,15,220,150,300,10,5,2
CO,20081,37320,"Houston, Texas,",57970,"Minneapolis/St.Paul, Minnesota,",7470,22,449,150,700,6,5,50
NW,20081,37320,"Houston, Texas,",57970,"Minneapolis/St.Paul, Minnesota,",14290,43,324,125,625,5,7,35
WN,20081,37320,"Houston, Texas,",62860,"Nashville, Tennessee,",30760,94,160,100,250,13,8,0
CO,20081,37320,"Houston, Texas,",63580,"New Orleans, Louisiana,",66800,40,133,75,200,12,9,5
WN,20081,37320,"Houston, Texas,",63580,"New Orleans, Louisiana,",98740,60,121,75,175,6,10,0
B6,20081,37320,"Houston, Texas,",63760,"New York, New York,",30330,13,203,150,300,19,7,0
CO,20081,37320,"Houston, Texas,",63760,"New York, New York,",158010,70,326,150,625,10,6,30
CO,20081,37320,"Houston, Texas,",65420,"Oakland, California,",20260,45,216,125,475,33,6,18
WN,20081,37320,"Houston, Texas,",65420,"Oakland, California,",21180,47,183,125,375,41,7,2
CO,20081,37320,"Houston, Texas,",65840,"Oklahoma City, Oklahoma,",7960,20,164,75,225,6,34,6
WN,20081,37320,"Houston, Texas,",65840,"Oklahoma City, Oklahoma,",30980,78,134,75,200,6,30,1
CO,20081,37320,"Houston, Texas,",66180,"Ontario, California,",15670,59,217,125,475,32,7,19
US,20081,37320,"Houston, Texas,",66180,"Ontario, California,",2820,11,239,125,375,12,8,4
WN,20081,37320,"Houston, Texas,",66180,"Ontario, California,",5570,21,231,125,400,20,8,9
CO,20081,37320,"Houston, Texas,",66600,"Orlando, Florida,",66490,58,184,100,325,7,10,17
WN,20081,37320,"Houston, Texas,",66600,"Orlando, Florida,",40830,36,166,100,275,11,16,0
CO,20081,37320,"Houston, Texas,",69880,"Philadelphia, Pennsylvania,",37380,47,208,100,425,9,10,22
US,20081,37320,"Houston, Texas,",69880,"Philadelphia, Pennsylvania,",20960,26,190,100,350,9,9,17
WN,20081,37320,"Houston, Texas,",69880,"Philadelphia, Pennsylvania,",15230,19,172,100,350,15,12,17
CO,20081,37320,"Houston, Texas,",69980,"Phoenix, Arizona,",32930,39,194,100,375,13,9,20
US,20081,37320,"Houston, Texas,",69980,"Phoenix, Arizona,",16670,20,177,100,375,27,9,15
WN,20081,37320,"Houston, Texas,",69980,"Phoenix, Arizona,",31380,38,170,100,375,24,10,15
CO,20081,37320,"Houston, Texas,",70470,"Pittsburgh, Pennsylvania,",11680,54,278,100,575,5,12,34
US,20081,37320,"Houston, Texas,",70470,"Pittsburgh, Pennsylvania,",2870,13,231,125,350,5,11,8
WN,20081,37320,"Houston, Texas,",70470,"Pittsburgh, Pennsylvania,",3150,15,204,125,375,29,7,2
CO,20081,37320,"Houston, Texas,",71790,"Portland, Oregon,",17070,65,248,125,475,10,8,24
CO,20081,37320,"Houston, Texas,",74830,"Raleigh/Durham, North Carolina,",8110,39,245,125,525,24,12,23
US,20081,37320,"Houston, Texas,",74830,"Raleigh/Durham, North Carolina,",3640,18,193,125,275,7,8,3
WN,20081,37320,"Houston, Texas,",74830,"Raleigh/Durham, North Carolina,",4160,20,212,125,325,18,17,1
CO,20081,37320,"Houston, Texas,",75500,"Reno, Nevada,",11280,60,236,125,225,6,17,13
WN,20081,37320,"Houston, Texas,",75500,"Reno, Nevada,",4040,22,222,125,400,15,6,6
CO,20081,37320,"Houston, Texas,",77850,"Sacramento, California,",15400,58,225,125,475,25,7,20
WN,20081,37320,"Houston, Texas,",77850,"Sacramento, California,",5310,20,220,125,400,23,6,7
WN,20081,37320,"Houston, Texas,",78460,"St. Louis, Missouri,",33920,88,169,100,275,11,7,0
CO,20081,37320,"Houston, Texas,",79070,"Salt Lake City, Utah,",14160,34,262,125,550,13,7,19
DL,20081,37320,"Houston, Texas,",79070,"Salt Lake City, Utah,",12630,30,257,125,275,12,11,17
WN,20081,37320,"Houston, Texas,",79070,"Salt Lake City, Utah,",8040,19,213,125,375,17,10,5
CO,20081,37320,"Houston, Texas,",79360,"San Antonio, Texas,",19200,32,119,75,150,16,49,2
WN,20081,37320,"Houston, Texas,",79360,"San Antonio, Texas,",40910,68,105,75,150,26,55,0
CO,20081,37320,"Houston, Texas,",79520,"San Diego, California,",37020,62,234,125,475,29,6,23
WN,20081,37320,"Houston, Texas,",79520,"San Diego, California,",15760,26,189,125,375,42,10,3
CO,20081,37320,"Houston, Texas,",79830,"San Francisco, California,",42090,72,265,125,475,26,10,30
CO,20081,37320,"Houston, Texas,",80050,"San Jose, California,",19280,64,246,125,475,26,9,25
US,20081,37320,"Houston, Texas,",80050,"San Jose, California,",3200,11,203,125,325,21,6,3
WN,20081,37320,"Houston, Texas,",80050,"San Jose, California,",4180,14,227,125,375,20,19,5
CO,20081,37320,"Houston, Texas,",80650,"Santa Ana, California,",31750,76,242,125,475,21,9,26
CO,20081,37320,"Houston, Texas,",82630,"Seattle, Washington,",34590,71,259,125,475,9,7,26
WN,20081,37320,"Houston, Texas,",82630,"Seattle, Washington,",5020,10,202,125,375,28,9,5
CO,20081,37320,"Houston, Texas,",87870,"Tampa, Florida,",31700,56,177,100,325,7,9,17
WN,20081,37320,"Houston, Texas,",87870,"Tampa, Florida,",22060,39,157,100,275,13,14,0
CO,20081,37320,"Houston, Texas,",92080,"Tulsa, Oklahoma,",12980,25,166,100,225,13,32,2
WN,20081,37320,"Houston, Texas,",92080,"Tulsa, Oklahoma,",37770,72,142,100,200,18,39,0
CO,20081,37320,"Houston, Texas,",96460,"Washington, D.C.,",51600,65,316,125,625,8,10,35
UA,20081,37320,"Houston, Texas,",96460,"Washington, D.C.,",8720,11,282,100,450,7,11,35
DL,20081,37550,"Huntsville, Alabama,",96460,"Washington, D.C.,",5050,19,336,175,425,7,9,7
UA,20081,37550,"Huntsville, Alabama,",96460,"Washington, D.C.,",3890,14,301,125,400,8,9,26
US,20081,37550,"Huntsville, Alabama,",96460,"Washington, D.C.,",17540,65,290,200,400,41,7,4
DL,20081,38490,"Indianapolis, Indiana,",40140,"Jacksonville, Florida,",3620,16,137,75,175,30,14,13
US,20081,38490,"Indianapolis, Indiana,",40140,"Jacksonville, Florida,",5180,23,130,75,200,34,7,9
WN,20081,38490,"Indianapolis, Indiana,",40140,"Jacksonville, Florida,",9490,41,110,75,225,45,8,4
NW,20081,38490,"Indianapolis, Indiana,",42650,"Kansas City, Missouri,",9010,32,113,75,150,43,12,6
WN,20081,38490,"Indianapolis, Indiana,",42650,"Kansas City, Missouri,",17360,62,105,75,175,33,8,0
FL,20081,38490,"Indianapolis, Indiana,",48880,"Las Vegas, Nevada,",18250,22,145,100,200,20,7,3
NW,20081,38490,"Indianapolis, Indiana,",48880,"Las Vegas, Nevada,",22020,27,152,100,225,26,5,5
WN,20081,38490,"Indianapolis, Indiana,",48880,"Las Vegas, Nevada,",31270,38,154,100,225,26,6,5
NW,20081,38490,"Indianapolis, Indiana,",51410,"Los Angeles, California,",22510,45,186,125,250,43,6,8
WN,20081,38490,"Indianapolis, Indiana,",51410,"Los Angeles, California,",6980,14,181,125,250,36,6,5
AA,20081,38490,"Indianapolis, Indiana,",57560,"Miami, Florida,",6490,31,197,125,225,18,8,8
DL,20081,38490,"Indianapolis, Indiana,",57560,"Miami, Florida,",4090,20,190,125,250,24,7,5
FL,20081,38490,"Indianapolis, Indiana,",57560,"Miami, Florida,",3970,19,163,100,250,15,7,5
US,20081,38490,"Indianapolis, Indiana,",57560,"Miami, Florida,",3190,15,173,100,250,15,6,9
AA,20081,38490,"Indianapolis, Indiana,",57970,"Minneapolis/St.Paul, Minnesota,",4140,15,171,125,250,30,5,5
NW,20081,38490,"Indianapolis, Indiana,",57970,"Minneapolis/St.Paul, Minnesota,",19420,69,322,150,600,17,8,23
CO,20081,38490,"Indianapolis, Indiana,",63760,"New York, New York,",6100,12,274,150,425,34,19,8
NW,20081,38490,"Indianapolis, Indiana,",63760,"New York, New York,",17980,37,206,125,350,7,7,5
US,20081,38490,"Indianapolis, Indiana,",63760,"New York, New York,",17040,35,223,125,350,10,10,5
FL,20081,38490,"Indianapolis, Indiana,",66600,"Orlando, Florida,",53890,46,137,100,200,29,6,3
NW,20081,38490,"Indianapolis, Indiana,",66600,"Orlando, Florida,",30330,26,126,75,200,11,6,6
WN,20081,38490,"Indianapolis, Indiana,",66600,"Orlando, Florida,",24360,21,132,100,250,35,7,0
NW,20081,38490,"Indianapolis, Indiana,",69880,"Philadelphia, Pennsylvania,",10610,26,145,100,200,20,13,3
US,20081,38490,"Indianapolis, Indiana,",69880,"Philadelphia, Pennsylvania,",28170,69,163,100,200,10,23,4
US,20081,38490,"Indianapolis, Indiana,",69980,"Phoenix, Arizona,",20760,35,197,100,250,7,7,11
WN,20081,38490,"Indianapolis, Indiana,",69980,"Phoenix, Arizona,",23870,40,176,100,375,14,5,10
NW,20081,38490,"Indianapolis, Indiana,",74830,"Raleigh/Durham, North Carolina,",10480,59,151,100,200,10,18,6
US,20081,38490,"Indianapolis, Indiana,",74830,"Raleigh/Durham, North Carolina,",4580,26,155,100,200,6,6,4
AA,20081,38490,"Indianapolis, Indiana,",79520,"San Diego, California,",5760,22,195,125,250,18,6,5
