-----------------------------------------------
3D SITE DISPLACEMENT DUE TO ATMOSPHERIC LOADING
-----------------------------------------------
METEOROLOGICAL CENTER & DEGREE 1 :    NCEP_CMEA
CMEA : CENTER OF MASS OF THE EARTH + ATMOSPHERE
CME  : CENTER OF MASS OF THE SOLID EARTH  ALONE
SITE COORDINATES ACCORDING TO ITRF2000 SOLUTION
-----------------------------------------------
CREATOR EMAIL : PASCAL.GEGOUT@EOST.U-STRASBG.FR
-----------------------------------------------
CHT1        49718.000    1995     1     1     0
CHT1        52274.750    2001    12    31    18
CHT1      1635806.118 -4482177.303  4218387.494
51036.25    -0.250562     0.416738     0.386143
51036.50    -0.169024     0.588981     0.341733
51036.75    -0.382068     0.441625    -0.248130
51037.00    -0.177666     0.383518    -0.478709
51037.25    -0.137153     0.417751    -1.057692
51037.50     0.105427     0.558750    -1.316699
51037.75     0.024623     0.427967    -1.741679
51038.00     0.288388     0.373686    -1.530189
51038.25     0.274691     0.344112    -1.632743
51038.50     0.364772     0.478123    -1.333442
51038.75     0.060695     0.317868    -1.142975
51039.00     0.082448     0.267122    -0.599839
51039.25    -0.028461     0.200099    -0.498459
51039.50     0.056985     0.301595     0.035223
51039.75    -0.182753     0.187361     0.324036
51040.00    -0.061793     0.133909     0.675150
51040.25    -0.008749     0.135389     0.683633
51040.50     0.266820     0.332135     1.034197
51040.75     0.142862     0.198206     0.774670
51041.00     0.269731     0.153151     0.692320
51041.25     0.421087     0.173631     0.324139
51041.50     0.621329     0.341452     0.176652
51041.75     0.539281     0.184878    -0.220681
51042.00     0.713676     0.237058     0.104213
51042.25     0.645643     0.295723    -0.010294
51042.50     0.730442     0.502688     0.283616
51042.75     0.257511     0.296706     0.302991
51043.00     0.323333     0.225236     0.695690
51043.25     0.123363     0.113186     0.395710
51043.50     0.270514     0.229524     0.454453
51043.75     0.210489     0.032911     0.120832
51044.00     0.301390    -0.110209    -0.180564
51044.25     0.332594    -0.204417    -0.735998
51044.50     0.649925    -0.059147    -0.801078
51044.75     0.412608    -0.223923    -1.183203
51045.00     0.665074    -0.179698    -1.052198
51045.25     0.834670    -0.137550    -1.138568
51045.50     1.065165     0.086172    -0.908122
51045.75     0.880966    -0.044503    -0.957814
51046.00     1.054355    -0.039748    -0.571329
51046.25     0.983692     0.005860    -0.785165
51046.50     1.121317     0.217177    -0.556060
51046.75     0.982793     0.079353    -0.635698
51047.00     1.096937     0.032562    -0.258059
51047.25     0.908869     0.042662    -0.336889
51047.50     1.103142     0.265194     0.169424
51047.75     0.634653     0.150232     0.234518
51048.00     0.515923     0.081377     0.346297
51048.25     0.350777     0.102021     0.361032
51048.50     0.361165     0.357440     0.871748
51048.75    -0.060974     0.238122     1.050609
51049.00    -0.069234     0.280020     1.633608
51049.25    -0.181345     0.391404     1.827473
51049.50    -0.156873     0.575360     2.104621
51049.75    -0.326918     0.465228     2.006598
51050.00    -0.144650     0.404748     2.030796
51050.25     0.036100     0.429822     1.711569
51050.50     0.200399     0.591985     1.626896
51050.75     0.073988     0.465715     1.274529
51051.00     0.308791     0.445881     1.372199
51051.25     0.321466     0.408241     1.015780
51051.50     0.467204     0.495242     0.773907
51051.75     0.351794     0.343635     0.490906
51052.00     0.485669     0.229958     0.381542
51052.25     0.525798     0.186992     0.030266
51052.50     0.564148     0.280658    -0.124722
51052.75     0.279562     0.063949    -0.431404
51053.00     0.179092     0.053470    -0.396839
51053.25     0.047157     0.094058    -0.649387
51053.50    -0.031839     0.316230    -0.577197
51053.75    -0.335862     0.284497    -0.579493
51054.00    -0.236118     0.342426    -0.120858
51054.25    -0.179813     0.446610     0.174419
51054.50    -0.108850     0.737182     0.753077
51054.75    -0.404963     0.587773     0.578985
51055.00    -0.456158     0.497282     0.722434
51055.25    -0.556181     0.496916     0.495359
51055.50    -0.582565     0.587646     0.460989
51055.75    -0.794251     0.448756     0.119276
51056.00    -0.828899     0.380085     0.005334
51056.25    -0.956016     0.353983    -0.292200
51056.50    -0.839072     0.533457    -0.105321
51056.75    -1.055255     0.278564    -0.329126
51057.00    -0.861381     0.214441    -0.169338
51057.25    -0.774371     0.211619    -0.227496
51057.50    -0.532822     0.426157     0.030347
51057.75    -0.679883     0.314311    -0.065696
51058.00    -0.486555     0.369497     0.343571
51058.25    -0.312473     0.436641     0.420757
51058.50    -0.091903     0.703874     0.967407
51058.75    -0.187093     0.612151     1.092584
51059.00    -0.018868     0.607321     1.368220
51059.25     0.129517     0.630915     1.224611
51059.50     0.363698     0.810712     1.245546
51059.75     0.282704     0.662252     0.963704
51060.00     0.422007     0.591519     0.983095
51060.25     0.381383     0.600903     0.829364
51060.50     0.420764     0.691881     0.876536
51060.75     0.118607     0.429323     0.576102
51061.00     0.235505     0.342612     0.609782
51061.25     0.095453     0.176927     0.273657
51061.50     0.102389     0.213097     0.199497
51061.75    -0.184538    -0.007646    -0.001709
51062.00    -0.056776     0.033028     0.350682
51062.25    -0.155218     0.016610     0.342345
51062.50     0.029707     0.272214     0.839161
51062.75    -0.027988     0.157134     1.116411
51063.00     0.282755     0.231938     1.618739
51063.25     0.390751     0.289850     1.769308
51063.50     0.624129     0.483203     2.133214
51063.75     0.444352     0.308196     2.044016
51064.00     0.631462     0.363809     2.485825
51064.25     0.577931     0.372709     2.362029
51064.50     0.599242     0.532767     2.464439
51064.75     0.413537     0.341819     2.204944
51065.00     0.557544     0.261967     2.215513
51065.25     0.437870     0.186226     1.910129
51065.50     0.447700     0.298865     1.919741
51065.75     0.339212     0.140383     1.724211
51066.00     0.508527     0.088641     1.634541
51066.25     0.476652     0.016515     1.268826
51066.50     0.614135     0.124583     1.198909
51066.75     0.581413    -0.036549     1.095933
51067.00     0.704707    -0.008508     1.112078
51067.25     0.858669     0.021615     0.905435
51067.50     1.157386     0.248220     1.249407
51067.75     0.996633     0.162213     1.329853
51068.00     1.094363     0.142833     1.606856
51068.25     1.109394     0.175518     1.651179
51068.50     1.200171     0.411941     1.947259
51068.75     1.054755     0.281349     1.785796
51069.00     1.371807     0.286787     1.893442
51069.25     1.649559     0.310308     1.597191
51069.50     2.013690     0.537264     1.796947
51069.75     1.920256     0.371194     1.601141
51070.00     2.024195     0.373122     1.645960
51070.25     1.986324     0.331727     1.350837
51070.50     2.085067     0.540733     1.403793
51070.75     1.783517     0.391575     1.082333
51071.00     1.605682     0.329162     0.848686
51071.25     1.396462     0.331776     0.534494
51071.50     1.343902     0.538356     0.638569
51071.75     0.890362     0.342672     0.425717
51072.00     0.895640     0.215651     0.531326
51072.25     0.836474     0.165225     0.215656
51072.50     0.825532     0.312494     0.069679
51072.75     0.566223     0.073323    -0.265514
51073.00     0.571722     0.044201    -0.208543
51073.25     0.338556    -0.011470    -0.560004
51073.50     0.382097     0.170121    -0.399261
51073.75     0.137102    -0.046014    -0.603336
51074.00     0.169688    -0.129676    -0.622441
51074.25     0.261438    -0.126466    -0.740702
51074.50     0.502160     0.065266    -0.413356
51074.75     0.329860    -0.120013    -0.233157
51075.00     0.460861    -0.070459     0.421243
51075.25     0.476779    -0.021310     0.613103
51075.50     0.435395     0.195690     0.857575
51075.75     0.283232     0.062652     0.920540
51076.00     0.408334     0.109192     1.069191
51076.25     0.314877     0.164738     0.722756
51076.50     0.437087     0.464391     0.853526
51076.75     0.257018     0.414570     0.830545
51077.00     0.268493     0.446905     0.965866
51077.25     0.160040     0.421948     0.719233
51077.50     0.189110     0.672260     1.142746
51077.75    -0.094154     0.431966     0.944289
51078.00    -0.149652     0.301750     0.771868
51078.25    -0.059281     0.330702     0.491834
51078.50    -0.064975     0.492404     0.576320
51078.75    -0.319226     0.294708     0.167027
51079.00    -0.307107     0.170759     0.164908
51079.25    -0.346528     0.041756    -0.240809
51079.50    -0.259294     0.127723    -0.264357
51079.75    -0.481865    -0.135350    -0.509214
51080.00    -0.329256    -0.134909    -0.256438
51080.25    -0.448626    -0.178614    -0.620054
51080.50    -0.376800     0.051186    -0.513973
51080.75    -0.631455    -0.095162    -0.622049
51081.00    -0.473864    -0.110742    -0.575682
51081.25    -0.468478    -0.100342    -0.682330
51081.50    -0.143235     0.143877    -0.204668
51081.75    -0.249030    -0.018156    -0.294405
51082.00    -0.079681    -0.094348    -0.359742
51082.25    -0.010284    -0.065028    -0.469734
51082.50    -0.021375     0.043860    -0.429200
51082.75    -0.266321    -0.131524    -0.460455
51083.00    -0.243389    -0.110086     0.047603
51083.25    -0.496165     0.018742     0.371871
51083.50    -0.797216     0.264179     0.982856
51083.75    -1.113365     0.172661     1.324374
51084.00    -1.037304     0.137372     1.730468
51084.25    -1.082123     0.092114     1.491778
51084.50    -1.136269     0.190835     1.356702
51084.75    -1.225727     0.027823     0.945025
51085.00    -1.138614    -0.082957     0.616630
51085.25    -1.104922    -0.071599     0.196043
51085.50    -0.945198     0.163660     0.415845
51085.75    -1.203346     0.034421     0.313578
51086.00    -1.161290     0.028390     0.522316
51086.25    -1.092761     0.120639     0.720088
51086.50    -0.945554     0.373418     0.950406
51086.75    -1.044044     0.253636     0.793980
51087.00    -0.817305     0.298320     1.077094
51087.25    -0.931181     0.418235     1.387418
51087.50    -1.085089     0.635995     1.818669
51087.75    -1.288747     0.220851     1.587852
51088.00    -1.003297     0.025683     1.218269
51088.25    -1.152953    -0.050072     0.818898
51088.50    -1.044219     0.135007     0.868584
51088.75    -1.182906    -0.042089     0.372680
51089.00    -0.930350    -0.136194    -0.050368
51089.25    -0.787445    -0.203568    -0.761100
51089.50    -0.575488    -0.018735    -0.945494
51089.75    -0.567960    -0.188722    -1.445528
51090.00    -0.376326    -0.261493    -1.639821
51090.25    -0.284934    -0.325275    -2.168933
51090.50    -0.179583    -0.109006    -2.157253
51090.75    -0.306696    -0.242234    -2.321399
51091.00    -0.234686    -0.261714    -2.211176
51091.25    -0.105680    -0.279813    -2.411237
51091.50    -0.139305    -0.175341    -2.492353
51091.75    -0.338434    -0.344114    -2.806096
51092.00    -0.164926    -0.429098    -3.094359
51092.25    -0.044938    -0.422134    -3.426741
51092.50    -0.084104    -0.226243    -3.330453
51092.75    -0.415078    -0.396840    -3.448609
51093.00    -0.338801    -0.388353    -2.998863
51093.25    -0.388044    -0.318403    -2.775403
51093.50    -0.568360    -0.011522    -2.249420
51093.75    -0.965088    -0.176005    -1.992412
51094.00    -0.991373    -0.228699    -1.527975
51094.25    -1.166453    -0.184183    -1.353305
51094.50    -1.119718     0.066890    -1.105847
51094.75    -1.222475    -0.112365    -1.611439
51095.00    -0.865772    -0.157552    -1.928817
51095.25    -0.619383    -0.134709    -2.399994
51095.50    -0.319439     0.099989    -2.251472
51095.75    -0.444443    -0.071865    -2.322372
51096.00    -0.408127    -0.135601    -2.156125
51096.25    -0.368849    -0.026053    -1.991340
51096.50    -0.401134     0.175892    -1.763946
51096.75    -0.769822    -0.039759    -1.918250
51097.00    -0.778610    -0.168217    -1.949689
51097.25    -0.875143    -0.178268    -2.189484
51097.50    -0.776689    -0.057867    -2.319010
51097.75    -0.871395    -0.320808    -2.784083
51098.00    -0.600749    -0.410609    -2.764102
51098.25    -0.504293    -0.495201    -2.950002
51098.50    -0.338441    -0.354300    -2.756746
51098.75    -0.435619    -0.589742    -2.734817
51099.00    -0.046482    -0.560419    -2.131395
51099.25     0.092597    -0.474365    -1.660566
51099.50     0.361379    -0.201958    -0.931483
51099.75     0.286151    -0.321817    -0.688827
51100.00     0.680316    -0.187350    -0.130649
51100.25     0.812701    -0.035849    -0.010036
51100.50     0.955579     0.291038     0.310884
51100.75     0.865011     0.139810     0.085498
51101.00     1.074699     0.130791     0.037678
51101.25     0.943969     0.074671    -0.410913
51101.50     0.972061     0.186085    -0.583293
51101.75     0.670787    -0.124584    -1.112605
51102.00     0.942186    -0.233962    -1.366199
51102.25     0.860585    -0.391683    -1.960871
51102.50     0.979045    -0.256651    -2.090003
51102.75     0.769314    -0.496200    -2.334503
51103.00     0.971838    -0.464060    -2.111184
51103.25     0.803882    -0.475098    -2.258023
51103.50     0.829426    -0.204313    -1.866807
51103.75     0.481418    -0.279165    -1.460947
51104.00     0.448770    -0.260743    -0.964490
51104.25     0.180057    -0.146097    -0.590003
51104.50     0.158787     0.191926     0.262826
51104.75    -0.291781     0.027494     0.491212
51105.00    -0.444641    -0.041991     0.764286
51105.25    -0.727373    -0.059378     0.792730
51105.50    -0.952746    -0.039990     0.584846
51105.75    -1.349836    -0.395860    -0.238273
51106.00    -1.332199    -0.515816    -0.707733
51106.25    -1.538023    -0.505976    -1.017030
51106.50    -1.657254    -0.330623    -0.795403
51106.75    -1.975295    -0.596417    -0.982822
51107.00    -1.791014    -0.736812    -1.118229
51107.25    -1.850099    -0.748059    -1.218792
51107.50    -1.841573    -0.565808    -0.912945
51107.75    -2.049984    -0.746827    -1.208456
51108.00    -2.033099    -0.892723    -1.609109
51108.25    -2.059326    -0.918105    -1.925046
51108.50    -1.843440    -0.760590    -1.951165
51108.75    -2.013698    -0.996974    -2.368418
51109.00    -1.798135    -1.028228    -2.195152
51109.25    -1.576632    -0.889886    -1.919904
51109.50    -1.343339    -0.622646    -1.377231
51109.75    -1.431020    -0.712947    -1.155928
51110.00    -1.102765    -0.752497    -0.936172
51110.25    -0.899774    -0.737210    -0.958249
51110.50    -0.687571    -0.633002    -0.906182
51110.75    -0.760178    -0.827244    -0.868240
51111.00    -0.372689    -0.803370    -0.641290
51111.25    -0.263748    -0.869786    -1.053255
51111.50     0.081074    -0.691254    -1.200027
51111.75     0.137730    -0.831062    -1.492599
51112.00     0.458062    -0.838150    -1.516351
51112.25     0.524112    -0.779212    -1.860073
51112.50     0.553149    -0.592079    -2.045025
51112.75     0.259278    -0.750171    -2.496558
51113.00     0.369947    -0.735938    -2.354923
51113.25     0.210282    -0.679860    -2.321202
51113.50     0.200950    -0.467062    -1.752248
51113.75    -0.046737    -0.602791    -1.268896
51114.00    -0.115115    -0.619521    -0.599202
51114.25    -0.318832    -0.455940    -0.073810
51114.50    -0.238832    -0.099899     0.842372
51114.75    -0.462581    -0.094651     1.250841
51115.00    -0.372025    -0.138223     1.331720
51115.25    -0.300098    -0.069578     1.174635
51115.50    -0.336281     0.074140     0.858395
51115.75    -0.617997    -0.162832     0.206836
51116.00    -0.577263    -0.245480    -0.071340
51116.25    -0.756999    -0.179577    -0.055920
51116.50    -0.774340     0.048169     0.209008
51116.75    -1.065753    -0.076807     0.063504
51117.00    -0.896327    -0.116117    -0.355599
51117.25    -0.762215    -0.045987    -0.746812
51117.50    -0.822519     0.069074    -1.283914
51117.75    -0.920187    -0.147924    -1.844019
51118.00    -0.916748    -0.273636    -2.214635
51118.25    -1.098778    -0.249944    -2.384647
51118.50    -1.157182    -0.009511    -2.141947
51118.75    -1.310118    -0.146608    -2.107341
51119.00    -1.328869    -0.208244    -1.997869
51119.25    -1.368821    -0.134389    -1.666986
51119.50    -1.396309     0.042973    -1.271102
51119.75    -1.640042    -0.087158    -1.284554
51120.00    -1.547738    -0.275261    -1.293443
51120.25    -1.637855    -0.239866    -1.268341
51120.50    -1.608750    -0.103837    -0.911126
51120.75    -1.627184    -0.272255    -0.880646
51121.00    -1.619441    -0.381957    -0.917914
51121.25    -1.724767    -0.367604    -0.995926
51121.50    -1.707153    -0.206143    -0.761185
51121.75    -2.127309    -0.455533    -1.004662
51122.00    -2.115420    -0.591572    -1.088066
51122.25    -2.238493    -0.580212    -1.120609
51122.50    -2.102997    -0.344445    -0.800774
51122.75    -2.105938    -0.447209    -0.996695
51123.00    -1.741105    -0.483803    -1.112458
51123.25    -1.523914    -0.359321    -1.328076
51123.50    -1.272897    -0.112607    -1.213568
51123.75    -1.337472    -0.337217    -1.738473
51124.00    -1.077773    -0.438422    -2.074643
51124.25    -1.048733    -0.428579    -2.475888
51124.50    -0.991362    -0.244478    -2.323030
51124.75    -1.145867    -0.482307    -2.725363
51125.00    -0.916149    -0.564227    -2.757222
51125.25    -0.910065    -0.619692    -2.897560
51125.50    -0.763195    -0.435403    -2.424104
51125.75    -0.900305    -0.590257    -2.243585
51126.00    -0.669164    -0.619808    -1.878789
51126.25    -0.494889    -0.592915    -1.859904
51126.50    -0.213134    -0.351831    -1.642714
51126.75    -0.077437    -0.531041    -1.710671
51127.00     0.296024    -0.552570    -1.602588
51127.25     0.442098    -0.441066    -1.640235
51127.50     0.583335    -0.097049    -1.262341
51127.75     0.435963    -0.076911    -0.952997
51128.00     0.412107     0.037155    -0.325589
51128.25     0.054298     0.250382     0.443464
51128.50    -0.372590     0.384741     0.863802
51128.75    -0.671826    -0.108970     0.220596
51129.00    -0.549988    -0.441073    -0.430943
51129.25    -0.518310    -0.631111    -1.233623
51129.50    -0.500438    -0.529744    -1.623433
51129.75    -0.755802    -0.688145    -1.976892
51130.00    -0.717138    -0.645272    -1.910052
51130.25    -0.866585    -0.578257    -1.935199
51130.50    -1.053102    -0.328582    -1.630567
51130.75    -1.529205    -0.458724    -1.530763
51131.00    -1.573490    -0.469424    -1.348556
51131.25    -1.675963    -0.333727    -1.147104
51131.50    -1.702694    -0.054552    -0.605054
51131.75    -2.083151    -0.170622    -0.477473
51132.00    -2.141860    -0.165526    -0.081660
51132.25    -2.422284    -0.063896     0.434358
51132.50    -2.612053     0.074365     1.020698
51132.75    -2.891557    -0.259016     0.644664
51133.00    -2.615299    -0.408124     0.408570
51133.25    -2.505910    -0.440908     0.035090
51133.50    -2.297104    -0.247275    -0.155583
51133.75    -2.154985    -0.339361    -0.619076
51134.00    -1.756252    -0.249233    -0.754211
51134.25    -1.600498    -0.113194    -0.985087
51134.50    -1.365105     0.161938    -0.828115
51134.75    -1.399807    -0.131938    -1.372604
51135.00    -1.247816    -0.354998    -2.009454
51135.25    -1.410588    -0.517936    -2.811597
51135.50    -1.273748    -0.428702    -3.045114
51135.75    -1.557262    -0.726878    -3.511306
51136.00    -1.458830    -0.810615    -3.445938
51136.25    -1.486018    -0.796717    -3.389409
51136.50    -1.488583    -0.591515    -2.963441
51136.75    -1.730716    -0.628486    -2.485468
51137.00    -1.595088    -0.629251    -1.768672
51137.25    -1.753906    -0.582018    -1.214849
51137.50    -1.776960    -0.441060    -0.455027
51137.75    -2.014491    -0.661159    -0.208139
51138.00    -1.915922    -0.752553     0.005360
51138.25    -2.009234    -0.836919    -0.009925
51138.50    -1.821306    -0.707354     0.228614
51138.75    -1.891574    -0.949789    -0.216246
51139.00    -1.652818    -1.106716    -0.643251
51139.25    -1.483152    -1.040340    -0.883056
51139.50    -1.346851    -0.842826    -0.814519
51139.75    -1.588004    -0.973769    -0.840218
51140.00    -1.465804    -0.895463    -0.436165
51140.25    -1.668508    -0.770376    -0.009125
51140.50    -1.759283    -0.564154     0.470103
51140.75    -2.151119    -0.608200     0.891266
51141.00    -2.040055    -0.628848     1.260544
51141.25    -2.184809    -0.727105     1.231760
51141.50    -2.006963    -0.709580     1.002027
51141.75    -1.968273    -0.835380     0.346082
51142.00    -1.680072    -0.932151    -0.472433
51142.25    -1.690978    -0.902116    -1.216145
51142.50    -1.485231    -0.636489    -1.248542
51142.75    -1.676848    -0.696815    -1.318066
51143.00    -1.679955    -0.611737    -1.058460
51143.25    -1.886498    -0.448441    -0.820744
51143.50    -1.939584    -0.110544    -0.361831
51143.75    -2.410426    -0.230326    -0.134575
51144.00    -2.446248    -0.253125     0.286232
51144.25    -2.683603    -0.468158     0.168997
51144.50    -2.629024    -0.440385     0.192329
51144.75    -2.579234    -0.755935    -0.182837
51145.00    -2.146033    -0.843078    -0.367966
51145.25    -2.167531    -0.824983    -0.467197
51145.50    -1.938659    -0.606167    -0.240500
51145.75    -1.924933    -0.761190    -0.318011
51146.00    -1.576212    -0.791948    -0.426180
51146.25    -1.470651    -0.727624    -0.677845
51146.50    -1.270055    -0.550648    -0.817600
51146.75    -1.344737    -0.756496    -1.260911
51147.00    -1.264549    -0.804519    -1.421960
51147.25    -1.478457    -0.769160    -1.637226
51147.50    -1.748198    -0.561825    -1.208171
51147.75    -2.246519    -0.764628    -0.860063
51148.00    -2.336055    -0.777780    -0.204899
51148.25    -2.764700    -0.824306     0.149169
51148.50    -2.824806    -0.822677     0.205977
51148.75    -2.799583    -1.243240    -0.666212
51149.00    -2.219193    -1.307864    -0.970646
51149.25    -1.927122    -1.177155    -0.892372
51149.50    -1.657797    -0.850026    -0.369702
51149.75    -1.645352    -0.791836     0.147686
51150.00    -1.243948    -0.699320     0.365943
51150.25    -1.196863    -0.567379     0.291569
51150.50    -1.007829    -0.344414     0.466202
51150.75    -1.189170    -0.456625     0.564003
51151.00    -1.085622    -0.567791     0.625116
51151.25    -1.295731    -0.614649     0.631383
51151.50    -1.186341    -0.502151     0.784654
51151.75    -1.384308    -0.762412     0.287690
51152.00    -1.104678    -0.884896    -0.399592
51152.25    -1.130597    -0.905480    -0.973502
51152.50    -1.153704    -0.692514    -0.928494
51152.75    -1.595534    -0.814493    -1.072131
51153.00    -1.596375    -0.750897    -0.742759
51153.25    -1.903854    -0.631839    -0.525866
51153.50    -2.128415    -0.484520    -0.171715
51153.75    -2.488487    -0.677711    -0.009813
51154.00    -2.437697    -0.692863     0.299428
51154.25    -2.670848    -0.564418     0.742840
51154.50    -2.863477    -0.511889     1.087725
51154.75    -2.871879    -0.964525     0.158624
51155.00    -2.488238    -1.208559    -1.037842
51155.25    -2.373326    -1.193134    -1.747342
51155.50    -2.291062    -0.957906    -1.775338
51155.75    -2.670178    -1.025131    -1.858550
51156.00    -2.509954    -1.122746    -1.751291
51156.25    -2.525122    -1.213636    -1.952338
51156.50    -2.464843    -1.214884    -2.245139
51156.75    -2.614264    -1.490855    -2.931262
51157.00    -2.138689    -1.584951    -3.072037
51157.25    -1.990034    -1.575237    -3.282393
51157.50    -1.673144    -1.363827    -2.932895
51157.75    -1.618040    -1.373681    -2.535844
51158.00    -1.357460    -1.291832    -2.143519
51158.25    -1.394889    -1.174314    -2.006486
51158.50    -1.153399    -0.995327    -1.814567
51158.75    -1.029481    -1.213948    -2.140807
51159.00    -0.588985    -1.285636    -2.285679
51159.25    -0.522853    -1.215832    -2.277783
51159.50    -0.350928    -0.889232    -1.646638
51159.75    -0.529573    -1.004094    -1.340481
51160.00    -0.347336    -1.017362    -1.034189
51160.25    -0.356057    -0.863815    -0.659109
51160.50    -0.225708    -0.600157    -0.232381
51160.75    -0.383355    -0.722208    -0.351237
51161.00     0.104592    -0.681523    -0.402375
51161.25     0.179065    -0.648148    -0.658073
51161.50     0.224033    -0.527545    -0.718359
51161.75     0.079453    -0.733979    -0.899946
51162.00     0.143465    -0.783820    -0.850785
51162.25    -0.104077    -0.765761    -0.712434
51162.50    -0.122721    -0.477470    -0.012260
51162.75    -0.397715    -0.595191     0.113225
51163.00    -0.163977    -0.510289     0.236753
51163.25    -0.076708    -0.399329     0.124171
51163.50     0.077249    -0.037763     0.399009
51163.75     0.024948    -0.076711     0.438755
51164.00     0.134972    -0.007226     0.804190
51164.25    -0.016804     0.099167     1.181292
51164.50    -0.065427     0.371683     1.547860
51164.75    -0.304968     0.266047     1.411877
51165.00    -0.197303     0.261207     1.210190
51165.25    -0.344073     0.206480     0.584785
51165.50    -0.234253     0.287558     0.223791
51165.75    -0.078749    -0.029021    -0.592285
51166.00     0.374779    -0.124388    -1.202379
51166.25     0.595639    -0.041852    -1.662650
51166.50     0.750667     0.298531    -1.617952
51166.75     0.597450     0.156831    -1.967995
51167.00     0.768368     0.015402    -2.041150
51167.25     0.686098    -0.156442    -2.291938
51167.50     0.889865    -0.109425    -2.590005
51167.75     0.858934    -0.367617    -3.167306
51168.00     1.040913    -0.369141    -3.171347
51168.25     0.919199    -0.266472    -2.836108
51168.50     0.711977    -0.057521    -2.034755
51168.75     0.260942    -0.085629    -1.078810
51169.00     0.139801     0.010603    -0.064859
51169.25    -0.308961     0.203869     1.235742
51169.50    -0.664800     0.239674     1.973991
51169.75    -0.854622    -0.322507     1.132629
51170.00    -0.436281    -0.749421    -0.298416
51170.25    -0.256000    -0.860202    -1.538629
51170.50    -0.010811    -0.663090    -1.824816
51170.75    -0.086150    -0.795653    -2.199997
51171.00     0.002277    -0.812871    -2.029651
51171.25    -0.206515    -0.793661    -1.922120
51171.50    -0.201067    -0.566184    -1.328059
51171.75    -0.393346    -0.759170    -1.010262
51172.00    -0.197734    -0.891260    -0.877171
51172.25    -0.209853    -0.991211    -0.992386
51172.50     0.157243    -0.804850    -0.886103
51172.75     0.066667    -0.937722    -1.108534
51173.00     0.177393    -0.922088    -0.935188
51173.25     0.143031    -0.759199    -0.469226
51173.50     0.105195    -0.443148     0.393060
51173.75    -0.208208    -0.525895     0.795451
51174.00    -0.287442    -0.639639     0.810955
51174.25    -0.263835    -0.718999     0.611501
51174.50    -0.112031    -0.659395     0.358450
51174.75    -0.224168    -0.810931    -0.077862
51175.00    -0.165969    -0.813406    -0.062151
51175.25    -0.327295    -0.754663     0.112999
51175.50    -0.364910    -0.567694     0.419679
51175.75    -0.507147    -0.735203     0.081097
51176.00    -0.274943    -0.699637     0.037417
51176.25    -0.328848    -0.566609    -0.024015
51176.50    -0.253619    -0.221700     0.605787
51176.75    -0.502138    -0.189163     1.062756
51177.00    -0.481610    -0.086454     1.806219
51177.25    -0.833752     0.099854     2.663379
51177.50    -1.126532     0.146065     2.987666
51177.75    -1.493957    -0.273406     2.389232
51178.00    -1.272314    -0.609407     1.591621
51178.25    -1.263441    -0.740614     0.746812
51178.50    -0.798055    -0.506978     0.659480
51178.75    -0.823418    -0.624773     0.376115
51179.00    -0.700217    -0.599246     0.223126
51179.25    -0.844683    -0.558817     0.032942
51179.50    -0.887829    -0.483460    -0.335382
51179.75    -0.949012    -0.868693    -1.488869
51180.00    -0.653973    -1.072646    -2.351024
51180.25    -0.590268    -1.186878    -3.076030
51180.50    -0.573899    -0.938229    -2.752284
51180.75    -0.685697    -1.022641    -3.137091
51181.00    -0.650490    -0.872100    -2.883283
51181.25    -0.759661    -0.460139    -2.317381
51181.50    -1.021967     0.056072    -1.266495
51181.75    -1.519772     0.078422    -0.566051
51182.00    -1.645246     0.061756     0.414108
51182.25    -2.141829    -0.218430     0.543361
51182.50    -2.179046    -0.229299     0.683020
51182.75    -2.309516    -0.515570     0.344024
51183.00    -1.973863    -0.687554    -0.077032
51183.25    -1.881222    -0.672352    -0.548125
51183.50    -1.649492    -0.498867    -0.778759
51183.75    -1.577760    -0.592180    -0.995106
51184.00    -1.178640    -0.574260    -0.956922
51184.25    -1.041719    -0.412163    -0.736179
51184.50    -0.776491    -0.100809    -0.135495
51184.75    -0.722213    -0.047676     0.413810
51185.00    -0.554549    -0.064202     0.851479
51185.25    -0.475058    -0.005849     1.094484
51185.50    -0.196583     0.032414     0.844578
51185.75    -0.031440    -0.252449     0.159481
51186.00     0.241194    -0.413112    -0.477421
51186.25     0.158632    -0.416247    -1.048508
51186.50     0.265305    -0.150295    -1.166315
51186.75    -0.064483    -0.151648    -1.147249
51187.00    -0.146458    -0.001905    -0.474433
51187.25    -0.651387     0.230497     0.277182
51187.50    -1.101498     0.417328     1.168403
51187.75    -1.580662     0.209228     1.335129
51188.00    -1.775307    -0.151371     1.058327
51188.25    -1.710649    -0.365501     0.360709
51188.50    -1.723349    -0.397438    -0.050236
51188.75    -1.827507    -0.572371    -0.390057
51189.00    -1.579922    -0.628521    -0.132185
51189.25    -1.730445    -0.594722    -0.013453
51189.50    -1.587388    -0.573387     0.045575
51189.75    -1.548722    -0.829938    -0.194045
51190.00    -1.148438    -0.824669    -0.096420
51190.25    -1.146004    -0.595836     0.288314
51190.50    -1.108183    -0.346414     0.667900
51190.75    -1.154273    -0.667376     0.094654
51191.00    -0.733598    -0.854066    -0.696329
51191.25    -0.559079    -0.796219    -1.111905
51191.50    -0.397530    -0.650957    -1.327593
51191.75    -0.236334    -1.007320    -2.402686
51192.00     0.423604    -1.270295    -3.397116
