Storm Name	Storm #	Year	Month	Day	Hour (UTC)	Latitude (deg)	Longitude (deg)	Storm direction (deg)	Storm speed (mph)	Storm speed (kph)	Wind speed (mph)	Wind speed (kph)	Pressure (mb)	Storm category
DORA      	5	1956	September	10	18	21.1N	93.0W	290	9	14	60	95	-9	Tropical Storm            
DORA      	5	1956	September	11	0	21.3N	93.8W	285	8	12	65	100	-9	Tropical Storm            
DORA      	5	1956	September	11	6	21.5N	94.4W	290	5	9	65	100	-9	Tropical Storm            
DORA      	5	1956	September	11	12	21.6N	95.0W	280	5	9	70	110	1001	Tropical Storm            
DORA      	5	1956	September	11	18	21.5N	95.5W	260	4	7	70	110	1004	Tropical Storm            
DORA      	5	1956	September	12	0	21.4N	96.0W	260	4	7	70	110	1004	Tropical Storm            
DORA      	5	1956	September	12	6	21.3N	96.4W	255	3	5	70	110	-9	Tropical Storm            
DORA      	5	1956	September	12	12	21.1N	96.8W	240	4	7	60	95	1004	Tropical Storm            
DORA      	5	1956	September	12	18	20.8N	97.4W	240	6	11	35	55	1002	Tropical Depression       
ETHEL     	6	1956	September	11	18	22.9N	75.0W	-9	-9	-9	30	45	-9	Tropical Depression       
ETHEL     	6	1956	September	12	0	23.7N	75.0W	0	9	14	35	55	-9	Tropical Depression       
ETHEL     	6	1956	September	12	6	24.5N	74.7W	20	9	14	35	55	-9	Tropical Depression       
ETHEL     	6	1956	September	12	12	25.4N	74.3W	20	10	16	45	75	-9	Tropical Storm            
ETHEL     	6	1956	September	12	18	26.4N	73.6W	30	12	20	70	110	-9	Tropical Storm            
ETHEL     	6	1956	September	13	0	27.3N	72.7W	40	13	22	70	110	999	Tropical Storm            
ETHEL     	6	1956	September	13	6	27.8N	72.3W	35	6	11	65	100	-9	Tropical Storm            
ETHEL     	6	1956	September	13	12	28.3N	71.8W	40	6	11	60	95	1007	Tropical Storm            
ETHEL     	6	1956	September	13	18	28.9N	71.1W	45	9	14	45	75	-9	Tropical Storm            
ETHEL     	6	1956	September	14	0	29.6N	70.0W	55	12	20	40	65	-9	Tropical Storm            
FLOSSY    	7	1956	September	21	6	17.4N	87.5W	-9	-9	-9	30	45	-9	Tropical Depression       
FLOSSY    	7	1956	September	21	12	18.0N	88.0W	320	8	12	30	45	-9	Tropical Depression       
FLOSSY    	7	1956	September	21	18	18.9N	88.4W	335	10	16	30	45	-9	Tropical Depression       
FLOSSY    	7	1956	September	22	0	19.9N	88.9W	335	12	20	30	45	-9	Tropical Depression       
FLOSSY    	7	1956	September	22	6	21.1N	89.3W	345	13	22	35	55	-9	Tropical Depression       
FLOSSY    	7	1956	September	22	12	22.2N	89.8W	335	12	20	40	65	-9	Tropical Storm            
FLOSSY    	7	1956	September	22	18	23.1N	90.2W	340	10	16	45	75	-9	Tropical Storm            
FLOSSY    	7	1956	September	23	0	24.0N	90.6W	340	10	16	60	95	1007	Tropical Storm            
FLOSSY    	7	1956	September	23	6	24.9N	90.9W	345	10	16	65	100	-9	Tropical Storm            
FLOSSY    	7	1956	September	23	12	25.7N	91.0W	355	9	14	70	110	-9	Tropical Storm            
FLOSSY    	7	1956	September	23	18	26.9N	91.0W	0	12	20	75	120	-9	Hurricane - Category 1    
FLOSSY    	7	1956	September	24	0	28.1N	90.6W	15	13	22	80	130	-9	Hurricane - Category 1    
FLOSSY    	7	1956	September	24	6	28.9N	89.8W	40	11	18	85	140	983	Hurricane - Category 1    
FLOSSY    	7	1956	September	24	12	29.5N	88.7W	60	12	20	90	150	-9	Hurricane - Category 1    
FLOSSY    	7	1956	September	24	18	30.0N	87.5W	65	12	20	90	150	-9	Hurricane - Category 1    
FLOSSY    	7	1956	September	25	0	30.4N	86.4W	65	11	18	75	120	980	Hurricane - Category 1    
FLOSSY    	7	1956	September	25	6	30.7N	85.6W	65	8	12	50	85	-9	Tropical Storm            
FLOSSY    	7	1956	September	25	12	31.2N	84.4W	65	12	20	45	75	-9	Tropical Storm            
FLOSSY    	7	1956	September	25	18	32.0N	83.0W	55	16	25	40	65	-9	Extratropical Storm       
FLOSSY    	7	1956	September	26	0	32.8N	81.6W	55	16	25	40	65	-9	Extratropical Storm       
FLOSSY    	7	1956	September	26	6	33.6N	80.1W	55	16	25	40	65	-9	Extratropical Storm       
FLOSSY    	7	1956	September	26	12	34.4N	78.9W	50	13	22	35	55	-9	Extratropical Storm       
FLOSSY    	7	1956	September	26	18	34.8N	78.4W	45	5	9	35	55	-9	Extratropical Storm       
FLOSSY    	7	1956	September	27	0	35.0N	78.0W	60	3	5	35	55	-9	Extratropical Storm       
FLOSSY    	7	1956	September	27	6	35.1N	77.6W	75	3	5	35	55	-9	Extratropical Storm       
FLOSSY    	7	1956	September	27	12	35.3N	77.2W	60	3	5	40	65	-9	Extratropical Storm       
FLOSSY    	7	1956	September	27	18	35.8N	76.5W	50	8	12	40	65	-9	Extratropical Storm       
FLOSSY    	7	1956	September	28	0	36.7N	75.2W	50	14	24	40	65	-9	Extratropical Storm       
FLOSSY    	7	1956	September	28	6	38.2N	72.5W	55	29	48	45	75	-9	Extratropical Storm       
FLOSSY    	7	1956	September	28	12	39.6N	69.6W	60	29	48	45	75	-9	Extratropical Storm       
FLOSSY    	7	1956	September	28	18	40.1N	68.1W	65	13	22	45	75	-9	Extratropical Storm       
FLOSSY    	7	1956	September	29	0	40.1N	66.7W	90	11	18	45	75	-9	Extratropical Storm       
FLOSSY    	7	1956	September	29	6	39.9N	64.5W	95	18	29	45	75	-9	Extratropical Storm       
FLOSSY    	7	1956	September	29	12	39.7N	62.7W	100	14	24	45	75	-9	Extratropical Storm       
FLOSSY    	7	1956	September	29	18	39.2N	61.8W	125	9	14	45	75	-9	Extratropical Storm       
FLOSSY    	7	1956	September	30	0	38.9N	60.9W	115	8	12	45	75	-9	Extratropical Storm       
FLOSSY    	7	1956	September	30	6	38.8N	60.0W	100	8	12	45	75	-9	Extratropical Storm       
FLOSSY    	7	1956	September	30	12	38.7N	59.1W	100	8	12	40	65	-9	Extratropical Storm       
FLOSSY    	7	1956	September	30	18	38.9N	58.2W	75	8	12	40	65	-9	Extratropical Storm       
GRETA     	8	1956	October	30	6	17.8N	75.5W	-9	-9	-9	30	45	-9	Tropical Depression       
GRETA     	8	1956	October	30	12	17.2N	75.3W	160	6	11	30	45	-9	Tropical Depression       
GRETA     	8	1956	October	30	18	17.5N	75.1W	30	3	5	30	45	-9	Tropical Depression       
GRETA     	8	1956	October	31	0	18.2N	74.9W	15	8	12	30	45	-9	Tropical Depression       
GRETA     	8	1956	October	31	6	19.2N	74.7W	10	11	18	30	45	-9	Tropical Depression       
GRETA     	8	1956	October	31	12	20.4N	74.5W	10	13	22	30	45	-9	Tropical Depression       
GRETA     	8	1956	October	31	18	21.7N	74.4W	5	14	24	30	45	-9	Tropical Depression       
GRETA     	8	1956	November	1	0	23.1N	74.3W	5	16	25	35	55	-9	Tropical Depression       
GRETA     	8	1956	November	1	6	24.5N	73.5W	30	17	27	35	55	-9	Tropical Depression       
GRETA     	8	1956	November	1	12	25.9N	72.5W	35	18	29	35	55	-9	Tropical Depression       
GRETA     	8	1956	November	1	18	27.6N	72.2W	10	19	31	35	55	-9	Tropical Depression       
GRETA     	8	1956	November	2	0	29.0N	72.3W	355	16	25	35	55	992	Tropical Depression       
GRETA     	8	1956	November	2	6	29.4N	73.7W	290	13	22	35	55	-9	Tropical Depression       
GRETA     	8	1956	November	2	12	28.1N	73.5W	170	14	24	40	65	-9	Tropical Storm            
GRETA     	8	1956	November	2	18	27.3N	72.9W	145	10	16	40	65	-9	Tropical Storm            
GRETA     	8	1956	November	3	0	26.5N	72.3W	145	10	16	45	75	-9	Tropical Storm            
GRETA     	8	1956	November	3	6	25.8N	72.1W	165	8	12	50	85	-9	Tropical Storm            
GRETA     	8	1956	November	3	12	25.2N	71.8W	155	6	11	65	100	982	Tropical Storm            
GRETA     	8	1956	November	3	18	24.6N	71.4W	150	8	12	65	100	-9	Tropical Storm            
GRETA     	8	1956	November	4	0	24.0N	70.7W	135	9	14	70	110	-9	Tropical Storm            
GRETA     	8	1956	November	4	6	23.3N	69.6W	125	13	22	75	120	-9	Hurricane - Category 1    
GRETA     	8	1956	November	4	12	22.6N	68.3W	120	14	24	85	140	-9	Hurricane - Category 1    
GRETA     	8	1956	November	4	18	21.9N	66.9W	120	16	25	110	175	970	Hurricane - Category 2    
GRETA     	8	1956	November	5	0	22.2N	65.3W	80	17	27	125	205	-9	Major Hurricane - Category 3
GRETA     	8	1956	November	5	6	23.7N	63.2W	50	27	44	130	215	-9	Major Hurricane - Category 4
GRETA     	8	1956	November	5	12	25.3N	61.0W	50	28	46	140	220	970	Major Hurricane - Category 4
GRETA     	8	1956	November	5	18	26.8N	59.1W	50	25	40	140	220	-9	Major Hurricane - Category 4
GRETA     	8	1956	November	6	0	28.3N	57.1W	50	26	42	125	205	-9	Major Hurricane - Category 3
GRETA     	8	1956	November	6	6	29.5N	54.5W	60	28	46	115	185	-9	Major Hurricane - Category 3
GRETA     	8	1956	November	6	12	30.6N	51.2W	70	34	55	100	160	985	Hurricane - Category 2    
GRETA     	8	1956	November	6	18	31.9N	47.6W	65	37	61	80	130	-9	Hurricane - Category 1    
GRETA     	8	1956	November	7	0	33.3N	42.6W	70	50	81	65	100	-9	Extratropical Storm       
GRETA     	8	1956	November	7	6	34.5N	37.7W	75	48	77	50	85	-9	Extratropical Storm       
NOT NAMED 	1	1957	June   	8	6	25.5N	88.5W	-9	-9	-9	25	35	-9	Tropical Depression       
NOT NAMED 	1	1957	June   	8	12	26.2N	87.8W	40	10	16	40	65	-9	Tropical Storm            
NOT NAMED 	1	1957	June   	8	18	28.2N	86.2W	35	27	44	40	65	-9	Tropical Storm            
NOT NAMED 	1	1957	June   	9	0	30.0N	84.3W	45	27	44	40	65	-9	Tropical Storm            
NOT NAMED 	1	1957	June   	9	6	31.6N	82.3W	45	26	42	40	65	-9	Tropical Storm            
NOT NAMED 	1	1957	June   	9	12	32.6N	80.2W	60	23	37	40	65	-9	Tropical Storm            
NOT NAMED 	1	1957	June   	9	18	33.0N	78.2W	75	19	31	50	85	-9	Tropical Storm            
NOT NAMED 	1	1957	June   	10	0	33.1N	76.1W	85	19	31	65	100	-9	Tropical Storm            
NOT NAMED 	1	1957	June   	10	6	33.2N	74.2W	85	17	27	70	110	-9	Extratropical Storm       
NOT NAMED 	1	1957	June   	10	12	33.0N	72.6W	100	14	24	70	110	-9	Extratropical Storm       
NOT NAMED 	1	1957	June   	10	18	32.5N	71.4W	115	12	20	70	110	-9	Extratropical Storm       
NOT NAMED 	1	1957	June   	11	0	32.0N	70.3W	120	11	18	65	100	-9	Extratropical Storm       
NOT NAMED 	1	1957	June   	11	6	31.5N	68.7W	110	16	25	65	100	-9	Extratropical Storm       
NOT NAMED 	1	1957	June   	11	12	31.0N	67.3W	115	13	22	60	95	-9	Extratropical Storm       
NOT NAMED 	1	1957	June   	11	18	30.9N	66.6W	100	6	11	50	85	-9	Extratropical Storm       
NOT NAMED 	1	1957	June   	12	0	31.1N	66.1W	65	4	7	50	85	-9	Extratropical Storm       
NOT NAMED 	1	1957	June   	12	6	31.7N	65.6W	35	8	12	45	75	-9	Extratropical Storm       
NOT NAMED 	1	1957	June   	12	12	32.2N	65.2W	35	6	11	40	65	-9	Extratropical Storm       
NOT NAMED 	1	1957	June   	12	18	33.0N	65.8W	330	10	16	40	65	-9	Extratropical Storm       
NOT NAMED 	1	1957	June   	13	0	32.2N	66.1W	200	9	14	40	65	-9	Extratropical Storm       
NOT NAMED 	1	1957	June   	13	6	32.1N	64.9W	95	11	18	40	65	-9	Extratropical Storm       
NOT NAMED 	1	1957	June   	13	12	32.1N	63.6W	90	12	20	40	65	-9	Extratropical Storm       
NOT NAMED 	1	1957	June   	13	18	32.7N	62.4W	60	12	20	40	65	-9	Extratropical Storm       
NOT NAMED 	1	1957	June   	14	0	33.4N	61.3W	55	12	20	40	65	-9	Extratropical Storm       
NOT NAMED 	1	1957	June   	14	6	34.0N	60.4W	50	10	16	40	65	-9	Extratropical Storm       
NOT NAMED 	1	1957	June   	14	12	34.6N	59.6W	50	9	14	40	65	-9	Extratropical Storm       
NOT NAMED 	1	1957	June   	14	18	35.6N	58.4W	45	16	25	40	65	-9	Extratropical Storm       
NOT NAMED 	1	1957	June   	15	0	37.0N	57.1W	35	19	31	40	65	-9	Extratropical Storm       
NOT NAMED 	1	1957	June   	15	6	38.7N	56.4W	20	19	31	40	65	-9	Extratropical Storm       
AUDREY    	2	1957	June   	25	6	21.6N	93.3W	-9	-9	-9	70	110	-9	Tropical Storm            
AUDREY    	2	1957	June   	25	12	22.0N	93.4W	345	4	7	100	160	989	Hurricane - Category 2    
AUDREY    	2	1957	June   	25	18	22.6N	93.5W	350	6	11	85	140	979	Hurricane - Category 1    
AUDREY    	2	1957	June   	26	0	23.2N	93.6W	350	6	11	85	140	979	Hurricane - Category 1    
AUDREY    	2	1957	June   	26	6	23.9N	93.7W	355	8	12	90	150	-9	Hurricane - Category 1    
AUDREY    	2	1957	June   	26	12	24.7N	93.7W	0	9	14	90	150	973	Hurricane - Category 1    
AUDREY    	2	1957	June   	26	18	25.5N	93.8W	355	9	14	100	160	-9	Hurricane - Category 2    
AUDREY    	2	1957	June   	27	0	26.5N	93.8W	0	11	18	110	175	-9	Hurricane - Category 2    
AUDREY    	2	1957	June   	27	6	27.9N	93.8W	0	14	24	130	215	-9	Major Hurricane - Category 4
AUDREY    	2	1957	June   	27	12	29.3N	93.8W	0	14	24	145	230	946	Major Hurricane - Category 4
AUDREY    	2	1957	June   	27	18	30.7N	93.5W	10	16	25	70	110	-9	Tropical Storm            
AUDREY    	2	1957	June   	28	0	32.0N	92.8W	25	16	25	50	85	972	Tropical Storm            
AUDREY    	2	1957	June   	28	6	33.3N	91.6W	40	18	29	45	75	-9	Extratropical Storm       
AUDREY    	2	1957	June   	28	12	34.5N	89.5W	55	24	38	40	65	-9	Extratropical Storm       
AUDREY    	2	1957	June   	28	18	36.5N	86.1W	55	39	63	35	55	-9	Extratropical Storm       
AUDREY    	2	1957	June   	29	0	39.4N	80.9W	55	57	92	45	75	-9	Extratropical Storm       
AUDREY    	2	1957	June   	29	6	43.7N	77.1W	35	58	94	60	95	-9	Extratropical Storm       
BERTHA    	3	1957	August 	8	18	27.0N	88.9W	-9	-9	-9	40	65	-9	Tropical Storm            
BERTHA    	3	1957	August 	9	0	27.4N	89.5W	305	6	11	45	75	1000	Tropical Storm            
BERTHA    	3	1957	August 	9	6	27.9N	90.4W	300	10	16	70	110	-9	Tropical Storm            
BERTHA    	3	1957	August 	9	12	28.3N	91.3W	295	9	14	70	110	998	Tropical Storm            
BERTHA    	3	1957	August 	9	18	29.0N	92.3W	310	12	20	70	110	-9	Tropical Storm            
BERTHA    	3	1957	August 	10	0	29.7N	93.3W	310	12	20	70	110	-9	Tropical Storm            
BERTHA    	3	1957	August 	10	6	30.2N	94.1W	305	9	14	50	85	-9	Tropical Storm            
BERTHA    	3	1957	August 	10	12	30.6N	94.8W	305	8	12	35	55	-9	Tropical Depression       
BERTHA    	3	1957	August 	10	18	31.1N	95.1W	335	5	9	30	45	-9	Tropical Depression       
BERTHA    	3	1957	August 	11	0	31.8N	95.2W	355	8	12	30	45	-9	Tropical Depression       
BERTHA    	3	1957	August 	11	6	32.7N	95.2W	0	10	16	30	45	-9	Tropical Depression       
BERTHA    	3	1957	August 	11	12	33.6N	95.2W	0	9	14	30	45	-9	Tropical Depression       
BERTHA    	3	1957	August 	11	18	34.7N	95.2W	0	12	20	30	45	-9	Tropical Depression       
CARRIE    	4	1957	September	2	6	13.0N	21.7W	-9	-9	-9	30	45	-9	Tropical Depression       
CARRIE    	4	1957	September	2	12	13.0N	22.2W	270	4	7	30	45	-9	Tropical Depression       
CARRIE    	4	1957	September	2	18	13.0N	23.1W	270	9	14	30	45	1001	Tropical Depression       
CARRIE    	4	1957	September	3	0	13.1N	24.0W	275	9	14	30	45	-9	Tropical Depression       
CARRIE    	4	1957	September	3	6	13.4N	25.0W	285	11	18	35	55	-9	Tropical Depression       
CARRIE    	4	1957	September	3	12	13.7N	25.9W	290	10	16	40	65	-9	Tropical Storm            
CARRIE    	4	1957	September	3	18	13.9N	26.8W	285	9	14	40	65	-9	Tropical Storm            
CARRIE    	4	1957	September	4	0	14.1N	27.7W	285	9	14	45	75	-9	Tropical Storm            
CARRIE    	4	1957	September	4	6	14.3N	28.6W	285	9	14	50	85	-9	Tropical Storm            
CARRIE    	4	1957	September	4	12	14.5N	29.6W	280	10	16	60	95	-9	Tropical Storm            
CARRIE    	4	1957	September	4	18	14.5N	30.6W	270	10	16	65	100	-9	Tropical Storm            
CARRIE    	4	1957	September	5	0	14.4N	31.5W	265	9	14	70	110	-9	Tropical Storm            
CARRIE    	4	1957	September	5	6	14.5N	32.6W	275	11	18	75	120	-9	Hurricane - Category 1    
CARRIE    	4	1957	September	5	12	14.7N	33.7W	280	11	18	80	130	-9	Hurricane - Category 1    
CARRIE    	4	1957	September	5	18	14.9N	34.6W	285	9	14	85	140	-9	Hurricane - Category 1    
CARRIE    	4	1957	September	6	0	15.2N	35.4W	290	9	14	90	150	-9	Hurricane - Category 1    
CARRIE    	4	1957	September	6	6	15.4N	36.5W	280	11	18	90	150	-9	Hurricane - Category 1    
CARRIE    	4	1957	September	6	12	15.7N	37.5W	285	11	18	100	160	-9	Hurricane - Category 2    
CARRIE    	4	1957	September	6	18	15.9N	38.3W	285	8	12	110	175	-9	Hurricane - Category 2    
CARRIE    	4	1957	September	7	0	16.2N	39.1W	290	9	14	115	185	-9	Major Hurricane - Category 3
CARRIE    	4	1957	September	7	6	16.4N	40.0W	285	9	14	120	195	-9	Major Hurricane - Category 3
CARRIE    	4	1957	September	7	12	16.7N	41.0W	285	11	18	125	205	945	Major Hurricane - Category 3
CARRIE    	4	1957	September	7	18	17.0N	42.0W	285	11	18	130	215	-9	Major Hurricane - Category 4
CARRIE    	4	1957	September	8	0	17.4N	42.9W	295	10	16	140	220	-9	Major Hurricane - Category 4
CARRIE    	4	1957	September	8	6	17.7N	43.9W	285	10	16	145	230	-9	Major Hurricane - Category 4
CARRIE    	4	1957	September	8	12	18.0N	45.0W	285	11	18	150	240	945	Major Hurricane - Category 4
CARRIE    	4	1957	September	8	18	18.0N	45.7W	270	6	11	155	250	-9	Major Hurricane - Category 4
CARRIE    	4	1957	September	9	0	18.0N	46.5W	270	8	12	155	250	-9	Major Hurricane - Category 4
CARRIE    	4	1957	September	9	6	18.1N	47.3W	275	8	12	155	250	-9	Major Hurricane - Category 4
CARRIE    	4	1957	September	9	12	18.3N	48.2W	285	9	14	155	250	975	Major Hurricane - Category 4
CARRIE    	4	1957	September	9	18	18.6N	49.0W	290	9	14	150	240	-9	Major Hurricane - Category 4
CARRIE    	4	1957	September	10	0	19.0N	49.7W	300	8	12	145	230	-9	Major Hurricane - Category 4
CARRIE    	4	1957	September	10	6	19.2N	50.5W	285	8	12	130	215	-9	Major Hurricane - Category 4
CARRIE    	4	1957	September	10	12	19.5N	51.3W	290	9	14	110	175	987	Hurricane - Category 2    
CARRIE    	4	1957	September	10	18	19.9N	52.0W	300	8	12	100	160	-9	Hurricane - Category 2    
CARRIE    	4	1957	September	11	0	20.4N	52.5W	315	6	11	85	140	-9	Hurricane - Category 1    
CARRIE    	4	1957	September	11	6	20.7N	52.7W	330	3	5	75	120	-9	Hurricane - Category 1    
CARRIE    	4	1957	September	11	12	21.0N	52.7W	0	2	3	75	120	984	Hurricane - Category 1    
CARRIE    	4	1957	September	11	18	21.5N	52.7W	0	5	9	80	130	-9	Hurricane - Category 1    
CARRIE    	4	1957	September	12	0	21.9N	52.7W	0	3	5	90	150	-9	Hurricane - Category 1    
CARRIE    	4	1957	September	12	6	22.4N	52.7W	0	5	9	100	160	-9	Hurricane - Category 2    
CARRIE    	4	1957	September	12	12	22.8N	52.7W	0	3	5	105	165	957	Hurricane - Category 2    
CARRIE    	4	1957	September	12	18	23.3N	52.7W	0	5	9	110	175	-9	Hurricane - Category 2    
CARRIE    	4	1957	September	13	0	24.0N	52.6W	5	8	12	110	175	-9	Hurricane - Category 2    
CARRIE    	4	1957	September	13	6	24.7N	52.5W	5	8	12	110	175	-9	Hurricane - Category 2    
CARRIE    	4	1957	September	13	12	25.4N	52.4W	5	8	12	115	185	963	Major Hurricane - Category 3
CARRIE    	4	1957	September	13	18	26.2N	52.4W	0	9	14	115	185	-9	Major Hurricane - Category 3
CARRIE    	4	1957	September	14	0	27.0N	52.5W	355	9	14	115	185	-9	Major Hurricane - Category 3
CARRIE    	4	1957	September	14	6	27.6N	52.7W	345	6	11	120	195	-9	Major Hurricane - Category 3
CARRIE    	4	1957	September	14	12	28.1N	53.2W	320	6	11	125	205	963	Major Hurricane - Category 3
CARRIE    	4	1957	September	14	18	28.4N	54.1W	290	9	14	130	215	-9	Major Hurricane - Category 4
CARRIE    	4	1957	September	15	0	28.8N	55.3W	290	12	20	140	220	-9	Major Hurricane - Category 4
CARRIE    	4	1957	September	15	6	29.5N	56.7W	300	16	25	125	205	-9	Major Hurricane - Category 3
CARRIE    	4	1957	September	15	12	30.2N	58.0W	300	14	24	120	195	963	Major Hurricane - Category 3
CARRIE    	4	1957	September	15	18	31.0N	58.9W	315	12	20	115	185	-9	Major Hurricane - Category 3
CARRIE    	4	1957	September	16	0	31.7N	59.7W	315	10	16	105	165	-9	Hurricane - Category 2    
CARRIE    	4	1957	September	16	6	32.2N	60.8W	300	11	18	100	160	-9	Hurricane - Category 2    
CARRIE    	4	1957	September	16	12	32.7N	62.0W	295	12	20	100	160	964	Hurricane - Category 2    
CARRIE    	4	1957	September	16	18	33.5N	62.9W	315	11	18	100	160	-9	Hurricane - Category 2    
CARRIE    	4	1957	September	17	0	34.2N	63.6W	320	10	16	90	150	-9	Hurricane - Category 1    
CARRIE    	4	1957	September	17	6	34.7N	64.1W	320	6	11	90	150	-9	Hurricane - Category 1    
CARRIE    	4	1957	September	17	12	35.2N	63.8W	25	5	9	90	150	972	Hurricane - Category 1    
CARRIE    	4	1957	September	17	18	35.7N	62.9W	55	9	14	90	150	-9	Hurricane - Category 1    
CARRIE    	4	1957	September	18	0	36.1N	61.8W	65	10	16	90	150	-9	Hurricane - Category 1    
CARRIE    	4	1957	September	18	6	36.2N	60.7W	85	9	14	85	140	-9	Hurricane - Category 1    
CARRIE    	4	1957	September	18	12	35.9N	59.5W	105	11	18	85	140	978	Hurricane - Category 1    
CARRIE    	4	1957	September	18	18	35.5N	58.0W	110	13	22	85	140	-9	Hurricane - Category 1    
CARRIE    	4	1957	September	19	0	35.2N	56.4W	105	14	24	85	140	-9	Hurricane - Category 1    
CARRIE    	4	1957	September	19	6	34.9N	55.2W	105	11	18	80	130	-9	Hurricane - Category 1    
CARRIE    	4	1957	September	19	12	34.7N	53.9W	100	11	18	80	130	970	Hurricane - Category 1    
CARRIE    	4	1957	September	19	18	34.5N	52.2W	100	16	25	80	130	-9	Hurricane - Category 1    
CARRIE    	4	1957	September	20	0	34.4N	50.4W	95	16	25	80	130	-9	Hurricane - Category 1    
CARRIE    	4	1957	September	20	6	34.3N	49.2W	95	10	16	80	130	-9	Hurricane - Category 1    
CARRIE    	4	1957	September	20	12	34.1N	47.8W	100	12	20	80	130	-9	Hurricane - Category 1    
CARRIE    	4	1957	September	20	18	34.2N	45.9W	85	17	27	80	130	-9	Hurricane - Category 1    
CARRIE    	4	1957	September	21	0	34.5N	44.0W	80	17	27	80	130	-9	Hurricane - Category 1    
CARRIE    	4	1957	September	21	6	34.6N	42.1W	85	17	27	80	130	-9	Hurricane - Category 1    
CARRIE    	4	1957	September	21	12	34.7N	40.1W	85	18	29	80	130	972	Hurricane - Category 1    
CARRIE    	4	1957	September	21	18	35.0N	38.0W	80	19	31	80	130	-9	Hurricane - Category 1    
CARRIE    	4	1957	September	22	0	35.7N	35.6W	70	23	37	80	130	-9	Hurricane - Category 1    
CARRIE    	4	1957	September	22	6	36.8N	32.8W	65	28	46	80	130	-9	Hurricane - Category 1    
CARRIE    	4	1957	September	22	12	38.4N	29.5W	60	34	55	80	130	-9	Hurricane - Category 1    
CARRIE    	4	1957	September	22	18	40.4N	25.3W	60	43	70	75	120	-9	Hurricane - Category 1    
CARRIE    	4	1957	September	23	0	42.3N	21.9W	55	35	57	75	120	-9	Extratropical Storm       
CARRIE    	4	1957	September	23	6	44.0N	19.9W	40	25	40	75	120	-9	Extratropical Storm       
CARRIE    	4	1957	September	23	12	45.6N	17.8W	45	24	38	70	110	-9	Extratropical Storm       
CARRIE    	4	1957	September	23	18	47.5N	15.6W	40	27	44	70	110	-9	Extratropical Storm       
CARRIE    	4	1957	September	24	0	48.9N	13.7W	40	20	33	65	100	-9	Extratropical Storm       
CARRIE    	4	1957	September	24	6	50.0N	12.0W	45	17	27	65	100	-9	Extratropical Storm       
CARRIE    	4	1957	September	24	12	51.2N	10.8W	30	16	25	60	95	-9	Extratropical Storm       
CARRIE    	4	1957	September	24	18	52.2N	9.4W	40	14	24	50	85	-9	Extratropical Storm       
DEBBIE    	5	1957	September	7	6	23.9N	89.8W	-9	-9	-9	40	65	-9	Tropical Storm            
DEBBIE    	5	1957	September	7	12	25.0N	89.5W	15	12	20	40	65	-9	Tropical Storm            
DEBBIE    	5	1957	September	7	18	26.2N	88.8W	30	14	24	40	65	-9	Tropical Storm            
DEBBIE    	5	1957	September	8	0	27.4N	88.1W	30	14	24	40	65	-9	Tropical Storm            
DEBBIE    	5	1957	September	8	6	28.7N	87.4W	25	16	25	40	65	-9	Tropical Storm            
DEBBIE    	5	1957	September	8	12	30.0N	86.8W	20	16	25	40	65	-9	Tropical Storm            
DEBBIE    	5	1957	September	8	18	30.7N	86.0W	45	10	16	40	65	-9	Tropical Storm            
DEBBIE    	5	1957	September	9	0	31.9N	85.1W	35	16	25	35	55	-9	Tropical Depression       
DEBBIE    	5	1957	September	9	6	32.5N	84.4W	45	9	14	35	55	-9	Tropical Depression       
ESTHER    	6	1957	September	16	18	23.0N	92.8W	-9	-9	-9	35	55	-9	Tropical Depression       
ESTHER    	6	1957	September	17	0	23.7N	92.8W	0	8	12	40	65	1000	Tropical Storm            
ESTHER    	6	1957	September	17	6	24.5N	92.7W	5	9	14	50	85	-9	Tropical Storm            
ESTHER    	6	1957	September	17	12	25.3N	92.6W	5	9	14	50	85	1004	Tropical Storm            
ESTHER    	6	1957	September	17	18	26.3N	92.3W	15	11	18	50	85	-9	Tropical Storm            
ESTHER    	6	1957	September	18	0	27.3N	91.8W	25	11	18	50	85	-9	Tropical Storm            
ESTHER    	6	1957	September	18	6	28.2N	91.3W	25	11	18	50	85	-9	Tropical Storm            
ESTHER    	6	1957	September	18	12	29.2N	90.9W	20	11	18	50	85	1005	Tropical Storm            
ESTHER    	6	1957	September	18	18	30.4N	90.5W	15	13	22	50	85	-9	Tropical Storm            
ESTHER    	6	1957	September	19	0	31.5N	90.5W	0	12	20	40	65	-9	Tropical Storm            
ESTHER    	6	1957	September	19	6	32.5N	90.5W	0	11	18	30	45	-9	Tropical Depression       
ESTHER    	6	1957	September	19	12	33.5N	91.0W	335	11	18	30	45	-9	Tropical Depression       
FRIEDA    	7	1957	September	20	12	31.7N	65.8W	-9	-9	-9	30	45	-9	Tropical Depression       
FRIEDA    	7	1957	September	20	18	30.8N	65.6W	170	10	16	30	45	-9	Tropical Depression       
FRIEDA    	7	1957	September	21	0	30.0N	65.6W	180	8	12	30	45	-9	Tropical Depression       
FRIEDA    	7	1957	September	21	6	29.2N	65.8W	190	9	14	35	55	-9	Tropical Depression       
FRIEDA    	7	1957	September	21	12	28.6N	66.0W	195	6	11	35	55	1001	Tropical Depression       
