 
"Organization Name - Effective 27-JUN-05","Grant Number","NIH Reference","PI Name","Project Title","NIH Dept Combining Name","NIH MC Combining Name","Award","City","State or Country Name","Zip Code","Attributed to Medical School","Medical School - Grant is Attributed To","Medical School Location","  "
"UNIVERSITY OF ARIZONA","2R01CA043894-20","6783168","Jacobson, Myron K","Alteration of NAD Metabolism by Chemical Carcinogens","PHARMACOLOGY","SCHOOLS OF PHARMACY","$ 355,850","TUCSON","ARIZONA","85722-3308","","","","  "
"UNIVERSITY OF ARIZONA","2R01DA011271-06","6729490","Davis, Thomas Paul","Blood-to-CNS Drug Uptake in Pain/Rheumatoid Arthritis","PHARMACOLOGY","SCHOOLS OF MEDICINE","$ 288,667","TUCSON","ARIZONA","85722-3308","Y","UNIVERSITY OF ARIZONA COL OF MEDICINE","TUCSON, ARIZONA 85722-3308","  "
"UNIVERSITY OF ARIZONA","2R01DK017420-29","6738552","Hruby, Victor J","Peptide Hormone Structure Function","CHEMISTRY","SCHOOLS OF ARTS AND SCIENCES","$ 265,320","TUCSON","ARIZONA","85722-3308","","","","  "
"UNIVERSITY OF ARIZONA","2R01DK058251-05","6823394","Wright, Stephen H","Moleculer Organization of Renal Organic Cation Transport","PHYSIOLOGY","SCHOOLS OF MEDICINE","$ 231,770","TUCSON","ARIZONA","85722-3308","Y","UNIVERSITY OF ARIZONA COL OF MEDICINE","TUCSON, ARIZONA 85722-3308","  "
"UNIVERSITY OF ARIZONA","2R01ES009246-05A1","6730720","Hoyer, Patricia B","Signaling Pathways in Chemical Induced Ovotoxicity","PHYSIOLOGY","SCHOOLS OF MEDICINE","$ 340,646","TUCSON","ARIZONA","85722-3308","Y","UNIVERSITY OF ARIZONA COL OF MEDICINE","TUCSON, ARIZONA 85722-3308","  "
"UNIVERSITY OF ARIZONA","2R01EY012049-05A2","6723545","Brown, Michael F","MEMBRANE BASIS OF VISUAL EXCITATION","CHEMISTRY","SCHOOLS OF ARTS AND SCIENCES","$ 263,885","TUCSON","ARIZONA","85722-3308","","","","  "
"UNIVERSITY OF ARIZONA","2R01EY013160-05","6824859","Marmorstein, Alan D","Bestrophin and Retinal Disease","OPHTHALMOLOGY","SCHOOLS OF MEDICINE","$ 376,250","TUCSON","ARIZONA","85722-3308","Y","UNIVERSITY OF ARIZONA COL OF MEDICINE","TUCSON, ARIZONA 85722-3308","  "
"UNIVERSITY OF ARIZONA","2R01GM034893-17A2","6819381","Dieckmann, Carol L","RNA protection and decay in yeast mitochondria","BIOCHEMISTRY","SCHOOLS OF ARTS AND SCIENCES","$ 290,900","TUCSON","ARIZONA","85722-3308","","","","  "
"UNIVERSITY OF ARIZONA","2R01GM037773-29","6726569","Enemark, John H","STRUCTURAL MODELS FOR MOLYBDOENZYMES","CHEMISTRY","SCHOOLS OF ARTS AND SCIENCES","$ 256,977","TUCSON","ARIZONA","85722-3308","","","","  "
"UNIVERSITY OF ARIZONA","2R01GM056812-06","6825671","Winzerling, Joy J","Iron Metabolism in Mosquitoes","NUTRITION","EARTH SCIENCES/RESOURCES","$ 251,935","TUCSON","ARIZONA","85722-3308","","","","  "
"UNIVERSITY OF ARIZONA","2R01HD042170-04","6820411","Gerken, Louann ","Learning mechanisms in language acquisition","PSYCHOLOGY","SCHOOLS OF ARTS AND SCIENCES","$ 304,763","TUCSON","ARIZONA","85722-3308","","","","  "
"UNIVERSITY OF ARIZONA","2R01HL058859-06A2","6826101","Mcdonagh, Paul F","Ischemia Reperfusion Injury in the Diabetic Heart","SURGERY","SCHOOLS OF MEDICINE","$ 250,750","TUCSON","ARIZONA","85722-3308","Y","UNIVERSITY OF ARIZONA COL OF MEDICINE","TUCSON, ARIZONA 85722-3308","  "
"UNIVERSITY OF ARIZONA","2R01HL062969-05","6774315","Montfort, William R","Nitric Oxide Signaling with Heme Proteins","BIOCHEMISTRY","SCHOOLS OF ARTS AND SCIENCES","$ 225,875","TUCSON","ARIZONA","85722-3308","","","","  "
"UNIVERSITY OF ARIZONA","2R01NS039489-05","6823190","Fuglevand, Andrew J","Neural and Muscular Control of Finger Movements","PHYSIOLOGY","SCHOOLS OF MEDICINE","$ 208,905","TUCSON","ARIZONA","85722-3308","Y","UNIVERSITY OF ARIZONA COL OF MEDICINE","TUCSON, ARIZONA 85722-3308","  "
"UNIVERSITY OF ARIZONA","2R01RR008688-16A1","6770586","Strausfeld, Nicholas J","Neurobiology of a Simple Oculomotor System: Circuitry","BIOLOGY","ORGANIZED RESEARCH UNITS","$ 346,808","TUCSON","ARIZONA","85722-3308","","","","  "
"UNIVERSITY OF ARIZONA","2R37AG012609-11","6777755","Barnes, Carol A","Cell Assemblies, Pattern Completion and the Aging Brain","PSYCHOLOGY","SCHOOLS OF ARTS AND SCIENCES","$ 293,199","TUCSON","ARIZONA","85722-3308","","","","  "
"UNIVERSITY OF ARIZONA","2R37GM045443-14","6780699","Parker, Roy R","mRNA Decapping in Yeast","ANATOMY/CELL BIOLOGY","SCHOOLS OF ARTS AND SCIENCES","$ 301,250","TUCSON","ARIZONA","85722-3308","","","","  "
"UNIVERSITY OF ARIZONA","2T32AG007434-06A1","6748857","Levine, Richard B","Predoctoral Training Program in Neuroscience","NEUROSCIENCES","ORGANIZED RESEARCH UNITS","$ 120,676","TUCSON","ARIZONA","85722-3308","","","","  "
"UNIVERSITY OF ARIZONA","2T35HL007479-21","6697740","Witte, Marlys H","Short-Term Institutional Research Training Grant","SURGERY","SCHOOLS OF MEDICINE","$ 148,872","TUCSON","ARIZONA","85722-3308","Y","UNIVERSITY OF ARIZONA COL OF MEDICINE","TUCSON, ARIZONA 85722-3308","  "
"UNIVERSITY OF ARIZONA","2U01HL053938-11","6821086","Quan, Stuart F","The Sleep Heart Health Study (SHHS)","INTERNAL MEDICINE/MEDICINE","SCHOOLS OF MEDICINE","$ 91,793","TUCSON","ARIZONA","85722-3308","Y","UNIVERSITY OF ARIZONA COL OF MEDICINE","TUCSON, ARIZONA 85722-3308","  "
"UNIVERSITY OF ARIZONA","2U10CA013612-31","6729744","Miller, Thomas P","SOUTHWEST ONCOLOGY GROUP","INTERNAL MEDICINE/MEDICINE","SCHOOLS OF MEDICINE","$ 230,185","TUCSON","ARIZONA","85722-3308","Y","UNIVERSITY OF ARIZONA COL OF MEDICINE","TUCSON, ARIZONA 85722-3308","  "
"UNIVERSITY OF ARIZONA","2U10HL064307-06","6813854","Martinez, Fernando D","CARE Network - Tucson Clinical Center","PEDIATRICS","SCHOOLS OF MEDICINE","$ 851,199","TUCSON","ARIZONA","85722-3308","Y","UNIVERSITY OF ARIZONA COL OF MEDICINE","TUCSON, ARIZONA 85722-3308","  "
"UNIVERSITY OF ARIZONA","3P01CA072008-07S1","6830330","Gerner, Eugene W","Apoptosis in Colon Cancer Chemoprevention","ANATOMY/CELL BIOLOGY","SCHOOLS OF MEDICINE","$ 35,071","TUCSON","ARIZONA","85722-3308","Y","UNIVERSITY OF ARIZONA COL OF MEDICINE","TUCSON, ARIZONA 85722-3308","  "
"UNIVERSITY OF ARIZONA","3P30ES006694-10S1","6881987","Lau, Serrine S","SOUTHWEST ENVIRONMENTAL HEALTH SCIENCES CENTER","PHARMACOLOGY","SCHOOLS OF PHARMACY","$ 600,000","TUCSON","ARIZONA","85722-3308","","","","  "
"UNIVERSITY OF ARIZONA","3P42ES004940-14S4","6862367","Gandolfi, A J","HAZARDOUS WASTE RISK AND REMEDIATION IN THE SOUTHWEST","PHARMACOLOGY","SCHOOLS OF PHARMACY","$ 29,112","TUCSON","ARIZONA","85722-3308","","","","  "
"UNIVERSITY OF ARIZONA","3P42ES004940-15S2","6943195","Gandolfi, A J","Research Needs for DNAPL Characterization & Remediation","PHARMACOLOGY","SCHOOLS OF PHARMACY","$ 13,000","TUCSON","ARIZONA","85722-3308","","","","  "
"UNIVERSITY OF ARIZONA","3P42ES004940-15S3","6952075","Gandolfi, A J","HAZARDOUS WASTE RISK AND REMEDIATION IN THE SOUTHWEST","PHARMACOLOGY","SCHOOLS OF PHARMACY","$ 106,452","TUCSON","ARIZONA","85722-3308","","","","  "
"UNIVERSITY OF ARIZONA","3P50CA095060-03S1","6947955","Gerner, Eugene W","SPORE in Gastrointestinal Cancer","ANATOMY/CELL BIOLOGY","SCHOOLS OF MEDICINE","$ 448,418","TUCSON","ARIZONA","85722-3308","Y","UNIVERSITY OF ARIZONA COL OF MEDICINE","TUCSON, ARIZONA 85722-3308","  "
"UNIVERSITY OF ARIZONA","3R01AI042268-07S1","6894182","Wright, Anne L","Immunologic Pathways to Childhood Asthma","PEDIATRICS","SCHOOLS OF MEDICINE","$ 35,980","TUCSON","ARIZONA","85722-3308","Y","UNIVERSITY OF ARIZONA COL OF MEDICINE","TUCSON, ARIZONA 85722-3308","  "
"UNIVERSITY OF ARIZONA","3R01CA077575-06S1","6898111","Gillies, Robert J","Causes and Consequences of Acid pH in Tumors","BIOCHEMISTRY","SCHOOLS OF MEDICINE","$ 112,086","TUCSON","ARIZONA","85722-3308","Y","UNIVERSITY OF ARIZONA COL OF MEDICINE","TUCSON, ARIZONA 85722-3308","  "
"UNIVERSITY OF ARIZONA","3R01CA093957-03S1","6948344","Muramoto, Myra L","Community Based Training Models for Tobacco Cessations","FAMILY MEDICINE","SCHOOLS OF MEDICINE","$ 69,230","TUCSON","ARIZONA","85722-3308","Y","UNIVERSITY OF ARIZONA COL OF MEDICINE","TUCSON, ARIZONA 85722-3308","  "
"UNIVERSITY OF ARIZONA","3R01CA098920-02S1","6892406","Powis, Garth ","HIF and Anticancer Drug Action","NONE","OVERALL MEDICAL","$ 125,397","TUCSON","ARIZONA","85722-3308","Y","UNIVERSITY OF ARIZONA COL OF MEDICINE","TUCSON, ARIZONA 85722-3308","  "
"UNIVERSITY OF ARIZONA","3R01DA011271-06S1","6937273","Davis, Thomas Paul","Blood-to-CNS Drug Uptake in Pain/Rheumatoid Arthritis","PHARMACOLOGY","SCHOOLS OF MEDICINE","$ 44,141","TUCSON","ARIZONA","85722-3308","Y","UNIVERSITY OF ARIZONA COL OF MEDICINE","TUCSON, ARIZONA 85722-3308","  "
"UNIVERSITY OF ARIZONA","3R01DA017539-02S1","6937408","Shoham, Varda ","Mediators and Moderators of BSFT for Adolescent Drug Use","PSYCHOLOGY","SCHOOLS OF ARTS AND SCIENCES","$ 35,744","TUCSON","ARIZONA","85722-3308","","","","  "
"UNIVERSITY OF ARIZONA","3R01DA017539-02S2","6944120","Shoham, Varda ","Mediators and Moderators of BSFT for Adolescent Drug Use","PSYCHOLOGY","SCHOOLS OF ARTS AND SCIENCES","$ 79,975","TUCSON","ARIZONA","85722-3308","","","","  "
"UNIVERSITY OF ARIZONA","3R01DK043329-11S1","6859954","Wilson, Jean M","Characterization of Endosomes in Development Intestine","ANATOMY/CELL BIOLOGY","SCHOOLS OF MEDICINE","$ 25,008","TUCSON","ARIZONA","85722-3308","Y","UNIVERSITY OF ARIZONA COL OF MEDICINE","TUCSON, ARIZONA 85722-3308","  "
"UNIVERSITY OF ARIZONA","3R01DK043329-12S1","6871516","Wilson, Jean M","Characterization of Endosomes in Development Intestine","ANATOMY/CELL BIOLOGY","SCHOOLS OF MEDICINE","$ 43,958","TUCSON","ARIZONA","85722-3308","Y","UNIVERSITY OF ARIZONA COL OF MEDICINE","TUCSON, ARIZONA 85722-3308","  "
"UNIVERSITY OF ARIZONA","3R01DK062097-01A1S1","6852233","Groves, Carlotta E","Regulation of Renal Xenobiotic Transport by Estrogens","PHYSIOLOGY","SCHOOLS OF MEDICINE","$ 27,165","TUCSON","ARIZONA","85722-3308","Y","UNIVERSITY OF ARIZONA COL OF MEDICINE","TUCSON, ARIZONA 85722-3308","  "
"UNIVERSITY OF ARIZONA","3R01GM042762-13S1","6894883","Vierling, Elizabeth ","STRUCTURE AND FUNCTION OF THE SMALL HEAT SHOCK PROTEINS","BIOCHEMISTRY","SCHOOLS OF ARTS AND SCIENCES","$ 74,622","TUCSON","ARIZONA","85722-3308","","","","  "
"UNIVERSITY OF ARIZONA","3R01GM051387-08S1","6846441","Wysocki, Vicki H","ENERGETICS AND MECHANISMS IN PEPTIDE FRAGMENTATION","CHEMISTRY","SCHOOLS OF ARTS AND SCIENCES","$ 77,849","TUCSON","ARIZONA","85722-3308","","","","  "
"UNIVERSITY OF ARIZONA","3R01NS018201-21S1","6930767","Sloviter, Robert S","Hippocampal Network Structure and Function in Epilepsy","PHARMACOLOGY","SCHOOLS OF MEDICINE","$ 37,625","TUCSON","ARIZONA","85722-3308","Y","UNIVERSITY OF ARIZONA COL OF MEDICINE","TUCSON, ARIZONA 85722-3308","  "
"UNIVERSITY OF ARIZONA","3R01NS039592-05S1","6930694","Davis, Thomas Paul","HYPOXIC/AGLYCEMIC STRESS TO ENDOTHELIAL CELLS OF THE BLO","PHARMACOLOGY","SCHOOLS OF MEDICINE","$ 50,000","TUCSON","ARIZONA","85722-3308","Y","UNIVERSITY OF ARIZONA COL OF MEDICINE","TUCSON, ARIZONA 85722-3308","  "
"UNIVERSITY OF ARIZONA","3R01RR008688-16A1S1","6944190","Strausfeld, Nicholas J","Neurobiology of a Simple Oculomotor System: Circuitry","BIOLOGY","ORGANIZED RESEARCH UNITS","$ 23,535","TUCSON","ARIZONA","85722-3308","","","","  "
"UNIVERSITY OF ARIZONA","3R21DK064706-01S1","6845205","Brooks, Heddwen L","Targeting Nuclei for Renal Cell Specific Gene Analysis","PHYSIOLOGY","SCHOOLS OF MEDICINE","$ 16,347","TUCSON","ARIZONA","85722-3308","Y","UNIVERSITY OF ARIZONA COL OF MEDICINE","TUCSON, ARIZONA 85722-3308","  "
"UNIVERSITY OF ARIZONA","3R21DK064706-02S1","6912158","Brooks, Heddwen L","Targeting Nuclei for Renal Cell Specific Gene Analysis","PHYSIOLOGY","SCHOOLS OF MEDICINE","$ 20,219","TUCSON","ARIZONA","85722-3308","Y","UNIVERSITY OF ARIZONA COL OF MEDICINE","TUCSON, ARIZONA 85722-3308","  "
"UNIVERSITY OF ARIZONA","3R25CA078447-05S1","6936921","Alberts, David S","CANCER PREVENTION AND CONTROL TRAINING GRANT","INTERNAL MEDICINE/MEDICINE","SCHOOLS OF MEDICINE","$ 51,336","TUCSON","ARIZONA","85722-3308","Y","UNIVERSITY OF ARIZONA COL OF MEDICINE","TUCSON, ARIZONA 85722-3308","  "
"UNIVERSITY OF ARIZONA","3R37GM045443-14S1","6944691","Parker, Roy R","mRNA Decapping in Yeast","ANATOMY/CELL BIOLOGY","SCHOOLS OF ARTS AND SCIENCES","$ 29,679","TUCSON","ARIZONA","85722-3308","","","","  "
"UNIVERSITY OF ARIZONA","3U01HG002525-02S1","6895958","Wing, Rod A","BAC Library Production /Distribuion for 'Healthy people","OTHER BASIC SCIENCES","EARTH SCIENCES/RESOURCES","$ 100,000","TUCSON","ARIZONA","85722-3308","","","","  "
"UNIVERSITY OF ARIZONA","3U01HG002525-03S1","6946540","Wing, Rod A","BAC Library Production /Distribuion for 'Healthy people","OTHER BASIC SCIENCES","EARTH SCIENCES/RESOURCES","$ 25,000","TUCSON","ARIZONA","85722-3308","","","","  "
"UNIVERSITY OF ARIZONA","3U01HL066801-04S1","6946714","Klimecki, Walter T","BIOINFOMATICS CENTER FOR INNATE IMMUNITY PGA","OTHER HEALTH PROFESSIONS","SCHOOLS OF MEDICINE","$ 5,190","TUCSON","ARIZONA","85722-3308","Y","UNIVERSITY OF ARIZONA COL OF MEDICINE","TUCSON, ARIZONA 85722-3308","  "
"UNIVERSITY OF ARIZONA","3U01HL066806-04S1","6950137","Klimecki, Walter T","DISCOVERY CENTER FOR INNATE IMMUNITY PGA","OTHER HEALTH PROFESSIONS","SCHOOLS OF MEDICINE","$ 106,773","TUCSON","ARIZONA","85722-3308","Y","UNIVERSITY OF ARIZONA COL OF MEDICINE","TUCSON, ARIZONA 85722-3308","  "
"UNIVERSITY OF ARIZONA","3U01TW000316-10S3","6846532","Timmermann, Barbara N","BIOACTIVE AGENTS FROM DRYLAND BIODIVERSITY OF LATIN AMER","PHARMACOLOGY","SCHOOLS OF PHARMACY","$ 80,000","TUCSON","ARIZONA","85722-3308","","","","  "
"UNIVERSITY OF ARIZONA","3U10CA013612-30S1","6856680","Miller, Thomas P","SOUTHWEST ONCOLOGY GROUP CA-13612","INTERNAL MEDICINE/MEDICINE","SCHOOLS OF MEDICINE","$ 119,169","TUCSON","ARIZONA","85722-3308","Y","UNIVERSITY OF ARIZONA COL OF MEDICINE","TUCSON, ARIZONA 85722-3308","  "
"UNIVERSITY OF ARIZONA","4R33CA091351-03","6896696","Futscher, Bernard W","Microarray Technology to Profile CpG Island Methylation","PHARMACOLOGY","SCHOOLS OF PHARMACY","$ 205,901","TUCSON","ARIZONA","85722-3308","","","","  "
"UNIVERSITY OF ARIZONA","4R33EB002165-03","6735425","Descour, Michael R","Integrated Miniature Microsope for Precancer Detection","NONE","ORGANIZED RESEARCH UNITS","$ 641,289","TUCSON","ARIZONA","85722-3308","","","","  "
"UNIVERSITY OF ARIZONA","5D43TW005722-04","6743222","Burgess, Jefferey L","International Program for Mining Health and Safety","NONE","OVERALL MEDICAL","$ 100,000","TUCSON","ARIZONA","85722-3308","Y","UNIVERSITY OF ARIZONA COL OF MEDICINE","TUCSON, ARIZONA 85722-3308","  "
"UNIVERSITY OF ARIZONA","5F31AG021329-02","6745160","Sims, Colette M","Health Access/Utilization Behavior of Older Black Women","SOCIAL SCIENCES","SCHOOLS OF ARTS AND SCIENCES","$ 26,704","TUCSON","ARIZONA","85722-3308","","","","  "
"UNIVERSITY OF ARIZONA","5F31DA015042-03","6763989","Wenner, Christopher J","Predoctoral Fellowship For Students With Disabilities","PSYCHOLOGY","SCHOOLS OF ARTS AND SCIENCES","$ 13,295","TUCSON","ARIZONA","85722-3308","","","","  "
"UNIVERSITY OF ARIZONA","5F31DC006368-02","6796793","Wilson, Caroline H","Effects of nitric oxide on moth antennal lobe neurons","NEUROSCIENCES","ORGANIZED RESEARCH UNITS","$ 32,914","TUCSON","ARIZONA","85722-3308","","","","  "
"UNIVERSITY OF ARIZONA","5F31HL010506-04","6784585","Marengo, Graciela E","MINORITY PREDOCTORAL FELLOWSHIP PROGRAM","OTHER HEALTH PROFESSIONS","SCHOOLS OF MEDICINE","$ 26,762","TUCSON","ARIZONA","85722-3308","Y","UNIVERSITY OF ARIZONA COL OF MEDICINE","TUCSON, ARIZONA 85722-3308","  "
"UNIVERSITY OF ARIZONA","5F31NR008824-02","6807550","Derby, Mary P","Enhanced Foodborne Surveillance","PUBLIC HEALTH & PREV MEDICINE","SCHOOLS OF PUBLIC HEALTH","$ 32,572","TUCSON","ARIZONA","85722-3308","","","","  "
"UNIVERSITY OF ARIZONA","5F32MH064357-03","6784062","Vazdarjanova, Almira I","Amygdala Modulation of Hippocampal Arc Expression","NEUROSCIENCES","ORGANIZED RESEARCH UNITS","$ 50,548","TUCSON","ARIZONA","85722-3308","","","","  "
"UNIVERSITY OF ARIZONA","5F32NS043046-03","6801831","Witt, Ken A","Blood-brain barrier changes via hypoxia/re-oxygenation","PHARMACOLOGY","SCHOOLS OF MEDICINE","$ 48,928","TUCSON","ARIZONA","85722-3308","Y","UNIVERSITY OF ARIZONA COL OF MEDICINE","TUCSON, ARIZONA 85722-3308","  "
"UNIVERSITY OF ARIZONA","5K01CA083886-06","6753601","Yang, Danzhou ","DNA TOPOISOMERASE I TARGET INTERACTIONS OF CAMPTOTHECINS","PHARMACOLOGY","SCHOOLS OF PHARMACY","$ 148,888","TUCSON","ARIZONA","85722-3308","","","","  "
"UNIVERSITY OF ARIZONA","5K01CA087017-05","6776980","Clarkson, Eric ","COMPUTING TUMOR DETECTION PERFORMANCE IN MEDICAL IMAGING","RADIATION-DIAGNOSTIC/ONCOLOGY","SCHOOLS OF MEDICINE","$ 147,210","TUCSON","ARIZONA","85722-3308","Y","UNIVERSITY OF ARIZONA COL OF MEDICINE","TUCSON, ARIZONA 85722-3308","  "
"UNIVERSITY OF ARIZONA","5K01DA016431-03","6784518","King, Tamara E","Ontogeny of spinal glutamate receptors in nociception","PHARMACOLOGY","SCHOOLS OF MEDICINE","$ 113,890","TUCSON","ARIZONA","85722-3308","Y","UNIVERSITY OF ARIZONA COL OF MEDICINE","TUCSON, ARIZONA 85722-3308","  "
"UNIVERSITY OF ARIZONA","5K01ES000386-04","6687303","Levan, Tricia D","GENE BY ENVIRONMENT INTERACTION IN LPS EXPOSURE","OTHER HEALTH PROFESSIONS","SCHOOLS OF MEDICINE","$ 99,716","TUCSON","ARIZONA","85722-3308","Y","UNIVERSITY OF ARIZONA COL OF MEDICINE","TUCSON, ARIZONA 85722-3308","  "
"UNIVERSITY OF ARIZONA","5K01MH001902-06","6718494","Gothard, Katalin M","DIFFERENTIAL FACIAL ENCODING IN MONKEY AMYGDALOID NUCLEI","PHYSIOLOGY","SCHOOLS OF MEDICINE","$ 114,450","TUCSON","ARIZONA","85722-3308","Y","UNIVERSITY OF ARIZONA COL OF MEDICINE","TUCSON, ARIZONA 85722-3308","  "
"UNIVERSITY OF ARIZONA","5K02EB000163-03","6779100","Barton, Jennifer K","Imaging the vascular response to implants","BIOMEDICAL ENGINEERING","ORGANIZED RESEARCH UNITS","$ 96,714","TUCSON","ARIZONA","85722-3308","","","","  "
"UNIVERSITY OF ARIZONA","5K02HL067067-04","6725495","Hoying, James B","Sarco(endo)plasmic Reticulum Calcium ATPse 3","BIOMEDICAL ENGINEERING","ORGANIZED RESEARCH UNITS","$ 81,163","TUCSON","ARIZONA","85722-3308","","","","  "
"UNIVERSITY OF ARIZONA","5K07CA087991-05","6696358","Stratton, Steven P","MOLECULAR CHEMOPREVENTION MECHANISMS OF TEA POLYPHENOLS","OTHER HEALTH PROFESSIONS","SCHOOLS OF MEDICINE","$ 119,764","TUCSON","ARIZONA","85722-3308","Y","UNIVERSITY OF ARIZONA COL OF MEDICINE","TUCSON, ARIZONA 85722-3308","  "
"UNIVERSITY OF ARIZONA","5K07CA093658-03","6702597","Thomson, Cynthia A","Isothiocyanates, Limonene and Breast Cancer Prevention","OTHER HEALTH PROFESSIONS","SCHOOLS OF MEDICINE","$ 129,276","TUCSON","ARIZONA","85722-3308","Y","UNIVERSITY OF ARIZONA COL OF MEDICINE","TUCSON, ARIZONA 85722-3308","  "
"UNIVERSITY OF ARIZONA","5K08CA090662-04","6730603","Calaluce, Robert ","Role of Laminin 5 in Prostate Tumorigenesis","PATHOLOGY","SCHOOLS OF MEDICINE","$ 117,305","TUCSON","ARIZONA","85722-3308","Y","UNIVERSITY OF ARIZONA COL OF MEDICINE","TUCSON, ARIZONA 85722-3308","  "
"UNIVERSITY OF ARIZONA","5K08HL071742-02","6773816","Guilbert, Theresa W","Innate Immuity and RSV Infection in Children","PEDIATRICS","SCHOOLS OF MEDICINE","$ 114,335","TUCSON","ARIZONA","85722-3308","Y","UNIVERSITY OF ARIZONA COL OF MEDICINE","TUCSON, ARIZONA 85722-3308","  "
"UNIVERSITY OF ARIZONA","5K12GM000708-05","6782494","Markow, Therese A","POST DOCTORAL EXCELLENCE IN RESEARCH AND TEACHING","OTHER BASIC SCIENCES","ORGANIZED RESEARCH UNITS","$ 976,863","TUCSON","ARIZONA","85722-3308","","","","  "
"UNIVERSITY OF ARIZONA","5K22ES011646-02","6802443","Cherrington, Nathan J","Multiple Mechanisms of Hepatoprotective Mrp3 Induction","PHARMACOLOGY","SCHOOLS OF PHARMACY","$ 107,873","TUCSON","ARIZONA","85722-3308","","","","  "
"UNIVERSITY OF ARIZONA","5K23HL067981-03","6789343","Ball, Thomas M","Hormonal Influences on the Inception of Asthma","PEDIATRICS","SCHOOLS OF MEDICINE","$ 126,711","TUCSON","ARIZONA","85722-3308","Y","UNIVERSITY OF ARIZONA COL OF MEDICINE","TUCSON, ARIZONA 85722-3308","  "
"UNIVERSITY OF ARIZONA","5K23MH001883-05","6795971","Ghuman, Jaswinder K","METHYLPHENIDATE STUDY IN YOUNG CHILDREN WITH PDD","PSYCHIATRY","SCHOOLS OF MEDICINE","$ 161,710","TUCSON","ARIZONA","85722-3308","Y","UNIVERSITY OF ARIZONA COL OF MEDICINE","TUCSON, ARIZONA 85722-3308","  "
"UNIVERSITY OF ARIZONA","5K23MH066265-03","6773179","Freeman, Marlene P","Postpartum Depression: Omega-3 FA vs Placebo","PSYCHIATRY","SCHOOLS OF MEDICINE","$ 130,355","TUCSON","ARIZONA","85722-3308","Y","UNIVERSITY OF ARIZONA COL OF MEDICINE","TUCSON, ARIZONA 85722-3308","  "
"UNIVERSITY OF ARIZONA","5K24AT000057-06","6748073","Bell, Iris R","MIDCAREER INVESTIGATOR AWARD-PATIENT-ORIENTED RESEARCH","OTHER HEALTH PROFESSIONS","SCHOOLS OF MEDICINE","$ 126,193","TUCSON","ARIZONA","85722-3308","Y","UNIVERSITY OF ARIZONA COL OF MEDICINE","TUCSON, ARIZONA 85722-3308","  "
"UNIVERSITY OF ARIZONA","5K30HL004519-05","6785361","Sherrill, Duane L","ARIZONA CLINICAL RESEARCH TRAINING PROGRAM","PSYCHIATRY","SCHOOLS OF MEDICINE","$ 200,000","TUCSON","ARIZONA","85722-3308","Y","UNIVERSITY OF ARIZONA COL OF MEDICINE","TUCSON, ARIZONA 85722-3308","  "
"UNIVERSITY OF ARIZONA","5P01CA017094-26","6699330","Dorr, Robert T","NEW DRUG TARGETS FOR APOPTOSIS","OTHER HEALTH PROFESSIONS","SCHOOLS OF MEDICINE","$ 1,405,759","TUCSON","ARIZONA","85722-3308","Y","UNIVERSITY OF ARIZONA COL OF MEDICINE","TUCSON, ARIZONA 85722-3308","  "
"UNIVERSITY OF ARIZONA","5P01CA041108-18","6787305","Alberts, David S","COLON CANCER PREVENTION PROGRAM PROJECT","INTERNAL MEDICINE/MEDICINE","SCHOOLS OF MEDICINE","$ 3,303,120","TUCSON","ARIZONA","85722-3308","Y","UNIVERSITY OF ARIZONA COL OF MEDICINE","TUCSON, ARIZONA 85722-3308","  "
"UNIVERSITY OF ARIZONA","5P01CA072008-07","6697519","Gerner, Eugene W","Apoptosis in Colon Cancer Chemoprevention","ANATOMY/CELL BIOLOGY","SCHOOLS OF MEDICINE","$ 1,363,917","TUCSON","ARIZONA","85722-3308","Y","UNIVERSITY OF ARIZONA COL OF MEDICINE","TUCSON, ARIZONA 85722-3308","  "
"UNIVERSITY OF ARIZONA","5P01DA006284-14","6743773","Hruby, Victor J","New Modalities for Treatment of Pain and Drug Abuse","CHEMISTRY","SCHOOLS OF ARTS AND SCIENCES","$ 1,193,205","TUCSON","ARIZONA","85722-3308","","","","  "
"UNIVERSITY OF ARIZONA","5P01HL063926-05","6779186","Runyan, Raymond Bruce","COMMITMENT & DIFFERENTIATION OF CARDIAC CELL PHENOTYPES","ANATOMY/CELL BIOLOGY","SCHOOLS OF MEDICINE","$ 1,932,455","TUCSON","ARIZONA","85722-3308","Y","UNIVERSITY OF ARIZONA COL OF MEDICINE","TUCSON, ARIZONA 85722-3308","  "
"UNIVERSITY OF ARIZONA","5P01NS028495-14","6771785","Levine, Richard B","Neural Development: Intercellular and Humoral Control","NEUROSCIENCES","ORGANIZED RESEARCH UNITS","$ 1,209,285","TUCSON","ARIZONA","85722-3308","","","","  "
"UNIVERSITY OF ARIZONA","5P20AT000774-03","6745119","Schwartz, Gary E","Center for Frontier Medicine in Biofield Science","PSYCHOLOGY","SCHOOLS OF ARTS AND SCIENCES","$ 737,944","TUCSON","ARIZONA","85722-3308","","","","  "
"UNIVERSITY OF ARIZONA","5P30CA023074-27","6786025","Nagle, Raymond B","Arizona Cancer Center Support Grant","NONE","OVERALL MEDICAL","$ 3,832,685","TUCSON","ARIZONA","85722-3308","Y","UNIVERSITY OF ARIZONA COL OF MEDICINE","TUCSON, ARIZONA 85722-3308","  "
