-----------------------------------------------
3D SITE DISPLACEMENT DUE TO ATMOSPHERIC LOADING
-----------------------------------------------
METEOROLOGICAL CENTER & DEGREE 1 :    ECMWF_CME
CMEA : CENTER OF MASS OF THE EARTH + ATMOSPHERE
CME  : CENTER OF MASS OF THE SOLID EARTH  ALONE
SITE COORDINATES ACCORDING TO ITRF2000 SOLUTION
-----------------------------------------------
CREATOR EMAIL : PASCAL.GEGOUT@EOST.U-STRASBG.FR
-----------------------------------------------
GALB        49718.000    1995     1     1     0
GALB        52274.750    2001    12    31    18
GALB       475545.708 -4925638.937  4010732.975
50877.50     0.448105    -0.079919    -0.635285
50877.75     0.503634    -0.107377    -1.606090
50878.00     0.564655     0.072249    -1.304760
50878.25     0.555948     0.092133    -1.507563
50878.50     0.531851     0.176955    -1.470980
50878.75     0.466563     0.144949    -1.468662
50879.00     0.570464     0.288399    -0.825905
50879.25     0.633645     0.260462    -0.760002
50879.50     0.848491     0.324348    -0.455281
50879.75     1.028488     0.369937    -0.415196
50880.00     1.240420     0.578088     1.101526
50880.25     1.347784     0.552429     2.128161
50880.50     1.268284     0.658990     4.437272
50880.75     1.059034     0.423953     5.306174
50881.00     0.980150     0.334182     6.429695
50881.25     0.832796    -0.057359     7.645856
50881.50     0.487877    -0.539011     7.825232
50881.75     0.261414    -1.064432     5.800848
50882.00     0.213128    -1.385524     3.282773
50882.25     0.149274    -1.496708     0.183254
50882.50     0.142343    -1.441657    -1.852687
50882.75     0.213260    -1.432604    -4.440632
50883.00     0.290677    -1.168195    -5.381699
50883.25     0.218402    -1.058938    -6.555956
50883.50     0.227095    -1.039043    -6.940416
50883.75     0.207080    -1.171979    -8.008056
50884.00     0.149096    -1.059938    -7.612979
50884.25    -0.091616    -1.014740    -8.404256
50884.50    -0.242331    -0.890094    -7.953180
50884.75    -0.280935    -0.739187    -8.116306
50885.00    -0.253599    -0.369962    -6.152774
50885.25    -0.338260    -0.245799    -5.770289
50885.50    -0.453637    -0.049679    -4.748958
50885.75    -0.509020    -0.046440    -3.984569
50886.00    -0.455501     0.037182    -1.708917
50886.25    -0.493030    -0.246406    -0.567399
50886.50    -0.200502    -0.643800    -1.238283
50886.75     0.071341    -0.736600    -3.924702
50887.00     0.237029    -0.500706    -3.962430
50887.25     0.227354    -0.459956    -4.637795
50887.50     0.268512    -0.333884    -5.015838
50887.75     0.388188    -0.216199    -5.751873
50888.00     0.481234     0.027408    -4.725855
50888.25     0.561005     0.094349    -4.916077
50888.50     0.617477     0.250057    -5.074117
50888.75     0.661833     0.301944    -5.068373
50889.00     0.682600     0.472601    -3.490943
50889.25     0.642398     0.561404    -2.922124
50889.50     0.660888     0.684328    -2.032160
50889.75     0.676062     0.681962    -1.364279
50890.00     0.671252     0.730334    -0.058883
50890.25     0.619072     0.586689     0.019789
50890.50     0.647675     0.498391     0.281457
50890.75     0.706242     0.359940     0.449239
50891.00     0.746992     0.315424     1.454689
50891.25     0.721868     0.064443     1.565491
50891.50     0.730616    -0.030433     1.904499
50891.75     0.743791    -0.087673     2.076170
50892.00     0.843228     0.023519     3.236055
50892.25     0.991453    -0.061313     3.917158
50892.50     1.025337    -0.033400     5.070888
50892.75     0.844947    -0.251528     5.036279
50893.00     0.741106    -0.328478     4.960390
50893.25     0.689802    -0.466736     5.063296
50893.50     0.654814    -0.545656     4.873439
50893.75     0.618604    -0.581523     3.461136
50894.00     0.584769    -0.443580     2.857567
50894.25     0.451750    -0.509963     2.089135
50894.50     0.365800    -0.479081     1.793645
50894.75     0.254638    -0.517830     0.996304
50895.00     0.207928    -0.321911     1.111414
50895.25     0.026907    -0.340303     0.691331
50895.50    -0.016511    -0.252166     0.437437
50895.75    -0.001420    -0.216071    -0.321484
50896.00     0.038919    -0.075709    -0.151343
50896.25    -0.041461    -0.125736    -1.296259
50896.50    -0.078325    -0.037100    -2.031327
50896.75    -0.170453     0.064078    -3.642245
50897.00    -0.239484     0.414330    -3.014918
50897.25    -0.378763     0.552022    -3.487948
50897.50    -0.570403     0.751436    -3.455040
50897.75    -0.813181     0.815178    -3.120539
50898.00    -0.946018     0.965674    -1.390140
50898.25    -1.159262     0.836880    -1.422891
50898.50    -1.324032     0.806745    -1.209538
50898.75    -1.366649     0.706407    -1.087573
50899.00    -1.266921     0.752497     0.618010
50899.25    -1.200202     0.634818     0.591658
50899.50    -1.087423     0.639089     0.480052
50899.75    -0.958430     0.634804     0.524532
50900.00    -0.737081     0.827205     2.656963
50900.25    -0.750908     0.848375     3.095386
50900.50    -0.908202     0.914452     4.048523
50900.75    -0.952169     0.591714     3.759216
50901.00    -0.778966     0.510364     3.832390
50901.25    -0.695981     0.367138     2.304689
50901.50    -0.671284     0.461041     1.843554
50901.75    -0.647705     0.537284     1.477341
50902.00    -0.640622     0.733125     2.841278
50902.25    -0.753875     0.705159     2.999966
50902.50    -0.772168     0.742403     3.145187
50902.75    -0.769587     0.656596     3.191699
50903.00    -0.580205     0.744376     4.284199
50903.25    -0.478564     0.726409     4.132868
50903.50    -0.414169     0.789130     4.286818
50903.75    -0.376997     0.764104     3.995076
50904.00    -0.218059     0.742845     6.225397
50904.25    -0.306946     0.546330     5.407973
50904.50    -0.300328     0.632773     4.838468
50904.75    -0.286478     0.480269     4.641499
50905.00    -0.124131     0.357841     4.683253
50905.25    -0.128332     0.187445     3.516253
50905.50    -0.034140     0.092356     2.726189
50905.75     0.164721     0.002104     1.468694
50906.00     0.453516     0.103340     1.555948
50906.25     0.571940     0.069302     0.780300
50906.50     0.660688     0.186716     1.630164
50906.75     0.772302     0.150560     2.484874
50907.00     0.854331     0.053268     4.082738
50907.25     0.854521    -0.284545     4.524761
50907.50     0.790031    -0.368165     3.825754
50907.75     0.624994    -0.319109     1.860930
50908.00     0.437132    -0.075218     1.388900
50908.25     0.347256    -0.036895     0.756710
50908.50     0.259040     0.033217     0.751874
50908.75     0.204939     0.043929     0.742208
50909.00     0.194292     0.230556     2.259771
50909.25     0.150598     0.208766     2.146893
50909.50     0.103879     0.284033     2.160524
50909.75     0.099296     0.336322     1.924868
50910.00     0.166942     0.515395     3.227593
50910.25     0.177222     0.515468     3.032136
50910.50     0.184751     0.703421     3.757889
50910.75     0.215314     0.705225     4.349378
50911.00     0.274911     0.756646     5.460013
50911.25     0.249803     0.650775     5.216223
50911.50     0.201018     0.552341     5.254038
50911.75     0.298575     0.375282     4.651722
50912.00     0.432566     0.435578     5.612330
50912.25     0.510346     0.229483     6.855807
50912.50     0.374111    -0.025534     8.021819
50912.75     0.230491    -0.333408     7.062163
50913.00     0.252466    -0.384046     6.199065
50913.25     0.279356    -0.546891     4.673723
50913.50     0.357068    -0.500498     3.168490
50913.75     0.211676    -0.457118     0.893860
50914.00     0.062972    -0.202791     0.519306
50914.25    -0.080570    -0.102199    -0.738662
50914.50    -0.153847     0.063517    -1.141395
50914.75    -0.228450     0.203692    -1.928128
50915.00    -0.224458     0.527046    -0.749107
50915.25    -0.286412     0.669169    -1.167908
50915.50    -0.277738     0.850827    -1.457059
50915.75    -0.303312     0.995085    -1.288778
50916.00    -0.205660     1.156547     0.680646
50916.25    -0.168833     1.056640     0.372919
50916.50    -0.227652     1.120409     0.718836
50916.75    -0.203382     1.006536     1.155203
50917.00    -0.113714     0.909075     2.879752
50917.25    -0.147226     0.736722     3.417037
50917.50    -0.160870     0.493826     3.937520
50917.75    -0.096244     0.304609     3.531064
50918.00     0.041184     0.381969     3.772168
50918.25     0.081367     0.301830     2.978329
50918.50     0.123462     0.470126     3.134936
50918.75     0.213041     0.539553     3.462456
50919.00     0.238673     0.677615     4.993637
50919.25     0.259918     0.630001     5.425511
50919.50     0.187803     0.486335     5.966044
50919.75     0.151727     0.319779     4.893469
50920.00     0.239814     0.217647     5.279073
50920.25     0.208989    -0.150882     3.911593
50920.50     0.211434    -0.217393     2.462122
50920.75     0.167054    -0.289387     0.412396
50921.00     0.228934    -0.130736    -0.060092
50921.25     0.205125    -0.121185    -1.488307
50921.50     0.243394    -0.070428    -1.878368
50921.75     0.364940    -0.059744    -1.920497
50922.00     0.412120     0.049244    -0.833488
50922.25     0.472303    -0.062458     0.185925
50922.50     0.582518    -0.127843     1.063332
50922.75     0.542374    -0.238424     1.281863
50923.00     0.510690    -0.209006     1.348759
50923.25     0.468325    -0.322057     0.071995
50923.50     0.487121    -0.258829    -0.491728
50923.75     0.498092    -0.253894    -0.769741
50924.00     0.560646    -0.159501    -0.204736
50924.25     0.536340    -0.226340    -0.444362
50924.50     0.542070    -0.236553    -0.328970
50924.75     0.579350    -0.353886    -0.600167
50925.00     0.576351    -0.230750     0.369180
50925.25     0.549265    -0.292122     0.272913
50925.50     0.607075    -0.291545     0.762992
50925.75     0.608441    -0.324926     0.672453
50926.00     0.568333    -0.183778     1.561795
50926.25     0.487902    -0.258827     1.755358
50926.50     0.390581    -0.219398     1.751489
50926.75     0.249603    -0.200013     1.812123
50927.00     0.142486    -0.046620     2.888185
50927.25     0.022954    -0.061824     2.629080
50927.50    -0.063809     0.004422     2.636404
50927.75    -0.112364     0.063098     2.632221
50928.00    -0.030125     0.243131     3.334864
50928.25     0.047002     0.245279     2.171513
50928.50     0.043687     0.381630     1.991166
50928.75     0.066751     0.432840     1.401571
50929.00     0.143907     0.583142     2.682675
50929.25     0.142633     0.458667     2.518020
50929.50     0.095426     0.370181     2.631236
50929.75     0.355010     0.110909     1.665829
50930.00     0.595558     0.107312     1.189555
50930.25     0.799719    -0.049392    -0.758203
50930.50     0.844564     0.002590    -1.781188
50930.75     0.787471    -0.022575    -3.144279
50931.00     0.766899     0.113729    -2.641167
50931.25     0.623097     0.101792    -3.603971
50931.50     0.561352     0.121550    -3.601466
50931.75     0.456594     0.107039    -3.744479
50932.00     0.296089     0.231318    -2.260999
50932.25     0.151159     0.180556    -1.832899
50932.50     0.031533     0.201100    -1.382458
50932.75    -0.047973     0.147195    -1.313624
50933.00    -0.026173     0.207612    -0.102541
50933.25     0.022767     0.167696     0.754273
50933.50     0.081761     0.237829     1.589784
50933.75     0.135514     0.233349     2.501419
50934.00     0.143238     0.302814     4.193218
50934.25     0.136498     0.227262     4.693297
50934.50     0.133642     0.209996     5.290545
50934.75     0.113220     0.157447     5.478523
50935.00     0.080574     0.237316     6.420870
50935.25     0.024736     0.162151     6.179059
50935.50    -0.020864     0.129371     6.149673
50935.75    -0.054252     0.134585     5.521648
50936.00    -0.112203     0.250520     6.117957
50936.25    -0.149590     0.205477     5.670054
50936.50    -0.189795     0.258467     5.533647
50936.75    -0.202427     0.226178     5.174230
50937.00    -0.149904     0.301862     5.784007
50937.25    -0.125703     0.291933     5.475068
50937.50    -0.063666     0.328510     5.406758
50937.75    -0.097807     0.354610     4.859123
50938.00    -0.103873     0.474049     5.361608
50938.25    -0.169723     0.429110     4.559233
50938.50    -0.181694     0.501258     4.080148
50938.75    -0.166626     0.507528     3.053035
50939.00    -0.070483     0.652053     3.628775
50939.25    -0.044287     0.557874     3.055063
50939.50     0.003220     0.635173     3.001917
50939.75     0.083041     0.609709     2.998819
50940.00     0.170961     0.686680     3.920406
50940.25     0.226833     0.678676     4.203247
50940.50     0.276442     0.671668     5.254073
50940.75     0.281311     0.551025     6.149529
50941.00     0.253020     0.376384     7.371374
50941.25     0.223819     0.200042     7.526504
50941.50     0.279668     0.110052     7.773899
50941.75     0.384411    -0.045372     6.629852
50942.00     0.505902     0.011632     6.107449
50942.25     0.597665    -0.050045     4.709306
50942.50     0.649635    -0.021839     3.650838
50942.75     0.677758     0.078025     2.772388
50943.00     0.690188     0.184059     3.586666
50943.25     0.730587     0.108269     3.572547
50943.50     0.735385     0.055356     3.996597
50943.75     0.620640    -0.023956     3.816113
50944.00     0.498471     0.052028     4.088285
50944.25     0.375415     0.023537     3.980699
50944.50     0.277626     0.097161     3.850651
50944.75     0.199827     0.281445     3.825053
50945.00     0.158098     0.472496     4.595396
50945.25     0.098923     0.487081     4.292119
50945.50     0.040236     0.572882     3.917794
50945.75    -0.009885     0.618984     3.130272
50946.00    -0.009795     0.730345     3.464706
50946.25    -0.057999     0.621493     2.645287
50946.50    -0.105510     0.595354     1.951567
50946.75    -0.104587     0.500880     1.366589
50947.00    -0.095854     0.533367     1.694262
50947.25    -0.116463     0.432000     0.968694
50947.50    -0.126930     0.441775     0.594222
50947.75    -0.148999     0.445729     0.300010
50948.00    -0.138160     0.500593     1.048552
50948.25    -0.139048     0.398519     0.619723
50948.50    -0.079985     0.437501     0.326066
50948.75    -0.129176     0.400606     0.328946
50949.00    -0.156673     0.440498     1.615758
50949.25    -0.255477     0.251130     1.712906
50949.50    -0.289934     0.123113     1.456875
50949.75    -0.273631    -0.076710     0.979538
50950.00    -0.206296    -0.028034     1.348564
50950.25    -0.131485    -0.103469     0.642102
50950.50    -0.058447    -0.148054    -0.259954
50950.75    -0.062164    -0.133775    -0.410864
50951.00    -0.025596    -0.018374     0.511034
50951.25    -0.038407    -0.029661     0.114167
50951.50    -0.037307    -0.010512    -0.407475
50951.75    -0.073361    -0.010473    -0.216111
50952.00    -0.052188     0.082616     1.137608
50952.25    -0.051820    -0.005460     0.824868
50952.50    -0.067926    -0.024244     0.656474
50952.75    -0.099715    -0.113912     0.900562
50953.00    -0.049199    -0.056339     2.128858
50953.25    -0.106733    -0.141517     1.725393
50953.50    -0.062489    -0.135058     1.500512
50953.75    -0.052559    -0.189574     1.435408
50954.00    -0.010376    -0.098143     2.489653
50954.25     0.041654    -0.196170     2.660808
50954.50     0.101759    -0.161755     2.118630
50954.75     0.134681    -0.052803     1.948013
50955.00     0.146447     0.185761     2.940834
50955.25     0.206405     0.202072     2.483291
50955.50     0.280914     0.298799     2.123620
50955.75     0.248694     0.368388     2.218472
50956.00     0.275075     0.434921     2.667656
50956.25     0.278359     0.400535     2.614982
50956.50     0.309173     0.301241     2.161524
50956.75     0.322711     0.230637     1.844193
50957.00     0.319178     0.310634     2.429230
50957.25     0.280702     0.235021     1.879769
50957.50     0.276737     0.246376     2.092026
50957.75     0.224321     0.104315     1.782490
50958.00     0.196164     0.062266     2.362200
50958.25     0.134367    -0.042282     2.045259
50958.50     0.132414    -0.037873     1.534451
50958.75     0.132501    -0.000260     1.431388
50959.00     0.157825     0.072840     2.286057
50959.25     0.147088     0.012488     1.789596
50959.50     0.164594     0.117513     1.547283
50959.75     0.109445     0.185750     1.289635
50960.00     0.085583     0.347865     2.066837
50960.25     0.071708     0.276208     1.644111
50960.50     0.030340     0.280077     1.343319
50960.75    -0.010308     0.191709     0.878511
50961.00    -0.062158     0.242958     1.801797
50961.25    -0.056486     0.133952     1.289369
50961.50    -0.103274     0.114249     0.906920
50961.75    -0.137278     0.051409     0.632037
50962.00    -0.120563     0.122701     1.956874
50962.25    -0.099861    -0.002839     1.366887
50962.50    -0.099894    -0.006881     1.170284
50962.75    -0.025842    -0.048711     1.137139
50963.00     0.067688     0.053589     2.270662
50963.25     0.151590     0.046484     1.420418
50963.50     0.178740     0.122648     1.240382
50963.75     0.139178     0.219373     1.382849
50964.00     0.076140     0.395651     2.715935
50964.25    -0.119475     0.334954     3.999761
50964.50    -0.307739     0.202819     4.645030
50964.75    -0.291620    -0.076973     4.864896
50965.00    -0.122405    -0.081770     6.118809
50965.25     0.025133    -0.182222     5.307134
50965.50     0.054733    -0.077518     4.987226
50965.75     0.052255     0.076643     5.172898
50966.00     0.035628     0.292880     6.611069
50966.25     0.016009     0.270514     6.695854
50966.50    -0.062445     0.214867     7.376976
50966.75    -0.083798    -0.023664     7.340908
50967.00     0.081655    -0.093397     7.021727
50967.25     0.162906    -0.157645     5.292703
50967.50     0.111232    -0.100503     4.789732
50967.75     0.200237    -0.131995     4.489746
50968.00     0.224312    -0.007669     4.955796
50968.25     0.212862    -0.065826     4.487896
50968.50     0.215392    -0.033929     4.213539
50968.75     0.232748    -0.075418     4.183212
50969.00     0.275267    -0.031985     4.652876
50969.25     0.340280    -0.122601     4.576659
50969.50     0.410966    -0.153921     4.462923
50969.75     0.470695    -0.347792     3.587344
50970.00     0.413015    -0.356694     2.802930
50970.25     0.343096    -0.515200     1.720312
50970.50     0.283201    -0.522771     0.988998
50970.75     0.267111    -0.534616    -0.007054
50971.00     0.178493    -0.375316     0.169156
50971.25     0.091983    -0.383032    -0.382472
50971.50     0.046168    -0.325925    -1.018793
50971.75    -0.030668    -0.253995    -1.591317
50972.00    -0.009049    -0.012610    -0.833421
50972.25     0.006077    -0.007609    -1.206901
50972.50     0.006219     0.089391    -1.588967
50972.75    -0.016713     0.153705    -2.080157
50973.00     0.014062     0.417447    -1.051480
50973.25    -0.018522     0.456343    -1.221327
50973.50    -0.018528     0.532069    -0.431399
50973.75    -0.121087     0.499398     0.020683
50974.00    -0.098472     0.485861     1.273205
50974.25    -0.132284     0.374891     1.309203
50974.50    -0.097285     0.351942     1.271963
50974.75    -0.116283     0.394818     1.261518
50975.00    -0.100395     0.546497     2.253334
50975.25    -0.083372     0.536303     2.010911
50975.50    -0.095748     0.650590     2.590745
50975.75    -0.195481     0.707534     2.364422
50976.00    -0.262231     0.813434     4.339016
50976.25    -0.398313     0.506720     4.653044
50976.50    -0.412923     0.374155     4.660216
50976.75    -0.392793     0.288619     4.256235
50977.00    -0.362878     0.297016     5.350372
50977.25    -0.360707     0.053251     5.075264
50977.50    -0.330943    -0.105471     5.487535
50977.75    -0.204552    -0.145678     5.072221
50978.00    -0.116435     0.048799     5.666216
50978.25    -0.038503     0.096693     5.717078
50978.50    -0.020600     0.216074     6.327716
50978.75     0.066868     0.364425     6.969021
50979.00     0.127610     0.473694     8.592340
50979.25     0.074155     0.331867     9.224497
50979.50     0.061258     0.290678     9.543620
50979.75     0.008288     0.216373     8.640663
50980.00    -0.013614     0.304540     8.519766
50980.25    -0.037789     0.256202     7.448529
50980.50    -0.008004     0.325096     6.795314
50980.75     0.009423     0.244374     5.875187
50981.00     0.085888     0.227231     5.092383
50981.25     0.126831     0.100099     3.407982
50981.50     0.146346     0.096695     2.087652
50981.75     0.205405     0.078324     0.936119
50982.00     0.201850     0.221495     1.234415
50982.25     0.189354     0.133991     1.023194
50982.50     0.184813     0.184700     0.890674
50982.75     0.105082     0.204261     1.023402
50983.00     0.108997     0.348493     2.370477
50983.25    -0.008114     0.247271     2.879695
50983.50    -0.044286     0.213455     2.966738
50983.75    -0.082648     0.145854     2.723454
50984.00    -0.055957     0.210347     3.486145
50984.25    -0.028265     0.190600     3.298821
50984.50    -0.025385     0.259925     2.817053
50984.75    -0.061441     0.298423     2.543627
50985.00    -0.006585     0.377332     3.392856
50985.25    -0.016501     0.280373     2.577647
50985.50    -0.031196     0.292242     2.640850
50985.75    -0.037322     0.181516     1.643555
50986.00    -0.040438     0.189565     2.091789
50986.25    -0.044167     0.077796     0.854790
50986.50    -0.090899     0.047467     0.272599
50986.75    -0.114594     0.034488    -0.415608
50987.00    -0.171101     0.156676     0.798052
50987.25    -0.187228     0.126671     0.456444
50987.50    -0.182150     0.128882     0.170692
50987.75    -0.123083     0.157143     0.003854
50988.00    -0.120600     0.319730     1.012480
50988.25    -0.078442     0.319696     0.565918
50988.50    -0.091515     0.403031     0.312627
50988.75    -0.124546     0.435370     0.172827
50989.00    -0.154211     0.573313     1.464226
50989.25    -0.172774     0.450315     0.880759
50989.50    -0.196710     0.459866     0.815034
50989.75    -0.215702     0.402819     0.584216
50990.00    -0.228920     0.459579     1.914458
50990.25    -0.238888     0.293144     1.775073
50990.50    -0.250632     0.222579     2.092870
50990.75    -0.194575     0.210642     2.261034
50991.00    -0.172281     0.288603     3.194015
50991.25    -0.120191     0.186083     3.165720
50991.50    -0.080581     0.177120     2.745673
50991.75    -0.037960     0.259847     2.602458
50992.00     0.022594     0.318730     3.221846
50992.25     0.033185     0.230583     2.496300
50992.50     0.026707     0.233020     1.749471
50992.75    -0.002322     0.182859     1.424565
50993.00    -0.015201     0.200270     1.919189
50993.25    -0.102868     0.104095     1.667900
50993.50    -0.120183     0.013171     1.602617
50993.75    -0.159150     0.034655     1.978997
50994.00    -0.129148     0.088847     3.963169
50994.25    -0.189483    -0.107778     4.745402
50994.50    -0.141914    -0.264557     4.975599
50994.75     0.004318    -0.376650     4.616292
50995.00     0.117254    -0.277720     4.559283
50995.25     0.123650    -0.373211     3.475676
50995.50     0.193911    -0.375225     2.477568
50995.75     0.210016    -0.323194     1.495358
50996.00     0.231284    -0.107512     1.836971
50996.25     0.181134    -0.165622     0.698472
50996.50     0.200326    -0.109889    -0.268480
50996.75     0.191065    -0.056836    -0.762555
50997.00     0.189603     0.060204    -0.380991
50997.25     0.164087     0.011254    -0.818626
50997.50     0.127694     0.048282    -1.040816
50997.75     0.131035     0.040765    -1.136909
50998.00     0.143582     0.130511     0.038892
50998.25     0.135274     0.086748     0.303910
50998.50     0.181811     0.021382     0.473387
50998.75     0.251056    -0.079630     0.454264
50999.00     0.359440    -0.015932     0.650369
50999.25     0.394292    -0.049770    -0.250847
50999.50     0.431518    -0.005185    -0.907024
50999.75     0.409979     0.036155    -1.282360
51000.00     0.384223     0.192222    -0.460848
51000.25     0.311731     0.187723    -0.680335
51000.50     0.276808     0.179500    -0.925590
51000.75     0.238034     0.159825    -0.907036
51001.00     0.239202     0.234048     0.050326
51001.25     0.178880     0.173003    -0.189868
51001.50     0.164450     0.181816    -0.035453
51001.75     0.171633     0.132122    -0.185629
51002.00     0.177322     0.213744     1.374769
51002.25     0.146045     0.060714     1.128673
51002.50     0.172289    -0.063959     1.166425
51002.75     0.207383    -0.117304     0.587465
51003.00     0.228738    -0.051328     1.535879
51003.25     0.221732    -0.133150     0.968519
51003.50     0.228164    -0.168434     0.824794
51003.75     0.230336    -0.170034     0.367044
51004.00     0.221110    -0.107284     1.792353
51004.25     0.253392    -0.182301     0.961774
51004.50     0.308490    -0.169712     0.656294
51004.75     0.324089    -0.148287     0.044644
51005.00     0.336239    -0.016150     1.196348
51005.25     0.341469    -0.027081     0.213676
51005.50     0.323969    -0.007998     0.011147
51005.75     0.272632     0.005772     0.057905
51006.00     0.205265     0.122188     1.146207
51006.25     0.152552     0.138018     0.834178
51006.50     0.085531     0.195537     0.975933
51006.75     0.029139     0.178417     1.080495
51007.00    -0.049793     0.318677     2.377549
51007.25    -0.117486     0.286112     2.078917
51007.50    -0.166698     0.295392     1.772203
51007.75    -0.181632     0.277251     1.620728
51008.00    -0.164273     0.363481     2.366236
51008.25    -0.136366     0.250613     1.758027
51008.50    -0.072314     0.243985     1.066813
51008.75    -0.016344     0.193552     0.437396
51009.00     0.095510     0.255125     1.162079
51009.25     0.158057     0.136527     1.055299
51009.50     0.221445     0.042706     0.420659
51009.75     0.237071    -0.020046     0.108931
51010.00     0.279344    -0.025239     0.825043
51010.25     0.244645    -0.140963     0.466938
51010.50     0.273247    -0.241218     0.085987
51010.75     0.217724    -0.317555     0.189373
51011.00     0.194045    -0.195074     1.056465
51011.25     0.143599    -0.274562     1.030937
51011.50     0.093298    -0.284535     0.845237
51011.75     0.055730    -0.250471     0.754910
51012.00     0.048364    -0.093160     1.782959
51012.25    -0.035967    -0.075359     1.580216
51012.50    -0.090854    -0.005338     1.487539
51012.75    -0.102297     0.036413     1.433654
51013.00    -0.124060     0.159880     2.198151
51013.25    -0.183588     0.166650     2.290387
51013.50    -0.205396     0.164729     1.950197
51013.75    -0.255478     0.176061     1.775503
51014.00    -0.224646     0.118491     2.732644
51014.25    -0.236761     0.005069     2.045333
51014.50    -0.146151    -0.002718     1.453156
51014.75    -0.115232    -0.006344     0.781055
51015.00    -0.059896     0.141325     1.834475
51015.25    -0.128970     0.111599     1.339139
51015.50    -0.195026     0.016258     1.177721
51015.75    -0.153898    -0.031544     0.378906
51016.00    -0.137361    -0.054604     1.406433
51016.25    -0.117209    -0.143187     0.771074
51016.50    -0.109992    -0.209972     0.453309
51016.75    -0.098013    -0.174679     0.327807
51017.00    -0.069500    -0.088447     1.755505
51017.25    -0.108756    -0.158117     1.590848
51017.50    -0.125447    -0.227142     1.553516
51017.75    -0.082905    -0.298257     1.144201
51018.00    -0.006624    -0.190840     1.675300
51018.25     0.018413    -0.231704     0.616872
51018.50     0.057506    -0.215315     0.096831
51018.75     0.089933    -0.228031    -0.694091
51019.00     0.143032    -0.086633     0.050781
51019.25     0.120942    -0.170285    -0.948693
51019.50     0.151647    -0.150938    -1.459341
51019.75     0.134496    -0.176955    -1.671803
51020.00     0.194271    -0.103161    -0.892424
51020.25     0.140482    -0.149368    -1.518471
51020.50     0.118173    -0.099888    -1.523977
51020.75     0.016809    -0.112850    -1.334103
51021.00    -0.035307     0.004774     0.282620
51021.25    -0.169113    -0.029796     0.253305
51021.50    -0.207045    -0.061175     0.808100
51021.75    -0.285116    -0.152362     0.765807
51022.00    -0.252299    -0.041159     2.132087
51022.25    -0.319779    -0.101760     1.691729
51022.50    -0.330536    -0.122556     1.544383
51022.75    -0.356531    -0.146641     1.423920
51023.00    -0.277936    -0.076879     2.732015
51023.25    -0.264615    -0.194086     2.427743
51023.50    -0.165593    -0.224097     2.058988
51023.75    -0.057276    -0.233266     1.576563
51024.00     0.072694    -0.069901     2.235190
51024.25     0.135856    -0.096886     1.650744
51024.50     0.192238    -0.092513     1.187154
51024.75     0.272086    -0.161398     0.985563
51025.00     0.375117    -0.133964     1.182741
51025.25     0.449850    -0.239005     0.245365
51025.50     0.496099    -0.270863    -0.832102
51025.75     0.505988    -0.265762    -2.109114
51026.00     0.510544    -0.124520    -1.836865
51026.25     0.515432    -0.163155    -2.993339
51026.50     0.540875    -0.167646    -3.933071
51026.75     0.548401    -0.195879    -4.145833
51027.00     0.502055    -0.081071    -2.991997
51027.25     0.514691    -0.134434    -3.117543
51027.50     0.487030    -0.135823    -3.100465
51027.75     0.479848    -0.113203    -2.644397
51028.00     0.494323    -0.026169    -1.340119
51028.25     0.475254    -0.078146    -1.603644
51028.50     0.456211    -0.062735    -1.866675
51028.75     0.459497    -0.046250    -2.062623
51029.00     0.482749     0.030107    -1.058827
51029.25     0.416820    -0.024479    -1.700764
51029.50     0.422978    -0.056099    -1.852184
51029.75     0.440029    -0.113254    -2.682070
51030.00     0.484363    -0.027720    -1.494920
51030.25     0.440236    -0.030960    -1.739782
51030.50     0.383864    -0.057578    -2.161755
51030.75     0.448020    -0.045540    -2.703493
51031.00     0.445019     0.073137    -1.212213
51031.25     0.318337     0.080825    -1.138123
51031.50     0.265656     0.154531    -0.887393
51031.75     0.233108     0.138221    -1.166878
51032.00     0.226089     0.262264     0.083471
51032.25     0.160933     0.272033    -0.603488
51032.50     0.161013     0.328006    -0.576616
51032.75     0.157240     0.320537    -1.113457
51033.00     0.186672     0.393800    -0.558597
51033.25     0.158620     0.338556    -1.595549
51033.50     0.161986     0.285907    -2.121911
51033.75     0.156146     0.207938    -2.541700
51034.00     0.171052     0.247932    -1.228273
51034.25     0.135018     0.121984    -1.679994
51034.50     0.098266     0.024675    -2.007345
51034.75     0.103428    -0.075320    -1.832444
51035.00     0.041872    -0.042078    -0.206608
51035.25     0.034878    -0.183485    -0.074787
51035.50     0.010318    -0.217977     0.505428
51035.75     0.060127    -0.246563     0.871280
51036.00     0.138328    -0.199452     1.840509
51036.25     0.199298    -0.290259     1.405958
51036.50     0.323531    -0.274073     0.980700
51036.75     0.360738    -0.284021     0.180395
51037.00     0.446847    -0.159746     0.612728
51037.25     0.531101    -0.192716    -0.733687
51037.50     0.540192    -0.200032    -1.452066
51037.75     0.557703    -0.192995    -2.294775
51038.00     0.562167    -0.102594    -1.367091
51038.25     0.543134    -0.153223    -1.844770
51038.50     0.497547    -0.180434    -1.906763
51038.75     0.397256    -0.156991    -1.420203
51039.00     0.331465    -0.050295     0.187358
51039.25     0.220442    -0.091127     0.060579
51039.50     0.131100    -0.082097     0.628472
51039.75     0.021276    -0.035440     1.150864
