station name,"latitude, degree","latitude, minutes","longitude, degree","longitude, minutes","elevation, feet","observed gravity, mGal","free-air anomaly, mGal","simple bouguer anomaly, mGal",inner terrain correction,"total terrain correction, mGal",D=590 m for inner terrain correction,"complete bouguer anomaly, mGal","isostatic anomaly, mGal"
06jt366,33,53.31,116,6.63,4511.5,979277.03,62.11,-91.76,0.56,6.21,D,-86.9,-19.29
06jt367,33,53.35,116,6.79,4614.3,979270.23,64.92,-92.46,0.31,6.43,D,-87.39,-19.73
06jt368,33,53.73,116,5.83,3974.9,979309.99,44.03,-91.54,1.19,5.6,D,-87.19,-19.22
06jt369,33,53.94,116,5.35,3721,979325.44,35.32,-91.59,0.61,4.51,D,-88.28,-20.15
06jt370,33,54.11,116,4.81,3569.1,979333.96,29.32,-92.41,0.52,3.88,D,-89.7,-21.5
06jt371,33,54.09,116,4.48,3570.9,979335.13,30.69,-91.1,0.17,3.32,D,-88.96,-20.85
06jt372,33,54.03,116,4.17,3541.4,979336.64,29.51,-91.28,0.11,3.19,D,-89.25,-21.26
06jt373,33,54.26,116,4.15,3454.5,979339.29,23.67,-94.15,0.07,2.91,D,-92.39,-24.19
06jt374,33,54.47,116,4.12,3389.8,979339.94,17.94,-97.67,0.06,2.77,D,-96.04,-27.65
06jt375,33,54.69,116,4.09,3343.5,979340.6,13.94,-100.09,0.05,2.69,D,-98.52,-29.94
06jt376,33,55.11,116,4.04,3294.7,979341.69,9.85,-102.51,0.03,2.8,D,-100.83,-31.92
06jt377,33,55.27,116,4.01,3288.7,979343.24,10.62,-101.55,0.03,2.98,D,-99.67,-30.65
06jt378,33,55.44,116,3.99,3281.5,979346.05,12.51,-99.41,0.23,3.55,D,-96.96,-27.81
06jt379,33,55.58,116,3.99,3322.4,979347.46,17.57,-95.74,1.88,5.3,D,-91.56,-22.32
06jt380,33,54.26,116,5.01,3549.8,979334.1,27.44,-93.63,0.12,3.39,D,-91.41,-23.02
06jt381,33,54.47,116,4.94,3474.3,979334.59,20.53,-97.96,0.06,3.09,D,-96.02,-27.46
06jt382,33,54.68,116,4.88,3405.8,979336.36,15.57,-100.59,0.05,2.97,D,-98.75,-30
06jt383,33,54.88,116,4.81,3365.9,979337.65,12.83,-101.97,0.05,2.91,D,-100.19,-31.29
06jt384,33,55.49,116,4.61,3443.3,979336.5,18.11,-99.33,0.07,2.78,D,-97.69,-28.35
06jt385,33,55.3,116,4.66,3409.1,979335.88,14.54,-101.74,0.04,2.73,D,-100.14,-30.93
06jt386,33,55.09,116,4.73,3383.1,979336.46,12.96,-102.42,0.04,2.77,D,-100.78,-31.72
06jt387,33,55.92,116,4.56,3599.5,979334.09,29.78,-92.98,0.12,2.83,D,-91.33,-21.72
06jt388,33,56.13,116,4.58,3697.1,979328.93,33.51,-92.59,0.15,2.83,D,-90.95,-21.21
pb0813,33,58.83,116,0.78,3745,979333.78,39.09,-88.63,0.05,2.35,D,-87.49,-17.68
06jt389,33,54.97,115,52.79,1774.6,979445.26,-29.33,-89.85,0.01,1.59,D,-88.94,-24.14
06jt390,33,55.18,115,52.8,1768,979447.45,-28.05,-88.35,0.01,1.57,D,-87.46,-22.56
06jt391,33,55.4,115,52.82,1769.2,979449.17,-26.52,-86.86,0.01,1.55,D,-86,-20.99
06jt392,33,55.62,115,52.83,1776.5,979450.93,-24.38,-84.97,0.01,1.54,D,-84.12,-19.02
06jt393,33,55.84,115,52.85,1781.8,979452.57,-22.55,-83.32,0.01,1.56,D,-82.45,-17.26
06jt394,33,56.05,115,52.85,1781.4,979454.4,-21.05,-81.81,0.01,1.64,D,-80.85,-15.57
06jt395,33,56.27,115,52.86,1783.4,979456.24,-19.33,-80.16,0.02,1.81,D,-79.03,-13.66
06jt396,33,56.47,115,52.86,1782.1,979458.29,-17.68,-78.46,0.32,2.28,D,-76.87,-11.43
06jt397,33,56.54,115,52.9,1833,979455.62,-15.66,-78.18,0.83,2.65,D,-76.23,-10.76
06jt398,33,56.35,115,53.42,1861.1,979451.73,-16.65,-80.12,0.31,2.21,D,-78.62,-12.96
06jt399,33,56.42,115,53.97,1993.2,979442.46,-13.59,-81.57,0.53,2.28,D,-80.05,-14.11
06jt400,33,56.22,115,54.09,1956.2,979442.29,-16.96,-83.68,0.03,1.84,D,-82.58,-16.65
06jt401,33,56.02,115,54.16,1934.7,979442.55,-18.44,-84.43,0.03,1.83,D,-83.34,-17.45
06jt402,33,55.8,115,54.2,1933.3,979441.32,-19.5,-85.44,0.01,1.74,D,-84.43,-18.62
06jt403,33,55.58,115,54.16,1921,979440.64,-21.03,-86.55,0.02,1.73,D,-85.54,-19.83
06jt404,33,55.37,115,54.13,1909.3,979439.96,-22.52,-87.63,0.02,1.76,D,-86.6,-21
06jt405,33,55.11,115,54.1,1892.4,979439.21,-24.49,-89.04,0.01,1.85,D,-87.91,-22.43
06jt406,33,54.92,115,54.09,1877.3,979439.1,-25.76,-89.79,0.01,1.97,D,-88.54,-23.15
06jt407,33,54.7,115,54.07,1858.9,979438.88,-27.4,-90.8,0.01,2.17,D,-89.35,-24.08
06jt408,33,54.48,115,54.04,1843.8,979438.71,-28.68,-91.57,0.02,2.47,D,-89.81,-24.65
06jt409,33,54.27,115,53.99,1837.4,979439.91,-27.79,-90.46,0.02,2.84,D,-88.32,-23.3
06jt410,33,54.11,115,53.96,1840.5,979441.43,-25.76,-88.53,0.2,3.41,D,-85.82,-20.89
06jt411,33,53.96,115,53.91,1943.2,979436.62,-20.7,-86.98,0.6,3.65,D,-84.06,-19.25
06jt412,33,54.11,115,53.72,1830.4,979442.3,-25.84,-88.27,0.07,2.88,D,-86.09,-21.26
06jt413,33,54.27,115,53.55,1826.2,979440.17,-28.59,-90.87,0.01,2.31,D,-89.26,-24.42
06jt414,33,54.43,115,53.38,1819.6,979440.07,-29.53,-91.59,0.01,2.02,D,-90.27,-25.43
06jt415,33,54.59,115,53.2,1803.7,979441.15,-30.17,-91.69,0.02,1.85,D,-90.53,-25.71
06jt416,33,54.74,115,53.01,1793.7,979442.68,-29.79,-90.97,0.01,1.71,D,-89.95,-25.14
06jt420,34,1.3,116,0.59,3632.4,979349.5,40.78,-83.11,0.16,2.52,D,-81.77,-11.2
06jt421,34,4.81,116,1.82,2796.2,979403.95,11.7,-83.67,0.05,2.39,D,-82.27,-10.21
06jt422,34,7.15,115,59.1,2127.4,979446.95,-11.47,-84.03,0.06,1.41,D,-83.42,-12.84
06jt423,34,9.06,115,58.98,1838.8,979465.6,-22.63,-85.35,0.01,0.75,D,-85.3,-14.81
06jt424,34,9.92,115,58.98,1771.5,979474.43,-21.34,-81.76,0,0.61,D,-81.83,-11.38
06jt425,34,10.36,115,58.99,1752.2,979479.33,-18.87,-78.63,0,0.57,D,-78.74,-8.3
06jt426,34,10.81,115,58.44,1719.6,979481.58,-20.31,-78.96,0,0.53,D,-79.1,-9.02
06jt427,34,11.66,115,58.44,1695.7,979486.42,-18.91,-76.74,0.01,0.55,D,-76.86,-6.83
06jt428,34,12.19,115,57.91,1791.2,979479.02,-18.07,-79.16,0.1,0.54,D,-79.31,-9.66
06jt429,34,11.66,115,57.92,1659.7,979486.05,-22.67,-79.27,0.02,0.59,D,-79.32,-9.62
06jt430,34,11.24,115,57.21,1669.4,979480.82,-26.4,-83.33,0.02,0.5,D,-83.49,-14.22
06jt431,34,11.25,115,56.6,1604.2,979482.71,-30.65,-85.37,0.01,0.48,D,-85.51,-16.62
06jt432,34,11.24,115,55.83,1585.2,979483.69,-31.45,-85.51,0.02,0.45,D,-85.68,-17.26
06jt433,34,11.9,115,55.82,1583,979485.25,-31.02,-85.01,0.02,0.5,D,-85.12,-16.74
06jt434,34,12.01,115,56.39,1647.7,979483.12,-27.22,-83.41,0.01,0.47,D,-83.58,-14.86
06jt435,34,11.76,115,55.31,1581.7,979488.29,-27.9,-81.85,0.05,0.48,D,-81.99,-13.92
06jt436,34,12.32,115,54.78,1530.2,979493.02,-28.8,-80.99,0.01,0.47,D,-81.12,-13.42
06jt437,34,11.64,115,53.76,1497,979490.12,-33.87,-84.93,0,0.41,D,-85.11,-18
06jt438,34,11.66,115,52.71,1444.5,979492.36,-36.6,-85.86,0,0.41,D,-86.02,-19.53
06jt439,34,11.56,115,51.69,1393.1,979493.32,-40.33,-87.84,0,0.43,D,-87.97,-22.1
06jt440,34,11.57,115,50.53,1351.3,979495.83,-41.77,-87.85,0,0.48,D,-87.92,-22.72
06jt441,34,11.56,115,49.6,1324.3,979498.45,-41.67,-86.84,0.02,0.55,D,-86.82,-22.17
06jt442,34,11.02,115,49.62,1328.1,979495.91,-43.1,-88.39,0.01,0.46,D,-88.47,-23.78
06jt443,34,10.9,115,48.97,1299.4,979496.94,-44.6,-88.92,0.01,0.48,D,-88.96,-24.65
06jt444,34,10.36,115,48.97,1312.9,979494.56,-44.95,-89.73,0.01,0.41,D,-89.84,-25.53
06jt445,34,9.75,115,48.96,1296.5,979493.72,-46.48,-90.7,0,0.39,D,-90.83,-26.5
06jt446,34,9.26,115,49.51,1295.4,979494.33,-45.29,-89.47,0,0.39,D,-89.6,-24.92
06jt447,34,9.1,115,47.48,1247.3,979494.88,-49.04,-91.58,0,0.39,D,-91.69,-28.16
06jt448,34,9.37,115,47.91,1258.7,979494.86,-48.37,-91.29,0,0.4,D,-91.4,-27.64
06jt449,34,9.92,115,48.19,1264.1,979495.39,-48.1,-91.21,0.01,0.43,D,-91.29,-27.39
06jt450,34,11.22,115,47.4,1280.3,979499.29,-44.49,-88.16,0.02,0.62,D,-88.06,-24.63
06jt451,34,10.83,115,47.4,1265.2,979497.79,-46.87,-90.02,0.01,0.53,D,-89.99,-26.55
06jt452,34,10.46,115,47.4,1258.1,979496.24,-48.57,-91.48,0.01,0.48,D,-91.5,-28.06
06jt453,34,9.94,115,47.4,1255.1,979495.14,-49.22,-92.03,0,0.43,D,-92.11,-28.66
06jt454,34,9.4,115,46.35,1221.2,979492.73,-54.06,-95.71,0,0.42,D,-95.78,-32.88
06jt455,34,8.99,115,46.35,1213.4,979492.46,-54.49,-95.88,0.01,0.42,D,-95.95,-33.04
06jt456,34,8.5,115,46.35,1205.4,979492.19,-54.83,-95.94,0.04,0.45,D,-95.98,-33.06
06jt457,34,8.02,115,46.35,1231.6,979490.38,-53.51,-95.51,0.01,0.41,D,-95.6,-32.67
06jt458,34,7.72,115,46.34,1269.3,979488.84,-51.08,-94.37,0.02,0.4,D,-94.48,-31.55
06jt459,34,6.85,115,46.34,1362,979487.71,-42.27,-88.73,0.02,0.44,D,-88.83,-25.91
06jt460,34,6.44,115,46.34,1411.2,979487.99,-36.79,-84.92,0.01,0.46,D,-85.02,-22.1
06jt461,34,7.03,115,48.74,1277.1,979492.29,-45.93,-89.49,0,0.52,D,-89.48,-25.2
06jt462,34,7.7,115,50.04,1293.9,979495.04,-42.54,-86.67,0.02,0.53,D,-86.66,-21.61
06jt463,34,6.97,115,50.04,1313.3,979493.17,-41.56,-86.35,0.01,0.61,D,-86.27,-21.22
06jt464,34,8.2,115,52.68,1454.9,979482.58,-40.56,-90.18,0.01,0.61,D,-90.14,-23.53
06jt465,34,9.06,115,52.68,1460.6,979486.54,-37.26,-87.08,0,0.49,D,-87.16,-20.58
06jt466,34,9.06,115,51.54,1384.6,979490.94,-40.01,-87.23,0.02,0.47,D,-87.31,-21.42
06jt467,34,9.06,115,53.74,1529.4,979479.33,-38,-90.16,0.01,0.53,D,-90.23,-23.01
06jt468,34,9.07,115,54.77,1628.3,979473.24,-34.8,-90.34,0.01,0.54,D,-90.43,-22.58
07jt001,34,7.95,116,0.83,1960.8,979454.28,-20.93,-87.8,0.03,1.18,D,-87.36,-15.67
07jt002,34,7.74,115,58.6,2008.7,979452.84,-17.57,-86.08,0.02,1.05,D,-85.79,-15.52
07jt003,34,8.62,115,58.45,1907.1,979460.82,-20.37,-85.42,0.02,0.79,D,-85.35,-15.19
07jt004,34,9.05,115,58.45,1827.6,979466.83,-22.44,-84.77,0.03,0.73,D,-84.74,-14.58
07jt005,34,9.06,115,57.93,1821.4,979466.17,-23.7,-85.82,0.02,0.68,D,-85.84,-16.02
07jt006,34,9.5,115,57.93,1770,979470.34,-24.98,-85.35,0.02,0.63,D,-85.4,-15.6
07jt007,34,10.36,115,57.92,1706,979477.39,-25.15,-83.34,0.01,0.56,D,-83.44,-13.69
07jt008,34,10.79,115,57.92,1703.6,979479.86,-23.51,-81.61,0.01,0.52,D,-81.75,-12.01
07jt009,34,10.8,115,57.36,1664.7,979480.06,-26.98,-83.76,0.01,0.52,D,-83.88,-14.5
07jt010,34,10.37,115,56.88,1683.8,979475.97,-28.67,-86.1,0.01,0.5,D,-86.25,-17.15
07jt011,34,10.81,115,56.87,1645.9,979480.01,-28.81,-84.95,0.01,0.49,D,-85.1,-16.02
07jt012,34,10.81,115,56.35,1609.4,979481.47,-30.79,-85.68,0.02,0.49,D,-85.82,-17.06
07jt013,34,10.81,115,55.83,1589.2,979481.9,-32.26,-86.46,0.01,0.45,D,-86.62,-18.18
07jt014,34,10.7,115,55.31,1583.7,979482.72,-31.8,-85.81,0.02,0.45,D,-85.98,-17.86
07jt015,34,11.18,115,55.31,1551.3,979486.08,-32.16,-85.07,0.03,0.47,D,-85.21,-17.12
07jt016,34,10.38,115,55.38,1601,979479.52,-32.93,-87.53,0.01,0.45,D,-87.7,-19.53
07jt017,34,10.38,115,55.82,1601.8,979479.45,-32.92,-87.55,0.02,0.49,D,-87.69,-19.24
07jt018,34,9.56,115,55.84,1690,979472.74,-30.19,-87.83,0.02,0.55,D,-87.93,-19.45
07jt019,34,10.36,115,54.78,1567.6,979481.41,-34.15,-87.61,0.02,0.46,D,-87.77,-19.99
07jt020,34,10.76,115,54.78,1536,979485.37,-33.72,-86.11,0.02,0.47,D,-86.24,-18.46
07jt021,34,10.8,115,54.25,1510.5,979487.17,-34.37,-85.89,0.01,0.46,D,-86.03,-18.58
07jt022,34,10.8,115,53.74,1489.5,979488.28,-35.24,-86.04,0.01,0.45,D,-86.18,-19.04
07jt023,34,10.79,115,53.22,1460.3,979489.93,-36.32,-86.13,0.01,0.44,D,-86.27,-19.44
07jt024,34,11.22,115,53.21,1467.6,979490.05,-36.12,-86.17,0.01,0.42,D,-86.33,-19.52
07jt025,34,11.23,115,52.41,1427.4,979491.42,-38.54,-87.23,0.01,0.42,D,-87.37,-21.04
07jt026,34,10.74,115,52.4,1426.8,979490.06,-39.27,-87.94,0.01,0.42,D,-88.08,-21.74
07jt027,34,10.36,115,52.41,1413.6,979489.97,-40.07,-88.29,0.02,0.45,D,-88.4,-22.05
07jt028,34,9.46,115,52.69,1439.5,979488.51,-37.84,-86.93,0.01,0.48,D,-87.02,-20.45
07jt029,34,9.92,115,52.69,1426.7,979489.78,-38.41,-87.07,0.01,0.47,D,-87.17,-20.63
07jt030,34,10.48,115,51.6,1397,979491.06,-40.71,-88.36,0.01,0.41,D,-88.5,-22.65
07jt031,34,9.94,115,51.62,1375.2,979491.76,-41.31,-88.21,0.01,0.44,D,-88.32,-22.44
07jt032,34,10.88,115,50.54,1355.9,979493.09,-43.11,-89.35,0.01,0.42,D,-89.47,-24.25
07jt033,34,10.46,115,46.75,1248.5,979495.13,-50.58,-93.16,0.01,0.5,D,-93.16,-30.07
07jt034,34,11.01,115,46.74,1260.7,979497.66,-47.67,-90.67,0.03,0.62,D,-90.56,-27.49
07jt035,34,11.55,115,46.74,1308.6,979499.34,-42.24,-86.88,0.01,0.71,D,-86.68,-23.63
07jt036,34,11.55,115,46.05,1310.2,979498.51,-42.92,-87.61,0.01,0.76,D,-87.37,-24.69
07jt037,34,11.55,115,45.35,1332.4,979498.3,-41.05,-86.49,0.02,0.83,D,-86.19,-23.9
07jt038,34,11.55,115,44.59,1384.5,979495.87,-38.58,-85.8,0.02,0.93,D,-85.42,-23.52
07jt039,34,11.58,115,43.89,1485.6,979490.62,-34.36,-85.03,0.07,1.09,D,-84.53,-22.99
07jt040,34,11.62,115,43.35,1603.2,979484.86,-29.11,-83.79,0.05,1.12,D,-83.3,-22.05
07jt041,34,12.77,115,43.15,1968.5,979465.99,-15.24,-82.38,0.07,1.81,D,-81.32,-20.25
07jt042,34,11.34,115,42.98,1564.1,979486.16,-31.1,-84.45,0.05,1.1,D,-83.96,-22.89
07jt043,34,11.22,115,42.57,1557.9,979485.46,-32.21,-85.35,0.04,1.19,D,-84.77,-23.9
07jt044,34,10.9,115,42.78,1470.3,979491.38,-34.09,-84.23,0.04,0.97,D,-83.84,-22.85
07jt045,34,10.4,115,42.54,1378.2,979495.83,-37.6,-84.6,0.04,0.87,D,-84.28,-23.4
07jt046,34,10.13,115,42.41,1333.2,979497.38,-39.9,-85.37,0.04,0.82,D,-85.08,-24.25
07jt047,34,9.81,115,42.27,1284.4,979497.45,-43.97,-87.78,0.04,0.77,D,-87.53,-26.75
07jt048,34,9.18,115,41.76,1209.8,979494.98,-52.58,-93.84,0.02,0.67,D,-93.66,-33.12
07jt049,34,9.4,115,42.07,1227.4,979496.14,-50.07,-91.93,0.02,0.68,D,-91.75,-31.06
07jt050,34,9.46,115,42.53,1217.7,979496.96,-50.25,-91.78,0.03,0.66,D,-91.61,-30.7
07jt051,34,9.93,115,43.59,1233.5,979496.46,-49.92,-91.99,0.02,0.63,D,-91.86,-30.43
07jt052,34,10.13,115,44.15,1239,979496.89,-49.25,-91.51,0.02,0.6,D,-91.4,-29.7
07jt053,34,10.85,115,43.76,1387.6,979492.94,-40.23,-87.56,0.04,0.8,D,-87.31,-25.82
07jt054,34,11.23,115,43.56,1489.6,979488.69,-35.42,-86.23,0.06,0.96,D,-85.86,-24.48
07jt055,34,9.94,115,46.41,1235,979493.32,-52.93,-95.05,0.01,0.46,D,-95.09,-32.18
07jt056,34,5.15,116,0.63,2630.1,979418.76,10.41,-79.29,0.08,2.38,D,-77.85,-6.45
07jt057,34,4.92,116,0.53,2676.2,979416.62,12.93,-78.35,0.26,2.63,D,-76.67,-5.35
07jt058,34,4.65,116,0.42,2737.6,979413.08,15.54,-77.83,0.73,3.07,D,-75.74,-4.51
07jt059,34,4.45,116,0.22,2797,979407.45,15.77,-79.62,0.71,3.01,D,-77.6,-6.52
07jt060,34,3.78,115,59.78,3006.7,979388.63,17.61,-84.94,1.45,3.9,D,-82.08,-11.37
07jt061,34,3.42,115,59.65,3095.9,979383.21,21.08,-84.51,1.68,4.15,D,-81.42,-10.85
07jt062,34,2.98,115,59.69,3223.5,979379.36,29.84,-80.1,0.29,2.5,D,-78.69,-8.19
07jt063,34,2.53,115,59.63,3315.5,979373.78,33.54,-79.54,0.3,2.49,D,-78.17,-7.78
07jt064,34,1.51,115,58.97,3564.8,979359,43.63,-77.95,0.11,2.3,D,-76.82,-7.05
07jt065,34,0.86,115,59.19,3726.8,979346.45,47.22,-79.89,0.13,2.77,D,-78.32,-8.62
07jt066,34,1.11,115,58.59,3557.5,979359.51,44.01,-77.32,0.11,2.36,D,-76.13,-6.67
07jt067,34,0.15,115,58.58,3753.3,979344.39,48.64,-79.37,0.08,2.6,D,-77.98,-8.8
07jt068,33,59.8,115,58.59,3651,979349.16,44.28,-80.24,0.15,2.63,D,-78.8,-9.69
07jt069,34,0.57,115,58.75,3669.8,979349.96,45.77,-79.39,0.16,2.59,D,-77.99,-8.59
07jt070,34,1.35,115,58.1,3463.2,979364.87,40.17,-77.95,0.25,2.37,D,-76.73,-7.48
07jt071,34,1.07,115,56.34,3140.6,979382.54,27.9,-79.22,0.09,2.04,D,-78.25,-9.97
07jt072,33,59.58,115,56.2,2837.7,979399.07,18.02,-78.76,0.48,3.2,D,-76.56,-8.62
07jt073,33,59.31,115,55.87,2733.9,979403.83,13.4,-79.84,2.01,4.81,D,-76,-8.29
07jt074,33,59.97,115,56.14,2920.2,979395.53,21.7,-77.9,0.75,3.07,D,-75.85,-7.87
07jt075,34,0.47,115,56.16,3035.5,979390.06,26.37,-77.16,0.2,2.25,D,-75.95,-7.87
07jt076,34,1.35,115,56.9,3248.7,979374.88,30.01,-80.79,0.04,2.01,D,-79.88,-11.26
07jt077,34,1.36,115,57.41,3337.4,979371.3,34.76,-79.07,0.08,2.13,D,-78.06,-9.16
07jt078,34,1.72,115,57.51,3308.3,979372.24,32.46,-80.38,0.21,2.27,D,-79.22,-10.2
07jt079,34,2.12,115,57.66,3216.3,979376.3,27.31,-82.39,0.14,2.4,D,-81.08,-11.89
07jt080,34,2.48,115,58.09,3149.5,979381.41,25.63,-81.78,0.19,2.6,D,-80.26,-10.74
07jt081,34,2.91,115,58.44,3112.5,979382.34,22.48,-83.67,0.11,2.74,D,-81.99,-12.19
07jt082,34,3.4,115,58.49,3069.1,979385.42,20.8,-83.88,0.39,3.48,D,-81.45,-11.56
07jt083,34,3.84,115,58.55,3025.9,979387.97,18.67,-84.53,0.82,4.12,D,-81.45,-11.48
07jt084,34,4.3,115,58.7,2970.4,979393.72,18.56,-82.75,0.74,3.72,D,-80.06,-9.95
07jt085,34,4.25,115,59.3,3086.3,979386.48,22.29,-82.98,0.31,2.56,D,-81.48,-11.04
07jt086,34,6.43,116,2.15,2308.8,979427.4,-12.95,-91.7,0.05,2.26,D,-90.29,-17.83
07jt087,34,7.3,115,57.94,2007.4,979452.93,-16.98,-85.45,0.04,1.23,D,-84.98,-15.12
07jt088,34,7.77,115,57.92,1959.2,979454.89,-20.22,-87.04,0.02,0.99,D,-86.79,-16.95
07jt089,34,7.79,115,56.15,1791.3,979463.34,-27.58,-88.68,0.02,0.86,D,-88.51,-19.76
07jt090,34,7.81,115,56.75,1848.7,979460.41,-25.14,-88.2,0.02,0.89,D,-88.02,-18.9
07jt091,34,6.94,115,55.17,1908.1,979461.32,-17.43,-82.51,0.06,1,D,-82.23,-14.1
07jt092,34,7.29,115,55.17,1821,979461.66,-25.77,-87.88,0.05,0.92,D,-87.65,-19.51
07jt093,34,7.6,115,55.16,1750.3,979464.58,-29.93,-89.63,0.03,0.85,D,-89.46,-21.32
07jt094,34,7.86,115,55.17,1712.1,979467.32,-31.15,-89.54,0.02,0.78,D,-89.42,-21.28
07jt095,34,8.21,115,55.3,1716.5,979467.46,-31.09,-89.63,0.02,0.71,D,-89.59,-21.38
07jt096,34,8.66,115,55.3,1676.5,979470.63,-32.31,-89.49,0.02,0.63,D,-89.5,-21.31
07jt097,34,8.64,115,55.82,1742.8,979467.32,-29.35,-88.79,0.02,0.66,D,-88.81,-20.29
07jt098,34,9.07,115,55.82,1727,979468.64,-30.12,-89.02,0.02,0.6,D,-89.09,-20.59
07jt099,33,50.19,115,44.64,2366.5,979409.56,-2.7,-83.41,0.23,1.28,D,-83,-24.16
07jt100,33,53.18,115,48.4,1917.5,979434.34,-24.31,-89.71,0.03,1.24,D,-89.2,-27.26
07jt101,33,52.85,115,48.4,1984.3,979427.78,-24.13,-91.81,0.04,1.36,D,-91.2,-29.41
07jt102,33,55.47,115,55.05,2073,979431.44,-15.78,-86.48,0.03,1.84,D,-85.42,-19.38
07jt103,33,55.95,115,57.12,2501,979407.8,0.16,-85.14,0.06,2.03,D,-84.02,-16.91
07jt104,34,0.11,116,1.02,3845.8,979330.78,43.78,-87.38,0.04,2.44,D,-86.17,-15.77
07jt105,34,0.86,116,5.04,4459.7,979293.48,63.15,-88.95,0.07,3.22,D,-87.06,-14.64
07jt106,34,1.41,116,4.61,4438,979297.91,64.77,-86.59,0.05,3.37,D,-84.55,-12.1
07jt107,34,1.25,116,5.43,4414.7,979298.87,63.77,-86.8,0.03,3.15,D,-84.98,-12.21
07jt108,34,1.35,116,6.16,4387,979299.34,61.49,-88.13,0.02,3,D,-86.45,-13.31
07jt109,34,2.11,116,6.42,4473.3,979296.18,65.38,-87.18,0.04,3.44,D,-85.08,-11.55
07jt110,34,1.43,116,6.74,4378.4,979298.21,59.44,-89.89,0.02,2.96,D,-88.25,-14.82
07jt111,34,1.56,116,7.66,4316.1,979298.06,53.25,-93.95,0.17,3.07,D,-92.19,-18.28
07jt112,34,1.49,116,8.47,4258.4,979296.83,46.7,-98.54,0.08,2.95,D,-96.89,-22.66
07jt113,34,1.76,116,9.62,4180,979300.38,42.5,-100.07,0.06,2.62,D,-98.73,-23.88
07jt114,34,2,116,9.97,4145.2,979301.69,40.2,-101.18,0.04,2.56,D,-99.9,-24.77
07jt115,34,6.85,116,1.62,2197.9,979435.39,-15.98,-90.94,0.04,1.75,D,-90.01,-17.86
07jt116,34,6.98,116,1.62,2164.2,979437.42,-17.3,-91.11,0.04,1.69,D,-90.23,-18.07
07jt117,34,7.12,116,1.63,2129.3,979439.1,-19.1,-91.72,0.04,1.64,D,-90.88,-18.71
07jt118,34,8.19,115,53.72,1563.4,979476,-36.92,-90.24,0.02,0.65,D,-90.2,-22.96
07jt119,34,6.95,115,52.66,1551.6,979474.84,-37.45,-90.37,0.03,0.79,D,-90.19,-23.58
07jt120,34,6.06,115,52.65,1624,979473.53,-30.71,-86.1,0.05,0.97,D,-85.76,-19.13
07jt121,34,5.27,115,53.1,1803.5,979470.26,-15.99,-77.5,0.04,1.16,D,-77.03,-10.14
07jt122,34,6.86,115,51.99,1493.1,979478.4,-39.27,-90.19,0.02,0.75,D,-90.03,-23.83
07jt123,34,6.69,115,51.61,1456.2,979481.27,-39.63,-89.3,0.02,0.76,D,-89.11,-23.11
07jt124,34,6.29,115,51.17,1400.6,979485.86,-39.71,-87.48,0.02,0.87,D,-87.17,-21.42
07jt125,34,6.09,115,50.84,1376.8,979487.9,-39.63,-86.59,0.02,0.92,D,-86.21,-20.65
07jt126,34,4.97,115,49.94,1548.6,979484.81,-25,-77.81,0.03,1.08,D,-77.34,-12.34
07jt127,34,5.25,115,50.18,1480.4,979488.42,-28.19,-78.68,0.03,1.12,D,-78.14,-12.99
07jt128,34,5.54,115,50.37,1422.4,979490.57,-31.9,-80.41,0.03,1.08,D,-79.9,-14.62
07jt129,34,5.85,115,50.6,1374.4,979489.89,-37.53,-84.4,0.01,1,D,-83.96,-18.55
07jt130,34,6.93,115,50.89,1370.8,979489.62,-39.65,-86.4,0.02,0.68,D,-86.27,-20.7
07jt131,34,7.97,115,51.35,1368,979491.67,-39.32,-85.97,0.01,0.56,D,-85.96,-20.15
07jt132,34,6.98,115,47.94,1276.7,979491.94,-46.25,-89.79,0.02,0.51,D,-89.8,-25.96
07jt133,34,6.66,115,48.09,1297,979492.12,-43.71,-87.95,0.02,0.55,D,-87.92,-24
07jt134,34,6.38,115,48.22,1334.7,979491.47,-40.42,-85.95,0.02,0.57,D,-85.91,-21.91
07jt135,34,6.11,115,48.36,1359.5,979492.57,-36.61,-82.98,0.02,0.62,D,-82.9,-18.82
07jt136,34,5.87,115,48.45,1391.6,979491.12,-34.71,-82.17,0.03,0.67,D,-82.05,-17.92
07jt137,34,6.41,115,48.98,1324.2,979491.18,-41.74,-86.91,0.02,0.62,D,-86.81,-22.38
07jt138,34,6.49,115,49.61,1321.4,979490.63,-42.67,-87.74,0.02,0.66,D,-87.6,-22.79
07jt139,34,6.41,115,47.63,1353.5,979490.73,-39.44,-85.6,0.03,0.54,D,-85.6,-21.95
07jt140,34,5.54,115,46.54,1514.7,979487.76,-26.03,-77.69,0.02,0.55,D,-77.73,-14.71
07jt141,34,5.53,115,47.7,1443.5,979492,-28.47,-77.71,0.04,0.71,D,-77.57,-13.88
07jt142,34,5.48,115,46.18,1549.6,979486.99,-23.43,-76.29,0.11,0.64,D,-76.26,-13.45
07jt143,34,4.91,115,45.32,1669.9,979481.86,-16.45,-73.41,0.08,0.76,D,-73.3,-10.99
07jt144,34,3.77,115,45.95,1682.5,979481.83,-13.7,-71.09,0.03,0.69,D,-71.05,-8.43
07jt145,34,3.6,115,46.59,1711,979481.25,-11.37,-69.72,0.04,0.68,D,-69.7,-6.72
