-----------------------------------------------
3D SITE DISPLACEMENT DUE TO ATMOSPHERIC LOADING
-----------------------------------------------
METEOROLOGICAL CENTER & DEGREE 1 :    NCEP_CMEA
CMEA : CENTER OF MASS OF THE EARTH + ATMOSPHERE
CME  : CENTER OF MASS OF THE SOLID EARTH  ALONE
SITE COORDINATES ACCORDING TO ITRF2000 SOLUTION
-----------------------------------------------
CREATOR EMAIL : PASCAL.GEGOUT@EOST.U-STRASBG.FR
-----------------------------------------------
CIC1        49718.000    1995     1     1     0
CIC1        52274.750    2001    12    31    18
CIC1     -2433176.853 -4845045.125  3348295.738
50840.50     0.052007     0.565245    -0.519283
50840.75     0.216480     0.859741    -1.138205
50841.00     0.395630     0.719624    -0.107889
50841.25     0.454916     0.588876     0.115519
50841.50     0.858615     0.243648     0.504072
50841.75     0.955270     0.621952    -0.326194
50842.00     0.837426     0.551444     0.961771
50842.25     0.607567     0.618286     1.057259
50842.50     0.700921     0.420005     1.425767
50842.75     0.770184     0.728032     0.873459
50843.00     0.721121     0.644773     1.724520
50843.25     0.455429     0.653678     1.477123
50843.50     0.829600     0.315732     1.642569
50843.75     0.933970     0.696766     0.445783
50844.00     0.768224     0.614991     1.383842
50844.25     0.442181     0.693309     1.216558
50844.50     0.462525     0.436218     1.934416
50844.75     0.475728     0.731781     1.222392
50845.00     0.278587     0.617149     2.221936
50845.25    -0.157135     0.683218     2.019956
50845.50     0.002505     0.403334     2.400859
50845.75     0.149170     0.789307     1.334300
50846.00     0.063879     0.837677     1.744010
50846.25    -0.164973     0.945082     1.193557
50846.50     0.095919     0.651131     1.337904
50846.75     0.118518     0.983493     0.169755
50847.00    -0.036744     0.955247     0.862332
50847.25    -0.543315     1.049860     0.885530
50847.50    -0.482724     0.709187     2.131041
50847.75    -0.710971     0.816166     2.515914
50848.00    -0.806248     0.661316     3.337734
50848.25    -1.201431     0.675959     3.024194
50848.50    -0.805846     0.381732     2.878518
50848.75    -0.708643     0.767357     1.251729
50849.00    -0.590127     0.788722     1.294822
50849.25    -0.661524     0.797336     0.511136
50849.50    -0.239449     0.433852     0.289573
50849.75    -0.029857     0.681350    -1.030182
50850.00    -0.081039     0.632203    -0.447539
50850.25    -0.466665     0.589948    -0.616400
50850.50    -0.263771     0.305637     0.027020
50850.75    -0.160737     0.501357    -0.264243
50851.00    -0.168063     0.390676     0.974510
50851.25    -0.245522     0.305469     0.887987
50851.50     0.228788    -0.001524     1.242734
50851.75     0.463275     0.350873     0.184693
50852.00     0.513112     0.274747     1.045959
50852.25     0.326127     0.371074     0.735197
50852.50     0.700474     0.024552     1.238664
50852.75     0.706867     0.410293     0.296926
50853.00     0.723192     0.365025     1.056249
50853.25     0.444452     0.410563     0.889480
50853.50     0.555299     0.035298     1.271338
50853.75     0.598963     0.311709     0.348769
50854.00     0.421075     0.262024     0.803868
50854.25     0.184145     0.319510     0.215232
50854.50     0.413567     0.114055     0.173987
50854.75     0.609657     0.408941    -0.778079
50855.00     0.451511     0.343702     0.108422
50855.25     0.120926     0.369854    -0.034438
50855.50     0.616921    -0.066331     0.692627
50855.75     0.755855     0.217624    -0.011296
50856.00     0.637362     0.075095     1.102035
50856.25     0.480831     0.167204     0.649724
50856.50     0.662030    -0.013046     1.025065
50856.75     0.798151     0.371387     0.210319
50857.00     0.837853     0.220555     1.539710
50857.25     0.587429     0.173491     1.639672
50857.50     0.790929    -0.182772     2.092051
50857.75     0.784116    -0.015058     1.753249
50858.00     0.659487    -0.199876     2.881352
50858.25     0.226985    -0.134509     2.548043
50858.50     0.282195    -0.523862     3.598621
50858.75     0.254754    -0.207759     3.308196
50859.00     0.074168    -0.354172     4.633713
50859.25    -0.203202    -0.525396     5.164784
50859.50     0.062980    -0.912471     5.494952
50859.75     0.301666    -0.588060     4.205527
50860.00     0.491984    -0.569115     4.542338
50860.25     0.444049    -0.562976     4.115831
50860.50     0.829003    -0.651826     4.196880
50860.75     1.094164    -0.153431     2.777958
50861.00     0.897433    -0.026312     3.291992
50861.25     0.462607     0.023053     3.144603
50861.50     0.433085    -0.269820     3.758761
50861.75     0.137446    -0.009570     3.117512
50862.00    -0.122055     0.078494     3.422706
50862.25    -0.367257     0.150574     2.364796
50862.50    -0.096917    -0.004183     1.945526
50862.75    -0.099177     0.484779     0.097638
50863.00    -0.036148     0.513835     0.366447
50863.25    -0.062504     0.594935    -0.342507
50863.50     0.230962     0.361035     0.063311
50863.75     0.364301     0.749170    -0.752206
50864.00     0.288431     0.635648     0.638573
50864.25    -0.004937     0.610914     0.980099
50864.50     0.219243     0.325066     1.802717
50864.75     0.292355     0.673623     1.415946
50865.00     0.325991     0.742679     2.192644
50865.25     0.078067     0.863747     1.982223
50865.50     0.292077     0.599862     2.669957
50865.75     0.395603     1.020050     1.597482
50866.00     0.252947     0.906925     2.498197
50866.25    -0.039260     0.845203     2.034717
50866.50     0.248704     0.442461     2.319550
50866.75     0.281118     0.651346     1.349625
50867.00     0.084666     0.545246     1.875599
50867.25    -0.216197     0.591123     1.272760
50867.50    -0.000141     0.232827     1.666259
50867.75     0.044400     0.512001     0.912100
50868.00     0.063940     0.347720     2.123937
50868.25    -0.177538     0.222547     2.634486
50868.50     0.074703    -0.242587     3.628552
50868.75     0.104398     0.016055     3.065937
50869.00     0.133901    -0.007656     3.532373
50869.25     0.017662    -0.016416     2.783174
50869.50     0.157690    -0.298872     2.782993
50869.75     0.208131    -0.013155     1.932344
50870.00     0.087098    -0.018914     2.260120
50870.25    -0.229773    -0.010427     1.787262
50870.50     0.030921    -0.309567     1.859269
50870.75     0.055207    -0.044655     1.140076
50871.00    -0.183064    -0.046970     1.438833
50871.25    -0.329034    -0.019434     0.996629
50871.50    -0.089518    -0.289111     0.886433
50871.75    -0.002172     0.079987    -0.260456
50872.00     0.099708     0.083377     0.088515
50872.25     0.018004     0.102037    -0.551556
50872.50     0.307298    -0.110727    -0.902085
50872.75     0.503481     0.152914    -1.931930
50873.00     0.282461     0.139857    -1.280560
50873.25    -0.089774     0.126825    -1.398417
50873.50    -0.049263    -0.073248    -1.262649
50873.75    -0.129721     0.210877    -1.930362
50874.00    -0.233784     0.152534    -0.944482
50874.25    -0.559770     0.154753    -0.938255
50874.50    -0.242045    -0.106033    -0.254938
50874.75    -0.070234     0.191629    -0.803482
50875.00    -0.142901     0.162163     0.269066
50875.25    -0.476963     0.056296     0.514597
50875.50    -0.245080    -0.244587     1.011829
50875.75    -0.363672    -0.009989     0.568567
50876.00    -0.526546    -0.026284     1.408694
50876.25    -0.823232    -0.004589     1.145264
50876.50    -0.373603    -0.407185     1.466015
50876.75    -0.260757    -0.189214     0.616045
50877.00    -0.342814    -0.171331     1.061306
50877.25    -0.494572    -0.198729     0.902922
50877.50    -0.306980    -0.487272     1.110616
50877.75    -0.444173    -0.080774     0.143540
50878.00    -0.674689    -0.131470     1.138055
50878.25    -1.120194    -0.055707     0.997578
50878.50    -1.015872    -0.402409     1.540514
50878.75    -1.192483    -0.074608     0.712290
50879.00    -1.259739    -0.188263     1.464261
50879.25    -1.507712    -0.192157     0.916066
50879.50    -1.413224    -0.444020     0.618302
50879.75    -1.374269    -0.035419    -0.819784
50880.00    -1.385493    -0.100790     0.030239
50880.25    -1.808367     0.099387    -1.280903
50880.50    -1.563033    -0.141072    -1.404337
50880.75    -1.473589     0.088798    -2.271983
50881.00    -1.489447     0.077181    -1.669997
50881.25    -1.762504     0.095940    -1.963963
50881.50    -1.381102    -0.008377    -2.257718
50881.75    -1.313499     0.419737    -3.483774
50882.00    -1.351949     0.382847    -2.659264
50882.25    -1.629749     0.466788    -2.975274
50882.50    -1.265785     0.219638    -2.700200
50882.75    -1.171229     0.588169    -3.380279
50883.00    -1.023110     0.480640    -2.256932
50883.25    -1.127884     0.557702    -2.264533
50883.50    -0.653856     0.214075    -1.776323
50883.75    -0.403693     0.583179    -2.581165
50884.00    -0.331241     0.421687    -1.299823
50884.25    -0.441734     0.350601    -1.244033
50884.50    -0.199730     0.007670    -0.560394
50884.75    -0.082891     0.269023    -1.165542
50885.00    -0.192084     0.228756    -0.025096
50885.25    -0.209037     0.221146    -0.117801
50885.50     0.149901    -0.103135     0.291517
50885.75     0.332122     0.158935    -0.448626
50886.00     0.115162     0.036892     0.505764
50886.25    -0.237144    -0.001505     0.203615
50886.50    -0.025724    -0.293418     0.268013
50886.75    -0.174322     0.062968    -0.775988
50887.00    -0.404665     0.090259    -0.232440
50887.25    -0.851374     0.124063    -0.379909
50887.50    -0.894311    -0.157914    -0.107442
50887.75    -1.230911     0.292977    -1.139557
50888.00    -1.524336     0.252282    -0.031196
50888.25    -1.994182     0.314499    -0.199811
50888.50    -2.048717     0.141904     0.070638
50888.75    -2.233056     0.444296    -0.400392
50889.00    -2.794925     0.459037     0.430656
50889.25    -3.240904     0.458655     0.337766
50889.50    -3.219123     0.223957     0.532246
50889.75    -3.256001     0.508181    -0.186689
50890.00    -3.352364     0.456327     0.402328
50890.25    -3.430410     0.400128     0.099119
50890.50    -3.230326     0.175831     0.006981
50890.75    -2.979658     0.442590    -1.130335
50891.00    -2.782561     0.298558    -0.391044
50891.25    -2.792824     0.238306    -0.935304
50891.50    -2.276672    -0.104287    -0.769988
50891.75    -1.967038     0.112539    -1.543032
50892.00    -1.968981     0.001749    -0.474817
50892.25    -2.188147     0.067480    -0.795664
50892.50    -1.750115    -0.233144    -0.421531
50892.75    -1.692386     0.152135    -1.115628
50893.00    -1.834569     0.158800    -0.017688
50893.25    -2.008580     0.316035    -0.516772
50893.50    -1.698264     0.057537    -0.338869
50893.75    -1.856153     0.504266    -1.572836
50894.00    -1.924804     0.423973    -0.909983
50894.25    -2.176630     0.586630    -1.719330
50894.50    -1.888145     0.296080    -1.477780
50894.75    -1.736444     0.594241    -2.100760
50895.00    -1.561661     0.431521    -0.963633
50895.25    -1.702371     0.446130    -0.971882
50895.50    -1.305107     0.082172    -0.346238
50895.75    -1.115502     0.370472    -0.742488
50896.00    -1.072911     0.207326     0.497701
50896.25    -1.032292     0.173524     0.723270
50896.50    -0.475062    -0.216807     1.380619
50896.75    -0.220772     0.006392     1.164403
50897.00    -0.082617    -0.172740     2.642294
50897.25    -0.038734    -0.164657     2.765293
50897.50     0.340787    -0.454269     3.181468
50897.75     0.404180    -0.044864     2.540891
50898.00     0.519776    -0.185918     3.730845
50898.25     0.254128    -0.072524     3.434488
50898.50     0.459287    -0.267112     3.389250
50898.75     0.549941     0.145577     2.010638
50899.00     0.319817     0.329483     2.117909
50899.25    -0.100711     0.471613     1.398622
50899.50     0.001014     0.239147     1.360228
50899.75     0.059754     0.526391     0.452697
50900.00    -0.248876     0.423478     1.599363
50900.25    -0.637922     0.401689     1.922557
50900.50    -0.465105     0.026413     2.914845
50900.75    -0.444939     0.306890     2.581125
50901.00    -0.375480     0.292019     3.561454
50901.25    -0.453975     0.415517     2.960565
50901.50    -0.080119     0.164339     3.156262
50901.75     0.218426     0.432524     2.292780
50902.00     0.138726     0.421693     2.772198
50902.25     0.004381     0.479374     2.004849
50902.50     0.396902     0.120960     2.309484
50902.75     0.499541     0.523654     0.955415
50903.00     0.478601     0.456467     1.356292
50903.25     0.374242     0.458731     1.001647
50903.50     0.642203     0.085398     1.401518
50903.75     0.845423     0.336287     0.726370
50904.00     0.693849     0.161638     2.266059
50904.25     0.558295     0.082489     2.252250
50904.50     0.877415    -0.331581     2.699593
50904.75     0.972138    -0.031909     1.665616
50905.00     0.908088    -0.127633     2.153412
50905.25     0.556905    -0.086677     1.267002
50905.50     0.867540    -0.383682     0.976304
50905.75     1.038942    -0.050830    -0.610844
50906.00     0.894299    -0.132948    -0.062189
50906.25     0.443608    -0.082505    -0.814093
50906.50     0.673712    -0.379859    -0.376209
50906.75     0.549808    -0.015825    -1.119708
50907.00     0.238134    -0.098692     0.037822
50907.25    -0.231153    -0.022882     0.060502
50907.50     0.101794    -0.292591     0.567110
50907.75     0.017099     0.175661    -0.386257
50908.00     0.029747     0.141699     0.655681
50908.25    -0.260434     0.273671     0.524652
50908.50     0.051784    -0.056298     0.981272
50908.75     0.097701     0.254239     0.302426
50909.00     0.095470     0.077976     1.730307
50909.25    -0.170316     0.177107     1.533761
50909.50     0.209468    -0.162461     1.960076
50909.75     0.566086     0.157116     0.862846
50910.00     0.517238     0.039510     1.420838
50910.25     0.281817     0.023546     0.751683
50910.50     0.625438    -0.438059     1.105820
50910.75     0.674842    -0.193583    -0.022816
50911.00     0.519749    -0.334482     0.690913
50911.25     0.535596    -0.292738    -0.311179
50911.50     0.976738    -0.632644    -0.208017
50911.75     1.266683    -0.266079    -1.692776
50912.00     1.094607    -0.335492    -0.556559
50912.25     0.859673    -0.159890    -1.123059
50912.50     1.235480    -0.476473    -0.964347
50912.75     1.107825    -0.051186    -2.039534
50913.00     0.962018    -0.182237    -0.895612
50913.25     0.443291     0.116259    -1.687168
50913.50     0.614931    -0.196538    -0.949786
50913.75     0.477490     0.248494    -1.594609
50914.00     0.221924     0.105784    -0.062665
50914.25    -0.187873     0.127181     0.291453
50914.50    -0.121465    -0.317406     1.362769
50914.75    -0.086572    -0.054117     1.147077
50915.00    -0.153048    -0.271792     2.607496
50915.25    -0.237873    -0.234163     1.994409
50915.50     0.248247    -0.700437     2.283443
50915.75     0.478123    -0.405841     0.962406
50916.00     0.549118    -0.397059     1.215838
50916.25     0.423051    -0.310835     0.417988
50916.50     0.924205    -0.611774     0.470529
50916.75     1.150668    -0.312276    -0.485121
50917.00     1.118672    -0.391445     0.464797
50917.25     0.790442    -0.328390     0.360100
50917.50     1.053617    -0.580708     0.812110
50917.75     1.210831    -0.178850    -0.161228
50918.00     1.140327    -0.165624     0.632128
50918.25     0.772114    -0.076605     0.503670
50918.50     1.069172    -0.383993     1.015658
50918.75     0.956759    -0.091788    -0.034592
50919.00     0.901067    -0.218718     0.805607
50919.25     0.671786    -0.170792     0.094294
50919.50     0.993230    -0.491006    -0.038540
50919.75     1.133753    -0.219931    -1.161878
50920.00     1.062201    -0.295587    -0.377179
50920.25     0.928221    -0.216897    -1.148214
50920.50     1.161444    -0.553528    -1.067416
50920.75     1.155911    -0.242346    -2.158885
50921.00     0.686426    -0.291459    -1.198026
50921.25     0.197808    -0.180623    -1.691313
50921.50     0.264765    -0.412425    -1.519968
50921.75     0.065960    -0.027978    -2.423694
50922.00    -0.292157    -0.130502    -1.517658
50922.25    -0.763589    -0.093134    -1.630476
50922.50    -0.699798    -0.364493    -1.546354
50922.75    -0.796882    -0.183053    -2.038971
50923.00    -1.106333    -0.381348    -1.054759
50923.25    -1.525433    -0.274992    -1.551134
50923.50    -1.405981    -0.529753    -1.540579
50923.75    -1.632693    -0.161518    -2.430858
50924.00    -1.965228    -0.195311    -1.815829
50924.25    -2.192454    -0.063462    -2.410672
50924.50    -1.866505    -0.364898    -2.276938
50924.75    -1.865319    -0.044586    -3.124347
50925.00    -2.084342    -0.111418    -2.063579
50925.25    -2.277198    -0.073462    -2.247184
50925.50    -2.112288    -0.386148    -1.776903
50925.75    -2.062476    -0.072760    -2.530394
50926.00    -2.150229    -0.219910    -1.202084
50926.25    -2.410159    -0.035589    -1.551407
50926.50    -1.976621    -0.322942    -0.883498
50926.75    -1.715013    -0.003438    -1.462379
50927.00    -1.708209    -0.175713    -0.122348
50927.25    -1.799433    -0.187162    -0.110628
50927.50    -1.378752    -0.538179     0.417164
50927.75    -1.129092    -0.258462    -0.012585
50928.00    -1.057797    -0.344741     0.754858
50928.25    -1.065605    -0.451554     0.625383
50928.50    -0.588104    -0.830495     0.927277
50928.75    -0.386027    -0.497196     0.078753
50929.00    -0.364814    -0.608600     1.072387
50929.25    -0.322618    -0.370585     0.023032
50929.50     0.258061    -0.638160     0.090070
50929.75     0.375016    -0.119879    -1.487845
50930.00     0.139198    -0.084536    -0.931824
50930.25    -0.149135     0.177512    -1.705265
50930.50     0.115821    -0.067572    -1.505522
50930.75    -0.056224     0.395757    -2.685130
50931.00    -0.289665     0.240239    -1.374109
50931.25    -0.576059     0.381982    -1.988597
50931.50    -0.437393    -0.013254    -1.196920
50931.75    -0.541751     0.365169    -1.947610
50932.00    -0.627674     0.173216    -0.529410
50932.25    -0.824010     0.142881    -0.756873
50932.50    -0.494305    -0.264235    -0.424158
50932.75    -0.449349     0.013602    -1.071470
50933.00    -0.530576    -0.125797    -0.081240
50933.25    -0.404849    -0.066926    -0.628551
50933.50     0.008452    -0.450714    -0.178487
50933.75     0.158381    -0.159780    -0.911959
50934.00    -0.003891    -0.236733     0.245223
50934.25    -0.073230    -0.123617    -0.115135
50934.50     0.413809    -0.408118     0.327975
50934.75     0.528530    -0.043174    -0.413889
50935.00     0.529335    -0.106748     0.639332
50935.25     0.287664    -0.020185     0.464571
50935.50     0.639845    -0.262397     0.743903
50935.75     0.804764     0.053889     0.384428
50936.00     0.771160     0.001281     1.376805
50936.25     0.675752     0.056126     0.854293
50936.50     1.221944    -0.275045     1.158212
50936.75     1.278903    -0.029490     0.565984
50937.00     1.025458    -0.135580     1.413057
50937.25     0.710721    -0.028766     0.908113
50937.50     1.017605    -0.396979     1.331738
50937.75     0.956283    -0.131998     0.682806
50938.00     0.838283    -0.266124     1.623630
50938.25     0.704641    -0.232334     1.473943
50938.50     1.011425    -0.462232     1.824571
50938.75     1.069321    -0.146823     1.011801
50939.00     0.950964    -0.171355     1.735276
50939.25     0.633226    -0.088526     1.208433
50939.50     0.855244    -0.357846     1.304939
50939.75     0.686750     0.078592     0.114746
50940.00     0.534000    -0.033601     0.816300
50940.25    -0.018284     0.101611     0.249122
50940.50     0.244552    -0.221886     0.508977
50940.75     0.182567     0.090854    -0.268844
50941.00     0.010626    -0.085430     0.978910
50941.25    -0.342749    -0.056037     0.814974
50941.50     0.160133    -0.537715     1.571945
50941.75     0.123079    -0.297147     0.921981
50942.00     0.066324    -0.506496     1.952842
50942.25    -0.099740    -0.460857     1.337885
50942.50     0.184824    -0.856849     1.632592
50942.75     0.284401    -0.627406     0.760813
50943.00     0.324391    -0.797217     1.828282
50943.25     0.032664    -0.660284     1.153868
50943.50     0.470372    -0.940804     1.345724
50943.75     0.646500    -0.547686     0.459572
50944.00     0.682183    -0.699851     1.516872
50944.25     0.452214    -0.557190     1.294910
50944.50     0.661393    -0.850837     1.945695
50944.75     0.496178    -0.449168     1.400151
50945.00     0.436232    -0.560999     2.490076
50945.25     0.208006    -0.562261     2.609969
50945.50     0.542187    -0.873036     3.353448
50945.75     0.424186    -0.487629     2.508135
50946.00     0.441365    -0.555064     3.422553
50946.25     0.277332    -0.433919     3.044261
50946.50     0.481281    -0.689031     3.248457
50946.75     0.655806    -0.406182     2.324269
50947.00     0.593998    -0.323175     2.544414
50947.25     0.454748    -0.230400     1.886862
50947.50     0.701780    -0.443254     1.831664
50947.75     0.870909    -0.192104     1.037308
50948.00     0.785261    -0.227808     1.427598
50948.25     0.626853    -0.158369     0.730147
50948.50     0.881653    -0.440997     0.877170
50948.75     0.908091    -0.120498    -0.185598
50949.00     0.481698    -0.239330     0.675013
50949.25     0.071333    -0.209576     0.483113
50949.50     0.181048    -0.472906     0.894563
50949.75    -0.014432    -0.098084     0.035966
50950.00    -0.295409    -0.185954     0.939465
50950.25    -0.677516    -0.160873     0.577869
50950.50    -0.424597    -0.430886     0.537694
50950.75    -0.347626    -0.161934    -0.010646
50951.00    -0.443783    -0.215552     0.826829
50951.25    -0.602285    -0.246618     0.860434
50951.50    -0.198809    -0.548853     1.125872
50951.75    -0.166271    -0.298777     0.321758
50952.00    -0.380728    -0.384697     0.975188
50952.25    -0.521346    -0.352783     0.715683
50952.50    -0.019328    -0.703642     0.908260
50952.75     0.154374    -0.339186    -0.085430
50953.00     0.029219    -0.415032     0.880169
50953.25    -0.096445    -0.320592     0.665228
50953.50     0.392451    -0.538003     0.813480
50953.75     0.430381    -0.098601    -0.256031
50954.00     0.440407    -0.158835     0.424764
50954.25     0.230074    -0.119418     0.426961
50954.50     0.620506    -0.372108     0.711761
50954.75     0.511200    -0.038669     0.304427
50955.00     0.506038    -0.173230     1.295730
50955.25     0.149897    -0.132640     1.106131
50955.50     0.435048    -0.502115     1.629560
50955.75     0.436275    -0.149321     0.649885
50956.00     0.328431    -0.196407     1.443820
50956.25     0.284279    -0.130963     0.969957
50956.50     0.663195    -0.499654     1.307474
50956.75     0.703336    -0.207283     0.199885
50957.00     0.700619    -0.346126     1.009824
50957.25     0.531997    -0.249059     0.266170
50957.50     0.793037    -0.570569     0.419012
50957.75     0.864145    -0.307484    -0.371895
50958.00     0.620519    -0.420983     0.744337
50958.25     0.127031    -0.169545     0.097535
50958.50     0.366338    -0.436442     0.563382
50958.75     0.440325    -0.102687    -0.177486
50959.00     0.177734    -0.190985     0.839664
50959.25    -0.151421    -0.145819     0.843084
50959.50     0.072956    -0.328165     1.080085
50959.75     0.010519    -0.007239     0.650396
50960.00    -0.087118    -0.039493     1.338638
50960.25    -0.205816     0.012686     0.800215
50960.50     0.051945    -0.287607     0.917364
50960.75     0.088601     0.033036    -0.074437
50961.00     0.090765    -0.160397     0.738475
50961.25    -0.049772    -0.145748     0.394200
50961.50     0.435705    -0.507717     0.686447
50961.75     0.680290    -0.271327    -0.092985
50962.00     0.598929    -0.518089     0.919321
50962.25     0.489694    -0.515483     0.463505
50962.50     1.006253    -0.783702     0.767195
50962.75     1.104873    -0.526904     0.127531
50963.00     1.050566    -0.775324     1.182332
50963.25     0.867351    -0.737955     0.847882
50963.50     1.219460    -1.071610     1.290517
50963.75     1.082799    -0.700699     0.405242
50964.00     0.826950    -0.693749     0.908873
50964.25     0.515811    -0.563498     0.321411
50964.50     0.633524    -0.770446     0.239363
50964.75     0.528732    -0.478103    -0.390744
50965.00     0.188555    -0.572313     0.717066
50965.25    -0.130974    -0.538803     0.619006
50965.50     0.095716    -0.930108     1.086929
50965.75     0.090126    -0.764166     0.517280
50966.00    -0.063830    -0.949539     1.441115
50966.25    -0.206701    -0.940313     1.159882
50966.50     0.204080    -1.167000     1.517869
50966.75     0.207689    -0.808284     0.858193
50967.00     0.035966    -0.899581     1.795380
50967.25    -0.266477    -0.759751     1.327467
50967.50     0.030013    -1.002789     1.592782
50967.75    -0.104275    -0.585998     0.816514
50968.00    -0.543226    -0.587731     1.639819
50968.25    -0.785794    -0.469460     1.353096
50968.50    -0.421205    -0.669729     1.397047
50968.75    -0.332934    -0.253575     0.364394
50969.00    -0.385069    -0.310882     1.085429
50969.25    -0.534954    -0.172833     0.628205
50969.50    -0.350785    -0.346487     0.583664
50969.75    -0.308137     0.070695    -0.658066
50970.00    -0.455921    -0.113761     0.205856
50970.25    -0.613473    -0.131546     0.066385
50970.50    -0.255208    -0.442199     0.322302
50970.75    -0.092322    -0.224965    -0.215936
50971.00    -0.155158    -0.448022     1.030911
50971.25    -0.228508    -0.413226     0.750689
50971.50     0.305803    -0.811197     1.329036
50971.75     0.566575    -0.506620     0.552748
50972.00     0.494866    -0.550872     1.670174
50972.25     0.377581    -0.403096     1.421893
50972.50     0.885553    -0.649883     1.815569
50972.75     1.031999    -0.345428     1.233864
50973.00     0.974292    -0.429519     2.044721
50973.25     0.956377    -0.367907     1.841513
50973.50     1.263363    -0.574890     1.803404
50973.75     1.340618    -0.286173     0.943526
50974.00     1.048365    -0.439154     1.782659
50974.25     0.860107    -0.411257     1.319935
50974.50     1.053531    -0.810791     1.644767
50974.75     0.950662    -0.577348     1.284313
50975.00     0.747119    -0.762936     2.475798
50975.25     0.663221    -0.747965     2.285386
50975.50     0.783026    -0.981874     2.284007
50975.75     0.934315    -0.744433     1.568136
50976.00     0.716856    -0.862046     2.410293
50976.25     0.458366    -0.790342     1.981329
50976.50     0.646448    -0.933835     1.852431
50976.75     0.858342    -0.592293     0.933947
50977.00     0.769996    -0.695394     1.652781
50977.25     0.837452    -0.616372     1.193478
50977.50     1.296744    -0.797912     1.169952
50977.75     1.301508    -0.466881     0.267862
50978.00     1.039728    -0.565083     1.198545
50978.25     0.792529    -0.513293     0.737740
50978.50     0.950679    -0.797012     1.007286
50978.75     0.705880    -0.446787     0.098582
50979.00     0.408752    -0.552649     1.112354
50979.25     0.007595    -0.465490     0.861347
50979.50     0.023498    -0.618673     1.070619
50979.75    -0.047145    -0.334052     0.558053
50980.00    -0.570420    -0.515237     1.938891
50980.25    -0.880431    -0.512683     1.885235
50980.50    -0.687157    -0.853522     2.400772
50980.75    -0.657204    -0.598869     1.850550
50981.00    -0.891300    -0.792720     2.780577
50981.25    -1.052130    -0.730206     1.950038
50981.50    -0.759633    -0.967041     1.512957
50981.75    -0.555593    -0.547374     0.235760
50982.00    -0.470449    -0.595761     0.598877
50982.25    -0.512221    -0.562819     0.274674
50982.50    -0.074178    -0.867367     0.365306
50982.75    -0.066286    -0.555713    -0.337523
50983.00    -0.088777    -0.640306     0.503144
50983.25    -0.244897    -0.563638     0.484919
50983.50    -0.026401    -0.767426     0.525164
50983.75     0.077911    -0.494620     0.031136
50984.00    -0.100753    -0.664851     1.148292
50984.25    -0.374970    -0.546604     1.001307
50984.50    -0.116055    -0.821816     1.394692
50984.75     0.034953    -0.588093     0.876602
50985.00     0.003999    -0.695423     1.893655
50985.25    -0.070792    -0.660067     1.547540
50985.50     0.249115    -0.977872     1.828715
50985.75     0.293203    -0.661029     0.941885
50986.00     0.320119    -0.760510     1.683253
50986.25     0.279099    -0.669879     1.301676
50986.50     0.773132    -0.854661     1.227849
50986.75     0.979652    -0.534771     0.524224
50987.00     1.139390    -0.692689     1.548153
50987.25     1.128157    -0.685509     1.561344
50987.50     1.484329    -0.979800     1.990939
50987.75     1.454260    -0.677496     1.452610
50988.00     1.359738    -0.801429     2.508622
50988.25     1.088855    -0.790182     2.353310
50988.50     1.300829    -1.131343     2.763712
50988.75     1.263656    -0.819049     1.867533
50989.00     1.041694    -1.034934     2.956982
50989.25     0.699110    -0.908481     2.473004
50989.50     1.148458    -1.240860     2.841284
50989.75     1.250073    -0.927220     2.028397
50990.00     1.259697    -1.045426     2.643470
50990.25     1.190663    -1.030464     2.240225
50990.50     1.446196    -1.265718     2.331486
50990.75     1.454253    -0.956410     1.701308
50991.00     1.359521    -1.046333     2.567670
50991.25     1.282682    -0.975946     2.187619
50991.50     1.484391    -1.169615     2.264046
50991.75     1.474749    -0.911117     1.525040
50992.00     1.151873    -0.940492     2.259147
50992.25     0.914270    -0.870628     1.892854
50992.50     1.024995    -1.067527     1.929884
50992.75     1.047560    -0.817026     1.097542
50993.00     1.006097    -1.045859     1.987964
50993.25     0.968592    -0.977755     1.522053
50993.50     1.317073    -1.289004     1.865329
50993.75     1.437317    -0.975114     0.970624
50994.00     1.380258    -1.110609     1.712088
50994.25     1.283084    -0.992600     1.223970
50994.50     1.591208    -1.241861     1.205893
50994.75     1.510086    -0.887773     0.192130
50995.00     1.358261    -1.044794     1.208705
50995.25     1.164906    -0.954290     0.844709
50995.50     1.283826    -1.204372     0.864442
50995.75     1.326460    -0.897507     0.196546
50996.00     1.230355    -1.048228     1.275585
50996.25     1.105349    -0.979835     1.252158
50996.50     1.296009    -1.109893     1.095377
50996.75     1.242096    -0.769474     0.261981
50997.00     1.101010    -0.861199     0.915731
50997.25     0.832839    -0.693977     0.557718
50997.50     1.327184    -1.005846     0.807097
50997.75     1.365550    -0.694130     0.076446
50998.00     1.314168    -0.778642     0.796948
50998.25     1.161622    -0.753525     0.625557
50998.50     1.487775    -1.021478     0.788512
50998.75     1.586585    -0.763399     0.192298
50999.00     1.533214    -0.900875     1.161718
50999.25     1.397255    -0.836248     0.729687
50999.50     1.749905    -1.032774     0.429397
50999.75     1.710637    -0.738214    -0.568228
51000.00     1.597940    -0.845778     0.341832
51000.25     1.416231    -0.666097    -0.466428
51000.50     1.760553    -0.988580    -0.155234
51000.75     1.761113    -0.589488    -1.219634
