-----------------------------------------------
3D SITE DISPLACEMENT DUE TO ATMOSPHERIC LOADING
-----------------------------------------------
METEOROLOGICAL CENTER & DEGREE 1 :    NCEP_CMEA
CMEA : CENTER OF MASS OF THE EARTH + ATMOSPHERE
CME  : CENTER OF MASS OF THE SOLID EARTH  ALONE
SITE COORDINATES ACCORDING TO ITRF2000 SOLUTION
-----------------------------------------------
CREATOR EMAIL : PASCAL.GEGOUT@EOST.U-STRASBG.FR
-----------------------------------------------
SCH2        49718.000    1995     1     1     0
SCH2        52274.750    2001    12    31    18
SCH2      1448636.903 -3385243.649  5191046.936
51006.00     0.750781     0.813533    -0.642278
51006.25     0.926273     0.912607    -0.246036
51006.50     1.054458     1.176176     0.666691
51006.75     0.853127     1.023684     1.438296
51007.00     1.007857     1.057712     2.412668
51007.25     1.073218     1.097039     2.777937
51007.50     1.068664     1.330377     3.399769
51007.75     0.840835     1.159733     3.556614
51008.00     0.937782     1.044670     3.675504
51008.25     0.949666     1.016189     3.328782
51008.50     0.956505     1.234561     3.680099
51008.75     0.682865     0.970942     3.292032
51009.00     0.662943     0.748522     2.668037
51009.25     0.651586     0.660987     2.050621
51009.50     0.516217     0.779349     1.725600
51009.75     0.318942     0.599409     0.891220
51010.00     0.405100     0.528430     0.699640
51010.25     0.568562     0.551956     0.376708
51010.50     0.650813     0.645678    -0.459312
51010.75     0.603682     0.491905    -1.001111
51011.00     0.809792     0.513785    -0.739284
51011.25     0.824053     0.544546    -0.690684
51011.50     0.847573     0.808156    -0.575665
51011.75     0.698829     0.694348    -0.365873
51012.00     0.882809     0.689837     0.099456
51012.25     1.043298     0.770744     0.997891
51012.50     1.205285     1.065981     2.681751
51012.75     0.836534     0.761558     4.100823
51013.00     0.729733     0.529868     5.010842
51013.25     0.508704     0.453617     4.761567
51013.50     0.306163     0.664279     3.742399
51013.75     0.029879     0.575571     2.366951
51014.00     0.141408     0.675131     1.702290
51014.25     0.223338     0.805801     1.564492
51014.50     0.243407     1.104773     1.805814
51014.75    -0.017791     0.871464     1.722049
51015.00     0.063776     0.722068     1.205682
51015.25     0.068321     0.591656     0.733866
51015.50     0.149185     0.824706     0.135947
51015.75    -0.071145     0.687507    -0.130872
51016.00     0.108052     0.673915     0.094869
51016.25     0.225030     0.741223     1.420003
51016.50     0.423024     0.950671     3.212375
51016.75     0.143818     0.567788     4.144809
51017.00     0.217143     0.304602     4.518731
51017.25     0.310801     0.156924     4.010194
51017.50     0.498853     0.345099     3.102410
51017.75     0.264923     0.257581     1.328890
51018.00     0.498348     0.352316     0.728412
51018.25     0.706757     0.530301     0.458568
51018.50     0.866965     0.866888     0.659875
51018.75     0.753841     0.705371     0.998164
51019.00     0.903033     0.619061     1.037693
51019.25     1.012027     0.584135     1.410125
51019.50     0.913832     0.603816     1.065230
51019.75     0.649663     0.439625     0.198056
51020.00     0.548178     0.436916    -0.731927
51020.25     0.439013     0.506715    -1.159164
51020.50     0.386054     0.832852    -0.951702
51020.75     0.121256     0.697454    -0.412582
51021.00     0.265684     0.707946     0.078225
51021.25     0.406861     0.836781     0.394017
51021.50     0.548109     1.160583     1.236972
51021.75     0.418664     0.976549     1.772874
51022.00     0.657113     0.968428     2.548086
51022.25     0.892960     1.040850     3.290920
51022.50     1.059372     1.271729     4.361159
51022.75     0.843461     1.049298     4.907979
51023.00     0.982606     0.935473     5.696737
51023.25     1.061654     0.883557     5.824811
51023.50     1.045281     1.026616     5.762446
51023.75     0.778452     0.760904     5.460906
51024.00     0.808210     0.542134     5.325752
51024.25     0.643632     0.379284     4.947157
51024.50     0.441612     0.381283     3.682829
51024.75     0.103557     0.106907     2.080302
51025.00    -0.010479     0.044670     1.131650
51025.25    -0.062147     0.119191     0.220831
51025.50    -0.179985     0.402710    -0.687396
51025.75    -0.466018     0.174173    -1.131048
51026.00    -0.393023     0.135104    -1.910213
51026.25    -0.376789     0.234571    -2.268366
51026.50    -0.595650     0.454294    -2.419575
51026.75    -0.969514     0.327804    -2.050796
51027.00    -0.939771     0.301789    -0.686415
51027.25    -0.829471     0.043466    -0.464169
51027.50    -0.606708     0.283887    -0.501860
51027.75    -0.657539    -0.013468    -0.802399
51028.00    -0.526398    -0.146444    -1.779521
51028.25    -0.433768    -0.137473    -2.095644
51028.50    -0.297441     0.077807    -2.561568
51028.75    -0.540795    -0.060890    -3.295085
51029.00    -0.415376    -0.010015    -3.599250
51029.25    -0.250825     0.143465    -3.499398
51029.50    -0.153464     0.452323    -3.386569
51029.75    -0.286359     0.253712    -3.801502
51030.00    -0.027025     0.169730    -4.090975
51030.25     0.069357     0.267164    -4.824232
51030.50     0.015699     0.466949    -5.460406
51030.75    -0.303452     0.280134    -5.682246
51031.00    -0.104098     0.294594    -5.252160
51031.25    -0.224218     0.276065    -5.134596
51031.50    -0.251389     0.500272    -4.681203
51031.75    -0.511996     0.246830    -3.826979
51032.00    -0.287885     0.096574    -3.126796
51032.25    -0.064717     0.058784    -3.511044
51032.50     0.107036     0.291449    -3.697283
51032.75    -0.107448     0.048285    -3.978918
51033.00    -0.065382     0.061984    -4.333610
51033.25    -0.103621     0.215492    -4.560267
51033.50    -0.261009     0.488429    -3.792282
51033.75    -0.460775     0.343856    -3.169667
51034.00    -0.306722     0.358577    -2.337479
51034.25    -0.277209     0.441560    -1.576585
51034.50    -0.281764     0.597010    -0.881228
51034.75    -0.385824     0.447960     0.113905
51035.00    -0.197104     0.326104     1.075378
51035.25    -0.187636     0.336075     1.571637
51035.50    -0.114109     0.581808     2.890546
51035.75    -0.213431     0.270701     3.293660
51036.00     0.081291    -0.037565     2.113191
51036.25     0.241985     0.055213     0.012091
51036.50     0.197369     0.270559    -1.399525
51036.75    -0.171372     0.162472    -3.639089
51037.00    -0.132638     0.225210    -4.735053
51037.25    -0.336958     0.356890    -5.997182
51037.50    -0.391317     0.628792    -6.628356
51037.75    -0.710997     0.579042    -6.630291
51038.00    -0.491954     0.583596    -5.696387
51038.25    -0.511128     0.630648    -5.177026
51038.50    -0.519510     0.875218    -4.188133
51038.75    -0.650261     0.649023    -2.939809
51039.00    -0.400261     0.537428    -1.553065
51039.25    -0.398823     0.479478    -0.249461
51039.50    -0.320151     0.604522     1.109943
51039.75    -0.423064     0.306468     2.050709
51040.00    -0.109962     0.169024     2.385767
51040.25     0.061251     0.221182     2.603539
51040.50     0.260992     0.506558     3.277630
51040.75     0.074759     0.245581     3.092284
51041.00     0.242186     0.048377     2.271898
51041.25     0.366058     0.066991     1.091230
51041.50     0.379130     0.377050     0.141058
51041.75     0.075452     0.236973    -0.716566
51042.00     0.191068     0.396819    -0.739539
51042.25     0.088039     0.540307    -0.650249
51042.50     0.089194     0.892152     0.103332
51042.75    -0.159413     0.736106     1.805697
51043.00     0.124578     0.494609     3.534189
51043.25     0.060520    -0.019122     3.769914
51043.50     0.117940    -0.077503     2.085992
51043.75    -0.006578    -0.334793     0.101861
51044.00     0.012318    -0.436685    -0.953872
51044.25     0.041525    -0.412799    -2.270462
51044.50     0.108512    -0.094111    -2.986351
51044.75    -0.230250    -0.184478    -3.923637
51045.00    -0.015624    -0.044996    -3.852465
51045.25     0.121418     0.115920    -3.587362
51045.50     0.187635     0.537348    -2.874204
51045.75     0.021745     0.396712    -2.004678
51046.00     0.190591     0.320116    -0.938989
51046.25     0.178616     0.305397    -0.750929
51046.50     0.200748     0.392164    -0.603894
51046.75     0.026998     0.146882    -1.132705
51047.00     0.173023     0.134795    -0.470533
51047.25     0.026065     0.192918    -0.195276
51047.50     0.131423     0.504997     0.945025
51047.75    -0.171450     0.277290     1.222913
51048.00    -0.132020     0.200773     1.327018
51048.25    -0.085589     0.208424     1.697243
51048.50    -0.006424     0.558224     2.388426
51048.75    -0.177752     0.375227     3.238865
51049.00     0.142594     0.275233     3.996650
51049.25     0.342251     0.287327     3.815633
51049.50     0.487010     0.501511     3.557645
51049.75     0.359166     0.307811     2.756932
51050.00     0.568780     0.221117     2.079450
51050.25     0.665563     0.230351     1.073510
51050.50     0.651136     0.518712     0.495650
51050.75     0.357854     0.370274    -0.343938
51051.00     0.563044     0.371538    -0.506089
51051.25     0.505354     0.419393    -0.764265
51051.50     0.425123     0.594135    -0.889666
51051.75     0.169552     0.413592    -0.793431
51052.00     0.277799     0.284830    -1.026489
51052.25     0.291531     0.320641    -0.804799
51052.50     0.183726     0.447438    -0.764982
51052.75    -0.060516     0.100532    -1.050312
51053.00    -0.032794    -0.035238    -1.682803
51053.25    -0.087545     0.023902    -2.721239
51053.50    -0.222249     0.394484    -3.475559
51053.75    -0.455874     0.422671    -3.413921
51054.00    -0.180670     0.535434    -2.859529
51054.25    -0.002716     0.718164    -2.372538
51054.50     0.128410     1.200531    -1.007320
51054.75    -0.114050     1.048229    -0.667304
51055.00     0.007367     0.944084     0.431642
51055.25    -0.039050     0.978757     0.656403
51055.50    -0.139131     1.124792     1.069585
51055.75    -0.411930     0.836624     0.554361
51056.00    -0.403727     0.637229     0.277519
51056.25    -0.450010     0.531916     0.460035
51056.50    -0.395777     0.697777     0.917137
51056.75    -0.587550     0.325791     0.912899
51057.00    -0.369557     0.183100     0.932047
51057.25    -0.210822     0.175929     0.932461
51057.50    -0.062558     0.420716     0.458365
51057.75    -0.175404     0.311080    -0.436291
51058.00     0.045649     0.359323    -0.779683
51058.25     0.259891     0.451115    -1.322001
51058.50     0.426833     0.829686    -1.283803
51058.75     0.360345     0.693327    -1.362286
51059.00     0.586093     0.766470    -1.247781
51059.25     0.766789     0.839311    -1.389828
51059.50     0.806338     1.150836    -1.096375
51059.75     0.525961     0.914713    -1.187708
51060.00     0.584547     0.800010    -1.113778
51060.25     0.607210     0.809037    -1.150696
51060.50     0.686065     0.961449    -0.567265
51060.75     0.449053     0.624486     0.032694
51061.00     0.644900     0.509218     0.618013
51061.25     0.640952     0.396644     1.149053
51061.50     0.577575     0.549505     1.285531
51061.75     0.289032     0.267526     1.477707
51062.00     0.473053     0.237147     1.734152
51062.25     0.528978     0.229422     2.119461
51062.50     0.697391     0.534711     2.450480
51062.75     0.665590     0.333776     3.006517
51063.00     0.918519     0.302018     3.363909
51063.25     1.146109     0.282878     3.555287
51063.50     1.315349     0.465586     3.366335
51063.75     1.114159     0.116893     2.530076
51064.00     1.289046     0.077019     2.315874
51064.25     1.278284     0.063888     1.610504
51064.50     1.217108     0.239878     0.996185
51064.75     0.965434     0.070870     0.569032
51065.00     1.125917     0.036115     0.178779
51065.25     1.116566     0.003524    -0.024226
51065.50     1.087226     0.167123    -0.027415
51065.75     0.939288    -0.020069     0.072726
51066.00     1.090164     0.000752    -0.403848
51066.25     1.137746     0.005553     0.375310
51066.50     1.061180     0.215185    -0.079405
51066.75     0.826194     0.077974    -0.074283
51067.00     0.796931     0.101056    -0.265656
51067.25     0.782555     0.222941    -0.159781
51067.50     0.838602     0.622004     0.817176
51067.75     0.563899     0.430991     1.689869
51068.00     0.689677     0.365885     2.675286
51068.25     0.831255     0.285883     3.474064
51068.50     0.956187     0.361849     3.301836
51068.75     0.804150     0.034593     2.323760
51069.00     1.034126    -0.003535     1.933206
51069.25     1.220856     0.152047     1.334802
51069.50     1.364562     0.622211     1.504007
51069.75     1.201471     0.519692     1.757319
51070.00     1.330673     0.598794     2.197099
51070.25     1.391590     0.512503     2.221885
51070.50     1.429669     0.676530     1.445861
51070.75     1.180625     0.426840    -0.026976
51071.00     1.118266     0.431868    -1.171248
51071.25     0.988522     0.512166    -1.449758
51071.50     0.892413     0.913482    -0.709209
51071.75     0.520416     0.630630     0.095949
51072.00     0.641358     0.418486     1.146637
51072.25     0.661688     0.141911     1.889641
51072.50     0.433270     0.172290     2.061920
51072.75     0.197930    -0.164868     1.042150
51073.00     0.289014    -0.191735     0.384433
51073.25     0.178002    -0.198034    -0.384638
51073.50     0.160155     0.066468    -0.759798
51073.75    -0.041317    -0.194162    -1.728847
51074.00    -0.066856    -0.290800    -2.562450
51074.25    -0.011967    -0.191397    -2.538167
51074.50     0.125692     0.158853    -1.887362
51074.75     0.105662     0.070901    -0.676438
51075.00     0.439536     0.275866     1.145384
51075.25     0.603371     0.345015     2.699641
51075.50     0.590760     0.537564     3.439727
51075.75     0.594160     0.139606     3.885795
51076.00     0.798000    -0.012448     3.274362
51076.25     0.809607    -0.081453     1.857869
51076.50     0.835233     0.271326     0.337720
51076.75     0.667864     0.265945    -0.713672
51077.00     0.780954     0.389488    -1.403026
51077.25     0.786646     0.572365    -1.349502
51077.50     0.897354     1.009032    -0.395439
51077.75     0.648256     0.772598     0.737889
51078.00     0.551248     0.610103     1.349104
51078.25     0.501138     0.555055     1.848195
51078.50     0.305470     0.705507     1.893702
51078.75    -0.064974     0.366365     0.941459
51079.00     0.000887     0.310314     1.051095
51079.25     0.017996     0.266944     1.397837
51079.50     0.025329     0.525433     2.019442
51079.75    -0.206570     0.190467     2.733551
51080.00    -0.096600     0.132443     3.548777
51080.25    -0.310495     0.091872     3.154227
51080.50    -0.449389     0.434359     2.746417
51080.75    -0.677659     0.278797     2.022251
51081.00    -0.512045     0.290150     1.658155
51081.25    -0.384974     0.222400     1.010256
51081.50    -0.153067     0.442081     0.739907
51081.75    -0.229440     0.139245    -0.621737
51082.00    -0.084486     0.015696    -2.024656
51082.25     0.072686     0.111262    -2.577779
51082.50     0.020634     0.361848    -2.678913
51082.75    -0.183431     0.129979    -2.253789
51083.00     0.017434     0.054567    -1.474717
51083.25     0.088230     0.187926    -0.569393
51083.50     0.070967     0.529466     0.717872
51083.75     0.013347     0.392973     2.172055
51084.00     0.314206     0.327093     3.718978
51084.25     0.305333     0.288497     5.370412
51084.50    -0.003019     0.374707     6.038671
51084.75    -0.356201     0.101561     6.067326
51085.00    -0.480109    -0.081574     5.599944
51085.25    -0.590391    -0.129383     5.091305
51085.50    -0.696222     0.138726     4.477373
51085.75    -0.947898    -0.045607     3.798886
51086.00    -0.898843    -0.032690     3.507444
51086.25    -0.733727     0.086586     3.790280
51086.50    -0.760444     0.400720     3.690345
51086.75    -0.915153     0.153548     2.844912
51087.00    -0.678947     0.210093     1.949530
51087.25    -0.412177     0.337967     1.626458
51087.50    -0.184704     0.683016     1.805021
51087.75     0.015645     0.327790     2.501644
51088.00     0.506328     0.062377     3.893825
51088.25     0.641469    -0.268846     6.387969
51088.50     0.540442    -0.312519     8.380005
51088.75     0.058528    -0.585999     8.320464
51089.00     0.015716    -0.706088     7.585220
51089.25    -0.113972    -0.691558     6.376429
51089.50    -0.242783    -0.409937     5.194057
51089.75    -0.554367    -0.588312     3.334053
51090.00    -0.588511    -0.671808     2.138554
51090.25    -0.633232    -0.595630     0.977886
51090.50    -0.714169    -0.275836     0.336713
51090.75    -0.818890    -0.476921    -0.670916
51091.00    -0.741326    -0.584275    -1.493374
51091.25    -0.571065    -0.673846    -2.301894
51091.50    -0.644497    -0.560288    -3.805862
51091.75    -0.910979    -0.716480    -5.920934
51092.00    -0.955193    -0.694598    -7.662943
51092.25    -0.864063    -0.555278    -8.526039
51092.50    -0.988911    -0.149543    -8.858256
51092.75    -1.254558    -0.326299    -9.222072
51093.00    -1.087749    -0.138149    -8.214632
51093.25    -1.011750     0.154040    -6.531216
51093.50    -1.154092     0.696603    -4.331547
51093.75    -1.412922     0.549355    -2.090679
51094.00    -1.319402     0.407222     0.545732
51094.25    -1.356315     0.179623     1.973202
51094.50    -1.326644     0.214120     1.489401
51094.75    -1.497364    -0.361623    -1.116150
51095.00    -1.225495    -0.385693    -3.644147
51095.25    -1.143576    -0.291427    -5.573624
51095.50    -1.065993     0.078856    -6.218607
51095.75    -1.273892    -0.089388    -5.728224
51096.00    -1.216670    -0.212521    -5.057051
51096.25    -1.074931    -0.122746    -4.231559
51096.50    -1.139330     0.059531    -3.807465
51096.75    -1.297855    -0.412606    -3.595259
51097.00    -1.036481    -0.807470    -4.856579
51097.25    -1.034068    -0.806511    -7.308836
51097.50    -1.219627    -0.465032    -8.631105
51097.75    -1.493888    -0.655792    -9.121215
51098.00    -1.330430    -0.649535    -8.630142
51098.25    -1.265684    -0.645188    -8.324615
51098.50    -1.220426    -0.340072    -7.630125
51098.75    -1.275032    -0.583884    -6.838722
51099.00    -0.715575    -0.561780    -5.466674
51099.25    -0.324167    -0.542576    -4.446332
51099.50     0.069452    -0.291752    -3.773643
51099.75     0.195422    -0.551888    -4.410994
51100.00     0.705678    -0.489407    -4.365397
51100.25     0.903090    -0.359443    -4.728513
51100.50     0.968016     0.011677    -5.063697
51100.75     0.792560    -0.162386    -5.556401
51101.00     0.904707    -0.165079    -5.746561
51101.25     0.780636    -0.130606    -6.530158
51101.50     0.658222     0.121949    -6.875430
51101.75     0.276145    -0.150414    -7.658635
51102.00     0.370634    -0.147018    -7.872390
51102.25     0.227952    -0.229787    -8.160519
51102.50     0.101958     0.065472    -8.037057
51102.75    -0.202727    -0.244205    -7.785614
51103.00     0.013759    -0.202912    -6.521287
51103.25    -0.028836    -0.143398    -5.802061
51103.50     0.017186     0.275747    -4.727623
51103.75    -0.072087     0.117940    -3.056278
51104.00     0.122231     0.122146    -1.562957
51104.25     0.208494     0.272583    -0.150743
51104.50     0.427289     0.661615     2.248237
51104.75     0.295338     0.281598     3.088445
51105.00     0.507424     0.163591     3.890712
51105.25     0.574455     0.165833     5.084714
51105.50     0.362054     0.177546     4.851197
51105.75    -0.225752    -0.368443     3.272731
51106.00    -0.405547    -0.569889     1.937807
51106.25    -0.590146    -0.500620     0.996512
51106.50    -0.690890    -0.190858     0.894409
51106.75    -0.945650    -0.514006     0.599299
51107.00    -0.802819    -0.692315     0.103299
51107.25    -0.833166    -0.719167    -0.150557
51107.50    -0.921326    -0.562247    -0.281212
51107.75    -1.263132    -0.852324    -1.283609
51108.00    -1.488595    -0.983735    -1.972144
51108.25    -1.679257    -0.910221    -1.763059
51108.50    -1.843638    -0.516772    -0.762385
51108.75    -2.154507    -0.721164    -0.357929
51109.00    -1.942756    -0.840527     0.528609
51109.25    -1.562158    -0.663888     1.313357
51109.50    -1.332370    -0.284332     1.578800
51109.75    -1.339717    -0.448167     1.606732
51110.00    -1.136517    -0.491741     2.012325
51110.25    -1.034728    -0.428598     3.153928
51110.50    -0.922889    -0.335911     3.847396
51110.75    -0.898531    -0.683611     4.006058
51111.00    -0.446818    -0.755259     4.052792
51111.25    -0.493930    -0.857402     3.462804
51111.50    -0.466749    -0.604956     3.351810
51111.75    -0.550669    -0.918878     3.004118
51112.00    -0.219129    -1.080063     1.424010
51112.25    -0.301650    -0.986049    -0.788986
51112.50    -0.474242    -0.607290    -2.681385
51112.75    -0.890067    -0.655886    -4.289452
51113.00    -0.832490    -0.394078    -4.167127
51113.25    -0.912926    -0.131203    -3.289346
51113.50    -0.961158     0.308263    -0.791086
51113.75    -1.040792     0.158986     2.911306
51114.00    -0.717394    -0.187053     4.925810
51114.25    -0.463112    -0.213175     5.163172
51114.50    -0.105710     0.097819     5.361337
51114.75    -0.045015    -0.216725     4.629032
51115.00     0.181433    -0.474916     3.506791
51115.25     0.360703    -0.456518     2.219217
51115.50     0.194272    -0.238268     1.131843
51115.75    -0.048777    -0.525750    -1.049008
51116.00     0.017933    -0.573721    -2.832738
51116.25     0.070166    -0.495362    -4.113256
51116.50     0.133377    -0.143400    -4.963800
51116.75    -0.050414    -0.387707    -6.361176
51117.00    -0.046362    -0.384745    -7.214254
51117.25     0.001334    -0.287668    -7.696142
51117.50    -0.332682    -0.015730    -8.201421
51117.75    -0.567268    -0.283302    -8.417707
51118.00    -0.644139    -0.367683    -8.220297
51118.25    -0.617242    -0.344415    -8.297390
51118.50    -0.622935    -0.083105    -7.539313
51118.75    -0.577622    -0.386320    -7.308336
51119.00    -0.394012    -0.495899    -6.694965
51119.25    -0.047162    -0.495384    -5.421583
51119.50     0.014131    -0.291664    -4.315071
51119.75    -0.186466    -0.513104    -3.722667
51120.00    -0.135901    -0.747621    -3.362413
51120.25    -0.184982    -0.728001    -2.565657
51120.50    -0.346630    -0.601200    -1.632510
51120.75    -0.506722    -0.778340    -0.721358
51121.00    -0.567183    -0.757524    -0.861491
51121.25    -0.638649    -0.717823    -0.858283
51121.50    -0.693228    -0.575513    -0.579587
51121.75    -0.981522    -0.965468    -0.130337
51122.00    -0.900258    -1.090943     0.136191
51122.25    -0.873442    -1.075749     0.248360
51122.50    -0.850140    -0.826625    -0.123581
51122.75    -1.011100    -1.038922    -1.417252
51123.00    -0.904742    -1.009339    -2.339028
51123.25    -0.874941    -0.857383    -3.266635
51123.50    -0.817813    -0.457485    -3.529139
51123.75    -0.979531    -0.670171    -4.102415
51124.00    -0.819577    -0.677569    -3.911525
51124.25    -0.780826    -0.616141    -4.216246
51124.50    -0.815973    -0.393721    -4.118559
51124.75    -1.133805    -0.710881    -5.261232
51125.00    -1.103406    -0.719862    -4.990020
51125.25    -1.222964    -0.677890    -4.452761
51125.50    -1.250344    -0.404368    -2.973363
51125.75    -1.390822    -0.616059    -2.121539
51126.00    -1.170202    -0.679147    -1.457873
51126.25    -1.040467    -0.574078    -1.097973
51126.50    -0.923259    -0.233347    -1.362044
51126.75    -0.847256    -0.468868    -2.131085
51127.00    -0.558182    -0.485500    -2.785338
51127.25    -0.398065    -0.362900    -3.696584
51127.50    -0.340458     0.086181    -4.056210
51127.75    -0.283447     0.063852    -4.474643
51128.00     0.029042     0.268938    -3.905093
51128.25     0.297489     0.671247    -2.005195
51128.50     0.184603     1.097248     0.348574
51128.75     0.076020     0.866311     2.834210
51129.00     0.049730     0.521525     3.903546
51129.25     0.040148     0.219211     4.784646
51129.50    -0.216320     0.268818     4.989904
51129.75    -0.549445    -0.112817     4.192134
51130.00    -0.529203    -0.182771     3.656047
51130.25    -0.637688    -0.159084     3.790368
51130.50    -0.985941     0.093598     4.490086
51130.75    -1.338206    -0.259018     4.338117
51131.00    -1.434192    -0.394285     3.673381
51131.25    -1.446467    -0.306180     3.428143
51131.50    -1.507046    -0.079563     3.440854
51131.75    -1.674108    -0.374444     2.126626
51132.00    -1.550181    -0.433202     1.374661
51132.25    -1.322554    -0.300549     1.120256
51132.50    -1.178769     0.057647     1.977956
51132.75    -1.158081    -0.137147     2.323099
51133.00    -0.819961    -0.244178     2.854253
51133.25    -0.648166    -0.358990     3.206952
51133.50    -0.728782    -0.247560     2.342317
51133.75    -0.901250    -0.598033     0.396687
51134.00    -0.788030    -0.573800    -0.903036
51134.25    -0.791756    -0.482600    -2.164284
51134.50    -0.808481    -0.094855    -2.521783
51134.75    -1.004879    -0.376804    -3.564381
51135.00    -1.010509    -0.467691    -4.702977
51135.25    -1.240974    -0.528651    -5.647536
51135.50    -1.363268    -0.345911    -5.813426
51135.75    -1.713732    -0.761009    -6.693000
51136.00    -1.721226    -0.879219    -7.051904
51136.25    -1.719422    -0.956420    -7.101364
51136.50    -1.772567    -0.735018    -6.855408
51136.75    -1.848070    -0.803147    -6.385814
51137.00    -1.511883    -0.757861    -5.691180
51137.25    -1.328008    -0.546168    -4.469250
51137.50    -1.275696    -0.173631    -2.494056
51137.75    -1.347360    -0.400310    -0.876931
51138.00    -1.199010    -0.536635     0.682932
51138.25    -1.127931    -0.640123     1.756527
51138.50    -1.053223    -0.417618     2.565658
51138.75    -1.309706    -0.723642     2.450979
51139.00    -1.294542    -0.739055     2.131944
51139.25    -1.301872    -0.562832     2.518604
51139.50    -1.374931    -0.207421     2.870761
51139.75    -1.518827    -0.342063     3.426111
51140.00    -1.202595    -0.299475     4.482219
51140.25    -1.020651    -0.315268     4.914974
51140.50    -1.014501    -0.089367     5.173262
51140.75    -1.093013    -0.357478     5.358788
51141.00    -0.786450    -0.472109     5.733780
51141.25    -0.537361    -0.579102     6.111243
51141.50    -0.488508    -0.752685     5.591389
51141.75    -0.732649    -1.188586     3.405662
51142.00    -0.898394    -1.313253     0.593751
51142.25    -1.233561    -1.123899    -2.226161
51142.50    -1.431737    -0.664087    -3.323526
51142.75    -1.639259    -0.744717    -4.142455
51143.00    -1.510658    -0.666848    -4.071715
51143.25    -1.494329    -0.528746    -3.861587
51143.50    -1.514259    -0.143156    -3.414315
51143.75    -1.649456    -0.360547    -3.257659
51144.00    -1.374864    -0.405687    -2.737352
51144.25    -1.223176    -0.503673    -2.102658
51144.50    -1.099831    -0.344669    -1.418183
51144.75    -0.968844    -0.697092    -0.868450
51145.00    -0.647966    -0.898239     0.212045
51145.25    -0.620544    -0.955863     0.170430
51145.50    -0.598479    -0.787435     0.030784
51145.75    -0.679734    -1.050579    -0.241335
51146.00    -0.641760    -1.066234    -0.896797
51146.25    -0.766014    -1.008367    -1.602521
51146.50    -1.002725    -0.679190    -2.584345
51146.75    -1.343712    -0.918456    -4.020386
51147.00    -1.404850    -0.846049    -4.581474
51147.25    -1.541057    -0.597130    -4.822201
51147.50    -1.618008    -0.099743    -3.501545
51147.75    -1.740663    -0.135484    -1.253538
51148.00    -1.518557    -0.171345     1.066442
51148.25    -1.436037    -0.172356     3.447125
51148.50    -1.400073    -0.141583     6.294244
51148.75    -1.634914    -0.811188     7.114948
51149.00    -1.501020    -1.093342     6.489726
51149.25    -1.287872    -0.985335     5.879506
51149.50    -1.066785    -0.651322     5.832248
51149.75    -0.972958    -0.760156     5.531353
51150.00    -0.639108    -0.707941     5.370112
51150.25    -0.535715    -0.745207     5.007442
51150.50    -0.431303    -0.662103     5.025303
51150.75    -0.544175    -1.027286     4.883675
51151.00    -0.376303    -1.187392     4.841453
51151.25    -0.382830    -1.094488     5.403028
51151.50    -0.292947    -0.818098     5.697517
51151.75    -0.644701    -1.166000     4.506216
51152.00    -0.836260    -1.268012     2.899845
51152.25    -1.057023    -1.232412     1.920476
51152.50    -1.236024    -0.982487     1.314892
51152.75    -1.646921    -1.159666     0.598573
51153.00    -1.531173    -1.093988     0.407911
51153.25    -1.560577    -0.998800     0.099765
51153.50    -1.654032    -0.685100     0.329739
51153.75    -1.777037    -0.806025     1.127604
51154.00    -1.582680    -0.635279     2.972057
51154.25    -1.527547    -0.473649     5.393073
51154.50    -1.641072    -0.452355     7.742221
51154.75    -1.976434    -1.098796     7.697970
51155.00    -2.256653    -1.419751     6.503150
51155.25    -2.338004    -1.453975     3.656873
51155.50    -2.508127    -1.050651     1.884001
51155.75    -2.802436    -1.103206     0.593395
51156.00    -2.533377    -1.152868     0.789311
51156.25    -2.383872    -1.110485     1.233139
51156.50    -2.419645    -0.933316     1.760560
51156.75    -2.720298    -1.245028     1.462534
51157.00    -2.431094    -1.329340     1.623923
51157.25    -2.272147    -1.383915     1.627666
51157.50    -2.124543    -1.216295     1.679425
51157.75    -1.990472    -1.303681     1.887312
51158.00    -1.633343    -1.280997     2.034076
51158.25    -1.436339    -1.114482     1.715388
51158.50    -1.308119    -0.821734     1.628723
51158.75    -1.336152    -0.970548     0.940634
51159.00    -1.074705    -0.915948     0.729213
51159.25    -0.971297    -0.680627     1.171288
51159.50    -0.764408    -0.184497     2.060472
51159.75    -0.737619    -0.346186     3.863452
51160.00    -0.462773    -0.503404     5.013965
51160.25    -0.265254    -0.593416     5.682906
51160.50    -0.221526    -0.474389     5.594998
51160.75    -0.297051    -0.903412     4.386789
51161.00     0.115192    -0.969787     2.417535
51161.25     0.060214    -0.754441     0.673535
51161.50    -0.152663    -0.263369     0.567217
51161.75    -0.455336    -0.139615     1.901040
51162.00    -0.426693     0.022648     4.053310
51162.25    -0.377800     0.030449     6.624044
51162.50    -0.156023     0.294342     8.373071
51162.75    -0.177050    -0.141043     8.720686
51163.00     0.084759    -0.427751     7.973584
51163.25     0.143226    -0.610765     5.492064
51163.50     0.022963    -0.144973     3.520175
51163.75    -0.204627    -0.149210     2.483614
51164.00    -0.092842    -0.034086     2.673521
51164.25    -0.013293     0.066252     3.156333
51164.50    -0.033546     0.337644     3.333043
51164.75    -0.084744     0.129911     2.806492
