PLAY	PLYCDE	FIELD	FLDCDE	JURIS	LEASE AREA	HC	DISC	PDEP	WDEP	TRAP	DRIVE	PAY	AREA	POR	PERM	TI	PI	SW	API	SPGR	O-GR	YIELD	CUMO	CUMG	RESO	RESG	RFO	RFG
um3p1b	11612	EI100	829100	FEDERAL	EUGENE ISLAND	G	60	10813	25	H	WD	105	682	0.27		209	5395	0.32	39.0	0.61	2826	39.9	8669	43670	1367	24626	0.39	0.42
um3p1b	11612	EI108	829108	FEDERAL	EUGENE ISLAND	G	85	12734	28		COM	49	280	0.22		230	6187	0.19	0.0	0.61	0	14.1	126	9966	109	6668		0.55
um3p1b	11612	EI126	829126	FEDERAL	EUGENE ISLAND	B	51	11594	38		PAR	170	80	0.26		221	6530	0.21	35.0	0.65	2855	27.3	4391	22176	312	4766	0.59	0.76
um3p1b	11612	EI128	829128	FEDERAL	EUGENE ISLAND	O	55	12019	52		WD	110	150	0.26		220	7213	0.26	37.0	0.63	1995	66.9	3468	8277	410	1030	0.32	0.55
um3p1b	11612	EI147	829147	FEDERAL	EUGENE ISLAND	B	90	15728	55	D	UNK	77	180	0.22		259	9407	0.40	40.0	0.60	3166	11.1	1697	6859	1354	9909	0.45	0.68
um3p1b	11612	GI016	842016	FEDERAL	GRAND ISLE	O	50	9040	53	G	WD	210	1943	0.29		177	4249	0.25	36.0	0.65	1185	14.8	237955	302364	10313	30666	0.55	0.56
um3p1b	11612	GI033	842033	FEDERAL	GRAND ISLE	O	83	10600	88	B	WD	14	22	0.29		193	4907	0.26	21.0	0.00	1540	0.0	173	268	42	64	0.52	
um3p1b	11612	GI041	842041	FEDERAL	GRAND ISLE	O	63	10414	91	B	WD	29	1123	0.28		191	5093	0.29	32.0	0.61	1694	26.0	8488	21685	526	3182	0.33	0.51
um3p1b	11612	GI043	842043	FEDERAL	GRAND ISLE	B	60	11544	140	B	WD	155	2469	0.24		209	5383	0.29	31.0	0.63	1640	45.4	85814	365924	9737	56721	0.46	0.75
um3p1b	11612	GI045	842045	FEDERAL	GRAND ISLE	G	72	11200	97	B	WD	14	725	0.28		194	5250	0.20	0.0	0.60	0	13.6	231	16938	0	0		0.63
um3p1b	11612	GI047	842047	FEDERAL	GRAND ISLE	B	55	12095	87	B	WD	125	1987	0.26		222	6275	0.28	33.0	0.62	1767	38.6	62302	250607	5017	45996	0.46	0.71
um3p1b	11612	MP006	866006	FEDERAL	MAIN PASS	G	64	4521	36	B	WD	33	3808	0.32		137	2105	0.12	0.0	0.55	0	11.1	1764	157538	37	4143		0.74
um3p1b	11612	MP030	866030	FEDERAL	MAIN PASS	G	84	5547	42	B	WD	16	268	0.31		137	2594	0.23	0.0	0.65	0	0.1	0	32	1	5413		0.68
um3p1b	11612	MP039	866039	FEDERAL	MAIN PASS	G	84	5700	66	D	WD	18	334	0.33		144	2506	0.09	0.0	0.56	0	1.3	7	5292	0	0		0.41
um3p1b	11612	MP041	866041	FEDERAL	MAIN PASS	B	57	6011	40	B	WD	52	4416	0.30		151	2800	0.29	25.0	0.62	815	7.2	46703	182981	1983	14294	0.37	0.68
um3p1b	11612	MP056	866056	FEDERAL	MAIN PASS	G	86	7160	31	B	WD	8	470	0.32		156	3243	0.35	0.0	0.57	0	0.0	0	2420	0	0		0.33
um3p1b	11612	MP064	866064	FEDERAL	MAIN PASS	O	82	7190	36	A	PAR	17	1702	0.30		175	3295	0.40	32.0	0.74	3243	3.8	9439	26747	1301	14589	0.42	0.75
um3p1b	11612	MP069	866069	FEDERAL	MAIN PASS	G	88	6893	51	C	UNK	13	140	0.31		153	3220	0.39	0.0	0.60	0	94.2	75	804	36	379		0.39
um3p1b	11612	MP073	866073	FEDERAL	MAIN PASS	B	77	7186	136	G	UNK	135	652	0.28		165	3422	0.30	33.0	0.60	1556	42.2	22103	39239	5128	35266	0.58	0.58
um3p1b	11612	MP089	866089	FEDERAL	MAIN PASS	G	86	5100	45	J	PAR	18	1010	0.31		137	2442	0.30	0.0	0.56	0	0.5	9	18884	0	264		0.68
um3p1b	11612	MP090	866090	FEDERAL	MAIN PASS	G	70	4700	56	B	WD	7	1087	0.33		126	2200	0.28	0.0	0.60	0	0.1	0	1320	1	6241		0.63
um3p1b	11612	MP093	866093	FEDERAL	MAIN PASS	G	84	4873	43	J	WD	26	961	0.29		132	2236	0.26	0.0	0.58	0	0.5	3	9897	7	8778		0.51
um3p1b	11612	MP096	866096	FEDERAL	MAIN PASS	G	70	5305	52	B	WD	16	1532	0.31		133	2482	0.31	0.0	0.60	0	0.8	13	15574	7	7668		0.60
um3p1b	11612	MP098	866098	FEDERAL	MAIN PASS	G	84	4781	74	B	PD	21	936	0.26		127	2237	0.32	0.0	0.57	0	0.0	0	11109	0	978		0.54
um3p1b	11612	MP102	866102	FEDERAL	MAIN PASS	G	80	5043	46	D	WD	28	2018	0.34		140	2358	0.32	0.0	0.57	0	1.4	46	30005	10	9299		0.44
um3p1b	11612	MP103	866103	FEDERAL	MAIN PASS	G	68	4994	36	D	WD	22	1850	0.30		136	2305	0.26	0.0	0.70	0	0.4	16	51626	8	3493		0.85
um3p1b	11612	MP107	866107	FEDERAL	MAIN PASS	G	62	5004	64	B	WD	50	2303	0.31		135	2343	0.27	0.0	0.60	0	0.4	42	94820	3	11108		0.58
um3p1b	11612	MP115	866115	FEDERAL	MAIN PASS	G	76	5838	47	B	PAR	11	600	0.32		132	2306	0.38	0.0	0.60	0	0.7	2	2290	0	0		0.25
um3p1b	11612	MP120	866120	FEDERAL	MAIN PASS	G	89	6000	127	B	UNK	90	140	0.30		142	2805	0.30	0.0	0.60	0	5.6	88	14142	15	4213		0.85
um3p1b	11612	MP125	866125	FEDERAL	MAIN PASS	G	84	5851	122	B	WD	43	279	0.32		141	2736	0.47	0.0	0.60	0	0.8	3	2316	4	5466		0.48
um3p1b	11612	MP126	866126	FEDERAL	MAIN PASS	G	84	5486	68	A	WD	44	401	0.32		134	2566	0.36	0.0	0.62	0	0.0	1	14416	0	9034		0.85
um3p1b	11612	MP127	866127	FEDERAL	MAIN PASS	G	70	5609	54	B	WD	31	3148	0.31		151	2598	0.25	25.0	0.57	566	0.1	545	87651	110	34911	0.10	0.78
um3p1b	11612	MP128	866128	FEDERAL	MAIN PASS	G	86	5828	73	J	WD	12	79	0.32		140	2600	0.17	0.0	0.57	0	2.0	1	492	0	0		0.25
um3p1b	11612	MP133	866133	FEDERAL	MAIN PASS	G	71	4416	175	B	PD	75	1564	0.29		128	2037	0.28	33.0	0.64	1234	0.2	4020	91597	205	14049	0.50	0.71
um3p1b	11612	MP138	866138	FEDERAL	MAIN PASS	G	84	4900	137	B	WD	10	85	0.35		134	2293	0.30	0.0	0.60	0	3.8	0	450	4	477		0.65
um3p1b	11612	MP140	866140	FEDERAL	MAIN PASS	B	72	6624	165	A	PAR	77	2051	0.28		162	3079	0.34	28.0	0.60	1499	7.0	19389	107619	6506	16427	0.32	0.59
um3p1b	11612	MP144	866144	FEDERAL	MAIN PASS	O	67	6519	211	G	PAR	168	700	0.28		169	3127	0.37	31.0	0.00	636	0.0	75935	42332	2852	7749	0.59	
um3p1b	11612	MP151	866151	FEDERAL	MAIN PASS	G	83	6729	169	B	WD	36	3681	0.30		155	3125	0.26	34.0	0.60	1067	6.7	17904	84759	3829	17972	0.28	0.49
um3p1b	11612	MP154	868154	FEDERAL	MAIN PASS	G	92	1725	131	J	UNK	8	1161	0.30		92	817	0.24	0.0	0.56	0	0.1	0	536	0	2897		0.64
um3p1b	11612	MP163	868163	FEDERAL	MAIN PASS	G	87	3716	112	B	WD	19	606	0.33		118	1743	0.18	0.0	0.60	0	0.2	0	3150	1	2598		0.35
um3p1b	11612	MP164	868164	FEDERAL	MAIN PASS	G	84	3404	135	B	PAR	22	2388	0.35		111	1598	0.38	0.0	0.60	0	0.1	1	20516	1	10455		0.55
um3p1b	11612	MP175	868175	FEDERAL	MAIN PASS	G	88	3446	137	J	WD	20	1837	0.31		119	1523	0.16	0.0	0.56	0	0.2	0	7342	8	26176		0.79
um3p1b	11612	MP186	868186	FEDERAL	MAIN PASS	G	88	3568	149	B	WD	28	246	0.31		116	1675	0.44	0.0	0.58	0	0.1	0	1839	0	729		0.40
um3p1b	11612	MP202	868202	FEDERAL	MAIN PASS	G	87	3947	174	B	PAR	7	1090	0.33		121	1851	0.52	0.0	0.60	0	0.1	0	1598	0	24		0.25
um3p1b	11612	MP265	868265	FEDERAL	MAIN PASS	G	88	5292	203	H	UNK	56	140	0.34		138	2475	0.31	34.0	0.60	5714	5.5	270	6185	165	5477	0.35	0.78
um3p1b	11612	MP273	868273	FEDERAL	MAIN PASS	G	86	5800	220	B	WD	13	77	0.32		140	2712	0.16	0.0	0.60	0	0.1	0	0	0	1460		0.71
um3p1b	11612	MP290	870290	FEDERAL	MAIN PASS	O	68	6094	342	G	PAR	27	262	0.30		160	3158	0.34	29.0	0.60	2323	323.9	1534	2706	128	1169	0.19	0.25
um3p1b	11612	MP299	870299	FEDERAL	MAIN PASS	O	62	6598	209	G	WD	200	914	0.27		160	3085	0.27	34.0	0.60	944	0.1	61065	46775	17946	32696	0.38	0.50
um3p1b	11612	MP311	870311	FEDERAL	MAIN PASS	O	77	7066	252	D	PAR	86	3149	0.29		162	2988	0.32	30.0	0.61	901	0.1	66661	51364	41252	54283	0.35	0.42
um3p1b	11612	SS028	894028	FEDERAL	SHIP SHOAL	G	49	11593	13	B	WD	101	674	0.25		217	5399	0.35	35.0	0.69	3979	33.8	1912	54432	0	0	0.10	0.43
um3p1b	11612	SS032	894032	FEDERAL	SHIP SHOAL	G	51	11551	18	G	PD	96	904	0.25		188	5647	0.22	34.0	0.63	1281	29.5	7904	117036	285	14064	0.49	0.66
um3p1b	11612	SS058	894058	FEDERAL	SHIP SHOAL	G	66	11196	16	B	PAR	33	562	0.27		215	5222	0.20	35.0	0.60	4216	8.5	61	775	596	31936	0.51	0.73
um3p1b	11612	SS062	894062	FEDERAL	SHIP SHOAL	G	90	11232	26	B	WD	28	97	0.30		216	5238	0.16	0.0	0.60	0	2.7	7	2574	0	0		0.34
um3p1b	11612	SS069	894069	FEDERAL	SHIP SHOAL	O	83	10063	29	B	PAR	78	273	0.29		200	4702	0.36	35.0	0.61	791	23.2	3132	3923	1800	4618	0.32	0.38
um3p1b	11612	SS072	894072	FEDERAL	SHIP SHOAL	B	48	9895	30	G	WD	123	695	0.28		199	4777	0.34	35.0	0.60	3026	32.0	10431	79801	1251	17155	0.33	0.64
um3p1b	11612	SS090	894090	FEDERAL	SHIP SHOAL	O	91	11100	29	B	PAR	15	5	0.28		188	5199	0.27	35.0	0.00	1316	0.0	10	18	5	2	0.20	
um3p1b	11612	SS091	894091	FEDERAL	SHIP SHOAL	O	79	10669	36	B	PAR	29	905	0.29		191	4936	0.27	36.0	0.60	1786	143.1	13845	28316	2190	2407	0.65	0.85
um3p1b	11612	SS092	894092	FEDERAL	SHIP SHOAL	G	91	11447	24	B	PAR	32	32	0.29		219	5338	0.16	0.0	0.60	0	77.7	95	1313	95	1130		0.85
um3p1b	11612	SS097	894097	FEDERAL	SHIP SHOAL	G	84	11787	26	B	PAR	28	372	0.36		220	6131	0.11	0.0	0.60	0	13.5	462	34237	0	0		0.84
um3p1b	11612	SS100	894100	FEDERAL	SHIP SHOAL	B	87	12435	22	B	PAR	28	889	0.27		210	8968	0.25	35.0	0.60	8335	35.8	2702	36679	602	17616	0.21	0.71
um3p1b	11612	SS105	894105	FEDERAL	SHIP SHOAL	B	68	12756	34	C	PAR	8	544	0.29		236	5946	0.25	35.0	0.60	1316	50.0	83	1262	1033	4268	0.37	0.70
um3p1b	11612	SS107	894107	FEDERAL	SHIP SHOAL	O	62	13906	22	B	WD	55	594	0.26		249	11689	0.30	30.0	0.00	1979	0.0	10182	19806	1074	2467	0.45	
um3p1b	11612	SS111	894111	FEDERAL	SHIP SHOAL	G	85	12942	41	B	PAR	76	298	0.27		238	6033	0.17	0.0	0.60	0	17.3	271	13015	568	35569		0.81
um3p1b	11612	SS113	894113	FEDERAL	SHIP SHOAL	O	57	12092	42	G	WD	137	361	0.25		228	5905	0.33	33.0	0.65	3091	29.6	12507	48669	1584	2497	0.40	0.44
um3p1b	11612	SM006	899006	FEDERAL	SOUTH MARSH ISLAND	B	62	11584	67		PAR	47	140	0.30		216	5701	0.33	33.0	0.65	1182	2.5	1465	1874	16	6713	0.55	0.65
um3p1b	11612	SM009	899009	FEDERAL	SOUTH MARSH ISLAND	G	65	14073	60		COM	38	522	0.26		252	6707	0.29	40.0	0.65	2208	29.2	700	15745	178	6904	0.10	0.56
um3p1b	11612	SM231	900231	FEDERAL	SOUTH MARSH ISLAND	G	80	7625	17	D	WD	21	680	0.30		161	3560	0.19	0.0	0.60	0	2.1	25	13442	10	3719		0.53
um3p1b	11612	SM235	900235	FEDERAL	SOUTH MARSH ISLAND	G	75	8084	20	D	WD	49	434	0.30		187	3774	0.26	0.0	0.60	0	5.4	173	31909	0	0		0.74
um3p1b	11612	SM241	900241	FEDERAL	SOUTH MARSH ISLAND	G	90	7600	22	D	WD	15	493	0.28		154	3515	0.17	0.0	0.60	0	7.1	17	2354	61	8621		0.65
um3p1b	11612	SM243	900243	FEDERAL	SOUTH MARSH ISLAND	G	74	8410	22	D	PAR	26	1789	0.27		185	3944	0.18	0.0	0.58	0	4.2	310	72725	21	5718		0.79
um3p1b	11612	SM249	900249	FEDERAL	SOUTH MARSH ISLAND	G	73	8830	26	D	WD	70	1488	0.29		173	4106	0.24	0.0	0.60	0	0.7	92	152889	13	6813		0.67
um3p1b	11612	SM252	900252	FEDERAL	SOUTH MARSH ISLAND	G	78	8548	23	D	WD	50	849	0.29		173	3969	0.24	0.0	0.61	0	2.6	60	29990	117	37569		0.71
um3p1b	11612	SM255	900255	FEDERAL	SOUTH MARSH ISLAND	G	84	9372	23	D	WD	59	885	0.30		192	4373	0.19	0.0	0.60	0	10.3	3	539	948	91671		0.69
um3p1b	11612	SM261	900261	FEDERAL	SOUTH MARSH ISLAND	G	73	6828	30	G	WD	116	160	0.28		162	3602	0.31	32.0	0.59	638	4.3	1693	12295	146	123	0.26	0.48
um3p1b	11612	SM265	900265	FEDERAL	SOUTH MARSH ISLAND	G	77	9038	26		WD	41	629	0.30		185	4241	0.16	0.0	0.58	0	1.8	81	41956	19	13859		0.84
um3p1b	11612	SM269	900269	FEDERAL	SOUTH MARSH ISLAND	G	73	10806	31	E	COM	117	3075	0.27		231	5856	0.29	36.0	0.60	2210	17.1	34557	334431	5942	97835	0.35	0.66
um3p1b	11612	SP027	909027	FEDERAL	SOUTH PASS	B	58	8336	63	G	WD	113	2941	0.30		180	4079	0.31	31.0	0.64	1684	15.1	79945	315764	8494	52238	0.44	0.62
um3p1b	11612	SP045	909045	FEDERAL	SOUTH PASS	G	83	9803	202	A	PAR	14	40	0.33		193	7367	0.32	0.0	0.60	0	17.5	0	0	20	1135		0.63
um3p1b	11612	SP065	911065	FEDERAL	SOUTH PASS	O	70	7369	294	A	PD	49	549	0.29		165	3444	0.28	30.0	0.63	1245	37.5	12521	16852	2539	3538	0.47	0.38
um3p1b	11612	PL001	916001	FEDERAL	SOUTH PELTO	B	81	11834	29	B	PAR	32	479	0.28		193	5531	0.26	33.0	0.60	3337	32.9	1522	10523	262	1070	0.25	0.27
um3p1b	11612	PL010	916010	FEDERAL	SOUTH PELTO	G	76	11278	35	D	COM	125	1188	0.27		216	5259	0.31	35.0	0.60	4017	23.4	13421	184718	4647	52371	0.46	0.76
um3p1b	11612	PL013	916013	FEDERAL	SOUTH PELTO	B	76	13044	35	B	COM	55	797	0.26		240	6119	0.26	33.0	0.62	3984	33.4	9241	45509	2014	22896	0.43	0.62
um3p1b	11612	PL018	916018	FEDERAL	SOUTH PELTO	G	79	11303	47	B	WD	30	687	0.26		185	5243	0.19	0.0	0.60	0	9.9	208	21006	0	0		0.40
um3p1b	11612	PL020	916020	FEDERAL	SOUTH PELTO	B	55	11250	31	G	WD	100	740	0.27		212	6270	0.28	34.0	0.62	4274	38.5	13089	86858	2242	18695	0.41	0.56
um3p1b	11612	PL023	916023	FEDERAL	SOUTH PELTO	G	67	16758	57	B	WD	48	220	0.25		265	7434	0.27	0.0	0.65	0	52.5	390	7423	0	0		0.30
um3p1b	11612	ST021	919021	FEDERAL	SOUTH TIMBALIER	O	57	10896	46	B	WD	128	2904	0.29		204	6350	0.25	31.0	0.60	1338	63.3	208709	327729	10833	21930	0.59	0.79
um3p1b	11612	ST036	919036	FEDERAL	SOUTH TIMBALIER	B	75	11776	52	B	PAR	74	1870	0.28		211	7797	0.25	33.0	0.62	6350	36.0	15070	195887	2857	46902	0.29	0.60
um3p1b	11612	ST037	919037	FEDERAL	SOUTH TIMBALIER	B	74	12332	54	B	WD	93	684	0.26		218	7463	0.24	31.0	0.61	4195	94.7	8893	46469	3108	30635	0.32	0.49
um3p1b	11612	ST052	919052	FEDERAL	SOUTH TIMBALIER	B	66	12062	59	B	WD	43	679	0.25		203	6810	0.36	37.0	0.61	4233	11.3	2524	18256	292	3582	0.23	0.38
um3p1b	11612	ST054	919054	FEDERAL	SOUTH TIMBALIER	G	57	12821	66	B	WD	143	951	0.22		252	6140	0.30	36.0	0.65	1692	47.1	13230	166483	832	13659	0.42	0.76
um3p1b	11612	VR014	929014	FEDERAL	VERMILION	G	59	6233	27	D	WD	20	4448	0.31		160	2913	0.26	0.0	0.60	0	1.6	117	68884	29	20478		0.53
um3p1b	11612	VR039	929039	FEDERAL	VERMILION	G	49	5550	38	D	WD	32	265	0.30		146	2624	0.23	0.0	0.58	0	2.3	27	11251	1	1064		0.85
um3p1b	11612	VR046	929046	FEDERAL	VERMILION	G	56	6562	32	D	WD	38	1189	0.30		161	3067	0.22	0.0	0.60	0	2.9	142	48171	4	1592		0.55
um3p1b	11612	VR060	929060	FEDERAL	VERMILION	G	75	6932	45	D	WD	25	461	0.28		156	3335	0.34	0.0	0.62	0	0.7	3	11843	7	3341		0.77
um3p1b	11612	VR071	929071	FEDERAL	VERMILION	G	48	7402	20		WD	32	1003	0.29		178	3435	0.31	0.0	0.58	0	2.7	74	27925	6	1628		0.51
um3p1b	11612	VR076	929076	FEDERAL	VERMILION	G	49	7881	31	D	PD	70	9256	0.29		176	3522	0.29	0.0	0.60	0	3.1	1854	714694	635	85436		0.66
um3p1b	11612	VR084	929084	FEDERAL	VERMILION	G	77	8659	50	D	WD	27	790	0.30		178	4055	0.27	0.0	0.60	0	0.1	2	37558	2	1014		0.83
um3p1b	11612	VR086	929086	FEDERAL	VERMILION	G	84	10071	40	D	PAR	25	540	0.27		191	4698	0.35	0.0	0.58	0	0.3	2	7062	0	0		0.27
um3p1b	11612	VR088	929088	FEDERAL	VERMILION	G	83	8130	24	D	PAR	25	573	0.33		168	3795	0.19	0.0	0.58	0	2.5	32	12951	0	0		0.34
um3p1b	11612	VR095	929095	FEDERAL	VERMILION	G	88	9407	24	D	PAR	58	173	0.28		183	4262	0.21	0.0	0.57	0	0.6	3	10586	7	5395		0.70
um3p1b	11612	VR102	929102	FEDERAL	VERMILION	G	62	8909	65	G	WD	49	960	0.27		185	4680	0.20	0.0	0.60	0	14.2	550	49937	415	17952		0.61
um3p1b	11612	VR112	929112	FEDERAL	VERMILION	G	93	7529	54	D	COM	30	588	0.31		160	3515	0.23	0.0	0.70	0	10.0	7	1497	242	23366		0.60
um3p1b	11612	VR114	929114	FEDERAL	VERMILION	G	83	8659	43	A	PAR	76	444	0.31		175	4321	0.20	0.0	0.60	0	6.6	292	47297	175	23181		0.78
um3p1b	11612	VR115	929115	FEDERAL	VERMILION	G	61	11566	61		PAR	17	490	0.25		221	6220	0.27	33.0	0.60	3600	40.0	475	10481	215	660	0.26	0.65
um3p1b	11612	VR120	929120	FEDERAL	VERMILION	B	57	9081	70		COM	39	678	0.27		194	4684	0.30	42.0	0.64	1633	9.9	8108	32271	43	1006	0.58	0.69
um3p1b	11612	VR122	929122	FEDERAL	VERMILION	G	82	10339	77	D	WD	24	339	0.30		204	6105	0.27	0.0	0.62	0	25.5	206	8079	0	0		0.35
um3p1b	11612	VR131	929131	FEDERAL	VERMILION	G	60	11409	55		WD	93	1995	0.31		212	6108	0.23	0.0	0.65	0	16.6	6137	368169	518	33250		0.73
um3p1b	11612	VR159	929159	FEDERAL	VERMILION	G	76	15154	90	G	PAR	74	1962	0.19		272	7230	0.22	0.0	0.64	0	24.8	3229	119050	688	38810		0.59
um3p1b	11612	VR162	929162	FEDERAL	VERMILION	G	90	13461	91	G	PAR	79	238	0.20		232	8765	0.16	0.0	0.60	0	15.4	299	15523	167	14768		0.65
um3p1b	11612	VR171	929171	FEDERAL	VERMILION	G	81	10682	86	C	WD	23	140	0.29		198	4984	0.30	0.0	0.60	0	14.7	20	1992	51	2819		0.63
um3p1b	11612	WC071	935071	FEDERAL	WEST CAMERON	G	69	4833	40	C	WD	25	975	0.31		138	2154	0.19	0.0	0.57	0	2.3	55	23555	2	819		0.64
um3p1b	11612	WC110	935110	FEDERAL	WEST CAMERON	G	54	4617	43	D	WD	29	62	0.27		149	2162	0.37	0.0	0.60	0	0.7	1	1333	0	0		0.72
um3p1b	11612	WC149	935149	FEDERAL	WEST CAMERON	G	50	4853	39		PAR	33	459	0.28		145	2272	0.28	0.0	0.60	0	0.5	7	15248	1	1188		0.82
um3p1b	11612	WC165	935165	FEDERAL	WEST CAMERON	G	83	5965	48		PD	8	46	0.28		165	2783	0.57	0.0	0.58	0	0.0	0	85	0	0		0.25
um3p1b	11612	WC180	935180	FEDERAL	WEST CAMERON	G	61	6349	47	D	WD	54	1581	0.28		177	3203	0.21	0.0	0.60	0	1.1	124	119985	13	2250		0.76
um3p1b	11612	WC192	935192	FEDERAL	WEST CAMERON	G	54	8015	56	C	PAR	18	12870	0.28		187	3842	0.30	0.0	0.62	0	12.3	2605	211599	122	9512		0.50
um3p1b	11612	WC198	935198	FEDERAL	WEST CAMERON	G	79	6750	55	B	PD	5	736	0.25		155	3417	0.47	0.0	0.60	0	0.0	0	1232	0	0		0.25
um3p1b	11612	WC205	935205	FEDERAL	WEST CAMERON	G	90	5700	58	D	PAR	20	140	0.28		144	2665	0.27	0.0	0.60	0	1.9	3	1435	0	0		0.33
um3p1b	11612	WC222	935222	FEDERAL	WEST CAMERON	G	76	6290	63	D	WD	58	94	0.26		145	2940	0.45	0.0	0.58	0	5.1	28	5557	0	0		0.85
um3p1b	11612	WC225	935225	FEDERAL	WEST CAMERON	G	62	5840	61	D	PD	23	1374	0.30		144	2752	0.24	0.0	0.57	0	1.0	40	40295	1	2729		0.73
um3p1b	11612	WC229	935229	FEDERAL	WEST CAMERON	G	62	6774	64		WD	15	1213	0.26		166	3275	0.34	0.0	0.59	0	1.9	31	15943	0	0		0.61
um3p1b	11612	WC237	935237	FEDERAL	WEST CAMERON	G	78	7655	72	D	PAR	17	2449	0.29		182	3813	0.38	0.0	0.60	0	8.0	66	11756	154	15533		0.37
um3p1b	11612	WC311	939311	FEDERAL	WEST CAMERON	G	86	7680	55	G	PAR	21	411	0.28		162	3586	0.27	0.0	0.60	0	6.0	30	4959	35	5831		0.65
um3p1b	11612	WC313	939313	FEDERAL	WEST CAMERON	G	85	7076	59	D	PD	133	154	0.27		155	3305	0.41	0.0	0.60	0	1.8	0	5567	37	15033		0.73
um3p1b	11612	WC353	939353	FEDERAL	WEST CAMERON	G	78	9500	71	H	WD	8	121	0.30		190	7674	0.40	0.0	0.59	0	569.6	594	953	4	97		0.42
um3p1b	11612	WD027	942027	FEDERAL	WEST DELTA	G	60	9147	26	B	PAR	43	679	0.29		180	4119	0.25	35.0	0.60	572	16.4	5675	41224	71	1264	0.61	0.79
um3p1b	11612	WD030	942030	FEDERAL	WEST DELTA	O	54	8586	49	G	WD	198	1893	0.28		179	4273	0.23	31.0	0.63	860	29.9	212253	203469	11275	21947	0.50	0.54
um3p1b	11612	WD035	942035	FEDERAL	WEST DELTA	G	70	10437	60	B	PAR	10	77	0.25		191	4859	0.22	0.0	0.60	0	35.0	15	419	0	0		0.25
um3p1b	11612	WD041	942041	FEDERAL	WEST DELTA	B	63	10168	81	B	COM	45	4070	0.28		204	4799	0.27	34.0	0.64	1241	16.2	40028	188782	3531	9781	0.40	0.72
um3p1b	11612	WD058	942058	FEDERAL	WEST DELTA	G	54	11627	52	B	PAR	126	409	0.27		213	6640	0.25	37.0	0.60	9239	64.3	5367	79547	189	503	0.37	0.56
um3p1b	11612	WD061	942061	FEDERAL	WEST DELTA	G	77	8926	109	B	PAR	23	528	0.26		193	4161	0.31	0.0	0.59	0	8.4	92	7494	22	6130		0.67
um3p1b	11612	WD064	942064	FEDERAL	WEST DELTA	B	63	10993	116	B	WD	75	177	0.29		208	5127	0.25	30.0	0.75	2121	0.8	178	8998	962	4185	0.16	0.64
um3p1b	11612	WD067	942067	FEDERAL	WEST DELTA	B	82	10208	98	B	PAR	14	494	0.25		193	4762	0.36	26.0	0.60	3688	0.0	326	1201	0	0	0.10	
um3p1b	11612	WD073	942073	FEDERAL	WEST DELTA	G	66	11196	179	B	PAR	61	887	0.25		215	5585	0.31	30.0	0.67	1135	48.1	7526	56019	2427	7427	0.52	0.70
um3p1b	11612	WD079	942079	FEDERAL	WEST DELTA	B	66	11159	125	B	PAR	95	2407	0.28		214	5737	0.29	36.0	0.75	1991	52.5	81929	291781	7408	23673	0.54	0.79
um3f1	11811	EI159	829159	FEDERAL	EUGENE ISLAND	G	81	16577	72	B	PAR	35	1169	0.17		268	7723	0.40	0.0	0.60	0	20.1	422	20206	215	11505		0.56
um3f1	11811	EI162	829162	FEDERAL	EUGENE ISLAND	G	91	16275	67	D	PAR	22	542	0.21		249	7583	0.18	0.0	0.60	0	34.9	756	21722	76	2142		0.85
um3f1	11811	MP290	870290	FEDERAL	MAIN PASS	G	69	8705	342	G	UNK	26	223	0.30		179	4413	0.30	35.0	0.60	3571	50.2	224	3563	240	4379	0.10	0.70
um3f1	11811	MP306	870306	FEDERAL	MAIN PASS	O	67	6663	249	G	PAR	97	1253	0.29		151	3013	0.29	37.0	0.66	1136	104.0	61700	70866	5950	9990	0.48	0.41
um3f1	11811	MC807	874807	FEDERAL	MISSISSIPPI CANYON	O	89	14626	2959	G	PAR	183	3559	0.22		253	10253	0.25	35.0	0.00	1411	0.0	0	0	125209	176692	0.32	
um3f1	11811	SS128	894128	FEDERAL	SHIP SHOAL	O	90	15313	56	C	PAR	10	1006	0.35		269	7136	0.24	43.0	0.00	1200	0.0	133	494	4101	4586	0.30	
um3f1	11811	SM009	899009	FEDERAL	SOUTH MARSH ISLAND	G	73	14986	60		COM	62	576	0.18		282	8055	0.19	35.0	0.60	1600	41.5	1247	24922	1099	26039	0.25	0.78
um3f1	11811	SM023	899023	FEDERAL	SOUTH MARSH ISLAND	G	62	14664	82	G	WD	34	423	0.28		248	9106	0.22	0.0	0.60	0	41.6	993	29160	226	125		0.63
um3f1	11811	SP062	911062	FEDERAL	SOUTH PASS	O	68	8455	332	G	UNK	31	180	0.30		177	3947	0.30	30.0	0.60	1450	111.7	631	1347	1651	2195	0.35	0.25
um3f1	11811	SP078	913078	FEDERAL	SOUTH PASS	G	78	14521	204	G	PAR	59	458	0.25		250	7085	0.33	32.0	0.60	8714	57.5	1964	31825	776	11455	0.24	0.73
um3f1	11811	PL006	916006	FEDERAL	SOUTH PELTO	G	93	11965	41	B	PAR	82	371	0.27		214	5579	0.16	0.0	0.60	0	21.7	419	16532	732	36593		0.65
um3f1	11811	PL018	916018	FEDERAL	SOUTH PELTO	G	79	14800	47	B	WD	8	496	0.21		218	6894	0.22	0.0	0.60	0	12.3	43	3514	0	0		0.41
