-----------------------------------------------
3D SITE DISPLACEMENT DUE TO ATMOSPHERIC LOADING
-----------------------------------------------
METEOROLOGICAL CENTER & DEGREE 1 :    NCEP_CMEA
CMEA : CENTER OF MASS OF THE EARTH + ATMOSPHERE
CME  : CENTER OF MASS OF THE SOLID EARTH  ALONE
SITE COORDINATES ACCORDING TO ITRF2000 SOLUTION
-----------------------------------------------
CREATOR EMAIL : PASCAL.GEGOUT@EOST.U-STRASBG.FR
-----------------------------------------------
USNO        49718.000    1995     1     1     0
USNO        52274.750    2001    12    31    18
USNO      1112189.893 -4842955.037  3985352.249
50729.75     0.211058    -0.153205    -2.744774
50730.00     0.302576    -0.147924    -2.420451
50730.25     0.165452    -0.208903    -2.837428
50730.50     0.172265    -0.175980    -2.838270
50730.75    -0.113342    -0.382213    -2.489878
50731.00     0.008439    -0.436189    -2.036564
50731.25    -0.107637    -0.585993    -2.543030
50731.50     0.272308    -0.517143    -2.746678
50731.75     0.270836    -0.622037    -2.842672
50732.00     0.621061    -0.559313    -2.755764
50732.25     0.683785    -0.427606    -3.226820
50732.50     0.987817    -0.208792    -3.375005
50732.75     0.884334    -0.174771    -3.206560
50733.00     0.988809    -0.083191    -2.758895
50733.25     0.784062     0.005935    -2.759930
50733.50     0.804698     0.150597    -2.648186
50733.75     0.331460     0.080082    -2.281266
50734.00     0.305695     0.121752    -1.715279
50734.25     0.030060     0.115933    -1.966054
50734.50    -0.140848     0.168257    -1.823630
50734.75    -0.507164    -0.027903    -1.651686
50735.00    -0.443376    -0.033906    -1.180199
50735.25    -0.585279    -0.195730    -1.504377
50735.50    -0.427909    -0.179085    -1.622261
50735.75    -0.457141    -0.444987    -1.954714
50736.00    -0.172540    -0.463706    -2.290863
50736.25    -0.176452    -0.549092    -3.046587
50736.50     0.067295    -0.466052    -3.678589
50736.75    -0.010187    -0.565748    -4.141346
50737.00     0.314804    -0.550689    -4.185691
50737.25     0.181688    -0.556422    -4.457075
50737.50     0.293049    -0.412224    -4.237077
50737.75     0.078676    -0.477754    -4.020542
50738.00     0.080252    -0.454233    -3.570750
50738.25    -0.152018    -0.432392    -3.286547
50738.50    -0.146896    -0.303538    -2.952015
50738.75    -0.501573    -0.420533    -2.619922
50739.00    -0.536717    -0.377777    -1.944190
50739.25    -0.714796    -0.365016    -1.746370
50739.50    -0.609767    -0.220210    -1.751719
50739.75    -0.724890    -0.243247    -1.614544
50740.00    -0.611198    -0.220978    -1.222089
50740.25    -0.619128    -0.137013    -0.857117
50740.50    -0.326503     0.072234    -0.005729
50740.75    -0.605912    -0.090403     0.244140
50741.00    -0.661983    -0.124309     0.269642
50741.25    -0.922638    -0.183729    -0.035486
50741.50    -0.991916    -0.153009    -0.315746
50741.75    -1.256498    -0.400633    -1.023919
50742.00    -1.163667    -0.458803    -1.534274
50742.25    -1.351297    -0.491594    -2.327073
50742.50    -1.381960    -0.318889    -2.172634
50742.75    -1.681413    -0.387020    -1.456537
50743.00    -1.615295    -0.394096    -0.574437
50743.25    -1.758527    -0.469048    -0.400724
50743.50    -1.556302    -0.368603    -0.608621
50743.75    -1.681362    -0.444791    -0.759447
50744.00    -1.542964    -0.386546    -1.034935
50744.25    -1.709647    -0.307727    -1.053504
50744.50    -1.699874    -0.162321    -1.027401
50744.75    -2.007238    -0.240094    -0.831877
50745.00    -1.979323    -0.212708    -0.652825
50745.25    -2.120083    -0.188409    -0.789010
50745.50    -2.015218    -0.047497    -0.874668
50745.75    -2.097839    -0.155986    -0.835949
50746.00    -1.928531    -0.112373    -0.543322
50746.25    -2.085802    -0.133552     0.075489
50746.50    -2.091945    -0.183375     0.088512
50746.75    -2.013664    -0.429529    -0.993847
50747.00    -1.769866    -0.422662    -1.949275
50747.25    -1.928311    -0.351317    -2.631967
50747.50    -1.803980    -0.037637    -2.067677
50747.75    -2.008500    -0.006276    -1.190138
50748.00    -2.103451     0.096869     0.602866
50748.25    -2.609396     0.110795     3.249675
50748.50    -2.744218     0.033140     3.660990
50748.75    -3.001261    -0.348196     2.717141
50749.00    -2.789096    -0.526984     1.541797
50749.25    -3.010640    -0.676736     0.315647
50749.50    -2.845966    -0.613589    -0.533037
50749.75    -2.888592    -0.778144    -1.295918
50750.00    -2.693127    -0.710067    -1.443834
50750.25    -2.785215    -0.697049    -1.815689
50750.50    -2.472938    -0.514839    -1.738968
50750.75    -2.546671    -0.607579    -1.670554
50751.00    -2.194586    -0.543367    -1.501744
50751.25    -2.096654    -0.552012    -1.989571
50751.50    -1.612849    -0.370613    -2.121357
50751.75    -1.474148    -0.398082    -2.174606
50752.00    -1.189292    -0.234024    -1.602280
50752.25    -1.071070    -0.070674    -1.153100
50752.50    -0.853731     0.200912    -0.396743
50752.75    -0.841221     0.198541    -0.011553
50753.00    -0.528277     0.324502     0.990062
50753.25    -0.381516     0.466297     1.522377
50753.50    -0.326279     0.693675     2.982698
50753.75    -0.643460     0.599945     4.706811
50754.00    -0.814086     0.548977     5.459755
50754.25    -0.971372     0.625224     5.508930
50754.50    -0.751345     0.780445     6.264724
50754.75    -1.011001     0.441376     5.969719
50755.00    -0.734935     0.320277     4.730755
50755.25    -0.641769     0.269044     3.825286
50755.50    -0.371298     0.300565     3.483408
50755.75    -0.374004     0.011033     2.526946
50756.00    -0.064004    -0.197176     1.355149
50756.25    -0.110196    -0.299994     0.764892
50756.50     0.034701    -0.315202     0.199221
50756.75     0.046260    -0.574789    -1.270370
50757.00     0.441800    -0.697827    -2.614978
50757.25     0.516626    -0.776495    -4.189329
50757.50     0.771484    -0.677721    -4.894838
50757.75     0.723943    -0.790311    -5.303750
50758.00     0.967079    -0.751792    -5.223265
50758.25     0.992528    -0.628209    -4.759272
50758.50     1.223514    -0.456967    -4.222703
50758.75     1.036664    -0.515400    -3.593095
50759.00     1.314870    -0.501912    -2.392154
50759.25     1.372861    -0.381798    -1.513359
50759.50     1.119712    -0.281114     0.036231
50759.75     0.752825    -0.312192     0.918835
50760.00     0.651318    -0.330762     1.572854
50760.25     0.293027    -0.269035     2.293886
50760.50     0.343478    -0.138456     2.825024
50760.75     0.294033    -0.188006     3.044573
50761.00     0.461272    -0.242597     3.181027
50761.25     0.431093    -0.228874     3.775578
50761.50     0.740332    -0.112101     4.277124
50761.75     0.721569    -0.249119     3.834959
50762.00     0.817674    -0.300755     3.424263
50762.25     0.722258    -0.313196     2.819805
50762.50     0.929593    -0.158469     2.599485
50762.75     0.854163    -0.328949     2.227409
50763.00     1.075484    -0.367209     2.035007
50763.25     1.015796    -0.400653     1.634537
50763.50     1.091523    -0.314504     1.260799
50763.75     0.871820    -0.413943     1.030382
50764.00     1.001863    -0.376380     1.039050
50764.25     0.721789    -0.379736     1.207673
50764.50     0.766326    -0.230829     1.566892
50764.75     0.704136    -0.312034     1.662314
50765.00     0.797114    -0.261871     1.074484
50765.25     0.812998    -0.121837     0.655840
50765.50     1.048943     0.181523     1.181747
50765.75     0.866010     0.223336     1.501746
50766.00     1.003048     0.348435     2.759444
50766.25     0.772437     0.452242     4.354971
50766.50     0.504671     0.524528     5.819045
50766.75    -0.101432     0.216768     5.929014
50767.00    -0.174893    -0.070572     4.928815
50767.25    -0.461687    -0.315714     3.603665
50767.50    -0.233222    -0.259357     2.542245
50767.75    -0.358172    -0.402069     2.039787
50768.00    -0.123493    -0.418589     2.236558
50768.25    -0.462614    -0.611252     2.225647
50768.50    -0.288447    -0.613819     1.446687
50768.75    -0.457328    -0.828561     0.420080
50769.00    -0.228757    -0.889021    -0.267274
50769.25    -0.312609    -0.980317    -1.318990
50769.50    -0.043561    -0.844020    -1.517487
50769.75    -0.079623    -0.919820    -2.093516
50770.00     0.366668    -0.769326    -2.153044
50770.25     0.440213    -0.644958    -2.367805
50770.50     0.631980    -0.417198    -2.125447
50770.75     0.610303    -0.431460    -1.657887
50771.00     0.894660    -0.387024    -0.888370
50771.25     0.886221    -0.373316    -0.472626
50771.50     1.158199    -0.210240     0.286548
50771.75     1.176492    -0.292714     1.237568
50772.00     1.364217    -0.306992     1.405748
50772.25     1.172579    -0.321027     1.696619
50772.50     1.278374    -0.227030     1.320436
50772.75     1.108866    -0.322202     0.920182
50773.00     1.054286    -0.308375     0.758829
50773.25     0.784877    -0.285242     0.720188
50773.50     0.892131    -0.097459     1.120694
50773.75     0.805273    -0.133051     1.625738
50774.00     1.043171    -0.058973     2.173931
50774.25     0.999777     0.016126     3.427459
50774.50     1.043046     0.007879     3.338329
50774.75     1.125012    -0.149496     2.352741
50775.00     1.418449    -0.228461     1.572318
50775.25     1.364078    -0.276971     1.096442
50775.50     1.433760    -0.155175     1.302219
50775.75     1.354214    -0.276723     1.238442
50776.00     1.348300    -0.364642     1.228441
50776.25     1.158570    -0.491499     0.919162
50776.50     1.100463    -0.530996    -0.110856
50776.75     0.833268    -0.772837    -1.228171
50777.00     0.911421    -0.713806    -2.182277
50777.25     0.724548    -0.611288    -2.312724
50777.50     0.582134    -0.358510    -1.511489
50777.75     0.165014    -0.381512     0.044521
50778.00     0.183461    -0.367897     1.257999
50778.25    -0.031436    -0.351399     2.172068
50778.50     0.014941    -0.132470     2.945350
50778.75    -0.209620    -0.144522     4.375127
50779.00    -0.246173    -0.273081     5.296357
50779.25    -0.258327    -0.515642     3.698986
50779.50    -0.055076    -0.391397     2.025707
50779.75    -0.158515    -0.397815     0.390463
50780.00    -0.141065    -0.274739    -0.110527
50780.25    -0.329709    -0.193472    -0.202089
50780.50    -0.564967    -0.086189     0.689780
50780.75    -0.855178    -0.320099     1.287649
50781.00    -0.765850    -0.395093     1.233586
50781.25    -0.839573    -0.420550     0.754823
50781.50    -0.653617    -0.283929     0.280784
50781.75    -0.644327    -0.331600     0.386259
50782.00    -0.456591    -0.246252     1.330345
50782.25    -0.398887    -0.083788     2.794865
50782.50    -0.312295     0.126997     4.393864
50782.75    -0.338333     0.073320     5.789945
50783.00    -0.187843     0.010662     6.700096
50783.25    -0.124645    -0.126941     6.603255
50783.50     0.004388    -0.237978     4.972104
50783.75    -0.096113    -0.576803     3.154922
50784.00     0.187976    -0.668984     2.153762
50784.25     0.156272    -0.722046     1.156853
50784.50     0.459644    -0.627611     0.423076
50784.75     0.505439    -0.726893    -0.373441
50785.00     0.812866    -0.645446    -0.531225
50785.25     0.818995    -0.481963    -0.315593
50785.50     0.828038    -0.196321     0.241886
50785.75     0.590366    -0.077944     1.096149
50786.00     0.643045     0.046897     2.570119
50786.25     0.611082     0.147312     4.254566
50786.50     0.439814     0.169888     4.959433
50786.75     0.126839     0.000335     5.087551
50787.00     0.063969    -0.117361     4.839528
50787.25    -0.266197    -0.130092     5.084665
50787.50    -0.446016    -0.080364     5.340408
50787.75    -0.824435    -0.393463     4.840381
50788.00    -0.829643    -0.532718     4.093193
50788.25    -0.972645    -0.520043     4.086524
50788.50    -0.890259    -0.396651     4.445001
50788.75    -1.029188    -0.543899     4.304387
50789.00    -0.803058    -0.572860     4.002011
50789.25    -0.699161    -0.533133     4.060141
50789.50    -0.435133    -0.447014     3.436759
50789.75    -0.185960    -0.511673     2.935396
50790.00     0.234183    -0.509189     2.111731
50790.25     0.325080    -0.410747     1.582979
50790.50     0.631028    -0.179588     1.223333
50790.75     0.735790    -0.103906     1.496316
50791.00     0.877578    -0.013188     1.778438
50791.25     0.824582     0.089905     2.173788
50791.50     0.838030     0.271729     2.726377
50791.75     0.697519     0.112538     2.703315
50792.00     0.838273     0.078432     2.725381
50792.25     0.794287     0.155913     2.988838
50792.50     0.929033     0.439792     4.258509
50792.75     0.758251     0.329306     5.143676
50793.00     1.060535     0.097494     4.957697
50793.25     1.113848    -0.056352     3.717305
50793.50     1.348542    -0.054698     2.305469
50793.75     1.212985    -0.307756     0.920109
50794.00     1.300249    -0.399973     0.401274
50794.25     0.948069    -0.425449     0.262618
50794.50     0.700631    -0.351679     0.561073
50794.75     0.320848    -0.508338     0.715193
50795.00     0.290514    -0.529487     0.955043
50795.25    -0.056683    -0.471353     1.341031
50795.50    -0.053707    -0.305619     2.037064
50795.75    -0.385856    -0.447224     2.286197
50796.00    -0.183276    -0.495968     2.455777
50796.25    -0.342646    -0.552325     2.344401
50796.50    -0.292848    -0.522364     1.992027
50796.75    -0.534257    -0.713663     1.364743
50797.00    -0.269399    -0.650467     1.004382
50797.25    -0.305518    -0.625202     0.504749
50797.50    -0.255159    -0.442167     0.835181
50797.75    -0.397466    -0.564004     0.813346
50798.00    -0.078611    -0.536725     0.650811
50798.25     0.141806    -0.436203     0.809648
50798.50     0.353287    -0.321408     0.704037
50798.75     0.532775    -0.334745     1.617776
50799.00     1.067869    -0.266743     2.563324
50799.25     1.492474    -0.135350     3.389782
50799.50     1.859609     0.038888     3.640179
50799.75     1.991391     0.040273     3.504380
50800.00     2.162310     0.029592     2.978062
50800.25     2.000522     0.072746     2.313310
50800.50     1.789101     0.147095     1.565786
50800.75     1.434486     0.039905     1.042876
50801.00     1.294135    -0.008176     0.805478
50801.25     1.082250    -0.108080     0.767386
50801.50     1.075496    -0.138504     0.670267
50801.75     0.948553    -0.343520     0.491083
50802.00     1.035438    -0.398382     0.412954
50802.25     0.999318    -0.369866     0.808247
50802.50     0.935596    -0.257324     1.136620
50802.75     0.967907    -0.385309     1.447005
50803.00     1.119509    -0.453885     0.625783
50803.25     1.066604    -0.390122    -0.343421
50803.50     1.077121    -0.248049    -1.040541
50803.75     1.162536    -0.336594    -1.607963
50804.00     1.325650    -0.326392    -1.772597
50804.25     1.400924    -0.218528    -1.542277
50804.50     1.566547    -0.045613    -0.997795
50804.75     1.556293    -0.061021    -0.279586
50805.00     1.604386    -0.107611     1.114364
50805.25     1.283539    -0.170873     2.425757
50805.50     1.108828    -0.145113     2.578010
50805.75     0.912793    -0.251006     2.430711
50806.00     0.763909    -0.338570     1.604979
50806.25     0.696087    -0.233587     1.112697
50806.50     0.749799     0.022097     0.857925
50806.75     0.798226     0.217302     1.700864
50807.00     0.808577     0.282199     2.898405
50807.25     0.637768     0.311470     4.792066
50807.50     0.512795     0.205794     5.676773
50807.75     0.465988    -0.078117     4.947313
50808.00     0.636784    -0.251399     3.908027
50808.25     0.590987    -0.293423     3.657939
50808.50     0.680571    -0.216582     3.415244
50808.75     0.591616    -0.420250     2.810908
50809.00     0.860164    -0.399212     2.575023
50809.25     0.892106    -0.255450     3.136131
50809.50     0.880494    -0.008854     3.994862
50809.75     0.771342    -0.014006     5.129405
50810.00     0.769825    -0.109519     4.960569
50810.25     0.651219    -0.250598     4.334756
50810.50     0.594081    -0.151832     3.558351
50810.75     0.383880    -0.272782     2.510748
50811.00     0.466133    -0.194129     2.524937
50811.25     0.417502    -0.041729     2.850223
50811.50     0.560080     0.262147     4.064432
50811.75     0.529715     0.301886     6.036858
50812.00     0.428232     0.234756     8.450814
50812.25    -0.215614     0.178361    10.618661
50812.50    -0.450219     0.127204    10.667585
50812.75    -0.606306    -0.197220     9.383000
50813.00    -0.360347    -0.391615     7.447937
50813.25    -0.387152    -0.516749     5.498730
50813.50    -0.267671    -0.524405     3.541058
50813.75    -0.253239    -0.815229     0.873383
50814.00     0.045738    -0.903798    -1.713286
50814.25    -0.051646    -0.867311    -3.375742
50814.50     0.013915    -0.612270    -3.912716
50814.75    -0.102920    -0.549879    -3.200093
50815.00    -0.070646    -0.566791    -2.024853
50815.25    -0.118301    -0.602349    -1.426186
50815.50    -0.044341    -0.512532    -1.925473
50815.75    -0.286398    -0.539830    -2.309758
50816.00    -0.332408    -0.605482    -2.634202
50816.25    -0.597192    -0.603256    -2.410350
50816.50    -0.668010    -0.561084    -2.600387
50816.75    -0.796035    -0.710745    -2.683645
50817.00    -0.529357    -0.804382    -3.092406
50817.25    -0.371465    -0.802518    -3.585881
50817.50    -0.061387    -0.578223    -4.269709
50817.75     0.014063    -0.550230    -4.824315
50818.00     0.242372    -0.461778    -4.900126
50818.25     0.198619    -0.374507    -4.634819
50818.50     0.238397    -0.224134    -4.193502
50818.75     0.104137    -0.268414    -3.785459
50819.00     0.190476    -0.202773    -3.194877
50819.25     0.002436    -0.133952    -2.451760
50819.50    -0.073016    -0.033123    -1.974595
50819.75    -0.091064    -0.103993    -1.779542
50820.00     0.057712    -0.058025    -1.623598
50820.25    -0.070793     0.062495    -1.025472
50820.50    -0.024025     0.317757    -0.257190
50820.75    -0.150835     0.339527     0.369323
50821.00    -0.312704     0.459573     1.193689
50821.25    -0.741168     0.649299     2.865152
50821.50    -1.000836     0.761484     4.115765
50821.75    -1.424686     0.620101     4.759476
50822.00    -1.564257     0.450371     4.188341
50822.25    -1.776740     0.508626     4.256704
50822.50    -2.122730     0.548664     4.478180
50822.75    -2.674040     0.072748     3.011760
50823.00    -2.643784    -0.245225     0.734580
50823.25    -2.859516    -0.380783    -0.876420
50823.50    -2.816228    -0.360226    -1.766508
50823.75    -2.805420    -0.508010    -2.114093
50824.00    -2.437040    -0.566943    -2.005725
50824.25    -2.362228    -0.597443    -2.003646
50824.50    -2.028359    -0.446456    -1.737178
50824.75    -1.868565    -0.535824    -1.877952
50825.00    -1.561770    -0.497934    -2.005154
50825.25    -1.491333    -0.398789    -2.276044
50825.50    -1.388140    -0.194938    -2.552574
50825.75    -1.601875    -0.227482    -2.756500
50826.00    -1.554445    -0.220101    -2.376142
50826.25    -1.765140    -0.196099    -1.395848
50826.50    -1.870512    -0.297895    -0.848222
50826.75    -1.875616    -0.672508    -1.234479
50827.00    -1.575706    -0.858248    -2.744366
50827.25    -1.461119    -0.891573    -4.273961
50827.50    -1.311704    -0.696618    -5.003219
50827.75    -1.268420    -0.637687    -4.946519
50828.00    -1.151413    -0.514819    -4.131214
50828.25    -1.336110    -0.302377    -2.987160
50828.50    -1.250750    -0.011141    -1.591039
50828.75    -1.378599    -0.002052    -0.063497
50829.00    -1.234026     0.081846     1.355897
50829.25    -1.283445     0.154890     2.805311
50829.50    -1.108985     0.336570     3.156335
50829.75    -0.962926     0.249420     3.241531
50830.00    -0.851186     0.071880     2.588853
50830.25    -1.014384     0.012741     1.388156
50830.50    -1.011030     0.138953     1.101460
50830.75    -1.099602     0.042657     1.090208
50831.00    -0.975805    -0.031393     0.884105
50831.25    -1.054469    -0.117617     0.433223
50831.50    -1.034550    -0.097380    -0.599097
50831.75    -1.045076    -0.224433    -1.367045
50832.00    -0.702209    -0.177145    -1.183258
50832.25    -0.678438    -0.125125    -0.772926
50832.50    -0.569950     0.071597    -0.120460
50832.75    -0.749785    -0.042889    -0.021944
50833.00    -0.820180    -0.131246    -0.189844
50833.25    -1.123058    -0.208429    -0.360894
50833.50    -1.332514    -0.209023    -0.896302
50833.75    -1.700136    -0.429831    -1.615263
50834.00    -1.734385    -0.542995    -2.460312
50834.25    -2.090455    -0.653518    -3.551845
50834.50    -2.214807    -0.572607    -4.096142
50834.75    -2.399314    -0.671303    -4.461854
50835.00    -2.199964    -0.667777    -4.363036
50835.25    -2.281139    -0.600684    -4.525996
50835.50    -2.182499    -0.442981    -4.821023
50835.75    -2.068802    -0.385072    -5.083683
50836.00    -1.886418    -0.267799    -4.859577
50836.25    -1.744972    -0.024783    -4.033512
50836.50    -1.586720     0.195083    -2.454127
50836.75    -1.565505     0.044209    -1.151043
50837.00    -1.249141    -0.099946    -0.385594
50837.25    -1.150933    -0.100367     0.167003
50837.50    -0.932762     0.025624     1.068725
50837.75    -1.027085    -0.107673     1.443210
50838.00    -0.795311    -0.255356     1.532968
50838.25    -1.093505    -0.459429     0.856670
50838.50    -1.016964    -0.474613    -0.034247
50838.75    -1.063796    -0.640543    -1.581716
50839.00    -0.736586    -0.675573    -2.328878
50839.25    -0.690964    -0.630438    -3.087243
50839.50    -0.334948    -0.458095    -3.448030
50839.75    -0.301854    -0.494368    -3.978257
50840.00     0.059375    -0.421070    -3.884974
50840.25     0.187381    -0.307702    -3.792914
50840.50     0.376405    -0.044212    -2.715555
50840.75     0.402099    -0.048800    -1.545512
50841.00     0.790503     0.073674     0.161726
50841.25     0.970247     0.224426     2.072512
50841.50     1.091918     0.365403     3.552832
50841.75     0.892550     0.123175     3.664308
50842.00     0.876365     0.064230     3.088577
50842.25     0.705207     0.064186     3.123000
50842.50     0.711356     0.195468     3.086631
50842.75     0.665798     0.186332     3.610633
50843.00     0.808471     0.123598     4.050371
50843.25     0.613859     0.046561     4.217254
50843.50     0.776978     0.101173     4.175742
50843.75     0.713802    -0.089830     3.338393
50844.00     0.808377    -0.165574     2.818381
50844.25     0.645032    -0.253585     2.172576
50844.50     0.690218    -0.246561     1.585180
50844.75     0.654602    -0.330195     0.598532
50845.00     0.688558    -0.301441     0.159256
50845.25     0.486939    -0.305155    -0.617482
50845.50     0.566908    -0.100946    -0.654544
50845.75     0.519211    -0.170776    -0.945887
50846.00     0.594714    -0.186827    -0.780197
50846.25     0.411748    -0.222227    -0.936147
50846.50     0.503757    -0.172743    -1.078473
50846.75     0.248088    -0.360078    -1.422629
50847.00     0.389236    -0.481602    -1.620936
50847.25     0.147998    -0.534585    -1.751428
50847.50     0.323336    -0.431871    -1.293709
50847.75     0.243947    -0.431952    -1.117432
50848.00     0.442757    -0.336783    -0.322677
50848.25     0.378754    -0.097547     0.869576
50848.50     0.678650     0.272000     2.521556
50848.75     0.544987     0.290951     3.769006
50849.00     0.560003     0.270202     4.647714
50849.25     0.297472     0.247674     5.236706
50849.50     0.281114     0.325664     4.958385
50849.75     0.079006     0.135832     4.009176
50850.00     0.066448     0.014936     3.349270
50850.25    -0.157322    -0.033059     2.206490
50850.50     0.065210     0.056835     1.779240
50850.75     0.133721     0.001055     1.123534
50851.00     0.429750    -0.017650     1.058766
50851.25     0.572315     0.098135     0.955599
50851.50     0.917539     0.247665     1.443422
50851.75     1.023297     0.210275     1.531459
50852.00     1.206161     0.197416     1.723369
50852.25     1.087039     0.190240     1.778970
50852.50     1.222042     0.280424     1.845831
50852.75     1.033323     0.078911     1.164798
50853.00     1.103457    -0.016836     1.042630
50853.25     0.919497    -0.068948     0.589278
50853.50     0.898278    -0.025969     0.202335
50853.75     0.823526    -0.160799    -0.513443
50854.00     0.844796    -0.204932    -0.829482
50854.25     0.756717    -0.186119    -1.239743
50854.50     0.882234    -0.049008    -1.403250
50854.75     0.886004    -0.088055    -1.339184
50855.00     0.993620    -0.062091    -0.852418
50855.25     0.818407     0.082184    -0.122060
50855.50     1.058707     0.377139     0.907122
50855.75     0.958789     0.534167     2.423448
50856.00     0.899552     0.547698     4.241125
50856.25     0.534118     0.479848     6.151438
50856.50     0.437470     0.295560     6.256027
50856.75     0.385077    -0.049553     5.386463
50857.00     0.798057    -0.200348     4.265862
50857.25     0.941876    -0.203377     2.745752
50857.50     1.217843    -0.073030     1.890226
50857.75     1.238937    -0.089337     1.477359
50858.00     1.503641    -0.049098     1.244167
50858.25     1.401576    -0.020757     0.808217
50858.50     1.574607     0.068090     0.299353
50858.75     1.618108    -0.061768    -0.814642
50859.00     1.763564    -0.027343    -1.154547
50859.25     1.690785     0.049193    -1.873035
50859.50     1.768137     0.164010    -2.653467
50859.75     1.700756     0.136037    -3.046842
50860.00     1.938148     0.165944    -2.599138
50860.25     1.919282     0.261591    -2.492086
50860.50     2.181920     0.418281    -1.819037
50860.75     2.226857     0.425481    -1.795581
50861.00     2.337196     0.419540    -1.222139
50861.25     2.102866     0.584514    -0.143062
50861.50     2.075626     0.981134     1.842101
50861.75     1.468330     1.087636     3.975043
50862.00     1.085949     0.946419     5.364316
50862.25     0.502042     0.910285     6.090356
50862.50     0.399092     0.900713     6.257594
50862.75     0.032833     0.635632     5.668085
50863.00     0.092258     0.392049     5.042275
50863.25    -0.002415     0.253591     4.495062
50863.50     0.076406     0.231536     4.031855
50863.75     0.108553     0.032666     3.357247
50864.00     0.330918    -0.041548     3.126431
50864.25     0.273101    -0.004591     3.243668
50864.50     0.373741     0.098500     4.054941
50864.75     0.263547    -0.100216     4.700757
50865.00     0.425581    -0.262082     4.631592
50865.25     0.354379    -0.340836     4.321241
50865.50     0.609736    -0.247321     3.925603
50865.75     0.654687    -0.399876     3.137409
50866.00     0.852632    -0.417148     2.230887
50866.25     0.758978    -0.385082     1.146087
50866.50     1.012108    -0.165769     0.761690
50866.75     0.939244    -0.101359     0.843502
50867.00     0.966285    -0.010789     1.016856
50867.25     0.882366     0.187881     1.655085
50867.50     1.033772     0.467846     2.860042
50867.75     0.893171     0.409588     3.990335
50868.00     0.995268     0.311421     5.337209
50868.25     0.777133     0.221633     6.043133
50868.50     0.807803     0.235372     5.900311
50868.75     0.655778     0.088720     5.510592
50869.00     0.795646     0.054856     5.377020
50869.25     0.641104    -0.008258     4.427314
50869.50     0.662391     0.079428     3.507025
50869.75     0.639470    -0.003630     2.641248
50870.00     0.726998     0.042083     1.974088
50870.25     0.531532     0.067008     1.215639
50870.50     0.656773     0.281625     1.234936
50870.75     0.494599     0.303240     1.254152
50871.00     0.393135     0.420068     1.831596
50871.25     0.209054     0.527027     1.988065
50871.50     0.215686     0.711919     2.679720
50871.75    -0.004116     0.626491     3.007856
50872.00     0.172903     0.514778     3.068930
50872.25     0.117297     0.487970     2.444415
50872.50     0.228591     0.597781     2.324761
50872.75     0.216107     0.556836     2.527980
50873.00     0.141685     0.415529     2.599377
50873.25    -0.163420     0.398904     2.509997
50873.50    -0.280391     0.492527     2.692047
50873.75    -0.494074     0.390489     2.554411
50874.00    -0.383511     0.280152     2.667426
50874.25    -0.576289     0.300045     2.878060
50874.50    -0.379155     0.401489     3.720493
50874.75    -0.335749     0.360361     4.401281
50875.00    -0.181902     0.290523     4.915340
50875.25    -0.436823     0.313359     5.141868
50875.50    -0.327939     0.421795     5.361146
50875.75    -0.516418     0.250370     4.612251
50876.00    -0.462868     0.109644     3.652922
50876.25    -0.681552     0.062615     2.885621
50876.50    -0.465282     0.174693     2.526797
50876.75    -0.474746     0.096733     2.027483
50877.00    -0.257566     0.008589     1.344977
50877.25    -0.227225    -0.016924     0.742666
50877.50    -0.116856     0.063687     0.206286
50877.75    -0.231392    -0.103955    -0.511131
50878.00    -0.119172    -0.139214    -1.098769
50878.25    -0.223228    -0.150855    -2.065132
50878.50    -0.210031     0.016561    -2.285966
50878.75    -0.536027    -0.060627    -2.413071
50879.00    -0.480310    -0.033714    -2.075942
50879.25    -0.624902     0.020576    -2.137854
50879.50    -0.663160     0.129721    -2.300899
50879.75    -0.750487     0.120571    -2.255854
50880.00    -0.513135     0.259333    -1.430271
50880.25    -0.762565     0.364992    -1.705063
50880.50    -0.768862     0.716444    -0.893361
50880.75    -0.999560     0.821049     0.137354
50881.00    -1.104586     0.793015     1.510695
50881.25    -1.436107     0.853037     2.798144
50881.50    -1.702733     0.916691     5.260507
50881.75    -2.220971     0.401374     5.357994
50882.00    -2.215902    -0.019548     4.895118
50882.25    -2.420756    -0.488643     3.119050
50882.50    -2.039274    -0.649414     1.293113
50882.75    -1.817897    -0.926354    -0.676558
50883.00    -1.262710    -0.989286    -2.394214
50883.25    -1.153018    -1.085280    -3.932651
50883.50    -0.786606    -0.948839    -4.327193
50883.75    -0.720449    -1.070077    -4.426599
50884.00    -0.383017    -0.995997    -4.045460
50884.25    -0.404177    -1.019133    -4.580461
50884.50    -0.350374    -0.880066    -4.360663
50884.75    -0.352941    -0.876349    -4.140921
50885.00    -0.098231    -0.747910    -3.908876
50885.25     0.040003    -0.650860    -4.326309
50885.50     0.256493    -0.407507    -4.073653
50885.75     0.197661    -0.348024    -3.457353
50886.00     0.154939    -0.195580    -2.064226
50886.25    -0.192798    -0.024574    -1.241260
50886.50    -0.332290     0.038362     0.255909
50886.75    -0.506161    -0.372222    -0.368469
50887.00    -0.316780    -0.466195    -1.712942
50887.25    -0.607778    -0.534107    -2.802039
50887.50    -0.710357    -0.467087    -3.350211
50887.75    -1.050468    -0.610217    -4.206441
50888.00    -1.011589    -0.581866    -4.551506
