c5	c10	c12	c14	c15	c16	c17	c18	c20	c25	c35	c40	c90	c100	c110	c120	c130	c140	c150	c152	c160	c170	c180	c190	c192	c200	c210	c220	c230	c240	c250	c260	c270	c280	c290	c300	c310a	c310b	c310c	c310d	c314a	c314b	c314c	c314d	c320a	c320b	c320c	c324a	c324b	c324c	c330	c332	c340	c350	c360	c370	c380	c390	c400	c410	c420	c430	c440	c450	c460	c490	c510a	c510b	c510c	c510d	c510e	c510f	c602	c604	c606	c608	c610	c612	c614	c616	c620	c640	c652	c654	c660	eof
1995110600025	19951106	00025	SO  	1995	11	6	95ZZZX5929       	2	19950925	G	7414	10382584	CONTACT ASSY    		S6LN1255    	CESSNA	421   	421B        	2076014	CE  	CONT  	O520  	GTSIO520H   	17032	SO  					LT ENG RT MAG	BROKEN          	B			BYER	K				NONE                    				O			OTHER                     			IN	INSP/MAINT     	1			EA	09	421BP	242  			C199305FR	421B0388	L235135R			DURING PRE-FLIGHT ENGINE CHECK, PILOT NOTED THE RIGHT MAGNETO ON THE LEFT ENGINE DEAD.  MECHANIC REMOVED MAGNETO AND DIS	COVERED THE CONTACT ASSY CAM FOLLOWER ARM BROKE JUST FORWARD OF THE SECURING SCREW.  CAUSE OF BREAK UNKNOWN.					1	L	7	2 	3O	3	O		A7CE    	E7CE				 
1995021000079	19950210	00079	SO  	1995	2	10	95ZZZX593        	1	19950111	G	5711	82200696	SPAR            			PIPER 	PA46  	PA46310P    	7104605	SO  										WS 93	BENT            	D		A		K				NONE                    				O			OTHER                     			IN	INSP/MAINT     	1			CE	03	4375P	2095 				468508031				UPON 100-HOUR INSPECTION, FOUND WING SURFACE DISTORTED, SKINS CREASED ON LOWER SURFACE WS 93.00 AT MAIN SPAR.  REMOVAL O	F SKIN REVEALED LOWER SPAR CAP BENT, SPAR WEB CREASED AND RIBS DAMAGED.  CAUSE UNKNOWN.  SPAR CAP TOO WEAK AT JACK POINT	S.				1	L	7	1 	3O				A25SO   					 
1995110600026	19951106	00026	EU  	1995	11	6	95ZZZX5930       	1	19950825	G	7931		FITTING         			GROB  	G115  	G115C       	1660303	EU  										OIL PRESS XDUCER	CRACKED         	B			SL5R	K				NONE                    				K			FLUID LOSS                			IN	INSP/MAINT     	1			NE	03	115AZ	57   				82035C				DURING SEARCH FOR OIL LEAK AT AFT PORTION OF ENGINE, FOUND ALUMINUM ELBOW FITTING SUPPORTING OIL PRESSURE TRANSDUCER CRA	CKED.  IT APPEARS THE WEIGHT OF THE TRANSDUCER WAS TOO MUCH FOR THE ALUMINUM FITTING.  MOVED TRANSDUCER OUTBOARD AFT AND	 SECURED TO ENGINE MOUNT USING ADEL CLAMPS, INSTALLED NEW FITTING IN ENGINE AND CONNECTED FITTING TO TRANSDUCER WITH HIG	H PRESSURE HOSE.  SUBMITTER STATED IF THE FITTING BROKE COMPLETELY, ALL ENGINE OIL COULD HAVE BEEN LOST.			1	L	7	1 	3O			NT	A57EU   					 
1995110600027	19951106	00027	CE  	1995	11	6	95ZZZX5931       	1	19950912	G	3231		CONTROL ARM     			CESSNA	421   	421C        	2076016	CE  										RT GR DOOR	MISADJUSTED     	D				K				NONE                    				O			OTHER                     			IN	INSP/MAINT     	1			SW	01	421CV	4107 				421C0703				GEAR WOULD NOT UNLOAD IN UP POSITION WHEN RETRACTED IN SHOP.  FOUND RIGHT GEAR DOOR OUTBOARD END HAD LOOSE LOCKNUT.  SUS	PECT MECHANIC ADJUSTED DOOR AND DID NOT TIGHTEN NUT.  IF DOOR WAS LATER DISCONNECTED, THE CONTROL ARM COULD HAVE BEEN MO	VED INADVERTENTLY WHICH COULD KEEP THE GEAR FROM RETRACTING FULLY.  READJUSTED CONTROL ARM AND TIGHTENED NUTS.  OPS CHEC	K SATISFACTORY.			1	L	7	2 	3O				A7CE    					 
1995110600028	19951106	00028	SO  	1995	11	6	95ZZZX5932       	2	19950922	G	8530		GUIDE           			CESSNA	172   	172         	2072402	CE  	CONT  	O300  	O300A       	17022	SO  					EXHAUST VALVE	EXCESS WEAR     	H				K				NONE                    				O			OTHER                     			IN	INSP/MAINT     	1			GL	27	6079A					28679	1599708A			NEW CYLINDERS FOR ENGINE ONLY LASTED FOR 85 HOURS WHEN EXHAUST GUIDES EXHIBITED EXCESS WEAR.						1	H	7	1 	3O	3	O	NT	3A12    	E253				 
1995110600030	19951106	00030	SO  	1995	11	6	95ZZZX5934       	2	19950826	G	8550	641734	FILTER ADAPTER  		641801      	CESSNA	172   	R172K       	2072431	CE  	CONT  	O360  	IO360K      	17025	SO  					CRANKCASE COVER	THREADS STRIPPED	G				O				OTHER                   				K			FLUID LOSS                			NR	NOT REPORTED   	1			GL	25	1439V	2184 	616  			R1722191	230344R			OIL FITLER ADAPTER SEPARATED FROM ENGINE AT CRANKCASE COVER MOUNTING BOSS ALLOWING OIL SUPPLY TO BE EXHAUSTED.  INVESTIG	ATION REVEALED 80 PERCENT OF THE MOUNTING THREADS CONTAINED IN THIS BOSS WERE STRIPPED.  HIGH TEMP RTV WAS FOUND ON THES	E THREADS AS WELL AS THE THREADS OF THE OIL FILTER ADAPTER.  THE TCM OVERHAUL MANUAL DOES NOT CALL FOR SEALER IN THIS AR	EA.			1	H	7	1 	3O	3	O		3A17    	E1CE				 
1995110600031	19951106	00031	SO  	1995	11	6	95ZZZX5935       	1	19950923	G	8120	4078009003	TURBOCHARGER    	GARRTT      		PIPER 	PA31  	PA31P       	7103120	SO  	LYC   	O541  	TIGO541E1A  	41539	EA  					SEAL	OIL LOSS        	B			EKIR	O				OTHER                   				K	J		FLUID LOSS                	WARNING INDICATION        		AP	APPROACH       	1			WP	07	110SK	139  			XK019256	31P7630006	L13362			ENGINE LOST OIL PRESSURE ON APPROACH TO AIRPORT.  UPON INSPECTION ON THE GROUND, FOUND NO OIL IN ENGINE.  OIL ON TURBO C	ENTER HOUSING AND OVERBOARD EXHAUST STACK.  FOUND NO OTHER EVIDENCE OF LEAKAGE.  PRESSURE TESTED ALL OIL LINES AND HOSES	, FOUND NO OTHER LEAKS.  SUSPECT LOSE OF TURBO SEAL.				1	L	7	2 	3O	3	O		A8EA    	E19EA				 
1995110600032	19951106	00032	CE  	1995	11	6	95ZZZX5936       	1	19950929	G	3213	50411082	BEARING         			CESSNA	340   	340A        	2076405	CE  										MLG INNER	WRONG PART      	D				K				NONE                    				W			INADEQUATE Q C            			IN	INSP/MAINT     	1			WP	05	340HH	2778 				340A0973				REF AD 9002-13 MAIN LANDING GEAR INNER BEARING.  THIS AD IS APPLICABLE TO CESSNA 340-0001 THROUGH 340A-0801.  WHEN RE-SE	ALING MAIN GEAR STRUTS ON 340A0973, FOUND INNER BEARINGS INSTALLED ON BOTH STRUTS.  AD AND CESSNA SB NEEDS TO BE REVISED	 TO INCLUDE ALL SERIAL NUMBERS.				1	L	7	2 	3O				3A25    					 
1995110600033	19951106	00033	SO  	1995	11	6	95ZZZX5937       	1	19950905	G	3211	401335	BARREL NUT      			PIPER 	PA34  	PA34200     	7103405	SO  										RT MLG TRUNNION	FAILED          	D				K				NONE                    				O			OTHER                     			LD	LANDING        	1			WP	23	49SA					347350057				AFTER INSTALLING A NEW TRUNNION REQUIRED BY AD94-13-11, THE AIRCRAFT'S RIGHT GEAR COLLAPSED DURING LANDING.  INVESTIGATI	ON REVEALED THE RIGHT TRUNNION PIN AND BOLT WERE DISENGAGED FROM THE TRUNNION AND WERE LAYING INSIDE OF THE WING.  THE T	RUNNION PIN BOLT BARREL NUT WAS MISSING FROM THE AIRCRAFT.  SUSPECTED FAILURE OF BARREL NUT CAUSED THIS INCIDENT.  RECOM	MEND REQUIREMENT OF REPLACING BARREL NUT WITH NEW AND SPECIFIC TORQUE REQUIREMENT BE ADDED TO AD NOTE.			1	L	7	2 	3O				A7SO    					 
1995110600034	19951106	00034	SO  	1995	11	6	95ZZZX5938       	2	19951004	G	7322	P46F11	VENTURI         	FACET       	MA3SPA      	CESSNA	170   	170A        	2072304	CE  	CONT  	O300  	O300D       	17022	SO  					CARBURETOR	FAULTY          	D				K				NONE                    				O			OTHER                     			IN	INSP/MAINT     	1			SW	15	9026A	188  			104439	18781	34206D6D			ONE-PIECE VENTURI INSTALLED TO COMPLY WITH AD 93-18-03.  AFTER INSTALLATION, AIRCRAFT WOULD NOT RUN SMOOTHLY, FUEL CONSU	MPTION INCREASED ABOUT ONE AND ONE-HALF GALLONS PER HOUR.  SUBMITTER STATED THAT THE AD SHOULD HAVE BEEN A MANDITORY INS	PECTION AT ANNUAL ONLY.				1	H	7	1 	3O	3	O		A799    	E253				 
1995110600035	19951106	00035	EA  	1995	11	6	95ZZZX5939       	2	19951005	G	8530	LW19001	VALVE           			GULSTM	AA5   	AA5A        	3960106	SO  	LYC   	O320  	O320E2G     	41508	EA  					NR 3 CYL EXHAUST	FAILED          	D				K				NONE                    				R			PARTIAL RPM/PWR LOSS      			NR	NOT REPORTED   	1			GL	05	9671U					AA5A0037	L4300227A			PILOT REPORTED POWER LOSS OF MAX RPM 1600.  INSPECTED POWERPLANT, FOUND NR 3 CYLINDER HAD NO COMPRESSION.   PULLED CYLIN	DER, FOUND EXHAUST VALVE BROKEN.  TOP OF PISTON AND CYLINDER HEAD DAMAGED BADLY.  SUSPECT VALVE FATIGUE AS CAUSE OF FAIL	URE.				1	L	7	1 	3O	3	O		A16EA   	E274				 
1995021000080	19950210	00080	SO  	1995	2	10	95ZZZX594        	1	19950111	G	5712	8309603	RIB             			PIPER 	PA46  	PA46310P    	7104605	SO  										WS 93	DAMAGED         	D				K				NONE                    				O			OTHER                     			IN	INSP/MAINT     	1			CE	03	4375P	2095 				468508031				UPON 100-HOUR INSPECTION, FOUND WING SURFACE DISTORTED, SKINS CREASED ON LOWER SURFACE WS 93.00 AT MAIN SPAR.  REMOVAL O	F SKIN REVEALED LOWER SPAR CAP BENT, SPAR WEB CREASED AND RIBS DAMAGED.  CAUSE UNKNOWN.  SPAR CAP TOO WEAK AT JACK POINT	S.				1	L	7	1 	3O				A25SO   					 
1995110600036	19951106	00036	CE  	1995	11	6	95ZZZX5940       	1	19950907	G	2701	05131661	CONTROL WHEEL   		05131822    	CESSNA	172   	172D        	2072410	CE  	CONT  	O300  	O300D       	17022	SO  					PILOT	BROKE           	G				A				UNSCHED LANDING         				O			OTHER                     			AP	APPROACH       	1			SW	11	2519U	1670 				17250119	27720D2D			AFTER 40 MINUTES OF CRUISE FLIGHT TO 3,000 FEET MSL, THE ENGINE LOST POWER.  ABOUT 80 FEET ABOVE THE GROUND, ON SHORT FI	NAL TO A HAY FIELD, THE CONTROL WHEEL BROKE.  THE PILOT GRABBED THE CONTROL WHEEL TUBE AND STARTED TO FLARE FOR LANDING 	WHEN THE AIRCAFT STRUCT THE GROUND IN A NOSE-LOW ATTITUDE.  CAUSE OF POWER LOSS AND CONTROL WHEEL BREAKAGE STILL UNDER I	NVESTIGATION.			1	H	7	1 	3O	3	O	NT	3A12    	E253				 
1995110600037	19951106	00037	SO  	1995	11	6	95ZZZX5941       	2	19950907	G	8500		ENGINE          			CESSNA	172   	172D        	2072410	CE  	CONT  	O300  	O300D       	17022	SO  					POWER SECTION	FAILED          	G				A				UNSCHED LANDING         				O			OTHER                     			CR	CRUISE         	1			SW	11	2519U	1670 				17250119	27720D2D			AFTER 40 MINUTES OF CRUISE FLIGHT TO 3,000 FEET MSL, THE ENGINE LOST POWER.  ABOUT 80 FEET ABOVE THE GROUND, ON SHORT FI	NAL TO A HAY FIELD, THE CONTROL WHEEL BROKE.  THE PILOT GRABBED THE CONTROL WHEEL TUBE AND STARTED TO FLARE FOR LANDING 	WHEN THE AIRCAFT STRUCT THE GROUND IN A NOSE-LOW ATTITUDE.  CAUSE OF POWER LOSS AND CONTROL WHEEL BREAKAGE STILL UNDER I	NVESTIGATION.			1	H	7	1 	3O	3	O	NT	3A12    	E253				 
1995110600038	19951106	00038		1995	11	6	95ZZZX5942       	1	19950601	G	6120	SK112324	YOKE            													HAMSTD	14RF	14RF9       	NE  	PITCH CHANGE	ARMS CRACKED    	B			H2SR	K				NONE                    				O			OTHER                     			IN	INSP/MAINT     	1			SO	13		5530 	2513 		165					THE SUBJECT YOKE WAS RECEIVED FOR WORN WEAR PLATES.  VISUAL EXAMINATION REVEALED TWO CRACKED YOKE ARMS; ONE CRACK EXTEND	ED ALMOST THE TOTAL THICKNESS OF THE ARM ON ONE SIDE OF THE ARM.  THE SECOND ARM CONTAINED A CRACK APPROXIMATELY 0.400 I	NCH IN LENGTH.  THE CRACKS ALSO EXTENDED PARTIALLY ACROSS THE TOP OF THE ARMS.  FPI FOUND NO OTHER CRACKS.  THE PART HAS	 BEEN FORWARDED TO HAMILTON STANDARD ENGINEERING FOR EVALUATION.  THIS IS THE FIRST YOKE OF THIS TYPE (MODIFIED) FOUND, 	WITH CRACKS, AT THIS FACILITY.												6	C	P11NE	 
1995110600039	19951106	00039	EU  	1995	11	6	95ZZZX5943       	1	19950901	G	7820		MUFFLER         	WALLCOLMNY  		SLNSBY	T67   	T67M260     	8323006	EU  										TAILPIPE	CHAFED          	D				K				NONE                    				O			OTHER                     			IN	INSP/MAINT     	1			SW	17	3004H	588  				2126				THE MUFFLER TAILPIPE IS CHAFING ON THE FIREWALL.  A WEAR SPOT WAS FOUND ON INSPECTION.  THE ENGINE WAS GROUND RUN AT AN 	OPERATING TEMPERATURE WHICH CAUSED THE MUFFLER TAILPIPE TO EXPAND UP TO 13 MM CAUSING IT TO TOUCH FIREWALL AT FRAME NR 1	.  SUBMITTER RECOMMENDS REPOSITIONING TAILPIPE DOWN MORE TO PREVENT THIS DEFECT.				1	L	7	1 	3O			NT	A73EU   					 
1995110600040	19951106	00040	EU  	1995	11	6	95ZZZX5944       	1	19950901	G	7820		MUFFLER         			SLNSBY	T67   	T67M260     	8323006	EU  										TAILPIPE	CHAFED          	D				K				NONE                    				O			OTHER                     			IN	INSP/MAINT     	1			SW	17	3154Z	705  				2110				THE MUFFLER TAILPIPE IS CHAFING ON THE FIREWALL.  A WEAR SPOT WAS FOUND ON INSPECTION.  THE ENGINE WAS GROUND RUN AT OPE	RATING TEMPERATURE WHICH CAUSED THE MUFFLER TAILPIPE TO EXPAND UP TO 13 MM CAUSING IT TO TOUCH FIREWALL AT FRAME NR 1. S	UBMITTER RECOMMENDS REPOSITIONING TAILPIPE DOWN MORE TO PREVENT THIS DEFECT.				1	L	7	1 	3O			NT	A73EU   					 
1995110600041	19951106	00041	SO  	1995	11	6	95ZZZX5945       	2	19950510	G	8530		RINGS           			BEECH 	58    	58P         	1152744	CE  	CONT  	O520  	TSIO520WB   	17040	SO  					CYLS 2,4,6	SEIZED          	B			VIBR	K				NONE                    				O			OTHER                     			IN	INSP/MAINT     	1			SO	13	6685D	602  				TJ241	274203R			THE OPERATOR REPORTED EXCESSIVE OIL CONSUMPTION.  COMPRESSION ON CYLINDERS 2, 4, AND 6 WAS BELOW MINIMUMS WITH BLOWBY BY	 PISTON RINGS.  DISASSEMBLY REVEALED THE RINGS ON ALL THREE PISTIONS WERE SEIZED DUE TO CARBON BUILD-UP.  THE ENGINE HAS	 BEEN SERVICED WITH AEROSHELL 15W50 OIL SINCE COMPLETING NORMAL BREAKING.  SUBMITTER STATED THIS SAME CONDITION HAS BEEN	 NOTED ON OTHER CONTINENTAL ENGINES USING AEROSHELL 15W50.			1	L	7	2 	3O	3	O		A23CE   	E8CE				 
1995110600042	19951106	00042	SO  	1995	11	6	95ZZZX5946       	2	19950925	G	8520	530184A2	CONNECTING ROD  			CESSNA	170   	170B        	2072306	CE  	CONT  	C145  	C1452       	17012	SO  					NR 6 CYLINDER	BROKEN          	D				K				NONE                    				O			OTHER                     			NR	NOT REPORTED   	1			GL	03	2209D	3600 				20361	6241D12			NR 6 CONNECTING ROD FRACTURED APPROXIMATELY 2 INCHES BELOW PISTON SKIRT.  BREAK SHOWED EVIDENCE OF PROGRESSION OVER TIME	.  FINAL FRACTURE WAS APPROXIMATELY ONE-HALF THE DIAMETER OF THE ROD WITH SOME MINOR CORROSION EVIDENT ALONG THE BEGINNI	NG OF THE CRACK.  AREA OF BREAK WAS CONSISTENT WITH A STRESS RELATED BUILD-UP CAUSED BY NICKING THE ROD THROUGH POOR MAI	NTENANCE HANDLING DURING OVERHAULS.  ENGINE HAD TWO MAJORS AND A TOP OVERHAUL LOGGED.  MAGNAFLUXED AT LAST OVERHAUL.			1	H	7	1 	3O	3	O		A799    	E253				 
1995110600043	19951106	00043	SO  	1995	11	6	95ZZZX5947       	1	19950827	G	3220	3200	TAILWHEEL       	SCOTTAVATION		MAULE 	M5    	M5235C      	5460135	SO  										TAIL GEAR	PAWL BROKEN     	D				O				OTHER                   				O			OTHER                     			LD	LANDING        	1			NM	07	9281E				14969	7155C				AIRCAFT CRASHED ON RUNWAY DESTROYING MAIN LANDING STRUCTURE, PROP STRIKE, AND DAMAGE TO LEFT WING TIP.  PILOT REPORTED N	O LEFT TAILWHEEL STEERING.  DURING DISASSEMBLY AND INSPECTION, ONE PAWL WAS BROKEN ON TAILWHEEL ASSEMBLY.					1	H	7	1 	3O				3A23    					 
1995110600056	19951106	00056	CE  	1995	11	6	95ZZZX5948       	1	19950819	G	3213	1048100445	TORQUE KNEE     			BEECH 	58    	58P         	1152744	CE  										RT MLG UPPER	BUSHING MISSING 	D				K				NONE                    				W			INADEQUATE Q C            			IN	INSP/MAINT     	1			NM	05	112Z	184  				TJ371				DURING A PROGRESSIVE INSPECTION, MAINTENANCE FOUND RT MLG UPPER TORQUE KNEE MISSING OUTBOARD BUSHING, PN 60-810024.  THE	 TORQUE KNEE, PN 104-8100445, COMES FROM THE MANUFACTURER WITH THESE BUSHINGS INSTALLED.  BEECH HAS NO APPROVED FIELD RE	PAIR CRITERIA FOR REPLACING THESE BUSHINGS.  SUBMITTER STATED THIS MALFUNCTION HAS OCCURRED ON SAME TYPE AIRCRAFT PREVIO	USLY.			1	L	7	2 	3O				A23CE   					 
1995110600057	19951106	00057	SO  	1995	11	6	95ZZZX5949       	1	19950929	G	8120	60051004B	HOUSING         	ROTOMASTER  	3AT6EE10J2  	PIPER 	PA28  	PA28R201T   	7102813	SO  	CONT  	O360  	TSIO360FB   	17025	SO  					TURBO EXHAUST	CRACKED         	B				K				NONE                    				O			OTHER                     			IN	INSP/MAINT     	1			EA	13	8088D	940  			212901	287921043	248060R			DURING COMPLIANCE WITH AD 82-27-03 AND AFTER REMOVING THE EXHAUST HOUSING OF THE TURBOCHARGER, A CRACK, APPROXIMATELY .7	5 INCH LONG, WAS NOTED IN THE WEB AREA NEAR THE INLET.  PARAGRAPH J OF THE AD STATES THE 200-HOUR REPETITIVE INSPECTION 	REQUIREMENT IS RELIEVED IF THIS PART NUMBER IS INSTALLED.  CRACKS OF THIS NATURE ARE ALLOWABLE IN THE OTHER CASTINGS OF 	EARLIER MANUFACTURE.  SINCE NO DATA WAS AVAILABLE ON THIS P/N, IT WAS REPLACED.			1	L	7	1 	3O	3	O		2A13    	E9CE				 
1995021000081	19950210	00081	SO  	1995	2	10	95ZZZX595        	1	19950111	G	5712	8311203	RIB             			PIPER 	PA46  	PA46310P    	7104605	SO  										WS 93	DAMAGED         	D				K				NONE                    				O			OTHER                     			IN	INSP/MAINT     	1			CE	03	4375P	2095 				468508031				UPON 100-HOUR INSPECTION, FOUND WING SURFACE DISTORTED, SKINS CREASED ON LOWER SURFACE WS 93.00 AT MAIN SPAR.  REMOVAL O	F SKIN REVEALED LOWER SPAR CAP BENT, SPAR WEB CREASED AND RIBS DAMAGED.  CAUSE UNKNOWN.  SPAR CAP TOO WEAK AT JACK POINT	S.				1	L	7	1 	3O				A25SO   					 
1995110600058	19951106	00058	SO  	1995	11	6	95ZZZX5950       	1	19950911	G	7160	3225002	SUPPORT RING    			PIPER 	PA23  	PA23250     	7102308	SO  										AIR FILTER	WORN            	D				K				NONE                    				O			OTHER                     			IN	INSP/MAINT     	1			WP	01	54854	4200 				277554154				PREMATURE ENGINE OVERHAUL MAY HAVE BEEN A RESULT OF WORN FILTER SUPPORT RINGS.  EDGES OF RING FLANGES WERE ABOUT 50 PERC	ENT MISSING.  THE ALUMINUM PIECES PRESUMABLY WERE INGESTED INTO ENGINES.  THESE RINGS WERE NOT REPLACED AT O/H IN 1992, 	BUT BOTH REPLACED AT 1995 ANNUAL.  HOW MUCH OF THE FLANGES HAVE BEEN INGESTED SINCE 1992 IS UNKNOWN.				1	L	7	2 	3O				1A10    					 
1995110600059	19951106	00059	CE  	1995	11	6	95ZZZX5951       	1	19950928	G	5312	971230412	BULKHEAD        			CESSNA	180   	180         	2072602	CE  										FS 172	CRACKED         	D				K				NONE                    				O			OTHER                     			IN	INSP/MAINT     	1			GL	15	4661A					32258				AT ANNUAL INSPECTION, FOUND BULKHEAD CRACKED AT THE 12:00 O'CLOCK POSITION BETWEEN THE RIVETS THAT ATTACH DORSAL FIN ATT	ACH FITTING.  IT IS DIFFICULT TO SEE WHEN INSPECTING AND EASILY MISSED.  A SMALL DOUBLER SHOULD BE INSTALLED WHEN THE VE	RTICAL STABILIZER IS REMOVED PER AC 43.13-1A.  BULKHEAD SHOULD BE INSPECTED EACH 200 HOURS UNTIL A DOUBLER IS INSTALLED.	  PART TT, 2,686.0 HOURS.			1	H	7	1 	3O			NC	5A6     					 
1995110600060	19951106	00060	SW  	1995	11	6	95ZZZX5952       	1	19950901	G	7160	94008505	AIR CONTROL     			MOONEY	M20   	M20F        	5870214	SW  										ALTERNATE AIR	WRONG PART      	D				K				NONE                    				W			INADEQUATE Q C            			IN	INSP/MAINT     	1			NE	05	3506N					680076				INSTALLED CONTROL AND FOUND THREADED BULKHEAD SLEEVE TO BE 6 INCHES SHORT OF FIREWALL.  INSPECTED MOONEY DWG 940088 DATE	D 8-28-95 AND FOUND DIMENSIONALLY WRONG FOR MODEL AIRCRAFT.  THIS PART IS LISTED AS A RETROFIT WITH A MOVEABLE THREADED 	SLEEVE (SLEEVE IS CRIMPED AT BOTH ENDS).				1	L	7	1 	3O				2A3     					 
1995110600061	19951106	00061	SO  	1995	11	6	95ZZZX5953       	1	19950918	G	3243		MASTER CYLINDER 			AYRES 	S2    	S2AAYRES    	0143002	SO  										RT BRAKE	FAILED          	H				O				OTHER                   				O			OTHER                     			LD	LANDING        	1			EA	07	4977C					1020				POST-INCIDENT INVESTIGATION FOUND RIGHT MASTER BRAKE CYLINDER NOT ACTUATING RIGHT BRAKE.  BRAKE ON RIGHT MAIN GEAR DOOR 	NOT FUNCTIONING.  WHEN BOTH BRAKES WERE APPLIED, AIRCRAFT TURNED LEFT AND HIT OBJECTS OFF THE RUNWAY CAUSING SUBSTANTIAL	 DAMAGE TO THE AIRCRAFT.  AIRCRAFT DIRECTIONAL CONTROL COULD NOT BE MAINTAINED WITH THIS CONDITION.				1	L	7	1 	3R				2A9     					 
1995110600063	19951106	00063	CE  	1995	11	6	95ZZZX5955       	1	19950922	G	2510	4102381	FLOORBOARD      			CESSNA	150   	152         	2071835	CE  										RT SEAT INBD	CRACKED         	G	P		YQSV	K				NONE                    				O			OTHER                     			IN	INSP/MAINT     	1			CE	09	6318M	6238 				15284670				DURING REPLACEMENT OF SEAT RAILS, THE FLOORBOARD WAS FOUND CRACKED AT THE AFT END OF THE RT SEAT INBOARD SEAT RAIL.  THE	 AREA AFT OF THE LT SEAT INBOARD SEAT RAIL SHOWS SIGNS OF CHAFING.  THE NEW AND OLD RAILS ARE NOT ROUNDED OFF AND HAVE S	HARP EDGES WHICH MAY HAVE CONTRIBUTED TO THIS CRACKING PROBLEM.  THIS IS THE SECOND OCCURRENCE FOR THIS OPERATOR. SUBMIT	TER RECOMMENDS DRESSING RAILS WITH A FILE.			1	H	7	1 	3O			NT	3A19    					 
1995110600064	19951106	00064	GL  	1995	11	6	95ZZZX5956       	3	19950926	G	6114		HUB             			CESSNA	340   	340A        	2076405	CE  						MCAULY	3AF32C	3AF32C93    	GL  	NR 3 SOCKET	CRACKED         	H	P	A		K				NONE                    				K			FLUID LOSS                			IN	INSP/MAINT     	1			WP	27	1373G					340A0072		791233		DURING ROUTINE ACFT INSPECTION, PROPELLER HUB WAS VISUALLY INSPECTED FOR CONDTIION.  NR 3 BLADE SOCKET WAS LEAKING GREAS	E.  LARGE CRACK IN BLADE SOCKET WALL WAS FOUND.  THE CRACK ORIGINATES AT THE FIRST FULL SOCKET THREAD INBOARD AND HAS PR	OGRESSED THROUGH THE HUB WALL AND THROUGH THE OUTBOARD LIP.  MCCAULEY SB 209 AND SL 1993-11 ADDRESSES THIS PROBLEM.  BLA	DE SEPARATION WAS IMMINENT.  HUB IS SCRAP.			1	L	7	2 	3O				3A25    		5	C	P22EA	 
1995110600065	19951106	00065	CE  	1995	11	6	95ZZZX5957       	1	19950921	G	2434	1101912	GENERATOR       	DELCO       		CESSNA	182   	182G        	2072716	CE  										FIELD COIL	SHORTED         	B	L		AW4R	O				OTHER                   				B			SMOKE/FUMES/ODORS/SPARKS  			CR	CRUISE         	1			WP	11	3289S				45746	18255789				INVESTIGATION FOR COCKPIT ODOR FOUND UPON OPENING THE BATTERY COMPARTMENT, THE BATTERY WAS EXTREMELY HOT AND MOST OF THE	 ELECTROLYTE HAD BOILED OUT.  TROUBLESHOOTING REVEALED THE FIELD COIL HAD GROUNDED OUT IN THE GENERATOR.					1	H	7	1 	3O			NT	3A13    					 
1995110600066	19951106	00066	SW  	1995	11	6	95ZZZX5958       	1	19950915	G	7120	620032506	MOUNT           			GULSTM	500   	500S        	0141107	SW  										CAST BEAM	CORRODED        	B		A	HI1R	K				NONE                    				O			OTHER                     			IN	INSP/MAINT     	1			NE	05	9038N	5471 				3050				FOUND MOUNT CORROSION BETWEEN PLATE AND CAST BEAM ON ALL FOUR SIDES.  AREA BETWEEN PLATE OF BEAM CAN HOLD MOISTURE.  REC	OMMEND REMOVE PLATES, CLEAN CORROSION, FILL WITH PRC, AND REASSEMBLE.  REPAIR WILL REQUIRE DER.					1	H	7	2 	3O				6A1     					 
1995110600067	19951106	00067	SW  	1995	11	6	95ZZZX5959       	1	19950915	G	7120	620032508	MOUNT           			GULSTM	500   	500S        	0141107	SW  										CAST BEAM	CORRODED        	B			HI1R	K				NONE                    				O			OTHER                     			IN	INSP/MAINT     	1			NE	05	1938S	4559 				3167				FOUND MOUNT CORROSION BETWEEN PLATE AND CAST BEAM ON ALL FOUR SIDES.  AREA BETWEEN PLATE AND BEAM CAN HOLD MOISTURE.  RE	COMMEND REMOVE PLATES, CLEAN CORROSION.  FILL WITH PRC AND REASSEMBLE.  REPAIR WILL REQUIRE DER.					1	H	7	2 	3O				6A1     					 
1995021000082	19950210	00082	SO  	1995	2	10	95ZZZX596        	1	19950111	G	5730		SKIN            			PIPER 	PA46  	PA46310P    	7104605	SO  										WS 93	DISTORTED       	D				K				NONE                    				O			OTHER                     			IN	INSP/MAINT     	1			CE	03	4375P	2095 				468508031				UPON 100-HOUR INSPECTION, FOUND WING SURFACE DISTORTED, SKINS CREASED ON LOWER SURFACE WS 93.00 AT MAIN SPAR.  REMOVAL O	F SKIN REVEALED LOWER SPAR CAP BENT, SPAR WEB CREASED AND RIBS DAMAGED.  CAUSE UNKNOWN.  SPAR CAP TOO WEAK AT JACK POINT	S.				1	L	7	1 	3O				A25SO   					 
