-----------------------------------------------
3D SITE DISPLACEMENT DUE TO ATMOSPHERIC LOADING
-----------------------------------------------
METEOROLOGICAL CENTER & DEGREE 1 :     NCEP_CME
CMEA : CENTER OF MASS OF THE EARTH + ATMOSPHERE
CME  : CENTER OF MASS OF THE SOLID EARTH  ALONE
SITE COORDINATES ACCORDING TO ITRF2000 SOLUTION
-----------------------------------------------
CREATOR EMAIL : PASCAL.GEGOUT@EOST.U-STRASBG.FR
-----------------------------------------------
SIO3        49718.000    1995     1     1     0
SIO3        52274.750    2001    12    31    18
SIO3     -2455456.521 -4767480.705  3441383.654
51120.75     0.586733     0.056082    -0.667931
51121.00     0.509651    -0.080627     0.069767
51121.25     0.585126     0.079720    -0.440510
51121.50     0.528761     0.099840    -0.111366
51121.75     0.548408     0.198728    -0.732988
51122.00     0.426107     0.034795     0.082550
51122.25     0.412261     0.128695    -0.071091
51122.50     0.320767     0.079610     0.483042
51122.75     0.312193     0.009091     0.285960
51123.00     0.222308    -0.141558     0.865338
51123.25     0.297435    -0.039737     0.527567
51123.50     0.274089    -0.000329     0.708758
51123.75     0.290300     0.082215     0.046437
51124.00     0.249280    -0.009393     0.408722
51124.25     0.389209     0.208296    -0.306312
51124.50     0.347349     0.256214    -0.059489
51124.75     0.347754     0.422297    -0.957438
51125.00     0.297561     0.266138    -0.387429
51125.25     0.264935     0.352309    -0.640396
51125.50     0.157488     0.233869    -0.058940
51125.75     0.072567     0.160441    -0.410261
51126.00    -0.045549    -0.157258     0.527802
51126.25    -0.107888    -0.186832     0.554717
51126.50    -0.156208    -0.317294     1.100942
51126.75    -0.079005    -0.338226     0.299034
51127.00    -0.064076    -0.410190     0.346018
51127.25    -0.016433    -0.173891    -0.440677
51127.50    -0.081838    -0.110032    -0.359673
51127.75    -0.122169    -0.023949    -1.000922
51128.00    -0.185803    -0.157239    -0.391965
51128.25    -0.132798     0.036603    -0.849098
51128.50    -0.133617     0.054024    -0.411506
51128.75     0.078880     0.115303    -1.230048
51129.00     0.117917     0.062994    -0.916891
51129.25     0.335647     0.180269    -1.508477
51129.50     0.342468     0.250581    -1.370455
51129.75     0.429264     0.356766    -2.186525
51130.00     0.374143     0.234316    -1.558481
51130.25     0.462846     0.358481    -1.974522
51130.50     0.363705     0.293726    -1.362651
51130.75     0.368759     0.278987    -1.790690
51131.00     0.303352     0.037919    -0.937914
51131.25     0.316828     0.099815    -1.079452
51131.50     0.241803     0.036461    -0.380476
51131.75     0.230885     0.097223    -0.854762
51132.00     0.076079    -0.108889     0.184698
51132.25    -0.033040    -0.057474     0.226583
51132.50    -0.112888    -0.118189     0.757073
51132.75    -0.105172    -0.138159     0.300904
51133.00    -0.153862    -0.370634     1.207018
51133.25    -0.084742    -0.287675     0.914224
51133.50     0.003271    -0.249179     1.111079
51133.75     0.038064    -0.089900     0.286601
51134.00    -0.035150    -0.157574     0.938485
51134.25    -0.070140    -0.009931     0.870611
51134.50    -0.149927     0.030332     1.332568
51134.75    -0.112837     0.001038     0.745235
51135.00    -0.067077    -0.179855     1.289888
51135.25     0.098223    -0.048682     0.642096
51135.50     0.121706    -0.025947     0.818659
51135.75     0.214839     0.042337     0.032218
51136.00     0.166956    -0.106806     0.560742
51136.25     0.254527     0.002142     0.084594
51136.50     0.264140     0.096629    -0.094034
51136.75     0.286456     0.270087    -1.131119
51137.00     0.159195     0.115356    -0.426332
51137.25     0.153290     0.219362    -0.660961
51137.50    -0.026110     0.235867    -0.313948
51137.75    -0.155016     0.272976    -0.719060
51138.00    -0.387432     0.090910     0.144011
51138.25    -0.438674     0.190467    -0.074588
51138.50    -0.593750     0.111047     0.659033
51138.75    -0.627069     0.201543     0.037775
51139.00    -0.717701    -0.073528     1.122529
51139.25    -0.706259     0.014393     0.873587
51139.50    -0.719949    -0.045034     1.266351
51139.75    -0.596328    -0.009224     0.412430
51140.00    -0.511386    -0.181922     0.890075
51140.25    -0.406769     0.059141     0.097563
51140.50    -0.440734     0.149477     0.285799
51140.75    -0.378095     0.327626    -0.696293
51141.00    -0.489399     0.204799    -0.144402
51141.25    -0.472190     0.264197    -0.430786
51141.50    -0.477726     0.182590    -0.128398
51141.75    -0.399390     0.150762    -0.608723
51142.00    -0.364490    -0.053134     0.175554
51142.25    -0.259317     0.126216    -0.230872
51142.50    -0.263470     0.147285     0.138662
51142.75    -0.214656     0.178069    -0.386122
51143.00    -0.269074     0.013271     0.494463
51143.25    -0.229819     0.152639     0.212373
51143.50    -0.286557     0.174901     0.572490
51143.75    -0.228618     0.208713    -0.149459
51144.00    -0.254552    -0.004008     0.703213
51144.25    -0.186078     0.077584     0.265049
51144.50    -0.224362     0.068433     0.678218
51144.75    -0.243423     0.087780     0.260448
51145.00    -0.347505    -0.069987     1.135606
51145.25    -0.375663    -0.054604     1.372904
51145.50    -0.559605    -0.075696     2.085854
51145.75    -0.638074    -0.107407     1.673876
51146.00    -0.704936    -0.265827     2.149597
51146.25    -0.715253    -0.273635     2.008433
51146.50    -0.719460    -0.255456     2.012813
51146.75    -0.611589    -0.183973     1.009112
51147.00    -0.536258    -0.231632     1.154488
51147.25    -0.364940    -0.043465     0.420464
51147.50    -0.369076     0.127771     0.402185
51147.75    -0.340737     0.250785    -0.385763
51148.00    -0.415486     0.150303     0.225380
51148.25    -0.353858     0.264788    -0.296544
51148.50    -0.347442     0.234719    -0.008738
51148.75    -0.334398     0.269220    -0.609212
51149.00    -0.374941     0.054725     0.035445
51149.25    -0.327126     0.088300    -0.258342
51149.50    -0.397386    -0.025066     0.323639
51149.75    -0.384861    -0.058181    -0.297717
51150.00    -0.402924    -0.233647     0.172256
51150.25    -0.270862    -0.171544    -0.066803
51150.50    -0.297911    -0.184237     0.230371
51150.75    -0.291326    -0.173417    -0.060311
51151.00    -0.340234    -0.304778     0.499390
51151.25    -0.285016    -0.191083     0.203329
51151.50    -0.280093    -0.176513     0.535928
51151.75    -0.193776    -0.159552     0.074038
51152.00    -0.189480    -0.254288     0.503553
51152.25    -0.174398    -0.170900     0.342505
51152.50    -0.243239    -0.220890     0.875190
51152.75    -0.254155    -0.142010     0.149312
51153.00    -0.349070    -0.265184     0.689710
51153.25    -0.393389    -0.217495     0.716877
51153.50    -0.493967    -0.255208     1.186917
51153.75    -0.304653    -0.400141     0.727630
51154.00    -0.178092    -0.376547     0.431113
51154.25     0.034384    -0.105721    -0.556047
51154.50     0.104583     0.117095    -1.049275
51154.75     0.199458     0.296860    -1.973057
51155.00     0.164196     0.268752    -1.595495
51155.25     0.274318     0.401900    -1.973640
51155.50     0.287917     0.395415    -1.676040
51155.75     0.365607     0.330633    -1.862813
51156.00     0.361476     0.171470    -1.280806
51156.25     0.477276     0.216702    -1.453792
51156.50     0.520619     0.244453    -1.381339
51156.75     0.628901     0.365515    -2.222552
51157.00     0.653707     0.313441    -2.058228
51157.25     0.757316     0.545436    -2.861203
51157.50     0.662061     0.543651    -2.771781
51157.75     0.643727     0.689281    -3.852585
51158.00     0.534157     0.574657    -3.288699
51158.25     0.580885     0.695571    -3.722205
51158.50     0.501930     0.680644    -3.320123
51158.75     0.474509     0.661052    -3.632573
51159.00     0.386742     0.465940    -2.746781
51159.25     0.387649     0.485817    -2.715254
51159.50     0.345433     0.458421    -2.299358
51159.75     0.375107     0.547164    -3.097828
51160.00     0.312508     0.364880    -2.279171
51160.25     0.364514     0.464517    -2.532845
51160.50     0.221097     0.442652    -2.015647
51160.75     0.136541     0.542044    -2.593078
51161.00     0.056480     0.326681    -1.727017
51161.25     0.048384     0.322143    -1.770430
51161.50     0.053907     0.324065    -1.580683
51161.75     0.124544     0.201442    -1.796717
51162.00     0.244534     0.040179    -1.443527
51162.25     0.428967     0.161775    -1.971537
51162.50     0.450565     0.155832    -1.638762
51162.75     0.572805     0.297254    -2.595754
51163.00     0.598814     0.153921    -2.167684
51163.25     0.673665     0.298880    -2.717443
51163.50     0.702461     0.358584    -2.662380
51163.75     0.718089     0.503640    -3.472793
51164.00     0.612547     0.377071    -2.774711
51164.25     0.570060     0.442447    -2.929072
51164.50     0.492402     0.359543    -2.256518
51164.75     0.366030     0.200787    -2.071080
51165.00     0.259792    -0.108464    -0.769919
51165.25     0.322771    -0.122033    -0.729813
51165.50     0.353115    -0.148290    -0.319667
51165.75     0.436546    -0.076830    -0.995220
51166.00     0.473684    -0.101457    -0.781855
51166.25     0.456206     0.038951    -0.908988
51166.50     0.404205     0.106487    -0.505977
51166.75     0.380411     0.219116    -1.030962
51167.00     0.347280     0.185028    -0.817530
51167.25     0.352701     0.213690    -0.924482
51167.50     0.317009     0.310628    -0.937876
51167.75     0.328244     0.316742    -1.541097
51168.00     0.254165     0.197600    -1.208771
51168.25     0.388147     0.197057    -1.666695
51168.50     0.482117     0.268388    -2.100278
51168.75     0.643849     0.425039    -3.275484
51169.00     0.550855     0.322722    -2.680917
51169.25     0.509812     0.416164    -2.727600
51169.50     0.392276     0.411941    -2.223111
51169.75     0.352602     0.387301    -2.223088
51170.00     0.284213     0.193150    -1.271550
51170.25     0.369668     0.266961    -1.388389
51170.50     0.343890     0.322560    -1.263463
51170.75     0.382215     0.532527    -2.330977
51171.00     0.360658     0.394516    -1.823139
51171.25     0.492095     0.551474    -2.537061
51171.50     0.479432     0.640248    -2.683305
51171.75     0.520010     0.715019    -3.555063
51172.00     0.388149     0.588144    -2.970914
51172.25     0.428325     0.658204    -3.390056
51172.50     0.292535     0.589536    -2.872937
51172.75     0.279246     0.605168    -3.386661
51173.00     0.108802     0.366191    -2.260996
51173.25     0.015058     0.371400    -2.089165
51173.50    -0.152420     0.235153    -1.207970
51173.75    -0.198601     0.170523    -1.369578
51174.00    -0.267212    -0.063992    -0.375300
51174.25    -0.189626    -0.023969    -0.599988
51174.50    -0.204160    -0.023342    -0.283186
51174.75    -0.115881     0.137232    -1.204929
51175.00    -0.190188     0.132521    -1.031396
51175.25    -0.120069     0.254039    -1.503166
51175.50    -0.123479     0.183371    -1.167154
51175.75     0.036198     0.180467    -1.860722
51176.00     0.107351    -0.016934    -1.214737
51176.25     0.294126     0.146080    -1.774822
51176.50     0.256800     0.182659    -1.509868
51176.75     0.242486     0.270761    -1.942548
51177.00     0.092274     0.037966    -0.838664
51177.25     0.036386     0.029211    -0.557864
51177.50     0.008039    -0.103078     0.281315
51177.75     0.056940    -0.049187    -0.263116
51178.00    -0.022154    -0.137040     0.359287
51178.25    -0.027118     0.038820     0.160324
51178.50    -0.146817     0.095512     0.366835
51178.75    -0.173767     0.074682    -0.102598
51179.00    -0.175513    -0.230352     0.694513
51179.25     0.081186    -0.199908     0.122581
51179.50     0.235096    -0.128043    -0.177631
51179.75     0.479413     0.052917    -1.407463
51180.00     0.632790    -0.072098    -1.049804
51180.25     0.793028     0.155389    -1.818332
51180.50     0.764325     0.211725    -1.639710
51180.75     0.757771     0.270778    -2.224155
51181.00     0.668922     0.048399    -1.224145
51181.25     0.713363     0.172401    -1.567636
51181.50     0.668773     0.291980    -1.664182
51181.75     0.670144     0.412407    -2.505020
51182.00     0.577658     0.339748    -2.148858
51182.25     0.579546     0.565387    -2.851377
51182.50     0.498301     0.625457    -2.562502
51182.75     0.487408     0.701947    -3.188400
51183.00     0.392682     0.533002    -2.514757
51183.25     0.415203     0.570819    -2.613319
51183.50     0.392136     0.491338    -2.086820
51183.75     0.419005     0.469885    -2.495620
51184.00     0.358777     0.275360    -1.779526
51184.25     0.385509     0.371124    -1.996932
51184.50     0.309486     0.374687    -1.620263
51184.75     0.208195     0.405134    -1.883128
51185.00     0.120641     0.246758    -1.252788
51185.25     0.058545     0.310744    -1.289728
51185.50    -0.010518     0.266039    -0.808390
51185.75    -0.039196     0.218315    -1.080827
51186.00    -0.039380     0.032618    -0.546737
51186.25     0.080808     0.029060    -0.473802
51186.50     0.202067     0.048044    -0.361059
51186.75     0.414119     0.163559    -1.384837
51187.00     0.429960     0.112019    -1.182955
51187.25     0.495994     0.362355    -1.872103
51187.50     0.453604     0.424656    -1.790120
51187.75     0.444849     0.553526    -2.528414
51188.00     0.381212     0.314389    -1.426115
51188.25     0.390820     0.398669    -1.554688
51188.50     0.306272     0.389713    -1.100724
51188.75     0.230061     0.468532    -1.453116
51189.00     0.018017     0.313158    -0.736213
51189.25    -0.064711     0.299991    -0.563060
51189.50    -0.210155     0.195749     0.018476
51189.75    -0.324130     0.105478    -0.097269
51190.00    -0.437904    -0.111437     0.669454
51190.25    -0.411878    -0.198590     0.855714
51190.50    -0.376535    -0.204617     1.027684
51190.75    -0.272535    -0.137871     0.306951
51191.00    -0.208580    -0.145365     0.377847
51191.25    -0.031236     0.096178    -0.409902
51191.50     0.009888     0.186269    -0.397409
51191.75     0.131667     0.429055    -1.527320
51192.00     0.129858     0.368201    -1.231116
51192.25     0.104828     0.551364    -1.685959
51192.50    -0.013507     0.598560    -1.586565
51192.75    -0.118905     0.624856    -2.139538
51193.00    -0.322445     0.315147    -1.087721
51193.25    -0.414237     0.266183    -1.070496
51193.50    -0.572374     0.042028    -0.238535
51193.75    -0.595943    -0.114788    -0.359816
51194.00    -0.739293    -0.357384     0.577581
51194.25    -0.794841    -0.324145     0.647150
51194.50    -0.922885    -0.396676     1.314088
51194.75    -0.829259    -0.324647     0.468651
51195.00    -0.801234    -0.461357     1.047039
51195.25    -0.588755    -0.307969     0.481847
51195.50    -0.440617    -0.222177     0.521339
51195.75    -0.334011     0.009059    -0.384897
51196.00    -0.376342    -0.075975     0.202042
51196.25    -0.371617     0.071877    -0.180750
51196.50    -0.435146     0.120167     0.046679
51196.75    -0.395342     0.194916    -0.680363
51197.00    -0.416038     0.040323    -0.124953
51197.25    -0.323151     0.164873    -0.688031
51197.50    -0.390708     0.065817    -0.073851
51197.75    -0.374663     0.184663    -1.132792
51198.00    -0.449802    -0.019830    -0.352148
51198.25    -0.479281     0.018951    -0.297345
51198.50    -0.621749    -0.025006     0.285121
51198.75    -0.654237     0.005485    -0.175847
51199.00    -0.667736    -0.273397     0.559439
51199.25    -0.646469    -0.258389     0.537672
51199.50    -0.558277    -0.413902     1.107515
51199.75    -0.318460    -0.435964     0.517804
51200.00    -0.092544    -0.519419     0.650260
51200.25     0.165139    -0.297790    -0.068495
51200.50     0.200435    -0.096452    -0.305656
51200.75     0.295917     0.153401    -1.325694
51201.00     0.149465     0.080670    -0.684748
51201.25     0.042550     0.133604    -0.535385
51201.50    -0.087499     0.101816    -0.084561
51201.75    -0.144090     0.137951    -0.676167
51202.00    -0.213937    -0.061397    -0.022290
51202.25    -0.182426     0.035429    -0.212451
51202.50    -0.169587     0.035361     0.001349
51202.75    -0.163365     0.155719    -0.679485
51203.00    -0.203902    -0.037590     0.167498
51203.25    -0.244830     0.119683     0.121091
51203.50    -0.301793     0.187692     0.459385
51203.75    -0.292070     0.307694    -0.214543
51204.00    -0.286548     0.127576     0.323591
51204.25    -0.342400     0.232161     0.226151
51204.50    -0.398538     0.247330     0.479710
51204.75    -0.288682     0.322504    -0.536351
51205.00    -0.237619     0.136117    -0.130070
51205.25    -0.094528     0.239300    -0.633375
51205.50    -0.046332     0.189571    -0.366445
51205.75     0.066306     0.238754    -1.151499
51206.00     0.047383     0.058722    -0.527662
51206.25     0.140095     0.184878    -0.859897
51206.50     0.115312     0.213560    -0.584964
51206.75     0.160824     0.250254    -1.097149
51207.00     0.093417     0.135515    -0.486153
51207.25     0.227243     0.306704    -0.925265
51207.50     0.146274     0.314714    -0.520477
51207.75     0.215470     0.505211    -1.391168
51208.00     0.177267     0.393109    -0.859507
51208.25     0.213244     0.517517    -0.984314
51208.50     0.249861     0.509746    -0.557495
51208.75     0.333136     0.556609    -0.913371
51209.00     0.245542     0.450475    -0.281632
51209.25     0.161598     0.468684     0.023334
51209.50    -0.002843     0.422943     0.640070
51209.75    -0.037723     0.415036    -0.109507
51210.00    -0.093763     0.185543     0.035341
51210.25    -0.032387     0.186223    -0.484453
51210.50    -0.009135     0.158994    -0.557290
51210.75     0.030368     0.231395    -1.488993
51211.00    -0.022936     0.027520    -0.881339
51211.25    -0.051584     0.152838    -1.190263
51211.50    -0.208657     0.147566    -0.943614
51211.75    -0.367913     0.045512    -1.023447
51212.00    -0.529809    -0.287880     0.078624
51212.25    -0.475490    -0.334484     0.139880
51212.50    -0.426765    -0.404582     0.675828
51212.75    -0.348566    -0.247854     0.081067
51213.00    -0.443474    -0.314132     0.841384
51213.25    -0.442106    -0.060410     0.530968
51213.50    -0.526999     0.061125     0.713652
51213.75    -0.527372     0.110932     0.201130
51214.00    -0.586888    -0.015520     0.757890
51214.25    -0.542302     0.125281     0.324307
51214.50    -0.474140     0.264469    -0.000808
51214.75    -0.404760     0.352923    -0.897981
51215.00    -0.469106     0.244926    -0.669864
51215.25    -0.486037     0.326015    -1.013322
51215.50    -0.552751     0.301793    -0.712137
51215.75    -0.587892     0.379568    -1.271658
51216.00    -0.673311     0.117149    -0.371005
51216.25    -0.677451     0.055559    -0.089478
51216.50    -0.785059    -0.043127     0.689650
51216.75    -0.769953    -0.044775     0.354226
51217.00    -0.729094    -0.267597     1.063367
51217.25    -0.607795    -0.139118     0.645613
51217.50    -0.582443    -0.144849     0.968633
51217.75    -0.507559    -0.041991     0.151088
51218.00    -0.468254    -0.166821     0.615426
51218.25    -0.408367     0.092332    -0.012956
51218.50    -0.536990     0.104178     0.604546
51218.75    -0.540638     0.098552     0.219373
51219.00    -0.592312    -0.189180     0.994569
51219.25    -0.496272    -0.238814     0.737169
51219.50    -0.348250    -0.259866     0.665347
51219.75    -0.132873    -0.189825    -0.490546
51220.00     0.057825    -0.234075    -0.458622
51220.25     0.353213     0.026050    -1.435687
51220.50     0.374216     0.250757    -1.730204
51220.75     0.537180     0.495989    -3.103878
51221.00     0.425850     0.388349    -2.475476
51221.25     0.531286     0.659464    -3.226492
51221.50     0.367295     0.726352    -2.949021
51221.75     0.379958     0.714800    -3.321236
51222.00     0.305526     0.509958    -2.448877
51222.25     0.311263     0.683348    -2.782456
51222.50     0.214098     0.713968    -2.458142
51222.75     0.219619     0.713973    -2.796701
51223.00     0.147873     0.476572    -1.889413
51223.25     0.094964     0.476243    -1.762316
51223.50     0.005484     0.415147    -1.256036
51223.75    -0.015546     0.301292    -1.513001
51224.00    -0.032401     0.013545    -0.754713
51224.25    -0.005098     0.063363    -0.858122
51224.50     0.041381     0.071982    -0.544818
51224.75     0.168715     0.198555    -1.571277
51225.00     0.116931     0.056976    -0.852075
51225.25     0.145440     0.196603    -1.091903
51225.50     0.061994     0.244382    -0.839991
51225.75     0.015684     0.260471    -1.188029
51226.00    -0.104329     0.079295    -0.427521
51226.25    -0.149063     0.141139    -0.348822
51226.50    -0.282081     0.034274     0.346075
51226.75    -0.256237    -0.054552    -0.083174
51227.00    -0.230072    -0.300195     0.598431
51227.25    -0.107452    -0.186138     0.250022
51227.50    -0.176638    -0.136736     0.652285
51227.75    -0.184964     0.038940    -0.139263
51228.00    -0.284918    -0.216880     0.737224
51228.25    -0.309457    -0.192133     0.737179
51228.50    -0.227363    -0.146368     0.692845
51228.75    -0.053664    -0.068643    -0.181335
51229.00     0.092282    -0.138353    -0.068494
51229.25     0.277623     0.072630    -0.581485
51229.50     0.356063     0.233414    -0.819790
51229.75     0.455400     0.414904    -1.707786
51230.00     0.372725     0.380531    -1.245272
51230.25     0.283761     0.575973    -1.471006
51230.50     0.153925     0.600598    -1.178150
51230.75     0.080166     0.564575    -1.636274
51231.00     0.048771     0.293755    -1.158281
51231.25     0.104307     0.389677    -1.661590
51231.50     0.087993     0.396077    -1.542102
51231.75     0.070271     0.521441    -2.339548
51232.00    -0.064208     0.293485    -1.555776
51232.25    -0.039012     0.436330    -1.874818
51232.50    -0.158599     0.371825    -1.223178
51232.75    -0.145062     0.498846    -1.947875
51233.00    -0.228515     0.251391    -0.908107
51233.25    -0.201200     0.388661    -1.085749
51233.50    -0.332259     0.346598    -0.395108
51233.75    -0.343104     0.370691    -0.907732
51234.00    -0.411634     0.138824     0.030995
51234.25    -0.433066     0.212941    -0.108946
51234.50    -0.477241     0.192922     0.346059
51234.75    -0.454960     0.224285    -0.359937
51235.00    -0.403952    -0.095500     0.315484
51235.25    -0.350599    -0.050924     0.063445
51235.50    -0.353875    -0.094446     0.392238
51235.75    -0.298074    -0.127606    -0.217584
51236.00    -0.329450    -0.279741     0.258018
51236.25    -0.222047    -0.097554    -0.327264
51236.50    -0.270653    -0.030769    -0.186273
51236.75    -0.226310     0.088407    -1.040790
51237.00    -0.243873    -0.090152    -0.347535
51237.25    -0.177513     0.050367    -0.855550
51237.50    -0.284398     0.052915    -0.494081
51237.75    -0.213296     0.126262    -1.392739
51238.00    -0.230868    -0.190589    -0.395389
51238.25    -0.161096    -0.073622    -0.927986
51238.50    -0.207054    -0.096143    -0.576564
51238.75    -0.097882    -0.113658    -1.098008
51239.00    -0.088635    -0.347648    -0.252111
51239.25     0.022177    -0.232396    -0.458097
51239.50     0.010389    -0.133407    -0.196226
51239.75     0.039327    -0.003099    -0.706858
51240.00    -0.084343    -0.135257     0.201364
51240.25    -0.175704     0.072242    -0.010361
51240.50    -0.341282     0.017856     0.629916
51240.75    -0.383885     0.014857     0.388718
51241.00    -0.430451    -0.277937     1.365132
51241.25    -0.361538    -0.147936     0.984708
51241.50    -0.380331    -0.225856     1.564236
51241.75    -0.242005    -0.211763     0.924135
51242.00    -0.145154    -0.322950     1.149795
51242.25     0.043158    -0.124940     0.663042
51242.50     0.154546    -0.039411     0.728969
51242.75     0.308473     0.135531    -0.114820
51243.00     0.303884     0.012345     0.461525
51243.25     0.376070     0.234302     0.063896
51243.50     0.332671     0.320235     0.230171
51243.75     0.296903     0.359554    -0.082754
51244.00     0.154250     0.146408     0.758860
51244.25     0.097054     0.224821     0.975586
51244.50    -0.064983     0.177324     1.692389
51244.75    -0.097479     0.143258     1.222607
51245.00    -0.157463    -0.080858     1.859871
51245.25    -0.042648     0.104236     1.055726
51245.50    -0.064222     0.130089     1.206939
51245.75    -0.024571     0.220012     0.310006
51246.00    -0.130460     0.025742     1.024323
51246.25    -0.109248     0.126559     0.793296
51246.50    -0.198958     0.145919     1.116156
51246.75    -0.159508     0.162317     0.515967
51247.00    -0.076211    -0.051623     0.953556
51247.25     0.086890     0.072652     0.413872
51247.50     0.089164     0.092575     0.735542
51247.75     0.149063     0.144209     0.262664
51248.00     0.111119    -0.027047     0.951387
51248.25     0.109756     0.084862     0.906173
51248.50     0.031419     0.083838     1.422405
51248.75     0.102543     0.103803     0.729547
51249.00     0.083302    -0.108053     1.362444
51249.25     0.211948     0.012993     0.790701
51249.50     0.195065    -0.004249     1.004838
51249.75     0.285824     0.102404     0.035342
51250.00     0.204677    -0.022021     0.633092
51250.25     0.260350     0.164044     0.212949
51250.50     0.186706     0.174834     0.650732
51250.75     0.188363     0.268409    -0.171300
51251.00     0.054700    -0.002658     0.825655
51251.25    -0.004426     0.118411     0.555787
51251.50    -0.179244     0.068723     1.185403
51251.75    -0.236009     0.086865     0.732023
51252.00    -0.408486    -0.190315     1.713182
51252.25    -0.464303    -0.076705     1.463720
51252.50    -0.646343    -0.182132     2.465838
51252.75    -0.748837    -0.124940     2.035212
51253.00    -0.724323    -0.306558     2.167355
51253.25    -0.654355    -0.259392     1.955561
51253.50    -0.700220    -0.330712     2.412420
51253.75    -0.585859    -0.389248     1.926886
51254.00    -0.504691    -0.523770     2.152377
51254.25    -0.329766    -0.317645     1.419534
51254.50    -0.291921    -0.249042     1.587388
51254.75    -0.110775    -0.057609     0.467391
51255.00    -0.058821    -0.068708     0.543849
51255.25     0.091521     0.170163    -0.184932
51255.50     0.112272     0.283261    -0.152149
51255.75     0.205489     0.453034    -1.102255
51256.00     0.135786     0.230754    -0.140551
51256.25     0.194029     0.428996    -0.737327
51256.50     0.142495     0.425405    -0.221034
51256.75     0.202620     0.522416    -1.073298
51257.00     0.158977     0.332834    -0.348826
51257.25     0.225127     0.495445    -0.849691
51257.50     0.142742     0.483236    -0.538893
51257.75     0.182008     0.506640    -1.156943
51258.00     0.066513     0.268343    -0.442624
51258.25     0.082184     0.350526    -0.791354
51258.50     0.009674     0.327684    -0.539372
51258.75     0.018433     0.266077    -0.957958
51259.00    -0.041159     0.024304    -0.188109
51259.25     0.021881     0.094950    -0.290791
51259.50    -0.048035     0.088849     0.014960
51259.75    -0.032258     0.091219    -0.378982
51260.00    -0.181351    -0.121163     0.472613
51260.25    -0.177267    -0.009185     0.186141
51260.50    -0.296360     0.003527     0.672692
51260.75    -0.209613     0.015330    -0.160115
51261.00    -0.222003    -0.171104     0.488724
51261.25    -0.089873    -0.005279     0.069409
51261.50    -0.141544     0.091096     0.204212
51261.75    -0.092698     0.180664    -0.427216
51262.00    -0.249089     0.016576     0.415019
51262.25    -0.287943     0.171958     0.245406
51262.50    -0.422051     0.232367     0.703322
51262.75    -0.466609     0.214796     0.300892
51263.00    -0.621872    -0.111643     1.243767
51263.25    -0.620215    -0.081901     1.102034
51263.50    -0.744423    -0.186828     1.929496
51263.75    -0.795191    -0.273867     1.741902
51264.00    -0.846916    -0.483661     2.284720
51264.25    -0.769478    -0.287395     1.631819
51264.50    -0.723761    -0.241970     1.690001
51264.75    -0.602967    -0.202092     0.813310
51265.00    -0.476265    -0.322796     1.000517
51265.25    -0.336358    -0.111706     0.255367
51265.50    -0.287962     0.011562     0.086048
51265.75    -0.111788     0.122107    -0.942895
51266.00    -0.112112    -0.037389    -0.284364
51266.25     0.000642     0.209622    -0.949829
51266.50    -0.112598     0.266977    -0.550278
51266.75    -0.130292     0.270645    -0.965566
51267.00    -0.354086    -0.048439     0.403150
51267.25    -0.352520     0.023067     0.350142
51267.50    -0.478604    -0.052356     1.069934
51267.75    -0.507585    -0.130180     0.861946
51268.00    -0.579174    -0.377562     1.708156
51268.25    -0.597437    -0.337275     1.732612
51268.50    -0.666151    -0.393722     2.302282
51268.75    -0.630065    -0.459247     1.936373
51269.00    -0.570103    -0.718036     2.633266
51269.25    -0.470982    -0.593966     2.292121
51269.50    -0.466338    -0.527988     2.578017
51269.75    -0.435742    -0.436797     2.055070
51270.00    -0.426109    -0.526115     2.509652
51270.25    -0.274850    -0.474645     2.241881
51270.50    -0.357888    -0.505931     2.758726
51270.75    -0.342548    -0.355656     1.709297
51271.00    -0.286276    -0.376523     1.654075
51271.25    -0.201907    -0.221072     1.012379
51271.50    -0.248943    -0.296734     1.607537
51271.75    -0.339188    -0.351346     1.597990
51272.00    -0.452834    -0.578212     2.672289
51272.25    -0.488401    -0.597119     2.753668
51272.50    -0.409792    -0.589701     2.794072
51272.75    -0.297863    -0.401342     1.502889
51273.00    -0.250124    -0.372809     1.388170
51273.25    -0.112403    -0.149974     0.621297
51273.50    -0.176372    -0.039202     0.684448
51273.75    -0.219679    -0.038764     0.366719
51274.00    -0.330372    -0.249642     1.193112
51274.25    -0.337789    -0.094770     0.833543
51274.50    -0.444710    -0.049614     1.028047
51274.75    -0.473167    -0.008070     0.419458
51275.00    -0.536841    -0.199913     0.947383
51275.25    -0.477840    -0.027398     0.395051
51275.50    -0.582037     0.008420     0.689342
51275.75    -0.551240     0.030268    -0.033686
51276.00    -0.527305    -0.068748     0.058131
51276.25    -0.367563     0.056079    -0.672041
51276.50    -0.294563     0.002338    -0.317009
51276.75    -0.247154     0.055534    -0.952157
51277.00    -0.299996    -0.256674     0.118048
51277.25    -0.294476    -0.237509     0.187165
51277.50    -0.339569    -0.318079     0.611771
51277.75    -0.160559    -0.261498    -0.362995
51278.00    -0.047588    -0.389200    -0.014222
51278.25     0.100588    -0.230278    -0.469588
51278.50     0.023611    -0.164253     0.023567
51278.75     0.050460    -0.049227    -0.629763
51279.00    -0.027901    -0.213531     0.338116
51279.25    -0.011039    -0.022450     0.019273
51279.50    -0.135116     0.090016     0.358296
