Industry	SIC	Total_Code	Data_Type	Total	"0-49,999"	"50,000-99,999"	"100,000-499,999"	"500,000-999,999"	"1,000,000-2,999,999"	"<3,000,000"	"3,000,000-4,999,999"	"<5,000,000"	"5,000,000-7,499,999"	"<7,500,000"	"7,500,000-24,999,999"	"25,000,000-99,999,999"	"100,000,000+"
Printed Circuit Boards	3672	2	Ann. Payroll	2347967	649	1175	22942	47997	157173	229936	121846	351782	120529	472311	420738	463303	991615
Printed Circuit Boards	3672	2	Est. Receipts	9671120	1807	5774	88440	154295	476980	727296	394738	1122034	382126	1504160	1410663	1968076	4788221
Semiconductors & Related Devices	3674	2	Firms	999	36	29	174	122	231	592	85	677	48	725	85	78	111
Semiconductors & Related Devices	3674	2	Establishments	1108	36	29	174	123	231	593	86	679	48	727	88	85	208
Semiconductors & Related Devices	3674	2	Employment	192237	30	39	450	604	2851	3974	1997	5971	1521	7492	6521	14971	163253
Semiconductors & Related Devices	3674	2	Ann. Payroll	10325235	172	409	10205	17232	108260	136278	86437	222715	66855	289570	268602	753362	9013701
Semiconductors & Related Devices	3674	2	Est. Receipts	79237663	1055	2053	48926	87080	423139	562253	317689	879942	284249	1164191	1025516	3179681	73868275
Electronic Capacitors	3675	2	Firms	110	3	1	22	7	25	58	11	69	7	76	12	6	16
Electronic Capacitors	3675	2	Establishments	128	3	1	22	7	26	59	11	70	7	77	14	10	27
Electronic Capacitors	3675	2	Employment	18166	         [a]	         [a]	98	41	745	885	322	1207	536	1743	1725	1688	13010
Electronic Capacitors	3675	2	Ann. Payroll	520010	         (D)	         (D)	1555	1334	16180	19083	13170	32253	13718	45971	44080	51939	378020
Electronic Capacitors	3675	2	Est. Receipts	2469915	         (D)	         (D)	7280	5065	52306	64821	42471	107292	36712	144004	168395	181208	1976308
Electronic Resistors	3676	2	Firms	89	1	2	15	7	14	39	12	51	6	57	14	6	12
Electronic Resistors	3676	2	Establishments	115	1	2	15	7	15	40	12	52	6	58	19	13	25
Electronic Resistors	3676	2	Employment	11244	         [a]	         [a]	64	45	471	586	511	1097	386	1483	1941	1585	6235
Electronic Resistors	3676	2	Ann. Payroll	298504	         (D)	         (D)	1010	1596	10012	12668	18194	30862	11212	42074	49668	45817	160945
Electronic Resistors	3676	2	Est. Receipts	1240932	         (D)	         (D)	4199	5386	27025	36805	45986	82791	37046	119837	174334	149543	797218
"Electronic Coils, Transformers, & Other Inductors"	3677	2	Firms	407	20	19	87	55	89	270	42	312	31	343	33	14	17
"Electronic Coils, Transformers, & Other Inductors"	3677	2	Establishments	432	20	19	87	55	91	272	45	317	35	352	36	20	24
"Electronic Coils, Transformers, & Other Inductors"	3677	2	Employment	19323	18	42	493	564	2741	3858	2300	6158	2391	8549	4057	2091	4626
"Electronic Coils, Transformers, & Other Inductors"	3677	2	Ann. Payroll	457167	129	333	7574	13655	60026	81717	51292	133009	59873	192882	111793	46669	105823
"Electronic Coils, Transformers, & Other Inductors"	3677	2	Est. Receipts	1528436	506	1230	24457	39372	167516	233081	157107	390188	179471	569659	354992	174877	428908
Electronic Connectors	3678	2	Firms	282	8	13	45	30	56	152	28	180	15	195	34	21	32
Electronic Connectors	3678	2	Establishments	346	8	13	45	30	56	152	28	180	16	196	37	29	84
Electronic Connectors	3678	2	Employment	34866	12	10	133	264	1194	1613	1118	2731	769	3500	3831	4913	22622
Electronic Connectors	3678	2	Ann. Payroll	1170580	41	168	3064	6065	34224	43562	28610	72172	24995	97167	125152	173445	774816
Electronic Connectors	3678	2	Est. Receipts	5311922	245	989	12085	22218	103561	139098	102535	241633	86510	328143	387947	670606	3925226
Electronic Components Nec	3679	2	Firms	2745	137	111	547	301	571	1667	255	1922	166	2088	308	163	186
Electronic Components Nec	3679	2	Establishments	2942	137	111	547	303	572	1670	259	1929	169	2098	334	191	319
Electronic Components Nec	3679	2	Employment	212302	108	160	1898	2978	13168	18312	10253	28565	11079	39644	32135	32396	108127
Electronic Components Nec	3679	2	Ann. Payroll	7049176	818	1896	36719	68680	342316	450429	298454	748883	295736	1044619	955245	1123428	3925884
Electronic Components Nec	3679	2	Est. Receipts	36024977	3734	7956	140606	219699	1017360	1389355	956419	2345774	999878	3345652	3616780	5293434	23769111
"Miscellaneous Electrical Machinery, Equipment, & Supplies"	3690	2	Firms	1592	67	67	349	196	335	1014	121	1135	68	1203	167	85	137
"Miscellaneous Electrical Machinery, Equipment, & Supplies"	3690	2	Establishments	1751	67	67	349	196	337	1016	126	1142	69	1211	191	100	249
"Miscellaneous Electrical Machinery, Equipment, & Supplies"	3690	2	Employment	146492	59	87	1074	1476	6632	9328	4846	14174	3597	17771	17423	16577	94721
"Miscellaneous Electrical Machinery, Equipment, & Supplies"	3690	2	Ann. Payroll	5203413	463	1084	20753	36877	179313	238490	133799	372289	108552	480841	522536	501960	3698076
"Miscellaneous Electrical Machinery, Equipment, & Supplies"	3690	2	Est. Receipts	27662678	2188	4984	93053	138574	587648	826447	445588	1272035	373343	1645378	1965851	2469273	21582176
Storage Batteries	3691	2	Firms	96	1	2	14	14	15	46	9	55	4	59	17	5	15
Storage Batteries	3691	2	Establishments	138	1	2	14	14	15	46	9	55	4	59	19	5	55
Storage Batteries	3691	2	Employment	23284	         [a]	         [a]	         [b]	         [b]	187	         [e]	         [e]	618	164	782	         [g]	         [g]	19137
Storage Batteries	3691	2	Ann. Payroll	798506	         (D)	         (D)	         (D)	         (D)	5381	         (D)	         (D)	18181	4340	22521	         (D)	         (D)	678310
Storage Batteries	3691	2	Est. Receipts	4398373	         (D)	         (D)	         (D)	         (D)	24293	         (D)	         (D)	71366	26379	97745	         (D)	         (D)	3841034
Primary Batteries	3692	2	Firms	34	2	1	10	2	6	21	1	22	0	22	2	1	9
Primary Batteries	3692	2	Establishments	45	2	1	10	2	6	21	1	22	0	22	2	1	20
Primary Batteries	3692	2	Employment	9009	         [a]	         [a]	         [b]	         [a]	117	         [c]	         [b]	190	0	190	         [e]	         [f]	7830
Primary Batteries	3692	2	Ann. Payroll	260715	         (D)	         (D)	         (D)	         (D)	1887	         (D)	         (D)	4039	0	4039	         (D)	         (D)	219955
Primary Batteries	3692	2	Est. Receipts	2322896	         (D)	         (D)	         (D)	         (D)	9329	         (D)	         (D)	16974	0	16974	         (D)	         (D)	2220302
Electrical Equipment For Internal Combustion Engines	3694	2	Firms	533	32	37	148	65	100	382	32	414	14	428	38	24	43
Electrical Equipment For Internal Combustion Engines	3694	2	Establishments	569	32	37	148	65	101	383	35	418	14	432	44	27	66
Electrical Equipment For Internal Combustion Engines	3694	2	Employment	52885	32	62	572	615	2565	3846	1868	5714	1022	6736	5372	7416	33361
Electrical Equipment For Internal Combustion Engines	3694	2	Ann. Payroll	1631220	230	724	9719	13423	53058	77154	34780	111934	22644	134578	116370	155408	1224864
Electrical Equipment For Internal Combustion Engines	3694	2	Est. Receipts	9140342	1011	2750	37715	46082	172499	260057	112785	372842	68785	441627	430496	817341	7450878
Magnetic & Optical Recording Media	3695	2	Firms	248	5	11	61	40	61	178	15	193	8	201	12	11	24
Magnetic & Optical Recording Media	3695	2	Establishments	265	5	11	61	40	61	178	15	193	8	201	12	15	37
Magnetic & Optical Recording Media	3695	2	Employment	22531	4	6	117	140	538	805	300	1105	244	1349	535	2108	18539
Magnetic & Optical Recording Media	3695	2	Ann. Payroll	975054	17	90	2434	4865	20897	28303	10509	38812	6999	45811	42622	64099	822522
Magnetic & Optical Recording Media	3695	2	Est. Receipts	5476502	156	732	17078	27468	103156	148590	58233	206823	37378	244201	163024	364973	4704304
"Electrical Machinery, Equipment, & Supplies Nec"	3699	2	Firms	691	27	16	116	75	154	388	64	452	42	494	99	44	54
"Electrical Machinery, Equipment, & Supplies Nec"	3699	2	Establishments	734	27	16	116	75	154	388	66	454	43	497	114	52	71
"Electrical Machinery, Equipment, & Supplies Nec"	3699	2	Employment	38783	20	15	310	642	3225	4212	2335	6547	2167	8714	9179	5036	15854
"Electrical Machinery, Equipment, & Supplies Nec"	3699	2	Ann. Payroll	1537918	198	237	7423	16704	98090	122652	76671	199323	74569	273892	304322	207279	752425
"Electrical Machinery, Equipment, & Supplies Nec"	3699	2	Est. Receipts	6324565	914	1270	31376	53777	278371	365708	238322	604030	240801	844831	1096292	1017784	3365658
Transportation Equipment	3700	2	Firms	11159	597	810	3344	1479	2072	8302	659	8961	430	9391	820	484	464
Transportation Equipment	3700	2	Establishments	13210	597	810	3346	1483	2081	8317	674	8991	478	9469	919	666	2156
Transportation Equipment	3700	2	Employment	1714134	1424	1269	10803	11556	36390	61442	22753	84195	21714	105909	77430	113215	1417580
Transportation Equipment	3700	2	Ann. Payroll	79382920	32970	18040	192796	252569	933419	1429794	652857	2082651	645007	2727658	2364719	3540746	70749797
Transportation Equipment	3700	2	Est. Receipts	522250748	17175	60363	852722	1053960	3616084	5600304	2533520	8133824	2575129	10708953	10152530	17759277	483629988
Motor Vehicles & Equipment	3710	2	Firms	4467	139	204	1063	600	952	2958	302	3260	213	3473	402	290	302
Motor Vehicles & Equipment	3710	2	Establishments	5353	139	204	1064	601	956	2964	305	3269	240	3509	440	365	1039
Motor Vehicles & Equipment	3710	2	Employment	815521	105	374	3008	4309	15108	22904	9962	32866	10548	43414	35376	67837	668894
Motor Vehicles & Equipment	3710	2	Ann. Payroll	35774876	567	5966	50625	86234	367928	511320	263643	774963	289165	1064128	1023521	1992836	31694391
Motor Vehicles & Equipment	3710	2	Est. Receipts	363527531	4531	15408	284343	427940	1665297	2397519	1169934	3567453	1285027	4852480	5097098	11279983	342297970
Motor Vehicles & Passenger Car Bodies	3711	2	Firms	422	15	12	110	64	96	297	26	323	18	341	25	18	38
Motor Vehicles & Passenger Car Bodies	3711	2	Establishments	488	15	12	110	64	96	297	27	324	19	343	25	19	101
Motor Vehicles & Passenger Car Bodies	3711	2	Employment	237585	8	11	157	262	762	1200	         [e]	         [g]	         [e]	2138	1576	2237	231634
Motor Vehicles & Passenger Car Bodies	3711	2	Ann. Payroll	13197894	45	47	2786	5093	18357	26328	         (D)	         (D)	         (D)	51715	51904	78217	13016058
Motor Vehicles & Passenger Car Bodies	3711	2	Est. Receipts	222798340	672	989	29333	46673	167308	244975	         (D)	         (D)	         (D)	457363	346709	707057	221287211
Truck & Bus Bodies	3713	2	Firms	656	13	25	107	98	163	406	61	467	41	508	78	38	32
Truck & Bus Bodies	3713	2	Establishments	712	13	25	107	99	164	408	61	469	43	512	84	46	70
Truck & Bus Bodies	3713	2	Employment	40009	6	32	355	800	2943	4136	2168	6304	2078	8382	6174	7767	17686
Truck & Bus Bodies	3713	2	Ann. Payroll	1187714	47	295	6120	17096	69665	93223	52839	146062	58819	204881	176078	240012	566743
Truck & Bus Bodies	3713	2	Est. Receipts	8661604	426	1995	31072	71385	285941	390819	238869	629688	244206	873894	936214	1278923	5572573
Motor Vehicle Parts & Accessories	3714	2	Firms	2987	106	158	760	383	580	1987	187	2174	134	2308	245	204	230
Motor Vehicle Parts & Accessories	3714	2	Establishments	3666	106	158	761	383	583	1991	189	2180	158	2338	274	259	795
Motor Vehicle Parts & Accessories	3714	2	Employment	491760	84	322	2264	2901	9810	15381	6500	21881	7010	28891	22702	50744	389423
Motor Vehicle Parts & Accessories	3714	2	Ann. Payroll	20036278	453	5538	38444	58103	243475	346013	176572	522585	188571	711156	650885	1468094	17206143
Motor Vehicle Parts & Accessories	3714	2	Est. Receipts	122583594	3256	11809	201292	270638	1014637	1501632	719604	2221236	803449	3024685	3071407	8063578	108423924
Truck Trailers	3715	2	Firms	360	5	6	73	46	96	226	24	250	19	269	47	24	20
Truck Trailers	3715	2	Establishments	395	5	6	73	46	96	226	24	250	19	269	48	33	45
Truck Trailers	3715	2	Employment	28651	7	7	200	307	1403	1924	686	2610	942	3552	4043	4464	16592
Truck Trailers	3715	2	Ann. Payroll	841292	22	64	2782	5036	32208	40112	18990	59102	27400	86502	122387	141930	490473
Truck Trailers	3715	2	Est. Receipts	5630574	177	416	19519	32988	169058	222158	93199	315357	122630	437987	630007	849397	3713183
Motor Homes	3716	2	Firms	74	0	2	11	9	17	39	4	43	1	44	9	8	13
Motor Homes	3716	2	Establishments	89	0	2	11	9	17	39	4	43	1	44	9	8	28
Motor Homes	3716	2	Employment	17515	0	         [a]	         [b]	39	190	262	         [c]	         [e]	         [b]	450	881	2625	13559
Motor Homes	3716	2	Ann. Payroll	511647	0	         (D)	         (D)	906	4223	5593	         (D)	         (D)	         (D)	9823	22267	64583	414974
Motor Homes	3716	2	Est. Receipts	3853007	0	         (D)	         (D)	6256	28353	37523	         (D)	         (D)	         (D)	58139	112761	381028	3301079
Aircraft & Parts	3720	2	Firms	1474	81	82	347	166	310	986	106	1092	69	1161	140	82	91
Aircraft & Parts	3720	2	Establishments	1727	81	82	347	167	310	987	107	1094	72	1166	150	106	305
Aircraft & Parts	3720	2	Employment	412964	80	123	1206	1273	5783	8465	3484	11949	3410	15359	12663	18177	366765
Aircraft & Parts	3720	2	Ann. Payroll	21255838	519	1525	25366	36673	183188	247271	136357	383628	134515	518143	489076	684011	19564608
Aircraft & Parts	3720	2	Est. Receipts	98673066	2227	6072	89681	121531	547149	766660	410842	1177502	418783	1596285	1689428	2486162	92901191
Aircraft	3721	2	Firms	176	8	11	45	13	23	100	9	109	12	121	16	12	27
Aircraft	3721	2	Establishments	209	8	11	45	13	23	100	9	109	13	122	16	12	59
Aircraft	3721	2	Employment	199517	9	13	145	70	455	692	232	924	729	1653	1362	4288	192214
Aircraft	3721	2	Ann. Payroll	10639603	76	193	3062	2333	13310	18974	10477	29451	17518	46969	57248	138115	10397271
Aircraft	3721	2	Est. Receipts	55330853	233	823	11443	9671	39967	62137	32057	94194	75202	169396	184717	432685	54544055
Aircraft Engines & Parts	3724	2	Firms	273	13	8	36	18	37	112	23	135	21	156	55	28	34
Aircraft Engines & Parts	3724	2	Establishments	367	13	8	36	18	37	112	23	135	22	157	59	37	114
Aircraft Engines & Parts	3724	2	Employment	80879	5	12	124	123	609	873	727	1600	1104	2704	5419	4456	68300
Aircraft Engines & Parts	3724	2	Ann. Payroll	4223605	37	133	2837	4043	21367	28417	31490	59907	45430	105337	218207	177111	3722950
Aircraft Engines & Parts	3724	2	Est. Receipts	22980712	293	605	9936	13032	68371	92237	89727	181964	130219	312183	715141	780545	21172843
Aircraft Parts & Equipment Nec	3728	2	Firms	1060	59	63	266	135	250	773	74	847	36	883	73	45	59
Aircraft Parts & Equipment Nec	3728	2	Establishments	1150	59	63	266	136	250	774	75	849	37	886	75	57	132
Aircraft Parts & Equipment Nec	3728	2	Employment	132568	66	98	937	1080	4719	6900	2525	9425	1577	11002	5882	9433	106251
Aircraft Parts & Equipment Nec	3728	2	Ann. Payroll	6392626	402	1199	19467	30297	148511	199876	94390	294266	71567	365833	213621	368785	5444387
Aircraft Parts & Equipment Nec	3728	2	Est. Receipts	20361478	1678	4644	68302	98828	438811	612263	289058	901321	213362	1114683	789570	1272932	17184293
Ship & Boat Building & Repairing	3730	2	Firms	3540	299	419	1491	457	437	3103	120	3223	69	3292	140	65	43
Ship & Boat Building & Repairing	3730	2	Establishments	3669	299	419	1492	458	439	3107	127	3234	74	3308	151	87	123
Ship & Boat Building & Repairing	3730	2	Employment	151784	257	627	5174	3910	8534	18502	4890	23392	3850	27242	16276	16819	91447
Ship & Boat Building & Repairing	3730	2	Ann. Payroll	4745196	2650	9097	93384	87878	220059	413068	140505	553573	110851	664424	478039	512685	3090048
Ship & Boat Building & Repairing	3730	2	Est. Receipts	17219324	8352	31132	361539	320821	751641	1473485	459386	1932871	400106	2332977	1681022	2246189	10959136
Ship Building & Repairing	3731	2	Firms	665	40	52	162	92	127	473	47	520	22	542	61	32	30
Ship Building & Repairing	3731	2	Establishments	713	40	52	162	92	127	473	50	523	24	547	66	41	59
Ship Building & Repairing	3731	2	Employment	97522	30	207	896	793	2700	4626	2261	6887	1183	8070	8328	8009	73115
Ship Building & Repairing	3731	2	Ann. Payroll	3368096	259	2898	14888	20992	84813	123850	64772	188622	38973	227595	264096	266206	2610199
Ship Building & Repairing	3731	2	Est. Receipts	10338734	1059	3782	42397	63876	218273	329387	175373	504760	122730	627490	787357	890616	8033271
Boat Building & Repairing	3732	2	Firms	2882	258	367	1329	365	310	2629	74	2703	47	2750	81	35	16
Boat Building & Repairing	3732	2	Establishments	2955	258	367	1330	366	312	2633	77	2710	50	2760	85	46	64
Boat Building & Repairing	3732	2	Employment	54262	227	420	4278	3117	5834	13876	2629	16505	2667	19172	7948	8810	18332
Boat Building & Repairing	3732	2	Ann. Payroll	1377093	2384	6199	78496	66886	135246	289211	75733	364944	71878	436822	213943	246479	479849
Boat Building & Repairing	3732	2	Est. Receipts	6880562	7265	27350	319142	256945	533368	1144070	284013	1428083	277376	1705459	893665	1355573	2925865
Railroad Equipment	3740	2	Firms	153	6	1	15	22	29	73	7	80	13	93	20	14	26
Railroad Equipment	3740	2	Establishments	215	6	1	15	22	29	73	7	80	15	95	23	19	78
Railroad Equipment	3740	2	Employment	33809	         [a]	         [a]	41	165	568	784	203	987	533	1520	1641	1637	29011
Railroad Equipment	3740	2	Ann. Payroll	1282278	         (D)	         (D)	786	3816	14104	18730	7049	25779	18401	44180	49531	61288	1127279
Railroad Equipment	3740	2	Est. Receipts	8128444	         (D)	         (D)	4196	16237	53908	74551	24189	98740	72395	171135	220024	334691	7402594
Railroad Equipment	3743	2	Firms	153	6	1	15	22	29	73	7	80	13	93	20	14	26
Railroad Equipment	3743	2	Establishments	215	6	1	15	22	29	73	7	80	15	95	23	19	78
Railroad Equipment	3743	2	Employment	33809	         [a]	         [a]	41	165	568	784	203	987	533	1520	1641	1637	29011
Railroad Equipment	3743	2	Ann. Payroll	1282278	         (D)	         (D)	786	3816	14104	18730	7049	25779	18401	44180	49531	61288	1127279
Railroad Equipment	3743	2	Est. Receipts	8128444	         (D)	         (D)	4196	16237	53908	74551	24189	98740	72395	171135	220024	334691	7402594
"Motorcycles, Bicycles, & Parts"	3750	2	Firms	377	20	34	126	67	55	302	30	332	6	338	18	8	13
"Motorcycles, Bicycles, & Parts"	3750	2	Establishments	393	20	34	126	67	55	302	30	332	7	339	23	8	23
"Motorcycles, Bicycles, & Parts"	3750	2	Employment	17041	         [b]	         [b]	402	583	894	1941	971	2912	405	3317	1665	848	11211
"Motorcycles, Bicycles, & Parts"	3750	2	Ann. Payroll	580613	         (D)	         (D)	6979	12027	23902	43432	25334	68766	10665	79431	47276	36064	417842
"Motorcycles, Bicycles, & Parts"	3750	2	Est. Receipts	3427876	         (D)	         (D)	32764	50405	94753	180968	108784	289752	40707	330459	193087	323064	2581266
"Motorcycles, Bicycles, & Parts"	3751	2	Firms	377	20	34	126	67	55	302	30	332	6	338	18	8	13
"Motorcycles, Bicycles, & Parts"	3751	2	Establishments	393	20	34	126	67	55	302	30	332	7	339	23	8	23
"Motorcycles, Bicycles, & Parts"	3751	2	Employment	17041	         [b]	         [b]	402	583	894	1941	971	2912	405	3317	1665	848	11211
"Motorcycles, Bicycles, & Parts"	3751	2	Ann. Payroll	580613	         (D)	         (D)	6979	12027	23902	43432	25334	68766	10665	79431	47276	36064	417842
"Motorcycles, Bicycles, & Parts"	3751	2	Est. Receipts	3427876	         (D)	         (D)	32764	50405	94753	180968	108784	289752	40707	330459	193087	323064	2581266
Guided Missiles & Space Vehicles & Parts	3760	2	Firms	73	1	1	12	6	19	39	3	42	2	44	5	1	23
Guided Missiles & Space Vehicles & Parts	3760	2	Establishments	103	1	1	12	6	19	39	3	42	2	44	5	1	53
Guided Missiles & Space Vehicles & Parts	3760	2	Employment	81949	         [a]	         [a]	         [b]	48	363	472	94	566	         [b]	         [f]	         [e]	         [b]	80809
Guided Missiles & Space Vehicles & Parts	3760	2	Ann. Payroll	4784134	         (D)	         (D)	         (D)	1691	14349	17002	4990	21992	         (D)	         (D)	         (D)	         (D)	4732861
Guided Missiles & Space Vehicles & Parts	3760	2	Est. Receipts	19668784	         (D)	         (D)	         (D)	4345	34337	41756	12181	53937	         (D)	         (D)	         (D)	         (D)	19518270
Guided Missiles & Space Vehicles	3761	2	Firms	13	0	1	0	0	2	3	1	4	0	4	1	0	8
Guided Missiles & Space Vehicles	3761	2	Establishments	24	0	1	0	0	2	3	1	4	0	4	1	0	19
Guided Missiles & Space Vehicles	3761	2	Employment	55425	0	         [a]	0	0	         [b]	         [b]	         [a]	         [b]	0	         [b]	         [c]	0	55253
Guided Missiles & Space Vehicles	3761	2	Ann. Payroll	3354128	0	         (D)	0	0	         (D)	         (D)	         (D)	         (D)	0	         (D)	         (D)	0	3344510
Guided Missiles & Space Vehicles	3761	2	Est. Receipts	15152202	0	         (D)	0	0	         (D)	         (D)	         (D)	         (D)	0	         (D)	         (D)	0	15121638
Guided Missile & Space Vehicle Propulsion Units & Parts	3764	2	Firms	20	1	0	0	3	4	8	0	8	0	8	1	0	11
Guided Missile & Space Vehicle Propulsion Units & Parts	3764	2	Establishments	30	1	0	0	3	4	8	0	8	0	8	1	0	21
Guided Missile & Space Vehicle Propulsion Units & Parts	3764	2	Employment	18765	         [a]	0	0	         [b]	         [b]	         [c]	0	         [c]	0	         [c]	         [b]	0	18617
Guided Missile & Space Vehicle Propulsion Units & Parts	3764	2	Ann. Payroll	1057864	         (D)	0	0	         (D)	         (D)	         (D)	0	         (D)	0	         (D)	         (D)	0	1049975
Guided Missile & Space Vehicle Propulsion Units & Parts	3764	2	Est. Receipts	3257901	         (D)	0	0	         (D)	         (D)	         (D)	0	         (D)	0	         (D)	         (D)	0	3239606
Guided Missile & Space Vehicle Part & Equipment Nec	3769	2	Firms	46	0	0	12	3	13	28	2	30	2	32	3	1	10
Guided Missile & Space Vehicle Part & Equipment Nec	3769	2	Establishments	49	0	0	12	3	13	28	2	30	2	32	3	1	13
Guided Missile & Space Vehicle Part & Equipment Nec	3769	2	Employment	7759	0	0	         [b]	         [b]	237	319	         [b]	         [e]	         [b]	488	         [e]	         [b]	6939
Guided Missile & Space Vehicle Part & Equipment Nec	3769	2	Ann. Payroll	372142	0	0	         (D)	         (D)	9220	10889	         (D)	         (D)	         (D)	18872	         (D)	         (D)	338376
Guided Missile & Space Vehicle Part & Equipment Nec	3769	2	Est. Receipts	1258681	0	0	         (D)	         (D)	23146	28427	         (D)	         (D)	         (D)	50264	         (D)	         (D)	1157026
Miscellaneous Transportation Equipment	3790	2	Firms	1153	47	69	288	159	271	834	91	925	56	981	96	34	42
Miscellaneous Transportation Equipment	3790	2	Establishments	1251	47	69	288	160	271	835	93	928	59	987	107	56	101
Miscellaneous Transportation Equipment	3790	2	Employment	60739	39	98	914	1264	5124	7439	3117	10556	2641	13197	8926	7244	31372
Miscellaneous Transportation Equipment	3790	2	Ann. Payroll	1829653	168	1002	14691	24093	109301	149255	73923	223178	68204	291382	241056	201515	1095700
Miscellaneous Transportation Equipment	3790	2	Est. Receipts	10234836	1355	5125	76840	112025	468999	664344	348204	1012548	337514	1350062	1192913	1074062	6617799
Travel Trailers & Campers	3792	2	Firms	275	8	20	55	42	56	181	28	209	12	221	26	14	14
Travel Trailers & Campers	3792	2	Establishments	314	8	20	55	42	56	181	28	209	12	221	29	20	44
Travel Trailers & Campers	3792	2	Employment	18926	6	21	         [c]	         [e]	1001	         [g]	         [g]	2484	         [f]	         [h]	         [g]	         [h]	10290
Travel Trailers & Campers	3792	2	Ann. Payroll	508831	23	198	         (D)	         (D)	20861	         (D)	         (D)	51415	         (D)	         (D)	         (D)	         (D)	297064
Travel Trailers & Campers	3792	2	Est. Receipts	2943741	174	1537	         (D)	         (D)	100557	         (D)	         (D)	257826	         (D)	         (D)	         (D)	         (D)	1785290
Tanks & Tank Components	3795	2	Firms	32	0	0	6	1	8	15	2	17	1	18	6	1	7
Tanks & Tank Components	3795	2	Establishments	36	0	0	6	1	8	15	2	17	1	18	6	1	11
Tanks & Tank Components	3795	2	Employment	7942	0	0	         [a]	         [a]	119	         [c]	         [b]	172	         [b]	         [c]	         [e]	         [b]	7367
Tanks & Tank Components	3795	2	Ann. Payroll	433532	0	0	         (D)	         (D)	4045	         (D)	         (D)	6036	         (D)	         (D)	         (D)	         (D)	408474
Tanks & Tank Components	3795	2	Est. Receipts	1137410	0	0	         (D)	         (D)	12130	         (D)	         (D)	21242	         (D)	         (D)	         (D)	         (D)	1027123
Transportation Equipment Nec	3799	2	Firms	850	39	49	227	116	207	638	61	699	43	742	64	19	25
Transportation Equipment Nec	3799	2	Establishments	901	39	49	227	117	207	639	63	702	46	748	72	35	46
Transportation Equipment Nec	3799	2	Employment	33871	33	77	736	967	4004	5817	2083	7900	2070	9970	6322	3864	13715
Transportation Equipment Nec	3799	2	Ann. Payroll	887290	145	804	11986	18733	84395	116063	49664	165727	52466	218193	167372	111563	390162
Transportation Equipment Nec	3799	2	Est. Receipts	6153685	1181	3588	60210	81107	356312	502398	231082	733480	260847	994327	825993	527979	3805386
"Measuring, Analyzing, Controlling Instruments & Photographic, Medical & Optical Goods, Watches & Clocks,SIC "	3800	2	Firms	10684	556	594	2724	1591	2319	7784	705	8489	484	8973	866	381	464
"Measuring, Analyzing, Controlling Instruments & Photographic, Medical & Optical Goods, Watches & Clocks,SIC "	3800	2	Establishments	12385	557	595	2725	1593	2341	7811	727	8538	508	9046	966	573	1800
"Measuring, Analyzing, Controlling Instruments & Photographic, Medical & Optical Goods, Watches & Clocks,SIC "	3800	2	Employment	870566	593	907	9472	12528	38776	62276	23751	86027	23180	109207	76387	72763	612209
"Measuring, Analyzing, Controlling Instruments & Photographic, Medical & Optical Goods, Watches & Clocks,SIC "	3800	2	Ann. Payroll	40427806	7457	12170	226304	353116	1286583	1885630	864391	2750021	902688	3652709	2865016	3055140	30854941
"Measuring, Analyzing, Controlling Instruments & Photographic, Medical & Optical Goods, Watches & Clocks,SIC "	3800	2	Est. Receipts	158693978	15857	43942	733698	1144538	3997028	5935063	2633922	8568985	2844612	11413597	9976458	11859384	125444539
"Search, Detection, Navigation, Guidance, Aeronautical & Nautical Systems, Instruments, & Equipment"	3810	2	Firms	572	21	26	143	82	107	379	32	411	25	436	45	32	59
"Search, Detection, Navigation, Guidance, Aeronautical & Nautical Systems, Instruments, & Equipment"	3810	2	Establishments	685	21	26	144	82	107	380	32	412	25	437	48	38	162
"Search, Detection, Navigation, Guidance, Aeronautical & Nautical Systems, Instruments, & Equipment"	3810	2	Employment	174850	28	46	569	617	1904	3164	979	4143	1304	5447	4312	5191	159900
"Search, Detection, Navigation, Guidance, Aeronautical & Nautical Systems, Instruments, & Equipment"	3810	2	Ann. Payroll	9597953	190	555	11864	19774	63386	95769	35539	131308	45527	176835	178732	259379	8983007
"Search, Detection, Navigation, Guidance, Aeronautical & Nautical Systems, Instruments, & Equipment"	3810	2	Est. Receipts	32267126	493	1963	36595	58711	183817	281579	119590	401169	137213	538382	551142	822988	30354614
"Search, Detection, Navigation, Guidance, Aeronautical & Nautical Systems, Instruments, & Equipment"	3812	2	Firms	572	21	26	143	82	107	379	32	411	25	436	45	32	59
"Search, Detection, Navigation, Guidance, Aeronautical & Nautical Systems, Instruments, & Equipment"	3812	2	Establishments	685	21	26	144	82	107	380	32	412	25	437	48	38	162
"Search, Detection, Navigation, Guidance, Aeronautical & Nautical Systems, Instruments, & Equipment"	3812	2	Employment	174850	28	46	569	617	1904	3164	979	4143	1304	5447	4312	5191	159900
"Search, Detection, Navigation, Guidance, Aeronautical & Nautical Systems, Instruments, & Equipment"	3812	2	Ann. Payroll	9597953	190	555	11864	19774	63386	95769	35539	131308	45527	176835	178732	259379	8983007
"Search, Detection, Navigation, Guidance, Aeronautical & Nautical Systems, Instruments, & Equipment"	3812	2	Est. Receipts	32267126	493	1963	36595	58711	183817	281579	119590	401169	137213	538382	551142	822988	30354614
