#
#
# Rdb file of RASA References in RASA 1996 bibliography
# WRIR 97-4074
# This bibliography lists 1,093 reports resulting 
# from various studies of the program.
#
#
number	authors	date	title	rest
13.07	Haeni, F.P.	1988	Evaluation of the continuous seismic-reflection methods for determining the thickness and lithology of stratified drift in the glaciated northeast, in Randall, A.D., and Johnson, A.I., eds., Regional Aquifer Systems of the United States, Northeast Glacial Aquifers	American Water Resources Association Monograph Series, no. 11, p. 63-82.
13.08	Haeni, F.P.	1995	Application of surface-geophysical methods to investigations of sand and gravel aquifers in the glaciated northeastern United States	U.S. Geological Survey Professional Paper 1415-A, 70 p.
13.09	Haeni, F.P., and Melvin, R.L.	1984	High resolution continuous seismic reflection study of a stratified-drift deposit in Connecticut	National Water Well Association Conference on Surface and Borehole Geophysical Methods in Ground Water Investigations, San Antonio, Texas, February 7-9, 1984, Proceedings, p. 237-256.
13.10	Lapham, W.W.	1989	Use of temperature profiles beneath streams to determine rates of vertical ground-water flow and vertical hydraulic conductivity	U.S. Geological Survey Water-Supply Paper 2337, 35 p.
13.11	Lyford, F.P.	1986	Northeast glacial regional aquifer-system study, in Sun, R.J., ed., Regional Aquifer-System Analysis Program of the U.S. Geological Survey--summary of projects, 1978-84	U.S. Geological Survey Circular 1002, p. 162-167.
13.12	Lyford, F.P., and Cohen, A.J.	1988	Estimation of water available for recharge to sand and gravel aquifers in the glaciated Northeastern United States, in Randall, A.D., and Johnson, A.I., eds., Regional Aquifer Systems of the United States, Northeast Glacial Aquifers	American Water Resources Association Monograph Series, no. 11, p. 37-62.
13.13	Lyford, F.P., Dysart, J.E., Randall, A.D., and Kontis, A.L.	1984	Glacial aquifer systems in the Northeastern United States--a study plan	U.S.Geological Survey Open-File Report 83-928, 33 p.
13.14	Mazzaferro, D.L.	1986	Ground-water yields for selected stratified-drift areas in Connecticut	Connecticut State Department of Environmental Protection Natural Resources Atlas Series, scale 1:125:000.
13.15	Miller, T.S.	1993	Glacial geology and the origin and distribution of aquifers at the Valley Heads moraine in the Virgil Creek and Dryden Lake-Harford Valleys, Tompkins and Cortland Counties, New York	U.S. Geological Survey Water-Resources Investigations Report 90-4168, 34 p.
13.16	Morrissey, D.J., Haeni, F.P., and Tepper, D.H.	1985	Continuous seismic-reflection profiling of a glacial-drift deposit on the Saco River, Maine and New Hampshire	National Water Well Association Annual Eastern Regional Ground Water Conference, 2nd, Portland, Maine, July 16-18, 1985, Proceedings, p. 277-296.
13.17	Morrissey, D.J., Randall, A.D., and Williams, J.H.	1988	Upland runoff as a major source of recharge to stratified drift in the glaciated Northeast, in Randall, A.D., and Johnson, A.I., eds., Regional Aquifer Systems of the United States, Northeast Glacial Aquifers	American Water Resources Association Monograph Series, no. 11, p. 17-36.
13.18	Randall, A.D.	1986	Ice readvance in Fivemile Creek Valley and its effect on postglacial streamflow	New York State Geological Association Annual Meeting, 58th, Ithaca, New York, October 10-12, 1986, Guidebook, p. 239-260.
13.19	Randall, A.D.	1996	Mean annual runoff, precipitation, and evapotranspiration in the glaciated northeastern United States, 1951-80	U.S.Geological Survey Open-File Report 96-395, scale 1:1,000,000, 2 sheets (available only as digital files).
13.20	Randall, A.D.	in press	Hydrogeologic framework of stratified-drift aquifers in the glaciated northeastern United States	U.S. Geological Survey Professional Paper 1415-B.
13.21	Randall, A.D., and Johnson, A.I., 1988, The Northeast glacial aquifers RASA project--an overview of results through 	1987	in Randall, A.D., and Johnson, A.I., eds., Regional Aquifer Systems of the United States, Northeast Glacial Aquifers	American Water Resources Association Monograph Series, no. 11, p. 1-16.
13.22	Randall, A.D., Francis, R.M., Frimpter, M.H., and Emery, J.M.	1988	Region 19, Northeastern Appalachians, in Back, William, Rosenshein, J.S., and Seaber, P.R., eds., Hydrogeology	Boulder, Colorado, Geological Society of America, Geology of North America, v. O-2, p. 177-187.
13.23	Randall, A.D., Snavely, D.S., Holecek, T.S., and Waller, R.M.	1988	Alternative sources of large seasonal ground-water supplies in the headwaters of the Susquehanna River Basin, New York	U.S. Geological Survey Water-Resources Investigations Report 85-4127, 121 p.
13.24	Reynolds, R.J., and Williams, J.H.	1988	Continuous seismic-reflection profiling of glacial drift along the Susquehanna, Chemung, and Chenango Rivers, south-central New York and north-central Pennsylvania, in Randall, A.D., and Johnson, A.I., eds., Regional Aquifer Systems of the United States, Northeast Glacial Aquifers	American Water Resources Association Monograph Series, no. 11, p. 83-104.
13.25	Rogers, R.J.	1987	Geochemical evolution of groundwater in stratified-drift and arkosic bedrock aquifers in north-central Connecticut	Water Resources Research, v. 23, no. 8, p. 1531-1545.
13.26	Rogers, R.J.	1989	Geochemical comparison of ground water in areas of New England, New York, and Pennsylvania	Ground Water, v. 27, no. 5, p. 690-712.
13.27	Tepper, D.H., Morrissey, D.J., Johnson, C.D., and Malony, T.J.	1990	Hydrogeology, water quality and effects of increased municipal pumpage of the Saco River Valley glacial aquifer, Bartlett, New Hampshire to Fryeburg, Maine	U.S. Geological Survey Water-Resources Investigations Report 88-4179, 113 p.
13.28	Wandle, S.W., Jr., and Randall, A.D.	1994	Effects of surficial geology, lakes and swamps, and annual water availability on low flows of streams in central New England, and their use in low-flow estimation	U.S. Geological Survey Water-Resources Investigations Report 93-4092, 57 p.
13.29	Williams, J.H.	1991	Tributary-stream infiltration in Marsh Creek Valley, north-central Pennsylvania	U.S. Geological Survey Water-Resources Investigations Report 90-4052, 39 p.
13.30	Williams, J.H., and Morrissey, D.J.	1996	Recharge of valley-fill aquifers in glaciated northeast from upland runoff, in Ritchey, J.D., and Rumbaugh, J.O., eds., Subsurface fluid-flow (ground-water and vadose zone) modeling	American Society for Testing and Materials STP 1288, p. 97-113.
13.30	Wiltshire, D.A., Lyford, F.P., and Cohen, A.J.	1986	Bibliography on ground water in glacial-aquifer systems in the Northeastern United States	U.S. Geological Survey Circular 972, 26 p.
13.31	Yager, R.M.	1986	Simulation of ground-water flow and infiltration from the Susquehanna River to a shallow aquifer at Kirkwood and Conklin, Broome County, New York	U.S. Geological Survey Water-Resources Investigations Report 86-4123, 70 p.
13.32	Yager, R.M.	1993	Estimation of hydraulic conductivity of a riverbed and aquifer system on the Susquehanna River in Broome County, New York	U.S. Geological Survey Water-Supply Paper 2387, 49 p.
07.01	Chapelle, F.H., and Knobel, L.L.	1983	Aqueous geochemistry and the exchangeable cation composition of glauconite in the Aquia aquifer, Maryland	Ground Water, v. 21, no. 3, p. 343-352.
07.02	Chapelle, F.H., and Knobel, L.L.	1985	Stable carbon isotopes of bicarbonate in the Aquia aquifer, Maryland--evidence for an isotopically heavy source of carbon dioxide	Ground Water, v. 23, no. 5, p. 592-599.
07.03	Chapelle, F.H., and Loveley, D.R.	1990	Rates of microbial metabolism in deep coastal plain aquifers	Applied and Environmental Microbiology, v. 56, no. 6, p. 1865-1874.
07.04	Chapelle, F.H., Zelibor, J.L., Jr., Grimes, D.J., and Knobel, L.L.	1987	Bacteria in deep coastal plain sediments of Maryland--a possible source of CO2 to ground water	Water Resources Research, v. 23, no. 8, p. 1625-1632.
07.05	Fleck, W.B., and Vroblesky, D.A.	1996	Simulation of ground-water flow of the coastal plain aquifers in parts of Maryland, Delaware, and District of Columbia	U.S. Geological Survey Professional Paper 1404-J, 41 p.
07.06	Coble, R.W., Giese, G.L., and Winner, M.D., Jr.	1987	Application of regional aquifer-system analysis study results to ground-water management in North Carolina, in Vecchioli, John, and Johnson, A.I., eds., Regional Aquifer Systems of the United States, Aquifers of the Atlantic and Gulf Coastal Plain	American Water Resources Association Monograph Series, no. 9, p. 39-49.
07.07	Garber, Murray	1986	Geohydrology of the Lloyd aquifer, Long Island, New York	U.S. Geological Survey Water-Resources Investigations Report 85-4159, 36 p.
07.08	Giese, B.L., Eimers, J.L., and Coble, R.W.	1997	Simulation of ground-water flow in the coastal plain aquifer system of North Carolina	U.S. Geological Survey Professional Paper 1404-M, 142 p.
07.09	Harsh, J.F., and Laczniak, R.J.	1990	Conceptualization and analysis of the ground-water flow system in the coastal plain aquifers of Virginia and adjacent parts of Maryland and North Carolina	U.S. Geological Survey Professional Paper 1404-F, 100 p.
07.10	Knobel, L.L.	1985	Ground-water-quality data for the Atlantic Coastal Plain, New Jersey, Delaware, Maryland, Virginia, and North Carolina	U.S. Geological Survey Open-File Report 85-154, 84 p.
07.11	Knobel, L.L., Chapelle, F.H., and Meisler, Harold	1998	Geochemistry of the northern Atlantic Coastal Plain	U.S. Geological Survey Professional Paper 1404-L, 57 p.
07.12	Knobel, L.L., Chapelle, F.H., and Phillips, S.W.	1987	Overview of geochemical processes controlling the chemistry of ground water in the Aquia and Magothy aquifers, Northern Atlantic Coastal Plain, Maryland, in Vecchioli, John, and Johnson, A.I., eds., Regional Aquifer Systems of the United States, Aquifers of the Atlantic and Gulf Coastal Plain	American Water Resources Association Monograph Series, no. 9, p. 25-37.
07.13	Knobel, L.L., Leahy, P.P.	1981	DUROV, a FORTRAN program for plotting chemical parameters on a hydrochemical facies diagram	U.S. Geological Survey Water Resources Bulletin, October-December 1981, p. 34-41.
07.14	Knobel, L.L., and Phillips, Scott	1988	Aqueous geochemistry of the Magothy aquifer, Maryland	U.S. Geological Survey Water-Supply Paper 2323, 28 p.
07.15	Kull, T.K., and Laczniak. R.J.	1987	Ground-water withdrawals from the confined aquifers of the Coastal Plain of Virginia, 1891-1983	U.S. Geological Survey Water-Resources Investigations Report 87-4049, 37 p.
07.16	Leahy, P.P.	1982	A three-dimensional ground-water flow model modified to reduce computer-memory requirements and better simulate confining-bed and aquifer pinchouts	U.S. Geological Survey Water-Resources Investigations Report 82-4023, 60 p.
07.17	Leahy, P.P., and Martin, Mary	1994	Geohydrology and simulation of ground-water flow in the Northern Atlantic Coastal Plain aquifer system	U.S. Geological Survey Professional Paper 1404-K, 81 p.
07.18	Leahy, P.P., Martin, Mary, and Meisler, Harold	1987	Hydrologic definition of the Northern Atlantic Coastal Plain aquifer system based on regional simulation, in Vecchioli, John, and Johnson, A.I., eds., Regional Aquifer Systems of the United States, Aquifers of the Atlantic and Gulf Coastal Plain	American Water Resources Association Monograph Series, no. 9, p. 7-24.
07.19	Martin, Mary	1987	Methodology and use of interfacing regional and subregional ground-water flow models	National Water Well Association Solving Ground Water Problems with Models, Conference and Exposition, February 10-12, 1987, Denver, Colorado, Proceedings, v. 2, p. 1022-1036.
07.20	Martin, Mary	1998	Ground-water flow in the New Jersey Coastal Plain	U.S. Geological Survey Professional paper 1404-H.
07.21	Meisler, Harold	1980a	Plan of study for the Northern Atlantic Coastal Plain regional aquifer-system analysis	U.S. Geological Survey Water-Resources Investigations Report 80-16, 27 p.
07.22	Meisler, Harold	1980b	Preliminary delineation of salty ground water in the Northern Atlantic Coastal Plain	U.S. Geological Survey Open-File Report 81-71, 37 p.
07.23	Meisler, Harold	1989	The occurrence and geochemistry of salty ground water in the Northern Atlantic Coastal Plain	U.S. Geological Survey Professional Paper 1404-D, 51 p.
07.24	Meisler, Harold, and Knoble, L.L.	1994	Documentation of hydrochemical facies data and ranges of dissolved-solids concentrations for the northern Atlantic Coastal Plain aquifer system, New Jersey, Delaware, Maryland, Virginia, and North Carolina	U.S. Geological Survey Open-File Report 94-492, 6 p.
07.25	Meisler, Harold, Trapp, Henry, Jr., Leahy, P.P., Martin, Mary, Knobel, L.L., and Chapelle, F.H.	1986	Northern Atlantic Coastal Plain regional aquifer-system study, in Sun, R.J., ed., Regional Aquifer-System Analysis Program of the U.S. Geological Survey--summary of projects, 1978-84	U.S. Geological Survey Circular 1002, p. 168-194.
07.26	Meisler, Harold, Leahy, P.P., and Knobel, L.L.	1984	Effect of eustatic sea-level changes on saltwater-freshwater relations in the Northern Atlantic Coastal Plain	U.S. Geological Survey Water-Supply Paper 2255, 28 p.
07.27	Meisler, Harold, Miller, J.A., Knobel, L.L., and Wait, R.L.	1988	Region 22, Atlantic and Eastern Gulf Coastal Plain, in Back, William, Rosenshein, J.S., and Seaber, P.R., eds., Hydrogeology	Boulder, Colorado, Geological Society of America, Geology of North America, v. O-2, p. 209-218.
07.28	Meng, A.A., III, and Harsh, J.F.	1988	Hydrogeologic framework of the Virginia Coastal Plain	U.S. Geological Survey Professional Paper 1404-C, 82 p.
07.29	Trapp, Henry, Jr., Knobel, L.L., Meisler, Harold, and Leahy, P.P.	1984	Test well DO-CE 88 at Cambridge, Dorchester County, Maryland	U.S. Geological Survey Water-Supply Paper 2229, 48 p.
07.30	Trapp, Henry, Jr.	1992	Hydrogeological framework of the Northern Atlantic Coastal Plain, in parts of North Carolina, Virginia, Maryland, Delaware, New Jersey, and New York	U.S. Geological Survey Professional Paper 1404-G, 59 p.
07.31	Trapp, Henry, Jr., and Meisler, Harold	1992	The regional aquifer system underlying the Northern Atlantic Coastal Plain, in parts of North Carolina, Virginia, Maryland, Delaware, New Jersey, and New York	U.S. Geological Survey Professional Paper 1404-A, 33 p.
07.32	Vroblesky, D.A., and Fleck, W.B.	1991	Hydrogeologic framework of the Coastal Plain of Maryland, Delaware, and District of Columbia	U.S. Geological Survey Professional Paper 1404-E, 45 p.
07.33	Wheeler, J.C., and Wilde, F.D.	1989	Ground-water use in the Coastal Plain of Maryland, 1900-80	U.S. Geological Survey Open-File Report 87-540, 173 p.
07.34	Winner, M.D., Jr., and Coble, R.W.	1989	Hydrogeologic framework of the North Carolina Coastal Plain aquifer system	U.S. Geological Survey Professional Paper 1404-I, 106 p.
07.35	Zapecza, O.S.	1989	Hydrogeologic framework of the New Jersey Coastal Plain	U.S. Geological Survey Professional Paper 1404-B, 49 p.
07.36	Zapecza, O.S.	1992	Hydrogeologic units in the Coastal Plain of New Jersey and their delineation by borehole geophysical methods, in Gohn, G.S., ed., Proceedings of the 1988 U.S. Geological Survey Workshop on the Geology and Geohydrology of the Atlantic Coastal Plain	U.S. Geological Survey Circular 1059, p. 45-51.
07.37	Zapecza, O.S., Voronin, Lois, and Martin, Mary	1987	Ground-water withdrawals and water-level data used to simulate regional flow in the major coastal plain aquifers in New Jersey	U.S. Geological Survey Water-Resources Investigations Report 87-4038, 120 p.
01.01	Anna, L.O.	1986	Geologic framework of the ground-water system in Jurassic and Cretaceous rocks in the Northern Great Plains in parts of Montana, North Dakota, South Dakota, and Wyoming	U.S. Geological Survey Professional Paper 1402-B, 36 p.
01.02	Blankennagel, R.K., Miller, W.R., Brown, D.L., and Cushing, E.M.	1977	Report on preliminary data for Madison Limestone test well no. 1, NE1/4SE1/4 sec. 15, T.57 N., R.65 W., Crook County, Wyoming	U.S. Geological Survey Open-File Report 77-164, 110 p.
01.03	Brown, D.L., Blankennagel, R.K., MacCary, L.M., and Peterson, J.A.	1984	Correlation of Paleostructure and sediment deposition in the Madison Limestone and associated rocks in parts of Montana, North Dakota, South Dakota, Wyoming, and Nebraska	U.S. Geological Survey Professional paper 1273-B, 24 p.
01.04	Busby, J.F., Kimball, B.A., Downey, J.S., and Peter, K.D.	1995	Geochemistry of ground water in aquifers and confining units of the Northern Great Plains in parts of Montana, North Dakota, South Dakota, and Wyoming	U.S. Geological Survey Professional Paper 1402-F, 146 p.
01.05	Busby, J.F., Plummer, L.N., Lee, R.W., and Hanshaw, B.B.	1991	Geochemical evolution of water in the Madison aquifer in parts of Montana, South Dakota, and Wyoming	U.S. Geological Survey Professional Paper 1273-F, 89 p.
01.06	Butler, R.D.	1984	Hydrogeology of the Dakota aquifer system, Williston Basin, North Dakota, in Jorgensen, D.G., and Signor, D.C., eds., Geohydrology of the Dakota Aquifer	National Water Well Association C.V. Theis Conferences on Geohydrology, 1st, Lincoln, Nebraska, October 5-6, 1982, Proceedings, p. 99-108.
01.07	Case, H.L., III	1984	Hydrology of Inyan Kara and Dakota-Newcastle aquifer system, South Dakota, in Jorgensen, D.G., and Signor, D.C., eds., Geohydrology of the Dakota Aquifer	National Water Well Association C.V. Theis Conferences on Geohydrology, 1st, Lincoln, Nebraska, October 5-6, 1982, Proceedings, p. 147-165.
01.08	Cooley, M.E.	1983a	Linear features determined from Landsat imagery in Montana	U.S. Geological Survey Open-File Report 83-936, map, scale 1:500,000, 2 sheets.
01.09	Cooley, M.E.	1983b	Linear features determined from Landsat imagery in North Dakota	U.S. Geological Survey Open-File Report 83-937, map, scale 1:500,000.
01.10	Cooley, M.E.	1983c	Linear features determined from Landsat imagery in South Dakota and parts of adjacent States	U.S. Geological Survey Open-File Report 83-548, map, scale 1:500,000.
01.11	Cooley, M.E.	1983d	Linear features determined from Landsat imagery in Wyoming	U.S. Geological Survey Open-File Report 83-935, map, scale 1:500,000, 2 sheets.
01.12	Cooley, M.E.	1986	Divisions of potential fracture permeability based on distribution of structures and linear features in sedimentary rocks, Northern Great Plains--Rocky Mountains region of Montana, North Dakota, South Dakota, Wyoming, and northern Nebraska	U.S. Geological Survey Miscellaneous Investigations Map I-1687, scale 1:1,335,000.
01.13	Dinwiddie, G.A., and Downey, J.S.	1986	Northern Great Plains regional aquifer-system study, in Sun, R.J., ed., Regional Aquifer-System Analysis Program of the U.S. Geological Survey--summary of projects, 1978-84	U.S. Geological Survey Circular 1002, p. 50-71.
01.14	Dodge, K.A., and Levings, G.W.	1980	Measurements of discharge, gain or loss in flow, and chemical quality of the Poplar and Redwater Rivers, northeastern Montana, October 24-25, 1979	U.S. Geological Survey Open-File Report 80-1210, 16 p.
01.15	Downey, J.S.	1982a	Geohydrology of the Madison and associated aquifers in parts of Montana, North Dakota, South Dakota, and Wyoming	U.S. Geological Survey Open-File Report 82-914, 130 p.
01.16	Downey, J.S.	1982b	Machine-readable data files from the Madison Limestone and Northern Great Plains regional aquifer-system analysis project, Montana, Nebraska, North Dakota, South Dakota, and Wyoming	U.S. Geological Survey Water-Resources Investigations Report 82-4107, 26 p.
01.17	Downey, J.S.	1983	Bedrock aquifers of the Northern Great Plains	American Society of Civil Engineers Specialty Conference, Jackson, Wyoming, July 1983, Proceedings, p. 29-35.
01.18	Downey, J.S.	1984a	Geohydrology of the Madison and associated aquifers in parts of Montana, North Dakota, South Dakota, and Wyoming	U.S. Geological Survey Professional Paper 1273-G, 47 p.
01.19	Downey, J.S.	1984b	Hydrodynamics of the Williston Basin in the Northern Great Plains, in Jorgensen, D.G., and Signor, D.C., eds., Geohydrology of the Dakota Aquifer	National Water Well Association C.V. Theis Conferences on Geohydrology, 1st, Lincoln, Nebraska, October 5-6, 1982, Proceedings, p. 92-98.
01.20	Downey, J.S.	1986	Geohydrology of bedrock aquifers in the Northern Great Plains in parts of Montana, North Dakota, South Dakota, and Wyoming	U.S. Geological Survey Professional Paper 1402-E, 87 p. 
01.21	Downey, J.S.	1988	Regional bedrock aquifers of the Northern Great Plains, north-central United States, in McLean, J.S., and Johnson, A.I., eds., Regional Aquifer Systems of the United States, Aquifers of the Western Mountain Area	American Water Resources Association Monograph Series, no. 14, p. 5-13.
01.22	Downey, J.S., and Dinwiddie, G.A.	1988	The regional aquifer system underlying the Northern Great Plains in parts of Montana, North Dakota, South Dakota, and Wyoming--summary	U.S. Geological Survey Professional Paper 1402-A, 64 p.
01.23	Downey, J.S., and Weiss, E.J.	1980	Preliminary data set for three-dimensional digital model of the Red River and Madison aquifers	U.S. Geological Survey Open-File Report 80-746, 8 p.
01.24	Druse, S.A., Dodge, K.A., and Hotchkiss, W.R.	1981	Base flow and chemical quality of streams in the Northern Great Plains area, Montana and Wyoming, 1977-78	U.S. Geological Survey Water-Resources Investigations Report 81-692, 60 p.
01.25	Feltis, R.D.	1982a	Map showing altitude of the top of the Judith River Formation, Montana	U.S. Geological Survey Water-Resources Investigations Report 82-4027, scale 1:1,000,000.
01.26	Feltis, R.D.	1982b	Map showing total thickness of the Judith River Formation, Montana	U.S. Geological Survey Water-Resources Investigations Report 82-4028, scale 1:1,000,000.
01.27	Feltis, R.D.	1982c	Map showing cumulative thickness of sandstone in the Judith River Formation, Montana	U.S. Geological Survey Water-Resources Investigations Report 82-4038, scale 1:1,000,000.
01.28	Feltis, R.D.	1982d	Map showing altitude of the top of the Swift Formation, Montana	U.S. Geological Survey Water-Resources Investigations Report 82-4029, scale 1:1,000,000.
01.29	Feltis, R.D.	1982e	Map showing total thickness of the Swift Formation, Montana	U.S. Geological Survey Water-Resources Investigations Report 82-4031, scale 1:1,000,000.
01.30	Feltis, R.D.	1982f	Map showing cumulative thickness of sandstone in the Swift Formation, Montana	U.S. Geological Survey Water-Resources Investigations Report 82-4030, scale 1:1,000,000.
01.31	Feltis, R.D.	1982g	Map showing altitude of the top of the Eagle Sandstone, Montana	U.S. Geological Survey Water-Resources Investigations Report 82-4034, scale 1:1,000,000.
01.32	Feltis, R.D.	1982h	Map showing total thickness of the Eagle Sandstone and Telegraph Creek Formation, Montana	U.S. Geological Survey Water-Resources Investigations Report 82-4033, scale 1:1,000,000.
01.33	Feltis, R.D.	1982i	Map showing cumulative thickness of sandstone in the Eagle Sandstone and Telegraph Creek Formation, Montana	U.S. Geological Survey Water-Resources Investigations Report 82-4032, scale 1:1,000,000.
01.34	Feltis, R.D.	1982j	Map showing altitude of the top of the "Dakota Sandstone," Montana	U.S. Geological Survey Water-Resources Investigations Report 82-4036, scale 1:1,000,000.
01.35	Feltis, R.D.	1982k	Map showing total thickness of the "Dakota Sandstone," Montana	U.S. Geological Survey Water-Resources Investigations Report 82-4037, scale 1:1,000,000. 
01.36	Feltis, R.D.	1982l	Map showing cumulative thickness of sandstone in the "Dakota Sandstone," Montana	U.S. Geological Survey Water-Resources Investigations Report 82-4035, scale 1:1,000,000.
01.37	Feltis, R.D.	1982m	Map showing altitude of the top of the Lakota Formation and equivalent rocks, Montana	U.S. Geological Survey Water-Resources Investigations Report 82-4039, scale 1:1,000,000.
01.38	Feltis, R.D.	1982n	Map showing total thickness of the Lakota Formation and equivalent rocks, Montana	U.S. Geological Survey Water-Resources Investigations Report 82-4026, scale 1:1,000,000.
01.39	Feltis, R.D.	1982o	Map showing cumulative thickness of sandstone in the Lakota Formation and equivalent rocks, Montana	U.S. Geological Survey Water-Resources Investigations Report 82-4040, scale 1:1,000,000.
01.40	Feltis, R.D.	1982p	Map showing altitude of the top of the Fox Hills-Lower Hell Creek aquifer, Montana	U.S. Geological Survey Water-Resources Investigations Report 82-4041, scale 1:1,000,000.
01.41	Feltis, R.D.	1982q	Map showing total thickness of the Fox Hills-Lower Hell Creek aquifer, Montana	U.S. Geological Survey Water-Resources Investigations Report 82-4042, scale 1:1,000,000.
01.42	Feltis, R.D.	1982r	Map showing cumulative thickness of sandstone in the Fox Hills-Lower Hell Creek aquifer, Montana	U.S. Geological Survey Water-Resources Investigations Report 82-4043, scale 1:1,000,000.
01.43	Feltis, R.D., Lewis, B.D., Frasure, R.L., Rioux, R.P., Jauhola, C.A., and Hotchkiss, W.R.	1981	Selected geologic data from the Northern Great Plains area of Montana	U.S. Geological Survey Water-Resources Investigations Report 81-415, 66 p.
01.44	Henderson, Thomas	1985	Geochemistry of ground water in two sandstone aquifer systems in the Northern Great Plains in parts of Montana, North Dakota, South Dakota, and Wyoming	U.S. Geological Survey Professional Paper 1402-C, 84 p.
01.45	Hotchkiss, W.R.	1982	The ground water resource in Montana	Montana Environmental Quality Council Ground Water Conference [Planning a Ground-water Strategy], Helena, Montana, 1982, Summary Proceedings, p. 5-8.
01.46	Kolm, K.E., and Peter, K.D.	1984	A possible relation between lineaments and leakage through confining layers in South Dakota, in Jorgensen, D.G., and Signor, D.C., eds., Geohydrology of the Dakota Aquifer	National Water Well Association C.V. Theis Conferences on Geohydrology, 1st, Lincoln, Nebraska, October 5-6, 1982, Proceedings, p. 121-134.
01.47	Larson, L.R., and Daddow, R.L.	1984	Ground-water quality data from the Powder River structural basin and adjacent areas, northeastern Wyoming	U.S. Geological Survey Open-File Report 83-939, 56 p.
01.48	Lenfest, L.W., Jr.	1987	Evapotranspiration rates at selected sites in the Powder River basin, Wyoming and Montana	U.S. Geological Survey Water-Resources Investigations Report 82-4105, 23 p.
01.49	Levings, G.W.	1981a	Selected drill-stem-test data from the Northern Great Plains area of Montana	U.S. Geological Survey Water-Resources Investigations Report 81-326, 20 p.
01.50	Levings, G.W.	1981b	Selected hydrogeologic data from the Northern Great Plains area of Montana	U.S. Geological Survey Open-File Report 81-534, 241 p.
01.51	Levings, G.W.	1982a	Potentiometric-surface map of water in the Eagle Sandstone and equivalent units in the Northern Great Plains of Montana	U.S. Geological Survey Open-File Report 82-565, scale 1:1,000,000.
01.52	Levings, G.W.	1982b	Potentiometric-surface map of water in the Fox Hills-Lower Hills Creek aquifer in the Northern Great Plains of Montana	U.S. Geological Survey Open-File Report 82-564, scale 1:1,000,000.
01.53	Levings, G.W.	1982c	Potentiometric-surface map of water in the Judith River Formation in the Northern Great Plains area of Montana	U.S. Geological Survey Open-File Report 82-562, scale 1:1,000,000.
01.54	Levings, G.W.	1982d	Potentiometric-surface map of water in the Lakota Formation and equivalent units in the Northern Great Plains of Montana	U.S. Geological Survey Open-File Report 82-563, scale 1:1,000,000.
01.55	Levings, J.F.	1983	Hydrogeology and simulation of water flow in the Kootenai aquifer of the Judith basin, central Montana	U.S. Geological Survey Water-Resources Investigations Report 83-4146, 39 p.
01.56	Levings, J.F., and Dodge, K.A.	1981	Selected hydrogeologic data from the Judith basin, central Montana	U.S. Geological Survey Open-File Report 81-1015, 98 p.
01.57	Levings, J.F., Levings, G.W., Feltis, R.D., Hotchkiss, W.R., and Lee, R.E.	1981	Selective annotated bibliography of geology and ground-water resources for the Montana part of the Northern Great Plains regional aquifer-system analysis	U.S. Geological Survey Water-Resources Investigations Report 81-401, 91 p.
01.58	Lewis, B.D., and Hotchkiss, W.R.	1981	Thickness, percent sand, and configuration of shallow hydrogeologic units in the Powder River basin, Montana and Wyoming	U.S. Geological Survey Miscellaneous Investigations Map I-1317, scale 1:1,000,000, 6 sheets.
01.59	Lobmeyer, D.H.	1980	Preliminary potentiometric-surface map showing freshwater heads for the Lower Cretaceous rocks in the Northern Great Plains of Montana, North Dakota, South Dakota, and Wyoming	U.S. Geological Survey Open-File Report 80-757, scale 1:1,000,000.
01.60	Lobmeyer, D.H.	1985	Freshwater heads and ground-water temperatures in aquifers of the Northern Great Plains in parts of Montana, North Dakota, South Dakota, and Wyoming	U.S. Geological Survey Professional Paper 1402-D, 11 p.
01.61	Lobmeyer, D.H., Anna, L.O., and Busby, J.F.	1982	Preliminary data for Northern Great Plains test well 1, NW1/4NE1/4 sec. 11, T.55N., R.77W., Sheridan County, Wyoming	U.S. Geological Survey Open-File Report 82-446, 72 p.
01.62	MacCary, L.M	1984	Apparent water resistivity, porosity, and water temperature of the Madison Limestone and underlying rocks in parts of Montana, Nebraska, North Dakota, South Dakota, and Wyoming	U.S. Geological Survey Professional Paper 1273-D, 14 p. 
01.63	MacCary, L.M., Cushing, E.M., and Brown, D.L.	1983	Potentially favorable areas for large-yield wells in the Red River Formation and Madison Limestone in parts of Montana, North Dakota, South Dakota, and Wyoming	U.S. Geological Survey Professional Paper 1273-E, 13 p.
01.64	Peter, K.D.	1984	Hydrochemistry of Lower Cretaceous sandstone aquifers, Northern Great Plains, in Jorgensen, D.G., and Signor, D.C., eds., Geohydrology of the Dakota Aquifer	National Water Well Association C.V. Theis Conferences on Geohydrology, 1st, Lincoln, Nebraska, October 5-6, 1982, Proceedings, p. 197-208.
01.65	Peter, K.D., Kolm, K.E., Downey, J.S., and Nichols, T.C.	1988	Lineaments--Significance criteria for determination and varied effects on ground-water system--a case history in the use of remote sensing	American Society of Testing Material Specific Technical Publication 1967, p. 46-68.
01.66	Peterson, J.A.	1978	Subsurface geology and porosity distribution, Madison Limestone and underlying formations, Powder River Basin, northeastern Wyoming and southeastern Montana, and adjacent areas	U.S. Geological Survey Open-File Report 78-783, 9 p.
