-----------------------------------------------
3D SITE DISPLACEMENT DUE TO ATMOSPHERIC LOADING
-----------------------------------------------
METEOROLOGICAL CENTER & DEGREE 1 :     NCEP_CME
CMEA : CENTER OF MASS OF THE EARTH + ATMOSPHERE
CME  : CENTER OF MASS OF THE SOLID EARTH  ALONE
SITE COORDINATES ACCORDING TO ITRF2000 SOLUTION
-----------------------------------------------
CREATOR EMAIL : PASCAL.GEGOUT@EOST.U-STRASBG.FR
-----------------------------------------------
ATL1        49718.000    1995     1     1     0
ATL1        52274.750    2001    12    31    18
ATL1       505865.080 -5273284.628  3540689.627
50882.50     0.262307    -1.137339    -1.617792
50882.75     0.475034    -1.126195    -2.923265
50883.00     0.590004    -0.947248    -3.783704
50883.25     0.586180    -0.893198    -4.975451
50883.50     0.554326    -0.857171    -5.653311
50883.75     0.572808    -0.944227    -6.059244
50884.00     0.576343    -0.879622    -5.291032
50884.25     0.522710    -0.913128    -6.480442
50884.50     0.384087    -0.754050    -7.052293
50884.75     0.300295    -0.616226    -6.703412
50885.00     0.192025    -0.325915    -5.347908
50885.25     0.092520    -0.273525    -5.076606
50885.50    -0.020504    -0.203865    -4.965969
50885.75    -0.137831    -0.172824    -4.793426
50886.00    -0.180896    -0.100952    -3.078366
50886.25    -0.218687    -0.216133    -2.924241
50886.50    -0.117994    -0.368180    -3.033474
50886.75     0.090132    -0.472699    -3.257068
50887.00     0.259752    -0.333716    -2.633684
50887.25     0.339424    -0.304747    -2.805308
50887.50     0.453658    -0.175814    -3.129117
50887.75     0.540020    -0.044853    -3.095502
50888.00     0.592283     0.158497    -2.073185
50888.25     0.628721     0.234199    -1.919114
50888.50     0.708625     0.351254    -1.917363
50888.75     0.724468     0.539277    -1.932187
50889.00     0.720654     0.636740    -0.655017
50889.25     0.622578     0.710362    -0.683120
50889.50     0.593205     0.721859    -0.317434
50889.75     0.558667     0.723465     0.035267
50890.00     0.531133     0.683388     0.690547
50890.25     0.493044     0.504296     0.792965
50890.50     0.549140     0.433699     0.681953
50890.75     0.548092     0.367481     1.155296
50891.00     0.525309     0.297445     2.324637
50891.25     0.521675     0.084153     2.519188
50891.50     0.489093     0.037270     2.910991
50891.75     0.427815     0.062712     3.276182
50892.00     0.320178     0.192855     4.459048
50892.25     0.167798     0.085001     5.588304
50892.50     0.047967    -0.098768     5.962091
50892.75    -0.007723    -0.258272     5.366439
50893.00     0.068353    -0.333736     5.457038
50893.25    -0.061387    -0.355184     5.241295
50893.50    -0.035650    -0.445589     4.931236
50893.75     0.062846    -0.455588     4.085347
50894.00     0.161750    -0.365504     3.617202
50894.25     0.113843    -0.412160     2.558017
50894.50     0.073599    -0.421786     2.027727
50894.75     0.070197    -0.443145     1.692475
50895.00     0.080606    -0.298558     1.689876
50895.25    -0.018321    -0.270886     0.786970
50895.50    -0.050927    -0.181526    -0.012556
50895.75    -0.077451    -0.113794     0.100525
50896.00    -0.004453    -0.006160     0.375074
50896.25    -0.027597    -0.021678    -0.240640
50896.50    -0.031059     0.000253    -1.198914
50896.75    -0.033927     0.088103    -2.173915
50897.00    -0.091921     0.312609    -1.961921
50897.25    -0.178279     0.393978    -2.560945
50897.50    -0.257935     0.478739    -3.423256
50897.75    -0.475007     0.552736    -3.894576
50898.00    -0.617410     0.661800    -2.989456
50898.25    -0.731701     0.574967    -3.416214
50898.50    -0.735901     0.523673    -3.518337
50898.75    -0.793326     0.461822    -3.708208
50899.00    -0.833098     0.562950    -1.613863
50899.25    -0.820429     0.530270    -1.458316
50899.50    -0.711827     0.538920    -0.889971
50899.75    -0.691759     0.515386    -0.856493
50900.00    -0.704028     0.693629     1.287829
50900.25    -0.747432     0.627923     1.340486
50900.50    -0.803438     0.626456     1.331597
50900.75    -0.809384     0.511560     1.049805
50901.00    -0.711438     0.529231     1.850179
50901.25    -0.659712     0.427993     1.279577
50901.50    -0.605227     0.436239     0.821289
50901.75    -0.637796     0.458138     0.839185
50902.00    -0.648975     0.631858     1.948644
50902.25    -0.699592     0.594418     1.921148
50902.50    -0.706923     0.649912     1.959813
50902.75    -0.740696     0.609684     1.983382
50903.00    -0.678512     0.707266     3.034472
50903.25    -0.653581     0.650128     3.155295
50903.50    -0.554700     0.656181     2.863659
50903.75    -0.608661     0.641206     2.428510
50904.00    -0.505533     0.592454     3.748557
50904.25    -0.515310     0.417041     3.262235
50904.50    -0.474070     0.303556     2.536640
50904.75    -0.461222     0.201464     1.771655
50905.00    -0.354056     0.216878     2.355552
50905.25    -0.235748     0.189790     1.500445
50905.50    -0.107304     0.139369     1.047468
50905.75     0.001817     0.099900     0.777504
50906.00     0.146852     0.217358     1.629207
50906.25     0.243752     0.191350     1.436503
50906.50     0.153784     0.241694     2.101332
50906.75     0.097929     0.152456     3.068734
50907.00     0.068346     0.045918     4.630263
50907.25     0.025192    -0.262693     4.724437
50907.50     0.066658    -0.369249     4.198273
50907.75     0.268533    -0.310071     2.728537
50908.00     0.274366    -0.081441     2.284271
50908.25     0.217648    -0.075112     1.606540
50908.50     0.147914    -0.004578     1.111815
50908.75     0.074169     0.066976     1.249499
50909.00    -0.033742     0.216480     2.264596
50909.25    -0.097363     0.208172     2.167736
50909.50    -0.114683     0.287847     1.769675
50909.75    -0.192092     0.341873     1.752146
50910.00    -0.219581     0.494825     3.091335
50910.25    -0.236374     0.454809     2.795132
50910.50    -0.292754     0.566400     2.619368
50910.75    -0.372793     0.551761     2.949122
50911.00    -0.278958     0.588490     3.933133
50911.25    -0.245848     0.470146     3.380460
50911.50    -0.186985     0.455146     3.407575
50911.75    -0.148796     0.370371     3.370365
50912.00    -0.186086     0.430861     4.724194
50912.25    -0.315607     0.121186     5.944488
50912.50    -0.334068    -0.146053     5.763182
50912.75    -0.340285    -0.329730     4.599099
50913.00    -0.212830    -0.328471     4.035280
50913.25    -0.256115    -0.410779     2.676596
50913.50    -0.157663    -0.394739     2.200138
50913.75    -0.000622    -0.423534     0.934111
50914.00     0.020527    -0.257664     0.279310
50914.25    -0.027716    -0.234325    -1.087761
50914.50    -0.020004    -0.082214    -1.729492
50914.75    -0.068681     0.050831    -2.160470
50915.00    -0.122986     0.313696    -1.040484
50915.25    -0.150269     0.413739    -1.474986
50915.50    -0.080801     0.530215    -1.847905
50915.75    -0.165909     0.642628    -1.806510
50916.00    -0.220925     0.799254    -0.264018
50916.25    -0.201385     0.775595    -0.589253
50916.50    -0.174941     0.764711    -1.048094
50916.75    -0.274262     0.692436    -0.900792
50917.00    -0.263296     0.680845     0.512041
50917.25    -0.320754     0.531793     0.825389
50917.50    -0.336149     0.444531     1.418308
50917.75    -0.312465     0.389519     1.316569
50918.00    -0.249165     0.447024     2.051338
50918.25    -0.212717     0.410831     1.965623
50918.50    -0.225472     0.462252     2.166802
50918.75    -0.287474     0.503708     2.238936
50919.00    -0.233520     0.645781     3.247222
50919.25    -0.215758     0.578275     3.678182
50919.50    -0.239703     0.507805     3.456558
50919.75    -0.192089     0.408535     2.724672
50920.00    -0.132133     0.410919     3.521441
50920.25    -0.089176     0.130336     2.890416
50920.50     0.048007    -0.061054     1.919430
50920.75     0.155578    -0.097168     0.376552
50921.00     0.263496     0.001007     0.098852
50921.25     0.353846    -0.041315    -0.700538
50921.50     0.412457     0.016199    -0.702475
50921.75     0.385496     0.060223    -0.885015
50922.00     0.387129     0.126646     0.073454
50922.25     0.304409     0.028698     0.993892
50922.50     0.299530    -0.054677     1.736197
50922.75     0.290252    -0.212262     1.517189
50923.00     0.378091    -0.197031     1.423216
50923.25     0.450712    -0.295398     0.179786
50923.50     0.490671    -0.295472    -0.045746
50923.75     0.556845    -0.260994    -0.062170
50924.00     0.570562    -0.189936     0.546288
50924.25     0.592875    -0.252398     0.114977
50924.50     0.595652    -0.266589    -0.177769
50924.75     0.562407    -0.285391    -0.190957
50925.00     0.554098    -0.241868     0.545544
50925.25     0.478011    -0.362240     0.583909
50925.50     0.462173    -0.380390     1.230563
50925.75     0.417129    -0.373712     1.360034
50926.00     0.375230    -0.282620     2.061687
50926.25     0.248533    -0.319715     1.923882
50926.50     0.235776    -0.279465     1.704169
50926.75     0.134833    -0.246474     1.400202
50927.00     0.025437    -0.096449     1.808165
50927.25    -0.070982    -0.104326     1.215182
50927.50    -0.123349    -0.042025     0.898579
50927.75    -0.181572     0.053389     0.901892
50928.00    -0.183707     0.187868     1.515475
50928.25    -0.136842     0.220593     0.877895
50928.50    -0.090245     0.273022     0.421404
50928.75    -0.119085     0.320273     0.226152
50929.00    -0.121036     0.421496     1.232181
50929.25    -0.094159     0.324720     0.810417
50929.50    -0.011794     0.248675     0.321128
50929.75     0.041022     0.170881    -0.325714
50930.00     0.267492     0.155524     0.587901
50930.25     0.388826     0.120450    -0.087215
50930.50     0.470846     0.116081    -0.663173
50930.75     0.619568     0.099845    -1.175683
50931.00     0.659627     0.202625    -0.958342
50931.25     0.715988     0.205286    -1.696061
50931.50     0.652868     0.263816    -2.366883
50931.75     0.549193     0.255450    -2.740649
50932.00     0.410473     0.314194    -1.738157
50932.25     0.276360     0.198357    -2.054687
50932.50     0.262087     0.189678    -2.046448
50932.75     0.207265     0.154817    -1.740815
50933.00     0.133351     0.211788    -0.452199
50933.25     0.065659     0.164543     0.423019
50933.50     0.035451     0.185566     1.326870
50933.75    -0.065704     0.176773     2.215815
50934.00    -0.133999     0.229296     3.607003
50934.25    -0.235739     0.088645     3.968614
50934.50    -0.297745     0.076710     4.296594
50934.75    -0.342437     0.101247     4.339621
50935.00    -0.359535     0.206509     5.009148
50935.25    -0.421406     0.118540     4.552028
50935.50    -0.432139     0.088555     4.052439
50935.75    -0.466273     0.104099     3.757801
50936.00    -0.488404     0.278148     4.119975
50936.25    -0.519429     0.247990     3.823395
50936.50    -0.554741     0.228815     3.630479
50936.75    -0.580281     0.228368     3.799878
50937.00    -0.481916     0.251860     4.507727
50937.25    -0.480366     0.200957     4.308857
50937.50    -0.491741     0.205032     4.292957
50937.75    -0.455700     0.218528     4.159573
50938.00    -0.414685     0.381725     4.476182
50938.25    -0.401291     0.345579     3.758129
50938.50    -0.360998     0.417118     3.168939
50938.75    -0.290630     0.389439     2.410524
50939.00    -0.235812     0.526756     2.925752
50939.25    -0.205151     0.506864     2.583381
50939.50    -0.168502     0.518415     2.444575
50939.75    -0.171798     0.539512     2.520707
50940.00    -0.166262     0.614113     3.216419
50940.25    -0.204967     0.583609     3.590398
50940.50    -0.280422     0.560351     4.279410
50940.75    -0.321817     0.377654     4.484414
50941.00    -0.275979     0.347906     5.553495
50941.25    -0.320629     0.174390     6.029377
50941.50    -0.308039     0.007625     6.061255
50941.75    -0.201193    -0.070278     5.636952
50942.00    -0.075679     0.068916     5.811109
50942.25     0.032277     0.024874     4.672308
50942.50     0.099547     0.048423     3.901618
50942.75     0.167723     0.134281     3.703575
50943.00     0.168336     0.291723     4.742604
50943.25     0.109250     0.220528     4.898770
50943.50     0.065142     0.107189     5.168182
50943.75     0.048138    -0.038729     5.031489
50944.00     0.020993    -0.057782     5.238112
50944.25    -0.054118    -0.090215     4.608074
50944.50    -0.061832    -0.007723     4.250488
50944.75    -0.090589     0.147907     4.015006
50945.00    -0.166430     0.357068     4.482172
50945.25    -0.222818     0.345502     3.952538
50945.50    -0.192201     0.379827     3.530353
50945.75    -0.188333     0.386061     2.733942
50946.00    -0.177322     0.474699     2.945949
50946.25    -0.161402     0.390570     2.172041
50946.50    -0.100137     0.339744     0.948696
50946.75    -0.164212     0.331692     0.855015
50947.00    -0.142590     0.380548     1.254962
50947.25    -0.166307     0.294493     0.499330
50947.50    -0.111275     0.286252     0.181378
50947.75    -0.144822     0.275588    -0.022110
50948.00    -0.120100     0.337334     0.709603
50948.25    -0.137402     0.240128     0.309731
50948.50    -0.065248     0.241649     0.104576
50948.75    -0.084528     0.181354    -0.124298
50949.00    -0.148472     0.215137     0.707762
50949.25    -0.153312     0.038319     0.403231
50949.50    -0.138859    -0.036088     0.321298
50949.75    -0.095713    -0.106308     0.238878
50950.00    -0.068119    -0.060149     0.701536
50950.25     0.003365    -0.150736     0.603011
50950.50     0.104164    -0.218345     0.092944
50950.75     0.090758    -0.189334     0.038220
50951.00     0.066711    -0.087747     0.918035
50951.25     0.112138    -0.166265     0.537886
50951.50     0.127973    -0.147063     0.024365
50951.75     0.115666    -0.069923     0.203776
50952.00     0.064613     0.059932     0.835260
50952.25     0.062106    -0.035068     0.442161
50952.50     0.045918    -0.051229    -0.159545
50952.75    -0.027687    -0.110844    -0.145708
50953.00    -0.101792    -0.010303     0.929680
50953.25    -0.105797    -0.115938     0.738770
50953.50    -0.118079    -0.120249     0.564142
50953.75    -0.142866    -0.146064     0.618041
50954.00    -0.208792    -0.021622     1.791134
50954.25    -0.220562    -0.133139     1.915626
50954.50    -0.222028    -0.108984     1.822965
50954.75    -0.204400    -0.028262     2.189443
50955.00    -0.176576     0.138413     2.875918
50955.25    -0.150533     0.133093     2.572990
50955.50    -0.081128     0.194831     2.293244
50955.75    -0.102964     0.254207     2.167814
50956.00    -0.113533     0.344702     2.821831
50956.25    -0.156816     0.271993     2.510690
50956.50    -0.124060     0.172086     1.998294
50956.75    -0.096286     0.140743     1.679563
50957.00    -0.059736     0.243621     2.244282
50957.25    -0.039998     0.130290     1.616540
50957.50    -0.036778     0.101287     1.159452
50957.75    -0.015848     0.044854     0.875000
50958.00    -0.019330     0.107037     1.460175
50958.25    -0.004064     0.028566     1.103594
50958.50    -0.042580     0.046823     1.146872
50958.75    -0.053966     0.056936     0.900790
50959.00    -0.054985     0.145817     1.671184
50959.25    -0.096026     0.063513     1.436145
50959.50    -0.059866     0.146011     1.372958
50959.75    -0.075880     0.229334     1.498844
50960.00    -0.072515     0.320882     1.825483
50960.25    -0.112184     0.253474     1.421185
50960.50    -0.088129     0.209857     1.034475
50960.75    -0.069419     0.185188     0.717064
50961.00    -0.077623     0.169474     1.421575
50961.25    -0.069388     0.077394     0.956555
50961.50    -0.022941     0.055746     0.650646
50961.75    -0.052624     0.009448     0.339112
50962.00    -0.085127     0.079132     1.226524
50962.25    -0.071168     0.006678     1.069181
50962.50    -0.047986     0.006657     0.870234
50962.75    -0.072781     0.033762     1.085187
50963.00    -0.042882     0.095056     1.848636
50963.25     0.004532     0.060519     1.337936
50963.50     0.041700     0.086431     1.314917
50963.75     0.015316     0.167547     1.496520
50964.00    -0.055745     0.268972     2.089492
50964.25    -0.193196     0.203611     2.262428
50964.50    -0.237475     0.090326     2.466728
50964.75    -0.345574    -0.015115     2.851841
50965.00    -0.373824     0.027535     4.063834
50965.25    -0.361321    -0.074496     4.473411
50965.50    -0.317578    -0.061748     4.729797
50965.75    -0.244507    -0.001868     5.053136
50966.00    -0.268042     0.168846     5.723856
50966.25    -0.345768     0.152297     5.714344
50966.50    -0.446420     0.069214     5.370232
50966.75    -0.445410    -0.004222     5.044229
50967.00    -0.347866     0.057132     5.536120
50967.25    -0.279276     0.001012     4.724764
50967.50    -0.305993    -0.016811     4.092819
50967.75    -0.260332     0.008977     4.293454
50968.00    -0.236787     0.090030     5.057118
50968.25    -0.212529     0.058395     4.562079
50968.50    -0.222888     0.039349     4.138073
50968.75    -0.196867     0.080050     4.246127
50969.00    -0.153262     0.113473     4.552423
50969.25    -0.202745     0.005054     4.455830
50969.50    -0.165038    -0.065879     4.205150
50969.75    -0.113983    -0.227708     3.484797
50970.00     0.055232    -0.233638     3.276430
50970.25     0.116865    -0.352187     2.775556
50970.50     0.187047    -0.392883     1.850051
50970.75     0.276734    -0.494519     1.021793
50971.00     0.250181    -0.363783     0.717007
50971.25     0.252381    -0.366832    -0.223474
50971.50     0.222026    -0.304302    -1.142207
50971.75     0.173352    -0.184887    -1.773418
50972.00     0.102616     0.024213    -1.015768
50972.25     0.068500     0.073498    -1.498106
50972.50     0.115108     0.137403    -1.750946
50972.75     0.058764     0.249331    -1.737458
50973.00     0.024440     0.397550    -1.021901
50973.25    -0.088833     0.351477    -1.138045
50973.50    -0.131335     0.343454    -1.216359
50973.75    -0.194601     0.324936    -0.918961
50974.00    -0.180728     0.332422     0.173710
50974.25    -0.242076     0.227917     0.013019
50974.50    -0.218437     0.215304    -0.088909
50974.75    -0.232654     0.291912    -0.006392
50975.00    -0.206772     0.419750     0.956027
50975.25    -0.208569     0.389390     0.938716
50975.50    -0.213673     0.372327     1.130895
50975.75    -0.273569     0.408910     0.887883
50976.00    -0.353875     0.467432     2.359394
50976.25    -0.420989     0.284898     2.144834
50976.50    -0.455523     0.182943     2.176657
50976.75    -0.470858     0.108634     2.173836
50977.00    -0.508530     0.143736     3.090276
50977.25    -0.547431     0.012727     3.243479
50977.50    -0.576688    -0.118345     3.516643
50977.75    -0.485839    -0.156233     3.836758
50978.00    -0.401925     0.073159     4.882947
50978.25    -0.419511     0.141422     5.072568
50978.50    -0.475921     0.204261     5.326447
50978.75    -0.492809     0.302878     6.099812
50979.00    -0.587800     0.404633     7.406149
50979.25    -0.648842     0.219441     7.424894
50979.50    -0.666766     0.231985     7.278284
50979.75    -0.597739     0.216127     6.449468
50980.00    -0.485970     0.308256     6.549232
50980.25    -0.492461     0.261052     5.347566
50980.50    -0.444104     0.273329     4.524852
50980.75    -0.334134     0.190782     3.526290
50981.00    -0.181715     0.262575     3.458022
50981.25    -0.086157     0.131178     2.091537
50981.50     0.037189     0.125778     0.919280
50981.75     0.114229     0.106367     0.203828
50982.00     0.113084     0.188359     0.745364
50982.25     0.094448     0.098604     0.485898
50982.50     0.107497     0.060830     0.303265
50982.75     0.043517     0.103323     0.306352
50983.00    -0.004513     0.208514     1.297619
50983.25    -0.136725     0.090197     1.483682
50983.50    -0.142819     0.015208     1.456345
50983.75    -0.171815     0.056844     1.538484
50984.00    -0.157949     0.161464     2.192815
50984.25    -0.203091     0.112999     2.198374
50984.50    -0.144327     0.138078     2.160672
50984.75    -0.155762     0.130621     1.810623
50985.00    -0.143863     0.236199     2.596388
50985.25    -0.113160     0.130894     2.039911
50985.50    -0.089249     0.089624     1.487091
50985.75    -0.088527     0.039067     0.751685
50986.00    -0.048067     0.073854     1.001401
50986.25    -0.069750    -0.008830     0.237815
50986.50    -0.043104    -0.048586    -0.365335
50986.75    -0.034182    -0.045351    -0.844159
50987.00    -0.094581     0.072635     0.160446
50987.25    -0.164307     0.029975    -0.191845
50987.50    -0.099315     0.008694    -0.532188
50987.75    -0.108891     0.078029    -0.358327
50988.00    -0.144563     0.192190     0.641771
50988.25    -0.139236     0.163766     0.205920
50988.50    -0.058509     0.154604    -0.126136
50988.75    -0.081699     0.221959    -0.252010
50989.00    -0.123187     0.319266     0.864491
50989.25    -0.143529     0.231287     0.437837
50989.50    -0.126903     0.232246     0.079293
50989.75    -0.108261     0.201489    -0.085520
50990.00    -0.213891     0.293894     0.935712
50990.25    -0.220029     0.159081     0.763844
50990.50    -0.226963     0.120886     0.961771
50990.75    -0.261197     0.173849     1.201894
50991.00    -0.254847     0.251841     2.204547
50991.25    -0.290313     0.147830     2.146751
50991.50    -0.176861     0.092671     1.743151
50991.75    -0.160032     0.139182     1.690822
50992.00    -0.135941     0.192579     2.190771
50992.25    -0.115599     0.113844     1.649392
50992.50    -0.009495     0.091018     0.905477
50992.75    -0.087981     0.038136     0.789907
50993.00    -0.065183     0.090352     1.292539
50993.25    -0.120711    -0.008024     0.952056
50993.50    -0.141729    -0.064400     0.883120
50993.75    -0.212875    -0.048212     1.242283
50994.00    -0.288307     0.042805     2.552583
50994.25    -0.407935    -0.084134     2.359094
50994.50    -0.409917    -0.201780     2.705895
50994.75    -0.325282    -0.263826     2.882740
50995.00    -0.231381    -0.155441     3.468733
50995.25    -0.171713    -0.251757     2.566923
50995.50    -0.045083    -0.260824     1.919223
50995.75     0.020646    -0.212772     1.261759
50996.00     0.057410    -0.071795     1.535807
50996.25     0.046197    -0.118167     0.640673
50996.50     0.136683    -0.094400    -0.165467
50996.75     0.135647    -0.073527    -0.738369
50997.00     0.157021     0.015995    -0.488083
50997.25     0.130244    -0.031929    -0.849374
50997.50     0.132113    -0.021337    -1.012341
50997.75     0.139475    -0.023589    -1.074535
50998.00     0.115025     0.045841    -0.361770
50998.25     0.034803    -0.014838    -0.142632
50998.50     0.080222    -0.068226    -0.115534
50998.75     0.067647    -0.099731     0.017357
50999.00     0.128744    -0.011699     0.700090
50999.25     0.164394    -0.117635     0.462278
50999.50     0.263974    -0.077343     0.113497
50999.75     0.305113    -0.051030    -0.102765
51000.00     0.291464     0.087675     0.394238
51000.25     0.280643     0.051725    -0.003672
51000.50     0.257859     0.080725    -0.242761
51000.75     0.243613     0.090950    -0.599495
51001.00     0.167295     0.190419     0.076564
51001.25     0.150981     0.141676    -0.304540
51001.50     0.122778     0.120504    -0.388174
51001.75     0.071140     0.112462    -0.495101
51002.00     0.030445     0.170982     0.473223
51002.25    -0.044937     0.069297     0.442166
51002.50    -0.020894    -0.014915     0.394222
51002.75     0.004007    -0.068191     0.133096
51003.00     0.026247     0.009689     1.077065
51003.25     0.024444    -0.106841     0.745124
51003.50     0.026210    -0.109267     0.725596
51003.75     0.054245    -0.167694     0.543544
51004.00     0.022850    -0.078733     1.395574
51004.25     0.055109    -0.193492     1.086927
51004.50     0.098867    -0.172088     0.956984
51004.75     0.163504    -0.149077     0.792084
51005.00     0.160959    -0.033000     1.498626
51005.25     0.175258    -0.079785     1.233384
51005.50     0.172821    -0.058578     1.160235
51005.75     0.123249    -0.007006     0.980802
51006.00     0.046601     0.118276     1.899037
51006.25     0.024779     0.098154     1.655521
51006.50    -0.030362     0.158438     1.648348
51006.75    -0.087986     0.207814     1.703878
51007.00    -0.175169     0.326093     2.252213
51007.25    -0.201121     0.293427     2.008522
51007.50    -0.184749     0.317235     1.687926
51007.75    -0.203536     0.346031     1.464571
51008.00    -0.160765     0.395641     2.019485
51008.25    -0.117100     0.289393     1.627679
51008.50    -0.030556     0.300549     1.403529
51008.75     0.033880     0.241843     1.008044
51009.00     0.080026     0.265419     1.625151
51009.25     0.102506     0.144456     1.526600
51009.50     0.190828     0.051003     0.951072
51009.75     0.221490    -0.030699     0.612946
51010.00     0.190018    -0.001352     1.028074
51010.25     0.183590    -0.137349     0.911899
51010.50     0.196480    -0.203679     0.509266
51010.75     0.118508    -0.227556     0.375740
51011.00     0.059032    -0.164551     1.297207
51011.25     0.010463    -0.236049     1.244966
51011.50    -0.025950    -0.256888     1.055851
51011.75    -0.071018    -0.223188     0.964168
51012.00    -0.108583    -0.090307     1.817307
51012.25    -0.115305    -0.111643     1.670464
51012.50    -0.141343    -0.083113     1.256213
51012.75    -0.195472    -0.043718     1.220067
51013.00    -0.183704     0.085435     1.747351
51013.25    -0.214676     0.054468     1.536922
51013.50    -0.174292     0.034934     1.037337
51013.75    -0.178942     0.032330     0.630501
51014.00    -0.172292     0.118640     1.357833
51014.25    -0.148804     0.005005     0.658150
51014.50    -0.067674    -0.024734     0.551074
51014.75    -0.057132     0.020530     0.239281
51015.00    -0.008062     0.085633     0.751414
51015.25     0.024339     0.035534     0.337904
51015.50     0.023105    -0.020511    -0.164528
51015.75     0.047475    -0.022202    -0.467622
51016.00    -0.010241    -0.023155     0.076639
51016.25    -0.012750    -0.109366    -0.097896
51016.50    -0.000418    -0.162030    -0.546219
51016.75    -0.091811    -0.081533    -0.093872
51017.00    -0.094544    -0.049550     0.541922
51017.25    -0.171176    -0.111762     0.417322
51017.50    -0.184153    -0.160540     0.265169
51017.75    -0.157775    -0.165435     0.185078
51018.00    -0.119450    -0.099924     0.681491
51018.25    -0.062787    -0.146105     0.244081
51018.50    -0.035771    -0.161781    -0.012408
51018.75     0.007073    -0.155715    -0.343304
51019.00     0.038612    -0.079993     0.121534
51019.25     0.075425    -0.162951    -0.500826
51019.50     0.121272    -0.180576    -1.035733
51019.75     0.138082    -0.166084    -1.006494
51020.00     0.132763    -0.104960    -0.426604
51020.25     0.165491    -0.184191    -0.721148
51020.50     0.135219    -0.150570    -0.835200
51020.75     0.096490    -0.116413    -0.676090
51021.00    -0.030673    -0.021192     0.270953
51021.25    -0.088379    -0.074673     0.265836
51021.50    -0.175084    -0.096913     0.508336
51021.75    -0.208076    -0.102041     0.444663
51022.00    -0.270427    -0.027188     1.257942
51022.25    -0.316100    -0.086808     1.125434
51022.50    -0.310479    -0.117232     1.040232
51022.75    -0.287140    -0.138131     0.925427
51023.00    -0.316782    -0.056566     1.886742
51023.25    -0.307728    -0.194949     1.572501
51023.50    -0.244754    -0.165277     1.549128
51023.75    -0.191387    -0.129915     1.130868
51024.00    -0.119389    -0.040318     1.521206
51024.25    -0.046908    -0.075819     1.310551
51024.50     0.018243    -0.059736     0.869226
51024.75     0.045892    -0.070366     0.667870
51025.00     0.101041    -0.030140     0.850124
51025.25     0.189765    -0.146451     0.474733
51025.50     0.271550    -0.182821    -0.290533
51025.75     0.411561    -0.174041    -0.743208
51026.00     0.483219    -0.104414    -0.645255
51026.25     0.594640    -0.152867    -1.368308
51026.50     0.691517    -0.168341    -2.005573
51026.75     0.694917    -0.134972    -2.419979
51027.00     0.652185    -0.053799    -1.714605
51027.25     0.620475    -0.115787    -2.009621
51027.50     0.616241    -0.133227    -2.058980
51027.75     0.550498    -0.087497    -1.627956
51028.00     0.519224    -0.054601    -0.776891
51028.25     0.477981    -0.111959    -1.019318
51028.50     0.528645    -0.103051    -1.189845
51028.75     0.492067    -0.118160    -1.468967
51029.00     0.444124    -0.028127    -0.519525
51029.25     0.455867    -0.100124    -1.314559
51029.50     0.484832    -0.109063    -1.766643
51029.75     0.519596    -0.129461    -2.043217
51030.00     0.459830    -0.058760    -1.134933
51030.25     0.448243    -0.109152    -1.551071
51030.50     0.484693    -0.126535    -1.988770
51030.75     0.488031    -0.103327    -1.940005
51031.00     0.381192     0.007285    -0.911830
51031.25     0.327059    -0.012733    -1.080900
51031.50     0.297333     0.050628    -0.985951
51031.75     0.243580     0.068273    -1.029288
51032.00     0.190287     0.154969    -0.194487
51032.25     0.163315     0.154581    -0.569162
51032.50     0.208723     0.194784    -0.617458
51032.75     0.193154     0.210186    -1.217144
51033.00     0.205125     0.282809    -0.762228
51033.25     0.239073     0.202956    -1.642833
51033.50     0.283090     0.143536    -2.022970
51033.75     0.272670     0.133937    -2.218955
51034.00     0.253096     0.160356    -1.397100
51034.25     0.234185     0.031065    -1.817091
51034.50     0.269917    -0.048292    -2.134125
51034.75     0.196375    -0.111479    -1.938396
51035.00     0.153272    -0.078727    -0.856112
51035.25     0.094429    -0.188684    -0.648563
51035.50     0.076504    -0.231689    -0.197581
51035.75     0.010470    -0.211789     0.295679
51036.00     0.025696    -0.159968     1.279857
51036.25     0.085435    -0.231096     1.137554
51036.50     0.126684    -0.203944     1.008450
51036.75     0.228671    -0.210061     0.498346
51037.00     0.299583    -0.121368     0.561156
51037.25     0.344127    -0.180735     0.060824
51037.50     0.457004    -0.202286    -0.645482
51037.75     0.497979    -0.176926    -0.975659
51038.00     0.495269    -0.121059    -0.664473
51038.25     0.477595    -0.178698    -0.644025
51038.50     0.468081    -0.191363    -0.766003
51038.75     0.366235    -0.163323    -0.636338
51039.00     0.256505    -0.052686     0.315238
51039.25     0.164024    -0.075836     0.341283
51039.50     0.059896    -0.043058     0.736938
51039.75     0.001879     0.009889     1.272032
51040.00    -0.094418     0.085046     2.099906
51040.25    -0.137166     0.034142     2.257684
51040.50    -0.161777     0.039606     2.046385
51040.75    -0.127896     0.068611     1.893548
51041.00    -0.121738     0.162113     2.176455
51041.25    -0.105142     0.133888     1.776065
51041.50    -0.096715     0.123753     0.841716
51041.75    -0.074802     0.135268     0.442499
51042.00    -0.122616     0.177733     0.678376
51042.25    -0.145141     0.084404     0.139818
51042.50    -0.122850     0.029149    -0.313401
51042.75    -0.132491     0.003217    -0.754257
51043.00    -0.098240     0.047704    -0.443708
