-----------------------------------------------
3D SITE DISPLACEMENT DUE TO ATMOSPHERIC LOADING
-----------------------------------------------
METEOROLOGICAL CENTER & DEGREE 1 :     NCEP_CME
CMEA : CENTER OF MASS OF THE EARTH + ATMOSPHERE
CME  : CENTER OF MASS OF THE SOLID EARTH  ALONE
SITE COORDINATES ACCORDING TO ITRF2000 SOLUTION
-----------------------------------------------
CREATOR EMAIL : PASCAL.GEGOUT@EOST.U-STRASBG.FR
-----------------------------------------------
CME1        49718.000    1995     1     1     0
CME1        52274.750    2001    12    31    18
CME1     -2746197.164 -4011270.648  4115639.284
50944.75    -0.164002    -0.543182     1.168422
50945.00    -0.208304    -0.787187     1.849967
50945.25    -0.223977    -0.880073     2.340782
50945.50    -0.286453    -0.994302     2.941640
50945.75    -0.315754    -0.949907     2.712392
50946.00    -0.322704    -0.986955     2.801896
50946.25    -0.321989    -0.839207     2.523092
50946.50    -0.389139    -0.820435     2.843303
50946.75    -0.464200    -0.673713     2.143550
50947.00    -0.454729    -0.657967     2.006673
50947.25    -0.406467    -0.470647     1.429934
50947.50    -0.423882    -0.397630     1.394650
50947.75    -0.425743    -0.292433     0.786910
50948.00    -0.354999    -0.323696     0.751808
50948.25    -0.212684    -0.084800     0.040969
50948.50    -0.162232    -0.080959     0.190363
50948.75    -0.125799     0.009651    -0.379548
50949.00    -0.089081    -0.167331     0.203762
50949.25    -0.044367    -0.112819     0.228547
50949.50    -0.114260    -0.231487     0.878439
50949.75    -0.157532    -0.252812     0.711259
50950.00    -0.143155    -0.372380     1.041971
50950.25    -0.036798    -0.183229     0.595686
50950.50     0.013990    -0.026541     0.383162
50950.75     0.050397     0.084114    -0.301849
50951.00     0.117003     0.039503    -0.163338
50951.25     0.211147     0.090441    -0.252354
50951.50     0.190016     0.110167    -0.048088
50951.75     0.187548     0.062174    -0.188088
50952.00     0.198255    -0.099292     0.285842
50952.25     0.202910    -0.070210     0.293883
50952.50     0.146456    -0.027007     0.472944
50952.75     0.119696     0.046702     0.023322
50953.00     0.100500    -0.094270     0.494077
50953.25     0.085100    -0.063291     0.476736
50953.50     0.014995    -0.079138     0.730341
50953.75    -0.015254     0.023725     0.092136
50954.00    -0.004820    -0.070716     0.271427
50954.25     0.049136    -0.001826     0.056725
50954.50     0.025102    -0.011067     0.241408
50954.75     0.010203    -0.043021    -0.087868
50955.00    -0.011289    -0.148065     0.143742
50955.25     0.041322    -0.111853     0.124337
50955.50     0.035720    -0.144198     0.491855
50955.75    -0.006518    -0.127943     0.172055
50956.00    -0.006750    -0.290838     0.598018
50956.25     0.021370    -0.188621     0.356336
50956.50     0.023966    -0.178610     0.564558
50956.75     0.062852    -0.042900    -0.159916
50957.00     0.091048    -0.170665     0.141115
50957.25     0.158388     0.003462    -0.355210
50957.50     0.154703    -0.012748    -0.012137
50957.75     0.151573     0.091585    -0.642932
50958.00     0.164918    -0.153387     0.048845
50958.25     0.178485    -0.110423    -0.075520
50958.50     0.121443    -0.239130     0.513365
50958.75     0.051449    -0.204375     0.086092
50959.00     0.059795    -0.360378     0.575826
50959.25     0.068795    -0.392481     0.810663
50959.50    -0.001745    -0.501649     1.359485
50959.75    -0.117754    -0.550996     1.301408
50960.00    -0.154659    -0.619053     1.497665
50960.25    -0.110426    -0.402452     1.061143
50960.50    -0.083191    -0.308535     1.120070
50960.75    -0.027903    -0.144855     0.337289
50961.00     0.015322    -0.198114     0.496287
50961.25     0.092125    -0.096624     0.291055
50961.50     0.096627    -0.082996     0.502613
50961.75     0.045378    -0.080524     0.229076
50962.00     0.073418    -0.240764     0.630949
50962.25     0.034604    -0.128053     0.415314
50962.50     0.005228    -0.065414     0.389938
50962.75    -0.016561    -0.018099    -0.080585
50963.00     0.043733    -0.088250     0.066880
50963.25     0.138314     0.043785    -0.245150
50963.50     0.185234     0.043186    -0.087414
50963.75     0.228469     0.047277    -0.511891
50964.00     0.259151    -0.049600    -0.296985
50964.25     0.305720     0.035464    -0.518448
50964.50     0.267066     0.079903    -0.396877
50964.75     0.194265     0.098737    -0.745035
50965.00     0.175742    -0.116384    -0.134059
50965.25     0.197544    -0.095951    -0.145276
50965.50     0.208790    -0.139047     0.223317
50965.75     0.267221    -0.148615    -0.043220
50966.00     0.320862    -0.291005     0.411295
50966.25     0.390146    -0.209937     0.289681
50966.50     0.344943    -0.229687     0.540993
50966.75     0.325399    -0.225193     0.227477
50967.00     0.290975    -0.368427     0.743396
50967.25     0.330855    -0.257382     0.569301
50967.50     0.285928    -0.302916     0.982700
50967.75     0.262291    -0.304821     0.680150
50968.00     0.264415    -0.424935     1.092176
50968.25     0.299265    -0.323214     0.809715
50968.50     0.281611    -0.278109     0.868045
50968.75     0.289747    -0.121798     0.046897
50969.00     0.289778    -0.169284     0.246980
50969.25     0.346976    -0.018135    -0.157603
50969.50     0.313646    -0.009819     0.088293
50969.75     0.293622     0.131695    -0.630754
50970.00     0.290911     0.001415    -0.051429
50970.25     0.323869     0.088619    -0.132809
50970.50     0.299768     0.096568     0.162258
50970.75     0.264038     0.119736    -0.167275
50971.00     0.242644    -0.101632     0.559975
50971.25     0.247752    -0.058876     0.439156
50971.50     0.172715    -0.059557     0.728805
50971.75     0.112642    -0.019488     0.245758
50972.00     0.073271    -0.214064     0.805403
50972.25     0.094010    -0.084559     0.351408
50972.50     0.017945    -0.086499     0.577031
50972.75    -0.030301    -0.053521     0.203363
50973.00    -0.072671    -0.154707     0.533274
50973.25    -0.101510    -0.052808     0.359063
50973.50    -0.187806    -0.038163     0.614735
50973.75    -0.234978     0.024272     0.136803
50974.00    -0.236580    -0.143952     0.670960
50974.25    -0.216328    -0.122031     0.635496
50974.50    -0.218301    -0.208196     1.037052
50974.75    -0.192417    -0.275577     0.895340
50975.00    -0.122657    -0.471481     1.308923
50975.25    -0.028260    -0.458926     1.223339
50975.50     0.001177    -0.422430     1.326137
50975.75     0.015555    -0.363739     0.809748
50976.00     0.006420    -0.404397     0.921429
50976.25     0.067393    -0.276178     0.556280
50976.50     0.058831    -0.259610     0.613040
50976.75     0.049888    -0.201594     0.101388
50977.00     0.041641    -0.312289     0.489442
50977.25     0.037096    -0.178041     0.073328
50977.50    -0.000961    -0.073233    -0.158300
50977.75     0.031380     0.054430    -0.951827
50978.00     0.106202    -0.068179    -0.646327
50978.25     0.198108     0.044638    -0.910875
50978.50     0.204451     0.053986    -0.755495
50978.75     0.220369     0.130297    -1.193572
50979.00     0.219600    -0.039718    -0.540065
50979.25     0.225443    -0.006884    -0.506404
50979.50     0.154679    -0.172047     0.102172
50979.75     0.080859    -0.303608     0.208928
50980.00     0.162070    -0.568775     0.999652
50980.25     0.248157    -0.576547     1.085420
50980.50     0.309046    -0.541805     1.163163
50980.75     0.348906    -0.503049     0.822418
50981.00     0.395054    -0.523908     1.023948
50981.25     0.418851    -0.312053     0.632497
50981.50     0.394266    -0.208046     0.597071
50981.75     0.333678    -0.098562     0.069737
50982.00     0.313577    -0.113343     0.139254
50982.25     0.335758    -0.011255    -0.069766
50982.50     0.276275     0.026622     0.104926
50982.75     0.251189     0.035757    -0.240445
50983.00     0.245664    -0.127893     0.099391
50983.25     0.230727    -0.166867     0.180269
50983.50     0.231885    -0.131136     0.260081
50983.75     0.242332    -0.113438    -0.170494
50984.00     0.239530    -0.297912     0.400127
50984.25     0.273210    -0.233930     0.260126
50984.50     0.211832    -0.226574     0.545044
50984.75     0.159408    -0.165135     0.190260
50985.00     0.135965    -0.320700     0.676295
50985.25     0.158348    -0.158912     0.443684
50985.50     0.099329    -0.132734     0.741143
50985.75     0.090798    -0.018735     0.223938
50986.00     0.056867    -0.122690     0.551321
50986.25     0.046371    -0.007174     0.333757
50986.50    -0.035106     0.013610     0.460616
50986.75    -0.067485     0.046417     0.038027
50987.00    -0.124090    -0.111574     0.423898
50987.25    -0.136868    -0.073748     0.333739
50987.50    -0.185909    -0.091010     0.590273
50987.75    -0.228338    -0.122432     0.407495
50988.00    -0.266402    -0.365853     1.140425
50988.25    -0.252017    -0.296795     1.115380
50988.50    -0.304757    -0.315541     1.432983
50988.75    -0.334671    -0.257363     1.008165
50989.00    -0.289177    -0.474306     1.608291
50989.25    -0.216982    -0.381681     1.440011
50989.50    -0.224298    -0.404837     1.620312
50989.75    -0.186667    -0.258720     0.765730
50990.00    -0.110661    -0.307756     0.796159
50990.25    -0.041294    -0.178877     0.381187
50990.50     0.017777    -0.098404     0.256632
50990.75     0.051743    -0.066938    -0.230601
50991.00     0.122258    -0.187246     0.002512
50991.25     0.136157    -0.121307    -0.145197
50991.50     0.144805    -0.061807    -0.109548
50991.75     0.137652    -0.058677    -0.361714
50992.00     0.169025    -0.214595     0.069399
50992.25     0.204244    -0.127650    -0.083302
50992.50     0.193571    -0.102589     0.062663
50992.75     0.174805    -0.035755    -0.408947
50993.00     0.245599    -0.112178    -0.222618
50993.25     0.286068    -0.004677    -0.522357
50993.50     0.312805     0.034999    -0.517337
50993.75     0.313704     0.058951    -1.037491
50994.00     0.314901    -0.085074    -0.645256
50994.25     0.364264     0.040880    -1.013857
50994.50     0.356581     0.085333    -0.889541
50994.75     0.370638     0.178409    -1.430938
50995.00     0.354807     0.005427    -0.842362
50995.25     0.418018     0.114314    -1.076223
50995.50     0.450138     0.201302    -1.027040
50995.75     0.421425     0.202139    -1.289226
50996.00     0.382730     0.008578    -0.574473
50996.25     0.382125     0.022935    -0.486257
50996.50     0.350020     0.015348    -0.240758
50996.75     0.322573     0.050188    -0.566533
50997.00     0.278174    -0.074417    -0.164095
50997.25     0.262120    -0.021044    -0.207865
50997.50     0.226855     0.071703    -0.209196
50997.75     0.176366     0.114436    -0.515280
50998.00     0.150651     0.029423    -0.195796
50998.25     0.155592     0.092085    -0.190991
50998.50     0.127319     0.146618    -0.129600
50998.75     0.094797     0.180791    -0.502869
50999.00     0.077264     0.033494    -0.076165
50999.25     0.105706     0.138909    -0.287235
50999.50     0.081524     0.190533    -0.247477
50999.75     0.102991     0.278028    -0.819634
51000.00     0.134293     0.170419    -0.562722
51000.25     0.180327     0.298249    -0.993840
51000.50     0.195095     0.337821    -1.008010
51000.75     0.199610     0.399228    -1.614189
51001.00     0.204912     0.262179    -1.315742
51001.25     0.246675     0.343278    -1.596377
51001.50     0.235065     0.361715    -1.484101
51001.75     0.202932     0.405127    -1.894925
51002.00     0.177771     0.195558    -1.218437
51002.25     0.211174     0.273362    -1.334679
51002.50     0.192547     0.277802    -1.094468
51002.75     0.169909     0.290529    -1.285821
51003.00     0.153621     0.056518    -0.622206
51003.25     0.166168     0.126314    -0.609641
51003.50     0.140617     0.070553    -0.202541
51003.75     0.112206     0.104960    -0.554723
51004.00     0.072343    -0.068430    -0.013305
51004.25     0.114640     0.058695    -0.184886
51004.50     0.112486     0.092178    -0.019899
51004.75     0.091128     0.187510    -0.426239
51005.00     0.090058     0.059885    -0.025228
51005.25     0.134993     0.231606    -0.418554
51005.50     0.102566     0.229655    -0.238339
51005.75     0.094508     0.280910    -0.728592
51006.00     0.050233     0.109994    -0.334554
51006.25     0.052895     0.187759    -0.522011
51006.50    -0.016132     0.140582    -0.231296
51006.75    -0.059759     0.145233    -0.572643
51007.00    -0.100074    -0.070591    -0.023665
51007.25    -0.103855    -0.018332    -0.117068
51007.50    -0.127767    -0.037791     0.069876
51007.75    -0.170605    -0.009232    -0.293553
51008.00    -0.127537    -0.228037     0.264825
51008.25    -0.082453    -0.135276     0.107694
51008.50    -0.046897    -0.071741     0.071434
51008.75     0.035259     0.092926    -0.712550
51009.00     0.139112    -0.008108    -0.421321
51009.25     0.251079     0.170551    -0.765363
51009.50     0.286943     0.261670    -0.740381
51009.75     0.302932     0.378650    -1.221115
51010.00     0.335602     0.260008    -0.869040
51010.25     0.365544     0.361822    -1.015051
51010.50     0.324053     0.426473    -0.910678
51010.75     0.264972     0.446715    -1.290227
51011.00     0.209860     0.257989    -0.728798
51011.25     0.182585     0.314667    -0.835220
51011.50     0.137021     0.292157    -0.647394
51011.75     0.095876     0.250232    -0.903025
51012.00     0.075789     0.043536    -0.396324
51012.25     0.087367     0.061928    -0.354792
51012.50     0.068539     0.054888    -0.167938
51012.75     0.070288     0.053148    -0.400468
51013.00     0.086550    -0.111060     0.098529
51013.25     0.105112    -0.021729    -0.066429
51013.50     0.106058     0.019945     0.086976
51013.75     0.122554     0.106905    -0.429474
51014.00     0.140796    -0.075665     0.094457
51014.25     0.211411     0.055000    -0.221502
51014.50     0.221159     0.059809    -0.013502
51014.75     0.234229     0.122571    -0.463651
51015.00     0.280085    -0.027560    -0.061468
51015.25     0.350107     0.104329    -0.354645
51015.50     0.375781     0.141112    -0.265820
51015.75     0.351020     0.220263    -0.755570
51016.00     0.352401     0.091143    -0.367679
51016.25     0.337355     0.169125    -0.553886
51016.50     0.286563     0.159069    -0.355365
51016.75     0.211266     0.177973    -0.702762
51017.00     0.186682     0.062720    -0.312648
51017.25     0.166598     0.110581    -0.332685
51017.50     0.118165     0.133708    -0.226578
51017.75     0.092850     0.236803    -0.735747
51018.00     0.045679     0.072728    -0.239813
51018.25     0.045438     0.191671    -0.445189
51018.50     0.045467     0.239748    -0.320065
51018.75     0.040315     0.357317    -0.907188
51019.00     0.047698     0.214358    -0.452540
51019.25     0.073743     0.367114    -0.819080
51019.50     0.075992     0.383389    -0.697731
51019.75     0.099660     0.484701    -1.342327
51020.00     0.134608     0.319446    -0.876055
51020.25     0.195182     0.438131    -1.250369
51020.50     0.218362     0.480892    -1.312297
51020.75     0.213950     0.519460    -1.817159
51021.00     0.215682     0.306415    -1.300415
51021.25     0.224357     0.389654    -1.548814
51021.50     0.212776     0.324719    -1.280897
51021.75     0.200349     0.327141    -1.627301
51022.00     0.157536     0.033894    -0.778722
51022.25     0.161551     0.135100    -0.985061
51022.50     0.152518     0.135725    -0.703433
51022.75     0.163403     0.229408    -1.191785
51023.00     0.106384    -0.028723    -0.342935
51023.25     0.137427     0.080336    -0.517046
51023.50     0.130355     0.049934    -0.192769
51023.75     0.151435     0.109915    -0.648561
51024.00     0.148135    -0.098981     0.028661
51024.25     0.223743     0.022274    -0.180430
51024.50     0.208543     0.026804     0.127285
51024.75     0.213196     0.084760    -0.251151
51025.00     0.216828     0.000809    -0.019560
51025.25     0.253951     0.146578    -0.282060
51025.50     0.264507     0.204264    -0.180138
51025.75     0.282715     0.357464    -1.011471
51026.00     0.311664     0.309024    -0.859003
51026.25     0.394973     0.453490    -1.212726
51026.50     0.414235     0.536885    -1.242495
51026.75     0.465328     0.662487    -1.995989
51027.00     0.498110     0.475984    -1.490475
51027.25     0.560847     0.610703    -1.864958
51027.50     0.543051     0.617772    -1.699342
51027.75     0.550914     0.609422    -2.028560
51028.00     0.553467     0.457473    -1.574604
51028.25     0.581340     0.547195    -1.680307
51028.50     0.535223     0.569600    -1.498600
51028.75     0.511004     0.609988    -1.834688
51029.00     0.488875     0.424572    -1.235941
51029.25     0.474773     0.553675    -1.450477
51029.50     0.417523     0.567337    -1.234968
51029.75     0.421356     0.655279    -1.739011
51030.00     0.375797     0.471310    -1.213624
51030.25     0.366035     0.545993    -1.326410
51030.50     0.360721     0.592640    -1.307965
51030.75     0.331244     0.674874    -1.843150
51031.00     0.265986     0.437705    -1.135191
51031.25     0.242132     0.447222    -1.069792
51031.50     0.190382     0.390560    -0.737837
51031.75     0.112451     0.347894    -0.920860
51032.00     0.059956     0.124278    -0.257830
51032.25     0.032417     0.140232    -0.166961
51032.50    -0.022793     0.080452     0.199210
51032.75    -0.048864     0.106898    -0.137998
51033.00    -0.052249    -0.049836     0.364665
51033.25     0.009811     0.127479     0.026562
51033.50     0.015133     0.186289     0.113500
51033.75     0.046715     0.285057    -0.405498
51034.00     0.037734     0.154397    -0.087857
51034.25     0.097605     0.286711    -0.350957
51034.50     0.120268     0.396336    -0.574191
51034.75     0.120870     0.496922    -1.185191
51035.00     0.095348     0.328216    -0.748882
51035.25     0.149204     0.407143    -0.837173
51035.50     0.162099     0.386581    -0.738976
51035.75     0.141282     0.389723    -1.064210
51036.00     0.129968     0.191808    -0.557850
51036.25     0.208227     0.324512    -0.827635
51036.50     0.224824     0.347278    -0.715889
51036.75     0.275894     0.442395    -1.255830
51037.00     0.294525     0.322772    -0.932380
51037.25     0.380992     0.476306    -1.245004
51037.50     0.416813     0.574422    -1.343217
51037.75     0.456663     0.668158    -1.879729
51038.00     0.447652     0.545215    -1.626458
51038.25     0.461714     0.657868    -1.880837
51038.50     0.446547     0.679877    -1.841386
51038.75     0.404936     0.690044    -2.225415
51039.00     0.340181     0.438479    -1.573427
51039.25     0.276607     0.450756    -1.577373
51039.50     0.185162     0.359904    -1.151729
51039.75     0.089972     0.280877    -1.209143
51040.00     0.005141     0.011401    -0.395058
51040.25    -0.020125     0.014875    -0.240996
51040.50    -0.094170    -0.029406     0.177628
51040.75    -0.097879    -0.025639    -0.063006
51041.00    -0.107362    -0.220679     0.587258
51041.25    -0.088458    -0.171221     0.608816
51041.50    -0.083153    -0.076250     0.665990
51041.75    -0.073120     0.019884     0.114527
51042.00    -0.132451    -0.143410     0.685899
51042.25    -0.108839    -0.043520     0.527855
51042.50    -0.139494     0.021111     0.583247
51042.75    -0.153035     0.108112    -0.023702
51043.00    -0.186849    -0.034977     0.274623
51043.25    -0.121815     0.078232    -0.143859
51043.50    -0.135903     0.070867    -0.056890
51043.75    -0.105906     0.175176    -0.833930
51044.00    -0.043590     0.037020    -0.550767
51044.25     0.045721     0.095790    -0.700166
51044.50     0.067662     0.142017    -0.618510
51044.75     0.121550     0.271734    -1.196754
51045.00     0.139409     0.148843    -0.702700
51045.25     0.172783     0.294497    -0.854677
51045.50     0.156387     0.385893    -0.722162
51045.75     0.164488     0.496451    -1.268149
51046.00     0.104462     0.304748    -0.724646
51046.25     0.160865     0.442545    -0.942956
51046.50     0.137060     0.478819    -0.837280
51046.75     0.113950     0.515204    -1.261680
51047.00     0.060226     0.279839    -0.659788
51047.25     0.071319     0.360544    -0.819330
51047.50    -0.002409     0.278040    -0.507272
51047.75    -0.024446     0.260253    -0.858888
51048.00    -0.053947    -0.008568    -0.173704
51048.25    -0.037884    -0.030176    -0.116096
51048.50    -0.074258    -0.040011     0.108827
51048.75    -0.065996    -0.020831    -0.220962
51049.00    -0.052559    -0.262419     0.387921
51049.25    -0.039291    -0.212655     0.354215
51049.50    -0.054567    -0.177842     0.468626
51049.75    -0.094099    -0.175790     0.237954
51050.00    -0.118124    -0.319856     0.705976
51050.25    -0.106330    -0.237230     0.643014
51050.50    -0.097657    -0.137078     0.657324
51050.75    -0.100821    -0.066486     0.198746
51051.00    -0.112915    -0.281275     0.810843
51051.25    -0.056630    -0.152932     0.528629
51051.50    -0.063539    -0.078747     0.546239
51051.75    -0.047848     0.025788    -0.039093
51052.00    -0.029413    -0.106835     0.347507
51052.25     0.006476     0.064127     0.063655
51052.50     0.000021     0.151321     0.042571
51052.75     0.019438     0.282457    -0.705605
51053.00     0.054637     0.108175    -0.196428
51053.25     0.150878     0.271742    -0.626654
51053.50     0.181861     0.343187    -0.531525
51053.75     0.203905     0.471217    -1.074190
51054.00     0.203227     0.290401    -0.513970
51054.25     0.201647     0.340303    -0.533792
51054.50     0.177085     0.340676    -0.282131
51054.75     0.206479     0.412855    -0.822640
51055.00     0.209921     0.136680    -0.100208
51055.25     0.263808     0.150844    -0.147626
51055.50     0.303114     0.164110    -0.066693
51055.75     0.342395     0.123574    -0.323334
51056.00     0.376866    -0.012212     0.069026
51056.25     0.448276     0.087738    -0.049511
51056.50     0.426883     0.144046     0.127289
51056.75     0.382980     0.219305    -0.248728
51057.00     0.297259     0.022178     0.398361
51057.25     0.224399     0.046305     0.476213
51057.50     0.111100     0.009578     0.860320
51057.75     0.036410    -0.001519     0.567082
51058.00    -0.052178    -0.273424     1.277383
51058.25    -0.092738    -0.208246     1.113886
51058.50    -0.174055    -0.276361     1.501654
51058.75    -0.187452    -0.294745     1.060251
51059.00    -0.188123    -0.542925     1.662309
51059.25    -0.135509    -0.478291     1.523815
51059.50    -0.104973    -0.411918     1.507240
51059.75    -0.098383    -0.345774     0.990471
51060.00    -0.082000    -0.474518     1.279095
51060.25    -0.014045    -0.337198     0.885382
51060.50     0.017859    -0.253034     0.782003
51060.75     0.042131    -0.162078     0.090439
51061.00     0.078838    -0.249984     0.326101
51061.25     0.152500    -0.090052    -0.151990
51061.50     0.177218    -0.048800    -0.039075
51061.75     0.222371     0.025638    -0.655591
51062.00     0.240244    -0.121416    -0.119455
51062.25     0.271071     0.030020    -0.482638
51062.50     0.229055     0.063639    -0.199731
51062.75     0.153930     0.140146    -0.761491
51063.00     0.051614    -0.022216    -0.118101
51063.25     0.010278     0.026982    -0.222856
51063.50    -0.092809    -0.016584     0.162222
51063.75    -0.186348    -0.070057    -0.017698
51064.00    -0.255923    -0.337946     0.798565
51064.25    -0.250927    -0.275025     0.695639
51064.50    -0.279127    -0.312967     1.151100
51064.75    -0.333027    -0.350566     1.022897
51065.00    -0.358458    -0.573128     1.813960
51065.25    -0.335888    -0.539956     1.867307
51065.50    -0.381353    -0.508739     2.099291
51065.75    -0.405552    -0.440019     1.530168
51066.00    -0.357786    -0.518750     1.748816
51066.25    -0.311060    -0.295485     1.147683
51066.50    -0.298367    -0.232557     1.110292
51066.75    -0.275340    -0.126344     0.291107
51067.00    -0.220716    -0.182829     0.436025
51067.25    -0.163144    -0.028573    -0.033125
51067.50    -0.161056    -0.015719     0.036750
51067.75    -0.162098    -0.114838    -0.182179
51068.00    -0.181216    -0.212557     0.116702
51068.25    -0.156256    -0.181077    -0.028376
51068.50    -0.179758    -0.151310     0.150893
51068.75    -0.199253    -0.102700    -0.242895
51069.00    -0.205953    -0.276036     0.350230
51069.25    -0.178574    -0.207771     0.248368
51069.50    -0.193026    -0.207327     0.492106
51069.75    -0.185557    -0.212015     0.097655
51070.00    -0.133871    -0.333251     0.473304
51070.25    -0.057919    -0.220847     0.229683
51070.50    -0.037309    -0.159268     0.369668
51070.75    -0.015314    -0.068011    -0.155387
51071.00     0.048943    -0.156368     0.180574
51071.25     0.102377    -0.015092    -0.031461
51071.50     0.107115     0.051449     0.053934
51071.75     0.121528     0.176037    -0.599958
51072.00     0.112422    -0.001879    -0.080141
51072.25     0.140027     0.120830    -0.363066
51072.50     0.121749     0.143281    -0.065287
51072.75     0.094180     0.199471    -0.573388
51073.00     0.078578    -0.003223     0.026948
51073.25     0.096340     0.046730    -0.018856
51073.50     0.039399     0.022327     0.384244
51073.75    -0.013165     0.088693    -0.105321
51074.00    -0.034086    -0.099029     0.523243
51074.25    -0.043824     0.010697     0.347009
51074.50    -0.085550    -0.002472     0.640927
51074.75    -0.113375     0.023869     0.073710
51075.00    -0.060800    -0.206607     0.673593
51075.25    -0.006039    -0.201789     0.688999
51075.50     0.019621    -0.248311     1.098135
51075.75     0.020332    -0.329587     0.973258
51076.00     0.030523    -0.511068     1.645651
51076.25     0.098145    -0.421737     1.542029
51076.50     0.088953    -0.361217     1.726996
51076.75     0.043099    -0.366988     1.452682
51077.00     0.066567    -0.441834     1.705012
51077.25     0.115007    -0.310079     1.257603
51077.50     0.106199    -0.256402     1.306418
51077.75     0.139338    -0.176107     0.497668
51078.00     0.189022    -0.213695     0.590777
51078.25     0.264340    -0.074855     0.165164
51078.50     0.265642     0.016154     0.107228
51078.75     0.292894     0.149727    -0.581115
51079.00     0.253855     0.028691    -0.128937
51079.25     0.228614     0.120391    -0.192964
51079.50     0.159921     0.132382     0.221388
51079.75     0.086308     0.196737    -0.231683
51080.00     0.014350    -0.099870     0.664546
51080.25     0.019537    -0.082039     0.650025
51080.50    -0.056626    -0.140279     1.094437
51080.75    -0.095350    -0.146006     0.734081
51081.00    -0.102166    -0.336044     1.195435
51081.25    -0.088187    -0.270409     0.974480
51081.50    -0.182826    -0.390004     1.548032
51081.75    -0.232843    -0.379692     1.160965
51082.00    -0.169254    -0.528578     1.475946
51082.25    -0.108974    -0.488044     1.410100
51082.50    -0.114488    -0.438196     1.588788
51082.75    -0.098630    -0.397811     1.110578
51083.00    -0.079293    -0.397920     0.941564
51083.25     0.006918    -0.205085     0.362338
51083.50     0.006950    -0.113082     0.358950
51083.75     0.002052    -0.007977    -0.336942
51084.00     0.006512    -0.165776     0.056122
51084.25     0.096251    -0.052405    -0.255933
51084.50     0.140967    -0.029377    -0.040599
51084.75     0.185155    -0.005005    -0.430261
51085.00     0.219851    -0.198928     0.272634
51085.25     0.322318    -0.144521     0.267919
51085.50     0.289328    -0.131748     0.587554
51085.75     0.293871    -0.083486     0.187454
51086.00     0.301739    -0.212216     0.616722
51086.25     0.317422    -0.072363     0.289820
51086.50     0.241050    -0.001252     0.523938
51086.75     0.203252     0.093020    -0.019029
51087.00     0.106110    -0.077996     0.609367
51087.25     0.101039     0.008763     0.399462
51087.50     0.041825    -0.019903     0.834528
51087.75    -0.017638    -0.041965     0.449748
51088.00    -0.050957    -0.266596     1.072728
51088.25    -0.004813    -0.174783     0.720544
51088.50     0.007951    -0.211014     1.018617
51088.75     0.052707    -0.161601     0.469552
51089.00     0.096628    -0.360272     1.049487
51089.25     0.171129    -0.225772     0.606202
51089.50     0.143673    -0.190531     0.821652
51089.75     0.158750    -0.049735    -0.005555
51090.00     0.193696    -0.140872     0.265728
51090.25     0.244922     0.049156    -0.336280
51090.50     0.268201     0.085252    -0.108817
51090.75     0.293818     0.185336    -0.833508
51091.00     0.375390     0.114516    -0.608223
51091.25     0.373961     0.256239    -0.941017
51091.50     0.322175     0.274947    -0.656735
51091.75     0.265468     0.319306    -1.018097
51092.00     0.268741     0.237118    -0.717181
51092.25     0.290346     0.332892    -0.868136
51092.50     0.224207     0.276984    -0.267185
51092.75     0.151791     0.241634    -0.374084
51093.00     0.094998     0.032848     0.268928
51093.25     0.048019     0.038101     0.363764
51093.50     0.007535     0.071231     0.620836
51093.75    -0.023731     0.130764     0.071676
51094.00     0.009633    -0.010386     0.368866
51094.25     0.088961     0.098313    -0.012811
51094.50     0.119904     0.101995     0.162348
51094.75     0.217447     0.267254    -0.808603
51095.00     0.322704     0.144966    -0.638600
51095.25     0.468845     0.266708    -1.125911
51095.50     0.477817     0.214833    -0.809650
51095.75     0.489266     0.199002    -1.242865
51096.00     0.517431     0.031420    -0.902460
51096.25     0.583315     0.102452    -1.065543
51096.50     0.583035     0.167100    -0.891589
51096.75     0.598466     0.208646    -1.240567
51097.00     0.613283     0.088395    -0.749127
51097.25     0.587619     0.182648    -0.707601
51097.50     0.463648     0.256562    -0.453101
51097.75     0.387825     0.371403    -0.909323
51098.00     0.321325     0.274497    -0.452351
51098.25     0.245095     0.379672    -0.542769
51098.50     0.133414     0.460256    -0.387096
51098.75     0.037516     0.489998    -0.798654
51099.00    -0.010914     0.325108    -0.302817
51099.25    -0.073476     0.319262    -0.191839
51099.50    -0.151647     0.194223     0.387952
51099.75    -0.173210     0.255981    -0.373885
51100.00    -0.145480     0.005028     0.166697
51100.25    -0.085139    -0.004901     0.088192
51100.50    -0.124184    -0.138591     0.747952
51100.75    -0.126325    -0.249988     0.628396
51101.00    -0.075373    -0.457769     1.218920
51101.25    -0.002716    -0.421042     1.061650
51101.50     0.004921    -0.330937     1.122233
51101.75     0.022766    -0.273956     0.666109
51102.00     0.090520    -0.279068     0.747329
51102.25     0.193175    -0.072349     0.183941
51102.50     0.180341     0.083661    -0.001189
51102.75     0.159920     0.141003    -0.613812
51103.00     0.142450     0.136984    -0.581789
51103.25     0.102115     0.228046    -0.784306
51103.50     0.046263     0.273261    -0.693101
51103.75    -0.009504     0.247855    -1.029086
51104.00     0.034701     0.070730    -0.589773
51104.25     0.086674     0.139031    -0.699747
51104.50     0.087689     0.167640    -0.435135
51104.75     0.147509     0.244078    -0.953491
51105.00     0.196605     0.144726    -0.572788
