-----------------------------------------------
3D SITE DISPLACEMENT DUE TO ATMOSPHERIC LOADING
-----------------------------------------------
METEOROLOGICAL CENTER & DEGREE 1 :   ECMWF_CMEA
CMEA : CENTER OF MASS OF THE EARTH + ATMOSPHERE
CME  : CENTER OF MASS OF THE SOLID EARTH  ALONE
SITE COORDINATES ACCORDING TO ITRF2000 SOLUTION
-----------------------------------------------
CREATOR EMAIL : PASCAL.GEGOUT@EOST.U-STRASBG.FR
-----------------------------------------------
WES2        49718.000    1995     1     1     0
WES2        52274.750    2001    12    31    18
WES2      1492233.369 -4458089.483  4296046.010
51112.75     0.085949    -1.033698    -4.448047
51113.00     0.215018    -0.956703    -4.408427
51113.25     0.105561    -0.905088    -4.415954
51113.50     0.008525    -0.737801    -3.886486
51113.75    -0.365345    -0.913299    -3.299813
51114.00    -0.323223    -0.823606    -2.038259
51114.25    -0.457717    -0.679090    -1.177905
51114.50    -0.479706    -0.257116     0.467501
51114.75    -0.709861    -0.248150     1.606030
51115.00    -0.433818    -0.200882     2.218167
51115.25    -0.383720    -0.194684     2.023565
51115.50    -0.347502    -0.061476     1.530837
51115.75    -0.686911    -0.318900     0.731580
51116.00    -0.616646    -0.395214     0.186440
51116.25    -0.788709    -0.322741     0.541537
51116.50    -0.744584    -0.153422     0.774280
51116.75    -1.070317    -0.244979     1.037091
51117.00    -0.917095    -0.234467     0.519210
51117.25    -0.921352    -0.193721     0.020585
51117.50    -0.849427    -0.093647    -0.946869
51117.75    -1.035059    -0.347741    -1.654154
51118.00    -0.872355    -0.466950    -2.490792
51118.25    -1.041139    -0.461562    -2.571830
51118.50    -1.104596    -0.235109    -2.461432
51118.75    -1.350056    -0.384517    -2.177476
51119.00    -1.283901    -0.408339    -2.080326
51119.25    -1.391533    -0.392455    -1.718458
51119.50    -1.440337    -0.190175    -1.167589
51119.75    -1.594632    -0.365194    -1.065383
51120.00    -1.546808    -0.424552    -1.107188
51120.25    -1.666352    -0.447723    -1.154278
51120.50    -1.616449    -0.314376    -0.861706
51120.75    -1.759431    -0.509729    -0.741108
51121.00    -1.593493    -0.562155    -0.839516
51121.25    -1.653557    -0.558406    -0.861450
51121.50    -1.713875    -0.400781    -0.584463
51121.75    -2.095096    -0.646719    -0.703946
51122.00    -2.069579    -0.755104    -0.947136
51122.25    -2.203507    -0.785887    -1.136220
51122.50    -2.108426    -0.568230    -0.864292
51122.75    -2.162143    -0.703099    -0.975480
51123.00    -1.755264    -0.665042    -1.308681
51123.25    -1.630651    -0.591652    -1.608476
51123.50    -1.329476    -0.318735    -1.371209
51123.75    -1.435975    -0.524601    -1.940460
51124.00    -1.173452    -0.632572    -2.521483
51124.25    -1.190915    -0.690331    -3.174356
51124.50    -1.100104    -0.531241    -3.182997
51124.75    -1.238568    -0.754159    -3.624112
51125.00    -0.951641    -0.850725    -3.860947
51125.25    -0.972162    -0.914613    -4.274896
51125.50    -0.923404    -0.742182    -3.962226
51125.75    -1.167644    -0.899663    -3.676493
51126.00    -0.826400    -0.860647    -3.103045
51126.25    -0.685180    -0.796626    -3.103363
51126.50    -0.441725    -0.628686    -3.130651
51126.75    -0.338960    -0.776451    -3.177385
51127.00     0.025702    -0.772696    -3.343601
51127.25     0.198834    -0.694480    -3.639419
51127.50     0.449865    -0.346583    -3.465572
51127.75     0.226848    -0.281917    -2.938920
51128.00     0.121067    -0.058019    -1.974808
51128.25    -0.207063     0.220313    -0.201264
51128.50    -0.600670     0.336139     1.297721
51128.75    -1.068945    -0.221075     0.595913
51129.00    -0.780556    -0.572647    -0.584343
51129.25    -0.764184    -0.835694    -1.851090
51129.50    -0.757643    -0.821607    -2.754195
51129.75    -1.014920    -1.000787    -3.031901
51130.00    -1.018600    -0.921747    -2.875737
51130.25    -1.169127    -0.872868    -2.970441
51130.50    -1.303809    -0.594942    -2.707219
51130.75    -1.713975    -0.717477    -2.354375
51131.00    -1.740266    -0.670109    -2.125178
51131.25    -1.939717    -0.554379    -2.024078
51131.50    -1.926541    -0.206090    -1.311234
51131.75    -2.330840    -0.323062    -1.047373
51132.00    -2.324568    -0.200991     0.000439
51132.25    -2.569039    -0.033986     1.439523
51132.50    -2.830369     0.088147     2.615473
51132.75    -3.151251    -0.360510     2.008753
51133.00    -2.761878    -0.465647     1.312427
51133.25    -2.668076    -0.520143     0.525670
51133.50    -2.358793    -0.383335    -0.068179
51133.75    -2.278308    -0.508929    -0.780751
51134.00    -1.757001    -0.328546    -0.848311
51134.25    -1.644902    -0.254294    -1.292486
51134.50    -1.392093     0.008814    -0.973157
51134.75    -1.516457    -0.294437    -1.529374
51135.00    -1.293082    -0.493306    -2.430487
51135.25    -1.445890    -0.720994    -3.810874
51135.50    -1.385721    -0.717484    -4.745434
51135.75    -1.762544    -1.039542    -5.377522
51136.00    -1.556759    -1.058675    -5.569793
51136.25    -1.638280    -1.058597    -5.573537
51136.50    -1.620337    -0.813757    -5.043990
51136.75    -1.967099    -0.876323    -4.175857
51137.00    -1.804266    -0.741311    -2.813592
51137.25    -2.007479    -0.674291    -1.624927
51137.50    -1.966857    -0.527763    -0.528573
51137.75    -2.218386    -0.744358     0.106692
51138.00    -2.015649    -0.807131     0.721403
51138.25    -2.146277    -0.919771     0.577803
51138.50    -1.984942    -0.782506     0.660625
51138.75    -2.175140    -1.110467    -0.053892
51139.00    -1.790545    -1.224909    -1.008378
51139.25    -1.718425    -1.254845    -1.771449
51139.50    -1.527054    -1.072449    -2.304514
51139.75    -1.883026    -1.170376    -2.280771
51140.00    -1.717593    -1.057560    -1.760523
51140.25    -1.986021    -0.977425    -1.026596
51140.50    -2.047455    -0.717959    -0.159960
51140.75    -2.476382    -0.743433     0.841438
51141.00    -2.335715    -0.648674     2.149619
51141.25    -2.489822    -0.822574     2.314586
51141.50    -2.177683    -0.844661     1.520998
51141.75    -2.370427    -1.060891     0.632218
51142.00    -1.919719    -1.107372    -0.771441
51142.25    -1.851058    -1.071495    -1.894760
51142.50    -1.694608    -0.868201    -2.529427
51142.75    -2.022099    -0.922149    -2.640699
51143.00    -1.901333    -0.720897    -2.113522
51143.25    -2.083866    -0.535701    -1.681616
51143.50    -2.175004    -0.202116    -0.706792
51143.75    -2.588918    -0.258607     0.539520
51144.00    -2.577946    -0.295776     1.962148
51144.25    -2.888743    -0.500549     1.993289
51144.50    -2.774046    -0.560118     1.502938
51144.75    -2.843481    -0.956161     0.336146
51145.00    -2.331089    -1.007606    -0.261077
51145.25    -2.329326    -0.988545    -0.332727
51145.50    -2.171921    -0.834133    -0.348735
51145.75    -2.321031    -1.062188    -0.502339
51146.00    -1.761891    -0.988671    -0.721951
51146.25    -1.696852    -0.964979    -1.215746
51146.50    -1.512582    -0.783486    -1.769080
51146.75    -1.657395    -0.989917    -2.450324
51147.00    -1.391012    -0.959146    -2.854507
51147.25    -1.757820    -0.935890    -3.218372
51147.50    -2.052013    -0.740661    -2.699154
51147.75    -2.672577    -0.925473    -1.753828
51148.00    -2.673000    -0.875060    -0.397813
51148.25    -3.178063    -0.866094     0.826521
51148.50    -3.128777    -0.983737     1.006486
51148.75    -3.202526    -1.513254    -0.567229
51149.00    -2.436133    -1.510544    -1.417597
51149.25    -2.274309    -1.370156    -1.565745
51149.50    -1.922953    -1.005919    -0.901551
51149.75    -1.982177    -0.964047     0.303473
51150.00    -1.401041    -0.804614     0.711421
51150.25    -1.373089    -0.755931     0.370977
51150.50    -1.083111    -0.462029     0.536470
51150.75    -1.335628    -0.596891     0.789269
51151.00    -1.207101    -0.626291     1.216929
51151.25    -1.445328    -0.705124     1.177220
51151.50    -1.388731    -0.641941     1.335074
51151.75    -1.595300    -0.941065     0.757737
51152.00    -1.234451    -1.042422    -0.537502
51152.25    -1.291696    -1.053107    -1.589100
51152.50    -1.309792    -0.889967    -2.000117
51152.75    -1.777343    -0.973499    -1.988598
51153.00    -1.757231    -0.839281    -1.554852
51153.25    -2.134513    -0.703574    -0.963224
51153.50    -2.303832    -0.550508    -0.444248
51153.75    -2.739913    -0.721556     0.014389
51154.00    -2.722171    -0.724698     0.485515
51154.25    -3.069851    -0.655957     1.279240
51154.50    -3.050691    -0.562658     2.287999
51154.75    -3.086987    -1.122994     0.894877
51155.00    -2.624513    -1.380917    -1.427758
51155.25    -2.588413    -1.431397    -2.872931
51155.50    -2.475980    -1.156153    -3.098202
51155.75    -2.858062    -1.239327    -2.856284
51156.00    -2.665733    -1.260361    -2.382541
51156.25    -2.725311    -1.362250    -2.404132
51156.50    -2.635848    -1.411915    -3.058912
51156.75    -2.844370    -1.766946    -4.023606
51157.00    -2.399851    -1.844416    -4.495820
51157.25    -2.255591    -1.895449    -4.974778
51157.50    -1.940366    -1.653417    -4.581973
51157.75    -1.940551    -1.643215    -3.890557
51158.00    -1.650668    -1.465295    -3.015905
51158.25    -1.628589    -1.421283    -2.745323
51158.50    -1.370142    -1.208736    -2.434522
51158.75    -1.307692    -1.478607    -3.069367
51159.00    -0.929369    -1.530955    -3.790470
51159.25    -0.826023    -1.465841    -4.030843
51159.50    -0.770450    -1.184239    -3.440881
51159.75    -1.007659    -1.326753    -2.830941
51160.00    -0.647348    -1.201784    -1.949160
51160.25    -0.650609    -1.129814    -1.532740
51160.50    -0.421317    -0.855887    -0.744965
51160.75    -0.542401    -0.929966    -0.427728
51161.00    -0.066464    -0.872175    -0.427100
51161.25    -0.016513    -0.847322    -0.877941
51161.50     0.047746    -0.747190    -1.234835
51161.75    -0.213577    -1.006244    -1.898983
51162.00    -0.155286    -1.043868    -2.044087
51162.25    -0.451502    -1.022010    -1.871262
51162.50    -0.431828    -0.798503    -0.963920
51162.75    -0.754060    -0.895563    -0.356920
51163.00    -0.439481    -0.790582    -0.033774
51163.25    -0.266028    -0.679954    -0.103051
51163.50     0.023051    -0.318459     0.316518
51163.75    -0.228849    -0.328776     0.520882
51164.00     0.085517    -0.169464     1.316547
51164.25    -0.049440    -0.027397     2.055085
51164.50    -0.035221     0.225843     2.515041
51164.75    -0.384995     0.147719     2.618542
51165.00    -0.158115     0.155498     2.418379
51165.25    -0.266489     0.054547     1.672610
51165.50    -0.146211     0.028697     0.703115
51165.75    -0.163210    -0.347269    -1.071511
51166.00     0.323345    -0.436688    -2.670146
51166.25     0.476085    -0.340504    -3.423763
51166.50     0.684360    -0.015378    -3.222568
51166.75     0.406469    -0.178251    -3.360665
51167.00     0.583335    -0.323538    -3.442850
51167.25     0.611291    -0.524361    -3.602123
51167.50     0.831584    -0.558772    -4.452612
51167.75     0.730131    -0.814758    -5.502664
51168.00     0.987145    -0.761121    -5.780978
51168.25     0.880134    -0.615335    -5.249596
51168.50     0.709870    -0.364995    -4.167187
51168.75     0.195689    -0.365832    -2.612430
51169.00     0.105835    -0.207727    -0.872704
51169.25    -0.356591     0.083513     1.873458
51169.50    -0.576912     0.065340     3.588241
51169.75    -0.863493    -0.577521     1.985458
51170.00    -0.450307    -1.046417    -0.874294
51170.25    -0.315401    -1.230672    -3.076773
51170.50    -0.063683    -1.071118    -4.040253
51170.75    -0.297192    -1.198845    -4.657053
51171.00    -0.157861    -1.171416    -4.392330
51171.25    -0.272209    -1.086324    -3.748297
51171.50    -0.271659    -0.893093    -2.818394
51171.75    -0.631141    -1.083893    -2.189394
51172.00    -0.335281    -1.170636    -1.940855
51172.25    -0.233256    -1.236303    -2.089702
51172.50    -0.085130    -1.121821    -2.624857
51172.75    -0.329863    -1.281298    -2.955816
51173.00    -0.103215    -1.196243    -2.846770
51173.25    -0.232782    -1.040997    -2.300849
51173.50    -0.212496    -0.636906    -0.927922
51173.75    -0.631873    -0.697118     0.058727
51174.00    -0.555804    -0.809313     0.414881
51174.25    -0.475465    -0.934823     0.000327
51174.50    -0.281094    -0.880534    -0.935633
51174.75    -0.574625    -1.040333    -1.856366
51175.00    -0.414363    -0.976358    -1.431468
51175.25    -0.559385    -0.952680    -0.871516
51175.50    -0.528240    -0.757176    -0.233079
51175.75    -0.701606    -0.949907    -0.661156
51176.00    -0.415972    -0.873882    -0.703404
51176.25    -0.416299    -0.734264    -0.613937
51176.50    -0.395561    -0.397489     0.159360
51176.75    -0.620278    -0.313554     1.105167
51177.00    -0.523782    -0.078251     2.938422
51177.25    -0.913905     0.065504     4.736727
51177.50    -1.144543     0.165855     5.764004
51177.75    -1.653134    -0.372195     4.506346
51178.00    -1.394803    -0.760394     2.577687
51178.25    -1.346375    -0.921898     0.881931
51178.50    -1.008962    -0.713680     0.241496
51178.75    -1.108407    -0.831446    -0.341029
51179.00    -0.870425    -0.729222    -0.122556
51179.25    -1.082427    -0.703133    -0.066150
51179.50    -1.112972    -0.668644    -0.406036
51179.75    -1.245672    -1.120690    -1.996258
51180.00    -0.836197    -1.420233    -4.040031
51180.25    -0.938548    -1.599076    -5.557821
51180.50    -0.773541    -1.361855    -5.334505
51180.75    -1.061982    -1.492254    -5.762397
51181.00    -0.806725    -1.209804    -5.452156
51181.25    -0.998690    -0.765857    -4.657495
51181.50    -1.132921    -0.144445    -2.864376
51181.75    -1.790369     0.048653    -0.521862
51182.00    -1.932661    -0.001020     1.516317
51182.25    -2.471069    -0.295279     1.781603
51182.50    -2.491749    -0.383263     1.272695
51182.75    -2.756384    -0.713701     0.494737
51183.00    -2.266982    -0.876357    -0.219725
51183.25    -2.212851    -0.901135    -0.903372
51183.50    -1.943258    -0.774792    -1.638852
51183.75    -1.965838    -0.863053    -2.119466
51184.00    -1.473273    -0.823762    -2.347395
51184.25    -1.387339    -0.723146    -2.347857
51184.50    -1.065538    -0.363207    -1.439535
51184.75    -1.155198    -0.306180    -0.608134
51185.00    -0.818787    -0.193310     0.517708
51185.25    -0.788317    -0.173806     1.233721
51185.50    -0.438826    -0.213985     0.753172
51185.75    -0.500734    -0.593811    -0.700544
51186.00    -0.053089    -0.715259    -1.950801
51186.25    -0.091713    -0.750143    -3.060622
51186.50    -0.026611    -0.545036    -3.595619
51186.75    -0.362172    -0.535896    -3.476751
51187.00    -0.345497    -0.242945    -2.180069
51187.25    -0.827848     0.019443    -0.181335
51187.50    -1.198806     0.280973     1.476545
51187.75    -1.742140     0.074800     2.468290
51188.00    -1.803510    -0.332042     2.032068
51188.25    -1.920590    -0.607555     0.523609
51188.50    -1.824531    -0.599891    -0.343747
51188.75    -2.024643    -0.761101    -0.848743
51189.00    -1.799209    -0.701467    -0.351141
51189.25    -1.930612    -0.709151     0.041202
51189.50    -1.775931    -0.695906     0.058278
51189.75    -1.837684    -1.020258    -0.544441
51190.00    -1.318772    -0.993457    -1.021410
51190.25    -1.349426    -0.705467    -0.302871
51190.50    -1.294236    -0.389658     0.913898
51190.75    -1.409221    -0.802496     0.318031
51191.00    -0.852103    -1.006142    -1.150730
51191.25    -0.704765    -0.986729    -1.616482
51191.50    -0.436800    -0.823649    -1.631317
51191.75    -0.391334    -1.327202    -3.287924
51192.00     0.324656    -1.570791    -5.449852
51192.25     0.709653    -1.632148    -6.748877
51192.50     1.036487    -1.388005    -7.203594
51192.75     0.806303    -1.439161    -7.095266
51193.00     1.060437    -1.178083    -5.748849
51193.25     0.815904    -0.835311    -3.682795
51193.50     0.623080    -0.249654    -0.433944
51193.75    -0.096488    -0.143711     2.540861
51194.00    -0.302675    -0.299030     3.877470
51194.25    -0.502072    -0.424815     3.945473
51194.50    -0.434859    -0.284129     3.961761
51194.75    -0.717978    -0.375141     4.028115
51195.00    -0.682119    -0.393493     3.944540
51195.25    -0.814054    -0.534471     2.885139
51195.50    -0.544632    -0.509596     1.154958
51195.75    -0.548520    -0.719828    -0.515755
51196.00    -0.111453    -0.594972    -1.200113
51196.25    -0.056242    -0.369837    -0.994940
51196.50    -0.031075     0.060076    -0.107640
51196.75    -0.374256     0.215072     1.145033
51197.00    -0.315345     0.420012     3.231392
51197.25    -0.538507     0.212604     3.862522
51197.50    -0.404226     0.209555     3.967854
51197.75    -0.427296    -0.164109     3.556858
51198.00     0.095539    -0.366774     3.212820
51198.25     0.333039    -0.404940     2.682708
51198.50     0.767390    -0.280199     2.240028
51198.75     0.753989    -0.430432     1.627728
51199.00     1.312773    -0.438432     1.107025
51199.25     1.479975    -0.341392     0.447146
51199.50     1.734923    -0.090805    -0.002342
51199.75     1.531685    -0.182490    -0.780762
51200.00     1.783476    -0.213186    -1.486176
51200.25     1.761596    -0.232410    -2.564695
51200.50     1.862835    -0.109165    -3.428068
51200.75     1.504660    -0.279025    -4.495144
51201.00     1.679992    -0.317793    -4.825124
51201.25     1.457528    -0.232644    -4.561916
51201.50     1.326182     0.036469    -3.568175
51201.75     0.656693    -0.128466    -2.807359
51202.00     0.588767    -0.087142    -1.346143
51202.25     0.030246     0.006076     0.112345
51202.50    -0.186418     0.147581     1.530152
51202.75    -0.616805    -0.230706     1.786857
51203.00    -0.490635    -0.479435     1.612048
51203.25    -0.653121    -0.606622     1.146892
51203.50    -0.508339    -0.544336     0.299546
51203.75    -0.605475    -0.726596    -0.847198
51204.00    -0.199705    -0.844883    -2.050135
51204.25    -0.170915    -0.904573    -3.177270
51204.50    -0.093193    -0.668975    -3.280494
51204.75    -0.456326    -0.777688    -3.088912
51205.00    -0.170670    -0.710713    -2.844965
51205.25    -0.194742    -0.620175    -2.520204
51205.50    -0.093789    -0.330177    -2.156086
51205.75    -0.492505    -0.370768    -1.561532
51206.00    -0.260759    -0.299579    -1.066728
51206.25    -0.445472    -0.272942    -1.185476
51206.50    -0.512058    -0.117627    -1.463990
51206.75    -0.855674    -0.358499    -2.007820
51207.00    -0.685645    -0.450794    -2.292748
51207.25    -0.765197    -0.575688    -2.982067
51207.50    -0.609205    -0.577357    -4.012848
51207.75    -0.910016    -0.924116    -5.143227
51208.00    -0.834711    -0.973548    -5.602026
51208.25    -0.976353    -0.976687    -6.136048
51208.50    -1.035113    -0.857190    -6.612838
51208.75    -1.365627    -1.128421    -7.733560
51209.00    -0.946624    -1.277727    -8.511233
51209.25    -0.906055    -1.357686    -9.239484
51209.50    -0.791176    -1.294159    -9.298596
51209.75    -1.073009    -1.541911    -9.088852
51210.00    -0.919004    -1.493505    -7.497910
51210.25    -1.045516    -1.349265    -6.152026
51210.50    -0.973719    -1.041792    -5.071888
51210.75    -1.147123    -0.996445    -4.216605
51211.00    -0.742083    -0.834456    -3.547843
51211.25    -0.716774    -0.580936    -2.890867
51211.50    -0.596112    -0.147170    -1.633411
51211.75    -0.835884    -0.004861    -0.187872
51212.00    -0.701852     0.221668     1.584218
51212.25    -0.955255     0.320235     2.927338
51212.50    -0.920476     0.345850     2.995383
51212.75    -1.008203    -0.051344     1.714227
51213.00    -0.410272    -0.099638     0.989620
51213.25    -0.112311    -0.025943     0.646470
51213.50     0.250045     0.326580     1.229950
51213.75     0.285666     0.245312     1.865922
51214.00     0.773784     0.139026     1.789292
51214.25     0.851459    -0.037072     1.028452
51214.50     1.133051    -0.117446    -0.347629
51214.75     0.904411    -0.333514    -0.981439
51215.00     1.107504    -0.389768    -1.033783
51215.25     0.919647    -0.214141    -0.278568
51215.50     0.801652     0.129765     0.873543
51215.75     0.341369     0.061176     1.941500
51216.00     0.523273    -0.074873     2.304842
51216.25     0.454544    -0.170823     2.111543
51216.50     0.442374     0.020576     2.173738
51216.75     0.094955    -0.075300     2.283319
51217.00     0.291741     0.044254     2.742361
51217.25     0.151473     0.042418     2.567188
51217.50     0.178663     0.100310     2.092715
51217.75    -0.010574    -0.215190     1.139004
51218.00     0.255671    -0.275250     0.764986
51218.25     0.178963    -0.267761     0.483590
51218.50     0.241355     0.025742     1.179363
51218.75    -0.259679    -0.069807     2.102811
51219.00    -0.233532    -0.188719     2.706926
51219.25    -0.478890    -0.342636     2.527844
51219.50    -0.486215    -0.360256     1.698663
51219.75    -0.921058    -0.712639     0.350820
51220.00    -0.775989    -0.827695    -0.864069
51220.25    -0.994053    -0.916019    -1.858725
51220.50    -0.967023    -0.795491    -2.630616
51220.75    -1.405328    -0.932808    -2.923270
51221.00    -1.345216    -0.799369    -2.060578
51221.25    -1.541713    -0.663066    -1.218030
51221.50    -1.536319    -0.356406     0.306118
51221.75    -1.741824    -0.475728     1.027720
51222.00    -1.421858    -0.550590     1.463748
51222.25    -1.386221    -0.644203     1.443484
51222.50    -1.070860    -0.518195     1.092859
51222.75    -1.110150    -0.793494    -0.100164
51223.00    -0.543973    -0.944819    -1.399242
51223.25    -0.216339    -0.900020    -2.000919
51223.50     0.130757    -0.715557    -2.316318
51223.75     0.014962    -0.888942    -2.606806
51224.00     0.265210    -0.870217    -2.565592
51224.25     0.183155    -0.856164    -2.847731
51224.50     0.259833    -0.633911    -2.733172
51224.75     0.019147    -0.747527    -2.634894
51225.00     0.276271    -0.698895    -2.250635
51225.25     0.301950    -0.693971    -2.438742
51225.50     0.389906    -0.449789    -2.287434
51225.75     0.073434    -0.551291    -2.318752
51226.00     0.194030    -0.517927    -2.090491
51226.25     0.097173    -0.386507    -1.905551
51226.50     0.078631    -0.116993    -1.185232
51226.75    -0.346093    -0.284440    -1.030423
51227.00    -0.245976    -0.337992    -0.561500
51227.25    -0.338946    -0.291243    -0.257527
51227.50    -0.353959    -0.141780     0.223743
51227.75    -0.619277    -0.366627     0.453958
51228.00    -0.334288    -0.462341     0.783664
51228.25    -0.277642    -0.500382     0.448692
51228.50    -0.053730    -0.303326     0.165783
51228.75    -0.221759    -0.430784    -0.264057
51229.00     0.104714    -0.432033    -0.636638
51229.25     0.063433    -0.372664    -0.743261
51229.50     0.262649    -0.157715    -0.505125
51229.75     0.035755    -0.356896    -0.728080
51230.00     0.439653    -0.396103    -0.798220
51230.25     0.538712    -0.394273    -0.923462
51230.50     0.864003    -0.205034    -0.817842
51230.75     0.745077    -0.418832    -1.258130
51231.00     1.244657    -0.464496    -1.409616
51231.25     1.421927    -0.493187    -1.972624
51231.50     1.489608    -0.491889    -2.730555
51231.75     1.290291    -0.708875    -3.044805
51232.00     1.657600    -0.747016    -2.917373
51232.25     1.591216    -0.848211    -3.342668
51232.50     1.513381    -0.734781    -3.405528
51232.75     1.078493    -0.902168    -3.721111
51233.00     1.116221    -0.882401    -3.700506
51233.25     0.880112    -0.908685    -4.147836
51233.50     0.811248    -0.747703    -4.220921
51233.75     0.250046    -0.925613    -4.616974
51234.00     0.158733    -0.878803    -4.257326
51234.25    -0.152149    -0.771484    -4.064150
51234.50    -0.243620    -0.487188    -3.268238
51234.75    -0.618447    -0.554192    -2.329732
51235.00    -0.408149    -0.505762    -0.996623
51235.25    -0.552196    -0.482464     0.244978
51235.50    -0.563892    -0.309931     1.058410
51235.75    -0.792627    -0.469238     1.204552
51236.00    -0.397612    -0.465180     1.433453
51236.25    -0.458021    -0.508070     1.146341
51236.50    -0.311129    -0.293122     1.530867
51236.75    -0.631726    -0.340804     1.565814
51237.00    -0.435674    -0.179186     1.810168
51237.25    -0.535556     0.014224     1.958521
51237.50    -0.405825     0.435721     2.918909
51237.75    -0.815534     0.467871     3.709105
51238.00    -0.536822     0.584509     4.862901
51238.25    -0.464146     0.826115     6.566310
51238.50    -0.442784     1.059232     7.812007
51238.75    -0.702377     0.810935     7.220323
51239.00    -0.289735     0.733204     6.812537
51239.25    -0.263728     0.679502     6.114807
51239.50    -0.103698     0.755526     5.396044
51239.75    -0.205961     0.442686     3.927325
51240.00     0.286456     0.280760     2.570190
51240.25     0.321504     0.185186     1.410147
51240.50     0.511179     0.469885     1.397897
51240.75     0.060786     0.442971     1.477857
51241.00     0.007731     0.573011     2.161777
51241.25    -0.350758     0.848376     3.325242
51241.50    -0.799736     1.202701     5.086423
51241.75    -1.523042     0.680278     4.206195
51242.00    -1.497215     0.112934     2.371872
51242.25    -1.621817    -0.307958     0.054781
51242.50    -1.654946    -0.436775    -2.269865
51242.75    -2.101801    -0.736786    -4.262465
51243.00    -1.922584    -0.760118    -5.138336
51243.25    -2.049993    -0.763421    -6.038441
51243.50    -2.046114    -0.445460    -5.660578
51243.75    -2.364231    -0.464864    -5.289328
51244.00    -2.062024    -0.323098    -3.998195
51244.25    -2.049683    -0.426751    -4.078933
51244.50    -1.873743    -0.471217    -4.430535
51244.75    -2.060266    -0.825809    -5.281676
51245.00    -1.554124    -0.991164    -6.080679
51245.25    -1.501486    -1.028701    -6.590220
51245.50    -1.285135    -0.917220    -6.824175
51245.75    -1.435801    -1.055758    -6.786216
51246.00    -0.892958    -0.896395    -6.032529
51246.25    -0.798352    -0.749901    -5.521401
51246.50    -0.711971    -0.425588    -4.465219
51246.75    -1.063782    -0.412775    -3.545650
51247.00    -0.809251    -0.296553    -2.498344
51247.25    -0.854586    -0.172778    -1.871744
51247.50    -0.772669     0.064306    -1.266698
51247.75    -1.090917    -0.030040    -1.246291
51248.00    -0.835150    -0.026283    -0.870829
51248.25    -0.983857    -0.030358    -1.066484
51248.50    -0.974068     0.213035    -0.577872
51248.75    -1.317031     0.062446    -0.734381
51249.00    -1.024984     0.048257    -0.472464
51249.25    -1.096930     0.034366    -0.611834
51249.50    -1.051465     0.148620    -0.678558
51249.75    -1.426436    -0.138219    -1.558544
51250.00    -1.196859    -0.278364    -1.956754
51250.25    -1.320762    -0.421450    -2.921286
51250.50    -1.329289    -0.347474    -3.310181
51250.75    -1.627413    -0.559590    -3.733663
51251.00    -1.241973    -0.546773    -3.516842
51251.25    -1.211601    -0.534133    -3.485232
51251.50    -0.959897    -0.232862    -2.887273
51251.75    -1.102804    -0.300323    -2.684965
51252.00    -0.683997    -0.154963    -1.713150
51252.25    -0.704772    -0.006711    -0.923337
51252.50    -0.606096     0.323872     0.570771
51252.75    -1.059205     0.256959     1.650200
51253.00    -0.981800     0.242736     2.700793
51253.25    -1.255316     0.176400     3.141284
51253.50    -1.317861     0.301514     3.531575
51253.75    -1.863867     0.200812     3.468532
51254.00    -1.649641     0.289423     3.669316
51254.25    -1.657312     0.267623     3.254855
51254.50    -1.593939     0.352260     2.790178
51254.75    -1.980985     0.131103     2.037561
51255.00    -1.651681     0.179634     2.123537
51255.25    -1.686589     0.245295     2.073670
51255.50    -1.711906     0.409946     2.397989
51255.75    -1.940946     0.101439     1.959577
51256.00    -1.531434    -0.115928     1.204087
51256.25    -1.430374    -0.281664     0.225725
51256.50    -1.150619    -0.217075    -0.584227
51256.75    -1.270549    -0.432746    -1.520968
51257.00    -0.771087    -0.455913    -2.009057
51257.25    -0.666787    -0.447479    -2.383964
51257.50    -0.350103    -0.196077    -2.204200
51257.75    -0.369204    -0.284712    -2.434383
51258.00     0.218624    -0.142384    -1.917812
51258.25     0.515197    -0.018817    -1.864950
51258.50     0.979375     0.316552    -1.300974
51258.75     0.911037     0.289067    -1.280303
51259.00     1.292197     0.373743    -0.605892
51259.25     1.235836     0.670382     0.338726
51259.50     1.013371     1.162400     2.610480
51259.75     0.154211     0.881790     3.210156
51260.00     0.343503     0.515181     2.261580
51260.25     0.326015     0.231863     1.108772
51260.50     0.480033     0.187110     0.278351
51260.75     0.144697    -0.094049    -0.673572
51261.00     0.188855    -0.151770    -0.909436
51261.25    -0.008333    -0.124572    -1.185315
51261.50    -0.002428     0.078098    -0.837104
51261.75    -0.317734    -0.057691    -0.341857
51262.00    -0.066999    -0.165305     0.204526
51262.25     0.050061    -0.298584    -0.032672
51262.50     0.179821    -0.321823    -0.200972
51262.75    -0.152632    -0.631034    -0.709049
51263.00     0.073385    -0.689462    -0.477024
51263.25    -0.013210    -0.755114    -0.897020
51263.50     0.174117    -0.619301    -1.045122
51263.75    -0.033522    -0.765903    -1.298786
51264.00     0.251074    -0.668074    -0.828086
51264.25     0.233640    -0.687161    -1.524181
51264.50     0.358526    -0.507937    -1.573242
51264.75    -0.013777    -0.657751    -1.710691
51265.00     0.092710    -0.547350    -0.994261
51265.25    -0.068840    -0.483049    -1.091993
51265.50    -0.073166    -0.252277    -0.719724
51265.75    -0.529260    -0.336413    -0.482843
