-----------------------------------------------
3D SITE DISPLACEMENT DUE TO ATMOSPHERIC LOADING
-----------------------------------------------
METEOROLOGICAL CENTER & DEGREE 1 :    ECMWF_CME
CMEA : CENTER OF MASS OF THE EARTH + ATMOSPHERE
CME  : CENTER OF MASS OF THE SOLID EARTH  ALONE
SITE COORDINATES ACCORDING TO ITRF2000 SOLUTION
-----------------------------------------------
CREATOR EMAIL : PASCAL.GEGOUT@EOST.U-STRASBG.FR
-----------------------------------------------
DUBO        49718.000    1995     1     1     0
DUBO        52274.750    2001    12    31    18
DUBO      -417603.554 -4064529.811  4881432.198
50889.75     0.842750     0.385509    -4.014759
50890.00     1.020584     0.363428    -4.213786
50890.25     1.019262     0.327045    -5.042826
50890.50     1.066353     0.378533    -5.382624
50890.75     0.980037     0.284560    -5.954994
50891.00     0.930029     0.201833    -5.046510
50891.25     0.818094     0.120450    -4.908937
50891.50     0.802826     0.096857    -4.636557
50891.75     0.708387     0.006056    -4.300428
50892.00     0.703618    -0.007208    -3.488851
50892.25     0.596027     0.030622    -3.486349
50892.50     0.675730     0.099659    -3.387884
50892.75     0.606687     0.115964    -3.301686
50893.00     0.645287     0.146802    -2.586495
50893.25     0.607852     0.143721    -2.451450
50893.50     0.621184     0.192246    -2.361136
50893.75     0.529903     0.144550    -2.530973
50894.00     0.543185     0.108011    -1.896209
50894.25     0.461899    -0.014210    -2.186440
50894.50     0.455464    -0.073624    -2.173226
50894.75     0.264582    -0.164984    -2.166794
50895.00     0.315630    -0.172257    -1.278124
50895.25     0.237875    -0.218188    -1.342733
50895.50     0.236267    -0.097780    -1.579375
50895.75     0.047977     0.055751    -1.965387
50896.00    -0.026039     0.322627    -1.096157
50896.25    -0.314363     0.596208    -0.737562
50896.50    -0.408770     0.876701     0.406859
50896.75    -0.627308     1.051906     1.562322
50897.00    -0.639999     1.102555     3.867990
50897.25    -0.805294     1.066948     5.124979
50897.50    -0.855834     0.974361     6.298113
50897.75    -0.928471     0.871967     6.559429
50898.00    -0.769714     0.884919     7.549871
50898.25    -0.785784     0.816048     7.638048
50898.50    -0.692962     0.745772     8.374248
50898.75    -0.665417     0.573859     8.288065
50899.00    -0.489109     0.487914     8.624785
50899.25    -0.460743     0.497281     7.755770
50899.50    -0.292503     0.491092     7.776823
50899.75    -0.197751     0.393866     6.956797
50900.00     0.050991     0.289886     7.157406
50900.25     0.134001     0.174864     6.989174
50900.50     0.139587     0.068140     7.262768
50900.75     0.002759    -0.067905     6.013241
50901.00     0.080557    -0.048059     5.214091
50901.25    -0.016183     0.002698     3.143991
50901.50     0.053255     0.152377     2.830620
50901.75     0.054531     0.242781     2.552912
50902.00     0.163978     0.303454     4.127700
50902.25    -0.014898     0.196712     4.315987
50902.50    -0.084361     0.264224     4.783826
50902.75    -0.176557     0.265381     4.223908
50903.00     0.005861     0.285045     4.277094
50903.25     0.131901     0.292974     3.376472
50903.50     0.396039     0.330465     2.838291
50903.75     0.566991     0.373790     1.966988
50904.00     0.643742     0.091337     4.215435
50904.25     0.722300     0.045423     4.296373
50904.50     0.791974     0.015584     4.436548
50904.75     0.564615    -0.022369     3.544339
50905.00     0.495316     0.010736     3.442469
50905.25     0.407799    -0.052164     2.160211
50905.50     0.494772    -0.096458     0.834544
50905.75     0.472584    -0.148141    -0.772385
50906.00     0.560322    -0.137826    -1.409815
50906.25     0.561085    -0.131496    -2.722028
50906.50     0.638378    -0.055209    -3.080951
50906.75     0.488934    -0.059387    -3.368510
50907.00     0.484510     0.043052    -2.355143
50907.25     0.389378     0.121767    -1.743310
50907.50     0.313911     0.254461    -1.427939
50907.75     0.137864     0.358929    -1.117521
50908.00     0.147757     0.420403     0.535948
50908.25     0.090444     0.431488     0.988811
50908.50     0.196235     0.471951     1.720402
50908.75     0.272091     0.354934     1.879387
50909.00     0.487681     0.265277     2.821789
50909.25     0.618157     0.204036     2.341965
50909.50     0.770352     0.170141     2.559066
50909.75     0.816927     0.083870     1.603332
50910.00     0.938722     0.030984     1.948992
50910.25     0.922591    -0.003612     0.922506
50910.50     1.025423     0.022391     1.076115
50910.75     0.976720    -0.055498     0.610684
50911.00     0.968759    -0.070760     1.102317
50911.25     0.868683    -0.121202     0.004181
50911.50     0.884060    -0.148235    -0.421919
50911.75     0.703626    -0.206560    -1.262507
50912.00     0.720397    -0.180718    -0.778287
50912.25     0.619533    -0.214960    -0.945838
50912.50     0.612842    -0.245912    -1.004223
50912.75     0.412430    -0.286191    -1.256961
50913.00     0.353539    -0.239100    -0.660260
50913.25     0.100469    -0.215762    -0.680440
50913.50    -0.004638    -0.128553    -0.225907
50913.75    -0.214133    -0.071625     0.127752
50914.00    -0.174677     0.035686     1.323432
50914.25    -0.301070     0.176793     1.494966
50914.50    -0.302098     0.412755     2.138657
50914.75    -0.272899     0.650405     2.649201
50915.00     0.023556     0.925977     4.770421
50915.25     0.103897     1.128340     6.200442
50915.50     0.237447     1.174212     8.044866
50915.75     0.238921     0.979685     9.315384
50916.00     0.429265     0.735080    10.222474
50916.25     0.399987     0.431060    10.217388
50916.50     0.475446     0.110527     9.992095
50916.75     0.412675    -0.261197     7.566650
50917.00     0.519370    -0.376719     5.758586
50917.25     0.462317    -0.445188     3.807250
50917.50     0.527997    -0.442441     2.784924
50917.75     0.497482    -0.458457     1.311428
50918.00     0.594179    -0.353271     0.810652
50918.25     0.446708    -0.351937    -0.094350
50918.50     0.513411    -0.341608    -0.330380
50918.75     0.521531    -0.312368    -0.499721
50919.00     0.647911    -0.274227     0.305347
50919.25     0.540295    -0.309528    -0.193999
50919.50     0.570245    -0.343240    -0.365766
50919.75     0.502704    -0.390579    -0.456257
50920.00     0.542932    -0.379944     0.542857
50920.25     0.416204    -0.475443     0.415198
50920.50     0.372481    -0.498745     0.605193
50920.75     0.283115    -0.543575     0.293331
50921.00     0.346933    -0.465226     0.340020
50921.25     0.179960    -0.405384    -0.516533
50921.50     0.199863    -0.345220    -0.761333
50921.75     0.192142    -0.288890    -1.671476
50922.00     0.287426    -0.208826    -0.997219
50922.25     0.273958    -0.214551    -1.279131
50922.50     0.397004    -0.207078    -1.529790
50922.75     0.358207    -0.271588    -1.954115
50923.00     0.419817    -0.295000    -1.561345
50923.25     0.268668    -0.375001    -2.232350
50923.50     0.268359    -0.432087    -2.400703
50923.75     0.176798    -0.496346    -2.756618
50924.00     0.210228    -0.490275    -2.158464
50924.25     0.063662    -0.516011    -2.614575
50924.50     0.045533    -0.504507    -2.804029
50924.75    -0.006185    -0.507118    -3.209210
50925.00     0.087664    -0.389979    -2.211323
50925.25    -0.014519    -0.339945    -2.274755
50925.50     0.004914    -0.263833    -1.946365
50925.75    -0.028807    -0.251396    -1.438640
50926.00     0.079775    -0.173912     0.471506
50926.25     0.149908    -0.269524     1.013956
50926.50     0.340566    -0.295541     1.023131
50926.75     0.431937    -0.260559     0.831411
50927.00     0.659582    -0.129866     1.811912
50927.25     0.721480     0.045739     1.427362
50927.50     0.770104     0.243306     1.409618
50927.75     0.789950     0.417112     1.863741
50928.00     0.859902     0.458734     3.226606
50928.25     0.822024     0.488139     2.597821
50928.50     0.888514     0.533799     3.002740
50928.75     0.808091     0.439537     2.487523
50929.00     0.867526     0.336271     2.888788
50929.25     0.690944     0.231925     0.953377
50929.50     0.604054     0.172520    -0.728929
50929.75     0.326021     0.132320    -2.975241
50930.00     0.165901     0.117480    -3.036387
50930.25    -0.113709     0.143067    -4.608197
50930.50    -0.245111     0.188479    -4.942253
50930.75    -0.484792     0.159183    -5.328699
50931.00    -0.504205     0.148240    -3.647137
50931.25    -0.614943     0.047546    -3.160885
50931.50    -0.678361    -0.053769    -2.752358
50931.75    -0.624683    -0.110512    -2.911817
50932.00    -0.433615    -0.090977    -0.911177
50932.25    -0.416788    -0.076387    -0.437073
50932.50    -0.370322    -0.054734     0.232993
50932.75    -0.366365    -0.135146     0.992432
50933.00    -0.171972    -0.156172     2.305090
50933.25    -0.091275    -0.192448     2.354068
50933.50    -0.005691    -0.213971     2.819030
50933.75     0.217381    -0.379233     3.197040
50934.00     0.547041    -0.498327     3.379754
50934.25     0.660148    -0.482372     2.612287
50934.50     0.725827    -0.404302     2.144026
50934.75     0.613865    -0.406131     1.801485
50935.00     0.582947    -0.349380     2.563729
50935.25     0.459061    -0.336559     2.054104
50935.50     0.352528    -0.305071     1.854488
50935.75     0.176027    -0.258226     1.633871
50936.00     0.079522    -0.135979     3.034247
50936.25    -0.067101    -0.028198     2.641159
50936.50    -0.154949     0.090462     2.682653
50936.75    -0.265886     0.160544     3.394959
50937.00    -0.193068     0.195238     5.153836
50937.25    -0.149087     0.214658     5.867672
50937.50    -0.076280     0.141835     7.088966
50937.75    -0.169667    -0.227191     7.086676
50938.00    -0.060223    -0.297103     6.810003
50938.25    -0.147855    -0.292335     6.049118
50938.50    -0.135203    -0.295430     5.902037
50938.75    -0.093858    -0.168445     5.261515
50939.00     0.205703     0.011713     5.223199
50939.25     0.281346     0.016734     4.533612
50939.50     0.459255     0.063191     3.704850
50939.75     0.520242    -0.006532     2.619499
50940.00     0.666141    -0.017548     2.701042
50940.25     0.619324     0.007051     1.707517
50940.50     0.633154     0.043951     1.238631
50940.75     0.567770    -0.032782     0.756581
50941.00     0.532671    -0.090024     1.256069
50941.25     0.505109    -0.131444     0.637517
50941.50     0.588000    -0.107080     0.232752
50941.75     0.505247    -0.106331    -0.121891
50942.00     0.578201    -0.030535     0.619561
50942.25     0.519857     0.018489    -0.466804
50942.50     0.581439     0.099695    -1.226891
50942.75     0.535988     0.072573    -1.786066
50943.00     0.506574     0.023789    -0.448513
50943.25     0.374532     0.065857    -0.762004
50943.50     0.323607     0.136226    -0.461455
50943.75     0.212010     0.141707     0.099070
50944.00     0.263417     0.133748     1.802297
50944.25     0.258137     0.173372     2.597092
50944.50     0.255662     0.217199     4.101224
50944.75     0.243984     0.148562     4.809180
50945.00     0.341422     0.069238     5.681123
50945.25     0.392639     0.047148     5.653426
50945.50     0.493552     0.056919     5.817890
50945.75     0.440404     0.032915     5.449251
50946.00     0.464028     0.015847     5.648075
50946.25     0.218887     0.061656     4.603800
50946.50     0.103821     0.237541     4.068294
50946.75     0.025043     0.395768     3.555043
50947.00     0.110938     0.503754     4.288552
50947.25     0.094460     0.508023     4.185770
50947.50     0.135829     0.506643     4.613170
50947.75     0.140547     0.474480     4.722963
50948.00     0.287216     0.434606     6.030946
50948.25     0.097657     0.210851     5.324671
50948.50     0.194124     0.224567     4.803999
50948.75     0.230047     0.087079     4.771151
50949.00     0.280078    -0.101431     5.655953
50949.25     0.163001    -0.374215     7.077426
50949.50    -0.146628    -0.615523     8.104756
50949.75    -0.497686    -0.773997     6.142530
50950.00    -0.381607    -0.518996     4.597370
50950.25    -0.322778    -0.373332     3.225049
50950.50    -0.177685    -0.182005     2.364862
50950.75    -0.048102    -0.084600     2.026483
50951.00     0.110391    -0.086036     3.028378
50951.25     0.153587    -0.084450     2.836305
50951.50     0.139905    -0.104673     2.940356
50951.75     0.056545    -0.224720     2.892753
50952.00     0.126541    -0.275463     3.506552
50952.25     0.033400    -0.393654     2.773520
50952.50     0.036911    -0.489493     2.191173
50952.75     0.018464    -0.581369     0.533189
50953.00     0.181438    -0.466922     0.291535
50953.25     0.164908    -0.403629    -0.309239
50953.50     0.197553    -0.331998    -0.899444
50953.75     0.151003    -0.340873    -1.310733
50954.00     0.259991    -0.221527    -0.531882
50954.25     0.249161    -0.217741    -1.024482
50954.50     0.297237    -0.110101    -1.363972
50954.75     0.236194    -0.025819    -1.046187
50955.00     0.292455     0.039797     0.225065
50955.25     0.241479     0.103994     0.156790
50955.50     0.291066     0.177065     0.227967
50955.75     0.250527     0.134355     0.135624
50956.00     0.270042     0.131033     1.250033
50956.25     0.238839     0.028403     0.583733
50956.50     0.335579     0.046612     0.019804
50956.75     0.357727    -0.023005    -0.412211
50957.00     0.482780    -0.084802     0.446839
50957.25     0.521814    -0.169444    -0.141101
50957.50     0.661153    -0.205283    -0.672934
50957.75     0.598199    -0.232344    -1.407546
50958.00     0.593677    -0.269426    -0.604656
50958.25     0.550003    -0.293182    -0.747896
50958.50     0.518296    -0.242234    -0.881707
50958.75     0.414349    -0.197913    -1.007636
50959.00     0.386382    -0.092758     0.208013
50959.25     0.284912    -0.006753     0.372655
50959.50     0.244931     0.069859     1.006034
50959.75     0.153034     0.077436     1.824399
50960.00     0.183154     0.125192     3.416213
50960.25     0.069197     0.003243     3.500888
50960.50     0.046740     0.030805     3.631152
50960.75     0.036969    -0.069931     3.607594
50961.00     0.238684    -0.152893     4.667385
50961.25     0.383287    -0.324994     4.541019
50961.50     0.336821    -0.479680     4.006676
50961.75     0.299830    -0.548236     2.662335
50962.00     0.417473    -0.614675     2.256584
50962.25     0.279127    -0.637916     0.775315
50962.50     0.166337    -0.529179    -0.142120
50962.75     0.031498    -0.309465    -0.808612
50963.00     0.147480    -0.088169     0.681829
50963.25     0.163703    -0.017086     0.951189
50963.50     0.330321     0.041603     1.981947
50963.75     0.536070    -0.154400     3.008973
50964.00     0.852209    -0.478192     3.771859
50964.25     0.723177    -0.742465     2.848945
50964.50     0.423206    -0.773164     2.280382
50964.75     0.093178    -0.686287     2.594856
50965.00     0.230833    -0.414016     4.771040
50965.25     0.413119    -0.377144     5.656564
50965.50     0.719729    -0.344995     6.538030
50965.75     0.978241    -0.459235     6.170549
50966.00     1.153973    -0.641656     6.090299
50966.25     1.062989    -0.881391     4.646327
50966.50     0.870214    -0.972623     3.795842
50966.75     0.585666    -1.074607     2.899797
50967.00     0.542406    -0.983854     3.122243
50967.25     0.348540    -0.969711     2.796186
50967.50     0.373232    -0.934012     3.006723
50967.75     0.447679    -0.870033     2.536760
50968.00     0.608613    -0.745741     2.918990
50968.25     0.616999    -0.765501     2.108864
50968.50     0.653957    -0.699240     1.298438
50968.75     0.634585    -0.729626     0.314574
50969.00     0.698639    -0.708536     0.275856
50969.25     0.592465    -0.760701    -0.636669
50969.50     0.555088    -0.725121    -1.243605
50969.75     0.417457    -0.730512    -1.946126
50970.00     0.374452    -0.647768    -1.620986
50970.25     0.244063    -0.634294    -1.976423
50970.50     0.226938    -0.574690    -2.108808
50970.75     0.142665    -0.512605    -2.692582
50971.00     0.174033    -0.424353    -1.762527
50971.25     0.133648    -0.395185    -2.064611
50971.50     0.142085    -0.288361    -2.447479
50971.75     0.079850    -0.199810    -2.485650
50972.00     0.149433    -0.069760    -1.492093
50972.25     0.081154    -0.027110    -1.838219
50972.50     0.058549     0.068122    -2.058828
50972.75    -0.060741     0.139958    -1.753950
50973.00    -0.027110     0.178379    -0.775940
50973.25    -0.166454     0.216447    -0.662927
50973.50    -0.207542     0.296866    -0.409211
50973.75    -0.343050     0.291437     0.360456
50974.00    -0.298513     0.366904     1.804732
50974.25    -0.354529     0.405373     2.249436
50974.50    -0.258417     0.513749     2.564088
50974.75    -0.154117     0.520285     3.457317
50975.00     0.099034     0.512707     4.819231
50975.25     0.250637     0.411602     5.208994
50975.50     0.393278     0.262208     5.838680
50975.75     0.386518     0.063111     5.486887
50976.00     0.417110    -0.032692     6.685594
50976.25     0.339410    -0.247632     6.212325
50976.50     0.302497    -0.351479     6.142366
50976.75     0.146631    -0.508778     5.310686
50977.00     0.105710    -0.483508     5.762688
50977.25     0.015323    -0.518065     4.845617
50977.50    -0.009728    -0.421759     4.816744
50977.75     0.056181    -0.362770     4.629704
50978.00     0.279884    -0.421819     5.439531
50978.25     0.420497    -0.520201     5.189257
50978.50     0.607966    -0.528748     4.960151
50978.75     0.631923    -0.596702     4.499116
50979.00     0.678009    -0.649745     5.017693
50979.25     0.694323    -0.675012     4.860845
50979.50     0.730220    -0.566856     5.274535
50979.75     0.715556    -0.428239     4.920788
50980.00     0.842226    -0.336226     5.406738
50980.25     0.907915    -0.321389     4.444869
50980.50     0.978108    -0.268950     3.846712
50980.75     0.983983    -0.245621     2.958374
50981.00     0.978176    -0.200626     2.816961
50981.25     0.908547    -0.138613     1.774203
50981.50     0.905991    -0.004180     1.155907
50981.75     0.812546     0.032203     0.595153
50982.00     0.834696     0.042035     1.077491
50982.25     0.793219     0.053366     1.246208
50982.50     0.900549     0.134691     2.133590
50982.75     0.893676     0.111750     2.791798
50983.00     0.938870     0.059799     4.051330
50983.25     0.856909    -0.064653     4.751872
50983.50     0.878973    -0.071025     5.772373
50983.75     0.702658    -0.081356     5.795070
50984.00     0.757346    -0.095371     6.674067
50984.25     0.590786    -0.124470     6.847617
50984.50     0.429647    -0.096525     7.095691
50984.75     0.294473    -0.132306     6.694386
50985.00     0.301124    -0.193716     6.624772
50985.25     0.147634    -0.290414     5.873270
50985.50     0.090459    -0.368151     5.548095
50985.75    -0.092916    -0.451794     4.137694
50986.00    -0.037957    -0.433073     3.680591
50986.25    -0.149379    -0.403581     2.461191
50986.50    -0.193776    -0.373407     1.913413
50986.75    -0.291364    -0.265563     0.724913
50987.00    -0.213421    -0.105158     1.347490
50987.25    -0.231378     0.021748     0.852722
50987.50    -0.193062     0.186510     0.890018
50987.75    -0.137610     0.339780     0.751736
50988.00    -0.016057     0.418505     2.302112
50988.25     0.038380     0.523157     2.744667
50988.50     0.132340     0.616479     3.634064
50988.75     0.101075     0.584341     3.813266
50989.00     0.198152     0.552333     5.074452
50989.25     0.228174     0.481491     4.883529
50989.50     0.232849     0.436997     4.937442
50989.75     0.168160     0.382258     3.915517
50990.00     0.257909     0.281513     4.425738
50990.25     0.286195     0.221226     3.495143
50990.50     0.382377     0.259909     3.219192
50990.75     0.493048     0.265759     2.736727
50991.00     0.539764     0.215046     3.695009
50991.25     0.465402     0.134838     3.820083
50991.50     0.471361     0.161425     4.007376
50991.75     0.449751     0.204923     3.437483
50992.00     0.476971     0.145694     4.238507
50992.25     0.354267     0.107613     4.304220
50992.50     0.351859     0.062807     4.710718
50992.75     0.242484    -0.110711     4.331472
50993.00     0.286543    -0.257107     4.343095
50993.25     0.267157    -0.454908     4.090247
50993.50     0.319255    -0.604944     3.735861
50993.75     0.452486    -0.740325     3.158347
50994.00     0.690036    -0.856816     3.257773
50994.25     0.740774    -0.894831     1.635159
50994.50     0.659311    -0.863305     0.493852
50994.75     0.605910    -0.839041    -0.560776
50995.00     0.504006    -0.715420     0.054956
50995.25     0.375292    -0.623905    -0.265057
50995.50     0.319798    -0.577186    -0.600469
50995.75     0.294719    -0.536715    -0.996653
50996.00     0.343631    -0.462003     0.049098
50996.25     0.260003    -0.410015    -0.115095
50996.50     0.266519    -0.335206    -0.337858
50996.75     0.354203    -0.374119    -0.542871
50997.00     0.432871    -0.348126    -0.565645
50997.25     0.415122    -0.336383    -1.275723
50997.50     0.393667    -0.301993    -2.046426
50997.75     0.217682    -0.252635    -2.739011
50998.00     0.208141    -0.195281    -2.207641
50998.25     0.103882    -0.124196    -2.638401
50998.50     0.082151    -0.028320    -2.821925
50998.75    -0.012816     0.021311    -2.713047
50999.00     0.084202     0.105480    -1.534777
50999.25     0.011828     0.161706    -1.434210
50999.50     0.062671     0.201969    -1.221758
50999.75     0.118233     0.158152    -1.291765
51000.00     0.164366     0.064657    -0.225803
51000.25     0.137325     0.015060    -0.599194
51000.50     0.169482    -0.013551    -1.038623
51000.75     0.099316    -0.033115    -1.386593
51001.00     0.124854    -0.075900    -0.570183
51001.25     0.057422    -0.079390    -0.407500
51001.50     0.092386    -0.106577    -0.313772
51001.75     0.068277    -0.221206    -0.976051
51002.00     0.129472    -0.218496    -0.099525
51002.25     0.065063    -0.279998    -0.760315
51002.50     0.100261    -0.310279    -1.071355
51002.75     0.071282    -0.298367    -1.628056
51003.00     0.175794    -0.275104    -0.626745
51003.25     0.150353    -0.219503    -0.818073
51003.50     0.160436    -0.180399    -1.042894
51003.75     0.108068    -0.199318    -1.915869
51004.00     0.087340    -0.131666    -0.500994
51004.25     0.022756    -0.037543    -0.610810
51004.50    -0.014045     0.035020    -0.592110
51004.75    -0.099706     0.018694    -0.483527
51005.00    -0.034257     0.019275     0.407588
51005.25    -0.128714     0.039072     0.465518
51005.50    -0.157898     0.088097     0.836220
51005.75    -0.190138     0.087481     1.234098
51006.00    -0.133092     0.033914     2.261921
51006.25    -0.188300     0.122968     3.241000
51006.50    -0.299105     0.133762     4.226696
51006.75    -0.411082     0.031901     4.874579
51007.00    -0.483467    -0.077514     6.079856
51007.25    -0.577652    -0.100691     6.410350
51007.50    -0.674036    -0.177825     6.216135
51007.75    -0.650568    -0.251393     5.322231
51008.00    -0.420802    -0.208877     5.544447
51008.25    -0.412629    -0.105927     4.781241
51008.50    -0.305043    -0.069264     4.387687
51008.75    -0.224639    -0.201529     4.029235
51009.00     0.023352    -0.383482     3.928744
51009.25     0.059518    -0.613845     2.474370
51009.50     0.123119    -0.710685     0.317916
51009.75     0.153710    -0.696488    -1.426183
51010.00     0.183202    -0.582340    -1.750692
51010.25     0.002358    -0.508635    -2.451439
51010.50    -0.075287    -0.450306    -3.042475
51010.75    -0.148831    -0.485660    -2.840109
51011.00    -0.048261    -0.445762    -1.426410
51011.25    -0.132640    -0.428817    -1.302548
51011.50    -0.174395    -0.409621    -1.213363
51011.75    -0.141904    -0.357354    -0.854635
51012.00    -0.064319    -0.276562     0.817002
51012.25    -0.096399    -0.198651     1.514944
51012.50    -0.080560    -0.135151     2.408434
51012.75    -0.108477    -0.230042     3.174738
51013.00    -0.048770    -0.342118     4.380075
51013.25    -0.058180    -0.447578     4.608173
51013.50    -0.045452    -0.535858     4.053697
51013.75    -0.085810    -0.503943     3.179908
51014.00     0.079674    -0.395646     3.328157
51014.25     0.081560    -0.306010     3.053529
51014.50     0.171722    -0.179614     3.369196
51014.75     0.173721    -0.246197     4.533178
51015.00     0.317984    -0.535394     5.389977
51015.25     0.325677    -0.769169     4.380344
51015.50     0.343414    -0.851867     3.060226
51015.75     0.204967    -0.825562     1.348847
51016.00     0.168161    -0.791335     1.169519
51016.25     0.005210    -0.815408     0.994525
51016.50    -0.033796    -0.830413     0.766259
51016.75    -0.041424    -0.884421     0.301778
51017.00     0.105523    -0.797080     0.711918
51017.25    -0.025771    -0.805755     0.363227
51017.50    -0.045007    -0.785604    -0.012499
51017.75    -0.062713    -0.713092    -0.589007
51018.00     0.036305    -0.505350    -0.305132
51018.25    -0.080683    -0.424382    -0.964968
51018.50    -0.110288    -0.304444    -1.609862
51018.75    -0.195297    -0.272708    -2.171835
51019.00    -0.151476    -0.144773    -1.309064
51019.25    -0.264807    -0.112214    -1.956449
51019.50    -0.324628    -0.026244    -2.488152
51019.75    -0.445826    -0.032206    -2.497706
51020.00    -0.461454    -0.095140    -1.184461
51020.25    -0.600909    -0.066059    -0.086522
51020.50    -0.645005    -0.332567     1.173958
51020.75    -0.575834    -0.650005     1.446744
51021.00    -0.389501    -0.768152     1.955107
51021.25    -0.486238    -0.849315     1.704087
51021.50    -0.485766    -0.881299     1.602040
51021.75    -0.457560    -0.831448     1.660081
51022.00    -0.266995    -0.699400     2.844962
51022.25    -0.177529    -0.832133     3.172767
51022.50    -0.126831    -1.012058     2.337372
51022.75    -0.132896    -1.024599     1.112604
51023.00    -0.014959    -0.895429     1.430629
51023.25    -0.016568    -0.825690     0.883172
51023.50     0.071620    -0.796776     0.451536
51023.75     0.136344    -0.771775    -0.303561
51024.00     0.276202    -0.695230    -0.214382
51024.25     0.232855    -0.636314    -1.300131
51024.50     0.233689    -0.532321    -2.224582
51024.75     0.130075    -0.474399    -3.155653
51025.00     0.135771    -0.306224    -2.614588
51025.25    -0.009736    -0.210222    -3.293083
51025.50    -0.082291    -0.095919    -3.683824
51025.75    -0.200095    -0.043105    -4.056450
51026.00    -0.169097     0.031063    -2.778653
51026.25    -0.230952     0.050673    -2.901293
51026.50    -0.248946     0.078351    -2.934210
51026.75    -0.185302    -0.032603    -3.380695
51027.00    -0.028146    -0.136233    -2.110732
51027.25     0.046608    -0.187840    -2.517685
51027.50     0.133157    -0.242209    -2.658136
51027.75     0.208633    -0.272988    -2.912577
51028.00     0.305932    -0.312415    -2.311187
51028.25     0.297623    -0.327095    -2.670076
51028.50     0.319484    -0.347922    -3.084438
51028.75     0.235096    -0.402664    -3.659869
51029.00     0.260557    -0.398435    -3.604389
51029.25     0.138648    -0.356966    -4.182468
51029.50     0.127331    -0.331104    -4.909449
51029.75     0.028422    -0.256757    -5.666347
51030.00    -0.000911    -0.251158    -4.757390
51030.25    -0.075140    -0.165186    -4.719035
51030.50    -0.106679    -0.092752    -4.960318
51030.75    -0.169009    -0.032908    -5.166847
51031.00    -0.092579    -0.008936    -3.776657
51031.25    -0.155927     0.032143    -3.235066
51031.50    -0.149831     0.097050    -2.688865
51031.75    -0.246035     0.163267    -2.279842
51032.00    -0.167944     0.179269    -0.691919
51032.25    -0.269013     0.242668    -0.553198
51032.50    -0.237387     0.281640    -0.328372
51032.75    -0.282171     0.326434    -0.235309
51033.00    -0.166907     0.315554     0.621509
51033.25    -0.258695     0.299855     0.461493
51033.50    -0.278678     0.268354     0.417769
51033.75    -0.368383     0.156202     0.415887
51034.00    -0.292668    -0.009319     1.440281
51034.25    -0.369126    -0.196722     1.247465
51034.50    -0.361740    -0.389702     0.301173
51034.75    -0.376930    -0.511233    -0.737915
51035.00    -0.171515    -0.484869    -0.202360
51035.25    -0.165331    -0.479732    -0.702278
51035.50    -0.071243    -0.448804    -1.219430
51035.75    -0.015369    -0.421227    -1.739087
51036.00     0.050447    -0.276212    -1.033044
51036.25     0.004667    -0.155556    -1.295163
51036.50    -0.027124    -0.032484    -1.643462
51036.75    -0.128882    -0.011986    -1.675720
51037.00    -0.087886     0.072645    -0.894781
51037.25    -0.191080     0.014326    -1.287883
51037.50    -0.272278    -0.050107    -1.385583
51037.75    -0.320493    -0.214431    -2.028215
51038.00    -0.165269    -0.262952    -1.560477
51038.25    -0.196048    -0.330963    -2.018121
51038.50    -0.190975    -0.410223    -1.784086
51038.75    -0.247715    -0.510782    -1.394772
51039.00    -0.132104    -0.544447    -0.032670
51039.25    -0.134044    -0.743745     0.127866
51039.50    -0.131970    -0.824615     0.168890
51039.75    -0.104481    -0.744724    -0.030424
51040.00    -0.006270    -0.515522     1.026437
51040.25    -0.155450    -0.402428     0.960625
51040.50    -0.202992    -0.251647     1.151630
51040.75    -0.239438    -0.105980     1.199422
51041.00    -0.089370     0.040474     2.460296
51041.25    -0.177859     0.205585     3.553690
51041.50    -0.245160     0.120359     4.212099
51041.75    -0.171990    -0.178356     3.756660
51042.00    -0.020481    -0.301899     3.242627
51042.25     0.014211    -0.289397     1.494042
51042.50    -0.046413    -0.187110    -0.220360
51042.75    -0.175212    -0.081337    -1.182425
51043.00    -0.212960     0.076425    -0.648964
51043.25    -0.304117     0.187864    -1.562548
51043.50    -0.336841     0.353910    -1.551081
51043.75    -0.419087     0.466388    -1.216468
51044.00    -0.336631     0.394940    -0.406007
51044.25    -0.384920     0.370894    -0.247291
51044.50    -0.414315     0.258474     0.234152
51044.75    -0.498518    -0.063568    -0.118183
51045.00    -0.385050    -0.313432     0.084710
51045.25    -0.371559    -0.450797    -1.363831
51045.50    -0.245188    -0.495223    -2.694141
51045.75    -0.290122    -0.462234    -4.292110
51046.00    -0.237302    -0.276070    -3.752988
51046.25    -0.260562    -0.138947    -4.703782
51046.50    -0.264953    -0.034095    -4.985792
51046.75    -0.257860     0.035985    -4.989529
51047.00    -0.209827     0.085520    -2.962462
51047.25    -0.266774     0.145310    -2.397491
51047.50    -0.228122     0.206172    -0.852284
51047.75    -0.222416     0.135379     0.362094
51048.00    -0.200967     0.045656     2.524287
51048.25    -0.181014    -0.067849     3.773354
51048.50    -0.174839    -0.271813     5.110570
51048.75    -0.231730    -0.431548     5.235307
51049.00    -0.040735    -0.470598     5.961143
51049.25    -0.022398    -0.501242     5.403965
51049.50    -0.007229    -0.507785     4.883491
