-----------------------------------------------
3D SITE DISPLACEMENT DUE TO ATMOSPHERIC LOADING
-----------------------------------------------
METEOROLOGICAL CENTER & DEGREE 1 :    NCEP_CMEA
CMEA : CENTER OF MASS OF THE EARTH + ATMOSPHERE
CME  : CENTER OF MASS OF THE SOLID EARTH  ALONE
SITE COORDINATES ACCORDING TO ITRF2000 SOLUTION
-----------------------------------------------
CREATOR EMAIL : PASCAL.GEGOUT@EOST.U-STRASBG.FR
-----------------------------------------------
HART        49718.000    1995     1     1     0
HART        52274.750    2001    12    31    18
HART      5084625.444  2670366.597 -2768493.928
51154.50    -2.710665    -2.056270     3.450269
51154.75    -2.845796    -2.472957     3.797318
51155.00    -2.965343    -2.593737     3.200066
51155.25    -3.232976    -2.277134     2.392268
51155.50    -3.152841    -1.680487     3.705572
51155.75    -3.431271    -2.066166     4.241201
51156.00    -3.331534    -2.295680     3.046582
51156.25    -3.510382    -2.102489     1.972328
51156.50    -3.377578    -1.509815     3.192968
51156.75    -3.515806    -1.878424     3.342409
51157.00    -3.261750    -1.984351     1.907930
51157.25    -3.471058    -1.805400     0.812785
51157.50    -3.001133    -1.405011     2.057985
51157.75    -2.578011    -1.863196     1.787816
51158.00    -2.317082    -1.968562     0.803728
51158.25    -2.498782    -1.701326     0.122184
51158.50    -2.190216    -1.083324     1.315186
51158.75    -1.897112    -1.527796     1.197114
51159.00    -1.729579    -1.649890     0.577167
51159.25    -1.929118    -1.469513    -0.309943
51159.50    -1.522650    -0.789777     1.456280
51159.75    -1.367342    -1.324046     1.797987
51160.00    -1.284350    -1.507270     1.087237
51160.25    -1.375135    -1.294928     0.223419
51160.50    -1.122434    -0.745572     1.880427
51160.75    -1.143184    -1.264561     2.464834
51161.00    -0.856896    -1.175632     1.373166
51161.25    -0.940965    -0.986267     0.431028
51161.50    -0.802780    -0.360345     1.906482
51161.75    -0.787662    -0.781466     2.229902
51162.00    -0.676301    -0.810387     1.503145
51162.25    -0.909111    -0.609834     0.428264
51162.50    -0.534862     0.188577     1.829147
51162.75    -0.453271    -0.320221     2.069055
51163.00    -0.262010    -0.418997     1.514515
51163.25    -0.359955    -0.324395     0.796321
51163.50    -0.139583     0.427899     1.930271
51163.75    -0.094327     0.017676     1.888668
51164.00     0.010092    -0.057330     0.852593
51164.25    -0.178680    -0.038628    -0.120617
51164.50     0.000514     0.596517     1.009507
51164.75     0.036116     0.164093     1.252124
51165.00     0.045631     0.170636     0.426303
51165.25    -0.346272     0.352576    -0.615680
51165.50    -0.210481     1.181334     0.520989
51165.75    -0.063237     0.872581     0.266059
51166.00     0.050449     0.777370    -0.076196
51166.25     0.000514     1.056237    -1.020014
51166.50     0.219469     1.862935     0.626375
51166.75     0.304007     1.466349     1.245605
51167.00     0.379568     1.238814     0.723679
51167.25     0.210658     1.174962     0.370226
51167.50     0.504056     1.648016     2.301300
51167.75     0.489887     1.096006     3.178597
51168.00     0.649665     0.840274     3.030763
51168.25     0.449207     0.832845     2.421116
51168.50     0.550038     0.999806     4.501431
51168.75     0.496882     0.375138     4.805294
51169.00     0.572124     0.167787     3.845426
51169.25     0.229260     0.266886     2.519519
51169.50     0.256880     0.661491     3.137658
51169.75    -0.002553     0.283776     3.090912
51170.00    -0.067851     0.117005     2.029697
51170.25    -0.539169     0.264423     0.850574
51170.50    -0.343363     0.853042     1.803610
51170.75    -0.321083     0.273619     1.633062
51171.00    -0.412120    -0.133216     1.217438
51171.25    -0.820562    -0.235713     0.239421
51171.50    -0.541022     0.320131     1.707385
51171.75    -0.443428    -0.369019     2.036397
51172.00    -0.340271    -0.669718     1.528064
51172.25    -0.663999    -0.852267     0.724400
51172.50    -0.232913    -0.284463     2.375333
51172.75    -0.260838    -0.911614     2.866623
51173.00    -0.230374    -1.244320     2.580586
51173.25    -0.438740    -1.224542     1.732873
51173.50    -0.108383    -0.782418     3.268199
51173.75    -0.008639    -1.373700     3.727880
51174.00     0.011858    -1.674548     3.474294
51174.25    -0.076431    -1.580869     2.296729
51174.50     0.097732    -1.118792     3.682701
51174.75     0.062101    -1.576438     4.103559
51175.00     0.196200    -1.949843     2.754970
51175.25    -0.143995    -1.776880     1.545773
51175.50    -0.042421    -1.307381     3.130743
51175.75    -0.189723    -1.789731     2.868320
51176.00    -0.181245    -1.865250     1.959194
51176.25    -0.557666    -1.645476     0.720306
51176.50    -0.311066    -1.001386     2.189104
51176.75    -0.210824    -1.337841     2.214919
51177.00    -0.090484    -1.520103     1.758702
51177.25    -0.279024    -1.208845     1.173397
51177.50    -0.271450    -0.641487     3.112431
51177.75    -0.410726    -1.095775     3.883062
51178.00    -0.430347    -1.345125     3.823387
51178.25    -0.935388    -1.218341     3.733195
51178.50    -0.586719    -0.575846     4.942048
51178.75    -0.597619    -1.136544     4.827584
51179.00    -0.658272    -1.376332     4.379525
51179.25    -1.005382    -1.224141     3.466657
51179.50    -1.053874    -0.578167     4.794076
51179.75    -1.196546    -0.837995     4.823723
51180.00    -1.398655    -0.905867     3.743463
51180.25    -1.822555    -0.723457     2.578501
51180.50    -1.762820    -0.045017     3.840062
51180.75    -1.644184    -0.446109     4.360215
51181.00    -1.963584    -0.810758     3.593362
51181.25    -2.206007    -0.642306     2.873246
51181.50    -2.123662    -0.148470     4.333939
51181.75    -1.904077    -0.578725     4.850498
51182.00    -1.725770    -0.682808     4.152187
51182.25    -1.895607    -0.657177     3.709963
51182.50    -1.653922    -0.032118     5.192436
51182.75    -1.525084    -0.521912     5.410179
51183.00    -1.388251    -0.718286     4.793231
51183.25    -1.600712    -0.569105     3.738932
51183.50    -1.344460     0.036149     4.776046
51183.75    -1.056853    -0.295268     5.056161
51184.00    -0.756694    -0.427204     4.223021
51184.25    -0.796069    -0.229010     3.229868
51184.50    -0.309986     0.370155     4.147838
51184.75     0.122551    -0.007146     4.018235
51185.00     0.342349    -0.240330     2.665117
51185.25     0.351707     0.082423     0.895295
51185.50     0.702755     0.809109     1.421608
51185.75     0.938130     0.386180     1.038699
51186.00     0.931371    -0.004575    -0.062465
51186.25     0.361843     0.110221    -0.590434
51186.50     0.489555     0.799650     0.908599
51186.75     0.269787     0.321984     2.150241
51187.00     0.150723    -0.025063     1.787730
51187.25    -0.257820     0.061301     1.755720
51187.50    -0.292892     0.458204     3.634579
51187.75    -0.449076    -0.115671     4.244999
51188.00    -0.779683    -0.511843     4.073732
51188.25    -1.234991    -0.471774     3.460667
51188.50    -1.410280    -0.308507     4.980098
51188.75    -1.560584    -0.915182     5.508597
51189.00    -1.451330    -1.520709     4.238813
51189.25    -1.883489    -1.545412     3.414297
51189.50    -1.708431    -1.346052     4.583221
51189.75    -1.527171    -1.983709     4.425521
51190.00    -1.344060    -2.263072     3.531353
51190.25    -1.668374    -2.158996     2.497380
51190.50    -1.509296    -1.630219     3.515945
51190.75    -1.340287    -1.958937     3.549234
51191.00    -1.232578    -2.111891     2.711867
51191.25    -1.432046    -1.700605     1.929456
51191.50    -1.218987    -1.076507     3.184514
51191.75    -1.087231    -1.305100     3.474616
51192.00    -0.844639    -1.440239     2.697280
51192.25    -0.827033    -1.297808     1.973674
51192.50    -0.444822    -0.733937     3.088638
51192.75    -0.213515    -1.313872     3.408451
51193.00     0.092867    -1.684606     2.053350
51193.25    -0.153861    -1.770327     1.053022
51193.50     0.224932    -1.484096     1.983288
51193.75     0.458006    -2.055553     2.230596
51194.00     0.556428    -2.465127     1.414753
51194.25     0.432475    -2.352140     0.332064
51194.50     0.685626    -1.822576     1.406806
51194.75     0.678168    -2.301595     1.735978
51195.00     0.528026    -2.289818     1.189242
51195.25     0.072087    -1.893790     0.641592
51195.50    -0.076920    -0.868853     2.303794
51195.75    -0.282231    -0.975115     2.909421
51196.00    -0.294139    -1.056282     2.088891
51196.25    -0.593156    -1.028474     1.611957
51196.50    -0.322404    -0.340723     3.099653
51196.75    -0.009039    -0.636776     3.884500
51197.00     0.229729    -0.687845     2.521256
51197.25     0.186170    -0.627776     1.734553
51197.50     0.737846     0.082531     2.454840
51197.75     1.141925    -0.584513     1.674940
51198.00     1.231744    -0.833494     1.271626
51198.25     1.108586    -0.601068     0.107032
51198.50     1.322547    -0.081376     0.790130
51198.75     1.288820    -0.607984     1.126744
51199.00     1.426295    -0.890694    -0.298368
51199.25     1.138584    -0.459218    -1.353237
51199.50     1.283196     0.398559    -0.879928
51199.75     1.135737     0.249153    -0.394842
51200.00     0.862037     0.063127    -1.748716
51200.25     0.327641     0.441229    -2.182065
51200.50     0.349764     1.119100    -0.954013
51200.75     0.119452     0.846827    -0.026235
51201.00     0.126606     0.496309    -0.775248
51201.25    -0.168978     0.581867    -1.016431
51201.50    -0.024953     0.824608     0.338697
51201.75     0.064442     0.172387     1.228127
51202.00     0.140806    -0.305059     0.638641
51202.25    -0.303419    -0.226219     0.238143
51202.50    -0.217311     0.253038     1.419284
51202.75    -0.168799    -0.143955     1.285137
51203.00    -0.323457    -0.561112     0.126413
51203.25    -0.723476    -0.344709    -0.862223
51203.50    -0.634434     0.375428     0.437688
51203.75    -0.480038     0.263040     0.627032
51204.00    -0.612844    -0.055808    -0.104424
51204.25    -0.703440     0.186019    -1.071579
51204.50    -0.388163     0.685621     0.627448
51204.75    -0.213459     0.274785     1.912017
51205.00     0.012562    -0.033432     1.499406
51205.25    -0.104204     0.159289     0.674100
51205.50    -0.031265     0.678382     2.132195
51205.75    -0.133395     0.118674     3.008862
51206.00    -0.160375    -0.410609     2.292013
51206.25    -0.682883    -0.376184     1.748102
51206.50    -0.720323     0.189445     3.046966
51206.75    -0.842513    -0.243016     3.201703
51207.00    -0.999885    -0.541300     1.953710
51207.25    -1.604912    -0.346060     0.942887
51207.50    -1.563615     0.332726     2.144920
51207.75    -1.856001     0.073006     2.540098
51208.00    -2.049397    -0.232442     1.707044
51208.25    -2.597516     0.068798     1.223932
51208.50    -2.737759     0.706318     3.033342
51208.75    -2.922753     0.414961     3.698314
51209.00    -2.911843     0.106537     3.229444
51209.25    -3.041202     0.213706     2.964265
51209.50    -2.708937     0.756183     4.257043
51209.75    -2.270163     0.115270     5.043925
51210.00    -1.846982    -0.464940     4.300807
51210.25    -1.946192    -0.621105     4.221319
51210.50    -1.594288    -0.222443     5.443793
51210.75    -1.312038    -0.828665     6.078543
51211.00    -1.186918    -1.293557     5.015757
51211.25    -1.320574    -1.263538     4.036488
51211.50    -0.942681    -0.925966     5.145694
51211.75    -0.525364    -1.513536     5.464374
51212.00    -0.415232    -1.934548     4.223364
51212.25    -0.657546    -1.751483     3.581716
51212.50    -0.448643    -0.817745     4.502711
51212.75    -0.254473    -0.973654     4.470030
51213.00    -0.050096    -0.995393     3.301168
51213.25    -0.177820    -0.570452     2.270644
51213.50     0.399692     0.250938     3.031351
51213.75     1.163664     0.044913     2.816033
51214.00     1.562934    -0.078863     2.167498
51214.25     1.467850     0.157785     1.628389
51214.50     1.766776     0.808310     2.691981
51214.75     1.822040     0.260406     3.326713
51215.00     1.745774    -0.357734     2.588836
51215.25     1.370926    -0.529509     2.226483
51215.50     1.507055    -0.177431     3.257655
51215.75     1.500236    -0.681750     3.539575
51216.00     1.345410    -1.184475     2.235415
51216.25     0.949938    -1.060304     1.185130
51216.50     0.925186    -0.556541     1.787915
51216.75     0.815674    -1.008164     1.789573
51217.00     0.615101    -1.281245     0.395028
51217.25     0.160381    -1.068708    -0.494921
51217.50     0.278599    -0.521534     0.305300
51217.75     0.357885    -0.894744     0.458942
51218.00     0.479944    -1.076568    -0.355465
51218.25     0.186461    -0.830479    -1.249346
51218.50     0.482535    -0.166005    -0.212127
51218.75     0.582583    -0.592856     0.350500
51219.00     0.583809    -1.026877    -0.078619
51219.25     0.134772    -1.139042    -0.155713
51219.50     0.183237    -0.579327     1.935703
51219.75    -0.121602    -1.129932     3.551112
51220.00    -0.446092    -1.449984     3.425166
51220.25    -1.096157    -1.392132     2.933234
51220.50    -1.276639    -0.818454     4.481373
51220.75    -1.408329    -1.423197     4.616768
51221.00    -1.304553    -1.633005     3.640980
51221.25    -1.662609    -1.539157     2.202156
51221.50    -1.422304    -0.883697     2.916409
51221.75    -1.229524    -1.223100     2.596866
51222.00    -1.205448    -1.395633     1.756214
51222.25    -1.420998    -1.115350     0.621569
51222.50    -0.949288    -0.270100     1.220547
51222.75    -0.925305    -0.575846     1.332124
51223.00    -0.784882    -0.588731     0.216629
51223.25    -0.889908    -0.351703    -0.947768
51223.50    -0.436379     0.231056    -0.380587
51223.75    -0.197182    -0.276017     0.524697
51224.00    -0.119278    -0.747205    -0.268758
51224.25    -0.349107    -0.555480    -0.760661
51224.50    -0.102361     0.067918     0.543139
51224.75    -0.019767    -0.395555     1.343692
51225.00    -0.030922    -0.754137     0.788585
51225.25    -0.312299    -0.607785     0.135841
51225.50    -0.056682    -0.127572     1.347011
51225.75     0.113152    -0.568230     2.284415
51226.00     0.073225    -1.008235     1.288080
51226.25    -0.245119    -0.880830     0.939605
51226.50    -0.068493    -0.536137     2.211969
51226.75     0.126364    -1.165691     2.800724
51227.00    -0.004834    -1.681604     1.862183
51227.25    -0.364334    -1.488722     1.555744
51227.50    -0.284560    -0.796251     2.661935
51227.75    -0.373458    -1.180302     3.198383
51228.00    -0.208160    -1.541966     2.076300
51228.25    -0.457868    -1.265301     1.204490
51228.50    -0.331700    -0.621274     2.223859
51228.75    -0.204659    -0.738189     2.768411
51229.00    -0.147718    -0.700682     1.816470
51229.25    -0.492101    -0.166653     1.231051
51229.50    -0.210018     0.711225     2.272609
51229.75    -0.048152     0.507395     2.110782
51230.00     0.135453     0.374256     1.302572
51230.25     0.131145     0.716294     0.257149
51230.50     0.522120     1.331290     1.379981
51230.75     0.842806     0.820532     1.545565
51231.00     1.138654     0.316726     0.334428
51231.25     1.039921     0.481377    -0.504735
51231.50     1.132167     0.876919     1.052153
51231.75     1.187230     0.433045     1.218306
51232.00     1.436857    -0.077280    -0.255092
51232.25     1.020911     0.052169    -0.976141
51232.50     1.266440     0.554787     0.345644
51232.75     1.263255     0.174167     1.007438
51233.00     1.166475    -0.329389     0.128833
51233.25     0.556392    -0.205339    -0.320032
51233.50     0.622086     0.205318     0.778418
51233.75     0.370037    -0.489162     1.362173
51234.00    -0.055675    -0.926350     1.038294
51234.25    -0.584951    -0.988585     0.285036
51234.50    -0.653045    -0.508320     1.773176
51234.75    -0.651272    -0.924631     2.397967
51235.00    -0.345415    -1.359980     1.776606
51235.25    -0.460274    -1.281784     1.431247
51235.50    -0.107267    -0.659608     3.169533
51235.75     0.261817    -1.099708     3.596233
51236.00     0.441389    -1.381454     2.709082
51236.25     0.144575    -1.227569     1.787706
51236.50     0.485357    -0.604586     3.075649
51236.75     0.546016    -1.092676     3.565711
51237.00     0.438256    -1.330155     2.877307
51237.25     0.017009    -1.240357     1.924098
51237.50     0.346910    -0.680415     3.023091
51237.75     0.269111    -1.162574     3.362464
51238.00     0.280289    -1.381132     2.360074
51238.25     0.241159    -1.182430     1.259866
51238.50     0.615855    -0.460231     2.019665
51238.75     0.797003    -0.787978     2.333320
51239.00     1.097300    -0.781240     1.358921
51239.25     0.807546    -0.408358     0.481033
51239.50     1.104051     0.350922     1.733284
51239.75     1.085663     0.265415     2.362288
51240.00     1.204013     0.236419     1.023591
51240.25     0.824808     0.394929     0.077457
51240.50     0.973166     0.866902     1.204846
51240.75     0.845656     0.314849     1.685030
51241.00     0.574134    -0.258739     1.184354
51241.25     0.047289    -0.090412     0.556516
51241.50    -0.065089     0.527609     2.254737
51241.75    -0.379371     0.008686     3.042743
51242.00    -0.514173    -0.279678     2.620801
51242.25    -1.153333     0.143385     2.203958
51242.50    -1.378691     0.765782     3.835377
51242.75    -1.856056     0.486660     4.841578
51243.00    -2.160055     0.141568     4.448435
51243.25    -2.859350     0.352955     3.584160
51243.50    -2.682394     0.948615     4.971535
51243.75    -2.706316     0.432305     5.175605
51244.00    -2.527864     0.149506     4.494552
51244.25    -2.881381     0.507049     3.415384
51244.50    -2.550000     1.125467     4.555553
51244.75    -2.366960     0.619231     4.649656
51245.00    -2.292134     0.312181     3.403797
51245.25    -2.532333     0.385163     2.186750
51245.50    -2.287806     0.717819     3.370111
51245.75    -1.957836     0.157486     3.510712
51246.00    -1.770750    -0.188361     2.258345
51246.25    -1.942273     0.012169     1.026262
51246.50    -1.682915     0.523303     2.070936
51246.75    -1.661456     0.133739     1.936614
51247.00    -1.479669    -0.185169     0.463875
51247.25    -1.750417    -0.018716    -0.534637
51247.50    -1.427880     0.796337     1.016765
51247.75    -1.343423     0.632101     1.348438
51248.00    -1.382152     0.357427     0.710918
51248.25    -1.759235     0.615407     0.119957
51248.50    -1.629302     1.238569     1.701308
51248.75    -1.680668     0.786277     2.604638
51249.00    -1.581626     0.493970     2.099692
51249.25    -1.957970     0.710381     1.576541
51249.50    -1.754438     1.140428     3.104015
51249.75    -1.875121     0.568728     3.881678
51250.00    -1.907685     0.133395     2.957165
51250.25    -2.428595     0.221809     2.095718
51250.50    -2.294630     0.798312     3.348277
51250.75    -2.390610     0.186987     3.160572
51251.00    -2.260422    -0.243611     1.935460
51251.25    -2.571510    -0.315700     1.093843
51251.50    -2.248588     0.264185     2.063594
51251.75    -1.982572    -0.201732     2.287466
51252.00    -1.735987    -0.538793     1.328686
51252.25    -1.948058    -0.600745     0.575721
51252.50    -1.604746     0.026291     1.963327
51252.75    -1.544144    -0.372098     2.511285
51253.00    -1.237726    -0.569021     2.224410
51253.25    -1.452761    -0.284194     1.462840
51253.50    -1.105831     0.298171     2.604270
51253.75    -1.113085    -0.143359     3.504270
51254.00    -1.205550    -0.496020     3.036963
51254.25    -1.516283    -0.160255     2.457440
51254.50    -1.315492     0.457266     3.752603
51254.75    -1.433107    -0.010588     4.253305
51255.00    -1.518517    -0.282805     3.184760
51255.25    -1.750607    -0.102047     2.222496
51255.50    -1.457803     0.547662     3.334810
51255.75    -1.264376     0.174230     3.744997
51256.00    -1.099005     0.028632     2.814683
51256.25    -1.115016     0.235133     1.908378
51256.50    -0.875298     0.959548     3.300746
51256.75    -0.679934     0.541925     3.409119
51257.00    -0.588451     0.487740     2.434951
51257.25    -0.767352     0.775666     1.762771
51257.50    -0.325077     1.426865     2.570452
51257.75    -0.122020     0.989032     2.716339
51258.00     0.229392     0.868630     1.529567
51258.25     0.233134     1.030687     0.560899
51258.50     0.786375     1.669015     1.455388
51258.75     0.953852     0.987418     1.700307
51259.00     1.315962     0.872377     0.619041
51259.25     0.983749     0.974921    -0.107081
51259.50     1.097453     1.408406     1.016833
51259.75     1.055348     0.900831     1.422808
51260.00     0.869771     0.380522     0.735578
51260.25     0.520190     0.445040    -0.352932
51260.50     0.791264     1.053131     0.668927
51260.75     0.753463     0.510053     0.739290
51261.00     0.391376    -0.065801     0.367855
51261.25    -0.134495     0.216543    -0.502436
51261.50    -0.073873     0.691796     0.692809
51261.75     0.055634     0.268121     0.880315
51262.00     0.235116    -0.103247    -0.049247
51262.25    -0.018624    -0.042524    -1.026090
51262.50     0.353703     0.417445    -0.094948
51262.75     0.474138    -0.441698     0.156131
51263.00     0.586026    -0.937683    -0.697769
51263.25     0.199766    -1.034027    -1.757548
51263.50     0.404871    -0.523657    -0.738533
51263.75     0.494786    -1.098594    -0.730810
51264.00     0.532408    -1.370887    -1.782733
51264.25     0.233897    -1.228020    -3.128965
51264.50     0.467784    -0.481763    -2.067311
51264.75     0.520611    -0.935111    -1.968510
51265.00     0.417232    -1.319318    -2.286113
51265.25    -0.023527    -1.226460    -2.992269
51265.50     0.133471    -0.586731    -1.377094
51265.75     0.148987    -0.852620    -0.638832
51266.00     0.216413    -0.997487    -0.978451
51266.25     0.026764    -0.689039    -1.877610
51266.50     0.504228     0.124017    -0.752971
51266.75     0.710113    -0.347189    -0.660945
51267.00     0.899274    -0.632319    -1.048467
51267.25     0.427667    -0.510081    -1.808958
51267.50     0.713225     0.232617    -0.483226
51267.75     0.687050    -0.387899    -0.778563
51268.00     0.528726    -0.828218    -1.317963
51268.25    -0.055597    -0.792583    -2.140199
51268.50     0.270809    -0.154019    -1.026613
51268.75     0.311435    -0.711930    -0.657031
51269.00     0.356296    -1.000731    -1.551668
51269.25    -0.190658    -0.820908    -2.180661
51269.50    -0.226571    -0.188118    -0.520636
51269.75    -0.275942    -0.519367    -0.093573
51270.00    -0.360583    -0.672168    -0.646103
51270.25    -0.810775    -0.431088    -1.219971
51270.50    -0.659337     0.325781     0.455065
51270.75    -0.457996    -0.019241     0.408844
51271.00    -0.491223    -0.205684    -0.250833
51271.25    -0.664385     0.034893    -1.034193
51271.50    -0.386084     0.713219     0.159962
51271.75    -0.239393     0.264738     0.276994
51272.00    -0.161277     0.000490    -0.661628
51272.25    -0.124253     0.054534    -1.758316
51272.50     0.171212     0.663078    -0.822292
51272.75     0.291818     0.260395    -0.823739
51273.00     0.274028     0.103595    -1.735711
51273.25    -0.083701     0.345492    -2.919527
51273.50     0.179483     0.960903    -2.047252
51273.75     0.393675     0.559854    -2.187092
51274.00     0.530659     0.249342    -2.929968
51274.25     0.374942     0.465383    -3.835997
51274.50     0.901519     1.153581    -2.563652
51274.75     1.222408     0.697430    -2.218354
51275.00     1.345384     0.297944    -2.358085
51275.25     1.233985     0.438400    -3.043818
51275.50     1.608091     1.131453    -1.560530
51275.75     1.768181     0.678098    -1.245303
51276.00     1.663362     0.330867    -1.337359
51276.25     1.345991     0.310459    -1.677457
51276.50     1.420372     0.818537    -0.178848
51276.75     1.336245     0.300940     0.330940
51277.00     1.209489    -0.112005    -0.020020
51277.25     0.784877    -0.017949    -0.931096
51277.50     1.071621     0.617493     0.073646
51277.75     1.060192     0.163129    -0.154304
51278.00     1.009964    -0.048311    -0.867256
51278.25     0.840253     0.234828    -2.239670
51278.50     1.053530     0.983258    -1.541206
51278.75     1.137801     0.757938    -2.098391
51279.00     1.053511     0.603582    -3.261080
51279.25     0.780852     0.860845    -4.817978
51279.50     1.170805     1.594855    -4.241856
51279.75     1.113508     1.143859    -4.506266
51280.00     1.263305     0.797066    -5.293685
51280.25     1.078123     0.942515    -6.422770
51280.50     1.331104     1.682470    -5.173898
51280.75     1.376378     1.098881    -4.796443
51281.00     1.275406     0.704106    -4.887438
51281.25     0.961837     0.722417    -5.496089
51281.50     1.160411     1.429672    -3.766127
51281.75     1.135521     0.836176    -3.141524
51282.00     0.836037     0.326887    -2.941081
51282.25     0.445636     0.288347    -3.130965
51282.50     0.677572     0.863452    -1.403535
51282.75     0.584407     0.369531    -0.479560
51283.00     0.375761    -0.000347    -0.397075
51283.25     0.020610     0.138866    -0.857220
51283.50     0.077831     0.771793     0.846038
51283.75     0.033356     0.387664     1.061570
51284.00    -0.021718     0.156665     0.743589
51284.25    -0.414465     0.258728    -0.214254
51284.50    -0.211842     0.841792     0.949465
51284.75    -0.089378     0.370552     0.849343
51285.00    -0.056157     0.184241     0.397393
51285.25    -0.327942     0.423735    -0.046647
51285.50    -0.235973     1.188463     1.295045
51285.75    -0.306659     0.801919     1.776699
51286.00    -0.588286     0.694652     2.011565
51286.25    -0.911251     0.854699     1.388304
51286.50    -0.889720     1.377525     2.359787
51286.75    -1.093248     0.870239     2.594042
51287.00    -1.216725     0.677845     2.193575
51287.25    -1.362759     0.731512     1.500257
51287.50    -0.834480     1.366979     2.478955
51287.75    -0.759350     0.812414     2.847013
51288.00    -0.548948     0.449349     2.474446
51288.25    -0.664727     0.363144     1.587013
51288.50    -0.324069     0.722976     2.944515
51288.75    -0.406730    -0.074403     3.067955
51289.00    -0.366770    -0.651307     2.107350
51289.25    -0.797513    -0.695603     0.685054
51289.50    -0.932370    -0.299730     1.074831
51289.75    -1.194321    -0.766524     0.289898
51290.00    -1.775057    -1.029429    -0.690244
51290.25    -2.320110    -0.606157    -1.659949
51290.50    -2.219002     0.347010    -0.475674
51290.75    -2.026329     0.322763    -0.144094
51291.00    -2.201380     0.162325     0.169170
51291.25    -2.307621     0.564385    -0.082440
51291.50    -2.005420     1.332788     1.588519
51291.75    -2.002590     0.918515     2.028101
51292.00    -2.192218     0.635419     1.922908
51292.25    -2.603451     0.677593     1.195422
51292.50    -2.462879     1.177298     2.244121
51292.75    -2.391760     0.415269     1.949402
51293.00    -2.370364    -0.020679     1.338202
51293.25    -2.686766    -0.273828    -0.379577
51293.50    -2.364891     0.144303     0.278335
51293.75    -2.104840    -0.511223    -0.239139
51294.00    -2.058918    -0.871567    -0.925485
51294.25    -2.205340    -0.772793    -2.365416
51294.50    -1.786581     0.012516    -1.518908
51294.75    -1.655985    -0.357191    -1.685259
51295.00    -1.573564    -0.451137    -2.070753
51295.25    -1.694100    -0.019359    -2.853051
51295.50    -1.364379     0.890276    -1.608455
51295.75    -1.283422     0.689175    -1.707525
51296.00    -1.483708     0.453232    -2.140573
51296.25    -1.786090     0.762508    -3.225184
51296.50    -1.535841     1.564102    -2.090878
51296.75    -1.386377     1.046867    -1.955969
51297.00    -1.300478     0.976754    -2.399521
51297.25    -1.486232     1.099830    -3.424199
51297.50    -1.169759     1.720708    -2.053445
51297.75    -1.014209     1.191161    -1.444753
51298.00    -0.881328     0.787811    -1.602278
51298.25    -1.011345     0.754655    -2.036373
51298.50    -0.645685     1.237230    -0.702200
51298.75    -0.348721     0.492653    -0.378872
51299.00    -0.169883     0.065670    -0.418657
51299.25    -0.173894     0.139549    -1.037762
51299.50     0.211969     0.625345     0.011903
51299.75     0.335863     0.046934     0.060969
51300.00     0.499739    -0.354920    -0.477726
51300.25     0.293162    -0.264622    -1.320006
51300.50     0.533770     0.180564    -0.254827
51300.75     0.481905    -0.420509    -0.090997
51301.00     0.521087    -0.632167    -0.549739
51301.25     0.093133    -0.492761    -1.247904
51301.50     0.467812    -0.015810    -0.218238
51301.75     0.559600    -0.613077    -0.281874
51302.00     0.511378    -0.930797    -0.226541
51302.25     0.168610    -0.820831    -0.547381
51302.50     0.193230    -0.213022     0.792272
51302.75     0.125953    -0.745751     0.786918
51303.00    -0.202903    -0.918726     0.659775
51303.25    -0.613682    -0.544037    -0.496343
51303.50    -0.710255     0.157560     0.291204
51303.75    -0.806528    -0.194431    -0.203521
51304.00    -1.101527    -0.355431    -1.302303
51304.25    -1.262809    -0.080592    -2.727206
51304.50    -0.791475     0.597931    -1.973870
51304.75    -0.607983     0.168657    -1.870146
51305.00    -0.648739    -0.131052    -1.813177
51305.25    -0.764310     0.031740    -2.676201
51305.50    -0.449284     0.734695    -0.941090
51305.75    -0.266909     0.287135    -0.238988
51306.00    -0.426933    -0.020053     0.089469
51306.25    -0.747387     0.114819    -0.509902
51306.50    -0.594544     0.623012     0.413724
51306.75    -0.495292     0.013914     0.005073
51307.00    -0.857890    -0.349095     0.140484
51307.25    -1.155474    -0.285216    -1.198394
51307.50    -0.933058     0.407304    -0.369083
51307.75    -0.762017    -0.061504    -0.921286
51308.00    -0.911298    -0.337341    -1.491139
51308.25    -1.120980    -0.161867    -2.512310
51308.50    -0.757300     0.572773    -1.426515
51308.75    -0.572444     0.208431    -1.449141
51309.00    -0.435961     0.168975    -1.971743
51309.25    -0.481890     0.482431    -2.977456
51309.50     0.022126     1.258637    -1.729454
51309.75     0.180011     0.875295    -1.424567
51310.00     0.189781     0.635250    -1.274203
51310.25     0.137721     0.737725    -2.229376
51310.50     0.254537     1.298187    -0.896748
51310.75     0.131689     0.691863    -1.296843
51311.00    -0.191138     0.402009    -1.342767
51311.25    -0.534598     0.554166    -2.173847
51311.50    -0.453947     1.323982    -1.107448
51311.75    -0.439252     1.061501    -1.362585
51312.00    -0.649681     0.976644    -1.549572
51312.25    -0.923074     1.356591    -2.268310
51312.50    -0.600992     2.103285    -0.747917
51312.75    -0.510578     1.677965    -0.066740
51313.00    -0.488562     1.537271     0.058391
51313.25    -0.789656     1.492156    -0.772958
51313.50    -0.567841     1.923937     0.496308
