_LRT_EF_COVERAGE_SRC_SIC_EZ.REGISTRY_ID,V_LRT_EF_COVERAGE_SRC_SIC_EZ.SIC_CODE,V_LRT_EF_COVERAGE_SRC_SIC_EZ.STATE_CODE,V_LRT_EF_COVERAGE_SRC_SIC_EZ.POSTAL_CODE,V_LRT_EF_COVERAGE_SRC_SIC_EZ.BVFLAG,V_LRT_EF_COVERAGE_SRC_SIC_EZ.LATITUDE,V_LRT_EF_COVERAGE_SRC_SIC_EZ.LONGITUDE,V_LRT_EF_COVERAGE_SRC_SIC_EZ.COLLECT_MTH_CODE,V_LRT_EF_COVERAGE_SRC_SIC_EZ.SOURCE_CODE,V_LRT_EF_COVERAGE_SRC_SIC_EZ.REF_POINT_CODE,V_LRT_EF_COVERAGE_SRC_SIC_EZ.HDATUM_CODE
110004798425,7941,OR,97227,Y,45.5495,-122.6742,,,,
110014277219,1521,OR,97524,N,42.465434,-122.788835,,,,
110000488124,2436,OR,97338,N,44.914975,-123.312804,,,,
110004807059,4013,OR,97321,N,44.640799,-123.0956,,,,
110004789916,3843,OR,97132,N,45.315185,-122.950087,,,,
110014087709,0751,OR,97838,N,45.875492,-119.294172,,,,
110004772354,7216,OR,970629459,N,45.382432,-122.759399,,,,
110014087353,8361,OR,97739,N,43.703354,-121.517443,,,,
110004772381,5093,OR,97321-3266,N,44.629659,-123.099063,,,,
110014276407,3792,OR,97015-9046,N,45.404099,-122.533897,,,,
110006853583,8071,OR,97801,N,45.673156,-118.769651,,,,
110004807727,3594,OR,97218,N,45.569844,-122.601442,,,,
110015260117,5231,OR,97213,N,45.537126,-122.617634,,,,
110004772452,4214,OR,970629576,N,45.378824,-122.770847,,,,
110004807683,3679,OR,97503,N,42.427262,-122.87576,,,,
110004807371,5541,OR,97478,N,44.045773,-122.963253,,,,
110004807399,5541,OR,97005,N,45.47653,-122.799609,,,,
110020685640,5541,OR,97321,Y,44.5557,-123.0618,,,,
110006115319,5541,OR,97520,Y,42.185099,-122.673,,,,
110004806639,7216,OR,97005,N,45.491151,-122.790429,,,,
110004788356,7532,OR,97402,N,44.047458,-123.147962,,,,
110004772648,2421,OR,976035733,N,42.205327,-121.75044,,,,
110004778571,2741,OR,97402,N,44.053888,-123.107644,,,,
110001659679,3471,OR,97501,N,42.318051,-122.868467,,,,
110004776494,3577,OR,97208,N,45.520043,-122.671904,,,,
110001654941,3272,OR,975022810,N,42.375256,-122.887265,,,,
110001657163,5093,OR,97101,N,45.116648,-123.206271,,,,
110006430503,7532,OR,973332218,Y,44.5392,-123.2799,,,,
110004806666,2752,OR,97401,N,44.055452,-123.098634,,,,
110004806666,2791,OR,97401,N,44.055452,-123.098634,,,,
110004807077,4924,OR,97220,N,45.562811,-122.535891,,,,
110020034023,2511,OR,97801,N,45.666675,-118.807294,,,,
110001653336,2037,OR,97305,N,45.03,-122.5739,,,,
110007740720,7216,OR,97005,N,45.488178,-122.806504,,,,
110004791994,4151,OR,97005,N,45.476635,-122.784551,,,,
110004773807,2679,OR,97338,N,44.921193,-123.311045,,,,
110007738831,3699,OR,97227,N,45.537954,-122.674478,,,,
110014230590,8331,OR,97214,N,45.509071,-122.659771,,,,
110001654996,4961,OR,97503,N,42.431762,-122.859044,,,,
110000487401,4226,OR,97210,N,45.546663,-122.718905,,,,
110004772899,3911,OR,972192823,N,45.46844,-122.692845,,,,
110014226195,5511,OR,97402,N,44.054946,-123.128966,,,,
110004783583,7217,OR,97214,N,45.508482,-122.622692,,,,
110014223893,8331,OR,97060,N,45.516722,-122.340549,,,,
110014282187,8062,OR,97504,Y,42.316699,-122.82859,,,,
110012175911,5813,OR,97124,N,45.548667,-122.899877,,,,
110004808414,2842,OR,97230,N,45.537193,-122.474077,,,,
110004787534,0721,OR,97882,Y,45.915199,-119.2883,,,,
110006430727,7389,OR,97007,Y,45.4973,-122.9016,,,,
110014217702,5541,OR,97023,Y,45.283799,-122.33159,,,,
110007736548,9511,OR,97209,N,45.529306,-122.686412,,,,
110014222135,2099,OR,97220,N,45.575626,-122.575835,,,,
110014274515,4613,OR,97062,Y,45.372599,-122.76309,,,,
110014220137,5541,OR,97838,N,45.850804,-119.310962,,,,
110000487777,5169,OR,97227,N,45.540217,-122.673784,,,,
110014219176,4952,OR,97452,N,43.916337,-122.782889,,,,
110004773086,4923,OR,97321,N,44.609998,-123.111953,,,,
110000487081,5169,OR,97140,N,45.367913,-122.822549,,,,
110014126025,7549,OR,97203,N,45.624332,-122.734345,,,,
110014212360,1542,OR,97266,N,45.498107,-122.552556,,,,
110004788677,7532,OR,97030,N,45.51106,-122.455036,,,,
110006114061,8744,OR,97731,Y,43.2297,-121.7872,,,,
110014310156,4952,OR,97063,N,45.228346,-121.273273,,,,
110014209196,6515,OR,97405,N,44.002094,-123.00184,,,,
110004808423,4953,OR,97330,N,44.699365,-123.223901,,,,
110004788695,4212,OR,97070,N,45.332161,-122.783621,,,,
110004773371,1752,OR,972026348,N,45.469334,-122.652996,,,,
110014143854,5541,OR,97223,N,45.414506,-122.790751,,,,
110004773816,5172,OR,972111295,N,45.596001,-122.663674,,,,
110014205546,9512,OR,97444,Y,42.159999,-124.23,,,,
110016621547,4952,OR,97526,N,42.436973,-123.279476,,,,
110004773291,5541,OR,97217,N,45.569938,-122.695645,,,,
110004788702,3993,OR,972247027,N,45.394846,-122.755295,,,,
110014201844,4952,OR,97020,Y,45.2199,-122.81,,,,
110016621592,2011,OR,97111,N,45.305213,-123.205409,,,,
110006661772,4952,OR,97487,N,44.047907,-123.36679,,,,
110006695987,4952,OR,97456,N,44.329274,-123.370452,,,,
110014308659,7032,OR,97401,Y,43.941899,-124.114,,,,
110014308739,4952,OR,97420,N,43.339347,-124.361891,,,,
110004788720,5013,OR,97402,N,44.055278,-123.129256,,,,
110014199679,1442,OR,97383,Y,44.799999,-122.76,,,,
110014308016,5015,OR,97203,N,45.61155,-122.761987,,,,
110014196887,1521,OR,97452,Y,43.92,-122.78,,,,
110014307963,6515,OR,97459,N,43.487967,-124.216798,,,,
110004773754,2434,OR,97223,N,45.439122,-122.779546,,,,
110012258387,9511,OR,97220,N,45.567262,-122.536471,,,,
110014192541,1541,OR,97071,Y,45.1291,-122.8666,,,,
110014193112,6515,OR,97022,Y,45.331099,-122.2458,,,,
110014189911,9711,OR,97756,Y,44.2541,-121.1333,,,,
110014189957,4952,OR,97428,Y,43.726199,-123.2061,,,,
110014169363,5211,OR,97230,N,45.561129,-122.532985,,,,
110014189001,7538,OR,97501,N,42.331142,-122.872611,,,,
110014187646,4952,OR,97060,Y,45.5191,-122.334,,,,
110014187646,5812,OR,97060,Y,45.5191,-122.334,,,,
110004774085,7699,OR,972183429,N,45.561326,-122.591128,,,,
110014305545,8211,OR,97045,N,45.302685,-122.541932,,,,
110014304984,4952,OR,97103,Y,46.145,-123.7752,,,,
110012175788,8211,OR,97024,N,45.53149,-122.456462,,,,
110014304779,4952,OR,97141,Y,45.5067,-123.8644,,,,
110014180171,5172,OR,97123,Y,45.31,-122.59,,,,
110016654501,3716,OR,97408,N,44.147355,-123.057421,,,,
110004788882,8211,OR,97321,Y,44.6323,-123.1054,,,,
110014177577,4952,OR,97013,N,45.172646,-122.716662,,,,
110004774110,0783,OR,97217,N,45.568915,-122.712494,,,,
110000816671,2819,OR,97210,Y,45.5788,-122.7583,,,,
110014172787,4212,OR,97345,Y,44.405,-122.5924,,,,
110007741202,0721,OR,97477,N,44.059407,-122.985504,,,,
110014172670,4213,OR,0,Y,44.280799,-117.2122,,,,
110014303388,5812,OR,97603,N,42.206463,-121.732611,,,,
110014171886,5399,OR,97824,N,45.31,-117.81,,,,
110014171886,5411,OR,97824,N,45.31,-117.81,,,,
110014303459,0721,OR,97914,Y,44.0238,-117.01,,,,
110001653434,4961,OR,97305,N,45.048715,-122.96025,,,,
110004788935,4911,OR,97720,N,43.578791,-119.061692,,,,
110014170869,1459,OR,0,Y,44.794899,-117.5972,,,,
110014171056,2421,OR,97846,Y,45.395499,-117.2261,,,,
110014171314,7534,OR,97402,N,44.052189,-123.122099,,,,
110014171412,0721,OR,97918,Y,44.021599,-117.0079,,,,
110004774156,7513,OR,97330,N,44.574182,-123.258544,,,,
110014303093,4581,OR,97801,Y,45.6901,-118.8411,,,,
110014169817,1041,OR,0,Y,44.886899,-117.5424,,,,
110014170039,4925,OR,97301,Y,44.943899,-123.0421,,,,
110014169540,0721,OR,97914,Y,44.021799,-117.0083,,,,
110014023298,4953,OR,97830,N,44.687851,-120.07225,,,,
110014302833,4213,OR,0,Y,44.949199,-117.84999,,,,
110011636122,4953,OR,97393,Y,44.838799,-123.6586,,,,
110014167294,5983,OR,97401,N,44.052157,-123.095763,,,,
110014167294,2021,OR,97401,N,44.052157,-123.095763,,,,
110014166473,1099,OR,0,Y,44.565199,-117.19629,,,,
110014302566,4941,OR,97030,Y,45.5422,-122.4588,,,,
110004821426,2999,OR,97051,N,45.875633,-122.812241,,,,
110014274123,8713,OR,97216-3159,N,45.514946,-122.554129,,,,
110009343512,3499,OR,97386,N,44.405326,-122.683682,,,,
110009343512,7539,OR,97386,N,44.405326,-122.683682,,,,
110004777340,1731,OR,97205,N,45.522324,-122.679324,,,,
110014164812,4953,OR,97532,Y,42.456099,-123.3652,,,,
110014163742,1611,OR,97701,Y,44.069299,-121.3068,,,,
110014163779,5261,OR,97062,N,45.386738,-122.809717,,,,
110014163779,4953,OR,97062,N,45.386738,-122.809717,,,,
110014162501,4961,OR,97119,N,45.42245,-123.076151,,,,
110014302003,1611,OR,97701,Y,44.065899,-121.3083,,,,
110004816682,6512,OR,97212,N,45.548469,-122.650395,,,,
110004788971,7542,OR,97338,N,44.922332,-123.315645,,,,
110014162912,4953,OR,97080,N,45.442155,-122.395384,,,,
110014163065,2421,OR,97016,N,46.121596,-123.201725,,,,
110009306232,3432,OR,97124,N,45.578651,-122.90337,,,,
110014301843,4789,OR,97141,Y,45.4635,-123.8442,,,,
110014162253,7549,OR,97141,N,45.454515,-123.844041,,,,
110014162280,5541,OR,97738,Y,43.573399,-119.07559,,,,
110014160834,5541,OR,97627,N,42.17,-121.97,,,,
110014160889,7999,OR,0,Y,45.329799,-121.6534,,,,
110014161628,5171,OR,97918,N,43.986388,-117.237866,,,,
110014151693,4952,OR,97051,N,45.861777,-122.802764,,,,
110014160629,4613,OR,97203,N,45.603333,-122.766313,,,,
110014160727,2084,OR,97501,N,42.290007,-122.845512,,,,
110001655628,2911,OR,97404,N,44.097511,-123.109775,,,,
110014160790,5541,OR,97627,Y,42.1259,-121.9301,,,,
110014301424,4911,OR,0,Y,44.1527,-121.3362,,,,
110007736673,0851,OR,97103,Y,46.1116,-123.49469,,,,
110014159463,5171,OR,97914,N,44.016975,-116.960595,,,,
110014159533,9199,OR,97844,N,45.895586,-119.497717,,,,
110014159962,9999,OR,97738,N,43.5499,-119.0801,,,,
110014188716,9999,OR,97738,N,43.555154,-119.078819,,,,
110014160059,9999,OR,97738,N,43.556068,-119.082277,,,,
110014157232,4911,OR,97217,Y,45.5536,-122.6752,,,,
110014157429,4953,OR,,Y,43.783499,-121.4466,,,,
110014157526,1021,OR,0,Y,44.8412,-118.4286,,,,
110014157651,9199,OR,97014,Y,45.6935,-121.7669,,,,
110014154413,4953,OR,97058,N,45.62784,-121.202979,,,,
110014157928,3171,OR,97467,Y,43.6799,-124.1802,,,,
110002368919,2052,OR,97008,N,45.475277,-122.792641,,,,
110014156901,9199,OR,97801,N,45.669125,-118.79925,,,,
110014157009,9999,OR,97220,Y,45.5672,-122.554,,,,
110014157054,2421,OR,0,Y,44.5424,-123.6921,,,,
110014156206,9512,OR,97626,Y,42.771099,-122.0643,,,,
110016621761,1041,OR,97840,N,45.059454,-116.80062,,,,
110014300666,2421,OR,97601,N,42.221831,-121.781348,,,,
110014155261,9512,OR,0,Y,42.637,-120.8191,,,,
110014154128,4213,OR,97845,Y,44.421199,-119.001,,,,
110014154208,6531,OR,97231,N,45.599256,-122.784513,,,,
110014277166,8299,OR,97103,Y,46.1116,-123.49469,,,,
110014153245,2674,OR,97210,N,45.548301,-122.713893,,,,
110004819199,0291,OR,97814,N,44.65044,-117.791427,,,,
110014152095,1041,OR,0,Y,44.794899,-118.4762,,,,
110014300201,1044,OR,0,Y,44.8269,-118.2056,,,,
110014152148,1044,OR,0,Y,44.8153,-118.22539,,,,
110013799014,1044,OR,0,Y,44.854799,-118.105,,,,
110009306562,1044,OR,97877,Y,44.820399,-118.2133,,,,
110014300238,2421,OR,97883-9616,N,45.209292,-117.871527,,,,
110014152807,1041,OR,0,Y,44.8111,-118.287,,,,
110014300309,1041,OR,0,Y,44.8207,-118.2593,,,,
110004789042,5511,OR,97401,N,44.059626,-123.08136,,,,
110014151826,2421,OR,97817,Y,44.589799,-118.5138,,,,
110014150738,3273,OR,97756,N,44.262093,-121.154958,,,,
110014149821,2436,OR,97625,Y,42.234299,-121.5253,,,,
110014149947,2421,OR,97733,Y,43.437899,-121.7257,,,,
110014150042,2879,OR,97633,Y,42.0178,-121.5603,,,,
110014299874,1041,OR,0,Y,44.917299,-117.4689,,,,
110004774628,5531,OR,97756,N,44.242751,-121.193759,,,,
110014149536,4013,OR,97828,N,45.425074,-117.281329,,,,
110013966903,7216,OR,97850-2517,N,45.326584,-118.095643,,,,
110014148243,5171,OR,97812,Y,45.708599,-120.1844,,,,
110014148500,5171,OR,97827,Y,45.567,-117.9175,,,,
110014299561,5171,OR,97065,Y,45.5936,-120.7016,,,,
110014147609,5171,OR,97601,N,42.22295,-121.772888,,,,
110014299419,4581,OR,97603,N,42.158263,-121.745208,,,,
110014147725,7216,OR,97814,N,44.781719,-117.816102,,,,
110014147878,7216,OR,97701,Y,44.050899,-121.3327,,,,
110014148083,5171,OR,97031,N,45.711435,-121.524626,,,,
110014146860,5171,OR,97913,N,43.883552,-117.005929,,,,
110014300602,4013,OR,97907,N,44.352699,-117.2641,,,,
110014146316,5171,OR,97801,N,45.6671,-118.797991,,,,
110014145353,7216,OR,97756,N,44.281524,-121.17435,,,,
110014298946,3273,OR,97914,N,44.067501,-117.013602,,,,
110014145503,5171,OR,97862,N,45.939683,-118.394606,,,,
110014145674,2951,OR,0,Y,44.481699,-120.4101,,,,
110006538498,2493,OR,97701,N,44.083599,-121.304,,,,
110006430558,5211,OR,97007,N,45.493584,-122.867195,,,,
110016650774,9199,OR,97202-1006,N,45.50481,-122.654742,,,,
110004774744,3713,OR,972182343,N,45.56834,-122.608193,,,,
110004774771,3441,OR,972271613,N,45.541936,-122.673828,,,,
110004794429,3799,OR,97227,N,45.536826,-122.675451,,,,
110004774986,7532,OR,977022601,N,44.020495,-121.312879,,,,
110004775020,8299,OR,971412427,N,45.454579,-123.839581,,,,
110001657350,3479,OR,97062,N,45.379421,-122.773335,,,,
110001657350,3585,OR,97062,N,45.379421,-122.773335,,,,
110004774879,9512,OR,974592000,N,43.41533,-124.251213,,,,
110001657083,3499,OR,97062,N,45.378277,-122.805785,,,,
110004788230,7538,OR,97219,N,45.471168,-122.671628,,,,
110001656663,2493,OR,97868,N,45.476274,-118.835261,,,,
110014318700,1429,OR,97368,Y,44.8872,-122.08159,,,,
110014141437,4952,OR,97053,N,45.831556,-122.841455,,,,
110014239831,5172,OR,97818,N,45.837318,-119.698982,,,,
110014141767,4952,OR,97739,N,43.701345,-121.498743,,,,
110000487456,1541,OR,97210,N,45.571613,-122.748937,,,,
110001133540,2499,OR,97321,N,44.624993,-123.108441,,,,
110000488222,3494,OR,974011824,N,44.073894,-123.100329,,,,
110014137184,4952,OR,97413,Y,44.219999,-122.2366,,,,
110006853342,3089,OR,97266,N,45.451355,-122.571786,,,,
110014136675,9621,OR,97014,Y,45.38,-121.56999,,,,
110014318666,1623,OR,97756,Y,44.276299,-121.1674,,,,
110001656967,4961,OR,97116,N,45.517125,-123.115539,,,,
110014296760,7033,OR,97630,Y,42.484099,-120.2811,,,,
110014273954,5093,OR,97015,N,45.415526,-122.55867,,,,
110004772522,9999,OR,976019539,N,42.198419,-121.820969,,,,
110004787623,8711,OR,97408,N,44.096058,-123.096299,,,,
110014130289,1541,OR,97016,Y,46.1663,-123.1613,,,,
110014130289,4952,OR,97016,Y,46.1663,-123.1613,,,,
110014128194,4952,OR,97041,Y,45.32,-121.6299,,,,
110014127738,5541,OR,97306,N,44.873614,-123.024957,,,,
110012257093,7261,OR,97051,N,45.864391,-122.805148,,,,
110004787687,2899,OR,97321,N,44.67297,-123.066894,,,,
110014294799,5541,OR,97266,N,45.458568,-122.579055,,,,
110014122662,2084,OR,97132,N,45.309486,-123.023386,,,,
110014122680,6515,OR,97394,N,44.414371,-124.028695,,,,
110006696432,4952,OR,97038,N,45.155194,-122.611083,,,,
110004774325,8412,OR,97214,N,45.508969,-122.665729,,,,
110004774334,9199,OR,97124,N,45.523377,-122.989743,,,,
110014293460,5541,OR,97062,N,45.378705,-122.775832,,,,
110004787758,5511,OR,972162499,N,45.519054,-122.559209,,,,
110014293246,9999,OR,97739,N,43.708908,-121.505572,,,,
110004774361,5541,OR,97479,N,43.386311,-123.335178,,,,
110014292755,4952,OR,97365,N,44.601986,-124.009881,,,,
110014112959,5541,OR,97914,Y,44.031199,-116.9594,,,,
110004787767,4924,OR,97034,N,45.390435,-122.744749,,,,
110014292470,1521,OR,97124,Y,45.529699,-122.9036,,,,
110014076533,5541,OR,97448,Y,44.197699,-123.20229,,,,
110014290891,1611,OR,97380,Y,44.736899,-123.8516,,,,
110016622001,9999,OR,97814,Y,44.781599,-117.8297,,,,
110016622074,1542,OR,97009,N,45.446593,-122.485302,,,,
110016622074,4952,OR,97009,N,45.446593,-122.485302,,,,
110016643890,0921,OR,97014,N,45.640787,-121.927681,,,,
110014100392,3674,OR,97124,Y,45.5454,-122.9075,,,,
110014100524,4952,OR,97522,N,42.546971,-122.570092,,,,
110014098608,5171,OR,97031,N,45.711974,-121.522783,,,,
110014289260,4214,OR,97217,N,45.572021,-122.708923,,,,
110014225971,7532,OR,97210,N,45.523229,-122.694486,,,,
110014087727,1542,OR,97023,N,45.294564,-122.334782,,,,
110016622868,1041,OR,,Y,44.8547,-118.3981,,,,
110014083106,1041,OR,,Y,44.993899,-117.2885,,,,
110014083124,1041,OR,97814,Y,44.771299,-118.0986,,,,
110013798480,1041,OR,97877,Y,44.8637,-118.2701,,,,
110004784608,5149,OR,97222,N,45.428012,-122.597498,,,,
110014082615,5093,OR,97203,N,45.612557,-122.771418,,,,
110014082125,7532,OR,97339,Y,44.5375,-123.2583,,,,
110000488605,2439,OR,975030400,N,42.427225,-122.873315,,,,
110014080528,5044,OR,97002,N,45.238366,-122.748178,,,,
110014285264,0723,OR,97632,N,42.031303,-121.442946,,,,
110014076640,5172,OR,97024-9710,N,45.544871,-122.455365,,,,
110014076212,2084,OR,97132,N,45.352041,-123.07237,,,,
110000488393,4231,OR,97438,N,43.980319,-122.882533,,,,
110000488393,2491,OR,97438,N,43.980319,-122.882533,,,,
110014071994,1521,OR,97131,N,45.721606,-123.89542,,,,
110014245664,5541,OR,97401,N,44.080071,-123.067783,,,,
110014214965,4953,OR,97526,N,42.498287,-123.385855,,,,
110014068597,1429,OR,974XX,Y,43.1616,-123,,,,
110000488678,2511,OR,975263432,N,42.462443,-123.325489,,,,
110010429492,1429,OR,973899707,N,44.558333,-123.1,,,,
110014066802,4225,OR,97146,Y,46.1443,-123.8732,,,,
110014066278,3295,OR,97005,Y,45.5,-122.8,,,,
110014281865,7353,OR,97015-9730,N,45.422229,-122.573956,,,,
110014065411,1521,OR,97007,N,45.462037,-122.858836,,,,
110014063912,1521,OR,97530,N,42.312438,-122.970365,,,,
110000488071,3578,OR,973304239,N,44.588957,-123.241082,,,,
110016623572,1041,OR,97907,Y,44.644399,-117.1086,,,,
110004772773,3229,OR,97229,N,45.529309,-122.826007,,,,
110004772773,3231,OR,97229,N,45.529309,-122.826007,,,,
110016644719,1521,OR,97504,Y,42.389299,-122.8656,,,,
110016624517,1542,OR,97136,N,45.595994,-123.947158,,,,
110004777581,0851,OR,97424,N,43.783528,-123.027391,,,,
110016625491,5812,OR,97051,N,45.837065,-122.838461,,,,
110014145941,5084,OR,97601,N,42.223229,-121.772893,,,,
110016625954,6514,OR,97470,N,43.365809,-123.396042,,,,
110016625311,9711,OR,97640,Y,43.005,-120.0374,,,,
110016645022,9711,OR,97707,Y,43.884099,-121.4374,,,,
110000894532,4952,OR,97402,N,44.091719,-123.158315,,,,
110016626944,7537,OR,97266,N,45.452793,-122.579076,,,,
110004777901,2869,OR,97402,N,44.05034,-123.140654,,,,
110014214607,3339,OR,97477,N,44.044602,-122.998608,,,,
110007389593,1429,OR,97115,Y,45.2684,-123.0414,,,,
110004778660,2796,OR,97209,N,45.523223,-122.680098,,,,
110000487679,2021,OR,972211044,N,45.478887,-122.73978,,,,
110000487679,5143,OR,972211044,N,45.478887,-122.73978,,,,
110004779062,3449,OR,97209,N,45.535683,-122.688694,,,,
110014214466,5211,OR,97862,Y,45.9666,-118.3836,,,,
110014214144,3111,OR,97338,N,44.925205,-123.320347,,,,
110016651407,2421,OR,97885,N,45.590032,-117.575153,,,,
110016651416,2436,OR,97426,N,43.912844,-123.016127,,,,
110014214242,2992,OR,97210,N,45.550248,-122.728298,,,,
110014213911,7261,OR,97701,Y,44.0927,-121.2936,,,,
110014213948,9199,OR,97501,N,42.323674,-122.877557,,,,
110004786946,3498,OR,97211,N,45.580248,-122.637671,,,,
110004786946,3499,OR,97211,N,45.580248,-122.637671,,,,
110014214037,0723,OR,97020,Y,45.2166,-122.8408,,,,
110014214037,4221,OR,97020,Y,45.2166,-122.8408,,,,
110001657966,0721,OR,97741,N,44.650771,-121.1313,,,,
110001657966,4221,OR,97741,N,44.650771,-121.1313,,,,
110001657966,5191,OR,97741,N,44.650771,-121.1313,,,,
110004782021,7999,OR,97205,N,45.522308,-122.690656,,,,
110004782165,8211,OR,97027,N,45.394167,-122.584355,,,,
110014213573,4952,OR,97045,N,45.344352,-122.494899,,,,
110001653407,2951,OR,97301,N,44.91367,-122.979761,,,,
110001653407,3273,OR,97301,N,44.91367,-122.979761,,,,
110000618047,4953,OR,973053899,N,44.972258,-122.957248,,,,
110000618047,4952,OR,973053899,N,44.972258,-122.957248,,,,
110000618047,1611,OR,973053899,N,44.972258,-122.957248,,,,
110000488589,5171,OR,97501,N,42.33803,-122.884372,,,,
110001655325,2434,OR,97526,N,42.43463,-123.320356,,,,
110004782691,3559,OR,97015,N,45.41007,-122.531344,,,,
110014096744,2429,OR,97526,N,42.434945,-123.307691,,,,
110014213243,1442,OR,97070,N,45.302935,-122.775074,,,,
110004783146,2431,OR,97701,N,44.052546,-121.303913,,,,
110014213289,5153,OR,97203,N,45.608917,-122.767738,,,,
110000894621,2893,OR,97217,N,45.610301,-122.695075,,,,
110004787222,7216,OR,97201,N,45.506236,-122.684285,,,,
110011582073,2841,OR,97227,N,45.537796,-122.672355,,,,
110014273491,2421,OR,97754,Y,44.3179,-120.8446,,,,
110001655227,1442,OR,97503,N,42.496111,-122.868621,,,,
110007169410,3295,OR,97814,Y,44.766599,-117.82129,,,,
110007169410,3273,OR,97814,Y,44.766599,-117.82129,,,,
110014212565,7218,OR,97230,N,45.553773,-122.51789,,,,
110016628336,6519,OR,97224,N,45.40044,-122.749065,,,,
110000543608,5191,OR,97303,N,45.049832,-122.993291,,,,
110004785661,7338,OR,97030,N,45.510036,-122.435326,,,,
110016651513,5093,OR,97217,N,45.605832,-122.693034,,,,
110004785885,7539,OR,97211,N,45.587494,-122.662637,,,,
110001654264,1521,OR,97070,N,45.312286,-122.790471,,,,
110014212217,4953,OR,97420,N,43.388342,-124.260879,,,,
110004788631,7532,OR,97526,N,42.439635,-123.329773,,,,
110011634794,4961,OR,97071,N,45.154502,-122.828406,,,,
110028049859,4961,OR,97503,N,42.43634,-122.850723,,,,
110011637363,5093,OR,97266,N,45.451418,-122.577623,,,,
110004789275,4783,OR,97217,N,45.589537,-122.681645,,,,
110004786125,4522,OR,97124,N,45.532229,-122.945082,,,,
110014211860,2411,OR,97402,N,44.061936,-123.139182,,,,
110014211655,4953,OR,97622,Y,42.4059,-121.0455,,,,
110014211218,4953,OR,97405,N,44.017906,-123.041147,,,,
110014273222,4953,OR,97526,N,42.514428,-123.395484,,,,
110014225383,7033,OR,97381,N,45.004015,-122.800548,,,,
110014210950,7353,OR,97503,Y,42.4294,-122.8741,,,,
110014273188,2435,OR,97022,N,45.338254,-122.345923,,,,
110004786429,2086,OR,97232,N,45.529264,-122.640318,,,,
110014273160,3692,OR,97210,N,45.542546,-122.698868,,,,
110014210530,5063,OR,97214,N,45.519904,-122.660728,,,,
110006114463,5511,OR,97520,N,42.223127,-122.744,,,,
110006114463,7538,OR,97520,N,42.223127,-122.744,,,,
110000486527,3559,OR,97007,N,45.493542,-122.8813,,,,
110014210308,2421,OR,97370,N,44.540505,-123.379868,,,,
110007738350,3537,OR,978019207,N,45.661937,-118.874213,,,,
110014226845,3295,OR,97138,N,45.95,-123.9196,,,,
110007738617,4961,OR,97868,N,45.487996,-118.833717,,,,
110001655432,2436,OR,97601,N,42.264919,-121.811967,,,,
110001658153,2759,OR,97402,N,44.054137,-123.153577,,,,
110004785064,3732,OR,97524,N,42.553835,-122.8481,,,,
110014209490,8211,OR,97005,N,45.493753,-122.794349,,,,
110016654663,2411,OR,97358,N,44.741364,-122.549934,,,,
110001656333,3273,OR,97202,N,45.50409,-122.661772,,,,
110000488302,2835,OR,974029144,N,44.041771,-123.183816,,,,
110006661291,3825,OR,97229,N,45.526845,-122.822435,,,,
110014209034,7521,OR,97210,Y,45.5411,-122.7063,,,,
110000488696,2435,OR,97526,N,42.4373,-123.316,,,,
110000875615,2435,OR,97503,N,42.438327,-122.856069,,,,
110000486714,3324,OR,970458299,N,45.328869,-122.580243,,,,
110014208400,3273,OR,97034,N,45.417795,-122.662605,,,,
110014272376,4953,OR,97103,N,46.187137,-123.830117,,,,
110014208357,3556,OR,97402,N,44.057319,-123.117413,,,,
110014207848,9199,OR,97401,N,44.054132,-123.092725,,,,
110014207982,8062,OR,97367,Y,44.9833,-123.99939,,,,
110014279093,5191,OR,97914,N,44.021357,-116.964639,,,,
110014225230,3087,OR,97224,N,45.418231,-122.749778,,,,
110001656119,4961,OR,97232,N,45.526889,-122.653588,,,,
110013298957,8211,OR,97216,N,45.509779,-122.556445,,,,
110014207624,7216,OR,97202,N,45.492749,-122.652235,,,,
110014272116,4953,OR,97211,N,45.579,-122.654084,,,,
110014207054,8211,OR,97236,Y,45.4887,-122.509,,,,
110004798489,4961,OR,97217,N,45.584236,-122.681408,,,,
110014206563,0723,OR,97838,Y,45.75,-119.2055,,,,
110004798531,8211,OR,97005,Y,45.5154,-122.7659,,,,
110014206652,7699,OR,97008,N,45.462699,-122.779294,,,,
110007738298,2037,OR,97886,N,45.819389,-118.425304,,,,
110001654932,2951,OR,97501,Y,42.383299,-122.845,,,,
110012278169,3273,OR,97132,N,45.298705,-122.984326,,,,
110014205788,1442,OR,97128,Y,45.116599,-123.0986,,,,
110014205831,2421,OR,97424,N,43.763211,-123.074354,,,,
110001654399,3273,OR,97056,N,45.76328,-122.877906,,,,
110001656805,2951,OR,97058,N,45.61233,-121.197618,,,,
110004799585,4924,OR,97365,N,44.58467,-123.964297,,,,
110001654727,2436,OR,97479,N,43.389216,-123.318171,,,,
110014224838,7699,OR,97210,N,45.540295,-122.712447,,,,
110014205528,4961,OR,97469,N,42.972622,-123.35038,,,,
110014205564,3295,OR,97141-9280,N,45.523735,-123.824716,,,,
110006115033,3444,OR,97405,Y,43.978299,-123.01049,,,,
110014147574,3599,OR,97381,N,45.006,-122.793852,,,,
110000537232,5191,OR,97882,N,45.917111,-119.349084,,,,
