-----------------------------------------------
3D SITE DISPLACEMENT DUE TO ATMOSPHERIC LOADING
-----------------------------------------------
METEOROLOGICAL CENTER & DEGREE 1 :   ECMWF_CMEA
CMEA : CENTER OF MASS OF THE EARTH + ATMOSPHERE
CME  : CENTER OF MASS OF THE SOLID EARTH  ALONE
SITE COORDINATES ACCORDING TO ITRF2000 SOLUTION
-----------------------------------------------
CREATOR EMAIL : PASCAL.GEGOUT@EOST.U-STRASBG.FR
-----------------------------------------------
MATH        49718.000    1995     1     1     0
MATH        52274.750    2001    12    31    18
MATH     -2443215.352 -4706037.477  3533477.600
50741.75    -0.731404     0.219322    -2.231658
50742.00    -0.840867     0.164844    -1.198649
50742.25    -1.197925     0.200596    -1.813348
50742.50    -1.030479    -0.037174    -1.578925
50742.75    -1.183143     0.409127    -2.601387
50743.00    -1.137782     0.348961    -1.023814
50743.25    -1.412054     0.391931    -1.232693
50743.50    -1.015141     0.083344    -0.579947
50743.75    -1.239581     0.443924    -1.318017
50744.00    -1.243969     0.346028    -0.062488
50744.25    -1.541785     0.328806     0.065481
50744.50    -1.259478     0.034424     0.478667
50744.75    -1.535012     0.420636    -0.239375
50745.00    -1.542014     0.303485     0.985291
50745.25    -1.911446     0.330146     0.816359
50745.50    -1.633151     0.032378     1.407464
50745.75    -1.755089     0.583998    -0.082423
50746.00    -1.630948     0.514096     0.729933
50746.25    -1.951581     0.696634    -0.485275
50746.50    -1.678724     0.472624    -0.504630
50746.75    -1.797437     1.019018    -2.048242
50747.00    -1.691670     0.985370    -1.072507
50747.25    -1.990211     1.128117    -1.828578
50747.50    -1.752827     0.791725    -1.241201
50747.75    -1.956723     1.298948    -2.233574
50748.00    -1.989736     1.179244    -0.773274
50748.25    -2.327304     1.231142    -0.818438
50748.50    -2.066999     0.962014    -0.326233
50748.75    -2.468512     1.393671    -1.198859
50749.00    -2.373134     1.217764     0.158640
50749.25    -2.644289     1.220232    -0.218866
50749.50    -2.405839     0.974559    -0.099851
50749.75    -2.576227     1.486252    -1.113226
50750.00    -2.472128     1.352698     0.053522
50750.25    -2.726597     1.397688    -0.666598
50750.50    -2.466871     1.001180    -0.148180
50750.75    -2.533429     1.402853    -1.299037
50751.00    -2.488333     1.193144     0.003939
50751.25    -2.603142     1.196341    -0.571011
50751.50    -1.994109     0.815030    -0.002672
50751.75    -1.985931     1.256765    -1.043893
50752.00    -1.863191     1.017609     0.364211
50752.25    -1.927160     0.921619     0.218015
50752.50    -1.455907     0.445976     0.712979
50752.75    -1.350644     0.771318    -0.622820
50753.00    -0.940394     0.392993     0.501594
50753.25    -0.934377     0.320049    -0.313075
50753.50    -0.477442    -0.030656    -0.309959
50753.75    -0.423528     0.503332    -2.014460
50754.00    -0.229041     0.310609    -0.911464
50754.25    -0.315878     0.355819    -1.673827
50754.50     0.134402     0.061629    -1.272531
50754.75     0.059868     0.616690    -2.512029
50755.00     0.225454     0.553438    -0.982141
50755.25     0.091504     0.637881    -0.760598
50755.50     0.449869     0.349128    -0.140394
50755.75     0.291989     0.927034    -1.175670
50756.00     0.344641     0.850763     0.050206
50756.25     0.101031     0.888143    -0.147092
50756.50     0.403333     0.562928     0.255478
50756.75     0.336704     0.985754    -0.941516
50757.00     0.523204     0.830661     0.351344
50757.25     0.375729     0.817772     0.057340
50757.50     0.609908     0.523014     0.385143
50757.75     0.472707     1.013884    -0.886654
50758.00     0.707806     0.886919     0.183150
50758.25     0.677924     0.904562    -0.186405
50758.50     1.107476     0.581222     0.301825
50758.75     0.936881     0.978868    -0.564428
50759.00     1.084700     0.854732     0.788443
50759.25     0.922621     0.857597     0.590600
50759.50     1.087691     0.610129     0.707135
50759.75     0.762127     0.958388    -0.412189
50760.00     0.693517     0.758402     0.800127
50760.25     0.327574     0.713436     0.290581
50760.50     0.570806     0.382273     0.931761
50760.75     0.536653     0.714129     0.217085
50761.00     0.729627     0.490407     1.703097
50761.25     0.673719     0.446168     1.475416
50761.50     1.268773     0.159516     1.935272
50761.75     1.190050     0.647558     1.027194
50762.00     1.327958     0.538731     2.377575
50762.25     1.061545     0.607739     2.383935
50762.50     1.333986     0.280576     3.329144
50762.75     1.116909     0.704456     2.753967
50763.00     1.150415     0.495610     4.360191
50763.25     0.828065     0.489439     4.250570
50763.50     1.068782     0.168989     4.828396
50763.75     0.934676     0.550834     3.938568
50764.00     0.973833     0.392909     5.065600
50764.25     0.642189     0.433851     4.680261
50764.50     0.963091     0.074625     5.249916
50764.75     0.792569     0.357247     4.320915
50765.00     0.787737     0.187371     5.044695
50765.25     0.521806     0.176872     4.308614
50765.50     0.752212    -0.172592     4.724969
50765.75     0.597331     0.341356     3.301454
50766.00     0.653405     0.205082     4.133246
50766.25     0.338359     0.245292     3.079327
50766.50     0.573301    -0.072175     3.096689
50766.75     0.362078     0.531058     1.220062
50767.00     0.433119     0.476857     1.712332
50767.25     0.273687     0.677690     0.346572
50767.50     0.695222     0.454689     0.192270
50767.75     0.733028     0.976316    -1.524115
50768.00     0.931448     0.775585    -0.543609
50768.25     0.587656     0.841404    -1.241397
50768.50     1.010183     0.446809    -0.795118
50768.75     0.843664     0.841001    -2.047368
50769.00     0.930691     0.667256    -0.715584
50769.25     0.711098     0.627928    -0.973602
50769.50     1.102749     0.274152    -0.343312
50769.75     0.998751     0.698153    -1.584205
50770.00     1.073971     0.579156    -0.425916
50770.25     0.915075     0.603872    -0.756758
50770.50     1.405338     0.294098    -0.226225
50770.75     1.312917     0.775662    -1.324165
50771.00     1.548791     0.666774     0.172025
50771.25     1.352134     0.730647     0.232751
50771.50     1.792860     0.419689     1.137912
50771.75     1.835282     0.849063     0.115378
50772.00     2.043042     0.653560     1.286851
50772.25     1.829448     0.644259     1.046860
50772.50     2.095961     0.340145     1.480075
50772.75     1.800596     0.821526     0.225189
50773.00     1.792264     0.714747     1.322577
50773.25     1.325127     0.846058     0.973409
50773.50     1.388333     0.455905     1.767031
50773.75     1.021743     0.787645     1.167432
50774.00     1.090511     0.630482     2.497067
50774.25     0.781476     0.700585     2.183899
50774.50     1.053541     0.409012     2.469051
50774.75     0.964705     0.871818     1.158722
50775.00     1.086230     0.706508     2.587307
50775.25     0.777898     0.728614     2.445845
50775.50     0.990266     0.360874     3.300053
50775.75     0.939841     0.753393     2.135569
50776.00     1.110925     0.610436     2.766178
50776.25     0.918231     0.690976     1.791262
50776.50     1.270306     0.403511     1.797719
50776.75     1.110684     0.845249     0.292169
50777.00     1.212905     0.701842     1.214031
50777.25     0.958679     0.752020     0.745049
50777.50     1.339246     0.403961     1.112978
50777.75     1.180247     0.904863     0.250773
50778.00     1.225388     0.856678     1.758286
50778.25     0.610414     1.008963     2.236759
50778.50     0.503268     0.717110     4.068719
50778.75    -0.146835     1.087678     4.276552
50779.00    -0.317744     0.850113     5.900506
50779.25    -0.761312     0.916014     5.456552
50779.50    -0.556727     0.559915     5.605810
50779.75    -0.785884     0.962817     3.552539
50780.00    -0.602767     0.861509     3.785393
50780.25    -0.809027     0.963433     2.436666
50780.50    -0.491497     0.657249     2.593275
50780.75    -0.724479     1.092603     1.003014
50781.00    -0.749638     1.008059     1.825730
50781.25    -1.118195     1.217608     0.881127
50781.50    -0.751591     0.902543     1.299618
50781.75    -0.853650     1.405069     0.338807
50782.00    -0.700606     1.313526     1.866540
50782.25    -0.880213     1.362838     2.012574
50782.50    -0.447760     0.981029     3.079069
50782.75    -0.476579     1.288484     2.569338
50783.00    -0.324948     1.011961     3.882267
50783.25    -0.430567     0.914145     3.384027
50783.50    -0.115189     0.507724     3.643492
50783.75    -0.115397     0.803856     2.852121
50784.00     0.113129     0.646784     3.888718
50784.25     0.118450     0.667308     3.292009
50784.50     0.610800     0.283410     3.527511
50784.75     0.743591     0.689944     1.586152
50785.00     0.979581     0.569035     2.097843
50785.25     0.865711     0.619853     1.226589
50785.50     1.142012     0.330102     1.209095
50785.75     1.149685     0.717178    -0.288735
50786.00     1.410730     0.599622     0.577766
50786.25     1.214168     0.687690     0.003105
50786.50     1.339717     0.469285     0.575592
50786.75     1.033929     0.909869    -0.280393
50787.00     0.880841     0.878667     0.910819
50787.25     0.437386     0.980475     0.785154
50787.50     0.433255     0.761931     1.583183
50787.75    -0.033102     1.286639     0.457068
50788.00    -0.071417     1.171743     2.020752
50788.25    -0.404624     1.250409     2.105420
50788.50    -0.260999     0.906371     3.374915
50788.75    -0.538023     1.224386     2.800148
50789.00    -0.424633     1.007593     4.452543
50789.25    -0.647017     0.896406     4.455459
50789.50    -0.281174     0.512062     5.136714
50789.75    -0.227410     0.907646     3.752165
50790.00     0.115211     0.778374     4.950690
50790.25    -0.034099     0.692857     4.418923
50790.50     0.471413     0.310739     4.429634
50790.75     0.591130     0.648632     2.889139
50791.00     0.860419     0.459580     3.535865
50791.25     0.749544     0.493441     2.274753
50791.50     1.341762     0.127991     1.924445
50791.75     1.359996     0.619587    -0.692519
50792.00     1.632678     0.453120    -0.289440
50792.25     1.570070     0.523244    -1.433557
50792.50     1.947385     0.211579    -1.312532
50792.75     1.936518     0.667012    -3.139347
50793.00     2.252057     0.499951    -2.229625
50793.25     2.140922     0.582264    -3.144943
50793.50     2.411662     0.285785    -2.746034
50793.75     2.305504     0.802739    -4.213479
50794.00     2.234338     0.750939    -3.390706
50794.25     1.777822     0.903380    -4.451605
50794.50     1.800414     0.645326    -3.752833
50794.75     1.428555     1.020837    -4.762856
50795.00     1.304463     0.929077    -3.200742
50795.25     0.771921     1.028212    -3.458604
50795.50     0.765975     0.814963    -2.237930
50795.75     0.333268     1.219206    -3.187628
50796.00     0.238502     1.147787    -1.585548
50796.25    -0.206246     1.236317    -1.360126
50796.50    -0.175498     1.008343    -0.179909
50796.75    -0.549337     1.408575    -0.610217
50797.00    -0.556322     1.299214     0.875116
50797.25    -0.844401     1.208121     0.963927
50797.50    -0.388653     0.815481     1.692040
50797.75    -0.366920     1.106655     0.739402
50798.00    -0.169673     0.972737     1.695816
50798.25    -0.291702     1.000909     1.098825
50798.50     0.209873     0.647064     1.412606
50798.75     0.307594     0.993905     0.182377
50799.00     0.902702     0.720415     1.605197
50799.25     1.087443     0.592189     1.555409
50799.50     1.693711     0.065219     2.397926
50799.75     1.684641     0.210839     1.632018
50800.00     1.831034    -0.058978     2.939734
50800.25     1.463213    -0.125693     2.957388
50800.50     1.603723    -0.483895     3.596541
50800.75     1.328605    -0.132422     2.574845
50801.00     1.455641    -0.251234     3.492202
50801.25     1.284008    -0.147350     2.807206
50801.50     1.632533    -0.276283     2.819893
50801.75     1.511602     0.250410     1.070143
50802.00     1.567624     0.311682     1.951835
50802.25     1.240600     0.465842     1.412643
50802.50     1.361620     0.204600     2.422456
50802.75     0.996264     0.733572     1.589753
50803.00     0.909419     0.623590     3.028170
50803.25     0.345791     0.572470     3.603267
50803.50     0.494623     0.219964     4.475945
50803.75     0.414803     0.491476     4.173810
50804.00     0.782161     0.304153     5.649937
50804.25     0.730858     0.277592     5.471186
50804.50     1.159589    -0.067638     6.098769
50804.75     1.124135     0.461391     4.516250
50805.00     1.149431     0.467672     4.788116
50805.25     0.819131     0.626541     3.411687
50805.50     0.956313     0.349011     3.417580
50805.75     0.537397     0.769988     1.928894
50806.00     0.394865     0.630157     2.830365
50806.25    -0.017431     0.513327     2.854525
50806.50     0.309101     0.162082     3.363586
50806.75     0.257991     0.479214     2.519897
50807.00     0.538828     0.408130     3.729994
50807.25     0.553414     0.419218     3.115360
50807.50     1.101840     0.184407     2.834422
50807.75     1.127824     0.666092     0.696542
50808.00     1.409823     0.713599     0.610063
50808.25     1.387158     0.866932    -0.598356
50808.50     1.745549     0.687780    -0.965808
50808.75     1.700607     1.219726    -2.976707
50809.00     1.902093     1.219665    -2.374727
50809.25     1.640709     1.244063    -2.659458
50809.50     1.795332     0.846466    -2.038327
50809.75     1.459667     1.087422    -2.673682
50810.00     1.562524     0.956546    -1.075143
50810.25     1.303365     1.013100    -1.461665
50810.50     1.646509     0.795164    -1.244149
50810.75     1.280208     1.301269    -2.633903
50811.00     1.403822     1.272837    -1.350904
50811.25     1.126198     1.312576    -1.642735
50811.50     1.395254     0.935957    -0.691340
50811.75     1.103724     1.212573    -1.398156
50812.00     1.115371     1.060903     0.117252
50812.25     0.688616     0.968418     0.066728
50812.50     0.968939     0.576057     0.685131
50812.75     0.798660     0.909923    -0.459123
50813.00     0.875716     0.830781     0.604939
50813.25     0.482758     0.883926     0.041771
50813.50     0.670011     0.650797     0.015214
50813.75     0.366099     0.974946    -1.157181
50814.00     0.422467     0.847288     0.168669
50814.25     0.071497     0.788544     0.306820
50814.50     0.277315     0.429894     1.406137
50814.75     0.156212     0.758890     0.938016
50815.00     0.296375     0.655860     2.425186
50815.25    -0.015479     0.626423     2.832204
50815.50     0.221459     0.341118     3.201218
50815.75    -0.201612     0.698771     2.241761
50816.00    -0.336174     0.634022     3.032645
50816.25    -0.824852     0.678435     2.583224
50816.50    -0.584678     0.414479     2.728759
50816.75    -0.892951     0.826602     1.403604
50817.00    -0.830524     0.746574     2.367906
50817.25    -1.206378     0.775337     2.210465
50817.50    -0.919331     0.395739     2.732452
50817.75    -1.043843     0.721086     1.382517
50818.00    -0.946452     0.514553     2.551986
50818.25    -0.927302     0.427290     1.904072
50818.50    -0.494219     0.079784     2.005344
50818.75    -0.433399     0.514627    -0.166435
50819.00    -0.131898     0.431126     0.366450
50819.25    -0.314967     0.455397    -0.617639
50819.50    -0.026174     0.104858    -0.309979
50819.75    -0.211225     0.442819    -1.593542
50820.00    -0.058127     0.377988    -0.676446
50820.25    -0.528645     0.344833    -0.742025
50820.50    -0.265967    -0.029137     0.036962
50820.75    -0.670268     0.234868    -0.490713
50821.00    -0.797699     0.118105     0.703554
50821.25    -1.404919     0.187033     0.644187
50821.50    -1.344808    -0.129457     1.439226
50821.75    -1.756013     0.266424     0.649322
50822.00    -1.874679     0.182439     1.762955
50822.25    -2.203764     0.226353     1.866567
50822.50    -2.354753     0.013109     2.113291
50822.75    -2.846722     0.547531     0.897701
50823.00    -2.971069     0.587000     1.680469
50823.25    -3.379852     0.699904     1.417293
50823.50    -3.150506     0.405209     1.387345
50823.75    -3.213916     0.824449    -0.188831
50824.00    -2.856352     0.717348     0.549733
50824.25    -2.890098     0.788199    -0.040767
50824.50    -2.316521     0.486665     0.332354
50824.75    -2.247728     0.828138    -0.810365
50825.00    -2.082686     0.671600     0.637669
50825.25    -2.324165     0.633948     0.447708
50825.50    -2.054090     0.265583     1.069588
50825.75    -2.279775     0.715018    -0.001369
50826.00    -2.129615     0.636300     1.111764
50826.25    -2.375315     0.739490     0.508334
50826.50    -2.021156     0.484595     0.748230
50826.75    -2.068972     0.951802    -0.961300
50827.00    -1.734331     0.875798    -0.246765
50827.25    -1.954427     0.961681    -0.985868
50827.50    -1.760546     0.669573    -0.662013
50827.75    -2.061097     1.077377    -1.461886
50828.00    -1.966910     1.017799    -0.187581
50828.25    -2.398917     1.071961    -0.324459
50828.50    -2.249587     0.654995     0.794548
50828.75    -2.465539     0.949903     0.084201
50829.00    -2.322660     0.767303     1.387726
50829.25    -2.410361     0.734582     1.197339
50829.50    -1.904606     0.448012     1.439517
50829.75    -1.816060     0.832333     0.076454
50830.00    -1.459733     0.770552     0.691344
50830.25    -1.606255     0.836670    -0.069029
50830.50    -1.330558     0.582506     0.274280
50830.75    -1.389534     0.854659    -0.991998
50831.00    -1.190630     0.698904    -0.088676
50831.25    -1.477878     0.756846    -0.845758
50831.50    -1.283261     0.529526    -0.591943
50831.75    -1.474121     0.843631    -1.075924
50832.00    -1.394391     0.692072     0.960583
50832.25    -1.664106     0.638234     1.432953
50832.50    -1.499411     0.269557     2.271578
50832.75    -1.662159     0.479519     1.524660
50833.00    -1.590853     0.294844     2.629964
50833.25    -1.914171     0.367394     2.110779
50833.50    -1.952986     0.168400     2.192888
50833.75    -2.261231     0.564637     1.118610
50834.00    -2.432949     0.517993     1.833668
50834.25    -3.008321     0.622822     1.022570
50834.50    -3.024373     0.397856     1.043573
50834.75    -3.251148     0.870629    -0.490964
50835.00    -3.148853     0.790730     0.318303
50835.25    -3.514840     0.928563    -0.520388
50835.50    -3.216706     0.596438    -0.249228
50835.75    -3.213025     0.899793    -1.514172
50836.00    -3.006430     0.791502    -0.508783
50836.25    -3.074108     0.837204    -1.101805
50836.50    -2.419380     0.519985    -0.489969
50836.75    -2.262259     0.958972    -1.582647
50837.00    -1.767280     0.844729    -0.295510
50837.25    -1.702104     0.870315    -0.112028
50837.50    -1.140662     0.530585     0.510695
50837.75    -1.090784     0.859387    -0.249738
50838.00    -0.799061     0.789325     0.718734
50838.25    -0.865074     0.899335    -0.270234
50838.50    -0.648102     0.588428    -0.006646
50838.75    -0.663521     0.976309    -1.464643
50839.00    -0.580622     0.944658    -0.587940
50839.25    -0.732452     0.991824    -0.887854
50839.50    -0.397099     0.695964    -0.329549
50839.75    -0.399309     1.055864    -1.385686
50840.00    -0.153129     0.957141    -0.300456
50840.25    -0.219460     0.929277    -0.376749
50840.50     0.169941     0.568771     0.508688
50840.75     0.292107     0.846085    -0.253977
50841.00     0.541436     0.689133     1.102511
50841.25     0.589998     0.597726     0.990272
50841.50     1.026747     0.211223     1.609839
50841.75     0.931860     0.616191     0.820387
50842.00     0.961867     0.581432     2.129709
50842.25     0.564426     0.651159     2.260407
50842.50     0.688668     0.367824     3.028940
50842.75     0.604612     0.659320     2.470643
50843.00     0.763349     0.505915     3.289769
50843.25     0.574453     0.516467     2.708069
50843.50     0.952353     0.230341     2.903348
50843.75     0.871343     0.627860     1.559937
50844.00     0.906639     0.583387     2.547410
50844.25     0.475126     0.659494     2.512973
50844.50     0.492361     0.474915     3.361699
50844.75     0.337186     0.765329     2.691012
50845.00     0.284994     0.651211     3.654080
50845.25    -0.114573     0.658290     3.532739
50845.50     0.018915     0.410296     3.857571
50845.75    -0.209641     0.818978     2.712420
50846.00    -0.066541     0.807660     3.487863
50846.25    -0.216511     0.869506     2.822200
50846.50     0.082436     0.604971     2.982230
50846.75    -0.070753     0.991323     1.740257
50847.00    -0.024458     0.949886     2.988954
50847.25    -0.578948     1.085267     3.192419
50847.50    -0.481795     0.824006     5.030621
50847.75    -0.788727     1.009242     5.370937
50848.00    -0.784280     0.709362     6.922694
50848.25    -1.090358     0.587573     6.506459
50848.50    -0.700046     0.256052     5.913798
50848.75    -0.771988     0.680705     3.773803
50849.00    -0.488887     0.625695     3.605518
50849.25    -0.498643     0.674132     2.130593
50849.50    -0.105381     0.342892     1.777355
50849.75    -0.148021     0.690368    -0.010896
50850.00     0.029987     0.587303     0.723373
50850.25    -0.319915     0.593455     0.545661
50850.50    -0.192010     0.278762     1.643941
50850.75    -0.330674     0.569157     1.477249
50851.00    -0.309052     0.322000     3.273853
50851.25    -0.322226     0.210239     2.735303
50851.50     0.224803    -0.142393     2.869700
50851.75     0.296536     0.254175     1.455616
50852.00     0.515389     0.234108     2.351312
50852.25     0.361068     0.218059     2.541177
50852.50     0.700889    -0.077683     2.934915
50852.75     0.539049     0.282249     1.735002
50853.00     0.681243     0.244792     2.684710
50853.25     0.461271     0.233853     2.544560
50853.50     0.699521    -0.111547     2.873649
50853.75     0.500336     0.268593     1.195857
50854.00     0.544731     0.162302     1.776201
50854.25     0.392604     0.244895     0.783647
50854.50     0.622806    -0.034136     1.033605
50854.75     0.553657     0.335740    -0.364553
50855.00     0.590392     0.230386     0.874303
50855.25     0.285071     0.246930     0.761109
50855.50     0.704380    -0.199873     1.501008
50855.75     0.677694     0.137986     0.557013
50856.00     0.742715     0.034416     1.590280
50856.25     0.524753     0.119129     1.235220
50856.50     0.844493    -0.086029     1.767530
50856.75     0.763792     0.321516     0.959556
50857.00     0.936569     0.192099     2.484247
50857.25     0.680285     0.146114     2.493197
50857.50     0.927740    -0.209663     3.313240
50857.75     0.771564     0.033853     2.607866
50858.00     0.704542    -0.104333     3.994358
50858.25     0.348504    -0.124692     3.958051
50858.50     0.308502    -0.492104     5.173398
50858.75     0.029663    -0.191455     5.350198
50859.00     0.033788    -0.405959     7.499355
50859.25    -0.188375    -0.652223     8.006825
50859.50     0.152102    -1.010042     8.091764
50859.75     0.292112    -0.708383     6.689371
50860.00     0.614160    -0.771769     6.900672
50860.25     0.603814    -0.628887     5.916215
50860.50     0.996568    -0.747406     6.137120
50860.75     0.879830    -0.206625     4.709132
50861.00     1.035896    -0.147696     5.600283
50861.25     0.548858    -0.024833     5.486500
50861.50     0.489069    -0.301962     6.357509
50861.75     0.080857     0.009358     5.391820
50862.00     0.035515     0.017647     5.424699
50862.25    -0.197650     0.116555     3.802337
50862.50     0.058345    -0.101863     3.218422
50862.75    -0.051770     0.343311     1.017861
50863.00     0.143931     0.367423     1.154066
50863.25     0.089207     0.491446     0.286888
50863.50     0.374086     0.258560     0.767722
50863.75     0.268831     0.654703     0.206761
50864.00     0.294571     0.545436     1.842678
50864.25     0.058129     0.550906     2.340954
50864.50     0.295764     0.197728     3.643275
50864.75     0.179622     0.612642     2.875163
50865.00     0.303503     0.629896     3.711631
50865.25    -0.007270     0.814725     3.254670
50865.50     0.259589     0.551991     3.940496
50865.75    -0.061214     0.974538     2.989751
50866.00     0.106826     0.759999     4.020473
50866.25    -0.140267     0.700732     3.565669
50866.50     0.068064     0.338404     3.831856
50866.75    -0.072272     0.563216     2.845104
50867.00    -0.016483     0.439005     3.255823
50867.25    -0.332542     0.487564     2.529093
50867.50    -0.074756     0.170409     3.219335
50867.75    -0.148573     0.494565     2.643285
50868.00    -0.032775     0.238972     4.498925
50868.25    -0.151205     0.095243     5.303655
50868.50     0.097996    -0.367439     6.694354
50868.75     0.014385    -0.082545     5.439227
50869.00     0.184144    -0.214079     5.867222
50869.25     0.050804    -0.189463     4.535627
50869.50     0.225908    -0.457112     4.509401
50869.75     0.166959    -0.095225     2.999502
50870.00     0.237216    -0.163557     3.659978
50870.25    -0.024955    -0.126843     2.788136
50870.50     0.220285    -0.441858     3.224662
50870.75     0.058535    -0.118984     2.187493
50871.00     0.080628    -0.201135     3.000083
50871.25    -0.093367    -0.149108     2.153337
50871.50     0.208661    -0.455727     2.199984
50871.75     0.131865    -0.023440     0.524959
50872.00     0.268547    -0.038523     1.033513
50872.25     0.150750     0.058596    -0.075395
50872.50     0.577153    -0.226858    -0.098988
50872.75     0.523772     0.166030    -1.886519
50873.00     0.512933     0.066393    -1.076480
50873.25     0.147444     0.097520    -1.437536
50873.50     0.135654    -0.158946    -0.813126
50873.75    -0.006444     0.190500    -1.786539
50874.00    -0.051669     0.060769    -0.326366
50874.25    -0.309730     0.111677    -0.300258
50874.50    -0.059889    -0.164505     0.721397
50874.75    -0.117016     0.167769     0.057121
50875.00    -0.037725     0.043222     1.289140
50875.25    -0.327971     0.006724     1.426127
50875.50    -0.174245    -0.364902     2.407427
50875.75    -0.460279    -0.042990     1.729400
50876.00    -0.397127    -0.168449     2.744509
50876.25    -0.678280    -0.166323     2.565430
50876.50    -0.274489    -0.506134     2.992231
50876.75    -0.304427    -0.181102     1.863091
50877.00    -0.142435    -0.265127     2.540867
50877.25    -0.368596    -0.251222     2.259045
50877.50    -0.130726    -0.541525     2.580283
50877.75    -0.394411    -0.100322     1.540682
50878.00    -0.623284    -0.191922     2.876271
50878.25    -1.071397    -0.187162     2.971583
50878.50    -1.040262    -0.516823     3.761272
50878.75    -1.219369    -0.211091     2.716068
50879.00    -1.091595    -0.395861     3.483986
50879.25    -1.226949    -0.341754     2.310136
50879.50    -1.091614    -0.587023     1.927591
50879.75    -1.210792    -0.088495    -0.074013
50880.00    -1.082694    -0.141868     0.403469
50880.25    -1.477812     0.023350    -0.726582
50880.50    -1.296881    -0.293122    -0.358271
50880.75    -1.289596     0.043473    -1.735773
50881.00    -1.193805    -0.026748    -1.004774
50881.25    -1.400859     0.071277    -1.710660
50881.50    -1.094329    -0.125171    -1.530345
50881.75    -1.061015     0.400878    -3.427876
50882.00    -1.037412     0.306810    -2.366845
50882.25    -1.222998     0.396789    -2.790800
50882.50    -0.984260     0.155479    -2.312595
50882.75    -0.994631     0.586971    -3.419707
50883.00    -0.824773     0.486877    -1.937014
50883.25    -0.825114     0.551621    -2.095938
50883.50    -0.432411     0.186884    -1.255932
50883.75    -0.352680     0.618258    -2.360139
50884.00    -0.148331     0.389164    -0.460794
50884.25    -0.263627     0.388854    -0.864932
50884.50    -0.018636    -0.018316     0.302017
50884.75    -0.089957     0.281108    -0.357077
50885.00    -0.024014     0.141822     1.211003
50885.25    -0.168378     0.164629     0.989769
50885.50     0.329334    -0.231201     2.048291
50885.75     0.293524     0.119671     0.772005
50886.00     0.216376     0.008154     1.872592
50886.25    -0.052710    -0.032671     1.513846
50886.50     0.186266    -0.357399     1.931005
50886.75    -0.016316     0.045105     0.121084
50887.00    -0.177243    -0.010059     0.947561
50887.25    -0.584171     0.038134     0.343077
50887.50    -0.695151    -0.253265     0.874157
50887.75    -1.097827     0.197782    -0.320314
50888.00    -1.279299     0.193522     0.784774
50888.25    -1.797425     0.296339     0.612423
50888.50    -1.913156     0.076609     1.238519
50888.75    -2.327346     0.446013     0.662731
50889.00    -2.573141     0.371931     1.792290
50889.25    -3.059223     0.429160     1.525983
50889.50    -2.983527     0.141230     2.030267
50889.75    -3.171994     0.505262     0.849249
50890.00    -3.157580     0.384291     1.879299
50890.25    -3.263790     0.377595     1.234280
50890.50    -2.985320     0.122386     1.178321
50890.75    -2.767432     0.419900    -0.286938
50891.00    -2.484370     0.262588     0.522130
50891.25    -2.509947     0.201949    -0.272930
50891.50    -2.106540    -0.172347     0.097345
50891.75    -1.933006     0.103093    -0.828906
50892.00    -1.762553     0.004106     0.327402
50892.25    -1.918477     0.043480    -0.083227
50892.50    -1.593553    -0.249527     0.555386
50892.75    -1.616380     0.177892    -0.150347
50893.00    -1.542267     0.138647     1.128611
50893.25    -1.758734     0.235243     0.499333
50893.50    -1.455116    -0.025886     0.705248
50893.75    -1.636297     0.494226    -0.920092
50894.00    -1.568852     0.415270    -0.136202
50894.25    -1.793326     0.516595    -1.096272
50894.50    -1.580347     0.216682    -0.656184
50894.75    -1.556208     0.630018    -1.693501
50895.00    -1.408827     0.411998    -0.244055
50895.25    -1.593002     0.377163    -0.346449
50895.50    -1.208135    -0.009942     0.584171
50895.75    -1.214686     0.362778    -0.042742
50896.00    -0.977070     0.178146     1.523517
50896.25    -1.019537     0.114305     1.822640
50896.50    -0.510336    -0.326127     2.901067
50896.75    -0.333091    -0.022233     2.554911
50897.00    -0.092633    -0.250424     4.659818
50897.25    -0.139946    -0.251977     4.726167
50897.50     0.183521    -0.569463     5.697645
50897.75     0.294389    -0.147234     4.793494
50898.00     0.471843    -0.296197     6.167551
50898.25     0.184493    -0.178849     5.602184
50898.50     0.425969    -0.401093     5.830819
50898.75     0.405865     0.100024     3.925154
50899.00     0.409349     0.109441     4.141981
50899.25    -0.011603     0.253375     3.031339
50899.50     0.102196     0.013370     3.165177
50899.75    -0.032466     0.383806     2.001088
50900.00    -0.224901     0.277794     3.351521
50900.25    -0.575333     0.243767     4.015102
50900.50    -0.434775    -0.110685     5.800199
50900.75    -0.511416     0.166127     5.576434
50901.00    -0.375909     0.145052     6.598505
50901.25    -0.449953     0.246238     5.876200
50901.50    -0.059098    -0.014391     5.980852
50901.75     0.158552     0.390300     4.338084
50902.00     0.278174     0.303251     4.793109
50902.25     0.125551     0.357614     3.767599
50902.50     0.536475     0.024096     3.864540
50902.75     0.629198     0.396310     2.326533
50903.00     0.637173     0.279253     2.877302
50903.25     0.543683     0.300291     2.514472
50903.50     0.925993    -0.087011     3.205749
50903.75     0.791793     0.257780     2.506555
50904.00     0.397031     0.303888     2.158996
50904.25     0.326588     0.175890     2.419280
50904.50     0.575416    -0.251534     3.110205
50904.75     0.527287     0.070269     1.743573
