-----------------------------------------------
3D SITE DISPLACEMENT DUE TO ATMOSPHERIC LOADING
-----------------------------------------------
METEOROLOGICAL CENTER & DEGREE 1 :    ECMWF_CME
CMEA : CENTER OF MASS OF THE EARTH + ATMOSPHERE
CME  : CENTER OF MASS OF THE SOLID EARTH  ALONE
SITE COORDINATES ACCORDING TO ITRF2000 SOLUTION
-----------------------------------------------
CREATOR EMAIL : PASCAL.GEGOUT@EOST.U-STRASBG.FR
-----------------------------------------------
CHAT        49718.000    1995     1     1     0
CHAT        52274.750    2001    12    31    18
CHAT     -4590670.912  -275482.993 -4404596.777
50941.50    -0.110496    -0.119897    -0.148175
50941.75    -0.076637    -0.162240    -0.189051
50942.00    -0.108774    -0.152826    -0.157013
50942.25    -0.106760    -0.089015    -0.157149
50942.50    -0.048517     0.023847    -0.047590
50942.75     0.002004     0.007805     0.031502
50943.00    -0.059833     0.000502     0.001060
50943.25    -0.078291     0.025239    -0.039116
50943.50    -0.068127     0.097103     0.005107
50943.75    -0.040169     0.039459    -0.013276
50944.00    -0.089898    -0.001546    -0.057512
50944.25    -0.136704    -0.013735    -0.156918
50944.50    -0.121145     0.015080    -0.137269
50944.75    -0.081540    -0.076649    -0.207411
50945.00    -0.123502    -0.115898    -0.214328
50945.25    -0.154449    -0.087259    -0.242033
50945.50    -0.158549    -0.042307    -0.143246
50945.75    -0.147582    -0.094831    -0.072897
50946.00    -0.191942    -0.128892    -0.042417
50946.25    -0.224964    -0.107606    -0.046056
50946.50    -0.183654    -0.065716     0.011699
50946.75    -0.132617    -0.134618    -0.006540
50947.00    -0.155782    -0.182643    -0.029835
50947.25    -0.151942    -0.167508    -0.055680
50947.50    -0.106386    -0.115569     0.014772
50947.75    -0.058699    -0.154741     0.065084
50948.00    -0.082792    -0.179481     0.077790
50948.25    -0.093466    -0.141626     0.068521
50948.50    -0.042919    -0.088819     0.144228
50948.75     0.031118    -0.118820     0.171448
50949.00     0.023279    -0.156075     0.118171
50949.25     0.023244    -0.127717     0.028526
50949.50     0.072786    -0.094079     0.027411
50949.75     0.132213    -0.164853     0.005748
50950.00     0.110666    -0.208334    -0.039370
50950.25     0.093647    -0.175825    -0.105232
50950.50     0.126129    -0.117830    -0.024662
50950.75     0.136289    -0.176765     0.006666
50951.00     0.047823    -0.211561    -0.039158
50951.25    -0.012155    -0.182889    -0.085386
50951.50    -0.013665    -0.108445    -0.019867
50951.75     0.023772    -0.139576    -0.022759
50952.00     0.012387    -0.163323    -0.068317
50952.25    -0.003297    -0.122239    -0.123809
50952.50     0.025541    -0.054331     0.005219
50952.75     0.072249    -0.091795     0.121616
50953.00     0.043444    -0.128909     0.164452
50953.25    -0.000541    -0.112191     0.174262
50953.50     0.032490    -0.064784     0.340653
50953.75     0.079722    -0.126943     0.389687
50954.00     0.041677    -0.148143     0.397455
50954.25    -0.006719    -0.129910     0.343208
50954.50    -0.000433    -0.078326     0.402730
50954.75     0.006883    -0.146272     0.380912
50955.00    -0.041967    -0.174326     0.329650
50955.25    -0.087299    -0.143241     0.221738
50955.50    -0.067315    -0.077933     0.260138
50955.75    -0.035717    -0.116254     0.264876
50956.00    -0.075395    -0.128783     0.289827
50956.25    -0.108848    -0.096186     0.254985
50956.50    -0.079941    -0.018029     0.342025
50956.75    -0.032188    -0.059840     0.333847
50957.00    -0.051893    -0.096002     0.305878
50957.25    -0.055068    -0.064121     0.286959
50957.50    -0.004903    -0.002626     0.323962
50957.75     0.033731    -0.036576     0.314782
50958.00     0.008293    -0.065990     0.264279
50958.25    -0.010371    -0.052162     0.218032
50958.50     0.027325    -0.015971     0.219346
50958.75     0.066282    -0.082687     0.234649
50959.00     0.045551    -0.131122     0.198266
50959.25     0.000520    -0.123959     0.122318
50959.50     0.017754    -0.098381     0.131635
50959.75     0.053593    -0.189570     0.144088
50960.00     0.035338    -0.249779     0.104219
50960.25     0.028036    -0.226604     0.114720
50960.50     0.062055    -0.153466     0.218622
50960.75     0.109259    -0.181229     0.259096
50961.00     0.065028    -0.194006     0.272120
50961.25     0.038464    -0.131947     0.259870
50961.50     0.052090    -0.056396     0.338796
50961.75     0.072847    -0.072491     0.377207
50962.00     0.024413    -0.077522     0.320230
50962.25    -0.003675    -0.026852     0.251070
50962.50     0.011905     0.025977     0.252232
50962.75     0.042839    -0.011712     0.216984
50963.00    -0.009276    -0.044161     0.126415
50963.25    -0.045073    -0.000430     0.060677
50963.50    -0.034997     0.047302     0.086537
50963.75    -0.000351    -0.012202     0.062407
50964.00    -0.039436    -0.069674    -0.016227
50964.25    -0.046596    -0.064393    -0.113984
50964.50     0.002641    -0.038137    -0.099497
50964.75     0.057828    -0.087402    -0.090373
50965.00     0.023365    -0.123919    -0.103399
50965.25    -0.003117    -0.067904    -0.093734
50965.50     0.034410     0.010120     0.031425
50965.75     0.076670     0.012210     0.101944
50966.00     0.050100     0.006953     0.128881
50966.25    -0.002608     0.063564     0.107024
50966.50     0.027790     0.090928     0.196150
50966.75     0.065216    -0.005648     0.175513
50967.00     0.055038    -0.079358     0.106779
50967.25     0.029602    -0.068699     0.048692
50967.50     0.062406    -0.026018     0.117416
50967.75     0.112498    -0.095481     0.092037
50968.00     0.083903    -0.157552     0.070882
50968.25     0.044112    -0.156682    -0.025165
50968.50     0.079009    -0.128312     0.048738
50968.75     0.092814    -0.202340     0.004968
50969.00     0.044279    -0.253805    -0.032185
50969.25    -0.006800    -0.228282    -0.128059
50969.50     0.018404    -0.178074    -0.104116
50969.75     0.066971    -0.215353    -0.102711
50970.00     0.052629    -0.212141    -0.051048
50970.25     0.004751    -0.157765    -0.036292
50970.50     0.021713    -0.083539     0.083534
50970.75     0.059694    -0.101496     0.148546
50971.00     0.018785    -0.123763     0.164996
50971.25    -0.028660    -0.061836     0.146377
50971.50    -0.021170     0.008712     0.232716
50971.75    -0.028746    -0.046365     0.189118
50972.00    -0.089377    -0.097317     0.145583
50972.25    -0.150862    -0.080519     0.127391
50972.50    -0.138244    -0.049625     0.202718
50972.75    -0.118167    -0.096651     0.248687
50973.00    -0.169374    -0.126453     0.213958
50973.25    -0.215781    -0.073107     0.230270
50973.50    -0.183170    -0.012841     0.261713
50973.75    -0.129515    -0.059356     0.275789
50974.00    -0.126619    -0.089523     0.164462
50974.25    -0.149922    -0.039575     0.057981
50974.50    -0.110540     0.014919     0.027754
50974.75    -0.056291    -0.031454     0.030388
50975.00    -0.072677    -0.073146     0.008114
50975.25    -0.111810    -0.038869    -0.006712
50975.50    -0.074830     0.000259     0.055491
50975.75    -0.019171    -0.031465     0.140489
50976.00    -0.035828    -0.075711     0.117821
50976.25    -0.063631    -0.051326     0.094271
50976.50    -0.034620    -0.013235     0.128625
50976.75    -0.003455    -0.048321     0.227357
50977.00    -0.045835    -0.069080     0.266182
50977.25    -0.111269    -0.015558     0.337591
50977.50    -0.117855     0.045187     0.445989
50977.75    -0.081922     0.005808     0.479144
50978.00    -0.085049    -0.048800     0.425024
50978.25    -0.090692    -0.039143     0.308489
50978.50    -0.042227    -0.021782     0.293355
50978.75     0.024407    -0.097444     0.160837
50979.00     0.015736    -0.155934     0.070366
50979.25    -0.005076    -0.150764    -0.064148
50979.50     0.041380    -0.114311    -0.051529
50979.75     0.097489    -0.163520    -0.117072
50980.00     0.082165    -0.204512    -0.195815
50980.25     0.047749    -0.159795    -0.277457
50980.50     0.078733    -0.105060    -0.241718
50980.75     0.109592    -0.121936    -0.269830
50981.00     0.086824    -0.147992    -0.341325
50981.25     0.057284    -0.092460    -0.426075
50981.50     0.111769    -0.007559    -0.309656
50981.75     0.149661    -0.027404    -0.246601
50982.00     0.105593    -0.057100    -0.153592
50982.25     0.059312    -0.008227    -0.142018
50982.50     0.099471     0.060316    -0.019481
50982.75     0.131680     0.019166    -0.009137
50983.00     0.099572    -0.041414    -0.089703
50983.25     0.056260    -0.035560    -0.190030
50983.50     0.092447    -0.006853    -0.160523
50983.75     0.117763    -0.078165    -0.157585
50984.00     0.100868    -0.122785    -0.216670
50984.25     0.047265    -0.097597    -0.279603
50984.50     0.057821    -0.043661    -0.156515
50984.75     0.062194    -0.071181    -0.111202
50985.00     0.008481    -0.096529    -0.108036
50985.25    -0.060884    -0.036120    -0.099492
50985.50    -0.047642     0.029638    -0.018861
50985.75    -0.022992     0.004758    -0.007383
50986.00    -0.068771    -0.015654    -0.043669
50986.25    -0.116706     0.045152    -0.046327
50986.50    -0.105461     0.102196     0.043455
50986.75    -0.077659     0.047570     0.052061
50987.00    -0.140471     0.002575    -0.006032
50987.25    -0.182301     0.022269    -0.048912
50987.50    -0.158050     0.075917     0.003155
50987.75    -0.105084     0.011251     0.023331
50988.00    -0.120994    -0.032723    -0.001910
50988.25    -0.133219    -0.003013    -0.028746
50988.50    -0.087460     0.057947     0.053728
50988.75    -0.030623     0.036248     0.131471
50989.00    -0.060891     0.021398     0.168144
50989.25    -0.079010     0.092145     0.193082
50989.50    -0.063852     0.147205     0.320558
50989.75    -0.028332     0.128596     0.365617
50990.00    -0.073810     0.091623     0.345071
50990.25    -0.124014     0.140449     0.308195
50990.50    -0.133853     0.176189     0.348304
50990.75    -0.098335     0.105403     0.323967
50991.00    -0.149448     0.045127     0.284157
50991.25    -0.167378     0.074473     0.263052
50991.50    -0.140049     0.119259     0.335011
50991.75    -0.070979     0.080965     0.370069
50992.00    -0.092084     0.040490     0.329430
50992.25    -0.115775     0.077276     0.269286
50992.50    -0.086154     0.135591     0.293258
50992.75    -0.046393     0.096629     0.277490
50993.00    -0.082131     0.082101     0.208748
50993.25    -0.135780     0.120598     0.186969
50993.50    -0.109586     0.170771     0.274622
50993.75    -0.071013     0.125731     0.263376
50994.00    -0.078173     0.088277     0.226584
50994.25    -0.109691     0.130582     0.194610
50994.50    -0.066574     0.183897     0.276629
50994.75    -0.010705     0.128594     0.262508
50995.00    -0.027182     0.091125     0.253799
50995.25    -0.062017     0.139773     0.251884
50995.50    -0.015326     0.228161     0.402629
50995.75     0.031875     0.208582     0.483512
50996.00     0.000403     0.176943     0.504329
50996.25    -0.042040     0.181201     0.425564
50996.50     0.024607     0.190082     0.393143
50996.75     0.088905     0.106771     0.266972
50997.00     0.072672     0.058746     0.150677
50997.25     0.019056     0.071473     0.040078
50997.50     0.033026     0.122054     0.122978
50997.75     0.058622     0.077253     0.092382
50998.00     0.023688     0.058285     0.037674
50998.25    -0.042838     0.101627    -0.062391
50998.50    -0.020118     0.156652    -0.036184
50998.75     0.001451     0.103808    -0.071677
50999.00    -0.021702     0.071930    -0.095656
50999.25    -0.073581     0.117830    -0.100909
50999.50    -0.037345     0.177859    -0.041646
50999.75     0.004115     0.129952    -0.065319
51000.00    -0.023560     0.084863    -0.108135
51000.25    -0.077510     0.113417    -0.140968
51000.50    -0.040530     0.166762    -0.030712
51000.75     0.010255     0.142079     0.023108
51001.00     0.008866     0.118913     0.035178
51001.25    -0.037605     0.151231     0.037838
51001.50    -0.009129     0.199019     0.168352
51001.75     0.023004     0.153992     0.247816
51002.00    -0.021267     0.111005     0.243833
51002.25    -0.071656     0.150506     0.255074
51002.50    -0.035597     0.198343     0.349179
51002.75     0.011173     0.139047     0.354849
51003.00    -0.000572     0.076722     0.295656
51003.25    -0.031663     0.093829     0.247614
51003.50     0.016621     0.109546     0.261283
51003.75     0.082995     0.046840     0.188656
51004.00     0.062049    -0.012782     0.066867
51004.25     0.049635     0.029581     0.018699
51004.50     0.089041     0.086882     0.085908
51004.75     0.137674     0.071548     0.174115
51005.00     0.087468     0.052606     0.201492
51005.25     0.039452     0.110443     0.230603
51005.50     0.036598     0.158904     0.311194
51005.75     0.069169     0.102971     0.299582
51006.00     0.025287     0.045884     0.241514
51006.25    -0.010022     0.069836     0.174477
51006.50     0.003319     0.096180     0.214824
51006.75     0.044059     0.039005     0.178703
51007.00    -0.002771    -0.013603     0.109466
51007.25    -0.039118     0.021156     0.063227
51007.50    -0.024434     0.067248     0.101928
51007.75     0.020638     0.024221     0.105784
51008.00    -0.002474    -0.024663     0.065209
51008.25    -0.043291     0.016296     0.079219
51008.50    -0.009233     0.073611     0.172072
51008.75     0.037589     0.047826     0.211360
51009.00     0.039580     0.001879     0.124410
51009.25     0.013003     0.028980     0.088449
51009.50     0.065669     0.082315     0.173407
51009.75     0.100688     0.063206     0.248184
51010.00     0.055821     0.049013     0.241954
51010.25     0.016452     0.104005     0.232066
51010.50     0.042412     0.162399     0.269044
51010.75     0.059201     0.115691     0.262062
51011.00     0.024444     0.060033     0.158782
51011.25    -0.031437     0.071387     0.055749
51011.50    -0.006770     0.101991     0.065975
51011.75     0.024539     0.030990     0.007273
51012.00    -0.013667    -0.029153    -0.030565
51012.25    -0.058076    -0.009243    -0.081210
51012.50    -0.033081     0.019460    -0.077015
51012.75     0.010929    -0.044686    -0.168149
51013.00    -0.016937    -0.096741    -0.231540
51013.25    -0.038904    -0.063594    -0.319109
51013.50     0.003995    -0.007405    -0.248050
51013.75     0.084750    -0.037096    -0.306373
51014.00     0.093972    -0.054454    -0.313962
51014.25     0.082207    -0.006054    -0.340976
51014.50     0.148587     0.056389    -0.259623
51014.75     0.206711     0.018896    -0.237644
51015.00     0.203769    -0.029047    -0.221409
51015.25     0.172042    -0.006572    -0.202006
51015.50     0.211286     0.047360    -0.094796
51015.75     0.249586     0.004980    -0.043117
51016.00     0.216802    -0.053284    -0.068568
51016.25     0.164400    -0.045999    -0.069580
51016.50     0.176718    -0.010480     0.024711
51016.75     0.199727    -0.074505     0.036567
51017.00     0.172051    -0.117604    -0.008119
51017.25     0.108359    -0.102093    -0.044567
51017.50     0.115911    -0.061056    -0.011725
51017.75     0.158886    -0.114377     0.001712
51018.00     0.127673    -0.149473    -0.070574
51018.25     0.074833    -0.092141    -0.018687
51018.50     0.091069    -0.021368     0.092197
51018.75     0.096073    -0.034516     0.158497
51019.00     0.036540    -0.061870     0.137038
51019.25    -0.026921    -0.002257     0.175121
51019.50    -0.015784     0.061162     0.273082
51019.75     0.002437     0.038510     0.308334
51020.00    -0.044838     0.022583     0.244031
51020.25    -0.090233     0.066378     0.211082
51020.50    -0.074558     0.129956     0.256837
51020.75    -0.041819     0.088540     0.289814
51021.00    -0.068431     0.055058     0.261993
51021.25    -0.115401     0.090967     0.292698
51021.50    -0.094118     0.147161     0.426510
51021.75    -0.053515     0.100702     0.517996
51022.00    -0.074609     0.039424     0.513667
51022.25    -0.127365     0.064038     0.576974
51022.50    -0.097221     0.132871     0.730393
51022.75    -0.048657     0.103690     0.823594
51023.00    -0.078025     0.054662     0.785576
51023.25    -0.114233     0.071384     0.710715
51023.50    -0.068556     0.116578     0.723288
51023.75    -0.003139     0.063165     0.668502
51024.00     0.000559     0.012407     0.551366
51024.25    -0.017567     0.023459     0.398557
51024.50     0.025612     0.051515     0.375795
51024.75     0.081043    -0.008113     0.309602
51025.00     0.085638    -0.065653     0.210849
51025.25     0.059218    -0.026808     0.137008
51025.50     0.103941     0.039706     0.196068
51025.75     0.169651     0.001273     0.146264
51026.00     0.164581    -0.027865     0.116002
51026.25     0.143410     0.034351     0.095114
51026.50     0.180399     0.103114     0.177110
51026.75     0.221563     0.049105     0.149222
51027.00     0.183263     0.001278     0.099590
51027.25     0.162992     0.021655     0.064073
51027.50     0.186883     0.043072     0.137168
51027.75     0.208110    -0.045135     0.101697
51028.00     0.187423    -0.105818     0.029266
51028.25     0.132471    -0.069880    -0.031144
51028.50     0.134761    -0.016249     0.039357
51028.75     0.149970    -0.066379     0.027039
51029.00     0.108394    -0.095332    -0.030112
51029.25     0.048420    -0.031456    -0.068153
51029.50     0.057677     0.040352    -0.003463
51029.75     0.082791     0.019069     0.006139
51030.00     0.043184    -0.009994    -0.031607
51030.25    -0.012156     0.033699    -0.051868
51030.50     0.010675     0.110772     0.011812
51030.75     0.046961     0.080122     0.043861
51031.00    -0.004104     0.046527     0.010641
51031.25    -0.065025     0.059614    -0.023895
51031.50    -0.041977     0.087569    -0.019862
51031.75    -0.003903     0.005931    -0.042318
51032.00    -0.009711    -0.064813    -0.044118
51032.25    -0.020481    -0.048500    -0.015390
51032.50     0.013719    -0.009797     0.090860
51032.75     0.083104    -0.075215     0.127197
51033.00     0.088065    -0.120871     0.056396
51033.25     0.074985    -0.067213     0.012306
51033.50     0.133306     0.009677     0.061083
51033.75     0.185214    -0.029727     0.048543
51034.00     0.157779    -0.074810    -0.004000
51034.25     0.126702    -0.042111    -0.026316
51034.50     0.161165     0.003862     0.006793
51034.75     0.194792    -0.042220     0.033704
51035.00     0.151036    -0.096385    -0.031566
51035.25     0.098484    -0.060262    -0.091037
51035.50     0.109349     0.003106    -0.037973
51035.75     0.131931    -0.031520     0.002567
51036.00     0.098849    -0.056308    -0.040771
51036.25     0.064367     0.011718    -0.046172
51036.50     0.104117     0.096103     0.030158
51036.75     0.153832     0.063696     0.023551
51037.00     0.133622     0.039431    -0.011515
51037.25     0.110090     0.113198    -0.014363
51037.50     0.142554     0.185316     0.084855
51037.75     0.182426     0.165590     0.138661
51038.00     0.161580     0.123914     0.142567
51038.25     0.124305     0.160872     0.135862
51038.50     0.150759     0.186586     0.189193
51038.75     0.178457     0.105729     0.163458
51039.00     0.134783     0.024148     0.090514
51039.25     0.086377     0.006895     0.050491
51039.50     0.103198     0.012601     0.143694
51039.75     0.105702    -0.079004     0.139967
51040.00     0.074602    -0.147845     0.066988
51040.25     0.016583    -0.140892     0.025272
51040.50     0.024887    -0.095250     0.117362
51040.75     0.032692    -0.135178     0.073624
51041.00     0.002137    -0.155105     0.020057
51041.25    -0.060581    -0.109577    -0.074171
51041.50    -0.035703    -0.024699    -0.008008
51041.75    -0.015873    -0.058777    -0.011141
51042.00    -0.059472    -0.072128     0.000488
51042.25    -0.086372    -0.037876    -0.074792
51042.50    -0.043208     0.008551    -0.014235
51042.75    -0.002800    -0.060884    -0.048952
51043.00    -0.021710    -0.119708    -0.107578
51043.25    -0.042082    -0.108613    -0.131963
51043.50    -0.014786    -0.060276    -0.023170
51043.75    -0.001760    -0.110338     0.030949
51044.00    -0.027741    -0.145157     0.044664
51044.25    -0.066805    -0.100685     0.073103
51044.50    -0.032970    -0.023327     0.196739
51044.75     0.009183    -0.052255     0.284227
51045.00    -0.031048    -0.057297     0.314102
51045.25    -0.080873     0.004901     0.354623
51045.50    -0.040227     0.074553     0.442565
51045.75    -0.009922     0.011489     0.446797
51046.00    -0.048593    -0.030164     0.435932
51046.25    -0.060707     0.023772     0.440300
51046.50    -0.012166     0.089538     0.546218
51046.75     0.020020     0.036829     0.551637
51047.00    -0.009911    -0.037913     0.490545
51047.25    -0.016072    -0.019976     0.464053
51047.50     0.019879     0.012868     0.524784
51047.75     0.081043    -0.075675     0.455459
51048.00     0.073819    -0.145178     0.335831
51048.25     0.055598    -0.134243     0.189659
51048.50     0.097023    -0.106903     0.155069
51048.75     0.142089    -0.184154     0.084379
51049.00     0.111553    -0.243950    -0.032739
51049.25     0.069618    -0.208487    -0.151197
51049.50     0.097486    -0.145723    -0.140143
51049.75     0.128331    -0.200570    -0.179343
51050.00     0.094115    -0.241623    -0.212284
51050.25     0.038740    -0.197146    -0.247963
51050.50     0.062990    -0.121165    -0.199915
51050.75     0.106241    -0.143794    -0.152859
51051.00     0.066509    -0.185230    -0.170557
51051.25     0.044701    -0.153961    -0.214489
51051.50     0.103101    -0.096347    -0.124146
51051.75     0.144008    -0.144871    -0.066574
51052.00     0.105431    -0.188236    -0.092552
51052.25     0.070962    -0.149429    -0.095945
51052.50     0.113478    -0.099043    -0.034377
51052.75     0.162644    -0.162895    -0.037631
51053.00     0.145084    -0.200641    -0.098552
51053.25     0.116650    -0.154819    -0.167835
51053.50     0.150238    -0.060054    -0.041697
51053.75     0.194741    -0.079777     0.012154
51054.00     0.140871    -0.095777     0.064768
51054.25     0.082376    -0.035573     0.099498
51054.50     0.099210     0.041548     0.193444
51054.75     0.145798    -0.004418     0.203762
51055.00     0.129031    -0.041619     0.166792
51055.25     0.096911    -0.031442     0.065838
51055.50     0.165982     0.031642     0.140407
51055.75     0.228717    -0.020865     0.110701
51056.00     0.228199    -0.039370     0.073677
51056.25     0.201580    -0.004758     0.039634
51056.50     0.246027     0.052909     0.096413
51056.75     0.274650    -0.012754     0.024328
51057.00     0.238732    -0.064487    -0.050772
51057.25     0.173460    -0.042740    -0.169009
51057.50     0.198684     0.001299    -0.161054
51057.75     0.206849    -0.064544    -0.276987
51058.00     0.151289    -0.108126    -0.347718
51058.25     0.090002    -0.077950    -0.414819
51058.50     0.073532    -0.011953    -0.346216
51058.75     0.078702    -0.062395    -0.402485
51059.00     0.025110    -0.091769    -0.415653
51059.25    -0.034157    -0.038892    -0.434173
51059.50    -0.002511     0.044673    -0.322634
51059.75     0.026597    -0.000229    -0.253994
51060.00     0.010460    -0.027343    -0.220879
51060.25    -0.005476     0.004266    -0.176849
51060.50     0.043432     0.060754    -0.062736
51060.75     0.077390     0.006207    -0.050400
51061.00     0.041161    -0.024002    -0.026608
51061.25     0.026078    -0.024821    -0.045098
51061.50     0.081563     0.026799     0.061163
51061.75     0.136446    -0.037052     0.111522
51062.00     0.106107    -0.083098     0.100054
51062.25     0.070251    -0.057789     0.058466
51062.50     0.105137    -0.021814     0.113857
51062.75     0.119023    -0.115018     0.070160
51063.00     0.045894    -0.155869     0.101833
51063.25    -0.012825    -0.137652     0.032396
51063.50    -0.013711    -0.096527     0.045442
51063.75     0.002011    -0.185552    -0.015380
51064.00    -0.068086    -0.238973    -0.050477
51064.25    -0.091328    -0.236549    -0.138901
51064.50    -0.044729    -0.182636    -0.073833
51064.75    -0.004013    -0.251548    -0.123606
51065.00    -0.044362    -0.293384    -0.137902
51065.25    -0.063435    -0.269036    -0.177188
51065.50    -0.028452    -0.203808    -0.110576
51065.75     0.005509    -0.237290    -0.080796
51066.00    -0.056611    -0.251195    -0.077446
51066.25    -0.093653    -0.183645    -0.054058
51066.50    -0.084181    -0.104176     0.032400
51066.75    -0.067173    -0.154448     0.059809
51067.00    -0.114301    -0.189310     0.026388
51067.25    -0.160088    -0.150269     0.013873
51067.50    -0.147056    -0.083373     0.066938
51067.75    -0.106999    -0.155089     0.077184
51068.00    -0.136327    -0.200397     0.068984
51068.25    -0.165643    -0.199050     0.022530
51068.50    -0.122970    -0.125754     0.116616
51068.75    -0.084632    -0.174849     0.149983
51069.00    -0.116276    -0.187855     0.253538
51069.25    -0.178986    -0.139381     0.271914
51069.50    -0.157257    -0.042349     0.417843
51069.75    -0.140588    -0.078295     0.440248
51070.00    -0.162047    -0.071347     0.510370
51070.25    -0.211751    -0.024692     0.457627
51070.50    -0.166892     0.046842     0.552759
51070.75    -0.123764    -0.007297     0.465548
51071.00    -0.128526    -0.015894     0.414255
51071.25    -0.159178     0.025485     0.329809
51071.50    -0.101507     0.100657     0.410260
51071.75    -0.045100     0.036243     0.392232
51072.00    -0.056427     0.009615     0.382351
51072.25    -0.075342     0.023522     0.301047
51072.50     0.007129     0.087900     0.370731
51072.75     0.063520     0.011199     0.263445
51073.00     0.044891    -0.038833     0.188749
51073.25     0.029809    -0.048950     0.062595
51073.50     0.078095    -0.019581     0.060893
51073.75     0.110880    -0.127615    -0.027153
51074.00     0.095162    -0.198989    -0.081141
51074.25     0.037126    -0.201301    -0.155426
51074.50     0.062509    -0.167423    -0.097429
51074.75     0.067431    -0.266308    -0.126777
51075.00     0.012120    -0.325017    -0.188498
51075.25    -0.033213    -0.311294    -0.278676
51075.50     0.000093    -0.249475    -0.249541
51075.75     0.014448    -0.308382    -0.297161
51076.00    -0.023208    -0.306539    -0.295203
51076.25    -0.042281    -0.240640    -0.297316
51076.50     0.000034    -0.131347    -0.187443
51076.75     0.030547    -0.171482    -0.166260
51077.00     0.012946    -0.179705    -0.158122
51077.25    -0.007717    -0.139037    -0.181259
51077.50     0.017427    -0.067216    -0.092178
51077.75     0.060741    -0.136757    -0.098410
51078.00     0.043347    -0.166833    -0.103722
51078.25     0.036519    -0.133093    -0.120886
51078.50     0.081517    -0.054245    -0.006263
51078.75     0.160327    -0.102261     0.024145
51079.00     0.140855    -0.124157     0.048446
51079.25     0.121659    -0.101321    -0.010869
51079.50     0.167798    -0.043119     0.028485
51079.75     0.186471    -0.118317    -0.027988
51080.00     0.147002    -0.165235    -0.081931
51080.25     0.100896    -0.159629    -0.184469
51080.50     0.140665    -0.102696    -0.169987
51080.75     0.155319    -0.185520    -0.215769
51081.00     0.124477    -0.230793    -0.260834
51081.25     0.065193    -0.221055    -0.312584
51081.50     0.073960    -0.165830    -0.235117
51081.75     0.094625    -0.235431    -0.233467
51082.00     0.077695    -0.247905    -0.173839
51082.25     0.023813    -0.216364    -0.143482
51082.50     0.043138    -0.123945     0.003276
51082.75     0.071094    -0.186041     0.043311
51083.00     0.042955    -0.225752     0.049691
51083.25     0.013650    -0.204064    -0.036509
51083.50     0.075543    -0.135066     0.011247
51083.75     0.113543    -0.203067    -0.017633
51084.00     0.092299    -0.247930    -0.012912
51084.25     0.083693    -0.220263    -0.047686
51084.50     0.162001    -0.158546     0.071199
51084.75     0.214304    -0.211818     0.037927
51085.00     0.203204    -0.236716     0.074780
51085.25     0.181819    -0.205164     0.058615
51085.50     0.227911    -0.127709     0.210830
51085.75     0.264437    -0.184085     0.211172
51086.00     0.231861    -0.199814     0.302475
51086.25     0.170814    -0.155863     0.270116
51086.50     0.198938    -0.067709     0.407891
51086.75     0.201114    -0.135306     0.336164
51087.00     0.150668    -0.154878     0.347209
51087.25     0.089030    -0.134950     0.223865
51087.50     0.125484    -0.056771     0.290572
51087.75     0.149382    -0.122011     0.189379
51088.00     0.120175    -0.120881     0.227332
51088.25     0.082233    -0.092172     0.137926
51088.50     0.132151    -0.014590     0.221378
51088.75     0.162616    -0.059771     0.137000
51089.00     0.146440    -0.074527     0.080651
51089.25     0.119017    -0.032248    -0.061828
51089.50     0.157110     0.054354    -0.001405
51089.75     0.181087     0.016559    -0.048325
51090.00     0.156035     0.002162    -0.028909
51090.25     0.114389     0.034809    -0.075242
51090.50     0.162229     0.098128    -0.007624
51090.75     0.194043     0.037626    -0.051552
51091.00     0.153466     0.008760    -0.082032
51091.25     0.097661     0.009644    -0.146587
51091.50     0.128549     0.053449    -0.066915
51091.75     0.161071    -0.035925    -0.108514
51092.00     0.135349    -0.069639    -0.120225
51092.25     0.109666    -0.062082    -0.191113
51092.50     0.154059    -0.006473    -0.162259
51092.75     0.192827    -0.095497    -0.227206
51093.00     0.164150    -0.137499    -0.219425
51093.25     0.136275    -0.111868    -0.263915
51093.50     0.193665    -0.036875    -0.177729
51093.75     0.214590    -0.109966    -0.228447
51094.00     0.175723    -0.137603    -0.171427
51094.25     0.135733    -0.117186    -0.214148
51094.50     0.192263    -0.051467    -0.097157
51094.75     0.218685    -0.099268    -0.139720
51095.00     0.174885    -0.108040    -0.143369
51095.25     0.116835    -0.077878    -0.221094
51095.50     0.149620    -0.025709    -0.164722
51095.75     0.181545    -0.088945    -0.162171
51096.00     0.163197    -0.112591    -0.154392
51096.25     0.133805    -0.070339    -0.188943
51096.50     0.192117    -0.007349    -0.077017
51096.75     0.229807    -0.068555    -0.062102
51097.00     0.221822    -0.103785     0.011592
51097.25     0.207572    -0.075346     0.057789
51097.50     0.258901     0.013862     0.264756
51097.75     0.277226    -0.008244     0.382283
51098.00     0.214959    -0.013141     0.530435
51098.25     0.139495    -0.006755     0.554437
51098.50     0.160556     0.047339     0.708560
51098.75     0.153788    -0.020356     0.666734
51099.00     0.102338    -0.062163     0.669232
51099.25     0.014253    -0.070994     0.551832
51099.50     0.009029    -0.046775     0.577721
51099.75    -0.018112    -0.142447     0.413880
51100.00    -0.086858    -0.162718     0.359382
51100.25    -0.155225    -0.134206     0.249443
51100.50    -0.121205    -0.051248     0.288469
51100.75    -0.122644    -0.094494     0.207258
