 
"Organization Name - Effective 12-JAN-09","Grant Number","NIH Reference","PI Name","Project Title","Dept Name","NIH Dept Combining Name","NIH MC Combining Name","Award","City","State or Country Name","Zip Code","Attributed to Medical School","Medical School - Grant is Attributed To","Medical School Location","Additional Ranking Category","Multi-Campus Institution","Main Campus - Grant is Attributed To","  "
"UNIVERSITY OF OKLAHOMA HLTH SCIENCES CTR","5R01HL077814-04","7393796","Rothblum, Lawrence I","Ribosome Biogenesis: A Molecular Checkpoint for Cardiac Hypertrophy","CELL BIOLOGY","ANATOMY/CELL BIOLOGY","SCHOOLS OF MEDICINE","$ 355,629","OKLAHOMA CITY","OKLAHOMA","73117-1213","Y","UNIVERSITY OF OKLAHOMA COLLEGE OF MED","OKLAHOMA CITY, OKLAHOMA 73117-1213","None","Y","UNIVERSITY OF OKLAHOMA","  "
"UNIVERSITY OF OKLAHOMA HLTH SCIENCES CTR","5R01HL079441-03","7393202","Zhao, Zhizhuang J","Tyrosine Phosphatases PTP-MEG2 and Hematopoiesis","PATHOLOGY","PATHOLOGY","SCHOOLS OF MEDICINE","$ 355,629","OKLAHOMA CITY","OKLAHOMA","73117-1213","Y","UNIVERSITY OF OKLAHOMA COLLEGE OF MED","OKLAHOMA CITY, OKLAHOMA 73117-1213","None","Y","UNIVERSITY OF OKLAHOMA","  "
"UNIVERSITY OF OKLAHOMA HLTH SCIENCES CTR","5R01HL080499-03","7389652","Zou, Minghui ","AMP-activated kinase in diabetic complications","MEDICINE","INTERNAL MEDICINE/MEDICINE","SCHOOLS OF MEDICINE","$ 355,629","OKLAHOMA CITY","OKLAHOMA","73117-1213","Y","UNIVERSITY OF OKLAHOMA COLLEGE OF MED","OKLAHOMA CITY, OKLAHOMA 73117-1213","None","Y","UNIVERSITY OF OKLAHOMA","  "
"UNIVERSITY OF OKLAHOMA HLTH SCIENCES CTR","5R01HL084489-02","7502013","Ballard, Jimmy D","Systemic events in Clostridium difficile associated disease","MICROBIOLOGY AND IMMUNOLOGY","MICROBIOLOGY/IMMUN/VIROLOGY","SCHOOLS OF MEDICINE","$ 364,204","OKLAHOMA CITY","OKLAHOMA","73117-1213","Y","UNIVERSITY OF OKLAHOMA COLLEGE OF MED","OKLAHOMA CITY, OKLAHOMA 73117-1213","None","Y","UNIVERSITY OF OKLAHOMA","  "
"UNIVERSITY OF OKLAHOMA HLTH SCIENCES CTR","5R01NS056218-03","7356025","Sonntag, William Edmund","Effects of Radiation on Brain Microvasculature and Cognition","MEDICINE","INTERNAL MEDICINE/MEDICINE","SCHOOLS OF MEDICINE","$ 351,506","OKLAHOMA CITY","OKLAHOMA","73117-1213","Y","UNIVERSITY OF OKLAHOMA COLLEGE OF MED","OKLAHOMA CITY, OKLAHOMA 73117-1213","None","Y","UNIVERSITY OF OKLAHOMA","  "
"UNIVERSITY OF OKLAHOMA HLTH SCIENCES CTR","5R21DE017349-02","7475828","Qi, Fengxia ","Molecular Basis of Interspecies Recognition and Interaction","NONE","NONE","SCHOOLS OF DENTISTRY/ORAL HYGN","$ 175,677","OKLAHOMA CITY","OKLAHOMA","73117-1213","","","","None","Y","UNIVERSITY OF OKLAHOMA","  "
"UNIVERSITY OF OKLAHOMA HLTH SCIENCES CTR","5R21EY017888-02","7498455","Matsumoto, Hiroyuki ","Proteomic Trajectory Mapping of Retinopathy of Prematurity","BIOCHEM AND MOLECULAR BIOLOGY","BIOCHEMISTRY","SCHOOLS OF MEDICINE","$ 179,463","OKLAHOMA CITY","OKLAHOMA","73117-1213","Y","UNIVERSITY OF OKLAHOMA COLLEGE OF MED","OKLAHOMA CITY, OKLAHOMA 73117-1213","None","Y","UNIVERSITY OF OKLAHOMA","  "
"UNIVERSITY OF OKLAHOMA HLTH SCIENCES CTR","5R21EY018306-02","7475063","Mcginnis, James Francis","Pharmacokinetics of Therapeutic Nanoparticles in the CNS","OPHTHALMOLOGY","OPHTHALMOLOGY","SCHOOLS OF MEDICINE","$ 180,413","OKLAHOMA CITY","OKLAHOMA","73117-1213","Y","UNIVERSITY OF OKLAHOMA COLLEGE OF MED","OKLAHOMA CITY, OKLAHOMA 73117-1213","None","Y","UNIVERSITY OF OKLAHOMA","  "
"UNIVERSITY OF OKLAHOMA HLTH SCIENCES CTR","5R21NR009776-02","7491693","Dwyer, Kathleen A","Fostering Post-Treatment Transitions in African-American Breast Cancer Survivors","NONE","NONE","SCHOOLS OF NURSING","$ 143,717","OKLAHOMA CITY","OKLAHOMA","73117-1213","","","","None","Y","UNIVERSITY OF OKLAHOMA","  "
"UNIVERSITY OF OKLAHOMA HLTH SCIENCES CTR","5R24RR016556-07","7489864","White, Gary L","Development of an SPF Baboon Colony","PATHOLOGY","PATHOLOGY","SCHOOLS OF MEDICINE","$ 666,561","OKLAHOMA CITY","OKLAHOMA","73117-1213","Y","UNIVERSITY OF OKLAHOMA COLLEGE OF MED","OKLAHOMA CITY, OKLAHOMA 73117-1213","None","Y","UNIVERSITY OF OKLAHOMA","  "
"UNIVERSITY OF OKLAHOMA HLTH SCIENCES CTR","5R25MH070569-05","7499723","Pfefferbaum, Betty ","Child & Family Disaster Research Training & Education","PSYCHIATRY AND BEHAVIORAL SCIS","PSYCHIATRY","SCHOOLS OF MEDICINE","$ 246,420","OKLAHOMA CITY","OKLAHOMA","73117-1213","Y","UNIVERSITY OF OKLAHOMA COLLEGE OF MED","OKLAHOMA CITY, OKLAHOMA 73117-1213","None","Y","UNIVERSITY OF OKLAHOMA","  "
"UNIVERSITY OF OKLAHOMA HLTH SCIENCES CTR","5R34MH076972-02","7492215","Hecht, Debra B","Developing Multi-Component Evidence Based Practice in Child Abuse Service Systems","PEDIATRICS","PEDIATRICS","SCHOOLS OF MEDICINE","$ 301,668","OKLAHOMA CITY","OKLAHOMA","73117-1213","Y","UNIVERSITY OF OKLAHOMA COLLEGE OF MED","OKLAHOMA CITY, OKLAHOMA 73117-1213","None","Y","UNIVERSITY OF OKLAHOMA","  "
"UNIVERSITY OF OKLAHOMA HLTH SCIENCES CTR","5R37HL035280-22","7357487","Cunningham, Madeleine W","MYOSIN--A LINK BETWEEN STREPTOCOCCI AND HEART","MICROBIOLOGY AND IMMUNOLOGY","MICROBIOLOGY/IMMUN/VIROLOGY","SCHOOLS OF MEDICINE","$ 347,271","OKLAHOMA CITY","OKLAHOMA","73117-1213","Y","UNIVERSITY OF OKLAHOMA COLLEGE OF MED","OKLAHOMA CITY, OKLAHOMA 73117-1213","None","Y","UNIVERSITY OF OKLAHOMA","  "
"UNIVERSITY OF OKLAHOMA HLTH SCIENCES CTR","5T32AI007633-08","7491491","Cunningham, Madeleine W","Molecular Basis of Immunity - Kirschtein-NRSA","BIOCHEM AND MOLECULAR BIOLOGY","BIOCHEMISTRY","SCHOOLS OF MEDICINE","$ 147,288","OKLAHOMA CITY","OKLAHOMA","73117-1213","Y","UNIVERSITY OF OKLAHOMA COLLEGE OF MED","OKLAHOMA CITY, OKLAHOMA 73117-1213","None","Y","UNIVERSITY OF OKLAHOMA","  "
"UNIVERSITY OF OKLAHOMA HLTH SCIENCES CTR","5U01AI075391-02","7492260","Pereira, H Anne","Development of an antimicrobial peptide therapeutic for Pseudomonas infections","PATHOLOGY","PATHOLOGY","SCHOOLS OF MEDICINE","$ 592,713","OKLAHOMA CITY","OKLAHOMA","73117-1213","Y","UNIVERSITY OF OKLAHOMA COLLEGE OF MED","OKLAHOMA CITY, OKLAHOMA 73117-1213","None","Y","UNIVERSITY OF OKLAHOMA","  "
"UNIVERSITY OF OKLAHOMA HLTH SCIENCES CTR","5U01CA114626-04","7416797","Campbell, Janis Elaine","University of Oklahoma Community Networks Project OUCNP","BIOSTATISTICS AND EPIDEMIOLOGY","BIOSTATISTICS & OTHER MATH SCI","SCHOOLS OF PUBLIC HEALTH","$ 490,561","OKLAHOMA CITY","OKLAHOMA","73117-1213","","","","None","Y","UNIVERSITY OF OKLAHOMA","  "
"UNIVERSITY OF OKLAHOMA HLTH SCIENCES CTR","5U01HL041654-20","7413285","Lee, Elisa ","The Strong Heart Study, Phase V","CTR/AMER INDIAN HEALTH RES","MISCELLANEOUS","SCHOOLS OF PUBLIC HEALTH","$ 1,930,245","OKLAHOMA CITY","OKLAHOMA","73117-1213","","","","None","Y","UNIVERSITY OF OKLAHOMA","  "
"UNIVERSITY OF OKLAHOMA HLTH SCIENCES CTR","5U01HL087354-03","7455904","Lee, Elisa ","Native Healthy Lifestyle: A Return to Balance","CTR/AMER INDIAN HEALTH RES","MISCELLANEOUS","SCHOOLS OF PUBLIC HEALTH","$ 688,584","OKLAHOMA CITY","OKLAHOMA","73117-1213","","","","None","Y","UNIVERSITY OF OKLAHOMA","  "
"UNIVERSITY OF OKLAHOMA HLTH SCIENCES CTR","7R01CA131413-02","7739751","Umar, Shahid ","Beta-Catenin/NF-kB in Hyperplasia/Neoplasia of Colonic Crypts: Chemoprevention","MEDICINE","INTERNAL MEDICINE/MEDICINE","SCHOOLS OF MEDICINE","$ 312,924","OKLAHOMA CITY","OKLAHOMA","73117-1213","Y","UNIVERSITY OF OKLAHOMA COLLEGE OF MED","OKLAHOMA CITY, OKLAHOMA 73117-1213","None","Y","UNIVERSITY OF OKLAHOMA","  "
"UNIVERSITY OF OKLAHOMA NORMAN","1G13LM009871-01","7501787","Tracy, Sarah W","Health Revolutionary: The Life and Science of Ancel Keys","NONE","NONE","SCHOOLS OF ARTS AND SCIENCES","$ 76,000","NORMAN","OKLAHOMA","73019","","","","None","Y","UNIVERSITY OF OKLAHOMA","  "
"UNIVERSITY OF OKLAHOMA NORMAN","1R01DC008982-01A2","7522493","Rennaker, Robert L","Ensemble coding in olfactory cortex","SCHOOL OF AEROSPACE AND MECHANICAL ENGINEERING","ENGINEERING (ALL TYPES)","BIOMED ENGR/COL ENGR/ENGR STA","$ 373,833","NORMAN","OKLAHOMA","73019","","","","None","Y","UNIVERSITY OF OKLAHOMA","  "
"UNIVERSITY OF OKLAHOMA NORMAN","1R01HL088207-01A2","7475394","Mcfetridge, Peter S","Development and assessment of a natural bio scafold for vascular reconstruction","SCHOOL OF CHEMICAL, BIOLOGICAL AND MATERIALS ENGINEERING","ENGINEERING (ALL TYPES)","BIOMED ENGR/COL ENGR/ENGR STA","$ 352,077","NORMAN","OKLAHOMA","73019","","","","None","Y","UNIVERSITY OF OKLAHOMA","  "
"UNIVERSITY OF OKLAHOMA NORMAN","1R21EB008512-01A1","7589349","Liu, Shaorong ","Electroosmotic Pump for Microchip HPLC","CHEMISTRY AND BIOCHEMISTRY","CHEMISTRY","SCHOOLS OF ARTS AND SCIENCES","$ 215,895","NORMAN","OKLAHOMA","73019","","","","None","Y","UNIVERSITY OF OKLAHOMA","  "
"UNIVERSITY OF OKLAHOMA NORMAN","1R21HD058509-01","7498112","Spicer, Paul G","Promoting Cognitive Development from Infancy in a Northern Plains Tribe","PSYCHOLOGY","PSYCHOLOGY","SCHOOLS OF ARTS AND SCIENCES","$ 222,500","NORMAN","OKLAHOMA","73019","","","","None","Y","UNIVERSITY OF OKLAHOMA","  "
"UNIVERSITY OF OKLAHOMA NORMAN","2R01DC003906-10A1","7362941","Wilson, Donald A","Cortical processing of olfactory stimuli","ZOOLOGY","ZOOLOGY","SCHOOLS OF ARTS AND SCIENCES","$ 74,287","NORMAN","OKLAHOMA","73019","","","","None","Y","UNIVERSITY OF OKLAHOMA","  "
"UNIVERSITY OF OKLAHOMA NORMAN","2R56AI052293-06","7623282","Zgurskaya, Helen I","Transport Across Two Membranes by AcrAB-TolC Complex","CHEMISTRY AND BIOCHEMISTRY","CHEMISTRY","SCHOOLS OF ARTS AND SCIENCES","$ 360,396","NORMAN","OKLAHOMA","73019","","","","None","Y","UNIVERSITY OF OKLAHOMA","  "
"UNIVERSITY OF OKLAHOMA NORMAN","5F31DC008716-02","7345393","Sloan, Andrew Michael","The Role of Tonic Neural Responses in Auditory Pitch Perception in Awake Rat A1","SCHOOL OF AEROSPACE AND MECHANICAL ENGINEERING","ENGINEERING (ALL TYPES)","BIOMED ENGR/COL ENGR/ENGR STA","$ 32,995","NORMAN","OKLAHOMA","73019","","","","None","Y","UNIVERSITY OF OKLAHOMA","  "
"UNIVERSITY OF OKLAHOMA NORMAN","5R01AI048945-09","7449731","Conway, Tyrrell ","Growth and Colonization of the Intestine by E. coli","BOTANY AND MICROBIOLOGY","OTHER BASIC SCIENCES","SCHOOLS OF ARTS AND SCIENCES","$ 423,280","NORMAN","OKLAHOMA","73019","","","","None","Y","UNIVERSITY OF OKLAHOMA","  "
"UNIVERSITY OF OKLAHOMA NORMAN","5R01CA115320-03","7423851","Liu, Hong ","A computer aided chromosome imaging technique for cancer diagnosis","SCHOOL OF ELECTRICAL AND COMPUTER ENGINEERING","ENGINEERING (ALL TYPES)","BIOMED ENGR/COL ENGR/ENGR STA","$ 312,688","NORMAN","OKLAHOMA","73019","","","","None","Y","UNIVERSITY OF OKLAHOMA","  "
"UNIVERSITY OF OKLAHOMA NORMAN","5R01DC006632-04","7448578","Gan, Rong Z","Ear Biomechanics for Restoration of Hearing","SCHOOL OF AEROSPACE AND MECHANICAL ENGINEERING","ENGINEERING (ALL TYPES)","BIOMED ENGR/COL ENGR/ENGR STA","$ 217,956","NORMAN","OKLAHOMA","73019","","","","None","Y","UNIVERSITY OF OKLAHOMA","  "
"UNIVERSITY OF OKLAHOMA NORMAN","5R01GM053836-12","7475254","Klebba, Phillip E","Ligand-gated Transport through FepA","CHEMISTRY AND BIOCHEMISTRY","CHEMISTRY","SCHOOLS OF ARTS AND SCIENCES","$ 267,300","NORMAN","OKLAHOMA","73019","","","","None","Y","UNIVERSITY OF OKLAHOMA","  "
"UNIVERSITY OF OKLAHOMA NORMAN","5R01GM059311-09","7408654","West, Ann H","Histidine to Aspartate Phosphoryl Transfer in Yeast","CHEMISTRY AND BIOCHEMISTRY","CHEMISTRY","SCHOOLS OF ARTS AND SCIENCES","$ 242,999","NORMAN","OKLAHOMA","73019","","","","None","Y","UNIVERSITY OF OKLAHOMA","  "
"UNIVERSITY OF OKLAHOMA NORMAN","5R01NR010341-02","7492299","Mumford, Michael D","Development of Strategies for Improving Ethical Decision-Making in the Sciences","PSYCHOLOGY","PSYCHOLOGY","SCHOOLS OF ARTS AND SCIENCES","$ 225,090","NORMAN","OKLAHOMA","73019","","","","None","Y","UNIVERSITY OF OKLAHOMA","  "
"UNIVERSITY OF OKLAHOMA NORMAN","5R03DE018159-02","7475250","Mccauley, David William","SoxE gene regulation of Type II collagen in the sea lamprey Petromyzon marinus","ZOOLOGY","ZOOLOGY","SCHOOLS OF ARTS AND SCIENCES","$ 73,186","NORMAN","OKLAHOMA","73019","","","","None","Y","UNIVERSITY OF OKLAHOMA","  "
"UNIVERSITY OF OKLAHOMA NORMAN","5R21DE016889-02","7344841","Ashby, Michael T","Inorganic Antimicrobials in Exocrine Fluids","CHEMISTRY AND BIOCHEMISTRY","CHEMISTRY","SCHOOLS OF ARTS AND SCIENCES","$ 145,608","NORMAN","OKLAHOMA","73019","","","","None","Y","UNIVERSITY OF OKLAHOMA","  "
"UNIVERSITY OF OKLAHOMA NORMAN","7R03MH079357-03","7641552","Kimball, Daniel R","Computational modeling of associative processes in false memory and forgetting","PSYCHOLOGY","PSYCHOLOGY","SCHOOLS OF ARTS AND SCIENCES","$ 25,095","NORMAN","OKLAHOMA","73019","","","","None","Y","UNIVERSITY OF OKLAHOMA","  "
"UNIVERSITY OF OKLAHOMA NORMAN","7R21AG030686-02","7488419","Jervis, Lori L","Exploring the mistreatment of Native elders","ANTHROPOLOGY","SOCIAL SCIENCES","SCHOOLS OF ARTS AND SCIENCES","$ 189,420","NORMAN","OKLAHOMA","73019","","","","None","Y","UNIVERSITY OF OKLAHOMA","  "
"UNIVERSITY OF TULSA","1R03AR054571-01A1","7364279","Rhudy, Jamie Lynn","Supraspinal Modulation of Nociceptive Reactions in Fibromyalgia","PSYCHOLOGY","PSYCHOLOGY","SCHOOLS OF ARTS AND SCIENCES","$ 62,162","TULSA","OKLAHOMA","74104-3189","","","","None","N","","  "
"UNIVERSITY OF TULSA","5P41GM079589-03","7484158","Baures, Paul William","Molecular Libraries from Imidazole-4,5-Dicarboxylic Acid","CHEMISTRY AND BIOCHEMISTRY","CHEMISTRY","BIOMED ENGR/COL ENGR/ENGR STA","$ 156,507","TULSA","OKLAHOMA","74104-3189","","","","None","N","","  "
"WARREN CANCER RESEARCH FOUNDATION","2U10CA045459-22","7473460","Lockhart, James B","Oklahoma CCOP","","","","$ 670,562","TULSA","OKLAHOMA","74136","","","","None","N","","  "
"WARREN CANCER RESEARCH FOUNDATION","3U10CA045459-22S1","7682719","Lockhart, James B","Oklahoma CCOP","","","","$ 50,000","TULSA","OKLAHOMA","74136","","","","None","N","","  "
