-----------------------------------------------
3D SITE DISPLACEMENT DUE TO ATMOSPHERIC LOADING
-----------------------------------------------
METEOROLOGICAL CENTER & DEGREE 1 :     NCEP_CME
CMEA : CENTER OF MASS OF THE EARTH + ATMOSPHERE
CME  : CENTER OF MASS OF THE SOLID EARTH  ALONE
SITE COORDINATES ACCORDING TO ITRF2000 SOLUTION
-----------------------------------------------
CREATOR EMAIL : PASCAL.GEGOUT@EOST.U-STRASBG.FR
-----------------------------------------------
NOUM        49718.000    1995     1     1     0
NOUM        52274.750    2001    12    31    18
NOUM     -5739971.535  1387563.663 -2402123.551
50958.50    -0.061648    -0.151403    -0.693631
50958.75    -0.033768    -0.208836    -0.507392
50959.00    -0.060061    -0.287212    -0.598209
50959.25    -0.059235    -0.218629    -0.549330
50959.50    -0.076545    -0.239107    -0.751975
50959.75    -0.058566    -0.283402    -0.480904
50960.00    -0.082382    -0.366355    -0.590283
50960.25    -0.071498    -0.263887    -0.467241
50960.50    -0.072223    -0.206802    -0.581726
50960.75    -0.039554    -0.207577    -0.331081
50961.00    -0.053582    -0.233893    -0.419595
50961.25    -0.038161    -0.125268    -0.336329
50961.50    -0.048596    -0.088115    -0.502240
50961.75    -0.032966    -0.095456    -0.327273
50962.00    -0.069417    -0.139877    -0.571037
50962.25    -0.070827    -0.034441    -0.595147
50962.50    -0.099493    -0.061529    -0.880304
50962.75    -0.095974    -0.100192    -0.753960
50963.00    -0.128469    -0.156699    -0.930088
50963.25    -0.130983    -0.078217    -0.894492
50963.50    -0.161060    -0.084421    -1.129793
50963.75    -0.140032    -0.123042    -0.933243
50964.00    -0.153554    -0.203745    -1.049727
50964.25    -0.142110    -0.122109    -0.968286
50964.50    -0.144063    -0.086992    -1.155122
50964.75    -0.112820    -0.083141    -0.908904
50965.00    -0.121043    -0.130587    -0.935206
50965.25    -0.100810    -0.033082    -0.812608
50965.50    -0.098980    -0.002220    -0.943420
50965.75    -0.060911     0.019937    -0.658828
50966.00    -0.069560    -0.017959    -0.714216
50966.25    -0.061767     0.089800    -0.587700
50966.50    -0.081299     0.079721    -0.683071
50966.75    -0.055253     0.044640    -0.369961
50967.00    -0.062347    -0.020939    -0.399211
50967.25    -0.041048     0.055267    -0.250948
50967.50    -0.051489     0.073788    -0.375137
50967.75    -0.018184     0.039317    -0.070540
50968.00    -0.020118    -0.050546    -0.133118
50968.25    -0.001700     0.009813    -0.044114
50968.50    -0.013736     0.001491    -0.192808
50968.75     0.018577    -0.036382     0.136013
50969.00    -0.000911    -0.100070     0.061914
50969.25     0.009721    -0.042661     0.134103
50969.50     0.010806    -0.063715    -0.119930
50969.75     0.047411    -0.113630     0.048189
50970.00     0.032425    -0.141146    -0.084458
50970.25     0.035825    -0.047629    -0.069236
50970.50     0.023643    -0.025397    -0.263311
50970.75     0.040803    -0.052130    -0.078815
50971.00     0.003419    -0.097661    -0.272607
50971.25     0.004371    -0.005715    -0.190739
50971.50    -0.024581     0.024994    -0.414061
50971.75    -0.023019     0.004656    -0.235390
50972.00    -0.064806    -0.082299    -0.361661
50972.25    -0.075157    -0.030979    -0.251837
50972.50    -0.120856    -0.034846    -0.467968
50972.75    -0.121992    -0.055447    -0.244693
50973.00    -0.154191    -0.116537    -0.389529
50973.25    -0.175642    -0.026048    -0.336621
50973.50    -0.190576    -0.009087    -0.564562
50973.75    -0.170209    -0.021042    -0.370252
50974.00    -0.196912    -0.083242    -0.657326
50974.25    -0.189749     0.023403    -0.674403
50974.50    -0.183772     0.082987    -0.907312
50974.75    -0.158083     0.066927    -0.657539
50975.00    -0.179692     0.007313    -0.721485
50975.25    -0.177971     0.098458    -0.645338
50975.50    -0.165008     0.122821    -0.753415
50975.75    -0.139334     0.108294    -0.526008
50976.00    -0.155269     0.055809    -0.617599
50976.25    -0.154764     0.129380    -0.608349
50976.50    -0.163691     0.096528    -0.830179
50976.75    -0.154278     0.046810    -0.628271
50977.00    -0.171515    -0.028013    -0.729257
50977.25    -0.173283     0.047170    -0.615495
50977.50    -0.178476     0.029802    -0.730021
50977.75    -0.139492    -0.008504    -0.449104
50978.00    -0.142589    -0.096064    -0.534305
50978.25    -0.113015    -0.028639    -0.451665
50978.50    -0.116820    -0.034187    -0.694094
50978.75    -0.068551    -0.070004    -0.487845
50979.00    -0.081302    -0.140782    -0.586301
50979.25    -0.066565    -0.090402    -0.571613
50979.50    -0.061560    -0.122488    -0.780314
50979.75    -0.036056    -0.157745    -0.625319
50980.00    -0.026702    -0.231541    -0.757465
50980.25    -0.010529    -0.157815    -0.758299
50980.50    -0.017527    -0.166179    -1.050077
50980.75    -0.003051    -0.192274    -0.896090
50981.00    -0.017470    -0.244379    -1.079296
50981.25    -0.002718    -0.147827    -1.095696
50981.50    -0.006614    -0.120893    -1.361259
50981.75     0.009430    -0.160701    -1.098170
50982.00    -0.013297    -0.211111    -1.136682
50982.25    -0.012158    -0.118621    -1.040202
50982.50    -0.027564    -0.092690    -1.180291
50982.75    -0.004395    -0.110580    -0.942602
50983.00    -0.030431    -0.157856    -0.999003
50983.25    -0.025333    -0.087849    -0.896384
50983.50    -0.023368    -0.071398    -1.019715
50983.75    -0.006175    -0.097468    -0.760946
50984.00    -0.014720    -0.157782    -0.843032
50984.25    -0.010758    -0.087948    -0.736535
50984.50    -0.017074    -0.065642    -0.840296
50984.75    -0.002807    -0.068607    -0.606369
50985.00    -0.034455    -0.126798    -0.708427
50985.25    -0.038677    -0.018246    -0.627997
50985.50    -0.064465     0.014987    -0.886143
50985.75    -0.044261     0.016529    -0.671443
50986.00    -0.072575    -0.033821    -0.795332
50986.25    -0.073909     0.068589    -0.671566
50986.50    -0.097604     0.086504    -0.865229
50986.75    -0.086716     0.054268    -0.631489
50987.00    -0.123582    -0.003844    -0.777018
50987.25    -0.135012     0.066460    -0.717258
50987.50    -0.162139     0.067930    -0.986716
50987.75    -0.150667     0.022871    -0.806257
50988.00    -0.189407    -0.059671    -0.976935
50988.25    -0.182830     0.026592    -0.919869
50988.50    -0.195942     0.048782    -1.138403
50988.75    -0.168504     0.026986    -0.941213
50989.00    -0.181471    -0.019465    -1.101367
50989.25    -0.163575     0.058888    -0.972542
50989.50    -0.177316     0.077298    -1.134569
50989.75    -0.147455     0.028815    -0.889370
50990.00    -0.172225    -0.017202    -0.984305
50990.25    -0.159419     0.077295    -0.879917
50990.50    -0.157363     0.102092    -0.919118
50990.75    -0.126643     0.067806    -0.589282
50991.00    -0.151050     0.004959    -0.639926
50991.25    -0.135520     0.111174    -0.431481
50991.50    -0.135304     0.126577    -0.506225
50991.75    -0.106190     0.132617    -0.244445
50992.00    -0.114266     0.064763    -0.342003
50992.25    -0.103856     0.154871    -0.258393
50992.50    -0.103228     0.162990    -0.453351
50992.75    -0.072992     0.163478    -0.245359
50993.00    -0.094920     0.123947    -0.400590
50993.25    -0.100488     0.208482    -0.365169
50993.50    -0.117307     0.211573    -0.548562
50993.75    -0.103352     0.159720    -0.401553
50994.00    -0.127761     0.084227    -0.577899
50994.25    -0.134837     0.120853    -0.562650
50994.50    -0.164281     0.121593    -0.800029
50994.75    -0.143120     0.055614    -0.667015
50995.00    -0.170999    -0.019623    -0.853996
50995.25    -0.175963     0.036638    -0.837375
50995.50    -0.175893     0.053858    -1.045824
50995.75    -0.158816     0.023374    -0.839947
50996.00    -0.194117    -0.027031    -0.951560
50996.25    -0.195297     0.052415    -0.799656
50996.50    -0.201119     0.027941    -1.022003
50996.75    -0.167554     0.003416    -0.748818
50997.00    -0.182055    -0.048924    -0.943614
50997.25    -0.164365     0.002120    -0.845995
50997.50    -0.184669     0.044507    -0.993801
50997.75    -0.154140     0.045669    -0.733645
50998.00    -0.173554     0.017531    -0.817828
50998.25    -0.171548     0.137570    -0.747239
50998.50    -0.179503     0.169191    -0.952889
50998.75    -0.157221     0.152552    -0.755857
50999.00    -0.175482     0.092088    -0.850428
50999.25    -0.168680     0.182344    -0.778440
50999.50    -0.181556     0.192508    -1.034517
50999.75    -0.163604     0.154108    -0.907708
51000.00    -0.198984     0.056919    -1.114887
51000.25    -0.199858     0.121489    -1.045162
51000.50    -0.206873     0.117561    -1.264218
51000.75    -0.181548     0.080521    -1.036699
51001.00    -0.195739     0.016117    -1.137213
51001.25    -0.196577     0.094199    -1.013310
51001.50    -0.206538     0.094163    -1.143023
51001.75    -0.194356     0.060240    -0.844907
51002.00    -0.215255    -0.002350    -0.928829
51002.25    -0.214990     0.075489    -0.844502
51002.50    -0.217401     0.075158    -0.954930
51002.75    -0.193713     0.022373    -0.774283
51003.00    -0.227309    -0.061216    -0.964847
51003.25    -0.236339     0.029949    -0.934825
51003.50    -0.246063     0.013682    -1.143337
51003.75    -0.233465    -0.036976    -1.014230
51004.00    -0.265897    -0.125037    -1.227515
51004.25    -0.252394    -0.006872    -1.171635
51004.50    -0.259086    -0.002471    -1.394697
51004.75    -0.236298    -0.008224    -1.232599
51005.00    -0.266208    -0.085219    -1.435108
51005.25    -0.258544     0.018717    -1.309263
51005.50    -0.274298     0.032261    -1.455062
51005.75    -0.244652     0.014600    -1.214259
51006.00    -0.279330    -0.053640    -1.365972
51006.25    -0.289132     0.045296    -1.226371
51006.50    -0.309869     0.053396    -1.383631
51006.75    -0.277685     0.030329    -1.119174
51007.00    -0.300404    -0.018242    -1.209453
51007.25    -0.282891     0.065847    -1.072483
51007.50    -0.277745     0.076700    -1.170464
51007.75    -0.234845     0.056100    -0.891916
51008.00    -0.233440    -0.018195    -0.932326
51008.25    -0.205404     0.057330    -0.763695
51008.50    -0.195235     0.064667    -0.853155
51008.75    -0.144859     0.055403    -0.577360
51009.00    -0.137703    -0.010120    -0.644022
51009.25    -0.112422     0.081570    -0.564935
51009.50    -0.107303     0.077416    -0.696436
51009.75    -0.072024     0.050122    -0.536352
51010.00    -0.086824    -0.006318    -0.642410
51010.25    -0.082116     0.087945    -0.621307
51010.50    -0.086933     0.088482    -0.827756
51010.75    -0.060025     0.058963    -0.595661
51011.00    -0.086497    -0.010248    -0.744601
51011.25    -0.076232     0.062202    -0.636531
51011.50    -0.094195     0.061901    -0.796085
51011.75    -0.062113     0.035028    -0.520653
51012.00    -0.085058    -0.031277    -0.573781
51012.25    -0.081577     0.072913    -0.443742
51012.50    -0.099626     0.094392    -0.666644
51012.75    -0.056521     0.067076    -0.470819
51013.00    -0.074778     0.005827    -0.632119
51013.25    -0.053491     0.100546    -0.548241
51013.50    -0.036216     0.123505    -0.717742
51013.75     0.014056     0.111380    -0.508922
51014.00     0.008239     0.042397    -0.675438
51014.25     0.022672     0.133419    -0.635109
51014.50     0.017261     0.144310    -0.847111
51014.75     0.045978     0.097677    -0.676139
51015.00     0.020044     0.009100    -0.808341
51015.25     0.023547     0.065194    -0.690637
51015.50    -0.001895     0.056739    -0.926682
51015.75     0.018540     0.016794    -0.661179
51016.00    -0.014916    -0.078837    -0.769029
51016.25    -0.018150    -0.043011    -0.650995
51016.50    -0.059905    -0.078958    -0.868681
51016.75    -0.046296    -0.151619    -0.647597
51017.00    -0.086217    -0.214137    -0.795021
51017.25    -0.102871    -0.144217    -0.744505
51017.50    -0.127300    -0.136715    -0.941280
51017.75    -0.088893    -0.156741    -0.689101
51018.00    -0.116573    -0.204287    -0.806148
51018.25    -0.123026    -0.086917    -0.706674
51018.50    -0.127492    -0.035452    -0.831992
51018.75    -0.100945    -0.010606    -0.522049
51019.00    -0.111565    -0.042491    -0.574992
51019.25    -0.107151     0.083345    -0.392769
51019.50    -0.094384     0.120072    -0.435434
51019.75    -0.056711     0.148255    -0.090426
51020.00    -0.055247     0.109220    -0.153872
51020.25    -0.035061     0.211810     0.012742
51020.50    -0.043857     0.246561    -0.113728
51020.75    -0.003365     0.231393     0.208805
51021.00    -0.009300     0.179868     0.166450
51021.25    -0.002309     0.275864     0.286895
51021.50    -0.012490     0.272960     0.160492
51021.75     0.019476     0.200651     0.443707
51022.00    -0.018092     0.104224     0.306788
51022.25    -0.028166     0.167042     0.422511
51022.50    -0.045829     0.170072     0.251517
51022.75    -0.026517     0.112773     0.403688
51023.00    -0.078969     0.023547     0.248136
51023.25    -0.092693     0.080604     0.349821
51023.50    -0.108638     0.055336     0.028335
51023.75    -0.089564    -0.004427     0.095788
51024.00    -0.113492    -0.088996    -0.206952
51024.25    -0.108501    -0.005461    -0.278728
51024.50    -0.109751    -0.028823    -0.583280
51024.75    -0.075424    -0.066023    -0.438043
51025.00    -0.093512    -0.145183    -0.661714
51025.25    -0.078552    -0.034376    -0.663828
51025.50    -0.082201    -0.012866    -0.973421
51025.75    -0.044711    -0.041608    -0.768375
51026.00    -0.062194    -0.096529    -0.910212
51026.25    -0.041753     0.027964    -0.847299
51026.50    -0.022607     0.050923    -0.955300
51026.75     0.012876     0.016857    -0.713990
51027.00    -0.007156    -0.053271    -0.804549
51027.25     0.018797     0.014147    -0.618410
51027.50    -0.002139     0.016264    -0.722200
51027.75     0.021127    -0.039660    -0.468431
51028.00    -0.000740    -0.104123    -0.579788
51028.25    -0.002586     0.002244    -0.449497
51028.50    -0.026506     0.021225    -0.591093
51028.75     0.001566     0.009202    -0.329239
51029.00    -0.027963    -0.048553    -0.488691
51029.25    -0.047461     0.071394    -0.415235
51029.50    -0.068551     0.107870    -0.644680
51029.75    -0.043961     0.124953    -0.469224
51030.00    -0.075463     0.062245    -0.667710
51030.25    -0.072195     0.189721    -0.585779
51030.50    -0.065623     0.202037    -0.783511
51030.75    -0.019927     0.178802    -0.536218
51031.00    -0.056977     0.118406    -0.679248
51031.25    -0.044932     0.189951    -0.499089
51031.50    -0.065570     0.167670    -0.684249
51031.75    -0.048377     0.084031    -0.499170
51032.00    -0.087970    -0.015517    -0.646709
51032.25    -0.092962     0.057577    -0.478822
51032.50    -0.115746     0.046322    -0.659843
51032.75    -0.089064    -0.027979    -0.483005
51033.00    -0.110231    -0.115576    -0.715901
51033.25    -0.107857    -0.010266    -0.747770
51033.50    -0.118620     0.002968    -0.979376
51033.75    -0.086101    -0.029180    -0.854290
51034.00    -0.114075    -0.118132    -1.025478
51034.25    -0.106565    -0.036166    -0.961506
51034.50    -0.099740    -0.050209    -1.130112
51034.75    -0.073824    -0.097763    -0.903657
51035.00    -0.093298    -0.186029    -1.022569
51035.25    -0.062366    -0.084420    -0.885161
51035.50    -0.073873    -0.080139    -1.028865
51035.75    -0.041743    -0.105404    -0.810845
51036.00    -0.064879    -0.167463    -0.942330
51036.25    -0.055153    -0.034982    -0.872867
51036.50    -0.054034     0.003999    -1.030492
51036.75    -0.017169     0.002814    -0.874994
51037.00    -0.044813    -0.033749    -1.048279
51037.25    -0.021287     0.106825    -0.933998
51037.50    -0.030005     0.141861    -1.127964
51037.75     0.003325     0.139470    -0.885226
51038.00    -0.035184     0.079106    -0.950768
51038.25    -0.026801     0.177200    -0.737721
51038.50    -0.043378     0.168935    -0.885902
51038.75    -0.023958     0.111897    -0.617952
51039.00    -0.064125    -0.001159    -0.709374
51039.25    -0.064539     0.031603    -0.525828
51039.50    -0.094155    -0.018925    -0.644220
51039.75    -0.073926    -0.075852    -0.362297
51040.00    -0.104461    -0.169802    -0.502583
51040.25    -0.104073    -0.084220    -0.331577
51040.50    -0.125804    -0.065380    -0.506098
51040.75    -0.090152    -0.048941    -0.254770
51041.00    -0.105003    -0.089216    -0.376537
51041.25    -0.099046     0.036964    -0.323332
51041.50    -0.101372     0.072829    -0.531288
51041.75    -0.063963     0.067351    -0.264161
51042.00    -0.097916     0.012660    -0.434604
51042.25    -0.082953     0.106717    -0.347085
51042.50    -0.099471     0.101138    -0.557447
51042.75    -0.074515     0.043373    -0.328730
51043.00    -0.116201    -0.046982    -0.433075
51043.25    -0.091705     0.020288    -0.266679
51043.50    -0.096824     0.014491    -0.445292
51043.75    -0.074933    -0.024861    -0.162763
51044.00    -0.085303    -0.096223    -0.231961
51044.25    -0.060168    -0.003012    -0.053445
51044.50    -0.074220     0.009924    -0.268531
51044.75    -0.032613    -0.014247    -0.003881
51045.00    -0.066867    -0.046537    -0.198276
51045.25    -0.059026     0.075711    -0.055609
51045.50    -0.081607     0.123059    -0.228902
51045.75    -0.055735     0.100900    -0.014238
51046.00    -0.095451     0.038120    -0.110700
51046.25    -0.067878     0.173153     0.076931
51046.50    -0.076189     0.197489    -0.081174
51046.75    -0.052878     0.161797     0.155733
51047.00    -0.097874     0.047600     0.013073
51047.25    -0.078402     0.118546     0.167220
51047.50    -0.123416     0.085847    -0.136775
51047.75    -0.098142     0.009515     0.055972
51048.00    -0.119732    -0.121487    -0.193670
51048.25    -0.115339    -0.079683    -0.187616
51048.50    -0.136373    -0.111109    -0.501850
51048.75    -0.108138    -0.175083    -0.296574
51049.00    -0.154352    -0.268374    -0.534169
51049.25    -0.146686    -0.154415    -0.468464
51049.50    -0.158785    -0.139360    -0.719611
51049.75    -0.132344    -0.152390    -0.486445
51050.00    -0.163524    -0.216218    -0.643373
51050.25    -0.158158    -0.097716    -0.546696
51050.50    -0.168244    -0.075056    -0.780180
51050.75    -0.140614    -0.099056    -0.566507
51051.00    -0.190903    -0.176653    -0.796446
51051.25    -0.194273    -0.086394    -0.736931
51051.50    -0.210258    -0.095362    -0.982337
51051.75    -0.194900    -0.132547    -0.790004
51052.00    -0.229897    -0.222492    -0.935951
51052.25    -0.222443    -0.130179    -0.832195
51052.50    -0.220009    -0.128706    -1.024491
51052.75    -0.175134    -0.176121    -0.758131
51053.00    -0.180296    -0.236614    -0.871504
51053.25    -0.147430    -0.130506    -0.758821
51053.50    -0.128801    -0.101375    -0.947319
51053.75    -0.070333    -0.091737    -0.693837
51054.00    -0.091218    -0.136862    -0.750486
51054.25    -0.081307    -0.023034    -0.610897
51054.50    -0.112218     0.023203    -0.846301
51054.75    -0.081157     0.021507    -0.624469
51055.00    -0.109515    -0.048449    -0.787193
51055.25    -0.086175     0.056181    -0.682517
51055.50    -0.086908     0.048788    -0.853775
51055.75    -0.044802     0.035021    -0.602000
51056.00    -0.047428    -0.030167    -0.709497
51056.25    -0.013093     0.068431    -0.584631
51056.50    -0.012300     0.082597    -0.823532
51056.75     0.033035     0.034331    -0.575028
51057.00     0.003206    -0.050677    -0.767804
51057.25     0.012811     0.023306    -0.736620
51057.50    -0.003212     0.021033    -1.004382
51057.75     0.021775    -0.032257    -0.866898
51058.00    -0.017988    -0.124749    -1.081949
51058.25    -0.026528    -0.046483    -1.010981
51058.50    -0.051283    -0.043599    -1.254517
51058.75    -0.033484    -0.086908    -1.062175
51059.00    -0.065769    -0.141568    -1.169264
51059.25    -0.057611    -0.012239    -1.010699
51059.50    -0.066148     0.036635    -1.178264
51059.75    -0.028176     0.028230    -0.854181
51060.00    -0.053821    -0.052348    -0.973816
51060.25    -0.043769     0.058561    -0.789505
51060.50    -0.048806     0.052552    -0.950945
51060.75    -0.015232    -0.001602    -0.655944
51061.00    -0.059403    -0.082480    -0.820935
51061.25    -0.049896    -0.036400    -0.738081
51061.50    -0.067097    -0.071922    -0.988976
51061.75    -0.044708    -0.143750    -0.779219
51062.00    -0.088173    -0.225365    -0.984526
51062.25    -0.078055    -0.146131    -0.834854
51062.50    -0.099567    -0.155004    -1.051488
51062.75    -0.083904    -0.229526    -0.786993
51063.00    -0.131496    -0.292726    -0.816177
51063.25    -0.128717    -0.215852    -0.658881
51063.50    -0.154097    -0.225885    -0.849830
51063.75    -0.126918    -0.287185    -0.549272
51064.00    -0.175427    -0.355742    -0.691889
51064.25    -0.157157    -0.258654    -0.535050
51064.50    -0.160940    -0.229183    -0.696271
51064.75    -0.131974    -0.236888    -0.427644
51065.00    -0.170252    -0.276437    -0.532439
51065.25    -0.148452    -0.158785    -0.379676
51065.50    -0.151073    -0.134875    -0.549097
51065.75    -0.126745    -0.124291    -0.246682
51066.00    -0.159493    -0.179445    -0.468200
51066.25    -0.129000    -0.020789    -0.175590
51066.50    -0.131035    -0.007621    -0.296958
51066.75    -0.102545    -0.028499     0.048294
51067.00    -0.119371    -0.067121    -0.046801
51067.25    -0.118649     0.045796     0.042735
51067.50    -0.144441     0.054209    -0.168619
51067.75    -0.124334     0.020695     0.109416
51068.00    -0.152115    -0.051573     0.046404
51068.25    -0.145652     0.031209     0.156975
51068.50    -0.157338     0.043253    -0.075760
51068.75    -0.129620     0.003998     0.108964
51069.00    -0.168996    -0.034917     0.035587
51069.25    -0.162810     0.079092     0.134196
51069.50    -0.181024     0.103883    -0.032149
51069.75    -0.144185     0.067954     0.239016
51070.00    -0.155046     0.030485     0.158854
51070.25    -0.128427     0.116007     0.288149
51070.50    -0.138091     0.123940     0.079323
51070.75    -0.109274     0.072184     0.192893
51071.00    -0.117718    -0.001078    -0.016307
51071.25    -0.104954     0.088509    -0.008733
51071.50    -0.119946     0.098086    -0.323644
51071.75    -0.084437     0.043791    -0.147653
51072.00    -0.119893    -0.048562    -0.289819
51072.25    -0.099373     0.057210    -0.182036
51072.50    -0.095169     0.077041    -0.392547
51072.75    -0.049150     0.018062    -0.159979
51073.00    -0.061447    -0.048591    -0.310977
51073.25    -0.021933     0.034182    -0.220768
51073.50    -0.026073     0.042127    -0.450186
51073.75     0.020352    -0.010608    -0.172362
51074.00     0.009693    -0.103773    -0.264410
51074.25     0.024702    -0.018843    -0.167274
51074.50    -0.001997    -0.024852    -0.395534
51074.75     0.010289    -0.109371    -0.225103
51075.00    -0.048934    -0.201579    -0.440249
51075.25    -0.057798    -0.122772    -0.425134
51075.50    -0.068354    -0.128361    -0.745447
51075.75    -0.053765    -0.179731    -0.635363
51076.00    -0.080544    -0.230191    -0.831230
51076.25    -0.041057    -0.099631    -0.715270
51076.50    -0.036898    -0.039612    -0.847970
51076.75     0.005043    -0.034163    -0.505392
51077.00    -0.004140    -0.070346    -0.555134
51077.25     0.021946     0.038093    -0.362964
51077.50     0.006923     0.068394    -0.502145
51077.75     0.039347     0.022515    -0.200599
51078.00     0.016727    -0.038440    -0.241802
51078.25     0.024610     0.074778    -0.173340
51078.50     0.020800     0.088548    -0.338086
51078.75     0.060323     0.060596    -0.059215
51079.00     0.034407    -0.025810    -0.169572
51079.25     0.041640     0.049365    -0.130120
51079.50     0.016543     0.041718    -0.420969
51079.75     0.032985    -0.027929    -0.266059
51080.00    -0.026724    -0.120370    -0.507494
51080.25    -0.019533    -0.050155    -0.460469
51080.50    -0.042676    -0.035315    -0.715484
51080.75    -0.016888    -0.076071    -0.461597
51081.00    -0.054254    -0.131883    -0.573768
51081.25    -0.034995    -0.026962    -0.366552
51081.50    -0.067971    -0.025045    -0.578535
51081.75    -0.033958    -0.069100    -0.279119
51082.00    -0.050899    -0.140797    -0.279837
51082.25    -0.035004    -0.042635    -0.126845
51082.50    -0.026058    -0.036689    -0.219969
51082.75     0.012294    -0.099894     0.044681
51083.00    -0.018537    -0.188073    -0.068872
51083.25     0.012720    -0.071339     0.032213
51083.50     0.026170    -0.028884    -0.103593
51083.75     0.056725    -0.059619     0.154227
51084.00     0.030758    -0.137661     0.055302
51084.25     0.056625    -0.022826     0.219404
51084.50     0.059729    -0.002064     0.078228
51084.75     0.090624    -0.028301     0.251791
51085.00     0.070064    -0.097630     0.163321
51085.25     0.083448     0.013426     0.281944
51085.50     0.057845     0.019590     0.099489
51085.75     0.081833    -0.020932     0.320542
51086.00     0.048280    -0.099595     0.206145
51086.25     0.044209     0.001190     0.290541
51086.50     0.030411     0.023528     0.068407
51086.75     0.052311    -0.000676     0.271377
51087.00     0.009674    -0.068552     0.127154
51087.25     0.018852     0.016457     0.164261
51087.50     0.017243     0.048760    -0.089239
51087.75     0.045704    -0.021367     0.122076
51088.00     0.009207    -0.070073     0.008392
51088.25     0.038779     0.021663     0.063078
51088.50     0.030418     0.039711    -0.158955
51088.75     0.076346     0.001043     0.044382
51089.00     0.050636    -0.043989    -0.143667
51089.25     0.059958     0.062627    -0.183881
51089.50     0.052071     0.094110    -0.486714
51089.75     0.083200     0.060598    -0.335042
51090.00     0.063531    -0.007641    -0.450735
51090.25     0.078141     0.091835    -0.359385
51090.50     0.071614     0.130757    -0.555809
51090.75     0.109098     0.115192    -0.308335
51091.00     0.090186     0.066312    -0.344076
51091.25     0.103842     0.189021    -0.137281
51091.50     0.120317     0.203064    -0.209417
51091.75     0.169600     0.158267     0.070142
51092.00     0.151074     0.077457    -0.006949
51092.25     0.154549     0.166267     0.015226
51092.50     0.148260     0.152885    -0.240074
51092.75     0.181960     0.065853    -0.103708
51093.00     0.131965    -0.044072    -0.315932
51093.25     0.125495     0.048809    -0.281557
51093.50     0.121699     0.080225    -0.511067
51093.75     0.145570     0.025433    -0.318317
51094.00     0.101299    -0.046659    -0.374458
51094.25     0.108318     0.055202    -0.217600
51094.50     0.095300     0.085530    -0.415069
51094.75     0.121041     0.062755    -0.224640
51095.00     0.081686     0.017091    -0.390749
51095.25     0.079842     0.113408    -0.356959
51095.50     0.055087     0.142999    -0.557638
51095.75     0.073451     0.088269    -0.371864
51096.00     0.048765     0.013225    -0.439779
51096.25     0.049729     0.123133    -0.356359
51096.50     0.052335     0.154660    -0.455168
51096.75     0.097711     0.109742    -0.171422
51097.00     0.082145     0.044465    -0.127133
51097.25     0.107449     0.162310     0.140134
51097.50     0.117878     0.197732     0.099273
51097.75     0.156701     0.171567     0.466313
51098.00     0.123124     0.121452     0.491900
51098.25     0.145211     0.205199     0.765000
51098.50     0.147331     0.212474     0.654054
51098.75     0.183217     0.115056     0.874304
51099.00     0.126662     0.055928     0.769204
51099.25     0.118737     0.142756     0.857547
51099.50     0.078821     0.129449     0.569786
51099.75     0.092537     0.024991     0.624633
51100.00     0.031002    -0.049679     0.322315
51100.25     0.033200     0.060174     0.357376
51100.50     0.016501     0.081200     0.060207
51100.75     0.042252     0.012671     0.179732
51101.00    -0.010725    -0.049153    -0.021607
51101.25     0.004600     0.043251     0.070062
51101.50    -0.012718     0.069250    -0.120804
51101.75     0.023272     0.021609     0.167024
51102.00    -0.021620    -0.016359     0.058231
51102.25     0.004343     0.075733     0.233612
51102.50    -0.004172     0.121274     0.080822
51102.75     0.027644     0.054157     0.293998
51103.00    -0.013332    -0.005690     0.081296
51103.25     0.012163     0.122376     0.237870
51103.50    -0.003818     0.145827    -0.015363
51103.75     0.013133     0.089157     0.128464
51104.00    -0.030444     0.021428    -0.042787
51104.25    -0.022080     0.127100     0.044489
51104.50    -0.050505     0.156206    -0.164343
51104.75    -0.021235     0.084235     0.066403
51105.00    -0.045616     0.009929    -0.014873
51105.25    -0.028012     0.107112     0.116023
51105.50    -0.017191     0.080089    -0.083529
51105.75     0.027437    -0.044185     0.029623
51106.00     0.003925    -0.150280    -0.139504
51106.25     0.029869    -0.076876    -0.058659
51106.50     0.022471    -0.080807    -0.243073
51106.75     0.053368    -0.156691    -0.054039
51107.00     0.016857    -0.244588    -0.148193
51107.25     0.031452    -0.150463     0.026979
51107.50     0.017914    -0.146741    -0.131217
51107.75     0.052312    -0.186750     0.065144
51108.00     0.046533    -0.259566    -0.037391
51108.25     0.067402    -0.144038     0.058728
51108.50     0.051269    -0.094299    -0.093181
51108.75     0.096159    -0.120951     0.165185
51109.00     0.060596    -0.173140     0.092808
51109.25     0.053581    -0.021827     0.287526
51109.50     0.027526     0.017192     0.179950
51109.75     0.042472    -0.001977     0.423589
51110.00    -0.000636    -0.075987     0.315242
51110.25    -0.000711     0.042775     0.447123
51110.50    -0.014514     0.050310     0.243823
51110.75     0.009361    -0.002316     0.413243
51111.00    -0.044456    -0.040621     0.191572
51111.25    -0.022431     0.042532     0.284894
51111.50    -0.040023     0.062795     0.051312
51111.75    -0.016523     0.010769     0.186744
51112.00    -0.061978    -0.052692     0.006364
51112.25    -0.042776     0.048035     0.082018
51112.50    -0.037861     0.048099    -0.151271
51112.75     0.016826    -0.029480    -0.004441
51113.00    -0.012839    -0.099445    -0.142302
