-----------------------------------------------
3D SITE DISPLACEMENT DUE TO ATMOSPHERIC LOADING
-----------------------------------------------
METEOROLOGICAL CENTER & DEGREE 1 :   ECMWF_CMEA
CMEA : CENTER OF MASS OF THE EARTH + ATMOSPHERE
CME  : CENTER OF MASS OF THE SOLID EARTH  ALONE
SITE COORDINATES ACCORDING TO ITRF2000 SOLUTION
-----------------------------------------------
CREATOR EMAIL : PASCAL.GEGOUT@EOST.U-STRASBG.FR
-----------------------------------------------
ROCK        49718.000    1995     1     1     0
ROCK        52274.750    2001    12    31    18
ROCK     -2533219.884 -4631543.705  3568400.368
51045.75     0.877044     0.341172    -1.188343
51046.00     1.050354     0.237036    -0.085553
51046.25     0.988242     0.158653    -0.394488
51046.50     1.292414    -0.133094    -0.359959
51046.75     1.272577     0.202516    -1.107671
51047.00     1.256283     0.182382    -0.009503
51047.25     1.117165     0.214503    -0.363241
51047.50     1.533893    -0.059218     0.005207
51047.75     1.319359     0.404939    -0.941211
51048.00     0.960410     0.365258     0.169230
51048.25     0.521209     0.405423     0.073156
51048.50     0.655818     0.142356     0.458724
51048.75     0.420519     0.568473    -0.415979
51049.00     0.243255     0.500535     0.745157
51049.25     0.012221     0.469883     0.585188
51049.50     0.247598     0.163040     0.756972
51049.75     0.151456     0.548952    -0.284837
51050.00     0.075552     0.442662     0.813419
51050.25    -0.031720     0.410218     0.552013
51050.50     0.205497     0.085811     0.679394
51050.75     0.170163     0.412530    -0.300476
51051.00     0.206864     0.282635     0.928821
51051.25     0.061067     0.285779     0.555847
51051.50     0.341338     0.017864     0.535556
51051.75     0.331314     0.375090    -0.371676
51052.00     0.246971     0.306531     0.490439
51052.25     0.078765     0.311766     0.116259
51052.50     0.304029     0.110647    -0.124839
51052.75     0.246332     0.577679    -1.484242
51053.00     0.008715     0.490249    -0.604198
51053.25    -0.255658     0.482033    -1.236785
51053.50    -0.016404     0.138705    -1.200256
51053.75    -0.112386     0.481320    -2.138073
51054.00    -0.249550     0.374520    -0.802443
51054.25    -0.267007     0.309330    -0.923062
51054.50     0.068469    -0.017850    -0.743115
51054.75    -0.066587     0.329180    -1.663406
51055.00    -0.274571     0.174145    -0.432692
51055.25    -0.625855     0.180639    -0.639961
51055.50    -0.450036    -0.184797    -0.389304
51055.75    -0.652829     0.201713    -1.420641
51056.00    -0.843071     0.018317    -0.340462
51056.25    -1.047687     0.047931    -0.536551
51056.50    -0.724849    -0.239206    -0.347328
51056.75    -0.863391     0.225463    -1.264603
51057.00    -0.984012     0.196403     0.032084
51057.25    -1.124061     0.193618     0.068199
51057.50    -0.897193    -0.073752     0.517743
51057.75    -1.017332     0.366730    -0.320742
51058.00    -1.045913     0.288054     1.098359
51058.25    -1.120557     0.337925     0.940695
51058.50    -0.703635     0.007914     1.603915
51058.75    -0.715700     0.350915     0.854746
51059.00    -0.626560     0.196684     2.145661
51059.25    -0.651407     0.117628     2.000705
51059.50    -0.307100    -0.258752     2.185467
51059.75    -0.270731     0.062871     1.287155
51060.00    -0.218393    -0.009513     1.987099
51060.25    -0.432466     0.089997     1.381177
51060.50    -0.065835    -0.204693     1.158187
51060.75    -0.094920     0.215560    -0.109588
51061.00     0.031275     0.115302     0.537731
51061.25    -0.262794     0.184559     0.170173
51061.50    -0.000456    -0.063540     0.167513
51061.75    -0.059059     0.367022    -0.918803
51062.00    -0.069708     0.267099     0.071842
51062.25    -0.211931     0.296743    -0.286340
51062.50     0.276846     0.005896     0.046571
51062.75     0.388685     0.547321    -0.848088
51063.00     0.648250     0.432304     0.500855
51063.25     0.624983     0.459650     0.317861
51063.50     1.002290     0.201653     0.796310
51063.75     0.922555     0.668356     0.111793
51064.00     0.931191     0.546436     1.554984
51064.25     0.604216     0.593821     1.311780
51064.50     0.723878     0.239572     1.849764
51064.75     0.531662     0.632318     1.135542
51065.00     0.362388     0.473559     2.587011
51065.25    -0.043112     0.454844     2.588550
51065.50     0.149444     0.164469     2.706752
51065.75     0.156345     0.526118     1.647224
51066.00     0.190578     0.399694     2.736137
51066.25     0.069275     0.426360     2.034931
51066.50     0.547929     0.133431     2.043352
51066.75     0.766012     0.550341     0.931715
51067.00     0.854020     0.469648     1.819927
51067.25     0.920855     0.459416     1.340071
51067.50     1.419161     0.104398     1.655574
51067.75     1.410979     0.546827     0.585744
51068.00     1.471071     0.453037     1.705304
51068.25     1.339516     0.523272     1.309658
51068.50     1.686617     0.168902     1.433553
51068.75     1.682608     0.507768     0.738767
51069.00     1.774534     0.339723     1.912516
51069.25     1.667164     0.221452     2.058871
51069.50     2.054940    -0.248674     2.666250
51069.75     2.039004     0.104085     1.876702
51070.00     1.989920    -0.044831     2.779737
51070.25     1.637185    -0.077141     2.480934
51070.50     1.848683    -0.374610     2.411671
51070.75     1.593061     0.071115     1.132100
51071.00     1.381320    -0.043644     1.775544
51071.25     1.041235    -0.046265     1.309127
51071.50     1.186925    -0.324603     1.090494
51071.75     0.987069     0.181807    -0.126168
51072.00     0.971396     0.075217     0.715138
51072.25     0.732807     0.111474     0.354019
51072.50     0.902714    -0.155705     0.236154
51072.75     0.687470     0.300373    -0.822643
51073.00     0.477991     0.217060     0.300541
51073.25     0.046877     0.308172    -0.041599
51073.50     0.087508     0.053538     0.261259
51073.75    -0.142423     0.572274    -0.739328
51074.00    -0.380862     0.505691     0.488730
51074.25    -0.646950     0.556663     0.310295
51074.50    -0.460231     0.197873     0.953812
51074.75    -0.478651     0.632411     0.174383
51075.00    -0.512506     0.420773     1.805476
51075.25    -0.788193     0.327102     1.913749
51075.50    -0.585016    -0.091650     2.563583
51075.75    -0.662002     0.255980     1.926554
51076.00    -0.735425     0.013850     3.309762
51076.25    -1.132961    -0.036139     3.070318
51076.50    -0.847849    -0.388122     3.100873
51076.75    -0.818638    -0.006239     2.097319
51077.00    -0.885442    -0.105530     2.770091
51077.25    -1.135406    -0.067778     2.197022
51077.50    -0.673337    -0.357372     2.119144
51077.75    -0.641476     0.155253     0.681360
51078.00    -0.729772     0.122162     1.275735
51078.25    -0.890783     0.204338     0.447689
51078.50    -0.537788    -0.066325     0.347508
51078.75    -0.676163     0.457919    -1.197534
51079.00    -0.692545     0.384848    -0.266907
51079.25    -0.939644     0.392192    -0.560833
51079.50    -0.761962     0.083361    -0.251656
51079.75    -0.844003     0.538163    -1.096154
51080.00    -0.876249     0.406514     0.389701
51080.25    -1.230648     0.458605     0.281358
51080.50    -1.100247     0.150168     0.674826
51080.75    -1.085248     0.606781    -0.231173
51081.00    -1.139053     0.531357     0.766357
51081.25    -1.360412     0.543565     0.772527
51081.50    -1.004983     0.199009     1.451978
51081.75    -1.038158     0.653481     0.578568
51082.00    -1.074989     0.587563     1.393092
51082.25    -1.203659     0.591115     1.405832
51082.50    -0.899199     0.322352     1.571003
51082.75    -1.019804     0.832898     0.361531
51083.00    -0.921881     0.763174     1.031969
51083.25    -1.079060     0.798859     0.413623
51083.50    -0.937362     0.538866     0.069499
51083.75    -0.928171     0.990592    -1.277125
51084.00    -0.828308     0.821579    -0.098122
51084.25    -1.024619     0.797492    -0.473061
51084.50    -0.838132     0.467372    -0.391174
51084.75    -0.967947     0.761522    -1.189358
51085.00    -1.127745     0.561362     0.075835
51085.25    -1.452697     0.510173    -0.016892
51085.50    -1.125245     0.146445     0.359756
51085.75    -1.194458     0.560237    -0.767709
51086.00    -1.153021     0.418257     0.341223
51086.25    -1.215084     0.400598     0.132194
51086.50    -0.769607     0.105753     0.246288
51086.75    -0.788629     0.543372    -0.742988
51087.00    -0.524027     0.397393     0.343899
51087.25    -0.701507     0.426216     0.032164
51087.50    -0.502780     0.124242     0.177114
51087.75    -0.719083     0.553152    -0.678421
51088.00    -0.830860     0.431957     0.368262
51088.25    -1.218348     0.455278     0.197822
51088.50    -0.977392     0.094506     0.585098
51088.75    -1.115070     0.453759    -0.297573
51089.00    -1.237865     0.291049     0.691367
51089.25    -1.511887     0.239098     0.425442
51089.50    -1.101962    -0.129419     0.703920
51089.75    -1.116385     0.316111    -0.618872
51090.00    -0.982131     0.181356     0.222379
51090.25    -1.038911     0.211535    -0.383741
51090.50    -0.708850    -0.089914    -0.340860
51090.75    -0.746854     0.348727    -1.526664
51091.00    -0.627445     0.251060    -0.681653
51091.25    -0.823391     0.333777    -1.028694
51091.50    -0.617361     0.140563    -0.876144
51091.75    -0.770439     0.739550    -2.315684
51092.00    -0.727029     0.665922    -1.540748
51092.25    -1.057142     0.682703    -1.877280
51092.50    -0.976654     0.312677    -1.370306
51092.75    -1.320381     0.817355    -2.244640
51093.00    -1.433448     0.737665    -0.881971
51093.25    -1.711209     0.752895    -1.052823
51093.50    -1.504169     0.381625    -0.809103
51093.75    -1.655203     0.835370    -1.950905
51094.00    -1.601436     0.728674    -1.013342
51094.25    -1.817114     0.726386    -1.429680
51094.50    -1.493715     0.382405    -1.356238
51094.75    -1.525207     0.735214    -2.458868
51095.00    -1.451460     0.551702    -1.500618
51095.25    -1.590723     0.499958    -1.789182
51095.50    -1.307871     0.230646    -1.489301
51095.75    -1.269033     0.624931    -2.329362
51096.00    -1.237191     0.493905    -1.138838
51096.25    -1.377243     0.382653    -1.158297
51096.50    -1.098306     0.071141    -0.927723
51096.75    -1.222684     0.517557    -1.892010
51097.00    -1.299717     0.528612    -1.082860
51097.25    -1.514559     0.640633    -1.494874
51097.50    -1.197547     0.414556    -1.561163
51097.75    -1.229252     0.883163    -2.749284
51098.00    -1.074058     0.855330    -1.778577
51098.25    -1.198206     1.013216    -1.969949
51098.50    -0.844166     0.803081    -1.782439
51098.75    -0.835589     1.281421    -2.637379
51099.00    -0.701566     1.168093    -1.431544
51099.25    -0.844453     1.123859    -1.104561
51099.50    -0.466656     0.715250    -0.058774
51099.75    -0.371348     1.114811    -0.755090
51100.00    -0.112198     0.818330     0.782107
51100.25    -0.241927     0.663398     1.046935
51100.50    -0.051984     0.176550     1.828820
51100.75    -0.200501     0.441461     1.530249
51101.00    -0.270352     0.195779     3.001486
51101.25    -0.425197     0.158572     2.901905
51101.50    -0.079463    -0.213473     3.033358
51101.75    -0.134982     0.222419     1.821941
51102.00    -0.014297     0.121934     2.491865
51102.25    -0.276808     0.275804     1.622994
51102.50     0.030339     0.050242     1.375231
51102.75     0.083600     0.583037    -0.053655
51103.00     0.198459     0.593174     0.465240
51103.25    -0.081400     0.764762    -0.412333
51103.50     0.158227     0.443065    -0.350913
51103.75     0.030677     0.921141    -1.382948
51104.00    -0.075876     0.777206    -0.288479
51104.25    -0.352915     0.759545    -0.435579
51104.50    -0.053653     0.366332    -0.041331
51104.75    -0.168017     0.757984    -1.001567
51105.00    -0.265769     0.685953    -0.189554
51105.25    -0.662204     0.773196    -0.892617
51105.50    -0.562797     0.482581    -0.798977
51105.75    -0.878787     0.968175    -2.219905
51106.00    -1.160231     0.953901    -1.628358
51106.25    -1.487649     1.035395    -2.154039
51106.50    -1.355509     0.778832    -1.927901
51106.75    -1.609317     1.330097    -2.975691
51107.00    -1.742076     1.275079    -1.957665
51107.25    -2.042225     1.323938    -2.279746
51107.50    -1.853391     1.096595    -2.022528
51107.75    -2.058571     1.618791    -3.162413
51108.00    -2.191725     1.567109    -2.396870
51108.25    -2.338420     1.621026    -3.132525
51108.50    -1.947886     1.306234    -3.217621
51108.75    -1.975055     1.696938    -4.246756
51109.00    -1.811441     1.526259    -3.062667
51109.25    -1.742873     1.440904    -3.255695
51109.50    -1.224582     1.015679    -2.543847
51109.75    -1.146936     1.377034    -3.112542
51110.00    -1.100426     1.232254    -1.573958
51110.25    -1.289103     1.284362    -1.427510
51110.50    -0.960291     1.028101    -0.842155
51110.75    -0.913050     1.482884    -1.565374
51111.00    -0.845138     1.283415    -0.191705
51111.25    -1.061487     1.309002    -0.306901
51111.50    -0.703385     0.925608     0.178204
51111.75    -0.711392     1.296928    -0.653161
51112.00    -0.606707     1.169454     0.341925
51112.25    -0.852155     1.139742     0.206843
51112.50    -0.702705     0.784782     0.548837
51112.75    -0.929417     1.169402    -0.431724
51113.00    -0.883927     1.007520     0.344328
51113.25    -1.138341     0.991762    -0.000923
51113.50    -0.932829     0.678260     0.422115
51113.75    -1.051742     1.175084    -0.672399
51114.00    -0.923232     1.139453     0.093153
51114.25    -1.050723     1.210403    -0.495754
51114.50    -0.649956     0.822783     0.020881
51114.75    -0.676014     1.196476    -0.807210
51115.00    -0.658684     0.986346     0.469285
51115.25    -0.965050     0.877707     0.470417
51115.50    -0.852928     0.445883     1.075994
51115.75    -1.193827     0.809180     0.364324
51116.00    -1.301936     0.650077     1.249064
51116.25    -1.444028     0.666167     0.544087
51116.50    -1.127606     0.288074     0.865513
51116.75    -1.239812     0.737282    -0.557239
51117.00    -1.255068     0.627402    -0.136255
51117.25    -1.495452     0.698235    -0.915454
51117.50    -1.338082     0.404174    -1.105915
51117.75    -1.486906     0.899690    -2.362379
51118.00    -1.476620     0.793254    -1.832530
51118.25    -1.761915     0.849796    -2.305485
51118.50    -1.563231     0.393159    -1.914193
51118.75    -1.703660     0.728986    -2.529445
51119.00    -1.736688     0.533170    -1.466347
51119.25    -1.926253     0.515536    -1.535559
51119.50    -1.652003     0.211838    -1.210697
51119.75    -1.684716     0.625633    -1.959695
51120.00    -1.705234     0.602719    -1.217573
51120.25    -1.910098     0.732675    -1.810078
51120.50    -1.575672     0.533175    -1.535835
51120.75    -1.506149     1.088302    -2.789412
51121.00    -1.490125     1.046901    -1.913288
51121.25    -1.623860     1.104862    -2.280644
51121.50    -1.456493     0.879649    -2.119411
51121.75    -1.737894     1.388293    -3.075114
51122.00    -1.915570     1.295467    -2.026190
51122.25    -2.286197     1.299342    -2.119570
51122.50    -2.078458     0.876321    -1.441158
51122.75    -2.227540     1.164620    -1.972054
51123.00    -2.092450     0.913019    -0.872493
51123.25    -2.244011     0.832895    -1.041511
51123.50    -1.847782     0.436709    -0.585336
51123.75    -1.981707     0.773297    -1.482782
51124.00    -1.918374     0.587522    -0.719484
51124.25    -2.121002     0.613004    -1.288082
51124.50    -1.807061     0.361901    -1.143418
51124.75    -1.952490     0.837820    -2.233075
51125.00    -1.916969     0.738041    -1.260504
51125.25    -2.169010     0.784244    -1.369993
51125.50    -1.937464     0.500524    -0.744014
51125.75    -2.067319     0.906969    -1.200145
51126.00    -1.828245     0.705422     0.202845
51126.25    -1.824170     0.626867     0.139950
51126.50    -1.411610     0.288870     0.615886
51126.75    -1.241874     0.751491    -0.381806
51127.00    -1.018284     0.815133     0.066251
51127.25    -1.124807     0.908586    -0.423119
51127.50    -0.759734     0.643114    -0.149762
51127.75    -0.910356     1.093468    -0.930582
51128.00    -0.982253     1.001166    -0.088802
51128.25    -1.223681     1.053603    -0.345207
51128.50    -1.064431     0.715867    -0.083843
51128.75    -1.320308     1.113802    -1.300154
51129.00    -1.140124     0.986715    -0.919106
51129.25    -1.364461     1.077760    -1.701478
51129.50    -1.267546     0.754586    -1.735577
51129.75    -1.466971     1.237360    -3.044387
51130.00    -1.620774     1.124620    -2.309757
51130.25    -2.051538     1.203035    -2.852824
51130.50    -1.971714     0.883728    -2.439294
51130.75    -2.171529     1.350973    -3.329785
51131.00    -2.238792     1.270082    -2.512378
51131.25    -2.503754     1.260467    -2.697198
51131.50    -2.222052     0.954122    -2.130883
51131.75    -2.596454     1.502236    -2.944130
51132.00    -2.778830     1.456083    -1.584810
51132.25    -3.097070     1.531216    -1.455324
51132.50    -2.970241     1.243626    -0.991045
51132.75    -3.236775     1.634397    -1.821254
51133.00    -3.072108     1.425510    -0.657460
51133.25    -3.252238     1.387362    -0.885078
51133.50    -2.892131     0.990904    -0.559600
51133.75    -2.907427     1.345496    -1.504312
51134.00    -2.748999     1.030782    -0.146715
51134.25    -3.059267     0.951016    -0.067574
51134.50    -2.757385     0.522193     0.581970
51134.75    -2.737743     0.885992    -0.489575
51135.00    -2.552884     0.734579     0.085397
51135.25    -2.717680     0.843140    -0.904428
51135.50    -2.380736     0.572039    -0.954999
51135.75    -2.664678     1.149505    -2.231745
51136.00    -2.665162     1.130699    -1.454119
51136.25    -2.873995     1.350385    -1.923844
51136.50    -2.488747     1.242922    -2.071544
51136.75    -2.525801     1.871694    -3.303732
51137.00    -2.392910     1.827547    -2.209625
51137.25    -2.685863     1.971466    -2.343935
51137.50    -2.461833     1.784462    -1.643176
51137.75    -2.636311     2.338482    -2.354280
51138.00    -2.643383     2.290336    -0.998068
51138.25    -2.970664     2.370445    -1.009041
51138.50    -2.677692     1.965354    -0.169393
51138.75    -2.928273     2.358951    -0.738282
51139.00    -2.936436     2.088897     0.617980
51139.25    -3.086394     2.016970     0.615244
51139.50    -2.698746     1.583408     0.945383
51139.75    -2.708803     1.982949    -0.308686
51140.00    -2.374677     1.786362     0.230446
51140.25    -2.559645     1.894333    -0.367587
51140.50    -2.251667     1.643852    -0.344110
51140.75    -2.442335     2.160922    -1.428211
51141.00    -2.279196     2.043115    -0.542910
51141.25    -2.560480     2.118053    -0.944978
51141.50    -2.193311     1.786490    -0.708100
51141.75    -2.444596     2.187483    -1.907852
51142.00    -2.397740     1.891115    -1.058091
51142.25    -2.692423     1.905751    -1.536986
51142.50    -2.520013     1.634387    -1.211992
51142.75    -2.856916     2.093150    -2.036227
51143.00    -2.855670     1.939484    -1.053022
51143.25    -3.105076     1.959746    -1.259920
51143.50    -2.896715     1.645190    -1.021274
51143.75    -3.226168     2.042258    -1.736431
51144.00    -3.160178     1.866625    -0.731438
51144.25    -3.357628     1.898378    -1.005194
51144.50    -3.018110     1.580296    -0.691893
51144.75    -3.222518     1.951181    -1.230101
51145.00    -3.089148     1.627682     0.376745
51145.25    -3.455780     1.563558     0.924617
51145.50    -3.244844     1.260936     1.639179
51145.75    -3.403363     1.757477     0.839281
51146.00    -3.007748     1.487419     1.681049
51146.25    -3.206412     1.537286     1.431495
51146.50    -2.847672     1.322089     1.273095
51146.75    -2.962056     1.928240    -0.142877
51147.00    -2.800821     1.850381     0.427468
51147.25    -3.159640     2.048993    -0.605002
51147.50    -3.021944     1.852496    -0.604275
51147.75    -3.327100     2.447471    -1.736336
51148.00    -3.291760     2.309922    -0.822933
51148.25    -3.627975     2.441597    -1.387528
51148.50    -3.188192     2.143707    -1.377035
51148.75    -3.205445     2.560394    -2.420863
51149.00    -2.770867     2.207398    -1.042739
51149.25    -2.696967     2.164246    -1.421997
51149.50    -2.126119     1.710923    -0.714365
51149.75    -1.972164     2.082070    -1.626776
51150.00    -1.589107     1.786060    -0.539977
51150.25    -1.759757     1.781177    -1.026009
51150.50    -1.449399     1.345027    -0.259009
51150.75    -1.647141     1.732664    -0.796373
51151.00    -1.682987     1.591483     0.300988
51151.25    -1.892411     1.565511    -0.022922
51151.50    -1.530886     1.231168     0.317800
51151.75    -1.731977     1.670336    -0.810356
51152.00    -1.845713     1.572604    -0.046497
51152.25    -2.258290     1.575114    -0.294912
51152.50    -2.172874     1.323405    -0.106769
51152.75    -2.509137     1.863361    -1.456022
51153.00    -2.704628     1.804510    -0.457585
51153.25    -3.286605     1.837834    -0.283643
51153.50    -3.177141     1.512755     0.267169
51153.75    -3.167133     1.922327    -1.250805
51154.00    -2.956651     1.915773    -1.337540
51154.25    -3.160906     2.087297    -2.410452
51154.50    -2.759538     1.862209    -2.443267
51154.75    -2.856444     2.395398    -4.036901
51155.00    -2.858526     2.350161    -3.459894
51155.25    -3.171529     2.361236    -3.763460
51155.50    -2.890193     1.922778    -3.373228
51155.75    -3.099532     2.260886    -4.232553
51156.00    -3.024951     2.046441    -3.111783
51156.25    -3.092583     2.046632    -3.507464
51156.50    -2.815840     1.780081    -3.394682
51156.75    -2.925149     2.269717    -4.875410
51157.00    -2.742666     2.164635    -4.064031
51157.25    -2.831135     2.346122    -4.693420
51157.50    -2.285962     2.107417    -4.470224
51157.75    -2.097063     2.521337    -5.445718
51158.00    -1.928800     2.316925    -4.401760
51158.25    -2.092495     2.295769    -4.549920
51158.50    -1.703485     1.869136    -3.842092
51158.75    -1.645621     2.204677    -4.477028
51159.00    -1.459093     1.998886    -3.338338
51159.25    -1.600786     1.927521    -3.156202
51159.50    -1.212449     1.549585    -2.605985
51159.75    -1.243878     2.001973    -3.531028
51160.00    -1.020551     1.776357    -2.338384
51160.25    -1.216554     1.853190    -2.515981
51160.50    -0.930093     1.520238    -1.687985
51160.75    -1.083737     1.880049    -2.424007
51161.00    -0.983706     1.617821    -1.135098
51161.25    -1.189374     1.453125    -1.149879
51161.50    -0.824738     0.996502    -0.809590
51161.75    -0.777803     1.235788    -1.708400
51162.00    -0.542372     1.114905    -1.312270
51162.25    -0.589959     1.099272    -2.074486
51162.50    -0.070249     0.770432    -1.816824
51162.75    -0.049711     1.228786    -3.146200
51163.00     0.105358     1.086261    -2.425459
51163.25     0.161888     1.107719    -3.027669
51163.50     0.618434     0.782380    -2.894481
51163.75     0.468082     1.223457    -4.146896
51164.00     0.562253     1.063990    -2.901688
51164.25     0.279420     1.064313    -2.860777
51164.50     0.449681     0.642543    -2.160754
51164.75     0.154425     0.869779    -2.612966
51165.00     0.095657     0.425845    -0.895649
51165.25    -0.256833     0.291874    -0.890677
51165.50     0.006905    -0.175039    -0.509317
51165.75    -0.064536     0.147500    -1.541677
51166.00     0.086600     0.011628    -0.815655
51166.25    -0.108389    -0.065553    -0.700134
51166.50     0.215302    -0.468679    -0.135904
51166.75     0.052784    -0.103964    -1.144976
51167.00     0.190474    -0.220620    -0.390716
51167.25     0.135344    -0.096589    -0.749386
51167.50     0.444943    -0.275076    -0.695696
51167.75     0.394020     0.210529    -1.787803
51168.00     0.539945     0.125624    -1.125271
51168.25     0.582142     0.209684    -1.775390
51168.50     1.086155     0.240485    -2.722487
51168.75     1.011521     0.846026    -4.181443
51169.00     0.988768     0.831133    -3.268551
51169.25     0.629013     0.809122    -2.981433
51169.50     0.682221     0.484617    -2.173354
51169.75     0.367094     0.872306    -2.889015
51170.00     0.175243     0.703989    -1.407299
51170.25    -0.191319     0.792317    -1.681426
51170.50     0.034602     0.574528    -1.538409
51170.75    -0.156510     1.077377    -2.945870
51171.00    -0.223459     1.121026    -2.259014
51171.25    -0.465591     1.283137    -2.861141
51171.50    -0.130581     1.095190    -2.899641
51171.75    -0.161834     1.603757    -4.272949
51172.00     0.015838     1.536550    -3.159589
51172.25    -0.111518     1.643807    -3.358310
51172.50     0.125515     1.324753    -2.866054
51172.75    -0.089867     1.811667    -3.981796
51173.00    -0.184168     1.687353    -2.421582
51173.25    -0.598228     1.711717    -2.020887
51173.50    -0.301698     1.270362    -1.044107
51173.75    -0.441868     1.683464    -1.734258
51174.00    -0.438935     1.560613    -0.466360
51174.25    -0.486967     1.553376    -0.601758
51174.50    -0.112961     1.321453    -0.538360
51174.75    -0.309875     1.866829    -2.011372
51175.00    -0.277057     1.915654    -1.274879
51175.25    -0.552241     1.971854    -1.603417
51175.50    -0.334191     1.602162    -1.432151
51175.75    -0.457053     1.919891    -2.670377
51176.00    -0.365976     1.756121    -2.051216
51176.25    -0.513167     1.753010    -2.573301
51176.50    -0.271735     1.436941    -2.103924
51176.75    -0.322034     1.776178    -2.843008
51177.00    -0.303511     1.523867    -1.181558
51177.25    -0.653946     1.423663    -0.996744
51177.50    -0.482316     0.915282    -0.138591
51177.75    -0.806146     1.277370    -1.266572
51178.00    -0.899797     1.256990    -0.204843
51178.25    -1.240839     1.348344    -0.434952
51178.50    -0.954926     1.024930    -0.007819
51178.75    -1.161670     1.353707    -0.808697
51179.00    -1.042986     1.057517     0.385532
51179.25    -1.261325     1.115727    -0.540766
51179.50    -0.922508     0.808338    -1.175668
51179.75    -0.949590     1.152103    -2.834799
51180.00    -0.917321     1.070565    -2.377547
51180.25    -1.233219     1.159990    -3.150962
51180.50    -0.978664     0.805861    -2.652719
51180.75    -1.273437     1.213455    -3.764158
51181.00    -1.403612     1.091531    -2.714605
51181.25    -1.727480     1.169149    -3.126170
51181.50    -1.471264     0.947621    -3.203887
51181.75    -1.578533     1.468935    -4.589054
51182.00    -1.443001     1.472812    -3.863535
51182.25    -1.593561     1.576651    -4.375184
51182.50    -1.294829     1.368204    -4.284298
51182.75    -1.357728     1.716278    -5.294832
51183.00    -1.165412     1.566131    -4.156846
51183.25    -1.399322     1.513361    -4.291811
51183.50    -1.077323     1.134529    -3.762481
51183.75    -1.027204     1.385690    -4.396481
51184.00    -0.767688     1.189256    -3.158363
51184.25    -0.838186     1.173902    -3.211605
51184.50    -0.318063     0.834019    -2.565399
51184.75    -0.236929     1.134205    -3.073686
51185.00     0.056240     0.960677    -1.801960
51185.25    -0.003573     0.906787    -1.718699
51185.50     0.366447     0.478405    -1.023064
51185.75     0.290205     0.822837    -1.838760
51186.00     0.396983     0.644941    -0.801621
51186.25     0.048033     0.601461    -1.045933
51186.50     0.252854     0.292561    -1.116315
51186.75     0.139881     0.816172    -2.824938
51187.00     0.101804     0.843828    -2.533644
51187.25    -0.272457     1.017850    -3.211510
51187.50    -0.230232     0.827992    -3.183537
51187.75    -0.487357     1.357446    -4.293568
51188.00    -0.767139     1.347297    -3.192218
51188.25    -1.272821     1.480029    -3.254685
51188.50    -1.299998     1.294913    -2.519148
51188.75    -1.568836     1.826640    -3.353259
51189.00    -1.717486     1.829130    -1.959375
51189.25    -2.143342     1.919095    -1.639156
51189.50    -1.935478     1.604538    -0.679703
51189.75    -2.058958     1.970394    -1.134507
51190.00    -1.908905     1.764527     0.273782
51190.25    -2.171360     1.722790     0.279395
51190.50    -1.811687     1.353225     0.536824
51190.75    -1.694977     1.766318    -0.656054
51191.00    -1.444734     1.693842    -0.229630
51191.25    -1.539248     1.721536    -0.750206
51191.50    -1.155645     1.429311    -0.807937
51191.75    -1.058209     1.910576    -2.280861
51192.00    -0.770054     1.834668    -1.653876
51192.25    -0.715721     1.945564    -2.015698
51192.50    -0.362668     1.624608    -1.524956
51192.75    -0.409136     2.080554    -2.425095
51193.00    -0.300454     1.884961    -0.758833
51193.25    -0.544690     1.934739    -0.600409
51193.50    -0.284817     1.531613     0.359162
51193.75    -0.282778     1.834851    -0.230062
51194.00    -0.349058     1.704441     1.149679
51194.25    -0.645144     1.694182     1.522827
51194.50    -0.435117     1.294337     2.256768
51194.75    -0.515422     1.631080     1.225982
51195.00    -0.508887     1.455735     1.630190
51195.25    -0.852141     1.375148     0.875025
51195.50    -0.647840     0.888137     0.873436
51195.75    -0.886333     1.254498    -0.360917
51196.00    -0.947551     1.176933     0.453199
51196.25    -1.182127     1.220274     0.394097
51196.50    -0.924233     0.929472     0.576867
51196.75    -0.845212     1.289616    -0.671788
51197.00    -0.422552     1.084730     0.259216
51197.25    -0.460451     1.076743     0.297177
51197.50    -0.093962     0.775178     0.801288
51197.75     0.084825     1.157308    -0.099939
51198.00     0.351041     1.057243     0.858343
51198.25     0.168752     0.973681     1.161641
51198.50     0.407266     0.567675     2.026509
51198.75     0.387920     0.876671     1.245519
51199.00     0.500589     0.737065     2.233846
51199.25     0.288756     0.537676     2.296536
51199.50     0.562235     0.007468     2.679008
51199.75     0.504865     0.244757     1.250156
51200.00     0.545093     0.140570     1.409698
51200.25     0.253740     0.161358     0.644184
51200.50     0.418923    -0.076329     0.360486
51200.75     0.124238     0.416930    -1.115528
51201.00    -0.010036     0.395312    -0.123353
51201.25    -0.428666     0.417006     0.138802
51201.50    -0.347172     0.198288     0.741238
51201.75    -0.568407     0.689654    -0.207093
51202.00    -0.465092     0.660836     0.658501
51202.25    -0.757143     0.728459     0.369705
51202.50    -0.513458     0.420868     0.687806
51202.75    -0.734884     0.869337    -0.207096
51203.00    -0.775815     0.815943     0.855486
51203.25    -1.222906     0.805388     1.145893
51203.50    -1.082389     0.452476     1.491667
51203.75    -1.240344     0.798714     0.269518
51204.00    -1.201675     0.637503     1.118338
51204.25    -1.424986     0.649506     0.840388
51204.50    -1.109032     0.303412     1.213698
