-----------------------------------------------
3D SITE DISPLACEMENT DUE TO ATMOSPHERIC LOADING
-----------------------------------------------
METEOROLOGICAL CENTER & DEGREE 1 :   ECMWF_CMEA
CMEA : CENTER OF MASS OF THE EARTH + ATMOSPHERE
CME  : CENTER OF MASS OF THE SOLID EARTH  ALONE
SITE COORDINATES ACCORDING TO ITRF2000 SOLUTION
-----------------------------------------------
CREATOR EMAIL : PASCAL.GEGOUT@EOST.U-STRASBG.FR
-----------------------------------------------
SOL1        49718.000    1995     1     1     0
SOL1        52274.750    2001    12    31    18
SOL1      1173608.863 -4871160.862  3933263.105
51102.25     0.820601    -0.330178    -3.116387
51102.50     0.879895    -0.293372    -3.560031
51102.75     0.659151    -0.420287    -3.641697
51103.00     0.828341    -0.362146    -3.270973
51103.25     0.652437    -0.394018    -3.449210
51103.50     0.665505    -0.245970    -3.236044
51103.75     0.337439    -0.317639    -2.762911
51104.00     0.322260    -0.243823    -1.880608
51104.25     0.046558    -0.235256    -1.532922
51104.50     0.017751    -0.099557    -0.915240
51104.75    -0.401118    -0.259733    -0.595753
51105.00    -0.473121    -0.304249     0.038941
51105.25    -0.855760    -0.468579    -0.319480
51105.50    -0.850515    -0.427753    -0.594712
51105.75    -1.287299    -0.630504    -1.287367
51106.00    -1.383747    -0.662258    -1.613962
51106.25    -1.580617    -0.735510    -1.980305
51106.50    -1.623955    -0.702516    -2.110641
51106.75    -1.967662    -0.911928    -2.281037
51107.00    -1.841727    -0.893276    -2.183601
51107.25    -1.955045    -0.911666    -2.487991
51107.50    -1.917163    -0.815792    -2.277746
51107.75    -2.217336    -0.940793    -2.251148
51108.00    -2.038037    -0.927077    -2.338237
51108.25    -2.058134    -1.006789    -2.788214
51108.50    -1.834568    -1.004862    -3.399362
51108.75    -1.998310    -1.260460    -4.235110
51109.00    -1.736671    -1.215249    -4.058220
51109.25    -1.558996    -1.179463    -4.214149
51109.50    -1.236459    -1.055373    -4.007128
51109.75    -1.323060    -1.143631    -3.628932
51110.00    -0.999114    -1.041750    -3.064255
51110.25    -0.910715    -1.064165    -3.316571
51110.50    -0.626092    -0.987517    -3.338692
51110.75    -0.662791    -1.101683    -3.187584
51111.00    -0.350487    -0.969556    -2.515177
51111.25    -0.308038    -0.984432    -2.863539
51111.50    -0.036787    -0.808887    -2.883829
51111.75    -0.134793    -0.881417    -2.878029
51112.00     0.154605    -0.760303    -2.472826
51112.25     0.147304    -0.687656    -2.630492
51112.50     0.190991    -0.537704    -2.796296
51112.75    -0.144432    -0.651375    -3.264177
51113.00    -0.003034    -0.547908    -3.012026
51113.25    -0.122544    -0.583197    -3.197395
51113.50    -0.125879    -0.512364    -2.956966
51113.75    -0.435850    -0.660235    -2.602124
51114.00    -0.350032    -0.576504    -1.589614
51114.25    -0.511090    -0.485145    -0.996751
51114.50    -0.512278    -0.226103     0.212732
51114.75    -0.781540    -0.247253     1.175935
51115.00    -0.605822    -0.152564     2.023203
51115.25    -0.622569    -0.118387     1.883729
51115.50    -0.519335    -0.028263     1.180789
51115.75    -0.800765    -0.171869     0.464959
51116.00    -0.720313    -0.156533     0.027878
51116.25    -0.907768    -0.188901    -0.147611
51116.50    -0.838865    -0.075765    -0.032157
51116.75    -1.201644    -0.185061     0.220278
51117.00    -1.079950    -0.144421     0.186266
51117.25    -1.142959    -0.168008    -0.297393
51117.50    -1.109762    -0.107609    -1.013370
51117.75    -1.309613    -0.284538    -1.477882
51118.00    -1.126837    -0.263081    -1.943590
51118.25    -1.275848    -0.282017    -2.224737
51118.50    -1.305048    -0.125862    -2.247743
51118.75    -1.513477    -0.221186    -2.088401
51119.00    -1.400150    -0.179171    -1.885149
51119.25    -1.467512    -0.188790    -1.852548
51119.50    -1.440342    -0.053369    -1.552325
51119.75    -1.606927    -0.153665    -1.381866
51120.00    -1.529626    -0.132212    -1.142240
51120.25    -1.643557    -0.152170    -1.275881
51120.50    -1.536614    -0.037650    -0.854140
51120.75    -1.750030    -0.206725    -0.645519
51121.00    -1.644126    -0.225882    -0.304904
51121.25    -1.692116    -0.248417    -0.376664
51121.50    -1.699381    -0.202779    -0.318457
51121.75    -2.077985    -0.436165    -0.710644
51122.00    -2.035016    -0.505443    -1.046773
51122.25    -2.197425    -0.541563    -1.390247
51122.50    -2.085806    -0.387781    -1.103706
51122.75    -2.236362    -0.461130    -0.899145
51123.00    -1.905594    -0.388367    -0.793495
51123.25    -1.864682    -0.371700    -0.926257
51123.50    -1.574716    -0.270569    -1.036595
51123.75    -1.688425    -0.501011    -1.937689
51124.00    -1.371547    -0.593313    -2.783900
51124.25    -1.400272    -0.701192    -3.738753
51124.50    -1.246896    -0.626613    -3.942721
51124.75    -1.417126    -0.793764    -4.273620
51125.00    -1.120137    -0.768322    -4.274542
51125.25    -1.144379    -0.774185    -4.587617
51125.50    -1.086931    -0.611976    -4.049883
51125.75    -1.348510    -0.694072    -3.707427
51126.00    -0.998200    -0.618955    -2.989437
51126.25    -0.893701    -0.547295    -2.891332
51126.50    -0.599793    -0.392004    -2.798533
51126.75    -0.541780    -0.440479    -2.615749
51127.00    -0.205875    -0.342438    -2.461404
51127.25    -0.141628    -0.160847    -2.263936
51127.50     0.036984     0.175367    -1.565950
51127.75    -0.351966     0.210551    -0.697672
51128.00    -0.560130     0.222083     0.416475
51128.25    -0.942938     0.081015     1.303043
51128.50    -0.964163    -0.119251     0.867354
51128.75    -1.202772    -0.563580    -0.569327
51129.00    -0.764750    -0.736714    -1.864064
51129.25    -0.706681    -0.923296    -3.192234
51129.50    -0.625734    -0.921438    -4.184706
51129.75    -0.921202    -1.036848    -4.365016
51130.00    -0.947638    -0.925360    -4.056780
51130.25    -1.266421    -0.821941    -3.865971
51130.50    -1.451624    -0.554603    -3.135649
51130.75    -1.899006    -0.613778    -2.751725
51131.00    -1.978941    -0.470745    -2.023658
51131.25    -2.263503    -0.327534    -1.509307
51131.50    -2.288889    -0.043176    -0.409890
51131.75    -2.796250    -0.146536     0.038789
51132.00    -2.855263    -0.108913     0.964424
51132.25    -3.087076    -0.142603     1.729626
51132.50    -3.063136    -0.161208     1.712610
51132.75    -3.291552    -0.399530     0.995948
51133.00    -2.884858    -0.350138     0.725058
51133.25    -2.841506    -0.320630     0.236502
51133.50    -2.532675    -0.136612    -0.060701
51133.75    -2.623903    -0.145965     0.041680
51134.00    -2.232565     0.020957     0.592023
51134.25    -2.262587     0.018096     0.522678
51134.50    -2.012664     0.110933     0.744139
51134.75    -2.050372    -0.177419    -0.165556
51135.00    -1.692601    -0.311710    -1.508245
51135.25    -1.778887    -0.454336    -3.055395
51135.50    -1.621165    -0.412831    -4.041526
51135.75    -2.010051    -0.605192    -4.609953
51136.00    -1.920720    -0.523018    -4.244467
51136.25    -2.103514    -0.545665    -4.097799
51136.50    -2.106274    -0.455399    -3.586101
51136.75    -2.442914    -0.594515    -2.840719
51137.00    -2.228572    -0.563366    -1.796154
51137.25    -2.397744    -0.594835    -1.130805
51137.50    -2.310698    -0.446835    -0.070547
51137.75    -2.603085    -0.611755     0.600924
51138.00    -2.292279    -0.697333     0.690855
51138.25    -2.365406    -0.850307    -0.198648
51138.50    -2.105464    -0.807357    -0.617790
51138.75    -2.225712    -1.065869    -1.637148
51139.00    -1.870622    -1.018091    -2.194141
51139.25    -1.835121    -1.006818    -2.751276
51139.50    -1.643002    -0.844183    -2.928446
51139.75    -2.007368    -0.930528    -2.832083
51140.00    -1.812137    -0.837412    -2.259761
51140.25    -2.041884    -0.840810    -1.972013
51140.50    -2.081611    -0.708589    -1.269713
51140.75    -2.546752    -0.823769    -0.489198
51141.00    -2.299678    -0.849285     0.330803
51141.25    -2.344892    -0.943712     0.133258
51141.50    -1.979075    -0.838259    -0.296427
51141.75    -2.294389    -0.950325    -0.864019
51142.00    -1.963779    -0.797722    -1.392782
51142.25    -2.019189    -0.688633    -1.997964
51142.50    -1.939760    -0.481486    -2.097688
51142.75    -2.407942    -0.513998    -1.856006
51143.00    -2.420031    -0.326252    -0.753049
51143.25    -2.743144    -0.240253     0.274444
51143.50    -2.882004    -0.211155     1.180846
51143.75    -3.283988    -0.533746     0.598089
51144.00    -3.029145    -0.561648     0.633662
51144.25    -3.120621    -0.687556     0.251805
51144.50    -2.820309    -0.710779    -0.496390
51144.75    -2.869131    -0.909891    -1.229377
51145.00    -2.371344    -0.861323    -1.453706
51145.25    -2.438321    -0.880301    -1.591737
51145.50    -2.296155    -0.783367    -1.581335
51145.75    -2.502865    -0.897255    -1.553904
51146.00    -2.024694    -0.727911    -1.130010
51146.25    -2.050649    -0.648676    -1.154136
51146.50    -1.897592    -0.478612    -1.310642
51146.75    -2.135220    -0.587861    -1.588165
51147.00    -1.902413    -0.510315    -1.470493
51147.25    -2.303377    -0.562243    -1.797414
51147.50    -2.484707    -0.522374    -1.682004
51147.75    -3.003007    -0.804270    -1.628902
51148.00    -2.918094    -0.867054    -0.928292
51148.25    -3.360202    -1.050701    -0.642346
51148.50    -3.052384    -1.143441    -1.139812
51148.75    -2.991081    -1.431387    -2.690534
51149.00    -2.303190    -1.299812    -2.927651
51149.25    -2.211225    -1.210800    -2.968472
51149.50    -1.823773    -0.968215    -2.383843
51149.75    -1.925387    -0.938399    -1.480902
51150.00    -1.463203    -0.710294    -0.505667
51150.25    -1.582376    -0.592639    -0.310807
51150.50    -1.383697    -0.362092     0.257478
51150.75    -1.621879    -0.510426     0.356820
51151.00    -1.434731    -0.561086     0.511513
51151.25    -1.562837    -0.655712     0.061206
51151.50    -1.331732    -0.577966    -0.008737
51151.75    -1.557956    -0.753208    -0.578651
51152.00    -1.382022    -0.684042    -0.839249
51152.25    -1.582431    -0.622892    -1.232612
51152.50    -1.648688    -0.431132    -1.151718
51152.75    -2.193815    -0.490232    -0.928099
51153.00    -2.232965    -0.402355    -0.348042
51153.25    -2.643699    -0.401513    -0.114502
51153.50    -2.693541    -0.349263    -0.078503
51153.75    -3.088511    -0.514907     0.066486
51154.00    -3.014734    -0.498129     0.525839
51154.25    -3.360831    -0.595539     0.639896
51154.50    -3.110550    -0.619061     0.767326
51154.75    -3.190181    -0.873342    -0.122240
51155.00    -2.810668    -0.925325    -1.235841
51155.25    -2.879552    -0.896463    -1.897762
51155.50    -2.809116    -0.719142    -1.901970
51155.75    -3.192302    -0.901951    -1.820264
51156.00    -2.926564    -0.995751    -1.831316
51156.25    -2.862895    -1.061268    -2.129170
51156.50    -2.636742    -1.199309    -3.265478
51156.75    -2.794011    -1.519876    -4.828193
51157.00    -2.359624    -1.563009    -5.355303
51157.25    -2.280641    -1.605862    -5.728415
51157.50    -1.919827    -1.451718    -5.401128
51157.75    -1.925041    -1.472278    -4.765329
51158.00    -1.673573    -1.353162    -3.902512
51158.25    -1.659575    -1.342951    -3.876645
51158.50    -1.335431    -1.192246    -3.819976
51158.75    -1.278301    -1.318708    -4.218941
51159.00    -0.896838    -1.284880    -4.550832
51159.25    -0.833696    -1.224568    -4.628855
51159.50    -0.696884    -1.058349    -4.216935
51159.75    -0.873873    -1.188975    -3.900360
51160.00    -0.554257    -1.033540    -2.873057
51160.25    -0.596766    -0.910351    -2.169497
51160.50    -0.389656    -0.609076    -0.739841
51160.75    -0.589001    -0.640342    -0.157218
51161.00    -0.239262    -0.616859     0.049229
51161.25    -0.243822    -0.639863    -0.484401
51161.50    -0.057854    -0.618167    -1.195373
51161.75    -0.230168    -0.852539    -2.080956
51162.00    -0.112615    -0.960864    -2.627988
51162.25    -0.313716    -1.054616    -3.091916
51162.50    -0.163448    -0.952817    -2.702689
51162.75    -0.434471    -1.035007    -2.402551
51163.00    -0.230241    -0.838463    -1.554999
51163.25    -0.141069    -0.637892    -0.782181
51163.50    -0.002972    -0.342214     0.226793
51163.75    -0.429839    -0.370191     0.644693
51164.00    -0.172753    -0.256254     1.206884
51164.25    -0.360578    -0.129032     2.061404
51164.50    -0.324650     0.062883     2.745841
51164.75    -0.658311    -0.075432     2.430102
51165.00    -0.436615    -0.086560     1.695705
51165.25    -0.512725    -0.144637     0.513144
51165.50    -0.191273    -0.077410    -0.774118
51165.75    -0.169044    -0.222731    -2.055230
51166.00     0.221534    -0.151185    -2.517716
51166.25     0.268978    -0.155866    -3.026252
51166.50     0.492851    -0.011662    -2.831731
51166.75     0.315062    -0.192126    -3.163847
51167.00     0.620582    -0.289498    -3.312845
51167.25     0.689362    -0.397354    -3.584618
51167.50     0.868225    -0.319533    -3.918799
51167.75     0.693561    -0.459587    -4.522855
51168.00     0.864011    -0.380133    -4.326086
51168.25     0.714837    -0.367983    -3.973009
51168.50     0.630228    -0.238916    -3.205660
51168.75     0.122946    -0.305405    -2.026739
51169.00     0.016427    -0.237356    -0.542496
51169.25    -0.409876    -0.256023     1.092255
51169.50    -0.386808    -0.464719     1.493784
51169.75    -0.430536    -0.899965    -0.527043
51170.00     0.002227    -1.032421    -2.741031
51170.25     0.023308    -1.061443    -4.237690
51170.50     0.178659    -0.918168    -4.671375
51170.75    -0.134639    -0.988447    -4.800682
51171.00    -0.066108    -0.955317    -4.226181
51171.25    -0.253046    -0.933716    -3.578860
51171.50    -0.206755    -0.880177    -3.116141
51171.75    -0.431864    -1.123438    -3.362221
51172.00    -0.071121    -1.173696    -3.440155
51172.25    -0.012549    -1.165131    -3.392773
51172.50     0.107158    -1.047007    -3.561504
51172.75    -0.195032    -1.126071    -3.770717
51173.00    -0.054994    -0.984921    -3.165158
51173.25    -0.276500    -0.839799    -2.376730
51173.50    -0.248999    -0.553349    -1.003144
51173.75    -0.650575    -0.666768    -0.375257
51174.00    -0.522160    -0.719530    -0.436016
51174.25    -0.390782    -0.726663    -1.138938
51174.50    -0.220865    -0.584102    -1.435068
51174.75    -0.571139    -0.732788    -2.003918
51175.00    -0.390493    -0.743656    -1.525289
51175.25    -0.497002    -0.733064    -1.072710
51175.50    -0.490550    -0.499728    -0.176660
51175.75    -0.713799    -0.569206    -0.283523
51176.00    -0.578471    -0.441275     0.185944
51176.25    -0.695622    -0.340358     0.439739
51176.50    -0.680290    -0.096602     1.454879
51176.75    -0.999034    -0.099396     2.545768
51177.00    -0.900430    -0.036523     3.890710
51177.25    -1.237634    -0.090447     4.593839
51177.50    -1.177563    -0.142725     4.286361
51177.75    -1.514211    -0.568128     2.020689
51178.00    -1.151721    -0.694305     0.248674
51178.25    -1.174266    -0.772866    -0.848302
51178.50    -0.920973    -0.574405    -0.725241
51178.75    -1.133046    -0.668019    -0.719833
51179.00    -0.927838    -0.629429    -0.518992
51179.25    -1.167892    -0.684222    -0.842426
51179.50    -1.027642    -0.691023    -1.647345
51179.75    -1.047813    -0.947430    -3.354214
51180.00    -0.618255    -0.963029    -4.528816
51180.25    -0.721943    -0.994541    -5.601939
51180.50    -0.544992    -0.723403    -5.133793
51180.75    -0.952141    -0.638694    -4.865786
51181.00    -0.999568    -0.314226    -3.268400
51181.25    -1.579996     0.079477    -0.642045
51181.50    -2.002445     0.271493     1.482163
51181.75    -2.580589    -0.120628     1.460334
51182.00    -2.352959    -0.391820     0.797686
51182.25    -2.510458    -0.632700    -0.094137
51182.50    -2.347111    -0.707532    -0.839190
51182.75    -2.527233    -0.971990    -1.615979
51183.00    -2.031684    -0.977785    -2.018804
51183.25    -2.042446    -0.995371    -2.773038
51183.50    -1.799114    -0.841196    -3.081339
51183.75    -1.883527    -0.890590    -3.299186
51184.00    -1.413102    -0.784384    -3.185356
51184.25    -1.387123    -0.658731    -2.971197
51184.50    -1.086318    -0.400959    -2.054047
51184.75    -1.230042    -0.420404    -1.163148
51185.00    -0.820898    -0.392950    -0.422106
51185.25    -0.723118    -0.449229    -0.144130
51185.50    -0.204676    -0.429667    -0.817317
51185.75    -0.187661    -0.624737    -2.091578
51186.00     0.264973    -0.564380    -2.747450
51186.25     0.135002    -0.441048    -3.246205
51186.50     0.119654    -0.157076    -2.900638
51186.75    -0.424088    -0.140073    -2.062498
51187.00    -0.649628     0.000841    -0.676001
51187.25    -1.111291     0.074710     0.536191
51187.50    -1.418243     0.186908     1.925152
51187.75    -1.808358    -0.165298     2.081837
51188.00    -1.646429    -0.408185     0.745294
51188.25    -1.836019    -0.575516    -0.530288
51188.50    -1.801965    -0.573215    -1.184056
51188.75    -2.116440    -0.729038    -1.546625
51189.00    -2.010421    -0.695371    -0.829160
51189.25    -2.128542    -0.774684    -0.741240
51189.50    -1.807206    -0.770605    -1.314190
51189.75    -1.820303    -0.863130    -1.898116
51190.00    -1.472986    -0.573457    -1.056541
51190.25    -1.822223    -0.463768     0.167666
51190.50    -1.661523    -0.395894     0.463205
51190.75    -1.602042    -0.596451    -0.181966
51191.00    -1.084902    -0.608269    -0.849584
51191.25    -1.070241    -0.641663    -1.231557
51191.50    -0.792503    -0.543995    -1.413588
51191.75    -0.670772    -0.776880    -2.477763
51192.00     0.030409    -0.765935    -3.369829
51192.25     0.372258    -0.719563    -3.996504
51192.50     0.654053    -0.505581    -3.966084
51192.75     0.422145    -0.580282    -3.799085
51193.00     0.615476    -0.415828    -2.364887
51193.25     0.230132    -0.234693    -0.278275
51193.50     0.024711    -0.079967     1.914920
51193.75    -0.427105    -0.337600     1.999078
51194.00    -0.289480    -0.378155     1.932437
51194.25    -0.420920    -0.372335     2.009467
51194.50    -0.362710    -0.220215     2.465266
51194.75    -0.717380    -0.353969     2.797220
51195.00    -0.603231    -0.421355     2.460340
51195.25    -0.657190    -0.476893     1.293511
51195.50    -0.376640    -0.295118     0.261973
51195.75    -0.526180    -0.318766    -0.547185
51196.00    -0.349101    -0.088860    -0.118166
51196.25    -0.512862     0.114967     0.812985
51196.50    -0.577938     0.367866     2.033823
51196.75    -1.078147     0.311049     3.310204
51197.00    -0.664153     0.091191     3.046195
51197.25    -0.651097    -0.110101     2.572569
51197.50    -0.346434    -0.150159     2.366923
51197.75    -0.247219    -0.382998     1.831948
51198.00     0.350945    -0.396048     1.680729
51198.25     0.525622    -0.329458     1.492857
51198.50     0.902811    -0.137678     1.599342
51198.75     0.855586    -0.197320     1.317143
51199.00     1.311122    -0.075889     1.489808
51199.25     1.336614     0.052788     1.330051
51199.50     1.519042     0.311257     1.438944
51199.75     1.203863     0.293759     1.159448
51200.00     1.387170     0.302821     0.723660
51200.25     1.281145     0.331481    -0.086490
51200.50     1.353927     0.460020    -0.610286
51200.75     0.954771     0.297342    -1.545954
51201.00     1.143202     0.276144    -1.673202
51201.25     0.922102     0.298650    -1.614708
51201.50     0.785502     0.434426    -0.771625
51201.75     0.202500     0.242185    -0.502094
51202.00     0.184755     0.201969     0.601613
51202.25    -0.315416     0.040219     1.109749
51202.50    -0.301947    -0.045269     1.630894
51202.75    -0.598183    -0.368980     1.279909
51203.00    -0.394366    -0.626326     0.151016
51203.25    -0.562918    -0.693234    -0.630145
51203.50    -0.434879    -0.582366    -1.172807
51203.75    -0.633010    -0.681444    -1.651250
51204.00    -0.182553    -0.772136    -2.724186
51204.25    -0.180114    -0.783721    -3.754100
51204.50    -0.045854    -0.607134    -3.849535
51204.75    -0.349407    -0.680461    -3.799296
51205.00    -0.106758    -0.511755    -3.177472
51205.25    -0.218596    -0.369887    -2.669700
51205.50    -0.223288    -0.118907    -1.915059
51205.75    -0.809050    -0.134010    -0.832735
51206.00    -0.655785    -0.062647     0.100824
51206.25    -0.932068    -0.096026     0.100171
51206.50    -0.968872    -0.033256    -0.339853
51206.75    -1.284228    -0.186389    -0.636976
51207.00    -1.063719    -0.237264    -0.849305
51207.25    -1.068857    -0.387190    -1.940660
51207.50    -0.826247    -0.375123    -3.134340
51207.75    -1.034064    -0.638604    -4.448762
51208.00    -0.989474    -0.678806    -4.904748
51208.25    -1.210047    -0.718101    -5.527091
51208.50    -1.242713    -0.622823    -5.951907
51208.75    -1.593907    -0.801789    -6.937631
51209.00    -1.207674    -0.779345    -7.137482
51209.25    -1.136680    -0.823517    -7.854871
51209.50    -0.882227    -0.750247    -8.095856
51209.75    -1.080873    -0.966307    -8.244684
51210.00    -0.845514    -0.979367    -7.297777
51210.25    -0.970726    -0.887903    -6.454205
51210.50    -0.943770    -0.633345    -5.304107
51210.75    -1.184207    -0.581449    -4.243479
51211.00    -0.906206    -0.392430    -2.855248
51211.25    -1.072211    -0.170768    -1.356531
51211.50    -1.094313     0.154412     0.550795
51211.75    -1.442247     0.156425     1.929951
51212.00    -1.260591     0.189554     3.036840
51212.25    -1.378188     0.139422     3.207009
51212.50    -1.073272     0.202557     2.523256
51212.75    -1.069928     0.034673     1.418539
51213.00    -0.544377     0.133362     1.509950
51213.25    -0.357216     0.164066     1.368529
51213.50    -0.020132     0.328883     2.182738
51213.75     0.100754     0.092165     2.409852
51214.00     0.733422    -0.138353     1.187808
51214.25     0.929397    -0.271420    -0.454979
51214.50     1.280487    -0.218641    -1.664533
51214.75     1.036100    -0.308660    -2.043810
51215.00     1.153989    -0.202160    -1.461614
51215.25     0.843310    -0.068494    -0.489002
51215.50     0.685758     0.163540     0.938789
51215.75     0.290255     0.015307     1.542401
51216.00     0.544883    -0.017820     1.712629
51216.25     0.457372     0.044120     1.597271
51216.50     0.395429     0.343343     2.243894
51216.75    -0.054564     0.397276     2.974584
51217.00    -0.025910     0.524703     4.316322
51217.25    -0.239181     0.361094     4.074077
51217.50    -0.119662     0.268198     2.868703
51217.75    -0.192048     0.001741     1.376581
51218.00     0.142213    -0.057471     0.735856
51218.25     0.023791    -0.123749     0.363949
51218.50     0.147122     0.009945     0.819623
51218.75    -0.259553    -0.181921     1.230787
51219.00    -0.119982    -0.242606     1.559904
51219.25    -0.357185    -0.372270     1.109997
51219.50    -0.267467    -0.315005     0.209021
51219.75    -0.741406    -0.484736    -0.826161
51220.00    -0.740020    -0.412838    -1.195879
51220.25    -1.086463    -0.480078    -1.929292
51220.50    -1.140739    -0.400071    -2.128100
51220.75    -1.650197    -0.584421    -2.360030
51221.00    -1.631037    -0.560221    -1.451429
51221.25    -1.876391    -0.610606    -1.014531
51221.50    -1.787278    -0.499812     0.091551
51221.75    -1.952292    -0.634771     0.761826
51222.00    -1.521809    -0.730932     0.862877
51222.25    -1.433907    -0.863361    -0.405006
51222.50    -1.030814    -0.761916    -0.550014
51222.75    -0.990852    -1.027885    -1.686941
51223.00    -0.502585    -1.033798    -2.731413
51223.25    -0.330868    -0.968436    -3.012571
51223.50     0.034577    -0.787133    -3.198810
51223.75    -0.080163    -0.886976    -3.466060
51224.00     0.159586    -0.751845    -3.034286
51224.25     0.069735    -0.708091    -3.323663
51224.50     0.184412    -0.543215    -3.225738
51224.75    -0.084804    -0.577375    -2.905083
51225.00     0.127032    -0.438175    -2.128388
51225.25     0.078913    -0.418127    -2.135606
51225.50     0.147062    -0.193286    -1.606653
51225.75    -0.189428    -0.245218    -1.449346
51226.00    -0.157393    -0.113646    -0.593248
51226.25    -0.363378    -0.034882    -0.258195
51226.50    -0.396410     0.128441     0.682720
51226.75    -0.719266    -0.026271     0.583162
51227.00    -0.568993    -0.007080     1.124417
51227.25    -0.654106     0.020912     1.301424
51227.50    -0.617714     0.098911     1.792820
51227.75    -0.790299    -0.098995     1.338264
51228.00    -0.438708    -0.120973     1.437164
51228.25    -0.405088    -0.170896     0.939246
51228.50    -0.204305     0.036500     1.119589
51228.75    -0.363782    -0.070927     0.818953
51229.00    -0.116230    -0.066095     0.899923
51229.25    -0.173880    -0.151342     0.279137
51229.50     0.042111    -0.083933     0.188438
51229.75    -0.115403    -0.312905    -0.485276
51230.00     0.337719    -0.346001    -0.686446
51230.25     0.415098    -0.385093    -1.107374
51230.50     0.775621    -0.254638    -0.992863
51230.75     0.678955    -0.405103    -1.355934
51231.00     1.170791    -0.367661    -1.304265
51231.25     1.287773    -0.359028    -1.662434
51231.50     1.392071    -0.340697    -2.299799
51231.75     1.270220    -0.497322    -2.845610
51232.00     1.675124    -0.464930    -2.767948
51232.25     1.590345    -0.472388    -3.150971
51232.50     1.556405    -0.363162    -3.172717
51232.75     1.112163    -0.478813    -3.400827
51233.00     1.107723    -0.409353    -2.958478
51233.25     0.794264    -0.453977    -3.210487
51233.50     0.710331    -0.317809    -2.863687
51233.75     0.068178    -0.464124    -3.137599
51234.00    -0.071831    -0.424000    -2.874225
51234.25    -0.554281    -0.361007    -2.670191
51234.50    -0.694097    -0.176966    -2.117797
51234.75    -1.038082    -0.234303    -1.372543
51235.00    -0.711883    -0.213695    -0.397896
51235.25    -0.713781    -0.336988    -0.259272
51235.50    -0.620907    -0.304517    -0.172324
51235.75    -0.745792    -0.452912    -0.285453
51236.00    -0.341615    -0.306594     0.362095
51236.25    -0.435581    -0.311653     0.098337
51236.50    -0.311130    -0.069542     0.902096
51236.75    -0.673676    -0.065210     1.292856
51237.00    -0.658381     0.137801     2.432874
51237.25    -0.905980     0.358918     3.384025
51237.50    -0.937206     0.683615     5.281767
51237.75    -1.374217     0.537611     6.009797
51238.00    -1.143527     0.469070     6.359812
51238.25    -1.071869     0.434265     6.534822
51238.50    -0.818070     0.516686     6.663829
51238.75    -0.901692     0.349053     6.069063
51239.00    -0.348790     0.326368     5.499584
51239.25    -0.287647     0.272294     4.558422
51239.50    -0.022680     0.373217     3.892274
51239.75    -0.080499     0.268865     2.894307
51240.00     0.349334     0.391145     2.593857
51240.25     0.186540     0.468437     2.351611
51240.50     0.193771     0.852100     3.650567
51240.75    -0.402018     0.796396     4.423561
51241.00    -0.710918     0.841392     5.842144
51241.25    -1.343022     0.564942     5.490404
51241.50    -1.459379     0.414582     4.451934
51241.75    -1.604408    -0.034282     1.858171
51242.00    -1.351362    -0.191050     0.178665
51242.25    -1.420546    -0.292311    -1.759263
51242.50    -1.496914    -0.249545    -3.116937
51242.75    -2.041384    -0.390776    -4.410701
51243.00    -2.045736    -0.274040    -4.252570
51243.25    -2.354058    -0.193713    -4.330501
51243.50    -2.500609     0.053338    -3.248361
51243.75    -2.964495    -0.132570    -2.641420
51244.00    -2.622398    -0.216728    -2.084130
51244.25    -2.496122    -0.474079    -3.345776
51244.50    -2.074155    -0.536888    -4.763816
51244.75    -2.087976    -0.784041    -5.991483
51245.00    -1.571220    -0.751873    -6.439198
51245.25    -1.550079    -0.752750    -7.030680
51245.50    -1.329759    -0.602969    -7.065745
51245.75    -1.430116    -0.676519    -7.115571
51246.00    -1.037761    -0.479137    -5.777621
51246.25    -1.000747    -0.264397    -4.950738
51246.50    -1.010310     0.035673    -3.529361
51246.75    -1.358116     0.067499    -2.520626
51247.00    -1.135851     0.132173    -1.213477
51247.25    -1.211905     0.159242    -0.541496
51247.50    -1.071242     0.218948    -0.187809
51247.75    -1.348102     0.072894    -0.495498
51248.00    -1.139671     0.009136    -0.435174
51248.25    -1.286642    -0.052412    -0.981021
51248.50    -1.213766     0.053845    -0.976971
51248.75    -1.576154    -0.102098    -1.226401
51249.00    -1.286702    -0.028604    -0.664303
51249.25    -1.388067    -0.104988    -1.110249
51249.50    -1.352431    -0.043446    -1.200633
51249.75    -1.673758    -0.228717    -1.940860
51250.00    -1.436966    -0.184463    -1.748513
51250.25    -1.572425    -0.292778    -2.801082
51250.50    -1.532309    -0.168679    -3.033730
51250.75    -1.844797    -0.317429    -3.313758
51251.00    -1.530056    -0.161049    -2.399603
51251.25    -1.553500    -0.121419    -2.243025
51251.50    -1.321819     0.187444    -1.159125
51251.75    -1.452302     0.192511    -0.521370
51252.00    -1.089785     0.374134     1.245412
51252.25    -1.303504     0.446032     2.605416
51252.50    -1.262399     0.465848     3.155961
51252.75    -1.616819     0.129285     2.328406
51253.00    -1.325233     0.052566     1.866763
51253.25    -1.400781    -0.059912     1.079101
51253.50    -1.339741     0.041596     1.158816
51253.75    -1.858798    -0.042622     1.271582
51254.00    -1.769345     0.103868     2.280008
51254.25    -1.816600     0.062836     1.926907
51254.50    -1.731252     0.164065     1.721106
51254.75    -2.143190     0.009747     1.264654
