-----------------------------------------------
3D SITE DISPLACEMENT DUE TO ATMOSPHERIC LOADING
-----------------------------------------------
METEOROLOGICAL CENTER & DEGREE 1 :     NCEP_CME
CMEA : CENTER OF MASS OF THE EARTH + ATMOSPHERE
CME  : CENTER OF MASS OF THE SOLID EARTH  ALONE
SITE COORDINATES ACCORDING TO ITRF2000 SOLUTION
-----------------------------------------------
CREATOR EMAIL : PASCAL.GEGOUT@EOST.U-STRASBG.FR
-----------------------------------------------
SCIP        49718.000    1995     1     1     0
SCIP        52274.750    2001    12    31    18
SCIP     -2556587.402 -4711014.066  3446241.381
50961.75     0.037684     0.074607    -0.165373
50962.00     0.022439    -0.124918     0.384685
50962.25     0.063531     0.050347     0.071825
50962.50     0.009688     0.060447     0.294236
50962.75     0.014747     0.065537    -0.143038
50963.00    -0.009309    -0.165041     0.500127
50963.25     0.029784    -0.039632     0.312034
50963.50     0.000618    -0.071408     0.691132
50963.75     0.075884    -0.068102     0.109571
50964.00     0.071760    -0.229544     0.441561
50964.25     0.166632    -0.089402    -0.015043
50964.50     0.183088    -0.022411     0.048758
50964.75     0.222765     0.007934    -0.456193
50965.00     0.139352    -0.207057     0.287115
50965.25     0.155195    -0.121210     0.211790
50965.50     0.125294    -0.170647     0.698883
50965.75     0.126048    -0.175408     0.496795
50966.00     0.127353    -0.358567     1.069768
50966.25     0.158308    -0.227970     0.910560
50966.50     0.108186    -0.249413     1.145731
50966.75     0.089100    -0.224407     0.801562
50967.00     0.045708    -0.432683     1.395050
50967.25     0.085772    -0.276891     1.130251
50967.50    -0.007627    -0.252866     1.477057
50967.75    -0.006447    -0.222019     1.040183
50968.00    -0.005070    -0.410277     1.552337
50968.25     0.055534    -0.315155     1.246004
50968.50     0.026874    -0.277447     1.354400
50968.75     0.101425    -0.211877     0.620979
50969.00     0.108508    -0.345579     0.984082
50969.25     0.225358    -0.201380     0.463242
50969.50     0.182189    -0.142542     0.611513
50969.75     0.268722    -0.005687    -0.243221
50970.00     0.216335    -0.123224     0.344093
50970.25     0.266030     0.031272     0.130803
50970.50     0.195200     0.090637     0.400772
50970.75     0.193484     0.127351    -0.010811
50971.00     0.062448    -0.089089     0.784735
50971.25     0.045089     0.021604     0.566558
50971.50    -0.045188     0.015689     0.980344
50971.75    -0.049912     0.058753     0.410874
50972.00    -0.155065    -0.165906     1.023930
50972.25    -0.081670    -0.086414     0.599826
50972.50    -0.183719    -0.085835     0.913113
50972.75    -0.206811    -0.050550     0.457544
50973.00    -0.260896    -0.207475     0.845054
50973.25    -0.229644    -0.058310     0.509154
50973.50    -0.267236     0.013074     0.582793
50973.75    -0.230297     0.055242     0.019822
50974.00    -0.257652    -0.125246     0.577529
50974.25    -0.206815     0.021072     0.261664
50974.50    -0.267388    -0.006074     0.690021
50974.75    -0.293215    -0.052530     0.558461
50975.00    -0.362986    -0.336732     1.325842
50975.25    -0.330938    -0.240512     1.161910
50975.50    -0.342482    -0.204514     1.368360
50975.75    -0.266839    -0.164699     0.760697
50976.00    -0.252909    -0.356659     1.226475
50976.25    -0.132892    -0.214594     0.793612
50976.50    -0.152905    -0.178073     0.877429
50976.75    -0.134980    -0.094003     0.240043
50977.00    -0.125485    -0.240817     0.616779
50977.25    -0.034485    -0.085404     0.065821
50977.50    -0.023436    -0.044009     0.044716
50977.75     0.058499    -0.029941    -0.576980
50978.00     0.047390    -0.269635     0.045927
50978.25     0.124200    -0.166204    -0.215165
50978.50     0.105171    -0.221334     0.154891
50978.75     0.143663    -0.190847    -0.266513
50979.00     0.072810    -0.390432     0.519158
50979.25     0.122410    -0.291298     0.344540
50979.50     0.017645    -0.322457     0.771703
50979.75    -0.041429    -0.316756     0.546432
50980.00    -0.121626    -0.589001     1.532371
50980.25    -0.160524    -0.495199     1.556641
50980.50    -0.221669    -0.531271     2.042415
50980.75    -0.248455    -0.494289     1.707108
50981.00    -0.213959    -0.670337     2.230108
50981.25    -0.018534    -0.416628     1.503453
50981.50     0.025945    -0.286864     1.399762
50981.75     0.150266    -0.131023     0.441132
50982.00     0.170647    -0.199036     0.649856
50982.25     0.243485    -0.033864     0.282984
50982.50     0.200318     0.023831     0.482668
50982.75     0.215432     0.060638    -0.005389
50983.00     0.145919    -0.139524     0.484029
50983.25     0.093564    -0.084320     0.380528
50983.50     0.047180    -0.063423     0.593830
50983.75     0.054449    -0.085883     0.207349
50984.00    -0.015071    -0.333985     0.951321
50984.25     0.012020    -0.234853     0.736821
50984.50    -0.042227    -0.238157     1.087996
50984.75    -0.039239    -0.188042     0.655570
50985.00    -0.091640    -0.365636     1.212085
50985.25    -0.000110    -0.175099     0.815834
50985.50    -0.035884    -0.135213     1.050783
50985.75     0.021152    -0.036589     0.463007
50986.00    -0.031341    -0.167069     0.836280
50986.25     0.011720    -0.003752     0.403956
50986.50    -0.082443     0.082512     0.486188
50986.75    -0.072777     0.120492    -0.035110
50987.00    -0.168383    -0.076930     0.484983
50987.25    -0.201701    -0.014773     0.355135
50987.50    -0.267332    -0.045534     0.657918
50987.75    -0.309880    -0.055704     0.383584
50988.00    -0.428468    -0.275541     1.163575
50988.25    -0.346131    -0.165179     0.948796
50988.50    -0.397433    -0.183918     1.342810
50988.75    -0.337069    -0.120631     0.771778
50989.00    -0.397032    -0.336917     1.522048
50989.25    -0.345358    -0.150832     1.218212
50989.50    -0.372275    -0.172257     1.440202
50989.75    -0.273799    -0.138512     0.828357
50990.00    -0.288485    -0.272590     1.179877
50990.25    -0.178707    -0.152554     0.754643
50990.50    -0.170276    -0.151248     0.920766
50990.75    -0.128620    -0.180364     0.549501
50991.00    -0.170495    -0.372654     1.063880
50991.25    -0.125430    -0.243794     0.726488
50991.50    -0.121843    -0.221188     0.891406
50991.75    -0.031999    -0.171810     0.345460
50992.00    -0.074111    -0.334841     0.880018
50992.25     0.011470    -0.191614     0.536528
50992.50    -0.021448    -0.151456     0.734641
50992.75     0.032162    -0.082729     0.194441
50993.00     0.043283    -0.265447     0.651710
50993.25     0.103990    -0.089840     0.217883
50993.50     0.108471    -0.110443     0.419749
50993.75     0.104195    -0.091349    -0.047175
50994.00     0.104076    -0.263993     0.357413
50994.25     0.155816    -0.125965    -0.030320
50994.50     0.130280    -0.078569     0.161063
50994.75     0.182161     0.000841    -0.428127
50995.00     0.136865    -0.208073     0.240446
50995.25     0.196381    -0.062898    -0.058985
50995.50     0.226082    -0.014650     0.085388
50995.75     0.192335     0.023714    -0.252619
50996.00     0.090140    -0.155151     0.441143
50996.25     0.039492    -0.052732     0.393787
50996.50     0.035627    -0.008464     0.459327
50996.75     0.070708     0.040280    -0.045885
50997.00    -0.012987    -0.109199     0.459121
50997.25    -0.002124     0.019967     0.188855
50997.50    -0.041312     0.033034     0.389298
50997.75     0.005420     0.097934    -0.139650
50998.00    -0.052101    -0.035099     0.280868
50998.25    -0.042170     0.110056     0.083672
50998.50    -0.021504     0.128684     0.171467
50998.75     0.020982     0.157254    -0.312078
50999.00    -0.061533    -0.037882     0.256859
50999.25    -0.024708     0.118877    -0.090052
50999.50    -0.022976     0.205612    -0.092850
50999.75     0.085140     0.267900    -0.797554
51000.00     0.047687     0.076293    -0.264873
51000.25     0.147506     0.261685    -0.871392
51000.50     0.182628     0.217827    -0.687830
51000.75     0.241163     0.294396    -1.388588
51001.00     0.165952     0.116312    -0.925265
51001.25     0.251874     0.238189    -1.329260
51001.50     0.222089     0.220102    -1.057478
51001.75     0.249162     0.293060    -1.616676
51002.00     0.137144     0.029091    -0.733749
51002.25     0.193031     0.179594    -0.990564
51002.50     0.155074     0.177684    -0.641275
51002.75     0.187220     0.218935    -1.014430
51003.00     0.081661    -0.028498    -0.238347
51003.25     0.121262     0.098676    -0.385918
51003.50     0.056784     0.009879     0.187255
51003.75     0.110051     0.095144    -0.424343
51004.00     0.018523    -0.089565     0.178480
51004.25     0.081568     0.079350    -0.075700
51004.50     0.070567     0.072853     0.228122
51004.75     0.124422     0.163121    -0.280681
51005.00     0.076135    -0.007892     0.269726
51005.25     0.138954     0.116305    -0.024039
51005.50     0.086656     0.116260     0.209995
51005.75     0.091486     0.135683    -0.258170
51006.00     0.012141    -0.053654     0.183671
51006.25     0.030795     0.061824    -0.085657
51006.50    -0.067955     0.050938     0.220687
51006.75    -0.031350     0.050296    -0.311116
51007.00    -0.132278    -0.128940     0.220371
51007.25    -0.101649    -0.023782    -0.031918
51007.50    -0.160160    -0.036893     0.232699
51007.75    -0.138956     0.003803    -0.253655
51008.00    -0.179884    -0.250893     0.466302
51008.25    -0.133480    -0.121468     0.277039
51008.50    -0.098381    -0.119027     0.429299
51008.75     0.017633    -0.021186    -0.230750
51009.00     0.043174    -0.209125     0.304367
51009.25     0.159366    -0.064475     0.018986
51009.50     0.168700    -0.027395     0.217904
51009.75     0.249241     0.078804    -0.356901
51010.00     0.195213    -0.066186     0.158874
51010.25     0.256098     0.093847    -0.163210
51010.50     0.214662     0.179964    -0.093619
51010.75     0.227345     0.252233    -0.757965
51011.00     0.111983     0.042270    -0.091931
51011.25     0.113408     0.190743    -0.398180
51011.50     0.059125     0.173661    -0.121404
51011.75     0.061792     0.183651    -0.588294
51012.00    -0.048260    -0.061589     0.153304
51012.25    -0.020569     0.044141    -0.000013
51012.50    -0.061778     0.010403     0.315715
51012.75    -0.062937     0.015759    -0.011344
51013.00    -0.121717    -0.178542     0.615015
51013.25    -0.062335    -0.011991     0.234804
51013.50    -0.029750     0.036353     0.370000
51013.75     0.055270     0.115778    -0.284120
51014.00    -0.012197    -0.103486     0.421853
51014.25     0.126088     0.095178    -0.122668
51014.50     0.150899     0.082352     0.165809
51014.75     0.219290     0.127961    -0.352435
51015.00     0.169151    -0.067921     0.278464
51015.25     0.261817     0.074269    -0.049732
51015.50     0.263782     0.083670     0.195273
51015.75     0.298752     0.151145    -0.372471
51016.00     0.231394    -0.005281     0.130756
51016.25     0.254845     0.142566    -0.280758
51016.50     0.188812     0.110451     0.010339
51016.75     0.182856     0.155165    -0.536367
51017.00     0.112171    -0.020469     0.042921
51017.25     0.098876     0.090685    -0.124216
51017.50     0.078662     0.111963    -0.032197
51017.75     0.127204     0.192855    -0.598474
51018.00     0.030487     0.030612    -0.088649
51018.25     0.092664     0.191022    -0.452056
51018.50     0.072889     0.187211    -0.183303
51018.75     0.140530     0.274210    -0.804659
51019.00     0.091438     0.079456    -0.186168
51019.25     0.175831     0.254563    -0.630963
51019.50     0.156602     0.279945    -0.445783
51019.75     0.223737     0.339166    -1.044134
51020.00     0.176285     0.136779    -0.402670
51020.25     0.274302     0.269816    -0.806833
51020.50     0.290807     0.274501    -0.745690
51020.75     0.305877     0.272599    -1.159812
51021.00     0.226721     0.022326    -0.463298
51021.25     0.239552     0.144181    -0.699799
51021.50     0.167972     0.085643    -0.350434
51021.75     0.150061     0.100257    -0.664814
51022.00    -0.003753    -0.124205     0.115624
51022.25     0.011372     0.015143    -0.121363
51022.50    -0.016515     0.013915     0.187922
51022.75     0.047704     0.096158    -0.352574
51023.00    -0.075333    -0.117706     0.421909
51023.25    -0.009077     0.016839     0.143733
51023.50    -0.015195     0.001197     0.398851
51023.75     0.047244     0.052660    -0.129881
51024.00    -0.000946    -0.111660     0.451567
51024.25     0.071761     0.020093     0.210566
51024.50     0.080380     0.016646     0.485725
51024.75     0.113907     0.112963    -0.034713
51025.00     0.120981    -0.032571     0.293667
51025.25     0.192204     0.128840    -0.024718
51025.50     0.179946     0.169326     0.156331
51025.75     0.326354     0.247454    -0.728863
51026.00     0.297513     0.151267    -0.390905
51026.25     0.400681     0.294116    -0.788306
51026.50     0.424468     0.371594    -0.703073
51026.75     0.567850     0.451192    -1.527627
51027.00     0.493806     0.226591    -0.793145
51027.25     0.620031     0.369030    -1.275155
51027.50     0.608196     0.389013    -1.093999
51027.75     0.665784     0.321293    -1.448857
51028.00     0.539418     0.093134    -0.662089
51028.25     0.579988     0.233534    -0.877301
51028.50     0.556139     0.218093    -0.647193
51028.75     0.563977     0.283409    -1.111993
51029.00     0.456761     0.078226    -0.380000
51029.25     0.496522     0.263350    -0.770976
51029.50     0.455873     0.307292    -0.593645
51029.75     0.539061     0.391427    -1.248938
51030.00     0.412186     0.223289    -0.607455
51030.25     0.446541     0.376514    -0.932750
51030.50     0.437060     0.404043    -0.871227
51030.75     0.500122     0.488876    -1.551087
51031.00     0.322198     0.279775    -0.777226
51031.25     0.335638     0.372554    -0.966108
51031.50     0.253216     0.328808    -0.581299
51031.75     0.190157     0.299787    -0.832520
51032.00     0.088039     0.065453    -0.158264
51032.25     0.058394     0.129299    -0.201018
51032.50    -0.066358     0.083539     0.255327
51032.75    -0.042036     0.116874    -0.251804
51033.00    -0.100145    -0.073047     0.367982
51033.25     0.012574     0.147466    -0.124716
51033.50     0.013668     0.189860     0.049492
51033.75     0.121002     0.248556    -0.474366
51034.00     0.084620     0.091822    -0.046436
51034.25     0.178578     0.245540    -0.386156
51034.50     0.245852     0.313656    -0.537552
51034.75     0.295401     0.368203    -1.133740
51035.00     0.230874     0.180407    -0.628385
51035.25     0.303438     0.295697    -0.842336
51035.50     0.268998     0.258705    -0.600261
51035.75     0.290646     0.243560    -0.997669
51036.00     0.203492     0.055778    -0.422736
51036.25     0.308138     0.177431    -0.683161
51036.50     0.308780     0.187353    -0.464321
51036.75     0.376853     0.261643    -1.015648
51037.00     0.328940     0.121502    -0.555630
51037.25     0.436045     0.302694    -0.937103
51037.50     0.480849     0.341709    -0.864943
51037.75     0.573583     0.421987    -1.458695
51038.00     0.479463     0.270016    -1.009435
51038.25     0.573904     0.443406    -1.490453
51038.50     0.555758     0.424769    -1.297335
51038.75     0.549228     0.443198    -1.767286
51039.00     0.366672     0.183918    -0.977908
51039.25     0.356813     0.296618    -1.284780
51039.50     0.248329     0.220865    -0.848662
51039.75     0.160178     0.179717    -1.034282
51040.00     0.001291    -0.054848    -0.267507
51040.25     0.006912     0.004334    -0.303651
51040.50    -0.093042    -0.023974     0.157075
51040.75    -0.072549    -0.026722    -0.100747
51041.00    -0.178288    -0.209959     0.618367
51041.25    -0.138450    -0.099952     0.476961
51041.50    -0.144839    -0.072727     0.707154
51041.75    -0.086813     0.011254     0.108281
51042.00    -0.182501    -0.118501     0.608610
51042.25    -0.124852     0.015542     0.327778
51042.50    -0.144601     0.078777     0.440975
51042.75    -0.086658     0.151592    -0.301167
51043.00    -0.166397    -0.005843     0.090257
51043.25    -0.057697     0.138093    -0.448625
51043.50    -0.096717     0.121607    -0.283077
51043.75    -0.007305     0.201001    -1.033129
51044.00    -0.010223     0.025156    -0.565165
51044.25     0.060285     0.129112    -0.783519
51044.50     0.067790     0.118885    -0.508377
51044.75     0.197347     0.256647    -1.210851
51045.00     0.183283     0.075462    -0.550456
51045.25     0.253983     0.243220    -0.748409
51045.50     0.258071     0.272157    -0.483859
51045.75     0.309742     0.338936    -0.964661
51046.00     0.198902     0.135996    -0.387180
51046.25     0.262859     0.304355    -0.654248
51046.50     0.238318     0.316339    -0.457022
51046.75     0.250736     0.353708    -0.960932
51047.00     0.113595     0.098611    -0.240035
51047.25     0.147286     0.225203    -0.537795
51047.50     0.044336     0.136215    -0.122335
51047.75     0.038991     0.150037    -0.591471
51048.00    -0.093521    -0.113749     0.165338
51048.25    -0.091901    -0.062207     0.110714
51048.50    -0.156893    -0.094566     0.453979
51048.75    -0.164728    -0.114220     0.148889
51049.00    -0.291276    -0.382275     0.916874
51049.25    -0.249475    -0.235767     0.594322
51049.50    -0.245697    -0.192503     0.691403
51049.75    -0.200097    -0.129634     0.149216
51050.00    -0.240237    -0.296308     0.696764
51050.25    -0.173750    -0.101483     0.311855
51050.50    -0.133613    -0.060172     0.461463
51050.75    -0.069386    -0.011245    -0.033864
51051.00    -0.171982    -0.244438     0.690046
51051.25    -0.116167    -0.084458     0.361924
51051.50    -0.100932    -0.062445     0.507755
51051.75    -0.034794    -0.010508    -0.038229
51052.00    -0.076221    -0.215446     0.510434
51052.25     0.008501    -0.022738     0.115148
51052.50     0.042897     0.017183     0.147600
51052.75     0.175527     0.088771    -0.619808
51053.00     0.111928    -0.092796     0.041185
51053.25     0.251901     0.055559    -0.361469
51053.50     0.287335     0.130005    -0.205375
51053.75     0.366876     0.176147    -0.655507
51054.00     0.250034     0.009481     0.024556
51054.25     0.264456     0.151922    -0.203358
51054.50     0.244325     0.175980     0.049498
51054.75     0.328000     0.235564    -0.573519
51055.00     0.229274    -0.029694     0.221576
51055.25     0.271485     0.052017     0.060212
51055.50     0.256573     0.060234     0.328086
51055.75     0.299740     0.028040     0.013438
51056.00     0.227553    -0.181647     0.701843
51056.25     0.294146    -0.049984     0.471210
51056.50     0.284400    -0.048555     0.764092
51056.75     0.306167    -0.007871     0.246952
51057.00     0.156871    -0.215930     0.946114
51057.25     0.156839    -0.138094     0.741668
51057.50     0.067610    -0.163460     1.072068
51057.75     0.026385    -0.159844     0.692825
51058.00    -0.140627    -0.356565     1.366581
51058.25    -0.105636    -0.280220     1.015799
51058.50    -0.212082    -0.334768     1.432352
51058.75    -0.214969    -0.345708     0.922222
51059.00    -0.346028    -0.551024     1.620266
51059.25    -0.254308    -0.445304     1.358593
51059.50    -0.249421    -0.435739     1.619220
51059.75    -0.189328    -0.336167     0.932062
51060.00    -0.272345    -0.463902     1.385714
51060.25    -0.151201    -0.286696     0.860044
51060.50    -0.083711    -0.183498     0.712853
51060.75     0.011853    -0.091456    -0.104170
51061.00     0.000195    -0.198847     0.307647
51061.25     0.110300    -0.052248    -0.090839
51061.50     0.133145    -0.045061     0.101110
51061.75     0.163731    -0.019001    -0.390710
51062.00     0.112975    -0.194353     0.256665
51062.25     0.177028    -0.033947    -0.197473
51062.50     0.126674    -0.036829     0.173596
51062.75     0.131637    -0.002623    -0.511619
51063.00    -0.015225    -0.173640     0.216391
51063.25    -0.002052    -0.055484    -0.143441
51063.50    -0.097320    -0.076495     0.234314
51063.75    -0.125644    -0.083218    -0.230250
51064.00    -0.301079    -0.347659     0.736747
51064.25    -0.256474    -0.207872     0.384476
51064.50    -0.315769    -0.256997     0.945407
51064.75    -0.321492    -0.219688     0.544097
51065.00    -0.459777    -0.422759     1.469187
51065.25    -0.432500    -0.317310     1.327363
51065.50    -0.468642    -0.270035     1.571648
51065.75    -0.446008    -0.220001     0.949747
51066.00    -0.518933    -0.419579     1.613578
51066.25    -0.401026    -0.228808     1.007896
51066.50    -0.393262    -0.213404     1.145960
51066.75    -0.354641    -0.171870     0.410011
51067.00    -0.368736    -0.311099     0.831591
51067.25    -0.270311    -0.138996     0.256373
51067.50    -0.295199    -0.141799     0.437440
51067.75    -0.299899    -0.168850    -0.007150
51068.00    -0.352308    -0.311592     0.448456
51068.25    -0.295315    -0.217815     0.121406
51068.50    -0.295730    -0.215870     0.371644
51068.75    -0.276989    -0.205194    -0.024760
51069.00    -0.378601    -0.395238     0.777485
51069.25    -0.311880    -0.274666     0.539690
51069.50    -0.349318    -0.304461     0.934231
51069.75    -0.317183    -0.281877     0.439515
51070.00    -0.357235    -0.437262     1.035371
51070.25    -0.212886    -0.298547     0.633675
51070.50    -0.210420    -0.250342     0.899363
51070.75    -0.078355    -0.144188     0.156116
51071.00    -0.079708    -0.260487     0.678135
51071.25     0.052770    -0.087807     0.262227
51071.50     0.061273    -0.026534     0.407866
51071.75     0.151686     0.055643    -0.264005
51072.00     0.033104    -0.112213     0.389524
51072.25     0.104999     0.058799    -0.087441
51072.50     0.090505     0.086568     0.196986
51072.75     0.150031     0.148238    -0.500913
51073.00     0.045581    -0.047338     0.196231
51073.25     0.117644     0.050055    -0.064439
51073.50     0.082054     0.007959     0.347953
51073.75     0.104422     0.024868    -0.156425
51074.00     0.000860    -0.182464     0.599636
51074.25     0.055457    -0.066503     0.301838
51074.50    -0.037975    -0.145403     0.865223
51074.75    -0.040096    -0.199701     0.457531
51075.00    -0.149814    -0.508051     1.431218
51075.25    -0.129614    -0.455664     1.352925
51075.50    -0.208569    -0.493591     1.930243
51075.75    -0.221649    -0.476182     1.524570
51076.00    -0.323909    -0.636988     2.266110
51076.25    -0.214958    -0.459173     1.889389
51076.50    -0.233102    -0.399393     2.131854
51076.75    -0.192359    -0.319594     1.492779
51077.00    -0.210703    -0.445481     1.923878
51077.25    -0.089519    -0.293055     1.343363
51077.50    -0.124522    -0.221405     1.500349
51077.75    -0.014937    -0.184612     0.687529
51078.00     0.012155    -0.263420     0.937215
51078.25     0.135915    -0.086087     0.392821
51078.50     0.156250    -0.012688     0.381143
51078.75     0.271159     0.066393    -0.331458
51079.00     0.193655    -0.068553     0.161844
51079.25     0.219724     0.070166    -0.085483
51079.50     0.159007     0.060830     0.337837
51079.75     0.174351     0.076993    -0.209920
51080.00    -0.028462    -0.190427     0.758010
51080.25    -0.016434    -0.146992     0.667705
51080.50    -0.120277    -0.130541     1.060751
51080.75    -0.113089    -0.119781     0.557711
51081.00    -0.189426    -0.299690     1.067443
51081.25    -0.156451    -0.206084     0.815339
51081.50    -0.291084    -0.245464     1.316470
51081.75    -0.292012    -0.242671     0.884366
51082.00    -0.338102    -0.399550     1.343972
51082.25    -0.277868    -0.288129     1.084036
51082.50    -0.281760    -0.197414     1.119060
51082.75    -0.242310    -0.161666     0.559463
51083.00    -0.239850    -0.330130     0.819274
51083.25    -0.102574    -0.171204     0.306964
51083.50    -0.040446    -0.073233     0.261491
51083.75     0.072275    -0.007201    -0.480795
51084.00     0.001013    -0.232562     0.193836
51084.25     0.096151    -0.095673    -0.119613
51084.50     0.093733    -0.133886     0.308292
51084.75     0.136380    -0.115932    -0.051780
51085.00     0.065919    -0.300675     0.746168
51085.25     0.085211    -0.231850     0.809284
51085.50     0.053165    -0.208489     1.121760
51085.75     0.114456    -0.149754     0.544755
51086.00     0.045192    -0.315030     1.140956
51086.25     0.104927    -0.190087     0.788942
51086.50     0.078566    -0.115757     0.993073
51086.75     0.148686    -0.022519     0.286867
51087.00     0.035971    -0.149699     0.843940
51087.25     0.099048    -0.022992     0.500942
51087.50     0.057486     0.002908     0.812471
51087.75     0.042237    -0.012329     0.373717
51088.00    -0.074425    -0.197594     1.026804
51088.25    -0.013867    -0.107645     0.725190
51088.50    -0.127490    -0.137108     1.238637
51088.75    -0.060348    -0.115344     0.677820
51089.00    -0.128145    -0.286917     1.297543
51089.25    -0.038993    -0.135574     0.753702
51089.50    -0.074041    -0.104111     1.012620
51089.75    -0.017610    -0.050211     0.277142
51090.00    -0.045711    -0.225811     0.801211
51090.25     0.088109    -0.088691     0.189673
51090.50     0.101695    -0.093386     0.528235
51090.75     0.209064    -0.064259    -0.215274
51091.00     0.192901    -0.260961     0.364305
51091.25     0.294867    -0.103334    -0.143094
51091.50     0.296258    -0.045902     0.051008
51091.75     0.366325     0.054343    -0.687137
51092.00     0.331085    -0.025231    -0.333774
51092.25     0.450485     0.120045    -0.699887
51092.50     0.348378     0.146228    -0.167483
51092.75     0.355636     0.179967    -0.575406
51093.00     0.189608    -0.006013     0.165508
51093.25     0.187810     0.128302    -0.051687
51093.50     0.156912     0.193973     0.198694
51093.75     0.224214     0.264535    -0.532429
51094.00     0.162031     0.084266    -0.037285
51094.25     0.267774     0.190324    -0.411356
51094.50     0.247327     0.186375    -0.085233
51094.75     0.363285     0.213746    -0.736415
51095.00     0.349779     0.049997    -0.315018
51095.25     0.477975     0.134806    -0.713171
51095.50     0.442975     0.106597    -0.353383
51095.75     0.464380     0.098203    -0.869193
51096.00     0.373785    -0.100336    -0.321517
51096.25     0.378734    -0.033179    -0.380230
51096.50     0.375406    -0.019519    -0.058539
51096.75     0.429393     0.002188    -0.476754
51097.00     0.395177    -0.145298     0.087356
51097.25     0.458160     0.048742    -0.250885
51097.50     0.415935     0.152009    -0.117611
51097.75     0.467283     0.282150    -0.840271
51098.00     0.377106     0.159970    -0.328322
51098.25     0.405538     0.328088    -0.750986
51098.50     0.353581     0.393717    -0.598008
51098.75     0.345425     0.403105    -1.143817
51099.00     0.229152     0.238164    -0.547479
51099.25     0.171240     0.298404    -0.586007
51099.50     0.027502     0.187607     0.087825
51099.75     0.022357     0.153857    -0.471690
51100.00    -0.123124    -0.122705     0.395467
51100.25    -0.102273    -0.083429     0.243644
51100.50    -0.231781    -0.176420     1.036463
51100.75    -0.292351    -0.261795     0.915340
51101.00    -0.416006    -0.469035     1.775325
51101.25    -0.365126    -0.397164     1.562296
51101.50    -0.394211    -0.378108     1.892101
51101.75    -0.328682    -0.339590     1.339237
51102.00    -0.333854    -0.420088     1.626729
51102.25    -0.150418    -0.257257     0.995696
51102.50    -0.119633    -0.184934     0.975576
51102.75    -0.011499    -0.123256     0.069459
51103.00    -0.026821    -0.176430     0.223954
51103.25     0.133702     0.005317    -0.487151
51103.50     0.150947     0.062019    -0.432459
51103.75     0.183559     0.078650    -0.991533
51104.00     0.092063    -0.113898    -0.307542
51104.25     0.162062     0.008769    -0.542560
51104.50     0.108331     0.049005    -0.180083
51104.75     0.150415     0.050338    -0.594699
51105.00     0.107419    -0.072124    -0.092144
51105.25     0.222961     0.065481    -0.408235
51105.50     0.255999     0.118802    -0.135814
51105.75     0.368684     0.182318    -0.780154
51106.00     0.353830     0.064926    -0.307929
51106.25     0.465947     0.217803    -0.689558
51106.50     0.450683     0.237217    -0.337917
51106.75     0.502928     0.290692    -0.925644
51107.00     0.403461     0.164217    -0.433388
51107.25     0.469688     0.279871    -0.716377
51107.50     0.440279     0.324529    -0.513467
51107.75     0.471361     0.419123    -1.152160
51108.00     0.428870     0.367372    -0.916699
51108.25     0.532579     0.524509    -1.386711
51108.50     0.527607     0.636189    -1.410486
51108.75     0.600141     0.682100    -2.012226
51109.00     0.501024     0.520714    -1.423741
51109.25     0.533194     0.557929    -1.451623
51109.50     0.468873     0.533216    -0.984423
51109.75     0.482953     0.491996    -1.334061
51110.00     0.313210     0.310408    -0.650261
51110.25     0.268627     0.366391    -0.627715
51110.50     0.172614     0.339726    -0.339696
51110.75     0.120103     0.368983    -0.968205
51111.00    -0.045841     0.147999    -0.277751
51111.25    -0.045012     0.163345    -0.479078
51111.50    -0.088881     0.128991    -0.214315
51111.75    -0.100153     0.097196    -0.650240
51112.00    -0.165343    -0.052398    -0.166196
51112.25    -0.111308    -0.016711    -0.285939
51112.50    -0.141930    -0.060443     0.178581
51112.75    -0.115055     0.014018    -0.310610
51113.00    -0.145299    -0.063226     0.075382
51113.25    -0.021794     0.073147    -0.192499
51113.50    -0.043915     0.066779     0.132789
51113.75    -0.017062     0.106518    -0.454815
51114.00    -0.103859    -0.045506    -0.062630
51114.25    -0.014693     0.008842    -0.355966
51114.50    -0.095723    -0.034605     0.046173
51114.75    -0.054339    -0.070921    -0.374652
51115.00    -0.131408    -0.267937     0.379821
51115.25    -0.075622    -0.200769     0.351424
51115.50    -0.114572    -0.212228     0.917763
51115.75    -0.167166    -0.251665     0.834004
51116.00    -0.176267    -0.351947     1.290425
51116.25    -0.072649    -0.262546     1.014797
51116.50    -0.002784    -0.201627     1.094275
51116.75     0.120416    -0.162343     0.436922
51117.00     0.153087    -0.205986     0.647505
51117.25     0.325398    -0.039203     0.061068
51117.50     0.418394     0.024661     0.160378
51117.75     0.485277     0.117621    -0.603195
51118.00     0.490306     0.061170    -0.389563
51118.25     0.566808     0.152942    -0.625450
51118.50     0.544463     0.118449    -0.140063
51118.75     0.541232     0.077855    -0.441025
51119.00     0.455905    -0.119371     0.210169
51119.25     0.471993    -0.129154     0.263332
51119.50     0.450925    -0.136337     0.572459
51119.75     0.467207    -0.112771     0.166247
51120.00     0.444055    -0.227905     0.425052
51120.25     0.536704    -0.043860    -0.038745
51120.50     0.492292    -0.048896     0.270844
51120.75     0.569755     0.067500    -0.652268
51121.00     0.486083    -0.061480    -0.071618
51121.25     0.564737     0.089499    -0.463585
51121.50     0.508761     0.107462    -0.110566
