-----------------------------------------------
3D SITE DISPLACEMENT DUE TO ATMOSPHERIC LOADING
-----------------------------------------------
METEOROLOGICAL CENTER & DEGREE 1 :    ECMWF_CME
CMEA : CENTER OF MASS OF THE EARTH + ATMOSPHERE
CME  : CENTER OF MASS OF THE SOLID EARTH  ALONE
SITE COORDINATES ACCORDING TO ITRF2000 SOLUTION
-----------------------------------------------
CREATOR EMAIL : PASCAL.GEGOUT@EOST.U-STRASBG.FR
-----------------------------------------------
DUCK        49718.000    1995     1     1     0
DUCK        52274.750    2001    12    31    18
DUCK      1268587.191 -4995511.561  3744508.588
50871.75     0.160862     0.660140     1.249708
50872.00     0.223790     0.698013     1.304286
50872.25     0.291161     0.541577     0.965901
50872.50     0.311132     0.547199     0.988296
50872.75     0.333282     0.514793     0.814143
50873.00     0.353160     0.509689     0.939521
50873.25     0.293193     0.419593     1.062005
50873.50     0.272469     0.438440     1.272175
50873.75     0.273876     0.436928     1.107825
50874.00     0.277232     0.497840     1.289698
50874.25     0.191240     0.429251     1.434261
50874.50     0.096556     0.510674     1.862790
50874.75     0.031612     0.607942     2.033207
50875.00    -0.025857     0.657068     2.245226
50875.25    -0.144125     0.588721     2.353647
50875.50    -0.206386     0.567792     2.365850
50875.75    -0.177222     0.513493     2.009928
50876.00    -0.145861     0.450929     1.697084
50876.25    -0.142794     0.310390     1.421848
50876.50    -0.109006     0.232675     1.079626
50876.75    -0.022531     0.202780     0.655756
50877.00     0.066509     0.178805     0.446760
50877.25     0.103406     0.043567     0.212573
50877.50     0.165314    -0.009367     0.018322
50877.75     0.267587    -0.060428    -0.370494
50878.00     0.327401    -0.020271    -0.406578
50878.25     0.366198    -0.136262    -0.674386
50878.50     0.401901    -0.153875    -0.840634
50878.75     0.406930    -0.142230    -1.086984
50879.00     0.427799    -0.019118    -0.799631
50879.25     0.454357    -0.052252    -0.640288
50879.50     0.555762     0.015354    -0.435894
50879.75     0.673539     0.094227    -0.405258
50880.00     0.734664     0.257466    -0.069455
50880.25     0.772575     0.280397     0.161979
50880.50     0.746394     0.414439     0.585522
50880.75     0.677433     0.488906     0.735290
50881.00     0.565767     0.627891     1.380364
50881.25     0.374161     0.636890     2.013468
50881.50     0.131501     0.730544     2.827219
50881.75    -0.013675     0.521962     2.688816
50882.00    -0.101412     0.311630     2.613682
50882.25    -0.123244    -0.165020     1.767751
50882.50    -0.047113    -0.462828     0.934554
50882.75     0.130120    -0.686626    -0.173292
50883.00     0.255739    -0.772054    -0.890415
50883.25     0.304795    -1.017755    -1.824758
50883.50     0.321997    -1.096056    -2.249069
50883.75     0.323712    -1.134522    -2.675429
50884.00     0.292734    -0.970610    -2.285463
50884.25     0.240826    -1.153089    -2.598557
50884.50     0.131403    -1.189274    -2.546238
50884.75     0.104698    -1.119622    -2.658047
50885.00     0.064319    -0.893776    -2.232563
50885.25     0.066428    -0.935033    -2.402923
50885.50     0.030346    -0.871716    -2.368373
50885.75     0.018978    -0.793481    -2.414189
50886.00    -0.001131    -0.522110    -1.638364
50886.25    -0.033243    -0.484274    -1.335743
50886.50    -0.092213    -0.413984    -0.918655
50886.75     0.046573    -0.432380    -1.144327
50887.00     0.192605    -0.371816    -1.080564
50887.25     0.239046    -0.537217    -1.351181
50887.50     0.301044    -0.584328    -1.455843
50887.75     0.415231    -0.625019    -1.881628
50888.00     0.464101    -0.486394    -1.716654
50888.25     0.555069    -0.561229    -1.940060
50888.50     0.628354    -0.570622    -2.055331
50888.75     0.665432    -0.563122    -2.250576
50889.00     0.644806    -0.428193    -1.752704
50889.25     0.647846    -0.502609    -1.698962
50889.50     0.663124    -0.436547    -1.443813
50889.75     0.679908    -0.388504    -1.476801
50890.00     0.642218    -0.292149    -1.062538
50890.25     0.657773    -0.296074    -0.827645
50890.50     0.663938    -0.241427    -0.633619
50890.75     0.674261    -0.157763    -0.644110
50891.00     0.623559     0.000360    -0.184879
50891.25     0.567455     0.053608     0.311572
50891.50     0.537091     0.168641     0.834452
50891.75     0.499181     0.271901     1.028294
50892.00     0.442598     0.403218     1.418852
50892.25     0.397971     0.365260     1.531346
50892.50     0.356427     0.443773     1.769991
50892.75     0.341060     0.535344     1.692794
50893.00     0.300772     0.721882     2.126079
50893.25     0.220667     0.794376     2.588527
50893.50     0.206664     0.790046     2.582695
50893.75     0.250226     0.744571     2.199005
50894.00     0.231889     0.711778     2.125219
50894.25     0.161289     0.464160     1.787611
50894.50     0.119033     0.318986     1.518792
50894.75     0.074341     0.213766     1.097542
50895.00     0.079211     0.167670     0.977485
50895.25     0.015645    -0.053141     0.594616
50895.50     0.000495    -0.103788     0.319729
50895.75     0.003765    -0.099508    -0.045376
50896.00     0.010326    -0.044468    -0.130711
50896.25     0.002755    -0.210688    -0.584063
50896.50     0.014805    -0.239050    -0.815552
50896.75     0.032129    -0.308746    -1.497115
50897.00     0.002652    -0.242568    -1.534696
50897.25    -0.015858    -0.414200    -2.065737
50897.50    -0.058525    -0.507842    -2.494029
50897.75    -0.181760    -0.527852    -2.782328
50898.00    -0.325642    -0.331885    -2.220076
50898.25    -0.428794    -0.403038    -2.166981
50898.50    -0.528429    -0.383151    -2.000038
50898.75    -0.610020    -0.280559    -1.777424
50899.00    -0.683925    -0.031521    -0.858820
50899.25    -0.694754    -0.085620    -0.596817
50899.50    -0.653233    -0.094016    -0.344552
50899.75    -0.564452    -0.025651    -0.356385
50900.00    -0.519353     0.222802     0.320834
50900.25    -0.498931     0.203368     0.366999
50900.50    -0.540017     0.244653     0.529110
50900.75    -0.599620     0.326660     0.585165
50901.00    -0.632306     0.448979     1.035428
50901.25    -0.637281     0.243874     0.781714
50901.50    -0.599129     0.179826     0.687556
50901.75    -0.521507     0.245575     0.388383
50902.00    -0.496773     0.449494     0.784205
50902.25    -0.517905     0.404485     0.768317
50902.50    -0.565725     0.403173     0.856159
50902.75    -0.588254     0.437019     0.803391
50903.00    -0.536904     0.568412     1.178573
50903.25    -0.461038     0.470109     0.957260
50903.50    -0.380092     0.429673     0.807933
50903.75    -0.313800     0.429577     0.430103
50904.00    -0.331789     0.708704     1.251653
50904.25    -0.315500     0.647341     1.094052
50904.50    -0.279780     0.640761     1.019048
50904.75    -0.260100     0.643425     0.848067
50905.00    -0.253637     0.730621     1.278126
50905.25    -0.215654     0.526882     1.057686
50905.50    -0.128386     0.429769     0.922327
50905.75    -0.033111     0.395238     0.617872
50906.00     0.107329     0.443557     0.702568
50906.25     0.217434     0.259019     0.400165
50906.50     0.240374     0.243242     0.367467
50906.75     0.240568     0.368470     0.491911
50907.00     0.198872     0.596125     1.136534
50907.25     0.161692     0.784276     1.913375
50907.50     0.189426     0.906719     2.383035
50907.75     0.187101     0.732640     1.620990
50908.00     0.104778     0.592153     1.186322
50908.25     0.068216     0.442835     0.971845
50908.50     0.009037     0.335397     0.762993
50908.75    -0.032410     0.360022     0.624922
50909.00    -0.097472     0.513883     1.098083
50909.25    -0.120725     0.429025     1.040976
50909.50    -0.163838     0.415801     0.981305
50909.75    -0.184031     0.479667     0.824754
50910.00    -0.207750     0.612057     1.195801
50910.25    -0.164912     0.487308     1.061559
50910.50    -0.140915     0.469494     1.051933
50910.75    -0.104567     0.566926     0.975555
50911.00    -0.097704     0.713996     1.359619
50911.25    -0.061732     0.643292     1.162385
50911.50    -0.047742     0.627860     1.111578
50911.75    -0.010998     0.634041     0.999240
50912.00    -0.036366     0.739817     1.335834
50912.25    -0.056163     0.844176     1.812720
50912.50    -0.085004     1.026391     2.412470
50912.75    -0.151017     1.168422     2.804887
50913.00    -0.165206     1.053252     2.653164
50913.25    -0.164988     0.778651     2.116288
50913.50    -0.121751     0.619499     1.604244
50913.75    -0.064904     0.455075     0.730242
50914.00    -0.102762     0.397355     0.530721
50914.25    -0.087431     0.187966    -0.077334
50914.50    -0.056145     0.121316    -0.355020
50914.75    -0.050234     0.105233    -0.935370
50915.00    -0.096580     0.288945    -0.567233
50915.25    -0.071654     0.195574    -0.878269
50915.50    -0.010628     0.165395    -1.072516
50915.75     0.002034     0.188711    -1.302170
50916.00    -0.011100     0.341317    -0.806638
50916.25     0.049166     0.212970    -1.024551
50916.50     0.081935     0.189116    -1.119915
50916.75     0.051244     0.224331    -1.181251
50917.00    -0.010523     0.390753    -0.472082
50917.25    -0.062072     0.361114    -0.235818
50917.50    -0.114618     0.438100     0.143235
50917.75    -0.179049     0.546302     0.346575
50918.00    -0.193983     0.675440     0.838153
50918.25    -0.193638     0.563697     0.857816
50918.50    -0.173242     0.532720     0.871031
50918.75    -0.112130     0.595347     0.812010
50919.00    -0.098638     0.707752     1.174246
50919.25    -0.054427     0.640139     1.129571
50919.50    -0.042310     0.623094     1.152685
50919.75    -0.037711     0.582098     0.785538
50920.00    -0.067099     0.633072     1.054193
50920.25    -0.085954     0.503829     1.002990
50920.50    -0.061005     0.392909     0.879156
50920.75    -0.027410     0.265411     0.359824
50921.00     0.044794     0.197310     0.216588
50921.25     0.127960    -0.095622    -0.437131
50921.50     0.180199    -0.233851    -0.734336
50921.75     0.230915    -0.259210    -1.034923
50922.00     0.242857    -0.150681    -0.645374
50922.25     0.250843    -0.109715    -0.287590
50922.50     0.306918     0.020891     0.082926
50922.75     0.305340     0.209970     0.384215
50923.00     0.254813     0.296955     0.866460
50923.25     0.269688     0.129108     0.878427
50923.50     0.308541    -0.046611     0.571320
50923.75     0.390829    -0.130088     0.150639
50924.00     0.418891    -0.075401     0.288092
50924.25     0.429607    -0.230687     0.062403
50924.50     0.454859    -0.301050    -0.083929
50924.75     0.458737    -0.250101    -0.202694
50925.00     0.424230    -0.121722     0.176135
50925.25     0.429881    -0.165593     0.251195
50925.50     0.446908    -0.063835     0.573531
50925.75     0.466002     0.054010     0.652211
50926.00     0.396045     0.237001     1.181267
50926.25     0.301298     0.248045     1.331477
50926.50     0.236640     0.249212     1.262207
50926.75     0.141314     0.330238     1.149021
50927.00     0.028910     0.432948     1.511938
50927.25    -0.049187     0.339531     1.435891
50927.50    -0.097990     0.312879     1.436766
50927.75    -0.143144     0.384989     1.299148
50928.00    -0.174796     0.489400     1.602531
50928.25    -0.105759     0.307080     1.182342
50928.50    -0.057364     0.230026     0.945438
50928.75     0.034603     0.209213     0.473090
50929.00     0.009452     0.341761     0.785965
50929.25     0.050984     0.248109     0.490650
50929.50     0.059411     0.215901     0.286444
50929.75     0.112461     0.243315    -0.009704
50930.00     0.184808     0.335581     0.241089
50930.25     0.323652     0.132785    -0.289989
50930.50     0.445439     0.038559    -0.631566
50930.75     0.522644    -0.102060    -1.429637
50931.00     0.487538    -0.093765    -1.339369
50931.25     0.479393    -0.295072    -1.636507
50931.50     0.448215    -0.401754    -1.735008
50931.75     0.387269    -0.442238    -1.958743
50932.00     0.242115    -0.323056    -1.334579
50932.25     0.166519    -0.405732    -1.188748
50932.50     0.119584    -0.426377    -1.015920
50932.75     0.072369    -0.339776    -0.872764
50933.00     0.001206    -0.141446    -0.168729
50933.25    -0.041517    -0.090916     0.152601
50933.50    -0.027383    -0.001930     0.352067
50933.75    -0.027408     0.177787     0.548561
50934.00    -0.081477     0.406585     1.253649
50934.25    -0.088874     0.525529     1.666866
50934.50    -0.070059     0.672910     1.959167
50934.75    -0.124979     0.807624     1.945023
50935.00    -0.191205     0.978353     2.358732
50935.25    -0.244681     0.920085     2.323469
50935.50    -0.300965     0.882008     2.257743
50935.75    -0.305183     0.888333     1.902093
50936.00    -0.393275     0.947435     2.139435
50936.25    -0.418178     0.813079     1.977821
50936.50    -0.427403     0.715943     1.864267
50936.75    -0.420200     0.733200     1.639086
50937.00    -0.414158     0.819270     1.970133
50937.25    -0.376958     0.772642     1.994586
50937.50    -0.339581     0.771549     1.951686
50937.75    -0.299622     0.836070     1.696916
50938.00    -0.315779     0.949404     1.973196
50938.25    -0.297138     0.830911     1.685211
50938.50    -0.241003     0.771831     1.467299
50938.75    -0.173855     0.716734     0.893981
50939.00    -0.149035     0.757458     1.117113
50939.25    -0.119753     0.624280     0.962889
50939.50    -0.077312     0.561345     0.856178
50939.75    -0.021360     0.583730     0.657481
50940.00    -0.030066     0.676781     1.030295
50940.25    -0.011616     0.577513     0.952291
50940.50    -0.022810     0.595638     1.135256
50940.75    -0.040331     0.669041     1.192159
50941.00    -0.106990     0.851870     2.046415
50941.25    -0.150915     0.859986     2.460619
50941.50    -0.148615     0.946237     2.926697
50941.75    -0.102043     0.978539     2.825642
50942.00    -0.049375     1.009630     3.101892
50942.25     0.031506     0.793420     2.637885
50942.50     0.128776     0.647757     2.243754
50942.75     0.197675     0.585755     1.638377
50943.00     0.170902     0.615413     1.795947
50943.25     0.151248     0.540500     1.650794
50943.50     0.117074     0.562016     1.695071
50943.75     0.096949     0.675654     1.548230
50944.00     0.043487     0.792594     1.893374
50944.25    -0.016038     0.800485     2.053431
50944.50    -0.048102     0.813137     2.106078
50944.75    -0.056960     0.864294     1.807776
50945.00    -0.113064     0.920676     2.004247
50945.25    -0.125856     0.820253     1.862955
50945.50    -0.121058     0.758723     1.706729
50945.75    -0.082033     0.661761     1.126512
50946.00    -0.083558     0.617451     1.105354
50946.25    -0.068969     0.424633     0.799335
50946.50    -0.036478     0.271601     0.368413
50946.75    -0.047412     0.254475     0.050242
50947.00    -0.094506     0.304257     0.265545
50947.25    -0.085335     0.153044     0.091851
50947.50    -0.076819     0.092318    -0.012643
50947.75    -0.094925     0.139093    -0.139530
50948.00    -0.127800     0.217264     0.260351
50948.25    -0.088567     0.085449     0.133409
50948.50    -0.035302     0.053358    -0.027119
50948.75    -0.043495     0.114458    -0.081875
50949.00    -0.070364     0.204503     0.381760
50949.25    -0.096822     0.133642     0.497514
50949.50    -0.097316     0.109245     0.531953
50949.75    -0.124207     0.130992     0.500740
50950.00    -0.144319     0.192517     0.911057
50950.25    -0.107774     0.079095     0.904267
50950.50    -0.042134    -0.012806     0.774102
50950.75    -0.047759    -0.035355     0.564957
50951.00    -0.084721     0.060141     1.043008
50951.25    -0.050399    -0.063944     0.865602
50951.50    -0.022774    -0.142732     0.578314
50951.75    -0.042396    -0.109839     0.450753
50952.00    -0.074642     0.023659     0.930136
50952.25    -0.067026    -0.062109     0.839826
50952.50    -0.073818    -0.084823     0.680743
50952.75    -0.109265    -0.016432     0.666236
50953.00    -0.162305     0.155464     1.241666
50953.25    -0.196773     0.090809     1.284943
50953.50    -0.200581     0.092367     1.195500
50953.75    -0.219225     0.126148     1.090657
50954.00    -0.281659     0.280126     1.543508
50954.25    -0.286400     0.277558     1.770642
50954.50    -0.264049     0.286271     1.703695
50954.75    -0.249881     0.403632     1.644289
50955.00    -0.230789     0.541066     1.849508
50955.25    -0.146880     0.414100     1.515979
50955.50    -0.104796     0.337723     1.161713
50955.75    -0.077617     0.373665     0.941274
50956.00    -0.097917     0.477651     1.186757
50956.25    -0.081436     0.367599     1.061024
50956.50    -0.030661     0.320091     0.955698
50956.75     0.017023     0.324328     0.742019
50957.00    -0.018946     0.381583     0.997448
50957.25     0.007168     0.213750     0.688299
50957.50     0.042576     0.149688     0.509789
50957.75     0.047790     0.144619     0.229925
50958.00    -0.026732     0.238686     0.727298
50958.25    -0.073445     0.194850     0.845147
50958.50    -0.076727     0.214658     0.869439
50958.75    -0.086619     0.285687     0.698545
50959.00    -0.144157     0.398056     1.093658
50959.25    -0.135434     0.336066     1.100228
50959.50    -0.106408     0.327552     1.032860
50959.75    -0.096760     0.361228     0.799043
50960.00    -0.111696     0.413267     0.924389
50960.25    -0.081946     0.286262     0.754192
50960.50    -0.051917     0.206863     0.548749
50960.75    -0.044895     0.166657     0.338556
50961.00    -0.100365     0.255679     0.900087
50961.25    -0.078355     0.103412     0.783117
50961.50    -0.066410     0.014701     0.647490
50961.75    -0.085078     0.009374     0.393902
50962.00    -0.157166     0.113035     0.875546
50962.25    -0.143018     0.009425     0.820999
50962.50    -0.135250    -0.025248     0.711921
50962.75    -0.125066     0.066751     0.702054
50963.00    -0.139782     0.238947     1.231263
50963.25    -0.074214     0.091317     0.895305
50963.50    -0.017544     0.100486     0.759277
50963.75     0.020808     0.172236     0.560326
50964.00    -0.020986     0.340819     0.992806
50964.25    -0.091367     0.347462     1.200861
50964.50    -0.198635     0.370124     1.539799
50964.75    -0.328434     0.415267     1.939338
50965.00    -0.429199     0.596692     2.884112
50965.25    -0.377857     0.576335     3.188964
50965.50    -0.332994     0.607275     3.345230
50965.75    -0.228843     0.698350     3.216347
50966.00    -0.233222     0.767829     3.418652
50966.25    -0.224760     0.639177     3.232618
50966.50    -0.277945     0.639858     3.234840
50966.75    -0.337685     0.719394     3.291008
50967.00    -0.407330     0.814593     3.751474
50967.25    -0.359007     0.625103     3.539589
50967.50    -0.345041     0.497674     3.171013
50967.75    -0.282998     0.528444     3.005610
50968.00    -0.248911     0.626205     3.287618
50968.25    -0.247935     0.458129     3.045492
50968.50    -0.243722     0.382567     2.735539
50968.75    -0.244865     0.421929     2.603011
50969.00    -0.260494     0.505440     2.837377
50969.25    -0.234244     0.446670     2.844173
50969.50    -0.181864     0.368969     2.531341
50969.75    -0.119987     0.358242     2.135848
50970.00    -0.079281     0.360178     2.169439
50970.25    -0.048011     0.191081     1.935285
50970.50    -0.013460     0.044764     1.545274
50970.75     0.047653    -0.014608     1.014551
50971.00     0.024704     0.005733     1.066633
50971.25     0.020971    -0.139143     0.676654
50971.50     0.012312    -0.223460     0.283371
50971.75    -0.014450    -0.215398    -0.165539
50972.00    -0.064478    -0.112504    -0.012941
50972.25    -0.081036    -0.206229    -0.227894
50972.50    -0.066637    -0.217867    -0.488087
50972.75    -0.047014    -0.151154    -0.784008
50973.00    -0.054693    -0.064746    -0.593052
50973.25    -0.040803    -0.161986    -0.767510
50973.50    -0.027897    -0.135676    -0.828716
50973.75    -0.057599    -0.082827    -0.888985
50974.00    -0.082531     0.089495    -0.271413
50974.25    -0.084924     0.069378    -0.151690
50974.50    -0.037862     0.126401    -0.068690
50974.75    -0.036949     0.212620    -0.069447
50975.00    -0.079567     0.350939     0.498225
50975.25    -0.055123     0.291735     0.481125
50975.50    -0.040674     0.299789     0.574599
50975.75    -0.029565     0.287610     0.314648
50976.00    -0.131407     0.454696     1.017528
50976.25    -0.196519     0.404838     1.277490
50976.50    -0.255272     0.437199     1.554651
50976.75    -0.276167     0.469960     1.540863
50977.00    -0.360164     0.597022     2.106469
50977.25    -0.412728     0.513706     2.312277
50977.50    -0.467517     0.568284     2.629240
50977.75    -0.411018     0.725662     2.796922
50978.00    -0.410224     0.856664     3.218375
50978.25    -0.387759     0.810431     3.220641
50978.50    -0.411707     0.829727     3.245282
50978.75    -0.341009     0.923079     3.142009
50979.00    -0.376318     1.046454     3.564535
50979.25    -0.375559     1.036762     3.713715
50979.50    -0.380216     1.091319     3.817733
50979.75    -0.344043     1.103897     3.549709
50980.00    -0.357086     1.137683     3.707840
50980.25    -0.333266     0.920998     3.262917
50980.50    -0.274053     0.778848     2.818849
50980.75    -0.196487     0.702181     2.314957
50981.00    -0.143131     0.656280     2.291262
50981.25    -0.053402     0.405908     1.737069
50981.50     0.014737     0.247330     1.224299
50981.75     0.089656     0.193184     0.783468
50982.00     0.075412     0.197743     0.893535
50982.25     0.070211     0.081752     0.891916
50982.50     0.105340     0.019949     0.732570
50982.75     0.068885     0.101122     0.663941
50983.00     0.027705     0.252674     1.107369
50983.25    -0.043535     0.238199     1.200943
50983.50    -0.065153     0.266437     1.262134
50983.75    -0.112726     0.337310     1.243201
50984.00    -0.143472     0.475271     1.778593
50984.25    -0.146252     0.418882     1.875972
50984.50    -0.117087     0.363029     1.795654
50984.75    -0.121467     0.370131     1.510345
50985.00    -0.124562     0.443259     1.819466
50985.25    -0.075191     0.250738     1.412774
50985.50    -0.041781     0.187451     1.229153
50985.75    -0.009107     0.112721     0.674428
50986.00    -0.049218     0.166457     0.860901
50986.25    -0.010821     0.013916     0.466935
50986.50    -0.013090    -0.058610     0.230018
50986.75    -0.013158    -0.071255    -0.163045
50987.00    -0.101583     0.071352     0.249907
50987.25    -0.123159     0.012037     0.174980
50987.50    -0.098167     0.012042     0.097865
50987.75    -0.076388     0.095286    -0.063601
50988.00    -0.124833     0.266786     0.466245
50988.25    -0.084268     0.172742     0.296111
50988.50    -0.034867     0.145064     0.171112
50988.75    -0.012061     0.164019    -0.053947
50989.00    -0.094608     0.278475     0.493843
50989.25    -0.062981     0.141081     0.340164
50989.50    -0.067663     0.114827     0.277161
50989.75    -0.058915     0.117691     0.053216
50990.00    -0.161526     0.241441     0.686872
50990.25    -0.190452     0.156132     0.823172
50990.50    -0.219499     0.204299     1.008119
50990.75    -0.234764     0.315591     1.115093
50991.00    -0.298380     0.458895     1.618906
50991.25    -0.297399     0.407540     1.698980
50991.50    -0.241800     0.406790     1.638984
50991.75    -0.149997     0.420635     1.282871
50992.00    -0.122375     0.511175     1.503342
50992.25    -0.045833     0.374727     1.198232
50992.50     0.023290     0.268642     0.863607
50992.75     0.022044     0.237093     0.543613
50993.00    -0.031457     0.237716     0.747593
50993.25    -0.099812     0.117557     0.768875
50993.50    -0.131560     0.075535     0.887097
50993.75    -0.179170     0.187139     1.025533
50994.00    -0.283048     0.380230     1.763120
50994.25    -0.343942     0.368165     1.989974
50994.50    -0.371680     0.431860     2.308360
50994.75    -0.312444     0.527280     2.315520
50995.00    -0.290440     0.592420     2.515514
50995.25    -0.256282     0.422651     2.178327
50995.50    -0.152187     0.280458     1.715157
50995.75    -0.069182     0.224733     1.154055
50996.00    -0.057033     0.269504     1.128283
50996.25    -0.016995     0.084466     0.677123
50996.50     0.075007    -0.030137     0.087528
50996.75     0.110450    -0.022799    -0.304500
50997.00     0.104047     0.033088    -0.273587
50997.25     0.108590    -0.042890    -0.407833
50997.50     0.122017    -0.081101    -0.567264
50997.75     0.131160    -0.048050    -0.771338
50998.00     0.105318     0.094279    -0.347365
50998.25     0.096692     0.033578    -0.335308
50998.50     0.124728     0.046275    -0.256035
50998.75     0.114470     0.150488    -0.236133
50999.00     0.108144     0.276232     0.136875
50999.25     0.135787     0.210832     0.067403
50999.50     0.223732     0.124931    -0.239131
50999.75     0.250366     0.110970    -0.633435
51000.00     0.212518     0.160185    -0.425982
51000.25     0.217803     0.049497    -0.621833
51000.50     0.251546    -0.025577    -0.844151
51000.75     0.214179    -0.004403    -1.034292
51001.00     0.169278     0.094003    -0.674236
51001.25     0.150500     0.032622    -0.708382
51001.50     0.173423     0.017211    -0.700940
51001.75     0.156118     0.049358    -0.836639
51002.00     0.080019     0.221172    -0.224155
51002.25     0.054111     0.143314    -0.185439
51002.50     0.043729     0.164037     0.025492
51002.75     0.054410     0.184274    -0.109364
51003.00     0.016770     0.329714     0.515694
51003.25     0.010330     0.214076     0.466925
51003.50     0.019953     0.155199     0.475079
51003.75     0.041666     0.134346     0.196379
51004.00    -0.038522     0.272277     0.819601
51004.25    -0.000969     0.195209     0.813957
51004.50     0.041200     0.153542     0.756489
51004.75     0.082698     0.148906     0.449681
51005.00     0.044272     0.258256     0.890187
51005.25     0.082870     0.111813     0.613915
51005.50     0.075041     0.056081     0.435519
51005.75     0.038870     0.116779     0.268175
51006.00    -0.048192     0.225731     0.598461
51006.25    -0.044103     0.168598     0.535221
51006.50    -0.065775     0.159318     0.427463
51006.75    -0.104375     0.216514     0.390809
51007.00    -0.203105     0.358582     0.869346
51007.25    -0.216314     0.255106     0.754055
51007.50    -0.223842     0.200271     0.587379
51007.75    -0.226183     0.237620     0.397995
51008.00    -0.232065     0.344615     0.802835
51008.25    -0.198864     0.214326     0.626195
51008.50    -0.126917     0.140048     0.431878
51008.75    -0.062881     0.142152     0.201496
51009.00    -0.021862     0.227449     0.566300
51009.25     0.014571     0.123371     0.502966
51009.50     0.101143     0.014641     0.260865
51009.75     0.144307     0.009863     0.057959
51010.00     0.118855     0.066905     0.385810
51010.25     0.104053    -0.023852     0.288701
51010.50     0.138774    -0.073728     0.164071
51010.75     0.079224     0.006666     0.200357
51011.00     0.008345     0.152313     0.632398
51011.25    -0.066984     0.130746     0.746043
51011.50    -0.076750     0.124954     0.723388
51011.75    -0.118736     0.202427     0.673889
51012.00    -0.185322     0.323185     1.103112
51012.25    -0.206630     0.245650     1.132867
51012.50    -0.184626     0.162271     0.948693
51012.75    -0.194828     0.176560     0.767521
51013.00    -0.210673     0.271015     1.082053
51013.25    -0.219415     0.201032     1.015275
51013.50    -0.170278     0.110444     0.783131
51013.75    -0.148249     0.088753     0.522084
51014.00    -0.182848     0.208775     1.069895
51014.25    -0.190741     0.074935     0.992921
51014.50    -0.125370     0.029134     1.013156
51014.75    -0.073763     0.000638     0.660032
51015.00    -0.060112     0.127338     1.014378
51015.25    -0.028484    -0.010289     0.752048
51015.50    -0.016850    -0.080303     0.650030
51015.75     0.001689    -0.115263     0.351781
51016.00    -0.061914    -0.007077     0.806983
51016.25    -0.107279    -0.109207     0.748812
51016.50    -0.123940    -0.160156     0.653251
51016.75    -0.086244    -0.123362     0.368641
51017.00    -0.147156     0.093210     0.968935
51017.25    -0.188973     0.021829     0.841355
51017.50    -0.193407     0.013250     0.841524
51017.75    -0.176830     0.062098     0.673368
51018.00    -0.169105     0.192017     1.034811
51018.25    -0.156908     0.057488     0.699108
51018.50    -0.074396    -0.037289     0.450848
51018.75    -0.015559    -0.076463     0.001046
51019.00    -0.016064     0.042456     0.268341
51019.25     0.000809    -0.110697    -0.063593
51019.50     0.077851    -0.192229    -0.304475
51019.75     0.081562    -0.151763    -0.443740
51020.00     0.067906    -0.058085    -0.129992
51020.25     0.068194    -0.122525    -0.193468
51020.50     0.098914    -0.143956    -0.239218
51020.75     0.037893    -0.067667    -0.225562
51021.00    -0.053349     0.039500     0.237152
51021.25    -0.131946    -0.035033     0.220744
51021.50    -0.178956    -0.027261     0.396269
51021.75    -0.248612     0.022747     0.400886
51022.00    -0.301281     0.204143     1.021911
51022.25    -0.355634     0.146299     1.094727
51022.50    -0.333644     0.096177     1.100399
51022.75    -0.325663     0.115954     0.936416
51023.00    -0.345181     0.267527     1.511706
51023.25    -0.356966     0.167656     1.508459
51023.50    -0.299267     0.118697     1.443997
51023.75    -0.233231     0.135756     1.125246
51024.00    -0.181736     0.247482     1.323519
51024.25    -0.118048     0.124434     1.087442
51024.50    -0.010879     0.035388     0.742461
51024.75     0.043321     0.068133     0.459600
51025.00     0.069327     0.155997     0.708060
51025.25     0.117779     0.061187     0.570738
51025.50     0.203483    -0.046405     0.236697
51025.75     0.322984    -0.128585    -0.381123
51026.00     0.338652    -0.131487    -0.414909
51026.25     0.403276    -0.304582    -0.852769
51026.50     0.493708    -0.464167    -1.325975
51026.75     0.516066    -0.487953    -1.654337
51027.00     0.450302    -0.389438    -1.218847
51027.25     0.475248    -0.475238    -1.191198
51027.50     0.483006    -0.508932    -1.135706
51027.75     0.443384    -0.405704    -1.071380
51028.00     0.386690    -0.230285    -0.493095
51028.25     0.394004    -0.310211    -0.529674
51028.50     0.431678    -0.334883    -0.631970
51028.75     0.426801    -0.296270    -0.917274
51029.00     0.397182    -0.167517    -0.542346
51029.25     0.408146    -0.295092    -0.847980
51029.50     0.446801    -0.346702    -0.987906
51029.75     0.476905    -0.378131    -1.338393
51030.00     0.417228    -0.249780    -0.937423
51030.25     0.415660    -0.333099    -1.106352
51030.50     0.439864    -0.397566    -1.272543
51030.75     0.472238    -0.348654    -1.486046
51031.00     0.383381    -0.189236    -1.003121
51031.25     0.342172    -0.240238    -0.996205
51031.50     0.353334    -0.213777    -0.925137
51031.75     0.306932    -0.153467    -1.094765
51032.00     0.235291     0.027655    -0.526809
51032.25     0.239390    -0.080336    -0.755638
51032.50     0.250806    -0.082628    -0.833474
51032.75     0.253576    -0.077065    -1.245105
51033.00     0.250178    -0.001925    -0.964492
51033.25     0.295224    -0.194347    -1.380891
51033.50     0.338905    -0.279710    -1.497333
