-----------------------------------------------
3D SITE DISPLACEMENT DUE TO ATMOSPHERIC LOADING
-----------------------------------------------
METEOROLOGICAL CENTER & DEGREE 1 :   ECMWF_CMEA
CMEA : CENTER OF MASS OF THE EARTH + ATMOSPHERE
CME  : CENTER OF MASS OF THE SOLID EARTH  ALONE
SITE COORDINATES ACCORDING TO ITRF2000 SOLUTION
-----------------------------------------------
CREATOR EMAIL : PASCAL.GEGOUT@EOST.U-STRASBG.FR
-----------------------------------------------
lbch        49718.000    1995     1     1     0
lbch        52274.750    2001    12    31    18
lbch     -2507798.449 -4676370.054  3526890.666
51099.75    -0.213159     1.053139    -1.807364
51100.00     0.049041     0.740655    -0.257772
51100.25    -0.077534     0.592024    -0.004262
51100.50     0.112512     0.106932     0.754321
51100.75    -0.036573     0.369160     0.446809
51101.00    -0.101521     0.105802     1.901148
51101.25    -0.256346     0.077200     1.788829
51101.50     0.075367    -0.288190     1.924672
51101.75     0.010780     0.145062     0.748353
51102.00     0.131738     0.031053     1.429891
51102.25    -0.135664     0.196422     0.573602
51102.50     0.169662    -0.029684     0.337487
51102.75     0.217809     0.501747    -1.063488
51103.00     0.346306     0.498128    -0.547834
51103.25     0.070598     0.689271    -1.414522
51103.50     0.304409     0.374386    -1.339378
51103.75     0.179090     0.854665    -2.372575
51104.00     0.076727     0.694671    -1.261170
51104.25    -0.199389     0.685512    -1.415266
51104.50     0.101176     0.290282    -1.043036
51104.75    -0.017076     0.676579    -1.989906
51105.00    -0.111009     0.590669    -1.191039
51105.25    -0.511035     0.684135    -1.886813
51105.50    -0.413376     0.393386    -1.801143
51105.75    -0.738056     0.880459    -3.203840
51106.00    -1.020441     0.854714    -2.612400
51106.25    -1.348401     0.948538    -3.150261
51106.50    -1.219526     0.689519    -2.912866
51106.75    -1.470873     1.242324    -3.972424
51107.00    -1.597676     1.172159    -2.944581
51107.25    -1.897814     1.234601    -3.274996
51107.50    -1.703854     1.012694    -3.051162
51107.75    -1.902171     1.546453    -4.218533
51108.00    -2.030595     1.492352    -3.468113
51108.25    -2.174539     1.560394    -4.189690
51108.50    -1.792413     1.255286    -4.248573
51108.75    -1.827719     1.649566    -5.248446
51109.00    -1.662803     1.466988    -4.068390
51109.25    -1.593500     1.392655    -4.254920
51109.50    -1.074477     0.967672    -3.535518
51109.75    -1.001165     1.328596    -4.092654
51110.00    -0.944837     1.166168    -2.572938
51110.25    -1.122519     1.225225    -2.466874
51110.50    -0.785982     0.972819    -1.916303
51110.75    -0.738496     1.434121    -2.672401
51111.00    -0.671782     1.220220    -1.293508
51111.25    -0.893987     1.255736    -1.422630
51111.50    -0.552167     0.868561    -0.921835
51111.75    -0.568106     1.231628    -1.711656
51112.00    -0.462919     1.084724    -0.710917
51112.25    -0.702147     1.059853    -0.826883
51112.50    -0.545044     0.707042    -0.526309
51112.75    -0.770555     1.095103    -1.527900
51113.00    -0.715148     0.926815    -0.763812
51113.25    -0.964850     0.925100    -1.116269
51113.50    -0.758529     0.615935    -0.712653
51113.75    -0.880729     1.121263    -1.798952
51114.00    -0.752720     1.076408    -1.004735
51114.25    -0.883180     1.164932    -1.597300
51114.50    -0.489084     0.776434    -1.074708
51114.75    -0.523627     1.145272    -1.883271
51115.00    -0.504387     0.913244    -0.592996
51115.25    -0.809052     0.807204    -0.595192
51115.50    -0.698571     0.373799    -0.009623
51115.75    -1.038680     0.738491    -0.757042
51116.00    -1.146589     0.561414     0.146310
51116.25    -1.294733     0.582716    -0.522811
51116.50    -0.988962     0.201945    -0.180516
51116.75    -1.109516     0.645597    -1.563901
51117.00    -1.122308     0.530216    -1.135245
51117.25    -1.365285     0.612230    -1.891619
51117.50    -1.202079     0.328503    -2.112210
51117.75    -1.351325     0.830749    -3.370168
51118.00    -1.343087     0.722491    -2.826933
51118.25    -1.621655     0.793509    -3.335390
51118.50    -1.433361     0.339207    -2.926720
51118.75    -1.577367     0.676213    -3.548921
51119.00    -1.611582     0.462224    -2.479505
51119.25    -1.802822     0.444075    -2.534791
51119.50    -1.530716     0.134426    -2.199528
51119.75    -1.564449     0.551766    -2.975927
51120.00    -1.582239     0.512196    -2.208100
51120.25    -1.789285     0.651962    -2.776717
51120.50    -1.454532     0.452637    -2.513882
51120.75    -1.391244     1.013267    -3.742843
51121.00    -1.371163     0.960508    -2.869197
51121.25    -1.506171     1.023835    -3.210740
51121.50    -1.333930     0.803692    -3.081751
51121.75    -1.615486     1.314482    -4.057374
51122.00    -1.787042     1.211478    -3.013587
51122.25    -2.158519     1.231621    -3.133470
51122.50    -1.954344     0.810785    -2.462956
51122.75    -2.111294     1.099686    -2.981691
51123.00    -1.975959     0.835577    -1.881467
51123.25    -2.124957     0.758293    -2.014705
51123.50    -1.718929     0.370850    -1.602391
51123.75    -1.848818     0.723075    -2.538980
51124.00    -1.786009     0.533022    -1.774200
51124.25    -1.982641     0.569929    -2.332554
51124.50    -1.654205     0.325197    -2.245687
51124.75    -1.788274     0.811396    -3.364950
51125.00    -1.748321     0.706800    -2.392998
51125.25    -1.995448     0.770282    -2.554035
51125.50    -1.776974     0.482583    -1.923206
51125.75    -1.912533     0.887737    -2.389685
51126.00    -1.682558     0.657056    -0.940787
51126.25    -1.683919     0.577669    -0.961373
51126.50    -1.277748     0.231044    -0.443882
51126.75    -1.114361     0.695398    -1.385678
51127.00    -0.874909     0.754178    -0.972394
51127.25    -0.972639     0.869142    -1.488298
51127.50    -0.597207     0.614457    -1.270523
51127.75    -0.747330     1.065564    -2.046571
51128.00    -0.813061     0.962480    -1.220039
51128.25    -1.044350     1.024102    -1.511470
51128.50    -0.886992     0.676337    -1.262013
51128.75    -1.153955     1.070039    -2.439709
51129.00    -0.979952     0.925218    -2.003713
51129.25    -1.211049     1.027358    -2.738252
51129.50    -1.126405     0.707792    -2.729956
51129.75    -1.322965     1.197966    -4.045341
51130.00    -1.468377     1.076315    -3.320109
51130.25    -1.900438     1.166374    -3.849034
51130.50    -1.824355     0.850287    -3.444135
51130.75    -2.030771     1.317517    -4.329621
51131.00    -2.097984     1.217005    -3.506194
51131.25    -2.367688     1.209435    -3.689677
51131.50    -2.082793     0.900260    -3.146093
51131.75    -2.454299     1.446022    -3.970312
51132.00    -2.627311     1.383778    -2.630977
51132.25    -2.944157     1.469610    -2.518386
51132.50    -2.826081     1.184825    -2.046119
51132.75    -3.099321     1.575486    -2.869373
51133.00    -2.933539     1.341227    -1.685063
51133.25    -3.111349     1.305339    -1.903663
51133.50    -2.749313     0.910818    -1.597889
51133.75    -2.758132     1.268927    -2.568412
51134.00    -2.582730     0.947054    -1.260258
51134.25    -2.885130     0.886112    -1.227607
51134.50    -2.582989     0.476197    -0.604433
51134.75    -2.586352     0.848039    -1.603910
51135.00    -2.410978     0.674910    -0.986866
51135.25    -2.586165     0.790109    -1.939573
51135.50    -2.256275     0.517663    -1.977429
51135.75    -2.545758     1.097274    -3.252063
51136.00    -2.546174     1.059603    -2.430859
51136.25    -2.754063     1.282954    -2.900152
51136.50    -2.368534     1.173481    -3.031995
51136.75    -2.400033     1.808116    -4.283896
51137.00    -2.257130     1.753571    -3.190495
51137.25    -2.542700     1.907745    -3.331439
51137.50    -2.316296     1.723789    -2.661382
51137.75    -2.486743     2.286071    -3.399020
51138.00    -2.483781     2.230712    -2.070526
51138.25    -2.805776     2.323465    -2.091538
51138.50    -2.506470     1.923260    -1.287681
51138.75    -2.754653     2.319603    -1.869563
51139.00    -2.758501     2.036152    -0.512076
51139.25    -2.910831     1.971907    -0.517355
51139.50    -2.533437     1.543148    -0.188812
51139.75    -2.550042     1.932397    -1.403681
51140.00    -2.218898     1.715929    -0.827025
51140.25    -2.390980     1.834205    -1.478139
51140.50    -2.076134     1.590390    -1.485629
51140.75    -2.260936     2.116375    -2.579586
51141.00    -2.096352     1.998238    -1.698903
51141.25    -2.380982     2.088163    -2.096856
51141.50    -2.030420     1.757562    -1.833764
51141.75    -2.295292     2.160559    -3.032291
51142.00    -2.256308     1.839114    -2.114019
51142.25    -2.544605     1.858706    -2.587804
51142.50    -2.368546     1.586415    -2.279514
51142.75    -2.702509     2.043793    -3.112782
51143.00    -2.694430     1.868721    -2.103870
51143.25    -2.944141     1.894714    -2.315040
51143.50    -2.737985     1.584132    -2.090788
51143.75    -3.070684     1.980653    -2.815066
51144.00    -2.996747     1.792890    -1.823828
51144.25    -3.197933     1.829508    -2.101796
51144.50    -2.856221     1.512078    -1.815782
51144.75    -3.058950     1.884216    -2.385258
51145.00    -2.912475     1.545519    -0.812374
51145.25    -3.274591     1.474991    -0.265456
51145.50    -3.063137     1.179461     0.380630
51145.75    -3.226419     1.685993    -0.437678
51146.00    -2.834382     1.408072     0.480046
51146.25    -3.043288     1.480052     0.228166
51146.50    -2.686268     1.274860     0.088384
51146.75    -2.795597     1.883400    -1.327483
51147.00    -2.626491     1.793195    -0.758347
51147.25    -2.977782     1.999175    -1.790558
51147.50    -2.833796     1.797229    -1.800795
51147.75    -3.139802     2.391785    -2.935635
51148.00    -3.106361     2.251981    -1.999954
51148.25    -3.448383     2.391981    -2.568836
51148.50    -3.026264     2.093752    -2.536499
51148.75    -3.052573     2.512925    -3.557541
51149.00    -2.620508     2.143781    -2.147183
51149.25    -2.557034     2.111462    -2.483848
51149.50    -1.986952     1.661220    -1.790599
51149.75    -1.832461     2.035463    -2.707034
51150.00    -1.446584     1.731523    -1.633618
51150.25    -1.613403     1.736475    -2.127385
51150.50    -1.295131     1.298795    -1.394515
51150.75    -1.482037     1.688052    -1.974874
51151.00    -1.510359     1.539624    -0.900117
51151.25    -1.733405     1.523677    -1.198049
51151.50    -1.379244     1.180146    -0.825597
51151.75    -1.585006     1.617165    -1.944608
51152.00    -1.699055     1.503363    -1.177581
51152.25    -2.117149     1.514547    -1.414711
51152.50    -2.044247     1.261781    -1.178745
51152.75    -2.381591     1.811035    -2.504785
51153.00    -2.560985     1.756220    -1.569592
51153.25    -3.130733     1.805598    -1.476599
51153.50    -3.035344     1.485700    -0.964433
51153.75    -3.052920     1.866475    -2.294570
51154.00    -2.839421     1.855024    -2.370653
51154.25    -3.036191     2.038843    -3.428893
51154.50    -2.617490     1.831424    -3.536579
51154.75    -2.716898     2.372503    -5.117623
51155.00    -2.713984     2.321605    -4.536965
51155.25    -3.025890     2.345494    -4.859221
51155.50    -2.756622     1.899565    -4.422904
51155.75    -2.979695     2.234381    -5.247682
51156.00    -2.915140     2.002923    -4.092806
51156.25    -2.982818     1.992311    -4.448805
51156.50    -2.692706     1.710387    -4.339942
51156.75    -2.802235     2.206952    -5.831568
51157.00    -2.609870     2.093640    -5.015627
51157.25    -2.685569     2.290268    -5.671090
51157.50    -2.139304     2.059666    -5.449012
51157.75    -1.945742     2.490888    -6.459595
51158.00    -1.775370     2.285451    -5.430785
51158.25    -1.936518     2.278675    -5.598017
51158.50    -1.546129     1.856904    -4.924053
51158.75    -1.491419     2.190768    -5.539200
51159.00    -1.304940     1.971512    -4.398983
51159.25    -1.441993     1.898596    -4.210199
51159.50    -1.059709     1.514725    -3.633859
51159.75    -1.085942     1.965109    -4.570958
51160.00    -0.854256     1.726392    -3.370287
51160.25    -1.042159     1.808170    -3.567385
51160.50    -0.747830     1.474080    -2.770524
51160.75    -0.897812     1.843237    -3.528987
51161.00    -0.793896     1.579155    -2.263100
51161.25    -1.010422     1.435356    -2.290984
51161.50    -0.666755     0.981713    -1.924919
51161.75    -0.639120     1.199138    -2.737836
51162.00    -0.406422     1.058728    -2.304081
51162.25    -0.469500     1.036694    -2.970906
51162.50     0.051975     0.689793    -2.660550
51162.75     0.074855     1.152840    -3.986278
51163.00     0.235120     0.999315    -3.277947
51163.25     0.291280     1.034396    -3.876614
51163.50     0.742811     0.704908    -3.722190
51163.75     0.590632     1.159818    -5.006875
51164.00     0.693926     0.996227    -3.791851
51164.25     0.415383     1.005762    -3.758940
51164.50     0.584708     0.584374    -3.043380
51164.75     0.287722     0.822128    -3.553635
51165.00     0.224111     0.366801    -1.863806
51165.25    -0.129736     0.246746    -1.902931
51165.50     0.138702    -0.216807    -1.585429
51165.75     0.070738     0.114093    -2.636061
51166.00     0.230729    -0.032913    -1.911844
51166.25     0.046030    -0.104492    -1.822402
51166.50     0.362515    -0.499164    -1.276668
51166.75     0.202647    -0.124127    -2.307759
51167.00     0.338086    -0.250454    -1.518441
51167.25     0.278445    -0.118046    -1.860127
51167.50     0.592800    -0.289279    -1.852212
51167.75     0.546144     0.202836    -2.963616
51168.00     0.682629     0.116127    -2.326434
51168.25     0.701016     0.187924    -2.850422
51168.50     1.201893     0.219310    -3.742713
51168.75     1.138400     0.835798    -5.230206
51169.00     1.126795     0.804638    -4.319318
51169.25     0.773504     0.788405    -4.049656
51169.50     0.821662     0.465375    -3.274295
51169.75     0.505355     0.856526    -4.003895
51170.00     0.316130     0.660783    -2.502112
51170.25    -0.050934     0.757662    -2.762292
51170.50     0.175182     0.541625    -2.608655
51170.75    -0.018515     1.056565    -4.017889
51171.00    -0.080248     1.087574    -3.304936
51171.25    -0.321477     1.267123    -3.914984
51171.50     0.010752     1.091303    -3.951770
51171.75    -0.026186     1.611123    -5.318136
51172.00     0.154634     1.531967    -4.195322
51172.25     0.033733     1.644730    -4.385409
51172.50     0.265426     1.319066    -3.866499
51172.75     0.043362     1.815137    -4.980564
51173.00    -0.044526     1.669200    -3.416901
51173.25    -0.452788     1.696229    -3.030723
51173.50    -0.161961     1.251157    -2.055996
51173.75    -0.302964     1.660525    -2.768767
51174.00    -0.298385     1.513594    -1.505898
51174.25    -0.348613     1.510108    -1.626109
51174.50     0.022063     1.274436    -1.543406
51174.75    -0.171701     1.824832    -3.032301
51175.00    -0.128339     1.871734    -2.325383
51175.25    -0.401750     1.942482    -2.641815
51175.50    -0.202099     1.574090    -2.426498
51175.75    -0.329499     1.893256    -3.676048
51176.00    -0.239716     1.704824    -3.020327
51176.25    -0.387523     1.700049    -3.522789
51176.50    -0.144294     1.378434    -3.059260
51176.75    -0.191136     1.720204    -3.816459
51177.00    -0.166429     1.446553    -2.147437
51177.25    -0.518426     1.352494    -1.964572
51177.50    -0.349320     0.831016    -1.097935
51177.75    -0.677275     1.199091    -2.247598
51178.00    -0.753556     1.162310    -1.217945
51178.25    -1.087634     1.275955    -1.489206
51178.50    -0.801669     0.969255    -1.086771
51178.75    -1.016844     1.314488    -1.906170
51179.00    -0.912651     0.987767    -0.663241
51179.25    -1.135257     1.038302    -1.537241
51179.50    -0.798231     0.736961    -2.151007
51179.75    -0.831968     1.091032    -3.803860
51180.00    -0.790978     0.993769    -3.319190
51180.25    -1.112907     1.091711    -4.070219
51180.50    -0.856199     0.738014    -3.591440
51180.75    -1.152428     1.146279    -4.721626
51181.00    -1.277918     1.005268    -3.657540
51181.25    -1.601027     1.087255    -4.077079
51181.50    -1.341279     0.872782    -4.157164
51181.75    -1.453043     1.412514    -5.556708
51182.00    -1.312221     1.420061    -4.837256
51182.25    -1.464364     1.540855    -5.361482
51182.50    -1.164889     1.343475    -5.289618
51182.75    -1.235293     1.699079    -6.283175
51183.00    -1.041833     1.536358    -5.122635
51183.25    -1.277527     1.495472    -5.270472
51183.50    -0.961190     1.112882    -4.743193
51183.75    -0.915523     1.359672    -5.358131
51184.00    -0.648076     1.145755    -4.119204
51184.25    -0.715645     1.135015    -4.169039
51184.50    -0.191076     0.797623    -3.544531
51184.75    -0.105464     1.101945    -4.073750
51185.00     0.193436     0.919651    -2.815810
51185.25     0.134993     0.876437    -2.751603
51185.50     0.502074     0.451394    -2.075613
51185.75     0.424170     0.794831    -2.903155
51186.00     0.528341     0.600890    -1.853816
51186.25     0.174532     0.555900    -2.093513
51186.50     0.367382     0.232906    -2.105378
51186.75     0.254931     0.756946    -3.771100
51187.00     0.220032     0.777331    -3.446121
51187.25    -0.149314     0.967731    -4.126014
51187.50    -0.108789     0.786029    -4.124253
51187.75    -0.367429     1.325640    -5.263549
51188.00    -0.643925     1.298697    -4.161218
51188.25    -1.142810     1.434474    -4.241100
51188.50    -1.165129     1.240036    -3.514669
51188.75    -1.429472     1.776077    -4.367090
51189.00    -1.568777     1.767751    -2.985220
51189.25    -1.986360     1.862550    -2.708258
51189.50    -1.777477     1.545913    -1.777879
51189.75    -1.904018     1.917287    -2.240630
51190.00    -1.752088     1.699970    -0.850232
51190.25    -2.016430     1.664156    -0.851511
51190.50    -1.668540     1.293974    -0.589557
51190.75    -1.555318     1.698086    -1.740019
51191.00    -1.297540     1.612909    -1.302552
51191.25    -1.383555     1.654822    -1.837503
51191.50    -1.002278     1.370298    -1.904548
51191.75    -0.907617     1.852709    -3.359524
51192.00    -0.611843     1.763113    -2.705178
51192.25    -0.549253     1.888058    -3.055259
51192.50    -0.202318     1.574719    -2.553677
51192.75    -0.246409     2.042742    -3.453546
51193.00    -0.136050     1.836273    -1.797527
51193.25    -0.376424     1.900906    -1.689368
51193.50    -0.129721     1.490764    -0.705947
51193.75    -0.139982     1.789116    -1.269626
51194.00    -0.198501     1.634811     0.102270
51194.25    -0.479286     1.637189     0.421536
51194.50    -0.275467     1.242983     1.148049
51194.75    -0.352368     1.588569     0.084344
51195.00    -0.347332     1.400932     0.506939
51195.25    -0.695364     1.331390    -0.231389
51195.50    -0.496151     0.848075    -0.230778
51195.75    -0.728665     1.222463    -1.472990
51196.00    -0.776219     1.132591    -0.671101
51196.25    -1.004457     1.192356    -0.752481
51196.50    -0.752206     0.912062    -0.583699
51196.75    -0.678598     1.278037    -1.828313
51197.00    -0.258732     1.056058    -0.868639
51197.25    -0.293833     1.048416    -0.846371
51197.50     0.075840     0.748802    -0.353641
51197.75     0.255093     1.139209    -1.271440
51198.00     0.526508     1.022023    -0.295479
51198.25     0.357353     0.948946    -0.036323
51198.50     0.596757     0.553174     0.796765
51198.75     0.563327     0.862764     0.056927
51199.00     0.678709     0.715066     1.053779
51199.25     0.462750     0.524565     1.142503
51199.50     0.712597    -0.011457     1.575607
51199.75     0.632705     0.211830     0.244216
51200.00     0.669670     0.085012     0.466209
51200.25     0.387260     0.117313    -0.306484
51200.50     0.557962    -0.114445    -0.612718
51200.75     0.274344     0.394974    -2.145395
51201.00     0.152195     0.368535    -1.194667
51201.25    -0.256293     0.397287    -0.977737
51201.50    -0.168566     0.177662    -0.404352
51201.75    -0.393675     0.670140    -1.366618
51202.00    -0.287232     0.623312    -0.512081
51202.25    -0.582502     0.690871    -0.800439
51202.50    -0.350057     0.376111    -0.452428
51202.75    -0.578288     0.816889    -1.316761
51203.00    -0.614530     0.737307    -0.258417
51203.25    -1.047073     0.724446    -0.039195
51203.50    -0.901627     0.383628     0.257789
51203.75    -1.062556     0.753579    -0.977996
51204.00    -1.024438     0.594281    -0.108349
51204.25    -1.242271     0.634547    -0.427503
51204.50    -0.926781     0.301867    -0.096606
51204.75    -0.806957     0.753300    -1.665560
51205.00    -0.464798     0.613987    -1.195170
51205.25    -0.506258     0.629518    -1.698291
51205.50    -0.167592     0.323061    -1.760621
51205.75    -0.394005     0.913608    -3.187564
51206.00    -0.324913     0.876540    -2.294040
51206.25    -0.673571     1.013818    -2.829546
51206.50    -0.665687     0.682489    -2.571305
51206.75    -0.877516     1.123243    -3.691551
51207.00    -1.011063     0.982993    -2.601571
51207.25    -1.406684     1.015727    -2.802691
51207.50    -1.336939     0.676677    -2.522556
51207.75    -1.547912     1.118764    -3.672431
51208.00    -1.797410     1.035668    -2.848538
51208.25    -2.243485     1.001487    -3.045787
51208.50    -2.311753     0.647494    -2.710144
51208.75    -2.617169     0.999404    -3.673617
51209.00    -2.597615     0.885517    -2.614233
51209.25    -2.750875     0.835313    -2.348486
51209.50    -2.502361     0.538477    -1.652310
51209.75    -2.367868     0.949147    -2.571629
51210.00    -1.921518     0.957196    -2.074355
51210.25    -1.809971     1.083113    -2.765394
51210.50    -1.350323     0.940769    -3.042330
51210.75    -1.202033     1.411744    -4.141126
51211.00    -0.944375     1.418585    -3.269643
51211.25    -1.101588     1.517803    -3.350709
51211.50    -0.890590     1.269494    -2.469156
51211.75    -0.845752     1.674438    -3.030820
51212.00    -0.708232     1.455785    -1.554476
51212.25    -0.868942     1.273615    -1.320317
51212.50    -0.525099     0.730736    -0.701337
51212.75    -0.539729     1.032773    -1.497035
51213.00    -0.364559     0.861570    -0.222922
51213.25    -0.423672     0.869668    -0.189399
51213.50     0.053878     0.464286     0.357001
51213.75     0.389923     0.783628    -0.325172
51214.00     0.760445     0.545794     0.655963
51214.25     0.754424     0.529015     0.125502
51214.50     1.127941     0.301739    -0.231732
51214.75     1.032613     0.815155    -1.526148
51215.00     1.054364     0.979661    -1.197357
51215.25     0.813408     1.105293    -1.443935
51215.50     0.924371     0.903646    -1.177674
51215.75     0.678433     1.371178    -1.951737
51216.00     0.571730     1.267882    -0.744697
51216.25     0.167947     1.254819    -0.458726
51216.50     0.100667     0.938233     0.273332
51216.75    -0.191838     1.227483    -0.294027
51217.00    -0.195920     1.064815     0.553406
51217.25    -0.421525     1.072175     0.102736
51217.50    -0.277247     0.725034     0.415004
51217.75    -0.328419     1.098525    -0.618977
51218.00    -0.174783     0.997944     0.171731
51218.25    -0.344825     1.039961    -0.244089
51218.50    -0.050758     0.657310     0.458821
51218.75    -0.245237     1.052603    -0.293680
51219.00    -0.213473     0.875889     0.597548
51219.25    -0.474138     0.897643     0.053162
51219.50    -0.162950     0.587565    -0.446459
51219.75    -0.368744     1.083546    -2.464978
51220.00    -0.426825     1.132135    -2.551120
51220.25    -0.827765     1.398509    -3.749852
51220.50    -0.686340     1.312868    -4.075335
51220.75    -0.856171     1.990632    -5.928487
51221.00    -0.823274     2.025542    -5.255509
51221.25    -1.133259     2.115903    -5.374867
51221.50    -0.888015     1.781036    -4.653552
51221.75    -0.914038     2.135017    -5.537232
51222.00    -0.851647     1.881024    -4.205752
51222.25    -0.922074     1.870743    -4.323566
51222.50    -0.580386     1.433298    -3.619188
51222.75    -0.655463     1.697236    -4.378080
51223.00    -0.623735     1.430354    -3.094165
51223.25    -0.683323     1.304222    -2.852472
51223.50    -0.318975     0.832233    -2.030221
51223.75    -0.312445     1.144706    -2.616373
51224.00    -0.215584     0.971650    -1.559035
51224.25    -0.382170     0.957027    -1.905691
51224.50    -0.009579     0.598002    -1.812359
51224.75     0.021299     1.077129    -3.137612
51225.00     0.117373     1.008847    -2.254307
51225.25    -0.085271     1.126920    -2.468274
51225.50     0.106597     0.827748    -2.008457
51225.75    -0.014683     1.270606    -3.021530
51226.00    -0.114599     1.221609    -2.028297
51226.25    -0.439440     1.233559    -1.931590
51226.50    -0.352629     0.938970    -1.062486
51226.75    -0.472083     1.327448    -2.077120
51227.00    -0.493345     1.258864    -1.133430
51227.25    -0.642085     1.249985    -1.570055
51227.50    -0.571041     0.943863    -1.093658
51227.75    -0.768404     1.382252    -1.894323
51228.00    -0.778829     1.202974    -0.474255
51228.25    -0.932489     1.114761    -0.600895
51228.50    -0.513050     0.657432    -0.460808
51228.75    -0.386453     0.952783    -1.942605
51229.00    -0.218286     0.792476    -1.464032
51229.25    -0.324517     0.780764    -2.117742
51229.50     0.111015     0.453421    -2.105150
51229.75     0.131938     0.918783    -3.488571
51230.00     0.275069     0.795094    -2.415787
51230.25     0.087376     0.814647    -2.405610
51230.50     0.516801     0.385736    -1.831232
51230.75     0.501130     0.749357    -2.703626
51231.00     0.857638     0.571247    -1.591661
51231.25     0.965081     0.644507    -2.111660
51231.50     1.171420     0.467237    -2.041261
51231.75     1.136944     1.004989    -3.273172
51232.00     1.312662     0.924788    -1.995754
51232.25     1.040480     0.992644    -2.187972
51232.50     1.126710     0.708016    -1.675162
51232.75     0.888359     1.102285    -2.664119
51233.00     0.689527     0.939964    -1.367028
51233.25     0.243011     1.034740    -1.755246
51233.50     0.225158     0.782097    -1.217710
51233.75    -0.314620     1.237652    -2.054445
51234.00    -0.653764     1.154616    -1.000434
51234.25    -1.250356     1.246564    -1.370474
51234.50    -1.210476     0.957591    -0.984617
51234.75    -1.317512     1.344459    -2.031815
51235.00    -1.023610     1.143819    -1.013218
51235.25    -0.942723     1.131830    -1.299920
51235.50    -0.505008     0.762596    -1.074658
51235.75    -0.285291     1.133697    -2.111309
51236.00     0.004723     1.012834    -1.132095
51236.25    -0.153413     1.144802    -1.722484
51236.50     0.162274     0.904333    -1.446172
51236.75     0.089332     1.325014    -2.716429
51237.00    -0.027227     1.235148    -1.844619
51237.25    -0.281696     1.262928    -2.340023
51237.50    -0.012827     0.983926    -1.943708
51237.75    -0.102547     1.374905    -3.083488
51238.00    -0.023395     1.190216    -1.928575
51238.25     0.090546     1.100201    -1.999978
51238.50     0.511914     0.703163    -1.518925
51238.75     0.593284     0.936501    -2.518490
51239.00     0.852510     0.638488    -1.319355
51239.25     0.851822     0.596472    -1.758063
51239.50     1.166097     0.206025    -1.383805
51239.75     1.065534     0.487898    -2.111443
51240.00     0.992480     0.302131    -0.852824
51240.25     0.487128     0.387112    -0.883294
51240.50     0.501570     0.044669    -0.033427
51240.75     0.165297     0.446130    -0.999492
51241.00    -0.140749     0.311971     0.040196
51241.25    -0.566390     0.326952    -0.366658
51241.50    -0.440920    -0.042472    -0.078297
51241.75    -0.708196     0.367059    -1.412607
51242.00    -0.813755     0.294832    -1.008013
51242.25    -1.126205     0.310801    -1.937901
51242.50    -1.202805     0.072469    -2.272633
51242.75    -1.612862     0.487885    -3.966179
51243.00    -1.891883     0.403019    -3.114163
51243.25    -2.403676     0.542840    -3.676222
51243.50    -2.325710     0.274637    -3.311469
51243.75    -2.518447     0.694390    -4.197875
51244.00    -2.531330     0.485959    -2.669686
51244.25    -2.783646     0.400171    -2.468501
51244.50    -2.580908    -0.032266    -1.418179
51244.75    -2.626518     0.285598    -2.079465
51245.00    -2.497047     0.217196    -1.129458
51245.25    -2.592627     0.388865    -1.977844
51245.50    -2.355534     0.225178    -1.742778
51245.75    -2.297331     0.705016    -2.754850
51246.00    -2.068868     0.649534    -1.550882
51246.25    -2.137907     0.612319    -1.573699
51246.50    -1.972066     0.354619    -1.107070
51246.75    -2.004332     0.683509    -2.085082
51247.00    -1.765019     0.547933    -1.251642
51247.25    -1.751113     0.527406    -1.819981
51247.50    -1.321155     0.185830    -1.669501
51247.75    -1.446783     0.430336    -2.461806
51248.00    -1.506816     0.242945    -1.160846
51248.25    -1.905087     0.157940    -1.112988
51248.50    -1.697519    -0.228140    -0.699005
51248.75    -1.816281     0.136451    -1.794464
51249.00    -1.646979     0.031784    -0.954164
51249.25    -1.798731     0.129131    -1.644061
51249.50    -1.541627    -0.079091    -1.643905
51249.75    -1.684448     0.423932    -3.050296
51250.00    -1.715973     0.432277    -2.065576
51250.25    -2.070444     0.556011    -2.599894
51250.50    -2.046702     0.332197    -2.181929
51250.75    -2.249826     0.829611    -3.182986
51251.00    -2.261471     0.765258    -1.801486
51251.25    -2.536046     0.845390    -1.748071
51251.50    -2.277044     0.469916    -0.783287
51251.75    -2.323156     0.857261    -1.463191
51252.00    -2.203057     0.643539     0.265876
51252.25    -2.414293     0.631523     0.393050
51252.50    -2.130338     0.219058     1.442447
51252.75    -2.219836     0.623397     0.654963
51253.00    -1.991790     0.447823     1.373226
51253.25    -2.035976     0.413653     0.891701
51253.50    -1.670089     0.031593     1.221916
51253.75    -1.771655     0.359266     0.132894
51254.00    -1.640732     0.286288     0.520008
51254.25    -1.643065     0.318091    -0.370988
51254.50    -1.399557     0.041881    -0.336901
51254.75    -1.527581     0.575295    -1.985380
51255.00    -1.505483     0.620516    -1.464117
51255.25    -1.548073     0.747972    -2.307901
51255.50    -1.308921     0.537018    -2.379299
51255.75    -1.256168     0.959507    -3.609717
51256.00    -1.169155     0.804316    -2.362679
51256.25    -1.242250     0.789029    -2.688987
51256.50    -0.928831     0.432409    -2.298226
51256.75    -0.894182     0.769761    -3.405243
