atp_code,atp_description,country_code,country_description,exports_OCTOBER_2007,exports_SEPTEMBER_2007,exports_YTD_OCTOBER_2007,exports_YTD_OCTOBER_2006,imports_OCTOBER_2007,imports_SEPTEMBER_2007,imports_YTD_OCTOBER_2007,imports_YTD_OCTOBER_2006
06,Flexible Manufacturing,4351,Czech Republic,478177,541653,8017570,8849363,2473292,1629361,16933837,22393677
07,Advanced Materials,4351,Czech Republic,53559,139679,1258556,2193848,1348607,1259314,15674558,13057222
08,Aerospace,4351,Czech Republic,6075283,5257107,138317944,58593612,16885489,20246223,166952579,127812632
09,Weapons,4351,Czech Republic,265205,120954,863754,220807,52399,7706,109667,57343
10,Nuclear Technology,4351,Czech Republic,104936,69010,43660263,34593772,102440,253044,2121896,264081
01,Biotechnology,4359,Slovakia,0,0,4368,0,17885,323202,1748799,1385536
02,Life Science,4359,Slovakia,165332,391073,3808601,4738126,69644,62020,629225,740864
03,Opto-Electronics,4359,Slovakia,709022,10527,1617538,6526323,2970,46419,510633,80484
04,Information & Communications,4359,Slovakia,1389300,1485101,13568515,16287841,1143481,2284482,14275280,5666307
05,Electronics,4359,Slovakia,600853,674395,4408674,7992299,2748114,2288515,12710353,1894400
06,Flexible Manufacturing,4359,Slovakia,111895,151232,3467388,7537990,366634,416961,1841140,193354
07,Advanced Materials,4359,Slovakia,108481,6852,366247,770054,9318,0,66733,290979
08,Aerospace,4359,Slovakia,53420,45503,432163456,300327259,0,0,24536,30164
09,Weapons,4359,Slovakia,6701,0,9477,54090,0,0,0,4083
10,Nuclear Technology,4359,Slovakia,713450,143141,1507635,16754,0,0,0,0
01,Biotechnology,4370,Hungary,44192,3069,199154,240521,1385541,253718,17201203,161949982
02,Life Science,4370,Hungary,1554584,1146377,18668963,16222959,1671161,1432596,22735634,25318764
03,Opto-Electronics,4370,Hungary,86360,267252,2717039,3115816,936486,1755652,36004435,45577702
04,Information & Communications,4370,Hungary,15342682,20199639,182043236,171959104,97174780,78109957,779112822,736475994
05,Electronics,4370,Hungary,7258497,8440252,81833316,88541539,4129014,4497677,39057071,31358069
06,Flexible Manufacturing,4370,Hungary,634047,1295688,9870945,6171696,1901234,1850451,13887098,20149798
07,Advanced Materials,4370,Hungary,161471,284544,1457112,423298,14455,35470,636222,973267
08,Aerospace,4370,Hungary,3481187,9275273,34748757,26947258,2710865,942623,22607031,1500300
09,Weapons,4370,Hungary,18458,3199,5138965,56094,6240,0,18510,145263
10,Nuclear Technology,4370,Hungary,7811,7660,1011616,130825,16506,21085,151552,118068
02,Life Science,4411,Liechtenstein,103639,90704,1003628,563913,0,0,6523635,1469324
03,Opto-Electronics,4411,Liechtenstein,0,5000,87962,9144,0,0,314168,1037047
04,Information & Communications,4411,Liechtenstein,3692,34058,791644,1097144,0,10501,70517,62791
05,Electronics,4411,Liechtenstein,0,0,28195,0,0,2972,43373,71180
06,Flexible Manufacturing,4411,Liechtenstein,0,0,1137895,41541,6760,43877,302008,3634698
07,Advanced Materials,4411,Liechtenstein,0,0,0,37951,7575,0,83104,33665
08,Aerospace,4411,Liechtenstein,58266,28367,257597,119135,0,0,0,0
01,Biotechnology,4419,Switzerland,1016159,1781230,31955251,59636786,18205238,14046416,168195007,164463298
02,Life Science,4419,Switzerland,28103210,35806045,304446367,252165726,148643586,72757026,1187601300,1405130078
03,Opto-Electronics,4419,Switzerland,3766298,2994827,36959160,33068157,11145599,9167609,83471063,104748692
04,Information & Communications,4419,Switzerland,16599212,17458449,189456632,251451716,10032195,5589225,66718091,69303400
05,Electronics,4419,Switzerland,6084165,13540386,98741775,48913214,6484756,6672454,85415165,99850328
06,Flexible Manufacturing,4419,Switzerland,4763676,5057287,52735542,37182436,18177133,14159133,170234132,176583865
07,Advanced Materials,4419,Switzerland,417998,113137,4028457,4055860,343374,115043,3632705,2492251
08,Aerospace,4419,Switzerland,64450058,34340698,468529647,486008361,20113246,18614867,195965579,206145571
09,Weapons,4419,Switzerland,34575,178656,3228450,653552,45410,48486,1616720,1732471
10,Nuclear Technology,4419,Switzerland,21608,59356,1574874,1665730,0,88451,114336,23507
01,Biotechnology,4470,Estonia,0,7629,77811,105096,0,4598,41331,18205
02,Life Science,4470,Estonia,1141003,259153,5709874,7962755,529197,468220,4355555,3287041
03,Opto-Electronics,4470,Estonia,20900,16776,455196,347258,0,0,49233,7500
04,Information & Communications,4470,Estonia,669381,2879393,10601221,4081414,1288997,785291,13180934,9117403
05,Electronics,4470,Estonia,545479,661452,4680259,4661385,41637,10080,77112,9314
06,Flexible Manufacturing,4470,Estonia,164101,266926,1839398,1202208,33400,11804,60274,10000
07,Advanced Materials,4470,Estonia,6375,8500,52751,230215,0,0,11854,14876
08,Aerospace,4470,Estonia,157131,69345,12327236,2143930,12917,0,26183,2800
09,Weapons,4470,Estonia,2651,7213,80167,98410,0,0,0,0
10,Nuclear Technology,4470,Estonia,0,0,9890,219662,0,0,0,0
01,Biotechnology,4490,Latvia,0,0,0,0,0,0,440821,345563
02,Life Science,4490,Latvia,420583,560830,5712516,6840044,25619,0,2290639,50000
03,Opto-Electronics,4490,Latvia,4859,7843,267998,350951,0,0,699465,399516
04,Information & Communications,4490,Latvia,609658,1126173,9503371,6544179,798586,506926,4432251,2354242
05,Electronics,4490,Latvia,24637,26835,764640,1763610,0,6700,48070,46288
06,Flexible Manufacturing,4490,Latvia,36611,47643,358763,270872,7038,0,9978,16940
07,Advanced Materials,4490,Latvia,0,9699,450038,915034,125161,276141,1938999,1125110
08,Aerospace,4490,Latvia,24264,34430,2135033,1947356,0,32162,32162,0
09,Weapons,4490,Latvia,26892,14831,143187,80860,0,0,0,0
10,Nuclear Technology,4490,Latvia,0,0,26799,26362,0,0,36105,54239
01,Biotechnology,4510,Lithuania,4684,0,233874,265539,0,0,4901,0
02,Life Science,4510,Lithuania,647272,1438539,7024972,3849567,8402,15295,397144,1379383
03,Opto-Electronics,4510,Lithuania,0,3117,205848,972781,7531,27145,357068,346062
04,Information & Communications,4510,Lithuania,747832,819144,11108734,10152464,64255,102761,687041,1077543
05,Electronics,4510,Lithuania,81173,57746,699374,591671,18747,19387,218620,190424
06,Flexible Manufacturing,4510,Lithuania,70900,124990,1504460,1300532,9687,17062,206581,0
07,Advanced Materials,4510,Lithuania,0,103257,196145,59243,0,0,4419,22588
08,Aerospace,4510,Lithuania,94713,566739,10436469,6324612,0,0,128519,60581
09,Weapons,4510,Lithuania,0,81424,95799,6357,0,0,57705,5496
10,Nuclear Technology,4510,Lithuania,0,500000,2623572,577418,0,0,0,19474
01,Biotechnology,4550,Poland,602372,143229,2778009,1953434,10260,0,36878,143527
02,Life Science,4550,Poland,8641083,4952682,48768100,35762065,2004120,2346188,15937878,8110892
03,Opto-Electronics,4550,Poland,1050864,679601,9809925,6725391,540260,67774,1457821,730449
04,Information & Communications,4550,Poland,13910786,9588353,114582967,110853133,2050605,2105395,13808225,13086730
05,Electronics,4550,Poland,1748184,2392867,25183944,23775584,5349674,3812528,39869812,23598664
06,Flexible Manufacturing,4550,Poland,1045043,1069399,10754817,14133657,313102,312266,2977018,2488198
07,Advanced Materials,4550,Poland,2818449,1849543,17766935,4196270,179642,143553,1123558,1079630
08,Aerospace,4550,Poland,9918626,15106113,775821954,146011664,14741266,13700794,174845503,207087445
09,Weapons,4550,Poland,705169,30422811,41970277,26815631,0,427941,741582,31015
10,Nuclear Technology,4550,Poland,156860,66662,519113,955971,0,0,5283,0
01,Biotechnology,4621,Russia,234403,1868439,10932005,11345850,3900,0,13650,15405
02,Life Science,4621,Russia,12966970,12609630,98556544,58172394,2689135,2162047,29222183,27776630
03,Opto-Electronics,4621,Russia,670415,2062434,8146088,8979523,833841,425723,4036272,1709350
04,Information & Communications,4621,Russia,27678529,36372162,262439062,194555896,105058,381726,2820428,2627376
05,Electronics,4621,Russia,4165699,2198091,32982410,27700249,156982,221993,2493135,3524438
06,Flexible Manufacturing,4621,Russia,17872643,5151299,46097743,32368089,9602,0,1415645,337845
07,Advanced Materials,4621,Russia,1773412,1549622,20197317,12671135,510089,294741,4941626,2635942
08,Aerospace,4621,Russia,7298984,15161408,119873947,67377923,17679927,9426108,76652050,46323733
09,Weapons,4621,Russia,86110,18089,503398,165291,687215,848705,7518545,9043025
10,Nuclear Technology,4621,Russia,578513,919488,15627333,5907912,38133056,40461733,684437938,647156643
01,Biotechnology,4622,Belarus,0,261758,1469556,736073,0,0,0,0
02,Life Science,4622,Belarus,259867,157098,2644950,2886119,75780,67186,685903,321194
03,Opto-Electronics,4622,Belarus,62629,39000,261590,120022,64665,117426,865001,665151
04,Information & Communications,4622,Belarus,208339,251629,2161005,1304543,0,0,12038,68497
05,Electronics,4622,Belarus,61056,39630,521958,302589,0,3000,13200,70356
06,Flexible Manufacturing,4622,Belarus,0,92453,289560,401736,0,0,32900,2206
07,Advanced Materials,4622,Belarus,20440,65531,644758,88460,254004,200024,1501288,925775
08,Aerospace,4622,Belarus,78711,7025,133847,96208,0,0,4358,0
09,Weapons,4622,Belarus,0,0,86159,48906,131312,65716,1118291,1086948
10,Nuclear Technology,4622,Belarus,18753,0,72762,157333,6939,95139,582285,1116047
01,Biotechnology,4623,Ukraine,491700,761943,2320238,3707307,0,0,0,4723
02,Life Science,4623,Ukraine,606088,1456122,9883166,7898098,33916,7510,159150,235809
03,Opto-Electronics,4623,Ukraine,34846,61900,719891,655905,45850,0,167338,154170
04,Information & Communications,4623,Ukraine,4404642,6251752,24365434,15311323,254753,93180,1260919,820783
05,Electronics,4623,Ukraine,283370,81551,2644471,1546633,10500,0,399436,401987
06,Flexible Manufacturing,4623,Ukraine,31472,69498,1562663,1675787,7080,5000,140056,400406
07,Advanced Materials,4623,Ukraine,315450,94689,2096777,63820,34098,8550,572492,947019
08,Aerospace,4623,Ukraine,835148,1240035,10440814,14801000,387888,645839,61966701,62087044
09,Weapons,4623,Ukraine,61988,50443,417241,288735,222651,197973,1409049,1541576
10,Nuclear Technology,4623,Ukraine,67631,25973,444405,623880,0,7747,7747,5963
01,Biotechnology,4631,Armenia,3380,0,3380,13014,0,0,0,0
02,Life Science,4631,Armenia,28338,2038190,3279423,496085,0,0,24466,17293
03,Opto-Electronics,4631,Armenia,0,0,152227,50000,0,0,2640,0
04,Information & Communications,4631,Armenia,177970,510120,3438633,1514066,0,0,27699,3900
05,Electronics,4631,Armenia,54603,104044,472944,411665,0,0,0,0
06,Flexible Manufacturing,4631,Armenia,165267,0,207794,35570,0,0,0,0
08,Aerospace,4631,Armenia,12756,19345,72843,17146,0,0,0,0
10,Nuclear Technology,4631,Armenia,0,0,12814,129089,0,0,0,0
01,Biotechnology,4632,Azerbaijan,0,0,6663,0,0,0,0,0
02,Life Science,4632,Azerbaijan,216253,1220453,2750613,17626087,0,0,0,0
03,Opto-Electronics,4632,Azerbaijan,3775,0,84064,332076,0,0,0,0
04,Information & Communications,4632,Azerbaijan,420873,371385,4708153,1833221,10050,15792,30562,14031
05,Electronics,4632,Azerbaijan,277751,5073,590624,400526,0,0,0,0
06,Flexible Manufacturing,4632,Azerbaijan,0,17895,607201,251462,0,0,0,3176
07,Advanced Materials,4632,Azerbaijan,0,0,0,246950,0,0,0,0
08,Aerospace,4632,Azerbaijan,10925,16368,318574,31236899,0,0,0,63143
10,Nuclear Technology,4632,Azerbaijan,207081,62626,648749,1204755,0,0,0,0
01,Biotechnology,4633,Georgia,0,61742,1006387,80753,0,0,0,0
02,Life Science,4633,Georgia,190494,1603062,6099942,929636,1893156,1742722,7947789,7763408
03,Opto-Electronics,4633,Georgia,15196,0,296114,173745,0,0,0,4115
04,Information & Communications,4633,Georgia,1013529,733879,13301035,4426444,0,9383,143003,116681
05,Electronics,4633,Georgia,50220,87117,740736,804549,0,2495,19167,71789
06,Flexible Manufacturing,4633,Georgia,78502,15800,326640,177484,0,0,0,0
07,Advanced Materials,4633,Georgia,0,25000,33055,7763,0,0,0,0
08,Aerospace,4633,Georgia,111139,45814,4660910,4287942,266342,636471,2352978,587405
09,Weapons,4633,Georgia,0,20000,24790,505983,0,0,0,6000
10,Nuclear Technology,4633,Georgia,0,0,1266279,65949,0,0,0,0
01,Biotechnology,4634,Kazakhstan,34921,31794,150170,963958,0,0,0,0
02,Life Science,4634,Kazakhstan,1332871,84931,15017681,9780535,0,0,25679,13557
03,Opto-Electronics,4634,Kazakhstan,236180,14698,478959,120219,0,0,0,0
04,Information & Communications,4634,Kazakhstan,1971990,887764,26567713,51239254,0,0,3750,51413
05,Electronics,4634,Kazakhstan,24491,282337,917346,1589019,0,0,15681,13672
06,Flexible Manufacturing,4634,Kazakhstan,871214,341687,5264418,5049974,0,0,0,0
07,Advanced Materials,4634,Kazakhstan,18693,5351,60044,31146,0,0,0,0
08,Aerospace,4634,Kazakhstan,269228,750195,10597426,3102971,0,0,0,0
09,Weapons,4634,Kazakhstan,0,0,17618,27703,0,0,0,0
10,Nuclear Technology,4634,Kazakhstan,49766,0,346542,7287076,28973964,76508195,105482159,0
02,Life Science,4635,Kyrgyzstan,0,3243,449289,85875,0,0,0,0
03,Opto-Electronics,4635,Kyrgyzstan,0,0,0,3760,0,0,0,2400
04,Information & Communications,4635,Kyrgyzstan,310268,13225,2533166,6858918,0,0,0,3951
05,Electronics,4635,Kyrgyzstan,0,0,36100,157094,0,0,0,502739
06,Flexible Manufacturing,4635,Kyrgyzstan,0,0,7386,100827,0,0,0,0
07,Advanced Materials,4635,Kyrgyzstan,0,0,0,0,0,0,361728,0
08,Aerospace,4635,Kyrgyzstan,23725,3719,260244,101926,0,0,0,0
09,Weapons,4635,Kyrgyzstan,0,0,0,17530,0,0,0,0
10,Nuclear Technology,4635,Kyrgyzstan,0,0,71018,139010,0,0,0,0
02,Life Science,4641,Moldova,17990,10563,297248,352751,0,0,0,0
03,Opto-Electronics,4641,Moldova,0,0,0,9000,0,0,0,0
04,Information & Communications,4641,Moldova,121359,78631,1998525,1523708,3740,0,15440,263225
05,Electronics,4641,Moldova,19216,16744,157440,377749,0,0,2200,0
06,Flexible Manufacturing,4641,Moldova,0,13900,303075,127211,0,0,0,0
08,Aerospace,4641,Moldova,83745,5600,329161,163013,0,0,0,0
09,Weapons,4641,Moldova,0,0,0,18816,0,0,0,0
10,Nuclear Technology,4641,Moldova,0,0,0,47752,0,0,0,0
01,Biotechnology,4642,Tajikistan,0,0,5172727,0,0,0,0,0
02,Life Science,4642,Tajikistan,40499,0,115510,346975,0,0,0,0
03,Opto-Electronics,4642,Tajikistan,0,285240,285240,2552,0,0,0,0
04,Information & Communications,4642,Tajikistan,34370,817294,1060606,1509939,0,0,27962,18315
05,Electronics,4642,Tajikistan,0,0,0,81118,0,0,3130,14625
06,Flexible Manufacturing,4642,Tajikistan,0,0,0,369077,0,0,0,0
10,Nuclear Technology,4642,Tajikistan,0,0,5970,0,0,0,0,0
02,Life Science,4643,Turkmenistan,0,244861,387758,1338862,0,0,0,0
04,Information & Communications,4643,Turkmenistan,417303,0,554925,233833,0,0,0,0
05,Electronics,4643,Turkmenistan,0,0,3095,102960,0,0,21368,0
06,Flexible Manufacturing,4643,Turkmenistan,0,21744,152064,11996,0,0,0,50000
08,Aerospace,4643,Turkmenistan,61087,111928,149770522,54230579,0,0,0,0
10,Nuclear Technology,4643,Turkmenistan,0,0,122935,182227,0,0,0,0
01,Biotechnology,4644,Uzbekistan,0,0,22481,7193800,0,0,0,0
02,Life Science,4644,Uzbekistan,400025,10000,1929720,543741,19226,64743,729472,1055630
03,Opto-Electronics,4644,Uzbekistan,0,0,69575,9938,0,0,0,0
04,Information & Communications,4644,Uzbekistan,116402,92685,882501,1436077,0,0,0,5950
05,Electronics,4644,Uzbekistan,0,5247,5247,70629,0,0,0,0
06,Flexible Manufacturing,4644,Uzbekistan,43000,0,1993073,45963,0,0,0,0
08,Aerospace,4644,Uzbekistan,69228,18923,22395761,101640,0,0,0,111651
10,Nuclear Technology,4644,Uzbekistan,0,0,52730,76456,0,0,0,0
01,Biotechnology,4700,Spain,19336402,15832466,118226854,54447536,8706780,5902042,181370468,171503572
02,Life Science,4700,Spain,32595635,21278333,291495800,253259365,42097713,20040024,204675258,121307530
03,Opto-Electronics,4700,Spain,9695151,9863933,56400680,37021695,281747,1960150,12956127,2399443
04,Information & Communications,4700,Spain,19186880,26434668,251126801,234519601,3500619,2888705,50275648,40406639
05,Electronics,4700,Spain,5029212,6936560,70572700,78362427,632277,710144,6409007,9590815
06,Flexible Manufacturing,4700,Spain,2979031,3008392,28934140,28133524,952851,1596035,33570896,21502566
07,Advanced Materials,4700,Spain,3465544,2619329,29163897,4453057,225273,126365,1806906,347186
08,Aerospace,4700,Spain,65658707,79553395,697005828,485839944,14006126,8867160,110134277,114626151
09,Weapons,4700,Spain,4034397,197732,20150300,14168847,3492131,641263,14655586,10179952
10,Nuclear Technology,4700,Spain,1346433,2749747,15311765,12637330,122575,3750,2742803,9390298
01,Biotechnology,4710,Portugal,16036,25157,173111,754766,359912,1569992,2468068,1631279
02,Life Science,4710,Portugal,4308477,1996229,31316658,30772753,49450,671152,9835884,2244020
03,Opto-Electronics,4710,Portugal,732309,2750758,7020088,9882407,459384,119667,2343024,1764994
04,Information & Communications,4710,Portugal,3976028,3822671,43247386,43999802,5564826,4977520,73264414,391671828
05,Electronics,4710,Portugal,56439786,81667573,721152521,112522982,12392985,18379090,274324993,225700594
06,Flexible Manufacturing,4710,Portugal,624505,2063360,15458992,3516366,91998,3278,464876,2797689
07,Advanced Materials,4710,Portugal,19480,2622,93809,208479,0,0,0,2113
08,Aerospace,4710,Portugal,17651512,50655976,421658980,464325991,292334,400628,4160849,4559252
09,Weapons,4710,Portugal,3281,25944,426457,1045835,0,0,15362,8141
10,Nuclear Technology,4710,Portugal,25535,31712,135174,123589,0,0,0,0
02,Life Science,4720,Gibraltar,6423,4065,10488,11136,0,0,0,0
04,Information & Communications,4720,Gibraltar,50624,56282,559325,1622307,0,0,2124,2200
05,Electronics,4720,Gibraltar,7500,0,109909,0,0,0,0,0
06,Flexible Manufacturing,4720,Gibraltar,0,0,10392,34690,0,0,0,0
07,Advanced Materials,4720,Gibraltar,0,0,0,0,0,0,0,7488
08,Aerospace,4720,Gibraltar,0,0,0,6130,0,0,0,0
01,Biotechnology,4730,Malta,0,7200,7200,2905,0,0,0,0
02,Life Science,4730,Malta,924550,70884,4069317,1567806,34620,111463,3468471,2387267
03,Opto-Electronics,4730,Malta,0,0,80032,234859,0,0,21285,49800
04,Information & Communications,4730,Malta,198641,346519,6451146,4832945,1994447,1815425,20245986,20402629
05,Electronics,4730,Malta,2884785,2577785,42518054,56965808,14538541,13682329,143099528,148817396
06,Flexible Manufacturing,4730,Malta,4399,423863,1798082,26484585,210000,0,212500,4924
08,Aerospace,4730,Malta,394885,542816,6031857,8729748,0,0,3600,0
09,Weapons,4730,Malta,0,7156,23588,10260,0,0,0,0
10,Nuclear Technology,4730,Malta,0,0,18945,0,0,0,0,0
04,Information & Communications,4751,San Marino,8943,37600,192335,52400,0,0,0,0
05,Electronics,4751,San Marino,0,0,5000,0,0,0,0,0
06,Flexible Manufacturing,4751,San Marino,0,0,0,0,0,0,2782,0
08,Aerospace,4751,San Marino,0,0,0,3500,0,0,0,0
02,Life Science,4752,Vatican City,0,0,28284,3600,0,0,0,0
04,Information & Communications,4752,Vatican City,0,0,15000,29348,0,0,0,0
05,Electronics,4752,Vatican City,0,0,10440,0,0,0,0,0
01,Biotechnology,4759,Italy,4328131,3922622,32654861,28155856,34433331,17039714,224432615,181862173
02,Life Science,4759,Italy,41649820,38975254,423259888,417520954,39925869,24516186,325396261,318101811
03,Opto-Electronics,4759,Italy,8811069,9765145,65339264,67116930,4085433,2134744,27724764,34382989
04,Information & Communications,4759,Italy,50833199,51301555,470767430,424251816,31060400,22254218,220350401,226951495
05,Electronics,4759,Italy,26467056,22382911,250334797,320569857,18323674,13211149,218891935,285445278
06,Flexible Manufacturing,4759,Italy,10663043,10468857,96677405,101562560,16750866,11376131,162767878,168753920
07,Advanced Materials,4759,Italy,3749039,2648821,31482507,25396854,930156,1015690,17973401,25612945
08,Aerospace,4759,Italy,84567490,59530932,773806572,842667699,79276559,87433347,725408151,569727180
09,Weapons,4759,Italy,395727,592925,9099825,7704823,136715,23168,5964916,3533414
10,Nuclear Technology,4759,Italy,429003,405597,4313120,3134950,4191,15372,59852656,626424
01,Biotechnology,4791,Croatia,0,0,11280,0,0,0,0,234587
02,Life Science,4791,Croatia,2261946,664921,8228813,3745702,57000,0,5587921,506025
03,Opto-Electronics,4791,Croatia,37670,12685,322578,224898,0,0,2888,16028
04,Information & Communications,4791,Croatia,744333,2777676,12288650,12582682,13337,0,232747,62327
05,Electronics,4791,Croatia,37132,38320,836989,657991,0,20112,42177,2525
06,Flexible Manufacturing,4791,Croatia,20437,81798,846744,675888,11808,17741,531400,1420499
07,Advanced Materials,4791,Croatia,0,8660,43216,23266,0,0,0,0
08,Aerospace,4791,Croatia,27446,559045,4077768,793515,10416,0,10416,0
09,Weapons,4791,Croatia,26917,84861,185356,44641,0,0,0,0
10,Nuclear Technology,4791,Croatia,11144,9500,490104,216776,119366,79554,1739151,2267026
01,Biotechnology,4792,Slovenia,26854,12361,89549,722558,0,0,0,0
02,Life Science,4792,Slovenia,509865,618750,6665923,5017827,353293,316090,8573733,10658632
03,Opto-Electronics,4792,Slovenia,44003,0,559986,400240,17026,2608,104905,109222
04,Information & Communications,4792,Slovenia,1570302,2587522,20785751,19420305,123624,202202,1347900,828884
05,Electronics,4792,Slovenia,387569,818347,2966284,2654893,6733,0,1781519,1239085
06,Flexible Manufacturing,4792,Slovenia,1363897,673981,3144287,1090402,86057,29490,1330861,597121
07,Advanced Materials,4792,Slovenia,6182,7050,76477,85444,0,0,0,0
08,Aerospace,4792,Slovenia,436567,416188,11637278,2263440,0,39026,342299,2058612
09,Weapons,4792,Slovenia,0,0,240198,58427,0,0,0,0
10,Nuclear Technology,4792,Slovenia,0,199165,8806288,8875333,0,0,0,0
02,Life Science,4793,Bosnia-Hercegovina,13699,54142,864384,876619,0,0,546811,0
03,Opto-Electronics,4793,Bosnia-Hercegovina,2881,0,7688,310096,0,0,18190,0
04,Information & Communications,4793,Bosnia-Hercegovina,218291,60616,1856946,1775551,0,0,3600,116272
05,Electronics,4793,Bosnia-Hercegovina,3240,8785,129474,306993,0,0,0,102836
06,Flexible Manufacturing,4793,Bosnia-Hercegovina,0,468678,468678,167585,0,213103,213103,2103
07,Advanced Materials,4793,Bosnia-Hercegovina,0,0,9928,0,0,0,0,0
08,Aerospace,4793,Bosnia-Hercegovina,0,0,178500,497254,0,0,0,143727
09,Weapons,4793,Bosnia-Hercegovina,0,0,0,12750,0,0,211667,224436
10,Nuclear Technology,4793,Bosnia-Hercegovina,25051,0,316334,60585,0,0,0,0
01,Biotechnology,4794,Macedonia (Skopje),0,0,0,16119,0,0,0,0
02,Life Science,4794,Macedonia (Skopje),49869,41680,541918,304119,0,0,0,0
03,Opto-Electronics,4794,Macedonia (Skopje),0,0,43624,157394,0,0,3285,0
04,Information & Communications,4794,Macedonia (Skopje),1703887,89175,4049056,1981196,0,0,0,0
05,Electronics,4794,Macedonia (Skopje),150383,72164,356098,94762,0,0,97200,5376
06,Flexible Manufacturing,4794,Macedonia (Skopje),0,0,10825,19057,12502,0,12502,0
07,Advanced Materials,4794,Macedonia (Skopje),8028,0,8028,0,0,0,0,0
08,Aerospace,4794,Macedonia (Skopje),41471,98204,670042,284532,0,0,0,0
09,Weapons,4794,Macedonia (Skopje),0,0,0,1600000,0,0,0,0
10,Nuclear Technology,4794,Macedonia (Skopje),0,0,36285,207442,0,0,0,0
01,Biotechnology,4802,Serbia,0,3033,40682,0,0,0,0,0
02,Life Science,4802,Serbia,256699,2275174,4530706,0,0,0,84428,0
03,Opto-Electronics,4802,Serbia,30391,0,170894,0,0,0,12050,0
04,Information & Communications,4802,Serbia,702463,1229839,7366931,0,30083,19921,157801,0
05,Electronics,4802,Serbia,42714,30666,781166,0,0,0,0,0
06,Flexible Manufacturing,4802,Serbia,8520,127483,558711,0,0,0,11153,0
07,Advanced Materials,4802,Serbia,0,0,6503,0,0,0,0,0
08,Aerospace,4802,Serbia,427516,370403,9595947,0,44439,56984,635804,0
09,Weapons,4802,Serbia,26452,27956,80308,0,982330,0,3519504,0
10,Nuclear Technology,4802,Serbia,14985,127578,229328,0,0,0,0,0
02,Life Science,4804,Montenegro,64980,0,1167000,0,0,0,31927,0
04,Information & Communications,4804,Montenegro,181981,167028,538939,0,0,0,6000,0
05,Electronics,4804,Montenegro,0,18167,18167,0,0,0,0,0
06,Flexible Manufacturing,4804,Montenegro,0,0,8492,0,0,0,0,0
08,Aerospace,4804,Montenegro,4620,2779,253398,0,0,0,0,0
09,Weapons,4804,Montenegro,0,0,0,0,0,0,182357,0
01,Biotechnology,4810,Albania,0,0,32196,51784,0,0,0,0
02,Life Science,4810,Albania,229444,155452,823535,2029939,0,0,0,0
03,Opto-Electronics,4810,Albania,0,0,37954,19020,0,0,0,0
04,Information & Communications,4810,Albania,115184,149512,2971914,2090138,0,0,0,12542
05,Electronics,4810,Albania,5121,2565,57688,78517,0,0,25447,7574
06,Flexible Manufacturing,4810,Albania,0,6193,44759,84436,0,0,0,0
08,Aerospace,4810,Albania,5920,0,286773,33315,0,0,35037,55820
09,Weapons,4810,Albania,0,0,240528,0,0,0,5500,0
10,Nuclear Technology,4810,Albania,0,0,0,31869,0,0,0,0
01,Biotechnology,4840,Greece,155067,101227,1409506,1453473,0,0,0,11875
02,Life Science,4840,Greece,5295726,4901205,63368257,47448772,330901,151479,1620345,224309
03,Opto-Electronics,4840,Greece,57236,104462,2489416,7745693,6784,111362,607536,167635
04,Information & Communications,4840,Greece,4495509,4135793,109901203,82496059,1774226,1243234,10370256,7801324
05,Electronics,4840,Greece,1305766,1204227,12682937,12021398,38164,0,148243,605066
06,Flexible Manufacturing,4840,Greece,213370,186280,4112370,4177165,34000,44191,790096,284554
07,Advanced Materials,4840,Greece,18289,57400,340628,224336,0,0,2705,2760
08,Aerospace,4840,Greece,15845934,26100942,644378456,210947180,853200,1316055,13929101,14208979
09,Weapons,4840,Greece,26025,49999,2403513,82525816,337923,0,2059761,554936
10,Nuclear Technology,4840,Greece,52243,23124,229593,97899,0,0,0,0
01,Biotechnology,4850,Romania,24876,30633,85653,148147,0,0,0,0
02,Life Science,4850,Romania,1382622,2032259,12124953,10405519,186502,474631,2515024,72291
03,Opto-Electronics,4850,Romania,66046,113866,880070,1488037,0,153603,771241,65315
04,Information & Communications,4850,Romania,5736213,17671630,78106684,52266047,2668092,3630547,31493954,19858227
05,Electronics,4850,Romania,1116160,631532,6759297,4840181,144123,79997,681823,471384
06,Flexible Manufacturing,4850,Romania,161858,550460,5897391,8926717,610831,138597,2775876,2387098
07,Advanced Materials,4850,Romania,11322,0,81859,68857,0,0,39814,2032
08,Aerospace,4850,Romania,2498909,1855692,34520382,24723430,5098099,3494852,37190103,25860813
09,Weapons,4850,Romania,0,0,30546,22239,0,0,44500,0
10,Nuclear Technology,4850,Romania,93003,0,685842,909662,0,0,0,0
01,Biotechnology,4870,Bulgaria,330206,0,1319570,544079,0,0,4000,0
02,Life Science,4870,Bulgaria,523853,458139,5490025,4093898,90102,16860,616365,791265
03,Opto-Electronics,4870,Bulgaria,83546,12600,409528,221692,49359,32491,284054,31884
04,Information & Communications,4870,Bulgaria,2275953,2038091,18997356,24794779,169559,222127,1952011,788581
05,Electronics,4870,Bulgaria,227706,358584,4159777,3949858,176041,342001,1951246,3966651
06,Flexible Manufacturing,4870,Bulgaria,89593,296592,1868467,1153711,829440,163029,2230287,957922
07,Advanced Materials,4870,Bulgaria,0,0,0,6489,0,14525,37083,0
