atp_code,atp_description,country_code,country_description,exports_SEPTEMBER_2007,exports_AUGUST_2007,exports_YTD_SEPTEMBER_2007,exports_YTD_SEPTEMBER_2006,imports_SEPTEMBER_2007,imports_AUGUST_2007,imports_YTD_SEPTEMBER_2007,imports_YTD_SEPTEMBER_2006
09,Weapons,4351,Czech Republic,120954,73032,598549,209241,7706,0,57268,57343
10,Nuclear Technology,4351,Czech Republic,69010,267260,43555327,34555967,253044,94255,2019456,225406
01,Biotechnology,4359,Slovakia,0,0,4368,0,323202,116657,1730914,1256677
02,Life Science,4359,Slovakia,391073,528178,3643269,4374022,62020,20000,559581,298377
03,Opto-Electronics,4359,Slovakia,10527,21102,908516,1099862,46419,28762,507663,74600
04,Information & Communications,4359,Slovakia,1485101,1000005,12179215,14421600,2284482,1049674,13131799,5422605
05,Electronics,4359,Slovakia,674395,520653,3807821,7448937,2288515,2270078,9962239,1503513
06,Flexible Manufacturing,4359,Slovakia,151232,415330,3355493,7317338,416961,376357,1474506,134907
07,Advanced Materials,4359,Slovakia,6852,0,257766,756211,0,13954,57415,276030
08,Aerospace,4359,Slovakia,45503,53616127,432110036,244450108,0,0,24536,21111
09,Weapons,4359,Slovakia,0,0,2776,54090,0,0,0,4083
10,Nuclear Technology,4359,Slovakia,143141,6199,794185,16754,0,0,0,0
01,Biotechnology,4370,Hungary,3069,19452,154962,240521,253718,1299076,15815662,161631259
02,Life Science,4370,Hungary,1146377,2888402,17114379,14710457,1432596,2064146,21064473,22618335
03,Opto-Electronics,4370,Hungary,267252,370989,2630679,3005851,1755652,3794240,35067949,40888115
04,Information & Communications,4370,Hungary,20199639,19997549,166700554,151338915,78109957,87798938,681938042,651840993
05,Electronics,4370,Hungary,8440252,8426658,74574819,79249370,4497677,4385668,34928057,27881738
06,Flexible Manufacturing,4370,Hungary,1295688,508742,9236898,5210786,1850451,1720026,11985864,17668390
07,Advanced Materials,4370,Hungary,284544,150797,1295641,390462,35470,15811,621767,834660
08,Aerospace,4370,Hungary,9275273,3256239,31267570,19922044,942623,4384120,19896166,1484979
09,Weapons,4370,Hungary,3199,0,5120507,51964,0,2870,12270,145263
10,Nuclear Technology,4370,Hungary,7660,3000,1003805,120146,21085,4550,135046,100056
02,Life Science,4411,Liechtenstein,90704,117105,899989,476644,0,0,6523635,1461340
03,Opto-Electronics,4411,Liechtenstein,5000,82962,87962,9144,0,0,314168,950358
04,Information & Communications,4411,Liechtenstein,34058,23302,787952,1090264,10501,2496,70517,51752
05,Electronics,4411,Liechtenstein,0,0,28195,0,2972,0,43373,56194
06,Flexible Manufacturing,4411,Liechtenstein,0,0,1137895,6581,43877,42329,295248,3634698
07,Advanced Materials,4411,Liechtenstein,0,0,0,37951,0,0,75529,26619
08,Aerospace,4411,Liechtenstein,28367,0,199331,119135,0,0,0,0
01,Biotechnology,4419,Switzerland,1781230,3305329,30939092,54426863,14046416,27193602,149989769,157738739
02,Life Science,4419,Switzerland,35806045,38029187,276343157,224385378,72757026,132441196,1038957714,1231760991
03,Opto-Electronics,4419,Switzerland,2994827,2593695,33192862,30511760,9167609,5992417,72325464,95610688
04,Information & Communications,4419,Switzerland,17458449,16150715,172857420,234099919,5589225,6068579,56685896,62593248
05,Electronics,4419,Switzerland,13540386,5650100,92657610,45107097,6672454,10756225,78930409,90266571
06,Flexible Manufacturing,4419,Switzerland,5057287,7803300,47971866,32677626,14159133,13383369,152056999,151260127
07,Advanced Materials,4419,Switzerland,113137,388537,3610459,3623318,115043,232352,3289331,2171562
08,Aerospace,4419,Switzerland,34340698,35991342,404079589,405742532,18614867,13895764,175852333,186278642
09,Weapons,4419,Switzerland,178656,160999,3193875,623088,48486,20674,1571310,1726971
10,Nuclear Technology,4419,Switzerland,59356,184904,1553266,1600230,88451,2402,114336,23507
01,Biotechnology,4470,Estonia,7629,10526,77811,59938,4598,2717,41331,18205
02,Life Science,4470,Estonia,259153,499253,4568871,6688246,468220,406810,3826358,3042623
03,Opto-Electronics,4470,Estonia,16776,45750,434296,299126,0,0,49233,7500
04,Information & Communications,4470,Estonia,2879393,294840,9931840,3781223,785291,803715,11891937,8660355
05,Electronics,4470,Estonia,661452,461635,4134780,4219617,10080,4200,35475,9314
06,Flexible Manufacturing,4470,Estonia,266926,158067,1675297,1076655,11804,8518,26874,10000
07,Advanced Materials,4470,Estonia,8500,8500,46376,230215,0,0,11854,14876
08,Aerospace,4470,Estonia,69345,63384,12170105,1223780,0,0,13266,2800
09,Weapons,4470,Estonia,7213,3949,77516,98410,0,0,0,0
10,Nuclear Technology,4470,Estonia,0,0,9890,0,0,0,0,0
01,Biotechnology,4490,Latvia,0,0,0,0,0,43477,440821,295735
02,Life Science,4490,Latvia,560830,749982,5291933,6554952,0,0,2265020,0
03,Opto-Electronics,4490,Latvia,7843,31554,263139,345096,0,5034,699465,349516
04,Information & Communications,4490,Latvia,1126173,2057580,8893713,4858179,506926,718154,3633665,1871778
05,Electronics,4490,Latvia,26835,71860,740003,1542848,6700,4920,48070,46288
06,Flexible Manufacturing,4490,Latvia,47643,18100,322152,270872,0,0,2940,16940
07,Advanced Materials,4490,Latvia,9699,0,450038,833866,276141,123023,1813838,919589
08,Aerospace,4490,Latvia,34430,23032,2110769,1835111,32162,0,32162,0
09,Weapons,4490,Latvia,14831,2750,116295,63503,0,0,0,0
10,Nuclear Technology,4490,Latvia,0,0,26799,26362,0,0,36105,54239
01,Biotechnology,4510,Lithuania,0,5942,229190,256680,0,0,4901,0
02,Life Science,4510,Lithuania,1438539,434099,6377700,3180114,15295,30634,388742,1331668
03,Opto-Electronics,4510,Lithuania,3117,62720,205848,967781,27145,0,349537,291402
04,Information & Communications,4510,Lithuania,819144,928055,10360902,9538522,102761,0,622786,855883
05,Electronics,4510,Lithuania,57746,86116,618201,535616,19387,41338,199873,183325
06,Flexible Manufacturing,4510,Lithuania,124990,116171,1433560,1235137,17062,25015,196894,0
07,Advanced Materials,4510,Lithuania,103257,0,196145,59243,0,0,4419,22588
08,Aerospace,4510,Lithuania,566739,3702376,10341756,6037454,0,0,128519,60581
09,Weapons,4510,Lithuania,81424,0,95799,6357,0,57705,57705,5496
10,Nuclear Technology,4510,Lithuania,500000,54369,2623572,577418,0,0,0,19474
01,Biotechnology,4550,Poland,143229,286924,2175637,1661075,0,6882,26618,103527
02,Life Science,4550,Poland,4952682,4029590,40127017,31657523,2346188,1148613,13933758,7093532
03,Opto-Electronics,4550,Poland,679601,970265,8759061,5685602,67774,112259,917561,654166
04,Information & Communications,4550,Poland,9588353,13530147,100672181,99379078,2105395,1466350,11757620,11621334
05,Electronics,4550,Poland,2392867,1654875,23435760,21328097,3812528,3035397,34520138,22101646
06,Flexible Manufacturing,4550,Poland,1069399,1001419,9709774,9615636,312266,460337,2663916,2089370
07,Advanced Materials,4550,Poland,1849543,2243747,14948486,3901653,143553,244298,943916,950084
08,Aerospace,4550,Poland,15106113,179317595,765903328,112995030,13700794,11049897,160104237,200380152
09,Weapons,4550,Poland,30422811,1520434,41265108,12706525,427941,159595,741582,31015
10,Nuclear Technology,4550,Poland,66662,38716,362253,916720,0,3075,5283,0
01,Biotechnology,4621,Russia,1868439,1976679,10697602,10340627,0,0,9750,15405
02,Life Science,4621,Russia,12609630,12844654,85589574,51997289,2162047,3226751,26533048,25463220
03,Opto-Electronics,4621,Russia,2062434,654180,7475673,7525666,425723,369204,3202431,1560198
04,Information & Communications,4621,Russia,36372162,40284771,234760533,168917354,381726,243665,2715370,2365312
05,Electronics,4621,Russia,2198091,3040605,28816711,24324551,221993,215562,2336153,3189076
06,Flexible Manufacturing,4621,Russia,5151299,1652951,28225100,26580883,0,1101316,1406043,314195
07,Advanced Materials,4621,Russia,1549622,2176702,18423905,12155069,294741,329984,4431537,2159157
08,Aerospace,4621,Russia,15161408,63749841,112574963,65086634,9426108,11369801,58972123,43285212
09,Weapons,4621,Russia,18089,0,417288,157004,848705,428334,6831330,8571167
10,Nuclear Technology,4621,Russia,919488,2854893,15048820,5509204,40461733,138311001,646304882,605135742
01,Biotechnology,4622,Belarus,261758,0,1469556,736073,0,0,0,0
02,Life Science,4622,Belarus,157098,135243,2385083,2631611,67186,85650,610123,236210
03,Opto-Electronics,4622,Belarus,39000,43886,198961,82701,117426,115376,800336,592365
04,Information & Communications,4622,Belarus,251629,345249,1952666,1086230,0,0,12038,68497
05,Electronics,4622,Belarus,39630,18224,460902,110337,3000,0,13200,8500
06,Flexible Manufacturing,4622,Belarus,92453,0,289560,401736,0,0,32900,2206
07,Advanced Materials,4622,Belarus,65531,29337,624318,88460,200024,152952,1247284,805366
08,Aerospace,4622,Belarus,7025,15730,55136,96208,0,0,4358,0
09,Weapons,4622,Belarus,0,16983,86159,43381,65716,180211,986979,854963
10,Nuclear Technology,4622,Belarus,0,0,54009,140333,95139,41520,575346,1058447
01,Biotechnology,4623,Ukraine,761943,68050,1828538,3567867,0,0,0,4723
02,Life Science,4623,Ukraine,1456122,1753465,9277078,6376304,7510,0,125234,235809
03,Opto-Electronics,4623,Ukraine,61900,109622,685045,543505,0,0,121488,146780
04,Information & Communications,4623,Ukraine,6251752,829086,19960792,12563063,93180,302240,1006166,784597
05,Electronics,4623,Ukraine,81551,317401,2361101,1361860,0,0,388936,361631
06,Flexible Manufacturing,4623,Ukraine,69498,35476,1531191,1321761,5000,10000,132976,374036
07,Advanced Materials,4623,Ukraine,94689,566104,1781327,63820,8550,0,538394,931354
08,Aerospace,4623,Ukraine,1240035,3281175,9605666,14401475,645839,59741023,61578813,62006549
09,Weapons,4623,Ukraine,50443,0,355253,288735,197973,34820,1186398,1366630
10,Nuclear Technology,4623,Ukraine,25973,0,376774,589880,7747,0,7747,5963
02,Life Science,4631,Armenia,2038190,935942,3251085,491468,0,24466,24466,17293
03,Opto-Electronics,4631,Armenia,0,0,152227,0,0,0,2640,0
04,Information & Communications,4631,Armenia,510120,185665,3260663,1333207,0,0,27699,3900
05,Electronics,4631,Armenia,104044,42334,418341,364648,0,0,0,0
06,Flexible Manufacturing,4631,Armenia,0,0,42527,30872,0,0,0,0
08,Aerospace,4631,Armenia,19345,0,60087,17146,0,0,0,0
10,Nuclear Technology,4631,Armenia,0,0,12814,129089,0,0,0,0
01,Biotechnology,4632,Azerbaijan,0,6663,6663,0,0,0,0,0
02,Life Science,4632,Azerbaijan,1220453,164441,2534360,16185212,0,0,0,0
03,Opto-Electronics,4632,Azerbaijan,0,0,80289,332076,0,0,0,0
04,Information & Communications,4632,Azerbaijan,371385,543684,4287280,1555992,15792,0,20512,14031
05,Electronics,4632,Azerbaijan,5073,0,312873,354937,0,0,0,0
06,Flexible Manufacturing,4632,Azerbaijan,17895,3890,607201,190962,0,0,0,3176
07,Advanced Materials,4632,Azerbaijan,0,0,0,246950,0,0,0,0
08,Aerospace,4632,Azerbaijan,16368,11811,307649,674999,0,0,0,63143
10,Nuclear Technology,4632,Azerbaijan,62626,55660,441668,1110123,0,0,0,0
01,Biotechnology,4633,Georgia,61742,0,1006387,73871,0,0,0,0
02,Life Science,4633,Georgia,1603062,143145,5909448,713064,1742722,3847,6054633,7667647
03,Opto-Electronics,4633,Georgia,0,130598,280918,155008,0,0,0,4115
04,Information & Communications,4633,Georgia,733879,342052,12287506,4102037,9383,0,143003,108926
05,Electronics,4633,Georgia,87117,31911,690516,697540,2495,8872,19167,71789
06,Flexible Manufacturing,4633,Georgia,15800,0,248138,164664,0,0,0,0
07,Advanced Materials,4633,Georgia,25000,3800,33055,7763,0,0,0,0
08,Aerospace,4633,Georgia,45814,690750,4549771,3864718,636471,166892,2086636,471822
09,Weapons,4633,Georgia,20000,0,24790,505983,0,0,0,6000
10,Nuclear Technology,4633,Georgia,0,70000,1266279,65949,0,0,0,0
01,Biotechnology,4634,Kazakhstan,31794,13770,115249,963958,0,0,0,0
02,Life Science,4634,Kazakhstan,84931,1323110,13684810,8877980,0,0,25679,13557
03,Opto-Electronics,4634,Kazakhstan,14698,0,242779,120219,0,0,0,0
04,Information & Communications,4634,Kazakhstan,887764,3698737,24595723,44486653,0,0,3750,51413
05,Electronics,4634,Kazakhstan,282337,122569,892855,1570146,0,0,15681,10172
06,Flexible Manufacturing,4634,Kazakhstan,341687,759697,4393204,326420,0,0,0,0
07,Advanced Materials,4634,Kazakhstan,5351,0,41351,31146,0,0,0,0
08,Aerospace,4634,Kazakhstan,750195,385283,10328198,2993224,0,0,0,0
09,Weapons,4634,Kazakhstan,0,3996,17618,27703,0,0,0,0
10,Nuclear Technology,4634,Kazakhstan,0,0,296776,7287076,76508195,0,76508195,0
02,Life Science,4635,Kyrgyzstan,3243,91661,449289,82075,0,0,0,0
03,Opto-Electronics,4635,Kyrgyzstan,0,0,0,3760,0,0,0,2400
04,Information & Communications,4635,Kyrgyzstan,13225,0,2222898,6828342,0,0,0,3951
05,Electronics,4635,Kyrgyzstan,0,0,36100,157094,0,0,0,502739
06,Flexible Manufacturing,4635,Kyrgyzstan,0,0,7386,88229,0,0,0,0
07,Advanced Materials,4635,Kyrgyzstan,0,0,0,0,0,0,361728,0
08,Aerospace,4635,Kyrgyzstan,3719,232800,236519,71105,0,0,0,0
09,Weapons,4635,Kyrgyzstan,0,0,0,17530,0,0,0,0
10,Nuclear Technology,4635,Kyrgyzstan,0,0,71018,139010,0,0,0,0
02,Life Science,4641,Moldova,10563,66052,279258,322910,0,0,0,0
03,Opto-Electronics,4641,Moldova,0,0,0,9000,0,0,0,0
04,Information & Communications,4641,Moldova,78631,99989,1877166,1428657,0,0,11700,263225
05,Electronics,4641,Moldova,16744,5706,138224,348145,0,0,2200,0
06,Flexible Manufacturing,4641,Moldova,13900,3262,303075,119327,0,0,0,0
08,Aerospace,4641,Moldova,5600,4500,245416,151019,0,0,0,0
09,Weapons,4641,Moldova,0,0,0,18816,0,0,0,0
10,Nuclear Technology,4641,Moldova,0,0,0,45250,0,0,0,0
01,Biotechnology,4642,Tajikistan,0,0,5172727,0,0,0,0,0
02,Life Science,4642,Tajikistan,0,0,75011,331975,0,0,0,0
03,Opto-Electronics,4642,Tajikistan,285240,0,285240,2552,0,0,0,0
04,Information & Communications,4642,Tajikistan,817294,12125,1026236,1110315,0,0,27962,18315
05,Electronics,4642,Tajikistan,0,0,0,81118,0,0,3130,14625
06,Flexible Manufacturing,4642,Tajikistan,0,0,0,369077,0,0,0,0
10,Nuclear Technology,4642,Tajikistan,0,0,5970,0,0,0,0,0
02,Life Science,4643,Turkmenistan,244861,20400,387758,1259354,0,0,0,0
04,Information & Communications,4643,Turkmenistan,0,0,137622,230833,0,0,0,0
05,Electronics,4643,Turkmenistan,0,0,3095,102960,0,0,21368,0
06,Flexible Manufacturing,4643,Turkmenistan,21744,0,152064,11996,0,0,0,50000
08,Aerospace,4643,Turkmenistan,111928,72327,149709435,54088107,0,0,0,0
10,Nuclear Technology,4643,Turkmenistan,0,0,122935,102197,0,0,0,0
01,Biotechnology,4644,Uzbekistan,0,3120,22481,7193800,0,0,0,0
02,Life Science,4644,Uzbekistan,10000,397954,1529695,489831,64743,65093,710246,973905
03,Opto-Electronics,4644,Uzbekistan,0,0,69575,9938,0,0,0,0
04,Information & Communications,4644,Uzbekistan,92685,46522,766099,1275547,0,0,0,5950
05,Electronics,4644,Uzbekistan,5247,0,5247,70629,0,0,0,0
06,Flexible Manufacturing,4644,Uzbekistan,0,0,1950073,45963,0,0,0,0
08,Aerospace,4644,Uzbekistan,18923,30418,22326533,43249,0,0,0,111651
10,Nuclear Technology,4644,Uzbekistan,0,0,52730,66123,0,0,0,0
01,Biotechnology,4700,Spain,15832466,4233761,98890452,50821524,5902042,11787740,172663688,161884456
02,Life Science,4700,Spain,21278333,20409636,258900165,223058111,20040024,15491522,162577545,107749286
03,Opto-Electronics,4700,Spain,9863933,5860536,46705529,32392379,1960150,152231,12674380,1673643
04,Information & Communications,4700,Spain,26434668,21964565,231939921,210495453,2888705,3250651,46775029,33215346
05,Electronics,4700,Spain,6936560,8529539,65543488,72179479,710144,251999,5776730,9024766
06,Flexible Manufacturing,4700,Spain,3008392,3796377,25955109,25427749,1596035,5718274,32618045,20171325
07,Advanced Materials,4700,Spain,2619329,5769651,25698353,3194908,126365,115463,1581633,310972
08,Aerospace,4700,Spain,79553395,96221791,631347121,460228410,8867160,22338725,96128151,103886123
09,Weapons,4700,Spain,197732,388901,16115903,13253657,641263,1227380,11163455,8241899
10,Nuclear Technology,4700,Spain,2749747,1243359,13965332,11001914,3750,2616478,2620228,9278138
01,Biotechnology,4710,Portugal,25157,10109,157075,743066,1569992,0,2108156,1628167
02,Life Science,4710,Portugal,1996229,7341675,27008181,25517523,671152,261976,9786434,2240520
03,Opto-Electronics,4710,Portugal,2750758,409038,6287779,8115465,119667,521618,1883640,1700862
04,Information & Communications,4710,Portugal,3822671,3532241,39271358,39857956,4977520,2384201,67699588,359878681
05,Electronics,4710,Portugal,81667573,69850662,664712735,112185103,18379090,13956406,261932008,182522449
06,Flexible Manufacturing,4710,Portugal,2063360,247381,14834487,2377589,3278,0,372878,2797689
07,Advanced Materials,4710,Portugal,2622,0,74329,208479,0,0,0,2113
08,Aerospace,4710,Portugal,50655976,26694402,404007468,450058665,400628,306471,3868515,4068308
09,Weapons,4710,Portugal,25944,102651,423176,1030206,0,0,15362,8141
10,Nuclear Technology,4710,Portugal,31712,0,109639,91095,0,0,0,0
02,Life Science,4720,Gibraltar,4065,0,4065,8140,0,0,0,0
04,Information & Communications,4720,Gibraltar,56282,30367,508701,1593238,0,0,2124,2200
05,Electronics,4720,Gibraltar,0,0,102409,0,0,0,0,0
06,Flexible Manufacturing,4720,Gibraltar,0,0,10392,34690,0,0,0,0
07,Advanced Materials,4720,Gibraltar,0,0,0,0,0,0,0,7488
08,Aerospace,4720,Gibraltar,0,0,0,6130,0,0,0,0
01,Biotechnology,4730,Malta,7200,0,7200,2905,0,0,0,0
02,Life Science,4730,Malta,70884,648565,3144767,1003286,111463,12144,3433851,2203539
03,Opto-Electronics,4730,Malta,0,0,80032,231252,0,6285,21285,49800
04,Information & Communications,4730,Malta,346519,154499,6252505,4593557,1815425,2243088,18251539,18667920
05,Electronics,4730,Malta,2577785,6516039,39633269,52317198,13682329,14709417,128560987,134006282
06,Flexible Manufacturing,4730,Malta,423863,0,1793683,26477785,0,0,2500,2420
08,Aerospace,4730,Malta,542816,388138,5636972,7855372,0,0,3600,0
09,Weapons,4730,Malta,7156,3231,23588,6755,0,0,0,0
10,Nuclear Technology,4730,Malta,0,0,18945,0,0,0,0,0
04,Information & Communications,4751,San Marino,37600,0,183392,49825,0,0,0,0
05,Electronics,4751,San Marino,0,0,5000,0,0,0,0,0
06,Flexible Manufacturing,4751,San Marino,0,0,0,0,0,0,2782,0
08,Aerospace,4751,San Marino,0,0,0,3500,0,0,0,0
02,Life Science,4752,Vatican City,0,0,28284,3600,0,0,0,0
04,Information & Communications,4752,Vatican City,0,0,15000,29348,0,0,0,0
05,Electronics,4752,Vatican City,0,0,10440,0,0,0,0,0
01,Biotechnology,4759,Italy,3922622,1920039,28326730,25277020,17039714,20329818,189999284,155307586
02,Life Science,4759,Italy,38975254,30391073,381610068,366786318,24516186,26065361,285470392,275164325
03,Opto-Electronics,4759,Italy,9765145,4284895,56528195,58786289,2134744,2396522,23639331,31306469
04,Information & Communications,4759,Italy,51301555,37633063,419934231,380289899,22254218,20432921,189290001,205013448
05,Electronics,4759,Italy,22382911,17312456,223867741,293910323,13211149,16874535,200568261,259873588
06,Flexible Manufacturing,4759,Italy,10468857,5850249,86014362,92804032,11376131,15374630,146017012,157306306
07,Advanced Materials,4759,Italy,2648821,3852179,27733468,22216797,1015690,2389859,17043245,22961826
08,Aerospace,4759,Italy,59530932,68038621,689239082,785975255,87433347,61003456,646131592,497237816
09,Weapons,4759,Italy,592925,1170675,8704098,7468742,23168,707807,5828201,3442625
10,Nuclear Technology,4759,Italy,405597,378351,3884117,2678674,15372,18608,59848465,559224
01,Biotechnology,4791,Croatia,0,11280,11280,0,0,0,0,234587
02,Life Science,4791,Croatia,664921,1795093,5966867,3124880,0,4615,5530921,432444
03,Opto-Electronics,4791,Croatia,12685,0,284908,200859,0,0,2888,16028
04,Information & Communications,4791,Croatia,2777676,1043800,11544317,11460322,0,8368,219410,62327
05,Electronics,4791,Croatia,38320,218885,799857,534462,20112,0,42177,2525
06,Flexible Manufacturing,4791,Croatia,81798,18716,826307,635722,17741,11463,519592,1420499
07,Advanced Materials,4791,Croatia,8660,7878,43216,11184,0,0,0,0
08,Aerospace,4791,Croatia,559045,25043,4050322,762303,0,0,0,0
09,Weapons,4791,Croatia,84861,0,158439,44641,0,0,0,0
10,Nuclear Technology,4791,Croatia,9500,25340,478960,216776,79554,343315,1619785,1963591
01,Biotechnology,4792,Slovenia,12361,6197,62695,719114,0,0,0,0
02,Life Science,4792,Slovenia,618750,317204,6156058,4493165,316090,1220099,8220440,10165871
03,Opto-Electronics,4792,Slovenia,0,79799,515983,336254,2608,0,87879,109222
04,Information & Communications,4792,Slovenia,2587522,2128733,19215449,17831493,202202,90729,1224276,769672
05,Electronics,4792,Slovenia,818347,196569,2578715,2557315,0,77137,1774786,470416
06,Flexible Manufacturing,4792,Slovenia,673981,81775,1780390,935000,29490,87937,1244804,505535
07,Advanced Materials,4792,Slovenia,7050,0,70295,85444,0,0,0,0
08,Aerospace,4792,Slovenia,416188,247279,11200711,2075842,39026,55999,342299,2058612
09,Weapons,4792,Slovenia,0,67498,240198,50945,0,0,0,0
10,Nuclear Technology,4792,Slovenia,199165,7430477,8806288,8315123,0,0,0,0
02,Life Science,4793,Bosnia-Hercegovina,54142,56117,850685,765619,0,0,546811,0
03,Opto-Electronics,4793,Bosnia-Hercegovina,0,4807,4807,25616,0,0,18190,0
04,Information & Communications,4793,Bosnia-Hercegovina,60616,306229,1638655,1612446,0,0,3600,116272
05,Electronics,4793,Bosnia-Hercegovina,8785,24010,126234,303852,0,0,0,26815
06,Flexible Manufacturing,4793,Bosnia-Hercegovina,468678,0,468678,167585,213103,0,213103,2103
07,Advanced Materials,4793,Bosnia-Hercegovina,0,0,9928,0,0,0,0,0
08,Aerospace,4793,Bosnia-Hercegovina,0,34785,178500,494615,0,0,0,143727
09,Weapons,4793,Bosnia-Hercegovina,0,0,0,12750,0,0,211667,224436
10,Nuclear Technology,4793,Bosnia-Hercegovina,0,0,291283,60585,0,0,0,0
01,Biotechnology,4794,Macedonia (Skopje),0,0,0,16119,0,0,0,0
02,Life Science,4794,Macedonia (Skopje),41680,9510,492049,284220,0,0,0,0
03,Opto-Electronics,4794,Macedonia (Skopje),0,0,43624,157394,0,0,3285,0
04,Information & Communications,4794,Macedonia (Skopje),89175,117540,2345169,1899853,0,0,0,0
05,Electronics,4794,Macedonia (Skopje),72164,45575,205715,83468,0,0,97200,5376
06,Flexible Manufacturing,4794,Macedonia (Skopje),0,0,10825,19057,0,0,0,0
08,Aerospace,4794,Macedonia (Skopje),98204,389391,628571,258632,0,0,0,0
09,Weapons,4794,Macedonia (Skopje),0,0,0,1600000,0,0,0,0
10,Nuclear Technology,4794,Macedonia (Skopje),0,0,36285,207442,0,0,0,0
01,Biotechnology,4802,Serbia,3033,0,40682,0,0,0,0,0
02,Life Science,4802,Serbia,2275174,408997,4274007,0,0,0,84428,0
03,Opto-Electronics,4802,Serbia,0,19135,140503,0,0,2720,12050,0
04,Information & Communications,4802,Serbia,1229839,554622,6664468,0,19921,45244,127718,0
05,Electronics,4802,Serbia,30666,17164,738452,0,0,0,0,0
06,Flexible Manufacturing,4802,Serbia,127483,49009,550191,0,0,0,11153,0
07,Advanced Materials,4802,Serbia,0,0,6503,0,0,0,0,0
08,Aerospace,4802,Serbia,370403,813304,9168431,0,56984,25607,591365,0
09,Weapons,4802,Serbia,27956,0,53856,0,0,569171,2537174,0
10,Nuclear Technology,4802,Serbia,127578,0,214343,0,0,0,0,0
02,Life Science,4804,Montenegro,0,0,1102020,0,0,0,31927,0
04,Information & Communications,4804,Montenegro,167028,17686,356958,0,0,0,6000,0
05,Electronics,4804,Montenegro,18167,0,18167,0,0,0,0,0
06,Flexible Manufacturing,4804,Montenegro,0,8492,8492,0,0,0,0,0
08,Aerospace,4804,Montenegro,2779,24146,248778,0,0,0,0,0
09,Weapons,4804,Montenegro,0,0,0,0,0,0,182357,0
01,Biotechnology,4810,Albania,0,0,32196,51784,0,0,0,0
02,Life Science,4810,Albania,155452,67063,594091,1983901,0,0,0,0
03,Opto-Electronics,4810,Albania,0,27790,37954,19020,0,0,0,0
04,Information & Communications,4810,Albania,149512,129060,2856730,1889778,0,0,0,12542
05,Electronics,4810,Albania,2565,6712,52567,72917,0,0,25447,7574
06,Flexible Manufacturing,4810,Albania,6193,0,44759,81661,0,0,0,0
08,Aerospace,4810,Albania,0,72950,280853,23600,0,0,35037,55820
09,Weapons,4810,Albania,0,240528,240528,0,0,0,5500,0
10,Nuclear Technology,4810,Albania,0,0,0,31869,0,0,0,0
01,Biotechnology,4840,Greece,101227,44069,1254439,1276017,0,0,0,11875
02,Life Science,4840,Greece,4901205,6789123,58072531,41196392,151479,703228,1289444,48334
03,Opto-Electronics,4840,Greece,104462,108783,2432180,7573497,111362,27656,600752,167635
04,Information & Communications,4840,Greece,4135793,4406561,105405694,70795334,1243234,1198759,8596030,6956731
05,Electronics,4840,Greece,1204227,356438,11377171,9030509,0,8202,110079,535463
06,Flexible Manufacturing,4840,Greece,186280,75663,3899000,3860320,44191,2267,756096,284554
07,Advanced Materials,4840,Greece,57400,7709,322339,193570,0,0,2705,2760
08,Aerospace,4840,Greece,26100942,24062661,628532522,196857938,1316055,1084322,13075901,11662320
09,Weapons,4840,Greece,49999,49027,2377488,81655518,0,181999,1721838,427136
10,Nuclear Technology,4840,Greece,23124,12058,177350,97899,0,0,0,0
01,Biotechnology,4850,Romania,30633,13035,60777,122682,0,0,0,0
02,Life Science,4850,Romania,2032259,1214165,10742331,9495275,474631,387039,2328522,57816
03,Opto-Electronics,4850,Romania,113866,89350,814024,862457,153603,94621,771241,65315
04,Information & Communications,4850,Romania,17671630,6038994,72370471,41612599,3630547,2922101,28825862,16681102
05,Electronics,4850,Romania,631532,384871,5643137,4644311,79997,83759,537700,309678
06,Flexible Manufacturing,4850,Romania,550460,650352,5735533,6796956,138597,235534,2165045,2015160
07,Advanced Materials,4850,Romania,0,33060,70537,55397,0,0,39814,2032
08,Aerospace,4850,Romania,1855692,9299007,32021473,22471963,3494852,4288079,32092004,22456320
09,Weapons,4850,Romania,0,0,30546,22239,0,0,44500,0
10,Nuclear Technology,4850,Romania,0,50356,592839,828686,0,0,0,0
01,Biotechnology,4870,Bulgaria,0,200199,989364,532575,0,0,4000,0
02,Life Science,4870,Bulgaria,458139,519523,4966172,3786706,16860,91770,526263,671405
03,Opto-Electronics,4870,Bulgaria,12600,20760,325982,221692,32491,12615,234695,28669
04,Information & Communications,4870,Bulgaria,2038091,1264023,16721403,23193485,222127,241346,1782452,677465
05,Electronics,4870,Bulgaria,358584,639545,3932071,3639775,342001,153995,1775205,3487968
06,Flexible Manufacturing,4870,Bulgaria,296592,91664,1778874,1093000,163029,104525,1400847,816867
07,Advanced Materials,4870,Bulgaria,0,0,0,6489,14525,15501,37083,0
08,Aerospace,4870,Bulgaria,246559,1291845,4429825,23402919,0,0,25514,538716
09,Weapons,4870,Bulgaria,2551,28152,33698,15780,0,0,88018,5225
10,Nuclear Technology,4870,Bulgaria,19663,2855,47656,247342,0,0,0,0
01,Biotechnology,4890,Turkey,1731067,1957527,14688931,10353117,0,0,0,0
02,Life Science,4890,Turkey,11645235,13704985,115310186,109204988,160172,144291,1091000,870268
03,Opto-Electronics,4890,Turkey,1083843,766687,16509336,5299665,15877,2250,299955,195877
