Dataset:              Benthic Species Abundance Data
File Name:            va90_3_2.txt
Date Created:         03/10/96
# Variables:          7
# Header Records:     17
# Data Records:       3515
Missing Value Symbol: .

Variables:    STA_NAME     Station name
              DATE         Sample collection date (YYMMDD)
              LATIN NAME   Scientific (Latin) name
              #GRABS       Number of grabs
              T_ABN        Total abundance (#)
              M_ABN        Mean abundance (#)
              SDABN        Std. dev. of mean abundance

STA_NAME   DATE LATIN NAME                       #GRABS  T_ABN    M_ABN  SDABN
VA90-073 900804 PINNIXA SPP.                          3      6     2.00   2.65
VA90-073 900804 POLYCIRRUS SPP.                       3      2     0.67   0.58
VA90-073 900804 POLYNOIDAE                            3      1     0.33   0.58
VA90-073 900804 PRIONOSPIO STEENSTRUPI                3     62    20.67  14.36
VA90-073 900804 SABELLIDAE                            3      8     2.67   3.79
VA90-073 900804 SCALIBREGMA INFLATUM                  3      2     0.67   1.15
VA90-073 900804 SCALIBREGMATIDAE                      3      1     0.33   0.58
VA90-073 900804 SPIO FILICORNIS                       3      2     0.67   0.58
VA90-073 900804 STREBLOSPIO BENEDICTI                 3      1     0.33   0.58
VA90-073 900804 TELLINIDAE                            3      1     0.33   0.58
VA90-073 900804 TEREBELLIDAE                          3      2     0.67   0.58
VA90-073 900804 TEREBELLIDES STROEMI                  3      6     2.00   3.46
VA90-073 900804 THARYX SP. A MORRIS                   3      1     0.33   0.58
VA90-073 900804 UNCIOLA                               3     24     8.00   8.00
VA90-073 900804 UNCIOLA IRRORATA                      3     17     5.67   5.69
VA90-074 900803 AEGININA LONGICORNIS                  3     16     5.33   3.06
VA90-074 900803 AGLAOPHAMUS VERRILLI                  3      6     2.00   1.73
VA90-074 900803 AMPELISCA AGASSIZI                    3   4837  1612.33 1460.0
VA90-074 900803 AMPELISCA SPP.                        3   6111  2037.00 1121.9
VA90-074 900803 AMPELISCA VADORUM                     3     32    10.67   8.74
VA90-074 900803 AMPHARETE ARCTICA                     3      3     1.00   1.00
VA90-074 900803 AMPHARETIDAE                          3      4     1.33   2.31
VA90-074 900803 ANACHIS LAFRESNAYI                    3      1     0.33   0.58
VA90-074 900803 ANTHURIDAE                            3      8     2.67   4.62
VA90-074 900803 ARICIDEA CATHERINAE                   3      3     1.00   1.00
VA90-074 900803 ASABELLIDES OCULATA                   3      5     1.67   1.53
VA90-074 900803 ASTARTE UNDATA                        3     13     4.33   3.51
VA90-074 900803 ASTERIAS                              3      5     1.67   0.58
VA90-074 900803 ASTYRIS LUNATA                        3      2     0.67   1.15
VA90-074 900803 ASYCHIS ELONGATA                      3      9     3.00   1.73
VA90-074 900803 BOSTRICHOBRANCHUS PILULARIS           3      2     0.67   0.58
VA90-074 900803 BYBLIS SERRATA                        3     31    10.33   5.13
VA90-074 900803 CANCER                                3      6     2.00   1.73
VA90-074 900803 CAPRELLIDAE                           3    257    85.67 107.77
VA90-074 900803 CERASTODERMA PINNULATUM               3      7     2.33   2.31
VA90-074 900803 CHONE INFUNDIBULIFORMIS               3     29     9.67   4.73
VA90-074 900803 CIRRATULIDAE                          3     28     9.33   5.86
VA90-074 900803 CIRROPHORUS SP. A MORRIS              3      7     2.33   0.58
VA90-074 900803 CLYMENELLA TORQUATA                   3     24     8.00   6.00
VA90-074 900803 COROPHIUM CRASSICORNE                 3     41    13.67   6.66
VA90-074 900803 COROPHIUM SPP.                        3      1     0.33   0.58
VA90-074 900803 CRANGON SEPTEMSPINOSA                 3      4     1.33   1.53
VA90-074 900803 CRENELLA GLANDULA                     3      6     2.00   1.73
VA90-074 900803 DIASTYLIS QUADRISPINOSA               3      3     1.00   0.00
VA90-074 900803 EDOTEA TRILOBA                        3      2     0.67   0.58
VA90-074 900803 ENSIS DIRECTUS                        3      1     0.33   0.58
VA90-074 900803 ERICTHONIUS FASCIATUS                 3      5     1.67   1.53
VA90-074 900803 ERICTHONIUS SPP.                      3      3     1.00   1.73
VA90-074 900803 EUCHONE ELEGANS                       3     12     4.00   5.20
VA90-074 900803 EUCHONE INCOLOR                       3      3     1.00   1.73
VA90-074 900803 EUDORELLA                             3     24     8.00   3.61
VA90-074 900803 EUDORELLA PUSILLA                     3      5     1.67   1.15
VA90-074 900803 EXOGONE HEBES                         3     78    26.00  15.10
VA90-074 900803 EXOGONE VERUGERA                      3     70    23.33   2.31
VA90-074 900803 GASTROPODA: OTHER                     3      2     0.67   1.15
VA90-074 900803 GLYCERA AMERICANA                     3      2     0.67   1.15
VA90-074 900803 GLYCERA DIBRANCHIATA                  3      1     0.33   0.58
VA90-074 900803 GLYCERA SPP.                          3      1     0.33   0.58
VA90-074 900803 GONIADELLA GRACILIS                   3     19     6.33   8.39
VA90-074 900803 HARPINIA PROPINQUA                    3      1     0.33   0.58
VA90-074 900803 HAVELOCKIA SCABRA                     3      1     0.33   0.58
VA90-074 900803 ISCHYROCERUS ANGUIPES                 3      8     2.67   4.62
VA90-074 900803 LAONOME KROEYERI                      3      1     0.33   0.58
VA90-074 900803 LEPTOCHEIRUS PINGUIS                  3    109    36.33  10.69
VA90-074 900803 LUMBRINERIDAE                         3      4     1.33   0.58
VA90-074 900803 LUMBRINERIS HEBES                     3     69    23.00   4.58
VA90-074 900803 LYONSIA HYALINA                       3      1     0.33   0.58
VA90-074 900803 MALDANIDAE                            3    228    76.00  18.73
VA90-074 900803 MEDIOMASTUS AMBISETA                  3      6     2.00   1.00
VA90-074 900803 MONTICELLINA BAPTISTEAE-DORSOBRANCHIA 3      4     1.33   1.15
VA90-074 900803 MUSCULUS NIGER                        3      5     1.67   1.15
VA90-074 900803 MYTILIDAE                             3      1     0.33   0.58
VA90-074 900803 MYTILUS EDULIS                        3      1     0.33   0.58
VA90-074 900803 NEMERTINEA                            3      9     3.00   0.00
VA90-074 900803 NEPHTYIDAE                            3     31    10.33   2.52
VA90-074 900803 NEPHTYS                               3      1     0.33   0.58
VA90-074 900803 NEREIDIDAE                            3      1     0.33   0.58
VA90-074 900803 NINOE NIGRIPES                        3      1     0.33   0.58
VA90-074 900803 NOTOCIRRUS SPINIFERUS                 3      1     0.33   0.58
VA90-074 900803 NUCULA ANNULATA                       3     66    22.00  12.12
VA90-074 900803 OLIGOCHAETA                           3      8     2.67   1.53
VA90-074 900803 OPHELIIDAE                            3      1     0.33   0.58
VA90-074 900803 OPHELINA ACUMINATA                    3      7     2.33   2.08
VA90-074 900803 ORCHOMENELLA MINUTA                   3     75    25.00  11.27
VA90-074 900803 OWENIA FUSIFORMIS                     3      1     0.33   0.58
VA90-074 900803 PARANAITIS SPECIOSA                   3      1     0.33   0.58
VA90-074 900803 PARAONIS FULGENS                      3      2     0.67   1.15
VA90-074 900803 PAROUGIA CAECA                        3      5     1.67   1.53
VA90-074 900803 PHERUSA                               3      1     0.33   0.58
VA90-074 900803 PHERUSA AFFINIS                       3      1     0.33   0.58
VA90-074 900803 PHOLOE MINUTA                         3      6     2.00   1.00
VA90-074 900803 PHORONIS SPP.                         3      4     1.33   2.31
VA90-074 900803 PHOTIS DENTATA                        3    214    71.33   3.79
VA90-074 900803 PHOTIS SPP.                           3     18     6.00   3.61
VA90-074 900803 PHOXOCEPHALUS HOLBOLLI                3      2     0.67   0.58
VA90-074 900803 PHYLLODOCE MUCOSA                     3     59    19.67   4.16
VA90-074 900803 PINNIXA SPP.                          3     12     4.00   2.00
VA90-074 900803 PLEUROGONIUM INERME                   3      1     0.33   0.58
VA90-074 900803 POLYCIRRUS SPP.                       3      6     2.00   0.00
VA90-074 900803 POLYDORA QUADRILOBATA                 3      1     0.33   0.58
VA90-074 900803 POLYDORA SOCIALIS                     3      1     0.33   0.58
VA90-074 900803 POLYGORDIUS SPP.                      3      8     2.67   1.53
VA90-074 900803 PRIONOSPIO STEENSTRUPI                3    408   136.00  64.28
VA90-074 900803 PROCERAEA CORNUTA                     3      4     1.33   2.31
VA90-074 900803 PSEUDOPOTAMILLA RENIFORMIS            3      1     0.33   0.58
VA90-074 900803 PTILANTHURA TENUIS                    3     18     6.00   0.00
VA90-074 900803 PYRAMIDELLIDAE                        3      2     0.67   1.15
VA90-074 900803 SABELLIDAE                            3     25     8.33   1.53
VA90-074 900803 SACCOGLOSSUS KOWALEVSKII              3      1     0.33   0.58
VA90-074 900803 SCALIBREGMA INFLATUM                  3     10     3.33   2.89
VA90-074 900803 SIPUNCULA                             3      1     0.33   0.58
VA90-074 900803 SPIONIDAE                             3      1     0.33   0.58
VA90-074 900803 SPIOPHANES BOMBYX                     3      9     3.00   3.61
VA90-074 900803 SYLLIDAE                              3      1     0.33   0.58
VA90-074 900803 TEREBELLIDAE                          3      3     1.00   1.00
VA90-074 900803 TEREBELLIDES STROEMI                  3      1     0.33   0.58
VA90-074 900803 THALASSINIDEA                         3      1     0.33   0.58
VA90-074 900803 THARYX ACUTUS                         3      8     2.67   1.15
VA90-074 900803 THRACIIDAE                            3      7     2.33   1.15
VA90-074 900803 UNCIOLA                               3     44    14.67   4.73
VA90-074 900803 UNCIOLA INERMIS                       3     13     4.33   1.53
VA90-074 900803 UNCIOLA IRRORATA                      3     64    21.33   6.43
VA90-075 900803 AMPHARETE ARCTICA                     3     15     5.00   4.36
VA90-075 900803 AMPHARETIDAE                          3     21     7.00   0.00
VA90-075 900803 ANACHIS                               3      4     1.33   2.31
VA90-075 900803 ANACHIS LAFRESNAYI                    3      4     1.33   1.53
VA90-075 900803 ANOMIA SIMPLEX                        3      3     1.00   1.00
VA90-075 900803 ANOMIA SQUAMULA                       3      1     0.33   0.58
VA90-075 900803 ANTHURIDAE                            3      1     0.33   0.58
VA90-075 900803 APHELOCHAETA SP. A BLAKE              3      2     0.67   1.15
VA90-075 900803 ARABELLIDAE                           3      3     1.00   1.00
VA90-075 900803 ARBACIA PUNCTULATA                    3      1     0.33   0.58
VA90-075 900803 ARICIDEA CATHERINAE                   3     49    16.33   3.51
VA90-075 900803 ASTYRIS LUNATA                        3     14     4.67   1.53
VA90-075 900803 CARIDEA                               3      3     1.00   1.00
VA90-075 900803 CERIANTHEOPSIS AMERICANUS             3      1     0.33   0.58
VA90-075 900803 CIRRATULIDAE                          3     49    16.33  10.41
VA90-075 900803 CIRROPHORUS SP. A MORRIS              3      4     1.33   1.15
VA90-075 900803 CRENELLA                              3      3     1.00   1.73
VA90-075 900803 CRENELLA GLANDULA                     3      5     1.67   2.08
VA90-075 900803 CREPIDULA SPP.                        3      1     0.33   0.58
VA90-075 900803 CYATHURA BURBANCKI                    3      1     0.33   0.58
VA90-075 900803 DORVILLEIDAE                          3      7     2.33   2.08
VA90-075 900803 DRILONEREIS LONGA                     3      2     0.67   0.58
VA90-075 900803 EUMIDA SANGUINEA                      3      3     1.00   1.73
VA90-075 900803 EXOGONE HEBES                         3     26     8.67   2.31
VA90-075 900803 EXOGONE VERUGERA                      3      6     2.00   3.46
VA90-075 900803 GASTROPODA: OTHER                     3      1     0.33   0.58
VA90-075 900803 GLYCERA SPP.                          3      1     0.33   0.58
VA90-075 900803 HARMOTHOE EXTENUATA                   3     59    19.67   9.29
VA90-075 900803 HETEROMASTUS FILIFORMIS               3      1     0.33   0.58
VA90-075 900803 LEPIDONOTUS SQUAMATUS                 3      1     0.33   0.58
VA90-075 900803 LEPTOSYNAPTA TENUIS                   3      1     0.33   0.58
VA90-075 900803 LUMBRINERIS ACICULARUM                3      1     0.33   0.58
VA90-075 900803 LUMBRINERIS HEBES                     3      2     0.67   1.15
VA90-075 900803 MALDANIDAE                            3      3     1.00   0.00
VA90-075 900803 MEDIOMASTUS AMBISETA                  3      2     0.67   0.58
VA90-075 900803 MONTICELLINA BAPTISTEAE-DORSOBRANCHIA 3    210    70.00  14.42
VA90-075 900803 MUSCULUS NIGER                        3     19     6.33   2.52
VA90-075 900803 MYTILUS EDULIS                        3      8     2.67   1.15
VA90-075 900803 NUCULA ANNULATA                       3      5     1.67   1.53
VA90-075 900803 OLIGOCHAETA                           3    207    69.00  27.50
VA90-075 900803 OPHELIIDAE                            3      1     0.33   0.58
VA90-075 900803 OPHIUROIDEA                           3     20     6.67   5.51
VA90-075 900803 PAGURUS LONGICARPUS                   3      2     0.67   1.15
VA90-075 900803 PAROUGIA CAECA                        3      2     0.67   1.15
VA90-075 900803 PHERUSA AFFINIS                       3      1     0.33   0.58
VA90-075 900803 PHOXOCEPHALUS HOLBOLLI                3     77    25.67   6.66
VA90-075 900803 PINNIXA SPP.                          3      2     0.67   0.58
VA90-075 900803 POLYCIRRUS EXIMIUS                    3      8     2.67   4.62
VA90-075 900803 POLYCIRRUS SPP.                       3     74    24.67  13.61
VA90-075 900803 POLYDORA CAULLERYI                    3     21     7.00   2.00
VA90-075 900803 POLYGORDIUS SPP.                      3      2     0.67   0.58
VA90-075 900803 PRIONOSPIO STEENSTRUPI                3    243    81.00  26.15
VA90-075 900803 SACCOGLOSSUS KOWALEVSKII              3      1     0.33   0.58
VA90-075 900803 SIPUNCULA                             3      2     0.67   1.15
VA90-075 900803 STENOPLEUSTES GRACILIS                3      4     1.33   0.58
VA90-075 900803 SYLLIDAE                              3      1     0.33   0.58
VA90-075 900803 SYLLIDES CONVOLUTA                    3      1     0.33   0.58
VA90-075 900803 TANAISSUS PSAMMOPHILUS                3     13     4.33   1.53
VA90-075 900803 TELLINA AGILIS                        3      1     0.33   0.58
VA90-075 900803 THARYX ACUTUS                         3      2     0.67   1.15
VA90-075 900803 THARYX SP. A MORRIS                   3      6     2.00   1.73
VA90-075 900803 TYPOSYLLIS ALTERNATA                  3      1     0.33   0.58
VA90-075 900803 UNCIOLA                               3      2     0.67   0.58
VA90-075 900803 UNCIOLA IRRORATA                      3      8     2.67   2.89
VA90-076 900729 AMPELISCA SPP.                        3     78    26.00   5.29
VA90-076 900729 AMPELISCA VADORUM                     3     21     7.00   3.00
VA90-076 900729 AMPHARETE ARCTICA                     3      9     3.00   1.73
VA90-076 900729 AMPHARETIDAE                          3      2     0.67   1.15
VA90-076 900729 ANCISTROSYLLIS HARTMANAE              3      1     0.33   0.58
VA90-076 900729 ANTHOZOA                              3      3     1.00   0.00
VA90-076 900729 ARICIDEA CATHERINAE                   3     13     4.33   0.58
VA90-076 900729 ARICIDEA SPP.                         3      1     0.33   0.58
VA90-076 900729 ASCIDIACEA                            3      2     0.67   0.58
VA90-076 900729 ASTARTE                               3      5     1.67   1.53
VA90-076 900729 ASTARTE UNDATA                        3      6     2.00   1.00
VA90-076 900729 ASTYRIS LUNATA                        3     18     6.00   5.29
VA90-076 900729 BALANUS BALANOIDES                    3      1     0.33   0.58
VA90-076 900729 BIVALVIA: OTHER - UNIDENTIFIED        3      2     0.67   1.15
VA90-076 900729 BYBLIS SERRATA                        3      6     2.00   2.00
VA90-076 900729 CANCER                                3      6     2.00   1.00
VA90-076 900729 CAPRELLIDAE                           3      3     1.00   1.00
VA90-076 900729 CAULLERIELLA SP. B BLAKE              3      6     2.00   1.00
VA90-076 900729 CERIANTHEOPSIS AMERICANUS             3      1     0.33   0.58
VA90-076 900729 CIRRATULIDAE                          3      3     1.00   0.00
VA90-076 900729 CIRROPHORUS SP. A MORRIS              3      6     2.00   1.00
VA90-076 900729 CLYMENELLA TORQUATA                   3      1     0.33   0.58
VA90-076 900729 CNEMIDOCARPA MOLLIS                   3     16     5.33   0.58
VA90-076 900729 COROPHIUM CRASSICORNE                 3      2     0.67   0.58
VA90-076 900729 CRANGON SEPTEMSPINOSA                 3      1     0.33   0.58
VA90-076 900729 CRENELLA                              3      1     0.33   0.58
VA90-076 900729 CRENELLA GLANDULA                     3      3     1.00   1.00
VA90-076 900729 CREPIDULA SPP.                        3      8     2.67   3.06
VA90-076 900729 CYCLOCARDIA BOREALIS                  3      3     1.00   1.00
VA90-076 900729 DORVILLEIDAE                          3      3     1.00   1.73
VA90-076 900729 DRILONEREIS LONGA                     3      1     0.33   0.58
VA90-076 900729 ECHINOIDEA                            3     10     3.33   1.53
VA90-076 900729 ENSIS DIRECTUS                        3      2     0.67   0.58
VA90-076 900729 ERICTHONIUS SPP.                      3      1     0.33   0.58
VA90-076 900729 GAMMARUS ANNULATUS                    3      1     0.33   0.58
VA90-076 900729 GASTROPODA: OTHER                     3      6     2.00   1.00
VA90-076 900729 GLYCERA SPP.                          3      1     0.33   0.58
VA90-076 900729 GONIADELLA GRACILIS                   3      6     2.00   3.46
VA90-076 900729 GONIADIDAE                            3      1     0.33   0.58
VA90-076 900729 HARMOTHOE EXTENUATA                   3      8     2.67   2.08
VA90-076 900729 HARMOTHOE IMBRICATA                   3      1     0.33   0.58
VA90-076 900729 HETEROMYSIS FORMOSA                   3      2     0.67   1.15
VA90-076 900729 HUTCHINSONIELLA MACRACANTHA           3      2     0.67   1.15
VA90-076 900729 IDOTEIDAE                             3      3     1.00   1.00
VA90-076 900729 LEPIDONOTUS SUBLEVIS                  3      1     0.33   0.58
VA90-076 900729 LEPTOSYNAPTA TENUIS                   3      1     0.33   0.58
VA90-076 900729 LIBINIA                               3      3     1.00   1.00
VA90-076 900729 LUCONACIA INCERTA                     3      1     0.33   0.58
VA90-076 900729 LYONSIA HYALINA                       3      9     3.00   0.00
VA90-076 900729 MALDANIDAE                            3     54    18.00   7.81
VA90-076 900729 MEDIOMASTUS AMBISETA                  3      6     2.00   2.65
VA90-076 900729 MOLGULA ARENATA                       3      3     1.00   0.00
VA90-076 900729 MONTICELLINA BAPTISTEAE-DORSOBRANCHIA 3      4     1.33   1.15
VA90-076 900729 MUSCULUS NIGER                        3     98    32.67   6.66
VA90-076 900729 MYTILUS EDULIS                        3    551   183.67  31.34
VA90-076 900729 NASSARIUS TRIVITTATUS                 3      1     0.33   0.58
VA90-076 900729 NEANTHES ARENACEODENTATA              3      1     0.33   0.58
VA90-076 900729 NEMERTINEA                            3      7     2.33   1.53
VA90-076 900729 NEPHTYIDAE                            3      7     2.33   2.52
VA90-076 900729 NEPHTYS PICTA                         3     11     3.67   0.58
VA90-076 900729 NEREIDIDAE                            3      1     0.33   0.58
VA90-076 900729 NUCULA                                3      2     0.67   1.15
VA90-076 900729 NUCULA ANNULATA                       3      4     1.33   1.53
VA90-076 900729 OLIGOCHAETA                           3      8     2.67   2.08
VA90-076 900729 ORBINIIDAE                            3      1     0.33   0.58
VA90-076 900729 PANDORA                               3      2     0.67   0.58
VA90-076 900729 PARAMETOPELLA CYPRIS                  3      2     0.67   0.58
VA90-076 900729 PARAPRIONOSPIO PINNATA                3      1     0.33   0.58
VA90-076 900729 PAROUGIA CAECA                        3      1     0.33   0.58
VA90-076 900729 PHORONIS SPP.                         3      1     0.33   0.58
VA90-076 900729 PHOTIS SPP.                           3      1     0.33   0.58
VA90-076 900729 PHOXOCEPHALUS HOLBOLLI                3      2     0.67   0.58
VA90-076 900729 PHYLLODOCE ARENAE                     3      4     1.33   0.58
VA90-076 900729 PHYLLODOCE SP.                        3      1     0.33   0.58
VA90-076 900729 PITAR MORRHUANUS                      3      1     0.33   0.58
VA90-076 900729 POLINICES HEROS                       3      2     0.67   1.15
VA90-076 900729 POLITOLANA POLITA                     3      1     0.33   0.58
VA90-076 900729 POLYCIRRUS SPP.                       3      5     1.67   0.58
VA90-076 900729 POLYDORA CAULLERYI                    3      1     0.33   0.58
VA90-076 900729 POLYDORA SOCIALIS                     3      1     0.33   0.58
VA90-076 900729 POLYGORDIUS SPP.                      3      3     1.00   1.00
VA90-076 900729 PRIONOSPIO STEENSTRUPI                3     32    10.67   2.52
VA90-076 900729 PROCERAEA CORNUTA                     3      2     0.67   0.58
VA90-076 900729 PTILANTHURA TENUIS                    3      1     0.33   0.58
VA90-076 900729 RHEPOXYNIUS HUDSONI                   3      8     2.67   1.15
VA90-076 900729 SABELLARIA VULGARIS                   3      9     3.00   1.73
VA90-076 900729 SABELLIDAE                            3      1     0.33   0.58
VA90-076 900729 SCALIBREGMA INFLATUM                  3      3     1.00   1.00
VA90-076 900729 SCOLELEPIS QUADRILOBATA               3      1     0.33   0.58
VA90-076 900729 SCOLELEPIS SPP.                       3      1     0.33   0.58
VA90-076 900729 SPHAERODOROPSIS                       3      1     0.33   0.58
VA90-076 900729 SPIO FILICORNIS                       3      2     0.67   1.15
VA90-076 900729 SPIOCHAETOPTERUS COSTARUM             3      1     0.33   0.58
VA90-076 900729 SPIOPHANES BOMBYX                     3     15     5.00   3.61
VA90-076 900729 SPISULA SOLIDISSIMA                   3      2     0.67   0.58
VA90-076 900729 STENOPLEUSTES GRACILIS                3      3     1.00   1.73
VA90-076 900729 TANAISSUS PSAMMOPHILUS                3      3     1.00   1.00
VA90-076 900729 TELLINA AGILIS                        3     10     3.33   1.53
VA90-076 900729 TEREBELLIDAE                          3      1     0.33   0.58
VA90-076 900729 TURBICELLOPORA DICHOTOMA              3      2     0.67   0.58
VA90-076 900729 UNCIOLA                               3     18     6.00   1.73
VA90-076 900729 UNCIOLA IRRORATA                      3      6     2.00   1.00
VA90-077      .                                       .      .      .      .  
VA90-078 900818 AMPELISCA SPP.                        3    187    62.33  28.11
VA90-078 900818 AMPELISCA VADORUM                     3     13     4.33   3.06
VA90-078 900818 AMPELISCA VERRILLI                    3    271    90.33  26.39
VA90-078 900818 AMPHARETE ARCTICA                     3    109    36.33  15.82
VA90-078 900818 AMPHARETIDAE                          3      4     1.33   1.53
VA90-078 900818 ANADARA TRANSVERSA                    3      1     0.33   0.58
VA90-078 900818 ANCISTROSYLLIS HARTMANAE              3      2     0.67   0.58
VA90-078 900818 ANTHOZOA                              3      1     0.33   0.58
VA90-078 900818 ARABELLIDAE                           3      2     0.67   0.58
VA90-078 900818 ASTYRIS LUNATA                        3      1     0.33   0.58
VA90-078 900818 ASYCHIS ELONGATA                      3      1     0.33   0.58
VA90-078 900818 CABIRA INCERTA                        3      8     2.67   3.06
VA90-078 900818 CAPRELLIDAE                           3      1     0.33   0.58
VA90-078 900818 CERIANTHEOPSIS AMERICANUS             3      1     0.33   0.58
VA90-078 900818 CHAETOPTERUS VARIOPEDATUS             3      1     0.33   0.58
VA90-078 900818 CIRRATULIDAE                          3      1     0.33   0.58
VA90-078 900818 CLYMENELLA TORQUATA                   3     26     8.67   4.93
VA90-078 900818 COSSURA SOYERI                        3      1     0.33   0.58
VA90-078 900818 CREPIDULA SPP.                        3      6     2.00   1.00
VA90-078 900818 ENSIS DIRECTUS                        3      2     0.67   1.15
VA90-078 900818 ERICTHONIUS BRASILIENSIS              3      3     1.00   0.00
VA90-078 900818 EXOGONE VERUGERA                      3      1     0.33   0.58
VA90-078 900818 GASTROPODA: OTHER                     3      5     1.67   1.15
VA90-078 900818 GLYCERA SPP.                          3      1     0.33   0.58
VA90-078 900818 HUTCHINSONIELLA MACRACANTHA           3      3     1.00   1.73
VA90-078 900818 LEPTOCHEIRUS PINGUIS                  3      2     0.67   0.58
VA90-078 900818 LISTRIELLA SMITHI                     3      1     0.33   0.58
VA90-078 900818 LOIMIA MEDUSA                         3      1     0.33   0.58
VA90-078 900818 LUCONACIA INCERTA                     3      2     0.67   0.58
VA90-078 900818 LYONSIA HYALINA                       3      3     1.00   0.00
VA90-078 900818 MACROCLYMENE ZONALIS                  3      1     0.33   0.58
VA90-078 900818 MAJIDAE                               3      2     0.67   0.58
VA90-078 900818 MALDANIDAE                            3     58    19.33   5.51
VA90-078 900818 MEDIOMASTUS AMBISETA                  3    166    55.33  13.87
VA90-078 900818 MONTICELLINA BAPTISTEAE-DORSOBRANCHIA 3      2     0.67   0.58
VA90-078 900818 MYTILUS EDULIS                        3      1     0.33   0.58
VA90-078 900818 NASSARIUS TRIVITTATUS                 3     12     4.00   4.00
VA90-078 900818 NEMERTINEA                            3      4     1.33   0.58
VA90-078 900818 NEPHTYIDAE                            3      7     2.33   1.15
VA90-078 900818 NEPHTYS                               3      1     0.33   0.58
VA90-078 900818 NEPHTYS INCISA                        3     15     5.00   1.00
VA90-078 900818 NUCULA ANNULATA                       3      6     2.00   1.00
VA90-078 900818 OLIGOCHAETA                           3     38    12.67   8.14
VA90-078 900818 ORBINIIDAE                            3      1     0.33   0.58
VA90-078 900818 OWENIA FUSIFORMIS                     3     80    26.67  24.03
VA90-078 900818 PAGURUS LONGICARPUS                   3      3     1.00   1.00
VA90-078 900818 PARAMETOPELLA CYPRIS                  3      7     2.33   1.15
VA90-078 900818 PARANAITIS SPECIOSA                   3      1     0.33   0.58
VA90-078 900818 PHERUSA AFFINIS                       3      2     0.67   0.58
VA90-078 900818 PHORONIS SPP.                         3      4     1.33   1.53
VA90-078 900818 PHYLLODOCE ARENAE                     3      8     2.67   3.06
VA90-078 900818 PINNIXA CHAETOPTERANA                 3      2     0.67   0.58
VA90-078 900818 PINNIXA SPP.                          3     12     4.00   1.73
VA90-078 900818 POLYCIRRUS EXIMIUS                    3      6     2.00   2.00
VA90-078 900818 POLYCIRRUS SPP.                       3     11     3.67   1.15
VA90-078 900818 POLYDORA                              3      1     0.33   0.58
VA90-078 900818 POLYDORA SOCIALIS                     3     18     6.00   1.73
VA90-078 900818 POLYGORDIUS SPP.                      3      3     1.00   1.00
VA90-078 900818 SCALIBREGMA INFLATUM                  3     25     8.33   2.89
VA90-078 900818 SCOLOPLOS RUBRA                       3      3     1.00   1.00
VA90-078 900818 SIPUNCULA                             3     13     4.33   4.16
VA90-078 900818 SPIOCHAETOPTERUS COSTARUM             3     16     5.33   1.53
VA90-078 900818 SPIOPHANES BOMBYX                     3     58    19.33   6.43
VA90-078 900818 STHENELAIS BOA                        3      1     0.33   0.58
VA90-078 900818 TELLINA AGILIS                        3     47    15.67   3.21
VA90-078 900818 TEREBELLIDAE                          3      2     0.67   1.15
VA90-078 900818 THALASSINIDEA                         3      2     0.67   1.15
VA90-078 900818 THARYX SP. A MORRIS                   3     16     5.33   1.53
VA90-078 900818 TURBONILLA SPP.                       3      1     0.33   0.58
VA90-078 900818 UNCIOLA                               3      4     1.33   0.58
VA90-078 900818 UNCIOLA IRRORATA                      3      2     0.67   1.15
VA90-078 900818 VITRINELLIDAE                         3      1     0.33   0.58
VA90-078 900818 XANTHIDAE                             3      2     0.67   1.15
VA90-078 900818 YOLDIA LIMATULA                       3      4     1.33   0.58
VA90-079 900813 ACTEOCINA CANALICULATA                3      2     0.67   1.15
VA90-079 900813 AMPELISCA SPP.                        3     33    11.00   5.20
VA90-079 900813 AMPHARETE ARCTICA                     3      2     0.67   1.15
VA90-079 900813 ANADARA TRANSVERSA                    3      3     1.00   1.73
VA90-079 900813 ASTYRIS LUNATA                        3      8     2.67   3.79
VA90-079 900813 BALANUS CRENATUS                      3      1     0.33   0.58
VA90-079 900813 BALANUS SPP.                          3      1     0.33   0.58
VA90-079 900813 CERIANTHEOPSIS AMERICANUS             3      7     2.33   1.53
VA90-079 900813 CIRRATULIDAE                          3      2     0.67   0.58
VA90-079 900813 COROPHIUM SPP.                        3      1     0.33   0.58
VA90-079 900813 COSSURA SOYERI                        3     89    29.67   9.87
VA90-079 900813 CRANGON SEPTEMSPINOSA                 3      4     1.33   2.31
VA90-079 900813 CREPIDULA SPP.                        3      1     0.33   0.58
VA90-079 900813 ERICTHONIUS BRASILIENSIS              3      3     1.00   1.00
VA90-079 900813 GASTROPODA: OTHER                     3      4     1.33   0.58
VA90-079 900813 HARMOTHOE EXTENUATA                   3      2     0.67   0.58
VA90-079 900813 LEVINSENIA GRACILIS                   3    256    85.33  30.55
VA90-079 900813 MACROCLYMENE ZONALIS                  3      3     1.00   1.73
VA90-079 900813 MALDANIDAE                            3     40    13.33   2.08
VA90-079 900813 MEDIOMASTUS AMBISETA                  3     87    29.00   7.81
VA90-079 900813 MOLGULA MANHATTENSIS                  3      1     0.33   0.58
VA90-079 900813 MULINIA LATERALIS                     3      2     0.67   0.58
VA90-079 900813 NEMERTINEA                            3     18     6.00   1.00
VA90-079 900813 NEPHTYIDAE                            3     67    22.33   5.03
