-----------------------------------------------
3D SITE DISPLACEMENT DUE TO ATMOSPHERIC LOADING
-----------------------------------------------
METEOROLOGICAL CENTER & DEGREE 1 :    ECMWF_CME
CMEA : CENTER OF MASS OF THE EARTH + ATMOSPHERE
CME  : CENTER OF MASS OF THE SOLID EARTH  ALONE
SITE COORDINATES ACCORDING TO ITRF2000 SOLUTION
-----------------------------------------------
CREATOR EMAIL : PASCAL.GEGOUT@EOST.U-STRASBG.FR
-----------------------------------------------
sni1        49718.000    1995     1     1     0
sni1        52274.750    2001    12    31    18
sni1     -2631346.566 -4646278.982  3477113.259
50940.25    -0.052805    -0.159622     0.564043
50940.50    -0.082509    -0.196762     0.811612
50940.75    -0.008718    -0.175148     0.232354
50941.00    -0.082583    -0.390412     0.872765
50941.25    -0.000028    -0.301693     0.613056
50941.50    -0.082351    -0.341457     1.109458
50941.75    -0.004320    -0.263867     0.553104
50942.00    -0.057962    -0.384576     1.093402
50942.25     0.054253    -0.227078     0.769686
50942.50     0.030950    -0.193639     1.116686
50942.75     0.078954    -0.114069     0.561357
50943.00     0.000773    -0.252800     1.034755
50943.25     0.068853    -0.123118     0.626546
50943.50    -0.000039    -0.098840     0.795198
50943.75    -0.015560    -0.037528     0.203643
50944.00    -0.124066    -0.203106     0.670918
50944.25    -0.094435    -0.174623     0.510599
50944.50    -0.229104    -0.228399     1.003859
50944.75    -0.296049    -0.296446     0.857028
50945.00    -0.441122    -0.509306     1.563282
50945.25    -0.479545    -0.489148     1.742387
50945.50    -0.628895    -0.517498     2.289932
50945.75    -0.664991    -0.446473     1.956699
50946.00    -0.713668    -0.572344     2.325522
50946.25    -0.618276    -0.420157     1.949885
50946.50    -0.668212    -0.391911     2.240248
50946.75    -0.553823    -0.266725     1.426121
50947.00    -0.553391    -0.351909     1.497177
50947.25    -0.372259    -0.179389     0.896638
50947.50    -0.402306    -0.164131     1.076936
50947.75    -0.328171    -0.091068     0.500146
50948.00    -0.304917    -0.185453     0.654114
50948.25    -0.122296    -0.005547     0.091877
50948.50    -0.124179     0.009643     0.229385
50948.75    -0.039229     0.102247    -0.359166
50949.00    -0.078818    -0.054623     0.171311
50949.25    -0.018651     0.028771     0.144443
50949.50    -0.122838    -0.003025     0.667829
50949.75    -0.113460     0.044323     0.288611
50950.00    -0.135283    -0.138255     0.807593
50950.25     0.017849    -0.008208     0.481916
50950.50     0.043582    -0.006477     0.702714
50950.75     0.146867     0.082248     0.029346
50951.00     0.100620    -0.110937     0.565226
50951.25     0.177493     0.009226     0.280290
50951.50     0.124939     0.024117     0.516834
50951.75     0.173618     0.093561     0.029139
50952.00     0.122686    -0.083488     0.610105
50952.25     0.196438     0.060745     0.258121
50952.50     0.111951     0.081484     0.522499
50952.75     0.141466     0.175462     0.061443
50953.00     0.026842    -0.011062     0.697455
50953.25     0.063983     0.080990     0.471671
50953.50    -0.023137     0.086922     0.709376
50953.75     0.023160     0.165779     0.136472
50954.00    -0.079022    -0.012198     0.647565
50954.25     0.045021     0.067049     0.296670
50954.50    -0.026433     0.034310     0.563857
50954.75    -0.020896     0.029485     0.089648
50955.00    -0.124729    -0.209500     0.734642
50955.25    -0.047019    -0.137069     0.568189
50955.50    -0.113002    -0.193159     1.016052
50955.75    -0.074015    -0.121458     0.515102
50956.00    -0.179149    -0.303190     1.056876
50956.25    -0.064102    -0.147332     0.618329
50956.50    -0.078915    -0.118812     0.811445
50956.75     0.029647    -0.021424     0.123127
50957.00    -0.019671    -0.199482     0.608347
50957.25     0.121911    -0.040993     0.132921
50957.50     0.113994    -0.005560     0.306365
50957.75     0.186285     0.065724    -0.270838
50958.00     0.085235    -0.112265     0.367916
50958.25     0.126629    -0.011091     0.175583
50958.50    -0.003797    -0.053731     0.569875
50958.75    -0.021481    -0.010011     0.082475
50959.00    -0.147719    -0.233038     0.821120
50959.25    -0.153461    -0.188159     0.818309
50959.50    -0.275058    -0.261446     1.389417
50959.75    -0.276171    -0.229559     1.000248
50960.00    -0.303104    -0.370990     1.346367
50960.25    -0.142228    -0.194883     0.871354
50960.50    -0.161917    -0.137877     1.033663
50960.75    -0.018035     0.009501     0.255258
50961.00    -0.059916    -0.136811     0.675662
50961.25     0.074096     0.005289     0.312769
50961.50     0.016873     0.034530     0.549382
50961.75     0.055517     0.112919     0.025799
50962.00    -0.008228    -0.050074     0.506456
50962.25     0.086816     0.069724     0.179384
50962.50     0.019666     0.069882     0.454809
50962.75     0.074934     0.106806    -0.025621
50963.00     0.012109    -0.090247     0.530279
50963.25     0.102976    -0.006667     0.374964
50963.50     0.046416    -0.031027     0.686073
50963.75     0.147133     0.013566     0.075986
50964.00     0.088452    -0.161229     0.506314
50964.25     0.215832    -0.042877     0.091315
50964.50     0.183693    -0.016096     0.207611
50964.75     0.234054     0.088089    -0.342329
50965.00     0.120770    -0.119261     0.350555
50965.25     0.183711    -0.067909     0.318263
50965.50     0.135112    -0.123874     0.798015
50965.75     0.176586    -0.106272     0.514407
50966.00     0.102855    -0.310796     1.244652
50966.25     0.212419    -0.193294     0.936722
50966.50     0.125055    -0.207873     1.222767
50966.75     0.138149    -0.167469     0.768850
50967.00     0.044217    -0.361454     1.464667
50967.25     0.136152    -0.213628     1.102194
50967.50     0.026375    -0.234828     1.558876
50967.75     0.077075    -0.183991     1.110448
50968.00     0.013062    -0.365521     1.692016
50968.25     0.124526    -0.259292     1.270299
50968.50     0.070672    -0.251882     1.448001
50968.75     0.175589    -0.155459     0.687636
50969.00     0.142205    -0.274155     1.018801
50969.25     0.266148    -0.116021     0.495749
50969.50     0.207571    -0.088321     0.670571
50969.75     0.287247     0.073891    -0.136118
50970.00     0.222926    -0.052885     0.429657
50970.25     0.296313     0.098250     0.119500
50970.50     0.188796     0.096643     0.543110
50970.75     0.202744     0.187304     0.098628
50971.00     0.072690    -0.029695     0.851458
50971.25     0.118776     0.042125     0.662608
50971.50     0.000577     0.047789     0.992447
50971.75    -0.003119     0.089326     0.453477
50972.00    -0.110220    -0.117160     1.012236
50972.25    -0.030724    -0.015378     0.608513
50972.50    -0.146378    -0.052351     0.890889
50972.75    -0.153765    -0.005578     0.402230
50973.00    -0.257372    -0.174233     0.949104
50973.25    -0.177522     0.005707     0.496347
50973.50    -0.250612     0.028966     0.675964
50973.75    -0.200706     0.109096     0.125014
50974.00    -0.266087    -0.065541     0.700416
50974.25    -0.184728     0.057684     0.411969
50974.50    -0.250917     0.009760     0.788967
50974.75    -0.249519    -0.025943     0.588360
50975.00    -0.345495    -0.271610     1.378517
50975.25    -0.254609    -0.190292     1.121955
50975.50    -0.304913    -0.231162     1.482665
50975.75    -0.211108    -0.131871     0.874163
50976.00    -0.249661    -0.314551     1.345063
50976.25    -0.085025    -0.170001     0.833218
50976.50    -0.129023    -0.186559     1.031600
50976.75    -0.070127    -0.069474     0.314275
50977.00    -0.141268    -0.218141     0.724629
50977.25     0.002230    -0.037761     0.186415
50977.50    -0.029200    -0.018674     0.256755
50977.75     0.091660     0.033280    -0.404576
50978.00     0.054061    -0.170194     0.124387
50978.25     0.179808    -0.096286    -0.133146
50978.50     0.136303    -0.124799     0.089770
50978.75     0.176805    -0.119195    -0.200660
50979.00     0.105143    -0.285439     0.424129
50979.25     0.174322    -0.206780     0.276715
50979.50     0.059520    -0.246383     0.724429
50979.75     0.028147    -0.243109     0.540342
50980.00    -0.108168    -0.498774     1.426257
50980.25    -0.084180    -0.435177     1.408048
50980.50    -0.166031    -0.491035     1.878022
50980.75    -0.135719    -0.446266     1.547190
50981.00    -0.130557    -0.602490     2.051098
50981.25     0.089780    -0.360881     1.339888
50981.50     0.097554    -0.236805     1.311487
50981.75     0.221633    -0.062164     0.472527
50982.00     0.166688    -0.137247     0.775318
50982.25     0.273070     0.038528     0.339076
50982.50     0.236680     0.060283     0.555369
50982.75     0.242403     0.107526     0.094217
50983.00     0.132015    -0.083088     0.648318
50983.25     0.155838    -0.011901     0.387746
50983.50     0.066062    -0.058767     0.757461
50983.75     0.060556    -0.036759     0.317695
50984.00    -0.018740    -0.278085     1.000268
50984.25     0.047353    -0.208282     0.822071
50984.50    -0.005741    -0.203611     1.099581
50984.75    -0.011101    -0.157749     0.714871
50985.00    -0.085596    -0.306268     1.255154
50985.25     0.013138    -0.124249     0.860747
50985.50    -0.022498    -0.093867     1.080794
50985.75     0.043733     0.029265     0.449192
50986.00    -0.046207    -0.091196     0.895817
50986.25     0.039669     0.059498     0.449593
50986.50    -0.047352     0.101453     0.633750
50986.75    -0.032544     0.173295     0.038895
50987.00    -0.179523    -0.026565     0.592221
50987.25    -0.140295     0.014274     0.434476
50987.50    -0.223416    -0.000076     0.724837
50987.75    -0.239622    -0.003504     0.451009
50988.00    -0.382352    -0.220975     1.168705
50988.25    -0.310817    -0.122489     0.991460
50988.50    -0.353946    -0.129103     1.321665
50988.75    -0.286667    -0.065056     0.848954
50989.00    -0.390852    -0.273412     1.521401
50989.25    -0.278761    -0.124541     1.232223
50989.50    -0.344011    -0.150236     1.518677
50989.75    -0.246399    -0.056478     0.862256
50990.00    -0.296523    -0.221531     1.319492
50990.25    -0.146492    -0.090362     0.882999
50990.50    -0.143509    -0.102407     0.937381
50990.75    -0.065968    -0.070015     0.407294
50991.00    -0.164808    -0.270395     0.947253
50991.25    -0.059546    -0.175365     0.695238
50991.50    -0.068621    -0.162215     0.816740
50991.75     0.032822    -0.073582     0.277436
50992.00    -0.025193    -0.238554     0.788862
50992.25     0.067635    -0.111515     0.483188
50992.50     0.044561    -0.087367     0.676780
50992.75     0.117236     0.016929     0.023361
50993.00     0.083351    -0.138757     0.505183
50993.25     0.163011    -0.026335     0.185340
50993.50     0.183087     0.015183     0.225663
50993.75     0.214307     0.038917    -0.256610
50994.00     0.148241    -0.156201     0.267877
50994.25     0.230261    -0.033948    -0.066668
50994.50     0.233985     0.003549     0.085606
50994.75     0.297248     0.062554    -0.421454
50995.00     0.202256    -0.117946     0.198802
50995.25     0.280669     0.011971    -0.140009
50995.50     0.278024     0.049263     0.077899
50995.75     0.311966     0.117009    -0.360488
50996.00     0.180754    -0.096753     0.368438
50996.25     0.176205     0.014906     0.192729
50996.50     0.119977     0.032433     0.416038
50996.75     0.140005     0.097352    -0.068211
50997.00     0.047164    -0.053099     0.430551
50997.25     0.090268     0.048749     0.147416
50997.50     0.044439     0.090334     0.298034
50997.75     0.069303     0.169012    -0.230030
50998.00    -0.000474     0.012463     0.264615
50998.25     0.040930     0.137041     0.007849
50998.50     0.034734     0.165315     0.185382
50998.75     0.065595     0.218793    -0.299306
50999.00    -0.036451     0.033368     0.292203
50999.25     0.034373     0.165968    -0.086227
50999.50     0.046500     0.213980    -0.013920
50999.75     0.123742     0.300198    -0.632063
51000.00     0.065411     0.165522    -0.221289
51000.25     0.172341     0.267470    -0.678480
51000.50     0.211648     0.281402    -0.616025
51000.75     0.285225     0.372233    -1.295823
51001.00     0.211607     0.177872    -0.768748
51001.25     0.274396     0.279996    -1.109930
51001.50     0.253165     0.276256    -0.886789
51001.75     0.302009     0.352100    -1.453062
51002.00     0.150563     0.107827    -0.643305
51002.25     0.224922     0.239445    -0.907733
51002.50     0.210064     0.226108    -0.594599
51002.75     0.232508     0.274455    -0.941248
51003.00     0.131424     0.050020    -0.227250
51003.25     0.180218     0.156893    -0.388133
51003.50     0.124770     0.124730     0.022214
51003.75     0.188302     0.198460    -0.452679
51004.00     0.077563     0.007075     0.191784
51004.25     0.169199     0.122276    -0.002761
51004.50     0.154860     0.145838     0.189851
51004.75     0.191484     0.222229    -0.216488
51005.00     0.112251     0.061314     0.286365
51005.25     0.196193     0.155859     0.066992
51005.50     0.148738     0.158222     0.229805
51005.75     0.157456     0.206284    -0.266665
51006.00     0.083117     0.037016     0.149376
51006.25     0.106006     0.115854    -0.038123
51006.50     0.033645     0.112532     0.130087
51006.75     0.070640     0.173019    -0.394942
51007.00    -0.060378    -0.043986     0.221114
51007.25    -0.026644     0.016130     0.083109
51007.50    -0.086170     0.017630     0.284980
51007.75    -0.058286     0.061531    -0.171052
51008.00    -0.141829    -0.175509     0.543930
51008.25    -0.052376    -0.052823     0.266448
51008.50    -0.016088    -0.034658     0.383851
51008.75     0.117349     0.049971    -0.226943
51009.00     0.130332    -0.104894     0.221079
51009.25     0.260040     0.016753    -0.115869
51009.50     0.293437     0.070573     0.036294
51009.75     0.359873     0.171215    -0.469293
51010.00     0.293686     0.027406     0.034317
51010.25     0.325847     0.162578    -0.224535
51010.50     0.314440     0.241634    -0.191712
51010.75     0.318312     0.313759    -0.683424
51011.00     0.204271     0.151197    -0.235799
51011.25     0.199557     0.254978    -0.485962
51011.50     0.139277     0.261391    -0.268418
51011.75     0.166243     0.283731    -0.710803
51012.00     0.018329     0.038365     0.058873
51012.25     0.044766     0.091228    -0.051351
51012.50    -0.003900     0.072761     0.252744
51012.75     0.030244     0.099531    -0.157775
51013.00    -0.064112    -0.120794     0.539475
51013.25    -0.005279     0.009265     0.284190
51013.50     0.002367     0.059076     0.413369
51013.75     0.106209     0.143553    -0.174787
51014.00     0.044265    -0.024739     0.419880
51014.25     0.178704     0.128683     0.017519
51014.50     0.204514     0.138683     0.241350
51014.75     0.282766     0.203513    -0.284598
51015.00     0.200882    -0.021571     0.409120
51015.25     0.305518     0.108757     0.027786
51015.50     0.303360     0.150736     0.220811
51015.75     0.362172     0.236127    -0.325311
51016.00     0.284585     0.055705     0.167060
51016.25     0.301685     0.172153    -0.146793
51016.50     0.239278     0.140981     0.149444
51016.75     0.273938     0.243881    -0.512461
51017.00     0.147366     0.046666     0.119727
51017.25     0.169409     0.154566    -0.182575
51017.50     0.110588     0.144502     0.076301
51017.75     0.158427     0.236452    -0.497208
51018.00     0.052649     0.059637     0.085758
51018.25     0.124427     0.205489    -0.313861
51018.50     0.103198     0.226964    -0.044721
51018.75     0.189402     0.338920    -0.680776
51019.00     0.083071     0.145720    -0.067770
51019.25     0.173148     0.287344    -0.445778
51019.50     0.174140     0.319981    -0.288242
51019.75     0.242970     0.369577    -0.786884
51020.00     0.216809     0.227648    -0.361577
51020.25     0.296307     0.330154    -0.690792
51020.50     0.318288     0.341457    -0.614863
51020.75     0.341431     0.323543    -1.006477
51021.00     0.268106     0.131719    -0.488072
51021.25     0.281866     0.217122    -0.718533
51021.50     0.221824     0.177732    -0.389909
51021.75     0.234070     0.202654    -0.801199
51022.00     0.095796    -0.025737    -0.055899
51022.25     0.100959     0.063041    -0.236368
51022.50     0.068664     0.083898     0.026261
51022.75     0.113901     0.177226    -0.473694
51023.00     0.039738    -0.022830     0.216131
51023.25     0.085600     0.090341     0.022810
51023.50     0.073098     0.078188     0.348519
51023.75     0.156191     0.152121    -0.219787
51024.00     0.072791    -0.030546     0.402086
51024.25     0.162295     0.076692     0.180789
51024.50     0.134087     0.083514     0.484924
51024.75     0.198599     0.150911    -0.036036
51025.00     0.135698    -0.003042     0.455521
51025.25     0.231525     0.158976     0.022058
51025.50     0.241331     0.214491     0.138536
51025.75     0.361523     0.329422    -0.655887
51026.00     0.324501     0.178712    -0.216795
51026.25     0.446211     0.324638    -0.663103
51026.50     0.482196     0.404548    -0.652650
51026.75     0.603520     0.499323    -1.376034
51027.00     0.546693     0.291990    -0.789148
51027.25     0.668042     0.426977    -1.171367
51027.50     0.675020     0.433298    -0.999248
51027.75     0.698177     0.422205    -1.412551
51028.00     0.602160     0.216305    -0.750542
51028.25     0.651290     0.318612    -0.934735
51028.50     0.608286     0.316933    -0.673517
51028.75     0.625973     0.373347    -1.163510
51029.00     0.506639     0.182967    -0.495785
51029.25     0.542505     0.331737    -0.818441
51029.50     0.521698     0.393018    -0.683600
51029.75     0.592158     0.499293    -1.262066
51030.00     0.475125     0.307039    -0.654048
51030.25     0.498543     0.420880    -0.977930
51030.50     0.472689     0.487706    -0.874762
51030.75     0.507173     0.556275    -1.406136
51031.00     0.358735     0.340358    -0.724957
51031.25     0.355190     0.419468    -0.887776
51031.50     0.265339     0.359001    -0.418038
51031.75     0.260213     0.391342    -0.912290
51032.00     0.100695     0.122214    -0.094194
51032.25     0.101241     0.195070    -0.219598
51032.50     0.005460     0.135456     0.228428
51032.75     0.014096     0.178826    -0.235317
51033.00    -0.057438    -0.008360     0.355560
51033.25     0.067395     0.184695    -0.103561
51033.50     0.101182     0.243196     0.042062
51033.75     0.192651     0.327237    -0.524036
51034.00     0.138015     0.176991    -0.063812
51034.25     0.231402     0.305056    -0.426005
51034.50     0.280864     0.367476    -0.446299
51034.75     0.352862     0.472820    -1.116426
51035.00     0.265612     0.295539    -0.630875
51035.25     0.329325     0.348214    -0.755589
51035.50     0.299174     0.317356    -0.490548
51035.75     0.331061     0.323713    -0.907411
51036.00     0.274205     0.147563    -0.414335
51036.25     0.345854     0.242596    -0.616179
51036.50     0.358036     0.270166    -0.413199
51036.75     0.435350     0.346022    -0.962799
51037.00     0.359904     0.158587    -0.411268
51037.25     0.473256     0.342060    -0.918379
51037.50     0.477778     0.394827    -0.766415
51037.75     0.591818     0.517558    -1.463529
51038.00     0.506981     0.356817    -0.968249
51038.25     0.597231     0.505901    -1.401591
51038.50     0.577841     0.513502    -1.169492
51038.75     0.594577     0.520736    -1.642641
51039.00     0.389917     0.260281    -0.856506
51039.25     0.402535     0.357024    -1.203090
51039.50     0.278541     0.296716    -0.793254
51039.75     0.224875     0.281123    -1.090746
51040.00     0.040100     0.007025    -0.196541
51040.25     0.029870     0.065973    -0.234281
51040.50    -0.053643     0.011548     0.254815
51040.75    -0.038325     0.054701    -0.098793
51041.00    -0.133934    -0.141271     0.643937
51041.25    -0.107149    -0.047703     0.488024
51041.50    -0.129998    -0.019389     0.745830
51041.75    -0.074355     0.082306     0.136609
51042.00    -0.194075    -0.073455     0.731564
51042.25    -0.113501     0.052070     0.407837
51042.50    -0.112003     0.112366     0.544655
51042.75    -0.055662     0.208323    -0.182460
51043.00    -0.136034     0.041319     0.197978
51043.25    -0.038226     0.172653    -0.336244
51043.50    -0.059834     0.183839    -0.200175
51043.75    -0.004544     0.266114    -0.911896
51044.00    -0.029199     0.057978    -0.351064
51044.25     0.078188     0.167966    -0.723245
51044.50     0.090434     0.171908    -0.444504
51044.75     0.226757     0.292856    -1.121484
51045.00     0.169714     0.149637    -0.510716
51045.25     0.264583     0.274965    -0.726879
51045.50     0.268184     0.324439    -0.431809
51045.75     0.340415     0.416662    -0.997469
51046.00     0.191938     0.225427    -0.406560
51046.25     0.282029     0.352847    -0.714201
51046.50     0.267153     0.389225    -0.514964
51046.75     0.294193     0.436802    -0.942395
51047.00     0.136728     0.207287    -0.294499
51047.25     0.183200     0.290613    -0.559459
51047.50     0.079472     0.236176    -0.203394
51047.75     0.087505     0.244894    -0.650185
51048.00    -0.048979    -0.008450     0.115100
51048.25    -0.029262     0.021512     0.032583
51048.50    -0.100278    -0.043483     0.410173
51048.75    -0.065043    -0.012778    -0.046124
51049.00    -0.188971    -0.249551     0.634810
51049.25    -0.138809    -0.165388     0.420407
51049.50    -0.152851    -0.144623     0.661192
51049.75    -0.077538    -0.040811     0.054418
51050.00    -0.187254    -0.211067     0.688152
51050.25    -0.100404    -0.064853     0.359417
51050.50    -0.083051    -0.028561     0.548659
51050.75    -0.008063     0.063842    -0.020809
51051.00    -0.132980    -0.168358     0.676524
51051.25    -0.044930    -0.054639     0.337854
51051.50    -0.039322    -0.013390     0.503567
51051.75     0.024040     0.059835    -0.024989
51052.00    -0.032984    -0.110085     0.486456
51052.25     0.075641     0.037253     0.120498
51052.50     0.115507     0.104810     0.155817
51052.75     0.230260     0.214076    -0.600375
51053.00     0.179633     0.022537     0.003284
51053.25     0.334150     0.167983    -0.429806
51053.50     0.355455     0.225003    -0.243648
51053.75     0.421081     0.304614    -0.797193
51054.00     0.294229     0.106228    -0.085166
51054.25     0.336490     0.230012    -0.368363
51054.50     0.316922     0.269422    -0.158206
51054.75     0.369864     0.335917    -0.675046
51055.00     0.261011     0.093793     0.110402
51055.25     0.324474     0.157442    -0.109063
51055.50     0.309576     0.124155     0.290480
51055.75     0.387878     0.171922    -0.235513
51056.00     0.303951    -0.053919     0.542393
51056.25     0.384733     0.051602     0.271893
51056.50     0.364444     0.065133     0.528696
51056.75     0.398951     0.144035    -0.064868
51057.00     0.219622    -0.063806     0.686130
51057.25     0.224975    -0.012696     0.504549
51057.50     0.134968    -0.057256     0.893493
51057.75     0.126223    -0.002935     0.339181
51058.00    -0.055852    -0.253706     1.102888
51058.25    -0.045883    -0.166390     0.788911
51058.50    -0.142643    -0.223435     1.212942
51058.75    -0.117378    -0.217503     0.707346
51059.00    -0.251922    -0.442748     1.382785
51059.25    -0.178024    -0.338622     1.091190
51059.50    -0.177352    -0.318337     1.335837
51059.75    -0.106117    -0.262986     0.760608
51060.00    -0.161373    -0.383915     1.132204
51060.25    -0.059626    -0.197424     0.650078
51060.50    -0.013404    -0.143646     0.686502
51060.75     0.082340    -0.018831    -0.080220
51061.00     0.065359    -0.139283     0.306006
51061.25     0.182739    -0.035168    -0.027480
51061.50     0.187916    -0.014170     0.169555
51061.75     0.246870     0.063429    -0.466612
51062.00     0.183387    -0.108298     0.115924
51062.25     0.274495     0.034778    -0.289803
51062.50     0.212615     0.032361     0.031756
51062.75     0.215473     0.109856    -0.636409
51063.00     0.042829    -0.077428     0.063664
51063.25     0.058500     0.021504    -0.198178
51063.50    -0.054862    -0.005295     0.188716
51063.75    -0.078328     0.002778    -0.251041
51064.00    -0.250205    -0.240907     0.583744
51064.25    -0.202355    -0.154848     0.390971
51064.50    -0.270756    -0.174275     0.907998
51064.75    -0.276513    -0.138239     0.508789
51065.00    -0.411366    -0.344289     1.363923
51065.25    -0.386077    -0.256923     1.271323
51065.50    -0.413961    -0.231376     1.505536
51065.75    -0.361160    -0.151370     0.879607
51066.00    -0.458657    -0.343409     1.436627
51066.25    -0.319409    -0.146726     0.893690
51066.50    -0.330929    -0.108911     0.973450
51066.75    -0.257114    -0.052322     0.221049
51067.00    -0.314570    -0.225831     0.653918
51067.25    -0.197994    -0.077598     0.155459
51067.50    -0.228303    -0.069331     0.362152
51067.75    -0.176364    -0.001694    -0.280678
51068.00    -0.291061    -0.226616     0.342059
51068.25    -0.204787    -0.146136    -0.026889
51068.50    -0.218968    -0.130947     0.247137
51068.75    -0.195936    -0.086863    -0.198248
51069.00    -0.291627    -0.262473     0.470876
51069.25    -0.245579    -0.196508     0.366050
51069.50    -0.302399    -0.236517     0.874609
51069.75    -0.252295    -0.181038     0.323118
51070.00    -0.308416    -0.345194     0.896324
51070.25    -0.164081    -0.239100     0.602368
51070.50    -0.137008    -0.183523     0.823212
51070.75    -0.022667    -0.065614     0.125096
51071.00    -0.036957    -0.167118     0.615692
51071.25     0.086665    -0.024826     0.245383
51071.50     0.125282     0.053110     0.374077
51071.75     0.192514     0.138604    -0.311362
51072.00     0.096790    -0.008031     0.212948
51072.25     0.182221     0.114041    -0.128320
51072.50     0.170678     0.163446     0.098774
51072.75     0.214792     0.227692    -0.507301
51073.00     0.101126     0.006927     0.209448
51073.25     0.184536     0.100392    -0.072737
51073.50     0.125055     0.082377     0.359243
51073.75     0.162640     0.128088    -0.224835
51074.00     0.032171    -0.108794     0.570552
51074.25     0.096328    -0.004319     0.277090
51074.50     0.025016    -0.070041     0.812437
51074.75     0.048229    -0.071889     0.258769
51075.00    -0.093149    -0.390267     1.185256
51075.25    -0.024315    -0.358341     1.123421
51075.50    -0.099422    -0.404094     1.695232
51075.75    -0.082242    -0.355785     1.248409
51076.00    -0.201813    -0.556537     2.051741
51076.25    -0.121432    -0.425947     1.844466
51076.50    -0.139521    -0.343751     2.009983
51076.75    -0.100262    -0.264448     1.386899
51077.00    -0.141862    -0.385826     1.842840
51077.25    -0.026236    -0.246264     1.404265
51077.50    -0.032904    -0.203214     1.483389
51077.75     0.063759    -0.098377     0.628522
51078.00     0.050407    -0.223904     1.024404
51078.25     0.215484    -0.041218     0.400386
51078.50     0.226601     0.032133     0.460937
51078.75     0.340190     0.168080    -0.390641
51079.00     0.234826    -0.000894     0.189126
51079.25     0.302041     0.103551    -0.047793
51079.50     0.228588     0.111799     0.381400
51079.75     0.228961     0.166915    -0.135968
51080.00     0.038564    -0.114244     0.778039
51080.25     0.058744    -0.053445     0.614982
51080.50    -0.045302    -0.076304     1.081706
51080.75    -0.045868    -0.023226     0.481755
51081.00    -0.150116    -0.215431     1.073068
51081.25    -0.115100    -0.154046     0.883925
51081.50    -0.237524    -0.201067     1.371196
51081.75    -0.206357    -0.169285     0.802011
51082.00    -0.249326    -0.334736     1.284863
51082.25    -0.218941    -0.248593     1.092154
51082.50    -0.264659    -0.199566     1.296186
51082.75    -0.151919    -0.112026     0.532987
51083.00    -0.172622    -0.279576     0.891813
51083.25    -0.036792    -0.123375     0.367190
51083.50     0.013757    -0.030409     0.417987
51083.75     0.125521     0.078613    -0.392320
51084.00     0.034154    -0.161947     0.303157
51084.25     0.145652    -0.050266    -0.017502
51084.50     0.147235    -0.032283     0.315352
51084.75     0.210203    -0.002663    -0.098652
51085.00     0.111971    -0.212940     0.736580
51085.25     0.198883    -0.139314     0.582993
51085.50     0.136742    -0.136035     1.040994
51085.75     0.219099    -0.061024     0.396996
51086.00     0.121038    -0.234066     1.080120
51086.25     0.188591    -0.113716     0.757260
51086.50     0.137445    -0.048102     0.961332
51086.75     0.203691     0.043097     0.307554
51087.00     0.073106    -0.104624     0.898597
51087.25     0.145598     0.032187     0.507465
51087.50     0.087328     0.071802     0.810743
51087.75     0.110324     0.101672     0.284093
51088.00    -0.013122    -0.103043     0.959279
51088.25     0.031446    -0.030226     0.734371
51088.50    -0.039984    -0.083455     1.172880
51088.75     0.021015    -0.040339     0.580437
51089.00    -0.039620    -0.218175     1.163798
51089.25     0.046898    -0.099933     0.825427
51089.50    -0.013467    -0.087317     1.094779
51089.75     0.085464     0.018292     0.214423
51090.00     0.049348    -0.172164     0.699433
51090.25     0.208437    -0.036171     0.184503
51090.50     0.205268    -0.019842     0.415347
51090.75     0.303126     0.044790    -0.293673
51091.00     0.275147    -0.129607     0.164590
51091.25     0.404311    -0.015018    -0.217682
51091.50     0.356833     0.024268     0.059847
51091.75     0.441218     0.165802    -0.762389
51092.00     0.380326     0.061294    -0.324722
51092.25     0.472411     0.205484    -0.642456
51092.50     0.391430     0.204122    -0.140437
51092.75     0.419179     0.279811    -0.667401
51093.00     0.245328     0.088883     0.096128
51093.25     0.257401     0.213112    -0.151970
51093.50     0.184204     0.237836     0.235203
51093.75     0.252126     0.330867    -0.452840
51094.00     0.175645     0.159585     0.057318
51094.25     0.305576     0.257694    -0.313850
51094.50     0.307415     0.242188    -0.052511
51094.75     0.424916     0.299277    -0.759969
51095.00     0.397620     0.106454    -0.286646
51095.25     0.561461     0.192970    -0.680321
51095.50     0.527295     0.175140    -0.416594
51095.75     0.564973     0.199340    -0.977570
51096.00     0.441413    -0.026195    -0.307113
51096.25     0.516380     0.031031    -0.466017
51096.50     0.476932     0.039274    -0.136473
51096.75     0.550139     0.092236    -0.663873
51097.00     0.482416    -0.041934    -0.101484
51097.25     0.552739     0.106458    -0.404944
51097.50     0.500337     0.210502    -0.195867
51097.75     0.561614     0.365167    -0.903575
51098.00     0.433055     0.246811    -0.394314
51098.25     0.465083     0.379987    -0.744261
51098.50     0.390895     0.412571    -0.487445
51098.75     0.385102     0.509039    -1.142333
51099.00     0.236814     0.318630    -0.532343
51099.25     0.238673     0.357017    -0.621742
51099.50     0.074114     0.239289     0.071557
51099.75     0.069772     0.258761    -0.568280
51100.00    -0.080748    -0.019777     0.225643
51100.25    -0.053690    -0.007658     0.149172
51100.50    -0.164438    -0.100898     0.854583
51100.75    -0.191380    -0.138023     0.623544
51101.00    -0.332400    -0.401337     1.534727
51101.25    -0.288358    -0.337091     1.356500
51101.50    -0.333284    -0.324211     1.747715
