#BottleID	SampleID	SMCOD	STAID	Reach	Group	AlgaeGroup	Phylum	Family	Genus	Species	Variety	TaxonAuthority	ScientificName	NADEDID	ShortName	SampleProcessingStatusText
73326	73316	LIRB0998AQE3303B	05553500	A	D	Diatoms	Chrysophyta	Naviculaceae	Navicula	germainii		Wallace	Navicula germainii Wallace	46616	NAgermii	Completed
73326	73316	LIRB0998AQE3303B	05553500	A	D	Diatoms	Chrysophyta	Naviculaceae	Navicula	subminuscula		Manguin	Navicula subminuscula Manguin	46562	NAsubmin	Completed
73326	73316	LIRB0998AQE3303B	05553500	A	D	Diatoms	Chrysophyta	Nitzschiaceae	Nitzschia	acicularis		(Kützing) Smith	Nitzschia acicularis (Kützing) Smith	48002	NIacicul	Completed
73326	73316	LIRB0998AQE3303B	05553500	A	D	Diatoms	Chrysophyta	Nitzschiaceae	Nitzschia	amphibia		Grunow	Nitzschia amphibia Grunow	48004	NIamphib	Completed
73326	73316	LIRB0998AQE3303B	05553500	A	D	Diatoms	Chrysophyta	Nitzschiaceae	Nitzschia	filiformis		(Smith) Van Heurck	Nitzschia filiformis (Smith) Van Heurck	48145	NIfilifr	Completed
73326	73316	LIRB0998AQE3303B	05553500	A	D	Diatoms	Chrysophyta	Nitzschiaceae	Nitzschia	frustulum		(Kützing) Grunow	Nitzschia frustulum (Kützing) Grunow	48013	NIfrustu	Completed
73326	73316	LIRB0998AQE3303B	05553500	A	D	Diatoms	Chrysophyta	Thalassiosiraceae	Cyclotella	meneghiniana		Kützing	Cyclotella meneghiniana Kützing	20007	CYmenegh	Completed
73326	73316	LIRB0998AQE3303B	05553500	A	D	Diatoms	Chrysophyta	Thalassiosiraceae	Cyclotella	pseudostelligera		Hustedt	Cyclotella pseudostelligera Hustedt	20012	CYpsdste	Completed
73326	73316	LIRB0998AQE3303B	05553500	A	N	Green Algae	Chlorophyta	Oedogoniaceae	Oedogonium	sp. 1?			Oedogonium sp. 1? 	455990	OEDsp1?	Completed
73326	73316	LIRB0998AQE3303B	05553500	A	N	Green Algae	Chlorophyta	Scenedesmaceae	Scenedesmus	acuminatus		(Lagerheim) Chodat	Scenedesmus acuminatus (Lagerheim) Chodat	510006	SCEacumn	Completed
73326	73316	LIRB0998AQE3303B	05553500	A	N	Green Algae	Chlorophyta	Scenedesmaceae	Scenedesmus	bijuga		(Turpin) Lagerheim	Scenedesmus bijuga (Turpin) Lagerheim	510013	SCEbijug	Completed
73326	73316	LIRB0998AQE3303B	05553500	A	N	Green Algae	Chlorophyta	Scenedesmaceae	Scenedesmus	quadricauda	longispina	Uherkovich	Scenedesmus quadricauda var. longispina fo. granulatus Uherkovich	510065	SCEqulgr	Completed
73326	73316	LIRB0998AQE3303B	05553500	A	N	Green Algae	Chlorophyta	Zygnemataceae	Spirogyra	sp.			Spirogyra sp. 	533000	SPIsp	Completed
73326	73316	LIRB0998AQE3303B	05553500	A	N	Blue-Green Algae	Cyanophyta	Microcystaceae	Gloeocapsa	rupestris		Kützing	Gloeocapsa rupestris Kützing	842007	GLOropes	Completed
73326	73316	LIRB0998AQE3303B	05553500	A	N	Blue-Green Algae	Cyanophyta	Synechococcaceae	Rhabdogloea	smithii		(Chodat) Komárek	Rhabdogloea smithii (Chodat) Komárek	902001	RHBsmith	Completed
73326	73316	LIRB0998AQE3303B	05553500	A	D	Diatoms	Chrysophyta	Achnanthaceae	Planothidium	delicatulum		(Kützing) Round et Bukhtiyarova	Planothidium delicatulum (Kützing) Round et Bukhtiyarova	155009	PTdeli	Completed
73326	73316	LIRB0998AQE3303B	05553500	A	D	Diatoms	Chrysophyta	Achnanthaceae	Planothidium	rostratum		(Østrup) Lange-Bertalot	Planothidium rostratum (Østrup) Lange-Bertalot	155018	PTrostr	Completed
73326	73316	LIRB0998AQE3303B	05553500	A	D	Diatoms	Chrysophyta	Diatomaceae	Staurosirella	lapponica		(Grunow) Williams et Round	Staurosirella lapponica (Grunow) Williams et Round	175002	SAlappon	Completed
73326	73316	LIRB0998AQE3303B	05553500	A	D	Diatoms	Chrysophyta	Diatomaceae	Synedra	goulardi		Brébisson	Synedra goulardi Brébisson	66065	SYgoular	Completed
73326	73316	LIRB0998AQE3303B	05553500	A	D	Diatoms	Chrysophyta	Naviculaceae	Amphora	copulata		(Kützing) Schoeman et Archibald	Amphora copulata (Kützing) Schoeman et Archibald	7075	AMcopula	Completed
73326	73316	LIRB0998AQE3303B	05553500	A	D	Diatoms	Chrysophyta	Naviculaceae	Amphora	inariensis		Krammer	Amphora inariensis Krammer	7010	AMinarie	Completed
73326	73316	LIRB0998AQE3303B	05553500	A	D	Diatoms	Chrysophyta	Naviculaceae	Amphora	montana		Krasske	Amphora montana Krasske	7042	AMmontan	Completed
73326	73316	LIRB0998AQE3303B	05553500	A	D	Diatoms	Chrysophyta	Naviculaceae	Gomphonema	parvulum		(Kützing) Kützing	Gomphonema parvulum (Kützing) Kützing	37010	GOparvul	Completed
73326	73316	LIRB0998AQE3303B	05553500	A	D	Diatoms	Chrysophyta	Naviculaceae	Luticola	ventricosa		(Kützing) Mann	Luticola ventricosa (Kützing) Mann	130003	LUventri	Completed
73326	73316	LIRB0998AQE3303B	05553500	A	D	Diatoms	Chrysophyta	Naviculaceae	Navicula	cryptotenella		Lange-Bertalot ex Krammer et Lange-Bertalot	Navicula cryptotenella Lange-Bertalot ex Krammer et Lange-Bertalot	46527	NAcryten	Completed
73326	73316	LIRB0998AQE3303B	05553500	A	D	Diatoms	Chrysophyta	Naviculaceae	Navicula	lanceolata		(Agardh) Ehrenberg	Navicula lanceolata (Agardh) Ehrenberg	46859	NAlancel	Completed
73326	73316	LIRB0998AQE3303B	05553500	A	D	Diatoms	Chrysophyta	Nitzschiaceae	Nitzschia	filiformis	conferta	(Reichardt) Lange-Bertalot	Nitzschia filiformis var. conferta (Reichardt) Lange-Bertalot	48381	NIfilcon	Completed
73326	73316	LIRB0998AQE3303B	05553500	A	D	Diatoms	Chrysophyta	Nitzschiaceae	Nitzschia	fonticola		Grunow	Nitzschia fonticola Grunow	48011	NIfontic	Completed
73326	73316	LIRB0998AQE3303B	05553500	A	D	Diatoms	Chrysophyta	Thalassiosiraceae	Aulacoseira	granulata		(Ehrenberg) Simonsen	Aulacoseira granulata (Ehrenberg) Simonsen	10018	AUgranlt	Completed
73326	73316	LIRB0998AQE3303B	05553500	A	N	Green Algae	Chlorophyta	(undetermined)	Unknown Chlorophyte	colony			Unknown Chlorophyte colony 	799098	XCLcolny	Completed
73326	73316	LIRB0998AQE3303B	05553500	A	N	Green Algae	Chlorophyta	Cladophoraceae	Cladophora	profunda	nordstedtiana	Brand	Cladophora profunda var. nordstedtiana Brand	309012	CLApronr	Completed
73326	73316	LIRB0998AQE3303B	05553500	A	N	Green Algae	Chlorophyta	Scenedesmaceae	Scenedesmus	spinosus		Chodat	Scenedesmus spinosus Chodat	510005	SCEspino	Completed
73326	73316	LIRB0998AQE3303B	05553500	A	N	Blue-Green Algae	Cyanophyta	Phormidiaceae	Phormidium	granulatum			Phormidium granulatum 	890047	PHRgranl	Completed
73326	73316	LIRB0998AQE3303B	05553500	A	D	Diatoms	Chrysophyta	Achnanthaceae	Achnanthes	rupestoides		Hohn	Achnanthes rupestoides Hohn	2186	ACruptod	Completed
73326	73316	LIRB0998AQE3303B	05553500	A	D	Diatoms	Chrysophyta	Naviculaceae	Gyrosigma	nodiferum		(Grunow) Reimer	Gyrosigma nodiferum (Grunow) Reimer	38011	GYnodfrm	Completed
73326	73316	LIRB0998AQE3303B	05553500	A	D	Diatoms	Chrysophyta	Naviculaceae	Hippodonta	capitata		"(Ehrenberg) Lange-Bertalot, Metzeltin et Witkowski"	"Hippodonta capitata (Ehrenberg) Lange-Bertalot, Metzeltin et Witkowski"	213001	HIcapita	Completed
73326	73316	LIRB0998AQE3303B	05553500	A	D	Diatoms	Chrysophyta	Naviculaceae	Navicula	exilis		Kützing	Navicula exilis Kützing	46663	NAexilis	Completed
73326	73316	LIRB0998AQE3303B	05553500	A	D	Diatoms	Chrysophyta	Naviculaceae	Navicula	menisculus		Schumann	Navicula menisculus Schumann	46373	NAmenscl	Completed
73326	73316	LIRB0998AQE3303B	05553500	A	D	Diatoms	Chrysophyta	Naviculaceae	Navicula	tenelloides		Hustedt	Navicula tenelloides Hustedt	46401	NAtenell	Completed
73326	73316	LIRB0998AQE3303B	05553500	A	D	Diatoms	Chrysophyta	Nitzschiaceae	Nitzschia	inconspicua		Grunow	Nitzschia inconspicua Grunow	48122	NIincons	Completed
73326	73316	LIRB0998AQE3303B	05553500	A	D	Diatoms	Chrysophyta	Nitzschiaceae	Nitzschia	palea		(Kützing) Smith	Nitzschia palea (Kützing) Smith	48025	NIpalea	Completed
73326	73316	LIRB0998AQE3303B	05553500	A	D	Diatoms	Chrysophyta	Nitzschiaceae	Nitzschia	perminuta		(Grunow) Peragallo	Nitzschia perminuta (Grunow) Peragallo	48126	NIpermin	Completed
73326	73316	LIRB0998AQE3303B	05553500	A	D	Diatoms	Chrysophyta	Nitzschiaceae	Tryblionella	victoriae		Grunow	Tryblionella victoriae Grunow	185027	TYvictor	Completed
73326	73316	LIRB0998AQE3303B	05553500	A	D	Diatoms	Chrysophyta	Thalassiosiraceae	Aulacoseira	muzzanensis		(Meister) Krammer	Aulacoseira muzzanensis (Meister) Krammer	10031	AUmuzzan	Completed
73326	73316	LIRB0998AQE3303B	05553500	A	N	Green Algae	Chlorophyta	Oedogoniaceae	Oedogonium	sp.			Oedogonium sp. 	455000	OEDsp	Completed
73326	73316	LIRB0998AQE3303B	05553500	A	N	Green Algae	Chlorophyta	Palmellaceae	Gloeocystis	plactonica		(West & West) Lemmermann	Gloeocystis plactonica (West & West) Lemmermann	389003	GLCplact	Completed
73290	73289	LIRB0997AQE2038A	05553800	A	N	Green Algae	Chlorophyta	Cladophoraceae	Cladophora	sp. 0C UL NAWQA EDJ			Cladophora sp. 0C UL NAWQA EDJ 	309006	CLA0CUL	Completed
73290	73289	LIRB0997AQE2038A	05553800	A	N	Blue-Green Algae	Cyanophyta	Pseudanabaenaceae	Leibleinia	gracilis		(Rabenhorst) Anagnostidis & Komárek	Leibleinia gracilis (Rabenhorst) Anagnostidis & Komárek	862002	LEIgracl	Completed
73290	73289	LIRB0997AQE2038A	05553800	A	N	Green Algae	Chlorophyta	Zygnemataceae	Spirogyra	sp. 0A UL NAWQA EJ			Spirogyra sp. 0A UL NAWQA EJ 	533006	SPI0AULE	Completed
73291	73289	LIRB0997AQE2038B	05553800	A	N	Blue-Green Algae	Cyanophyta	Phormidiaceae	Phormidium	ambiguum		Gomont	Phormidium ambiguum Gomont	890002	PHOambig	Completed
73291	73289	LIRB0997AQE2038B	05553800	A	N	Blue-Green Algae	Cyanophyta	Phormidiaceae	Phormidium	amphibium			Phormidium amphibium 	890034	PHRamphi	Completed
73291	73289	LIRB0997AQE2038B	05553800	A	N	Blue-Green Algae	Cyanophyta	Phormidiaceae	Phormidium	breve			Phormidium breve 	890038	PHRbreve	Completed
73291	73289	LIRB0997AQE2038B	05553800	A	N	Blue-Green Algae	Cyanophyta	Phormidiaceae	Phormidium	laetevirens			Phormidium laetevirens 	890053	PHRlatvr	Completed
73291	73289	LIRB0997AQE2038B	05553800	A	D	Diatoms	Chrysophyta	Achnanthaceae	Achnanthidium	0A UL NAWQA KM			Achnanthidium sp. 0A UL NAWQA KM 	1001	AH0AULKM	Completed
73291	73289	LIRB0997AQE2038B	05553800	A	D	Diatoms	Chrysophyta	Diatomaceae	Synedra	ulna		(Nitzsch) Ehrenberg	Synedra ulna (Nitzsch) Ehrenberg	66024	SYulna	Completed
73291	73289	LIRB0997AQE2038B	05553800	A	N	Blue-Green Algae	Cyanophyta	Merismopediaceae	Merismopedia	punctata		Meyen	Merismopedia punctata Meyen	875002	MERpunct	Completed
73291	73289	LIRB0997AQE2038B	05553800	A	N	Blue-Green Algae	Cyanophyta	Oscillatoriaceae	Oscillatoria	irrigua		Gomont	Oscillatoria irrigua Gomont	888065	OSCirrig	Completed
73291	73289	LIRB0997AQE2038B	05553800	A	N	Blue-Green Algae	Cyanophyta	Pseudanabaenaceae	Jaaginema	pseudogeminatum		(Schmidle) Anagnostidis & Komárek	Jaaginema pseudogeminatum (Schmidle) Anagnostidis & Komárek	861007	JAGpsegm	Completed
73291	73289	LIRB0997AQE2038B	05553800	A	D	Diatoms	Chrysophyta	Achnanthaceae	Achnanthidium	exiguum		(Grunow) Czarnecki	Achnanthidium exiguum (Grunow) Czarnecki	1024	AHexigum	Completed
73291	73289	LIRB0997AQE2038B	05553800	A	D	Diatoms	Chrysophyta	Achnanthaceae	Cocconeis	placentula	lineata	(Ehrenberg) Van Heurck	Cocconeis placentula var. lineata (Ehrenberg) Van Heurck	16003	CCplalin	Completed
73291	73289	LIRB0997AQE2038B	05553800	A	D	Diatoms	Chrysophyta	Achnanthaceae	Karayevia	clevei		(Grunow) Kingston	Karayevia clevei (Grunow) Kingston	125001	KVclevei	Completed
73291	73289	LIRB0997AQE2038B	05553800	A	D	Diatoms	Chrysophyta	Biddulphiaceae	Pleurosira	laevis		(Ehrenberg) Compère	Pleurosira laevis (Ehrenberg) Compère	158001	PRlaevis	Completed
73291	73289	LIRB0997AQE2038B	05553800	A	D	Diatoms	Chrysophyta	Diatomaceae	Diatoma	tenuis		Agardh	Diatoma tenuis Agardh	27012	DAten	Completed
73291	73289	LIRB0997AQE2038B	05553800	A	D	Diatoms	Chrysophyta	Diatomaceae	Fragilaria	capucina	mesolepta	Rabenhorst	Fragilaria capucina var. mesolepta Rabenhorst	34051	FRcapmes	Completed
73291	73289	LIRB0997AQE2038B	05553800	A	D	Diatoms	Chrysophyta	Diatomaceae	Opephora	martyi		Héribaud	Opephora martyi Héribaud	50002	OPmartyi	Completed
73291	73289	LIRB0997AQE2038B	05553800	A	D	Diatoms	Chrysophyta	Diatomaceae	Staurosira	construens	venter	(Ehrenberg) Hamilton	Staurosira construens var. venter (Ehrenberg) Hamilton	172006	SRconven	Completed
73291	73289	LIRB0997AQE2038B	05553800	A	D	Diatoms	Chrysophyta	Diatomaceae	Tabellaria	flocculosa		(Roth) Kützing	Tabellaria flocculosa (Roth) Kützing	67004	TAfloccu	Completed
73291	73289	LIRB0997AQE2038B	05553800	A	D	Diatoms	Chrysophyta	Diatomaceae	Tabularia	fasciculata		(Agardh) Williams et Round	Tabularia fasciculata (Agardh) Williams et Round	200002	TBfascic	Completed
73291	73289	LIRB0997AQE2038B	05553800	A	D	Diatoms	Chrysophyta	Epithemiaceae	Epithemia	turgida		(Ehrenberg) Kützing	Epithemia turgida (Ehrenberg) Kützing	32004	EPturgid	Completed
73291	73289	LIRB0997AQE2038B	05553800	A	D	Diatoms	Chrysophyta	Naviculaceae	Cavinula	scutelloides		(Smith) Lange-Bertalot et Metzeltin	Cavinula scutelloides (Smith) Lange-Bertalot et Metzeltin	195004	CVscutl	Completed
73291	73289	LIRB0997AQE2038B	05553800	A	D	Diatoms	Chrysophyta	Naviculaceae	Diadesmis	contenta		(Grunow ex Van Heurck) Mann	Diadesmis contenta (Grunow ex Van Heurck) Mann	197002	DIconten	Completed
73291	73289	LIRB0997AQE2038B	05553800	A	D	Diatoms	Chrysophyta	Naviculaceae	Diploneis	ovalis		(Hilse ex Rabenhorst) Cleve	Diploneis ovalis (Hilse ex Rabenhorst) Cleve	30009	DPovalis	Completed
73291	73289	LIRB0997AQE2038B	05553800	A	D	Diatoms	Chrysophyta	Naviculaceae	Entomoneis	ornata		(Bailey) Reimer	Entomoneis ornata (Bailey) Reimer	31002	ENornata	Completed
73291	73289	LIRB0997AQE2038B	05553800	A	D	Diatoms	Chrysophyta	Naviculaceae	Gomphonema	parvulum		(Kützing) Kützing	Gomphonema parvulum (Kützing) Kützing	37010	GOparvul	Completed
73291	73289	LIRB0997AQE2038B	05553800	A	D	Diatoms	Chrysophyta	Naviculaceae	Luticola	ventricosa		(Kützing) Mann	Luticola ventricosa (Kützing) Mann	130003	LUventri	Completed
73291	73289	LIRB0997AQE2038B	05553800	A	N	Blue-Green Algae	Cyanophyta	Nostocaceae	Trichormus	variabilis		(Kützing) Komárek & Anagnostidis	Trichormus variabilis (Kützing) Komárek & Anagnostidis	925004	TRCvarib	Completed
73291	73289	LIRB0997AQE2038B	05553800	A	N	Blue-Green Algae	Cyanophyta	Oscillatoriaceae	Oscillatoria	fremyii		De Toni	Oscillatoria fremyii De Toni	888058	OSCfremy	Completed
73291	73289	LIRB0997AQE2038B	05553800	A	N	Blue-Green Algae	Cyanophyta	Oscillatoriaceae	Oscillatoria	laete-virens	minimus	Biswas.	Oscillatoria laete-virens var. minimus Biswas.	888070	OSCltmin	Completed
73291	73289	LIRB0997AQE2038B	05553800	A	N	Blue-Green Algae	Cyanophyta	Oscillatoriaceae	Oscillatoria	limnetica		Lemmermann	Oscillatoria limnetica Lemmermann	888011	OSClimnt	Completed
73291	73289	LIRB0997AQE2038B	05553800	A	N	Blue-Green Algae	Cyanophyta	Phormidiaceae	Phormidium	minnesotense		(Tilden) Drouet	Phormidium minnesotense (Tilden) Drouet	890017	PHOminns	Completed
73291	73289	LIRB0997AQE2038B	05553800	A	N	Blue-Green Algae	Cyanophyta	Pseudanabaenaceae	Geitlerinema	splendidum		(Greville) Anagnostidis	Geitlerinema splendidum (Greville) Anagnostidis	847001	GETsplen	Completed
73291	73289	LIRB0997AQE2038B	05553800	A	N	Blue-Green Algae	Cyanophyta	Pseudanabaenaceae	Leptolyngbya	fragilis		(Gomont) Anagnostidis & Komárek	Leptolyngbya fragilis (Gomont) Anagnostidis & Komárek	863004	LELfragl	Completed
73291	73289	LIRB0997AQE2038B	05553800	A	N	Blue-Green Algae	Cyanophyta	Pseudanabaenaceae	Leptolyngbya	rivulariarum		(Gomont) Anagnostidis & Komárek	Leptolyngbya rivulariarum (Gomont) Anagnostidis & Komárek	863014	LELrivul	Completed
73291	73289	LIRB0997AQE2038B	05553800	A	D	Diatoms	Chrysophyta	Achnanthaceae	Cocconeis	placentula		Ehrenberg	Cocconeis placentula Ehrenberg	16004	CCplacen	Completed
73291	73289	LIRB0997AQE2038B	05553800	A	D	Diatoms	Chrysophyta	Achnanthaceae	Cocconeis	placentula	euglypta	(Ehrenberg) Cleve	Cocconeis placentula var. euglypta (Ehrenberg) Cleve	16005	CCplaeug	Completed
73291	73289	LIRB0997AQE2038B	05553800	A	D	Diatoms	Chrysophyta	Achnanthaceae	Planothidium	rostratum		(Østrup) Lange-Bertalot	Planothidium rostratum (Østrup) Lange-Bertalot	155018	PTrostr	Completed
73291	73289	LIRB0997AQE2038B	05553800	A	D	Diatoms	Chrysophyta	Diatomaceae	Asterionella	formosa		Hassal	Asterionella formosa Hassal	9001	ASformos	Completed
73291	73289	LIRB0997AQE2038B	05553800	A	D	Diatoms	Chrysophyta	Diatomaceae	Diatoma	vulgaris		Bory	Diatoma vulgaris Bory	27013	DAvulg	Completed
73291	73289	LIRB0997AQE2038B	05553800	A	D	Diatoms	Chrysophyta	Diatomaceae	Meridion	circulare	constrictum	(Ralfs) Van Heurck	Meridion circulare var. constrictum (Ralfs) Van Heurck	45002	MDcircon	Completed
73291	73289	LIRB0997AQE2038B	05553800	A	D	Diatoms	Chrysophyta	Melosiraceae	Melosira	varians		Agardh	Melosira varians Agardh	44073	MEvarian	Completed
73291	73289	LIRB0997AQE2038B	05553800	A	D	Diatoms	Chrysophyta	Naviculaceae	Amphora	montana		Krasske	Amphora montana Krasske	7042	AMmontan	Completed
73291	73289	LIRB0997AQE2038B	05553800	A	D	Diatoms	Chrysophyta	Naviculaceae	Aneumastus	tuscula		(Ehrenberg) Mann et Stickle	Aneumastus tuscula (Ehrenberg) Mann et Stickle	105001	AEtuscul	Completed
73291	73289	LIRB0997AQE2038B	05553800	A	D	Diatoms	Chrysophyta	Naviculaceae	Caloneis	schumanniana		(Grunow) Cleve	Caloneis schumanniana (Grunow) Cleve	12031	CAschuma	Completed
73291	73289	LIRB0997AQE2038B	05553800	A	D	Diatoms	Chrysophyta	Naviculaceae	Gomphonema	insigne		Gregory	Gomphonema insigne Gregory	37156	GOinsign	Completed
73291	73289	LIRB0997AQE2038B	05553800	A	D	Diatoms	Chrysophyta	Naviculaceae	Gomphonema	minutum		(Agardh) Agardh	Gomphonema minutum (Agardh) Agardh	37178	GOminutm	Completed
73291	73289	LIRB0997AQE2038B	05553800	A	D	Diatoms	Chrysophyta	Naviculaceae	Gomphosphenia	lingulatiformis		(Lange-Bertalot et Reichardt) Lange-Bertalot	Gomphosphenia lingulatiformis (Lange-Bertalot et Reichardt) Lange-Bertalot	209003	GMlinfor	Completed
73291	73289	LIRB0997AQE2038B	05553800	A	D	Diatoms	Chrysophyta	Naviculaceae	Gyrosigma	attenuatum		(Kützing) Rabenhorst	Gyrosigma attenuatum (Kützing) Rabenhorst	38005	GYattenu	Completed
73291	73289	LIRB0997AQE2038B	05553800	A	D	Diatoms	Chrysophyta	Naviculaceae	Luticola	muticopsis		(Van Heurck) Mann	Luticola muticopsis (Van Heurck) Mann	130015	LUmuops	Completed
73291	73289	LIRB0997AQE2038B	05553800	A	D	Diatoms	Chrysophyta	Naviculaceae	Navicula	cryptotenella		Lange-Bertalot ex Krammer et Lange-Bertalot	Navicula cryptotenella Lange-Bertalot ex Krammer et Lange-Bertalot	46527	NAcryten	Completed
73291	73289	LIRB0997AQE2038B	05553800	A	D	Diatoms	Chrysophyta	Naviculaceae	Navicula	germainii		Wallace	Navicula germainii Wallace	46616	NAgermii	Completed
73291	73289	LIRB0997AQE2038B	05553800	A	D	Diatoms	Chrysophyta	Naviculaceae	Navicula	kotschyi		Grunow	Navicula kotschyi Grunow	46269	NAkotsch	Completed
73291	73289	LIRB0997AQE2038B	05553800	A	D	Diatoms	Chrysophyta	Naviculaceae	Navicula	symmetrica		Patrick	Navicula symmetrica Patrick	46400	NAsymtrc	Completed
73291	73289	LIRB0997AQE2038B	05553800	A	D	Diatoms	Chrysophyta	Naviculaceae	Navicula	tenelloides		Hustedt	Navicula tenelloides Hustedt	46401	NAtenell	Completed
73291	73289	LIRB0997AQE2038B	05553800	A	D	Diatoms	Chrysophyta	Naviculaceae	Navicula	tripunctata		(Müller) Bory	Navicula tripunctata (Müller) Bory	46104	NAtripun	Completed
73291	73289	LIRB0997AQE2038B	05553800	A	D	Diatoms	Chrysophyta	Naviculaceae	Rhoicosphenia	abbreviata		(Agardh) Lange-Bertalot	Rhoicosphenia abbreviata (Agardh) Lange-Bertalot	57002	ROabbre	Completed
73291	73289	LIRB0997AQE2038B	05553800	A	D	Diatoms	Chrysophyta	Naviculaceae	Sellaphora	pupula	capitata	Skvortzvow et Mayer	Sellaphora pupula var. capitata Skvortzvow et Mayer	170002	SFpupcap	Completed
73291	73289	LIRB0997AQE2038B	05553800	A	D	Diatoms	Chrysophyta	Nitzschiaceae	Nitzschia	angustatula		Lange-Bertalot	Nitzschia angustatula Lange-Bertalot	48229	NIangtu	Completed
73291	73289	LIRB0997AQE2038B	05553800	A	D	Diatoms	Chrysophyta	Nitzschiaceae	Nitzschia	filiformis		(Smith) Van Heurck	Nitzschia filiformis (Smith) Van Heurck	48145	NIfilifr	Completed
73291	73289	LIRB0997AQE2038B	05553800	A	D	Diatoms	Chrysophyta	Nitzschiaceae	Nitzschia	filiformis	conferta	(Reichardt) Lange-Bertalot	Nitzschia filiformis var. conferta (Reichardt) Lange-Bertalot	48381	NIfilcon	Completed
73291	73289	LIRB0997AQE2038B	05553800	A	D	Diatoms	Chrysophyta	Nitzschiaceae	Nitzschia	inconspicua		Grunow	Nitzschia inconspicua Grunow	48122	NIincons	Completed
73291	73289	LIRB0997AQE2038B	05553800	A	D	Diatoms	Chrysophyta	Epithemiaceae	Rhopalodia	gibba		(Ehrenberg) Müller	Rhopalodia gibba (Ehrenberg) Müller	58001	RPgibba	Completed
73291	73289	LIRB0997AQE2038B	05553800	A	D	Diatoms	Chrysophyta	Hemidiscaceae	Actinocyclus	normanii		(Gregory) Hustedt	Actinocyclus normanii (Gregory) Hustedt	86002	ATnorman	Completed
73291	73289	LIRB0997AQE2038B	05553800	A	D	Diatoms	Chrysophyta	Naviculaceae	Amphora	0A UL NAWQA 96 KM			Amphora sp. 0A UL NAWQA 96 KM 	7052	AM0AULKM	Completed
73291	73289	LIRB0997AQE2038B	05553800	A	D	Diatoms	Chrysophyta	Naviculaceae	Amphora	copulata		(Kützing) Schoeman et Archibald	Amphora copulata (Kützing) Schoeman et Archibald	7075	AMcopula	Completed
73291	73289	LIRB0997AQE2038B	05553800	A	D	Diatoms	Chrysophyta	Naviculaceae	Cymbella	delicatula		Kützing	Cymbella delicatula Kützing	23072	CMdelcat	Completed
73291	73289	LIRB0997AQE2038B	05553800	A	D	Diatoms	Chrysophyta	Naviculaceae	Diadesmis	confervacea		Kützing	Diadesmis confervacea Kützing	197001	DIconfer	Completed
73291	73289	LIRB0997AQE2038B	05553800	A	D	Diatoms	Chrysophyta	Naviculaceae	Encyonema	prostratum		(Berkeley) Kützing	Encyonema prostratum (Berkeley) Kützing	110013	ECprostr	Completed
73291	73289	LIRB0997AQE2038B	05553800	A	D	Diatoms	Chrysophyta	Naviculaceae	Fallacia	pygmaea		(Kützing) Stickle et Mann	Fallacia pygmaea (Kützing) Stickle et Mann	115001	FApygmae	Completed
73291	73289	LIRB0997AQE2038B	05553800	A	D	Diatoms	Chrysophyta	Naviculaceae	Fallacia	tenera		(Hustedt) Mann	Fallacia tenera (Hustedt) Mann	115008	FAtener2	Completed
73291	73289	LIRB0997AQE2038B	05553800	A	D	Diatoms	Chrysophyta	Naviculaceae	Geissleria	decussis		(Hustedt) Lange-Bertalot et Metzeltin	Geissleria decussis (Hustedt) Lange-Bertalot et Metzeltin	210003	GEdecu	Completed
73291	73289	LIRB0997AQE2038B	05553800	A	D	Diatoms	Chrysophyta	Naviculaceae	Gomphonema	olivaceum		(Lyngbye) Kützing	Gomphonema olivaceum (Lyngbye) Kützing	37065	GOolivcm	Completed
73291	73289	LIRB0997AQE2038B	05553800	A	D	Diatoms	Chrysophyta	Naviculaceae	Hippodonta	capitata		"(Ehrenberg) Lange-Bertalot, Metzeltin et Witkowski"	"Hippodonta capitata (Ehrenberg) Lange-Bertalot, Metzeltin et Witkowski"	213001	HIcapita	Completed
73291	73289	LIRB0997AQE2038B	05553800	A	D	Diatoms	Chrysophyta	Naviculaceae	Luticola	goeppertiana		(Bleisch) Mann	Luticola goeppertiana (Bleisch) Mann	130006	LUgoepp2	Completed
73291	73289	LIRB0997AQE2038B	05553800	A	D	Diatoms	Chrysophyta	Naviculaceae	Mayamaea	atomus		(Kützing) Lange-Bertalot	Mayamaea atomus (Kützing) Lange-Bertalot	211003	MYatomus	Completed
73291	73289	LIRB0997AQE2038B	05553800	A	D	Diatoms	Chrysophyta	Naviculaceae	Navicula	erifuga		Lange-Bertalot	Navicula erifuga Lange-Bertalot	46648	NAerifga	Completed
73291	73289	LIRB0997AQE2038B	05553800	A	D	Diatoms	Chrysophyta	Naviculaceae	Navicula	subminuscula		Manguin	Navicula subminuscula Manguin	46562	NAsubmin	Completed
73291	73289	LIRB0997AQE2038B	05553800	A	D	Diatoms	Chrysophyta	Naviculaceae	Neidium	dubium		(Ehrenberg) Cleve	Neidium dubium (Ehrenberg) Cleve	47011	NEdubium	Completed
73291	73289	LIRB0997AQE2038B	05553800	A	D	Diatoms	Chrysophyta	Naviculaceae	Pinnularia	mesolepta		(Ehrenberg) Smith	Pinnularia mesolepta (Ehrenberg) Smith	52043	PImesole	Completed
73291	73289	LIRB0997AQE2038B	05553800	A	D	Diatoms	Chrysophyta	Naviculaceae	Pinnularia	microstauron		(Ehrenberg) Cleve	Pinnularia microstauron (Ehrenberg) Cleve	52045	PImicros	Completed
