Dataset:              Benthic Species Abundance Data
File Name:            G3_2LA91.TXT
Date Created:         07/29/99
# Variables:          7
# Header Records:     17
# Data Records:       2267
Missing Value Symbol: .

Variables:    STA_NAME     Station name
              DATE         Sample collection date (YYMMDD)
              LATIN NAME   Scientific (Latin) name
              #GRABS       Number of grabs
              T_ABN        Total abundance (#)
              M_ABN        Mean abundance (#)
              SDABN        Std. dev. of mean abundance

STA_NAME   DATE LATIN NAME                       #GRABS  T_ABN    M_ABN  SDABN
LA91LR26 910721 GRANDIDIERELLA BONNIEROIDES           3      1     0.33   0.58
LA91LR26 910721 HOBSONIA FLORIDA                      3     84    28.00  15.87
LA91LR26 910721 LEPIDACTYLUS SP.A                     3      2     0.67   1.15
LA91LR26 910721 MEDIOMASTUS SP.                       3     26     8.67   9.87
LA91LR26 910721 MONOCULODES SP.A                      3      8     2.67   2.89
LA91LR26 910721 MULINIA SP.                           3     32    10.67  18.48
LA91LR26 910721 MYSIDOPSIS ALMYRA                     3      1     0.33   0.58
LA91LR26 910721 MYTILOPSIS LEUCOPHAEATA               3      1     0.33   0.58
LA91LR26 910721 NEMERTEA SP.A                         3      1     0.33   0.58
LA91LR26 910721 PARAPIONOSYLLIS SP.A                  3     30    10.00   3.61
LA91LR26 910721 POLYDORA CORNUTA                      3      1     0.33   0.58
LA91LR26 910721 RANGIA CUNEATA                        3     32    10.67  10.69
LA91LR26 910721 RHITHROPANOPEUS HARRISII              3      1     0.33   0.58
LA91LR26 910721 STREBLOSPIO BENEDICTI                 3    416   138.67 116.60
LA91LR26 910721 TELLINA SP.                           3      1     0.33   0.58
LA91LR26 910721 TEXADINA SPHINCTOSTOMA                3      2     0.67   0.58
LA91LR26 910721 TUBIFICOIDES HETEROCHAETUS            3      9     3.00   1.00
LA91LR26 910721 UNID. BIVALVIA                        3      4     1.33   1.53
LA91LR26 910721 UNID. NEMERTEA                        3      7     2.33   0.58
LA91LR26 910721 UNID. TUBIFICIDAE                     3     16     5.33   4.73
LA91LR27 910721 COELOTANYPUS SP.                      3      3     1.00   0.00
LA91LR27 910721 HOBSONIA FLORIDA                      3     30    10.00   6.24
LA91LR27 910721 MEDIOMASTUS SP.                       3     20     6.67   1.53
LA91LR27 910721 MONOCULODES SP.A                      3      3     1.00   1.00
LA91LR27 910721 MULINIA LATERALIS                     3      1     0.33   0.58
LA91LR27 910721 MULINIA PONTCHARTRAINENSIS            3      3     1.00   1.73
LA91LR27 910721 MYTILOPSIS LEUCOPHAEATA               3     19     6.33  10.97
LA91LR27 910721 PARAPIONOSYLLIS SP.A                  3     23     7.67   7.23
LA91LR27 910721 POLYMESODA CAROLINIANA                3      1     0.33   0.58
LA91LR27 910721 PROBYTHINELLA LOUISIANAE              3     32    10.67  18.48
LA91LR27 910721 RANGIA CUNEATA                        3     31    10.33  17.04
LA91LR27 910721 STREBLOSPIO BENEDICTI                 3     31    10.33   8.74
LA91LR27 910721 TEXADINA SPHINCTOSTOMA                3      2     0.67   0.58
LA91LR27 910721 TUBIFICOIDES HETEROCHAETUS            3      1     0.33   0.58
LA91LR27 910721 UNID. NEMERTEA                        3      7     2.33   2.31
LA91LR28 910811 CERAPUS BENTHOPHILUS                  3      1     0.33   0.58
LA91LR28 910811 COELOTANYPUS SP.                      3      3     1.00   1.00
LA91LR28 910811 CRYPTOCHIRONOMUS SP.                  3      1     0.33   0.58
LA91LR28 910811 CYATHURA POLITA                       3     10     3.33   1.53
LA91LR28 910811 EDOTEA TRILOBA                        3      2     0.67   0.58
LA91LR28 910811 HOBSONIA FLORIDA                      3     75    25.00   4.58
LA91LR28 910811 MEDIOMASTUS SP.                       3      3     1.00   1.00
LA91LR28 910811 MULINIA LATERALIS                     3      2     0.67   1.15
LA91LR28 910811 MULINIA PONTCHARTRAINENSIS            3      6     2.00   3.46
LA91LR28 910811 MYTILOPSIS LEUCOPHAEATA               3     14     4.67   1.53
LA91LR28 910811 PARAPIONOSYLLIS SP.A                  3      5     1.67   1.53
LA91LR28 910811 POLYMESODA CAROLINIANA                3      1     0.33   0.58
LA91LR28 910811 PROBYTHINELLA LOUISIANAE              3     59    19.67   3.51
LA91LR28 910811 RANGIA CUNEATA                        3     61    20.33   6.03
LA91LR28 910811 RHITHROPANOPEUS HARRISII              3      1     0.33   0.58
LA91LR28 910811 STREBLOSPIO BENEDICTI                 3      1     0.33   0.58
LA91LR28 910811 TEXADINA SPHINCTOSTOMA                3    106    35.33  31.90
LA91LR28 910811 TUBIFICOIDES HETEROCHAETUS            3      3     1.00   1.73
LA91LR28 910811 UNID. NEMERTEA                        3      1     0.33   0.58
LA91LR29 910811 COELOTANYPUS SP.                      3      1     0.33   0.58
LA91LR29 910811 COROPHIUM LACUSTRE                    3     19     6.33  10.12
LA91LR29 910811 CRYPTOCHIRONOMUS SP.                  3      4     1.33   1.15
LA91LR29 910811 CYATHURA POLITA                       3      9     3.00   2.65
LA91LR29 910811 EDOTEA TRILOBA                        3      3     1.00   1.00
LA91LR29 910811 GASTROPODA SP.A                       3      5     1.67   2.89
LA91LR29 910811 HOBSONIA FLORIDA                      3     84    28.00  24.58
LA91LR29 910811 MEDIOMASTUS SP.                       3      2     0.67   1.15
LA91LR29 910811 MULINIA LATERALIS                     3      2     0.67   1.15
LA91LR29 910811 MULINIA PONTCHARTRAINENSIS            3      9     3.00   5.20
LA91LR29 910811 MYTILOPSIS LEUCOPHAEATA               3     54    18.00  22.34
LA91LR29 910811 POLYDORA CORNUTA                      3      1     0.33   0.58
LA91LR29 910811 PROBYTHINELLA LOUISIANAE              3    130    43.33  43.00
LA91LR29 910811 RANGIA CUNEATA                        3     82    27.33  25.70
LA91LR29 910811 RHITHROPANOPEUS HARRISII              3      1     0.33   0.58
LA91LR29 910811 STREBLOSPIO BENEDICTI                 3      1     0.33   0.58
LA91LR29 910811 TEXADINA SPHINCTOSTOMA                3      4     1.33   2.31
LA91LR29 910811 TUBIFICOIDES HETEROCHAETUS            3      3     1.00   1.00
LA91LR30 910811 COELOTANYPUS SP.                      3      8     2.67   1.15
LA91LR30 910811 COROPHIUM LACUSTRE                    3      2     0.67   1.15
LA91LR30 910811 GASTROPODA SP.A                       3      6     2.00   3.46
LA91LR30 910811 HOBSONIA FLORIDA                      3    101    33.67  34.00
LA91LR30 910811 MEDIOMASTUS SP.                       3     40    13.33  15.28
LA91LR30 910811 MYTILOPSIS LEUCOPHAEATA               3     13     4.33   7.51
LA91LR30 910811 POLYPEDILUM GROUP_A                   3      1     0.33   0.58
LA91LR30 910811 PROBYTHINELLA LOUISIANAE              3      1     0.33   0.58
LA91LR30 910811 RHITHROPANOPEUS HARRISII              3      3     1.00   1.00
LA91LR30 910811 STREBLOSPIO BENEDICTI                 3     16     5.33   6.11
LA91LR30 910811 TEXADINA SPHINCTOSTOMA                3     17     5.67   8.96
LA91LR30 910811 UNID. NEMERTEA                        3      2     0.67   0.58
LA91LR31 910812 COELOTANYPUS SP.                      3      1     0.33   0.58
LA91LR31 910812 CYATHURA POLITA                       3      1     0.33   0.58
LA91LR31 910812 HOBSONIA FLORIDA                      3     15     5.00   4.00
LA91LR31 910812 MULINIA LATERALIS                     3      2     0.67   1.15
LA91LR31 910812 MYTILOPSIS LEUCOPHAEATA               3      1     0.33   0.58
LA91LR31 910812 PROBYTHINELLA LOUISIANAE              3    185    61.67  43.02
LA91LR31 910812 RANGIA CUNEATA                        3    168    56.00  35.59
LA91LR31 910812 TEXADINA SPHINCTOSTOMA                3     90    30.00   8.72
LA91LR31 910812 UNID. ORTHOCLADIINAE                  3      1     0.33   0.58
LA91LR32 910811 COELOTANYPUS SP.                      3      7     2.33   2.08
LA91LR32 910811 CRYPTOCHIRONOMUS SP.                  3      1     0.33   0.58
LA91LR32 910811 HOBSONIA FLORIDA                      3     24     8.00  13.86
LA91LR32 910811 MULINIA LATERALIS                     3     30    10.00   8.00
LA91LR32 910811 MYTILOPSIS LEUCOPHAEATA               3      2     0.67   1.15
LA91LR32 910811 PROBYTHINELLA LOUISIANAE              3    181    60.33  49.17
LA91LR32 910811 RANGIA CUNEATA                        3     14     4.67   4.16
LA91LR32 910811 RHITHROPANOPEUS HARRISII              3      1     0.33   0.58
LA91LR32 910811 TEXADINA SPHINCTOSTOMA                3      3     1.00   1.00
LA91LR33 910811 COELOTANYPUS SP.                      3     29     9.67   3.79
LA91LR33 910811 HOBSONIA FLORIDA                      3     15     5.00   3.61
LA91LR33 910811 MULINIA PONTCHARTRAINENSIS            3      1     0.33   0.58
LA91LR33 910811 MYTILOPSIS LEUCOPHAEATA               3     11     3.67   1.53
LA91LR33 910811 PROBYTHINELLA LOUISIANAE              3    385   128.33  66.67
LA91LR33 910811 RANGIA CUNEATA                        3     92    30.67   0.58
LA91LR33 910811 RHITHROPANOPEUS HARRISII              3     11     3.67   6.35
LA91LR33 910811 STREBLOSPIO BENEDICTI                 3      1     0.33   0.58
LA91LR33 910811 TEXADINA SPHINCTOSTOMA                3    147    49.00  54.74
LA91LR33 910811 TUBIFICOIDES HETEROCHAETUS            3      6     2.00   3.46
LA91LR33 910811 UNID. TUBIFICIDAE                     3      1     0.33   0.58
LA91LR34 910729 ACANTHOHAUSTORIUS SP.A                3      1     0.33   0.58
LA91LR34 910729 ACTINIARIA SP.C                       3      1     0.33   0.58
LA91LR34 910729 AMPELISCA SP.C                        3      5     1.67   1.53
LA91LR34 910729 CALLINECTES SP.                       3      1     0.33   0.58
LA91LR34 910729 CHAETOZONE SP.A                       3      3     1.00   1.00
LA91LR34 910729 CYCLASPIS PUSTULATA                   3      1     0.33   0.58
LA91LR34 910729 DINOCARDIUM SP.                       3      1     0.33   0.58
LA91LR34 910729 EUDEVENOPUS HONDURANUS                3     15     5.00   2.65
LA91LR34 910729 GLYCERA AMERICANA                     3      1     0.33   0.58
LA91LR34 910729 LISTRIELLA BARNARDI                   3      1     0.33   0.58
LA91LR34 910729 MAGELONA RIOJAI                       3     95    31.67   4.04
LA91LR34 910729 MAGELONA SP.                          3      3     1.00   1.73
LA91LR34 910729 MELLITA QUINQUIESPERFORATA            3      3     1.00   1.73
LA91LR34 910729 MONOCULODES NYEI                      3      4     1.33   1.15
LA91LR34 910729 MULINIA LATERALIS                     3      5     1.67   2.08
LA91LR34 910729 MULINIA SP.                           3      7     2.33   4.04
LA91LR34 910729 NATICA PUSILLA                        3      1     0.33   0.58
LA91LR34 910729 NEPHTYS PICTA                         3     11     3.67   1.53
LA91LR34 910729 OGYRIDES ALPHAEROSTRIS                3      3     1.00   0.00
LA91LR34 910729 OGYRIDES HAYI                         3      2     0.67   1.15
LA91LR34 910729 OGYRIDES SP.                          3      3     1.00   1.73
LA91LR34 910729 ONUPHIS EREMITA                       3     14     4.67   1.53
LA91LR34 910729 OWENIA SP.A                           3      3     1.00   1.00
LA91LR34 910729 OXYUROSTYLIS SP.B                     3      1     0.33   0.58
LA91LR34 910729 PARAPRIONOSPIO PINNATA                3      2     0.67   0.58
LA91LR34 910729 PHYLLODOCE ARENAE                     3      4     1.33   0.58
LA91LR34 910729 PRIONOSPIO PYGMAEA                    3    373   124.33  44.60
LA91LR34 910729 PROBYTHINELLA LOUISIANAE              3      1     0.33   0.58
LA91LR34 910729 SCOLELEPIS SQUAMATA                   3     35    11.67  17.62
LA91LR34 910729 SCOLOPLOS RUBRA                       3      4     1.33   1.53
LA91LR34 910729 SCOLOPLOS TEXANA                      3     54    18.00  20.95
LA91LR34 910729 SIGAMBRA TENTACULATA                  3      3     1.00   1.00
LA91LR34 910729 SPIOPHANES BOMBYX                     3     19     6.33   2.08
LA91LR34 910729 SYNCHELIDIUM AMERICANUM               3      5     1.67   1.15
LA91LR34 910729 TELLINA IRIS                          3      2     0.67   1.15
LA91LR34 910729 TELLINA VERSICOLOR                    3      1     0.33   0.58
LA91LR34 910729 UNID. ANTHOZOA                        3      1     0.33   0.58
LA91LR34 910729 UNID. ECHINOIDEA                      3      2     0.67   1.15
LA91LR34 910729 UNID. NEMERTEA                        3     18     6.00   3.61
LA91LR34 910729 UNID. TEREBELLIDAE                    3      1     0.33   0.58
LA91LR35 910729 ABRA AEQUALIS                         3     32    10.67  18.48
LA91LR35 910729 ABRA LIOICA                           3     60    20.00  12.12
LA91LR35 910729 ACTEOCINA CANALICULATA                3     33    11.00   3.61
LA91LR35 910729 ACTINIARIA SP.A                       3      1     0.33   0.58
LA91LR35 910729 AGLAOPHAMUS VERRILLI                  3      7     2.33   3.21
LA91LR35 910729 AMPELISCA SP.C                        3     11     3.67   1.53
LA91LR35 910729 AMPHILOCHUS CASAHOYA                  3      1     0.33   0.58
LA91LR35 910729 ANACHIS OBESA                         3      9     3.00   4.36
LA91LR35 910729 ANADARA TRANSVERSA                    3      3     1.00   1.73
LA91LR35 910729 ANCISTROSYLLIS SP.B                   3      3     1.00   0.00
LA91LR35 910729 ARCA ZEBRA                            3      2     0.67   1.15
LA91LR35 910729 ARICIDEA ALISDAIRI                    3      1     0.33   0.58
LA91LR35 910729 ARMANDIA MACULATA                     3      1     0.33   0.58
LA91LR35 910729 BATEA CATHARINENSIS                   3     28     9.33  15.31
LA91LR35 910729 BHAWANIA HETEROSETA                   3      7     2.33   1.15
LA91LR35 910729 BIVALVIA GENUSC                       3      1     0.33   0.58
LA91LR35 910729 CABIRA INCERTA                        3      1     0.33   0.58
LA91LR35 910729 CAECUM JOHNSONI                       3      4     1.33   1.53
LA91LR35 910729 CHAETOZONE SP.A                       3      5     1.67   1.53
LA91LR35 910729 CHONE AMERICANA                       3      1     0.33   0.58
LA91LR35 910729 CIRRIFORMIA SP.                       3      1     0.33   0.58
LA91LR35 910729 CIRRIFORMIA SP.A                      3      1     0.33   0.58
LA91LR35 910729 CIRRIFORMIA SP.B                      3      2     0.67   1.15
LA91LR35 910729 CIRROPHORUS SP.                       3      1     0.33   0.58
LA91LR35 910729 COCHLIOLEPIS PARASITICA               3      1     0.33   0.58
LA91LR35 910729 CORBULA BARRATTIANA                   3      7     2.33   1.15
LA91LR35 910729 CORBULA CONTRACTA                     3      1     0.33   0.58
LA91LR35 910729 COROPHIUM TUBERCULATUM                3      4     1.33   2.31
LA91LR35 910729 CRASSINELLA MARTINICENSIS             3     37    12.33  10.41
LA91LR35 910729 CREPIDULA PLANA                       3      4     1.33   2.31
LA91LR35 910729 CYCLASPIS PUSTULATA                   3      1     0.33   0.58
LA91LR35 910729 DIOPATRA CUPREA                       3      5     1.67   2.89
LA91LR35 910729 DIPLODONTA PUNCTATA                   3    100    33.33  10.69
LA91LR35 910729 ELASMOPUS LEVIS                       3      6     2.00   3.46
LA91LR35 910729 EPITONIUM ALBIDUM                     3      1     0.33   0.58
LA91LR35 910729 FABRICIOLA TRILOBATA                  3     10     3.33   3.21
LA91LR35 910729 GASTROPODA SP.A                       3      1     0.33   0.58
LA91LR35 910729 GLYCINDE SOLITARIA                    3     11     3.67   3.79
LA91LR35 910729 HEMIPHOLIS ELONGATA                   3      6     2.00   1.00
LA91LR35 910729 HEXAPANOPEUS ANGUSTIFRONS             3      9     3.00   5.20
LA91LR35 910729 HOBSONIA FLORIDA                      3      3     1.00   1.00
LA91LR35 910729 KINBERGONUPHIS SIMONI                 3      9     3.00   0.00
LA91LR35 910729 LAEONEREIS CULVERI                    3      1     0.33   0.58
LA91LR35 910729 LINGA AMIANTUS                        3      5     1.67   0.58
LA91LR35 910729 LISTRIELLA BARNARDI                   3      2     0.67   1.15
LA91LR35 910729 LUCINA RADIANS                        3     47    15.67   6.43
LA91LR35 910729 LUMBRINERIS SP.                       3      1     0.33   0.58
LA91LR35 910729 LUMBRINERIS SP.A                      3      3     1.00   1.00
LA91LR35 910729 MACOMA TENTA                          3      1     0.33   0.58
LA91LR35 910729 MAGELONA PETTIBONEAE                  3      2     0.67   1.15
LA91LR35 910729 MAGELONA SP.H                         3      1     0.33   0.58
LA91LR35 910729 MAGELONA SP.I                         3     37    12.33   3.21
LA91LR35 910729 MALMGRENIELLA SP.A                    3      2     0.67   0.58
LA91LR35 910729 MALMGRENIELLA SP.B                    3     16     5.33   2.52
LA91LR35 910729 MEDIOMASTUS SP.                       3    332   110.67  69.36
LA91LR35 910729 MEGALOMMA BIOCULATUM                  3      1     0.33   0.58
LA91LR35 910729 MELINNA MACULATA                      3      1     0.33   0.58
LA91LR35 910729 MICROPHIOPHOLIS ATRA                  3      1     0.33   0.58
LA91LR35 910729 MICROPHIOPHOLIS GRACILLIMA            3      5     1.67   1.15
LA91LR35 910729 MULINIA LATERALIS                     3      1     0.33   0.58
LA91LR35 910729 MULINIA SP.                           3      2     0.67   0.58
LA91LR35 910729 MYRIOCHELE OCULATA                    3     51    17.00  12.12
LA91LR35 910729 MYSELLA PLANULATA                     3     12     4.00   2.00
LA91LR35 910729 MYSELLA SP.A                          3     52    17.33  24.21
LA91LR35 910729 NASSARIUS ACUTUS                      3      1     0.33   0.58
LA91LR35 910729 NATICA PUSILLA                        3      3     1.00   0.00
LA91LR35 910729 NEANTHES SUCCINEA                     3     15     5.00   8.66
LA91LR35 910729 NEMERTEA SP.A                         3      8     2.67   4.62
LA91LR35 910729 NEMERTEA SP.C                         3      3     1.00   1.73
LA91LR35 910729 NEPHTYS PICTA                         3      2     0.67   0.58
LA91LR35 910729 OWENIA SP.A                           3      9     3.00   2.00
LA91LR35 910729 OXYUROSTYLIS SP.B                     3      2     0.67   1.15
LA91LR35 910729 PARACAPRELLA TENUIS                   3     53    17.67  30.60
LA91LR35 910729 PARAMETOPELLA SP.A                    3      2     0.67   1.15
LA91LR35 910729 PARAPRIONOSPIO PINNATA                3     15     5.00   3.61
LA91LR35 910729 PECTINARIA GOULDII                    3      6     2.00   2.00
LA91LR35 910729 PETRICOLA PHOLADIFORMIS               3      1     0.33   0.58
LA91LR35 910729 PHASCOLION SP.B                       3      3     1.00   1.73
LA91LR35 910729 PHORONIS MUELLERI                     3     35    11.67   7.09
LA91LR35 910729 PHYLLODOCE ARENAE                     3     12     4.00   4.36
LA91LR35 910729 PINNIXA SP.                           3      1     0.33   0.58
LA91LR35 910729 PINNIXA SP.A                          3      1     0.33   0.58
LA91LR35 910729 PIROMIS ROBERTI                       3     13     4.33   5.13
LA91LR35 910729 PISTA CRISTATA                        3      1     0.33   0.58
LA91LR35 910729 PISTA QUADRILOBATA                    3      3     1.00   1.73
LA91LR35 910729 PISTA SP.                             3      1     0.33   0.58
LA91LR35 910729 PODARKEOPSIS LEVIFUSCINA              3     36    12.00  10.44
LA91LR35 910729 POECILOCHAETUS JOHNSONI               3      3     1.00   1.00
LA91LR35 910729 POLYODONTES LUPINUS                   3      1     0.33   0.58
LA91LR35 910729 PRIONOSPIO HETEROBRANCHIA             3     25     8.33   7.02
LA91LR35 910729 PRIONOSPIO PERKINSI                   3     90    30.00  28.48
LA91LR35 910729 PRIONOSPIO PYGMAEA                    3     85    28.33  10.02
LA91LR35 910729 SCHISTOMERINGOS RUDOLPHI              3      7     2.33   2.31
LA91LR35 910729 SCOLOPLOS RUBRA                       3      1     0.33   0.58
LA91LR35 910729 SIGAMBRA SP.                          3      1     0.33   0.58
LA91LR35 910729 SIGAMBRA TENTACULATA                  3     29     9.67   4.04
LA91LR35 910729 SPIOCHAETOPTERUS COSTARUM             3     12     4.00   1.73
LA91LR35 910729 SPIOPHANES BOMBYX                     3     37    12.33  10.50
LA91LR35 910729 STHENELAIS SP.A                       3      2     0.67   1.15
LA91LR35 910729 STROMBIFORMIS AURICINCTUS             3      5     1.67   2.89
LA91LR35 910729 TAGELUS DIVISUS                       3      7     2.33   1.53
LA91LR35 910729 TELLIDORA CRISTATA                    3      1     0.33   0.58
LA91LR35 910729 TELLINA ALTERNATA                     3      3     1.00   1.73
LA91LR35 910729 TELLINA TENELLA                       3      4     1.33   1.15
LA91LR35 910729 TELLINA VERSICOLOR                    3     19     6.33   4.04
LA91LR35 910729 THARYX MARIONI                        3      9     3.00   3.61
LA91LR35 910729 THARYX SP.                            3      2     0.67   1.15
LA91LR35 910729 TRACHYPENAEUS SP.                     3      1     0.33   0.58
LA91LR35 910729 TURBONILLA SP.A                       3      1     0.33   0.58
LA91LR35 910729 UNID. ACTINIARIA                      3      5     1.67   2.89
LA91LR35 910729 UNID. AMPHILOCHIDAE                   3      1     0.33   0.58
LA91LR35 910729 UNID. BIVALVIA                        3      8     2.67   3.06
LA91LR35 910729 UNID. CREPIDULIDAE                    3      1     0.33   0.58
LA91LR35 910729 UNID. ECHIURA                         3      1     0.33   0.58
LA91LR35 910729 UNID. NEMERTEA                        3     72    24.00  14.00
LA91LR35 910729 UNID. NEPHTYIDAE                      3      3     1.00   1.73
LA91LR35 910729 UNID. NEREIDAE                        3      8     2.67   2.52
LA91LR35 910729 UNID. ONUPHIDAE                       3      2     0.67   0.58
LA91LR35 910729 UNID. OPHIUROIDEA                     3    152    50.67  11.93
LA91LR35 910729 UNID. PHORONIDA                       3      3     1.00   1.00
LA91LR35 910729 UNID. POLYNOIDAE                      3      1     0.33   0.58
LA91LR35 910729 UNID. SIPUNCULA                       3      3     1.00   1.73
LA91LR35 910729 UNID. TELLINIDAE                      3      1     0.33   0.58
LA91LR35 910729 UNID. TEREBELLIDAE                    3      1     0.33   0.58
LA91LR35 910729 UNID. TURBELLARIA                     3      2     0.67   1.15
LA91LR35 910729 UNID. XANTHIDAE                       3      1     0.33   0.58
LA91LR35 910729 UPOGEBIA SP.                          3      1     0.33   0.58
LA91LR35 910729 UROMUNNA SP.A                         3      4     1.33   2.31
LA91LR36 910729 ACTEOCINA CANALICULATA                3      1     0.33   0.58
LA91LR36 910729 ACTINIARIA SP.A                       3      2     0.67   0.58
LA91LR36 910729 ACTINIARIA SP.B                       3      1     0.33   0.58
LA91LR36 910729 AGLAOPHAMUS VERRILLI                  3      3     1.00   1.00
LA91LR36 910729 ALIGENA TEXASIANA                     3      1     0.33   0.58
LA91LR36 910729 ANADARA TRANSVERSA                    3      2     0.67   0.58
LA91LR36 910729 ANCISTROSYLLIS SP.B                   3      1     0.33   0.58
LA91LR36 910729 ARICIDEA LOPEZI                       3      3     1.00   0.00
LA91LR36 910729 BATEA CATHARINENSIS                   3      2     0.67   1.15
LA91LR36 910729 CABIRA INCERTA                        3      2     0.67   1.15
LA91LR36 910729 CHAETOZONE SP.A                       3      1     0.33   0.58
LA91LR36 910729 CLYMENELLA TORQUATA                   3      1     0.33   0.58
LA91LR36 910729 COROPHIUM TUBERCULATUM                3      1     0.33   0.58
LA91LR36 910729 DIOPATRA CUPREA                       3      6     2.00   1.73
LA91LR36 910729 DIPLODONTA PUNCTATA                   3      2     0.67   0.58
LA91LR36 910729 EDWARDSIA? SP.                        3      4     1.33   1.53
LA91LR36 910729 GLYCINDE SOLITARIA                    3      9     3.00   2.65
LA91LR36 910729 LAEONEREIS CULVERI                    3      1     0.33   0.58
LA91LR36 910729 LUCINA RADIANS                        3      3     1.00   1.00
LA91LR36 910729 LUMBRINERIS TENUIS                    3      6     2.00   1.00
LA91LR36 910729 MACOMA TENTA                          3      1     0.33   0.58
LA91LR36 910729 MAGELONA SP.H                         3     33    11.00   6.24
LA91LR36 910729 MAGELONA SP.I                         3     11     3.67   1.53
LA91LR36 910729 MEDIOMASTUS SP.                       3     50    16.67  20.31
LA91LR36 910729 MERCENARIA CAMPECHIENSIS              3      2     0.67   0.58
LA91LR36 910729 MULINIA LATERALIS                     3     12     4.00   0.00
LA91LR36 910729 MYRIOCHELE OCULATA                    3      2     0.67   0.58
LA91LR36 910729 MYSIDOPSIS SP.A                       3      1     0.33   0.58
LA91LR36 910729 NASSARIUS ACUTUS                      3      4     1.33   0.58
LA91LR36 910729 NEANTHES SUCCINEA                     3      3     1.00   1.00
LA91LR36 910729 NEMERTEA SP.A                         3      4     1.33   2.31
LA91LR36 910729 NEMERTEA SP.C                         3      1     0.33   0.58
LA91LR36 910729 NEPHTYS PICTA                         3      3     1.00   1.00
LA91LR36 910729 OWENIA SP.A                           3     15     5.00   3.46
LA91LR36 910729 PARAPRIONOSPIO PINNATA                3     19     6.33   4.51
LA91LR36 910729 PECTINARIA GOULDII                    3      1     0.33   0.58
LA91LR36 910729 PETRICOLA PHOLADIFORMIS               3      1     0.33   0.58
LA91LR36 910729 PHORONIS MUELLERI                     3     28     9.33   8.50
LA91LR36 910729 PHYLLODOCE ARENAE                     3      2     0.67   0.58
LA91LR36 910729 PIROMIS ROBERTI                       3      3     1.00   1.73
LA91LR36 910729 PODARKEOPSIS LEVIFUSCINA              3      1     0.33   0.58
LA91LR36 910729 PRIONOSPIO PERKINSI                   3      1     0.33   0.58
LA91LR36 910729 PRIONOSPIO PYGMAEA                    3      3     1.00   0.00
LA91LR36 910729 SIGAMBRA TENTACULATA                  3     15     5.00   7.81
LA91LR36 910729 SPIOCHAETOPTERUS COSTARUM             3     19     6.33   0.58
LA91LR36 910729 UNID. ACTINIARIA                      3     15     5.00   7.81
LA91LR36 910729 UNID. ANTHOZOA                        3      4     1.33   1.15
LA91LR36 910729 UNID. CALLIANASSIDAE                  3      1     0.33   0.58
LA91LR36 910729 UNID. ENTEROPNEUSTA                   3      6     2.00   3.46
LA91LR36 910729 UNID. HEMICHORDATA                    3      1     0.33   0.58
LA91LR36 910729 UNID. MALDANIDAE                      3     15     5.00   8.66
LA91LR36 910729 UNID. NEMERTEA                        3     12     4.00   2.65
LA91LR36 910729 UNID. NEREIDAE                        3      1     0.33   0.58
LA91LR36 910729 UNID. OPHIUROIDEA                     3      4     1.33   2.31
LA91LR36 910729 UNID. PHORONIDA                       3     38    12.67  21.94
LA91LR37 910813 ELASMOPUS LEVIS                       3      1     0.33   0.58
LA91LR37 910813 GLYCINDE SOLITARIA                    3     31    10.33  17.90
LA91LR37 910813 HOBSONIA FLORIDA                      3      1     0.33   0.58
LA91LR37 910813 MEDIOMASTUS SP.                       3     35    11.67  20.21
LA91LR37 910813 MULINIA LATERALIS                     3     28     9.33   8.08
LA91LR37 910813 NEANTHES SUCCINEA                     3     11     3.67   6.35
LA91LR37 910813 PARAPIONOSYLLIS SP.A                  3     10     3.33   5.77
LA91LR37 910813 PECTINARIA GOULDII                    3     14     4.67   8.08
LA91LR37 910813 PRIONOSPIO PERKINSI                   3      1     0.33   0.58
LA91LR37 910813 SIGAMBRA TENTACULATA                  3      7     2.33   4.04
LA91LR37 910813 TELLINA VERSICOLOR                    3      1     0.33   0.58
LA91LR37 910813 TEXADINA SPHINCTOSTOMA                3      1     0.33   0.58
LA91LR37 910813 TUBIFICOIDES HETEROCHAETUS            3      1     0.33   0.58
LA91LR37 910813 UNID. BIVALVIA                        3      6     2.00   2.65
LA91LR37 910813 UNID. BRACHYURA                       3      2     0.67   0.58
LA91LR37 910813 UNID. NEMERTEA                        3      4     1.33   2.31
LA91LR37 910813 UNID. NEREIDAE                        3      1     0.33   0.58
LA91LR37 910813 UNID. TELLINIDAE                      3      1     0.33   0.58
LA91LR38 910813 CRYPTOCHIRONOMUS SP.                  3      1     0.33   0.58
LA91LR38 910813 GLYCINDE SOLITARIA                    3     55    18.33   5.51
LA91LR38 910813 MACOMA MITCHELLI                      3      2     0.67   1.15
LA91LR38 910813 MEDIOMASTUS SP.                       3    130    43.33  28.92
LA91LR38 910813 MULINIA LATERALIS                     3     20     6.67   2.89
LA91LR38 910813 MULINIA PONTCHARTRAINENSIS            3      1     0.33   0.58
LA91LR38 910813 MYSELLA PLANULATA                     3      1     0.33   0.58
LA91LR38 910813 NEANTHES SUCCINEA                     3      1     0.33   0.58
LA91LR38 910813 OWENIA SP.A                           3      1     0.33   0.58
LA91LR38 910813 PARAPIONOSYLLIS SP.A                  3      6     2.00   2.00
LA91LR38 910813 PARAPRIONOSPIO PINNATA                3     16     5.33   2.89
LA91LR38 910813 PECTINARIA GOULDII                    3      1     0.33   0.58
