-----------------------------------------------
3D SITE DISPLACEMENT DUE TO ATMOSPHERIC LOADING
-----------------------------------------------
METEOROLOGICAL CENTER & DEGREE 1 :    NCEP_CMEA
CMEA : CENTER OF MASS OF THE EARTH + ATMOSPHERE
CME  : CENTER OF MASS OF THE SOLID EARTH  ALONE
SITE COORDINATES ACCORDING TO ITRF2000 SOLUTION
-----------------------------------------------
CREATOR EMAIL : PASCAL.GEGOUT@EOST.U-STRASBG.FR
-----------------------------------------------
RIOP        49718.000    1995     1     1     0
RIOP        52274.750    2001    12    31    18
RIOP      1255144.990 -6253609.537  -182569.867
50870.25     0.363244    -0.329669    -0.133903
50870.50     0.404547    -0.101124     0.304312
50870.75     0.269901    -0.378908     0.949888
50871.00    -0.008015    -0.452046     1.553486
50871.25    -0.281417    -0.303656     0.493967
50871.50    -0.210635    -0.024228     0.559680
50871.75    -0.344472    -0.233488     0.660378
50872.00    -0.237758    -0.324333     1.833049
50872.25    -0.412341    -0.054193     0.375777
50872.50    -0.292903     0.161881     0.721532
50872.75    -0.202939    -0.051395     1.055505
50873.00    -0.337176    -0.111256     1.688800
50873.25    -0.670649     0.063364     0.674307
50873.50    -0.727517     0.110869     1.130640
50873.75    -0.877018    -0.124281     0.910510
50874.00    -0.855402    -0.265424     1.928397
50874.25    -0.999688    -0.053700     0.607200
50874.50    -0.649856     0.060458     0.766174
50874.75    -0.451854    -0.188456     1.013735
50875.00    -0.259176    -0.380657     2.024435
50875.25    -0.412323    -0.108222     0.174833
50875.50    -0.242195     0.037547     0.711186
50875.75    -0.366539    -0.172149     0.332965
50876.00    -0.418386    -0.334577     1.348710
50876.25    -0.693712    -0.121899    -0.066207
50876.50    -0.436748     0.086165     0.135311
50876.75    -0.472590    -0.020347    -0.171240
50877.00    -0.374554    -0.118260     0.714158
50877.25    -0.540118    -0.023600     0.143834
50877.50    -0.433579     0.181146     0.207206
50877.75    -0.633654    -0.107875     0.532655
50878.00    -0.644926    -0.230266     1.197875
50878.25    -0.898511    -0.121356     0.159371
50878.50    -0.900265     0.055556     0.360247
50878.75    -1.160409    -0.275053     0.792078
50879.00    -1.167829    -0.391717     1.662526
50879.25    -1.516044    -0.197633     0.506141
50879.50    -1.721062     0.048071     0.670351
50879.75    -1.967500    -0.201875     0.846251
50880.00    -1.924485    -0.204845     1.375734
50880.25    -2.436641    -0.109513     1.057012
50880.50    -2.358266     0.200187     0.715438
50880.75    -2.369206     0.013227     0.816100
50881.00    -2.263489    -0.093505     1.607770
50881.25    -2.561002     0.113292     0.190940
50881.50    -2.303009     0.220594     0.320557
50881.75    -2.348591    -0.053049     0.727987
50882.00    -2.209174    -0.178077     1.633827
50882.25    -2.429130    -0.055190     0.414896
50882.50    -2.094154     0.147082     0.635897
50882.75    -2.036106    -0.138283     0.749519
50883.00    -1.638715    -0.139161     1.116907
50883.25    -1.554807    -0.109570     0.245837
50883.50    -1.108959     0.169620     0.125532
50883.75    -0.884663    -0.148399     1.095588
50884.00    -0.566760    -0.231810     1.631508
50884.25    -0.525754     0.059222     0.287978
50884.50    -0.251111     0.293226     0.409037
50884.75    -0.207506     0.043952     0.710959
50885.00    -0.065646    -0.087235     0.839342
50885.25    -0.050768     0.105631    -0.151205
50885.50     0.263448     0.251147     0.078983
50885.75     0.325264     0.036542    -0.144889
50886.00     0.217881    -0.053793     0.212175
50886.25    -0.141891     0.105862    -0.891316
50886.50    -0.075610     0.244566     0.044738
50886.75    -0.408701     0.006442     0.100698
50887.00    -0.497265    -0.144198     0.876853
50887.25    -0.902415    -0.001530    -0.368261
50887.50    -1.038692     0.146757     0.485959
50887.75    -1.537670    -0.180554     0.523968
50888.00    -1.691421    -0.286295     1.356090
50888.25    -2.151970    -0.155803     0.157868
50888.50    -2.288716    -0.023201     0.529030
50888.75    -2.579774    -0.382885     1.002406
50889.00    -2.986983    -0.490042     1.201842
50889.25    -3.392533    -0.302968     0.103535
50889.50    -3.487078    -0.202559     0.346946
50889.75    -3.584512    -0.431624     0.651883
50890.00    -3.599791    -0.531583     1.295535
50890.25    -3.658760    -0.307068     0.272710
50890.50    -3.582242    -0.122269     0.330356
50890.75    -3.526508    -0.330148     0.526652
50891.00    -3.253119    -0.431726     1.555156
50891.25    -3.281067    -0.134130     0.494153
50891.50    -2.872182     0.104696     0.344682
50891.75    -2.654752    -0.025607     0.245631
50892.00    -2.492705    -0.178498     1.155391
50892.25    -2.606779     0.014629    -0.008717
50892.50    -2.248040     0.206790    -0.080990
50892.75    -2.199472    -0.048489    -0.029562
50893.00    -2.061054    -0.288655     1.036830
50893.25    -2.181371    -0.160863    -0.227987
50893.50    -1.946356     0.002897     0.023142
50893.75    -2.240062    -0.249700     0.134337
50894.00    -2.228761    -0.428524     1.185973
50894.25    -2.391287    -0.284876    -0.129385
50894.50    -2.245508    -0.115759    -0.058881
50894.75    -2.062624    -0.334652    -0.066792
50895.00    -1.689233    -0.394960     0.226475
50895.25    -1.665710    -0.306663    -0.551685
50895.50    -1.251873    -0.027912    -0.972570
50895.75    -1.066432    -0.289295    -0.463245
50896.00    -0.766822    -0.343178    -0.432898
50896.25    -0.525793    -0.171229    -1.323634
50896.50     0.069014     0.139701    -1.551111
50896.75     0.384643    -0.095431    -1.171803
50897.00     0.827964    -0.149943    -0.981494
50897.25     1.037769     0.023534    -2.002468
50897.50     1.429216     0.237138    -1.709736
50897.75     1.549990    -0.087242    -1.593973
50898.00     1.818373    -0.182531    -1.174349
50898.25     1.628354    -0.072222    -2.355036
50898.50     1.752614     0.070835    -2.222270
50898.75     1.760410    -0.193225    -2.187090
50899.00     1.513526    -0.423436    -0.754351
50899.25     1.142583    -0.386890    -1.554541
50899.50     0.933798    -0.225020    -1.099069
50899.75     0.791421    -0.431807    -0.797016
50900.00     0.538245    -0.533690    -0.096081
50900.25     0.298720    -0.360407    -1.107499
50900.50     0.455547    -0.181887    -0.870868
50900.75     0.536331    -0.440472    -1.258770
50901.00     0.692938    -0.567909    -0.662375
50901.25     0.662791    -0.441927    -1.555886
50901.50     0.895794    -0.235113    -1.351098
50901.75     1.028144    -0.508256    -1.046447
50902.00     0.977301    -0.603953    -0.430017
50902.25     0.817390    -0.431011    -1.443745
50902.50     1.106375    -0.215185    -0.959424
50902.75     1.063469    -0.478638    -0.735905
50903.00     1.071801    -0.568223     0.228416
50903.25     0.947885    -0.400775    -0.601046
50903.50     1.087395    -0.123909    -0.335043
50903.75     1.165596    -0.358579    -0.090342
50904.00     1.251149    -0.429865     0.506799
50904.25     1.205570    -0.234852    -0.661420
50904.50     1.369035     0.007718    -0.632802
50904.75     1.319819    -0.171379    -0.746776
50905.00     1.298663    -0.111088    -0.332954
50905.25     0.856667     0.115757    -1.506060
50905.50     0.918027     0.384282    -1.339201
50905.75     0.767108     0.223656    -1.386106
50906.00     0.565938     0.166428    -0.450617
50906.25     0.074737     0.365905    -1.606267
50906.50     0.193077     0.494642    -1.448032
50906.75     0.000204     0.171999    -0.967357
50907.00    -0.066584     0.112733    -0.433601
50907.25    -0.363875     0.181684    -1.555641
50907.50    -0.076273     0.296266    -1.266662
50907.75    -0.157690    -0.068400    -1.188286
50908.00     0.040176    -0.220270     0.028144
50908.25    -0.135224    -0.205975    -0.841655
50908.50     0.120249     0.015702    -0.591019
50908.75     0.159320    -0.298494    -0.101749
50909.00     0.400435    -0.331125     0.325941
50909.25     0.302515    -0.274789    -0.779244
50909.50     0.651761    -0.032444    -0.858293
50909.75     0.895464    -0.334712    -0.235436
50910.00     0.890534    -0.317170     0.256160
50910.25     0.626957    -0.091777    -1.000819
50910.50     0.814166     0.196697    -0.865736
50910.75     0.694690     0.010854    -0.771787
50911.00     0.470123    -0.032211     0.294419
50911.25     0.302506     0.169169    -1.002284
50911.50     0.608587     0.451749    -0.765186
50911.75     0.746880     0.280438    -0.525876
50912.00     0.682338     0.175709     0.109550
50912.25     0.460138     0.215017    -0.650802
50912.50     0.644910     0.364527    -0.264581
50912.75     0.447591     0.104710    -0.624065
50913.00     0.486133     0.016439     0.307713
50913.25     0.107408     0.017249    -0.692265
50913.50     0.188198     0.160313    -0.331367
50913.75     0.156622    -0.142553    -0.601701
50914.00     0.219721    -0.266530     0.162243
50914.25     0.187136    -0.226557    -0.723946
50914.50     0.355014     0.048550    -0.997961
50914.75     0.568671    -0.157578    -1.163107
50915.00     0.758923    -0.266152    -0.267224
50915.25     0.739022    -0.073822    -1.431896
50915.50     1.048376     0.208099    -1.080975
50915.75     1.103135    -0.028592    -0.456348
50916.00     1.053383    -0.108214    -0.098585
50916.25     0.731592     0.094340    -1.113325
50916.50     0.961563     0.291149    -0.651550
50916.75     0.992707     0.102320    -0.528724
50917.00     1.037862     0.005172     0.483337
50917.25     0.802053     0.134020    -1.017109
50917.50     0.968177     0.236519    -0.634517
50917.75     1.033730    -0.038201    -0.441670
50918.00     1.088196    -0.225360     0.622497
50918.25     0.847613    -0.083033    -0.719403
50918.50     1.090307     0.058674    -0.332170
50918.75     0.844056    -0.114530    -0.187917
50919.00     0.799732    -0.226754     0.818356
50919.25     0.565718    -0.102884     0.129454
50919.50     0.646463     0.178937     0.078961
50919.75     0.628996    -0.010737     0.249959
50920.00     0.640942    -0.089292     1.115561
50920.25     0.439485     0.045763     0.030266
50920.50     0.452089     0.312032     0.313329
50920.75     0.317911     0.137955     0.257072
50921.00     0.048788     0.014709     0.860313
50921.25    -0.412191     0.212914    -0.800484
50921.50    -0.474312     0.393437    -0.598759
50921.75    -0.743755     0.110174    -0.659612
50922.00    -1.019718     0.069068    -0.104459
50922.25    -1.392412     0.173005    -1.153408
50922.50    -1.461333     0.321624    -0.615453
50922.75    -1.657729     0.136445    -0.473434
50923.00    -1.854099     0.080387     0.159736
50923.25    -2.249449     0.201789    -0.816200
50923.50    -2.304166     0.384517    -0.392478
50923.75    -2.631959     0.085059     0.083921
50924.00    -2.934942     0.021995     0.719473
50924.25    -3.132816     0.084368    -0.302241
50924.50    -2.964059     0.320520    -0.149483
50924.75    -3.042860     0.097128     0.014488
50925.00    -3.043163     0.010479     1.125720
50925.25    -3.154252     0.111678    -0.177467
50925.50    -3.092280     0.366350    -0.148516
50925.75    -3.079992     0.152264    -0.149854
50926.00    -2.955266     0.018684     1.018470
50926.25    -2.987217     0.090974    -0.379506
50926.50    -2.569309     0.202989     0.106687
50926.75    -2.268270    -0.082022    -0.037962
50927.00    -2.014376    -0.169955     0.572474
50927.25    -1.886971     0.004434    -0.934233
50927.50    -1.559215     0.178181    -0.772054
50927.75    -1.231609    -0.085272    -0.576123
50928.00    -1.056870    -0.205063     0.389747
50928.25    -1.040871     0.003124    -0.914474
50928.50    -0.748219     0.276987    -0.635321
50928.75    -0.640168    -0.010244    -0.311950
50929.00    -0.517790    -0.070017     0.175429
50929.25    -0.568946     0.058623    -0.878023
50929.50    -0.168009     0.241096    -0.086758
50929.75    -0.248323    -0.022341    -0.356688
50930.00    -0.459536    -0.147107     0.548934
50930.25    -0.710004    -0.117661    -0.160827
50930.50    -0.620988     0.090595     0.181759
50930.75    -0.895479    -0.203979     0.424856
50931.00    -0.976165    -0.316541     1.217395
50931.25    -1.211244    -0.205953     0.054016
50931.50    -1.135377     0.073190    -0.055216
50931.75    -1.258430    -0.206468     0.220286
50932.00    -1.096996    -0.256038     0.780856
50932.25    -1.178986     0.003705    -0.690129
50932.50    -1.000501     0.326183    -0.940084
50932.75    -1.001924     0.003879    -0.264861
50933.00    -0.951836    -0.028394     0.260703
50933.25    -0.770695     0.119606    -0.788224
50933.50    -0.537025     0.388557    -0.620712
50933.75    -0.376467     0.090264    -0.332914
50934.00    -0.378688     0.018559     0.027310
50934.25    -0.306201     0.084146    -0.956539
50934.50     0.086789     0.246546    -0.561184
50934.75     0.257337    -0.025788    -0.829880
50935.00     0.395334    -0.099273    -0.234897
50935.25     0.292139    -0.011099    -1.398268
50935.50     0.531221     0.127563    -1.051227
50935.75     0.760263    -0.217366    -0.600651
50936.00     0.955349    -0.260110    -0.704926
50936.25     0.930224    -0.060153    -1.679136
50936.50     1.383885     0.161621    -1.310627
50936.75     1.515679    -0.038413    -1.143243
50937.00     1.300622    -0.080901    -0.253554
50937.25     1.055914     0.012392    -1.239434
50937.50     1.176284     0.244472    -0.988582
50937.75     1.038663    -0.039700    -0.768015
50938.00     1.042507     0.004799    -0.246404
50938.25     1.023766     0.178384    -1.405005
50938.50     1.241271     0.378085    -1.455312
50938.75     1.221497     0.077964    -0.805742
50939.00     1.153696     0.057243    -0.466656
50939.25     0.839377     0.174129    -1.205550
50939.50     0.869003     0.368303    -1.043862
50939.75     0.571573     0.139868    -1.252160
50940.00     0.442437     0.098486    -0.869275
50940.25    -0.054224     0.088951    -1.324308
50940.50     0.056078     0.268587    -1.252774
50940.75    -0.062430    -0.013985    -0.930998
50941.00    -0.032275    -0.084371    -0.286794
50941.25    -0.244415     0.064176    -1.042053
50941.50     0.175011     0.329658    -0.981647
50941.75     0.078191     0.145118    -0.892903
50942.00     0.147595     0.198314    -0.199450
50942.25     0.019023     0.334194    -0.977973
50942.50     0.114890     0.675701    -1.312535
50942.75     0.083172     0.460756    -0.824245
50943.00     0.267989     0.383694     0.016620
50943.25     0.071920     0.467904    -1.188335
50943.50     0.420133     0.770147    -1.446847
50943.75     0.603831     0.392500    -0.773078
50944.00     0.810390     0.363794    -0.537963
50944.25     0.708812     0.353596    -1.263226
50944.50     0.877937     0.453207    -0.773773
50944.75     0.800498     0.093090    -0.417871
50945.00     0.924535    -0.016881     0.733482
50945.25     0.907798     0.186104    -1.173520
50945.50     1.158342     0.312551    -0.442435
50945.75     1.043406     0.103812    -0.344750
50946.00     1.236638    -0.052996     0.805493
50946.25     1.151275     0.088411    -0.500632
50946.50     1.203471     0.334096    -0.787918
50946.75     1.291376     0.153855    -0.712877
50947.00     1.236546     0.007565    -0.067210
50947.25     1.164840     0.133826    -1.021382
50947.50     1.221137     0.258574    -0.612435
50947.75     1.298821     0.082613    -0.431383
50948.00     1.243602    -0.006205     0.318103
50948.25     0.977254     0.162855    -0.497515
50948.50     1.007646     0.352185    -0.099456
50948.75     0.806680     0.118119     0.273774
50949.00     0.501347     0.109663     0.566070
50949.25     0.172008     0.174503    -0.040627
50949.50     0.145523     0.380576    -0.170552
50949.75    -0.077892     0.151451    -0.071930
50950.00    -0.265106     0.098496     0.149733
50950.25    -0.574599     0.266595    -0.856897
50950.50    -0.563198     0.551608    -1.050872
50950.75    -0.525516     0.304180    -0.630306
50951.00    -0.536347     0.265461    -0.046664
50951.25    -0.555995     0.362143    -0.692067
50951.50    -0.287235     0.615568    -0.969235
50951.75    -0.322271     0.449348    -0.799318
50952.00    -0.456962     0.363260     0.024131
50952.25    -0.552049     0.434941    -0.811783
50952.50    -0.196333     0.761845    -1.420698
50952.75    -0.152482     0.573462    -0.887527
50953.00    -0.127827     0.434770    -0.247866
50953.25    -0.099859     0.521295    -1.030759
50953.50     0.220127     0.726818    -1.280610
50953.75     0.175997     0.425595    -0.751773
50954.00     0.302288     0.362535    -0.522686
50954.25     0.188906     0.431172    -1.099355
50954.50     0.463051     0.590992    -1.029700
50954.75     0.409031     0.254518    -0.635272
50955.00     0.556515     0.126119     0.379674
50955.25     0.287278     0.185153    -0.725454
50955.50     0.426626     0.428914    -0.613357
50955.75     0.395272     0.120975    -0.251984
50956.00     0.371779    -0.032249     0.780904
50956.25     0.372452     0.079009    -0.251978
50956.50     0.568716     0.343016    -0.253781
50956.75     0.496431     0.125992     0.045854
50957.00     0.535261     0.080261     0.497938
50957.25     0.342428     0.134723    -0.188763
50957.50     0.397598     0.432790    -0.365105
50957.75     0.429148     0.161582    -0.021537
50958.00     0.364667     0.140655     0.649058
50958.25     0.011065     0.118737    -0.401875
50958.50     0.163072     0.284764    -0.254022
50958.75     0.212202    -0.029257     0.186151
50959.00     0.133177    -0.045412     0.177442
50959.25    -0.067973     0.060169    -0.718626
50959.50     0.081506     0.172341    -0.507836
50959.75     0.004799    -0.107820    -0.323551
50960.00     0.023413    -0.175160    -0.119788
50960.25    -0.076623     0.031450    -1.420405
50960.50    -0.020546     0.323309    -1.589750
50960.75    -0.095068     0.048933    -0.839748
50961.00     0.055172     0.093177    -0.514207
50961.25    -0.030643     0.196370    -1.427986
50961.50     0.256531     0.448343    -1.161597
50961.75     0.499652     0.188740    -0.708550
50962.00     0.544873     0.263745    -0.351100
50962.25     0.498890     0.443849    -1.256672
50962.50     0.830116     0.570959    -0.553489
50962.75     0.866301     0.300323     0.075758
50963.00     0.867930     0.331130     0.132313
50963.25     0.700320     0.468599    -0.579129
50963.50     0.893781     0.701251    -0.629438
50963.75     0.648679     0.381039    -0.104923
50964.00     0.439879     0.337234    -0.007902
50964.25     0.116532     0.432191    -1.028872
50964.50     0.099459     0.669062    -1.358808
50964.75    -0.070203     0.378634    -0.600325
50965.00    -0.117090     0.344112    -0.476858
50965.25    -0.325318     0.394975    -0.743209
50965.50    -0.254238     0.656845    -1.167328
50965.75    -0.351729     0.500435    -0.800716
50966.00    -0.387002     0.525424    -0.396957
50966.25    -0.534636     0.710193    -1.351807
50966.50    -0.205830     0.861379    -1.336946
50966.75    -0.280088     0.602474    -0.854368
50967.00    -0.330017     0.518984    -0.209780
50967.25    -0.533714     0.672669    -1.670666
50967.50    -0.367010     0.901916    -1.529493
50967.75    -0.457139     0.529074    -1.029742
50968.00    -0.753616     0.421749    -0.310443
50968.25    -0.898408     0.474257    -1.373412
50968.50    -0.708940     0.674902    -1.403388
50968.75    -0.702526     0.323922    -0.737077
50969.00    -0.643271     0.258273    -0.096438
50969.25    -0.762699     0.308490    -1.073515
50969.50    -0.730995     0.420774    -0.739891
50969.75    -0.804918     0.105938    -0.019921
50970.00    -0.811236     0.133781     0.289023
50970.25    -0.889035     0.347555    -0.921947
50970.50    -0.612886     0.534530    -0.521021
50970.75    -0.470232     0.258096     0.164563
50971.00    -0.277479     0.232246     0.649347
50971.25    -0.229923     0.348857    -0.107797
50971.50     0.199577     0.638264    -0.652364
50971.75     0.467313     0.356581    -0.162060
50972.00     0.657553     0.275672     0.409162
50972.25     0.665930     0.269467    -0.273522
50972.50     1.098492     0.452062    -0.429647
50972.75     1.231866     0.168903    -0.042783
50973.00     1.391029     0.095363     0.530051
50973.25     1.444949     0.185960    -0.370838
50973.50     1.635860     0.403667    -0.713444
50973.75     1.576944     0.174072    -0.338865
50974.00     1.438809     0.150933     0.085902
50974.25     1.281660     0.288649    -0.798039
50974.50     1.308732     0.517227    -0.709439
50974.75     1.233005     0.277929    -0.627744
50975.00     1.136013     0.224608     0.114372
50975.25     1.088035     0.361843    -1.007825
50975.50     0.983479     0.565662    -0.719421
50975.75     1.012309     0.377072    -0.470627
50976.00     0.901273     0.343898    -0.074828
50976.25     0.680787     0.526765    -1.418789
50976.50     0.667896     0.585800    -1.035323
50976.75     0.845116     0.398752    -0.586781
50977.00     0.861381     0.370780    -0.181209
50977.25     1.020108     0.478074    -0.994779
50977.50     1.300501     0.661717    -0.907314
50977.75     1.199351     0.375383    -0.452772
50978.00     1.075013     0.309804     0.112168
50978.25     0.762935     0.405351    -0.944483
50978.50     0.738960     0.609443    -1.053094
50978.75     0.375436     0.302729    -0.639002
50979.00     0.184703     0.325335    -0.512229
50979.25    -0.133909     0.433696    -1.734346
50979.50    -0.233623     0.492117    -1.086850
50979.75    -0.256702     0.178781    -1.116309
50980.00    -0.619871     0.146547    -0.559080
50980.25    -0.717154     0.255445    -1.278811
50980.50    -0.627610     0.386064    -0.956100
50980.75    -0.528435     0.162436    -0.734425
50981.00    -0.740007     0.102195     0.023739
50981.25    -0.978299     0.301531    -0.927902
50981.50    -0.928777     0.525330    -0.944623
50981.75    -0.885284     0.245013    -0.130466
50982.00    -0.745207     0.203361     0.610126
50982.25    -0.805621     0.319815    -0.008024
50982.50    -0.517441     0.546379    -0.104944
50982.75    -0.552259     0.319070     0.307236
50983.00    -0.406371     0.241802     0.923164
50983.25    -0.399070     0.291161    -0.169580
50983.50    -0.357186     0.468048    -0.102368
50983.75    -0.295406     0.215400     0.164286
50984.00    -0.288216     0.141976     0.902748
50984.25    -0.376846     0.155483     0.096702
50984.50    -0.262006     0.361605    -0.065603
50984.75    -0.066016     0.127214     0.428575
50985.00     0.046808     0.066745     1.115377
50985.25    -0.025642     0.261870    -0.290801
50985.50     0.170561     0.538801    -0.217469
50985.75     0.121235     0.341238    -0.043199
50986.00     0.320619     0.314478     0.097882
50986.25     0.402575     0.416940    -0.563160
50986.50     0.794996     0.601979    -0.728249
50986.75     0.980815     0.392503    -0.295442
50987.00     1.303649     0.340202    -0.216592
50987.25     1.417554     0.385020    -0.856132
50987.50     1.704346     0.546375    -0.645134
50987.75     1.672837     0.310008    -0.359519
50988.00     1.719305     0.248266     0.217019
50988.25     1.466463     0.403325    -0.715978
50988.50     1.511572     0.664329    -0.919647
50988.75     1.401849     0.487702    -0.981694
50989.00     1.306605     0.476880    -0.155836
50989.25     1.061329     0.603715    -1.224303
50989.50     1.401524     0.788873    -1.197731
50989.75     1.368255     0.540059    -0.410714
50990.00     1.520527     0.549879    -0.297685
50990.25     1.444076     0.578330    -0.300823
50990.50     1.504300     0.757618    -0.384868
50990.75     1.444774     0.523582    -0.085128
50991.00     1.438060     0.396958     0.312855
50991.25     1.440424     0.492074    -0.374738
50991.50     1.449664     0.676345    -0.191708
50991.75     1.346884     0.533737    -0.547193
50992.00     1.161060     0.399881     0.308678
50992.25     0.967822     0.531070    -0.488971
50992.50     0.964247     0.703216    -0.518613
50992.75     0.916628     0.564633    -0.535720
50993.00     0.946324     0.526744    -0.076755
50993.25     1.002284     0.672170    -1.060513
50993.50     1.142490     0.843777    -1.061521
50993.75     1.179260     0.610198    -0.410300
50994.00     1.182326     0.561675     0.064238
50994.25     1.102141     0.627530    -0.595498
50994.50     1.205390     0.855970    -0.871200
50994.75     0.991157     0.623670    -0.525791
50995.00     0.928553     0.544508     0.228652
50995.25     0.783915     0.657746    -0.673479
50995.50     0.703469     0.850867    -0.860763
50995.75     0.717785     0.593032    -0.193867
50996.00     0.806139     0.546510     0.287188
50996.25     0.885496     0.611723    -0.343714
50996.50     0.891928     0.715983    -0.379700
50996.75     0.759597     0.446140     0.116257
50997.00     0.732646     0.354733     0.658811
50997.25     0.662882     0.347930    -0.041230
50997.50     0.963260     0.592821    -0.232839
50997.75     0.989494     0.339605     0.120053
50998.00     1.143492     0.234924     1.081157
50998.25     1.105830     0.446514    -0.385666
50998.50     1.246834     0.596744    -0.308704
50998.75     1.256871     0.391980    -0.172252
50999.00     1.339755     0.320002     0.596529
50999.25     1.293064     0.459154    -0.562209
50999.50     1.438694     0.675897    -0.525368
50999.75     1.285185     0.509086    -0.579376
51000.00     1.234599     0.442173    -0.158869
51000.25     1.146646     0.504102    -0.921214
51000.50     1.250912     0.723778    -1.051672
51000.75     1.172569     0.470601    -0.882442
51001.00     1.277129     0.405723    -0.173979
51001.25     1.329572     0.456356    -1.054610
51001.50     1.533124     0.628818    -0.304773
51001.75     1.677893     0.425664    -0.493867
51002.00     1.783300     0.374725     0.231040
51002.25     1.691410     0.473487    -0.430497
51002.50     1.717450     0.655723    -0.461646
51002.75     1.481083     0.436747    -0.220410
51003.00     1.414062     0.329730     0.665014
51003.25     1.234692     0.522410    -0.662532
51003.50     1.053579     0.671503    -0.827817
51003.75     0.903106     0.441287    -0.832949
51004.00     0.864275     0.390129    -0.363992
51004.25     0.589549     0.570646    -1.416856
51004.50     0.558158     0.780769    -1.760936
51004.75     0.574349     0.677358    -1.610906
51005.00     0.571993     0.601477    -1.045475
51005.25     0.609046     0.724599    -1.710674
51005.50     0.795007     0.970902    -2.117896
51005.75     0.782275     0.776048    -1.870112
51006.00     1.038599     0.661222    -1.158485
51006.25     1.167759     0.752903    -1.983722
51006.50     1.468339     0.957522    -2.253457
51006.75     1.440007     0.663800    -1.738306
51007.00     1.507990     0.600178    -1.579021
51007.25     1.493533     0.655250    -2.133347
51007.50     1.628741     0.802659    -2.150262
51007.75     1.577664     0.529282    -1.541119
51008.00     1.401576     0.370959    -0.718866
51008.25     1.154033     0.454382    -1.240940
51008.50     1.167229     0.615904    -1.111016
51008.75     0.987755     0.432605    -0.867784
51009.00     0.657357     0.267166     0.092162
51009.25     0.391006     0.416642    -0.937122
51009.50     0.349460     0.554001    -0.706621
51009.75     0.287629     0.383237    -0.302928
51010.00     0.298987     0.267630     0.749603
51010.25     0.301380     0.488407    -0.526341
51010.50     0.446622     0.579602    -0.091785
51010.75     0.550373     0.364477    -0.013536
51011.00     0.634187     0.304608     0.541680
51011.25     0.595235     0.386533    -0.558543
51011.50     0.712159     0.557673    -0.695611
51011.75     0.704502     0.351003    -0.451801
51012.00     0.777766     0.243244     0.340617
51012.25     0.666565     0.342797    -0.693422
51012.50     0.780131     0.554072    -0.499952
51012.75     0.457285     0.325818    -0.383713
51013.00     0.360424     0.262320     0.240013
51013.25     0.156336     0.376876    -0.992293
51013.50     0.025870     0.558246    -0.905276
51013.75    -0.172865     0.293423    -0.455781
51014.00    -0.268658     0.237935     0.452546
51014.25    -0.498605     0.393807    -0.573526
51014.50    -0.529774     0.596416    -0.423711
51014.75    -0.771500     0.353471     0.192980
51015.00    -0.820124     0.285446     0.769167
51015.25    -0.961766     0.362568    -0.313047
51015.50    -0.804669     0.571771    -0.025513
51015.75    -0.815047     0.297564     0.423719
51016.00    -0.772360     0.227341     0.994815
51016.25    -0.827271     0.193352    -0.005380
51016.50    -0.484238     0.341058     0.187174
51016.75    -0.422707     0.055285     0.414770
51017.00    -0.272455     0.009280     0.879472
51017.25    -0.254397     0.148336    -0.453397
51017.50    -0.006831     0.330912    -0.432506
51017.75    -0.142805     0.077141     0.145921
51018.00     0.110437     0.010692     0.663536
51018.25     0.285378     0.234931    -0.489572
51018.50     0.538546     0.431225    -0.172634
51018.75     0.641684     0.274103    -0.106505
51019.00     0.684251     0.284213     0.292891
51019.25     0.784457     0.422399    -0.303457
51019.50     0.865164     0.590727    -0.269830
51019.75     0.944950     0.428275    -0.033333
51020.00     0.865913     0.360091     0.518977
51020.25     0.665726     0.486476    -0.370520
51020.50     0.795374     0.648554    -0.133229
51020.75     0.668924     0.365271     0.226091
51021.00     0.671810     0.292655     0.828536
51021.25     0.659111     0.422598    -0.331762
51021.50     0.846736     0.538500     0.052992
51021.75     0.789688     0.241122     0.411110
51022.00     0.933399     0.120669     1.118598
51022.25     1.078417     0.274348     0.008372
51022.50     1.268938     0.491020     0.283991
51022.75     1.231956     0.330523     0.384933
51023.00     1.374698     0.304211     0.623379
51023.25     1.295898     0.455818    -0.230814
51023.50     1.154487     0.650127    -0.283005
51023.75     0.903918     0.414513     0.016679
51024.00     0.695310     0.358153     0.333033
51024.25     0.291102     0.504404    -0.963533
51024.50     0.113749     0.633052    -0.781531
51024.75    -0.130452     0.386996    -0.586094
51025.00    -0.248698     0.261297     0.220501
51025.25    -0.468889     0.375213    -0.795199
51025.50    -0.484101     0.597797    -0.748154
51025.75    -0.667151     0.302198    -0.442695
51026.00    -0.611456     0.254924     0.229003
51026.25    -0.666464     0.444386    -0.702111
51026.50    -0.770091     0.655060    -0.555742
51026.75    -0.882136     0.374003    -0.212031
51027.00    -0.979343     0.319995     0.343233
51027.25    -1.097918     0.371490    -0.196238
51027.50    -0.918168     0.580188    -0.296841
51027.75    -0.925872     0.257852     0.484836
51028.00    -0.964806     0.107163     1.304216
51028.25    -0.873484     0.269776     0.383024
51028.50    -0.547252     0.449762     0.278409
51028.75    -0.480624     0.249665     0.383181
51029.00    -0.362439     0.180583     0.974003
51029.25    -0.120119     0.374770    -0.209535
51029.50     0.087511     0.561043    -0.300126
51029.75    -0.018637     0.383769     0.180761
51030.00    -0.016389     0.288071     0.587956
51030.25    -0.051968     0.444235    -0.555883
