atp_code,atp_description,country_code,country_description,exports_JUNE_2006,exports_MAY_2006,exports_YTD_JUNE_2006,exports_YTD_JUNE_2005,imports_JUNE_2006,imports_MAY_2006,imports_YTD_JUNE_2006,imports_YTD_JUNE_2005
03,Opto-Electronics,4411,Liechtenstein,0,9144,9144,0,131291,186820,735160,3723
04,Information & Communications,4411,Liechtenstein,258620,119141,724763,34827,7367,0,25230,7557
05,Electronics,4411,Liechtenstein,0,0,0,6637,2225,2045,18908,152710
06,Flexible Manufacturing,4411,Liechtenstein,0,0,0,507000,0,0,15716,1947722
07,Advanced Materials,4411,Liechtenstein,32970,0,37951,0,9164,10193,22036,3174
08,Aerospace,4411,Liechtenstein,19210,0,58681,5673622,0,0,0,0
01,Biotechnology,4419,Switzerland,7356423,3210907,34229470,30467837,23909971,22318858,109229322,98386434
02,Life Science,4419,Switzerland,29632545,25503868,151743605,123867567,141060786,100276831,849833029,814938837
03,Opto-Electronics,4419,Switzerland,2859107,4114539,21781275,10289874,13377911,13635625,64814582,53015719
04,Information & Communications,4419,Switzerland,33860512,24809394,165679075,125988318,6461641,7267070,41373481,46936053
05,Electronics,4419,Switzerland,8294792,5521012,32471773,36048713,9244618,9308668,63193331,92021255
06,Flexible Manufacturing,4419,Switzerland,3821546,1599224,17645112,22305896,15659556,16438865,89486420,106945882
07,Advanced Materials,4419,Switzerland,487471,542459,2369635,1195024,165552,253431,1400483,941867
08,Aerospace,4419,Switzerland,46479430,32395261,288661339,282570648,20317240,14752556,118467446,119252007
09,Weapons,4419,Switzerland,58141,57111,407909,739169,81621,128984,306102,247132
10,Nuclear Technology,4419,Switzerland,667625,25870,1408991,16196075,11183,0,16897,6584
01,Biotechnology,4470,Estonia,23901,4896,36631,85286,0,0,13908,0
02,Life Science,4470,Estonia,282955,1281346,3082354,1063751,615847,357219,1564213,867892
03,Opto-Electronics,4470,Estonia,56474,16944,272996,293136,0,0,0,48925
04,Information & Communications,4470,Estonia,972222,318005,2959630,2197471,1312447,1466873,6890303,2976367
05,Electronics,4470,Estonia,494366,431887,2687704,2338207,0,0,9314,70022
06,Flexible Manufacturing,4470,Estonia,326361,65619,845402,216953,0,0,10000,4470490
07,Advanced Materials,4470,Estonia,22710,46760,179945,332127,10800,0,14876,18879
08,Aerospace,4470,Estonia,23134,14455,736045,324305,0,0,2800,0
09,Weapons,4470,Estonia,5405,19071,50214,33892,0,0,0,0
01,Biotechnology,4490,Latvia,0,0,0,13350,56000,63560,137039,337994
02,Life Science,4490,Latvia,452137,1057001,5784344,775712,0,0,0,51800
03,Opto-Electronics,4490,Latvia,3884,0,16214,342046,0,20966,49516,0
04,Information & Communications,4490,Latvia,974925,188104,3116357,3896900,209288,213079,1063108,286571
05,Electronics,4490,Latvia,152962,90936,942675,773545,0,0,20391,37348
06,Flexible Manufacturing,4490,Latvia,34812,14571,128999,1170126,0,0,5740,293247
07,Advanced Materials,4490,Latvia,0,124876,529960,539923,43031,200335,649068,154654
08,Aerospace,4490,Latvia,337138,407726,861488,510330,0,0,0,0
09,Weapons,4490,Latvia,0,17112,31054,25584,0,0,0,0
10,Nuclear Technology,4490,Latvia,0,0,26362,75204,0,34579,36949,2190
01,Biotechnology,4510,Lithuania,237293,0,256680,704744,0,0,0,0
02,Life Science,4510,Lithuania,640227,219442,2214236,2522331,185967,127235,767393,908163
03,Opto-Electronics,4510,Lithuania,3690,4590,661447,367651,41590,0,259222,200906
04,Information & Communications,4510,Lithuania,580121,2902347,7000218,2946648,184173,126605,704999,616607
05,Electronics,4510,Lithuania,39724,30229,375412,210538,23162,10614,95961,53084
06,Flexible Manufacturing,4510,Lithuania,74022,61964,461334,151543,0,0,0,31931
07,Advanced Materials,4510,Lithuania,12250,0,54441,308097,22588,0,22588,3197
08,Aerospace,4510,Lithuania,191026,172754,654043,857265,0,0,28842,0
09,Weapons,4510,Lithuania,0,6357,6357,12870,0,0,5496,0
10,Nuclear Technology,4510,Lithuania,0,3500,29702,68200,0,0,0,0
01,Biotechnology,4550,Poland,304168,174344,1297679,1735956,65006,0,93270,50696
02,Life Science,4550,Poland,3522633,3474048,17943487,17423865,982825,899079,4136970,2667493
03,Opto-Electronics,4550,Poland,695965,983338,4348709,2713955,89362,46589,362819,244082
04,Information & Communications,4550,Poland,13671121,11161947,69440853,75232259,2005292,582182,7335466,3993375
05,Electronics,4550,Poland,1896372,2438083,13208398,17767177,3060766,1707055,16473817,5481879
06,Flexible Manufacturing,4550,Poland,450996,1232747,8242825,3990178,465784,161647,1479136,2101467
07,Advanced Materials,4550,Poland,347351,742801,2589256,975625,127116,83627,572625,304459
08,Aerospace,4550,Poland,13498238,13969119,65731449,32245344,11920258,25871918,108664245,21823213
09,Weapons,4550,Poland,4823323,2466785,10815530,404423,0,28275,31015,39246
10,Nuclear Technology,4550,Poland,162082,80798,826226,263468,0,0,0,0
01,Biotechnology,4621,Russia,64777,3317874,9240709,3306148,0,3424,15405,3085
02,Life Science,4621,Russia,4423231,7205547,32999797,20448635,2746274,2401491,15614739,17616055
03,Opto-Electronics,4621,Russia,786316,282547,6093301,3942499,206278,331048,1191230,1864372
04,Information & Communications,4621,Russia,15800009,14565747,113216737,112103575,301623,188289,1914510,2527605
05,Electronics,4621,Russia,2956662,1740728,12882310,16107551,192786,198167,1348472,1865591
06,Flexible Manufacturing,4621,Russia,2384890,972021,13218078,9669222,121415,30932,264518,100071
07,Advanced Materials,4621,Russia,814942,1511741,6097071,5255164,169125,238874,1376970,1028582
08,Aerospace,4621,Russia,598839,2715068,58368413,15623290,15025902,5094661,26913033,9096298
09,Weapons,4621,Russia,30079,0,53233,66909,1551973,562717,5915865,4064038
10,Nuclear Technology,4621,Russia,21340,194825,3528375,980785,123936464,39693526,354400248,356199452
01,Biotechnology,4622,Belarus,37900,0,698573,369973,0,0,0,0
02,Life Science,4622,Belarus,385153,105016,1033791,1033522,23598,25010,143046,76921
03,Opto-Electronics,4622,Belarus,11879,0,22134,192074,141014,25780,433644,407169
04,Information & Communications,4622,Belarus,94004,114143,653420,380307,0,3664,3664,2835
05,Electronics,4622,Belarus,68798,2550,87742,49619,0,0,5500,5180
06,Flexible Manufacturing,4622,Belarus,89096,21143,140224,463980,0,0,0,0
07,Advanced Materials,4622,Belarus,17842,10850,75822,0,80774,103120,498566,371802
08,Aerospace,4622,Belarus,33870,20115,74196,183078,0,0,0,0
09,Weapons,4622,Belarus,5383,0,38077,32280,125155,68353,660445,633468
10,Nuclear Technology,4622,Belarus,19150,0,104976,61800,248590,6000,852462,172866
01,Biotechnology,4623,Ukraine,363263,32675,2931885,460289,0,0,0,0
02,Life Science,4623,Ukraine,682926,530255,3370165,2524922,96504,0,235809,61800
03,Opto-Electronics,4623,Ukraine,49864,3000,157848,58025,12440,26000,131280,32300
04,Information & Communications,4623,Ukraine,1539358,1776566,8523862,3770352,12218,247285,551069,303375
05,Electronics,4623,Ukraine,144689,687390,1099116,1312078,53904,7392,269460,88459
06,Flexible Manufacturing,4623,Ukraine,13750,62777,771836,3192293,48733,2778,159301,175000
07,Advanced Materials,4623,Ukraine,0,63820,63820,60578,51093,43450,199747,61364
08,Aerospace,4623,Ukraine,716117,1393797,9060886,20867443,39017,61133468,61825044,478591
09,Weapons,4623,Ukraine,0,91263,161325,122887,189806,154011,835708,1072467
10,Nuclear Technology,4623,Ukraine,312375,0,488497,3807200,0,0,5963,0
02,Life Science,4631,Armenia,154049,14500,376649,331159,0,0,0,0
03,Opto-Electronics,4631,Armenia,0,0,0,45498,0,0,0,0
04,Information & Communications,4631,Armenia,254360,113372,967455,1529287,0,0,3900,0
05,Electronics,4631,Armenia,48473,13735,194891,507914,0,0,0,0
06,Flexible Manufacturing,4631,Armenia,8183,0,28182,18070,0,0,0,0
07,Advanced Materials,4631,Armenia,0,0,0,4837,0,0,0,0
08,Aerospace,4631,Armenia,0,0,8844,4911,0,0,0,0
10,Nuclear Technology,4631,Armenia,31200,0,31200,43712,0,0,0,0
02,Life Science,4632,Azerbaijan,368172,468368,1359725,1023279,0,0,0,0
03,Opto-Electronics,4632,Azerbaijan,0,0,332076,62295,0,0,0,0
04,Information & Communications,4632,Azerbaijan,123773,175078,668120,1728859,12000,0,14031,0
05,Electronics,4632,Azerbaijan,11130,18798,105092,16614,0,0,0,0
06,Flexible Manufacturing,4632,Azerbaijan,13729,5164,36543,442926,0,0,3176,0
08,Aerospace,4632,Azerbaijan,317967,29924,411997,267817,0,0,63143,0
10,Nuclear Technology,4632,Azerbaijan,0,89045,343665,136971,0,0,0,0
01,Biotechnology,4633,Georgia,4203,50015,63913,191007,0,0,0,0
02,Life Science,4633,Georgia,122722,61420,604729,1782647,778525,658393,3378779,1899025
03,Opto-Electronics,4633,Georgia,10110,22345,152454,46048,0,0,4115,0
04,Information & Communications,4633,Georgia,278805,233416,2230455,3527350,12450,0,23707,119767
05,Electronics,4633,Georgia,32422,65040,339239,340686,27524,17925,48146,73800
06,Flexible Manufacturing,4633,Georgia,26471,0,90982,43658,0,0,0,7058
07,Advanced Materials,4633,Georgia,7763,0,7763,63750,0,0,0,2145
08,Aerospace,4633,Georgia,156333,548754,2762748,2259948,8650,0,8650,89449
09,Weapons,4633,Georgia,0,0,0,4375,0,0,6000,0
10,Nuclear Technology,4633,Georgia,0,5869,65949,76125,0,0,0,0
01,Biotechnology,4634,Kazakhstan,587715,0,963958,150312,0,0,0,0
02,Life Science,4634,Kazakhstan,2127281,1002075,5597748,3057037,0,0,0,0
03,Opto-Electronics,4634,Kazakhstan,0,0,42730,45523,0,0,0,0
04,Information & Communications,4634,Kazakhstan,1471540,4491839,36346200,13457182,0,0,9594,33934
05,Electronics,4634,Kazakhstan,24987,7634,1303544,747087,0,6672,6672,0
06,Flexible Manufacturing,4634,Kazakhstan,52277,53828,201290,1842370,0,0,0,3635
07,Advanced Materials,4634,Kazakhstan,0,0,2700,4000,0,0,0,0
08,Aerospace,4634,Kazakhstan,103252,377729,2084051,14122765,0,0,0,0
09,Weapons,4634,Kazakhstan,0,0,0,4894,0,0,0,0
10,Nuclear Technology,4634,Kazakhstan,2300544,2919710,5422515,12118415,0,0,0,0
02,Life Science,4635,Kyrgyzstan,0,0,63049,42148,0,0,0,0
03,Opto-Electronics,4635,Kyrgyzstan,0,3760,3760,2745,0,2400,2400,0
04,Information & Communications,4635,Kyrgyzstan,201472,3295893,6460163,4726514,3951,0,3951,0
05,Electronics,4635,Kyrgyzstan,0,127800,157094,17900,131062,87500,480162,0
06,Flexible Manufacturing,4635,Kyrgyzstan,0,0,81718,43868,0,0,0,0
08,Aerospace,4635,Kyrgyzstan,0,0,71105,58725,0,0,0,0
10,Nuclear Technology,4635,Kyrgyzstan,9179,126081,139010,0,0,0,0,0
02,Life Science,4641,Moldova,18291,103138,180381,78682,0,0,0,0
03,Opto-Electronics,4641,Moldova,0,0,9000,9000,0,0,0,0
04,Information & Communications,4641,Moldova,188031,13740,1178256,1068607,0,0,12195,6750
05,Electronics,4641,Moldova,18654,42910,283276,17417,0,0,0,0
06,Flexible Manufacturing,4641,Moldova,0,5279,119327,83600,0,0,0,0
08,Aerospace,4641,Moldova,30925,0,51719,108400,0,0,0,0
09,Weapons,4641,Moldova,0,0,18816,0,0,0,0,0
02,Life Science,4642,Tajikistan,0,6250,326710,67379,0,0,0,0
03,Opto-Electronics,4642,Tajikistan,2552,0,2552,0,0,0,0,0
04,Information & Communications,4642,Tajikistan,22098,0,81046,121181,18315,0,18315,0
05,Electronics,4642,Tajikistan,0,0,34207,0,0,14625,14625,26772
06,Flexible Manufacturing,4642,Tajikistan,6984,0,6984,0,0,0,0,0
08,Aerospace,4642,Tajikistan,0,0,0,2887,0,0,0,0
10,Nuclear Technology,4642,Tajikistan,0,0,0,123525,0,0,0,0
02,Life Science,4643,Turkmenistan,131782,107109,1007448,212763,0,0,0,0
04,Information & Communications,4643,Turkmenistan,98898,51931,221463,242025,0,0,0,0
05,Electronics,4643,Turkmenistan,0,0,30000,76047,0,0,0,15216
06,Flexible Manufacturing,4643,Turkmenistan,0,0,11996,0,0,0,0,0
08,Aerospace,4643,Turkmenistan,423962,25754944,53884989,4573579,0,0,0,0
10,Nuclear Technology,4643,Turkmenistan,0,0,102197,45000,0,0,0,0
01,Biotechnology,4644,Uzbekistan,7153407,2640,7174300,22177,0,0,0,0
02,Life Science,4644,Uzbekistan,0,12432,278900,401744,86575,89725,694205,319395
03,Opto-Electronics,4644,Uzbekistan,0,0,5999,33842,0,0,0,0
04,Information & Communications,4644,Uzbekistan,183481,40998,905313,578163,0,0,0,10067
05,Electronics,4644,Uzbekistan,0,3831,22541,32033,0,0,0,0
06,Flexible Manufacturing,4644,Uzbekistan,45963,0,45963,140000,0,0,0,0
08,Aerospace,4644,Uzbekistan,0,0,35611,309076,36263,0,83251,0
10,Nuclear Technology,4644,Uzbekistan,0,0,66123,24927,0,0,0,0
01,Biotechnology,4700,Spain,5565532,5503911,39044808,13419383,16318082,14816561,115672677,114807078
02,Life Science,4700,Spain,27362775,35639947,152510116,126980658,8096692,12724452,68392691,76687631
03,Opto-Electronics,4700,Spain,3181485,2887961,20739759,10334164,0,436063,1212742,2378212
04,Information & Communications,4700,Spain,33666995,23972912,150240697,169832961,3534180,2780479,21396014,50106753
05,Electronics,4700,Spain,7571802,7829958,52787271,37667947,1336531,965268,5555098,6342979
06,Flexible Manufacturing,4700,Spain,2442408,3536799,18772128,17890782,3556393,1775688,15735573,13805655
07,Advanced Materials,4700,Spain,235136,203714,979938,1304894,85604,0,242213,153089
08,Aerospace,4700,Spain,33944349,42536400,340287439,512228101,10039325,7160859,75848682,31565388
09,Weapons,4700,Spain,1249346,1035421,8053827,31358869,1348425,1935673,4755721,3082573
10,Nuclear Technology,4700,Spain,2645291,489735,8564399,8095516,0,0,3061990,260617
01,Biotechnology,4710,Portugal,98838,17734,147663,34085,0,411252,568761,736576
02,Life Science,4710,Portugal,3192589,2846297,17438221,17108873,74348,118230,250896,266176
03,Opto-Electronics,4710,Portugal,856587,1786399,5916428,1528256,264725,49931,725788,852625
04,Information & Communications,4710,Portugal,5470079,3598623,26617149,23180013,39762663,34122232,204657078,201052601
05,Electronics,4710,Portugal,23394656,2883791,49453882,10752796,20679491,21441620,104851881,148206518
06,Flexible Manufacturing,4710,Portugal,95305,44836,1136462,2507721,258270,237396,1811179,202204
07,Advanced Materials,4710,Portugal,18815,10276,168755,32818,0,0,0,0
08,Aerospace,4710,Portugal,178915863,68036704,360869174,188446821,407743,301214,3178558,9154269
09,Weapons,4710,Portugal,10485,8677,128803,298256,0,0,0,10548
10,Nuclear Technology,4710,Portugal,65615,0,80085,6747,0,0,0,0
02,Life Science,4720,Gibraltar,0,0,4704,105669,0,0,0,0
04,Information & Communications,4720,Gibraltar,28185,53442,702668,590352,0,0,2200,0
05,Electronics,4720,Gibraltar,0,0,0,5215,0,0,0,0
06,Flexible Manufacturing,4720,Gibraltar,0,15120,34690,0,0,0,0,0
07,Advanced Materials,4720,Gibraltar,0,0,0,0,0,0,7488,0
08,Aerospace,4720,Gibraltar,0,0,6130,20000,0,0,0,0
01,Biotechnology,4730,Malta,2905,0,2905,0,0,0,0,0
02,Life Science,4730,Malta,40188,58268,460343,533719,38135,40552,236349,250878
03,Opto-Electronics,4730,Malta,20980,0,49860,5560,49800,0,49800,0
04,Information & Communications,4730,Malta,262512,206787,2577114,3366198,1461245,2184299,13371898,1892900
05,Electronics,4730,Malta,4636547,5265570,38023761,38345828,15503049,12478686,89364165,105355840
06,Flexible Manufacturing,4730,Malta,4915115,7820169,23588736,2958613,0,0,2420,85707
08,Aerospace,4730,Malta,998619,706256,5383470,5261866,0,0,0,0
09,Weapons,4730,Malta,3506,0,6755,0,0,0,0,0
04,Information & Communications,4751,San Marino,0,0,36425,140950,0,0,0,0
05,Electronics,4751,San Marino,0,0,0,18420,0,0,0,0
07,Advanced Materials,4751,San Marino,0,0,0,168598,0,0,0,0
08,Aerospace,4751,San Marino,0,0,3500,0,0,0,0,0
09,Weapons,4751,San Marino,0,0,0,31920,0,0,0,0
02,Life Science,4752,Vatican City,0,3600,3600,29055,0,0,0,0
04,Information & Communications,4752,Vatican City,0,15000,26388,29378,0,0,0,0
06,Flexible Manufacturing,4752,Vatican City,0,0,0,0,0,0,0,4226
08,Aerospace,4752,Vatican City,0,0,0,99315,0,0,0,0
01,Biotechnology,4759,Italy,2615839,2519470,14594314,11482478,38497951,4866674,91587663,107172037
02,Life Science,4759,Italy,43251188,39324437,257299193,287625836,28393879,25641322,181232021,201907427
03,Opto-Electronics,4759,Italy,12810473,5602990,42135596,35321067,4764071,4953153,21996679,17950367
04,Information & Communications,4759,Italy,58146999,30312539,264765789,269227756,31002591,24781955,134373667,158597011
05,Electronics,4759,Italy,56068461,33342576,211200501,139895021,27065176,30192577,188648989,160265397
06,Flexible Manufacturing,4759,Italy,12430117,11544634,63513997,62004846,24202929,16675977,103309405,92111817
07,Advanced Materials,4759,Italy,2835804,2069626,14741402,11618133,3305094,2831295,13303882,10906793
08,Aerospace,4759,Italy,107539741,89462662,568868216,560825125,65885416,61094383,337903017,300362745
09,Weapons,4759,Italy,347188,652447,5172349,25080078,480346,392871,1892210,1715330
10,Nuclear Technology,4759,Italy,143718,226956,1873083,1635285,67200,0,332868,53612
01,Biotechnology,4791,Croatia,0,0,0,0,0,0,0,412962
02,Life Science,4791,Croatia,293338,241788,2087660,1773419,46860,81514,385056,98745
03,Opto-Electronics,4791,Croatia,15743,7839,148862,166136,0,0,13328,0
04,Information & Communications,4791,Croatia,655597,940057,7688744,14037021,0,16797,27274,44188
05,Electronics,4791,Croatia,3035,24935,157503,187471,0,0,2525,18227
06,Flexible Manufacturing,4791,Croatia,18602,46322,356408,196783,0,20677,1414554,2805096
07,Advanced Materials,4791,Croatia,0,11184,11184,47639,0,0,0,0
08,Aerospace,4791,Croatia,52002,43536,385294,690732,0,0,0,0
09,Weapons,4791,Croatia,0,0,33253,50440,0,0,0,0
10,Nuclear Technology,4791,Croatia,0,17910,216776,0,102405,188697,1075641,769217
01,Biotechnology,4792,Slovenia,0,0,719114,338369,0,0,0,90210
02,Life Science,4792,Slovenia,563991,238293,2794230,2923286,1150092,832814,5950880,10490468
03,Opto-Electronics,4792,Slovenia,52888,21208,246723,199701,90455,9160,109222,83014
04,Information & Communications,4792,Slovenia,2523518,927582,11137408,9215371,43085,400908,643533,1221243
05,Electronics,4792,Slovenia,139809,204456,1176890,1647646,9659,40847,152790,315723
06,Flexible Manufacturing,4792,Slovenia,105510,110885,750219,901128,59824,69583,344337,333917
07,Advanced Materials,4792,Slovenia,0,0,5158,17820,0,0,0,32742
08,Aerospace,4792,Slovenia,224907,171527,1115524,11492279,7110,2010772,2050067,167195
09,Weapons,4792,Slovenia,12561,20480,45310,4108,0,0,0,0
10,Nuclear Technology,4792,Slovenia,206400,36548,8247090,15251,0,0,0,0
02,Life Science,4793,Bosnia-Hercegovina,153623,54591,561328,290714,0,0,0,0
03,Opto-Electronics,4793,Bosnia-Hercegovina,0,0,20120,14441,0,0,0,0
04,Information & Communications,4793,Bosnia-Hercegovina,201289,81846,1288743,2449981,0,38442,116272,62014
05,Electronics,4793,Bosnia-Hercegovina,0,10000,175017,177474,0,0,26815,0
06,Flexible Manufacturing,4793,Bosnia-Hercegovina,0,0,162835,164942,0,0,2103,7000
07,Advanced Materials,4793,Bosnia-Hercegovina,0,0,0,4800,0,0,0,0
08,Aerospace,4793,Bosnia-Hercegovina,0,100010,136859,261894,0,0,5583,0
09,Weapons,4793,Bosnia-Hercegovina,0,0,12750,515160,97366,0,224436,35101
10,Nuclear Technology,4793,Bosnia-Hercegovina,15600,0,60585,19950,0,0,0,0
01,Biotechnology,4794,Macedonia (Skopje),0,0,16119,3600,0,0,0,0
02,Life Science,4794,Macedonia (Skopje),41157,4341,143233,514446,0,0,0,0
03,Opto-Electronics,4794,Macedonia (Skopje),134800,0,157394,35601,0,0,0,0
04,Information & Communications,4794,Macedonia (Skopje),113833,131721,789359,1130883,0,0,0,20648
05,Electronics,4794,Macedonia (Skopje),8840,0,69473,50893,0,0,5376,3400
06,Flexible Manufacturing,4794,Macedonia (Skopje),0,0,0,24313,0,0,0,0
08,Aerospace,4794,Macedonia (Skopje),65195,57602,173932,10951327,0,0,0,0
09,Weapons,4794,Macedonia (Skopje),0,1050000,1050000,2600000,0,0,0,0
10,Nuclear Technology,4794,Macedonia (Skopje),0,0,120517,0,0,0,0,0
01,Biotechnology,4799,Serbia and Montenegro,0,23786,54517,151862,0,0,0,0
02,Life Science,4799,Serbia and Montenegro,99529,347553,1072241,1293708,0,2645,2645,23802
03,Opto-Electronics,4799,Serbia and Montenegro,39700,0,546864,184021,2200,3200,5400,0
04,Information & Communications,4799,Serbia and Montenegro,1769603,2014335,11539653,5505514,14086,12833,71673,19212
05,Electronics,4799,Serbia and Montenegro,14849,26395,615260,2339334,0,0,13090,0
06,Flexible Manufacturing,4799,Serbia and Montenegro,24626,83151,183701,625720,0,0,0,3775
07,Advanced Materials,4799,Serbia and Montenegro,0,0,7297,0,0,0,0,0
08,Aerospace,4799,Serbia and Montenegro,631554,300320,2081541,3034731,0,0,0,5000
09,Weapons,4799,Serbia and Montenegro,0,16700,26434,3593,659840,139838,1861655,101965
10,Nuclear Technology,4799,Serbia and Montenegro,26775,0,114328,25495,0,0,0,0
01,Biotechnology,4810,Albania,0,4991,37656,15553,0,0,0,0
02,Life Science,4810,Albania,0,6375,302298,531477,0,0,0,0
03,Opto-Electronics,4810,Albania,0,19020,19020,6398,0,0,0,4576
04,Information & Communications,4810,Albania,147146,127039,1294052,818153,0,3250,7204,981114
05,Electronics,4810,Albania,39730,0,42530,0,0,0,0,30214
06,Flexible Manufacturing,4810,Albania,0,6466,15161,33000,0,0,0,0
08,Aerospace,4810,Albania,0,0,11800,15500,0,24992,30828,5836
09,Weapons,4810,Albania,0,0,0,16093,0,0,0,0
10,Nuclear Technology,4810,Albania,0,5869,31869,0,0,0,0,0
01,Biotechnology,4840,Greece,164652,120941,879305,2394199,11875,0,11875,0
02,Life Science,4840,Greece,4675252,3553916,28787184,22578778,12407,4450,36984,226321
03,Opto-Electronics,4840,Greece,396539,128162,1635686,4772401,4320,125000,134635,0
04,Information & Communications,4840,Greece,6952750,6415920,39001574,24270766,408659,1086101,4936784,4646815
05,Electronics,4840,Greece,1265560,1216021,6618007,5352365,2319,81337,363172,145534
06,Flexible Manufacturing,4840,Greece,314002,172563,2790560,1955973,189765,0,192459,657568
07,Advanced Materials,4840,Greece,81997,10352,176846,463831,0,0,0,21478
08,Aerospace,4840,Greece,16834705,40807532,117238405,106798305,697728,1012661,7291795,6477770
09,Weapons,4840,Greece,132821,3206181,55588896,24894671,114002,59098,291296,814895
10,Nuclear Technology,4840,Greece,39824,12541,64419,40549,0,0,0,0
01,Biotechnology,4850,Romania,23674,0,92091,67906,0,0,0,0
02,Life Science,4850,Romania,866436,1255552,6986865,3661164,14241,0,32668,594651
03,Opto-Electronics,4850,Romania,91014,96556,631369,821822,51650,0,65315,0
04,Information & Communications,4850,Romania,3530245,2832181,25383231,21734658,2442186,1832518,10750752,3380245
05,Electronics,4850,Romania,310389,561651,2663699,5164329,39750,33211,221262,145842
06,Flexible Manufacturing,4850,Romania,436227,385971,2618618,1723127,311223,19055,434587,1041522
07,Advanced Materials,4850,Romania,27050,0,33277,71142,0,0,0,0
08,Aerospace,4850,Romania,3385282,2392344,14370429,9250238,3052342,2822695,14680029,12942254
09,Weapons,4850,Romania,0,6548,6548,2780,0,0,0,986219
10,Nuclear Technology,4850,Romania,125271,32737,662441,839227,0,0,0,0
01,Biotechnology,4870,Bulgaria,105935,0,340123,1091064,0,0,0,0
02,Life Science,4870,Bulgaria,472999,327824,2649499,1931241,56028,87775,450685,464904
03,Opto-Electronics,4870,Bulgaria,0,29612,174067,463053,3025,2852,19327,43132
04,Information & Communications,4870,Bulgaria,1893756,2251480,19200248,24511061,77328,167886,423568,608437
05,Electronics,4870,Bulgaria,451875,542094,3073317,997320,279737,336801,2147677,1109786
06,Flexible Manufacturing,4870,Bulgaria,35848,132670,749231,750438,50353,70562,389957,144755
07,Advanced Materials,4870,Bulgaria,0,0,6489,19600,0,0,0,6580
08,Aerospace,4870,Bulgaria,842678,3924807,22091107,7239256,0,0,7916,0
09,Weapons,4870,Bulgaria,6232,5303,11535,13826,0,0,0,0
10,Nuclear Technology,4870,Bulgaria,0,0,72344,43406,0,0,0,0
01,Biotechnology,4890,Turkey,1657596,1386740,7196228,3946743,0,0,0,0
02,Life Science,4890,Turkey,10547847,15691837,80618134,56447196,0,195528,709746,202196
03,Opto-Electronics,4890,Turkey,690980,192404,3320117,4693132,0,0,45170,0
04,Information & Communications,4890,Turkey,8226376,9672145,71367723,54478892,145054,539999,2133996,6653977
05,Electronics,4890,Turkey,1482571,1631748,14215402,9768305,6980,66302,158295,61601
06,Flexible Manufacturing,4890,Turkey,1008550,1126440,6055405,8384522,67509,11432,300254,312464
07,Advanced Materials,4890,Turkey,684396,294309,3169496,3089607,93423,0,363400,113126
08,Aerospace,4890,Turkey,172527997,166657564,922226418,172984597,12353859,12738369,74033821,55760359
09,Weapons,4890,Turkey,5882757,387432,10053921,12684331,1252949,597163,4428456,2982915
10,Nuclear Technology,4890,Turkey,51899,65816,422396,219684,0,0,0,0
01,Biotechnology,4910,Cyprus,16271,0,92494,103989,0,0,0,0
02,Life Science,4910,Cyprus,1319843,407784,2897058,2224125,0,0,0,0
03,Opto-Electronics,4910,Cyprus,3580,15500,249258,43149,0,0,0,0
04,Information & Communications,4910,Cyprus,1390590,1561751,6382898,3991230,0,5000,38646,1012537
05,Electronics,4910,Cyprus,15732,84807,716989,182078,0,0,55750,55415
06,Flexible Manufacturing,4910,Cyprus,11530,0,249093,135966,19596,19122,115818,30473
07,Advanced Materials,4910,Cyprus,0,156000,175948,17000,0,0,0,0
08,Aerospace,4910,Cyprus,70699813,70343184,142673096,1509739,0,0,0,4158
09,Weapons,4910,Cyprus,3345,2842,14369,32005,0,0,0,2538
10,Nuclear Technology,4910,Cyprus,0,0,54470,2910,0,0,0,0
01,Biotechnology,5020,Syria,0,0,0,202017,0,0,0,0
02,Life Science,5020,Syria,2077748,74593,4673205,564286,0,0,0,0
04,Information & Communications,5020,Syria,15416,0,74706,645970,0,0,0,14544
08,Aerospace,5020,Syria,0,0,0,415600,0,0,0,0
01,Biotechnology,5040,Lebanon,108613,25622,508007,629543,0,0,0,0
02,Life Science,5040,Lebanon,545695,690259,4351824,5509767,0,0,0,0
03,Opto-Electronics,5040,Lebanon,109870,45196,336147,162249,0,0,0,0
04,Information & Communications,5040,Lebanon,2713719,2453065,12991203,6675972,0,0,3542,11630
05,Electronics,5040,Lebanon,24820,221092,727549,549619,0,0,0,6160
06,Flexible Manufacturing,5040,Lebanon,14355,3991,69420,347872,2425,0,2425,0
07,Advanced Materials,5040,Lebanon,0,48840,54979,20000,0,0,0,0
08,Aerospace,5040,Lebanon,203580,196483,2720220,1353183,0,0,0,0
09,Weapons,5040,Lebanon,0,0,8164,23839,0,0,0,0
10,Nuclear Technology,5040,Lebanon,7218,0,9873,4518,0,0,0,0
01,Biotechnology,5050,Iraq,0,830000,1665338,14707,0,0,0,4000
02,Life Science,5050,Iraq,2229357,1752362,11002486,12054835,0,0,0,0
03,Opto-Electronics,5050,Iraq,532766,51133,1413144,2549492,0,0,0,0
04,Information & Communications,5050,Iraq,7945587,5937340,33991561,63502133,140000,89503,374320,16500
05,Electronics,5050,Iraq,208546,189878,2885659,2787998,0,0,0,3500
06,Flexible Manufacturing,5050,Iraq,633097,2551813,8315230,3306273,0,0,0,0
07,Advanced Materials,5050,Iraq,165639,0,333091,70979,0,0,0,0
