-----------------------------------------------
3D SITE DISPLACEMENT DUE TO ATMOSPHERIC LOADING
-----------------------------------------------
METEOROLOGICAL CENTER & DEGREE 1 :    NCEP_CMEA
CMEA : CENTER OF MASS OF THE EARTH + ATMOSPHERE
CME  : CENTER OF MASS OF THE SOLID EARTH  ALONE
SITE COORDINATES ACCORDING TO ITRF2000 SOLUTION
-----------------------------------------------
CREATOR EMAIL : PASCAL.GEGOUT@EOST.U-STRASBG.FR
-----------------------------------------------
UPO1        49718.000    1995     1     1     0
UPO1        52274.750    2001    12    31    18
UPO1     -5464031.767 -2446032.649  2193283.030
51203.00    -0.073115     0.557306     0.652510
51203.25    -0.464772     0.278058     0.970527
51203.50    -0.328627    -0.359809     0.927244
51203.75    -0.221983    -0.202807     0.519475
51204.00    -0.449548     0.061764     0.729283
51204.25    -0.607941    -0.268762     0.969884
51204.50    -0.256284    -0.688328     0.715752
51204.75    -0.051134    -0.172707    -0.027596
51205.00     0.058896     0.081360     0.025324
51205.25    -0.107802    -0.173176     0.215957
51205.50     0.020156    -0.601489     0.150857
51205.75    -0.099682     0.041748    -0.426535
51206.00    -0.233777     0.473740    -0.208352
51206.25    -0.803437     0.419674     0.091677
51206.50    -0.753352    -0.106400    -0.091104
51206.75    -0.909293     0.351729    -0.484739
51207.00    -1.062901     0.540626    -0.165451
51207.25    -1.645598     0.269197     0.326759
51207.50    -1.454379    -0.373385     0.304040
51207.75    -1.680455    -0.027573    -0.015458
51208.00    -1.938565     0.158012     0.210435
51208.25    -2.518336    -0.127368     0.493975
51208.50    -2.546118    -0.711024     0.415070
51208.75    -2.800150    -0.363259    -0.065584
51209.00    -2.868068    -0.168101     0.238473
51209.25    -3.019393    -0.277575     0.438820
51209.50    -2.520705    -0.808049     0.431031
51209.75    -2.118052    -0.056630    -0.179178
51210.00    -1.724019     0.463111    -0.162602
51210.25    -1.818734     0.667220    -0.181243
51210.50    -1.353575     0.325404    -0.376289
51210.75    -1.059657     1.033686    -0.938879
51211.00    -1.017023     1.406402    -0.611258
51211.25    -1.139105     1.405799    -0.290959
51211.50    -0.655800     1.126238    -0.402374
51211.75    -0.219852     1.816138    -0.851875
51212.00    -0.121298     2.147217    -0.611337
51212.25    -0.341509     1.953762    -0.532756
51212.50    -0.042459     1.052644    -0.752416
51212.75     0.102577     1.255175    -1.104757
51213.00     0.233254     1.194727    -0.677920
51213.25     0.078961     0.704243    -0.191328
51213.50     0.733545    -0.098762    -0.102462
51213.75     1.394489     0.125024    -0.483280
51214.00     1.704953     0.108641    -0.207204
51214.25     1.538901    -0.193833    -0.060969
51214.50     1.868931    -0.827064    -0.090248
51214.75     1.823310    -0.224869    -0.543087
51215.00     1.676597     0.313817    -0.296327
51215.25     1.317850     0.459143    -0.071692
51215.50     1.565989     0.130367    -0.148023
51215.75     1.560997     0.679962    -0.661162
51216.00     1.468334     1.166632    -0.326313
51216.25     1.050423     1.077396     0.187115
51216.50     1.145890     0.705674     0.197166
51216.75     0.943647     1.257314    -0.203456
51217.00     0.700216     1.447795     0.180132
51217.25     0.203566     1.185574     0.505181
51217.50     0.345003     0.681134     0.438766
51217.75     0.370144     1.080580     0.040462
51218.00     0.463210     1.166256     0.306100
51218.25     0.188814     0.845259     0.649061
51218.50     0.554472     0.197355     0.664924
51218.75     0.604797     0.737404     0.088012
51219.00     0.517988     1.112049     0.200802
51219.25     0.010662     1.153237     0.297084
51219.50     0.152322     0.668844     0.034655
51219.75    -0.146473     1.287231    -0.598553
51220.00    -0.519242     1.526114    -0.370894
51220.25    -1.156470     1.400078    -0.036060
51220.50    -1.139180     0.893433    -0.099644
51220.75    -1.258448     1.610400    -0.715145
51221.00    -1.221714     1.767127    -0.418216
51221.25    -1.630800     1.584002     0.075451
51221.50    -1.243597     0.940172     0.095302
51221.75    -1.018151     1.315825    -0.259449
51222.00    -1.040654     1.417038     0.161483
51222.25    -1.261599     1.077837     0.439042
51222.50    -0.627466     0.239485     0.462924
51222.75    -0.587350     0.649023     0.144155
51223.00    -0.483885     0.586240     0.503377
51223.25    -0.657223     0.363413     0.784302
51223.50    -0.140032    -0.218178     0.845558
51223.75     0.088255     0.374641     0.209943
51224.00     0.054701     0.760543     0.336148
51224.25    -0.216532     0.502454     0.614081
51224.50     0.066010    -0.102754     0.522741
51224.75     0.110300     0.415645     0.005789
51225.00     0.002833     0.724223     0.152684
51225.25    -0.306390     0.525080     0.379328
51225.50     0.017455     0.117704     0.294796
51225.75     0.205508     0.656203    -0.447718
51226.00     0.024524     1.048950    -0.202960
51226.25    -0.326466     0.905405     0.098150
51226.50    -0.040401     0.630901    -0.052527
51226.75     0.121351     1.344534    -0.578526
51227.00    -0.106936     1.787160    -0.331106
51227.25    -0.475922     1.539081    -0.073079
51227.50    -0.253252     0.899217     0.003422
51227.75    -0.328066     1.363273    -0.290990
51228.00    -0.236427     1.619659     0.147872
51228.25    -0.474854     1.297750     0.544550
51228.50    -0.169948     0.637193     0.492150
51228.75    -0.072233     0.817685    -0.003979
51229.00    -0.069541     0.764061     0.321466
51229.25    -0.436897     0.250020     0.636197
51229.50    -0.074768    -0.580292     0.604110
51229.75    -0.009530    -0.311282     0.248953
51230.00     0.099686    -0.302215     0.557049
51230.25     0.078095    -0.742917     0.874027
51230.50     0.602751    -1.347902     0.887504
51230.75     0.865032    -0.772440     0.330039
51231.00     1.146116    -0.405664     0.593329
51231.25     1.039000    -0.598103     0.759126
51231.50     1.295340    -0.937324     0.634115
51231.75     1.371257    -0.389768     0.247141
51232.00     1.543982     0.014672     0.651375
51232.25     1.123799    -0.122174     0.923204
51232.50     1.442967    -0.556058     0.806200
51232.75     1.412514    -0.095233     0.136380
51233.00     1.151900     0.275795     0.336132
51233.25     0.574266     0.112761     0.606728
51233.50     0.731857    -0.261784     0.461493
51233.75     0.458439     0.483194    -0.268186
51234.00    -0.015574     0.856956    -0.107502
51234.25    -0.550835     0.892385     0.091253
51234.50    -0.500644     0.466195    -0.075789
51234.75    -0.474530     1.035614    -0.484804
51235.00    -0.325925     1.380770    -0.263763
51235.25    -0.407969     1.244219     0.004244
51235.50     0.084989     0.672213    -0.099816
51235.75     0.450633     1.183496    -0.623197
51236.00     0.571602     1.434938    -0.299655
51236.25     0.231266     1.288864     0.049248
51236.50     0.625861     0.714056    -0.015645
51236.75     0.611517     1.271124    -0.553021
51237.00     0.413813     1.407936    -0.262751
51237.25    -0.007850     1.225156     0.042340
51237.50     0.437606     0.712422    -0.159301
51237.75     0.414287     1.215121    -0.720645
51238.00     0.403547     1.397771    -0.439568
51238.25     0.342242     1.167425    -0.219374
51238.50     0.840580     0.514477    -0.232239
51238.75     0.990019     0.874382    -0.700680
51239.00     1.200392     0.811231    -0.358092
51239.25     0.877338     0.413190    -0.116489
51239.50     1.266737    -0.332276    -0.330110
51239.75     1.237035    -0.136105    -0.708178
51240.00     1.250531    -0.170192    -0.320378
51240.25     0.779647    -0.395969     0.043655
51240.50     1.045337    -0.840054    -0.083531
51240.75     0.861227    -0.248993    -0.575707
51241.00     0.509209     0.214362    -0.482043
51241.25    -0.080757    -0.002256    -0.251427
51241.50    -0.016086    -0.558072    -0.433715
51241.75    -0.330683     0.029392    -1.070271
51242.00    -0.541632     0.251159    -0.913926
51242.25    -1.190954    -0.171904    -0.776946
51242.50    -1.349491    -0.752997    -1.065812
51242.75    -1.857315    -0.377901    -1.739884
51243.00    -2.190731    -0.113874    -1.657863
51243.25    -2.897175    -0.343766    -1.346897
51243.50    -2.627687    -0.858902    -1.622341
51243.75    -2.684215    -0.330846    -2.095066
51244.00    -2.572036    -0.121149    -1.732874
51244.25    -2.927921    -0.516605    -1.156212
51244.50    -2.509689    -1.063086    -1.192642
51244.75    -2.380914    -0.525556    -1.499196
51245.00    -2.365717    -0.290614    -0.990973
51245.25    -2.650958    -0.421903    -0.537303
51245.50    -2.330489    -0.724454    -0.698417
51245.75    -2.061805    -0.147215    -1.049154
51246.00    -1.905732     0.173119    -0.707387
51246.25    -2.057146    -0.071161    -0.212725
51246.50    -1.665520    -0.507899    -0.255029
51246.75    -1.660485     0.014749    -0.620152
51247.00    -1.619997     0.215392    -0.418845
51247.25    -1.877786    -0.029082    -0.068951
51247.50    -1.423180    -0.804929    -0.209018
51247.75    -1.350249    -0.539800    -0.616571
51248.00    -1.542087    -0.415043    -0.222483
51248.25    -1.916942    -0.715758     0.105892
51248.50    -1.703674    -1.340739     0.058928
51248.75    -1.714727    -0.811282    -0.510464
51249.00    -1.702082    -0.597930    -0.222459
51249.25    -2.048532    -0.787874     0.158117
51249.50    -1.720006    -1.209028    -0.032779
51249.75    -1.806509    -0.512654    -0.780907
51250.00    -1.973786    -0.127262    -0.513769
51250.25    -2.467842    -0.242285    -0.195557
51250.50    -2.204920    -0.749781    -0.239081
51250.75    -2.277097    -0.032540    -0.728298
51251.00    -2.219031     0.316929    -0.374822
51251.25    -2.567118     0.343206    -0.031558
51251.50    -2.080696    -0.202823     0.097991
51251.75    -1.822442     0.306981    -0.234887
51252.00    -1.623135     0.550861     0.162494
51252.25    -1.838075     0.538446     0.460498
51252.50    -1.349447    -0.060344     0.453274
51252.75    -1.244251     0.429547     0.033567
51253.00    -1.032704     0.590924     0.172134
51253.25    -1.227405     0.310602     0.521650
51253.50    -0.790679    -0.252562     0.337664
51253.75    -0.819689     0.292817    -0.344274
51254.00    -1.005915     0.612484    -0.215970
51254.25    -1.337662     0.220901     0.010754
51254.50    -1.050429    -0.347917    -0.185956
51254.75    -1.190816     0.150521    -0.754745
51255.00    -1.358972     0.378360    -0.492543
51255.25    -1.660104     0.151655    -0.174795
51255.50    -1.303086    -0.470595    -0.339729
51255.75    -1.194631    -0.052634    -0.932429
51256.00    -1.112914     0.059632    -0.476911
51256.25    -1.178835    -0.253959    -0.258443
51256.50    -0.835667    -0.921778    -0.299621
51256.75    -0.723958    -0.501768    -0.869797
51257.00    -0.693956    -0.498952    -0.488518
51257.25    -0.884978    -0.821753    -0.167948
51257.50    -0.318092    -1.448570    -0.231542
51257.75    -0.140017    -0.999162    -0.656261
51258.00     0.184742    -0.918170    -0.297995
51258.25     0.197173    -1.099768     0.059598
51258.50     0.909481    -1.683935     0.032088
51258.75     1.068731    -0.989398    -0.482155
51259.00     1.371831    -0.934784    -0.170048
51259.25     1.007889    -1.063506     0.207833
51259.50     1.270948    -1.478206     0.067362
51259.75     1.245969    -0.907915    -0.495264
51260.00     1.047893    -0.480843    -0.146497
51260.25     0.704178    -0.566352     0.214419
51260.50     1.074682    -1.095360     0.053958
51260.75     1.033375    -0.529559    -0.521589
51261.00     0.591077    -0.009083    -0.348444
51261.25     0.081285    -0.303101    -0.060335
51261.50     0.225877    -0.697638    -0.181712
51261.75     0.302660    -0.180379    -0.707622
51262.00     0.308040     0.172353    -0.365943
51262.25     0.013832     0.074264     0.169106
51262.50     0.407504    -0.354411     0.214322
51262.75     0.449841     0.486014    -0.351704
51263.00     0.500040     0.969455    -0.182519
51263.25     0.114149     0.987994     0.116227
51263.50     0.456421     0.489559     0.137107
51263.75     0.560144     1.125632    -0.305312
51264.00     0.564727     1.377682    -0.125863
51264.25     0.197477     1.234759     0.096979
51264.50     0.575859     0.554038     0.064796
51264.75     0.577754     1.064400    -0.559540
51265.00     0.335276     1.355044    -0.427579
51265.25    -0.126302     1.179252    -0.345162
51265.50     0.133811     0.576974    -0.476790
51265.75     0.174031     0.917897    -1.179999
51266.00     0.155926     0.986889    -0.774839
51266.25    -0.048044     0.590779    -0.315351
51266.50     0.576170    -0.151446    -0.077119
51266.75     0.780732     0.368688    -0.481864
51267.00     0.935480     0.633053    -0.141116
51267.25     0.450999     0.485183     0.194231
51267.50     0.889089    -0.183817     0.196231
51267.75     0.767342     0.487944    -0.233895
51268.00     0.521543     0.847259    -0.009159
51268.25    -0.037645     0.766446     0.317013
51268.50     0.352960     0.208563     0.287979
51268.75     0.333527     0.805118    -0.259183
51269.00     0.234460     0.996770     0.005639
51269.25    -0.282841     0.779852     0.339619
51269.50    -0.219791     0.181842     0.222845
51269.75    -0.295857     0.552996    -0.307479
51270.00    -0.464372     0.652387    -0.093540
51270.25    -0.888912     0.368610     0.217953
51270.50    -0.583112    -0.369766     0.104265
51270.75    -0.397155     0.049150    -0.432202
51271.00    -0.464919     0.196808    -0.250355
51271.25    -0.637175    -0.064303    -0.068698
51271.50    -0.266008    -0.707436    -0.143358
51271.75    -0.137157    -0.182696    -0.754256
51272.00    -0.155704     0.034956    -0.502573
51272.25    -0.171733    -0.124435    -0.202872
51272.50     0.216193    -0.749199    -0.186356
51272.75     0.359132    -0.296106    -0.563194
51273.00     0.298079    -0.167170    -0.131005
51273.25    -0.063726    -0.477103     0.344148
51273.50     0.342357    -1.097151     0.355109
51273.75     0.569370    -0.622238    -0.020149
51274.00     0.663460    -0.344190     0.314227
51274.25     0.488069    -0.606615     0.727833
51274.50     1.142124    -1.242302     0.587716
51274.75     1.471414    -0.712709    -0.040927
51275.00     1.587650    -0.323272     0.055653
51275.25     1.407877    -0.482428     0.218364
51275.50     1.869753    -1.104489     0.094973
51275.75     1.946754    -0.559988    -0.556681
51276.00     1.787103    -0.239400    -0.404101
51276.25     1.381477    -0.292855    -0.138468
51276.50     1.547456    -0.770604    -0.124901
51276.75     1.436678    -0.185995    -0.765807
51277.00     1.250051     0.192785    -0.568886
51277.25     0.786836     0.075659    -0.205946
51277.50     1.182488    -0.560032    -0.242789
51277.75     1.175523    -0.034178    -0.687620
51278.00     1.058041     0.094574    -0.519284
51278.25     0.829073    -0.289571    -0.117601
51278.50     1.219628    -1.055418     0.029984
51278.75     1.330188    -0.764720    -0.278578
51279.00     1.219401    -0.633388     0.140296
51279.25     0.846670    -0.880082     0.560170
51279.50     1.266691    -1.589427     0.611591
51279.75     1.158270    -1.045027     0.027014
51280.00     1.185611    -0.804794     0.111668
51280.25     0.927014    -1.016980     0.511319
51280.50     1.246631    -1.758364     0.421747
51280.75     1.235024    -1.143714    -0.194855
51281.00     1.067567    -0.777244    -0.142560
51281.25     0.708419    -0.856787     0.029103
51281.50     1.018595    -1.540159    -0.226525
51281.75     0.960820    -0.867784    -1.026725
51282.00     0.603946    -0.409634    -0.939484
51282.25     0.170515    -0.425565    -0.814569
51282.50     0.493098    -0.974213    -0.921983
51282.75     0.409032    -0.453898    -1.543494
51283.00     0.158378    -0.109928    -1.183671
51283.25    -0.218992    -0.319542    -0.707740
51283.50     0.006290    -0.910376    -0.588790
51283.75    -0.042539    -0.478064    -0.993662
51284.00    -0.075310    -0.245555    -0.528950
51284.25    -0.491064    -0.386977     0.137086
51284.50    -0.188772    -0.902432     0.208841
51284.75    -0.112741    -0.368492    -0.171338
51285.00    -0.149378    -0.168199     0.157958
51285.25    -0.476935    -0.404948     0.456020
51285.50    -0.266436    -1.161936     0.528399
51285.75    -0.363559    -0.738824    -0.012864
51286.00    -0.632976    -0.649218     0.116440
51286.25    -1.023169    -0.859285     0.303893
51286.50    -0.880426    -1.465206     0.225684
51286.75    -1.035325    -0.985210    -0.362877
51287.00    -1.168629    -0.822542    -0.233278
51287.25    -1.408885    -0.891430     0.077956
51287.50    -0.791664    -1.508553     0.032867
51287.75    -0.688558    -0.871783    -0.362705
51288.00    -0.530888    -0.433390    -0.169300
51288.25    -0.708994    -0.304683     0.107913
51288.50    -0.336148    -0.600000    -0.108255
51288.75    -0.444493     0.246254    -0.793336
51289.00    -0.520258     0.761077    -0.612227
51289.25    -0.956365     0.710664    -0.282719
51289.50    -0.920697     0.229005    -0.217445
51289.75    -1.126072     0.726720    -0.696085
51290.00    -1.652158     1.002464    -0.326808
51290.25    -2.234955     0.627319    -0.023156
51290.50    -2.106600    -0.264327     0.011843
51290.75    -2.009440    -0.231559    -0.567854
51291.00    -2.264949    -0.116543    -0.355361
51291.25    -2.390462    -0.620468    -0.049714
51291.50    -1.966751    -1.436744    -0.135764
51291.75    -1.932924    -0.981016    -0.752487
51292.00    -2.120526    -0.668825    -0.564924
51292.25    -2.573518    -0.692876    -0.384181
51292.50    -2.369876    -1.150396    -0.502072
51292.75    -2.388262    -0.333641    -0.913805
51293.00    -2.415415     0.090439    -0.667079
51293.25    -2.766133     0.304391    -0.267661
51293.50    -2.366853    -0.079627    -0.352244
51293.75    -2.113558     0.655372    -0.875107
51294.00    -2.141460     0.980998    -0.683698
51294.25    -2.287849     0.858153    -0.400069
51294.50    -1.823859     0.084273    -0.420365
51294.75    -1.706309     0.469880    -0.942659
51295.00    -1.688008     0.470550    -0.731417
51295.25    -1.849003    -0.020791    -0.381781
51295.50    -1.411605    -0.918434    -0.454315
51295.75    -1.324489    -0.672153    -1.004930
51296.00    -1.589333    -0.523418    -0.766403
51296.25    -1.922826    -0.902562    -0.461453
51296.50    -1.569611    -1.667513    -0.575717
51296.75    -1.469268    -1.124976    -1.284769
51297.00    -1.450589    -1.087783    -0.865463
51297.25    -1.682116    -1.275793    -0.544537
51297.50    -1.258812    -1.872594    -0.586223
51297.75    -1.125816    -1.290435    -1.229463
51298.00    -1.069360    -0.917934    -0.872694
51298.25    -1.220772    -0.926869    -0.554077
51298.50    -0.758850    -1.399251    -0.535142
51298.75    -0.481085    -0.612823    -1.055094
51299.00    -0.331330    -0.166727    -0.654537
51299.25    -0.365660    -0.271260    -0.173312
51299.50     0.130922    -0.734353     0.002964
51299.75     0.309304    -0.084546    -0.333095
51300.00     0.394685     0.334195     0.135056
51300.25     0.161247     0.231726     0.416095
51300.50     0.475386    -0.211144     0.444028
51300.75     0.414384     0.425149    -0.319975
51301.00     0.449006     0.619375    -0.071204
51301.25    -0.050026     0.439234     0.101171
51301.50     0.445064    -0.036132    -0.055828
51301.75     0.514465     0.609211    -0.502994
51302.00     0.477735     0.941090    -0.387662
51302.25     0.074124     0.785669    -0.245974
51302.50     0.230179     0.150668    -0.444504
51302.75     0.221223     0.690458    -1.094817
51303.00    -0.071383     0.880608    -0.939324
51303.25    -0.537283     0.501105    -0.696492
51303.50    -0.554028    -0.117042    -0.862977
51303.75    -0.685182     0.322332    -1.434471
51304.00    -1.079024     0.495470    -1.113239
51304.25    -1.354902     0.216324    -0.892170
51304.50    -0.888100    -0.463988    -0.996200
51304.75    -0.745002    -0.001120    -1.507004
51305.00    -0.827442     0.252428    -1.226606
51305.25    -1.005511     0.017992    -0.806300
51305.50    -0.565784    -0.677747    -0.807131
51305.75    -0.419028    -0.203143    -1.379432
51306.00    -0.551818     0.084294    -0.970482
51306.25    -0.907819    -0.122050    -0.502091
51306.50    -0.615788    -0.664508    -0.507009
51306.75    -0.525274    -0.079051    -0.897012
51307.00    -0.847002     0.304435    -0.552638
51307.25    -1.184771     0.168463    -0.100435
51307.50    -0.843374    -0.530857    -0.233041
51307.75    -0.716409    -0.038512    -0.749093
51308.00    -0.916305     0.223324    -0.383911
51308.25    -1.190642     0.000932    -0.022308
51308.50    -0.683263    -0.741250     0.011696
51308.75    -0.498302    -0.282765    -0.492470
51309.00    -0.404533    -0.246151    -0.069096
51309.25    -0.563691    -0.567044     0.357008
51309.50     0.001348    -1.312262     0.279807
51309.75     0.065622    -0.874076    -0.213058
51310.00     0.021043    -0.633372     0.075118
51310.25    -0.145075    -0.826239     0.414346
51310.50     0.092955    -1.427612     0.373424
51310.75    -0.060943    -0.819395    -0.148218
51311.00    -0.376952    -0.512116    -0.060826
51311.25    -0.760545    -0.677705     0.082807
51311.50    -0.564047    -1.397484    -0.048683
51311.75    -0.591851    -1.038497    -0.653422
51312.00    -0.887331    -0.924355    -0.376615
51312.25    -1.291258    -1.347199    -0.115427
51312.50    -0.886638    -2.099579    -0.289899
51312.75    -0.809090    -1.703437    -0.954089
51313.00    -0.757009    -1.567357    -0.748648
51313.25    -1.107580    -1.604072    -0.365514
51313.50    -0.658751    -2.022767    -0.544865
51313.75    -0.805662    -1.213429    -1.228044
51314.00    -0.952180    -0.845938    -1.179425
51314.25    -1.317812    -0.882247    -0.953155
51314.50    -1.062297    -1.296905    -1.109855
51314.75    -1.248631    -0.612799    -1.587338
51315.00    -1.249037    -0.330788    -1.422566
51315.25    -1.488330    -0.573195    -1.073581
51315.50    -1.046702    -1.185045    -1.082253
51315.75    -0.887833    -0.802691    -1.500853
51316.00    -1.143082    -0.540873    -1.033325
51316.25    -1.429810    -0.827899    -0.615905
51316.50    -0.979056    -1.491436    -0.612836
51316.75    -0.894382    -1.174713    -0.994735
51317.00    -0.987826    -1.057861    -0.517731
51317.25    -1.125588    -1.375136    -0.087723
51317.50    -0.652846    -1.936030    -0.105425
51317.75    -0.610107    -1.300936    -0.546218
51318.00    -0.610157    -1.076982    -0.229124
51318.25    -0.809594    -1.327908     0.120760
51318.50    -0.331374    -1.941963     0.130554
51318.75    -0.284505    -1.427622    -0.303376
51319.00    -0.334259    -1.217140    -0.006781
51319.25    -0.598717    -1.340754     0.247610
51319.50    -0.248373    -1.772502     0.091265
51319.75    -0.251519    -1.204764    -0.422585
51320.00    -0.357280    -0.841964    -0.140610
51320.25    -0.696282    -0.985224     0.129607
51320.50    -0.411020    -1.345138     0.009981
51320.75    -0.438177    -0.749633    -0.551467
51321.00    -0.508073    -0.389617    -0.262283
51321.25    -0.850912    -0.485238    -0.067380
51321.50    -0.445262    -0.892568    -0.076959
51321.75    -0.378558    -0.493632    -0.505549
51322.00    -0.463723    -0.294942     0.026476
51322.25    -0.808475    -0.530019     0.502240
51322.50    -0.421647    -1.119042     0.559381
51322.75    -0.208064    -0.595716     0.121993
51323.00    -0.142123    -0.422834     0.262009
51323.25    -0.332733    -0.509764     0.465400
51323.50     0.162646    -1.062042     0.160039
51323.75     0.387488    -0.279788    -0.585935
51324.00     0.412405     0.051941    -0.500697
51324.25     0.223705     0.040001    -0.375239
51324.50     0.665053    -0.402840    -0.380956
51324.75     0.785202     0.187574    -0.617805
51325.00     0.552741     0.470893    -0.105354
51325.25     0.159274     0.361760     0.458824
51325.50     0.489166    -0.211729     0.555100
51325.75     0.491091     0.168677     0.312456
51326.00     0.315378     0.348676     0.700828
51326.25     0.135388    -0.164645     1.214908
51326.50     0.470158    -0.932873     1.235319
51326.75     0.688531    -0.726765     0.770741
51327.00     0.665461    -0.747110     1.044904
51327.25     0.497663    -1.263543     1.389803
51327.50     0.959483    -2.049828     1.337109
51327.75     1.234019    -1.736378     0.753174
51328.00     1.371310    -1.573281     0.881981
51328.25     1.227488    -1.757093     0.996491
51328.50     1.619619    -2.172337     0.885401
51328.75     1.775149    -1.510022     0.361563
51329.00     1.915768    -1.022977     0.585395
51329.25     1.547053    -0.953830     0.755419
51329.50     1.878572    -1.135433     0.606975
51329.75     1.842304    -0.446185     0.066562
51330.00     1.660410    -0.090974     0.294481
51330.25     1.195826    -0.269336     0.644942
51330.50     1.237361    -0.748801     0.694110
51330.75     0.987379    -0.334886     0.294609
51331.00     0.669361    -0.145354     0.597131
51331.25     0.333125    -0.506311     0.897126
51331.50     0.693766    -1.090970     0.730530
51331.75     0.806660    -0.721361     0.228183
51332.00     0.706096    -0.624307     0.531564
51332.25     0.386464    -0.835118     0.762079
51332.50     0.851532    -1.463716     0.783722
51332.75     0.917120    -0.994414     0.144310
51333.00     0.815643    -0.809724     0.379697
51333.25     0.676271    -0.999410     0.671976
51333.50     1.228809    -1.411258     0.625694
51333.75     1.419031    -0.779068     0.121766
51334.00     1.372502    -0.322877     0.352604
51334.25     1.271373    -0.505822     0.645077
51334.50     1.798115    -0.936105     0.678539
51334.75     2.017209    -0.424476     0.161750
51335.00     1.954935    -0.121070     0.478569
51335.25     1.756643    -0.396057     0.877582
51335.50     2.057513    -0.859825     0.909248
51335.75     2.130847    -0.429280     0.423007
51336.00     1.778893    -0.066033     0.679654
51336.25     1.412363    -0.281260     0.911820
51336.50     1.705780    -0.881426     0.890539
51336.75     1.699268    -0.441617     0.414363
51337.00     1.443158    -0.239422     0.688049
51337.25     1.181595    -0.456919     0.972799
51337.50     1.625988    -1.072514     0.959973
51337.75     1.706788    -0.607173     0.563313
51338.00     1.600836    -0.378776     0.915837
51338.25     1.421120    -0.624860     1.210190
51338.50     1.713311    -1.255655     1.271761
51338.75     1.718996    -0.747435     0.802200
51339.00     1.660712    -0.596376     1.167976
51339.25     1.462734    -0.906698     1.611951
51339.50     1.823489    -1.463816     1.510022
51339.75     1.953262    -0.988836     0.970727
51340.00     1.827535    -0.617670     1.196224
51340.25     1.299930    -0.715990     1.364813
51340.50     1.448350    -1.270431     1.336503
51340.75     1.534933    -0.855183     0.730355
51341.00     1.432183    -0.715004     1.069144
51341.25     1.241208    -1.143573     1.426048
51341.50     1.600823    -1.928359     1.477059
51341.75     1.648965    -1.559715     0.952067
51342.00     1.511249    -1.499694     1.100214
51342.25     1.360275    -1.750226     1.369262
51342.50     1.588846    -2.250026     1.246976
51342.75     1.621498    -1.668355     0.616741
51343.00     1.635023    -1.407042     0.820144
51343.25     1.361163    -1.443716     1.113930
51343.50     1.848385    -1.917326     0.967402
51343.75     2.171922    -1.391959     0.528138
51344.00     2.265304    -1.087721     0.980511
51344.25     2.033634    -1.145938     1.336300
51344.50     2.672659    -1.475282     1.410897
51344.75     2.939640    -0.910544     1.033648
51345.00     3.019228    -0.724637     1.372570
51345.25     2.860337    -1.054576     1.879239
51345.50     3.401512    -1.600746     1.911554
51345.75     3.567794    -1.048939     1.506504
51346.00     3.688747    -0.845955     1.664868
51346.25     3.557852    -1.119978     1.870211
51346.50     3.784692    -1.664745     1.591998
51346.75     3.743312    -1.163995     1.013074
51347.00     3.404834    -0.724858     1.125952
51347.25     2.889559    -0.831310     1.206701
51347.50     3.009301    -1.306107     1.099714
51347.75     2.966047    -0.737417     0.622995
51348.00     2.658615    -0.423684     0.850694
51348.25     2.197735    -0.507114     1.134557
51348.50     2.658150    -0.947510     0.988318
51348.75     2.736279    -0.439124     0.495723
51349.00     2.732181    -0.266869     0.755475
51349.25     2.489914    -0.479610     1.101927
51349.50     2.991216    -1.068592     0.881350
51349.75     3.133983    -0.594960     0.395900
51350.00     3.245853    -0.442935     0.440890
51350.25     3.090840    -0.641454     0.587208
51350.50     3.551717    -1.149093     0.426169
51350.75     3.598525    -0.625696    -0.078279
51351.00     3.640140    -0.402068     0.100646
51351.25     3.221827    -0.446686     0.311331
51351.50     3.654040    -1.016792     0.286763
51351.75     3.675808    -0.587688    -0.250850
51352.00     3.521772    -0.441729     0.009836
51352.25     3.251093    -0.722957     0.382093
51352.50     3.650406    -1.261988     0.414160
51352.75     3.592897    -0.785178    -0.069070
51353.00     3.501980    -0.593639     0.140319
51353.25     3.190347    -0.812616     0.452480
51353.50     3.672948    -1.340024     0.421317
51353.75     3.566534    -0.910975     0.095866
51354.00     3.497581    -0.788363     0.354349
51354.25     3.209895    -0.961216     0.723043
51354.50     3.599197    -1.439018     0.638749
51354.75     3.649366    -0.891586     0.104179
51355.00     3.396870    -0.570383     0.209657
51355.25     3.244317    -0.741351     0.469175
51355.50     3.444849    -1.138007     0.342718
51355.75     3.296251    -0.655722    -0.128884
51356.00     3.016646    -0.356598     0.171539
51356.25     2.728963    -0.412475     0.547547
51356.50     3.054011    -0.947951     0.577732
51356.75     3.158872    -0.489441     0.060279
51357.00     2.944985    -0.252506     0.445561
51357.25     2.520865    -0.423987     0.801512
51357.50     2.672187    -0.731196     0.700982
51357.75     2.751535    -0.154331     0.234642
51358.00     2.769933     0.066513     0.449783
51358.25     2.626444    -0.183637     0.794394
51358.50     2.992504    -0.702436     0.692670
51358.75     2.999550    -0.281998     0.327210
51359.00     2.887212    -0.006593     0.616595
51359.25     2.597839    -0.249594     0.891521
51359.50     2.943437    -0.839937     0.850260
51359.75     2.708409    -0.362901     0.350442
51360.00     2.703523    -0.266963     0.556852
51360.25     2.506251    -0.636516     0.750129
51360.50     2.631183    -1.175538     0.654001
51360.75     2.680886    -0.807687     0.068200
