-----------------------------------------------
3D SITE DISPLACEMENT DUE TO ATMOSPHERIC LOADING
-----------------------------------------------
METEOROLOGICAL CENTER & DEGREE 1 :    NCEP_CMEA
CMEA : CENTER OF MASS OF THE EARTH + ATMOSPHERE
CME  : CENTER OF MASS OF THE SOLID EARTH  ALONE
SITE COORDINATES ACCORDING TO ITRF2000 SOLUTION
-----------------------------------------------
CREATOR EMAIL : PASCAL.GEGOUT@EOST.U-STRASBG.FR
-----------------------------------------------
blyt        49718.000    1995     1     1     0
blyt        52274.750    2001    12    31    18
blyt     -2223206.565 -4830299.786  3510587.672
51181.25    -1.176904     0.351875    -3.034660
51181.50    -1.077731     0.215958    -3.646013
51181.75    -1.016489     0.548190    -4.943569
51182.00    -0.931258     0.518386    -4.055649
51182.25    -1.186967     0.711158    -5.223400
51182.50    -1.005773     0.491416    -5.170768
51182.75    -0.980210     0.788642    -6.148463
51183.00    -0.934281     0.758955    -4.849159
51183.25    -1.189693     0.690639    -4.941251
51183.50    -0.904146     0.328478    -4.354707
51183.75    -0.677691     0.497550    -4.906671
51184.00    -0.461315     0.397873    -3.439120
51184.25    -0.543655     0.348297    -3.654747
51184.50    -0.067532     0.085902    -3.113759
51184.75     0.236405     0.312565    -3.333755
51185.00     0.407580     0.344861    -2.017049
51185.25     0.306522     0.253755    -1.763655
51185.50     0.656597    -0.077662    -1.076001
51185.75     0.776657     0.081865    -1.351212
51186.00     0.691876     0.033352    -0.340338
51186.25     0.276619    -0.047298    -0.331746
51186.50     0.588980    -0.412256    -0.582899
51186.75     0.529607    -0.125576    -2.390263
51187.00     0.427870    -0.008333    -2.095321
51187.25    -0.006561     0.175331    -3.478844
51187.50    -0.012268     0.068907    -3.783058
51187.75    -0.283653     0.467325    -5.092200
51188.00    -0.593275     0.530342    -3.416754
51188.25    -0.994776     0.565876    -3.563289
51188.50    -1.084199     0.533217    -3.124912
51188.75    -1.304447     0.942534    -3.742385
51189.00    -1.409023     1.093783    -2.297167
51189.25    -1.841221     1.100692    -1.956302
51189.50    -1.643178     0.878973    -1.180385
51189.75    -1.628385     1.096421    -1.190007
51190.00    -1.538056     1.034669     0.213104
51190.25    -1.838798     0.874348     0.823450
51190.50    -1.522730     0.601534     0.970353
51190.75    -1.293866     0.845482    -0.038397
51191.00    -1.162237     0.879305     0.127291
51191.25    -1.184946     0.880281    -1.056163
51191.50    -0.882013     0.658031    -1.164886
51191.75    -0.668613     1.017910    -2.893658
51192.00    -0.450476     1.007925    -2.009224
51192.25    -0.457717     1.106127    -2.592520
51192.50    -0.125073     0.860134    -2.518742
51192.75    -0.057633     1.198077    -3.373627
51193.00     0.091359     1.124669    -1.301442
51193.25    -0.295193     1.116596    -1.207610
51193.50     0.013000     0.790135     0.074227
51193.75     0.088799     0.928936    -0.018050
51194.00     0.040994     0.923562     1.639536
51194.25    -0.189516     0.880031     1.850842
51194.50     0.003393     0.621441     2.775607
51194.75    -0.063193     0.869762     1.431305
51195.00    -0.139021     0.701860     2.353152
51195.25    -0.456818     0.594449     1.359132
51195.50    -0.280336     0.146463     1.026479
51195.75    -0.438424     0.428465    -0.646955
51196.00    -0.498385     0.417550     0.350978
51196.25    -0.896718     0.539397    -0.206414
51196.50    -0.574312     0.289787    -0.093189
51196.75    -0.342052     0.492069    -1.147398
51197.00    -0.105346     0.336022     0.089031
51197.25    -0.189789     0.464840    -0.584676
51197.50     0.474515     0.010092     0.404515
51197.75     0.655563     0.446170    -0.958011
51198.00     0.758771     0.384264     0.620837
51198.25     0.618652     0.253712     0.816765
51198.50     0.767410    -0.012245     1.636717
51198.75     0.659544     0.254315     0.877695
51199.00     0.793393     0.120144     2.526488
51199.25     0.514885    -0.078486     2.594652
51199.50     0.831379    -0.627073     3.538103
51199.75     0.873545    -0.588042     2.491682
51200.00     0.843690    -0.622383     2.727091
51200.25     0.584372    -0.664743     1.272689
51200.50     0.663291    -0.807154     0.513474
51200.75     0.464760    -0.407759    -1.483436
51201.00     0.377027    -0.255635    -0.322750
51201.25    -0.062680    -0.230858    -0.084216
51201.50     0.055890    -0.335032     0.414764
51201.75     0.035040     0.020514    -0.550560
51202.00     0.073085     0.091117     0.718161
51202.25    -0.299090     0.158268     0.389933
51202.50    -0.033725    -0.037863     0.614784
51202.75    -0.014402     0.324544    -0.351901
51203.00    -0.164092     0.375531     1.166916
51203.25    -0.579176     0.448925     0.963768
51203.50    -0.516745     0.196999     1.089521
51203.75    -0.508477     0.346422     0.119144
51204.00    -0.723487     0.237773     1.088671
51204.25    -1.013129     0.123841     0.794536
51204.50    -0.745147    -0.143922     0.573367
51204.75    -0.505018     0.139392    -1.212681
51205.00    -0.267367     0.055412    -0.324784
51205.25    -0.306470     0.052036    -1.055047
51205.50    -0.129278    -0.245793    -0.762478
51205.75    -0.161767     0.095122    -2.077707
51206.00    -0.227812     0.145079    -1.116649
51206.25    -0.680336     0.214065    -1.839632
51206.50    -0.669660    -0.064249    -1.791699
51206.75    -0.809645     0.167870    -2.626343
51207.00    -0.949592     0.222673    -1.612703
51207.25    -1.371424     0.278071    -2.328915
51207.50    -1.278520    -0.005745    -1.837457
51207.75    -1.470158     0.351596    -3.463868
51208.00    -1.701514     0.371602    -2.569730
51208.25    -2.220548     0.377361    -2.915056
51208.50    -2.192514     0.080826    -2.677379
51208.75    -2.345655     0.323645    -3.460795
51209.00    -2.437944     0.376915    -2.321527
51209.25    -2.626466     0.359280    -1.840841
51209.50    -2.312060     0.058680    -0.925778
51209.75    -2.067483     0.395830    -1.837572
51210.00    -1.789622     0.389728    -1.064892
51210.25    -1.877706     0.424677    -1.772868
51210.50    -1.427429     0.162410    -2.016840
51210.75    -1.136271     0.549974    -3.532814
51211.00    -1.068636     0.560899    -2.164337
51211.25    -1.208329     0.720446    -2.574948
51211.50    -0.938164     0.519482    -2.300060
51211.75    -0.701689     0.781299    -2.150528
51212.00    -0.733447     0.652708    -0.081156
51212.25    -0.918522     0.503939    -0.042703
51212.50    -0.563272    -0.023987     0.668145
51212.75    -0.326619     0.270165    -0.300361
51213.00    -0.187307     0.271801     1.287213
51213.25    -0.328362     0.334705     0.935534
51213.50     0.206707     0.055487     1.268883
51213.75     0.804195     0.212925     0.862164
51214.00     1.115667     0.130322     2.018700
51214.25     0.956500     0.082697     1.467549
51214.50     1.296814    -0.163669     0.598977
51214.75     1.293948     0.194810    -0.837573
51215.00     1.122130     0.320662    -0.354124
51215.25     0.706141     0.451010    -0.909402
51215.50     0.846489     0.219181    -0.705123
51215.75     0.738985     0.560499    -1.756340
51216.00     0.643323     0.608326    -0.217785
51216.25     0.234850     0.494351     0.351914
51216.50     0.238081     0.217318     1.233251
51216.75     0.044780     0.487863     0.546948
51217.00    -0.081201     0.395412     1.797039
51217.25    -0.454597     0.390482     1.056614
51217.50    -0.266567     0.147187     1.343691
51217.75    -0.219033     0.418993     0.218178
51218.00     0.001137     0.374775     1.228049
51218.25    -0.243383     0.474522     0.185904
51218.50     0.014064     0.201906     0.978212
51218.75     0.013676     0.481119     0.358104
51219.00    -0.096282     0.437115     1.797313
51219.25    -0.610672     0.354640     1.625708
51219.50    -0.353897    -0.054867     1.223393
51219.75    -0.544453     0.160676    -0.836618
51220.00    -0.612497     0.253185    -1.238928
51220.25    -0.915277     0.446182    -3.044114
51220.50    -0.898096     0.401268    -3.900628
51220.75    -0.860067     0.993931    -6.130165
51221.00    -0.844106     1.103194    -4.722229
51221.25    -1.126774     1.287663    -5.848826
51221.50    -0.963819     1.054503    -5.442169
51221.75    -0.705834     1.245378    -5.596337
51222.00    -0.707968     1.168629    -3.863438
51222.25    -0.937088     1.185150    -4.356762
51222.50    -0.446194     0.794633    -3.819299
51222.75    -0.433260     0.984414    -4.261834
51223.00    -0.356991     0.753698    -2.504988
51223.25    -0.615839     0.641176    -2.214917
51223.50    -0.211352     0.283689    -1.477467
51223.75    -0.071343     0.460279    -1.765621
51224.00    -0.046561     0.380542    -0.295087
51224.25    -0.334421     0.299489    -0.342989
51224.50     0.039447    -0.047269    -0.258177
51224.75     0.178990     0.255944    -1.997029
51225.00     0.134146     0.333165    -0.933125
51225.25    -0.140563     0.409710    -1.376030
51225.50     0.072857     0.243989    -1.278098
51225.75     0.188200     0.520129    -1.999040
51226.00    -0.059039     0.575203    -0.705587
51226.25    -0.437816     0.567906    -0.725411
51226.50    -0.288189     0.326352     0.110216
51226.75    -0.140370     0.533028    -0.468202
51227.00    -0.244324     0.531766     0.743949
51227.25    -0.477723     0.529540     0.074232
51227.50    -0.334300     0.290229     0.430390
51227.75    -0.476100     0.663558    -0.921901
51228.00    -0.441427     0.575965     0.980035
51228.25    -0.748006     0.450851     1.255321
51228.50    -0.370098     0.101127     1.016602
51228.75    -0.148220     0.215447    -0.272331
51229.00     0.064943     0.128187     0.177071
51229.25    -0.079093     0.082544    -0.755778
51229.50     0.324186    -0.186994    -1.242931
51229.75     0.455098     0.143550    -2.561076
51230.00     0.526197     0.204334    -1.669852
51230.25     0.388941     0.220093    -1.792029
51230.50     0.717113    -0.048331    -1.342405
51230.75     0.816706     0.190274    -1.725143
51231.00     1.067465     0.029489    -0.450598
51231.25     0.991283    -0.013976    -1.228124
51231.50     1.224550    -0.211340    -1.347691
51231.75     1.252373     0.149424    -2.732912
51232.00     1.374725     0.203859    -0.955537
51232.25     0.982644     0.302831    -1.714320
51232.50     1.187095     0.036311    -0.852161
51232.75     1.125738     0.357192    -2.199207
51233.00     0.885795     0.366967    -0.485748
51233.25     0.354421     0.427316    -0.974027
51233.50     0.397936     0.234443    -0.287577
51233.75     0.094438     0.607454    -1.345070
51234.00    -0.375821     0.613048     0.027553
51234.25    -0.941304     0.699057    -0.253183
51234.50    -0.951883     0.459024     0.027698
51234.75    -0.990401     0.730670    -1.103433
51235.00    -0.754425     0.562227     0.287871
51235.25    -0.782227     0.545328     0.121214
51235.50    -0.317726     0.163636     0.433462
51235.75     0.049587     0.370390    -0.296776
51236.00     0.199483     0.347099     0.625595
51236.25    -0.032323     0.452003    -0.374914
51236.50     0.292411     0.216266    -0.417126
51236.75     0.271439     0.599701    -1.878223
51237.00     0.144584     0.533557    -0.706186
51237.25    -0.232977     0.556306    -1.413809
51237.50     0.087953     0.333076    -1.046909
51237.75     0.055599     0.591622    -2.422770
51238.00     0.111004     0.433444    -0.415488
51238.25     0.071014     0.413751    -1.053745
51238.50     0.494645     0.074505    -0.450181
51238.75     0.735095     0.206593    -1.137116
51239.00     1.042602    -0.024079     0.504953
51239.25     0.860815    -0.108626     0.106719
51239.50     1.264184    -0.365802     0.088299
51239.75     1.244883    -0.122574    -0.846389
51240.00     1.205126    -0.168924     0.760225
51240.25     0.625668    -0.063762     0.335394
51240.50     0.717269    -0.327204     1.134472
51240.75     0.472237    -0.046678     0.545025
51241.00     0.156940    -0.097398     2.043422
51241.25    -0.403142    -0.093179     1.386946
51241.50    -0.375755    -0.455332     1.909462
51241.75    -0.573547    -0.192801     0.709133
51242.00    -0.653487    -0.205994     1.043557
51242.25    -1.079964    -0.214459    -0.071841
51242.50    -1.099954    -0.428754    -0.539126
51242.75    -1.468333    -0.076788    -2.372008
51243.00    -1.724604    -0.023240    -1.507729
51243.25    -2.345156     0.091379    -2.378537
51243.50    -2.122338    -0.078093    -2.494827
51243.75    -2.227279     0.248787    -2.966889
51244.00    -2.223145     0.184047    -1.161872
51244.25    -2.620050     0.130129    -0.753919
51244.50    -2.349326    -0.181179     0.092202
51244.75    -2.353096    -0.032122    -0.360463
51245.00    -2.376581    -0.167737     0.761357
51245.25    -2.586875    -0.104232    -0.468897
51245.50    -2.261410    -0.234678    -0.615319
51245.75    -2.006283     0.101470    -1.833770
51246.00    -1.885761     0.109304    -0.326793
51246.25    -2.022438     0.105077    -0.470936
51246.50    -1.716071    -0.116189    -0.154723
51246.75    -1.749191     0.155308    -0.973084
51247.00    -1.574440     0.035698    -0.002038
51247.25    -1.665123     0.026688    -0.672430
51247.50    -1.202451    -0.325447    -0.273153
51247.75    -1.094250    -0.152996    -1.078492
51248.00    -1.279213    -0.235626     0.231261
51248.25    -1.637110    -0.235816     0.223770
51248.50    -1.482420    -0.561020     0.736835
51248.75    -1.488429    -0.309697    -0.352297
51249.00    -1.444239    -0.401716     0.817074
51249.25    -1.677714    -0.438505     0.035099
51249.50    -1.377693    -0.698357     0.181905
51249.75    -1.425917    -0.299364    -1.625815
51250.00    -1.595532    -0.152247    -0.631637
51250.25    -2.008805    -0.015436    -1.498047
51250.50    -1.807228    -0.239908    -1.170012
51250.75    -1.934719     0.205999    -2.418131
51251.00    -1.936341     0.208734    -0.512551
51251.25    -2.336769     0.339652    -0.874191
51251.50    -2.038237     0.038118     0.097737
51251.75    -1.862750     0.333945    -0.320570
51252.00    -1.795088     0.203390     1.719137
51252.25    -2.055259     0.306605     1.392312
51252.50    -1.726760    -0.037857     2.731756
51252.75    -1.784686     0.248487     2.065789
51253.00    -1.615885     0.049281     2.728945
51253.25    -1.776301    -0.040189     2.510876
51253.50    -1.410095    -0.407474     3.069348
51253.75    -1.354859    -0.232758     2.222992
51254.00    -1.456658    -0.259431     2.535220
51254.25    -1.665857    -0.285752     1.377401
51254.50    -1.319388    -0.486709     1.256711
51254.75    -1.317457    -0.077266    -0.655439
51255.00    -1.392423     0.059748    -0.413940
51255.25    -1.549094     0.185161    -1.553033
51255.50    -1.169308    -0.029058    -1.804545
51255.75    -1.005933     0.339815    -3.304567
51256.00    -0.908796     0.239676    -1.416810
51256.25    -0.930377     0.269925    -2.190217
51256.50    -0.596112    -0.032500    -1.590538
51256.75    -0.465913     0.251048    -2.816830
51257.00    -0.424318     0.108401    -1.396187
51257.25    -0.561143     0.097656    -2.074090
51257.50    -0.121113    -0.218896    -1.544189
51257.75     0.040959    -0.003364    -2.345128
51258.00     0.240519    -0.196133    -0.675666
51258.25     0.220148    -0.231470    -1.014489
51258.50     0.808747    -0.577665    -0.610211
51258.75     0.948128    -0.304253    -1.117542
51259.00     1.221316    -0.482840     0.502307
51259.25     0.960245    -0.451719     0.300341
51259.50     1.135619    -0.697690     0.565160
51259.75     1.119448    -0.386074    -0.139527
51260.00     0.824733    -0.342599     1.410454
51260.25     0.484290    -0.248354     1.091844
51260.50     0.732235    -0.511553     1.510258
51260.75     0.694889    -0.253098     0.413942
51261.00     0.339677    -0.138679     1.328684
51261.25     0.011754    -0.115256     0.521826
51261.50     0.099300    -0.227835     0.364121
51261.75     0.229246     0.109266    -0.644515
51262.00     0.143486     0.175830     0.877154
51262.25    -0.183637     0.286312     0.685182
51262.50     0.100088     0.138518     0.960640
51262.75     0.080928     0.559127     0.365728
51263.00     0.009610     0.494858     2.260556
51263.25    -0.397337     0.546623     2.158979
51263.50    -0.143241     0.229128     3.197279
51263.75    -0.105039     0.409239     3.027007
51264.00    -0.168763     0.288704     4.058964
51264.25    -0.529779     0.404903     2.944509
51264.50    -0.136472     0.062176     2.754544
51264.75    -0.106877     0.284365     1.347554
51265.00    -0.169079     0.313626     1.656353
51265.25    -0.521114     0.448334     0.389814
51265.50    -0.250897     0.226826    -0.256150
51265.75    -0.075860     0.482422    -1.897753
51266.00    -0.013152     0.408082    -0.541657
51266.25    -0.104811     0.466678    -1.486194
51266.50     0.389724     0.175098    -0.892890
51266.75     0.550554     0.435998    -1.403014
51267.00     0.553660     0.342636     1.057398
51267.25     0.075038     0.356954     0.923411
51267.50     0.366449    -0.035064     1.868241
51267.75     0.177347     0.184079     1.513604
51268.00    -0.078466     0.132559     2.847246
51268.25    -0.654207     0.142868     2.863321
51268.50    -0.335124    -0.211045     3.521036
51268.75    -0.371723    -0.026690     2.927165
51269.00    -0.318344    -0.202807     4.241922
51269.25    -0.730428    -0.187579     3.699791
51269.50    -0.623572    -0.444867     3.733302
51269.75    -0.667023    -0.128090     2.757290
51270.00    -0.746589    -0.113666     3.392359
51270.25    -0.986338    -0.194602     3.285266
51270.50    -0.792848    -0.637678     4.061569
51270.75    -0.760073    -0.386019     2.279192
51271.00    -0.787083    -0.302397     1.954703
51271.25    -0.927546    -0.315112     1.001226
51271.50    -0.610973    -0.680584     1.788486
51271.75    -0.575559    -0.395460     1.718704
51272.00    -0.574397    -0.401354     3.620740
51272.25    -0.619952    -0.461237     4.440672
51272.50    -0.178245    -0.803807     4.626098
51272.75    -0.021428    -0.519975     2.589653
51273.00    -0.016236    -0.458164     2.229910
51273.25    -0.284893    -0.419790     1.134760
51273.50     0.039406    -0.608109     1.072854
51273.75     0.211141    -0.326531     0.759464
51274.00     0.296688    -0.325115     2.442933
51274.25     0.098081    -0.306837     2.173211
51274.50     0.616151    -0.578748     2.501408
51274.75     0.863087    -0.302601     1.643250
51275.00     0.930953    -0.314759     2.655865
51275.25     0.773439    -0.252056     1.731612
51275.50     1.074795    -0.537430     2.017976
51275.75     1.078480    -0.312076     0.965535
51276.00     0.906070    -0.328859     0.839369
51276.25     0.613054    -0.277842    -0.386876
51276.50     0.904282    -0.553115    -0.044459
51276.75     0.802851    -0.247545    -1.250267
51277.00     0.662307    -0.266212     0.705108
51277.25     0.188038    -0.299034     0.917159
51277.50     0.445186    -0.762803     1.681338
51277.75     0.585390    -0.498252     0.064559
51278.00     0.679565    -0.520593     0.657527
51278.25     0.645772    -0.535558     0.152619
51278.50     0.997474    -0.823169     0.701193
51278.75     1.128921    -0.564031    -0.170070
51279.00     1.091624    -0.512856     1.469614
51279.25     0.780600    -0.433515     1.192943
51279.50     1.096343    -0.659941     1.617081
51279.75     1.019114    -0.304166     0.361609
51280.00     1.003117    -0.292267     1.235597
51280.25     0.858492    -0.164295     0.190179
51280.50     1.075382    -0.487129     0.327551
51280.75     1.103233    -0.255485    -0.445675
51281.00     0.930389    -0.319166     0.113878
51281.25     0.580387    -0.366707    -0.450998
51281.50     0.960745    -0.766382    -1.050838
51281.75     1.021430    -0.535127    -2.468047
51282.00     0.836760    -0.528703    -1.430527
51282.25     0.568624    -0.445264    -2.163667
51282.50     0.931543    -0.746914    -1.664161
51282.75     1.003726    -0.487548    -3.059482
51283.00     0.806691    -0.423066    -1.363694
51283.25     0.465413    -0.338540    -1.783867
51283.50     0.667299    -0.568666    -1.801173
51283.75     0.654384    -0.258286    -2.901871
51284.00     0.515150    -0.317126    -1.009245
51284.25     0.107294    -0.218316    -1.396300
51284.50     0.316654    -0.409545    -1.715958
51284.75     0.311021    -0.145607    -2.393910
51285.00     0.233968    -0.157392    -0.793517
51285.25    -0.112216    -0.074402    -1.268503
51285.50     0.040442    -0.425167    -0.966221
51285.75    -0.051523    -0.115175    -2.398989
51286.00    -0.297812    -0.206182    -1.440912
51286.25    -0.665510    -0.139110    -2.260738
51286.50    -0.511827    -0.441251    -1.977257
51286.75    -0.670848    -0.172636    -3.027131
51287.00    -0.762481    -0.312658    -1.726847
51287.25    -1.037071    -0.229157    -2.162464
51287.50    -0.510549    -0.509791    -1.641292
51287.75    -0.477436    -0.241119    -1.980830
51288.00    -0.386452    -0.300989    -0.124831
51288.25    -0.638827    -0.191807    -0.135889
51288.50    -0.396233    -0.401358     0.796170
51288.75    -0.603733    -0.114489     0.585689
51289.00    -0.708875    -0.100656     2.088699
51289.25    -1.098014    -0.110555     2.360881
51289.50    -1.055723    -0.436335     3.084002
51289.75    -1.271921    -0.225952     2.625651
51290.00    -1.697155    -0.293968     4.076260
51290.25    -2.167368    -0.326284     3.792699
51290.50    -1.996827    -0.727524     4.196574
51290.75    -1.871798    -0.593186     3.326951
51291.00    -1.951150    -0.568269     3.479405
51291.25    -2.073353    -0.582628     2.590944
51291.50    -1.675076    -0.829391     2.148257
51291.75    -1.579339    -0.442377     0.107304
51292.00    -1.787226    -0.331488     0.513081
51292.25    -2.213921    -0.145916    -0.524296
51292.50    -2.076988    -0.365994    -0.570711
51292.75    -2.128738     0.022975    -1.626794
51293.00    -2.168700     0.066777    -0.616651
51293.25    -2.522678     0.181526    -0.799955
51293.50    -2.267653    -0.093929    -0.433345
51293.75    -2.115505     0.157060    -1.050462
51294.00    -2.090699     0.109000     0.351680
51294.25    -2.236439     0.152919    -0.257849
51294.50    -1.794678    -0.286579     0.332176
51294.75    -1.621141    -0.039494    -0.650660
51295.00    -1.526028    -0.180949     0.557858
51295.25    -1.638918    -0.259845     0.387865
51295.50    -1.218065    -0.616668     0.442431
51295.75    -1.087250    -0.399851    -0.557462
51296.00    -1.210072    -0.497703     0.705042
51296.25    -1.462211    -0.543260     0.688915
51296.50    -1.153302    -0.908275     1.083132
51296.75    -1.090328    -0.699551     0.923344
51297.00    -1.055978    -0.813033     2.063865
51297.25    -1.212415    -0.764091     1.565495
51297.50    -0.846486    -0.926306     1.272902
51297.75    -0.676995    -0.532230    -0.242819
51298.00    -0.594080    -0.439998    -0.040611
51298.25    -0.701105    -0.334232    -0.732238
51298.50    -0.419153    -0.521244    -0.544803
51298.75    -0.167550    -0.155961    -1.101989
51299.00    -0.124241    -0.144114     0.011988
51299.25    -0.233530    -0.110145    -0.023718
51299.50     0.022330    -0.389231     0.747615
51299.75     0.084818    -0.084473     0.265510
51300.00     0.002896    -0.117569     2.298861
51300.25    -0.292392    -0.031013     2.027044
51300.50    -0.154033    -0.285753     3.049294
51300.75    -0.358187     0.064125     2.171600
51301.00    -0.381143    -0.119165     4.032924
51301.25    -0.936695    -0.066927     3.647607
51301.50    -0.570609    -0.412272     4.499117
51301.75    -0.627631    -0.240908     4.315156
51302.00    -0.625716    -0.327687     5.269836
51302.25    -0.865398    -0.379777     4.891475
51302.50    -0.586305    -0.692957     4.148776
51302.75    -0.466120    -0.439328     2.781065
51303.00    -0.539647    -0.482453     3.294008
51303.25    -0.781376    -0.444706     2.162173
51303.50    -0.712919    -0.640460     1.162047
51303.75    -0.688334    -0.306990    -0.617843
51304.00    -0.941880    -0.256385     0.238626
51304.25    -1.162904    -0.180230    -0.593943
51304.50    -0.759190    -0.449905    -0.660692
51304.75    -0.673064    -0.190158    -1.318795
51305.00    -0.714861    -0.195868    -0.013773
51305.25    -0.960065    -0.226153     0.272967
51305.50    -0.574859    -0.493409     0.314848
51305.75    -0.442763    -0.293639    -0.095642
51306.00    -0.510971    -0.343680     1.506620
51306.25    -0.824583    -0.305270     1.214832
51306.50    -0.578934    -0.499357     1.167128
51306.75    -0.540121    -0.173680     0.544043
51307.00    -0.824723    -0.196943     1.551425
51307.25    -1.114289    -0.131244     1.251083
51307.50    -0.782019    -0.489916     1.225556
51307.75    -0.720361    -0.267351     0.437235
51308.00    -0.833098    -0.332476     1.650174
51308.25    -0.990660    -0.300583     1.063268
51308.50    -0.533846    -0.612299     1.320006
51308.75    -0.318403    -0.382006     0.217132
51309.00    -0.192763    -0.477256     1.440074
51309.25    -0.317244    -0.488753     1.453970
51309.50     0.169785    -0.770672     1.770334
51309.75     0.290893    -0.491950     0.409456
51310.00     0.250540    -0.492574     1.405551
51310.25     0.085131    -0.412541     0.923549
51310.50     0.205449    -0.686472     1.428213
51310.75     0.023099    -0.368372     0.855857
51311.00    -0.301810    -0.433727     2.291039
51311.25    -0.703266    -0.394572     1.930476
51311.50    -0.496720    -0.795677     2.082925
51311.75    -0.554655    -0.658467     1.818616
51312.00    -0.840614    -0.747400     2.643826
51312.25    -1.135173    -0.812704     1.829469
51312.50    -0.764042    -1.124265     1.581691
51312.75    -0.725537    -0.880330     0.304416
51313.00    -0.678538    -0.990809     1.475949
51313.25    -1.047976    -0.900267     1.394960
51313.50    -0.608827    -1.111432     1.196861
51313.75    -0.728511    -0.736412     0.238005
51314.00    -0.855791    -0.715885     0.924635
51314.25    -1.155383    -0.588097     0.327848
51314.50    -0.952728    -0.786691     0.278388
51314.75    -1.024013    -0.428042    -1.050999
51315.00    -1.008655    -0.437120    -0.060954
51315.25    -1.178884    -0.302566    -0.955123
51315.50    -0.755033    -0.547973    -0.943348
51315.75    -0.579781    -0.260415    -2.054907
51316.00    -0.798449    -0.286057    -0.582876
51316.25    -1.065041    -0.234349    -1.006272
51316.50    -0.684266    -0.547617    -0.562351
51316.75    -0.607765    -0.378678    -0.811112
51317.00    -0.671874    -0.573659     0.888983
51317.25    -0.867299    -0.625047     0.962929
51317.50    -0.463080    -0.941179     1.263609
51317.75    -0.461823    -0.668778     0.521496
51318.00    -0.406694    -0.711602     1.286864
51318.25    -0.541972    -0.653823     0.583506
51318.50    -0.100915    -0.918366     0.893400
51318.75    -0.067460    -0.660237     0.306261
51319.00    -0.109933    -0.702300     1.454560
51319.25    -0.346621    -0.601011     1.101827
51319.50    -0.053572    -0.805338     1.251389
51319.75    -0.006003    -0.545718     0.506825
51320.00    -0.126875    -0.526245     1.341404
51320.25    -0.404987    -0.449913     0.908960
51320.50    -0.167095    -0.561801     0.208625
51320.75    -0.134569    -0.318677    -0.541320
51321.00    -0.252159    -0.291342     0.314005
51321.25    -0.555921    -0.159203    -0.574883
51321.50    -0.149150    -0.350783    -0.846135
51321.75    -0.113841    -0.111619    -1.772144
51322.00    -0.165829    -0.138249    -0.815476
51322.25    -0.461289    -0.152291    -0.951210
51322.50    -0.189550    -0.425866    -0.624127
51322.75    -0.006620    -0.257469    -0.654060
51323.00     0.010998    -0.361226     0.692044
51323.25    -0.212690    -0.296087     0.445755
51323.50     0.135833    -0.582386     0.676633
51323.75     0.271009    -0.204893    -0.289800
51324.00     0.316738    -0.201185     0.735816
51324.25     0.102113    -0.052097    -0.200633
51324.50     0.517233    -0.248179    -0.270157
51324.75     0.692934     0.069248    -0.982507
51325.00     0.549210     0.053752     0.465955
51325.25     0.214644     0.217148    -0.256349
51325.50     0.546299    -0.044423    -0.149209
51325.75     0.537163     0.160022    -0.325400
51326.00     0.337749     0.026618     1.521661
51326.25     0.191266    -0.051426     1.140526
51326.50     0.465853    -0.389156     1.448467
51326.75     0.709134    -0.309087     1.035139
51327.00     0.687839    -0.532087     2.541217
51327.25     0.484674    -0.612459     2.218225
51327.50     0.923400    -0.965439     2.424870
51327.75     1.188464    -0.846715     1.843274
51328.00     1.355806    -0.918460     2.583330
51328.25     1.236276    -0.776950     1.298040
51328.50     1.597822    -0.939378     1.211142
51328.75     1.750139    -0.664814     0.598971
51329.00     1.770203    -0.615285     1.619759
51329.25     1.412914    -0.491870     0.801720
51329.50     1.617761    -0.612833     1.035495
51329.75     1.524075    -0.332686     0.365780
51330.00     1.272141    -0.331291     1.647195
51330.25     0.849135    -0.335876     1.506661
51330.50     0.883551    -0.556409     2.073309
51330.75     0.692531    -0.297096     1.490608
51331.00     0.455280    -0.338941     2.304192
51331.25     0.177557    -0.348076     2.382859
51331.50     0.409294    -0.555294     2.529698
51331.75     0.447137    -0.375259     1.929125
51332.00     0.413861    -0.480407     2.680147
51332.25     0.052314    -0.444677     2.336787
51332.50     0.458617    -0.763168     2.629989
51332.75     0.493479    -0.496985     1.532854
51333.00     0.443815    -0.622388     2.761430
51333.25     0.181845    -0.617026     2.751413
51333.50     0.564341    -0.845040     3.305598
51333.75     0.716971    -0.519009     2.003162
51334.00     0.827860    -0.503600     2.625698
51334.25     0.780553    -0.455034     2.052845
51334.50     1.207578    -0.694085     2.632822
51334.75     1.419661    -0.386561     1.298917
51335.00     1.466362    -0.308550     1.986761
51335.25     1.372800    -0.265080     1.241387
51335.50     1.666681    -0.477525     1.511130
51335.75     1.729776    -0.232348     0.809440
51336.00     1.505285    -0.231812     2.011161
51336.25     1.195443    -0.173414     1.499787
51336.50     1.439448    -0.409379     1.736510
51336.75     1.425789    -0.233247     1.338242
51337.00     1.210637    -0.347409     2.552000
51337.25     0.932777    -0.318833     2.215700
51337.50     1.275047    -0.661373     2.908367
51337.75     1.354147    -0.498129     2.404392
51338.00     1.298673    -0.596034     3.667285
51338.25     1.183758    -0.525596     2.866840
51338.50     1.466557    -0.802455     3.123545
51338.75     1.491949    -0.546498     2.203680
51339.00     1.470573    -0.649601     3.468514
