Time,F-Scale,Location,County,State,Lat,Lon,Comments
0145,UNK,IRVINE,ESTILL,KY,37.7,-83.97,TREES DOWN ALONG STACEY LANE AND CARDINAL COURT. REPORTED BY DISPATCH. (JKL)
0145,UNK,1 N ELNORA,DAVIESS,IN,38.89,-87.08,TREES DOWN. (IND)
0150,UNK,HARDIN,MARSHALL,KY,36.76,-88.3,A FEW TREES DOWN NORTH OF HARDIN. (PAH)
0150,UNK,BOONVILLE,WARRICK,IN,38.05,-87.27,50-60 MPH WIND GUST. TREES DOWN WITH POWER OUTAGES. (PAH)
0150,UNK,SPURGEON,PIKE,IN,38.26,-87.26,SEVERAL TREES DOWN IN SPURGEON...STENDAL...AND SPORADIC TREES DOWN IN REST OF THE COUNTY. (PAH)
0152,UNK,5 N QUITMAN,WOOD,TX,32.87,-95.44,TREES DOWN ACROSS FM 2966 AND COUNTY ROADS 1340 AND 1416. TREE DOWN ON HOUSE ON FM 2225. (SHV)
0153,UNK,THORNTON,CALHOUN,AR,33.78,-92.48,TREES DOWN. (LIT)
0155,UNK,FRANKTON,MADISON,IN,40.22,-85.77,WINDOWS BLOWN OUT OF FIRE STATION IN FRANKTON. REPORTED BY AMATEUR RADIO. (IND)
0158,UNK,PERU,MIAMI,IN,40.75,-86.07,NUMEROUS TREES AND POWERLINES DOWN ON THE WEST SIDE OF THE CITY. (IWX)
0200,UNK,10 NW MONTICELLO,DREW,AR,33.73,-91.92,TREES DOWN. (LIT)
0200,UNK,6 N HENNING,LAUDERDALE,TN,35.76,-89.58,TREES AND POWERS LINES REPORTED THROUGHOUT LAUDERDALE COUNTY. (MEM)
0200,UNK,5 E SHOALS,MARTIN,IN,38.67,-86.7,TREES DOWN. (IND)
0205,UNK,DYERSBURG,DYER,TN,36.04,-89.38,TREES REPORTED DOWN THROUGHOUT THE WHOLE COUNTY. (MEM)
0210,UNK,BREMEN,MUHLENBERG,KY,37.36,-87.22,SEVERAL TREES DOWN IN BREMEN...CENTRAL CITY...BEECH CREEK...DRAKESBORO. (PAH)
0210,UNK,ROCKPORT,SPENCER,IN,37.88,-87.05,TREES DOWN WITH POWER OUTAGES IN ROCKPORT AND ACROSS THE COUNTY. TREES ON FIRE IN DALE NEAR STRUCTURE. (PAH)
0217,UNK,PROCTOR,LEE,KY,37.57,-83.71,PORCH BLOWN OFF FROM A HOME IN THE PROCTOR AREA. REPORTED BY DISPATCH. (JKL)
0220,UNK,5 SW MURRAY,CALLOWAY,KY,36.56,-88.38,TREES DOWN ACROSS ROADS BLOCKING TRAFFIC IN SOUTHWEST CALLOWAY COUNTY ALONG HIGHWAY 121. (PAH)
0222,UNK,BEAVER DAM,OHIO,KY,37.41,-86.88,NUMEROUS TREES DOWN. (LMK)
0225,UNK,TELL CITY,PERRY,IN,37.95,-86.76,NUMEROUS TREES DOWN IN THE CITY. (LMK)
0225,UNK,PAOLI,ORANGE,IN,38.56,-86.47,NUMEROUS TREES DOWN COUNTYWIDE. (LMK)
0225,UNK,BLOOMINGTON,MONROE,IN,39.17,-86.52,TREES DOWN/WINDOWS BROKEN IN HOME (IND)
0227,60,8 N GERMANTOWN,SHELBY,TN,35.2,-89.79,THUNDERSTORM GUST TO 60 MPH WAS REPORTED IN CORDOVA,TN. (MEM)
0230,65,WARREN,BRADLEY,AR,33.61,-92.07,(LIT)
0230,UNK,BARTLETT,SHELBY,TN,35.22,-89.84,LARGE TREE REPORTED DOWN IN OVER SOUTHBOUND LANE MEAR SYCAMORE VIEW ROAD AND RALIEGH-LAGRANGE ROAD. (MEM)
0230,UNK,JACKSON,BREATHITT,KY,37.56,-83.38,POWERLINES BLOWN DOWN NEAR INTERSECTION OF KY 1812 AND KY 15. (JKL)
0230,UNK,CLOVERPORT,BRECKINRIDGE,KY,37.83,-86.63,POWER LINES DOWN. (LMK)
0230,UNK,HUNTINGBURG,DUBOIS,IN,38.3,-86.96,POWER LINES DOWN ALONG INTERSTATE 64. (LMK)
0230,UNK,BEDFORD,LAWRENCE,IN,38.86,-86.49,POWER LINES AND TREES DOWN ALL OVER COUNTY. (IND)
0235,UNK,WEST HELENA,PHILLIPS,AR,34.55,-90.65,TREES UPROOTED. (MEM)
0235,UNK,DOWNTOWN MEMPHIS,SHELBY,TN,35.13,-90.05,TREES REPORTED DOWN NEAR POPLAR WEST OF MONTGOMERY (MEM)
0235,UNK,6 W SHARON,WEAKLEY,TN,36.23,-88.93,LARGE TREE LIMBS REPORTED DOWN. (MEM)
0236,UNK,2 N NASHVILLE,BROWN,IN,39.23,-86.24,COUNTY SHERIFF REPORTS TREE DOWN ON STATE ROAD 135 NORTH OF NASHVILLE WITH VERY HEAVY RAIN AND SCATTERED POWER OUTAGES. (IND)
0240,UNK,MORGANTOWN,BUTLER,KY,37.22,-86.7,NUMEROUS TREES DOWN. (LMK)
0240,UNK,DARMSTADT,VANDERBURGH,IN,38.09,-87.58,NUMEROUS TREES DOWN AND SOME STRUCTURAL DAMAGE. DAMAGE PATH FROM BLOOMFIELD TO NEW HARMONY ROAD TO BROWNING ROAD ALL IN VANDERBURGH COUNTY. DAMAGE EXTENDED APPROXIMATEL (PAH)
0240,UNK,WOLF CREEK,MEADE,KY,38.1,-86.38,POWE LINES DOWN. (LMK)
0245,UNK,COVINGTON,TIPTON,TN,35.57,-89.65,NUMEROUS TREES AND POWER LINES KNOCKED DOWN OVER TIPTON COUNTY. (MEM)
0245,UNK,8 SSE MAYFIELD,GRAVES,KY,36.63,-88.59,SEVERAL TREES DOWN RANGING FROM 1 INCH TO 18 INCHES AND MANY LIMBS AND BRANCHES DOWN. ALSO,WIND WAS ESTIMATED BETWEEN 55 AND 64 MPH. (PAH)
0245,UNK,CANEYVILLE,GRAYSON,KY,37.42,-86.49,NUMEROUS TREES AND POWER LINES DOWN. (LMK)
0250,UNK,HENNING,LAUDERDALE,TN,35.67,-89.58,LAUDERDALE COUNTY SHERIFFS OFFICE REPORTED NUMEROUS TREES AND POWER LINES KNOCKED DOWN THROUGHOUT THE COUNTY. (MEM)
0250,UNK,HAWESVILLE,HANCOCK,KY,37.9,-86.76,NUMEROUS TREES AND POWERLINES DOWN. (LMK)
0255,UNK,RUSSELLVILLE,LOGAN,KY,36.84,-86.89,NUMEROUS TREES DOWN. (LMK)
0300,UNK,SOMERVILLE,FAYETTE,TN,35.24,-89.35,TREES REPORTED KNOCKED DOWN. (MEM)
0300,UNK,20 N DECATURVILLE,BENTON,TN,35.87,-88.12,TREES REPORTED DOWN IN JEANETTE,SUGAR TREE,AND CHEROKEE HEIGHTS VILLAGE. (MEM)
0300,UNK,SALEM,WASHINGTON,IN,38.6,-86.1,NUMEROUS TREES DOWN. (LMK)
0300,UNK,CELINA,MERCER,OH,40.55,-84.57,TREES AND LARGE LIMBS DOWN (ILN)
0302,UNK,25 S LEITCHFIELD,EDMONSON,KY,37.12,-86.29,SEVERAL BARNS KNOCKED OVER WEST OF NOLIN LAKE. (LMK)
0302,UNK,7 SW LEITCHFIELD,GRAYSON,KY,37.41,-86.38,TWO TRAILERS ROLLED OVER ON CANEY CREEK CHURCH ROAD (LMK)
0303,UNK,7 W MARTIN,OBION,TN,36.34,-88.98,TREES REPORTED DOWN. (MEM)
0305,UNK,MOUND BAYOU,BOLIVAR,MS,33.88,-90.73,TREES DOWN ON ROADS. CREWS IN ROUTE WITH CHAINSAWS. (JAN)
0305,UNK,6 W SENATOBIA,TATE,MS,34.62,-90.08,TREES BLOWN ONTO HOUSE (MEM)
0310,UNK,PALESTINE,DARKE,OH,40.05,-84.74,TREES AND POWER LINES DOWN (ILN)
0315,UNK,5 E ORE CITY,MARION,TX,32.8,-94.63,LARGE TREE DOWN IN SHADY SHORES. (SHV)
0315,UNK,1 S CROTHERSVILLE,JACKSON,IN,38.78,-85.84,DAMAGE TO HOMES REPORTED BY RADIO WEATHER SPOTTERS NEAR HIGHWAY 31 AND COUNTY LINE ROAD SOUTH OF CROTHERSVILLE. (IND)
0320,UNK,BATESVILLE,PANOLA,MS,34.32,-89.94,TREES REPORTED DOWN. (MEM)
0320,UNK,2 N COMO,PANOLA,MS,34.54,-89.94,BATES MISSISSIPPI HIGHWAY DEPT REPORTED TREES DOWN ALONG INTERSTATE 55 NEAR THE TATE COUNTY AND PANOLA COUNTY BORDER. (MEM)
0320,UNK,12 SW ARKABUTLA,TUNICA,MS,34.58,-90.28,BATESVILLE MISSISSIPPI HIGHWAY DEPT REPORTED TREES DOWN ALONG HIGHWAY 3 NEAR CARAHI. (MEM)
0320,UNK,HOLLY SPRINGS,MARSHALL,MS,34.77,-89.44,TREES AND POWERLINES BLOWN DOWN COUNTY WIDE. ALSO REPORTED BY TRAINED SPOTTER. (MEM)
0324,UNK,LOUISVILLE,JEFFERSON,KY,38.22,-85.74,TREES DOWN IN THE HIGHLANDS. (LMK)
0325,UNK,JEFFERSON,MARION,TX,32.76,-94.35,SEVERAL TREES DOWN. (SHV)
0325,UNK,9 NW HENDERSON,MADISON,TN,35.54,-88.76,TREE AND POWER LINES REPORTED DOWN (MEM)
0325,UNK,1 W JACKSON,BREATHITT,KY,37.56,-83.4,TREES DOWN ALONG TOWNHILL DRIVE. (JKL)
0325,UNK,NEW ALBANY,FLOYD,IN,38.3,-85.83,TREES DOWN. (LMK)
0325,UNK,2 S EATON,PREBLE,OH,39.72,-84.63,A COUPLE OF TREES DOWN. (ILN)
0327,65,7 S LOUISVILLE,JEFFERSON,KY,38.12,-85.74,POWERLINES DOWN. TRANSFORMERS EXPLODING AT THE NATIONAL WEATHER SERVICE OFFICE AT THE GENE SYNDER FREEWAY AND SYMRA ROAD. (LMK)
0330,UNK,BOWLING GREEN,WARREN,KY,36.97,-86.44,TREES DOWN. (LMK)
0330,UNK,SCOTTSBURG,SCOTT,IN,38.69,-85.78,TREES DOWN ACROSS THE ENTIRE COUNTY. (LMK)
0330,UNK,BROOKVILLE,FRANKLIN,IN,39.42,-85.01,A COUPLE TREES DOWN IN THE COUNTY. (ILN)
0332,UNK,CLEVELAND,BOLIVAR,MS,33.74,-90.73,VERY LARGE TREES DOWN IN WEST CLEVELAND. CREWS WOKKING WITH CHAINSAWS TO REMOVE. (JAN)
0335,UNK,SHEPHERDSVILLE,BULLITT,KY,37.99,-85.71,TREES AND POWER LINES DOWN ACROSS THE COUNTY. (LMK)
0340,UNK,MIFFLIN,CHESTER,TN,35.55,-88.58,TREES AND POWER LINES REPORTED DOWN...POWER WAS KNOCKED OUT (MEM)
0340,UNK,BONNIEVILLE,HART,KY,37.38,-85.9,SEVERAL TREED DOWNED AND POWER OUTGAGES AROUND BONNIEVILLE. (LMK)
0340,UNK,RINEYVILLE,HARDIN,KY,37.75,-85.97,POWER LINES DOWN. (LMK)
0340,UNK,GOSHEN,OLDHAM,KY,38.41,-85.59,NUMEROUS TREES DOWN. (LMK)
0340,UNK,VERSAILLES,CARROLL,IN,38.74,-85.07,TREES DOWN COUNTYWIDE (ILN)
0341,UNK,VERSAILLES,RIPLEY,IN,39.06,-85.26,SCHOOL ROOF HVAC UNIT BLOWN OFF AND ROOF HANGING OFF EDGE (ILN)
0345,60,BEDFORD,TRIMBLE,KY,38.59,-85.32,WIND GUST 55 TO 60 MPH. (LMK)
0345,UNK,HAGERSTOWN,WAYNE,IN,39.91,-85.16,ONE TREE REPORTED DOWN (ILN)
0345,UNK,PIQUA,MIAMI,OH,40.15,-84.25,A FEW TREE LIMBS DOWN IN THE COUNTY. (ILN)
0348,60,BARDSTOWN,NELSON,KY,37.81,-85.46,WIND GUST 55 TO 60 MPH. (LMK)
0348,UNK,CHARLESTOWN,CLARK,IN,38.45,-85.67,NUMEROUS TREES DOWN ACROSS THE COUNTY. (LMK)
0349,UNK,10 N DICKSON,DICKSON,TN,36.22,-87.38,TREES DOWN BARTON CREEK AREA ON HWY 48 (BNA)
0350,UNK,ASHLAND,BENTON,MS,34.83,-89.18,BUILDINGS UNROOFED,TREES DOWN,MEDICAL CLINIC DAMAGED ALONG HIGHWAY 5. (MEM)
0350,UNK,MIDDLETON,HARDEMAN,TN,35.06,-88.89,EXTENSIVE DAMAGE REPORTED.. TREES ON HOUSES. ROOFS BLOWN OFF. (MEM)
0350,UNK,SCOTTSVILLE,ALLEN,KY,36.75,-86.2,TREES AND POWER LINES DOWN. (LMK)
0350,UNK,LA GRANGE,OLDHAM,KY,38.4,-85.38,NUMEROUS TREES FELLED ACROSS COUNTY FROM LATE EVENING SQUALL LINE. (LMK)
0352,UNK,CARROLLTON,CARROLL,KY,38.68,-85.16,TREES DOWN COUNTYWIDE (ILN)
0355,UNK,HISEVILLE,BARREN,KY,37.1,-85.82,TREES DOWN. (LMK)
0355,UNK,GREENSBURG,GREEN,KY,37.26,-85.5,TREES DOWN AND POWER LINES DOWN. ROOF BLOWN OFF IN GREENSBURG. (LMK)
0355,UNK,CAMPBELLSBURG,HENRY,KY,38.53,-85.21,TREES DOWN. (LMK)
0357,UNK,5 W PATRIOT,SWITZERLAND,IN,38.84,-84.92,TREES DOWN COUNTYWIDE (ILN)
0400,UNK,OXFORD,LAFAYETTE,MS,34.36,-89.53,POWER LINES REPORTED DOWN ALONG HIGHWAY 30 AROUND OXFORD BY WTVA. (MEM)
0401,UNK,MAGNOLIA,LARUE,KY,37.45,-85.75,TREE AND POWER LINE TOPPLED ONTO VEHICLE. OTHER TREES DOWNED ACROSS COUNTY (LMK)
0401,UNK,RISING SUN,OHIO,IN,38.95,-84.86,SEVERAL LARGE LIMBS DOWN (ILN)
0402,UNK,SE WARSAW,GALLATIN,KY,38.79,-84.89,TREES DOWN COUNTYWIDE. (ILN)
0405,UNK,W WALNUT,TIPPAH,MS,34.95,-88.9,HOUSE BLOWN OFF FOUNDATION. TREES BLOWN DOWN. (MEM)
0405,UNK,GEORGETOWN,BROWN,OH,38.87,-83.9,TREES DOWN (ILN)
0407,UNK,LAWRENCEBURG,DEARBORN,IN,39.1,-84.87,TREES DOWN (ILN)
0410,UNK,GRENADA,GRENADA,MS,33.78,-89.81,TREE DOWN IN EASTERN HEIGHTS SUBDIVISION. MOTORIST DROVE INTO TREE AS IT FELL. (JAN)
0410,UNK,8 W DICKSON,DICKSON,TN,36.08,-87.52,TENNESSEE CITY AND 3 MILES EAST OF DICKSON...TREES DOWN ALONG WITH POWER LINES (BNA)
0410,UNK,TODDS POINT,SHELBY,KY,38.28,-85.35,TREES DOWN. (LMK)
0412,UNK,FLORENCE,BOONE,KY,38.99,-84.64,TREES DOWN COUNTYWIDE (ILN)
0415,UNK,CHARLESTON,TALLAHATCHIE,MS,34.01,-90.06,POWER OUTAGES ACROSS TALLAHATCHIE COUNTY. NUMEROUS TREES AND POWER LINES WERE KNOCKED OUT THROUGHOUT THE COUNTY. (MEM)
0415,UNK,SHELBY GAP,PIKE,KY,37.21,-82.56,TREES DOWN ACROSS HIGHWAY 460. ALSO TREES DOWN ACROSS HIGHWAY 197 IN ELKHORN CITY. TIME ESTIMATED. (JKL)
0415,60,FRANKFORT,FRANKLIN,KY,38.19,-84.87,(LMK)
0417,UNK,5 N CAMPBELLSVILLE,TAYLOR,KY,37.42,-85.35,TREES DOWN. (LMK)
0420,UNK,CORINTH,ALCORN,MS,34.94,-88.52,BUILDING UNROOFED IN CORINTH. TREES AND POWERLINES DOWN COUNTYWIDE. (MEM)
0420,UNK,10 NE GALLATIN,SUMNER,TN,36.48,-86.33,BETHPAGE TREES DOWN...ONE TREE ON HOUSE (BNA)
0420,UNK,SUMMER SHADE,METCALFE,KY,36.88,-85.7,TREES DOWN COUNTYWIDE. (LMK)
0420,UNK,4 SE LOST CREEK,BREATHITT,KY,37.44,-83.27,POWERLINES BLOWN DOWN ALONG HIGHWAY 476. (JKL)
0420,UNK,LEBANON,MARION,KY,37.57,-85.25,TREES AND POWERLINES DOWN ACROSS THE COUNTY. (LMK)
0422,UNK,WILLIAMSTOWN,GRANT,KY,38.64,-84.56,TREES DOWN COUNTYWIDE (ILN)
0425,UNK,CALHOUN CITY,CALHOUN,MS,33.86,-89.31,TREES REPORTED DOWN BY SHERIFFS OFFICE. (MEM)
0425,UNK,7 N DICKSON,DICKSON,TN,36.18,-87.38,12 TO 14 INCH DIAMETER TREES DOWN BLOCKING HWY 48 NEAR CHARLOTTE (BNA)
0426,UNK,COVINGTON,KENTON,KY,39.04,-84.58,TREES DOWN COUNTYWIDE (ILN)
0430,UNK,1 N MYRTLE,UNION,MS,34.57,-89.12,TREES BLOWN OVER. LARGE LIMBS DOWN. TOPS BLOWN OUT OF TREES. (MEM)
0430,UNK,10 N SAVANNAH,HARDIN,TN,35.37,-88.24,CAMPER TRAILER BLOWN INTO THE TENNESSEE RIVER. INJURIES REPORTED. TREES BLOWN DOWN COUNTY WIDE. (MEM)
0430,UNK,TOMPKINSVILLE,MONROE,KY,36.7,-85.69,TREES DOWN ACROSS THE COUNTY. (LMK)
0430,UNK,5 E COLUMBIA,ADAIR,KY,37.1,-85.22,A BARN DESTOYED ALONG STATE HIGHWAY 80. (LMK)
0430,UNK,BAILEYSVILLE,WYOMING,WV,37.58,-81.67,TREES DOWN IN AND NEAR BAILEYSVILLE. (RLX)
0430,UNK,VERSAILLES,WOODFORD,KY,38.05,-84.73,TREES AND POWER LINES DOWN ACROSS THE ENTIRE COUNTY. (LMK)
0430,UNK,5 SE MONTEREY,OWEN,KY,38.37,-84.81,TREES DOWN (ILN)
0431,UNK,FORT THOMAS,CAMPBELL,KY,39.08,-84.45,POWER POLES DOWN (ILN)
0433,UNK,5 SW BALDWYN,LEE,MS,34.45,-88.7,TREES REPORTED DOWN IN FRIENDSHIP,MISSISSIPPI. (MEM)
0435,UNK,GEORGETOWN,SCOTT,KY,38.21,-84.55,NUMEROUS TREES DOWN AND POWER LINES ACROSS THE COUNTY. (LMK)
0436,UNK,FALMOUTH,PENDLETON,KY,38.67,-84.33,TREES DOWN COUNTYWIDE (ILN)
0436,UNK,10 E CINCINNATI,HAMILTON,OH,39.14,-84.32,SEVERAL TREES DOWN (ILN)
0440,60,RANDOLPH,PONTOTOC,MS,34.18,-89.17,WTVA TUPELO REPORTED WIND GUSTS. (MEM)
0440,UNK,THAXTON,PONTOTOC,MS,34.31,-89.17,TREES REPORTED DOWN BY WTVA. (MEM)
0440,UNK,5 NE CAMPBELLSVILLE,TAYLOR,KY,37.4,-85.28,TWO TRAILERS DESTROYED. NUMEROUS TREES DOWN IN THE MANNSVILLE AREA. (LMK)
0443,UNK,LEXINGTON,SCOTT,IN,38.65,-85.62,TREES DOWN AT THE KENTUCKY HORSE MUSEUM. (LMK)
0445,UNK,BURKESVILLE,CUMBERLAND,KY,36.79,-85.37,TREES DOWN. (LMK)
0446,UNK,AUGUSTA,BRACKEN,KY,38.77,-84,TREES DOWN (ILN)
0446,UNK,MILFORD,CLERMONT,OH,39.17,-84.28,TREES DOWN COUNTYWIDE (ILN)
0448,UNK,3 N ALBANY,CLINTON,KY,36.73,-85.14,NUMEROUS TREES DOWN. (LMK)
0450,UNK,NICHOLASVILLE,JESSAMINE,KY,37.88,-84.58,TREES DOWN. (LMK)
0452,UNK,LAWRENCEBURG,DEARBORN,IN,39.1,-84.87,TREES DOWN (ILN)
0453,UNK,CHEROKEE,COLBERT,AL,34.76,-87.97,LOTS OF WIND DAMAGE IN TOWN AND POWER OUTAGES (HUN)
0455,UNK,18 NW FLORENCE,LAUDERDALE,AL,35.01,-87.89,TREE DOWN IN THE MURPHY CROSSROADS AREA CR 20 AND CR 8 (HUN)
0456,UNK,SOUTH LEBANON,WARREN,OH,39.37,-84.21,TREES DOWN (ILN)
0500,UNK,DUFFIELD,SCOTT,VA,36.72,-82.8,TREES AND POWER LINES DOWN IN DUFFIELD AND SPEERS FERRY. (MRX)
0500,UNK,MONTICELLO,WAYNE,KY,36.84,-84.85,NUMEROUS TREES AND POWERLINES DOWN ALL ACROSS TOWN. (JKL)
0500,UNK,LIBERTY,CASEY,KY,37.32,-84.93,TREES AND POWER LINES DOWN COUNTYWIDE. (LMK)
0500,UNK,STANFORD,LINCOLN,KY,37.53,-84.66,TREES AND POWER LINES DOWN ACROSS COUNTY. (LMK)
0500,UNK,PARIS,BOURBON,KY,38.21,-84.26,TREES AND POWER LINES DOWN. (LMK)
0500,UNK,MOUNT OLIVET,ROBERTSON,KY,38.53,-84.04,TREES DOWN COUNTYWIDE (ILN)
0500,UNK,BELLBROOK,GREENE,OH,39.64,-84.09,TREES DOWN SOUTHERN PORTION OF COUNTY (ILN)
0501,60,FLORENCE,LAUDERDALE,AL,34.83,-87.67,45-60 NORTHERN FLORENCE (HUN)
0501,UNK,GEORGETOWN,BROWN,OH,38.87,-83.9,TREES AND POWER LINE DOWN (ILN)
0501,UNK,MOUNT ORAB,BROWN,OH,39.03,-83.92,TREES,POWER LINE DOWN,AND STRUCTURAL DAMAGE (ILN)
0505,UNK,JAMESTOWN,RUSSELL,KY,36.99,-85.07,TREES DOWN. (LMK)
0505,UNK,CAMPBELLSVILLE,TAYLOR,KY,37.35,-85.35,TREES DOWN AND ROOF DAMAGE ACROSS NORTHERN PORTIONS OF THE COUNTY. (LMK)
0505,UNK,CYNTHIANA,HARRISON,KY,38.39,-84.3,TREES DOWN COUNTYWIDE. (LMK)
0510,UNK,COILA,CARROLL,MS,33.4,-89.97,TREE DOWN ON HIWAY 430 BETWEEN COILA AND BLACK HAWK. (JAN)
0510,60,LORETTO,LAWRENCE,TN,35.08,-87.44,(BNA)
0510,UNK,3 W NASHVILLE,DAVIDSON,TN,36.17,-86.84,TREES DOWN HARDING ROAD. (BNA)
0510,UNK,MOUNT VERNON,ROCKCASTLE,KY,37.36,-84.34,POWERLINES DOWN DUE TO THE WIND ALONG WITH TREES DOWN COUNTYWIDE. REPORTS IN BETWEEN 110 AM AND 145 AM. (JKL)
0510,UNK,4 N IRVINE,ESTILL,KY,37.75,-83.97,FOUR TREES DOWN ON WHITE OAK ROAD AROUND 120 AM...TREES DOWN IN RICE STATION AT 110 AM. TREES DOWN NEAR IRVINE ON CHESTNUT STAND ROAD AROUND 120 AM. TIMES ESTIMATED. (JKL)
0510,UNK,STANTON,POWELL,KY,37.85,-83.86,TREES DOWN COUNTY WIDE. (JKL)
0511,UNK,TATEVILLE,PULASKI,KY,36.96,-84.58,MOBILE HOME BLOWN OVER. NUMEROUS TREES DOWN ACROSS PULASKI COUNTY WITH THE FIRST REPORT AT 111 AM. (JKL)
0511,UNK,MAYSVILLE,MASON,KY,38.63,-83.78,TREES DOWN COUNTYWIDE (ILN)
0512,60,BURNS,DICKSON,TN,36.05,-87.31,TREES DOWN. (BNA)
0515,UNK,RUSSELLVILLE,FRANKLIN,AL,34.51,-87.73,N JACKSON STREET,HALL STREET,MONTGOMERY STREET TREES DOWN (HUN)
0515,60,2 S LAWRENCEBURG,LAWRENCE,TN,35.22,-87.34,TREES DOWN. (BNA)
0520,UNK,LYNCHBURG,CLINTON,OH,39.24,-83.79,TREE DOWN (ILN)
0525,UNK,CROSSETT,ASHLEY,AR,33.13,-91.97,TREES DOWN NEAR CROSSETT AND HAMBURG (JAN)
0525,UNK,OCEANA,WYOMING,WV,37.69,-81.63,LARGE TREE BRANCHES BROKEN. (RLX)
0526,UNK,5 S WEST UNION,ADAMS,OH,38.79,-83.54,NUMEROUS TREES DOWN IN SOUTHERN PART OF COUNTY. BARN MOVED TO ROADWAY. (ILN)
0529,UNK,KILLEN,LAUDERDALE,AL,34.86,-87.53,TREES DOWNED AND UNKNOWN STRUCTUAL DAMAGE IN KILLEN AREA (HUN)
0530,UNK,4 SSW HOLLANDALE,WASHINGTON,MS,33.12,-90.88,ROOF DAMAGE TO A BUILDING. NUMEROUS TREES AND LARGE LIMBS DOWN. (JAN)
0530,UNK,10 S CARROLLTON,CARROLL,MS,33.36,-89.92,LARGE LIMBS DOWN. (JAN)
0530,UNK,8 N LONDON,LAUREL,KY,37.24,-84.08,SEVERAL LARGE TREES DOWN ON MT ZION ROAD (JKL)
0530,UNK,3 SW SANDGAP,JACKSON,KY,37.45,-84.13,TREES DOWN. (JKL)
0530,UNK,4 E RICHMOND,MADISON,KY,37.74,-84.22,NUMEROUS TREES DOWN OVER EASTERN MADISON COUNTY. (LMK)
0535,UNK,10 NNW ATHENS,LIMESTONE,AL,34.92,-87.03,DEBRIS FROM HIGH WINDS (HUN)
0535,UNK,10 N COLUMBIA,MAURY,TN,35.77,-87.05,LARGE TREE LIMBS DOWN IN CARTERS CREEK PIKE AREA. (BNA)
0535,UNK,1 S MOREHEAD,ROWAN,KY,38.18,-83.44,TWO TREES BLOWN DOWN ACROSS HIGHWAY 519. (JKL)
0535,UNK,10 E HILLSBORO,HIGHLAND,OH,39.21,-83.61,TREE DOWN NEAR ROCKY FORK STATE PARK (ILN)
0538,UNK,BALDROCK,LAUREL,KY,36.99,-84.28,TREES DOWN AT LAUREL LAKE AREA NEAR PULASKI/LAUREL LINE ON HWY 192. 50-60 MPH ESTIMATED WIND GUST. (JKL)
0540,UNK,2 N ISLAND CITY,OWSLEY,KY,37.4,-83.77,NUMEROUS TREES DOWN. HWY 1503 BLOCKED. TIME ESTIMATED BY FIRE CHIEF. (JKL)
0540,UNK,6 SE BECKLEY,RALEIGH,WV,37.73,-81.11,SEVERAL TREES DOWN IN COOL RIDGE. (RLX)
0541,UNK,WIBORG,MCCREARY,KY,36.81,-84.49,NUMEROUS LARGE TREE LIMBS DOWN. (JKL)
0543,UNK,3 NE HILLSBORO,LAWRENCE,AL,34.67,-87.15,TRAILER DESTROYED 5 NW ATHENS OWEN COMMONS (HUN)
0545,UNK,EUDORA,CHICOT,AR,33.12,-91.26,TREES,LARGE LIMBS,AND A POWERLINE DOWN. (JAN)
0545,UNK,BEATTYVILLE,LEE,KY,37.58,-83.71,TREES DOWN COUNTY WIDE. (JKL)
0545,UNK,FRENCHBURG,MENIFEE,KY,37.95,-83.62,TREES DOWN COUNTY WIDE. (JKL)
0546,UNK,6 N WILLIAMSBURG,WHITLEY,KY,36.83,-84.17,BARN TURNED OVER ON HIGHWAY 511. ALSO...NUMEROUS TREES DOWN ON TACKETT CREEK ROAD 1 MILE SOUTH OF WILLIAMSBURG. (JKL)
0550,70,CHAPEL HILL,MARSHALL,TN,35.63,-86.7,(BNA)
0556,UNK,6 N HARVEST,MADISON,AL,34.94,-86.75,TREES DOWN STRAIGHT LINE WINDS (HUN)
0600,UNK,COURTLAND,LAWRENCE,AL,34.67,-87.32,TREES DOWN REPORTED BY COURTLAND POLICE RELAYED VIA AMATEUR RADIO (HUN)
0600,UNK,FAYETTEVILLE,LINCOLN,TN,35.15,-86.56,WIDESPREAD WIND DAMAGE ACROSS LINCOLN COUNTY (HUN)
0600,UNK,BARBOURVILLE,KNOX,KY,36.87,-83.88,SEVERAL TREES DOWN ON COLLEGE ST. (JKL)
0600,UNK,ROGERS,WOLFE,KY,37.74,-83.64,NUMEROUS TREES DOWN,2 BARN ROOFS DAMAGED AND BARN DOOR BLOWN IN ON TAR RIDGE ROAD (JKL)
0600,UNK,NEW BOSTON,SCIOTO,OH,38.75,-82.93,LARGE LIMBS AND BRANCHES DOWN (ILN)
0605,UNK,HUNTSVILLE,MADISON,AL,34.71,-86.63,LARGE TREE DOWN IN CITY (HUN)
0605,63,12 NE HUNTSVILLE,MADISON,AL,34.83,-86.48,GUSTS 63 MPH NE MADISON COUNTY (HUN)
0605,UNK,EAGLEVILLE,RUTHERFORD,TN,35.74,-86.65,STRUCTURAL DAMAGE TO CROSSLIN SUPPLY BUSINESS BUILDING IN DOWNTOWN EAGLEVILLE. (BNA)
0605,UNK,18 SE MANCHESTER,CLAY,KY,36.97,-83.54,TREES BLOWN DOWN. (JKL)
