Lon,Lat,Line,Shot,UTMX,UTMY,YEAR,JD:HR:MIN:SEC
-80.404057,25.885334,01b04,6105,559699,2863121,2001,338:16:14:56
-80.404049,25.885082,01b04,6145,559700,2863093,2001,338:16:15:16
-80.404040,25.884910,01b04,6169,559701,2863074,2001,338:16:15:29
-80.404030,25.884784,01b04,6191,559702,2863060,2001,338:16:15:39
-80.404022,25.884449,01b04,6244,559703,2863023,2001,338:16:16:06
-80.404013,25.884133,01b04,6288,559704,2862988,2001,338:16:16:28
-80.404004,25.884007,01b04,6307,559705,2862974,2001,338:16:16:37
-80.403995,25.883880,01b04,6323,559706,2862960,2001,338:16:16:45
-80.403985,25.883745,01b04,6344,559707,2862945,2001,338:16:16:56
-80.403977,25.883546,01b04,6371,559708,2862923,2001,338:16:17:09
-80.403967,25.883375,01b04,6398,559709,2862904,2001,338:16:17:23
-80.403959,25.883131,01b04,6432,559710,2862877,2001,338:16:17:39
-80.403949,25.882977,01b04,6456,559711,2862860,2001,338:16:17:52
-80.403940,25.882869,01b04,6474,559712,2862848,2001,338:16:18:00
-80.403931,25.882751,01b04,6487,559713,2862835,2001,338:16:18:08
-80.403921,25.882661,01b04,6502,559714,2862825,2001,338:16:18:15
-80.403912,25.882535,01b04,6521,559715,2862811,2001,338:16:18:24
-80.403905,25.881939,01b04,6608,559716,2862745,2001,338:16:19:08
-80.403895,25.881857,01b04,6621,559717,2862736,2001,338:16:19:14
-80.403886,25.881713,01b04,6640,559718,2862720,2001,338:16:19:24
-80.403877,25.881559,01b04,6662,559719,2862703,2001,338:16:19:35
-80.403868,25.881379,01b04,6687,559720,2862683,2001,338:16:19:47
-80.403858,25.881225,01b04,6711,559721,2862666,2001,338:16:19:59
-80.403850,25.880873,01b04,6762,559722,2862627,2001,338:16:20:25
-80.403842,25.880530,01b04,6812,559723,2862589,2001,338:16:20:50
-80.403833,25.880376,01b04,6835,559724,2862572,2001,338:16:21:02
-80.403823,25.880268,01b04,6850,559725,2862560,2001,338:16:21:09
-80.403814,25.880114,01b04,6873,559726,2862543,2001,338:16:21:20
-80.403805,25.880006,01b04,6889,559727,2862531,2001,338:16:21:28
-80.403795,25.879907,01b04,6902,559728,2862520,2001,338:16:21:35
-80.403786,25.879699,01b04,6933,559729,2862497,2001,338:16:21:50
-80.403777,25.879482,01b04,6964,559730,2862473,2001,338:16:22:06
-80.403768,25.879365,01b04,6981,559731,2862460,2001,338:16:22:14
-80.403758,25.879256,01b04,6995,559732,2862448,2001,338:16:22:22
-80.403750,25.879021,01b04,7031,559733,2862422,2001,338:16:22:39
-80.403741,25.878741,01b04,7071,559734,2862391,2001,338:16:22:59
-80.403732,25.878651,01b04,7083,559735,2862381,2001,338:16:23:05
-80.403722,25.878561,01b04,7096,559736,2862371,2001,338:16:23:12
-80.403713,25.878452,01b04,7112,559737,2862359,2001,338:16:23:21
-80.403705,25.878064,01b04,7167,559738,2862316,2001,338:16:23:47
-80.403695,25.877920,01b04,7188,559739,2862300,2001,338:16:23:57
-80.403687,25.877631,01b04,7228,559740,2862268,2001,338:16:24:17
-80.403677,25.877495,01b04,7244,559741,2862253,2001,338:16:24:26
-80.432624,25.956829,01b05,1,556803,2871026,2001,338:18:07:43
-80.432634,25.956838,01b05,3,556802,2871027,2001,338:18:07:44
-80.432644,25.956838,01b05,5,556801,2871027,2001,338:18:07:45
-80.432654,25.956838,01b05,7,556800,2871027,2001,338:18:07:46
-80.432664,25.956838,01b05,9,556799,2871027,2001,338:18:07:47
-80.432674,25.956838,01b05,13,556798,2871027,2001,338:18:07:50
-80.432684,25.956838,01b05,15,556797,2871027,2001,338:18:07:51
-80.432694,25.956838,01b05,18,556796,2871027,2001,338:18:07:52
-80.432704,25.956847,01b05,21,556795,2871028,2001,338:18:07:54
-80.432714,25.956847,01b05,23,556794,2871028,2001,338:18:07:55
-80.432724,25.956847,01b05,28,556793,2871028,2001,338:18:07:57
-80.432734,25.956847,01b05,30,556792,2871028,2001,338:18:07:58
-80.432744,25.956847,01b05,34,556791,2871028,2001,338:18:08:00
-80.432754,25.956847,01b05,38,556790,2871028,2001,338:18:08:02
-80.432764,25.956847,01b05,40,556789,2871028,2001,338:18:08:03
-80.432774,25.956847,01b05,44,556788,2871028,2001,338:18:08:05
-80.432783,25.956856,01b05,49,556787,2871029,2001,338:18:08:07
-80.432793,25.956856,01b05,53,556786,2871029,2001,338:18:08:09
-80.432803,25.956856,01b05,55,556785,2871029,2001,338:18:08:10
-80.432813,25.956856,01b05,59,556784,2871029,2001,338:18:08:12
-80.432823,25.956857,01b05,61,556783,2871029,2001,338:18:08:13
-80.432833,25.956857,01b05,65,556782,2871029,2001,338:18:08:15
-80.432843,25.956857,01b05,67,556781,2871029,2001,338:18:08:16
-80.432853,25.956857,01b05,69,556780,2871029,2001,338:18:08:17
-80.432863,25.956857,01b05,74,556779,2871029,2001,338:18:08:20
-80.432873,25.956857,01b05,79,556778,2871029,2001,338:18:08:22
-80.432883,25.956857,01b05,80,556777,2871029,2001,338:18:08:23
-80.432893,25.956857,01b05,84,556776,2871029,2001,338:18:08:25
-80.432903,25.956857,01b05,86,556775,2871029,2001,338:18:08:26
-80.432913,25.956857,01b05,90,556774,2871029,2001,338:18:08:28
-80.432923,25.956857,01b05,92,556773,2871029,2001,338:18:08:29
-80.432933,25.956857,01b05,96,556772,2871029,2001,338:18:08:31
-80.432943,25.956857,01b05,101,556771,2871029,2001,338:18:08:33
-80.432953,25.956857,01b05,103,556770,2871029,2001,338:18:08:34
-80.432963,25.956857,01b05,107,556769,2871029,2001,338:18:08:37
-80.432973,25.956857,01b05,109,556768,2871029,2001,338:18:08:38
-80.432983,25.956857,01b05,113,556767,2871029,2001,338:18:08:40
-80.432993,25.956857,01b05,117,556766,2871029,2001,338:18:08:42
-80.433003,25.956857,01b05,120,556765,2871029,2001,338:18:08:43
-80.433013,25.956857,01b05,122,556764,2871029,2001,338:18:08:44
-80.433023,25.956857,01b05,124,556763,2871029,2001,338:18:08:45
-80.433033,25.956857,01b05,128,556762,2871029,2001,338:18:08:47
-80.433043,25.956857,01b05,130,556761,2871029,2001,338:18:08:48
-80.433053,25.956857,01b05,132,556760,2871029,2001,338:18:08:49
-80.433063,25.956857,01b05,134,556759,2871029,2001,338:18:08:50
-80.433073,25.956857,01b05,138,556758,2871029,2001,338:18:08:52
-80.433083,25.956858,01b05,140,556757,2871029,2001,338:18:08:53
-80.433093,25.956858,01b05,142,556756,2871029,2001,338:18:08:54
-80.433103,25.956858,01b05,144,556755,2871029,2001,338:18:08:55
-80.433113,25.956858,01b05,146,556754,2871029,2001,338:18:08:56
-80.433123,25.956858,01b05,148,556753,2871029,2001,338:18:08:57
-80.433133,25.956858,01b05,150,556752,2871029,2001,338:18:08:58
-80.433143,25.956849,01b05,153,556751,2871028,2001,338:18:08:59
-80.433153,25.956849,01b05,157,556750,2871028,2001,338:18:09:02
-80.433163,25.956849,01b05,159,556749,2871028,2001,338:18:09:03
-80.433173,25.956849,01b05,161,556748,2871028,2001,338:18:09:04
-80.433183,25.956849,01b05,163,556747,2871028,2001,338:18:09:05
-80.433193,25.956849,01b05,165,556746,2871028,2001,338:18:09:06
-80.433203,25.956849,01b05,167,556745,2871028,2001,338:18:09:07
-80.433223,25.956840,01b05,169,556743,2871027,2001,338:18:09:08
-80.433243,25.956840,01b05,171,556741,2871027,2001,338:18:09:09
-80.433253,25.956840,01b05,173,556740,2871027,2001,338:18:09:10
-80.433263,25.956840,01b05,175,556739,2871027,2001,338:18:09:11
-80.433273,25.956840,01b05,178,556738,2871027,2001,338:18:09:12
-80.433283,25.956840,01b05,180,556737,2871027,2001,338:18:09:13
-80.433293,25.956831,01b05,182,556736,2871026,2001,338:18:09:14
-80.433303,25.956831,01b05,184,556735,2871026,2001,338:18:09:15
-80.433323,25.956831,01b05,186,556733,2871026,2001,338:18:09:16
-80.433333,25.956831,01b05,188,556732,2871026,2001,338:18:09:17
-80.433343,25.956831,01b05,190,556731,2871026,2001,338:18:09:18
-80.433353,25.956831,01b05,192,556730,2871026,2001,338:18:09:19
-80.433363,25.956832,01b05,194,556729,2871026,2001,338:18:09:20
-80.433373,25.956832,01b05,196,556728,2871026,2001,338:18:09:21
-80.433393,25.956832,01b05,199,556726,2871026,2001,338:18:09:22
-80.433403,25.956832,01b05,200,556725,2871026,2001,338:18:09:23
-80.433413,25.956832,01b05,202,556724,2871026,2001,338:18:09:24
-80.433423,25.956832,01b05,205,556723,2871026,2001,338:18:09:25
-80.433443,25.956823,01b05,207,556721,2871025,2001,338:18:09:26
-80.433453,25.956823,01b05,209,556720,2871025,2001,338:18:09:27
-80.433463,25.956823,01b05,211,556719,2871025,2001,338:18:09:29
-80.433493,25.956823,01b05,213,556716,2871025,2001,338:18:09:30
-80.433503,25.956823,01b05,217,556715,2871025,2001,338:18:09:32
-80.433523,25.956823,01b05,219,556713,2871025,2001,338:18:09:33
-80.433553,25.956823,01b05,221,556710,2871025,2001,338:18:09:34
-80.433563,25.956823,01b05,223,556709,2871025,2001,338:18:09:35
-80.433573,25.956823,01b05,225,556708,2871025,2001,338:18:09:36
-80.433593,25.956823,01b05,227,556706,2871025,2001,338:18:09:37
-80.433603,25.956823,01b05,230,556705,2871025,2001,338:18:09:38
-80.433613,25.956823,01b05,232,556704,2871025,2001,338:18:09:39
-80.433633,25.956824,01b05,234,556702,2871025,2001,338:18:09:40
-80.433643,25.956833,01b05,236,556701,2871026,2001,338:18:09:41
-80.433663,25.956833,01b05,238,556699,2871026,2001,338:18:09:42
-80.433673,25.956833,01b05,240,556698,2871026,2001,338:18:09:43
-80.433693,25.956833,01b05,242,556696,2871026,2001,338:18:09:44
-80.433703,25.956833,01b05,244,556695,2871026,2001,338:18:09:45
-80.433713,25.956833,01b05,246,556694,2871026,2001,338:18:09:46
-80.433732,25.956833,01b05,248,556692,2871026,2001,338:18:09:47
-80.433742,25.956833,01b05,250,556691,2871026,2001,338:18:09:48
-80.433762,25.956833,01b05,252,556689,2871026,2001,338:18:09:49
-80.433772,25.956833,01b05,255,556688,2871026,2001,338:18:09:50
-80.433792,25.956824,01b05,257,556686,2871025,2001,338:18:09:51
-80.433802,25.956824,01b05,259,556685,2871025,2001,338:18:09:53
-80.433822,25.956824,01b05,261,556683,2871025,2001,338:18:09:54
-80.433832,25.956824,01b05,263,556682,2871025,2001,338:18:09:55
-80.433842,25.956824,01b05,265,556681,2871025,2001,338:18:09:56
-80.433862,25.956824,01b05,267,556679,2871025,2001,338:18:09:57
-80.433872,25.956824,01b05,269,556678,2871025,2001,338:18:09:58
-80.433902,25.956825,01b05,271,556675,2871025,2001,338:18:09:59
-80.433922,25.956825,01b05,273,556673,2871025,2001,338:18:10:00
-80.433932,25.956825,01b05,275,556672,2871025,2001,338:18:10:01
-80.433952,25.956825,01b05,278,556670,2871025,2001,338:18:10:02
-80.433962,25.956825,01b05,280,556669,2871025,2001,338:18:10:03
-80.433982,25.956825,01b05,282,556667,2871025,2001,338:18:10:04
-80.433992,25.956825,01b05,284,556666,2871025,2001,338:18:10:05
-80.434002,25.956825,01b05,286,556665,2871025,2001,338:18:10:06
-80.434022,25.956825,01b05,288,556663,2871025,2001,338:18:10:07
-80.434032,25.956825,01b05,290,556662,2871025,2001,338:18:10:08
-80.434052,25.956825,01b05,292,556660,2871025,2001,338:18:10:09
-80.434062,25.956825,01b05,294,556659,2871025,2001,338:18:10:10
-80.434082,25.956825,01b05,296,556657,2871025,2001,338:18:10:11
-80.434092,25.956825,01b05,298,556656,2871025,2001,338:18:10:12
-80.434112,25.956825,01b05,300,556654,2871025,2001,338:18:10:13
-80.434122,25.956825,01b05,302,556653,2871025,2001,338:18:10:14
-80.434132,25.956826,01b05,304,556652,2871025,2001,338:18:10:15
-80.434152,25.956826,01b05,306,556650,2871025,2001,338:18:10:16
-80.434162,25.956826,01b05,308,556649,2871025,2001,338:18:10:17
-80.434182,25.956826,01b05,311,556647,2871025,2001,338:18:10:18
-80.434192,25.956826,01b05,313,556646,2871025,2001,338:18:10:19
-80.434222,25.956835,01b05,315,556643,2871026,2001,338:18:10:21
-80.434232,25.956835,01b05,317,556642,2871026,2001,338:18:10:22
-80.434252,25.956835,01b05,321,556640,2871026,2001,338:18:10:24
-80.434282,25.956835,01b05,323,556637,2871026,2001,338:18:10:25
-80.434292,25.956844,01b05,325,556636,2871027,2001,338:18:10:26
-80.434312,25.956844,01b05,327,556634,2871027,2001,338:18:10:27
-80.434322,25.956844,01b05,329,556633,2871027,2001,338:18:10:28
-80.434342,25.956844,01b05,331,556631,2871027,2001,338:18:10:29
-80.434352,25.956844,01b05,333,556630,2871027,2001,338:18:10:30
-80.434372,25.956844,01b05,336,556628,2871027,2001,338:18:10:31
-80.434382,25.956845,01b05,338,556627,2871027,2001,338:18:10:32
-80.434392,25.956854,01b05,340,556626,2871028,2001,338:18:10:33
-80.434412,25.956854,01b05,342,556624,2871028,2001,338:18:10:34
-80.434422,25.956854,01b05,344,556623,2871028,2001,338:18:10:35
-80.434442,25.956854,01b05,346,556621,2871028,2001,338:18:10:36
-80.434452,25.956854,01b05,348,556620,2871028,2001,338:18:10:37
-80.434472,25.956854,01b05,350,556618,2871028,2001,338:18:10:38
-80.434482,25.956854,01b05,352,556617,2871028,2001,338:18:10:39
-80.434492,25.956854,01b05,354,556616,2871028,2001,338:18:10:40
-80.434511,25.956854,01b05,357,556614,2871028,2001,338:18:10:41
-80.434521,25.956854,01b05,359,556613,2871028,2001,338:18:10:43
-80.434541,25.956854,01b05,361,556611,2871028,2001,338:18:10:44
-80.434551,25.956854,01b05,363,556610,2871028,2001,338:18:10:45
-80.434571,25.956845,01b05,365,556608,2871027,2001,338:18:10:46
-80.434581,25.956845,01b05,367,556607,2871027,2001,338:18:10:47
-80.434591,25.956845,01b05,369,556606,2871027,2001,338:18:10:48
-80.434621,25.956845,01b05,371,556603,2871027,2001,338:18:10:49
-80.434641,25.956846,01b05,373,556601,2871027,2001,338:18:10:50
-80.434651,25.956846,01b05,375,556600,2871027,2001,338:18:10:51
-80.434671,25.956846,01b05,377,556598,2871027,2001,338:18:10:52
-80.434681,25.956846,01b05,379,556597,2871027,2001,338:18:10:53
-80.434691,25.956846,01b05,382,556596,2871027,2001,338:18:10:54
-80.434711,25.956846,01b05,384,556594,2871027,2001,338:18:10:55
-80.434721,25.956846,01b05,386,556593,2871027,2001,338:18:10:56
-80.434741,25.956846,01b05,388,556591,2871027,2001,338:18:10:57
-80.434751,25.956846,01b05,390,556590,2871027,2001,338:18:10:58
-80.434761,25.956846,01b05,392,556589,2871027,2001,338:18:10:59
-80.434781,25.956837,01b05,394,556587,2871026,2001,338:18:11:00
-80.434791,25.956837,01b05,396,556586,2871026,2001,338:18:11:01
-80.434811,25.956837,01b05,398,556584,2871026,2001,338:18:11:02
-80.434821,25.956837,01b05,400,556583,2871026,2001,338:18:11:03
-80.434841,25.956837,01b05,403,556581,2871026,2001,338:18:11:04
-80.434851,25.956837,01b05,404,556580,2871026,2001,338:18:11:06
-80.434861,25.956837,01b05,406,556579,2871026,2001,338:18:11:06
-80.434881,25.956837,01b05,409,556577,2871026,2001,338:18:11:07
-80.434891,25.956837,01b05,411,556576,2871026,2001,338:18:11:08
-80.434911,25.956838,01b05,413,556574,2871026,2001,338:18:11:10
-80.434921,25.956847,01b05,415,556573,2871027,2001,338:18:11:11
-80.434951,25.956847,01b05,417,556570,2871027,2001,338:18:11:12
-80.434971,25.956847,01b05,421,556568,2871027,2001,338:18:11:14
-80.434981,25.956847,01b05,423,556567,2871027,2001,338:18:11:15
-80.435001,25.956847,01b05,426,556565,2871027,2001,338:18:11:16
-80.435031,25.956847,01b05,427,556562,2871027,2001,338:18:11:17
-80.435041,25.956847,01b05,429,556561,2871027,2001,338:18:11:18
-80.435051,25.956847,01b05,432,556560,2871027,2001,338:18:11:19
-80.435071,25.956847,01b05,434,556558,2871027,2001,338:18:11:20
-80.435081,25.956847,01b05,436,556557,2871027,2001,338:18:11:21
-80.435101,25.956847,01b05,438,556555,2871027,2001,338:18:11:22
-80.435111,25.956847,01b05,440,556554,2871027,2001,338:18:11:23
-80.435131,25.956847,01b05,442,556552,2871027,2001,338:18:11:24
-80.435141,25.956848,01b05,444,556551,2871027,2001,338:18:11:25
-80.435161,25.956848,01b05,446,556549,2871027,2001,338:18:11:26
-80.435171,25.956848,01b05,448,556548,2871027,2001,338:18:11:27
-80.435191,25.956848,01b05,450,556546,2871027,2001,338:18:11:28
-80.435201,25.956848,01b05,452,556545,2871027,2001,338:18:11:29
-80.435221,25.956848,01b05,454,556543,2871027,2001,338:18:11:30
-80.435231,25.956848,01b05,456,556542,2871027,2001,338:18:11:31
-80.435251,25.956848,01b05,459,556540,2871027,2001,338:18:11:32
-80.435261,25.956848,01b05,461,556539,2871027,2001,338:18:11:33
-80.435281,25.956848,01b05,463,556537,2871027,2001,338:18:11:35
-80.435291,25.956839,01b05,465,556536,2871026,2001,338:18:11:36
-80.435301,25.956839,01b05,467,556535,2871026,2001,338:18:11:37
-80.435321,25.956839,01b05,469,556533,2871026,2001,338:18:11:38
-80.435331,25.956839,01b05,471,556532,2871026,2001,338:18:11:39
-80.435351,25.956839,01b05,473,556530,2871026,2001,338:18:11:40
-80.435381,25.956839,01b05,475,556527,2871026,2001,338:18:11:41
-80.435391,25.956839,01b05,477,556526,2871026,2001,338:18:11:42
-80.435410,25.956840,01b05,479,556524,2871026,2001,338:18:11:43
-80.435420,25.956840,01b05,481,556523,2871026,2001,338:18:11:44
-80.435430,25.956840,01b05,484,556522,2871026,2001,338:18:11:45
-80.435450,25.956840,01b05,486,556520,2871026,2001,338:18:11:46
-80.435460,25.956840,01b05,488,556519,2871026,2001,338:18:11:47
-80.435480,25.956840,01b05,490,556517,2871026,2001,338:18:11:48
-80.435490,25.956840,01b05,492,556516,2871026,2001,338:18:11:49
-80.435510,25.956840,01b05,494,556514,2871026,2001,338:18:11:50
-80.435520,25.956849,01b05,496,556513,2871027,2001,338:18:11:51
-80.435540,25.956849,01b05,498,556511,2871027,2001,338:18:11:52
-80.435550,25.956849,01b05,500,556510,2871027,2001,338:18:11:53
-80.435570,25.956849,01b05,502,556508,2871027,2001,338:18:11:54
-80.435580,25.956849,01b05,504,556507,2871027,2001,338:18:11:55
-80.435590,25.956849,01b05,506,556506,2871027,2001,338:18:11:56
-80.435610,25.956849,01b05,508,556504,2871027,2001,338:18:11:57
-80.435620,25.956849,01b05,511,556503,2871027,2001,338:18:11:58
-80.435640,25.956849,01b05,513,556501,2871027,2001,338:18:12:00
-80.435650,25.956849,01b05,515,556500,2871027,2001,338:18:12:01
-80.435670,25.956850,01b05,517,556498,2871027,2001,338:18:12:02
-80.435700,25.956850,01b05,519,556495,2871027,2001,338:18:12:03
-80.435710,25.956850,01b05,523,556494,2871027,2001,338:18:12:05
-80.435730,25.956850,01b05,525,556492,2871027,2001,338:18:12:06
-80.435760,25.956850,01b05,527,556489,2871027,2001,338:18:12:07
-80.435770,25.956850,01b05,529,556488,2871027,2001,338:18:12:08
-80.435790,25.956850,01b05,531,556486,2871027,2001,338:18:12:09
-80.435800,25.956850,01b05,533,556485,2871027,2001,338:18:12:10
-80.435820,25.956850,01b05,535,556483,2871027,2001,338:18:12:11
-80.435830,25.956841,01b05,538,556482,2871026,2001,338:18:12:12
-80.435850,25.956841,01b05,540,556480,2871026,2001,338:18:12:13
-80.435860,25.956841,01b05,542,556479,2871026,2001,338:18:12:14
-80.435880,25.956841,01b05,544,556477,2871026,2001,338:18:12:15
-80.435890,25.956841,01b05,546,556476,2871026,2001,338:18:12:16
-80.435910,25.956841,01b05,548,556474,2871026,2001,338:18:12:17
-80.435920,25.956842,01b05,550,556473,2871026,2001,338:18:12:18
-80.435930,25.956842,01b05,552,556472,2871026,2001,338:18:12:19
-80.435950,25.956842,01b05,554,556470,2871026,2001,338:18:12:20
-80.435960,25.956833,01b05,556,556469,2871025,2001,338:18:12:21
-80.435980,25.956833,01b05,558,556467,2871025,2001,338:18:12:22
-80.435990,25.956833,01b05,561,556466,2871025,2001,338:18:12:23
-80.436010,25.956833,01b05,563,556464,2871025,2001,338:18:12:25
-80.436020,25.956833,01b05,565,556463,2871025,2001,338:18:12:26
-80.436040,25.956833,01b05,567,556461,2871025,2001,338:18:12:26
-80.436050,25.956833,01b05,569,556460,2871025,2001,338:18:12:28
-80.436070,25.956833,01b05,571,556458,2871025,2001,338:18:12:29
-80.436080,25.956833,01b05,573,556457,2871025,2001,338:18:12:30
-80.436110,25.956824,01b05,575,556454,2871024,2001,338:18:12:31
-80.436130,25.956824,01b05,577,556452,2871024,2001,338:18:12:32
-80.436140,25.956824,01b05,579,556451,2871024,2001,338:18:12:33
-80.436160,25.956824,01b05,582,556449,2871024,2001,338:18:12:34
-80.436170,25.956824,01b05,584,556448,2871024,2001,338:18:12:35
-80.436190,25.956824,01b05,586,556446,2871024,2001,338:18:12:36
-80.436200,25.956825,01b05,588,556445,2871024,2001,338:18:12:37
-80.436220,25.956825,01b05,590,556443,2871024,2001,338:18:12:38
-80.436230,25.956825,01b05,592,556442,2871024,2001,338:18:12:39
-80.436250,25.956816,01b05,594,556440,2871023,2001,338:18:12:40
-80.436270,25.956816,01b05,596,556438,2871023,2001,338:18:12:41
-80.436280,25.956816,01b05,598,556437,2871023,2001,338:18:12:42
-80.436300,25.956816,01b05,600,556435,2871023,2001,338:18:12:43
-80.436310,25.956816,01b05,603,556434,2871023,2001,338:18:12:44
-80.436330,25.956807,01b05,604,556432,2871022,2001,338:18:12:45
-80.436350,25.956807,01b05,606,556430,2871022,2001,338:18:12:46
-80.436360,25.956807,01b05,608,556429,2871022,2001,338:18:12:47
-80.436380,25.956807,01b05,610,556427,2871022,2001,338:18:12:48
-80.436390,25.956807,01b05,613,556426,2871022,2001,338:18:12:49
-80.436399,25.956807,01b05,615,556425,2871022,2001,338:18:12:50
-80.436419,25.956807,01b05,617,556423,2871022,2001,338:18:12:52
-80.436429,25.956807,01b05,619,556422,2871022,2001,338:18:12:53
-80.436449,25.956807,01b05,621,556420,2871022,2001,338:18:12:54
-80.436459,25.956807,01b05,623,556419,2871022,2001,338:18:12:55
-80.436469,25.956808,01b05,625,556418,2871022,2001,338:18:12:56
-80.436489,25.956817,01b05,627,556416,2871023,2001,338:18:12:57
-80.436499,25.956817,01b05,629,556415,2871023,2001,338:18:12:58
-80.436529,25.956817,01b05,631,556412,2871023,2001,338:18:12:59
-80.436539,25.956817,01b05,633,556411,2871023,2001,338:18:13:00
-80.436549,25.956826,01b05,635,556410,2871024,2001,338:18:13:01
-80.436569,25.956826,01b05,638,556408,2871024,2001,338:18:13:02
-80.436579,25.956826,01b05,640,556407,2871024,2001,338:18:13:03
-80.436589,25.956826,01b05,642,556406,2871024,2001,338:18:13:04
-80.436609,25.956835,01b05,644,556404,2871025,2001,338:18:13:05
-80.436619,25.956835,01b05,646,556403,2871025,2001,338:18:13:06
-80.436629,25.956835,01b05,648,556402,2871025,2001,338:18:13:07
-80.436639,25.956835,01b05,650,556401,2871025,2001,338:18:13:08
-80.436659,25.956835,01b05,652,556399,2871025,2001,338:18:13:09
-80.436669,25.956844,01b05,654,556398,2871026,2001,338:18:13:10
-80.436679,25.956844,01b05,656,556397,2871026,2001,338:18:13:11
-80.436689,25.956845,01b05,658,556396,2871026,2001,338:18:13:12
-80.436709,25.956845,01b05,661,556394,2871026,2001,338:18:13:13
-80.436719,25.956845,01b05,663,556393,2871026,2001,338:18:13:15
-80.436729,25.956845,01b05,665,556392,2871026,2001,338:18:13:16
-80.436739,25.956845,01b05,667,556391,2871026,2001,338:18:13:16
-80.436759,25.956845,01b05,669,556389,2871026,2001,338:18:13:18
-80.436769,25.956845,01b05,671,556388,2871026,2001,338:18:13:19
-80.436779,25.956854,01b05,673,556387,2871027,2001,338:18:13:20
-80.436799,25.956854,01b05,675,556385,2871027,2001,338:18:13:21
-80.436819,25.956854,01b05,677,556383,2871027,2001,338:18:13:22
-80.436829,25.956854,01b05,679,556382,2871027,2001,338:18:13:23
-80.436839,25.956854,01b05,681,556381,2871027,2001,338:18:13:24
-80.436849,25.956854,01b05,683,556380,2871027,2001,338:18:13:25
-80.436859,25.956854,01b05,685,556379,2871027,2001,338:18:13:26
-80.436879,25.956854,01b05,687,556377,2871027,2001,338:18:13:27
-80.436889,25.956854,01b05,689,556376,2871027,2001,338:18:13:28
-80.436899,25.956845,01b05,692,556375,2871026,2001,338:18:13:29
-80.436909,25.956845,01b05,694,556374,2871026,2001,338:18:13:30
-80.436919,25.956845,01b05,696,556373,2871026,2001,338:18:13:31
-80.436939,25.956845,01b05,698,556371,2871026,2001,338:18:13:32
-80.436949,25.956846,01b05,700,556370,2871026,2001,338:18:13:33
-80.436959,25.956846,01b05,702,556369,2871026,2001,338:18:13:34
-80.436969,25.956846,01b05,704,556368,2871026,2001,338:18:13:35
-80.436979,25.956846,01b05,706,556367,2871026,2001,338:18:13:36
-80.436989,25.956846,01b05,708,556366,2871026,2001,338:18:13:37
-80.437009,25.956846,01b05,710,556364,2871026,2001,338:18:13:38
-80.437019,25.956846,01b05,712,556363,2871026,2001,338:18:13:39
-80.437029,25.956846,01b05,715,556362,2871026,2001,338:18:13:40
-80.437039,25.956846,01b05,717,556361,2871026,2001,338:18:13:42
-80.437069,25.956837,01b05,719,556358,2871025,2001,338:18:13:43
-80.437079,25.956837,01b05,723,556357,2871025,2001,338:18:13:45
-80.437089,25.956837,01b05,725,556356,2871025,2001,338:18:13:46
-80.437099,25.956837,01b05,727,556355,2871025,2001,338:18:13:47
-80.437119,25.956837,01b05,729,556353,2871025,2001,338:18:13:48
-80.437138,25.956837,01b05,731,556351,2871025,2001,338:18:13:49
-80.437148,25.956837,01b05,733,556350,2871025,2001,338:18:13:50
-80.437158,25.956837,01b05,735,556349,2871025,2001,338:18:13:51
-80.437168,25.956837,01b05,738,556348,2871025,2001,338:18:13:52
-80.437178,25.956837,01b05,740,556347,2871025,2001,338:18:13:53
-80.437198,25.956837,01b05,741,556345,2871025,2001,338:18:13:54
-80.437208,25.956837,01b05,743,556344,2871025,2001,338:18:13:55
-80.437218,25.956829,01b05,746,556343,2871024,2001,338:18:13:56
-80.437228,25.956829,01b05,748,556342,2871024,2001,338:18:13:57
-80.437238,25.956829,01b05,750,556341,2871024,2001,338:18:13:58
-80.437258,25.956829,01b05,752,556339,2871024,2001,338:18:13:59
-80.437268,25.956829,01b05,754,556338,2871024,2001,338:18:14:00
-80.437278,25.956829,01b05,756,556337,2871024,2001,338:18:14:01
-80.437288,25.956829,01b05,758,556336,2871024,2001,338:18:14:02
-80.437298,25.956829,01b05,760,556335,2871024,2001,338:18:14:03
-80.437308,25.956829,01b05,762,556334,2871024,2001,338:18:14:04
-80.437318,25.956829,01b05,764,556333,2871024,2001,338:18:14:05
-80.437338,25.956829,01b05,766,556331,2871024,2001,338:18:14:06
-80.437348,25.956829,01b05,768,556330,2871024,2001,338:18:14:07
-80.437358,25.956829,01b05,771,556329,2871024,2001,338:18:14:08
-80.437368,25.956829,01b05,773,556328,2871024,2001,338:18:14:10
-80.437378,25.956838,01b05,775,556327,2871025,2001,338:18:14:11
-80.437398,25.956838,01b05,777,556325,2871025,2001,338:18:14:12
-80.437418,25.956838,01b05,779,556323,2871025,2001,338:18:14:13
-80.437428,25.956838,01b05,781,556322,2871025,2001,338:18:14:14
-80.437438,25.956847,01b05,783,556321,2871026,2001,338:18:14:15
-80.437448,25.956847,01b05,785,556320,2871026,2001,338:18:14:16
-80.437458,25.956847,01b05,787,556319,2871026,2001,338:18:14:17
-80.437468,25.956848,01b05,789,556318,2871026,2001,338:18:14:18
-80.437488,25.956848,01b05,791,556316,2871026,2001,338:18:14:19
