-----------------------------------------------
3D SITE DISPLACEMENT DUE TO ATMOSPHERIC LOADING
-----------------------------------------------
METEOROLOGICAL CENTER & DEGREE 1 :     NCEP_CME
CMEA : CENTER OF MASS OF THE EARTH + ATMOSPHERE
CME  : CENTER OF MASS OF THE SOLID EARTH  ALONE
SITE COORDINATES ACCORDING TO ITRF2000 SOLUTION
-----------------------------------------------
CREATOR EMAIL : PASCAL.GEGOUT@EOST.U-STRASBG.FR
-----------------------------------------------
VIC1        49718.000    1995     1     1     0
VIC1        52274.750    2001    12    31    18
VIC1       -86596.184 -5393806.190  3391546.690
51240.75    -0.246603    -0.388321    -0.216028
51241.00    -0.222999    -0.097946     0.060624
51241.25    -0.174423     0.062967    -0.543051
51241.50    -0.172902     0.216069    -0.566203
51241.75    -0.139793     0.352046    -0.801288
51242.00    -0.132704     0.506419     0.576908
51242.25     0.048571     0.513375     0.596019
51242.50     0.194330     0.595062     0.415730
51242.75     0.300596     0.499278     0.237378
51243.00     0.358812     0.406090     0.872526
51243.25     0.498809     0.089647     0.278634
51243.50     0.727938    -0.064124    -0.710671
51243.75     0.999512    -0.161822    -2.439256
51244.00     1.112901    -0.036040    -2.730848
51244.25     1.213557     0.020811    -4.175805
51244.50     1.164877     0.163713    -4.894880
51244.75     1.048976     0.320321    -5.166549
51245.00     0.872514     0.588393    -3.437277
51245.25     0.779055     0.738229    -2.345266
51245.50     0.690512     0.925859    -1.171835
51245.75     0.458377     0.975382    -0.344563
51246.00     0.233327     0.810513     1.523683
51246.25     0.098038     0.353193     1.739010
51246.50     0.108111     0.096980     1.213694
51246.75     0.245478    -0.025956     0.245743
51247.00     0.324798     0.091378     0.977461
51247.25     0.424224     0.052663     0.565836
51247.50     0.504740     0.071004    -0.231634
51247.75     0.564017     0.118306    -0.224778
51248.00     0.601398     0.184091     0.799396
51248.25     0.726579     0.132567     0.166979
51248.50     0.760435     0.167635    -0.273914
51248.75     0.788038     0.130087    -0.667589
51249.00     0.753762     0.236924     0.267615
51249.25     0.803766     0.248908    -0.185133
51249.50     0.813650     0.371977     0.160616
51249.75     0.807164     0.420784     0.272053
51250.00     0.783935     0.508144     1.519213
51250.25     0.749244     0.435095     2.219582
51250.50     0.705878     0.404025     3.178233
51250.75     0.576730     0.204889     3.682834
51251.00     0.409917     0.008080     4.861717
51251.25     0.074784    -0.234084     4.612148
51251.50    -0.108129    -0.283555     4.319826
51251.75    -0.137438    -0.462744     3.024892
51252.00    -0.173098    -0.392335     2.552233
51252.25    -0.251040    -0.397141     1.005312
51252.50    -0.312819    -0.303788     0.610301
51252.75    -0.358096    -0.176002    -0.276701
51253.00    -0.465655     0.054888     0.333494
51253.25    -0.572122     0.144071     0.424516
51253.50    -0.630375     0.194750     0.512547
51253.75    -0.702443     0.201547     0.368164
51254.00    -0.698747     0.271264     1.975879
51254.25    -0.611272     0.189237     1.849245
51254.50    -0.435238     0.180174     1.613745
51254.75    -0.271188     0.043563     0.613589
51255.00    -0.112458    -0.031302     1.166778
51255.25     0.124324    -0.129380     0.011868
51255.50     0.322971    -0.171058    -0.793017
51255.75     0.487406    -0.250247    -2.558614
51256.00     0.518218    -0.143601    -1.425584
51256.25     0.586934    -0.170805    -2.414408
51256.50     0.615896    -0.122345    -2.959013
51256.75     0.641822    -0.161883    -3.498329
51257.00     0.566823    -0.099006    -2.296601
51257.25     0.497281    -0.163802    -2.362346
51257.50     0.399761    -0.168335    -1.954860
51257.75     0.323545    -0.261344    -1.770242
51258.00     0.288898    -0.279313    -0.691333
51258.25     0.177767    -0.403099    -1.097806
51258.50     0.080253    -0.378867    -0.876064
51258.75     0.112994    -0.336355    -1.340086
51259.00     0.086095    -0.139145    -0.461787
51259.25     0.104755    -0.052979    -0.751436
51259.50     0.074646     0.065632    -0.983165
51259.75     0.039399     0.139107    -0.826752
51260.00    -0.097759     0.239313     0.472784
51260.25    -0.069455     0.216804     0.298396
51260.50    -0.091931     0.205765     0.185984
51260.75    -0.118509     0.151238    -0.021832
51261.00    -0.052918     0.141773     0.646112
51261.25    -0.013144     0.042000     0.461198
51261.50     0.074877     0.007293    -0.102217
51261.75     0.174640    -0.072726    -0.873753
51262.00     0.187184     0.012420    -0.168870
51262.25     0.252713    -0.071647    -0.487473
51262.50     0.227232    -0.110213    -0.450179
51262.75     0.228575    -0.142953    -1.682642
51263.00     0.056102     0.010048    -1.136987
51263.25    -0.022684    -0.017402    -1.668604
51263.50    -0.093595     0.047909    -1.996327
51263.75    -0.201586     0.132365    -1.999565
51264.00    -0.306215     0.328999    -0.579830
51264.25    -0.268826     0.335836    -1.222654
51264.50    -0.269980     0.432943    -1.406663
51264.75    -0.254464     0.458192    -1.002678
51265.00    -0.276907     0.470490     0.315414
51265.25    -0.190124     0.371771    -0.325145
51265.50    -0.144154     0.356557    -0.187019
51265.75    -0.029661     0.231581    -0.730281
51266.00    -0.018989     0.110655    -0.425144
51266.25     0.086906    -0.019480    -1.361335
51266.50     0.089816    -0.085504    -1.525758
51266.75     0.130309    -0.112002    -2.412870
51267.00     0.036520     0.003769    -1.809477
51267.25     0.068240     0.016400    -1.938017
51267.50     0.086215     0.149913    -1.702383
51267.75     0.036201     0.237026    -1.542179
51268.00    -0.062239     0.339942     0.113156
51268.25    -0.182599     0.371341     1.279396
51268.50    -0.272597     0.414461     2.156451
51268.75    -0.393615     0.435377     2.331331
51269.00    -0.442293     0.521486     3.615425
51269.25    -0.341186     0.472473     3.289576
51269.50    -0.203339     0.450652     2.666827
51269.75    -0.084304     0.446698     1.982263
51270.00    -0.073842     0.458385     2.738246
51270.25     0.048937     0.436467     2.243104
51270.50     0.120333     0.470704     1.952187
51270.75     0.087782     0.478553     1.582719
51271.00     0.015719     0.540337     2.884122
51271.25    -0.045740     0.542514     3.041282
51271.50    -0.044934     0.570892     3.285641
51271.75    -0.101375     0.574208     3.403209
51272.00    -0.119200     0.545694     4.034612
51272.25    -0.026466     0.445031     2.813180
51272.50     0.024976     0.364900     1.629069
51272.75     0.103601     0.390126     1.504186
51273.00     0.142572     0.517341     2.355073
51273.25     0.139116     0.534268     2.250787
51273.50     0.092300     0.574127     2.052232
51273.75    -0.118334     0.480994     1.889672
51274.00    -0.243161     0.368906     2.194651
51274.25    -0.192847     0.153326     0.905127
51274.50    -0.174318     0.086122    -0.292778
51274.75    -0.193285     0.022913    -1.302282
51275.00    -0.305368     0.131892    -0.323961
51275.25    -0.343818     0.117350    -0.813960
51275.50    -0.364658     0.154877    -1.039904
51275.75    -0.487377     0.118397    -1.117406
51276.00    -0.592202     0.191066     0.366289
51276.25    -0.640878     0.140360     0.942405
51276.50    -0.607345     0.207424     1.403376
51276.75    -0.718126     0.242899     1.981782
51277.00    -0.854749     0.277750     3.948835
51277.25    -0.820442     0.083018     4.555461
51277.50    -0.736082     0.058266     4.604802
51277.75    -0.622762     0.002595     4.439133
51278.00    -0.436479     0.180360     5.007584
51278.25    -0.288523     0.259983     4.613986
51278.50    -0.284281     0.337642     4.025522
51278.75    -0.274496     0.245209     3.233111
51279.00    -0.240260     0.217993     3.382468
51279.25    -0.146585    -0.005447     2.061999
51279.50    -0.060072    -0.140956     0.801812
51279.75     0.102090    -0.288616    -0.746713
51280.00     0.202960    -0.236700    -0.722882
51280.25     0.287652    -0.265541    -2.271006
51280.50     0.354938    -0.245322    -3.119674
51280.75     0.334720    -0.201315    -3.592258
51281.00     0.241604    -0.045713    -2.136080
51281.25     0.246020     0.022962    -2.214893
51281.50     0.264994     0.071271    -1.905081
51281.75     0.182409     0.096171    -1.081044
51282.00     0.147214     0.220698     1.307660
51282.25     0.189627     0.208289     1.798941
51282.50     0.190997     0.318586     2.779289
51282.75     0.166911     0.349052     3.814519
51283.00     0.056116     0.240184     6.126285
51283.25    -0.114719    -0.130115     6.005207
51283.50    -0.201220    -0.496638     5.381480
51283.75    -0.098504    -0.763796     3.347166
51284.00    -0.051425    -0.654154     2.446689
51284.25    -0.155017    -0.668126     0.994184
51284.50    -0.279518    -0.658043     0.810374
51284.75    -0.223730    -0.604249     0.462595
51285.00    -0.175113    -0.517265     0.961972
51285.25    -0.167801    -0.554575    -0.335708
51285.50    -0.234576    -0.541905    -0.403979
51285.75    -0.126317    -0.594307    -1.189962
51286.00    -0.025794    -0.499030    -1.256904
51286.25     0.020218    -0.465106    -2.477480
51286.50     0.017125    -0.401534    -2.744161
51286.75     0.008731    -0.362340    -2.827113
51287.00     0.048182    -0.180915    -1.640388
51287.25    -0.031775    -0.132879    -1.801750
51287.50    -0.111573    -0.112171    -1.565491
51287.75    -0.207109    -0.130669    -0.867440
51288.00    -0.248171    -0.074937     0.735648
51288.25    -0.276487    -0.090580     0.579488
51288.50    -0.250931     0.034239     0.516664
51288.75    -0.287380     0.128455     0.822179
51289.00    -0.397884     0.305275     2.354962
51289.25    -0.416853     0.323391     2.454705
51289.50    -0.348093     0.399715     2.661108
51289.75    -0.352752     0.494750     3.094043
51290.00    -0.328554     0.566777     4.530763
51290.25    -0.145742     0.530782     4.347668
51290.50     0.000098     0.571900     4.046812
51290.75     0.118427     0.524660     3.298866
51291.00     0.210934     0.464891     3.618523
51291.25     0.353061     0.284721     2.322894
51291.50     0.492032     0.211531     1.093736
51291.75     0.572582     0.078136     0.306699
51292.00     0.652346     0.121298     0.325423
51292.25     0.682192     0.030162    -0.496696
51292.50     0.723252     0.052129    -1.100231
51292.75     0.648787     0.006482    -1.194428
51293.00     0.538198     0.090503    -0.083181
51293.25     0.427107     0.132130     0.152266
51293.50     0.332610     0.233419     0.778030
51293.75     0.125034     0.324845     1.450435
51294.00    -0.040837     0.353590     2.836469
51294.25    -0.083763     0.283759     2.895777
51294.50    -0.100913     0.349925     3.618130
51294.75    -0.137761     0.365477     4.041108
51295.00    -0.087804     0.327661     4.824358
51295.25    -0.002491     0.245156     4.276911
51295.50     0.105484     0.223891     3.826839
51295.75     0.224104     0.114265     2.956010
51296.00     0.384885     0.211644     3.322062
51296.25     0.541420     0.124243     2.471002
51296.50     0.667933     0.139355     1.926607
51296.75     0.805616     0.162584     1.528184
51297.00     0.899112     0.277242     2.420658
51297.25     1.011597     0.180784     1.858174
51297.50     1.126084     0.106742     0.924492
51297.75     1.183138     0.019413     0.110160
51298.00     1.141716     0.119560     0.262739
51298.25     1.132373     0.029706    -0.906561
51298.50     1.071797     0.042724    -1.211258
51298.75     0.952804     0.050453    -1.958051
51299.00     0.726100     0.179009    -0.684170
51299.25     0.614091     0.095565    -1.060338
51299.50     0.478668     0.113695    -1.047200
51299.75     0.309304     0.161922    -0.911941
51300.00     0.036955     0.304917     1.240245
51300.25    -0.062974     0.330619     0.983184
51300.50    -0.173743     0.409010     1.208075
51300.75    -0.308759     0.410124     1.038081
51301.00    -0.462729     0.511990     2.551821
51301.25    -0.511803     0.477942     2.277679
51301.50    -0.510929     0.635518     2.166110
51301.75    -0.656448     0.684916     2.774702
51302.00    -0.725350     0.775014     4.550001
51302.25    -0.701962     0.828181     4.718278
51302.50    -0.653701     0.889041     5.160186
51302.75    -0.711165     0.953391     6.308656
51303.00    -0.741310     0.919415     8.010058
51303.25    -0.674545     0.674226     7.192674
51303.50    -0.581352     0.540313     6.845343
51303.75    -0.423828     0.440629     6.393124
51304.00    -0.400354     0.364298     7.081625
51304.25    -0.423257     0.035904     5.406391
51304.50    -0.412418    -0.032332     4.436393
51304.75    -0.306237    -0.026987     3.376243
51305.00    -0.283592     0.079802     3.890606
51305.25    -0.320887     0.003635     3.245362
51305.50    -0.315035     0.014187     2.885964
51305.75    -0.321869     0.036916     2.454141
51306.00    -0.264827     0.118251     3.411266
51306.25    -0.184676     0.036889     2.327753
51306.50    -0.115833     0.010305     1.594953
51306.75    -0.008846     0.034645     0.913290
51307.00     0.026477     0.131421     1.804667
51307.25     0.083031     0.077305     1.311422
51307.50     0.168771     0.104427     0.768309
51307.75     0.164278     0.162609     0.610222
51308.00     0.144649     0.282415     1.937239
51308.25     0.197110     0.296444     1.974607
51308.50     0.213054     0.330430     2.028210
51308.75     0.199866     0.365118     2.293913
51309.00     0.158282     0.361534     2.712515
51309.25     0.230027     0.381369     2.530451
51309.50     0.273525     0.367712     2.189875
51309.75     0.311733     0.302958     1.279567
51310.00     0.272052     0.285938     2.076505
51310.25     0.249941     0.201557     1.791132
51310.50     0.185077     0.153276     2.142524
51310.75     0.118238     0.044071     1.952042
51311.00     0.073806     0.097115     2.919222
51311.25     0.100329    -0.012111     2.475536
51311.50     0.110096    -0.006139     2.580649
51311.75     0.118887     0.015601     2.532016
51312.00     0.144574     0.152321     3.451646
51312.25     0.250723     0.183414     2.863173
51312.50     0.290799     0.220458     2.308265
51312.75     0.321734     0.303428     1.662920
51313.00     0.275987     0.425978     2.500802
51313.25     0.248166     0.432727     1.912233
51313.50     0.262644     0.479096     1.504385
51313.75     0.182048     0.435594     1.131999
51314.00     0.114993     0.494560     1.889587
51314.25     0.098623     0.407451     1.390948
51314.50     0.166618     0.447472     0.921060
51314.75     0.130779     0.378452     0.458519
51315.00     0.086783     0.392401     1.695784
51315.25     0.129613     0.260157     1.049971
51315.50     0.187858     0.230051     0.739432
51315.75     0.217703     0.123030     0.061787
51316.00     0.244108     0.096379     1.377265
51316.25     0.309254    -0.124797     0.067775
51316.50     0.385822    -0.166836    -0.000793
51316.75     0.439336    -0.229311    -0.526634
51317.00     0.432420    -0.140909     0.014199
51317.25     0.467584    -0.113280    -0.152064
51317.50     0.477662    -0.097729    -0.511911
51317.75     0.419808    -0.014657    -0.663594
51318.00     0.335908     0.102901     0.667583
51318.25     0.352972     0.099283     0.265960
51318.50     0.361092     0.137450    -0.138636
51318.75     0.342263     0.183332    -0.078175
51319.00     0.218825     0.226959     1.318130
51319.25     0.252195     0.155673     0.471602
51319.50     0.217399     0.122185     0.161096
51319.75     0.194262     0.072418    -0.114067
51320.00     0.159840     0.072162     0.853144
51320.25     0.173462    -0.040614     0.333460
51320.50     0.211948    -0.080320    -0.185837
51320.75     0.221293    -0.112740    -0.351872
51321.00     0.176849    -0.013423     0.796225
51321.25     0.153265    -0.125181     0.747222
51321.50     0.114559    -0.226921     0.733900
51321.75     0.045170    -0.327460     0.602262
51322.00     0.031313    -0.322725     1.704111
51322.25     0.019059    -0.479810     1.393328
51322.50    -0.032999    -0.477145     1.268140
51322.75    -0.112421    -0.388747     1.364157
51323.00    -0.184535    -0.217480     2.136145
51323.25    -0.257310    -0.188784     1.906573
51323.50    -0.277464    -0.144088     1.353451
51323.75    -0.277221    -0.109272     1.225887
51324.00    -0.272423    -0.032070     1.960744
51324.25    -0.285486    -0.111674     1.441695
51324.50    -0.224203    -0.161210     1.132285
51324.75    -0.205910    -0.210791     0.646166
51325.00    -0.127345    -0.165100     1.421102
51325.25    -0.059073    -0.261142     0.319539
51325.50     0.044342    -0.224268    -0.126493
51325.75     0.016436    -0.193202    -0.432389
51326.00    -0.055928    -0.097726     0.643485
51326.25    -0.051419    -0.123000    -0.002784
51326.50    -0.002395    -0.076302    -0.392747
51326.75     0.014036    -0.054775    -0.428953
51327.00    -0.090805     0.033309     0.726949
51327.25    -0.005410     0.028253     0.318044
51327.50     0.069107     0.054928    -0.021832
51327.75     0.062682     0.095771    -0.361470
51328.00     0.021121     0.152259     0.557534
51328.25     0.093394     0.109341    -0.335920
51328.50     0.140201     0.127103    -0.676832
51328.75     0.067583     0.146180    -0.782384
51329.00    -0.075356     0.204031     0.743989
51329.25    -0.136956     0.167877     0.602781
51329.50    -0.189581     0.211693     1.153477
51329.75    -0.312025     0.209723     1.262941
51330.00    -0.375531     0.242583     2.529991
51330.25    -0.407956     0.269338     2.727413
51330.50    -0.377450     0.316460     2.654375
51330.75    -0.355364     0.274390     2.370658
51331.00    -0.329412     0.344475     3.050164
51331.25    -0.239203     0.193285     2.064490
51331.50    -0.159030     0.185753     1.105188
51331.75    -0.130945     0.170755     0.571557
51332.00    -0.164335     0.185684     1.203662
51332.25    -0.153766     0.136967     0.551117
51332.50    -0.098331     0.132291     0.140647
51332.75    -0.143513     0.152934     0.171468
51333.00    -0.208164     0.237493     1.137441
51333.25    -0.240232     0.225275     0.727040
51333.50    -0.201196     0.256841     0.627587
51333.75    -0.336653     0.335718     0.875410
51334.00    -0.465659     0.379614     2.221629
51334.25    -0.448651     0.374961     1.597667
51334.50    -0.449245     0.357387     1.302814
51334.75    -0.438535     0.342035     0.882232
51335.00    -0.449448     0.350639     1.334058
51335.25    -0.397790     0.233427     0.469481
51335.50    -0.318734     0.173968     0.031064
51335.75    -0.308324     0.145927    -0.328423
51336.00    -0.291685     0.187166     0.439656
51336.25    -0.208378     0.068062    -0.486013
51336.50    -0.114218     0.017813    -0.816397
51336.75    -0.134174     0.030997    -0.776996
51337.00    -0.180706     0.077444     0.482547
51337.25    -0.175381    -0.016098     0.297994
51337.50    -0.149745     0.025554     0.338091
51337.75    -0.232302     0.070783     0.903049
51338.00    -0.292195     0.149979     1.919603
51338.25    -0.224788     0.104566     1.530995
51338.50    -0.176973     0.128294     1.127972
51338.75    -0.178245     0.131133     0.931668
51339.00    -0.210992     0.167090     1.957069
51339.25    -0.178615     0.101765     1.321636
51339.50    -0.098759     0.077302     0.819527
51339.75    -0.117913     0.057162     0.573526
51340.00    -0.113786     0.115871     1.265960
51340.25    -0.017849     0.063929     0.526097
51340.50     0.050245     0.051258     0.152670
51340.75     0.091118     0.045586    -0.000774
51341.00     0.116647     0.088032     0.667568
51341.25     0.180540    -0.005260     0.095534
51341.50     0.247049    -0.018040    -0.181478
51341.75     0.273842    -0.087148    -0.481147
51342.00     0.270094    -0.052613     0.506327
51342.25     0.252382    -0.130887     0.162303
51342.50     0.261958    -0.137644     0.072820
51342.75     0.253422    -0.191334    -0.026782
51343.00     0.172610    -0.163067     0.888196
51343.25     0.156844    -0.271698     0.197601
51343.50     0.165805    -0.326074     0.192344
51343.75     0.152879    -0.344797     0.019435
51344.00     0.135621    -0.266781     0.657459
51344.25     0.159936    -0.322634    -0.066343
51344.50     0.133621    -0.265803     0.284118
51344.75     0.080107    -0.201994     0.224412
51345.00     0.024037    -0.121544     0.862556
51345.25     0.003058    -0.174766     0.588601
51345.50     0.011857    -0.155592     0.728511
51345.75    -0.018293    -0.181833     0.509022
51346.00    -0.090435    -0.128677     1.033179
51346.25    -0.024497    -0.244629    -0.159973
51346.50     0.061625    -0.250356    -0.925992
51346.75     0.059122    -0.210888    -1.518798
51347.00    -0.000695    -0.071457    -0.815525
51347.25     0.089891    -0.074182    -1.784144
51347.50     0.176302    -0.041147    -2.170076
51347.75     0.094098     0.012577    -1.872914
51348.00    -0.006657     0.119542    -0.892629
51348.25     0.031949     0.110320    -1.250152
51348.50     0.045119     0.167161    -1.282809
51348.75     0.033590     0.193784    -1.265655
51349.00    -0.038431     0.277417    -0.358529
51349.25    -0.022233     0.223449    -1.018674
51349.50     0.023664     0.251714    -1.126238
51349.75    -0.019030     0.251330    -1.567603
51350.00    -0.138164     0.273037    -0.513336
51350.25    -0.123598     0.257463    -1.242509
51350.50    -0.109651     0.300459    -1.240158
51350.75    -0.193496     0.301605    -1.033781
51351.00    -0.320585     0.341247     0.202477
51351.25    -0.353378     0.324379    -0.096183
51351.50    -0.356796     0.331557    -0.131577
51351.75    -0.464000     0.315774     0.037109
51352.00    -0.579057     0.324425     1.401216
51352.25    -0.634070     0.283694     1.257772
51352.50    -0.645807     0.268023     1.459742
51352.75    -0.707236     0.254637     1.617590
51353.00    -0.752501     0.252078     2.436623
51353.25    -0.694656     0.153451     1.865034
51353.50    -0.682175     0.131738     1.769841
51353.75    -0.665489     0.114844     1.554020
51354.00    -0.651250     0.118736     2.416385
51354.25    -0.628854     0.074486     2.076464
51354.50    -0.594368     0.163138     2.155575
51354.75    -0.641257     0.192817     1.976680
51355.00    -0.659016     0.258590     2.741208
51355.25    -0.655978     0.267623     2.500144
51355.50    -0.615801     0.300421     2.709063
51355.75    -0.654842     0.260228     2.444772
51356.00    -0.688374     0.284283     3.045907
51356.25    -0.689967     0.241656     2.530476
51356.50    -0.656300     0.203081     2.260921
51356.75    -0.632532     0.160684     1.528717
51357.00    -0.691745     0.169654     2.713659
51357.25    -0.676639     0.079885     2.260124
51357.50    -0.686999     0.036703     2.331740
51357.75    -0.738002    -0.046753     2.131732
51358.00    -0.779365    -0.054057     3.216602
51358.25    -0.758009    -0.160771     2.807465
51358.50    -0.712282    -0.192167     2.627064
51358.75    -0.693568    -0.127207     2.614758
51359.00    -0.686168     0.038697     3.626920
51359.25    -0.683932     0.074910     3.166139
51359.50    -0.637101     0.139083     3.087956
51359.75    -0.611353     0.209618     2.569594
51360.00    -0.634935     0.365707     3.549495
51360.25    -0.563879     0.314526     2.586334
51360.50    -0.515790     0.353318     2.253889
51360.75    -0.535253     0.326818     1.660511
51361.00    -0.600499     0.383804     2.689720
51361.25    -0.513363     0.286985     1.646380
51361.50    -0.473266     0.300175     1.251965
51361.75    -0.436775     0.345990     0.668668
51362.00    -0.385838     0.431598     1.147300
51362.25    -0.299646     0.325983     0.591156
51362.50    -0.191524     0.350900     0.063743
51362.75    -0.144642     0.318917    -0.381489
51363.00    -0.116058     0.347053     0.260494
51363.25     0.009289     0.225879    -0.371274
51363.50     0.128434     0.209389    -0.671353
51363.75     0.130920     0.137180    -1.108215
51364.00     0.100200     0.126410    -0.306689
51364.25     0.177403     0.004377    -0.873478
51364.50     0.236686    -0.045803    -0.795321
51364.75     0.251996    -0.123388    -1.137659
51365.00     0.189035    -0.083557    -0.090048
51365.25     0.212760    -0.214056    -0.256140
51365.50     0.228123    -0.275914    -0.596794
51365.75     0.142052    -0.303264    -0.368598
51366.00     0.087641    -0.248852     0.792158
51366.25     0.083654    -0.278197     0.429729
51366.50     0.091502    -0.271817     0.496726
51366.75     0.056819    -0.251991     0.464043
51367.00    -0.030607    -0.166465     1.603595
51367.25    -0.027544    -0.170486     1.320380
51367.50    -0.025774    -0.119132     1.267282
51367.75    -0.072602    -0.078443     0.846148
51368.00    -0.127375     0.013140     1.706106
51368.25    -0.092285    -0.047299     0.986600
51368.50    -0.008731    -0.074509     0.433082
51368.75     0.007350    -0.130535    -0.014504
51369.00     0.043331    -0.133546     0.887823
51369.25     0.156882    -0.254149    -0.222803
51369.50     0.206309    -0.261362    -0.608111
51369.75     0.226556    -0.300977    -0.816149
51370.00     0.231292    -0.235995    -0.104195
51370.25     0.313864    -0.259527    -0.686481
51370.50     0.340224    -0.210075    -0.779394
51370.75     0.369772    -0.226016    -1.155676
51371.00     0.287429    -0.121445    -0.202488
51371.25     0.288075    -0.213534    -0.685188
51371.50     0.313914    -0.189863    -0.606219
51371.75     0.295565    -0.196194    -0.971907
51372.00     0.200406    -0.093092    -0.154372
51372.25     0.157753    -0.107146    -0.471634
51372.50     0.129483    -0.041190    -0.365429
51372.75     0.045299    -0.006090    -0.507738
51373.00    -0.026393     0.117697     0.699184
51373.25    -0.022272     0.122643     0.253966
51373.50     0.011829     0.136555    -0.031493
51373.75    -0.005551     0.165494    -0.088768
51374.00     0.011318     0.218643     0.822490
51374.25     0.036657     0.186085     0.286215
51374.50     0.035217     0.201192     0.051655
51374.75     0.035437     0.167936    -0.327643
51375.00    -0.012048     0.206630     0.538071
51375.25    -0.016696     0.094823     0.057072
51375.50     0.043017     0.063134    -0.351092
51375.75     0.090924    -0.010838    -0.959320
51376.00     0.021262     0.050838    -0.093605
51376.25     0.098875    -0.054485    -1.036299
51376.50     0.155097    -0.048849    -1.359566
51376.75     0.145795    -0.072243    -1.935717
51377.00     0.093994    -0.027381    -1.250567
51377.25     0.137910    -0.080233    -1.881577
51377.50     0.135021    -0.077553    -1.929971
51377.75     0.076758    -0.117383    -2.247444
51378.00    -0.011239    -0.051604    -1.110259
51378.25    -0.008258    -0.115679    -1.500279
51378.50    -0.061159    -0.119693    -1.583182
51378.75    -0.085434    -0.126431    -1.710101
51379.00    -0.159858    -0.023373    -0.557348
51379.25    -0.180045    -0.042218    -0.952490
51379.50    -0.183450    -0.013425    -1.254117
51379.75    -0.218794    -0.009001    -1.375112
51380.00    -0.318831     0.094514    -0.390982
51380.25    -0.309518    -0.023951    -1.223735
51380.50    -0.267656    -0.048137    -1.634845
51380.75    -0.298109    -0.139548    -2.088288
51381.00    -0.342916    -0.094339    -0.976173
51381.25    -0.335137    -0.212418    -1.337018
51381.50    -0.316613    -0.238425    -1.681885
51381.75    -0.334063    -0.293982    -1.824272
51382.00    -0.347554    -0.199838    -0.628603
51382.25    -0.297083    -0.276945    -0.620573
51382.50    -0.245827    -0.265722    -0.474559
51382.75    -0.261719    -0.248193    -0.214420
51383.00    -0.316736    -0.149033     1.364792
51383.25    -0.277712    -0.179042     1.140681
51383.50    -0.248336    -0.152061     1.311755
51383.75    -0.249567    -0.124556     1.068453
51384.00    -0.319035    -0.050178     2.174199
51384.25    -0.278588    -0.057814     1.506550
51384.50    -0.245108    -0.061232     1.324864
51384.75    -0.237439    -0.036147     0.861426
51385.00    -0.281549     0.019531     1.707880
51385.25    -0.229717    -0.068354     1.132193
51385.50    -0.211075    -0.113111     1.054710
51385.75    -0.185927    -0.121867     0.637828
51386.00    -0.218270    -0.084788     1.713179
51386.25    -0.193383    -0.161040     1.109274
51386.50    -0.182144    -0.161855     0.822265
51386.75    -0.242785    -0.168980     0.696841
51387.00    -0.330286    -0.064507     1.612748
51387.25    -0.336261    -0.148366     1.215362
51387.50    -0.377500    -0.126767     0.921349
51387.75    -0.452904    -0.135207     0.795000
51388.00    -0.507663    -0.065682     1.850566
51388.25    -0.536052    -0.153729     1.625256
51388.50    -0.558001    -0.164992     1.775451
51388.75    -0.589838    -0.162459     2.074730
51389.00    -0.620281    -0.083606     3.466720
51389.25    -0.583952    -0.154677     3.153969
51389.50    -0.536476    -0.123896     3.239232
51389.75    -0.541654    -0.069693     3.333737
51390.00    -0.516734    -0.000217     4.330669
51390.25    -0.438647    -0.056814     3.395318
51390.50    -0.347073    -0.085102     2.844078
51390.75    -0.240031    -0.124633     2.230323
51391.00    -0.204362    -0.116153     2.912690
51391.25    -0.057490    -0.226992     1.940001
51391.50     0.065598    -0.277957     1.218270
51391.75     0.213337    -0.278705     0.567996
51392.00     0.247242    -0.227333     1.123160
51392.25     0.338817    -0.357809     0.217511
51392.50     0.410543    -0.342533    -0.461223
51392.75     0.410324    -0.334651    -0.500157
51393.00     0.371584    -0.248737     0.227750
51393.25     0.384472    -0.316156    -0.541138
51393.50     0.384003    -0.311361    -0.741137
51393.75     0.343925    -0.283104    -0.633065
51394.00     0.231236    -0.202900     0.541569
51394.25     0.229286    -0.285310     0.355846
51394.50     0.220279    -0.286399     0.287027
51394.75     0.142505    -0.288866     0.444128
51395.00     0.019007    -0.208617     1.654409
51395.25     0.013031    -0.238252     1.064363
51395.50     0.015233    -0.214844     1.088372
51395.75    -0.041070    -0.183040     1.267398
51396.00    -0.117100    -0.045190     2.299072
51396.25    -0.083477    -0.066368     1.729561
51396.50    -0.050396    -0.034190     1.511394
51396.75    -0.079141    -0.031713     1.237315
51397.00    -0.117156     0.056511     2.131214
51397.25    -0.104996     0.007583     1.547589
51397.50    -0.102282     0.026479     1.345248
51397.75    -0.102819    -0.022348     0.885450
51398.00    -0.160503     0.026722     1.904017
51398.25    -0.131532    -0.093835     1.144521
51398.50    -0.112558    -0.141744     0.877956
51398.75    -0.120263    -0.177508     0.773501
51399.00    -0.187328    -0.083025     1.923072
51399.25    -0.199599    -0.137726     1.755689
51399.50    -0.250692    -0.132287     2.200490
51399.75    -0.313940    -0.040102     2.132383
51400.00    -0.427185     0.016446     3.232813
51400.25    -0.475475    -0.051811     3.161480
51400.50    -0.474988    -0.046636     2.947779
51400.75    -0.489295    -0.071327     2.417713
51401.00    -0.503411     0.014680     3.331032
51401.25    -0.406648    -0.070622     2.600429
