-----------------------------------------------
3D SITE DISPLACEMENT DUE TO ATMOSPHERIC LOADING
-----------------------------------------------
METEOROLOGICAL CENTER & DEGREE 1 :   ECMWF_CMEA
CMEA : CENTER OF MASS OF THE EARTH + ATMOSPHERE
CME  : CENTER OF MASS OF THE SOLID EARTH  ALONE
SITE COORDINATES ACCORDING TO ITRF2000 SOLUTION
-----------------------------------------------
CREATOR EMAIL : PASCAL.GEGOUT@EOST.U-STRASBG.FR
-----------------------------------------------
HOB2        49718.000    1995     1     1     0
HOB2        52274.750    2001    12    31    18
HOB2     -3950071.361  2522415.185 -4311638.362
50881.25    -1.449478    -0.323720     1.772839
50881.50    -1.588674    -0.741403     0.869933
50881.75    -2.003355    -0.260170     1.196391
50882.00    -1.667349    -0.274643     0.850602
50882.25    -1.486056    -0.366881     1.760122
50882.50    -1.433594    -0.885165     0.709715
50882.75    -1.563970    -0.422281     0.948303
50883.00    -1.019349    -0.306862     0.575755
50883.25    -0.792016    -0.319290     1.412170
50883.50    -0.695630    -0.896697     0.285607
50883.75    -0.902885    -0.403889     0.487171
50884.00    -0.321452    -0.271279     0.397281
50884.25    -0.277809    -0.376642     1.559392
50884.50    -0.147180    -0.934378     0.689845
50884.75    -0.432000    -0.462742     0.973479
50885.00     0.053538    -0.209815     0.736443
50885.25     0.144862    -0.238196     1.567285
50885.50     0.432006    -0.757042     0.283728
50885.75     0.066101    -0.279718     0.800481
50886.00     0.397934    -0.196817     0.520644
50886.25     0.245527    -0.410746     0.930713
50886.50     0.209926    -1.018747    -0.569528
50886.75    -0.446263    -0.641806    -0.418383
50887.00    -0.273049    -0.500462    -0.680142
50887.25    -0.478011    -0.453798     0.392840
50887.50    -0.776634    -0.821224    -0.199201
50887.75    -1.415518    -0.118369     0.626059
50888.00    -1.307283     0.229471     0.644933
50888.25    -1.544371     0.353269     1.828675
50888.50    -1.769303     0.087457     1.101858
50888.75    -2.188522     0.723856     1.681576
50889.00    -1.930474     0.938455     1.693310
50889.25    -1.979845     1.004928     2.925357
50889.50    -1.977510     0.596561     2.225367
50889.75    -2.274164     1.058194     2.624972
50890.00    -1.834306     1.065125     2.264050
50890.25    -1.708830     0.837184     3.007514
50890.50    -1.712185     0.296128     2.124957
50890.75    -1.900841     0.537104     2.103176
50891.00    -1.422697     0.458599     1.591669
50891.25    -1.348629     0.136522     2.643796
50891.50    -1.239831    -0.519145     1.709379
50891.75    -1.335710    -0.147094     2.193200
50892.00    -0.991827     0.007753     2.082337
50892.25    -1.123443     0.026139     3.552405
50892.50    -1.240749    -0.372711     2.860371
50892.75    -1.524011     0.219454     2.533330
50893.00    -1.048218     0.390596     1.608756
50893.25    -0.959933     0.451647     2.511873
50893.50    -1.012064     0.028172     1.634893
50893.75    -1.413905     0.756405     2.508540
50894.00    -1.076227     0.915207     2.719414
50894.25    -1.087215     0.800618     3.957751
50894.50    -1.064833     0.204789     2.618672
50894.75    -1.159732     0.691065     2.682363
50895.00    -0.612620     0.664977     2.303690
50895.25    -0.428757     0.458484     3.049602
50895.50    -0.319041    -0.277320     0.910910
50895.75    -0.362065     0.154675     0.656036
50896.00     0.191215     0.098318    -0.353970
50896.25     0.489865    -0.120438     0.167164
50896.50     0.720563    -0.833919    -1.344568
50896.75     0.714894    -0.399627    -1.297932
50897.00     1.393596    -0.402800    -2.189095
50897.25     1.643898    -0.486924    -1.464543
50897.50     1.770158    -0.935351    -2.554856
50897.75     1.567300    -0.306233    -2.343179
50898.00     1.922128    -0.023457    -2.778460
50898.25     1.839110     0.106377    -1.756579
50898.50     1.776737    -0.216591    -2.574601
50898.75     1.357688     0.465557    -1.939291
50899.00     1.551124     0.779079    -1.768224
50899.25     1.219420     0.872648    -0.334593
50899.50     0.990293     0.517536    -0.692837
50899.75     0.440338     1.057252     0.164597
50900.00     0.559469     1.285811     0.485113
50900.25     0.558708     1.166346     1.116348
50900.50     0.670708     0.709739    -0.218280
50900.75     0.355863     1.286070     0.205863
50901.00     0.729293     1.500035    -0.280466
50901.25     0.713395     1.452887     0.477116
50901.50     0.696720     0.948752    -0.608501
50901.75     0.396867     1.406239    -0.533739
50902.00     0.798729     1.384192    -1.098591
50902.25     0.703815     1.353356     0.049065
50902.50     0.740545     0.857145    -0.618111
50902.75     0.402666     1.382928     0.338196
50903.00     0.557362     1.340808     0.229403
50903.25     0.714778     1.036423     0.509426
50903.50     0.835122     0.222879    -1.395819
50903.75     0.584144     0.556735    -1.392304
50904.00     1.054909     1.408528    -1.501880
50904.25     1.415485     1.147822    -1.277639
50904.50     1.444431     0.460763    -2.647894
50904.75     1.222493     0.843202    -2.101231
50905.00     1.607850     0.837938    -2.187339
50905.25     1.566331     0.655320    -0.947236
50905.50     1.336430     0.009772    -1.502038
50905.75     0.850237     0.325974    -1.045745
50906.00     0.941742     0.245622    -1.345620
50906.25     0.671269     0.031899    -0.329703
50906.50     0.573607    -0.547788    -1.781224
50906.75     0.154098     0.054518    -1.340301
50907.00     0.389936     0.349270    -1.437249
50907.25     0.398131     0.440778    -0.351042
50907.50     0.357470     0.064296    -1.033608
50907.75    -0.062750     0.819602    -0.383949
50908.00     0.348372     1.082407    -0.795517
50908.25     0.433787     1.126623    -0.099345
50908.50     0.479079     0.623336    -1.259817
50908.75     0.240397     1.097210    -1.018588
50909.00     0.669124     1.244255    -1.365453
50909.25     0.664518     1.290862    -0.230858
50909.50     0.766250     0.771913    -1.425896
50909.75     0.541013     1.248599    -1.258036
50910.00     0.809457     1.237913    -1.389652
50910.25     0.792183     0.959179    -0.115760
50910.50     0.739017     0.189588    -0.901261
50910.75     0.295563     0.633653    -0.168081
50911.00     0.430190     0.697495    -0.089426
50911.25     0.390288     0.334512     0.061009
50911.50     0.455600    -0.513661    -1.594750
50911.75     0.034774    -0.147324    -1.119991
50912.00     0.358645    -0.082346    -1.746365
50912.25     0.303034    -0.005127    -0.911118
50912.50     0.075770    -0.541881    -2.390130
50912.75    -0.501969     0.035059    -2.089947
50913.00    -0.316686     0.117390    -2.487660
50913.25    -0.460440     0.313883    -1.225651
50913.50    -0.587497    -0.065745    -2.059090
50913.75    -0.906061     0.661445    -1.539853
50914.00    -0.504559     0.813383    -1.411490
50914.25    -0.256347     0.773204    -0.124585
50914.50    -0.092860     0.270934    -0.502628
50914.75    -0.140807     0.881024     0.365607
50915.00     0.367800     1.055197     0.589104
50915.25     0.567247     0.902814     1.832930
50915.50     0.551030     0.318077     1.520706
50915.75     0.229117     0.733278     2.021567
50916.00     0.594057     0.633919     0.837673
50916.25     0.487598     0.241662     0.116272
50916.50     0.436516    -0.375356    -1.666504
50916.75     0.036516    -0.090882    -2.328863
50917.00     0.474963    -0.017748    -3.108705
50917.25     0.501474     0.030565    -2.436350
50917.50     0.608633    -0.334589    -3.545721
50917.75     0.259535     0.337110    -3.119515
50918.00     0.655224     0.559761    -3.320624
50918.25     0.819932     0.455412    -2.610067
50918.50     0.966726     0.024699    -3.485404
50918.75     0.539047     0.502507    -2.889557
50919.00     0.906075     0.605347    -2.779310
50919.25     0.917874     0.435821    -1.598037
50919.50     0.737011    -0.221492    -2.297622
50919.75     0.395853     0.105841    -1.966340
50920.00     0.609346     0.122032    -2.618345
50920.25     0.489470    -0.148023    -1.964523
50920.50     0.397591    -0.766912    -2.959321
50920.75    -0.117869    -0.386458    -2.335513
50921.00     0.114327    -0.186596    -2.270293
50921.25     0.003723    -0.228830    -1.133949
50921.50    -0.147822    -0.631675    -1.857908
50921.75    -0.758595    -0.053282    -1.137159
50922.00    -0.513021     0.122862    -0.974649
50922.25    -0.575707     0.131345     0.280230
50922.50    -0.846926    -0.403989    -0.216552
50922.75    -1.328816     0.087237     0.587469
50923.00    -1.145078     0.207152     0.964850
50923.25    -1.320517     0.198868     2.558996
50923.50    -1.548417    -0.318075     2.035612
50923.75    -2.180106     0.279303     2.831870
50924.00    -2.129973     0.415444     2.598466
50924.25    -2.219839     0.303036     3.440114
50924.50    -2.235863    -0.329060     2.528035
50924.75    -2.639079     0.101809     2.680719
50925.00    -2.258310     0.119320     1.787519
50925.25    -2.099810     0.041657     2.202818
50925.50    -2.131025    -0.592369     0.815583
50925.75    -2.423813    -0.113310     0.938230
50926.00    -1.923396     0.049354     0.450435
50926.25    -1.809236     0.066153     1.230827
50926.50    -1.745129    -0.349473     0.188404
50926.75    -1.910616     0.300430     0.479079
50927.00    -1.429857     0.394629     0.351489
50927.25    -1.196766     0.407855     1.609199
50927.50    -0.898606    -0.037450     0.978075
50927.75    -1.041169     0.566480     1.372813
50928.00    -0.450643     0.659836     0.955938
50928.25    -0.424289     0.428944     1.483261
50928.50    -0.214880    -0.270597     0.274100
50928.75    -0.560794     0.194481     0.454140
50929.00    -0.009510     0.290855    -0.259668
50929.25     0.026494     0.251727     0.015042
50929.50     0.075339    -0.294203    -1.495463
50929.75    -0.500209     0.227847    -1.308337
50930.00    -0.204004     0.428218    -1.503677
50930.25    -0.335722     0.459122    -0.563862
50930.50    -0.438833     0.018116    -1.437527
50930.75    -1.075308     0.547178    -1.060506
50931.00    -0.894568     0.734568    -1.119343
50931.25    -0.955712     0.634416     0.017981
50931.50    -0.945810     0.180291    -0.517870
50931.75    -1.265914     0.774509     0.102721
50932.00    -0.849760     0.943638     0.217338
50932.25    -0.777824     0.681711     1.213930
50932.50    -0.753629     0.024320     0.528924
50932.75    -1.077953     0.548818     1.368864
50933.00    -0.775250     0.617264     1.057774
50933.25    -0.556609     0.352134     0.841863
50933.50    -0.416393    -0.355278    -1.128307
50933.75    -0.657238     0.087625    -1.292872
50934.00    -0.168381     0.132197    -1.965414
50934.25    -0.008359     0.100667    -1.535570
50934.50     0.066387    -0.318329    -2.938408
50934.75    -0.176995     0.288614    -3.029684
50935.00     0.226521     0.404252    -3.720881
50935.25     0.401391     0.423976    -3.044522
50935.50     0.552932     0.001856    -3.865359
50935.75     0.352259     0.566333    -3.581976
50936.00     0.942392     0.763748    -3.721417
50936.25     1.088890     0.698025    -2.555752
50936.50     1.308481     0.070120    -3.176763
50936.75     0.990933     0.468924    -2.719990
50937.00     1.209767     0.626830    -2.552076
50937.25     1.017981     0.602907    -1.375646
50937.50     0.764446     0.017141    -2.293569
50937.75     0.243703     0.519286    -1.957424
50938.00     0.394225     0.686107    -1.961179
50938.25     0.368663     0.646581    -1.041787
50938.50     0.352151     0.173832    -1.704634
50938.75    -0.139693     0.734775    -0.844433
50939.00     0.104673     0.959967    -0.532293
50939.25     0.092825     0.977167     0.887636
50939.50     0.169884     0.462078     0.065074
50939.75    -0.301009     0.941892     0.131787
50940.00    -0.054529     0.980899    -0.419619
50940.25    -0.174042     0.931172     0.435151
50940.50    -0.043249     0.411530    -0.632888
50940.75    -0.379933     1.075883    -0.093447
50941.00     0.074431     1.166006    -0.007333
50941.25     0.278257     1.007089     0.940488
50941.50     0.563941     0.282555     0.014056
50941.75     0.369810     0.670444     0.366159
50942.00     0.837261     0.488627     0.139409
50942.25     0.917125     0.097895     0.522029
50942.50     0.923104    -0.721289    -0.661456
50942.75     0.587243    -0.339318    -0.492417
50943.00     1.021847    -0.322753    -0.472842
50943.25     0.949888    -0.279234     0.655055
50943.50     1.000829    -0.754753    -0.124697
50943.75     0.633092    -0.098511     0.270246
50944.00     0.955372     0.054803     0.091418
50944.25     1.018740     0.183644     0.949277
50944.50     1.186410    -0.333668    -0.660119
50944.75     0.863465     0.326181    -0.942017
50945.00     1.318698     0.365998    -1.647538
50945.25     1.444763     0.223354    -1.140324
50945.50     1.760108    -0.299825    -2.218448
50945.75     1.557445     0.193459    -1.901678
50946.00     2.029742     0.233631    -2.219508
50946.25     2.117040     0.106635    -1.409044
50946.50     2.067631    -0.386945    -2.201346
50946.75     1.603508     0.194824    -1.760679
50947.00     1.886801     0.358227    -1.860005
50947.25     1.796790     0.291151    -0.786104
50947.50     1.820741    -0.200201    -1.560031
50947.75     1.471851     0.225584    -1.103546
50948.00     1.735723     0.255644    -1.238997
50948.25     1.580579     0.081385    -0.451833
50948.50     1.566744    -0.468542    -1.875778
50948.75     1.127977    -0.151451    -2.028188
50949.00     1.305836    -0.053750    -2.124705
50949.25     1.178719    -0.251925    -1.385527
50949.50     1.119037    -0.700247    -2.225708
50949.75     0.683244    -0.138146    -1.798408
50950.00     0.907030     0.004062    -1.702179
50950.25     0.824222    -0.153694    -0.655037
50950.50     0.777896    -0.655002    -1.208453
50950.75     0.451116    -0.102731    -0.633430
50951.00     0.816744     0.093025    -0.374617
50951.25     0.857010     0.076250     0.854356
50951.50     0.961602    -0.452598     0.117769
50951.75     0.534718     0.009837     0.762633
50952.00     0.659897     0.133017     1.031885
50952.25     0.604558    -0.034991     1.931333
50952.50     0.656264    -0.606294     0.795996
50952.75     0.189071    -0.188698     0.998636
50953.00     0.394494    -0.057485     0.578926
50953.25     0.494836    -0.140014     0.998548
50953.50     0.516987    -0.584828    -0.340402
50953.75     0.147722    -0.009042    -0.040135
50954.00     0.475121     0.149341    -0.240475
50954.25     0.580139     0.118306     0.439906
50954.50     0.678013    -0.282010    -0.631183
50954.75     0.412280     0.423346    -0.312743
50955.00     0.668211     0.635756    -0.360483
50955.25     0.646511     0.629865     0.810708
50955.50     0.616922     0.224420     0.191685
50955.75     0.241804     0.792264     0.983052
50956.00     0.500173     0.983741     1.141289
50956.25     0.534217     0.859589     1.893731
50956.50     0.502024     0.183565     0.756221
50956.75     0.120935     0.474255     0.526561
50957.00     0.494284     0.448614    -0.273847
50957.25     0.607268     0.101564    -0.296138
50957.50     0.613388    -0.555690    -1.726559
50957.75     0.411336    -0.229750    -1.848700
50958.00     0.756845    -0.209724    -2.125545
50958.25     0.777094    -0.223770    -1.349531
50958.50     0.717929    -0.511707    -2.352829
50958.75     0.388333     0.139760    -2.205892
50959.00     0.636423     0.272763    -2.464184
50959.25     0.692732     0.278165    -1.519050
50959.50     0.719149    -0.094630    -2.271785
50959.75     0.391527     0.635002    -1.669979
50960.00     0.569907     0.892908    -1.386219
50960.25     0.500998     0.754329    -0.308468
50960.50     0.536365     0.128044    -1.114979
50960.75     0.200552     0.460508    -0.744878
50961.00     0.653330     0.442927    -0.794637
50961.25     0.731358     0.127167     0.039245
50961.50     0.876857    -0.436552    -0.759463
50961.75     0.684588    -0.090908    -0.377052
50962.00     1.118915    -0.171688    -0.436124
50962.25     1.215501    -0.476182    -0.063288
50962.50     1.384876    -1.089459    -1.630260
50962.75     1.105708    -0.734820    -1.809337
50963.00     1.384257    -0.700731    -2.116534
50963.25     1.368461    -1.102623    -2.385285
50963.50     1.453369    -1.659210    -4.083064
50963.75     0.938429    -1.027756    -3.830097
50964.00     1.139219    -0.750279    -3.840064
50964.25     1.001160    -0.737159    -2.583551
50964.50     0.896651    -1.053627    -2.930755
50964.75     0.471071    -0.477103    -1.636637
50965.00     0.801462    -0.224491    -0.912047
50965.25     0.816929    -0.439638     0.029140
50965.50     0.761290    -0.981661    -0.916595
50965.75     0.370704    -0.706118    -0.827986
50966.00     0.611641    -0.766202    -1.260376
50966.25     0.666772    -1.027949    -0.672560
50966.50     0.673851    -1.403580    -1.769801
50966.75     0.281098    -0.717623    -1.467163
50967.00     0.376412    -0.505161    -1.478548
50967.25     0.373621    -0.608872    -0.609949
50967.50     0.372238    -1.046288    -1.410337
50967.75    -0.118463    -0.348683    -0.563394
50968.00     0.140221    -0.028467    -0.333296
50968.25     0.202964     0.052456     0.743129
50968.50     0.209072    -0.299227    -0.219829
50968.75    -0.160540     0.337803     0.160212
50969.00     0.054957     0.551863     0.116250
50969.25     0.064958     0.530853     1.061379
50969.50     0.010674     0.105126     0.198394
50969.75    -0.439389     0.646648     0.826008
50970.00    -0.217823     0.566086     0.912702
50970.25     0.041299     0.205700     1.432632
50970.50     0.250334    -0.527586    -0.107447
50970.75    -0.007818    -0.261145    -0.286512
50971.00     0.440886    -0.306294    -0.828872
50971.25     0.587569    -0.618293    -0.662605
50971.50     0.729476    -1.198594    -1.995167
50971.75     0.564528    -0.611304    -1.859499
50972.00     1.053639    -0.417668    -2.182319
50972.25     1.298409    -0.412861    -1.499409
50972.50     1.479052    -0.777578    -2.737255
50972.75     1.305363    -0.227801    -2.411086
50973.00     1.712050    -0.119802    -2.515671
50973.25     1.851934    -0.275518    -1.685526
50973.50     1.891390    -0.737930    -2.601670
50973.75     1.498791    -0.220018    -2.101313
50974.00     1.759033    -0.212053    -2.295311
50974.25     1.785920    -0.424993    -1.367666
50974.50     1.639714    -0.872608    -2.037485
50974.75     1.126704    -0.322373    -1.337523
50975.00     1.348489    -0.157144    -0.975186
50975.25     1.383243    -0.257624     0.228039
50975.50     1.274913    -0.586103     0.137396
50975.75     0.827642    -0.154974     0.830668
50976.00     1.037849     0.051088     1.452565
50976.25     1.142205    -0.117706     2.237931
50976.50     1.244731    -0.579176     0.983308
50976.75     1.043725    -0.268391     0.437504
50977.00     1.455995    -0.255026    -0.373348
50977.25     1.717520    -0.476798     0.237258
50977.50     1.870736    -0.920234    -0.851537
50977.75     1.462884    -0.321717    -0.308210
50978.00     1.620467    -0.051296    -0.073454
50978.25     1.478696    -0.099229     0.810750
50978.50     1.350003    -0.412046    -0.049880
50978.75     0.743797     0.141922     0.204986
50979.00     0.818377     0.336307     0.228521
50979.25     0.774760     0.328902     1.140897
50979.50     0.629077    -0.028743     0.194572
50979.75     0.212488     0.366380    -0.164356
50980.00     0.497554     0.425770    -0.832433
50980.25     0.654162     0.174621    -0.458665
50980.50     0.766450    -0.327010    -1.357763
50980.75     0.516620    -0.040781    -1.083180
50981.00     0.696277    -0.019392    -1.181178
50981.25     0.700628    -0.249393    -0.416517
50981.50     0.532440    -0.854277    -1.251208
50981.75     0.172160    -0.512348    -1.086801
50982.00     0.592887    -0.461625    -1.325485
50982.25     0.745630    -0.782645    -0.934982
50982.50     0.713427    -1.377775    -2.189131
50982.75     0.397842    -0.923638    -2.111368
50983.00     0.615738    -0.695078    -2.267095
50983.25     0.631916    -0.643130    -1.350608
50983.50     0.535709    -0.969655    -1.907337
50983.75     0.279492    -0.323593    -1.298705
50984.00     0.458077    -0.062310    -0.793907
50984.25     0.537556    -0.036705     0.776381
50984.50     0.599718    -0.429586     0.437016
50984.75     0.489550    -0.077410     0.644890
50985.00     0.876561    -0.060480     0.355899
50985.25     1.095244    -0.418052     0.735258
50985.50     1.163658    -1.008586    -0.482323
50985.75     0.861179    -0.687289    -0.651992
50986.00     1.161405    -0.709532    -1.249529
50986.25     1.231396    -0.941410    -0.853862
50986.50     1.328638    -1.474695    -1.977698
50986.75     0.975241    -0.943820    -1.832463
50987.00     1.397300    -0.803183    -2.100937
50987.25     1.542347    -0.845130    -1.210168
50987.50     1.613368    -1.237301    -1.786250
50987.75     1.277284    -0.627702    -1.249435
50988.00     1.590138    -0.435351    -1.218189
50988.25     1.562685    -0.554244    -0.367954
50988.50     1.532795    -1.042688    -1.111644
50988.75     1.256861    -0.722933    -1.024046
50989.00     1.672711    -0.671413    -1.220542
50989.25     1.728706    -1.017031    -0.732744
50989.50     1.916936    -1.428648    -1.835412
50989.75     1.623010    -1.110905    -1.883534
50990.00     1.957415    -1.001163    -2.090361
50990.25     1.933938    -1.173989    -1.191386
50990.50     1.964416    -1.493633    -1.975236
50990.75     1.512802    -0.932684    -1.732947
50991.00     1.820372    -0.668766    -1.771910
50991.25     1.691587    -0.728508    -0.714893
50991.50     1.637905    -1.074947    -1.300933
50991.75     1.064392    -0.568330    -0.573000
50992.00     1.298749    -0.353288    -0.181645
50992.25     1.297258    -0.455676     0.870465
50992.50     1.252410    -0.917358     0.206034
50992.75     0.820928    -0.519895     0.391988
50993.00     1.105331    -0.613933     0.037691
50993.25     1.316946    -0.901662     0.348154
50993.50     1.355707    -1.434501    -0.706198
50993.75     1.019485    -1.022524    -0.856445
50994.00     1.220450    -0.932779    -1.369091
50994.25     1.323725    -1.194036    -1.076179
50994.50     1.208073    -1.699200    -2.072027
50994.75     0.741958    -1.182295    -1.863860
50995.00     0.903807    -0.989095    -1.943670
50995.25     1.004792    -1.145770    -1.351158
50995.50     0.891787    -1.677297    -2.160072
50995.75     0.569528    -1.265228    -1.988795
50996.00     0.992362    -1.151275    -2.364109
50996.25     1.152690    -1.224823    -1.719746
50996.50     0.949667    -1.586226    -2.875776
50996.75     0.481891    -1.034348    -2.802251
50997.00     0.647556    -0.897071    -3.156250
50997.25     0.777391    -0.947486    -2.569137
50997.50     0.758851    -1.378817    -3.539447
50997.75     0.434231    -0.868967    -3.200447
50998.00     0.678283    -0.768099    -3.057199
50998.25     0.797044    -0.897222    -1.853521
50998.50     0.754801    -1.340884    -2.277847
50998.75     0.479224    -0.817421    -1.748480
50999.00     0.669315    -0.640302    -1.478530
50999.25     0.743346    -0.745404    -0.291335
50999.50     0.594026    -1.185200    -0.585102
50999.75     0.252394    -0.790483    -0.339750
51000.00     0.628098    -0.866844    -1.472363
51000.25     0.852945    -1.017677    -1.344804
51000.50     0.870020    -1.533337    -2.591874
51000.75     0.506805    -1.084399    -2.255446
51001.00     0.755644    -0.918260    -2.056777
51001.25     0.953227    -0.930903    -0.942981
51001.50     0.987669    -1.395759    -1.787332
51001.75     0.705698    -0.959329    -1.642110
51002.00     1.026220    -0.842977    -1.910056
51002.25     1.086073    -0.966006    -0.940981
51002.50     0.920729    -1.397340    -1.550667
51002.75     0.571650    -1.017896    -1.714183
51003.00     0.789824    -0.873241    -2.230916
51003.25     0.869060    -1.107837    -2.152978
51003.50     0.850267    -1.546611    -3.484828
51003.75     0.445548    -1.136156    -3.450828
51004.00     0.796543    -1.039070    -3.727533
51004.25     0.819647    -1.229452    -2.776820
51004.50     0.834905    -1.675041    -3.360619
51004.75     0.569271    -1.320632    -2.863993
51005.00     1.105096    -1.283872    -2.891761
51005.25     1.236060    -1.467992    -2.001282
51005.50     1.364286    -1.869192    -2.826545
51005.75     1.031906    -1.359169    -2.785846
51006.00     1.393681    -1.191148    -2.972781
51006.25     1.501464    -1.308096    -2.301969
51006.50     1.607837    -1.649152    -3.128665
51006.75     1.215442    -1.111167    -2.747465
51007.00     1.533889    -0.794961    -2.511300
51007.25     1.569290    -0.874902    -1.665897
51007.50     1.545979    -1.211546    -2.291459
51007.75     1.088450    -0.684861    -2.064526
51008.00     1.203553    -0.389404    -1.891666
51008.25     1.182854    -0.522965    -1.089198
51008.50     1.004967    -0.938244    -1.788031
51008.75     0.484032    -0.489263    -1.201178
51009.00     0.539415    -0.275402    -0.824563
51009.25     0.576481    -0.449841    -0.187465
51009.50     0.461670    -0.980914    -1.160897
51009.75     0.253791    -0.671539    -0.958434
51010.00     0.642815    -0.665726    -1.112480
51010.25     0.809815    -0.927204    -0.568422
51010.50     0.722236    -1.437243    -1.521204
51010.75     0.514445    -1.060830    -1.569841
51011.00     0.765951    -0.852307    -1.955951
51011.25     0.860393    -0.886895    -1.367375
51011.50     0.734816    -1.256254    -2.306596
51011.75     0.374540    -0.721230    -2.153661
51012.00     0.644361    -0.509387    -2.159705
51012.25     0.711932    -0.585213    -1.208758
51012.50     0.694797    -0.975835    -1.937629
51012.75     0.297197    -0.398223    -1.270602
51013.00     0.562219    -0.187057    -1.141111
51013.25     0.541011    -0.287128    -0.064558
51013.50     0.446514    -0.759225    -0.677384
51013.75    -0.110498    -0.322109    -0.112322
51014.00     0.041362    -0.300989    -0.036210
51014.25    -0.067939    -0.503039     0.915719
51014.50    -0.324594    -1.045250     0.133418
51014.75    -0.796704    -0.623139     0.499253
51015.00    -0.579068    -0.481336     0.288571
51015.25    -0.398795    -0.602432     0.933673
51015.50    -0.398095    -1.167651    -0.117681
51015.75    -0.718319    -0.738231    -0.113655
51016.00    -0.351367    -0.552243    -0.671234
51016.25    -0.168597    -0.567695    -0.364265
51016.50    -0.002034    -1.013175    -1.760561
51016.75    -0.196732    -0.505633    -1.926561
51017.00     0.186988    -0.413929    -2.536574
51017.25     0.442685    -0.507764    -2.226135
51017.50     0.574480    -0.945493    -3.204969
51017.75     0.271798    -0.463247    -3.023356
51018.00     0.597699    -0.367314    -3.179854
51018.25     0.845456    -0.629445    -2.590615
51018.50     0.855765    -1.200306    -3.312022
51018.75     0.591924    -0.858239    -2.963971
51019.00     0.937120    -0.729158    -3.012469
51019.25     1.008625    -0.889580    -1.977953
51019.50     0.937502    -1.326912    -2.333606
51019.75     0.489294    -0.876942    -1.784225
51020.00     0.635293    -0.772921    -1.519498
51020.25     0.560256    -0.766361    -0.117156
51020.50     0.388234    -1.121287    -0.322360
51020.75    -0.104567    -0.420087     0.679932
51021.00    -0.038325    -0.084308     1.391925
51021.25     0.059906    -0.091349     2.591854
51021.50     0.079216    -0.480373     2.190650
51021.75    -0.251250     0.153920     3.173322
51022.00     0.061459     0.487859     3.467183
51022.25     0.383458     0.308029     3.902874
51022.50     0.472079    -0.308366     2.779444
51022.75     0.163008    -0.081621     2.306759
51023.00     0.528609    -0.171561     0.881865
51023.25     0.628628    -0.447982     0.592328
51023.50     0.564285    -0.994848    -0.696447
51023.75     0.163932    -0.519460    -0.543072
51024.00     0.336120    -0.410422    -0.945806
51024.25     0.340871    -0.522471    -0.180170
51024.50     0.243335    -0.884052    -0.754653
51024.75    -0.170238    -0.357325    -0.217784
51025.00    -0.039013    -0.158455    -0.305536
51025.25     0.061992    -0.411887    -0.006474
51025.50     0.122062    -0.994080    -0.952344
51025.75    -0.298427    -0.507726    -0.501800
51026.00    -0.002727    -0.403034    -0.459032
51026.25     0.012233    -0.642362     0.232335
51026.50    -0.110771    -1.204022    -0.655902
51026.75    -0.576262    -0.706156    -0.448524
51027.00    -0.317152    -0.523661    -0.373140
51027.25    -0.380052    -0.613687     0.548293
51027.50    -0.365660    -0.996578    -0.146588
51027.75    -0.580973    -0.373475     0.046756
51028.00    -0.303202    -0.184453    -0.056115
51028.25    -0.151637    -0.404925     0.547398
51028.50    -0.036231    -0.884089    -0.353647
51028.75    -0.303931    -0.391897    -0.136601
51029.00    -0.056875    -0.268556    -0.136294
51029.25     0.030472    -0.551284     0.443348
51029.50     0.143638    -1.259975    -0.810903
51029.75    -0.205890    -0.951458    -0.571249
51030.00     0.162446    -0.940229    -1.209655
51030.25     0.357685    -1.067415    -0.756199
51030.50     0.349487    -1.639003    -1.709255
51030.75    -0.074396    -1.181150    -1.509644
51031.00     0.268454    -1.008187    -1.679069
51031.25     0.295256    -0.957044    -0.799319
51031.50     0.239893    -1.329851    -1.777737
51031.75    -0.056654    -0.673316    -1.632199
51032.00     0.250589    -0.386987    -1.859868
51032.25     0.428705    -0.390725    -1.019921
51032.50     0.592452    -0.782311    -1.950578
51032.75     0.304058    -0.199484    -1.627212
51033.00     0.612392    -0.071812    -1.812351
51033.25     0.697128    -0.377643    -1.095189
51033.50     0.638507    -1.040664    -1.989506
51033.75     0.268046    -0.662565    -1.683504
51034.00     0.502672    -0.548050    -1.808571
51034.25     0.528303    -0.668865    -1.067653
51034.50     0.354396    -1.109443    -1.893047
51034.75    -0.094642    -0.613506    -1.698138
51035.00     0.127993    -0.323838    -1.466884
51035.25     0.087982    -0.333606    -0.077835
51035.50    -0.015268    -0.754268    -0.670981
51035.75    -0.284337    -0.351945    -1.055264
51036.00    -0.028711    -0.187242    -1.096984
51036.25     0.037878    -0.433988    -0.454931
51036.50     0.030321    -1.033064    -1.059988
51036.75    -0.361601    -0.607868    -0.575723
51037.00    -0.058861    -0.531685    -0.751966
51037.25    -0.002450    -0.904313    -0.430388
51037.50     0.005447    -1.561548    -1.538641
51037.75    -0.346067    -1.309426    -1.525253
51038.00    -0.033735    -1.249560    -1.947216
51038.25    -0.006918    -1.409787    -1.197001
51038.50    -0.135795    -1.813710    -2.055730
51038.75    -0.502752    -1.153231    -1.856729
51039.00    -0.202431    -0.767118    -2.237225
51039.25    -0.140447    -0.604407    -1.674035
