-----------------------------------------------
3D SITE DISPLACEMENT DUE TO ATMOSPHERIC LOADING
-----------------------------------------------
METEOROLOGICAL CENTER & DEGREE 1 :    NCEP_CMEA
CMEA : CENTER OF MASS OF THE EARTH + ATMOSPHERE
CME  : CENTER OF MASS OF THE SOLID EARTH  ALONE
SITE COORDINATES ACCORDING TO ITRF2000 SOLUTION
-----------------------------------------------
CREATOR EMAIL : PASCAL.GEGOUT@EOST.U-STRASBG.FR
-----------------------------------------------
POR2        49718.000    1995     1     1     0
POR2        52274.750    2001    12    31    18
POR2      1541609.017 -4404571.897  4333253.896
50867.75     0.944820    -0.001496     0.035309
50868.00     1.204712     0.095794     0.692398
50868.25     1.180329     0.337091     1.732579
50868.50     1.158928     0.630633     2.911459
50868.75     0.891182     0.530869     3.864216
50869.00     0.944227     0.414007     4.377764
50869.25     0.660325     0.381907     4.554463
50869.50     0.542583     0.407241     4.303711
50869.75     0.452854     0.146726     3.473872
50870.00     0.549001    -0.067840     2.723968
50870.25     0.401895    -0.117162     2.068345
50870.50     0.510108     0.043448     1.849376
50870.75     0.325509    -0.082919     1.491698
50871.00     0.306824    -0.122176     1.149165
50871.25     0.228848     0.025765     1.195046
50871.50     0.325762     0.322177     1.344948
50871.75     0.120405     0.270016     1.130624
50872.00     0.341584     0.211618     0.849428
50872.25     0.288003     0.260411     0.301439
50872.50     0.346093     0.478352     0.237994
50872.75     0.293067     0.372638    -0.040641
50873.00     0.327684     0.280662    -0.046955
50873.25     0.072181     0.414454     0.413941
50873.50    -0.136843     0.574934     0.857591
50873.75    -0.468029     0.405380     0.858408
50874.00    -0.408258     0.261207     1.132913
50874.25    -0.574760     0.308445     1.342203
50874.50    -0.465448     0.490530     2.183662
50874.75    -0.431133     0.411206     2.433332
50875.00    -0.206297     0.326719     2.759858
50875.25    -0.310690     0.459410     3.129152
50875.50    -0.221388     0.627024     3.518691
50875.75    -0.472404     0.393666     3.397375
50876.00    -0.453756     0.130512     3.144564
50876.25    -0.623312     0.043789     2.691368
50876.50    -0.496190     0.206156     2.471099
50876.75    -0.533319     0.109025     1.824161
50877.00    -0.277586    -0.025343     1.191993
50877.25    -0.215798    -0.013797     0.682251
50877.50    -0.144204     0.124077     0.381571
50877.75    -0.275933    -0.111859    -0.436528
50878.00    -0.120007    -0.296063    -1.124822
50878.25    -0.142937    -0.336045    -1.776187
50878.50    -0.095188    -0.201537    -2.235266
50878.75    -0.368628    -0.361223    -2.685517
50879.00    -0.213929    -0.397919    -2.855981
50879.25    -0.296705    -0.284960    -3.007674
50879.50    -0.390554    -0.082706    -3.136759
50879.75    -0.570383    -0.238542    -3.468191
50880.00    -0.302380    -0.246019    -3.350458
50880.25    -0.407504    -0.290316    -4.376599
50880.50    -0.347450     0.030083    -4.223629
50880.75    -0.459884     0.141863    -4.045427
50881.00    -0.441005     0.260634    -3.340162
50881.25    -0.855679     0.479821    -1.977609
50881.50    -1.123308     0.789668    -0.098810
50881.75    -1.908313     0.764424     1.817561
50882.00    -2.138742     0.496029     2.651062
50882.25    -2.500789     0.244260     3.117876
50882.50    -2.432763     0.123843     3.097531
50882.75    -2.308104    -0.411195     1.462836
50883.00    -1.673827    -0.706054    -0.018870
50883.25    -1.402012    -0.874701    -1.274793
50883.50    -1.084061    -0.737748    -1.563648
50883.75    -1.088760    -0.886907    -1.714216
50884.00    -0.696572    -0.864495    -1.613707
50884.25    -0.586758    -0.704601    -1.603044
50884.50    -0.465200    -0.424008    -1.075189
50884.75    -0.524249    -0.528671    -0.921774
50885.00    -0.189225    -0.663860    -1.297379
50885.25     0.091212    -0.619817    -1.974708
50885.50     0.322486    -0.381805    -1.940905
50885.75     0.297929    -0.389995    -1.899587
50886.00     0.413348    -0.291686    -1.591437
50886.25     0.279717    -0.074491    -1.646491
50886.50     0.198038     0.308885    -0.841604
50886.75    -0.341363     0.202810    -0.308300
50887.00    -0.444957    -0.138328    -0.368157
50887.25    -0.794230    -0.441540    -0.849888
50887.50    -0.864020    -0.406726    -1.598320
50887.75    -1.126908    -0.674207    -2.912741
50888.00    -1.016582    -0.850928    -3.668723
50888.25    -1.126119    -0.936267    -4.701209
50888.50    -1.166770    -0.914348    -5.404437
50888.75    -1.411047    -1.104722    -5.821914
50889.00    -1.521945    -1.232679    -6.017821
50889.25    -1.630088    -1.208507    -6.266607
50889.50    -1.689768    -1.089306    -6.408432
50889.75    -1.833083    -1.133388    -6.208051
50890.00    -1.778445    -1.105808    -5.665388
50890.25    -1.679395    -0.962310    -5.321178
50890.50    -1.597871    -0.788268    -5.222130
50890.75    -1.623613    -0.785233    -5.057289
50891.00    -1.290910    -0.618105    -4.394818
50891.25    -1.188539    -0.317637    -3.882033
50891.50    -0.895802     0.089290    -2.985065
50891.75    -0.923994     0.147587    -2.255092
50892.00    -0.814004     0.105128    -1.828743
50892.25    -1.024673     0.137546    -1.281149
50892.50    -0.949130     0.335292    -0.715591
50892.75    -1.098227     0.069604    -0.996831
50893.00    -0.846889    -0.077342    -1.161470
50893.25    -0.775751    -0.040460    -1.156843
50893.50    -0.676624     0.194709    -0.792697
50893.75    -0.999202     0.034116    -0.936613
50894.00    -0.931142     0.008436    -0.863840
50894.25    -1.146745     0.125036    -0.071267
50894.50    -1.272565     0.277005     0.869690
50894.75    -1.539707     0.073059     1.297782
50895.00    -1.282639    -0.096995     1.305058
50895.25    -1.214237    -0.143933     0.957603
50895.50    -0.950513     0.088355     0.784724
50895.75    -0.944669    -0.131929     0.372818
50896.00    -0.595624    -0.240897    -0.119506
50896.25    -0.237035    -0.240819    -0.561126
50896.50     0.198954    -0.070519    -0.796592
50896.75     0.376863    -0.256707    -1.262182
50897.00     0.867608    -0.295481    -1.445135
50897.25     1.253296    -0.298703    -2.177506
50897.50     1.450272    -0.156943    -2.574194
50897.75     1.260018    -0.295378    -2.294502
50898.00     1.395884    -0.247873    -1.547313
50898.25     1.209503    -0.214597    -1.168940
50898.50     1.067495    -0.021450    -0.326244
50898.75     0.680469    -0.038823     0.523080
50899.00     0.507776    -0.106011     1.721903
50899.25     0.207814    -0.115166     1.806583
50899.50    -0.115218    -0.005503     2.548761
50899.75    -0.280744    -0.196611     2.457035
50900.00    -0.115039    -0.244990     2.024755
50900.25    -0.071952    -0.134025     1.826353
50900.50     0.002558     0.115188     2.042937
50900.75    -0.196749     0.083095     2.477157
50901.00    -0.193767     0.004102     3.456933
50901.25    -0.399259    -0.154970     3.823823
50901.50    -0.343823    -0.204826     3.942517
50901.75    -0.194996    -0.397680     3.392021
50902.00     0.177628    -0.387220     2.471915
50902.25     0.177581    -0.198883     2.020104
50902.50     0.255609     0.170873     2.707214
50902.75    -0.075244     0.090732     3.492907
50903.00     0.150225     0.067155     3.368472
50903.25     0.263881     0.118445     3.074389
50903.50     0.467994     0.307514     3.059089
50903.75     0.536222     0.212448     2.698798
50904.00     0.992057     0.165216     2.411284
50904.25     1.333115     0.283625     1.463693
50904.50     1.557886     0.579364     1.265564
50904.75     1.422956     0.520372     1.205401
50905.00     1.442059     0.544830     1.927767
50905.25     1.166613     0.464710     1.690814
50905.50     1.201133     0.682580     1.681001
50905.75     0.954424     0.562057     1.484424
50906.00     0.901058     0.393309     1.005282
50906.25     0.591816     0.367747     0.602165
50906.50     0.597879     0.531187     1.008079
50906.75     0.310352     0.322222     0.997724
50907.00     0.331086     0.235483     0.967836
50907.25     0.150137     0.234106     1.169756
50907.50     0.323654     0.397655     1.377575
50907.75     0.048591     0.133817     1.111558
50908.00     0.139441    -0.018959     1.314964
50908.25    -0.026797    -0.122770     1.504134
50908.50     0.055134     0.046803     1.896395
50908.75    -0.087229    -0.042151     2.013702
50909.00     0.237341    -0.089853     2.261689
50909.25     0.197899    -0.103960     2.410735
50909.50     0.349813     0.079900     2.708318
50909.75     0.293488     0.028592     2.960722
50910.00     0.430789     0.070947     3.029713
50910.25     0.376780     0.097689     2.443027
50910.50     0.565720     0.360189     2.304734
50910.75     0.495385     0.365175     1.901282
50911.00     0.587362     0.393613     1.473539
50911.25     0.670559     0.486155     0.874537
50911.50     0.894098     0.771913     0.945793
50911.75     0.809187     0.761935     1.174496
50912.00     0.790182     0.641239     1.422548
50912.25     0.614540     0.615146     1.704684
50912.50     0.628448     0.871292     2.098734
50912.75     0.141009     0.804242     2.668516
50913.00     0.069383     0.770982     3.182913
50913.25    -0.339223     0.582315     3.196210
50913.50    -0.378258     0.504951     2.730532
50913.75    -0.641742     0.179554     2.223289
50914.00    -0.441240     0.055154     1.777550
50914.25    -0.208064    -0.059848     0.562732
50914.50     0.107927     0.120279    -0.165833
50914.75     0.273107     0.016839    -0.790400
50915.00     0.661729     0.070959    -0.791007
50915.25     0.883691     0.143333    -1.452511
50915.50     1.259584     0.391975    -1.956742
50915.75     1.159482     0.358764    -1.925238
50916.00     1.222856     0.352342    -1.594113
50916.25     1.010036     0.357534    -1.692879
50916.50     1.109750     0.543224    -1.493811
50916.75     0.882516     0.499237    -0.930036
50917.00     0.958397     0.492855    -0.091717
50917.25     0.776352     0.469998     0.198238
50917.50     0.860078     0.656196     0.742964
50917.75     0.590655     0.555312     1.457167
50918.00     0.676079     0.486381     1.930432
50918.25     0.575006     0.439285     2.019831
50918.50     0.753085     0.533203     2.243907
50918.75     0.470885     0.382501     1.821634
50919.00     0.707429     0.361753     1.667825
50919.25     0.721116     0.393367     0.974222
50919.50     0.878489     0.682641     0.883786
50919.75     0.730464     0.689270     0.618638
50920.00     0.727051     0.756831     1.193957
50920.25     0.501076     0.826290     1.411961
50920.50     0.376408     1.026948     1.786175
50920.75     0.041360     0.774382     1.476110
50921.00    -0.149800     0.450208     1.185306
50921.25    -0.384915     0.163892     0.163734
50921.50    -0.491564     0.147166    -0.354618
50921.75    -0.794859    -0.114906    -0.739395
50922.00    -0.790125    -0.181161    -1.032717
50922.25    -0.822953    -0.179258    -1.567095
50922.50    -0.737402     0.054460    -1.781132
50922.75    -0.865677     0.078994    -1.826338
50923.00    -0.914963     0.224310    -1.366578
50923.25    -1.131489     0.345575    -0.891754
50923.50    -1.424737     0.404176    -0.304996
50923.75    -1.871551     0.025322    -1.072898
50924.00    -2.001863    -0.131059    -1.732501
50924.25    -2.007656    -0.133388    -2.386414
50924.50    -1.884261     0.057805    -2.545012
50924.75    -2.101544    -0.057572    -2.649165
50925.00    -2.045882    -0.101987    -2.470611
50925.25    -1.960378    -0.082910    -2.680311
50925.50    -1.893711     0.117681    -2.577504
50925.75    -2.047352     0.088594    -2.382001
50926.00    -1.849010     0.174530    -1.868444
50926.25    -1.849348     0.248497    -1.701004
50926.50    -1.582970     0.498860    -1.231900
50926.75    -1.561218     0.493329    -0.587027
50927.00    -1.351893     0.592302     0.475945
50927.25    -1.248563     0.612804     1.034020
50927.50    -1.159612     0.721541     1.620293
50927.75    -1.170407     0.566518     1.768950
50928.00    -0.926518     0.476037     1.975662
50928.25    -0.759868     0.476544     1.561904
50928.50    -0.484015     0.634859     1.615266
50928.75    -0.465777     0.337954     0.910913
50929.00    -0.245473     0.232232     0.608135
50929.25    -0.190422     0.125313    -0.048057
50929.50     0.099512     0.322137    -0.066558
50929.75    -0.115079     0.160949    -0.377502
50930.00    -0.165079    -0.010480    -0.694434
50930.25    -0.250846    -0.225949    -1.489563
50930.50    -0.226768    -0.203317    -1.826316
50930.75    -0.631375    -0.460350    -2.421477
50931.00    -0.603748    -0.574556    -2.633087
50931.25    -0.696902    -0.654480    -3.140208
50931.50    -0.651515    -0.497614    -3.111785
50931.75    -0.990671    -0.657740    -3.028064
50932.00    -0.842023    -0.560864    -2.147751
50932.25    -0.893314    -0.445458    -1.998452
50932.50    -0.790494    -0.162419    -1.525269
50932.75    -0.980353    -0.211772    -0.990157
50933.00    -0.880631    -0.086509    -0.101124
50933.25    -0.634504     0.052183     0.035713
50933.50    -0.457907     0.332604     0.496059
50933.75    -0.478942     0.304591     0.781291
50934.00    -0.399679     0.306884     1.422618
50934.25    -0.246395     0.353390     1.420896
50934.50     0.051532     0.590568     1.847024
50934.75    -0.072373     0.509527     1.972081
50935.00     0.160614     0.543071     2.405510
50935.25     0.276709     0.640681     2.472918
50935.50     0.484091     0.888017     2.985484
50935.75     0.365449     0.715165     3.087405
50936.00     0.502484     0.612597     3.402112
50936.25     0.601504     0.596218     3.102037
50936.50     0.960063     0.804328     3.286579
50936.75     0.880377     0.669702     3.088438
50937.00     0.852094     0.587347     3.036551
50937.25     0.794073     0.525832     2.343386
50937.50     0.962490     0.744685     2.189457
50937.75     0.746319     0.633171     1.569730
50938.00     0.826938     0.689153     1.718783
50938.25     0.950004     0.703649     1.242876
50938.50     1.144982     0.818236     0.975859
50938.75     0.939505     0.614733     0.481642
50939.00     1.033819     0.506019     0.401235
50939.25     0.955039     0.498553     0.292303
50939.50     0.954110     0.661040     0.465345
50939.75     0.554495     0.442247     0.274785
50940.00     0.487752     0.344257     0.358119
50940.25     0.256013     0.244050    -0.005155
50940.50     0.306930     0.427761     0.383208
50940.75     0.075444     0.283792     0.704088
50941.00     0.139060     0.251196     1.334108
50941.25     0.196201     0.292305     1.492273
50941.50     0.601858     0.595040     1.957831
50941.75     0.472611     0.469245     1.701822
50942.00     0.776873     0.487261     1.624864
50942.25     0.870477     0.478071     0.948490
50942.50     1.108443     0.708168     0.672028
50942.75     0.998226     0.603704     0.074993
50943.00     1.213530     0.571127     0.128981
50943.25     1.103680     0.569538    -0.143296
50943.50     1.311901     0.817701     0.238959
50943.75     1.176693     0.665995     0.277596
50944.00     1.293728     0.721009     0.807846
50944.25     1.229295     0.678438     0.780232
50944.50     1.427455     0.876239     0.951643
50944.75     1.159754     0.685651     0.668765
50945.00     1.307627     0.632492     0.683825
50945.25     1.473663     0.631095     0.212681
50945.50     1.781573     0.738309    -0.020952
50945.75     1.497908     0.467399    -0.476459
50946.00     1.676878     0.353398    -0.493628
50946.25     1.737893     0.271426    -0.754561
50946.50     1.817157     0.338045    -1.159581
50946.75     1.627948     0.262797    -0.840075
50947.00     1.550721     0.136718    -0.463756
50947.25     1.536388     0.127716    -0.634481
50947.50     1.539361     0.233680    -0.632093
50947.75     1.357042     0.167483    -0.335154
50948.00     1.364191     0.165333     0.052312
50948.25     1.274348     0.175068    -0.088975
50948.50     1.360760     0.324783    -0.110628
50948.75     1.029092     0.252922    -0.077265
50949.00     0.861911     0.291168     0.157863
50949.25     0.685758     0.352547    -0.025399
50949.50     0.724306     0.529983    -0.048101
50949.75     0.325767     0.382415    -0.239015
50950.00     0.175288     0.323285     0.095889
50950.25     0.032478     0.284923    -0.277816
50950.50     0.081315     0.395276    -0.310571
50950.75    -0.128799     0.187434    -0.031763
50951.00    -0.088901     0.096433     0.508330
50951.25    -0.008557     0.021429     0.317850
50951.50     0.200648     0.162279     0.481563
50951.75     0.047088     0.154745     0.605156
50952.00     0.041109     0.194047     0.817415
50952.25     0.043620     0.258643     0.779114
50952.50     0.241178     0.520546     1.116821
50952.75     0.085962     0.459706     1.237111
50953.00     0.052403     0.432199     1.632543
50953.25     0.069993     0.450867     1.750198
50953.50     0.223595     0.621511     2.168160
50953.75    -0.119764     0.445793     2.515973
50954.00    -0.072150     0.441948     3.218525
50954.25    -0.096021     0.382228     3.271841
50954.50     0.121713     0.507816     3.506155
50954.75    -0.046325     0.303648     3.451600
50955.00     0.219601     0.170829     3.119836
50955.25     0.181367     0.106772     2.339312
50955.50     0.386059     0.264883     2.211708
50955.75     0.210001     0.153409     1.869876
50956.00     0.293232     0.075675     1.717923
50956.25     0.295397     0.053038     1.630164
50956.50     0.431695     0.267912     1.960891
50956.75     0.235689     0.210816     1.799009
50957.00     0.408951     0.198667     1.842350
50957.25     0.341670     0.122327     1.286101
50957.50     0.451945     0.300941     1.288516
50957.75     0.325743     0.227900     1.134506
50958.00     0.380879     0.233293     1.352325
50958.25     0.117507     0.133804     0.898306
50958.50     0.229231     0.382371     1.268100
50958.75    -0.042778     0.273805     1.400981
50959.00    -0.109480     0.240895     1.779450
50959.25    -0.134740     0.223982     1.671394
50959.50    -0.008806     0.286928     1.622959
50959.75    -0.189561     0.066941     1.321290
50960.00    -0.065683    -0.040246     0.985552
50960.25     0.013794    -0.051409     0.280722
50960.50     0.227135     0.159510     0.044046
50960.75     0.020113     0.028036    -0.016857
50961.00     0.098535     0.107721     0.636833
50961.25     0.207047     0.166761     0.471637
50961.50     0.419369     0.373847     0.725920
50961.75     0.345534     0.321089     0.864838
50962.00     0.444678     0.453159     1.526932
50962.25     0.405070     0.517276     1.733165
50962.50     0.651285     0.659218     2.190882
50962.75     0.528138     0.610904     2.467127
50963.00     0.589639     0.626869     2.778203
50963.25     0.625262     0.533735     2.219709
50963.50     0.950040     0.657228     1.795591
50963.75     0.742880     0.493219     1.182742
50964.00     0.716532     0.503869     1.158689
50964.25     0.644154     0.643422     0.874114
50964.50     0.516615     1.051649     1.775858
50964.75    -0.071245     1.190401     3.456527
50965.00    -0.339301     1.082636     4.797602
50965.25    -0.315034     0.891112     4.419420
50965.50    -0.188605     1.069233     4.526566
50965.75    -0.248882     0.975154     3.946228
50966.00    -0.145283     0.961338     3.619422
50966.25    -0.060638     1.051811     3.234596
50966.50     0.085788     1.229426     3.606400
50966.75    -0.219789     1.164177     4.145601
50967.00    -0.345664     1.184485     4.851087
50967.25    -0.635615     1.070484     5.133062
50967.50    -0.631161     1.044480     5.322862
50967.75    -0.767526     0.703108     4.650082
50968.00    -0.808131     0.523860     4.246599
50968.25    -0.874732     0.386655     3.911102
50968.50    -0.764105     0.510428     4.175450
50968.75    -0.995912     0.291068     4.214284
50969.00    -0.880660     0.185558     4.129988
50969.25    -0.907123     0.098498     3.978426
50969.50    -0.923339     0.173173     3.924433
50969.75    -1.013982     0.040064     3.252209
50970.00    -0.847811     0.075632     2.833914
50970.25    -0.688328     0.138884     2.355658
50970.50    -0.474486     0.300297     2.251584
50970.75    -0.385044     0.142559     1.524553
50971.00    -0.105271     0.106311     1.264374
50971.25     0.002007     0.154624     0.834893
50971.50     0.369749     0.418108     0.943821
50971.75     0.408799     0.324710     0.726740
50972.00     0.644661     0.237036     0.840247
50972.25     0.759524     0.166922     0.551420
50972.50     1.139876     0.309243     0.558161
50972.75     1.179646     0.146465    -0.028120
50973.00     1.391818     0.064079    -0.385855
50973.25     1.558475     0.071126    -0.607391
50973.50     1.731479     0.250554    -0.680653
50973.75     1.458053     0.176633    -0.586960
50974.00     1.421684     0.229074    -0.243145
50974.25     1.379684     0.328642    -0.254274
50974.50     1.453721     0.575177    -0.240957
50974.75     1.230612     0.488936    -0.228373
50975.00     1.264882     0.523202     0.255463
50975.25     1.455846     0.545922    -0.108904
50975.50     1.510882     0.740528    -0.159483
50975.75     1.392367     0.625798    -0.326880
50976.00     1.389156     0.724625     0.252690
50976.25     1.327948     0.809144     0.292112
50976.50     1.333324     1.050217     0.741592
50976.75     1.170366     0.972689     1.257936
50977.00     1.120189     0.984420     1.939589
50977.25     1.236855     1.064878     2.484097
50977.50     1.409636     1.272520     3.357496
50977.75     1.214974     1.193663     3.598716
50978.00     1.172560     1.150536     3.912249
50978.25     1.001889     1.155935     3.761019
50978.50     0.977455     1.385997     4.221457
50978.75     0.548889     1.246729     3.937915
50979.00     0.410641     1.184979     4.012785
50979.25     0.247261     1.139037     3.664319
50979.50     0.122747     1.227659     3.706566
50979.75    -0.031453     1.043848     3.061700
50980.00    -0.109655     0.976060     2.898417
50980.25    -0.109851     0.914908     2.418256
50980.50     0.022389     1.045928     2.338985
50980.75    -0.067711     0.808993     1.920447
50981.00    -0.066713     0.673106     1.547308
50981.25    -0.145904     0.632342     0.806745
50981.50    -0.128335     0.772723     0.481432
50981.75    -0.227653     0.570361     0.076255
50982.00    -0.136012     0.517633     0.267184
50982.25    -0.065777     0.530480     0.262388
50982.50     0.088645     0.722955     0.505286
50982.75    -0.047472     0.618163     0.506308
50983.00     0.061314     0.566827     0.727945
50983.25     0.127180     0.590418     0.820000
50983.50     0.122811     0.756852     1.038272
50983.75     0.010486     0.663590     1.246490
50984.00     0.015610     0.667607     1.569968
50984.25     0.086588     0.608352     1.384933
50984.50     0.249684     0.761589     1.483523
50984.75     0.271162     0.631128     1.180961
50985.00     0.512733     0.574999     1.183014
50985.25     0.702551     0.545785     0.418068
50985.50     0.927560     0.728746     0.221442
50985.75     0.756169     0.554528    -0.332990
50986.00     0.881804     0.524370    -0.245638
50986.25     0.974162     0.488880    -0.653265
50986.50     1.219548     0.656920    -0.451261
50986.75     1.077785     0.499159    -0.289473
50987.00     1.290216     0.537035     0.388237
50987.25     1.420552     0.544142     0.417991
50987.50     1.657698     0.673397     0.499048
50987.75     1.481386     0.527196     0.523626
50988.00     1.589803     0.559843     1.136666
50988.25     1.593503     0.541255     0.625288
50988.50     1.748486     0.723519     0.582962
50988.75     1.569728     0.618594     0.381274
50989.00     1.596399     0.702306     0.801341
50989.25     1.529494     0.688769     0.425187
50989.50     1.751896     0.904998     0.745867
50989.75     1.541159     0.760652     0.875124
50990.00     1.596711     0.851175     1.647776
50990.25     1.555341     0.935109     2.050776
50990.50     1.544279     1.143128     2.708709
50990.75     1.287922     1.047332     3.040228
50991.00     1.332545     1.029629     3.452471
50991.25     1.354869     1.083158     3.540908
50991.50     1.461368     1.180780     3.545190
50991.75     1.412472     0.937716     2.519915
50992.00     1.481446     0.721073     1.467342
50992.25     1.426285     0.630144     0.758706
50992.50     1.470685     0.704021     0.390380
50992.75     1.195360     0.638272     0.445693
50993.00     1.216594     0.658738     0.775420
50993.25     1.266267     0.747052     1.025040
50993.50     1.300103     0.983022     1.825619
50993.75     0.958343     0.966325     2.758367
50994.00     0.871867     1.026936     3.655953
50994.25     0.824992     1.062424     3.850705
50994.50     0.848279     1.369104     4.581655
50994.75     0.531927     1.315285     4.938763
50995.00     0.533022     1.239019     5.081211
50995.25     0.456127     1.142358     4.843837
50995.50     0.448861     1.172955     4.398148
50995.75     0.352928     0.904130     3.555452
50996.00     0.592793     0.746568     2.895682
50996.25     0.742369     0.609751     1.937501
50996.50     0.831647     0.623327     1.171796
50996.75     0.578190     0.439383     0.505787
50997.00     0.638548     0.426500     0.234958
50997.25     0.635232     0.354676    -0.325852
50997.50     0.908114     0.579728    -0.171386
50997.75     0.778431     0.458647    -0.274481
50998.00     0.959424     0.495461     0.015422
50998.25     1.086565     0.631102     0.070632
50998.50     1.299804     0.867587     0.336665
50998.75     1.204734     0.756849     0.384978
50999.00     1.319369     0.728089     0.653322
50999.25     1.356737     0.710817     0.554594
50999.50     1.502073     0.821493     0.335409
50999.75     1.248068     0.651779    -0.211337
51000.00     1.338201     0.567509    -0.357712
51000.25     1.296207     0.521271    -0.745275
51000.50     1.442924     0.677161    -0.908456
51000.75     1.187057     0.530930    -0.953640
51001.00     1.289278     0.551962    -0.723183
51001.25     1.406819     0.552028    -0.745523
51001.50     1.566588     0.739527    -0.407959
51001.75     1.502888     0.617328    -0.267770
51002.00     1.537735     0.658037     0.313154
51002.25     1.642278     0.737103     0.340987
51002.50     1.599457     0.923722     0.724647
51002.75     1.278547     0.766502     0.679731
51003.00     1.159960     0.728665     1.235902
51003.25     1.058122     0.728231     1.423854
51003.50     0.863824     0.799780     1.869576
51003.75     0.609965     0.599264     1.781441
51004.00     0.610839     0.586840     2.141130
51004.25     0.528842     0.645735     1.954219
51004.50     0.561007     0.803275     2.154513
51004.75     0.467690     0.678812     1.760127
51005.00     0.599361     0.635679     1.668170
51005.25     0.670801     0.686887     1.646215
51005.50     0.855010     0.889299     1.973066
51005.75     0.703047     0.777411     1.775316
51006.00     0.961946     0.722258     1.719431
51006.25     1.158363     0.744302     1.536727
51006.50     1.398487     0.889453     1.626878
51006.75     1.206426     0.773933     1.599270
51007.00     1.282327     0.777941     1.890745
51007.25     1.314045     0.773007     1.675717
51007.50     1.360420     0.896619     1.827943
51007.75     1.074860     0.756770     1.715640
51008.00     1.006568     0.671550     1.846331
51008.25     0.881122     0.609846     1.447680
51008.50     0.894129     0.709533     1.490180
51008.75     0.610763     0.544399     1.164708
51009.00     0.521946     0.449845     1.041710
51009.25     0.503352     0.423917     0.543394
51009.50     0.549480     0.503934     0.371294
51009.75     0.404454     0.364545     0.052887
51010.00     0.496594     0.350239     0.278284
51010.25     0.594035     0.426712     0.149565
51010.50     0.689983     0.602543     0.285470
51010.75     0.533165     0.519929     0.465699
51011.00     0.634896     0.556691     0.987671
51011.25     0.559635     0.592917     1.113331
51011.50     0.645036     0.802031     1.629543
51011.75     0.391409     0.694191     1.859482
51012.00     0.402823     0.648938     2.323699
51012.25     0.329001     0.601063     2.369893
51012.50     0.487007     0.698660     2.198613
51012.75     0.170147     0.515413     1.599780
51013.00     0.278827     0.413743     1.213619
51013.25     0.277213     0.446940     0.702384
51013.50     0.285280     0.587159     0.347767
51013.75    -0.078096     0.518782     0.186031
51014.00    -0.146104     0.591334     0.640631
51014.25    -0.300220     0.696099     0.741909
51014.50    -0.388363     0.904994     1.325322
51014.75    -0.729684     0.693030     1.176765
51015.00    -0.652818     0.594794     1.081106
51015.25    -0.624763     0.523228     0.407276
51015.50    -0.405695     0.703436     0.371408
51015.75    -0.687595     0.582337     0.410251
51016.00    -0.688975     0.557988     0.996694
51016.25    -0.818185     0.451181     1.325559
51016.50    -0.611114     0.468219     1.789235
51016.75    -0.699560     0.237895     1.522322
51017.00    -0.460373     0.239257     1.574288
51017.25    -0.320121     0.316729     1.437523
51017.50    -0.066104     0.532917     1.636717
51017.75    -0.327641     0.445497     1.604371
51018.00    -0.150859     0.414302     1.970582
51018.25     0.043603     0.398612     1.657364
51018.50     0.297752     0.498196     1.474836
51018.75     0.325729     0.313165     0.836545
51019.00     0.560933     0.249875     0.499760
51019.25     0.735919     0.250143     0.049851
51019.50     0.851050     0.327239    -0.216886
51019.75     0.804100     0.251946    -0.374734
51020.00     0.877310     0.258192    -0.501298
51020.25     0.844435     0.262280    -0.827350
51020.50     0.941358     0.476605    -0.602999
51020.75     0.572127     0.359547    -0.342981
51021.00     0.567893     0.391769     0.096764
51021.25     0.588956     0.472836     0.199576
51021.50     0.721950     0.709727     0.830736
51021.75     0.393951     0.582716     1.175414
51022.00     0.505307     0.613732     1.900600
51022.25     0.553787     0.649495     2.253953
51022.50     0.676529     0.809028     2.741557
51022.75     0.519140     0.676359     2.548064
51023.00     0.712022     0.712400     3.165868
51023.25     0.591002     0.755997     3.552730
51023.50     0.469067     0.821313     3.788709
51023.75     0.253168     0.570028     3.112405
51024.00     0.253441     0.452170     2.624869
51024.25     0.172155     0.386286     1.810880
51024.50     0.160282     0.441322     1.198841
51024.75    -0.106300     0.250373     0.606649
51025.00    -0.066014     0.160266     0.250159
51025.25     0.000485     0.150020    -0.482202
51025.50     0.099740     0.284041    -0.880102
51025.75    -0.117884     0.004046    -1.617528
51026.00     0.021271    -0.061716    -1.896395
51026.25     0.125831    -0.102585    -2.675122
51026.50     0.127923    -0.031827    -3.246160
51026.75    -0.134510    -0.195657    -3.562882
51027.00    -0.146941    -0.191487    -3.316199
51027.25    -0.195095    -0.226250    -3.505420
51027.50    -0.084496    -0.051394    -3.044766
51027.75    -0.304726    -0.199687    -2.724459
51028.00    -0.237575    -0.188624    -2.283712
51028.25    -0.105827    -0.164844    -2.439582
51028.50     0.257598     0.030481    -2.192724
51028.75     0.165521    -0.080222    -2.496360
51029.00     0.323211    -0.057126    -2.310907
51029.25     0.615951     0.022310    -2.538706
51029.50     0.855838     0.226939    -2.572742
51029.75     0.654724     0.117544    -2.928333
51030.00     0.735091     0.107641    -2.607027
51030.25     0.836789     0.175869    -2.852198
51030.50     0.899915     0.311742    -2.919626
51030.75     0.622720     0.140890    -3.094065
51031.00     0.795007     0.212510    -2.562890
51031.25     0.730062     0.179296    -2.779477
51031.50     0.871548     0.322463    -2.540421
