-----------------------------------------------
3D SITE DISPLACEMENT DUE TO ATMOSPHERIC LOADING
-----------------------------------------------
METEOROLOGICAL CENTER & DEGREE 1 :     NCEP_CME
CMEA : CENTER OF MASS OF THE EARTH + ATMOSPHERE
CME  : CENTER OF MASS OF THE SOLID EARTH  ALONE
SITE COORDINATES ACCORDING TO ITRF2000 SOLUTION
-----------------------------------------------
CREATOR EMAIL : PASCAL.GEGOUT@EOST.U-STRASBG.FR
-----------------------------------------------
IMPZ        49718.000    1995     1     1     0
IMPZ        52274.750    2001    12    31    18
IMPZ      4289656.535 -4680885.000  -606347.402
50824.75     0.367343     0.088205     1.440749
50825.00     0.328841     0.143736     0.612684
50825.25     0.381357     0.037970     1.245123
50825.50     0.263227    -0.071091     0.065628
50825.75     0.372994     0.055252     1.849141
50826.00     0.346236     0.107176     0.655964
50826.25     0.372200    -0.026028     0.928746
50826.50     0.330763    -0.077970    -0.136569
50826.75     0.448393     0.142027     1.833392
50827.00     0.509030     0.230514     1.398166
50827.25     0.497918     0.106978     1.863965
50827.50     0.368927     0.003463     0.967002
50827.75     0.453023     0.132425     2.893966
50828.00     0.396291     0.133541     1.784912
50828.25     0.432859     0.045963     2.155845
50828.50     0.363154    -0.040689     0.868634
50828.75     0.465686     0.091019     2.598991
50829.00     0.514726     0.144043     1.477518
50829.25     0.460782     0.092986     1.510730
50829.50     0.342576    -0.039739     0.075036
50829.75     0.424940     0.099174     1.684140
50830.00     0.324228     0.139171    -0.004633
50830.25     0.335050     0.068158     0.643765
50830.50     0.322432    -0.059872    -0.088221
50830.75     0.458294     0.195146     1.746170
50831.00     0.255996     0.196707     0.208844
50831.25     0.253912     0.026354     0.449618
50831.50     0.222098    -0.046965    -0.113220
50831.75     0.251401     0.191330     1.583652
50832.00     0.217641     0.216641     0.725420
50832.25     0.243533     0.113542     0.796436
50832.50     0.206859     0.043667     0.160921
50832.75     0.279608     0.259733     1.583010
50833.00     0.230429     0.256104     0.211070
50833.25     0.229992     0.087162     0.457604
50833.50     0.243935     0.019776    -0.169721
50833.75     0.316430     0.264281     1.188647
50834.00     0.318235     0.235356     0.629219
50834.25     0.384261     0.156334     1.030802
50834.50     0.373787     0.015170     0.209128
50834.75     0.468231     0.245568     1.935523
50835.00     0.408328     0.224633     1.123661
50835.25     0.427431     0.148363     1.715901
50835.50     0.388283     0.035792     0.726491
50835.75     0.430180     0.163624     1.707688
50836.00     0.389393     0.264002     1.223477
50836.25     0.372657     0.138764     1.638038
50836.50     0.372961     0.057701     0.367202
50836.75     0.440268     0.187582     2.046202
50837.00     0.316840     0.306299     0.896241
50837.25     0.297109     0.171790     0.960175
50837.50     0.208793     0.067228    -0.437698
50837.75     0.362675     0.217006     0.995687
50838.00     0.280020     0.314154     0.142303
50838.25     0.258390     0.178036     0.052835
50838.50     0.224320     0.060777    -0.428391
50838.75     0.305232     0.164305     1.194979
50839.00     0.255229     0.255703     0.226553
50839.25     0.230744     0.131941    -0.031267
50839.50     0.161138     0.009613    -0.721028
50839.75     0.278460     0.107212     0.504473
50840.00     0.219246     0.208105    -0.601741
50840.25     0.179366     0.102607    -0.635862
50840.50     0.139956     0.041169    -1.432186
50840.75     0.162799     0.166297    -0.471673
50841.00     0.159505     0.206448    -0.843367
50841.25     0.046812     0.047824    -1.112424
50841.50    -0.044529    -0.035489    -2.437552
50841.75    -0.008345     0.078100    -0.945080
50842.00     0.009739     0.108069    -1.475225
50842.25    -0.037003    -0.023355    -1.138731
50842.50    -0.065665    -0.057397    -2.075583
50842.75    -0.020365     0.078692    -0.715663
50843.00    -0.008492     0.139576    -0.924403
50843.25     0.011112     0.039011    -0.558486
50843.50    -0.047855     0.013450    -1.388850
50843.75     0.056484     0.203340     0.070301
50844.00     0.026223     0.201514    -0.699047
50844.25     0.032776     0.094049    -0.572464
50844.50    -0.001308     0.032882    -1.190519
50844.75     0.077842     0.148458     0.222641
50845.00     0.122747     0.251939    -0.297448
50845.25     0.112280     0.145451     0.368436
50845.50     0.100418     0.077705    -0.977549
50845.75     0.149385     0.218321     0.272785
50846.00     0.121390     0.264685    -0.409856
50846.25     0.129649     0.143022    -0.008471
50846.50     0.031825     0.064682    -0.831034
50846.75     0.133398     0.216602     0.446772
50847.00     0.133339     0.287115    -0.146972
50847.25     0.188361     0.235354     0.130400
50847.50     0.131436     0.169266    -0.828093
50847.75     0.252972     0.316329     0.677401
50848.00     0.229939     0.335195    -0.244579
50848.25     0.239927     0.212229     0.488564
50848.50     0.162462     0.109786    -0.847933
50848.75     0.262610     0.274295     0.803525
50849.00     0.215630     0.284554    -0.191680
50849.25     0.176000     0.164688     0.262105
50849.50     0.080946     0.066718    -0.938215
50849.75     0.165435     0.176683     0.547852
50850.00     0.132775     0.238052     0.204476
50850.25     0.110719     0.016527     0.007005
50850.50     0.031993    -0.096003    -0.943841
50850.75     0.129158     0.027784     0.211979
50851.00     0.084919     0.069625    -0.430383
50851.25     0.011972    -0.142974    -1.319518
50851.50    -0.103662    -0.179769    -1.576040
50851.75    -0.022453    -0.104562    -0.093391
50852.00    -0.045130    -0.007339    -0.581244
50852.25    -0.058700    -0.102855    -0.350742
50852.50    -0.123147    -0.134295    -1.228658
50852.75    -0.021346     0.049892     0.463983
50853.00    -0.011712     0.063228    -0.316457
50853.25    -0.009918    -0.069469    -0.030303
50853.50    -0.037581    -0.097650    -1.306142
50853.75     0.052903     0.046693     0.559154
50854.00     0.038660     0.047449     0.018203
50854.25     0.013037    -0.059619    -0.036057
50854.50    -0.106527    -0.194185    -1.026239
50854.75    -0.112057    -0.149297     0.241631
50855.00    -0.114036    -0.101905    -0.463392
50855.25    -0.094199    -0.283152     0.124754
50855.50    -0.235896    -0.301956    -1.530673
50855.75    -0.178768    -0.182228     0.223442
50856.00    -0.181808    -0.198035    -0.537663
50856.25    -0.092483    -0.222646    -0.077869
50856.50    -0.241096    -0.254520    -1.506871
50856.75    -0.182136    -0.165709    -0.265462
50857.00    -0.219853    -0.134377    -0.882681
50857.25    -0.151530    -0.202641    -0.513862
50857.50    -0.253455    -0.244462    -1.682139
50857.75    -0.173797    -0.070307    -0.253236
50858.00    -0.216855    -0.090836    -0.961315
50858.25    -0.200349    -0.223586    -0.862488
50858.50    -0.271569    -0.322981    -1.740411
50858.75    -0.205039    -0.162068    -0.241651
50859.00    -0.221326    -0.187172    -1.212075
50859.25    -0.211643    -0.315163    -1.333718
50859.50    -0.204379    -0.352276    -1.954771
50859.75    -0.123960    -0.209724    -0.510017
50860.00    -0.099589    -0.120881    -0.818646
50860.25    -0.148255    -0.224246    -1.908164
50860.50    -0.139759    -0.186058    -1.860520
50860.75    -0.014664    -0.022902    -0.217335
50861.00    -0.018292     0.018183    -0.466980
50861.25     0.007257     0.018174    -0.386207
50861.50     0.049290    -0.022078    -0.703085
50861.75     0.115900     0.099740     0.698173
50862.00     0.157995     0.213073     0.823418
50862.25     0.183883     0.022212     0.411020
50862.50     0.097356    -0.022968    -0.355206
50862.75     0.194281     0.128852     0.898353
50863.00     0.161056     0.191680     0.339853
50863.25     0.064046     0.018377    -0.075256
50863.50     0.046743    -0.016784    -0.423805
50863.75     0.098933     0.077280     0.785372
50864.00     0.057659     0.153775     0.202269
50864.25     0.064892     0.013834     0.087689
50864.50     0.036695     0.019997    -0.344964
50864.75     0.139084     0.139976     0.936426
50865.00     0.109983     0.183949     0.149678
50865.25     0.060671     0.001704    -0.110165
50865.50    -0.008788    -0.069495    -1.008941
50865.75     0.053306     0.066584     0.187707
50866.00     0.051362     0.040915    -0.561741
50866.25     0.037988    -0.060482    -0.538442
50866.50    -0.054538    -0.115191    -1.233310
50866.75     0.042154    -0.039249     0.105077
50867.00    -0.007252     0.017706    -0.482689
50867.25     0.036866    -0.024113    -0.438321
50867.50    -0.036395    -0.099006    -1.144917
50867.75     0.051495     0.064559     0.668661
50868.00     0.010580     0.058058    -0.518948
50868.25    -0.032116    -0.015897    -0.584121
50868.50    -0.089372    -0.130915    -1.026260
50868.75     0.021521     0.016687     0.463558
50869.00     0.025540     0.020865    -0.170756
50869.25    -0.014983    -0.000021     0.195561
50869.50    -0.034273    -0.106453    -0.802915
50869.75     0.087920     0.050484     0.930751
50870.00     0.082937     0.163201     0.693620
50870.25     0.087618     0.066947     0.970772
50870.50     0.026429    -0.015450    -0.123134
50870.75     0.122701     0.118139     1.524195
50871.00     0.125853     0.203039     1.248078
50871.25     0.080421     0.150800     1.041092
50871.50     0.030450    -0.020065    -0.004712
50871.75     0.155437     0.128795     1.352121
50872.00     0.173287     0.199665     0.955669
50872.25     0.127803     0.076979     1.013790
50872.50     0.072770    -0.016806     0.016669
50872.75     0.139821     0.113004     1.522498
50873.00     0.128983     0.118283     1.060049
50873.25     0.098587     0.008951     0.775178
50873.50     0.060295    -0.035653     0.233999
50873.75     0.153400     0.117434     1.788109
50874.00     0.166680     0.172442     1.157092
50874.25     0.162282     0.051503     1.255318
50874.50     0.059296    -0.022501     0.163926
50874.75     0.134951     0.112559     2.174210
50875.00     0.112354     0.187101     0.852346
50875.25     0.041858     0.029799     0.730269
50875.50    -0.003314    -0.047166    -0.463637
50875.75     0.095850     0.059094     0.434355
50876.00     0.080757     0.114072    -0.004021
50876.25     0.063563     0.058335     0.319998
50876.50     0.031254    -0.042692    -0.937830
50876.75     0.091012     0.053936     0.315052
50877.00     0.074046     0.103696     0.045455
50877.25     0.089485     0.070662     0.419637
50877.50     0.016252    -0.077740    -0.426012
50877.75     0.095817     0.066471     1.220077
50878.00     0.094267     0.130029     0.696715
50878.25     0.159511     0.033105     1.260584
50878.50     0.138902    -0.019961     0.260922
50878.75     0.305819     0.162329     2.179593
50879.00     0.262223     0.176850     1.385555
50879.25     0.271823     0.120284     1.421834
50879.50     0.233085    -0.011358     0.350548
50879.75     0.255986     0.127887     1.946862
50880.00     0.134040     0.131158     0.541240
50880.25     0.188191     0.101886     1.753022
50880.50     0.150958    -0.061221     0.100161
50880.75     0.198160     0.018918     1.348066
50881.00     0.214146     0.068033     0.745805
50881.25     0.268043    -0.052178     0.830443
50881.50     0.213727    -0.093766     0.340355
50881.75     0.283891     0.045986     1.626080
50882.00     0.307091     0.078344     1.200510
50882.25     0.260098    -0.014954     1.543396
50882.50     0.182193    -0.124663     0.326054
50882.75     0.225881     0.022443     1.638170
50883.00     0.161634     0.035961     0.715771
50883.25     0.159748     0.036357     1.247945
50883.50     0.072025    -0.050444     0.334128
50883.75     0.182446     0.118048     1.976537
50884.00     0.040131     0.139186     0.728950
50884.25    -0.016836    -0.067303     0.488912
50884.50    -0.071795    -0.175829    -0.673582
50884.75    -0.040667    -0.073120     1.021993
50885.00     0.000610     0.013362     0.472584
50885.25    -0.067944    -0.157020     0.811656
50885.50    -0.117361    -0.191369    -0.234637
50885.75    -0.006232    -0.069065     1.367238
50886.00    -0.002181     0.008540     0.875653
50886.25     0.037354    -0.096301     1.112859
50886.50    -0.033285    -0.179512    -0.159311
50886.75     0.128570    -0.015039     1.711179
50887.00     0.128244     0.065875     0.928641
50887.25     0.169429    -0.028158     0.780351
50887.50     0.096502    -0.089360    -0.052259
50887.75     0.271571     0.078456     1.845064
50888.00     0.241327     0.164223     0.868212
50888.25     0.252981     0.093183     0.962696
50888.50     0.217415     0.033014    -0.031421
50888.75     0.331312     0.205390     1.932230
50889.00     0.343223     0.172853     0.270330
50889.25     0.350583     0.127055     0.791981
50889.50     0.307840     0.093229     0.348349
50889.75     0.379995     0.180016     1.814416
50890.00     0.315000     0.173390     0.425495
50890.25     0.270620     0.085209     0.791742
50890.50     0.227607    -0.057261    -0.117188
50890.75     0.268130     0.103457     1.434610
50891.00     0.232043     0.096062     0.651423
50891.25     0.185306    -0.013012     0.780540
50891.50     0.139561    -0.144412    -0.155844
50891.75     0.141903    -0.054946     1.321828
50892.00     0.215424     0.015682     0.420372
50892.25     0.125905    -0.068279     0.228466
50892.50     0.080471    -0.130620    -0.724451
50892.75     0.190853    -0.005847     0.983500
50893.00     0.184485     0.069558     0.044617
50893.25     0.165411     0.070748     0.630142
50893.50     0.122150    -0.022789    -0.563139
50893.75     0.308257     0.090634     1.476976
50894.00     0.234907     0.212613     0.621038
50894.25     0.231358     0.051342     1.441597
50894.50     0.167818    -0.014880     0.407926
50894.75     0.235757     0.061739     1.887351
50895.00     0.128371     0.090890     0.458296
50895.25     0.064775     0.028470     0.796940
50895.50     0.016080    -0.077811    -0.478120
50895.75     0.122392     0.024821     0.979324
50896.00     0.085472     0.045915     0.018330
50896.25     0.029295    -0.071858     0.300061
50896.50    -0.083941    -0.197959    -0.891927
50896.75     0.015265    -0.090251     0.587755
50897.00    -0.063304    -0.084462    -0.962213
50897.25    -0.128925    -0.270393    -0.396509
50897.50    -0.228514    -0.309096    -2.015576
50897.75    -0.100828    -0.163848    -0.217958
50898.00    -0.127334    -0.102980    -1.435447
50898.25    -0.020782    -0.181676    -1.295777
50898.50    -0.119515    -0.234224    -2.348593
50898.75    -0.036469    -0.012669    -0.825801
50899.00    -0.022155     0.110418    -1.299694
50899.25     0.054778     0.113511    -0.671457
50899.50    -0.049479     0.036250    -1.684298
50899.75     0.002229     0.134167     0.053593
50900.00    -0.025394     0.198311    -0.966667
50900.25    -0.046223     0.027586    -0.433649
50900.50    -0.087147    -0.031689    -1.374877
50900.75     0.002379     0.123215    -0.001383
50901.00    -0.001595     0.177903    -1.081952
50901.25    -0.028400     0.086037    -0.721071
50901.50    -0.093443    -0.035358    -1.556750
50901.75    -0.039239     0.143496     0.137446
50902.00     0.020451     0.172315    -0.205089
50902.25     0.021365     0.082052     0.107385
50902.50    -0.059045    -0.034032    -0.964877
50902.75     0.046657     0.130062     0.784755
50903.00     0.065564     0.182880    -0.192809
50903.25     0.060316     0.111024     0.468140
50903.50    -0.086463    -0.001766    -0.787550
50903.75    -0.026223     0.169778     0.721458
50904.00    -0.098939     0.112001    -0.543208
50904.25    -0.137115     0.027857     0.005263
50904.50    -0.268171    -0.115051    -1.643571
50904.75    -0.209727     0.032966     0.023972
50905.00    -0.293466    -0.012110    -1.682931
50905.25    -0.273417    -0.192524    -1.159948
50905.50    -0.397176    -0.274909    -2.439684
50905.75    -0.266493    -0.051699    -0.422988
50906.00    -0.252287    -0.117672    -1.346640
50906.25    -0.214868    -0.181760    -0.831562
50906.50    -0.323757    -0.252720    -1.616842
50906.75    -0.207379    -0.014669     0.030490
50907.00    -0.212065    -0.101947    -1.338972
50907.25    -0.171645    -0.101738    -0.937709
50907.50    -0.227969    -0.126230    -1.657867
50907.75    -0.105489     0.087365     0.242619
50908.00    -0.065303     0.085428    -1.168394
50908.25    -0.046246     0.116111    -0.657289
50908.50    -0.169943    -0.024598    -1.421583
50908.75    -0.056415     0.118313     0.138438
50909.00    -0.109364     0.128666    -0.964531
50909.25    -0.081277     0.080580    -0.185604
50909.50    -0.141280     0.014420    -1.420974
50909.75    -0.050319     0.182354     0.572038
50910.00    -0.075498     0.154064    -0.601381
50910.25    -0.129713     0.038534     0.103479
50910.50    -0.180184    -0.105522    -1.179462
50910.75    -0.125224     0.000415     0.157805
50911.00    -0.127755    -0.014735    -0.641860
50911.25    -0.110561    -0.070555    -0.555950
50911.50    -0.233650    -0.170646    -1.768973
50911.75    -0.127146    -0.064571     0.330458
50912.00    -0.068319    -0.011624    -0.806506
50912.25    -0.061796    -0.019919    -0.413014
50912.50    -0.133288    -0.073382    -1.004056
50912.75    -0.003437     0.084531     1.154941
50913.00     0.047070     0.120813     0.132018
50913.25     0.162248     0.068033     0.863194
50913.50     0.021081     0.061038    -0.352691
50913.75     0.137692     0.180068     1.097489
50914.00     0.155999     0.204823     0.299055
50914.25     0.126725     0.157158     0.780252
50914.50     0.012096    -0.040121    -0.718837
50914.75     0.103428     0.099307     1.015952
50915.00     0.011572     0.129377    -0.341483
50915.25    -0.023356     0.031977     0.152533
50915.50    -0.103542    -0.101004    -1.431885
50915.75    -0.069646     0.008849    -0.052268
50916.00    -0.074916     0.041072    -0.922632
50916.25    -0.072683    -0.018617    -0.503172
50916.50    -0.131482    -0.057313    -1.566638
50916.75    -0.075740     0.084812    -0.016117
50917.00    -0.132010     0.076104    -0.973537
50917.25    -0.121277     0.029685    -0.553286
50917.50    -0.180747    -0.018448    -1.629170
50917.75    -0.082781     0.152460     0.467980
50918.00    -0.033505     0.160084    -0.176355
50918.25    -0.016008     0.107965    -0.289277
50918.50    -0.088587     0.004640    -0.925353
50918.75     0.042299     0.114341     0.878837
50919.00     0.027941     0.115000     0.183623
50919.25     0.013217     0.108445     0.614838
50919.50    -0.083730    -0.045216    -0.677679
50919.75     0.023593     0.117217     0.817189
50920.00    -0.019712     0.091964    -0.312591
50920.25    -0.059503     0.045414    -0.071514
50920.50    -0.195979    -0.040975    -1.302819
50920.75    -0.128735     0.066147     0.250351
50921.00    -0.074138     0.028971    -0.577843
50921.25    -0.064189    -0.058261     0.214106
50921.50    -0.140319    -0.142003    -1.193905
50921.75     0.004689     0.039976     0.850278
50922.00    -0.005294    -0.000371    -0.044747
50922.25    -0.000946    -0.079585     0.761153
50922.50    -0.047169    -0.116084    -0.448528
50922.75     0.064026    -0.004265     1.399318
50923.00     0.056788    -0.018611     0.509943
50923.25     0.145955    -0.036615     1.265148
50923.50     0.011471    -0.138709    -0.078368
50923.75     0.136176     0.000284     1.819356
50924.00     0.171109     0.032925     0.404432
50924.25     0.202295     0.039812     0.756376
50924.50     0.024351    -0.076877    -0.335774
50924.75     0.111065     0.068247     0.881224
50925.00     0.153163     0.084142    -0.132937
50925.25     0.103254     0.002058     0.369239
50925.50    -0.028919    -0.100727    -1.065981
50925.75     0.099354    -0.022409     0.514323
50926.00     0.068033     0.025112    -0.530345
50926.25     0.107235     0.034506     0.575750
50926.50     0.040804    -0.016982    -0.879687
50926.75     0.157458     0.122000     0.922993
50927.00     0.066089     0.094938    -0.220904
50927.25     0.028202    -0.022386     0.070721
50927.50    -0.068364    -0.119963    -0.908412
50927.75     0.035691     0.009848     0.499917
50928.00     0.034553     0.065676    -0.252944
50928.25     0.016707    -0.052663     0.075832
50928.50    -0.134984    -0.194056    -1.018412
50928.75    -0.039155    -0.050610     0.750809
50929.00    -0.070082    -0.018900    -0.333683
50929.25    -0.024066    -0.033650     0.067483
50929.50    -0.073480    -0.109840    -0.752049
50929.75     0.096695     0.083419     1.740834
50930.00     0.108405     0.146700     0.646796
50930.25     0.138178     0.155249     1.232546
50930.50     0.065377     0.059011     0.220197
50930.75     0.166016     0.262688     2.076671
50931.00     0.201047     0.236452     0.524590
50931.25     0.204542     0.206360     1.624465
50931.50     0.079837     0.039901    -0.326920
50931.75     0.189941     0.178403     1.009615
50932.00     0.125940     0.146080    -0.161229
50932.25     0.045754    -0.062248     0.243750
50932.50    -0.080382    -0.182084    -1.199066
50932.75    -0.021145    -0.046324     0.639402
50933.00    -0.000208    -0.019297    -0.266082
50933.25     0.042347    -0.114690     1.075313
50933.50    -0.123133    -0.227129    -0.829472
50933.75    -0.038045    -0.097826     0.933955
50934.00    -0.008848    -0.066669     0.101207
50934.25    -0.033189    -0.096886     0.860223
50934.50    -0.142595    -0.149712    -0.475437
50934.75     0.016773     0.019027     1.352160
50935.00     0.010796     0.022057     0.039702
50935.25    -0.058735    -0.056326     0.123991
50935.50    -0.164537    -0.108534    -1.107502
50935.75    -0.090389     0.050997     0.491049
50936.00    -0.076542     0.066393    -0.739479
50936.25    -0.121453    -0.053032     0.133051
50936.50    -0.232045    -0.144449    -1.338080
50936.75    -0.129574    -0.002235     0.188294
50937.00    -0.104941     0.053497    -0.586143
50937.25    -0.102761    -0.005527     0.207359
50937.50    -0.200661    -0.093179    -1.134065
50937.75    -0.096292     0.034204     0.502038
50938.00    -0.110849     0.002293    -0.791117
50938.25    -0.144118    -0.121187    -0.461877
50938.50    -0.229360    -0.194061    -1.807943
50938.75    -0.102437    -0.013023    -0.324444
50939.00    -0.079312    -0.036500    -1.057442
50939.25    -0.129052    -0.121026    -0.703773
50939.50    -0.253487    -0.233310    -2.053492
50939.75    -0.125744    -0.058275    -0.666606
50940.00    -0.103109    -0.040848    -1.539383
50940.25    -0.106897    -0.090237    -1.075193
50940.50    -0.196152    -0.132619    -1.879826
50940.75    -0.083257     0.042452    -0.077675
50941.00    -0.118577     0.072223    -1.134665
50941.25    -0.137645    -0.079334    -0.593399
50941.50    -0.299188    -0.146343    -1.900954
50941.75    -0.200578    -0.040767    -0.185171
50942.00    -0.349036    -0.080389    -2.392508
50942.25    -0.318372    -0.156375    -1.680864
50942.50    -0.468520    -0.286781    -3.225616
50942.75    -0.395877    -0.108573    -1.829267
50943.00    -0.459152    -0.118749    -3.364285
50943.25    -0.358738    -0.196767    -2.236721
50943.50    -0.473545    -0.324239    -3.714050
50943.75    -0.276413    -0.068391    -1.480640
50944.00    -0.261876    -0.110503    -2.507857
50944.25    -0.197748    -0.108753    -1.152898
50944.50    -0.360436    -0.193756    -2.234872
50944.75    -0.191473    -0.032171    -0.500824
50945.00    -0.138731     0.034786    -0.758494
50945.25    -0.216277    -0.132925    -0.313269
50945.50    -0.354840    -0.215090    -1.601931
50945.75    -0.185295    -0.117022    -0.154173
50946.00    -0.204604    -0.027193    -0.519336
50946.25    -0.265061    -0.156335     0.185823
50946.50    -0.373280    -0.291968    -1.384349
50946.75    -0.252693    -0.171287    -0.309313
50947.00    -0.261978    -0.083257    -0.605801
50947.25    -0.242233    -0.194355    -0.521130
50947.50    -0.323753    -0.209184    -1.098117
50947.75    -0.273161    -0.127218     0.335313
50948.00    -0.201500    -0.097748    -0.102100
50948.25    -0.261269    -0.174742     0.696047
50948.50    -0.381468    -0.245041    -0.309684
50948.75    -0.276416    -0.138079     0.884992
50949.00    -0.254297    -0.107230     0.215834
50949.25    -0.264344    -0.233039     0.750223
50949.50    -0.308280    -0.295049    -0.325930
50949.75    -0.219522    -0.172014     0.757443
50950.00    -0.203160    -0.197765    -0.353356
50950.25    -0.189836    -0.260398     0.241058
50950.50    -0.275369    -0.382106    -1.162938
50950.75    -0.215438    -0.211390     0.287266
50951.00    -0.229271    -0.253155    -0.929269
50951.25    -0.250760    -0.267989    -0.485992
50951.50    -0.339280    -0.403191    -1.260663
50951.75    -0.246704    -0.265739     0.027522
50952.00    -0.278367    -0.247918    -1.147910
50952.25    -0.321648    -0.294435    -1.047673
50952.50    -0.373237    -0.401483    -1.938048
50952.75    -0.253223    -0.293965    -0.840629
50953.00    -0.260055    -0.237926    -1.679843
50953.25    -0.292152    -0.301266    -1.673471
50953.50    -0.355354    -0.352974    -2.437509
50953.75    -0.229117    -0.193443    -0.784801
50954.00    -0.276273    -0.202118    -2.071107
50954.25    -0.208966    -0.205021    -1.397225
50954.50    -0.250622    -0.294666    -2.092514
50954.75    -0.163370    -0.142664    -0.384319
50955.00    -0.160193    -0.095623    -1.403953
50955.25    -0.114243    -0.103253    -0.652794
50955.50    -0.267127    -0.206672    -1.774884
50955.75    -0.130389    -0.030708    -0.466423
50956.00    -0.110684     0.072909    -1.114205
50956.25    -0.096738    -0.015086    -0.389688
50956.50    -0.256925    -0.094208    -2.051662
50956.75    -0.151699    -0.011377    -0.443863
50957.00    -0.163515     0.045188    -1.299854
50957.25    -0.183194     0.032952     0.048834
50957.50    -0.343130    -0.114402    -1.479614
50957.75    -0.211892    -0.012903     0.188805
50958.00    -0.197343     0.000349    -0.897502
50958.25    -0.094976    -0.010529     0.235869
50958.50    -0.200142    -0.074335    -1.048201
50958.75    -0.024874     0.081234     0.467981
50959.00     0.027051     0.088621    -0.186286
50959.25     0.015449    -0.015376    -0.003700
50959.50    -0.128012    -0.080323    -1.478276
50959.75    -0.029286     0.039731    -0.294693
50960.00    -0.020230     0.070411    -0.862501
50960.25    -0.042769    -0.084102    -0.362099
50960.50    -0.201229    -0.222809    -2.003574
50960.75    -0.103080    -0.084403    -0.333552
50961.00    -0.099842    -0.054994    -0.969506
50961.25    -0.157092    -0.174187    -0.086344
50961.50    -0.283105    -0.298619    -1.334977
50961.75    -0.171230    -0.126466     0.392337
50962.00    -0.200200    -0.192558    -0.699199
50962.25    -0.249154    -0.330642    -0.442133
50962.50    -0.385221    -0.332270    -1.112829
50962.75    -0.291052    -0.203628     0.193590
50963.00    -0.304645    -0.207673    -0.334306
50963.25    -0.311359    -0.322157     0.400241
50963.50    -0.476710    -0.416985    -1.474066
50963.75    -0.362892    -0.267447    -0.392257
50964.00    -0.296488    -0.254953    -1.335959
50964.25    -0.234815    -0.305202    -0.810105
50964.50    -0.386605    -0.379851    -2.186209
50964.75    -0.298643    -0.243649    -0.472759
50965.00    -0.219796    -0.205375    -1.283849
50965.25    -0.249225    -0.292951    -0.697391
50965.50    -0.431908    -0.385235    -2.074296
50965.75    -0.340646    -0.319659    -1.093909
50966.00    -0.326610    -0.340898    -1.955208
50966.25    -0.289703    -0.433992    -1.698406
50966.50    -0.442755    -0.437232    -2.942937
50966.75    -0.353058    -0.299790    -1.345847
50967.00    -0.342892    -0.314111    -1.941638
50967.25    -0.281478    -0.342291    -1.412392
50967.50    -0.437098    -0.439877    -2.967142
50967.75    -0.311570    -0.293955    -1.534253
50968.00    -0.256397    -0.295824    -2.500085
50968.25    -0.231281    -0.302575    -1.764248
50968.50    -0.380806    -0.371585    -2.691835
50968.75    -0.191492    -0.162627    -1.001699
50969.00    -0.212555    -0.175320    -2.133502
50969.25    -0.204332    -0.188964    -1.444852
50969.50    -0.255136    -0.197109    -2.179066
50969.75    -0.095646     0.008194    -0.204375
50970.00    -0.161115    -0.074152    -1.485752
50970.25    -0.167473    -0.148669    -1.417614
50970.50    -0.348814    -0.205470    -2.336520
50970.75    -0.232946    -0.055087    -0.370251
50971.00    -0.262717    -0.080817    -1.239538
50971.25    -0.239293    -0.161312    -0.595419
50971.50    -0.426740    -0.255179    -1.869865
50971.75    -0.223216    -0.109748    -0.206616
50972.00    -0.254754    -0.143591    -1.004929
50972.25    -0.220056    -0.131368     0.110826
50972.50    -0.375569    -0.223873    -1.437287
50972.75    -0.232624    -0.110256    -0.003147
50973.00    -0.195365    -0.079977    -0.542499
50973.25    -0.257826    -0.161809    -0.197282
50973.50    -0.313441    -0.246672    -1.378758
50973.75    -0.146804    -0.119496     0.080184
50974.00    -0.159274    -0.110915    -0.768892
50974.25    -0.146005    -0.190501    -0.232331
50974.50    -0.319705    -0.267678    -1.762883
50974.75    -0.145418    -0.194551    -0.501905
50975.00    -0.167447    -0.154348    -1.236874
50975.25    -0.223264    -0.244010    -0.521775
50975.50    -0.444971    -0.355435    -2.025961
50975.75    -0.341643    -0.224957    -0.622047
50976.00    -0.372660    -0.261834    -1.765583
50976.25    -0.382721    -0.369192    -1.502427
50976.50    -0.481691    -0.405428    -2.218959
50976.75    -0.408601    -0.248774    -0.786599
50977.00    -0.433312    -0.262012    -1.729271
50977.25    -0.491443    -0.291463    -1.271931
50977.50    -0.583836    -0.381657    -2.538265
50977.75    -0.454126    -0.185033    -0.873938
50978.00    -0.414011    -0.171691    -1.251295
50978.25    -0.401010    -0.192498    -1.007515
50978.50    -0.528123    -0.251293    -2.496306
50978.75    -0.345570    -0.098251    -1.022929
50979.00    -0.358460    -0.157643    -1.989544
50979.25    -0.315147    -0.209280    -1.524488
50979.50    -0.364966    -0.241160    -2.432554
50979.75    -0.174178    -0.050315    -0.680548
50980.00    -0.121860    -0.079209    -1.206212
50980.25    -0.058966    -0.147009    -0.390741
50980.50    -0.186393    -0.220644    -1.787858
50980.75    -0.035292    -0.125109    -0.117319
50981.00    -0.061860    -0.144501    -0.817302
50981.25    -0.085415    -0.290519    -0.396010
50981.50    -0.175814    -0.334951    -1.672371
50981.75     0.007500    -0.184693     0.615876
50982.00    -0.023119    -0.132229    -0.107373
50982.25    -0.069762    -0.209848     0.235646
50982.50    -0.275628    -0.259275    -1.196882
