 
"Organization Name - Effective 27-JUN-05","Grant Number","NIH Reference","PI Name","Project Title","NIH Dept Combining Name","NIH MC Combining Name","Award","City","State or Country Name","Zip Code","Attributed to Medical School","Medical School - Grant is Attributed To","Medical School Location","  "
"UNIVERSITY OF CALIFORNIA BERKELEY","5F32GM069157-02","6827808","Carrico, Isaac S","Glycomics with Staudinger activated fluorogenic dyes","CHEMISTRY","SCHOOLS OF ARTS AND SCIENCES","$ 42,976","BERKELEY","CALIFORNIA","94720-5940","","","","  "
"UNIVERSITY OF CALIFORNIA BERKELEY","5F32GM069163-02","6799199","Chmiel, Nikolas H","Structural Insight into Spliceosome Assembly","BIOCHEMISTRY","SCHOOLS OF ARTS AND SCIENCES","$ 47,296","BERKELEY","CALIFORNIA","94720-5940","","","","  "
"UNIVERSITY OF CALIFORNIA BERKELEY","5F32GM069165-02","6796643","Ng, Holeung ","Calmodulin specificity defined by structure and design","BIOCHEMISTRY","SCHOOLS OF ARTS AND SCIENCES","$ 23,648","BERKELEY","CALIFORNIA","94720-5940","","","","  "
"UNIVERSITY OF CALIFORNIA BERKELEY","5F32GM069225-02","6767658","Davidson, Bradley J","Fundamental regulation of chordate heart development","BIOCHEMISTRY","SCHOOLS OF ARTS AND SCIENCES","$ 47,296","BERKELEY","CALIFORNIA","94720-5940","","","","  "
"UNIVERSITY OF CALIFORNIA BERKELEY","5F32GM069302-02","6791273","Boon, Elizabeth M","HRP2 Mediated Hemozoin Formation in P.falciparum","CHEMISTRY","SCHOOLS OF ARTS AND SCIENCES","$ 42,976","BERKELEY","CALIFORNIA","94720-5940","","","","  "
"UNIVERSITY OF CALIFORNIA BERKELEY","5F32GM069309-02","6779781","Chisholm, Stephen T","Plant virulence targets of bacterial effectors","OTHER BASIC SCIENCES","EARTH SCIENCES/RESOURCES","$ 48,928","BERKELEY","CALIFORNIA","94720-5940","","","","  "
"UNIVERSITY OF CALIFORNIA BERKELEY","5G13LM007483-03","6748460","Rubin, Harry ","The Cell Biology of Cancer and Aging","BIOCHEMISTRY","SCHOOLS OF ARTS AND SCIENCES","$ 58,971","BERKELEY","CALIFORNIA","94720-5940","","","","  "
"UNIVERSITY OF CALIFORNIA BERKELEY","5K01HD043861-02","6791387","Johnsonhanks, Jennifer ","Fertility Intentions and Outcomes in West Africa","MISCELLANEOUS","SCH OF BUSINESS/PUBLIC ADMIN","$ 97,160","BERKELEY","CALIFORNIA","94720-5940","","","","  "
"UNIVERSITY OF CALIFORNIA BERKELEY","5K01TW006077-03","6765928","Fernald, Lia C","The Effect of Mexican Anti-Poverty Program on Stress","MISCELLANEOUS","SCH OF BUSINESS/PUBLIC ADMIN","$ 119,565","BERKELEY","CALIFORNIA","94720-5940","","","","  "
"UNIVERSITY OF CALIFORNIA BERKELEY","5K01TW006084-02","6799296","Barber, Sarah L","The Mediating Influence of Care Quality on Health","MISCELLANEOUS","SCH OF BUSINESS/PUBLIC ADMIN","$ 54,000","BERKELEY","CALIFORNIA","94720-5940","","","","  "
"UNIVERSITY OF CALIFORNIA BERKELEY","5K05MH001827-05","6740848","Scheffler, Richard M","ECONOMICS OF MANAGED BEHAVIORAL HEALTH CARE","NONE","SCHOOLS OF PUBLIC HEALTH","$ 113,724","BERKELEY","CALIFORNIA","94720-5940","","","","  "
"UNIVERSITY OF CALIFORNIA BERKELEY","5K07AG019145-03","6731134","Timiras, Paola S","Integrative Research and Education in Biogerontology","BIOCHEMISTRY","SCHOOLS OF ARTS AND SCIENCES","$ 108,000","BERKELEY","CALIFORNIA","94720-5940","","","","  "
"UNIVERSITY OF CALIFORNIA BERKELEY","5K08EY014473-02","6734676","Maltseva, Inna ","Corneal hBD-2 Regulation by Pseudomonas Aeruginosa","OTHER HEALTH PROFESSIONS","SCHOOLS OF OPTOMETRY/OPHT TECH","$ 103,313","BERKELEY","CALIFORNIA","94720-5940","","","","  "
"UNIVERSITY OF CALIFORNIA BERKELEY","5K08HD042550-03","6758655","Khokha, Mustafa K","Role of Gremlin in embryonic development","BIOCHEMISTRY","SCHOOLS OF ARTS AND SCIENCES","$ 121,770","BERKELEY","CALIFORNIA","94720-5940","","","","  "
"UNIVERSITY OF CALIFORNIA BERKELEY","5K23EY014261-03","6693058","Wong, Erwin H","Extrastriate Visual Cortex Deficits in Amblyopia","OTHER HEALTH PROFESSIONS","SCHOOLS OF OPTOMETRY/OPHT TECH","$ 90,142","BERKELEY","CALIFORNIA","94720-5940","","","","  "
"UNIVERSITY OF CALIFORNIA BERKELEY","5P01NS040813-03","6801418","Knight, Robert T","Behavioral Neuroscience and Stroke","PSYCHOLOGY","SCHOOLS OF ARTS AND SCIENCES","$ 1,246,691","BERKELEY","CALIFORNIA","94720-5940","","","","  "
"UNIVERSITY OF CALIFORNIA BERKELEY","5P20GM068136-02","6790651","Karp, Richard M","Genomics, Cis-Regulation and Genetic Variation","BIOSTATISTICS & OTHER MATH SCI","SCHOOLS OF ARTS AND SCIENCES","$ 374,475","BERKELEY","CALIFORNIA","94720-5940","","","","  "
"UNIVERSITY OF CALIFORNIA BERKELEY","5P30EY003176-24","6781068","Freeman, Ralph D","CORE Grant for Vision Research","OTHER HEALTH PROFESSIONS","SCHOOLS OF OPTOMETRY/OPHT TECH","$ 497,188","BERKELEY","CALIFORNIA","94720-5940","","","","  "
"UNIVERSITY OF CALIFORNIA BERKELEY","5P41GM068933-02","6773840","Wemmer, David E","Proposal for Central California 900 MHZ NMR Spectrometer","CHEMISTRY","SCHOOLS OF ARTS AND SCIENCES","$ 153,216","BERKELEY","CALIFORNIA","94720-5940","","","","  "
"UNIVERSITY OF CALIFORNIA BERKELEY","5P42ES004705-18","6755887","Smith, Martyn T","TOXIC SUBSTANCES IN THE ENVIROMENT","PUBLIC HEALTH & PREV MEDICINE","SCHOOLS OF PUBLIC HEALTH","$ 3,920,263","BERKELEY","CALIFORNIA","94720-5940","","","","  "
"UNIVERSITY OF CALIFORNIA BERKELEY","5R01AG013566-10","6763186","Napoli, Joseph L","RETINAL DEHYDROGENASES","NUTRITION","EARTH SCIENCES/RESOURCES","$ 300,800","BERKELEY","CALIFORNIA","94720-5940","","","","  "
"UNIVERSITY OF CALIFORNIA BERKELEY","5R01AG015793-07","6800133","Desposito, Mark T","Aging and Memory: fMRI Studies of Component Processes","PSYCHOLOGY","SCHOOLS OF ARTS AND SCIENCES","$ 444,112","BERKELEY","CALIFORNIA","94720-5940","","","","  "
"UNIVERSITY OF CALIFORNIA BERKELEY","5R01AG016634-05","6737472","Colford, John M","RANDOMIZED TRIAL OF TAPWATER TREATMENT IN THE ELDERLY","PUBLIC HEALTH & PREV MEDICINE","SCHOOLS OF PUBLIC HEALTH","$ 523,183","BERKELEY","CALIFORNIA","94720-5940","","","","  "
"UNIVERSITY OF CALIFORNIA BERKELEY","5R01AI009644-35","6704726","Nikaido, Hiroshi ","BIOCHEMISTRY OF BACTERIAL CELL MEMBRANES","BIOCHEMISTRY","SCHOOLS OF ARTS AND SCIENCES","$ 623,543","BERKELEY","CALIFORNIA","94720-5940","","","","  "
"UNIVERSITY OF CALIFORNIA BERKELEY","5R01AI022501-18","6737555","Lane, Robert S","LYME DISEASE IN WESTERN USA: ECOLOGY AND EPIDEMIOLOGY","PUBLIC HEALTH & PREV MEDICINE","EARTH SCIENCES/RESOURCES","$ 336,061","BERKELEY","CALIFORNIA","94720-5940","","","","  "
"UNIVERSITY OF CALIFORNIA BERKELEY","5R01AI026604-15","6690994","Shastri, Nilabh ","Molecular Model for T-cell Receptor Ligand Interactions","BIOCHEMISTRY","SCHOOLS OF ARTS AND SCIENCES","$ 301,466","BERKELEY","CALIFORNIA","94720-5940","","","","  "
"UNIVERSITY OF CALIFORNIA BERKELEY","5R01AI027655-17","6708377","Portnoy, Daniel A","Listeria Hemolysis and Escape From a Vacuole","BIOCHEMISTRY","SCHOOLS OF ARTS AND SCIENCES","$ 374,317","BERKELEY","CALIFORNIA","94720-5940","","","","  "
"UNIVERSITY OF CALIFORNIA BERKELEY","5R01AI031650-14","6690352","Raulet, David H","REGULATION AND MHC DEPENDENCE OF GAMMA DELTA T CELLS","BIOCHEMISTRY","SCHOOLS OF ARTS AND SCIENCES","$ 376,000","BERKELEY","CALIFORNIA","94720-5940","","","","  "
"UNIVERSITY OF CALIFORNIA BERKELEY","5R01AI032985-12","6698116","Robey, Ellen A","THE CD4 VERSUS CD8 T CELL FATE DECISION","BIOCHEMISTRY","SCHOOLS OF ARTS AND SCIENCES","$ 294,294","BERKELEY","CALIFORNIA","94720-5940","","","","  "
"UNIVERSITY OF CALIFORNIA BERKELEY","5R01AI039548-08","6688336","Shastri, Nilabh ","The Endogenous MHC Class I Antigen Processing Pathway","BIOCHEMISTRY","SCHOOLS OF ARTS AND SCIENCES","$ 297,794","BERKELEY","CALIFORNIA","94720-5940","","","","  "
"UNIVERSITY OF CALIFORNIA BERKELEY","5R01AI039642-09","6719596","Raulet, David H","Expression of Class I Specific Receptors in NK Cells","BIOCHEMISTRY","SCHOOLS OF ARTS AND SCIENCES","$ 297,547","BERKELEY","CALIFORNIA","94720-5940","","","","  "
"UNIVERSITY OF CALIFORNIA BERKELEY","5R01AI040227-09","6726829","Schlissel, Mark S","BIOCHEMISTRY AND REGULATION OF V (D) J RECOMBINATION","BIOCHEMISTRY","SCHOOLS OF ARTS AND SCIENCES","$ 297,222","BERKELEY","CALIFORNIA","94720-5940","","","","  "
"UNIVERSITY OF CALIFORNIA BERKELEY","5R01AI041927-08","6776903","Liu, Fenyong ","Ribozymes for studies and treatment of HCMV infections","NONE","SCHOOLS OF PUBLIC HEALTH","$ 304,000","BERKELEY","CALIFORNIA","94720-5940","","","","  "
"UNIVERSITY OF CALIFORNIA BERKELEY","5R01AI042156-07","6706378","Stephens, Richard S","Virulence Determinants of Chlamydia","INTERNAL MEDICINE/MEDICINE","SCHOOLS OF PUBLIC HEALTH","$ 342,000","BERKELEY","CALIFORNIA","94720-5940","","","","  "
"UNIVERSITY OF CALIFORNIA BERKELEY","5R01AI044864-05","6697042","Shastri, Nilabh ","GENERATING ANTIGENIC PEPTIDE/MHC BY CRYPTIC TRANSLATION","BIOCHEMISTRY","SCHOOLS OF ARTS AND SCIENCES","$ 306,419","BERKELEY","CALIFORNIA","94720-5940","","","","  "
"UNIVERSITY OF CALIFORNIA BERKELEY","5R01AI050038-02","6696759","Eisenberg, Joseph Ns","Environmental change and diarrheal disease","PUBLIC HEALTH & PREV MEDICINE","SCHOOLS OF PUBLIC HEALTH","$ 590,768","BERKELEY","CALIFORNIA","94720-5940","","","","  "
"UNIVERSITY OF CALIFORNIA BERKELEY","5R01AI050087-03","6765926","Colford, John M","Solar Water Disinfection: Randomized Intervention Trial","PUBLIC HEALTH & PREV MEDICINE","SCHOOLS OF PUBLIC HEALTH","$ 577,990","BERKELEY","CALIFORNIA","94720-5940","","","","  "
"UNIVERSITY OF CALIFORNIA BERKELEY","5R01AI050468-03","6740761","Liu, Fenyong ","Cytomegalovirus virulence in immunodeficient hosts","NONE","SCHOOLS OF PUBLIC HEALTH","$ 304,000","BERKELEY","CALIFORNIA","94720-5940","","","","  "
"UNIVERSITY OF CALIFORNIA BERKELEY","5R01AI050612-03","6755882","Spear, Robert C","Local Strategies for Schistosomiasis Control","PUBLIC HEALTH & PREV MEDICINE","SCHOOLS OF PUBLIC HEALTH","$ 316,239","BERKELEY","CALIFORNIA","94720-5940","","","","  "
"UNIVERSITY OF CALIFORNIA BERKELEY","5R01AI051622-03","6711671","Bertozzi, Carolyn R","Mycobacterial sulfation pathways","CHEMISTRY","SCHOOLS OF ARTS AND SCIENCES","$ 388,764","BERKELEY","CALIFORNIA","94720-5940","","","","  "
"UNIVERSITY OF CALIFORNIA BERKELEY","5R01AI053039-02","6798640","Robey, Ellen A","Temporal and spatial aspects of thymocyte development","BIOCHEMISTRY","SCHOOLS OF ARTS AND SCIENCES","$ 301,519","BERKELEY","CALIFORNIA","94720-5940","","","","  "
"UNIVERSITY OF CALIFORNIA BERKELEY","5R01AI054693-02","6701821","Cande, W Zacheus","Kinesin like proteins in the parasite, Giardia","BIOCHEMISTRY","SCHOOLS OF ARTS AND SCIENCES","$ 304,000","BERKELEY","CALIFORNIA","94720-5940","","","","  "
"UNIVERSITY OF CALIFORNIA BERKELEY","5R01AR042906-11","6782747","Brooks, George A","Exercise Substrate Utilization:The Crossover Concept","BIOLOGY","SCHOOLS OF ARTS AND SCIENCES","$ 531,126","BERKELEY","CALIFORNIA","94720-5940","","","","  "
"UNIVERSITY OF CALIFORNIA BERKELEY","5R01AR043187-10","6784541","Healy, Kevin E","Biomimetic Materials Useful for Rehabilitation","BIOMEDICAL ENGINEERING","BIOMED ENGR/COL ENGR/ENGR STA","$ 376,925","BERKELEY","CALIFORNIA","94720-5940","","","","  "
"UNIVERSITY OF CALIFORNIA BERKELEY","5R01AR047304-05","6708369","Healy, Kevin E","BIOMIMETIC HYDROGELS FOR BONE REGENERATION","BIOMEDICAL ENGINEERING","BIOMED ENGR/COL ENGR/ENGR STA","$ 264,229","BERKELEY","CALIFORNIA","94720-5940","","","","  "
"UNIVERSITY OF CALIFORNIA BERKELEY","5R01CA030490-24","6738938","Botchan, Michael R","REGULATORY INTERACTIONS BETWEEN TUMOR VIRUSES AND CELLS","BIOCHEMISTRY","SCHOOLS OF ARTS AND SCIENCES","$ 456,095","BERKELEY","CALIFORNIA","94720-5940","","","","  "
"UNIVERSITY OF CALIFORNIA BERKELEY","5R01CA066236-10","6695632","Winoto, Astar ","PROGRAMMED CELL DEATH IN NORMAL AND MALIGNANT T CELLS","BIOCHEMISTRY","SCHOOLS OF ARTS AND SCIENCES","$ 286,564","BERKELEY","CALIFORNIA","94720-5940","","","","  "
"UNIVERSITY OF CALIFORNIA BERKELEY","5R01CA069056-09","6763162","Bjeldanes, Leonard F","REGULATION OF TUMOR ANGIOGENESIS BY DIETARY INDOLES","NUTRITION","EARTH SCIENCES/RESOURCES","$ 304,560","BERKELEY","CALIFORNIA","94720-5940","","","","  "
"UNIVERSITY OF CALIFORNIA BERKELEY","5R01CA075162-08","6755892","Winoto, Astar ","MORT1 in Apoptosis of Malignant and Primary T cells","BIOCHEMISTRY","SCHOOLS OF ARTS AND SCIENCES","$ 282,952","BERKELEY","CALIFORNIA","94720-5940","","","","  "
"UNIVERSITY OF CALIFORNIA BERKELEY","5R01CA092000-04","6755891","Winoto, Astar ","TRAIL receptor in apoptosis and the immune system","BIOCHEMISTRY","SCHOOLS OF ARTS AND SCIENCES","$ 275,644","BERKELEY","CALIFORNIA","94720-5940","","","","  "
"UNIVERSITY OF CALIFORNIA BERKELEY","5R01CA093678-02","6694028","Raulet, David H","Role of NKG2D  in immune responses to tumors","BIOCHEMISTRY","SCHOOLS OF ARTS AND SCIENCES","$ 268,137","BERKELEY","CALIFORNIA","94720-5940","","","","  "
"UNIVERSITY OF CALIFORNIA BERKELEY","5R01CA104682-02","6806520","Smith, Martyn T","Genetic Susceptibility to Non-Hodgkins Lymphoma","NONE","SCHOOLS OF PUBLIC HEALTH","$ 338,200","BERKELEY","CALIFORNIA","94720-5940","","","","  "
"UNIVERSITY OF CALIFORNIA BERKELEY","5R01DA014110-04","6768830","Shimamura, Arthur P","Role of the Orbitofrontal Cortex in Regulating Emotion","PSYCHOLOGY","SCHOOLS OF ARTS AND SCIENCES","$ 292,507","BERKELEY","CALIFORNIA","94720-5940","","","","  "
"UNIVERSITY OF CALIFORNIA BERKELEY","5R01DC000087-36","6776383","Hafter, Ervin R","Psychological Studies of Binaural Hearing and Attention","PSYCHOLOGY","SCHOOLS OF ARTS AND SCIENCES","$ 343,660","BERKELEY","CALIFORNIA","94720-5940","","","","  "
"UNIVERSITY OF CALIFORNIA BERKELEY","5R01DC002253-11","6712748","Ngai, John J","CELLULAR AND MOLECULAR MECHANISMS OF OLFACTORY CODING","BIOCHEMISTRY","SCHOOLS OF ARTS AND SCIENCES","$ 336,575","BERKELEY","CALIFORNIA","94720-5940","","","","  "
"UNIVERSITY OF CALIFORNIA BERKELEY","5R01DC002319-24","6685255","Winer, Jeffery A","STRUCTURE OF PRIMARY AUDITORY CORTEX","BIOCHEMISTRY","SCHOOLS OF ARTS AND SCIENCES","$ 423,292","BERKELEY","CALIFORNIA","94720-5940","","","","  "
"UNIVERSITY OF CALIFORNIA BERKELEY","5R01DC006252-02","6759975","Scott, Kristin E","Taste representations in the Drosophila brain","BIOCHEMISTRY","SCHOOLS OF ARTS AND SCIENCES","$ 266,000","BERKELEY","CALIFORNIA","94720-5940","","","","  "
"UNIVERSITY OF CALIFORNIA BERKELEY","5R01DE009428-14","6754531","Mirels, Lily ","REGULATION OF SUBMANDIBULAR GLAND GENE EXPRESSION","BIOCHEMISTRY","SCHOOLS OF ARTS AND SCIENCES","$ 208,726","BERKELEY","CALIFORNIA","94720-5940","","","","  "
"UNIVERSITY OF CALIFORNIA BERKELEY","5R01DE012519-07","6727414","Beckendorf, Steven K","Embryonic Salivary Gland Development in Drosophila","BIOCHEMISTRY","SCHOOLS OF ARTS AND SCIENCES","$ 276,455","BERKELEY","CALIFORNIA","94720-5940","","","","  "
"UNIVERSITY OF CALIFORNIA BERKELEY","5R01DE014145-04","6708937","Liu, Fenyong ","Cytomegalovirus Infections in Oral Cavity","INTERNAL MEDICINE/MEDICINE","SCHOOLS OF PUBLIC HEALTH","$ 244,776","BERKELEY","CALIFORNIA","94720-5940","","","","  "
"UNIVERSITY OF CALIFORNIA BERKELEY","5R01DE014842-06","6770096","Liu, Fenyong ","Small RNA-based agents for AIDS opportunistic infections","NONE","SCHOOLS OF PUBLIC HEALTH","$ 304,000","BERKELEY","CALIFORNIA","94720-5940","","","","  "
"UNIVERSITY OF CALIFORNIA BERKELEY","5R01DK036264-21","6711182","Sul, Heisook ","Hormonal and Nutritional Control of Enzyme Biosynthesis","NUTRITION","EARTH SCIENCES/RESOURCES","$ 270,860","BERKELEY","CALIFORNIA","94720-5940","","","","  "
"UNIVERSITY OF CALIFORNIA BERKELEY","5R01DK036870-19","6802877","Napoli, Joseph L","Retinoid metabolism","NUTRITION","EARTH SCIENCES/RESOURCES","$ 323,950","BERKELEY","CALIFORNIA","94720-5940","","","","  "
"UNIVERSITY OF CALIFORNIA BERKELEY","5R01DK038972-17","6706234","Forte, John G","DEVELOPMENT OF GASTRIC HCL SECRETION","BIOCHEMISTRY","SCHOOLS OF ARTS AND SCIENCES","$ 239,222","BERKELEY","CALIFORNIA","94720-5940","","","","  "
"UNIVERSITY OF CALIFORNIA BERKELEY","5R01DK042033-15","6691670","Shane, Barry ","FOLIC ACID REQUIREMENTS AND ONE CARBON METABOLISM","NUTRITION","EARTH SCIENCES/RESOURCES","$ 250,655","BERKELEY","CALIFORNIA","94720-5940","","","","  "
"UNIVERSITY OF CALIFORNIA BERKELEY","5R01DK051799-08","6680920","Machen, Terry E","H AND HC03 TRANSPORT BY AIRWAY EPITHELIA IN CF","BIOCHEMISTRY","SCHOOLS OF ARTS AND SCIENCES","$ 225,667","BERKELEY","CALIFORNIA","94720-5940","","","","  "
"UNIVERSITY OF CALIFORNIA BERKELEY","5R01DK056376-05","6736863","Vulpe, Christopher D","Hephaestin: A Copper Protein Involved in Iron Metabolism","NUTRITION","EARTH SCIENCES/RESOURCES","$ 294,502","BERKELEY","CALIFORNIA","94720-5940","","","","  "
"UNIVERSITY OF CALIFORNIA BERKELEY","5R01DK057800-05","6749472","Vulpe, Christopher D","MOLECULAR APPROACHES TO BASOLATERAL GI IRON TRANSPORT","NUTRITION","EARTH SCIENCES/RESOURCES","$ 212,547","BERKELEY","CALIFORNIA","94720-5940","","","","  "
"UNIVERSITY OF CALIFORNIA BERKELEY","5R01DK057814-05","6736369","Raymond, Kenneth N","THERAPEUTIC MULTIDENTATE IRON SEQUESTERING AGENTS","CHEMISTRY","SCHOOLS OF ARTS AND SCIENCES","$ 219,640","BERKELEY","CALIFORNIA","94720-5940","","","","  "
"UNIVERSITY OF CALIFORNIA BERKELEY","5R01DK058592-04","6699912","Aponte, Gregory W","DIETARY FATTY ACID & EPITHELIAL CELL DIFFERENTIATION","NUTRITION","EARTH SCIENCES/RESOURCES","$ 250,040","BERKELEY","CALIFORNIA","94720-5940","","","","  "
"UNIVERSITY OF CALIFORNIA BERKELEY","5R01DK063464-03","6773234","Crawford, Patricia B","Soda Out of Schools (SOS): Impact on Adolescent Obesity","NONE","SCHOOLS OF PUBLIC HEALTH","$ 206,314","BERKELEY","CALIFORNIA","94720-5940","","","","  "
"UNIVERSITY OF CALIFORNIA BERKELEY","5R01ES007171-09","6765334","Eskenazi, Brenda ","Female Reproductive Outcomes and TCDD Exposure in Seveso","PUBLIC HEALTH & PREV MEDICINE","SCHOOLS OF PUBLIC HEALTH","$ 304,066","BERKELEY","CALIFORNIA","94720-5940","","","","  "
"UNIVERSITY OF CALIFORNIA BERKELEY","5R01ES008424-07","6803225","Casida, John E","Cholinergic Insecticide Toxicology","PUBLIC HEALTH & PREV MEDICINE","EARTH SCIENCES/RESOURCES","$ 266,000","BERKELEY","CALIFORNIA","94720-5940","","","","  "
"UNIVERSITY OF CALIFORNIA BERKELEY","5R01ES008762-07","6779076","Casida, John E","Organophosphorus Pesticide Toxicology","PUBLIC HEALTH & PREV MEDICINE","EARTH SCIENCES/RESOURCES","$ 252,700","BERKELEY","CALIFORNIA","94720-5940","","","","  "
"UNIVERSITY OF CALIFORNIA BERKELEY","5R01ES010178-04","6754538","Smith, Kirk R","INDOOR AIR POLLUTION AND CHILD ARI: A RANDOMIZED TRIAL","PUBLIC HEALTH & PREV MEDICINE","SCHOOLS OF PUBLIC HEALTH","$ 364,085","BERKELEY","CALIFORNIA","94720-5940","","","","  "
"UNIVERSITY OF CALIFORNIA BERKELEY","5R01ES011317-03","6699350","Smith, Allan H","California Nevada Arsenic and Lung Cancer Study","PUBLIC HEALTH & PREV MEDICINE","SCHOOLS OF PUBLIC HEALTH","$ 363,504","BERKELEY","CALIFORNIA","94720-5940","","","","  "
"UNIVERSITY OF CALIFORNIA BERKELEY","5R01ES011352-04","6777627","Eskenazi, Brenda ","Reducing pesticide exposures to farmworker children.","NONE","SCHOOLS OF PUBLIC HEALTH","$ 314,731","BERKELEY","CALIFORNIA","94720-5940","","","","  "
"UNIVERSITY OF CALIFORNIA BERKELEY","5R01ES012067-03","6751930","Briggs, Cheryl J","Amphibian Disease Dynamics in a Fragmented Landscape","BIOLOGY","SCHOOLS OF ARTS AND SCIENCES","$ 450,000","BERKELEY","CALIFORNIA","94720-5940","","","","  "
"UNIVERSITY OF CALIFORNIA BERKELEY","5R01EY001728-28","6688235","Levi, Dennis M","Limiting Factors in Normal and Amblyopic Spatial Vision","NONE","SCHOOLS OF OPTOMETRY/OPHT TECH","$ 261,080","BERKELEY","CALIFORNIA","94720-5940","","","","  "
"UNIVERSITY OF CALIFORNIA BERKELEY","5R01EY002051-28","6797333","Mathies, Richard A","Raman Investigations of the Molecular Basis of Vision","CHEMISTRY","SCHOOLS OF ARTS AND SCIENCES","$ 225,600","BERKELEY","CALIFORNIA","94720-5940","","","","  "
"UNIVERSITY OF CALIFORNIA BERKELEY","5R01EY002271-22","6738018","Adams, Anthony J","VISION CHANGES IN DIABETICS","OTHER HEALTH PROFESSIONS","SCHOOLS OF OPTOMETRY/OPHT TECH","$ 302,333","BERKELEY","CALIFORNIA","94720-5940","","","","  "
"UNIVERSITY OF CALIFORNIA BERKELEY","5R01EY008882-14","6793992","Schor, Clifton M","Disparity Processing in Sensory and Motor Functions","OTHER HEALTH PROFESSIONS","SCHOOLS OF OPTOMETRY/OPHT TECH","$ 336,800","BERKELEY","CALIFORNIA","94720-5940","","","","  "
"UNIVERSITY OF CALIFORNIA BERKELEY","5R01EY012392-06","6779156","Wildsoet, Christine F","Is Retinal Processing the Key to Emmetropization?","OTHER HEALTH PROFESSIONS","SCHOOLS OF OPTOMETRY/OPHT TECH","$ 255,565","BERKELEY","CALIFORNIA","94720-5940","","","","  "
"UNIVERSITY OF CALIFORNIA BERKELEY","5R01EY012561-05","6699008","Dan, Yang ","READING THE NEURAL CODE IN THE MAMMALIAN VISUAL SYSTEM","BIOCHEMISTRY","SCHOOLS OF ARTS AND SCIENCES","$ 239,993","BERKELEY","CALIFORNIA","94720-5940","","","","  "
"UNIVERSITY OF CALIFORNIA BERKELEY","5R01EY012808-06","6751894","Gong, Xiaohua ","FUNCTIONAL DISSECTION OF SIGNALING PATHWAYS IN THE LENS","OTHER HEALTH PROFESSIONS","SCHOOLS OF OPTOMETRY/OPHT TECH","$ 228,000","BERKELEY","CALIFORNIA","94720-5940","","","","  "
"UNIVERSITY OF CALIFORNIA BERKELEY","5R01EY012851-05","6719592","Banks, Martin S","STEREOSCOPIC SURFACE PERCEPTION","OTHER HEALTH PROFESSIONS","SCHOOLS OF OPTOMETRY/OPHT TECH","$ 228,915","BERKELEY","CALIFORNIA","94720-5940","","","","  "
"UNIVERSITY OF CALIFORNIA BERKELEY","5R01EY013436-03","6738016","Steinhardt, Richard A","Mechanisms of cell membrane repair in corneal cells","BIOCHEMISTRY","SCHOOLS OF ARTS AND SCIENCES","$ 284,240","BERKELEY","CALIFORNIA","94720-5940","","","","  "
"UNIVERSITY OF CALIFORNIA BERKELEY","5R01EY013533-04","6751520","Flannery, John G","Viral Mediated Gene Therapy for Retinal Diseases","OTHER HEALTH PROFESSIONS","SCHOOLS OF OPTOMETRY/OPHT TECH","$ 366,699","BERKELEY","CALIFORNIA","94720-5940","","","","  "
"UNIVERSITY OF CALIFORNIA BERKELEY","5R01EY013849-04","6708863","Gong, Xiaohua ","Cataractogenesis, Connexin Mutants & Genetic Modifier(s)","OTHER HEALTH PROFESSIONS","SCHOOLS OF OPTOMETRY/OPHT TECH","$ 319,120","BERKELEY","CALIFORNIA","94720-5940","","","","  "
"UNIVERSITY OF CALIFORNIA BERKELEY","5R01EY014194-03","6794034","Banks, Martin S","Improvements in 3D Visualization for Vision Research","OTHER HEALTH PROFESSIONS","SCHOOLS OF OPTOMETRY/OPHT TECH","$ 226,820","BERKELEY","CALIFORNIA","94720-5940","","","","  "
"UNIVERSITY OF CALIFORNIA BERKELEY","5R01EY014887-02","6774095","Dan, Yang ","Synaptic Modification Induced by Natural Stimuli","BIOCHEMISTRY","SCHOOLS OF ARTS AND SCIENCES","$ 336,424","BERKELEY","CALIFORNIA","94720-5940","","","","  "
"UNIVERSITY OF CALIFORNIA BERKELEY","5R01EY014979-02","6779936","Poo, Muming ","Development and Plasticity of a Retinotectal System","BIOCHEMISTRY","SCHOOLS OF ARTS AND SCIENCES","$ 361,215","BERKELEY","CALIFORNIA","94720-5940","","","","  "
"UNIVERSITY OF CALIFORNIA BERKELEY","5R01GM020509-31","6702271","Zusman, David R","Sensory Transduction and Development in a Bacterium","BIOCHEMISTRY","SCHOOLS OF ARTS AND SCIENCES","$ 372,407","BERKELEY","CALIFORNIA","94720-5940","","","","  "
"UNIVERSITY OF CALIFORNIA BERKELEY","5R01GM021841-30","6688984","Thorner, Jeremy W","Yeast MAPK Signaling Pathways: Specificity & Regulation","BIOCHEMISTRY","SCHOOLS OF ARTS AND SCIENCES","$ 583,688","BERKELEY","CALIFORNIA","94720-5940","","","","  "
"UNIVERSITY OF CALIFORNIA BERKELEY","5R01GM023468-28","6770190","Cline, Thomas W","Regulation of Sex Specific Genes in Drosophila","BIOCHEMISTRY","SCHOOLS OF ARTS AND SCIENCES","$ 614,180","BERKELEY","CALIFORNIA","94720-5940","","","","  "
"UNIVERSITY OF CALIFORNIA BERKELEY","5R01GM025459-27","6787791","Bergman, Robert G","C-O and C-N Bond Formation Using Metal-Based Reagents","CHEMISTRY","SCHOOLS OF ARTS AND SCIENCES","$ 338,400","BERKELEY","CALIFORNIA","94720-5940","","","","  "
