-----------------------------------------------
3D SITE DISPLACEMENT DUE TO ATMOSPHERIC LOADING
-----------------------------------------------
METEOROLOGICAL CENTER & DEGREE 1 :     NCEP_CME
CMEA : CENTER OF MASS OF THE EARTH + ATMOSPHERE
CME  : CENTER OF MASS OF THE SOLID EARTH  ALONE
SITE COORDINATES ACCORDING TO ITRF2000 SOLUTION
-----------------------------------------------
CREATOR EMAIL : PASCAL.GEGOUT@EOST.U-STRASBG.FR
-----------------------------------------------
DUM1        49718.000    1995     1     1     0
DUM1        52274.750    2001    12    31    18
DUM1     -1940883.779  1628483.353 -5833718.017
51106.00     0.393833     0.384659     1.011453
51106.25     0.416940     0.389149     1.145198
51106.50     0.511110     0.401965     1.094853
51106.75     0.603616     0.333441     1.533206
51107.00     0.616903     0.199103     1.776340
51107.25     0.623260     0.268660     2.272409
51107.50     0.695379     0.277284     2.334628
51107.75     0.675298     0.264481     2.422767
51108.00     0.673705     0.243276     2.381288
51108.25     0.503748     0.305749     1.967166
51108.50     0.415012     0.337838     1.221675
51108.75     0.326963     0.324217     0.889689
51109.00     0.330905     0.232297     0.874054
51109.25     0.162353     0.299316     0.708474
51109.50     0.132863     0.255078     0.272708
51109.75     0.055440     0.177167     0.250462
51110.00    -0.027930     0.046977     0.208241
51110.25    -0.178702     0.015805     0.097399
51110.50    -0.163421    -0.045545    -0.144304
51110.75    -0.266706    -0.168157    -0.481690
51111.00    -0.205412    -0.213557    -0.176502
51111.25    -0.291353    -0.257424    -0.313858
51111.50    -0.206347    -0.240989    -0.274798
51111.75    -0.189215    -0.246965    -0.173453
51112.00    -0.078752    -0.225343     0.348594
51112.25    -0.036695    -0.079444     0.843266
51112.50     0.137293     0.013807     1.210176
51112.75     0.164003     0.047074     1.276777
51113.00     0.284118     0.062827     1.686771
51113.25     0.281721     0.205485     1.965849
51113.50     0.364998     0.266033     2.149155
51113.75     0.423183     0.265024     2.717858
51114.00     0.493508     0.237360     3.198155
51114.25     0.401683     0.253243     2.923326
51114.50     0.367650     0.245796     2.358755
51114.75     0.361325     0.198125     2.296024
51115.00     0.373427     0.156743     2.351589
51115.25     0.373792     0.234787     2.683158
51115.50     0.516344     0.287173     2.861251
51115.75     0.600660     0.270777     3.201359
51116.00     0.610314     0.210874     3.106365
51116.25     0.593254     0.248329     3.085696
51116.50     0.603174     0.245954     2.585220
51116.75     0.501432     0.153966     1.897637
51117.00     0.491672     0.101869     1.574074
51117.25     0.386305     0.161218     1.263802
51117.50     0.565381     0.212030     1.348820
51117.75     0.702957     0.201748     1.982306
51118.00     0.817318     0.197326     2.291337
51118.25     0.864722     0.187435     2.492156
51118.50     0.978351     0.167336     2.440344
51118.75     0.974080     0.134986     2.461150
51119.00     0.923791     0.129101     2.071295
51119.25     0.762080     0.243528     1.854292
51119.50     0.807163     0.292158     1.939429
51119.75     0.887259     0.174185     2.252177
51120.00     0.802759     0.053815     2.048777
51120.25     0.690655     0.008437     1.931489
51120.50     0.640199    -0.055649     1.640149
51120.75     0.504776    -0.135072     1.327078
51121.00     0.521080    -0.134798     1.485188
51121.25     0.365118    -0.088196     1.144216
51121.50     0.334310    -0.102671     0.631527
51121.75     0.311055    -0.202831     0.488584
51122.00     0.365338    -0.240794     0.676126
51122.25     0.267889    -0.285712     0.574992
51122.50     0.470294    -0.272701     0.909221
51122.75     0.514109    -0.319007     1.105908
51123.00     0.570972    -0.260167     1.558175
51123.25     0.513695    -0.123792     1.734841
51123.50     0.532873    -0.036820     1.678581
51123.75     0.368718    -0.084293     1.221725
51124.00     0.519056    -0.036959     1.973622
51124.25     0.622854     0.106348     2.785123
51124.50     0.800807     0.156534     3.048208
51124.75     0.810984     0.131669     2.969729
51125.00     0.813457     0.186455     3.113729
51125.25     0.757373     0.298780     3.303868
51125.50     0.807159     0.368445     3.344742
51125.75     0.936380     0.345703     3.890627
51126.00     1.116695     0.359424     4.832089
51126.25     1.090649     0.401147     5.176726
51126.50     1.097985     0.378678     4.907973
51126.75     0.980072     0.286758     4.629871
51127.00     0.861161     0.172962     4.135311
51127.25     0.720988     0.216893     3.938435
51127.50     0.698406     0.190185     3.375487
51127.75     0.538943     0.098071     2.812477
51128.00     0.409338     0.032718     2.356312
51128.25     0.291820     0.049771     2.144555
51128.50     0.326056     0.001858     1.756921
51128.75     0.200112    -0.081523     1.290331
51129.00     0.151727    -0.115616     1.035725
51129.25     0.022394    -0.086744     0.782611
51129.50     0.147525    -0.022586     0.699024
51129.75     0.144440    -0.022957     0.530308
51130.00     0.305526     0.073008     1.188796
51130.25     0.384070     0.276223     1.936269
51130.50     0.521320     0.427796     2.261796
51130.75     0.604389     0.380910     2.453231
51131.00     0.687896     0.270476     2.531463
51131.25     0.569411     0.179747     1.943433
51131.50     0.569016     0.073288     1.459359
51131.75     0.518900    -0.038419     1.237138
51132.00     0.436975    -0.154830     1.016197
51132.25     0.389659    -0.163452     1.228986
51132.50     0.454328    -0.129032     1.198756
51132.75     0.434706    -0.175319     1.060634
51133.00     0.397999    -0.240015     0.853779
51133.25     0.319710    -0.199837     0.886049
51133.50     0.374111    -0.136902     0.719161
51133.75     0.312311    -0.150027     0.585662
51134.00     0.320844    -0.130743     0.680594
51134.25     0.226438    -0.102817     0.699248
51134.50     0.182477    -0.127608     0.239051
51134.75     0.052761    -0.216937    -0.339529
51135.00     0.061025    -0.245258    -0.501373
51135.25    -0.016376    -0.184888    -0.658857
51135.50     0.033034    -0.142721    -0.761187
51135.75     0.066446    -0.204476    -0.525805
51136.00     0.046622    -0.236960    -0.414906
51136.25    -0.042837    -0.250778    -0.316193
51136.50    -0.051271    -0.275020    -0.430011
51136.75    -0.142649    -0.383073    -0.702428
51137.00    -0.278795    -0.452991    -1.012529
51137.25    -0.435649    -0.429260    -1.076105
51137.50    -0.536371    -0.463636    -1.698863
51137.75    -0.626717    -0.586984    -2.036453
51138.00    -0.530549    -0.676959    -1.615333
51138.25    -0.680899    -0.722879    -1.711187
51138.50    -0.571887    -0.745267    -1.540700
51138.75    -0.546340    -0.833610    -1.561981
51139.00    -0.475490    -0.789251    -1.332969
51139.25    -0.587458    -0.779374    -1.583329
51139.50    -0.732949    -0.818843    -2.406292
51139.75    -0.759440    -0.849853    -2.550135
51140.00    -0.861220    -0.824948    -2.884958
51140.25    -1.028310    -0.757077    -3.427795
51140.50    -1.191799    -0.782005    -4.387564
51140.75    -1.379697    -0.871501    -5.161849
51141.00    -1.459922    -0.876855    -5.614540
51141.25    -1.460259    -0.911605    -5.465279
51141.50    -1.400284    -0.914709    -5.467967
51141.75    -1.286600    -0.884885    -5.121989
51142.00    -1.011495    -0.829024    -4.075614
51142.25    -0.833225    -0.677979    -3.021824
51142.50    -0.607524    -0.538464    -2.328547
51142.75    -0.476979    -0.480603    -1.711902
51143.00    -0.334991    -0.439059    -0.984972
51143.25    -0.299782    -0.336105    -0.692042
51143.50    -0.174051    -0.255892    -0.593782
51143.75    -0.137221    -0.244588    -0.257715
51144.00    -0.150698    -0.244219    -0.067873
51144.25    -0.098869    -0.188892     0.432017
51144.50     0.041104    -0.153838     0.599061
51144.75     0.062219    -0.183688     0.772177
51145.00     0.114894    -0.245809     1.080902
51145.25     0.188165    -0.208101     1.634690
51145.50     0.183060    -0.186256     1.297362
51145.75     0.068776    -0.235354     0.837619
51146.00    -0.066082    -0.232161     0.511263
51146.25    -0.225904    -0.208343    -0.005786
51146.50    -0.287634    -0.249747    -0.640922
51146.75    -0.357069    -0.383100    -0.937602
51147.00    -0.406869    -0.418673    -1.063422
51147.25    -0.428606    -0.417127    -1.053013
51147.50    -0.294704    -0.409096    -0.800222
51147.75    -0.277836    -0.460663    -0.682313
51148.00    -0.242855    -0.465036    -0.384963
51148.25    -0.106130    -0.310416     0.669088
51148.50     0.093324    -0.109786     1.520303
51148.75     0.265244    -0.059343     2.283499
51149.00     0.085272    -0.088827     1.556099
51149.25    -0.220843    -0.134814     0.330367
51149.50    -0.471229    -0.217305    -1.101169
51149.75    -0.597011    -0.319845    -1.553567
51150.00    -0.565699    -0.304337    -1.234593
51150.25    -0.455372    -0.202250    -0.285181
51150.50    -0.254605    -0.125976     0.451435
51150.75     0.014343    -0.047783     1.725405
51151.00     0.187049    -0.023559     2.475235
51151.25     0.263195     0.015600     2.897797
51151.50     0.276689     0.043444     2.665264
51151.75     0.265873     0.007279     2.595240
51152.00     0.280509     0.006761     2.726349
51152.25     0.335731     0.021635     2.937084
51152.50     0.398390     0.028476     2.835404
51152.75     0.465970    -0.000979     2.910438
51153.00     0.383471    -0.069919     2.533562
51153.25     0.360326    -0.057331     2.486837
51153.50     0.406326    -0.077090     2.227326
51153.75     0.338094    -0.140392     1.891464
51154.00     0.356184    -0.181583     1.872707
51154.25     0.348453    -0.084809     2.087147
51154.50     0.364063    -0.031487     1.903132
51154.75     0.374631    -0.013578     2.062069
51155.00     0.419648    -0.054950     2.304487
51155.25     0.313933    -0.049385     2.021563
51155.50     0.329262    -0.082933     1.545041
51155.75     0.291899    -0.164645     1.183883
51156.00     0.238324    -0.219883     1.059485
51156.25     0.191991    -0.117533     1.206571
51156.50     0.372744     0.012103     1.808012
51156.75     0.573114     0.098262     2.970511
51157.00     0.672658     0.191058     3.892914
51157.25     0.687988     0.215351     4.193286
51157.50     0.682434     0.170689     3.979613
51157.75     0.654519     0.119213     3.950887
51158.00     0.697718     0.053997     4.215123
51158.25     0.612015     0.116947     4.185691
51158.50     0.595381     0.134266     3.917625
51158.75     0.590280     0.067233     3.910901
51159.00     0.479589     0.036468     3.676725
51159.25     0.303342     0.031214     3.175243
51159.50     0.213990    -0.020700     2.389815
51159.75     0.073077    -0.143590     1.715633
51160.00    -0.106773    -0.196446     0.985722
51160.25    -0.297661    -0.178088     0.397429
51160.50    -0.297249    -0.178651     0.022084
51160.75    -0.333245    -0.210274    -0.019736
51161.00    -0.304511    -0.211810     0.227635
51161.25    -0.300096    -0.128342     0.716277
51161.50    -0.239267    -0.062319     0.775760
51161.75    -0.275486    -0.068495     0.704232
51162.00    -0.231399    -0.054710     0.859080
51162.25    -0.272742     0.004831     0.863420
51162.50    -0.280940     0.060274     0.423526
51162.75    -0.395872    -0.002744    -0.121164
51163.00    -0.457905    -0.047617    -0.433023
51163.25    -0.562538    -0.056122    -0.848245
51163.50    -0.614890    -0.035233    -1.484641
51163.75    -0.716230    -0.074919    -1.821078
51164.00    -0.771107    -0.081056    -1.857522
51164.25    -0.799947     0.031803    -1.525720
51164.50    -0.756884     0.168977    -1.510481
51164.75    -0.761164     0.167578    -1.564370
51165.00    -0.822643     0.114631    -1.853086
51165.25    -0.801045     0.113569    -1.789731
51165.50    -0.697013     0.132327    -1.952970
51165.75    -0.703480     0.077108    -2.220446
51166.00    -0.733772     0.023515    -2.426266
51166.25    -0.766883     0.127634    -2.424458
51166.50    -0.609523     0.269158    -1.967244
51166.75    -0.560433     0.332349    -1.548633
51167.00    -0.412138     0.427345    -0.689307
51167.25    -0.393921     0.484814    -0.600629
51167.50    -0.254315     0.419465    -0.608165
51167.75    -0.215580     0.296498    -0.604189
51168.00    -0.246077     0.134110    -0.814013
51168.25    -0.426607     0.010982    -1.338583
51168.50    -0.591040    -0.085729    -2.113414
51168.75    -0.721685    -0.118280    -2.153677
51169.00    -0.696634    -0.056640    -1.573894
51169.25    -0.687554     0.098716    -0.847236
51169.50    -0.568136     0.169998    -0.524547
51169.75    -0.592407     0.162967    -0.608288
51170.00    -0.700620     0.130821    -1.065831
51170.25    -0.830156     0.135939    -1.472137
51170.50    -0.836589     0.086987    -1.883580
51170.75    -0.942789    -0.003198    -2.154695
51171.00    -1.037714    -0.104474    -2.440328
51171.25    -1.056953    -0.169649    -2.555424
51171.50    -1.094570    -0.202721    -3.191512
51171.75    -1.160641    -0.347612    -3.613135
51172.00    -1.196256    -0.449171    -3.630817
51172.25    -1.123734    -0.428561    -2.892688
51172.50    -1.125531    -0.357659    -2.729603
51172.75    -1.009294    -0.324039    -1.960408
51173.00    -0.988581    -0.364935    -1.691528
51173.25    -0.977982    -0.368264    -1.398755
51173.50    -1.021592    -0.419749    -1.875089
51173.75    -1.030132    -0.459309    -1.925518
51174.00    -1.066616    -0.485603    -2.176816
51174.25    -1.115199    -0.439310    -2.220707
51174.50    -1.123816    -0.406896    -2.630662
51174.75    -1.179042    -0.419261    -2.781353
51175.00    -1.181859    -0.464398    -2.727590
51175.25    -1.124689    -0.382744    -2.100904
51175.50    -1.080633    -0.339090    -2.273954
51175.75    -1.148167    -0.350227    -2.674553
51176.00    -1.160398    -0.381479    -2.748852
51176.25    -1.133396    -0.315639    -2.421886
51176.50    -1.060098    -0.295195    -2.469302
51176.75    -0.997134    -0.314890    -2.219067
51177.00    -0.952438    -0.340877    -1.886832
51177.25    -0.926595    -0.280940    -1.473000
51177.50    -0.838255    -0.264442    -1.483411
51177.75    -0.808295    -0.291798    -1.595163
51178.00    -0.832678    -0.347999    -1.866099
51178.25    -0.878033    -0.343254    -2.095530
51178.50    -0.850885    -0.298090    -2.416168
51178.75    -0.918670    -0.351424    -2.711099
51179.00    -0.846858    -0.380347    -2.454907
51179.25    -0.789466    -0.325057    -1.934361
51179.50    -0.708921    -0.268215    -2.021118
51179.75    -0.748377    -0.257541    -2.302894
51180.00    -0.785203    -0.257123    -2.479076
51180.25    -0.801747    -0.227840    -2.410603
51180.50    -0.697393    -0.202351    -2.361272
51180.75    -0.636320    -0.224046    -2.345488
51181.00    -0.710378    -0.295308    -2.544116
51181.25    -0.696810    -0.257871    -2.308826
51181.50    -0.601652    -0.231243    -2.141519
51181.75    -0.555335    -0.221592    -1.898991
51182.00    -0.468286    -0.239762    -1.381719
51182.25    -0.418030    -0.188744    -0.833171
51182.50    -0.347285    -0.152339    -0.848696
51182.75    -0.434459    -0.197984    -1.320459
51183.00    -0.492335    -0.211036    -1.531750
51183.25    -0.499711    -0.169842    -1.416903
51183.50    -0.477444    -0.135726    -1.612353
51183.75    -0.504064    -0.165247    -1.785317
51184.00    -0.543534    -0.192123    -1.840783
51184.25    -0.628040    -0.164514    -1.885735
51184.50    -0.642182    -0.136195    -2.129030
51184.75    -0.696849    -0.185009    -2.267606
51185.00    -0.749968    -0.252716    -2.293366
51185.25    -0.764170    -0.222332    -1.925258
51185.50    -0.664930    -0.182968    -1.696236
51185.75    -0.750785    -0.220668    -2.012858
51186.00    -0.702879    -0.220978    -1.767451
51186.25    -0.723764    -0.117306    -1.739355
51186.50    -0.566829    -0.017401    -1.563412
51186.75    -0.427885    -0.017559    -1.047854
51187.00    -0.360565    -0.028386    -0.653208
51187.25    -0.323451    -0.022251    -0.457412
51187.50    -0.246608    -0.046817    -0.673793
51187.75    -0.198923    -0.094281    -0.523643
51188.00    -0.101628    -0.097163    -0.010225
51188.25    -0.089017    -0.044948     0.565778
51188.50    -0.059934    -0.039912     0.637155
51188.75    -0.085890    -0.063737     0.874055
51189.00    -0.171693    -0.133996     0.818858
51189.25    -0.276210    -0.149389     0.473865
51189.50    -0.322494    -0.169032    -0.081135
51189.75    -0.441395    -0.278411    -0.716825
51190.00    -0.450785    -0.340248    -0.818412
51190.25    -0.484854    -0.340667    -0.643247
51190.50    -0.477729    -0.356712    -0.916094
51190.75    -0.511982    -0.405580    -1.169612
51191.00    -0.497985    -0.436512    -1.086934
51191.25    -0.549015    -0.373383    -1.008117
51191.50    -0.386991    -0.310853    -0.589789
51191.75    -0.333646    -0.263441    -0.325200
51192.00    -0.265695    -0.249767     0.276017
51192.25    -0.260379    -0.146424     0.884593
51192.50    -0.223114    -0.071399     0.952218
51192.75    -0.272097    -0.103806     1.032364
51193.00    -0.386863    -0.164305     0.859342
51193.25    -0.541417    -0.186812     0.439620
51193.50    -0.599467    -0.249540    -0.115696
51193.75    -0.741723    -0.348333    -0.770843
51194.00    -0.800550    -0.410329    -0.939064
51194.25    -0.924186    -0.404101    -1.255769
51194.50    -0.930124    -0.419509    -1.518818
51194.75    -0.967933    -0.463524    -1.764597
51195.00    -0.940596    -0.466841    -1.699340
51195.25    -1.095047    -0.393585    -2.301929
51195.50    -1.101543    -0.366416    -2.945149
51195.75    -1.107261    -0.423122    -3.112390
51196.00    -1.106947    -0.439112    -3.125135
51196.25    -1.168996    -0.448834    -3.186059
51196.50    -1.126241    -0.460400    -3.402860
51196.75    -1.141330    -0.501418    -3.503586
51197.00    -1.193668    -0.543417    -3.652708
51197.25    -1.136478    -0.500282    -3.084411
51197.50    -1.057510    -0.432468    -2.895247
51197.75    -1.061212    -0.462679    -2.873520
51198.00    -1.386350    -0.547000    -3.674476
51198.25    -1.501854    -0.482259    -3.832635
51198.50    -1.528012    -0.453367    -4.173580
51198.75    -1.493495    -0.473425    -4.089324
51199.00    -1.481787    -0.512186    -3.833397
51199.25    -1.398344    -0.432155    -3.223819
51199.50    -1.217983    -0.327519    -2.681422
51199.75    -1.084996    -0.243405    -2.136473
51200.00    -1.020935    -0.172917    -1.712542
51200.25    -0.969627    -0.022031    -1.454940
51200.50    -0.881234     0.055737    -1.473535
51200.75    -0.813109     0.114943    -1.369171
51201.00    -0.882379     0.099307    -1.626218
51201.25    -0.971239     0.128253    -1.816900
51201.50    -0.995146     0.090762    -2.245303
51201.75    -1.022752     0.004216    -2.479673
51202.00    -1.003335    -0.073303    -2.352924
51202.25    -1.016080    -0.108290    -2.368375
51202.50    -0.952729    -0.161669    -2.501133
51202.75    -0.936195    -0.250790    -2.430720
51203.00    -0.884517    -0.312991    -2.048899
51203.25    -0.883660    -0.299703    -1.981582
51203.50    -0.806883    -0.280187    -2.108057
51203.75    -0.775266    -0.266601    -2.110147
51204.00    -0.687076    -0.254076    -1.763842
51204.25    -0.689034    -0.161057    -1.616370
51204.50    -0.601408    -0.119177    -1.635316
51204.75    -0.610197    -0.172153    -1.863690
51205.00    -0.664062    -0.222824    -2.088229
51205.25    -0.713934    -0.200289    -2.103572
51205.50    -0.670775    -0.206635    -2.266771
51205.75    -0.646532    -0.256335    -2.153159
51206.00    -0.634588    -0.316172    -2.008871
51206.25    -0.657683    -0.249012    -1.810800
51206.50    -0.575762    -0.181696    -1.854900
51206.75    -0.587345    -0.175572    -1.871838
51207.00    -0.574380    -0.169771    -1.689202
51207.25    -0.586347    -0.082270    -1.586573
51207.50    -0.622314    -0.086508    -2.244288
51207.75    -0.608326    -0.145647    -2.393115
51208.00    -0.513377    -0.135725    -2.087374
51208.25    -0.474849    -0.056293    -1.938330
51208.50    -0.415151    -0.008339    -2.160824
51208.75    -0.282347     0.052994    -1.710597
51209.00    -0.220602     0.081972    -1.281528
51209.25    -0.239851     0.086079    -1.143533
51209.50    -0.244579     0.068072    -1.390484
51209.75    -0.251694    -0.038132    -1.310330
51210.00    -0.265593    -0.203914    -1.444173
51210.25    -0.322174    -0.243812    -1.418183
51210.50    -0.282103    -0.269519    -1.431189
51210.75    -0.316661    -0.379075    -1.443025
51211.00    -0.367020    -0.454291    -1.545539
51211.25    -0.504705    -0.429611    -1.636260
51211.50    -0.559855    -0.405709    -2.072334
51211.75    -0.551742    -0.357064    -1.597748
51212.00    -0.498984    -0.307041    -1.012099
51212.25    -0.402066    -0.212932    -0.212036
51212.50    -0.157694    -0.139568     0.257304
51212.75    -0.026652    -0.155079     0.722902
51213.00     0.086716    -0.181784     1.278778
51213.25     0.086895    -0.080935     1.642456
51213.50     0.042439     0.009563     1.384499
51213.75    -0.141506     0.056283     0.875884
51214.00    -0.233508     0.069913     0.668297
51214.25    -0.506064     0.153629    -0.241560
51214.50    -0.749461     0.178688    -1.661584
51214.75    -0.884163     0.135102    -2.150405
51215.00    -0.858488     0.133655    -1.272099
51215.25    -0.596624     0.321291     0.682245
51215.50    -0.355903     0.416176     1.409565
51215.75    -0.245446     0.391969     1.542774
51216.00    -0.298258     0.226441     0.985278
51216.25    -0.335335     0.195295     0.855223
51216.50    -0.475996     0.094000    -0.304023
51216.75    -0.544909    -0.065549    -0.926154
51217.00    -0.612215    -0.228755    -1.262096
51217.25    -0.651203    -0.301629    -1.257430
51217.50    -0.645354    -0.338064    -1.476967
51217.75    -0.590673    -0.401140    -1.155767
51218.00    -0.566254    -0.479599    -1.065441
51218.25    -0.568245    -0.440302    -0.887405
51218.50    -0.653941    -0.419717    -1.607320
51218.75    -0.679598    -0.371740    -1.762684
51219.00    -0.665196    -0.303280    -1.521884
51219.25    -0.601218    -0.114119    -0.782412
51219.50    -0.352643     0.020851     0.307640
51219.75    -0.164550     0.026843     0.998653
51220.00    -0.197219    -0.073019     0.601281
51220.25    -0.376914    -0.101856    -0.156675
51220.50    -0.598992    -0.143688    -1.695270
51220.75    -0.715647    -0.225335    -2.253115
51221.00    -0.753851    -0.243739    -2.077968
51221.25    -0.763026    -0.172629    -1.542094
51221.50    -0.681891    -0.114050    -1.343833
51221.75    -0.607643    -0.135127    -0.868772
51222.00    -0.588832    -0.187774    -0.696686
51222.25    -0.573168    -0.126145    -0.387892
51222.50    -0.607562    -0.110700    -0.896946
51222.75    -0.709015    -0.148872    -1.402938
51223.00    -0.749997    -0.216606    -1.685294
51223.25    -0.768249    -0.169830    -1.581687
51223.50    -0.808702    -0.186910    -1.957696
51223.75    -0.768821    -0.268200    -1.908751
51224.00    -0.734596    -0.357102    -1.850672
51224.25    -0.697730    -0.314435    -1.531271
51224.50    -0.673849    -0.261899    -1.778715
51224.75    -0.640994    -0.271486    -1.715737
51225.00    -0.567752    -0.286189    -1.440821
51225.25    -0.578850    -0.208089    -1.347350
51225.50    -0.625598    -0.176461    -1.814080
51225.75    -0.620671    -0.211015    -1.957843
51226.00    -0.676458    -0.272827    -2.127252
51226.25    -0.690374    -0.242149    -2.020353
51226.50    -0.684412    -0.250517    -2.269372
51226.75    -0.646546    -0.284184    -2.115426
51227.00    -0.654260    -0.352708    -2.113539
51227.25    -0.664718    -0.304156    -1.983486
51227.50    -0.653850    -0.283226    -2.206018
51227.75    -0.621132    -0.311148    -2.009845
51228.00    -0.660519    -0.328259    -1.896467
51228.25    -0.689162    -0.275511    -1.659365
51228.50    -0.674604    -0.238023    -1.840527
51228.75    -0.656947    -0.221506    -1.783265
51229.00    -0.726418    -0.215862    -1.914216
51229.25    -0.727603    -0.117363    -1.727370
51229.50    -0.631323    -0.077005    -1.663307
51229.75    -0.628487    -0.071482    -1.553599
51230.00    -0.689149    -0.085877    -1.724486
51230.25    -0.746124    -0.036646    -1.785966
51230.50    -0.793049     0.014698    -2.262507
51230.75    -0.761738    -0.037335    -2.171745
51231.00    -0.788129    -0.111756    -2.110550
51231.25    -0.813173    -0.076066    -2.006711
51231.50    -0.782525    -0.068430    -2.095832
51231.75    -0.728039    -0.086464    -1.720546
51232.00    -0.734653    -0.074245    -1.238445
51232.25    -0.570873     0.013507    -0.118451
51232.50    -0.482913     0.064912     0.171677
51232.75    -0.441664     0.006166     0.043062
51233.00    -0.493118    -0.045449    -0.264866
51233.25    -0.483154    -0.015815    -0.245641
51233.50    -0.453479    -0.031580    -0.613021
51233.75    -0.318961    -0.079832    -0.374398
51234.00    -0.278058    -0.155785    -0.465188
51234.25    -0.289979    -0.161863    -0.455365
51234.50    -0.234239    -0.166264    -0.674480
51234.75    -0.157494    -0.177955    -0.215283
51235.00    -0.094853    -0.193747     0.250229
51235.25    -0.062525    -0.140889     1.034840
51235.50    -0.122980    -0.172317     0.624622
51235.75    -0.284823    -0.301486    -0.062284
51236.00    -0.522541    -0.422182    -0.994167
51236.25    -0.815806    -0.506190    -2.101651
51236.50    -1.066132    -0.569299    -3.699738
51236.75    -1.092666    -0.669157    -4.001362
51237.00    -1.049792    -0.665645    -3.728203
51237.25    -1.045892    -0.617871    -3.593819
51237.50    -1.020846    -0.599996    -3.917089
51237.75    -0.962029    -0.668074    -3.835478
51238.00    -0.943238    -0.687645    -3.547738
51238.25    -1.053597    -0.690401    -3.792048
51238.50    -1.254444    -0.711937    -4.968886
51238.75    -1.238555    -0.745417    -4.885986
51239.00    -1.214831    -0.655762    -4.482764
51239.25    -1.145254    -0.531697    -3.871590
51239.50    -1.090893    -0.439779    -3.987724
51239.75    -0.954869    -0.402521    -3.526409
51240.00    -0.896333    -0.334966    -3.110748
51240.25    -0.940634    -0.317669    -3.231616
51240.50    -0.947433    -0.341588    -3.738997
51240.75    -0.871336    -0.402435    -3.593882
51241.00    -0.824246    -0.372750    -3.323110
51241.25    -0.707680    -0.255442    -2.766247
51241.50    -0.594757    -0.238714    -2.842458
51241.75    -0.390900    -0.245727    -2.279893
51242.00    -0.345327    -0.253977    -2.040771
51242.25    -0.175897    -0.152030    -1.445861
51242.50     0.013175    -0.097322    -1.236101
51242.75     0.247713    -0.101283    -0.715038
51243.00     0.341120    -0.060072    -0.355941
51243.25     0.441917     0.012330     0.106255
51243.50     0.636819     0.063933     0.527764
51243.75     0.725189     0.031680     0.767753
51244.00     0.687076     0.040291     0.892782
51244.25     0.698196     0.154879     1.170049
51244.50     0.707388     0.212722     0.900483
51244.75     0.774520     0.184747     1.140238
51245.00     0.914003     0.148227     1.990681
51245.25     0.884148     0.177304     2.219641
51245.50     0.871595     0.122886     1.773577
51245.75     0.815998    -0.025720     1.445590
51246.00     0.753094    -0.088336     1.187164
51246.25     0.600150    -0.062707     1.045294
51246.50     0.515167    -0.083526     0.542984
51246.75     0.504752    -0.124853     0.516012
51247.00     0.508732    -0.096111     0.740852
51247.25     0.418123    -0.056140     0.801798
51247.50     0.467445    -0.034319     0.625421
51247.75     0.472719    -0.070190     0.561483
51248.00     0.469205    -0.046913     0.712359
51248.25     0.431679     0.036733     0.739620
51248.50     0.438141     0.024518     0.377711
51248.75     0.515161    -0.074532     0.519120
51249.00     0.563195    -0.095432     0.863712
51249.25     0.414566    -0.103467     0.623889
51249.50     0.297683    -0.141805    -0.388060
51249.75     0.310171    -0.177992    -0.568548
51250.00     0.235308    -0.118003    -0.692448
51250.25     0.256584    -0.087771    -0.212566
51250.50     0.281230    -0.126878    -0.398076
51250.75     0.323723    -0.180776    -0.289402
51251.00     0.246799    -0.191607    -0.242345
51251.25     0.220928    -0.130740     0.115943
51251.50     0.273235    -0.133270     0.225487
51251.75     0.179796    -0.177387     0.031587
51252.00     0.027343    -0.226144    -0.367165
51252.25    -0.104084    -0.221109    -0.629006
51252.50    -0.160673    -0.260702    -1.242161
51252.75    -0.163345    -0.299243    -1.158225
51253.00    -0.196729    -0.284960    -0.993352
51253.25    -0.166155    -0.210868    -0.635183
51253.50    -0.117993    -0.187005    -0.758515
51253.75    -0.005712    -0.180849    -0.357832
51254.00     0.021456    -0.147992    -0.140854
51254.25     0.035396    -0.060134     0.080712
51254.50     0.024254    -0.043556    -0.352574
51254.75     0.061922    -0.048939    -0.383403
51255.00     0.178000    -0.076834     0.234946
51255.25     0.029992    -0.012726    -0.186596
51255.50     0.039552    -0.047054    -0.569453
51255.75    -0.078677    -0.023519    -1.103919
51256.00    -0.212016    -0.055099    -1.475291
51256.25    -0.249849    -0.004167    -1.404068
51256.50    -0.226965    -0.000442    -1.595708
51256.75    -0.236971     0.023822    -1.683075
51257.00    -0.270590    -0.014562    -1.786565
51257.25    -0.303704     0.020686    -1.588420
51257.50    -0.336672     0.020224    -1.949901
51257.75    -0.307403    -0.010908    -1.787992
51258.00    -0.400951     0.001803    -1.919550
51258.25    -0.426885     0.052006    -1.691622
51258.50    -0.423428     0.071711    -1.864703
51258.75    -0.388708     0.037861    -1.722392
51259.00    -0.353368     0.047273    -1.406263
51259.25    -0.352181     0.122865    -1.192268
51259.50    -0.150765     0.128502    -0.726141
51259.75     0.051190     0.141894     0.088382
51260.00     0.116464     0.135788     0.717446
51260.25     0.220298     0.245920     1.633734
51260.50     0.366190     0.338678     1.939866
51260.75     0.421914     0.262210     2.242254
51261.00     0.514856     0.246714     2.625527
51261.25     0.572849     0.228824     2.840697
