year2,state,fsize,Estabs,Emp,Denom,Estabs_Entry,Estabs_Entry_Rate,Estabs_Exit,Estabs_Exit_Rate,Job_Creation,Job_Creation_Births,Job_Creation_Continuers,Job_Creation_Rate_Births,Job_Creation_Rate,Job_Destruction,Job_Destruction_Deaths,Job_Destruction_Continuers,Job_Destruction_Rate_Deaths,Job_Destruction_Rate,Net_Job_Creation,Net_Job_Creation_Rate,Reallocation_Rate,d_flag
1994,53,h) 500 to 999,1443,76484,76728,102,7,132,9.1,8267,1420,6847,1.9,10.8,8773,2010,6763,2.6,11.4,-506,-0.6,21.6,0
1994,53,i) 1000 to 2499,2314,108001,109336,224,9.7,174,7.6,14100,5120,8980,4.7,12.9,16603,8218,8385,7.5,15.2,-2503,-2.3,25.8,0
1994,53,j) 2500 to 4999,1886,82668,78798,197,10.6,144,7.7,13808,3237,10571,4.1,17.5,6220,1744,4476,2.2,7.9,7588,9.6,15.8,0
1994,53,k) 5000 to 9999,1924,88257,85940,288,15.9,66,3.6,10106,4079,6027,4.7,11.8,5519,1001,4518,1.2,6.4,4587,5.4,12.8,0
1994,53,l) 10000+,6773,400561,405075,431,6.4,443,6.5,39465,13134,26331,3.2,9.7,48436,7940,40496,2,12,-8971,-2.3,19.4,0
1994,54,a) 1 to 4,15652,35022,34328,2830,18.4,2188,14.2,10728,7055,3673,20.6,31.3,9146,5461,3685,15.9,26.6,1582,4.7,53.2,0
1994,54,b) 5 to 9,6409,40860,40513,259,4.1,206,3.2,7929,2877,5052,7.1,19.6,7196,2287,4909,5.6,17.8,733,1.8,35.6,0
1994,54,c) 10 to 19,3651,44824,44599,138,3.8,104,2.9,7820,2607,5213,5.8,17.5,7310,2249,5061,5,16.4,510,1.1,32.8,0
1994,54,d) 20 to 49,2494,56221,55562,73,2.9,70,2.8,8896,2439,6457,4.4,16,7577,2102,5475,3.8,13.6,1319,2.4,27.2,0
1994,54,e) 50 to 99,1035,35650,35608,49,4.8,29,2.8,4590,896,3694,2.5,12.9,4506,761,3745,2.1,12.7,84,0.2,25.4,0
1994,54,f) 100 to 249,1166,43618,42961,51,4.4,30,2.6,5935,1830,4105,4.3,13.8,4620,879,3741,2,10.8,1315,3,21.6,0
1994,54,g) 250 to 499,700,25270,24254,47,6.8,25,3.6,4407,1076,3331,4.4,18.2,2406,904,1502,3.7,9.9,2001,8.3,19.8,0
1994,54,h) 500 to 999,528,31115,30339,30,5.7,28,5.3,4057,528,3529,1.7,13.4,2507,834,1673,2.7,8.3,1550,5.1,16.6,0
1994,54,i) 1000 to 2499,689,42986,41501,55,8.1,28,4.1,5533,618,4915,1.5,13.3,2555,287,2268,0.7,6.2,2978,7.1,12.4,0
1994,54,j) 2500 to 4999,562,16693,15963,68,12.6,21,3.9,2734,879,1855,5.5,17.1,1274,256,1018,1.6,8,1460,9.1,16,0
1994,54,k) 5000 to 9999,544,23994,24170,57,10.7,37,6.9,2646,908,1738,3.8,10.9,2986,532,2454,2.2,12.4,-340,-1.5,21.8,0
1994,54,l) 10000+,2502,99891,99466,146,5.9,134,5.4,10799,4510,6289,4.5,10.9,9943,3048,6895,3.1,10,856,0.9,20,0
1994,55,a) 1 to 4,47836,106852,105461,8617,18.3,7000,14.8,33069,21331,11738,20.2,31.4,29606,17751,11855,16.8,28.1,3463,3.3,56.2,0
1994,55,b) 5 to 9,21334,139140,138187,1014,4.8,915,4.3,28831,11563,17268,8.4,20.9,26696,10318,16378,7.5,19.3,2135,1.6,38.6,0
1994,55,c) 10 to 19,13779,172234,171341,469,3.4,396,2.9,27809,8682,19127,5.1,16.2,25831,8058,17773,4.7,15.1,1978,1.1,30.2,0
1994,55,d) 20 to 49,10334,242682,239793,328,3.2,250,2.4,33913,9524,24389,4,14.1,28061,7624,20437,3.2,11.7,5852,2.4,23.4,0
1994,55,e) 50 to 99,4507,168674,165394,146,3.3,98,2.2,22026,5877,16149,3.6,13.3,15203,3417,11786,2.1,9.2,6823,4.1,18.4,0
1994,55,f) 100 to 249,4128,206286,203577,152,3.7,134,3.3,25410,6919,18491,3.4,12.5,19216,4016,15200,2,9.4,6194,3.1,18.8,0
1994,55,g) 250 to 499,2250,139867,135988,167,7.6,94,4.3,17304,3788,13516,2.8,12.7,9714,1566,8148,1.2,7.1,7590,5.6,14.2,0
1994,55,h) 500 to 999,1657,119562,116517,165,10.1,115,7.1,14205,3589,10616,3.1,12.2,8156,1253,6903,1.1,7,6049,5.2,14,0
1994,55,i) 1000 to 2499,2267,164227,165099,156,7,71,3.2,15151,3947,11204,2.4,9.2,16688,3647,13041,2.2,10.1,-1537,-0.9,18.4,0
1994,55,j) 2500 to 4999,1610,123055,121879,151,9.5,115,7.2,10375,3083,7292,2.5,8.5,7977,1508,6469,1.2,6.5,2398,2,13,0
1994,55,k) 5000 to 9999,1968,131298,131417,131,6.7,79,4.1,10230,2758,7472,2.1,7.8,10486,1671,8815,1.3,8,-256,-0.2,15.6,0
1994,55,l) 10000+,5559,364848,361203,377,6.8,338,6.1,34084,8196,25888,2.3,9.4,27144,6417,20727,1.8,7.5,6940,1.9,15,0
1994,56,a) 1 to 4,6781,15500,14919,,,996,15.1,5608,,,,37.6,4329,2552,1777,17.1,29,1279,8.6,58,1
1994,56,b) 5 to 9,2630,17410,16860,141,5.4,95,3.6,4239,1614,2625,9.6,25.1,3154,1076,2078,6.4,18.7,1085,6.4,37.4,0
1994,56,c) 10 to 19,1481,18465,18144,60,4.1,46,3.1,3419,1134,2285,6.3,18.8,2757,774,1983,4.3,15.2,662,3.6,30.4,0
1994,56,d) 20 to 49,956,20800,20494,36,3.8,27,2.8,3352,917,2435,4.5,16.4,2740,793,1947,3.9,13.4,612,3,26.8,0
1994,56,e) 50 to 99,397,12254,11756,26,6.7,9,2.3,2394,830,1564,7.1,20.4,1398,362,1036,3.1,11.9,996,8.5,23.8,0
1994,56,f) 100 to 249,328,10140,9949,15,4.6,17,5.2,1432,631,801,6.3,14.4,1054,139,915,1.4,10.6,378,3.8,21.2,0
1994,56,g) 250 to 499,205,6762,6798,9,4.4,,,762,79,683,1.2,11.2,954,,657,,14,-192,-2.8,22.4,1
1994,56,h) 500 to 999,154,4212,4118,16,10.6,9,6,513,148,365,3.6,12.5,324,90,234,2.2,7.9,189,4.6,15.8,0
1994,56,i) 1000 to 2499,259,7111,6909,,,,,1043,,,,15.1,648,,505,,9.4,395,5.7,18.8,1
1994,56,j) 2500 to 4999,143,4486,4342,13,9.2,11,7.7,768,243,525,5.6,17.7,478,98,380,2.3,11,290,6.7,22,0
1994,56,k) 5000 to 9999,167,4471,4522,16,9.6,14,8.4,478,170,308,3.8,10.6,390,131,259,2.9,8.6,88,2,17.2,0
1994,56,l) 10000+,926,26576,26159,37,4,29,3.1,2902,502,2400,1.9,11.1,2082,251,1831,1,8,820,3.1,16,0
1995,01,a) 1 to 4,35796,82743,80017,7720,22.1,5893,16.8,29424,20811,8613,26,36.8,23523,15063,8460,18.8,29.4,5901,7.4,58.8,0
1995,01,b) 5 to 9,14801,98264,96268,826,5.6,684,4.6,22074,9532,12542,9.9,22.9,17902,7623,10279,7.9,18.6,4172,4.3,37.2,0
1995,01,c) 10 to 19,8925,114055,111687,339,3.8,335,3.8,22084,7198,14886,6.4,19.8,17197,6469,10728,5.8,15.4,4887,4.4,30.8,0
1995,01,d) 20 to 49,6457,154264,150468,262,4.1,193,3,28007,8591,19416,5.7,18.6,19793,6408,13385,4.3,13.2,8214,5.4,26.4,0
1995,01,e) 50 to 99,2828,108285,105405,120,4.2,128,4.5,18984,4950,14034,4.7,18,13049,3502,9547,3.3,12.4,5935,5.6,24.8,0
1995,01,f) 100 to 249,2855,123900,120256,147,5.2,111,3.9,20954,5245,15709,4.4,17.4,13383,3840,9543,3.2,11.1,7571,6.3,22.2,0
1995,01,g) 250 to 499,1282,75263,71638,87,6.9,59,4.7,13213,2966,10247,4.1,18.4,6074,904,5170,1.3,8.5,7139,9.9,17,0
1995,01,h) 500 to 999,1650,85929,83937,143,8.8,96,5.9,13066,4100,8966,4.9,15.6,9105,3130,5975,3.7,10.8,3961,4.8,21.6,0
1995,01,i) 1000 to 2499,2356,124457,122160,208,9,137,5.9,14312,4025,10287,3.3,11.7,9985,2162,7823,1.8,8.2,4327,3.5,16.4,0
1995,01,j) 2500 to 4999,1746,90149,86077,201,11.9,66,3.9,15456,3871,11585,4.5,18,7032,1405,5627,1.6,8.2,8424,9.8,16.4,0
1995,01,k) 5000 to 9999,1642,86836,87060,118,7.3,75,4.6,6939,1723,5216,2,8,7320,1371,5949,1.6,8.4,-381,-0.4,16,0
1995,01,l) 10000+,5749,364348,355634,373,6.5,301,5.3,46063,12920,33143,3.6,13,28994,6103,22891,1.7,8.2,17069,4.8,16.4,0
1995,02,a) 1 to 4,6190,14358,13802,1518,25.2,1140,18.9,5708,3799,1909,27.5,41.4,4505,2813,1692,20.4,32.6,1203,8.8,65.2,0
1995,02,b) 5 to 9,2700,17140,17066,105,3.9,105,3.9,3815,1150,2665,6.7,22.4,3575,1108,2467,6.5,20.9,240,1.5,41.8,0
1995,02,c) 10 to 19,1622,19657,19672,47,2.9,68,4.2,3728,1136,2592,5.8,19,3732,1249,2483,6.3,19,-4,0,38,0
1995,02,d) 20 to 49,1022,21020,20880,29,2.8,31,3,3737,930,2807,4.5,17.9,3351,772,2579,3.7,16,386,1.9,32,0
1995,02,e) 50 to 99,382,11767,11372,16,4.2,9,2.4,2155,855,1300,7.5,19,1365,154,1211,1.4,12,790,7,24,0
1995,02,f) 100 to 249,391,16919,16937,19,4.9,15,3.9,2174,669,1505,3.9,12.8,2209,618,1591,3.6,13,-35,-0.2,25.6,0
1995,02,g) 250 to 499,328,11397,11582,,,9,2.8,1314,,,,11.3,1684,107,1577,0.9,14.5,-370,-3.2,22.6,1
1995,02,h) 500 to 999,264,8784,8761,15,5.8,6,2.3,1075,205,870,2.3,12.3,1029,80,949,0.9,11.7,46,0.6,23.4,0
1995,02,i) 1000 to 2499,278,10569,10295,19,6.9,16,5.8,1597,765,832,7.4,15.5,1093,314,779,3.1,10.6,504,4.9,21.2,0
1995,02,j) 2500 to 4999,235,12051,11941,19,8.3,6,2.6,1446,498,948,4.2,12.1,984,151,833,1.3,8.2,462,3.9,16.4,0
1995,02,k) 5000 to 9999,134,3813,4212,,,23,16.1,328,,,,7.8,1126,667,459,15.8,26.7,-798,-18.9,15.6,1
1995,02,l) 10000+,618,27778,27111,50,8.2,40,6.5,4284,1535,2749,5.7,15.8,2994,760,2234,2.8,11,1290,4.8,22,0
1995,04,a) 1 to 4,36053,83424,79780,9199,26.3,6738,19.2,33844,24469,9375,30.7,42.4,25530,17549,7981,22,32,8314,10.4,64,0
1995,04,b) 5 to 9,14756,100023,96206,1153,7.9,803,5.5,28093,13123,14970,13.6,29.2,20150,9046,11104,9.4,20.9,7943,8.3,41.8,0
1995,04,c) 10 to 19,9225,119610,116036,483,5.2,442,4.8,28222,10296,17926,8.9,24.3,20651,8676,11975,7.5,17.8,7571,6.5,35.6,0
1995,04,d) 20 to 49,6587,160511,156152,300,4.6,269,4.1,32333,9722,22611,6.2,20.7,23207,8738,14469,5.6,14.9,9126,5.8,29.8,0
1995,04,e) 50 to 99,2926,110095,106114,147,5,119,4.1,22032,6243,15789,5.9,20.8,14031,4273,9758,4,13.2,8001,7.6,26.4,0
1995,04,f) 100 to 249,2789,130737,127598,232,8.5,137,5,23692,7951,15741,6.2,18.6,17200,5731,11469,4.5,13.5,6492,5.1,27,0
1995,04,g) 250 to 499,1661,82509,80426,150,9,151,9.1,14425,4164,10261,5.2,17.9,10259,2469,7790,3.1,12.8,4166,5.1,25.6,0
1995,04,h) 500 to 999,1318,67829,64613,150,11.8,67,5.3,12829,3692,9137,5.7,19.9,6398,1225,5173,1.9,9.9,6431,10,19.8,0
1995,04,i) 1000 to 2499,1502,87760,83339,162,11,100,6.8,18430,4833,13597,5.8,22.1,9687,1651,8036,2,11.6,8743,10.5,23.2,0
1995,04,j) 2500 to 4999,1416,77283,73900,148,10.7,78,5.6,12726,3588,9138,4.9,17.2,5875,1082,4793,1.5,7.9,6851,9.3,15.8,0
1995,04,k) 5000 to 9999,1334,63200,60071,188,14.5,114,8.8,11232,3991,7241,6.6,18.7,5505,1616,3889,2.7,9.2,5727,9.5,18.4,0
1995,04,l) 10000+,7168,397572,390078,590,8.3,463,6.5,55234,20660,34574,5.3,14.2,40364,10976,29388,2.8,10.3,14870,3.9,20.6,0
1995,05,a) 1 to 4,24198,54635,52817,5165,21.8,3976,16.8,18837,12879,5958,24.4,35.7,14978,9806,5172,18.6,28.4,3859,7.3,56.8,0
1995,05,b) 5 to 9,9286,61422,60087,531,5.7,428,4.6,14077,6108,7969,10.2,23.4,11323,4871,6452,8.1,18.8,2754,4.6,37.6,0
1995,05,c) 10 to 19,5534,70426,68763,245,4.4,179,3.3,14002,5035,8967,7.3,20.4,10402,3957,6445,5.8,15.1,3600,5.3,30.2,0
1995,05,d) 20 to 49,3827,88944,86148,151,4,120,3.1,15798,4643,11155,5.4,18.3,10196,2862,7334,3.3,11.8,5602,6.5,23.6,0
1995,05,e) 50 to 99,1743,61561,59917,64,3.7,61,3.5,9852,2326,7526,3.9,16.4,6456,2157,4299,3.6,10.8,3396,5.6,21.6,0
1995,05,f) 100 to 249,1643,66404,64814,72,4.4,71,4.3,10358,3420,6938,5.3,16,7176,2243,4933,3.5,11.1,3182,4.9,22.2,0
1995,05,g) 250 to 499,867,46876,43986,75,8.9,22,2.6,9435,3437,5998,7.8,21.5,3697,1397,2300,3.2,8.4,5738,13.1,16.8,0
1995,05,h) 500 to 999,756,41712,41891,54,7.2,36,4.8,4782,1000,3782,2.4,11.4,5140,2397,2743,5.7,12.3,-358,-0.9,22.8,0
1995,05,i) 1000 to 2499,1122,75492,75886,91,8.2,80,7.2,9794,1919,7875,2.5,12.9,10656,7248,3408,9.6,14,-862,-1.1,25.8,0
1995,05,j) 2500 to 4999,890,54865,53001,106,12.4,30,3.5,6989,2142,4847,4,13.2,3085,459,2626,0.9,5.8,3904,7.4,11.6,0
1995,05,k) 5000 to 9999,889,53216,48834,128,15.2,39,4.6,11583,1964,9619,4,23.7,2846,428,2418,0.9,5.8,8737,17.9,11.6,0
1995,05,l) 10000+,2866,198954,196888,169,5.9,136,4.8,19721,5026,14695,2.6,10,15607,3316,12291,1.7,7.9,4114,2.1,15.8,0
1995,06,a) 1 to 4,286858,637824,629883,60335,21.2,53621,18.8,226192,153746,72446,24.4,35.9,204430,131249,73181,20.8,32.5,21762,3.4,65,0
1995,06,b) 5 to 9,111027,728868,720839,6558,5.9,6204,5.6,177521,76195,101326,10.6,24.6,159595,67713,91882,9.4,22.1,17926,2.5,44.2,0
1995,06,c) 10 to 19,69007,879458,867210,2984,4.3,3123,4.5,184115,64414,119701,7.4,21.2,158292,61548,96744,7.1,18.3,25823,2.9,36.6,0
1995,06,d) 20 to 49,49436,1218788,1194362,1941,3.9,2063,4.2,231384,68247,163137,5.7,19.4,181442,61683,119759,5.2,15.2,49942,4.2,30.4,0
1995,06,e) 50 to 99,21961,874685,856378,1004,4.6,959,4.4,153500,40537,112963,4.7,17.9,116605,37498,79107,4.4,13.6,36895,4.3,27.2,0
1995,06,f) 100 to 249,18806,971505,955165,1068,5.7,1177,6.2,160395,38600,121795,4,16.8,127814,42302,85512,4.4,13.4,32581,3.4,26.8,0
1995,06,g) 250 to 499,11133,589843,576960,832,7.5,686,6.2,104353,28557,75796,4.9,18.1,78705,20167,58538,3.5,13.6,25648,4.5,27.2,0
1995,06,h) 500 to 999,8684,491545,477929,729,8.5,583,6.8,86418,28650,57768,6,18.1,59260,15187,44073,3.2,12.4,27158,5.7,24.8,0
1995,06,i) 1000 to 2499,11501,716679,707118,1188,10.4,1036,9.1,99064,30011,69053,4.2,14,80842,20627,60215,2.9,11.4,18222,2.6,22.8,0
1995,06,j) 2500 to 4999,9190,551649,540693,951,10.5,590,6.5,76675,26333,50342,4.9,14.2,59269,19737,39532,3.7,11,17406,3.2,22,0
1995,06,k) 5000 to 9999,9098,475407,476241,815,8.9,889,9.7,59411,17173,42238,3.6,12.5,60634,14983,45651,3.1,12.7,-1223,-0.2,25,0
1995,06,l) 10000+,42818,2654397,2635268,3424,8.1,2639,6.2,310463,79491,230972,3,11.8,274494,64088,210406,2.4,10.4,35969,1.4,20.8,0
1995,08,a) 1 to 4,46499,104357,99517,11364,25.4,7667,17.1,39653,28074,11579,28.2,39.8,29152,18904,10248,19,29.3,10501,10.5,58.6,0
1995,08,b) 5 to 9,17569,116858,113512,1103,6.3,835,4.8,29368,12563,16805,11.1,25.9,22305,9223,13082,8.1,19.6,7063,6.3,39.2,0
1995,08,c) 10 to 19,10388,134240,130635,451,4.4,386,3.7,27983,9632,18351,7.4,21.4,20820,7951,12869,6.1,15.9,7163,5.5,31.8,0
1995,08,d) 20 to 49,7148,176375,172572,316,4.4,272,3.8,33912,10672,23240,6.2,19.7,26135,9836,16299,5.7,15.1,7777,4.6,30.2,0
1995,08,e) 50 to 99,3035,118225,115072,149,4.9,135,4.5,21318,5846,15472,5.1,18.5,15011,4997,10014,4.3,13,6307,5.5,26,0
1995,08,f) 100 to 249,2692,124303,118611,259,9.9,107,4.1,24669,7902,16767,6.7,20.8,13285,4384,8901,3.7,11.2,11384,9.6,22.4,0
1995,08,g) 250 to 499,1565,76791,74300,132,8.6,85,5.5,13362,4446,8916,6,18,8427,1499,6928,2,11.3,4935,6.7,22.6,0
1995,08,h) 500 to 999,1285,63272,60980,138,10.9,90,7.1,11001,4032,6969,6.6,18,6418,1722,4696,2.8,10.5,4583,7.5,21,0
1995,08,i) 1000 to 2499,1836,96601,91031,221,12.4,122,6.8,17893,8979,8914,9.9,19.7,6781,1681,5100,1.8,7.4,11112,12.3,14.8,0
1995,08,j) 2500 to 4999,1329,72226,68688,180,13.8,122,9.4,15345,5043,10302,7.3,22.3,8213,1522,6691,2.2,12,7132,10.3,24,0
1995,08,k) 5000 to 9999,1325,76561,76176,138,10.5,106,8.1,9831,2434,7397,3.2,12.9,8827,1412,7415,1.9,11.6,1004,1.3,23.2,0
1995,08,l) 10000+,6980,363336,358131,669,9.8,433,6.3,52356,17772,34584,5,14.6,42116,9550,32566,2.7,11.8,10240,2.8,23.6,0
1995,09,a) 1 to 4,36534,80193,78586,6355,17.6,5306,14.7,24352,15219,9133,19.4,31,20887,12438,8449,15.8,26.6,3465,4.4,53.2,0
1995,09,b) 5 to 9,14550,94397,92814,610,4.2,546,3.8,19501,6832,12669,7.4,21,16088,5980,10108,6.4,17.3,3413,3.7,34.6,0
1995,09,c) 10 to 19,8583,108864,106550,246,2.9,266,3.1,18950,5086,13864,4.8,17.8,14327,4552,9775,4.3,13.4,4623,4.4,26.8,0
1995,09,d) 20 to 49,5653,141971,139884,156,2.8,148,2.6,19944,4493,15451,3.2,14.3,15931,4329,11602,3.1,11.4,4013,2.9,22.8,0
1995,09,e) 50 to 99,2522,102429,101086,111,4.4,138,5.4,15384,4674,10710,4.6,15.2,12741,4866,7875,4.8,12.6,2643,2.6,25.2,0
1995,09,f) 100 to 249,2534,130020,127128,107,4.2,130,5.1,16432,4350,12082,3.4,12.9,10428,2132,8296,1.7,8.2,6004,4.7,16.4,0
1995,09,g) 250 to 499,1243,74749,73796,52,4.2,70,5.6,8512,1366,7146,1.9,11.5,6615,1870,4745,2.5,9,1897,2.5,18,0
1995,09,h) 500 to 999,934,63532,63372,95,10.4,59,6.4,7538,2339,5199,3.7,11.9,7218,2543,4675,4,11.4,320,0.5,22.8,0
1995,09,i) 1000 to 2499,1210,98856,98529,126,10.7,78,6.6,11035,3367,7668,3.4,11.2,10454,1100,9354,1.1,10.6,581,0.6,21.2,0
1995,09,j) 2500 to 4999,1088,80240,76417,177,17,74,7.1,15956,11201,4755,14.7,20.9,7230,2085,5145,2.7,9.5,8726,11.4,19,0
1995,09,k) 5000 to 9999,1062,53549,56770,154,14.5,151,14.2,6996,2396,4600,4.2,12.3,13163,5844,7319,10.3,23.2,-6167,-10.9,24.6,0
1995,09,l) 10000+,5117,358827,365343,384,7.5,341,6.7,29979,10134,19845,2.8,8.2,42875,8140,34735,2.2,11.7,-12896,-3.5,16.4,0
1995,10,a) 1 to 4,7526,16495,15945,1620,22.1,1177,16.1,5604,3786,1818,23.7,35.1,4387,2852,1535,17.9,27.5,1217,7.6,55,0
1995,10,b) 5 to 9,3043,19945,19459,162,5.4,121,4,4371,1668,2703,8.6,22.5,3361,1284,2077,6.6,17.3,1010,5.2,34.6,0
1995,10,c) 10 to 19,1875,23730,23127,77,4.1,59,3.2,4486,1438,3048,6.2,19.4,3260,1134,2126,4.9,14.1,1226,5.3,28.2,0
1995,10,d) 20 to 49,1350,32018,30355,54,4,32,2.4,6314,2260,4054,7.4,20.8,2947,921,2026,3,9.7,3367,11.1,19.4,0
1995,10,e) 50 to 99,585,21916,21315,32,5.5,25,4.3,3894,1267,2627,5.9,18.3,2691,1004,1687,4.7,12.6,1203,5.7,25.2,0
1995,10,f) 100 to 249,575,23543,22933,28,4.9,24,4.2,3915,997,2918,4.3,17.1,2695,1411,1284,6.2,11.8,1220,5.3,23.6,0
1995,10,g) 250 to 499,312,14566,13581,40,13.4,12,4,3978,406,3572,3,29.3,2007,151,1856,1.1,14.8,1971,14.5,29.6,0
1995,10,h) 500 to 999,355,18091,17594,49,14.4,20,5.9,2570,970,1600,5.5,14.6,1577,162,1415,0.9,9,993,5.6,18,0
1995,10,i) 1000 to 2499,369,17867,17322,47,13.2,29,8.1,2642,762,1880,4.4,15.3,1699,368,1331,2.1,9.8,943,5.5,19.6,0
1995,10,j) 2500 to 4999,382,16047,15937,34,8.8,36,9.4,2715,328,2387,2.1,17,2490,538,1952,3.4,15.6,225,1.4,31.2,0
1995,10,k) 5000 to 9999,324,22541,22456,39,11.5,70,20.6,2708,1140,1568,5.1,12.1,2547,851,1696,3.8,11.3,161,0.8,22.6,0
1995,10,l) 10000+,1497,95731,93408,146,9.9,98,6.7,12474,2305,10169,2.5,13.4,7939,2430,5509,2.6,8.5,4535,4.9,17,0
1995,11,a) 1 to 4,6523,14504,14329,1097,16.9,1023,15.8,4335,2838,1497,19.8,30.3,3991,2534,1457,17.7,27.9,344,2.4,55.8,0
1995,11,b) 5 to 9,2825,18263,18209,125,4.4,126,4.5,3625,1435,2190,7.9,19.9,3511,1408,2103,7.7,19.3,114,0.6,38.6,0
1995,11,c) 10 to 19,1933,23948,23737,59,3,64,3.3,3998,1065,2933,4.5,16.8,3556,1132,2424,4.8,15,442,1.8,30,0
1995,11,d) 20 to 49,1524,36708,36639,55,3.6,72,4.7,5444,1552,3892,4.2,14.9,5243,2203,3040,6,14.3,201,0.6,28.6,0
1995,11,e) 50 to 99,825,28565,28428,31,3.7,37,4.5,4039,1344,2695,4.7,14.2,3765,1337,2428,4.7,13.2,274,1,26.4,0
1995,11,f) 100 to 249,814,40764,39908,92,11.6,52,6.5,6470,2541,3929,6.4,16.2,4756,1330,3426,3.3,11.9,1714,4.3,23.8,0
1995,11,g) 250 to 499,660,33665,33627,54,8.4,21,3.3,3493,597,2896,1.8,10.4,3438,626,2812,1.9,10.2,55,0.2,20.4,0
1995,11,h) 500 to 999,489,27957,26964,35,7.2,24,5,4011,915,3096,3.4,14.9,2024,266,1758,1,7.5,1987,7.4,15,0
1995,11,i) 1000 to 2499,383,34731,34416,30,7.8,40,10.3,3591,556,3035,1.6,10.4,2965,801,2164,2.3,8.6,626,1.8,17.2,0
1995,11,j) 2500 to 4999,385,31930,32615,45,12,25,6.6,1923,612,1311,1.9,5.9,3279,670,2609,2.1,10.1,-1356,-4.2,11.8,0
1995,11,k) 5000 to 9999,305,21598,22350,46,15.8,21,7.2,2751,1116,1635,5,12.3,4268,1255,3013,5.6,19.1,-1517,-6.8,24.6,0
1995,11,l) 10000+,1253,101772,102998,120,9.5,134,10.6,13653,2768,10885,2.7,13.3,16075,3807,12268,3.7,15.6,-2422,-2.3,26.6,0
1995,12,a) 1 to 4,164980,364662,356973,37602,23.2,30848,19,129298,90324,38974,25.3,36.2,111290,74517,36773,20.9,31.2,18008,5,62.4,0
1995,12,b) 5 to 9,57935,379824,376096,3156,5.4,3171,5.5,89017,36426,52591,9.7,23.7,80359,35596,44763,9.5,21.4,8658,2.3,42.8,0
1995,12,c) 10 to 19,32716,417874,412010,1419,4.3,1555,4.7,87213,30502,56711,7.4,21.2,74380,31350,43030,7.6,18.1,12833,3.1,36.2,0
1995,12,d) 20 to 49,21186,522647,516838,919,4.3,1047,4.9,99573,32206,67367,6.2,19.3,87053,36333,50720,7,16.8,12520,2.5,33.6,0
1995,12,e) 50 to 99,9290,369864,363163,475,5.1,537,5.8,66972,21052,45920,5.8,18.4,53524,22630,30894,6.2,14.7,13448,3.7,29.4,0
1995,12,f) 100 to 249,8355,407767,396942,684,8.3,534,6.5,78696,26384,52312,6.6,19.8,57219,20590,36629,5.2,14.4,21477,5.4,28.8,0
1995,12,g) 250 to 499,4928,244790,239287,358,7.3,292,6,44949,12641,32308,5.3,18.8,33314,8334,24980,3.5,13.9,11635,4.9,27.8,0
1995,12,h) 500 to 999,4427,221242,213629,486,11.2,301,6.9,41738,14939,26799,7,19.5,26635,11829,14806,5.5,12.5,15103,7,25,0
1995,12,i) 1000 to 2499,5800,289873,281105,745,13.2,435,7.7,62311,21866,40445,7.8,22.2,42647,14982,27665,5.3,15.2,19664,7,30.4,0
1995,12,j) 2500 to 4999,5906,291067,276068,745,13,330,5.8,55511,23680,31831,8.6,20.1,24510,8408,16102,3,8.9,31001,11.2,17.8,0
1995,12,k) 5000 to 9999,5170,223511,221145,569,11.2,414,8.1,45896,23553,22343,10.7,20.8,40438,8041,32397,3.6,18.3,5458,2.5,36.6,0
1995,12,l) 10000+,26371,1401936,1372589,2090,8,1630,6.2,214044,92516,121528,6.7,15.6,155029,33239,121790,2.4,11.3,59015,4.3,22.6,0
1995,13,a) 1 to 4,65562,148502,142544,15287,24,11177,17.5,55140,38999,16141,27.4,38.7,42170,27768,14402,19.5,29.6,12970,9.1,59.2,0
1995,13,b) 5 to 9,26067,173821,169586,1627,6.3,1366,5.3,42748,18689,24059,11,25.2,33701,14975,18726,8.8,19.9,9047,5.3,39.8,0
1995,13,c) 10 to 19,15650,200415,195016,707,4.5,620,4,42321,15137,27184,7.8,21.7,31169,12357,18812,6.3,16,11152,5.7,32,0
1995,13,d) 20 to 49,10971,266878,260965,430,3.9,417,3.8,49814,14355,35459,5.5,19.1,37605,13703,23902,5.3,14.4,12209,4.7,28.8,0
1995,13,e) 50 to 99,4758,183387,179058,263,5.5,272,5.7,34819,11388,23431,6.4,19.4,26115,11563,14552,6.5,14.6,8704,4.8,29.2,0
1995,13,f) 100 to 249,4814,219730,211865,469,10,233,5,45924,18524,27400,8.7,21.7,30564,10317,20247,4.9,14.4,15360,7.3,28.8,0
1995,13,g) 250 to 499,3164,151894,146665,314,10.2,165,5.3,30347,12332,18015,8.4,20.7,19336,6238,13098,4.3,13.2,11011,7.5,26.4,0
1995,13,h) 500 to 999,2506,127238,125433,229,9.2,176,7.1,18971,5435,13536,4.3,15.1,15393,4101,11292,3.3,12.3,3578,2.8,24.6,0
1995,13,i) 1000 to 2499,3972,211772,203627,463,11.9,295,7.6,32519,11236,21283,5.5,16,16895,7255,9640,3.6,8.3,15624,7.7,16.6,0
1995,13,j) 2500 to 4999,3431,201376,194656,385,11.6,138,4.2,29330,9022,20308,4.6,15.1,15403,3496,11907,1.8,7.9,13927,7.2,15.8,0
1995,13,k) 5000 to 9999,3266,160470,155851,365,11.5,176,5.5,24008,9258,14750,5.9,15.4,14570,3442,11128,2.2,9.3,9438,6.1,18.6,0
