_LRT_EF_COVERAGE_SRC_EZ.PGM_SYS_ACRNM,V_LRT_EF_COVERAGE_SRC_EZ.PGM_SYS_ID,V_LRT_EF_COVERAGE_SRC_EZ.REGISTRY_ID,V_LRT_EF_COVERAGE_SRC_EZ.PRIMARY_NAME,V_LRT_EF_COVERAGE_SRC_EZ.CITY_NAME,V_LRT_EF_COVERAGE_SRC_EZ.COUNTY_NAME,V_LRT_EF_COVERAGE_SRC_EZ.LOCATION_ADDRESS,V_LRT_EF_COVERAGE_SRC_EZ.STATE_CODE,V_LRT_EF_COVERAGE_SRC_EZ.POSTAL_CODE,V_LRT_EF_COVERAGE_SRC_EZ.STATE_NAME,V_LRT_EF_COVERAGE_SRC_EZ.FEDERAL_FACILITY_CODE,V_LRT_EF_COVERAGE_SRC_EZ.TRIBAL_LAND_CODE,V_LRT_EF_COVERAGE_SRC_EZ.TRIBAL_LAND_NAME,V_LRT_EF_COVERAGE_SRC_EZ.LATITUDE,V_LRT_EF_COVERAGE_SRC_EZ.LONGITUDE
FRS,110004763907,110004763907,TDK FERRITES CORP,SHAWNEE,POTTAWATOMIE,6200 N HARRISON,OK,74804,OKLAHOMA,,N,,35.395682,-96.912072
FRS,110004763916,110004763916,EBSCO GRAPHICS,OKLAHOMA CITY,OKLAHOMA,1223 LINWOOD BLVD,OK,73106,OKLAHOMA,,N,,35.474924,-97.532016
FRS,110004764096,110004764096,PLATT COLLEGE,TULSA,TULSA,1415 S JOPLIN,OK,74112,OKLAHOMA,,N,,36.141968,-95.911335
FRS,110004764176,110004764176,PHILLIPS PETR CO SS#24871,TULSA,TULSA,9404 E 31ST,OK,74145,OKLAHOMA,,N,,36.11867,-95.870145
FRS,110004764201,110004764201,PHILLIPS PETR CO SS#08479,BARTLESVILLE,WASHINGTON,1801 S HILLCREST,OK,74003,OKLAHOMA,,N,,36.731525,-95.974572
FRS,110004764210,110004764210,BOSCH ELECTRIC,WOODWARD,WOODWARD,1118 MAIN,OK,73801,OKLAHOMA,,N,,36.435986,-99.393449
FRS,110004764247,110004764247,ANADRILL SCHLUMBERGER,OKLAHOMA CITY,OKLAHOMA,4301 SW 44TH,OK,73119,OKLAHOMA,,N,,35.423226,-97.595194
FRS,110004770588,110004770588,BOB MOORE SATURN OF EDMOND,OKLAHOMA CITY,OKLAHOMA,13020 N BROADWAY EXT,OK,73114,OKLAHOMA,,N,,35.60229,-97.501394
FRS,110004770640,110004770640,FREIGHTLINER SPECIALTY VEHICLES,CLINTON,CUSTER,2300 S 13TH ST,OK,73601,OKLAHOMA,N,N,,35.492358,-98.9759
FRS,110004764513,110004764513,SHERATON TULSA HOTEL,TULSA,TULSA,10918 E 41ST,OK,74146,OKLAHOMA,,N,,36.104427,-95.855411
FRS,110004764522,110004764522,T MOBILE SWITCH,OKLAHOMA CITY,OKLAHOMA,4533 ENTERPRISE DR,OK,73128,OKLAHOMA,,N,,35.451036,-97.601778
FRS,110004750868,110004750868,IMPERIAL BANJO COMPANY,OKLAHOMA CITY,OKLAHOMA,2527 SW 59TH,OK,73119,OKLAHOMA,,N,,35.406182,-97.557662
FRS,110004757558,110004757558,FLEET TRANSMISSION INC,OKLAHOMA CITY,OKLAHOMA,1015 W MAIN,OK,73106,OKLAHOMA,,N,,35.467896,-97.529081
FRS,110004757594,110004757594,WESTERN VO-TECH SCHOOL,BURNS FLAT,WASHITA,621 KLIEWER DR,OK,73624,OKLAHOMA,,N,,35.355365,-99.171376
FRS,110004757629,110004757629,R & R ENGINE SERVICE,OKLAHOMA CITY,OKLAHOMA,1231 S MAY AVE.,OK,73108,OKLAHOMA,N,N,,35.453321,-97.565582
FRS,110004757638,110004757638,DYERS AUTO COLLISION CENTER INC,OKLAHOMA CITY,OKLAHOMA,2828 NW 37TH,OK,73112,OKLAHOMA,,N,,35.50902,-97.56417
FRS,110004757781,110004757781,ESKRIDGE OLDSMOBILE,OKLAHOMA CITY,OKLAHOMA,700 W MEMORIAL RD.,OK,73114,OKLAHOMA,,N,,35.609111,-97.526241
FRS,110004757852,110004757852,MEMOREX TELEX CORP,TULSA,TULSA,6929 N LAKEWOOD AVE,OK,74117,OKLAHOMA,,N,,36.254566,-95.907034
FRS,110004764372,110004764372,AACO AUTO,TULSA,TULSA,6122 E ADMIRAL PL,OK,74115,OKLAHOMA,,N,,36.160767,-95.90764
FRS,110004770882,110004770882,WORLDWOOD IND,OKLAHOMA CITY,OKLAHOMA,7509 SW 44TH STREET,OK,73179,OKLAHOMA,,N,,35.420737,-97.645513
FRS,110004770971,110004770971,NOBLE EQUIPMENT PARTS,TULSA,TULSA,5666 S 122 E AVE - UNIT B11,OK,74146,OKLAHOMA,,N,,36.081739,-95.840702
FRS,110004771042,110004771042,ELDORADO MOTORS,TULSA,TULSA,3900 S MEMORIAL,OK,74145,OKLAHOMA,,N,,36.106927,-95.886611
FRS,110004771097,110004771097,MARATHON ELECTRIC CO,OKLAHOMA CITY,OKLAHOMA,4300 RIVER PARK DR,OK,73108,OKLAHOMA,N,N,,35.447485,-97.597662
FRS,110004766511,110004766511,HUDIBURG PONTIAC & GMC,MIDWEST CITY,OKLAHOMA,6100 TINKER DIAGIONAL,OK,73110,OKLAHOMA,,N,,35.44096,-97.417626
FRS,110004766600,110004766600,NATIONAL CAR RENTAL SYS INC,TULSA,TULSA,2510 N 76TH E AVE,OK,74115,OKLAHOMA,N,N,,36.189921,-95.893369
FRS,110004766619,110004766619,LIL RICKS COLLISION CNTR,OKLAHOMA CITY,OKLAHOMA,4616 NW 10TH,OK,73127,OKLAHOMA,,N,,35.47881,-97.603726
FRS,110004746552,110004746552,COTTON ELECTRIC COOPERATIVE INC,WALTERS,COTTON,226 N BROADWAY,OK,73572,OKLAHOMA,,N,,34.359335,-98.309203
FRS,110004752820,110004752820,GOODYEAR AUTO SVC,CHICKASHA,GRADY,405 W GRAND,OK,73018,OKLAHOMA,,N,,35.029564,-97.936622
FRS,110004766628,110004766628,PROFESSIONAL SVC IND INC,OKLAHOMA CITY,OKLAHOMA,801 SE 59TH,OK,73129,OKLAHOMA,,N,,35.406313,-97.495909
FRS,110004766995,110004766995,PRIME EQUIPMENT #212,LAWTON,COMANCHE,2420 LEE BLVD,OK,73505,OKLAHOMA,,N,,34.594324,-98.424921
FRS,110004752857,110004752857,GOODYEAR AUTO SERVICE CENTER,TAHLEQUAH,CHEROKEE,202 E CHOCTAW ST.,OK,74464,OKLAHOMA,N,N,,35.910652,-94.970477
FRS,110004752919,110004752919,FIRESTONE STORE NO 7820,MIDWEST CITY,OKLAHOMA,139 E ATKINSON PLAZA,OK,73110,OKLAHOMA,,N,,35.435752,-97.399941
FRS,110004759761,110004759761,MIKE COOK MOTOR INC,ANADARKO,CADDO,211 SE 1ST,OK,73005,OKLAHOMA,,N,,35.077287,-98.243696
FRS,110004759814,110004759814,EVANS GROUP INC THE,OKLAHOMA CITY,OKLAHOMA,10625 N MAY,OK,73120,OKLAHOMA,,N,,35.577258,-97.567166
FRS,110004759930,110004759930,WAL-MART (C) MAIN/ALTUS,ALTUS,JACKSON,2720 N MAIN,OK,73521,OKLAHOMA,,N,,34.666246,-99.333923
FRS,110004759958,110004759958,EAGLE-PICHER ENVIRONMENTAL SVC,MIAMI,OTTAWA,36 BJ TUNNELL BLVD,OK,74354,OKLAHOMA,,N,,36.885349,-94.878036
FRS,110004760189,110004760189,MELTON TRUCK LINES INC,TULSA,TULSA,808 N 161ST E AVE,OK,74116,OKLAHOMA,,N,,36.168307,-95.797506
FRS,110004760205,110004760205,HGP ARCHITECTURAL GLASS,SHAWNEE,POTTAWATOMIE,10000 N HARRISON ST,OK,74804,OKLAHOMA,N,N,,35.438202,-96.911871
FRS,110004760269,110004760269,JENKS PUBLIC SCHOOLS,JENKS,TULSA,2075 N ELM,OK,74037,OKLAHOMA,,N,,36.039561,-95.975863
FRS,110004767306,110004767306,TRINITY REFINISHING INC,TULSA,TULSA,8618 E 46TH,OK,74145,OKLAHOMA,,N,,36.097831,-95.880678
FRS,110004753641,110004753641,SANITARY SERVICES OF TULSA,TULSA,TULSA,14985 E 13TH,OK,74108,OKLAHOMA,N,N,,36.144216,-95.810381
FRS,110004766815,110004766815,BLUE RIBBON COLLISION & DETAIL,ARDMORE,CARTER,1210 P ST NE,OK,73401,OKLAHOMA,,N,,34.183563,-97.108197
FRS,110004767477,110004767477,METRO TECH. CENTERS  S. BRYANT CAMPUS,OKLAHOMA CITY,OKLAHOMA,4901 SOUTH BRYANT AVENUE,OK,73129,OKLAHOMA,,N,,35.416484,-97.459188
FRS,110004747677,110004747677,JANZEN-OLDS-CADILLAC-TOYOTA,STILLWATER,PAYNE,116 E 6TH ST,OK,74074,OKLAHOMA,,N,,36.115668,-97.058377
FRS,110004747695,110004747695,GREENHAW EDDINGS FORD,TAHLEQUAH,CHEROKEE,3000 S MUSKOGEE,OK,74464,OKLAHOMA,,N,,35.889937,-94.977209
FRS,110004747720,110004747720,AUTO BATTERY & ELECTRIC,TULSA,TULSA,1026 E 4 ST,OK,74120,OKLAHOMA,,N,,36.1557,-95.979448
FRS,110004747962,110004747962,BILL JOE MCKAY SERVICE STATION,TULSA,TULSA,3344 E 31ST STREET,OK,74135,OKLAHOMA,N,N,,36.118816,-95.939098
FRS,110004767360,110004767360,NORWESCO FLUID SYSTEMS DIV,SHAWNEE,POTTAWATOMIE,201 S KENNEDY,OK,74801,OKLAHOMA,,N,,35.32728,-96.938524
FRS,110004767529,110004767529,ROBERTSON HOME PDTS CORP,OKLAHOMA CITY,OKLAHOMA,3232 W RENO,OK,73107,OKLAHOMA,,N,,35.464111,-97.575093
FRS,110004767976,110004767976,ANALYTICAL RESEARCH LABORATORIES INTL,EDMOND,OKLAHOMA,122 N BRYANT STE B,OK,73034,OKLAHOMA,,N,,35.656415,-97.460461
FRS,110004768261,110004768261,TULSA FARM EQUIPMENT,TULSA,TULSA,15615 E PINE,OK,74116,OKLAHOMA,,N,,36.177058,-95.802683
FRS,110004746204,110004746204,OKLAHOMA NEON CO#,TULSA,TULSA,6550 E INDEPENDENCE,OK,74115,OKLAHOMA,,N,,36.166432,-95.904188
FRS,110004746384,110004746384,CENTRAL RURAL ELECTRIC COOP,STILLWATER,PAYNE,3304 S BOOMER RD,OK,74074,OKLAHOMA,,N,,36.085855,-97.053473
FRS,110004746605,110004746605,SONOCO PRODUCTS COMPANY,TULSA,TULSA,10008 E 52ND ST.,OK,74146,OKLAHOMA,,N,,36.088133,-95.864992
FRS,110004752688,110004752688,DANIELS BODY SHOP,OKMULGEE,OKMULGEE,1032 S WOOD DR,OK,74447,OKLAHOMA,,N,,35.613597,-95.961767
FRS,110004752704,110004752704,HOLLMAN INC,EDMOND,OKLAHOMA,3601B S BROADWAY,OK,73013,OKLAHOMA,,N,,35.625054,-97.485693
FRS,110004752768,110004752768,WAL-MART (C) RIGGS/CLAREMORE,CLAREMORE,ROGERS,680 S LYNN RIGGS,OK,74017,OKLAHOMA,,N,,36.305232,-95.622415
FRS,110004766762,110004766762,PENSKE TRUCK LEASING CO LP,ENID,GARFIELD,104 N KREMLIN,OK,73703,OKLAHOMA,,N,,36.397372,-97.792142
FRS,110004767137,110004767137,WAL-MART #1626 (C) HEFNER/VILLAGE,THE VILLAGE,OKLAHOMA,2208 W HEFNER,OK,73120,OKLAHOMA,,N,,35.580187,-97.552255
FRS,110004746428,110004746428,CHOCTAW ELECTRIC COOPERATIVE INC,HUGO,CHOCTAW,308 N BROADWAY,OK,74743,OKLAHOMA,,N,,34.011744,-95.512787
FRS,110004746525,110004746525,LEE WAY MOTOR FREIGHT INC,OKLAHOMA CITY,OKLAHOMA,3401 NW 63 STREET,OK,73112,OKLAHOMA,,N,,35.536722,-97.575812
FRS,110004746838,110004746838,HOLDENVILLE DAILY NEWS,HOLDENVILLE,HUGHES,112 S CREEK,OK,74848,OKLAHOMA,,N,,35.083543,-96.402283
FRS,110004746650,110004746650,TUCKERS IMPORT CAR BODY SHOP,TULSA,TULSA,4747 S 100TH E AVE.,OK,74146,OKLAHOMA,,N,,36.094886,-95.864981
FRS,110004747338,110004747338,CORE LABORATORIES INC,OKLAHOMA CITY,OKLAHOMA,400 S VERMONT SUITE 133,OK,73108,OKLAHOMA,,N,,35.462315,-97.597061
FRS,110004746865,110004746865,CCI ACQUISITION DBA CUSTOM CIRCUITS,SAND SPRINGS,TULSA,206 WELLSTON PARK RD,OK,74063,OKLAHOMA,,N,,36.139014,-96.13145
FRS,110004753151,110004753151,FORMER STILLWATER EQUIP CO,STILLWATER,PAYNE,604 EASTGATE,OK,74074,OKLAHOMA,,N,,36.116129,-97.019488
FRS,110004753936,110004753936,PACIFIC MOLASSES COMPANY,OKLAHOMA CITY,OKLAHOMA,5413 W RENO,OK,73127,OKLAHOMA,,N,,35.464469,-97.612371
FRS,110004754132,110004754132,YALE CLEANERS INC #11,TULSA,TULSA,6913 E 71ST ST,OK,74133,OKLAHOMA,,N,,36.060936,-95.899701
FRS,110004753981,110004753981,US POLLUTION CONTROL INC,OKLAHOMA CITY,OKLAHOMA,4725 SE 59TH,OK,73135,OKLAHOMA,,N,,35.406308,-97.433656
FRS,110004754016,110004754016,ERC WELLHEADS CO,OKLAHOMA CITY,OKLAHOMA,1612 SE 23RD ST,OK,73129,OKLAHOMA,,N,,35.441109,-97.482642
FRS,110004754025,110004754025,US POLLUTION CONTROL INC SG STA,TULSA,TULSA,5324 W 46TH ST,OK,74107,OKLAHOMA,,N,,36.09899,-96.054683
FRS,110004760642,110004760642,BOB MOORE PORSCHE AUDI,OKLAHOMA CITY,OKLAHOMA,1225 N ROBINSON,OK,73103,OKLAHOMA,,N,,35.480292,-97.516001
FRS,110004760802,110004760802,HARRIS BODY SHOP,OKLAHOMA CITY,OKLAHOMA,3912 N MERIDIAN,OK,73112,OKLAHOMA,,N,,35.510206,-97.600921
FRS,110004760857,110004760857,OG & E ELECTRIC SRVCS,NORMAN,CLEVELAND,3101 36TH AVE NW,OK,73070,OKLAHOMA,,N,,35.255173,-97.494244
FRS,110004754196,110004754196,VALET CLEANERS,DUNCAN,STEPHENS,1623 W ELK,OK,73533,OKLAHOMA,N,N,,34.521623,-97.965583
FRS,110004754267,110004754267,DEL CITY CLEANERS,DEL CITY,OKLAHOMA,4720 SE 29TH,OK,73115,OKLAHOMA,,N,,35.435269,-97.433276
FRS,110004760946,110004760946,MID-AMERICAN WASTE MGNT,OKLAHOMA CITY,OKLAHOMA,621 NW 116TH TERRACE,OK,73114,OKLAHOMA,,N,,35.588932,-97.523028
FRS,110004760964,110004760964,LAFORTUNE GOLF COURSE,TULSA,TULSA,5434 S HUDSON,OK,74135,OKLAHOMA,,N,,36.08474,-95.913438
FRS,110004760973,110004760973,WOODCRAFT FURNITURE,TULSA,TULSA,10215 E 47TH PLACE,OK,74146,OKLAHOMA,,N,,36.094798,-95.862425
FRS,110004753721,110004753721,BIG 6 FRAC TANK INC,YUKON,CANADIAN,821 INLA,OK,73099,OKLAHOMA,,N,,35.510771,-97.753224
FRS,110004767716,110004767716,HOME DEPOT USA #3903,TULSA,TULSA,9808 E 71 ST,OK,74133,OKLAHOMA,N,N,,36.060812,-95.867373
FRS,110004767725,110004767725,HOME DEPOT USA #3904,TULSA,TULSA,901 S ELGIN AVE,OK,74120,OKLAHOMA,N,N,,36.14931,-95.983279
FRS,110004747908,110004747908,HARDMAN MASTER CLEANERS,TULSA,TULSA,4801 S MEMORIAL,OK,74145,OKLAHOMA,,N,,36.094464,-95.886463
FRS,110004747935,110004747935,LAYNE BRAKE & WHEEL,TULSA,TULSA,808 E 5TH PL,OK,74120,OKLAHOMA,,N,,36.153765,-95.982119
FRS,110004747971,110004747971,DALEY DENTAL LABORATORY,TULSA,TULSA,1316 S PEORIA,OK,74120,OKLAHOMA,,N,,36.14395,-95.975711
FRS,110004754329,110004754329,MALCO,PONCA CITY,KAY,4171 N. PLEASANT VIEW RD.,OK,74601,OKLAHOMA,,N,,36.750946,-97.067164
FRS,110004754365,110004754365,BOB MOORE CADILLAC INC,OKLAHOMA CITY,OKLAHOMA,821 NW 5TH,OK,73106,OKLAHOMA,,N,,35.473189,-97.526037
FRS,110004754481,110004754481,LOCKE AUTO PARTS,NEWKIRK,KAY,103 SO. MAPLE,OK,74647,OKLAHOMA,,N,,36.882363,-97.055039
FRS,110004760919,110004760919,BEST CLEANERS,OKLAHOMA CITY,OKLAHOMA,2809 SW 74TH EXPWY,OK,73159,OKLAHOMA,,N,,35.391656,-97.564324
FRS,110004754775,110004754775,ENID UROLOGY,ENID,GARFIELD,615 E OKLAHOMA,OK,73701,OKLAHOMA,,N,,36.393139,-97.869462
FRS,110004754855,110004754855,ORTHOPEDIC SURGERY AFFILIATES,OKLAHOMA CITY,OKLAHOMA,1044 SW 44TH STE 500,OK,73109,OKLAHOMA,,N,,35.420769,-97.533559
FRS,110004761115,110004761115,HIGH PERFORMANCE COATINGS INC,OKLAHOMA CITY,OKLAHOMA,400 N GLADE,OK,73127,OKLAHOMA,,N,,35.470176,-97.646238
FRS,110004761231,110004761231,R M BARTON CO INC,OKLAHOMA CITY,OKLAHOMA,1925 S AGNEW AVE,OK,73108,OKLAHOMA,,N,,35.445772,-97.554632
FRS,110004761552,110004761552,M & B OILFIELD SVCS,WEATHERFORD,CUSTER,1605 AIRPORT RD,OK,73096,OKLAHOMA,,N,,35.540656,-98.658756
FRS,110004761641,110004761641,ELDORADO MOTORS RECON,OKLAHOMA CITY,OKLAHOMA,2834 NW 35TH,OK,73112,OKLAHOMA,,N,,35.506019,-97.564077
FRS,110004767850,110004767850,WAL-MART SUPERCENTER # 576,TULSA,TULSA,207 S MEMORIAL DR,OK,74112,OKLAHOMA,,N,,36.15751,-95.886622
FRS,110004748015,110004748015,SHERRELL PAINT & BODY,TULSA,TULSA,537 S PEORIA,OK,74120,OKLAHOMA,,N,,36.153615,-95.975575
FRS,110004748097,110004748097,TULSA TRACTOR COMPANY  INC,TULSA,TULSA,1026 N. MINGO RD.,OK,74116,OKLAHOMA,,N,,36.169828,-95.868737
FRS,110004754702,110004754702,LONGS PAINT AND BODY INC,OKLAHOMA CITY,OKLAHOMA,3009 SW 29TH STREET,OK,73119,OKLAHOMA,,N,,35.43509,-97.567932
FRS,110004761400,110004761400,INK CO THE,OKLAHOMA CITY,OKLAHOMA,2020 SE 67TH,OK,73149,OKLAHOMA,,N,,35.397146,-97.476612
FRS,110004755499,110004755499,FLINT INK CORP,TULSA,TULSA,5719 E 13TH ST,OK,74112,OKLAHOMA,,N,,36.144231,-95.913519
FRS,110004768154,110004768154,AUTOMOTIVE REFINISH TECH INC,TULSA,TULSA,3207 E ADMIRAL PLACE,OK,74110,OKLAHOMA,,N,,36.160778,-95.942387
FRS,110004762016,110004762016,QUIKTRIP STORE #  3,TULSA,TULSA,7509 E PINE,OK,74115,OKLAHOMA,,N,,36.177084,-95.892697
FRS,110004762061,110004762061,QUIKTRIP STORE #  18,TULSA,TULSA,3304 W 42ND PLACE,OK,74107,OKLAHOMA,,N,,36.101509,-96.029546
FRS,110004762105,110004762105,QUIKTRIP STORE #  31C,TULSA,TULSA,6535 E 51ST,OK,74145,OKLAHOMA,,N,,36.089883,-95.903969
FRS,110004768332,110004768332,DOLLAR FIFTY CLEANERS,TULSA,TULSA,3023 S HARVARD SUITE H,OK,74114,OKLAHOMA,,N,,36.119808,-95.940302
FRS,110004768387,110004768387,CENTRAL LABORATORY,TULSA,TULSA,3445 S SHERIDAN,OK,74145,OKLAHOMA,,N,,36.11408,-95.904547
FRS,110004768653,110004768653,WAUKESHA PEARCE INDUSTRIES INC,OKLAHOMA CITY,OKLAHOMA,1128 SE 25TH ST,OK,73129,OKLAHOMA,,N,,35.439132,-97.491207
FRS,110004768715,110004768715,DYES PAINT AND BODY,SEMINOLE,SEMINOLE,1107 N MAIN ST,OK,74868,OKLAHOMA,,N,,35.232369,-96.668594
FRS,110004755104,110004755104,HERMANS BODY SHOP INC,TULSA,TULSA,1121 S DELAWARE,OK,74104,OKLAHOMA,,N,,36.147459,-95.948369
FRS,110004748747,110004748747,AGAPE AUTO BODY INC,BROKEN ARROW,TULSA,302 N ELM,OK,74012,OKLAHOMA,,N,,36.05451,-95.796963
FRS,110004755220,110004755220,ONE HOUR MOTO PHOTO,OKLAHOMA CITY,OKLAHOMA,2536 N MERIDIAN,OK,73107,OKLAHOMA,,N,,35.495023,-97.601143
FRS,110004748435,110004748435,OG & E ELECTRIC SRVCS,OKLAHOMA CITY,OKLAHOMA,3220 S HIGH,OK,73129,OKLAHOMA,,N,,35.432621,-97.494736
FRS,110004755765,110004755765,TULSA AUTO COLLECTION,TULSA,TULSA,4111 S MEMORIAL,OK,74145,OKLAHOMA,,N,,36.104322,-95.886458
FRS,110004761794,110004761794,KEYSTONE TAPE & LABEL,OKLAHOMA CITY,OKLAHOMA,7600 S SHIELDS,OK,73149,OKLAHOMA,,N,,35.391111,-97.506268
FRS,110004761810,110004761810,SCO INTERNATIONAL,OKLAHOMA CITY,OKLAHOMA,2805 NE 18TH ST,OK,73111,OKLAHOMA,N,N,,35.487709,-97.46201
FRS,110004761883,110004761883,QUIKTRIP STORE #  64,BROKEN ARROW,TULSA,8221 S ELM PLACE,OK,74012,OKLAHOMA,,N,,36.052254,-95.797477
FRS,110004761963,110004761963,QUIKTRIP STORE #  12C,SAND SPRINGS,TULSA,4017 S OLD SAPULPA RD,OK,74063,OKLAHOMA,,N,,36.106188,-96.118864
FRS,110004768494,110004768494,PENSKE AUTO CENTER,TULSA,TULSA,5305 E ADMIRAL PLACE STE B,OK,74115,OKLAHOMA,,N,,36.160765,-95.916602
FRS,110004748603,110004748603,BUMPER SERVICE OF TULSA INC,TULSA,TULSA,5505 E INDEPENDENCE,OK,74115,OKLAHOMA,N,N,,36.166219,-95.915597
FRS,110004748612,110004748612,RAGING LION,TULSA,TULSA,6565 E 40TH ST,OK,74145,OKLAHOMA,,N,,36.1068,-95.903702
FRS,110004748701,110004748701,REE-BORN INDS INC,TULSA,TULSA,5941 E 12TH STREET,OK,74104,OKLAHOMA,,N,,36.145911,-95.967083
FRS,110004748756,110004748756,EDDIE PECKS BO/SH,DEL CITY,OKLAHOMA,5517 SE 15TH,OK,73115,OKLAHOMA,,N,,35.449635,-97.42411
FRS,110004748774,110004748774,PAIA ELECTRONICS INC,OKLAHOMA CITY,OKLAHOMA,1020 W WILSHIRE BLVD,OK,73116,OKLAHOMA,,N,,35.551126,-97.52964
FRS,110004756238,110004756238,LAZAR COMPANY,TULSA,TULSA,2800 E. 11TH ST.,OK,74104,OKLAHOMA,,N,,36.147817,-95.949281
FRS,110004756568,110004756568,LEON PIERCE BODY REPAIRS,NORMAN,CLEVELAND,521 N. PORTER,OK,73071,OKLAHOMA,,N,,35.225731,-97.440528
FRS,110004756318,110004756318,FRANKS  AUTO,OKMULGEE,OKMULGEE,1114 W. 4TH ST.,OK,74447,OKLAHOMA,,N,,35.624458,-95.983458
FRS,110004762640,110004762640,EARL MCKENZIE MTR SVC INC,LAWTON,COMANCHE,206 NW DEARBORN,OK,73507,OKLAHOMA,,N,,34.61378,-98.390621
FRS,110004756112,110004756112,BOB HOWARD DODGE INC,OKLAHOMA CITY,OKLAHOMA,616 W MEMORIAL,OK,73114,OKLAHOMA,,N,,35.609118,-97.525109
FRS,110004756121,110004756121,GOODYEAR AUTO SERVICE CENTER,LAWTON,COMANCHE,5380 NW CACHE ROAD,OK,73505,OKLAHOMA,N,N,,34.623458,-98.45965
FRS,110004755934,110004755934,ALL STATE ELECTRIC MOTOR & EQUIP,OKLAHOMA CITY,OKLAHOMA,1839 LINWOOD,OK,73106,OKLAHOMA,,N,,35.474894,-97.541976
FRS,110004762285,110004762285,QUIKTRIP STORE #  80,TULSA,TULSA,2006 E 21ST,OK,74114,OKLAHOMA,,N,,36.133222,-95.963211
FRS,110004762926,110004762926,WOOD PRECISION PRODUCTS,OWASSO,TULSA,8243 N MINGO VALLEY EXPR,OK,74055,OKLAHOMA,,N,,36.220613,-95.856397
FRS,110004762230,110004762230,QUIKTRIP STORE #  85,TULSA,TULSA,28 N HARVARD,OK,74110,OKLAHOMA,,N,,36.16136,-95.940374
FRS,110004748934,110004748934,BEACON WELL SERVICE INC,OKLAHOMA CITY,OKLAHOMA,1001 E RENO,OK,73117,OKLAHOMA,N,N,,35.464284,-97.496197
FRS,110004748952,110004748952,WOODYS D X SERVICE STA,OKLAHOMA CITY,OKLAHOMA,7401 S MAY AVE,OK,73159,OKLAHOMA,N,N,,35.394521,-97.565577
FRS,110004742654,110004742654,NORMANS AUTO REBUILDERS,SAPULPA,CREEK,812 N MISSION,OK,74066,OKLAHOMA,,N,,36.008429,-96.098863
FRS,110004749194,110004749194,STAFFORD LOWDON,TULSA,TULSA,6923 E 14TH STREET,OK,74112,OKLAHOMA,,N,,36.142511,-95.899847
FRS,110004749531,110004749531,OPTRONICS INC,FT GIBSON,MUSKOGEE,350 N WHEELER,OK,74434,OKLAHOMA,,N,,35.798769,-95.255426
FRS,110004755970,110004755970,BARBER DYSON FORD BODY SHOP,ELK CITY,BECKHAM,2222 W 3RD,OK,73644,OKLAHOMA,,N,,35.41165,-99.428337
FRS,110004763355,110004763355,STATE FARM MUTUAL AUTO INS CO,TULSA,TULSA,12222 STATE FARM BLVD,OK,74146,OKLAHOMA,,N,,36.095271,-95.839516
FRS,110004756611,110004756611,BILL KNIGHT CHEVROLET COMPANY,GUTHRIE,LOGAN,102 E HARRISON,OK,73044,OKLAHOMA,,N,,35.876965,-97.425273
FRS,110004756666,110004756666,DEFEHR IMPLEMENT INC,WEATHERFORD,CUSTER,4501 E MAIN,OK,73096,OKLAHOMA,,N,,35.536906,-98.652128
FRS,110004762953,110004762953,SONNY CANNON AUTO PLAZA,BLACKWELL,KAY,320 N MAIN,OK,74631,OKLAHOMA,,N,,36.806481,-97.283058
FRS,110004762962,110004762962,DIGITAL LOGGING,TULSA,TULSA,12607 E 60TH ST S,OK,74146,OKLAHOMA,,N,,36.077313,-95.834698
FRS,110004763024,110004763024,M & M SUPPLY,EL RENO,CANADIAN,2009 S SHEPARD,OK,73036,OKLAHOMA,,N,,35.515938,-97.937088
FRS,110004769215,110004769215,MID-CONTINENT TRUCK SALES INC,NORMAN,CLEVELAND,891 W ADKINS HILL RD,OK,730729115,OKLAHOMA,,N,,35.180297,-97.490686
FRS,110004769313,110004769313,SAMS CLUB NO 8263,TULSA,TULSA,4420 S SHERIDAN RD,OK,74145,OKLAHOMA,,N,,36.099459,-95.904496
FRS,110004763382,110004763382,UNITED PARCEL SERVICE AIRLINE,OKLAHOMA CITY,OKLAHOMA,7130 AIR CARGO RD SUITE A,OK,73159,OKLAHOMA,N,N,,35.397045,-97.594795
FRS,110004762793,110004762793,UNITED PETROLEUM TRANSPORTS,OKLAHOMA CITY,OKLAHOMA,4312 S GEORGIA PL RM B,OK,73129,OKLAHOMA,,N,,35.422579,-97.483622
FRS,110004768877,110004768877,SATURN OF TULSA,TULSA,TULSA,7830 E 91ST ST,OK,74133,OKLAHOMA,,N,,36.031866,-95.888957
FRS,110004768902,110004768902,JOE COOPER FORD OF SHAWNEE,SHAWNEE,POTTAWATOMIE,2600 N HARRISON,OK,748020129,OKLAHOMA,N,N,,35.359078,-96.912188
FRS,110004769368,110004769368,OREILLY AUTO PARTS,OKLAHOMA CITY,OKLAHOMA,11 S MACARTHUR BLVD,OK,73127,OKLAHOMA,,N,,35.464123,-97.618866
FRS,110004769484,110004769484,IMTEC,TULSA,CREEK,8521 S REGENCY,OK,74131,OKLAHOMA,,N,,36.043223,-96.085859
FRS,110004768984,110004768984,DRAKE SYSTEMS,TULSA,TULSA,10203 E 61ST ST,OK,74146,OKLAHOMA,,N,,36.075422,-95.864395
