-----------------------------------------------
3D SITE DISPLACEMENT DUE TO ATMOSPHERIC LOADING
-----------------------------------------------
METEOROLOGICAL CENTER & DEGREE 1 :   ECMWF_CMEA
CMEA : CENTER OF MASS OF THE EARTH + ATMOSPHERE
CME  : CENTER OF MASS OF THE SOLID EARTH  ALONE
SITE COORDINATES ACCORDING TO ITRF2000 SOLUTION
-----------------------------------------------
CREATOR EMAIL : PASCAL.GEGOUT@EOST.U-STRASBG.FR
-----------------------------------------------
wlsn        49718.000    1995     1     1     0
wlsn        52274.750    2001    12    31    18
wlsn     -2483640.617 -4660073.111  3568172.089
50886.50     0.274931    -0.609207     1.926420
50886.75     0.078046    -0.183240     0.171384
50887.00    -0.086771    -0.228415     0.969744
50887.25    -0.484701    -0.180956     0.388078
50887.50    -0.591467    -0.469016     0.915849
50887.75    -0.987847    -0.007321    -0.231236
50888.00    -1.177539    -0.005152     0.862835
50888.25    -1.700401     0.085007     0.730754
50888.50    -1.818876    -0.139285     1.339171
50888.75    -2.224575     0.226708     0.748053
50889.00    -2.476027     0.162183     1.820209
50889.25    -2.962579     0.217114     1.566817
50889.50    -2.888767    -0.070535     2.050595
50889.75    -3.071590     0.305017     0.918736
50890.00    -3.057856     0.185445     1.899611
50890.25    -3.165212     0.179460     1.282052
50890.50    -2.889272    -0.076440     1.242781
50890.75    -2.671251     0.231069    -0.186257
50891.00    -2.397294     0.077346     0.577057
50891.25    -2.423274     0.002627    -0.139034
50891.50    -2.021055    -0.383403     0.234662
50891.75    -1.843395    -0.106251    -0.653962
50892.00    -1.679204    -0.200920     0.438734
50892.25    -1.837886    -0.167210     0.073534
50892.50    -1.510548    -0.467720     0.676457
50892.75    -1.531218    -0.032301    -0.029022
50893.00    -1.462962    -0.065770     1.190995
50893.25    -1.671831     0.029422     0.624679
50893.50    -1.364541    -0.235624     0.776383
50893.75    -1.542090     0.294900    -0.750169
50894.00    -1.478319     0.221411     0.000050
50894.25    -1.707120     0.317686    -0.879411
50894.50    -1.492872     0.009909    -0.484286
50894.75    -1.466436     0.428301    -1.470711
50895.00    -1.325276     0.214745    -0.086236
50895.25    -1.517306     0.177357    -0.137112
50895.50    -1.137670    -0.220766     0.747886
50895.75    -1.143727     0.151656     0.168642
50896.00    -0.912661    -0.030602     1.677629
50896.25    -0.964732    -0.107861     2.033042
50896.50    -0.457761    -0.563510     3.094351
50896.75    -0.281466    -0.259610     2.761980
50897.00    -0.053878    -0.488564     4.838080
50897.25    -0.104182    -0.498040     4.967501
50897.50     0.221702    -0.833229     5.924487
50897.75     0.341391    -0.413676     5.039731
50898.00     0.518549    -0.540954     6.222808
50898.25     0.243101    -0.433000     5.716966
50898.50     0.493140    -0.669755     5.965063
50898.75     0.488980    -0.154703     4.125767
50899.00     0.492795    -0.125915     4.307748
50899.25     0.080598     0.012625     3.254480
50899.50     0.196514    -0.232797     3.370497
50899.75     0.063845     0.144053     2.235033
50900.00    -0.142946     0.046592     3.556815
50900.25    -0.507795     0.000921     4.272512
50900.50    -0.371076    -0.384695     5.983215
50900.75    -0.439903    -0.101720     5.697731
50901.00    -0.305671    -0.112189     6.696552
50901.25    -0.376939    -0.017474     6.002776
50901.50     0.016306    -0.277198     6.043447
50901.75     0.245010     0.145777     4.418641
50902.00     0.365489     0.070241     4.853585
50902.25     0.217298     0.137133     3.858341
50902.50     0.636641    -0.197926     3.958743
50902.75     0.734450     0.178848     2.512399
50903.00     0.737907     0.069795     3.042395
50903.25     0.630381     0.076602     2.746949
50903.50     1.004538    -0.322952     3.437597
50903.75     0.859355     0.021061     2.817577
50904.00     0.240374     0.584603     2.082802
50904.25     0.168182     0.457140     2.312596
50904.50     0.422694     0.019575     2.930412
50904.75     0.383478     0.349775     1.636992
50905.00     0.452619     0.233479     2.099556
50905.25     0.305804     0.241795     0.697216
50905.50     0.506549    -0.044145     0.149778
50905.75     0.591387     0.332080    -1.796745
50906.00     0.560117     0.262250    -1.324111
50906.25     0.168276     0.271961    -2.009184
50906.50     0.300939    -0.018155    -1.413318
50906.75     0.084693     0.388065    -2.097363
50907.00    -0.104321     0.305865    -0.771524
50907.25    -0.474968     0.292111    -0.492818
50907.50    -0.305092     0.003010     0.151047
50907.75    -0.480129     0.526775    -0.976464
50908.00    -0.380891     0.513164     0.021865
50908.25    -0.534091     0.579515    -0.079872
50908.50    -0.346231     0.301620     0.457564
50908.75    -0.365245     0.620711    -0.286566
50909.00    -0.350135     0.457729     1.064785
50909.25    -0.633502     0.482733     0.908929
50909.50    -0.242437     0.145578     1.456382
50909.75    -0.007049     0.498798     0.225028
50910.00     0.104343     0.353589     0.765277
50910.25     0.001487     0.260198     0.108176
50910.50     0.266273    -0.221246     0.447315
50910.75     0.331619     0.075527    -0.974351
50911.00     0.307426     0.007059    -0.448849
50911.25     0.359870     0.038660    -1.656920
50911.50     0.827207    -0.333152    -1.606299
50911.75     0.804831     0.075962    -3.235124
50912.00     0.858385    -0.005870    -2.156605
50912.25     0.665055     0.131069    -2.659451
50912.50     0.896008    -0.141526    -2.370868
50912.75     0.743668     0.340287    -3.696688
50913.00     0.610450     0.260288    -2.642553
50913.25     0.129378     0.465415    -2.974849
50913.50     0.167058     0.228727    -2.220107
50913.75    -0.060230     0.708834    -2.772389
50914.00    -0.238693     0.513620    -0.858093
50914.25    -0.646348     0.411182     0.126559
50914.50    -0.615826    -0.015073     1.458825
50914.75    -0.735048     0.240605     1.497272
50915.00    -0.622491    -0.012624     2.933130
50915.25    -0.532239    -0.102536     2.229886
50915.50    -0.150953    -0.529527     2.185689
50915.75     0.011526    -0.205658     0.414214
50916.00     0.197914    -0.193393     0.525466
50916.25     0.125697    -0.123461    -0.328219
50916.50     0.427144    -0.405234    -0.045517
50916.75     0.577241    -0.063338    -1.232459
50917.00     0.585544    -0.164879    -0.114130
50917.25     0.372758    -0.100875    -0.247038
50917.50     0.643716    -0.324896     0.291822
50917.75     0.645393     0.126455    -0.817996
50918.00     0.705413     0.134014    -0.027746
50918.25     0.556043     0.137337    -0.037364
50918.50     0.738319    -0.164357     0.604708
50918.75     0.596546     0.169321    -0.769389
50919.00     0.637361     0.093591     0.021308
50919.25     0.603898     0.099164    -0.885994
50919.50     0.816104    -0.227947    -1.096316
50919.75     0.919910     0.095931    -2.455635
50920.00     0.918987     0.057640    -1.826398
50920.25     0.763070     0.101866    -2.845926
50920.50     0.955274    -0.200587    -2.836639
50920.75     0.786624     0.116207    -4.172100
50921.00     0.475117     0.075013    -3.006442
50921.25     0.064282     0.141005    -3.447246
50921.50     0.054127    -0.073932    -3.179050
50921.75    -0.302965     0.350978    -4.374971
50922.00    -0.569371     0.283860    -3.218309
50922.25    -0.983969     0.333632    -3.459519
50922.50    -0.913606    -0.028120    -3.175578
50922.75    -1.105321     0.262266    -3.937365
50923.00    -1.277496     0.086455    -2.665679
50923.25    -1.653206     0.158327    -3.269789
50923.50    -1.558287    -0.133843    -3.096320
50923.75    -1.934532     0.345022    -4.404380
50924.00    -2.077114     0.322450    -3.604487
50924.25    -2.310330     0.419656    -4.341856
50924.50    -2.063305     0.103162    -3.896877
50924.75    -2.160897     0.476103    -4.862263
50925.00    -2.265925     0.339373    -3.388076
50925.25    -2.425392     0.399318    -3.648267
50925.50    -2.245948     0.036432    -2.928146
50925.75    -2.343800     0.383645    -3.665771
50926.00    -2.364567     0.264857    -2.256960
50926.25    -2.564239     0.300034    -2.208154
50926.50    -2.306798     0.013387    -1.604403
50926.75    -2.243820     0.377830    -2.232351
50927.00    -2.115137     0.139792    -1.083239
50927.25    -2.213759     0.118036    -1.136740
50927.50    -1.747066    -0.219548    -0.390454
50927.75    -1.554793     0.069418    -0.998531
50928.00    -1.276424    -0.077130     0.217688
50928.25    -1.340950    -0.133208    -0.361018
50928.50    -0.906365    -0.566734     0.230354
50928.75    -0.866791    -0.166496    -1.091590
50929.00    -0.624967    -0.208641    -0.075115
50929.25    -0.542133    -0.012933    -1.327885
50929.50     0.017890    -0.190624    -1.574791
50929.75     0.028686     0.319848    -3.173056
50930.00     0.021266     0.380476    -2.357039
50930.25    -0.292430     0.608418    -3.306689
50930.50    -0.155295     0.407487    -3.119436
50930.75    -0.286913     0.823119    -4.318712
50931.00    -0.497675     0.743554    -3.025059
50931.25    -0.837555     0.729080    -3.182395
50931.50    -0.665539     0.454202    -2.757363
50931.75    -0.722940     0.828379    -3.419781
50932.00    -0.830778     0.673174    -1.772578
50932.25    -0.944193     0.610390    -2.197029
50932.50    -0.723951     0.206212    -1.699159
50932.75    -0.768355     0.510179    -2.532975
50933.00    -0.766435     0.363517    -1.434076
50933.25    -0.744961     0.367435    -1.908766
50933.50    -0.331064     0.034016    -1.539839
50933.75    -0.417669     0.329524    -2.262656
50934.00    -0.418383     0.171513    -1.035966
50934.25    -0.526733     0.185459    -1.148548
50934.50    -0.122694    -0.042815    -0.796742
50934.75    -0.005442     0.373105    -1.516973
50935.00     0.114285     0.276510    -0.382632
50935.25    -0.044291     0.351340    -0.478232
50935.50     0.220679     0.126714     0.001218
50935.75     0.288333     0.495221    -0.693679
50936.00     0.390066     0.414165     0.585955
50936.25     0.327953     0.442135    -0.027409
50936.50     0.654410     0.122951     0.269136
50936.75     0.776617     0.406159    -0.723245
50937.00     0.658273     0.283841     0.332153
50937.25     0.332120     0.284854    -0.011133
50937.50     0.544483    -0.055101     0.375819
50937.75     0.491002     0.281736    -0.449369
50938.00     0.479645     0.169782     0.752166
50938.25     0.382167     0.197114     0.795950
50938.50     0.694861    -0.088902     1.346357
50938.75     0.641571     0.264901     0.411189
50939.00     0.544825     0.219588     1.139176
50939.25     0.288695     0.280841     0.495151
50939.50     0.509370     0.017289     0.686372
50939.75     0.269654     0.411780    -0.773832
50940.00     0.125716     0.307166     0.044218
50940.25    -0.288995     0.409652    -0.818413
50940.50    -0.073311     0.122670    -0.399518
50940.75    -0.219817     0.524608    -1.305579
50941.00    -0.334378     0.358568     0.039346
50941.25    -0.473984     0.295404    -0.110519
50941.50    -0.104357    -0.162441     0.701271
50941.75    -0.194499     0.139756    -0.307148
50942.00    -0.267052    -0.048411     0.713632
50942.25    -0.477155    -0.118431     0.375690
50942.50    -0.227306    -0.531866     0.736964
50942.75    -0.113535    -0.267254    -0.158224
50943.00    -0.132787    -0.411995     0.879126
50943.25    -0.277299    -0.344296     0.343514
50943.50     0.139116    -0.613737     0.482305
50943.75     0.266887    -0.206579    -0.494759
50944.00     0.332428    -0.275768     0.373090
50944.25     0.143551    -0.206934     0.342909
50944.50     0.377305    -0.449878     1.069155
50944.75     0.208929    -0.077053     0.781850
50945.00     0.133346    -0.200650     2.147888
50945.25    -0.155710    -0.277702     2.671269
50945.50     0.107678    -0.538234     3.622854
50945.75     0.090148    -0.155586     3.223108
50946.00     0.170894    -0.228481     4.081029
50946.25    -0.049932    -0.187819     3.559419
50946.50     0.112140    -0.433456     3.768176
50946.75     0.120841     0.014591     2.086863
50947.00     0.202093     0.036031     2.204254
50947.25     0.041764     0.109652     1.160708
50947.50     0.377503    -0.156088     1.257934
50947.75     0.492062     0.131577     0.157429
50948.00     0.544455     0.072602     0.511610
50948.25     0.352276     0.128301    -0.383321
50948.50     0.671293    -0.103265    -0.297473
50948.75     0.646788     0.203247    -1.406300
50949.00     0.311389     0.151697    -0.458861
50949.25    -0.146193     0.092991    -0.485772
50949.50    -0.185491    -0.166467     0.110423
50949.75    -0.449780     0.209564    -0.731591
50950.00    -0.667225     0.093192     0.078163
50950.25    -0.976420     0.087749    -0.470099
50950.50    -0.780822    -0.214398    -0.285840
50950.75    -0.725879     0.189763    -1.444409
50951.00    -0.711941     0.099549    -0.248582
50951.25    -0.875209     0.141538    -0.421767
50951.50    -0.400119    -0.158614    -0.028573
50951.75    -0.465835     0.145216    -0.954528
50952.00    -0.678288     0.016090    -0.040082
50952.25    -0.777571    -0.008707    -0.453917
50952.50    -0.266734    -0.317336    -0.130514
50952.75    -0.195175     0.022880    -1.129384
50953.00    -0.233089    -0.057495    -0.040285
50953.25    -0.319044    -0.017504    -0.255766
50953.50     0.168787    -0.236809    -0.010701
50953.75     0.107004     0.182865    -1.064281
50954.00     0.125316     0.109712    -0.177445
50954.25    -0.029238     0.142548    -0.629991
50954.50     0.322111    -0.107800    -0.302774
50954.75     0.332501     0.293151    -1.088736
50955.00     0.350534     0.165850     0.154357
50955.25     0.020006     0.165950     0.044316
50955.50     0.289775    -0.132689     0.602328
50955.75     0.150379     0.241563    -0.355328
50956.00     0.202716     0.159446     0.716009
50956.25     0.075928     0.204339     0.110179
50956.50     0.471371    -0.124868     0.229706
50956.75     0.438416     0.193869    -1.014215
50957.00     0.409586     0.084665    -0.053255
50957.25     0.326815     0.070875    -0.715558
50957.50     0.608184    -0.204947    -0.690375
50957.75     0.616917     0.089592    -1.610976
50958.00     0.415534    -0.026019    -0.427462
50958.25     0.003068     0.058361    -0.690147
50958.50     0.133827    -0.114182    -0.227612
50958.75     0.122601     0.303492    -1.090308
50959.00     0.033753     0.146661     0.188499
50959.25    -0.289802     0.148794     0.435375
50959.50    -0.138113    -0.142847     1.170947
50959.75    -0.235291     0.315467     0.236939
50960.00    -0.324074     0.309441     0.742204
50960.25    -0.468967     0.351666    -0.035425
50960.50    -0.174780     0.063602     0.121821
50960.75    -0.165162     0.411392    -1.308334
50961.00    -0.127956     0.260598    -0.336734
50961.25    -0.275216     0.169163    -0.709645
50961.50     0.087042    -0.109022    -0.314081
50961.75     0.277055     0.126124    -1.134031
50962.00     0.363705    -0.115579    -0.157471
50962.25     0.303064    -0.207456    -0.581478
50962.50     0.675857    -0.488665    -0.196834
50962.75     0.790516    -0.250112    -1.121083
50963.00     0.805222    -0.426592    -0.107454
50963.25     0.711491    -0.531073    -0.214199
50963.50     1.009490    -0.783438     0.190366
50963.75     0.783856    -0.339905    -1.038314
50964.00     0.591344    -0.326033    -0.243455
50964.25     0.321251    -0.276136    -0.875843
50964.50     0.504812    -0.436695    -0.868737
50964.75     0.245715    -0.056487    -1.950511
50965.00    -0.013851    -0.145789    -0.723901
50965.25    -0.325448    -0.255171    -0.674073
50965.50    -0.189997    -0.588185    -0.205540
50965.75    -0.219664    -0.412549    -0.866356
50966.00    -0.308570    -0.624327     0.379253
50966.25    -0.376648    -0.711617     0.052673
50966.50    -0.058057    -0.914973     0.418540
50966.75    -0.120272    -0.471852    -0.380518
50967.00    -0.315731    -0.546769     0.707930
50967.25    -0.474641    -0.509779     0.240348
50967.50    -0.297946    -0.769578     0.852439
50967.75    -0.634505    -0.333070    -0.131024
50968.00    -0.884613    -0.324345     0.782050
50968.25    -1.115689    -0.214736     0.322469
50968.50    -0.752494    -0.391075     0.456893
50968.75    -0.682566     0.082385    -0.858251
50969.00    -0.640447     0.098735    -0.211880
50969.25    -0.765483     0.206537    -0.818453
50969.50    -0.451549     0.008232    -0.580953
50969.75    -0.542967     0.481023    -1.997473
50970.00    -0.612981     0.302761    -1.027630
50970.25    -0.723896     0.250886    -1.206007
50970.50    -0.368785    -0.099624    -0.502328
50970.75    -0.401869     0.183860    -1.229515
50971.00    -0.461673    -0.049037     0.138493
50971.25    -0.393384    -0.223919     0.080303
50971.50     0.069350    -0.526620     0.541349
50971.75     0.160027    -0.140400    -0.294669
50972.00     0.248029    -0.208322     0.763909
50972.25     0.240338    -0.125537     0.493467
50972.50     0.677467    -0.318406     1.054984
50972.75     0.758784     0.040228     0.323117
50973.00     0.714315    -0.055228     1.507191
50973.25     0.663838    -0.006278     0.929735
50973.50     0.935461    -0.240668     1.110175
50973.75     0.824808     0.136296     0.016428
50974.00     0.679184    -0.040493     0.959741
50974.25     0.499966    -0.106150     0.579635
50974.50     0.738421    -0.438226     1.030748
50974.75     0.569278    -0.201389     0.499374
50975.00     0.440965    -0.400940     1.881735
50975.25     0.324380    -0.465013     1.690005
50975.50     0.438684    -0.724483     2.162831
50975.75     0.449378    -0.402518     0.942356
50976.00     0.321458    -0.501048     1.745536
50976.25     0.105910    -0.458655     1.080890
50976.50     0.316749    -0.669054     1.329874
50976.75     0.435033    -0.304058     0.098017
50977.00     0.491535    -0.388014     0.789447
50977.25     0.461998    -0.339590     0.031349
50977.50     0.887244    -0.532344     0.017303
50977.75     0.964841    -0.153464    -1.276165
50978.00     0.818875    -0.211200    -0.407259
50978.25     0.612282    -0.220605    -0.837873
50978.50     0.828155    -0.425434    -0.670518
50978.75     0.582479    -0.082622    -1.427201
50979.00     0.304575    -0.112041    -0.519186
50979.25    -0.069079    -0.059000    -0.723843
50979.50    -0.013810    -0.238892    -0.266139
50979.75    -0.365524     0.081738    -0.756317
50980.00    -0.708962    -0.073081     0.749101
50980.25    -1.048596    -0.156931     1.039577
50980.50    -0.915822    -0.493871     1.811081
50980.75    -1.083693    -0.306529     1.296221
50981.00    -1.276788    -0.460573     2.178834
50981.25    -1.378513    -0.366052     0.972225
50981.50    -1.066417    -0.581746     0.509470
50981.75    -0.900370    -0.198537    -1.126989
50982.00    -0.645300    -0.229045    -0.467456
50982.25    -0.657122    -0.249015    -1.024978
50982.50    -0.294274    -0.535432    -0.911912
50982.75    -0.304154    -0.213574    -1.696866
50983.00    -0.378940    -0.263878    -0.673584
50983.25    -0.509100    -0.235859    -0.847184
50983.50    -0.279785    -0.493655    -0.371637
50983.75    -0.250169    -0.125866    -1.059285
50984.00    -0.390686    -0.269975     0.172712
50984.25    -0.612484    -0.288561     0.149663
50984.50    -0.328549    -0.514795     0.519898
50984.75    -0.166009    -0.266229     0.003567
50985.00    -0.176014    -0.350494     1.106214
50985.25    -0.221313    -0.376106     0.667473
50985.50     0.038979    -0.624304     0.901328
50985.75     0.063637    -0.265442    -0.235652
50986.00     0.023854    -0.331237     0.587655
50986.25     0.022556    -0.345084     0.080082
50986.50     0.394687    -0.572727     0.374795
50986.75     0.524876    -0.201526    -0.654210
50987.00     0.748244    -0.324835     0.578092
50987.25     0.760098    -0.399263     0.596444
50987.50     1.056446    -0.657052     1.052660
50987.75     1.013614    -0.343637     0.529176
50988.00     0.899535    -0.455830     1.839632
50988.25     0.615471    -0.473711     1.521993
50988.50     0.820870    -0.751294     1.826278
50988.75     0.778392    -0.478688     0.888590
50989.00     0.607015    -0.615815     2.156087
50989.25     0.309516    -0.673334     1.717082
50989.50     0.682429    -0.906225     2.148341
50989.75     0.760175    -0.628431     0.998722
50990.00     0.760450    -0.718953     1.853244
50990.25     0.638793    -0.761897     1.209133
50990.50     1.136872    -0.962999     1.280927
50990.75     1.197317    -0.607227     0.325354
50991.00     1.227433    -0.654552     1.474553
50991.25     1.032858    -0.652053     1.142811
50991.50     1.317135    -0.839268     1.203930
50991.75     1.171635    -0.477881     0.019048
50992.00     0.990908    -0.538057     1.040847
50992.25     0.688367    -0.514671     0.654156
50992.50     0.859621    -0.754370     0.797552
50992.75     0.804286    -0.406573    -0.417605
50993.00     0.775236    -0.597140     0.504125
50993.25     0.731448    -0.649676     0.248833
50993.50     1.089744    -0.863548     0.173432
50993.75     1.112812    -0.567411    -0.679817
50994.00     1.053705    -0.661633     0.156442
50994.25     1.013159    -0.713842    -0.217815
50994.50     1.295217    -0.952131    -0.241459
50994.75     1.133613    -0.590327    -1.263323
50995.00     1.015308    -0.642470    -0.217835
50995.25     0.811115    -0.625256    -0.594071
50995.50     0.977307    -0.870895    -0.475764
50995.75     0.890047    -0.562028    -1.288163
50996.00     0.876306    -0.681364     0.060094
50996.25     0.713518    -0.654973     0.125988
50996.50     0.961724    -0.828556     0.138389
50996.75     0.797821    -0.428130    -0.890918
50997.00     0.751096    -0.479158    -0.017533
50997.25     0.620871    -0.440647    -0.236181
50997.50     0.995847    -0.618285    -0.154128
50997.75     1.000056    -0.261094    -1.078114
50998.00     1.021470    -0.400375    -0.165768
50998.25     0.855131    -0.446275    -0.303879
50998.50     1.120306    -0.694762    -0.246954
50998.75     1.147580    -0.351821    -1.072146
50999.00     1.139523    -0.475585     0.058216
50999.25     1.143260    -0.488819    -0.361139
50999.50     1.447738    -0.729421    -0.514732
50999.75     1.428607    -0.374338    -1.722875
51000.00     1.353358    -0.424291    -1.012586
51000.25     1.262027    -0.390262    -1.475293
51000.50     1.582980    -0.619545    -1.612012
51000.75     1.536886    -0.252363    -2.830922
51001.00     1.406724    -0.361345    -1.757978
51001.25     1.307118    -0.326677    -2.084774
51001.50     1.735592    -0.592270    -1.867126
51001.75     1.866948    -0.250524    -2.806652
51002.00     1.907832    -0.436272    -1.275626
51002.25     1.823966    -0.432296    -1.629658
51002.50     2.029811    -0.672292    -1.382978
51002.75     1.863387    -0.345263    -2.096603
51003.00     1.624532    -0.412216    -0.874239
51003.25     1.277163    -0.392035    -1.076369
51003.50     1.301004    -0.590549    -0.680307
51003.75     1.035421    -0.241814    -1.676426
51004.00     0.783549    -0.346373    -0.494087
51004.25     0.480128    -0.397216    -0.846799
51004.50     0.621988    -0.622391    -0.735024
51004.75     0.600159    -0.363441    -1.512406
51005.00     0.610216    -0.510372    -0.476094
51005.25     0.557140    -0.594730    -0.608884
51005.50     0.932116    -0.814981    -0.379479
51005.75     0.983047    -0.458524    -1.266416
51006.00     1.070035    -0.528280    -0.353359
51006.25     0.993920    -0.558342    -0.512236
51006.50     1.390319    -0.745312    -0.207488
51006.75     1.301296    -0.365747    -1.241434
51007.00     1.193585    -0.406494    -0.066669
51007.25     0.948233    -0.438165    -0.165663
51007.50     1.140483    -0.614955     0.078272
51007.75     1.093349    -0.258772    -0.905085
51008.00     0.821819    -0.326384     0.326059
51008.25     0.655172    -0.321323    -0.055641
51008.50     0.872336    -0.524765    -0.131157
51008.75     0.790989    -0.199818    -1.322120
51009.00     0.477738    -0.242159    -0.592038
51009.25     0.246670    -0.237322    -0.985375
51009.50     0.406864    -0.442454    -0.942276
51009.75     0.394386    -0.146736    -1.745267
51010.00     0.346412    -0.269493    -0.727872
51010.25     0.264224    -0.323368    -0.881482
51010.50     0.524197    -0.506311    -0.980773
51010.75     0.608585    -0.196735    -1.774077
51011.00     0.637191    -0.214033    -0.984185
51011.25     0.513740    -0.161811    -1.217901
51011.50     0.781119    -0.334220    -1.097346
51011.75     0.783740    -0.001690    -2.028565
51012.00     0.722972    -0.140750    -0.583282
51012.25     0.517257    -0.201608    -0.612583
51012.50     0.680883    -0.418791    -0.270939
51012.75     0.409854    -0.072007    -1.070169
51013.00     0.193908    -0.188452     0.149585
51013.25    -0.172986    -0.142248    -0.268192
51013.50     0.000232    -0.342942    -0.315251
51013.75    -0.241057    -0.016942    -1.620538
51014.00    -0.393898    -0.186013    -0.695837
51014.25    -0.625076    -0.179160    -1.383997
51014.50    -0.439798    -0.469666    -1.427316
51014.75    -0.496656    -0.178895    -2.528099
51015.00    -0.570125    -0.315746    -1.334428
51015.25    -0.610762    -0.290901    -1.825039
51015.50    -0.375933    -0.541018    -1.695823
51015.75    -0.392862    -0.170311    -2.718967
51016.00    -0.405171    -0.186408    -1.682538
51016.25    -0.559492    -0.043528    -1.957801
51016.50    -0.225177    -0.273769    -1.504342
51016.75    -0.185759     0.183477    -2.631515
51017.00    -0.221924     0.105504    -1.427017
51017.25    -0.259858     0.147199    -1.629300
51017.50    -0.016263    -0.092373    -1.245151
51017.75    -0.045868     0.297008    -2.295578
51018.00    -0.083286     0.183917    -1.171459
51018.25     0.111601     0.104456    -1.540783
51018.50     0.421191    -0.208044    -1.243796
51018.75     0.592566     0.082108    -2.258757
51019.00     0.670993    -0.048130    -1.004650
51019.25     0.677683    -0.085043    -1.390896
51019.50     0.949912    -0.337013    -1.232648
51019.75     1.022657    -0.065898    -2.147211
51020.00     1.018514    -0.181587    -1.325097
51020.25     0.814027    -0.172254    -1.799017
51020.50     1.071328    -0.409526    -1.828025
51020.75     1.052335    -0.091979    -2.516932
51021.00     0.863434    -0.134084    -1.575238
51021.25     0.754569    -0.117469    -1.708690
51021.50     1.083960    -0.409521    -1.199492
51021.75     1.107628    -0.085302    -1.878736
51022.00     1.058259    -0.133815    -0.594515
51022.25     1.136324    -0.165079    -0.517673
51022.50     1.495874    -0.454990    -0.280994
51022.75     1.557297    -0.145176    -1.312665
51023.00     1.489750    -0.263770    -0.130247
51023.25     1.166169    -0.232865    -0.438545
51023.50     1.246777    -0.498311    -0.275859
51023.75     1.008499    -0.122615    -1.441193
51024.00     0.775849    -0.201895    -0.415659
51024.25     0.353829    -0.190238    -0.735241
51024.50     0.379571    -0.393254    -0.471143
51024.75     0.235543    -0.049486    -1.464306
51025.00    -0.045725    -0.064867    -0.700572
51025.25    -0.322055    -0.040427    -1.229486
51025.50    -0.171598    -0.287915    -1.261898
51025.75    -0.340937     0.106574    -2.710931
51026.00    -0.420280     0.010235    -1.854976
51026.25    -0.510832    -0.028185    -2.439235
51026.50    -0.275476    -0.239890    -2.676486
51026.75    -0.303559     0.155186    -4.055461
51027.00    -0.364293     0.041225    -2.940818
51027.25    -0.585001     0.082469    -3.656453
51027.50    -0.302014    -0.108008    -3.565404
51027.75    -0.199140     0.247060    -4.130587
51028.00    -0.245850     0.162140    -2.918157
51028.25    -0.346299     0.102479    -2.979004
51028.50     0.062608    -0.168545    -2.560640
51028.75     0.142228     0.164365    -3.327171
51029.00     0.129367     0.035892    -2.017216
51029.25     0.119006    -0.022336    -2.315697
51029.50     0.510295    -0.319987    -2.217735
51029.75     0.475844    -0.026463    -3.208533
51030.00     0.460489    -0.171391    -2.009033
51030.25     0.332696    -0.144664    -2.281328
51030.50     0.547111    -0.380140    -2.337897
51030.75     0.499311    -0.027471    -3.375108
51031.00     0.488958    -0.140061    -2.065734
51031.25     0.272269    -0.065728    -2.268919
51031.50     0.457329    -0.294103    -1.735655
51031.75     0.399512     0.165768    -2.627574
51032.00     0.216483     0.091799    -1.153094
51032.25    -0.022958     0.145248    -1.230631
51032.50     0.226125    -0.092733    -0.524681
51032.75     0.150470     0.287689    -1.364891
51033.00     0.002374     0.185395    -0.330195
51033.25    -0.168113     0.164846    -0.993238
51033.50     0.087921    -0.147043    -1.069713
51033.75     0.084062     0.139229    -2.156347
51034.00     0.041653     0.064837    -1.329410
51034.25    -0.074404     0.071145    -1.845917
51034.50     0.175988    -0.097276    -2.167068
51034.75     0.234810     0.302228    -3.478747
51035.00     0.158686     0.281808    -2.604707
51035.25    -0.149441     0.236019    -2.720385
51035.50     0.022215    -0.026574    -2.449633
51035.75     0.037920     0.273884    -3.204071
51036.00    -0.181851     0.226579    -2.215920
51036.25    -0.396947     0.135785    -2.401740
51036.50    -0.167909    -0.201990    -2.268628
51036.75    -0.271815     0.109662    -3.254285
51037.00    -0.301279    -0.031131    -2.136420
51037.25    -0.265208    -0.098311    -2.808634
51037.50     0.107332    -0.391953    -2.745140
51037.75     0.266301    -0.130454    -3.993718
51038.00     0.406512    -0.241778    -3.021021
51038.25     0.382123    -0.242159    -3.670286
51038.50     0.555751    -0.432328    -3.535519
51038.75     0.586672    -0.036511    -4.411657
51039.00     0.474988    -0.030457    -2.924175
51039.25     0.286324     0.172388    -3.383588
51039.50     0.515086     0.063807    -2.843628
51039.75     0.555834     0.477641    -3.240130
51040.00     0.329385     0.356776    -1.636387
51040.25     0.075423     0.409987    -1.442034
51040.50     0.374959     0.086026    -0.696408
51040.75     0.195648     0.386483    -1.257878
51041.00     0.001627     0.192048    -0.005311
51041.25    -0.192517     0.134082     0.027243
51041.50     0.114619    -0.215504     0.302396
51041.75     0.103228     0.138669    -0.719702
51042.00     0.323794    -0.037181     0.449452
51042.25     0.193196    -0.064629    -0.019831
51042.50     0.452660    -0.301502    -0.094240
51042.75     0.424592     0.150195    -1.365985
51043.00     0.384311     0.174859    -0.701090
51043.25     0.220918     0.328463    -1.463936
51043.50     0.630390     0.109379    -1.368032
51043.75     0.691144     0.544596    -2.455642
51044.00     0.510271     0.464247    -1.456543
51044.25     0.363892     0.483054    -1.797290
