-----------------------------------------------
3D SITE DISPLACEMENT DUE TO ATMOSPHERIC LOADING
-----------------------------------------------
METEOROLOGICAL CENTER & DEGREE 1 :    ECMWF_CME
CMEA : CENTER OF MASS OF THE EARTH + ATMOSPHERE
CME  : CENTER OF MASS OF THE SOLID EARTH  ALONE
SITE COORDINATES ACCORDING TO ITRF2000 SOLUTION
-----------------------------------------------
CREATOR EMAIL : PASCAL.GEGOUT@EOST.U-STRASBG.FR
-----------------------------------------------
KARR        49718.000    1995     1     1     0
KARR        52274.750    2001    12    31    18
KARR     -2713832.258  5303935.087 -2269515.012
51137.00     0.196322    -0.130968     2.543502
51137.25     0.392815    -0.384285     4.170906
51137.50     0.227083    -0.301665     3.119269
51137.75     0.292302    -0.385588     3.981668
51138.00     0.159538    -0.297331     3.445065
51138.25     0.330353    -0.527901     4.831383
51138.50     0.232424    -0.467831     3.868316
51138.75     0.293395    -0.534721     4.506249
51139.00     0.205443    -0.482298     4.056111
51139.25     0.416688    -0.666441     5.448765
51139.50     0.316373    -0.617156     4.307211
51139.75     0.331699    -0.637268     4.688962
51140.00     0.259371    -0.558021     4.157887
51140.25     0.416501    -0.710241     5.229140
51140.50     0.346901    -0.590464     4.144735
51140.75     0.366837    -0.599266     4.534714
51141.00     0.260314    -0.482991     3.997018
51141.25     0.411725    -0.649644     5.068518
51141.50     0.343928    -0.543350     4.171937
51141.75     0.413730    -0.560900     4.639633
51142.00     0.345696    -0.447908     3.941377
51142.25     0.502559    -0.620801     4.902022
51142.50     0.407939    -0.511660     3.863024
51142.75     0.414224    -0.522495     4.312407
51143.00     0.217313    -0.356181     3.238547
51143.25     0.308808    -0.465554     3.992609
51143.50     0.215974    -0.330308     2.864376
51143.75     0.236845    -0.352511     3.322906
51144.00     0.081716    -0.130428     2.318246
51144.25     0.208169    -0.242112     3.028426
51144.50     0.104771    -0.096651     1.800619
51144.75     0.172236    -0.126997     2.399259
51145.00     0.000658     0.013087     1.487491
51145.25     0.219830    -0.218340     2.973849
51145.50     0.092346    -0.130747     1.954467
51145.75     0.150753    -0.190932     2.691978
51146.00    -0.006233    -0.095235     1.885461
51146.25     0.180860    -0.298683     3.367197
51146.50     0.093028    -0.240385     2.398916
51146.75     0.119044    -0.269088     3.013931
51147.00     0.000978    -0.162247     2.409788
51147.25     0.279007    -0.375718     4.019458
51147.50     0.262461    -0.312539     3.318181
51147.75     0.314552    -0.388143     4.050603
51148.00     0.221356    -0.318415     3.732666
51148.25     0.394839    -0.518923     5.014376
51148.50     0.250341    -0.326327     3.637950
51148.75     0.217332    -0.340559     3.823048
51149.00     0.013872    -0.189594     2.818205
51149.25     0.162625    -0.355124     3.722393
51149.50     0.014526    -0.183674     2.203687
51149.75     0.028355    -0.256584     2.612138
51150.00    -0.130993    -0.110759     1.664662
51150.25     0.063518    -0.249623     2.715019
51150.50    -0.032613    -0.173653     1.760768
51150.75     0.019804    -0.199997     2.380520
51151.00    -0.101625    -0.112846     2.013718
51151.25     0.077929    -0.301381     3.220418
51151.50    -0.018357    -0.212513     2.362567
51151.75     0.079445    -0.198959     2.890265
51152.00    -0.002121    -0.107024     2.514733
51152.25     0.140951    -0.241396     3.414056
51152.50     0.073074    -0.192973     2.668357
51152.75     0.154470    -0.246253     3.341900
51153.00     0.082752    -0.184273     3.012654
51153.25     0.281544    -0.386898     4.262043
51153.50     0.198150    -0.273508     3.253425
51153.75     0.291852    -0.360411     4.034358
51154.00     0.237775    -0.291740     3.524585
51154.25     0.361638    -0.459466     4.470453
51154.50     0.274875    -0.375812     3.560268
51154.75     0.290213    -0.384510     3.772138
51155.00     0.214907    -0.287221     3.219235
51155.25     0.351631    -0.424429     4.134909
51155.50     0.266494    -0.316079     3.015486
51155.75     0.312013    -0.346186     3.446615
51156.00     0.217561    -0.248785     2.916431
51156.25     0.344326    -0.412980     3.804433
51156.50     0.306101    -0.309673     2.880268
51156.75     0.378939    -0.360280     3.418917
51157.00     0.333960    -0.273437     3.011078
51157.25     0.473585    -0.428150     4.001365
51157.50     0.391627    -0.345766     3.018339
51157.75     0.395696    -0.427377     3.420973
51158.00     0.243913    -0.278907     2.619515
51158.25     0.412456    -0.449916     3.748921
51158.50     0.301062    -0.328475     2.634026
51158.75     0.332899    -0.367501     3.223090
51159.00     0.154978    -0.149625     2.163813
51159.25     0.267006    -0.332016     3.128052
51159.50     0.147345    -0.196775     1.989233
51159.75     0.153361    -0.227627     2.418998
51160.00    -0.007926    -0.093748     1.551341
51160.25     0.159804    -0.284239     2.711722
51160.50     0.002851    -0.159976     1.426093
51160.75     0.063617    -0.228396     1.977922
51161.00     0.019482    -0.140297     1.529838
51161.25     0.283488    -0.332052     2.877231
51161.50     0.168498    -0.214786     1.691442
51161.75     0.289340    -0.285844     2.452411
51162.00     0.211243    -0.200184     1.936653
51162.25     0.424181    -0.342884     3.055358
51162.50     0.321755    -0.239706     2.017924
51162.75     0.431137    -0.305496     2.709317
51163.00     0.329226    -0.210212     2.061789
51163.25     0.486585    -0.339097     2.967396
51163.50     0.388230    -0.247574     1.970535
51163.75     0.473819    -0.338309     2.637986
51164.00     0.336569    -0.239636     1.986817
51164.25     0.493431    -0.404284     3.183825
51164.50     0.387434    -0.302278     2.126624
51164.75     0.492639    -0.370147     2.711433
51165.00     0.425262    -0.303393     2.077277
51165.25     0.619200    -0.484855     3.236250
51165.50     0.568273    -0.397945     2.179542
51165.75     0.582748    -0.479182     2.405692
51166.00     0.460190    -0.353013     1.618112
51166.25     0.506486    -0.454552     2.121506
51166.50     0.442486    -0.321817     1.109153
51166.75     0.423008    -0.344382     1.299982
51167.00     0.237683    -0.161551     0.372575
51167.25     0.304831    -0.224542     1.099348
51167.50     0.182971    -0.116265     0.026882
51167.75     0.168699    -0.119264     0.451842
51168.00     0.017338    -0.001103    -0.249297
51168.25     0.150532    -0.172365     0.909215
51168.50     0.109840    -0.106052     0.426705
51168.75     0.152570    -0.182544     1.117040
51169.00     0.054033    -0.068155     0.665797
51169.25     0.234009    -0.232775     1.828129
51169.50     0.231098    -0.218307     1.422412
51169.75     0.275935    -0.261276     1.893240
51170.00     0.183757    -0.182032     1.563448
51170.25     0.287092    -0.338965     2.543439
51170.50     0.234597    -0.293563     1.904692
51170.75     0.279849    -0.355782     2.488700
51171.00     0.157733    -0.289620     2.052113
51171.25     0.298254    -0.454400     3.216902
51171.50     0.228358    -0.353139     2.421671
51171.75     0.279309    -0.436377     3.094239
51172.00     0.157144    -0.352944     2.733088
51172.25     0.285977    -0.479743     3.913818
51172.50     0.248465    -0.419154     3.243131
51172.75     0.292785    -0.475010     3.824999
51173.00     0.163609    -0.342445     3.365452
51173.25     0.324260    -0.488687     4.571245
51173.50     0.254478    -0.368979     3.765063
51173.75     0.241495    -0.385828     4.121421
51174.00     0.022216    -0.258310     3.175636
51174.25     0.197235    -0.443069     4.325998
51174.50     0.178976    -0.358850     3.627469
51174.75     0.210752    -0.378448     3.864902
51175.00     0.063590    -0.281459     3.270103
51175.25     0.257868    -0.463452     4.489586
51175.50     0.218141    -0.419225     3.807627
51175.75     0.275848    -0.458128     4.197897
51176.00     0.175783    -0.329068     3.518118
51176.25     0.392379    -0.486451     4.677030
51176.50     0.363661    -0.412843     3.886228
51176.75     0.353161    -0.416760     4.058889
51177.00     0.204811    -0.291676     3.335769
51177.25     0.358205    -0.434126     4.360506
51177.50     0.279664    -0.364840     3.350593
51177.75     0.361334    -0.425590     3.768133
51178.00     0.247577    -0.312768     3.188732
51178.25     0.394735    -0.452464     4.147174
51178.50     0.285769    -0.368628     3.066445
51178.75     0.317635    -0.424893     3.497058
51179.00     0.187649    -0.299046     2.800674
51179.25     0.422684    -0.493981     4.160657
51179.50     0.409658    -0.399821     3.208004
51179.75     0.502676    -0.436911     3.621960
51180.00     0.415687    -0.340262     3.088668
51180.25     0.611873    -0.489320     4.187902
51180.50     0.579902    -0.416316     3.417091
51180.75     0.620225    -0.425582     3.713290
51181.00     0.567278    -0.307438     3.301611
51181.25     0.728417    -0.517949     4.447267
51181.50     0.710866    -0.460274     3.713247
51181.75     0.725734    -0.514515     4.200416
51182.00     0.637077    -0.398387     3.868906
51182.25     0.772627    -0.574575     5.003464
51182.50     0.717983    -0.518072     4.300362
51182.75     0.658207    -0.556672     4.471233
51183.00     0.513100    -0.424747     3.776948
51183.25     0.656728    -0.580184     4.767167
51183.50     0.548694    -0.477968     3.733091
51183.75     0.537191    -0.497808     3.984062
51184.00     0.394378    -0.380141     3.257140
51184.25     0.530396    -0.537231     4.178703
51184.50     0.395403    -0.430380     3.081266
51184.75     0.434019    -0.463396     3.448262
51185.00     0.278146    -0.350126     2.643307
51185.25     0.433665    -0.488972     3.574740
51185.50     0.407555    -0.425230     2.796417
51185.75     0.417261    -0.460379     3.071395
51186.00     0.341521    -0.365854     2.641124
51186.25     0.501334    -0.520097     3.641544
51186.50     0.483544    -0.460618     2.881296
51186.75     0.501065    -0.484465     3.241462
51187.00     0.455826    -0.402750     2.837964
51187.25     0.627465    -0.566377     4.044179
51187.50     0.522588    -0.459475     3.148810
51187.75     0.498856    -0.476837     3.488135
51188.00     0.403172    -0.398662     3.223160
51188.25     0.569547    -0.547892     4.443828
51188.50     0.471039    -0.462063     3.634314
51188.75     0.442154    -0.402564     3.760896
51189.00     0.270832    -0.290890     3.262687
51189.25     0.414825    -0.435213     4.390418
51189.50     0.280815    -0.314460     3.296320
51189.75     0.229865    -0.326712     3.509585
51190.00     0.098720    -0.224145     2.909390
51190.25     0.237100    -0.394636     4.002167
51190.50     0.174810    -0.303234     3.078562
51190.75     0.122188    -0.319424     3.119785
51191.00     0.017366    -0.202468     2.492054
51191.25     0.203137    -0.368400     3.632064
51191.50     0.141404    -0.277509     2.711084
51191.75     0.175762    -0.324603     3.013791
51192.00     0.076331    -0.186652     2.338355
51192.25     0.186904    -0.352902     3.291164
51192.50     0.127023    -0.296527     2.480129
51192.75     0.155443    -0.336205     2.985909
51193.00     0.039224    -0.284054     2.713017
51193.25     0.142099    -0.405130     3.713337
51193.50     0.009373    -0.361391     2.935382
51193.75     0.026130    -0.372877     3.410023
51194.00    -0.061910    -0.307214     3.157366
51194.25     0.055465    -0.482487     4.122128
51194.50     0.008384    -0.477710     3.499787
51194.75     0.055965    -0.528073     3.891706
51195.00     0.085915    -0.468523     3.694216
51195.25     0.329774    -0.655074     4.891533
51195.50     0.323721    -0.591261     3.839365
51195.75     0.366686    -0.628092     4.183449
51196.00     0.327518    -0.573419     4.016259
51196.25     0.428997    -0.708499     5.012175
51196.50     0.352981    -0.613291     4.097470
51196.75     0.269424    -0.564376     3.869332
51197.00     0.179273    -0.431113     3.348741
51197.25     0.302814    -0.592318     4.311393
51197.50     0.239605    -0.519249     3.512014
51197.75     0.138535    -0.452719     3.285743
51198.00     0.030174    -0.341925     2.749303
51198.25     0.223619    -0.523752     3.870916
51198.50     0.190344    -0.470750     3.222218
51198.75     0.193486    -0.493631     3.424220
51199.00     0.079619    -0.361491     2.810077
51199.25     0.207149    -0.507588     3.561662
51199.50     0.191026    -0.454912     2.725629
51199.75     0.271450    -0.479425     2.993811
51200.00     0.281555    -0.391214     2.707589
51200.25     0.473092    -0.563862     3.661091
51200.50     0.477805    -0.507504     2.903796
51200.75     0.537046    -0.527881     3.169638
51201.00     0.479069    -0.414782     2.693342
51201.25     0.601417    -0.578810     3.738861
51201.50     0.505397    -0.505990     2.856238
51201.75     0.507072    -0.530461     3.294454
51202.00     0.370593    -0.409872     2.723349
51202.25     0.506778    -0.560445     3.828105
51202.50     0.425914    -0.491507     2.934692
51202.75     0.437961    -0.506888     3.433459
51203.00     0.317355    -0.364961     2.825842
51203.25     0.483479    -0.548004     4.057588
51203.50     0.422224    -0.480740     3.247655
51203.75     0.439324    -0.498445     3.518595
51204.00     0.319963    -0.360850     2.851241
51204.25     0.486549    -0.552059     4.081652
51204.50     0.419023    -0.487426     3.210679
51204.75     0.382128    -0.471608     3.211035
51205.00     0.202914    -0.321257     2.251947
51205.25     0.375389    -0.502424     3.453901
51205.50     0.343589    -0.436831     2.698287
51205.75     0.394040    -0.489091     3.296306
51206.00     0.278070    -0.367538     2.751222
51206.25     0.458585    -0.549949     3.987613
51206.50     0.424544    -0.520818     3.198788
51206.75     0.462633    -0.535452     3.541299
51207.00     0.429671    -0.438721     3.236941
51207.25     0.601903    -0.582002     4.214914
51207.50     0.606408    -0.519711     3.442552
51207.75     0.640814    -0.487588     3.609294
51208.00     0.635039    -0.418064     3.341687
51208.25     0.828022    -0.562541     4.334630
51208.50     0.846743    -0.472440     3.507623
51208.75     0.818755    -0.426950     3.366599
51209.00     0.750705    -0.312113     2.963024
51209.25     0.854875    -0.458081     3.754208
51209.50     0.822730    -0.405574     3.196694
51209.75     0.687594    -0.433142     3.176075
51210.00     0.500629    -0.348030     2.721643
51210.25     0.559060    -0.494984     3.662634
51210.50     0.497128    -0.419119     2.980955
51210.75     0.474195    -0.475284     3.327364
51211.00     0.351037    -0.367016     3.013254
51211.25     0.466000    -0.542248     4.099867
51211.50     0.384095    -0.435601     3.292404
51211.75     0.354793    -0.487664     3.611317
51212.00     0.219881    -0.409277     3.127775
51212.25     0.345171    -0.560465     4.036404
51212.50     0.271627    -0.470347     2.876624
51212.75     0.270278    -0.500323     3.043999
51213.00     0.167979    -0.376192     2.372696
51213.25     0.283892    -0.504349     3.139712
51213.50     0.211775    -0.415545     2.160650
51213.75     0.250483    -0.461315     2.576124
51214.00     0.176297    -0.366927     2.096753
51214.25     0.346142    -0.534201     3.011729
51214.50     0.271757    -0.449459     2.054678
51214.75     0.284812    -0.471546     2.349794
51215.00     0.174038    -0.377943     2.068120
51215.25     0.241471    -0.511122     2.965587
51215.50     0.136914    -0.438417     2.162055
51215.75     0.055257    -0.426268     2.227298
51216.00    -0.077394    -0.334080     1.923819
51216.25     0.061328    -0.473589     3.026953
51216.50    -0.007389    -0.430939     2.457280
51216.75     0.049774    -0.465384     2.991997
51217.00    -0.009766    -0.375835     2.804800
51217.25     0.222290    -0.544935     4.087288
51217.50     0.203456    -0.461888     3.341230
51217.75     0.330950    -0.533425     4.074253
51218.00     0.270041    -0.417816     3.630059
51218.25     0.450608    -0.562477     4.707520
51218.50     0.364761    -0.500650     3.845415
51218.75     0.400337    -0.538159     4.322441
51219.00     0.305004    -0.429088     3.932559
51219.25     0.419464    -0.539474     4.873332
51219.50     0.277701    -0.395078     3.461565
51219.75     0.364427    -0.429077     4.002951
51220.00     0.275088    -0.283287     3.391968
51220.25     0.402479    -0.424548     4.255355
51220.50     0.263698    -0.311953     2.993181
51220.75     0.359245    -0.358969     3.613145
51221.00     0.260282    -0.245792     3.073200
51221.25     0.355903    -0.384958     3.859235
51221.50     0.315551    -0.318253     3.129923
51221.75     0.388640    -0.385312     3.635750
51222.00     0.341002    -0.308200     3.170063
51222.25     0.450500    -0.498065     4.016632
51222.50     0.358851    -0.435377     2.886518
51222.75     0.395227    -0.477600     3.157326
51223.00     0.317314    -0.354452     2.498796
51223.25     0.375527    -0.517468     3.216896
51223.50     0.235147    -0.375999     2.003477
51223.75     0.205939    -0.367797     2.149412
51224.00     0.078011    -0.246844     1.631783
51224.25     0.208586    -0.368733     2.519917
51224.50     0.097324    -0.241990     1.393625
51224.75     0.138775    -0.283019     1.900725
51225.00     0.056515    -0.179671     1.544383
51225.25     0.177077    -0.356839     2.547020
51225.50     0.099633    -0.266855     1.790707
51225.75     0.096397    -0.283288     2.091394
51226.00    -0.005508    -0.190083     1.814761
51226.25     0.099413    -0.359946     2.773418
51226.50    -0.002718    -0.302207     2.053765
51226.75     0.015838    -0.315207     2.352938
51227.00    -0.027924    -0.203801     2.244837
51227.25     0.125452    -0.354059     3.005369
51227.50     0.106363    -0.266201     2.274674
51227.75     0.128120    -0.286330     2.497824
51228.00     0.075846    -0.208255     2.178097
51228.25     0.255622    -0.371753     3.231323
51228.50     0.181347    -0.309003     2.144290
51228.75     0.316519    -0.354535     2.738260
51229.00     0.263055    -0.261110     2.170256
51229.25     0.480084    -0.427261     3.249882
51229.50     0.408115    -0.348397     2.164468
51229.75     0.491250    -0.359693     2.591693
51230.00     0.421164    -0.264325     2.080438
51230.25     0.544057    -0.406178     2.878363
51230.50     0.456209    -0.297843     1.802532
51230.75     0.505166    -0.401025     2.517151
51231.00     0.353852    -0.322719     1.952028
51231.25     0.407741    -0.463842     2.686910
51231.50     0.338626    -0.349152     1.817504
51231.75     0.298365    -0.400513     2.090913
51232.00     0.159825    -0.260164     1.572532
51232.25     0.265093    -0.401223     2.547961
51232.50     0.140741    -0.248733     1.448106
51232.75     0.187442    -0.329939     2.110313
51233.00     0.088697    -0.241823     1.647502
51233.25     0.230243    -0.379328     2.586049
51233.50     0.153977    -0.298377     1.814774
51233.75     0.230309    -0.395700     2.536991
51234.00     0.138130    -0.306908     2.159048
51234.25     0.316049    -0.468594     3.332471
51234.50     0.253243    -0.386870     2.580730
51234.75     0.292558    -0.427803     3.165845
51235.00     0.198209    -0.324141     2.824046
51235.25     0.297958    -0.468794     3.803391
51235.50     0.204075    -0.351202     2.833297
51235.75     0.228478    -0.401984     3.268372
51236.00     0.108145    -0.278837     2.660937
51236.25     0.240477    -0.439006     3.676016
51236.50     0.083259    -0.302359     2.431139
51236.75     0.107707    -0.320657     2.630459
51237.00     0.030748    -0.225766     2.136013
51237.25     0.175764    -0.404437     3.091800
51237.50     0.049471    -0.282834     1.910134
51237.75     0.104483    -0.336947     2.329270
51238.00     0.010165    -0.239477     1.865566
51238.25     0.136392    -0.417294     2.864040
51238.50     0.062716    -0.294240     1.903504
51238.75     0.126480    -0.349004     2.272013
51239.00    -0.015720    -0.217402     1.541981
51239.25     0.169264    -0.390444     2.553332
51239.50     0.112696    -0.297946     1.585798
51239.75     0.162136    -0.338371     1.852736
51240.00     0.078650    -0.237203     1.309632
51240.25     0.235922    -0.400725     2.433065
51240.50     0.167946    -0.334684     1.736525
51240.75     0.204959    -0.368508     2.218575
51241.00     0.170175    -0.258380     2.041537
51241.25     0.313789    -0.397158     2.949195
51241.50     0.268139    -0.300017     2.120154
51241.75     0.318033    -0.321159     2.453823
51242.00     0.204426    -0.162758     1.745672
51242.25     0.359068    -0.305892     2.453922
51242.50     0.323850    -0.228412     1.475697
51242.75     0.342841    -0.246087     1.444673
51243.00     0.293453    -0.141943     1.077783
51243.25     0.395531    -0.282797     1.842143
51243.50     0.308831    -0.171708     0.839359
51243.75     0.379846    -0.177679     1.204742
51244.00     0.311251    -0.075184     0.824807
51244.25     0.475845    -0.228592     1.626824
51244.50     0.404820    -0.150555     0.831764
51244.75     0.418289    -0.197564     1.150144
51245.00     0.314557    -0.111789     0.816001
51245.25     0.386303    -0.224043     1.548641
51245.50     0.224108    -0.094597     0.422852
51245.75     0.203086    -0.105495     0.690102
51246.00     0.023728     0.022158     0.056343
51246.25     0.146258    -0.133002     1.025202
51246.50     0.098059    -0.059821     0.350234
51246.75     0.126184    -0.097521     0.785630
51247.00    -0.015996     0.053373     0.026503
51247.25     0.160109    -0.163504     1.152906
51247.50     0.081818    -0.074754     0.096524
51247.75     0.153737    -0.160207     0.620444
51248.00     0.086586    -0.045740     0.267342
51248.25     0.284988    -0.239957     1.445455
51248.50     0.233760    -0.161563     0.500569
51248.75     0.284226    -0.224090     0.913142
51249.00     0.201708    -0.112943     0.620272
51249.25     0.355918    -0.265976     1.651542
51249.50     0.251988    -0.189792     0.629748
51249.75     0.310787    -0.223830     1.155292
51250.00     0.233853    -0.135102     0.916253
51250.25     0.389850    -0.286574     1.851326
51250.50     0.293778    -0.201369     0.931982
51250.75     0.353671    -0.247577     1.542363
51251.00     0.291812    -0.160902     1.287517
51251.25     0.420791    -0.337822     2.396104
51251.50     0.332369    -0.258566     1.587372
51251.75     0.369291    -0.299570     2.048141
51252.00     0.247686    -0.216366     1.607140
51252.25     0.425151    -0.405320     2.922318
51252.50     0.270406    -0.293965     1.847915
51252.75     0.310925    -0.367919     2.415929
51253.00     0.204840    -0.270733     1.947824
51253.25     0.359123    -0.434583     2.982409
51253.50     0.247040    -0.301979     1.909516
51253.75     0.284042    -0.348887     2.360730
51254.00     0.157028    -0.218350     1.749436
51254.25     0.290872    -0.332300     2.543680
51254.50     0.206811    -0.214035     1.557570
51254.75     0.247535    -0.245906     1.951987
51255.00     0.173824    -0.157191     1.603777
51255.25     0.353183    -0.288251     2.567056
51255.50     0.279990    -0.213107     1.758355
51255.75     0.369013    -0.275228     2.257338
51256.00     0.267809    -0.158679     1.772842
51256.25     0.458014    -0.331358     2.807241
51256.50     0.329659    -0.228408     1.561843
51256.75     0.461202    -0.300339     2.189638
51257.00     0.396939    -0.228426     1.819429
51257.25     0.592416    -0.416094     2.912936
51257.50     0.482542    -0.323449     1.826691
51257.75     0.529536    -0.339143     2.234494
51258.00     0.394063    -0.208123     1.751877
51258.25     0.492241    -0.326386     2.507563
51258.50     0.304063    -0.140874     1.081065
51258.75     0.369563    -0.106633     1.490704
51259.00     0.249078     0.114125     0.813471
51259.25     0.438269    -0.015259     1.693648
51259.50     0.354907     0.097712     0.526474
51259.75     0.426550    -0.013477     0.906365
51260.00     0.231404     0.030880     0.291116
51260.25     0.316265    -0.159834     1.150897
51260.50     0.154578    -0.042079    -0.044757
51260.75     0.198794    -0.107569     0.419306
51261.00     0.094671    -0.018076     0.028813
51261.25     0.184069    -0.171855     0.806103
51261.50     0.050918    -0.028946    -0.308648
51261.75     0.064080    -0.100204     0.143206
51262.00    -0.094200    -0.005113    -0.170909
51262.25    -0.080415    -0.159180     0.689633
51262.50    -0.303617     0.034626    -0.563933
51262.75    -0.245685    -0.049047     0.366009
51263.00    -0.423065     0.067940    -0.097489
51263.25    -0.286443    -0.161058     1.139568
51263.50    -0.426344    -0.020111     0.027711
51263.75    -0.433671    -0.070677     0.393556
51264.00    -0.525857     0.056663     0.102261
51264.25    -0.373405    -0.145019     1.106180
51264.50    -0.497489    -0.000835    -0.052828
51264.75    -0.445897     0.004326     0.347489
51265.00    -0.559510     0.159670    -0.316321
51265.25    -0.318048    -0.052953     0.938585
51265.50    -0.371026     0.057733    -0.019100
51265.75    -0.283052     0.024575     0.419822
51266.00    -0.362848     0.106623     0.003304
51266.25    -0.174312    -0.100758     1.099840
51266.50    -0.290399     0.012405     0.046819
51266.75    -0.259002    -0.003003     0.437287
51267.00    -0.411667     0.119975    -0.123618
51267.25    -0.307117    -0.003167     0.656466
51267.50    -0.500882     0.148729    -0.706233
51267.75    -0.460350     0.117625    -0.300651
51268.00    -0.588734     0.237875    -0.829865
51268.25    -0.469429     0.083952    -0.030903
51268.50    -0.635883     0.260840    -1.357471
51268.75    -0.580972     0.192616    -0.887618
51269.00    -0.580844     0.270674    -1.012944
51269.25    -0.422629     0.102085    -0.108783
51269.50    -0.500096     0.242417    -1.306888
51269.75    -0.417555     0.198214    -0.997888
51270.00    -0.416573     0.256322    -1.184400
51270.25    -0.213880     0.076230    -0.299305
51270.50    -0.265034     0.164097    -1.305582
51270.75    -0.174751     0.083046    -0.810438
51271.00    -0.258685     0.177170    -1.177150
51271.25    -0.106859     0.001756    -0.325326
51271.50    -0.220853     0.107448    -1.403951
51271.75    -0.178790     0.050667    -0.947913
51272.00    -0.275643     0.143682    -1.345853
51272.25    -0.165857    -0.000758    -0.624870
51272.50    -0.295462     0.098222    -1.670428
51272.75    -0.225612     0.056411    -1.147558
51273.00    -0.321304     0.148444    -1.577259
51273.25    -0.155780    -0.051363    -0.526702
51273.50    -0.246608     0.037200    -1.429817
51273.75    -0.190136    -0.018734    -0.714484
51274.00    -0.323791     0.113494    -1.248632
51274.25    -0.170202    -0.012038    -0.401569
51274.50    -0.253630     0.064406    -1.167027
51274.75    -0.210128    -0.021578    -0.520986
51275.00    -0.278768     0.052771    -0.597211
51275.25    -0.121406    -0.107698     0.574361
51275.50    -0.259455     0.034034    -0.492817
51275.75    -0.129164    -0.104950     0.344378
51276.00    -0.198626    -0.031723     0.072641
51276.25    -0.042060    -0.161551     0.977917
51276.50    -0.187903     0.028408    -0.468335
51276.75    -0.149254    -0.024984    -0.118375
51277.00    -0.219874     0.085247    -0.482440
51277.25    -0.105117    -0.009430     0.186916
51277.50    -0.250631     0.164551    -1.176220
51277.75    -0.199835     0.106620    -0.819417
51278.00    -0.269893     0.209777    -1.390760
51278.25    -0.163415     0.076395    -0.761364
51278.50    -0.284024     0.212330    -2.003366
51278.75    -0.219421     0.114631    -1.438593
51279.00    -0.337498     0.201972    -1.857749
51279.25    -0.184471     0.028060    -0.732999
51279.50    -0.272415     0.132476    -1.627851
51279.75    -0.194248     0.061906    -0.977370
51280.00    -0.293878     0.157881    -1.312176
51280.25    -0.105217     0.005417    -0.178274
51280.50    -0.204714     0.126134    -1.268142
51280.75    -0.126831     0.069965    -0.729240
51281.00    -0.272814     0.189143    -1.260016
51281.25    -0.119601     0.057558    -0.502659
51281.50    -0.230644     0.199684    -1.756794
51281.75    -0.176502     0.128041    -1.227136
51282.00    -0.274675     0.232987    -1.577400
51282.25    -0.106398     0.063273    -0.512583
51282.50    -0.247608     0.235472    -1.876195
51282.75    -0.177926     0.149247    -1.198158
51283.00    -0.258660     0.260420    -1.540991
51283.25    -0.120397     0.092691    -0.537191
51283.50    -0.262689     0.265901    -1.755811
51283.75    -0.232220     0.223027    -1.346910
51284.00    -0.329922     0.335963    -1.685448
51284.25    -0.188570     0.152642    -0.558848
51284.50    -0.323260     0.260610    -1.602248
51284.75    -0.276371     0.208288    -1.149957
51285.00    -0.347829     0.296309    -1.337449
51285.25    -0.196594     0.068972    -0.398396
51285.50    -0.294410     0.178604    -1.403558
51285.75    -0.251413     0.136291    -1.120005
51286.00    -0.303264     0.214612    -1.473185
51286.25    -0.132555     0.045055    -0.590066
51286.50    -0.254764     0.173907    -1.807471
51286.75    -0.156347     0.112013    -1.204224
51287.00    -0.253912     0.189656    -1.634214
51287.25    -0.101843     0.031339    -0.669791
51287.50    -0.231408     0.152719    -1.766852
51287.75    -0.168513     0.091734    -1.100641
51288.00    -0.364256     0.213184    -1.692310
51288.25    -0.227220     0.071178    -0.583425
51288.50    -0.385549     0.239806    -1.792684
51288.75    -0.380137     0.202305    -1.331762
51289.00    -0.559046     0.371949    -2.098275
51289.25    -0.376773     0.213554    -0.940651
51289.50    -0.500619     0.354529    -2.119306
51289.75    -0.395301     0.258180    -1.341047
51290.00    -0.445645     0.338494    -1.612170
51290.25    -0.186861     0.116454    -0.355762
51290.50    -0.238912     0.248071    -1.520740
51290.75    -0.120235     0.141999    -0.969827
51291.00    -0.190742     0.222383    -1.507714
51291.25    -0.017361     0.030858    -0.561760
51291.50    -0.108149     0.155475    -1.746196
51291.75    -0.018764     0.068566    -0.978635
51292.00    -0.107030     0.148212    -1.278439
51292.25     0.053992    -0.039388    -0.105451
51292.50    -0.064521     0.109167    -1.197049
51292.75    -0.030312     0.054679    -0.437197
51293.00    -0.142006     0.126081    -0.660928
51293.25    -0.020028    -0.052709     0.432817
51293.50    -0.141450     0.083088    -0.485804
51293.75    -0.122963     0.040029     0.010754
51294.00    -0.234143     0.151566    -0.507292
51294.25    -0.105244    -0.008263     0.335991
51294.50    -0.217430     0.142006    -0.884132
51294.75    -0.200069     0.136167    -0.710157
51295.00    -0.345603     0.250727    -1.500489
51295.25    -0.186654     0.085267    -0.743389
51295.50    -0.288055     0.254473    -2.197058
51295.75    -0.256581     0.219866    -2.024394
51296.00    -0.363436     0.327069    -2.770954
51296.25    -0.182655     0.160446    -1.908691
51296.50    -0.273896     0.345192    -3.246483
51296.75    -0.249449     0.322248    -2.949522
51297.00    -0.369160     0.403135    -3.433375
51297.25    -0.213619     0.250922    -2.495324
51297.50    -0.278562     0.404422    -3.591402
51297.75    -0.289332     0.400644    -3.337541
