-----------------------------------------------
3D SITE DISPLACEMENT DUE TO ATMOSPHERIC LOADING
-----------------------------------------------
METEOROLOGICAL CENTER & DEGREE 1 :   ECMWF_CMEA
CMEA : CENTER OF MASS OF THE EARTH + ATMOSPHERE
CME  : CENTER OF MASS OF THE SOLID EARTH  ALONE
SITE COORDINATES ACCORDING TO ITRF2000 SOLUTION
-----------------------------------------------
CREATOR EMAIL : PASCAL.GEGOUT@EOST.U-STRASBG.FR
-----------------------------------------------
CCV1        49718.000    1995     1     1     0
CCV1        52274.750    2001    12    31    18
CCV1       921997.870 -5535327.766  3021401.158
51179.00    -0.795587    -0.529747    -0.780395
51179.25    -1.089723    -0.544855    -1.125009
51179.50    -1.042537    -0.408841    -1.090756
51179.75    -1.249553    -0.455743    -1.601020
51180.00    -1.111651    -0.327921    -1.350822
51180.25    -1.407995    -0.290632    -1.490148
51180.50    -1.279790    -0.094647    -0.807116
51180.75    -1.790773    -0.154667    -0.949232
51181.00    -1.869341    -0.063028    -0.365743
51181.25    -2.242597    -0.107425    -0.390344
51181.50    -2.171733    -0.158857    -0.450789
51181.75    -2.398152    -0.459315    -1.197305
51182.00    -2.068150    -0.570926    -1.276114
51182.25    -2.150924    -0.736815    -1.796667
51182.50    -1.939525    -0.829702    -2.135495
51182.75    -2.111313    -0.978605    -2.636067
51183.00    -1.738536    -0.931918    -2.450896
51183.25    -1.825976    -0.938022    -2.793081
51183.50    -1.647457    -0.850774    -2.770559
51183.75    -1.745390    -0.870138    -2.938567
51184.00    -1.324099    -0.771633    -2.501609
51184.25    -1.319744    -0.748081    -2.469063
51184.50    -0.883459    -0.610414    -1.877983
51184.75    -0.830617    -0.693616    -2.001374
51185.00    -0.329428    -0.620565    -1.547463
51185.25    -0.215462    -0.619387    -1.687646
51185.50     0.154031    -0.483926    -1.508794
51185.75     0.025818    -0.527279    -1.761049
51186.00     0.258252    -0.382469    -1.311518
51186.25    -0.085904    -0.287638    -1.259195
51186.50    -0.169345    -0.115318    -0.785272
51186.75    -0.566018    -0.177996    -0.802879
51187.00    -0.645787    -0.098012    -0.285506
51187.25    -1.025647    -0.116058    -0.150660
51187.50    -1.169035    -0.063661     0.159290
51187.75    -1.476191    -0.190302     0.013411
51188.00    -1.483756    -0.256312    -0.081934
51188.25    -1.746675    -0.349410    -0.589957
51188.50    -1.672624    -0.424401    -0.970314
51188.75    -1.869646    -0.675378    -1.778028
51189.00    -1.675961    -0.755850    -1.796475
51189.25    -1.815978    -0.854724    -2.176438
51189.50    -1.580315    -0.794766    -2.067648
51189.75    -1.714396    -0.875340    -2.267920
51190.00    -1.455359    -0.758915    -1.678699
51190.25    -1.616818    -0.719424    -1.519650
51190.50    -1.420093    -0.608883    -1.281146
51190.75    -1.453700    -0.679324    -1.602547
51191.00    -1.099617    -0.575940    -1.356517
51191.25    -1.077700    -0.547796    -1.556862
51191.50    -0.793896    -0.483052    -1.610541
51191.75    -0.775227    -0.616611    -2.246568
51192.00    -0.283574    -0.567758    -2.241774
51192.25    -0.071645    -0.554136    -2.393245
51192.50     0.230382    -0.444456    -2.133149
51192.75     0.079049    -0.542933    -2.289466
51193.00     0.370141    -0.436602    -1.423273
51193.25     0.159572    -0.435151    -1.068117
51193.50     0.237037    -0.347253    -0.328886
51193.75     0.033246    -0.444179    -0.243390
51194.00     0.100781    -0.394414     0.318282
51194.25     0.002720    -0.457664     0.167726
51194.50     0.132215    -0.385806     0.534807
51194.75    -0.083246    -0.509175     0.251114
51195.00    -0.079876    -0.420514     0.481773
51195.25    -0.399194    -0.378650     0.116626
51195.50    -0.373870    -0.193307     0.265498
51195.75    -0.707159    -0.273891    -0.217263
51196.00    -0.612277    -0.180299     0.175320
51196.25    -0.712961    -0.223991     0.067394
51196.50    -0.615540    -0.154633     0.435225
51196.75    -0.760865    -0.350984    -0.054532
51197.00    -0.267000    -0.320783     0.261920
51197.25    -0.171730    -0.384067     0.034425
51197.50     0.151732    -0.324632     0.267607
51197.75     0.237044    -0.442849    -0.017548
51198.00     0.670652    -0.381588     0.462774
51198.25     0.701602    -0.327742     0.473252
51198.50     1.034201    -0.195248     0.846932
51198.75     0.928784    -0.248506     0.625158
51199.00     1.256698    -0.122203     1.117231
51199.25     1.156918    -0.030209     1.102732
51199.50     1.270695     0.138609     1.396893
51199.75     0.897599     0.120298     1.112313
51200.00     0.935998     0.247404     1.406574
51200.25     0.658902     0.292371     1.089202
51200.50     0.689461     0.396607     1.137681
51200.75     0.305977     0.252847     0.458921
51201.00     0.456567     0.230096     0.488082
51201.25     0.244377     0.199573     0.317530
51201.50     0.258950     0.219266     0.607351
51201.75    -0.129622    -0.016520     0.143338
51202.00     0.023409    -0.053045     0.467496
51202.25    -0.249811    -0.185896     0.098863
51202.50    -0.135446    -0.247574     0.083787
51202.75    -0.382879    -0.473843    -0.554746
51203.00    -0.171835    -0.534385    -0.720676
51203.25    -0.397602    -0.637701    -1.331639
51203.50    -0.264338    -0.610801    -1.469854
51203.75    -0.493019    -0.713040    -2.028575
51204.00    -0.229784    -0.611869    -1.870029
51204.25    -0.344425    -0.576428    -2.161956
51204.50    -0.178746    -0.435869    -1.854207
51204.75    -0.409668    -0.478804    -1.979370
51205.00    -0.236108    -0.373074    -1.503226
51205.25    -0.364018    -0.366105    -1.529016
51205.50    -0.310744    -0.262772    -1.189447
51205.75    -0.749490    -0.384721    -1.326342
51206.00    -0.605728    -0.285130    -0.770124
51206.25    -0.915267    -0.306497    -1.004297
51206.50    -0.979848    -0.205033    -0.945886
51206.75    -1.299929    -0.307945    -1.263299
51207.00    -1.191511    -0.232528    -0.956446
51207.25    -1.392910    -0.273975    -1.416297
51207.50    -1.265961    -0.161869    -1.339702
51207.75    -1.502807    -0.308432    -1.952471
51208.00    -1.526742    -0.301567    -1.931830
51208.25    -1.823570    -0.290356    -2.233797
51208.50    -1.931364    -0.217204    -2.237237
51208.75    -2.342940    -0.328140    -2.852582
51209.00    -2.076477    -0.279763    -2.529872
51209.25    -2.071066    -0.265685    -2.668525
51209.50    -1.821385    -0.193778    -2.411674
51209.75    -1.816301    -0.407712    -2.954668
51210.00    -1.410377    -0.421508    -2.549497
51210.25    -1.525016    -0.430772    -2.467984
51210.50    -1.417089    -0.320813    -1.911765
51210.75    -1.550588    -0.389568    -1.861961
51211.00    -1.243221    -0.330425    -1.235379
51211.25    -1.353622    -0.326850    -1.093645
51211.50    -1.182787    -0.255522    -0.490705
51211.75    -1.251219    -0.343718    -0.433106
51212.00    -0.974065    -0.289110     0.185101
51212.25    -1.083521    -0.249450     0.220727
51212.50    -0.893909    -0.086418     0.550836
51212.75    -0.987690    -0.149910     0.186771
51213.00    -0.512716    -0.128547     0.401460
51213.25    -0.284048    -0.217549    -0.085334
51213.50     0.228982    -0.177384     0.017858
51213.75     0.575910    -0.329536    -0.525034
51214.00     1.192986    -0.233284    -0.429233
51214.25     1.278460    -0.243503    -1.003841
51214.50     1.494649    -0.151116    -1.045040
51214.75     1.214311    -0.266285    -1.443811
51215.00     1.299053    -0.249807    -1.012908
51215.25     1.083809    -0.256615    -0.890946
51215.50     1.062637    -0.171795    -0.408565
51215.75     0.749415    -0.272747    -0.609080
51216.00     0.843681    -0.172617    -0.037445
51216.25     0.551486    -0.116293     0.133465
51216.50     0.383572     0.028107     0.787150
51216.75    -0.034259    -0.070525     0.706276
51217.00     0.023512    -0.016499     1.157566
51217.25    -0.184978    -0.048861     0.817803
51217.50    -0.119015     0.020426     0.789377
51217.75    -0.209129    -0.103499     0.265392
51218.00     0.098893    -0.079688     0.480643
51218.25     0.038844    -0.152657     0.112024
51218.50     0.317453    -0.114610     0.266705
51218.75     0.088624    -0.288800    -0.143282
51219.00     0.154768    -0.244422     0.173007
51219.25    -0.166941    -0.295683    -0.154016
51219.50    -0.209401    -0.165469    -0.038716
51219.75    -0.766025    -0.282263    -0.553529
51220.00    -0.940762    -0.222081    -0.407212
51220.25    -1.348437    -0.305291    -0.894095
51220.50    -1.352353    -0.312125    -0.970708
51220.75    -1.717898    -0.552707    -1.648813
51221.00    -1.572678    -0.643056    -1.576534
51221.25    -1.673405    -0.781896    -1.990606
51221.50    -1.391692    -0.772850    -1.699704
51221.75    -1.459345    -0.924089    -2.030287
51222.00    -1.123523    -0.855523    -1.713910
51222.25    -0.927092    -0.915580    -2.109459
51222.50    -0.521950    -0.876009    -2.116413
51222.75    -0.591608    -0.940924    -2.557076
51223.00    -0.283992    -0.844479    -2.439870
51223.25    -0.157281    -0.813865    -2.652475
51223.50     0.154174    -0.678974    -2.447721
51223.75     0.045099    -0.760439    -2.761273
51224.00     0.182883    -0.645442    -2.226548
51224.25    -0.003757    -0.657035    -2.517356
51224.50     0.127511    -0.511825    -2.169280
51224.75    -0.092133    -0.572208    -2.318306
51225.00     0.061220    -0.434777    -1.719565
51225.25    -0.005837    -0.418128    -1.825501
51225.50     0.080448    -0.274839    -1.399661
51225.75    -0.205502    -0.329769    -1.517040
51226.00    -0.200830    -0.228653    -0.934813
51226.25    -0.401025    -0.206428    -1.010777
51226.50    -0.357150    -0.093593    -0.444604
51226.75    -0.708595    -0.143495    -0.455802
51227.00    -0.697787    -0.018464     0.322434
51227.25    -0.853173     0.013141     0.342744
51227.50    -0.803584     0.104064     0.749176
51227.75    -0.950356     0.008907     0.566959
51228.00    -0.637185     0.030345     0.977050
51228.25    -0.681172     0.007671     0.759640
51228.50    -0.523614     0.114596     0.994311
51228.75    -0.676740     0.038057     0.737675
51229.00    -0.401861     0.058129     0.821878
51229.25    -0.437564    -0.043647     0.185789
51229.50    -0.100386    -0.021873     0.108893
51229.75    -0.178082    -0.196878    -0.501670
51230.00     0.245882    -0.177505    -0.339261
51230.25     0.350961    -0.239498    -0.767937
51230.50     0.781386    -0.150790    -0.660724
51230.75     0.724203    -0.261211    -1.060656
51231.00     1.173443    -0.210977    -0.790236
51231.25     1.286820    -0.249888    -1.135317
51231.50     1.361892    -0.234710    -1.319180
51231.75     1.233519    -0.346780    -1.719195
51232.00     1.592736    -0.318117    -1.342627
51232.25     1.441959    -0.344591    -1.502161
51232.50     1.426807    -0.246982    -1.200803
51232.75     1.020191    -0.363369    -1.531421
51233.00     0.937723    -0.312302    -1.224148
51233.25     0.580127    -0.376114    -1.624231
51233.50     0.512359    -0.289940    -1.463798
51233.75    -0.064730    -0.446782    -2.057097
51234.00    -0.237369    -0.385856    -1.776030
51234.25    -0.736154    -0.458934    -2.210277
51234.50    -0.816523    -0.354447    -1.948951
51234.75    -1.089108    -0.449428    -1.991032
51235.00    -0.798086    -0.289543    -1.038638
51235.25    -0.730293    -0.321259    -1.036543
51235.50    -0.552955    -0.241285    -0.692157
51235.75    -0.583062    -0.335691    -0.835586
51236.00    -0.255717    -0.236831    -0.111225
51236.25    -0.406653    -0.296533    -0.349436
51236.50    -0.264499    -0.203807     0.207309
51236.75    -0.579158    -0.291108     0.071807
51237.00    -0.625242    -0.172824     0.792836
51237.25    -0.881212    -0.182457     0.830954
51237.50    -0.775574    -0.063003     1.447720
51237.75    -1.036108    -0.149203     1.278483
51238.00    -0.736963    -0.083448     1.670648
51238.25    -0.513640    -0.123972     1.483595
51238.50    -0.185824    -0.056391     1.725133
51238.75    -0.279507    -0.100401     1.435822
51239.00     0.114257     0.062385     2.091923
51239.25     0.124067     0.039192     1.713681
51239.50     0.330344     0.159041     1.808987
51239.75     0.162390     0.130270     1.420759
51240.00     0.392853     0.211834     1.670579
51240.25     0.150341     0.171829     1.299946
51240.50     0.129018     0.351198     1.949512
51240.75    -0.300054     0.178380     1.456974
51241.00    -0.418867     0.160549     1.462457
51241.25    -0.721031    -0.038817     0.436901
51241.50    -0.764153    -0.015267     0.272224
51241.75    -1.191455    -0.164333    -0.467644
51242.00    -1.245087    -0.109416    -0.387670
51242.25    -1.582058    -0.136605    -1.034935
51242.50    -1.815070    -0.067838    -1.294085
51242.75    -2.474326    -0.167958    -2.029436
51243.00    -2.602627    -0.114659    -1.826010
51243.25    -3.010409    -0.170074    -2.215093
51243.50    -3.008108    -0.085512    -1.937794
51243.75    -3.209535    -0.285963    -2.528852
51244.00    -2.861065    -0.209541    -2.110719
51244.25    -2.805830    -0.265933    -2.608565
51244.50    -2.467574    -0.177209    -2.551199
51244.75    -2.458813    -0.302875    -3.113141
51245.00    -2.091637    -0.243146    -2.753640
51245.25    -2.181323    -0.279657    -3.108759
51245.50    -2.025904    -0.136890    -2.697331
51245.75    -2.121818    -0.230189    -2.922595
51246.00    -1.733813    -0.194469    -2.232615
51246.25    -1.787041    -0.126047    -1.958900
51246.50    -1.741311     0.022201    -1.164756
51246.75    -2.024317    -0.019159    -1.048750
51247.00    -1.738152     0.049616    -0.378878
51247.25    -1.765458     0.058892    -0.377350
51247.50    -1.460769     0.130741    -0.144564
51247.75    -1.694882     0.071498    -0.446578
51248.00    -1.476217     0.114674    -0.117536
51248.25    -1.671852     0.064325    -0.640949
51248.50    -1.534595     0.136199    -0.548277
51248.75    -1.817997     0.009036    -1.017189
51249.00    -1.591900     0.076901    -0.530094
51249.25    -1.703631     0.043512    -0.849022
51249.50    -1.625862     0.100641    -0.760769
51249.75    -1.974815     0.014999    -1.155149
51250.00    -1.847294     0.052391    -0.716549
51250.25    -2.079245     0.022839    -1.136637
51250.50    -2.129277     0.126137    -0.862249
51250.75    -2.393006     0.043984    -1.096852
51251.00    -2.179603     0.136877    -0.305084
51251.25    -2.291339     0.139486    -0.266786
51251.50    -2.111241     0.311731     0.494883
51251.75    -2.214128     0.227770     0.528023
51252.00    -1.803134     0.181441     0.966393
51252.25    -1.823792     0.107085     0.751349
51252.50    -1.520638     0.168290     1.038519
51252.75    -1.629824    -0.049342     0.375674
51253.00    -1.298420    -0.082261     0.440203
51253.25    -1.366842    -0.204350    -0.133916
51253.50    -1.235028    -0.125522     0.157905
51253.75    -1.660298    -0.255657    -0.196967
51254.00    -1.601580    -0.179676     0.392625
51254.25    -1.693337    -0.209577     0.056326
51254.50    -1.636290    -0.127104     0.185350
51254.75    -1.991788    -0.268912    -0.389973
51255.00    -1.803482    -0.239331    -0.025162
51255.25    -1.817122    -0.312577    -0.539094
51255.50    -1.691580    -0.267018    -0.600717
51255.75    -1.777779    -0.381908    -1.154952
51256.00    -1.410095    -0.284892    -0.752250
51256.25    -1.335159    -0.331554    -1.365227
51256.50    -1.072153    -0.229714    -1.287024
51256.75    -1.175960    -0.303345    -1.668029
51257.00    -0.819537    -0.218850    -1.183027
51257.25    -0.809693    -0.214642    -1.409156
51257.50    -0.460316    -0.075567    -0.934033
51257.75    -0.502434    -0.133141    -1.064289
51258.00    -0.089788     0.002066    -0.171029
51258.25     0.069481     0.046390    -0.038835
51258.50     0.511195     0.215636     0.742767
51258.75     0.471768     0.156258     0.576931
51259.00     0.806063     0.198467     1.052240
51259.25     0.697123     0.098912     0.434133
51259.50     0.766658     0.141993     0.436652
51259.75     0.456924     0.019465    -0.026909
51260.00     0.636314     0.058883     0.415192
51260.25     0.541245    -0.007742    -0.066652
51260.50     0.644737     0.059058     0.037573
51260.75     0.213402    -0.054784    -0.458609
51261.00     0.027397     0.008127    -0.112733
51261.25    -0.283254    -0.057341    -0.509031
51261.50    -0.180041    -0.011291    -0.376855
51261.75    -0.340432    -0.132049    -0.717746
51262.00    -0.092297    -0.085861    -0.241637
51262.25    -0.024324    -0.139681    -0.499019
51262.50     0.216036    -0.074506    -0.214341
51262.75    -0.031110    -0.195962    -0.578123
51263.00     0.187678    -0.147770    -0.060590
51263.25     0.040749    -0.166635    -0.263674
51263.50     0.238113    -0.070249     0.033139
51263.75     0.069354    -0.169426    -0.295691
51264.00     0.252126    -0.083996     0.330476
51264.25     0.125226    -0.157697    -0.195971
51264.50     0.258205    -0.091775    -0.095797
51264.75    -0.065662    -0.216221    -0.536646
51265.00    -0.090026    -0.148434    -0.030728
51265.25    -0.347022    -0.259412    -0.677759
51265.50    -0.275589    -0.159884    -0.376317
51265.75    -0.565307    -0.299890    -0.791163
51266.00    -0.311759    -0.252442    -0.225298
51266.25    -0.237714    -0.373303    -0.762369
51266.50     0.139060    -0.287687    -0.416714
51266.75     0.212036    -0.401815    -0.646419
51267.00     0.476712    -0.364573    -0.209786
51267.25     0.375454    -0.410202    -0.645847
51267.50     0.553893    -0.280958    -0.420373
51267.75     0.309876    -0.370261    -0.768117
51268.00     0.275462    -0.297493    -0.310123
51268.25     0.011843    -0.260248    -0.451932
51268.50     0.113698    -0.081408     0.089014
51268.75    -0.171789    -0.127009    -0.113951
51269.00    -0.275407    -0.014080     0.489334
51269.25    -0.433280     0.001135     0.322840
51269.50    -0.416270     0.074815     0.341034
51269.75    -0.720829     0.009093    -0.103399
51270.00    -0.540549     0.057317     0.209071
51270.25    -0.610632     0.051257    -0.191039
51270.50    -0.581262     0.148904    -0.070034
51270.75    -0.764057     0.074324    -0.409756
51271.00    -0.530034     0.189431     0.263580
51271.25    -0.528294     0.194917     0.086507
51271.50    -0.390426     0.318595     0.387640
51271.75    -0.499725     0.228633     0.226751
51272.00    -0.289876     0.251947     0.611329
51272.25    -0.272076     0.160653     0.198937
51272.50     0.079923     0.212357     0.377886
51272.75    -0.023303     0.110493     0.073216
51273.00     0.241098     0.209407     0.592759
51273.25     0.218196     0.203123     0.211146
51273.50     0.552571     0.289963     0.376855
51273.75     0.430408     0.168099    -0.001465
51274.00     0.705647     0.185063     0.423295
51274.25     0.742648     0.083507    -0.027899
51274.50     1.078426     0.089719     0.065323
51274.75     1.010543    -0.085841    -0.260080
51275.00     1.199097    -0.071173     0.259217
51275.25     1.162190    -0.132102    -0.058383
51275.50     1.289882    -0.090593     0.013265
51275.75     1.043969    -0.158020    -0.146976
51276.00     0.998471    -0.065622     0.483057
51276.25     0.703453    -0.065622     0.457492
51276.50     0.693718     0.027098     0.686182
51276.75     0.317487     0.016687     0.712222
51277.00     0.333765     0.120449     1.326418
51277.25     0.059862     0.125435     1.241341
51277.50     0.237200     0.285372     1.792034
51277.75    -0.004799     0.213278     1.632167
51278.00     0.099756     0.309928     1.931860
51278.25     0.228723     0.320517     1.481579
51278.50     0.663346     0.434625     1.462558
51278.75     0.657536     0.328901     0.953388
51279.00     0.981549     0.353768     1.234614
51279.25     1.047259     0.237454     0.657824
51279.50     1.242985     0.282674     0.804787
51279.75     0.981277     0.088647     0.322117
51280.00     1.223079     0.095998     0.660166
51280.25     1.149764    -0.007620     0.019581
51280.50     1.230638     0.057472    -0.024425
51280.75     0.923512    -0.040762    -0.427505
51281.00     1.010071     0.056102     0.100070
51281.25     0.850017     0.037295    -0.246455
51281.50     0.855732     0.123742    -0.079471
51281.75     0.469617     0.092103    -0.061822
51282.00     0.252046     0.203962     0.640269
51282.25    -0.124782     0.182835     0.430327
51282.50    -0.136249     0.278519     0.609659
51282.75    -0.450738     0.251654     0.488709
51283.00    -0.517263     0.326504     1.077929
51283.25    -0.688045     0.295847     0.933290
51283.50    -0.650223     0.399882     1.458783
51283.75    -0.902454     0.321377     1.405676
51284.00    -0.674883     0.276174     1.783345
51284.25    -0.770448     0.154674     1.393212
51284.50    -0.640268     0.137023     1.407532
51284.75    -0.777403    -0.027141     0.901939
51285.00    -0.626548    -0.032905     1.064644
51285.25    -0.761191    -0.110464     0.490036
51285.50    -0.671544    -0.032863     0.654346
51285.75    -0.985777    -0.203885     0.031802
51286.00    -1.012961    -0.199020    -0.029390
51286.25    -1.234546    -0.313900    -0.842230
51286.50    -1.162703    -0.296536    -1.028837
51286.75    -1.452759    -0.363708    -1.373142
51287.00    -1.337611    -0.265022    -1.029344
51287.25    -1.296876    -0.303785    -1.360386
51287.50    -1.016915    -0.193537    -1.008768
51287.75    -1.179798    -0.234815    -0.989553
51288.00    -0.960031    -0.139667    -0.237025
51288.25    -0.921986    -0.169205    -0.313161
51288.50    -0.839504    -0.101048    -0.170865
51288.75    -1.113827    -0.132650    -0.330011
51289.00    -1.089139    -0.041154     0.095368
51289.25    -1.319608    -0.095910    -0.272313
51289.50    -1.290800     0.013499    -0.064148
51289.75    -1.664897    -0.045680    -0.314048
51290.00    -1.840107     0.056644     0.179718
51290.25    -2.118112     0.024199    -0.234206
51290.50    -2.006857     0.116621    -0.244852
51290.75    -2.286361     0.065553    -0.626326
51291.00    -2.193459     0.100110    -0.472841
51291.25    -2.156905     0.069401    -0.860006
51291.50    -1.969809     0.095988    -0.952003
51291.75    -2.242001    -0.030306    -1.271707
51292.00    -2.241088    -0.008993    -1.065791
51292.25    -2.422557    -0.091881    -1.639889
51292.50    -2.408708    -0.037744    -1.724645
51292.75    -2.622529    -0.124754    -1.865374
51293.00    -2.468892    -0.047425    -1.193795
51293.25    -2.534377    -0.103834    -1.385063
51293.50    -2.344827    -0.016093    -0.985549
51293.75    -2.528132    -0.081589    -0.969997
51294.00    -2.344320    -0.014682    -0.316173
51294.25    -2.384495    -0.038948    -0.404892
51294.50    -2.162564     0.123103     0.080447
51294.75    -2.219858     0.122990     0.130782
51295.00    -1.931946     0.245226     0.675761
51295.25    -1.873578     0.244486     0.262098
51295.50    -1.589581     0.349163     0.140536
51295.75    -1.698414     0.309205    -0.261311
51296.00    -1.545579     0.407999     0.035680
51296.25    -1.657918     0.355866    -0.505184
51296.50    -1.446597     0.452025    -0.484453
51296.75    -1.427596     0.389084    -0.740248
51297.00    -1.053105     0.483900    -0.165352
51297.25    -0.967467     0.474919    -0.258371
51297.50    -0.782322     0.489902    -0.311395
51297.75    -0.909947     0.383837    -0.634329
51298.00    -0.585070     0.399140    -0.159896
51298.25    -0.502739     0.308828    -0.455629
51298.50    -0.287496     0.329476    -0.322278
51298.75    -0.320650     0.196528    -0.606630
51299.00     0.004452     0.202486    -0.027275
51299.25     0.149506     0.170197    -0.130479
51299.50     0.408140     0.253635     0.222872
51299.75     0.378001     0.177231     0.169311
51300.00     0.542109     0.229139     0.756720
51300.25     0.418433     0.189284     0.511140
51300.50     0.537622     0.253693     0.770529
51300.75     0.314086     0.171386     0.418666
51301.00     0.331925     0.248732     0.910707
51301.25     0.088238     0.179836     0.447617
51301.50     0.135076     0.251928     0.592403
51301.75    -0.085703     0.207675     0.585585
51302.00    -0.045424     0.295217     1.264656
51302.25    -0.291127     0.276516     0.954462
51302.50    -0.299902     0.378433     1.098559
51302.75    -0.647117     0.329312     0.928837
51303.00    -0.813148     0.428033     1.497549
51303.25    -1.149165     0.341805     0.985330
51303.50    -1.197309     0.410720     1.075260
51303.75    -1.495596     0.308798     0.688011
51304.00    -1.496797     0.319451     0.834091
51304.25    -1.605989     0.240641     0.439255
51304.50    -1.407412     0.326550     0.617478
51304.75    -1.415042     0.202927     0.326987
51305.00    -1.242914     0.234220     0.717660
51305.25    -1.153186     0.182617     0.413038
51305.50    -0.977791     0.273445     0.587887
51305.75    -1.046277     0.205941     0.420507
51306.00    -0.919508     0.204529     0.758477
51306.25    -1.003938     0.157299     0.428942
51306.50    -0.861325     0.133511     0.376872
51306.75    -0.961119     0.001456    -0.013566
51307.00    -0.982241     0.004692     0.165450
51307.25    -1.041254    -0.023016    -0.062080
51307.50    -0.840410     0.021818    -0.059842
51307.75    -0.951965    -0.025900    -0.288844
51308.00    -0.894382     0.048213     0.073209
51308.25    -0.937321     0.059170    -0.053532
51308.50    -0.544575     0.178407     0.214800
51308.75    -0.615538     0.121411    -0.073799
51309.00    -0.298140     0.210491     0.349307
51309.25    -0.243045     0.192483     0.004404
51309.50     0.151232     0.312839     0.257791
51309.75    -0.000085     0.191508    -0.112558
51310.00     0.153499     0.252118     0.377344
51310.25     0.109752     0.250620     0.327144
51310.50     0.171280     0.353567     0.675614
51310.75    -0.232824     0.247497     0.427871
51311.00    -0.294229     0.329748     1.014288
51311.25    -0.686121     0.313415     0.681732
51311.50    -0.785367     0.439724     0.872248
51311.75    -1.064212     0.419429     0.765036
51312.00    -1.126075     0.516202     1.098944
51312.25    -1.259049     0.510914     0.742384
51312.50    -1.049923     0.621854     0.797879
51312.75    -1.188929     0.532035     0.380525
51313.00    -1.025026     0.583446     0.645715
51313.25    -0.985442     0.516145     0.295367
51313.50    -0.856821     0.528475     0.310823
51313.75    -1.143351     0.327552    -0.248557
51314.00    -1.173724     0.328595     0.079261
51314.25    -1.313762     0.241628    -0.398939
51314.50    -1.273288     0.278701    -0.358748
51314.75    -1.495429     0.135885    -0.755641
51315.00    -1.448993     0.173930    -0.269982
51315.25    -1.461106     0.133113    -0.507286
51315.50    -1.198619     0.201360    -0.302528
51315.75    -1.218820     0.101069    -0.560266
51316.00    -1.135750     0.136932    -0.183446
51316.25    -1.167345     0.103011    -0.479849
51316.50    -0.879996     0.175675    -0.234339
51316.75    -0.961245     0.109847    -0.407737
51317.00    -0.720621     0.184149     0.143144
51317.25    -0.691867     0.147471    -0.132114
51317.50    -0.388335     0.259500     0.206041
51317.75    -0.536293     0.154261    -0.117879
51318.00    -0.337406     0.223251     0.335999
51318.25    -0.356447     0.210188     0.123786
51318.50    -0.129706     0.259672     0.145112
51318.75    -0.176996     0.177460    -0.119317
51319.00    -0.106594     0.232214     0.357839
51319.25    -0.306691     0.138274    -0.125143
51319.50    -0.093995     0.186531    -0.040355
51319.75    -0.431245     0.075161    -0.385441
51320.00    -0.423134     0.090980    -0.010591
51320.25    -0.550830     0.036022    -0.252416
51320.50    -0.358437     0.084430    -0.080096
51320.75    -0.614981    -0.044796    -0.483847
51321.00    -0.579823     0.000539    -0.058790
51321.25    -0.642296    -0.039650    -0.209597
51321.50    -0.520375     0.033663    -0.037393
51321.75    -0.751231    -0.040746    -0.162115
51322.00    -0.583708     0.077765     0.547438
51322.25    -0.657655     0.037414     0.493839
51322.50    -0.471198     0.151714     0.873000
51322.75    -0.495274     0.101664     0.861747
51323.00    -0.323381     0.176001     1.127315
51323.25    -0.342536     0.088228     0.728537
51323.50    -0.147485     0.149172     0.746488
51323.75    -0.329201     0.015747     0.424589
51324.00    -0.225221     0.045687     0.790121
51324.25    -0.215015    -0.048162     0.407403
51324.50     0.034589    -0.006119     0.677730
51324.75    -0.126644    -0.125043     0.379450
51325.00    -0.096788    -0.086769     0.751120
51325.25    -0.105126    -0.177941     0.304547
51325.50     0.170964    -0.134546     0.333710
51325.75     0.098811    -0.215797     0.080111
51326.00     0.316836    -0.127677     0.628987
51326.25     0.359543    -0.147809     0.290885
51326.50     0.739334    -0.053888     0.371673
51326.75     0.645900    -0.106004     0.139652
51327.00     0.855138     0.012706     0.759197
51327.25     0.938240     0.024697     0.538878
51327.50     1.254321     0.153970     0.752270
51327.75     1.160110     0.056780     0.283908
51328.00     1.336937     0.158052     0.771327
51328.25     1.422617     0.074224     0.281897
51328.50     1.725983     0.125040     0.337440
51328.75     1.667860     0.000546     0.022742
51329.00     1.755984     0.092944     0.782226
51329.25     1.509996     0.044996     0.469473
51329.50     1.546158     0.150954     0.871383
51329.75     1.238525     0.054811     0.689960
51330.00     1.147469     0.143988     1.343511
51330.25     0.906915     0.117617     1.127595
51330.50     0.974460     0.217630     1.408670
51330.75     0.657698     0.136562     1.048607
51331.00     0.649913     0.173448     1.301363
51331.25     0.562651     0.119890     0.892097
51331.50     0.710364     0.154472     0.786141
51331.75     0.531532     0.025911     0.309628
51332.00     0.624425     0.101394     0.790520
51332.25     0.595460     0.060790     0.572865
51332.50     0.840364     0.119334     0.729375
51332.75     0.785964     0.069193     0.619998
51333.00     0.888982     0.152108     1.061423
51333.25     0.897575     0.162861     0.932853
51333.50     1.161519     0.262157     1.125697
51333.75     1.066511     0.213609     1.074387
51334.00     1.121714     0.290407     1.642410
51334.25     1.255108     0.260404     1.455941
51334.50     1.591070     0.301266     1.580786
51334.75     1.550832     0.182062     1.270878
51335.00     1.699598     0.160602     1.581465
51335.25     1.829047     0.046139     1.218194
51335.50     2.008213     0.039720     1.166800
51335.75     1.806796    -0.072357     0.868539
