-----------------------------------------------
3D SITE DISPLACEMENT DUE TO ATMOSPHERIC LOADING
-----------------------------------------------
METEOROLOGICAL CENTER & DEGREE 1 :     NCEP_CME
CMEA : CENTER OF MASS OF THE EARTH + ATMOSPHERE
CME  : CENTER OF MASS OF THE SOLID EARTH  ALONE
SITE COORDINATES ACCORDING TO ITRF2000 SOLUTION
-----------------------------------------------
CREATOR EMAIL : PASCAL.GEGOUT@EOST.U-STRASBG.FR
-----------------------------------------------
KAN1        49718.000    1995     1     1     0
KAN1        52274.750    2001    12    31    18
KAN1      -466463.922 -4932743.133  4003353.666
51045.50     0.286433    -0.065983    -3.138650
51045.75     0.370800    -0.123805    -3.753112
51046.00     0.380840    -0.054876    -2.844209
51046.25     0.319371    -0.026752    -3.908226
51046.50     0.335390     0.016198    -3.930434
51046.75     0.275312     0.024557    -4.083606
51047.00     0.220721     0.082912    -2.562713
51047.25     0.095617     0.011753    -2.881884
51047.50    -0.024914     0.060618    -1.850031
51047.75    -0.112726    -0.011829    -1.130465
51048.00    -0.187092     0.023777     0.578526
51048.25    -0.266797    -0.047064     0.899237
51048.50    -0.345529    -0.122463     1.562102
51048.75    -0.363644    -0.183536     1.878979
51049.00    -0.316180    -0.145547     3.558949
51049.25    -0.376154    -0.206691     3.116057
51049.50    -0.380244    -0.226683     2.961319
51049.75    -0.259749    -0.193589     2.649625
51050.00    -0.132786    -0.245437     3.755604
51050.25    -0.069883    -0.363991     2.440867
51050.50     0.083659    -0.358872     1.595220
51050.75     0.192647    -0.322705     0.869527
51051.00     0.244811    -0.163076     1.856379
51051.25     0.215392    -0.148605     0.968251
51051.50     0.228965    -0.012507     0.525129
51051.75     0.237372     0.008198     0.244590
51052.00     0.265221     0.090078     1.087118
51052.25     0.161636     0.067330     0.365221
51052.50     0.066805     0.121962     0.343883
51052.75     0.086927     0.018696     0.018430
51053.00     0.133351    -0.066078     1.185065
51053.25     0.158714    -0.316802     0.153544
51053.50     0.198175    -0.434711    -0.558712
51053.75     0.257014    -0.522662    -1.125996
51054.00     0.283842    -0.465030    -0.340548
51054.25     0.183921    -0.505010    -0.906731
51054.50     0.167429    -0.489336    -1.035429
51054.75     0.170118    -0.466700    -1.253152
51055.00     0.203660    -0.375558     0.292307
51055.25     0.181211    -0.360538     0.018282
51055.50     0.184306    -0.328363     0.037578
51055.75     0.285440    -0.261763     0.016404
51056.00     0.356753    -0.192861     0.841922
51056.25     0.426027    -0.199207     0.301221
51056.50     0.487308    -0.199961     0.109002
51056.75     0.523421    -0.233898    -0.414756
51057.00     0.515591    -0.217672     0.812851
51057.25     0.429821    -0.312202     0.764478
51057.50     0.355832    -0.310615     1.211071
51057.75     0.314146    -0.377973     0.847784
51058.00     0.247497    -0.345821     2.228632
51058.25     0.118486    -0.354977     1.826954
51058.50     0.032817    -0.295531     2.412863
51058.75    -0.064716    -0.242519     2.652995
51059.00    -0.083602    -0.164433     4.163856
51059.25    -0.125806    -0.174345     4.272198
51059.50    -0.116190    -0.182342     4.499395
51059.75    -0.000735    -0.271317     4.138960
51060.00     0.118770    -0.264579     4.551536
51060.25     0.170764    -0.278077     3.045329
51060.50     0.219811    -0.260059     2.140970
51060.75     0.254096    -0.240330     0.881594
51061.00     0.259761    -0.149520     1.146345
51061.25     0.204300    -0.126637     0.188664
51061.50     0.212574    -0.121106     0.059371
51061.75     0.197387    -0.158134    -0.367045
51062.00     0.202937    -0.155720     0.660829
51062.25     0.135317    -0.215571    -0.045955
51062.50     0.106209    -0.207498     0.005905
51062.75     0.101948    -0.291811    -0.212218
51063.00     0.130780    -0.266087     0.927719
51063.25     0.095472    -0.390717     0.634826
51063.50     0.113430    -0.450960     0.563219
51063.75     0.223738    -0.450535     0.162111
51064.00     0.309729    -0.346477     1.510502
51064.25     0.305588    -0.310828     0.483826
51064.50     0.328176    -0.215495     0.222992
51064.75     0.288508    -0.095312    -0.279505
51065.00     0.212957     0.055139     0.803351
51065.25     0.101306     0.126048    -0.105821
51065.50     0.005470     0.235659    -0.477540
51065.75    -0.113748     0.285656    -0.715544
51066.00    -0.149989     0.308522     0.776812
51066.25    -0.287292     0.274588    -0.337803
51066.50    -0.277177     0.312812    -0.747121
51066.75    -0.315747     0.276122    -0.859159
51067.00    -0.246483     0.210885     0.086295
51067.25    -0.212132     0.091016    -0.649966
51067.50    -0.148406     0.075418    -0.815320
51067.75    -0.118479     0.029216    -0.319084
51068.00    -0.087028     0.018008     0.374423
51068.25    -0.089533    -0.028396     0.098012
51068.50    -0.017928    -0.011977     0.085122
51068.75    -0.019147     0.021102     0.306824
51069.00    -0.007964     0.095570     1.927491
51069.25     0.042652     0.090306     1.642883
51069.50     0.085249     0.178782     2.352220
51069.75     0.043450     0.149139     2.282194
51070.00     0.109038     0.193255     3.483431
51070.25     0.128907     0.062195     3.590556
51070.50     0.114363    -0.068172     3.744237
51070.75     0.124899    -0.198730     2.552191
51071.00     0.201544    -0.215402     2.046248
51071.25     0.285413    -0.296180     0.539921
51071.50     0.378405    -0.275390    -0.473415
51071.75     0.422448    -0.250349    -1.611331
51072.00     0.409027    -0.063960    -1.250813
51072.25     0.401207    -0.110353    -1.956428
51072.50     0.398983    -0.056027    -2.014925
51072.75     0.384019    -0.096127    -2.215495
51073.00     0.349507    -0.021850    -1.089457
51073.25     0.355754    -0.065164    -1.354532
51073.50     0.362890    -0.062587    -1.069803
51073.75     0.317148    -0.048283    -1.032833
51074.00     0.295885    -0.021077     0.347169
51074.25     0.244530    -0.078372     0.241744
51074.50     0.160698    -0.061567     0.788549
51074.75     0.068969    -0.061892     1.303803
51075.00     0.007965    -0.014268     3.479280
51075.25    -0.041441    -0.046869     3.932181
51075.50    -0.052627     0.003963     4.383151
51075.75    -0.022537    -0.046434     4.721261
51076.00     0.064528    -0.000205     5.838152
51076.25     0.166715    -0.152861     4.804996
51076.50     0.225778    -0.151474     4.270448
51076.75     0.304249    -0.237426     3.871049
51077.00     0.417842    -0.209813     4.206193
51077.25     0.504422    -0.278937     2.678377
51077.50     0.505154    -0.288409     2.279085
51077.75     0.612284    -0.307709     1.349639
51078.00     0.664520    -0.327512     1.122976
51078.25     0.647374    -0.443392    -0.411803
51078.50     0.636569    -0.426536    -1.469763
51078.75     0.654578    -0.438251    -2.545384
51079.00     0.548428    -0.304955    -1.720323
51079.25     0.456255    -0.222416    -2.211486
51079.50     0.343906    -0.089324    -2.084858
51079.75     0.191877    -0.013464    -1.832040
51080.00     0.101659     0.039371     0.644677
51080.25     0.018871     0.010835     1.077045
51080.50    -0.125148     0.081206     1.522730
51080.75    -0.152302     0.077480     1.626449
51081.00    -0.153834     0.187754     2.715898
51081.25    -0.213990     0.154232     2.835464
51081.50    -0.341871     0.256141     3.206434
51081.75    -0.406130     0.341938     3.210358
51082.00    -0.382601     0.458765     4.076829
51082.25    -0.431927     0.408544     3.433070
51082.50    -0.418884     0.323179     2.817103
51082.75    -0.331626     0.160741     2.565582
51083.00    -0.208763     0.014952     3.176419
51083.25    -0.126366    -0.195361     1.680544
51083.50    -0.067465    -0.304667     0.965817
51083.75     0.055586    -0.375770     0.245459
51084.00     0.143348    -0.327112     1.479405
51084.25     0.177276    -0.348472     0.783243
51084.50     0.205448    -0.246920     0.720596
51084.75     0.206458    -0.238558     1.042650
51085.00     0.198652    -0.206746     2.292784
51085.25     0.208861    -0.259451     2.271158
51085.50     0.237151    -0.314436     2.371277
51085.75     0.312943    -0.357717     1.721692
51086.00     0.367436    -0.274245     2.420538
51086.25     0.340418    -0.277661     2.315516
51086.50     0.328519    -0.312632     1.992722
51086.75     0.415584    -0.501276     1.172209
51087.00     0.601397    -0.450677     0.745224
51087.25     0.609557    -0.442096    -1.263684
51087.50     0.510940    -0.248751    -2.281259
51087.75     0.458928    -0.126035    -2.109805
51088.00     0.379524     0.028257    -0.368060
51088.25     0.404028     0.134890     0.161905
51088.50     0.437261     0.309000     1.349295
51088.75     0.533253     0.272737     1.709146
51089.00     0.564874     0.261944     2.171270
51089.25     0.547369     0.121139     1.504853
51089.50     0.522305     0.134869     0.988584
51089.75     0.551592     0.197214    -0.242884
51090.00     0.606924     0.386301     0.195211
51090.25     0.634123     0.503798    -0.165085
51090.50     0.599397     0.739300     0.775500
51090.75     0.595585     0.772567     2.287208
51091.00     0.498433     0.656913     3.706013
51091.25     0.455967     0.438981     3.167257
51091.50     0.443700     0.322153     2.853712
51091.75     0.353176     0.167173     1.678833
51092.00     0.331757     0.166316     1.277007
51092.25     0.237248     0.013830     0.441667
51092.50     0.118303    -0.026803     0.466959
51092.75     0.075896    -0.102993    -0.417490
51093.00     0.086618    -0.081395    -0.134292
51093.25     0.006778    -0.219298    -1.227163
51093.50     0.008684    -0.298655    -1.780971
51093.75     0.024422    -0.319525    -2.614193
51094.00     0.077514    -0.192805    -2.113119
51094.25     0.086255    -0.149448    -2.990441
51094.50     0.144301    -0.105130    -3.500775
51094.75     0.201373     0.038493    -3.650769
51095.00     0.233591     0.160651    -2.390083
51095.25     0.291551     0.191084    -2.529417
51095.50     0.298357     0.200553    -2.366784
51095.75     0.364907     0.166679    -2.115560
51096.00     0.454082     0.187151    -0.942650
51096.25     0.496407     0.172629    -1.277448
51096.50     0.542573     0.251913    -1.487199
51096.75     0.614772     0.291208    -1.338158
51097.00     0.723344     0.347778    -0.476054
51097.25     0.694176     0.351524    -0.952892
51097.50     0.607730     0.369441    -1.540570
51097.75     0.572379     0.170129    -2.365547
51098.00     0.594813     0.062681    -2.303867
51098.25     0.507035    -0.109332    -3.629264
51098.50     0.439450    -0.140249    -4.365247
51098.75     0.363249    -0.152600    -5.158021
51099.00     0.314453    -0.068229    -3.977459
51099.25     0.198946    -0.100631    -3.803034
51099.50     0.150103    -0.033205    -2.977743
51099.75     0.097589     0.012802    -2.580425
51100.00     0.108926     0.135932    -0.967601
51100.25     0.022499     0.207701    -0.394438
51100.50    -0.069952     0.377963     0.480947
51100.75    -0.059781     0.481950     1.644332
51101.00     0.009788     0.551572     2.948367
51101.25     0.040568     0.621824     2.525580
51101.50    -0.009321     0.726306     2.196711
51101.75     0.021184     0.807574     2.147422
51102.00     0.038646     0.880498     2.570200
51102.25     0.137214     0.819018     1.649732
51102.50     0.128630     0.883043     0.990508
51102.75     0.186063     0.828838     1.075355
51103.00     0.110357     0.773672     1.833821
51103.25    -0.051098     0.612653     1.824900
51103.50    -0.138794     0.498223     2.241325
51103.75    -0.185552     0.214204     2.405106
51104.00    -0.205902    -0.069107     2.141343
51104.25    -0.265126    -0.334325     0.666049
51104.50    -0.250781    -0.272212    -0.739045
51104.75    -0.215914    -0.333248    -2.112051
51105.00    -0.086767    -0.215104    -1.943470
51105.25    -0.042750    -0.292136    -3.172304
51105.50     0.065999    -0.281941    -3.893807
51105.75     0.214841    -0.303843    -4.638498
51106.00     0.321473    -0.232735    -4.443831
51106.25     0.369450    -0.273372    -5.354756
51106.50     0.347611    -0.220308    -5.432898
51106.75     0.335656    -0.296450    -5.822485
51107.00     0.284617    -0.303081    -5.068799
51107.25     0.237786    -0.441676    -5.361888
51107.50     0.224854    -0.487246    -5.484627
51107.75     0.287196    -0.528499    -6.655037
51108.00     0.297308    -0.338406    -6.420353
51108.25     0.155971    -0.252901    -7.536054
51108.50     0.015567    -0.127490    -8.186842
51108.75    -0.049664    -0.063225    -8.318498
51109.00    -0.103935     0.001412    -6.749481
51109.25    -0.222243     0.023107    -6.227225
51109.50    -0.255321     0.123996    -5.938885
51109.75    -0.287335     0.109618    -5.592283
51110.00    -0.257690     0.149990    -3.911486
51110.25    -0.286930     0.149685    -3.797765
51110.50    -0.345270     0.239643    -3.898159
51110.75    -0.348372     0.186698    -3.730859
51111.00    -0.264368     0.258890    -2.560596
51111.25    -0.260388     0.262979    -2.788728
51111.50    -0.265556     0.334831    -2.713051
51111.75    -0.224220     0.330208    -2.850119
51112.00    -0.165854     0.364523    -1.878752
51112.25    -0.198057     0.367578    -2.014392
51112.50    -0.257238     0.452259    -1.938571
51112.75    -0.262994     0.406702    -2.291144
51113.00    -0.245978     0.379278    -1.669217
51113.25    -0.303552     0.237855    -1.883015
51113.50    -0.348419     0.183179    -1.605549
51113.75    -0.319765     0.014652    -1.224724
51114.00    -0.274506     0.025761    -0.236400
51114.25    -0.277320     0.034258     0.657777
51114.50    -0.278858     0.155539     1.157191
51114.75    -0.195957     0.220578     2.062777
51115.00    -0.121156     0.235432     3.321006
51115.25    -0.169661     0.231599     3.500475
51115.50    -0.150277     0.133474     3.483971
51115.75    -0.057964     0.004159     2.704508
51116.00     0.089216    -0.021972     2.264577
51116.25     0.203916    -0.203076     0.502403
51116.50     0.341477    -0.131245    -0.685379
51116.75     0.543912    -0.133832    -1.802579
51117.00     0.760438    -0.046602    -1.819004
51117.25     0.860368    -0.033039    -2.392522
51117.50     0.969368     0.073343    -2.907450
51117.75     1.062567     0.076309    -2.724107
51118.00     1.147311     0.077636    -2.392139
51118.25     1.241252     0.060342    -2.257058
51118.50     1.337474     0.128332    -1.405953
51118.75     1.495203     0.125143    -0.492756
51119.00     1.532993     0.134168     0.950637
51119.25     1.526388     0.074804     1.682311
51119.50     1.501477    -0.044001     1.763702
51119.75     1.419829    -0.111943     1.305840
51120.00     1.384452    -0.106387     0.990022
51120.25     1.296328    -0.217303     0.168867
51120.50     1.221831    -0.236551    -0.135468
51120.75     1.164560    -0.286546    -1.404657
51121.00     1.137843    -0.248690    -1.687743
51121.25     1.031879    -0.285248    -2.570123
51121.50     0.975182    -0.239700    -2.802480
51121.75     0.879432    -0.243376    -3.607370
51122.00     0.826843    -0.164409    -3.173102
51122.25     0.674724    -0.178657    -3.129572
51122.50     0.604041    -0.154167    -2.791928
51122.75     0.586631    -0.122605    -3.053855
51123.00     0.583602    -0.004138    -2.459130
51123.25     0.533030     0.048524    -3.049523
51123.50     0.498396     0.177287    -3.269410
51123.75     0.511191     0.333398    -3.925895
51124.00     0.583371     0.410698    -3.584553
51124.25     0.627423     0.473185    -3.917891
51124.50     0.608888     0.580087    -3.537591
51124.75     0.639972     0.523493    -3.432863
51125.00     0.606134     0.417754    -3.030695
51125.25     0.450175     0.298132    -3.137679
51125.50     0.298968     0.234975    -2.631827
51125.75     0.192057     0.328529    -2.433974
51126.00     0.268161     0.454344    -0.798311
51126.25     0.188679     0.616989     0.114868
51126.50     0.159040     0.756098     1.964563
51126.75     0.143757     0.747697     4.395456
51127.00     0.091426     0.585284     6.854991
51127.25    -0.287514     0.101667     9.246922
51127.50    -0.935825    -0.478204     8.089756
51127.75    -1.252276    -0.488889     5.300460
51128.00    -1.104748    -0.465779     3.062823
51128.25    -1.018782    -0.428804     0.265173
51128.50    -0.839257    -0.247637    -1.793074
51128.75    -0.576970    -0.008699    -3.418291
51129.00    -0.307254     0.166295    -2.996723
51129.25    -0.193824     0.145944    -3.814173
51129.50    -0.078175     0.144436    -4.240312
51129.75    -0.045774     0.021215    -4.843386
51130.00    -0.000334     0.106570    -3.867412
51130.25    -0.125583     0.054729    -3.217290
51130.50    -0.234076     0.045054    -1.834244
51130.75    -0.328516    -0.028991    -1.130749
51131.00    -0.271460    -0.027215     0.927467
51131.25    -0.285441    -0.200145     1.885816
51131.50    -0.214172    -0.334540     2.744742
51131.75    -0.028181    -0.574136     1.748783
51132.00     0.080693    -0.498470     0.997760
51132.25    -0.089282    -0.332141     0.477454
51132.50    -0.276343    -0.164742     0.812178
51132.75    -0.401038     0.065996     1.869252
51133.00    -0.376550     0.075776     4.221507
51133.25    -0.289204    -0.076236     4.895754
51133.50    -0.040186    -0.309896     4.443246
51133.75     0.102405    -0.445335     2.606002
51134.00     0.185713    -0.269403     1.741065
51134.25     0.139363    -0.115728     0.365559
51134.50     0.109858     0.065856     0.029733
51134.75     0.117815     0.340274    -0.158163
51135.00     0.145542     0.557733     0.905259
51135.25     0.149531     0.728873     1.476424
51135.50     0.004997     0.762604     2.846313
51135.75    -0.008630     0.269549     2.706012
51136.00     0.108507     0.044187     2.044895
51136.25     0.128419    -0.025668     0.385835
51136.50     0.120437    -0.094913    -0.630709
51136.75     0.047935    -0.204902    -1.590654
51137.00    -0.035988    -0.198467    -1.211683
51137.25    -0.224151    -0.269319    -1.643360
51137.50    -0.441011    -0.206669    -1.471835
51137.75    -0.629644    -0.141694    -2.041921
51138.00    -0.742986     0.109918    -1.154072
51138.25    -1.011086     0.315139    -0.921941
51138.50    -1.237040     0.521599    -0.224040
51138.75    -1.354370     0.658307     0.628082
51139.00    -1.362074     0.673625     1.919284
51139.25    -1.464806     0.659253     2.235624
51139.50    -1.506474     0.667778     2.943389
51139.75    -1.407513     0.541147     3.370430
51140.00    -1.195437     0.412323     4.319044
51140.25    -1.058590     0.014629     2.827501
51140.50    -0.910116    -0.275202     1.083551
51140.75    -0.817428    -0.353699    -1.774947
51141.00    -0.785774    -0.095948    -2.112470
51141.25    -0.803345     0.139804    -2.136091
51141.50    -0.869110     0.338204    -1.002421
51141.75    -0.958750     0.486298     0.661661
51142.00    -0.796204     0.479929     2.803717
51142.25    -0.684455     0.203272     3.211946
51142.50    -0.641382    -0.117749     3.046478
51142.75    -0.668786    -0.294602     1.278613
51143.00    -0.644652    -0.193032     1.129285
51143.25    -0.748653    -0.118211     0.229565
51143.50    -0.794094    -0.096120    -0.052480
51143.75    -0.742715    -0.120657    -0.381112
51144.00    -0.600025    -0.078209     0.351852
51144.25    -0.621328    -0.045765    -0.043324
51144.50    -0.591412     0.051144    -0.109649
51144.75    -0.570669     0.067140     0.117562
51145.00    -0.478374     0.119799     0.927053
51145.25    -0.518041     0.166561     1.220182
51145.50    -0.530773     0.256703     1.849468
51145.75    -0.593730     0.338033     2.275327
51146.00    -0.624753     0.455307     3.592854
51146.25    -0.728786     0.601632     4.809997
51146.50    -0.903825     0.662301     5.799754
51146.75    -0.898613     0.495673     6.119185
51147.00    -0.762276     0.374982     5.886545
51147.25    -0.613930     0.153481     5.206313
51147.50    -0.576747    -0.173299     3.926587
51147.75    -0.733483    -0.402794     0.528066
51148.00    -0.762745    -0.163184    -1.019651
51148.25    -0.910339    -0.000424    -2.051900
51148.50    -0.942109     0.181714    -2.427893
51148.75    -1.012614     0.301045    -1.999975
51149.00    -0.943463     0.350792    -0.432705
51149.25    -0.891214     0.285320    -0.197921
51149.50    -0.879003     0.338825     0.848010
51149.75    -0.825387     0.235587     1.989851
51150.00    -0.708776     0.239504     3.218624
51150.25    -0.636690     0.173469     3.511693
51150.50    -0.558692     0.110122     3.541014
51150.75    -0.441945     0.067695     3.130279
51151.00    -0.300139     0.153469     3.059854
51151.25    -0.206737     0.182457     2.656576
51151.50    -0.107735     0.243445     2.821632
51151.75    -0.095320     0.301964     2.902227
51152.00    -0.081851     0.296345     3.443023
51152.25    -0.147949     0.316917     3.554519
51152.50    -0.281175     0.309743     4.515515
51152.75    -0.353968     0.151619     4.480133
51153.00    -0.294131     0.184832     5.184402
51153.25    -0.223704     0.138823     4.733127
51153.50    -0.126868     0.106213     5.221508
51153.75    -0.102332    -0.184646     5.052260
51154.00    -0.119817    -0.325876     3.285049
51154.25    -0.154506    -0.285097     1.504644
51154.50    -0.177300    -0.252920     0.472849
51154.75    -0.206284    -0.250438    -1.130530
51155.00    -0.276181    -0.123508    -1.343304
51155.25    -0.396726    -0.174189    -1.988221
51155.50    -0.453453    -0.160058    -1.984823
51155.75    -0.441631    -0.146614    -2.971141
51156.00    -0.317217    -0.037042    -2.888777
51156.25    -0.215909    -0.043427    -3.721118
51156.50    -0.128795     0.039964    -4.364057
51156.75     0.012165    -0.009058    -5.456194
51157.00     0.141121    -0.054328    -5.572468
51157.25     0.090952    -0.206464    -6.771320
51157.50     0.015278    -0.202226    -6.991077
51157.75    -0.193076    -0.272109    -7.733288
51158.00    -0.305748    -0.188057    -6.953998
51158.25    -0.418089    -0.120096    -6.593455
51158.50    -0.454992    -0.031762    -5.801961
51158.75    -0.408908    -0.049241    -5.547789
51159.00    -0.360914    -0.000778    -4.718309
51159.25    -0.336460    -0.070839    -4.163861
51159.50    -0.281455    -0.114507    -3.346326
51159.75    -0.270213    -0.284308    -3.638069
51160.00    -0.207978    -0.325156    -2.950178
51160.25    -0.245541    -0.464760    -3.090763
51160.50    -0.253550    -0.479081    -3.055966
51160.75    -0.285673    -0.458810    -3.954864
51161.00    -0.305093    -0.287246    -3.834506
51161.25    -0.427893    -0.152684    -4.388008
51161.50    -0.544393    -0.079704    -4.483260
51161.75    -0.609266    -0.053122    -4.421412
51162.00    -0.540284    -0.056739    -4.127081
51162.25    -0.528829    -0.214718    -4.643476
51162.50    -0.445932    -0.282382    -5.054032
51162.75    -0.323709    -0.440975    -5.086742
51163.00    -0.178997    -0.433042    -4.342824
51163.25    -0.145142    -0.502910    -4.167596
51163.50    -0.186356    -0.586579    -3.752177
51163.75    -0.191478    -0.819639    -3.924624
51164.00    -0.117085    -0.824167    -3.662361
51164.25    -0.276477    -0.785565    -4.066247
51164.50    -0.402433    -0.574814    -3.480393
51164.75    -0.448475    -0.147602    -2.265005
51165.00    -0.409782     0.149196     0.767859
51165.25    -0.256137     0.285784     2.917969
51165.50     0.040399     0.133237     4.078133
51165.75     0.483968    -0.058730     2.637363
51166.00     0.882017    -0.168497     0.990343
51166.25     1.075827    -0.292704    -1.438017
51166.50     1.079806    -0.292956    -3.014427
51166.75     1.001943    -0.156039    -5.511977
51167.00     0.973827     0.105421    -6.148405
51167.25     0.988494     0.217793    -6.457176
51167.50     0.907643     0.331389    -5.826555
51167.75     0.854215     0.302172    -5.809219
51168.00     0.829700     0.211930    -5.064787
51168.25     0.727311     0.050643    -5.023961
51168.50     0.638064    -0.149013    -4.366866
51168.75     0.442591    -0.467319    -5.132173
51169.00     0.226774    -0.593887    -6.557511
51169.25    -0.126121    -0.574522    -8.442068
51169.50    -0.293185    -0.240235    -9.027490
51169.75    -0.256301     0.017413    -8.677819
51170.00    -0.087831     0.212908    -7.591781
51170.25    -0.029340     0.225479    -6.999397
51170.50    -0.078631     0.206937    -6.341982
51170.75    -0.052497     0.084277    -7.118987
51171.00    -0.093288     0.060310    -6.623444
51171.25    -0.175459    -0.021101    -7.608912
51171.50    -0.312075     0.012806    -7.934864
51171.75    -0.442671     0.016455    -7.890672
51172.00    -0.570316     0.100398    -6.684189
51172.25    -0.719092     0.094076    -5.979703
51172.50    -0.837990     0.140578    -4.581318
51172.75    -0.867640     0.085305    -3.765509
51173.00    -0.833469     0.026391    -2.654699
51173.25    -0.844609     0.039168    -2.064148
51173.50    -0.969666     0.222216    -1.091780
51173.75    -0.974486     0.373723     0.125247
51174.00    -0.962005     0.391257     1.809889
51174.25    -0.925088     0.223386     2.368123
51174.50    -0.728491     0.110616     2.139140
51174.75    -0.575805    -0.046904     0.147482
51175.00    -0.479590     0.043274    -0.708726
51175.25    -0.621244     0.124195    -1.238245
51175.50    -0.688201     0.230071     0.124095
51175.75    -0.591700     0.212038     1.499392
51176.00    -0.398932    -0.014101     2.842223
51176.25    -0.060314    -0.517477     2.349398
51176.50     0.199946    -0.772776     0.574660
51176.75     0.221752    -0.837987    -3.017013
51177.00     0.050665    -0.425375    -3.263612
51177.25    -0.257045    -0.136802    -2.990177
51177.50    -0.331056     0.155220    -0.725873
51177.75    -0.138535     0.193268     0.805364
51178.00     0.117763    -0.031348     0.997449
51178.25     0.072553    -0.233218    -2.008934
51178.50    -0.157274    -0.075637    -2.726686
51178.75    -0.255943     0.112940    -3.148107
51179.00    -0.103968     0.348125    -1.599251
51179.25     0.177866     0.479244    -1.681055
51179.50     0.479812     0.609206    -1.280236
51179.75     0.782437     0.504588    -1.108430
51180.00     1.120781     0.216184    -0.428170
51180.25     1.177142    -0.290101    -0.909901
51180.50     0.964261    -0.577700    -0.640717
51180.75     0.730857    -0.793590    -1.172361
51181.00     0.709695    -0.799440    -1.322027
51181.25     0.423625    -0.903552    -2.348571
51181.50     0.168367    -0.855561    -2.859383
51181.75    -0.091773    -0.740491    -4.409618
51182.00    -0.156527    -0.585342    -4.200033
51182.25    -0.368351    -0.539286    -5.444237
51182.50    -0.470944    -0.393434    -5.879331
51182.75    -0.554998    -0.238366    -6.580582
51183.00    -0.519305     0.072088    -5.348937
51183.25    -0.595586     0.314012    -4.165722
51183.50    -0.565989     0.412153    -2.169710
51183.75    -0.499761     0.202216    -1.247397
51184.00    -0.431080     0.049434    -0.560302
51184.25    -0.443987    -0.110744    -0.387980
51184.50    -0.402287    -0.236349    -0.102926
51184.75    -0.079738    -0.314210    -2.212663
51185.00     0.046631    -0.115875    -3.611815
51185.25    -0.077032     0.096372    -4.719288
51185.50    -0.056966     0.298896    -4.527416
51185.75    -0.034039     0.464238    -3.907567
51186.00     0.121920     0.552117    -2.140689
51186.25     0.253904     0.376739    -0.996410
51186.50     0.409568     0.187749    -0.026871
51186.75     0.455884    -0.257429    -1.393834
51187.00     0.406351    -0.383451    -2.572853
51187.25     0.104439    -0.419588    -4.233260
51187.50    -0.086716    -0.248170    -4.232618
51187.75    -0.310455    -0.109524    -4.635537
51188.00    -0.392302     0.009421    -2.578656
51188.25    -0.447262    -0.096901    -1.679359
51188.50    -0.359557    -0.172743    -2.044768
51188.75    -0.362112    -0.137778    -3.810620
51189.00    -0.492714     0.118502    -2.686663
51189.25    -0.790580     0.375133    -1.273385
51189.50    -1.001864     0.444342     1.540270
51189.75    -0.981336     0.247699     3.423565
51190.00    -0.798752     0.159522     4.427601
51190.25    -0.561146     0.254291     4.698531
51190.50    -0.259025     0.317439     5.088738
51190.75     0.054955     0.237456     4.352202
51191.00     0.399500     0.114094     2.811543
51191.25     0.442095    -0.041801    -0.074391
51191.50     0.389693     0.105413    -1.635951
51191.75     0.336595     0.158068    -3.865863
51192.00     0.269877     0.364684    -4.466312
51192.25     0.000893     0.349475    -5.137016
51192.50    -0.351625     0.438444    -4.321037
51192.75    -0.655564     0.547376    -3.372391
51193.00    -0.795897     0.604753    -1.051452
51193.25    -1.011606     0.567056     0.574805
51193.50    -1.178878     0.495136     2.607079
51193.75    -1.291805     0.450136     4.244167
51194.00    -1.168996     0.236085     5.766145
51194.25    -1.158424    -0.020311     5.209512
51194.50    -1.200937    -0.089045     4.930388
51194.75    -1.157805     0.033896     3.687894
51195.00    -0.957650     0.262942     4.497607
51195.25    -0.728303     0.316159     4.868251
51195.50    -0.546573     0.208642     5.872641
51195.75    -0.602816    -0.196871     5.307103
51196.00    -0.649616    -0.363569     4.839359
51196.25    -0.932181    -0.409898     3.187145
51196.50    -1.023409    -0.412481     2.784193
51196.75    -1.003435    -0.240653     1.095680
51197.00    -0.825491     0.056140     1.743105
51197.25    -0.823292     0.061581     1.938354
51197.50    -0.620095     0.003820     2.838900
51197.75    -0.562244    -0.202998     1.685682
51198.00    -0.523843    -0.138147     1.257446
51198.25    -0.537510     0.002049     1.331282
51198.50    -0.519457     0.148949     1.924159
51198.75    -0.394707     0.304672     2.553214
51199.00    -0.209002     0.363123     4.386416
51199.25    -0.112429     0.344488     5.249789
51199.50     0.060743     0.419844     6.392836
51199.75     0.374492     0.404149     6.939436
51200.00     0.735912     0.192399     7.485254
51200.25     0.892932    -0.046304     6.549891
51200.50     0.919853    -0.181986     5.281233
51200.75     0.877994    -0.335158     3.155758
51201.00     0.732559    -0.316515     2.677742
51201.25     0.468820    -0.380883     2.325137
51201.50     0.151458    -0.366491     2.426219
51201.75    -0.158530    -0.252522     1.167493
51202.00    -0.206132    -0.030482     1.086571
51202.25    -0.283116     0.057935     0.224839
51202.50    -0.278929     0.128561    -0.035809
51202.75    -0.235610    -0.132842    -1.210945
51203.00    -0.213179    -0.183019    -2.319211
51203.25    -0.268316    -0.198134    -3.876792
51203.50    -0.354028     0.001417    -4.753539
51203.75    -0.348023     0.191297    -5.980617
51204.00    -0.173527     0.468520    -5.070869
