-----------------------------------------------
3D SITE DISPLACEMENT DUE TO ATMOSPHERIC LOADING
-----------------------------------------------
METEOROLOGICAL CENTER & DEGREE 1 :    NCEP_CMEA
CMEA : CENTER OF MASS OF THE EARTH + ATMOSPHERE
CME  : CENTER OF MASS OF THE SOLID EARTH  ALONE
SITE COORDINATES ACCORDING TO ITRF2000 SOLUTION
-----------------------------------------------
CREATOR EMAIL : PASCAL.GEGOUT@EOST.U-STRASBG.FR
-----------------------------------------------
BRU1        49718.000    1995     1     1     0
BRU1        52274.750    2001    12    31    18
BRU1      1578685.158 -4324849.945  4399278.141
50977.75     1.285197     1.191032     3.246508
50978.00     1.268131     1.136360     3.544550
50978.25     1.102873     1.138525     3.489630
50978.50     1.086925     1.376280     3.918895
50978.75     0.674028     1.224224     3.592722
50979.00     0.536700     1.167275     3.793489
50979.25     0.370374     1.109296     3.527797
50979.50     0.228180     1.198396     3.655885
50979.75     0.049600     0.998602     2.961164
50980.00    -0.010228     0.914794     2.648197
50980.25     0.003416     0.858652     2.205156
50980.50     0.144846     1.011660     2.073017
50980.75     0.041653     0.773830     1.834541
50981.00     0.035601     0.641896     1.556601
50981.25    -0.056338     0.601487     0.777462
50981.50    -0.052727     0.768378     0.428858
50981.75    -0.164546     0.562985    -0.011633
50982.00    -0.078621     0.512115     0.215024
50982.25    -0.007729     0.522956     0.252719
50982.50     0.130934     0.734108     0.550630
50982.75    -0.014496     0.608033     0.545032
50983.00     0.094595     0.552531     0.784399
50983.25     0.167545     0.565443     0.840360
50983.50     0.160560     0.741044     1.080416
50983.75     0.040331     0.626386     1.291628
50984.00     0.053366     0.624843     1.618435
50984.25     0.129818     0.568287     1.411637
50984.50     0.297279     0.742240     1.476335
50984.75     0.308765     0.612816     1.151032
50985.00     0.561183     0.558529     1.085502
50985.25     0.751340     0.545667     0.246963
50985.50     0.982969     0.759590    -0.044089
50985.75     0.794498     0.595917    -0.604681
50986.00     0.919182     0.571376    -0.506062
50986.25     1.011810     0.559193    -0.946760
50986.50     1.245536     0.750561    -0.719168
50986.75     1.086491     0.584036    -0.456198
50987.00     1.296338     0.614897     0.264637
50987.25     1.416692     0.615064     0.326385
50987.50     1.639404     0.745090     0.413015
50987.75     1.453146     0.572517     0.478622
50988.00     1.575150     0.590199     1.101372
50988.25     1.597405     0.568251     0.555197
50988.50     1.751662     0.755033     0.467785
50988.75     1.568987     0.637665     0.280879
50989.00     1.617938     0.719003     0.666977
50989.25     1.564401     0.715818     0.283869
50989.50     1.787096     0.949047     0.592844
50989.75     1.565218     0.789297     0.807703
50990.00     1.627682     0.868081     1.597235
50990.25     1.594065     0.947539     2.083633
50990.50     1.583634     1.152568     2.780181
50990.75     1.322884     1.013903     3.144604
50991.00     1.382608     0.990591     3.568672
50991.25     1.429864     1.040556     3.618199
50991.50     1.551029     1.145434     3.569657
50991.75     1.464923     0.884726     2.466906
50992.00     1.507666     0.672610     1.366057
50992.25     1.456730     0.601343     0.693896
50992.50     1.497906     0.694612     0.269859
50992.75     1.211081     0.628508     0.347464
50993.00     1.235927     0.664128     0.702034
50993.25     1.287761     0.759892     0.967613
50993.50     1.323788     1.011862     1.825172
50993.75     0.967343     0.982292     2.949941
50994.00     0.871297     1.025773     3.979572
50994.25     0.824312     1.046349     4.231203
50994.50     0.844047     1.334689     4.976136
50994.75     0.549741     1.250506     5.298814
50995.00     0.564130     1.168551     5.513199
50995.25     0.491651     1.051712     5.374449
50995.50     0.476294     1.094480     4.966623
50995.75     0.344563     0.814041     4.075604
50996.00     0.568422     0.680759     3.343631
50996.25     0.705341     0.560382     2.311494
50996.50     0.786495     0.602069     1.438250
50996.75     0.535960     0.433253     0.689580
50997.00     0.609798     0.435602     0.322618
50997.25     0.612639     0.378561    -0.348568
50997.50     0.879165     0.625566    -0.254203
50997.75     0.745071     0.489187    -0.340137
50998.00     0.938303     0.519501    -0.072315
50998.25     1.086747     0.655965    -0.075150
50998.50     1.306742     0.901457     0.134829
50998.75     1.201998     0.770721     0.237595
50999.00     1.322175     0.730969     0.501695
50999.25     1.357678     0.705837     0.465422
50999.50     1.494384     0.830136     0.269799
50999.75     1.225782     0.661388    -0.293576
51000.00     1.316763     0.577160    -0.452608
51000.25     1.273759     0.547323    -0.850111
51000.50     1.416903     0.719742    -1.105081
51000.75     1.157194     0.572590    -1.133815
51001.00     1.269146     0.598401    -0.981957
51001.25     1.388769     0.596239    -0.983887
51001.50     1.548316     0.795316    -0.657057
51001.75     1.473978     0.651737    -0.465656
51002.00     1.515956     0.688287     0.178529
51002.25     1.638589     0.769236     0.115970
51002.50     1.602267     0.962367     0.496679
51002.75     1.267804     0.783697     0.495767
51003.00     1.145204     0.731064     1.165294
51003.25     1.043416     0.719686     1.466827
51003.50     0.833259     0.783693     2.057423
51003.75     0.573051     0.574789     1.984098
51004.00     0.579909     0.556924     2.320341
51004.25     0.506720     0.622325     2.160534
51004.50     0.549554     0.805202     2.419111
51004.75     0.435119     0.669774     2.111089
51005.00     0.555451     0.639399     2.019692
51005.25     0.659088     0.705922     2.025235
51005.50     0.862668     0.918220     2.280947
51005.75     0.711184     0.776225     1.996853
51006.00     0.961035     0.715203     1.879900
51006.25     1.161710     0.748499     1.646546
51006.50     1.390872     0.907739     1.688445
51006.75     1.192873     0.780674     1.592428
51007.00     1.272913     0.797883     1.870023
51007.25     1.307961     0.807051     1.608576
51007.50     1.351516     0.953488     1.780900
51007.75     1.048706     0.802705     1.712110
51008.00     0.988602     0.708687     1.834153
51008.25     0.858516     0.658838     1.450913
51008.50     0.863772     0.768335     1.531373
51008.75     0.575343     0.583648     1.272216
51009.00     0.500264     0.479414     1.121532
51009.25     0.490681     0.455783     0.581563
51009.50     0.542482     0.541553     0.365621
51009.75     0.390944     0.388596     0.089135
51010.00     0.493721     0.361099     0.307543
51010.25     0.598373     0.448510     0.147562
51010.50     0.694213     0.638344     0.248901
51010.75     0.523441     0.536493     0.506801
51011.00     0.632101     0.560463     1.021066
51011.25     0.570881     0.593702     1.170209
51011.50     0.659412     0.803389     1.699260
51011.75     0.393979     0.682224     2.007357
51012.00     0.403004     0.641824     2.560967
51012.25     0.306271     0.570444     2.728485
51012.50     0.445643     0.671488     2.535534
51012.75     0.137292     0.492008     1.836043
51013.00     0.258222     0.399140     1.385025
51013.25     0.272709     0.453725     0.729620
51013.50     0.289721     0.616780     0.309419
51013.75    -0.072647     0.545965     0.138191
51014.00    -0.122253     0.616962     0.586905
51014.25    -0.272301     0.732689     0.711084
51014.50    -0.364783     0.945063     1.359195
51014.75    -0.725924     0.714300     1.362028
51015.00    -0.647579     0.601183     1.276014
51015.25    -0.611359     0.520987     0.524294
51015.50    -0.390602     0.720283     0.436341
51015.75    -0.674378     0.604461     0.488503
51016.00    -0.672881     0.587279     1.132248
51016.25    -0.814790     0.480138     1.585872
51016.50    -0.638806     0.484760     2.204590
51016.75    -0.737717     0.207095     1.924633
51017.00    -0.479379     0.203343     1.905068
51017.25    -0.309242     0.300900     1.638615
51017.50    -0.045943     0.537776     1.746851
51017.75    -0.307192     0.439649     1.752022
51018.00    -0.137361     0.411106     2.235049
51018.25     0.026034     0.397354     1.974252
51018.50     0.244231     0.506266     1.814929
51018.75     0.261981     0.313982     1.125946
51019.00     0.507659     0.243376     0.652618
51019.25     0.681624     0.271490     0.122781
51019.50     0.790383     0.361849    -0.162680
51019.75     0.747001     0.269315    -0.349777
51020.00     0.846002     0.278639    -0.595822
51020.25     0.823534     0.295630    -0.969473
51020.50     0.925010     0.522935    -0.778567
51020.75     0.544392     0.384115    -0.410946
51021.00     0.556522     0.414342     0.019510
51021.25     0.585705     0.513317     0.113754
51021.50     0.723605     0.770589     0.736348
51021.75     0.394294     0.635204     1.138029
51022.00     0.511037     0.663905     1.911111
51022.25     0.544504     0.711778     2.365291
51022.50     0.648662     0.872504     2.939722
51022.75     0.477834     0.701185     2.730547
51023.00     0.693851     0.731213     3.348421
51023.25     0.587814     0.795537     3.808731
51023.50     0.432580     0.866337     4.268164
51023.75     0.193824     0.560300     3.501932
51024.00     0.209733     0.429722     2.978630
51024.25     0.138308     0.372410     2.113773
51024.50     0.130837     0.445186     1.449800
51024.75    -0.140740     0.236050     0.797253
51025.00    -0.098116     0.140854     0.366911
51025.25    -0.030023     0.132731    -0.484755
51025.50     0.074865     0.284986    -0.929683
51025.75    -0.140510     0.013795    -1.671276
51026.00     0.015371    -0.049568    -2.000111
51026.25     0.108585    -0.072261    -2.779968
51026.50     0.104291     0.022947    -3.451567
51026.75    -0.160717    -0.144412    -3.769073
51027.00    -0.162297    -0.132504    -3.578817
51027.25    -0.207237    -0.150968    -3.814301
51027.50    -0.107383     0.036759    -3.304873
51027.75    -0.341802    -0.144524    -2.898197
51028.00    -0.256405    -0.147185    -2.434826
51028.25    -0.113095    -0.126176    -2.602176
51028.50     0.259140     0.068394    -2.406144
51028.75     0.164599    -0.060044    -2.753409
51029.00     0.333860    -0.032047    -2.590045
51029.25     0.631705     0.059572    -2.857698
51029.50     0.865570     0.283693    -2.938052
51029.75     0.648854     0.164916    -3.272822
51030.00     0.740712     0.154175    -2.940215
51030.25     0.838115     0.228271    -3.232998
51030.50     0.900784     0.371655    -3.307890
51030.75     0.617904     0.184852    -3.422292
51031.00     0.805082     0.253165    -2.940852
51031.25     0.750672     0.223271    -3.204821
51031.50     0.891877     0.378096    -2.963144
51031.75     0.665022     0.142526    -2.974333
51032.00     0.759525     0.095679    -2.704451
51032.25     0.835956     0.060850    -2.969714
51032.50     1.122017     0.191572    -2.858174
51032.75     0.892113    -0.056961    -3.252323
51033.00     0.923635    -0.093232    -3.301477
51033.25     1.001130    -0.028295    -3.940421
51033.50     1.078396     0.183012    -3.888037
51033.75     0.731698     0.070662    -3.803399
51034.00     0.686354     0.085025    -3.187555
51034.25     0.535693     0.119327    -3.161060
51034.50     0.411045     0.254777    -2.831057
51034.75     0.057589     0.149864    -1.997776
51035.00    -0.023654     0.149281    -0.959088
51035.25    -0.218130     0.211550    -0.697225
51035.50    -0.187911     0.386139     0.061716
51035.75    -0.450620     0.288060     0.734918
51036.00    -0.354555     0.277646     1.122620
51036.25    -0.244666     0.389009     1.040278
51036.50    -0.144577     0.538669     1.057856
51036.75    -0.338721     0.352327     0.395033
51037.00    -0.110689     0.263682    -0.093613
51037.25    -0.035786     0.281992    -1.140124
51037.50     0.228955     0.452040    -1.929522
51037.75     0.143079     0.354287    -2.834605
51038.00     0.379901     0.350856    -2.876607
51038.25     0.343002     0.330617    -3.056619
51038.50     0.409923     0.474380    -2.754375
51038.75     0.079609     0.303372    -2.201249
51039.00     0.090554     0.277274    -1.364848
51039.25    -0.017649     0.227114    -1.218743
51039.50     0.045121     0.335803    -0.475128
51039.75    -0.210783     0.219341     0.172281
51040.00    -0.104185     0.190836     0.747956
51040.25    -0.039550     0.205618     0.760285
51040.50     0.218775     0.403389     1.165004
51040.75     0.086599     0.247777     0.895307
51041.00     0.240266     0.184091     0.828888
51041.25     0.410924     0.189796     0.294068
51041.50     0.635199     0.330148    -0.119749
51041.75     0.587795     0.173542    -0.938305
51042.00     0.767644     0.279388    -0.651192
51042.25     0.699462     0.381545    -0.915854
51042.50     0.746561     0.610734    -0.531685
51042.75     0.202640     0.362607    -0.071020
51043.00     0.271481     0.257352     0.682671
51043.25     0.065330     0.080399     0.851245
51043.50     0.210068     0.119495     1.043348
51043.75     0.181047    -0.125113     0.554014
51044.00     0.304628    -0.270093    -0.183019
51044.25     0.337151    -0.334693    -1.130065
51044.50     0.654310    -0.156666    -1.569238
51044.75     0.411307    -0.294202    -2.023493
51045.00     0.684228    -0.202093    -2.071799
51045.25     0.848004    -0.146838    -2.354125
51045.50     1.053334     0.124252    -2.246586
51045.75     0.842086    -0.008445    -2.052295
51046.00     1.017360    -0.001619    -1.528097
51046.25     0.959339     0.043627    -1.682133
51046.50     1.106970     0.237432    -1.393508
51046.75     0.974945     0.057983    -1.440333
51047.00     1.077954     0.001013    -1.017800
51047.25     0.893743     0.010150    -1.005372
51047.50     1.083364     0.230969    -0.510224
51047.75     0.616939     0.117777    -0.217794
51048.00     0.517671     0.078856    -0.099602
51048.25     0.367925     0.119553     0.001763
51048.50     0.393826     0.407650     0.590422
51048.75    -0.055546     0.283343     1.210167
51049.00    -0.072235     0.336509     2.284909
51049.25    -0.215857     0.467819     3.024997
51049.50    -0.253651     0.616200     3.684557
51049.75    -0.426806     0.445224     3.702499
51050.00    -0.223104     0.373728     3.650240
51050.25    -0.002462     0.383911     2.948437
51050.50     0.194628     0.566700     2.534409
51050.75     0.097705     0.476769     1.951834
51051.00     0.335221     0.478922     2.112591
51051.25     0.295299     0.402882     1.707472
51051.50     0.417500     0.477570     1.095809
51051.75     0.320248     0.315588     0.683562
51052.00     0.489954     0.206984     0.373352
51052.25     0.528386     0.153586    -0.206295
51052.50     0.553560     0.237394    -0.647311
51052.75     0.250056     0.023935    -0.938649
51053.00     0.182943     0.024043    -0.968505
51053.25     0.085123     0.069010    -1.386228
51053.50     0.027630     0.301388    -1.366572
51053.75    -0.269051     0.310243    -1.167707
51054.00    -0.145384     0.384548    -0.485632
51054.25    -0.078700     0.498809    -0.010904
51054.50    -0.037946     0.794647     0.985349
51054.75    -0.395312     0.598270     1.193682
51055.00    -0.482821     0.488759     1.463526
51055.25    -0.585031     0.522454     1.091396
51055.50    -0.620545     0.592322     0.950049
51055.75    -0.805745     0.422970     0.454322
51056.00    -0.810054     0.367671     0.255270
51056.25    -0.942064     0.339625    -0.071081
51056.50    -0.834278     0.494614     0.135060
51056.75    -1.076377     0.212190     0.077342
51057.00    -0.867633     0.141450     0.218665
51057.25    -0.776269     0.137438     0.104067
51057.50    -0.523506     0.363093     0.233774
51057.75    -0.654457     0.276300     0.175701
51058.00    -0.418851     0.366487     0.644974
51058.25    -0.226250     0.462128     0.733213
51058.50    -0.018072     0.754257     1.468061
51058.75    -0.123918     0.664947     1.949179
51059.00     0.014850     0.643389     2.408163
51059.25     0.154088     0.662622     2.132286
51059.50     0.380387     0.856572     1.789338
51059.75     0.313968     0.709039     1.293904
51060.00     0.471863     0.640238     1.310053
51060.25     0.395779     0.618832     1.311973
51060.50     0.402076     0.666249     1.331441
51060.75     0.090062     0.370491     1.135457
51061.00     0.222473     0.285283     1.291786
51061.25     0.033402     0.078396     1.077926
51061.50    -0.004452     0.093196     0.896615
51061.75    -0.309115    -0.130889     0.602061
51062.00    -0.144842    -0.026229     0.833127
51062.25    -0.252195     0.011418     0.977241
51062.50    -0.096238     0.279320     1.814821
51062.75    -0.160398     0.093238     2.626483
51063.00     0.205067     0.146118     3.041311
51063.25     0.337467     0.216595     3.230109
51063.50     0.577784     0.398657     3.678362
51063.75     0.393766     0.205139     3.665100
51064.00     0.614970     0.276902     4.201963
51064.25     0.576098     0.268016     4.181430
51064.50     0.595524     0.399489     4.374186
51064.75     0.391323     0.184605     4.238218
51065.00     0.523734     0.100343     4.259438
51065.25     0.369635     0.033286     3.971222
51065.50     0.367729     0.167448     3.902057
51065.75     0.256712     0.011537     3.606771
51066.00     0.414967    -0.039838     3.225915
51066.25     0.331245    -0.103472     2.739682
51066.50     0.461462    -0.001421     2.415217
51066.75     0.433080    -0.156157     2.204754
51067.00     0.609172    -0.090714     1.903745
51067.25     0.764813    -0.037041     1.593272
51067.50     1.071694     0.222743     1.762827
51067.75     0.934428     0.155128     1.834900
51068.00     1.033487     0.164784     2.155941
51068.25     1.029438     0.208520     2.337965
51068.50     1.112742     0.427196     2.872655
51068.75     0.991185     0.220984     2.868328
51069.00     1.354105     0.188267     2.637143
51069.25     1.634259     0.219541     1.906965
51069.50     1.998770     0.468488     1.764614
51069.75     1.890651     0.348961     1.441545
51070.00     2.000390     0.377447     1.338733
51070.25     1.971662     0.353781     0.848345
51070.50     2.082094     0.567767     0.700749
51070.75     1.780155     0.402570     0.480772
51071.00     1.625957     0.369597     0.228415
51071.25     1.420726     0.409375     0.000818
51071.50     1.338622     0.612858     0.225443
51071.75     0.838736     0.386879     0.405915
51072.00     0.827307     0.198677     0.828545
51072.25     0.799750     0.055843     0.512250
51072.50     0.817615     0.175101    -0.046258
51072.75     0.539113    -0.051331    -0.595927
51073.00     0.558834    -0.037924    -0.632523
51073.25     0.334835    -0.065744    -0.975202
51073.50     0.364755     0.127065    -0.891508
51073.75     0.139963    -0.115205    -0.906492
51074.00     0.248067    -0.194971    -1.213065
51074.25     0.364505    -0.161385    -1.699276
51074.50     0.576875     0.070617    -1.536914
51074.75     0.351726    -0.080130    -0.962768
51075.00     0.462382    -0.003308    -0.010755
51075.25     0.448672     0.048379     0.458332
51075.50     0.381446     0.243850     0.748971
51075.75     0.236858     0.068579     1.205205
51076.00     0.406994     0.091102     1.372426
51076.25     0.377099     0.149009     0.907422
51076.50     0.544051     0.459347     0.845791
51076.75     0.364579     0.441193     0.864588
51077.00     0.371653     0.503627     1.079654
51077.25     0.207066     0.506511     0.936798
51077.50     0.190168     0.749269     1.568684
51077.75    -0.130528     0.450541     1.710579
51078.00    -0.170097     0.273098     1.569848
51078.25    -0.028813     0.248745     1.142165
51078.50     0.001330     0.389325     1.281113
51078.75    -0.245485     0.149386     0.922867
51079.00    -0.259543    -0.003258     1.023484
51079.25    -0.347413    -0.129847     0.447321
51079.50    -0.306603    -0.022338     0.177673
51079.75    -0.560827    -0.236384    -0.170444
51080.00    -0.375693    -0.172041    -0.150664
51080.25    -0.475807    -0.151361    -0.928514
51080.50    -0.391136     0.133922    -1.116922
51080.75    -0.641542    -0.001534    -1.160010
51081.00    -0.451127     0.002188    -1.170557
51081.25    -0.429379     0.015936    -1.303951
51081.50    -0.096219     0.263745    -0.787941
51081.75    -0.215056     0.087625    -0.746199
51082.00    -0.004337     0.014120    -0.892692
51082.25     0.055337     0.044727    -1.005169
51082.50     0.036032     0.142691    -0.943070
51082.75    -0.228254    -0.032072    -0.861486
51083.00    -0.190593    -0.001319    -0.093050
51083.25    -0.471685     0.159614     0.804641
51083.50    -0.848724     0.381788     2.288156
51083.75    -1.215498     0.199539     3.229647
51084.00    -1.147423     0.080101     3.926120
51084.25    -1.190657    -0.025602     3.617035
51084.50    -1.253699     0.050495     3.238066
51084.75    -1.339366    -0.125566     2.495926
51085.00    -1.191549    -0.212569     1.569603
51085.25    -1.127203    -0.146179     0.652380
51085.50    -0.955861     0.135156     0.599875
51085.75    -1.222633     0.017558     0.634141
51086.00    -1.172341     0.035991     0.893889
51086.25    -1.128045     0.114982     1.327264
51086.50    -0.957463     0.355673     1.512270
51086.75    -1.035116     0.218456     1.365797
51087.00    -0.793272     0.311125     1.758753
51087.25    -0.915376     0.452029     2.708313
51087.50    -1.159730     0.620906     4.031859
51087.75    -1.518486     0.025475     4.293732
51088.00    -1.248019    -0.184595     3.038469
51088.25    -1.356781    -0.164786     2.365171
51088.50    -1.232292     0.047787     2.270439
51088.75    -1.346543    -0.153695     1.663638
51089.00    -1.077110    -0.246949     0.768689
51089.25    -0.918926    -0.309697    -0.349375
51089.50    -0.682462    -0.128852    -0.938589
51089.75    -0.648827    -0.306843    -1.713822
51090.00    -0.423591    -0.350003    -2.261620
51090.25    -0.326885    -0.396497    -3.165785
51090.50    -0.216382    -0.164349    -3.380106
51090.75    -0.331495    -0.309991    -3.532831
51091.00    -0.235631    -0.302603    -3.432766
51091.25    -0.086366    -0.336684    -3.694953
51091.50    -0.109009    -0.232827    -3.919036
51091.75    -0.255041    -0.405160    -4.354910
51092.00    -0.020695    -0.457329    -5.216317
51092.25     0.096721    -0.440560    -5.914525
51092.50     0.087544    -0.188200    -6.056707
51092.75    -0.247231    -0.322464    -6.040906
51093.00    -0.154314    -0.250784    -5.509609
51093.25    -0.246855    -0.139168    -5.022544
51093.50    -0.449326     0.202295    -4.277252
51093.75    -0.918510     0.025894    -3.382670
51094.00    -0.979109    -0.055538    -2.425258
51094.25    -1.153863    -0.070985    -1.830434
51094.50    -1.085439     0.120281    -1.327865
51094.75    -1.133143    -0.144447    -1.936643
51095.00    -0.691621    -0.221932    -2.620493
51095.25    -0.378930    -0.181214    -3.586995
51095.50    -0.053835     0.093895    -3.689578
51095.75    -0.204950    -0.048445    -3.705194
51096.00    -0.166836    -0.084191    -3.480045
51096.25    -0.129490     0.020666    -3.073405
51096.50    -0.141629     0.223204    -2.762671
51096.75    -0.531501    -0.031665    -2.580823
51097.00    -0.532267    -0.194948    -2.411032
51097.25    -0.641767    -0.253785    -2.397668
51097.50    -0.565154    -0.163400    -2.711030
51097.75    -0.703331    -0.453483    -3.329935
51098.00    -0.433697    -0.518753    -3.669495
51098.25    -0.350553    -0.567028    -4.171776
51098.50    -0.203215    -0.385015    -4.237324
51098.75    -0.329077    -0.589049    -4.180702
51099.00     0.033094    -0.510937    -3.485676
51099.25     0.154409    -0.413658    -2.782380
51099.50     0.431106    -0.128472    -1.903816
51099.75     0.343011    -0.250687    -1.353205
51100.00     0.750959    -0.102986    -0.548535
51100.25     0.903274     0.061868    -0.405851
51100.50     1.079857     0.394834    -0.099831
51100.75     1.014305     0.249256    -0.406668
51101.00     1.262314     0.232688    -0.530347
51101.25     1.107978     0.138313    -0.725266
51101.50     1.083474     0.199389    -0.843939
51101.75     0.742211    -0.173032    -1.414813
51102.00     0.977451    -0.323293    -1.997125
51102.25     0.900994    -0.475188    -2.978975
51102.50     1.009638    -0.336756    -3.489666
51102.75     0.817206    -0.556892    -3.868344
51103.00     1.027919    -0.469178    -3.789826
51103.25     0.854307    -0.440563    -3.977011
51103.50     0.872083    -0.128118    -3.608525
51103.75     0.496426    -0.171394    -2.769005
51104.00     0.452786    -0.132729    -1.985144
51104.25     0.172426    -0.011717    -1.157648
51104.50     0.100513     0.321514     0.114242
51104.75    -0.411828     0.148589     1.006780
51105.00    -0.612245     0.053965     1.814949
51105.25    -0.943357    -0.030409     2.472866
51105.50    -1.189887    -0.124599     2.303101
51105.75    -1.523838    -0.525289     1.010391
51106.00    -1.441623    -0.590649     0.059697
51106.25    -1.627301    -0.519538    -0.299409
51106.50    -1.780847    -0.322268     0.173634
51106.75    -2.115290    -0.669872     0.279322
51107.00    -1.901261    -0.812881    -0.236611
51107.25    -1.969780    -0.807842    -0.398570
51107.50    -1.953247    -0.637145    -0.065384
51107.75    -2.137456    -0.851120    -0.333158
51108.00    -2.074536    -0.982717    -1.075735
51108.25    -2.100363    -1.016869    -1.396795
51108.50    -1.899881    -0.857603    -1.709031
51108.75    -2.069607    -1.077165    -2.432619
51109.00    -1.852980    -1.060722    -2.434484
51109.25    -1.652555    -0.866683    -2.227582
51109.50    -1.451927    -0.568201    -1.604839
51109.75    -1.557173    -0.658065    -0.954822
51110.00    -1.207859    -0.712430    -0.755539
51110.25    -0.998464    -0.692797    -0.855472
51110.50    -0.795317    -0.568508    -0.883422
51110.75    -0.905640    -0.804517    -0.447116
51111.00    -0.529813    -0.824246    -0.090649
51111.25    -0.373377    -0.921412    -0.659128
51111.50     0.023086    -0.724161    -1.368219
51111.75     0.113689    -0.872509    -2.045200
51112.00     0.463284    -0.840575    -2.444313
51112.25     0.564033    -0.755657    -3.283878
51112.50     0.605809    -0.532468    -3.862424
51112.75     0.327322    -0.654650    -4.507357
51113.00     0.447596    -0.581393    -4.507354
51113.25     0.280198    -0.495376    -4.499710
51113.50     0.225631    -0.254135    -3.744847
51113.75    -0.091952    -0.400734    -2.750891
51114.00    -0.189286    -0.429400    -1.432262
51114.25    -0.404241    -0.295669    -0.325472
51114.50    -0.355097     0.038250     1.347636
51114.75    -0.558648    -0.027384     2.535461
51115.00    -0.431772    -0.185583     2.911871
51115.25    -0.326572    -0.228931     2.740562
51115.50    -0.374154    -0.099059     2.146976
51115.75    -0.648563    -0.363540     1.389755
51116.00    -0.582937    -0.467833     0.918769
51116.25    -0.782600    -0.466224     1.480150
51116.50    -0.818359    -0.313528     2.075915
51116.75    -1.096027    -0.460781     2.360597
51117.00    -0.886129    -0.423715     1.554943
51117.25    -0.680146    -0.277333     0.673045
51117.50    -0.710903    -0.112833    -0.582966
51117.75    -0.795083    -0.324401    -1.549906
51118.00    -0.808683    -0.433765    -2.215080
51118.25    -0.986380    -0.427305    -2.245808
51118.50    -1.063564    -0.190158    -1.998253
51118.75    -1.240084    -0.331551    -1.685363
51119.00    -1.299831    -0.396167    -1.420832
51119.25    -1.372126    -0.324761    -0.647971
51119.50    -1.422027    -0.146474    -0.055024
51119.75    -1.673892    -0.287954     0.036325
51120.00    -1.592565    -0.456576    -0.088791
51120.25    -1.692450    -0.407934    -0.050309
51120.50    -1.663642    -0.269306     0.269499
51120.75    -1.676316    -0.443225     0.210845
51121.00    -1.656108    -0.533356     0.015874
51121.25    -1.758887    -0.504012    -0.075456
51121.50    -1.741351    -0.317255     0.144064
51121.75    -2.177185    -0.582920     0.138688
51122.00    -2.164019    -0.731709    -0.037495
51122.25    -2.292517    -0.720819    -0.179253
51122.50    -2.172811    -0.497185     0.160804
51122.75    -2.126528    -0.612632    -0.263119
51123.00    -1.733254    -0.627193    -0.656812
51123.25    -1.471910    -0.470628    -1.060134
51123.50    -1.209667    -0.199556    -0.938197
51123.75    -1.262982    -0.417702    -1.552044
51124.00    -1.025880    -0.493626    -2.151627
51124.25    -0.986950    -0.455799    -2.792809
51124.50    -0.932642    -0.250083    -2.705823
51124.75    -1.079763    -0.511016    -3.278344
51125.00    -0.842004    -0.591435    -3.552556
51125.25    -0.842280    -0.629123    -3.899945
51125.50    -0.710471    -0.420471    -3.521778
51125.75    -0.854892    -0.575908    -3.172607
51126.00    -0.614542    -0.592588    -2.734751
51126.25    -0.454879    -0.578040    -2.693767
51126.50    -0.163871    -0.314249    -2.783126
51126.75    -0.016596    -0.481850    -3.012255
51127.00     0.371014    -0.486213    -3.165669
51127.25     0.547566    -0.348897    -3.464707
51127.50     0.717369     0.032147    -3.439600
51127.75     0.617014     0.113604    -3.113266
51128.00     0.590245     0.329663    -2.141685
51128.25     0.199643     0.622051    -0.259990
51128.50    -0.319095     0.713931     1.440597
51128.75    -0.809899     0.037558     1.530072
51129.00    -0.744116    -0.416355     0.571295
51129.25    -0.700250    -0.557874    -0.790989
51129.50    -0.660049    -0.457646    -1.617784
51129.75    -0.903339    -0.623763    -1.897574
51130.00    -0.840100    -0.569069    -1.795602
51130.25    -0.933441    -0.574615    -1.888110
51130.50    -1.075107    -0.290570    -1.941588
51130.75    -1.538777    -0.434975    -1.523983
51131.00    -1.553208    -0.445194    -1.463130
51131.25    -1.649563    -0.303352    -1.293826
51131.50    -1.630578     0.010736    -0.837196
51131.75    -1.989149    -0.092441    -0.437640
51132.00    -2.012482    -0.056537     0.317199
51132.25    -2.321562     0.071979     1.709760
51132.50    -2.640943     0.131889     3.432784
51132.75    -2.993814    -0.380777     3.195365
51133.00    -2.716675    -0.535589     2.281713
51133.25    -2.569058    -0.534215     1.456314
51133.50    -2.323253    -0.368930     0.721011
51133.75    -2.103204    -0.438001    -0.220466
51134.00    -1.629203    -0.302016    -0.691556
51134.25    -1.415761    -0.139396    -1.139417
51134.50    -1.158726     0.142342    -1.147142
51134.75    -1.220801    -0.167618    -1.733400
51135.00    -1.098872    -0.376334    -2.686654
51135.25    -1.283835    -0.529806    -3.849973
51135.50    -1.163010    -0.421459    -4.554648
51135.75    -1.439554    -0.719586    -5.212906
51136.00    -1.293405    -0.773233    -5.433775
51136.25    -1.278942    -0.721719    -5.495424
51136.50    -1.255923    -0.448999    -5.142939
51136.75    -1.511046    -0.423347    -4.189273
51137.00    -1.414307    -0.383978    -2.888173
51137.25    -1.646225    -0.339158    -1.404842
51137.50    -1.751427    -0.302843    -0.059089
51137.75    -2.014229    -0.623372     0.554948
51138.00    -1.922311    -0.761563     0.984660
51138.25    -2.054233    -0.855601     1.242415
51138.50    -1.890242    -0.700151     1.485852
