hydunit|avgpf|avgrf|avgtmrf|eros|mannit|mannrun|mannlea|comnit|comnrun|comnlea|lbspest|pestrun|pestlea|priorlea|priorrun
11050003|  4.59|   5.44|   1.47|    480606|   311303.07|  1374728.49|  1567848.35|  3447274.82|  5071676.81| 17361872.46|    21960.39|    208.41|   546.912|     0|     0
11060001|  4.78|   6.08|   1.28|    306491|   191408.44|   942605.41|   958512.50|  3926801.47|  5015791.86| 19664170.66|    14677.38|    304.12|   176.232|     0|     0
11060002|  1.36|   1.92|   0.60|    287282|   214787.07|   400664.42|   496183.03|  4455768.35|  2670114.68| 10293341.23|    33926.75|     93.45|    48.261|     0|     0
11060003|  1.60|   2.71|   0.77|    535542|   503494.91|  1271188.85|  1294076.49|  5053045.92|  3894130.63| 12987277.14|    55619.57|    246.30|   376.912|     0|     0
11060004|  2.54|   5.50|   1.29|   2581294|   363796.26|  1691922.48|  1406774.02| 25622551.02| 32988245.30| 99080566.04|   172768.36|   1124.78|  1634.427|     3|     3
11060005|  2.48|   5.33|   1.44|   2306097|   494893.64|  2338272.65|  1807688.37| 12189946.39| 17597798.03| 44525980.09|   145091.98|    789.05|   831.691|     2|     3
11060006|  2.89|   7.80|   1.75|   1754885|   148602.25|   759664.91|   636449.87|  9634885.01| 16829154.39| 41265333.26|    80972.05|   1089.66|  1166.717|     3|     3
11070101|  4.80|   8.51|   1.92|    518716|   204348.52|  1181268.06|  1088660.68|  1473428.98|  2833464.89|  7849649.39|   102882.01|   3070.72|   492.892|     0|     0
11070102|  5.27|   7.03|   1.65|    218973|   162145.51|   845711.39|   891749.62|   664895.53|  1096898.76|  3656717.63|    50990.07|    909.13|   188.283|     0|     0
11070103|  4.99|   8.19|   1.68|    812396|   556105.45|  2725455.44|  2876083.96|  3359920.12|  5654123.53| 17376942.42|   118790.92|   4400.22|   685.793|     0|     2
11070104|  4.91|   8.44|   1.96|    428432|   130078.74|   740412.30|   736242.72|   805655.96|  1579483.17|  4559994.56|    51104.86|   1986.42|   265.532|     0|     0
11070105|  6.43|   8.67|   1.65|    328423|   110242.22|   590449.09|   767694.43|   508413.77|   841008.41|  3540444.24|    59826.26|   3142.29|   253.843|     0|     0
11070106|  4.96|   7.52|   1.64|    378954|   289436.62|  1408065.68|  1507250.12|  2480237.78|  4056151.58| 12915914.91|    43225.44|   1654.61|   235.846|     0|     0
11070107|  3.80|  12.30|   2.28|     90045|    57488.37|   331224.25|   302316.20|  1201913.52|  2741067.22|  6320546.82|    17037.66|   1083.30|    57.456|     0|     0
11070201|  3.09|   9.49|   2.75|    651441|   558896.23|  3603300.33|  2269464.81|  4835142.19| 13307675.32| 19633671.71|   190581.45|   2922.15|     1.048|     0|     2
11070202|  1.94|   7.18|   2.07|    965832|   635078.95|  3805181.74|  1967429.56|  4878568.30| 10093281.81| 15113458.66|   246730.63|   4548.53|     0.095|     0|     2
11070203|  3.02|   8.58|   2.35|    389215|   369546.33|  1874792.81|  1339153.73|  2832922.27|  6648602.13| 10265880.37|   104701.23|   2000.15|     0.000|     0|     2
11070204|  4.63|   8.98|   2.09|   1084247|   469557.25|  3342778.38|  2849793.00|  5137319.36| 10727519.91| 31178938.59|   348093.61|   4904.69|   554.375|     0|     3
11070205|  5.26|  10.09|   1.99|   1643040|   873726.90|  7157057.49|  5706409.57|  4071397.34|  8085164.39| 26590758.12|   288189.83|  12752.77|  1698.457|     2|     4
11070206|  6.54|  10.47|   1.86|    342533|  3026534.60| 16261428.53| 28414682.96|  1895858.06|  3528898.94| 17799302.81|    38679.13|    875.87|   343.820|     2|     2
11070207|  6.17|   9.68|   1.99|   1622551|  6966461.52| 44556549.38| 57201645.95|  6502118.60| 12918639.34| 53388924.21|   294327.12|   6789.46|  2523.507|     3|     4
11070208|  7.25|   6.95|   1.39|    125119|  8047379.25| 26066667.06| 81056307.31|   393721.82|   546035.01|  3965718.02|     9971.08|    306.51|    93.518|     2|     2
11070209|  5.99|   8.48|   1.47|    495070|  4781591.29| 22090444.99| 40719066.42|  1747599.03|  2566569.91| 14882200.68|    84521.76|   1519.39|   737.569|     2|     2
11080001|  0.00|   3.13|   0.00|     10955|     3544.56|     2909.10|     3810.86|    64922.46|        0.00|    69800.04|        0.00|      0.00|     0.000|     0|     0
11080002|  0.00|   1.55|   0.39|      3030|     2209.44|      880.50|     2603.72|    40468.29|    15874.01|    47690.04|      343.80|      0.09|     0.000|     0|     0
11080003|  0.00|   0.00|   0.00|       178|     4246.19|     3534.02|     4259.17|        0.00|        0.00|        0.00|        0.00|      0.00|     0.000|     0|     0
11080004|  0.16|   1.40|   0.37|     11321|     5363.59|     4116.25|     6098.83|        0.00|        0.00|        0.00|     2005.50|      0.85|     0.000|     0|     0
11080005|  0.00|   0.00|   0.00|         0|        0.00|        0.00|        0.00|        0.00|        0.00|        0.00|        0.00|      0.00|     0.000|     0|     0
11080006|  0.02|   0.98|   0.19|     87644|    24424.08|    25793.89|    27295.44|  1318090.18|   246103.88|  1473048.46|    35365.53|     38.03|    40.784|     0|     0
11080007|  0.02|   0.89|   0.41|     22194|    21226.63|    18362.67|    22486.38|   167395.97|    67867.84|   177330.53|     1088.70|      1.64|     0.000|     0|     0
11080008|  0.02|   1.27|   0.20|     25267|    15111.91|    17334.46|    19948.76|  1092125.78|   221364.24|  1441680.85|     9948.99|     13.47|    69.744|     0|     0
11090101|  0.00|   1.86|   0.48|     26335|   634754.61|   522390.67|   690994.92|  1901277.37|   913993.10|  2069733.68|     9069.00|     42.81|     0.000|     0|     0
11090102|  0.00|   1.05|   0.25|     32637|  1832208.91|  1564680.71|  2104782.78|  1029978.55|   254302.50|  1183206.29|    28895.05|     18.40|   285.282|     0|     0
11090103|  0.06|   0.94|   0.22|    228111|  1898289.31|  1533778.21|  4486021.61|  1493508.14|   333820.64|  3529446.08|   246006.98|    191.94|  5960.242|     2|     0
11090104|  0.00|   1.04|   0.23|     93731|   563438.89|   452692.21|  1007162.91|   501153.34|   113220.60|   895825.73|    66178.44|     57.13|   923.937|     0|     0
11090105|  0.01|   2.42|   0.62|    201886|  2940073.75|  3254300.12|  4041399.04|  1307333.28|   815833.70|  1797048.61|    77562.37|    771.59|    18.944|     0|     0
11090106|  0.10|   2.99|   0.80|    206119|  1803831.18|  1931355.21|  3626135.26|  4937835.69|  3956505.52|  9926239.41|    56532.83|    845.73|     7.334|     0|     0
11090201|  2.06|   2.24|   0.70|    997765|   285492.28|   512477.29|   854564.17| 10971733.49|  7706818.42| 32841694.40|    82864.16|    534.11|  1520.342|     2|     3
11090202|  5.04|   4.97|   1.35|    761420|   483945.36|  1854800.22|  3119536.07|  5107422.54|  6912338.35| 32922701.75|   129726.78|   1879.22|  1944.507|     2|     2
11090203|  4.16|   3.87|   1.11|     33893|    92120.87|   242440.33|   425328.07|  1019569.29|  1129112.45|  4707417.73|     6286.07|     59.39|   306.285|     0|     0
11090204|  3.09|   1.48|   0.37|    131758|   181924.36|   622903.55|  1113849.12|   708798.76|   260909.80|  4339687.51|    10262.01|    107.93|   148.574|     0|     0
11100101|  0.06|   0.99|   0.34|    548138|  4334499.63|  3623868.72|  6091182.32|  6605331.02|  2273266.47|  9282334.51|   248549.62|    738.54|   293.187|     0|     0
11100102|  0.25|   1.29|   0.38|    500266|  2941061.14|  3480792.07|  6637516.40|  6525684.81|  2448481.10| 14727453.11|   178003.54|    401.16|   259.363|     0|     0
11100103|  0.04|   1.56|   0.54|    432019|  4727208.32|  5554922.68| 11319699.46|  4555254.11|  2460405.14| 10907940.60|   207363.66|   1684.31|   304.940|     0|     2
11100104|  0.05|   2.46|   0.74|    785610|  7052971.23| 14776071.71| 22999237.87|  3745163.41|  2780288.94| 12212711.68|   547200.06|   8364.11|   431.754|     2|     3
11100201|  0.38|   2.26|   0.82|    517803|  1021565.85|  1503991.37|  2015051.57|  9139560.97|  7517871.45| 18027899.61|    65583.24|    224.44|     8.204|     0|     2
11100202|  0.13|   2.77|   0.90|    117387|  1091042.76|  2096664.90|  2163673.93|  2924364.80|  2618026.20|  5799380.32|    25760.76|    393.29|     0.924|     0|     0
11100203|  0.81|   1.42|   0.54|    252055|   192281.94|   215568.44|   470031.39|  4920313.37|  2678792.39| 12027659.38|    29902.91|     36.65|    45.658|     0|     0
11100301|  2.69|   2.62|   0.77|   1131011|   348821.85|   724298.97|  1317521.18| 12549335.97|  9683523.69| 47399598.88|    96559.09|    501.63|  1913.303|     3|     3
11100302|  5.40|   6.28|   1.46|    380711|   104790.92|   424229.16|   677916.38|  1789845.26|  2619070.58| 11578917.83|    38507.03|    358.63|   822.539|     0|     0
11100303|  4.22|   8.08|   2.05|    329600|   285252.23|  1312365.71|  1582994.43|  3007774.07|  6158811.17| 16691507.13|    37045.69|    689.46|   371.041|     0|     2
11110101|  6.52|   8.59|   1.75|    499389|   111165.36|   560088.05|   739900.64|  1198947.04|  2102263.90|  7980019.10|    70005.78|   1969.24|   612.767|     0|     0
11110102|  6.34|   9.70|   1.84|    181419|   248999.73|  1493174.21|  1955493.05|   884731.64|  1624631.57|  6948146.35|    45573.84|   2313.17|   319.580|     0|     0
11110103|  9.45|  10.63|   1.48|     51732| 14624486.09| 64996758.05|157133886.58|   407623.72|   605195.37|  4379743.60|     1426.88|     12.43|    29.408|     2|     2
11110104| 11.19|   5.42|   1.13|    261927|  4075052.48| 16552512.58| 30524049.72|  1221909.47|  1378284.53|  9152673.65|    40555.14|   1200.71|   673.589|     2|     2
11110105| 10.45|   5.78|   2.36|     36306|  3335315.60| 17627649.55| 33381784.47|   107065.37|   253019.65|  1071572.73|     1039.58|      9.46|    17.481|     2|     2
11110201| 11.54|   7.55|   1.51|    203772|  5450099.58| 28036173.69| 57130648.77|   269105.16|   405718.97|  2820893.86|    30400.68|   1480.10|   277.461|     2|     2
11110202|  7.87|   9.82|   2.12|     93541|  8112433.46| 40351290.03| 83561738.61|   494238.58|  1049986.26|  5090881.25|    11656.95|    808.27|   109.897|     2|     2
11110203| 12.98|   8.06|   1.56|    370195|  3634188.48| 20632907.52| 47515746.03|  1590307.54|  2475540.34| 20792715.97|    81784.95|   4278.57|   318.929|     2|     2
11110204|  9.59|  10.59|   2.00|     26842|  4288770.48| 21866856.03| 43484110.50|   302396.08|   605947.81|  3066012.67|    28664.70|   1377.17|    71.247|     2|     2
11110205| 12.01|   9.34|   2.61|    110377|  1279332.13|  7368027.50| 18180884.08|   872898.94|  2281659.21| 12404968.28|    49291.81|   2904.20|    97.165|     2|     2
11110206|  9.54|   9.67|   2.40|      7751|  3614441.37| 18302627.49| 44403946.25|   230000.00|   551738.36|  2825583.95|    11712.07|    256.11|    44.143|     2|     2
11110207| 12.73|   9.01|   2.09|    516351|   368492.04|  2801567.86|  5312286.48|  6026179.88| 12598079.61| 86875129.98|   309498.03|  19233.10|  1841.293|     3|     3
11120101|  0.01|   2.56|   0.60|    629248|  8199099.87| 16260736.16| 18812409.40|  5827217.76|  3516847.46| 13370248.91|   276914.57|   2760.81|    44.019|     2|     2
11120102|  0.02|   2.99|   0.68|    463080|  5234497.92| 13635222.65| 14441612.92|  3045501.68|  2084977.51|  8402325.69|   166720.04|   1890.17|    27.616|     2|     2
11120103|  0.05|   3.56|   1.11|    345045|  2132871.29|  5246983.95|  3159936.03|  7265808.57|  8096116.51| 10764592.49|   118815.18|    990.50|   234.144|     0|     2
11120104|  0.01|   2.80|   0.81|    395788|  4740451.42| 12133245.64| 13478697.69|  4929585.75|  4001042.68| 14016470.20|   250972.98|   3283.72|    30.743|     2|     2
11120105|  0.57|   2.04|   0.73|    962686|   156895.86|   268675.84|   289332.18|  5732859.14|  4157661.40| 10571984.25|   286768.08|    569.08|    49.111|     0|     0
11120201|  0.47|   3.06|   1.11|    184998|   459618.51|   842256.61|   939292.58|  1427155.76|  1578584.15|  2916585.82|    38767.96|    328.17|     9.866|     0|     0
11120202|  0.97|   3.08|   1.10|    676974|   158394.92|   407987.46|   372361.21|  8116404.99|  8933302.81| 19080374.05|   290654.43|    941.65|  1254.287|     2|     2
11120301|  0.06|   3.72|   1.16|    345434|  1028714.32|  2718825.67|  2258435.83|  3890575.29|  4497967.58|  8541355.40|   139925.14|   2689.83|    75.957|     0|     0
11120302|  1.51|   2.25|   0.90|    885396|  1076741.61|  1984781.04|  2852767.42|  7494611.13|  6741627.81| 19856558.26|   109693.08|    193.17|    73.004|     0|     2
11120303|  1.63|   4.26|   1.38|   1435403|    97728.87|   375907.93|   286286.06| 12914608.86| 17818884.95| 37831937.65|   379810.00|   1735.34|    94.522|     2|     3
11120304|  1.05|   3.14|   1.19|    319202|    36998.05|   105146.54|    69090.10|  4876779.53|  5808025.89|  9106889.66|    52677.10|    106.27|     9.634|     0|     2
11130101|  0.64|   3.29|   0.98|    902902|    83583.50|   259092.62|   156419.31|  9040977.18|  8818105.88| 16919407.99|   168937.11|    829.62|    22.412|     0|     2
11130102|  2.04|   4.52|   1.15|    767164|    34062.28|   140619.70|   115646.35|  5016427.92|  5781361.65| 17031497.41|   165848.65|   1734.04|  1289.649|     2|     2
11130103|  0.39|   2.76|   0.83|    926264|   625516.40|  1281849.04|  1415255.78|  5048743.11|  4203587.42| 11422982.46|   353136.93|   2343.72|    66.287|     0|     0
11130104|  0.27|   3.21|   0.90|    404680|   314511.58|   588951.49|   607685.55|  3773313.17|  3401858.59|  7290631.05|   132481.14|    976.46|    21.374|     0|     0
11130105|  0.89|   3.75|   1.18|    357537|    26763.40|    91362.31|    50346.52|  2988437.01|  3532312.85|  5621759.01|   101146.55|    417.80|     7.427|     0|     0
11130201|  3.16|   4.41|   1.09|    930813|   345169.58|  1214720.44|  1689202.17|  4287714.73|  4671163.33| 20983358.61|    72417.18|    904.63|  2676.229|     2|     0
11130202|  2.20|   5.44|   1.44|    561452|    82739.93|   417698.72|   231628.65|  3657874.54|  5262979.39| 10240140.49|    41310.42|    982.28|   609.681|     0|     0
11130203|  1.12|   6.88|   1.78|   1339437|    75881.79|   464867.51|   168492.97|  7319154.69| 13023216.70| 16251936.58|   212345.57|   5682.75|   770.826|     0|     3
11130204|  0.68|   3.16|   0.98|    342494|    44228.18|   142572.46|    70878.68|  3491731.18|  3433821.59|  5595738.15|    62558.49|    137.76|    14.831|     0|     0
11130205|  0.67|   3.67|   0.89|     43232|    34489.35|   125941.94|    47033.96|  1819629.18|  1626892.14|  2481472.51|     1462.24|      3.63|     0.067|     0|     0
11130206|  1.38|   5.65|   1.37|    436353|   315798.87|  1477191.11|   663932.65|  3347475.35|  4588659.08|  7037701.49|    20656.86|    277.35|   221.198|     0|     0
11130207|  0.51|   4.33|   1.46|    130211|    34991.69|   140299.27|    51795.90|  2597567.50|  3803928.42|  3845008.25|    11339.68|     80.69|     0.000|     0|     0
11130208|  3.28|   5.55|   1.45|    423688|   121340.09|   468273.17|   560567.94|  2788661.04|  4053660.56| 12883078.71|    27857.23|    364.99|   451.939|     0|     0
11130209|  1.47|   6.89|   1.72|    423015|  1067538.79|  4797848.15|  3093827.24|  3012519.82|  5167108.06|  8730564.09|    21492.06|    394.68|    98.029|     0|     0
11130210|  4.01|  10.44|   2.33|    216633|   123426.43|   752150.34|   687233.15|  1542383.04|  3599300.09|  8587923.91|    39560.74|   1652.60|   203.056|     0|     0
11130301|  2.08|   2.06|   0.71|    296999|   626352.91|  1185006.76|  1650763.67|  5775520.76|  4126987.36| 15221482.45|    26020.97|     17.50|    48.377|     0|     0
11130302|  2.75|   3.74|   1.10|   2777533|   567591.46|  1795955.58|  2260650.49| 23792528.58| 26097949.89| 94762862.51|   706562.41|   6214.16| 16796.985|     3|     4
11130303|  4.64|   5.43|   1.47|    512365|  1162156.85|  5375621.91|  5762353.65|  4404332.28|  6476655.77| 21838119.47|    77124.91|   1927.68|   959.992|     0|     2
11130304|  6.28|   8.35|   2.27|    126196|   498596.40|  3275639.31|  2935333.28|   400436.38|   907895.48|  2357446.29|    61096.36|    685.81|  2482.381|     2|     0
11140101|  6.38|  11.33|   2.60|   1587457|   387518.00|  3309308.31|  3071585.51|  4664964.34| 12140512.18| 36975926.21|   299484.09|  11047.16|  1665.018|     3|     4
11140102|  6.05|  10.67|   2.71|    136174|   270689.23|  1824630.29|  2091037.48|   504619.89|  1365534.22|  3898120.03|    24697.06|    658.16|    78.937|     0|     0
11140103|  7.64|   2.93|   0.00|     37180|   128556.56|   713408.18|  1026344.38|   471945.55|        0.00|  3767825.45|    15919.85|    204.31|   173.737|     0|     0
11140104|  5.06|  10.82|   2.44|    112253|   198470.70|  1199773.55|  1313495.36|   365790.34|   893583.28|  2420830.48|    10654.25|    637.78|   258.272|     0|     0
11140105|  7.33|  17.12|   2.93|      8520|   592408.89|  3621651.92|  6548289.37|    85819.21|   251339.54|   948616.77|      366.91|     18.78|     0.119|     0|     0
11140106| 11.38|  10.00|   1.88|    693797|  1751560.91| 14348576.26| 19082078.46|  1308277.40|  2453549.11| 14252802.65|   220042.45|   9216.19|  2099.754|     3|     3
11140107|  0.00|   0.00|   0.00|         0|  2559085.51| 16315134.35| 31812837.89|   509001.54|        0.00|  6327566.35|        0.00|      0.00|     0.000|     2|     2
11140108|  0.00|   0.00|   0.00|         0|  2620075.34| 16820714.17| 39349181.98|   267000.76|        0.00|  4009908.24|        0.00|      0.00|     0.000|     2|     2
11140109| 12.03|   7.87|   0.00|      3548| 10336002.39| 68962948.74|149072175.66|   974296.86|        0.00| 14051907.87|        0.00|      0.00|     0.000|     2|     2
11140201|  9.87|  13.60|   2.54|    630621|  3528010.17| 30957421.74| 43782289.84|  2963760.34|  7521992.32| 36780000.02|   503756.53|  45735.07|  2197.094|     3|     3
11140202| 11.79|   8.72|   2.48|    100104|    41609.42|   267512.34|   546679.44|   405953.35|  1005220.67|  5333560.10|    97908.62|   3087.57|  1111.832|     2|     0
11140203|  0.00|   0.00|   0.00|         0|  1557370.40|  9438319.15| 19777650.18|   418002.38|        0.00|  5308374.14|        0.00|      0.00|     0.000|     2|     2
11140204| 11.77|  10.71|   1.77|     86673|    34919.30|   266733.68|   377653.14|   304558.40|   538915.73|  3293807.48|    41642.78|   1146.61|   793.521|     0|     0
11140205|  8.73|  15.79|   2.90|      2960|  2227878.70| 15609757.06| 27262476.34|  1466000.62|  4247618.58| 17939400.04|    13397.40|   1758.97|     0.107|     2|     2
11140206| 10.66|   8.11|   2.67|    200389|   575195.26|  3885433.75|  6590946.06|   755133.05|  2019604.52|  8652785.47|   137590.13|   5885.67|  1439.552|     2|     0
11140207| 15.48|   7.96|   2.09|    351473|   562915.47|  4989684.52|  8940583.49|  1187903.09|  2480239.31| 18867036.61|   267551.60|   8176.52|  5861.543|     2|     2
11140208| 16.13|   9.89|   3.36|     60935|   181610.03|  1097613.79|  2893795.72|   148263.96|   497569.08|  2362455.52|    10864.70|    942.31|     0.596|     0|     0
11140209| 20.82|   4.68|   0.00|       830|   353475.06|  1957792.94|  4934665.25|   553140.73|        0.00|  7722084.62|        0.00|      0.00|     0.000|     0|     0
11140301|  5.41|  12.39|   2.97|   1027172|  1033722.05| 10955757.11|  6796207.17|  2481004.43|  7368810.46| 16311367.36|   127374.14|  10487.72|   101.014|     0|     4
11140302|  5.57|  13.55|   3.08|    370988|  1816591.19| 14842204.04| 17017798.85|  1781487.31|  5482708.80| 16688946.18|    57455.31|   4500.73|     9.908|     2|     2
11140303|  5.62|  13.54|   2.93|     39760|  4248548.45| 37780931.88| 35150552.73|   193672.15|   567005.99|  1602355.10|      933.14|     13.89|     5.040|     2|     2
11140304| 10.59|   9.69|   1.82|    218594|   294210.92|  1892776.30|  3110088.62|  1029645.10|  1871884.35| 10884325.97|   166633.97|   4750.71|  3308.698|     2|     0
11140305|  0.00|   0.00|   0.00|       559|  6158817.73| 29320225.61| 66542109.12|    56715.91|        0.00|   612779.33|        0.00|      0.00|     0.000|     2|     2
11140306|  0.00|   0.00|   0.00|       335|   524981.91|  2772700.63|  6684026.69|   141583.98|        0.00|  1802635.67|        0.00|      0.00|     0.000|     0|     0
11140307|  6.95|  13.64|   0.00|     10053|  2120431.46|  8930008.15| 24446526.26|        0.00|        0.00|        0.00|        0.00|      0.00|     0.000|     2|     2
12010001|  4.35|  11.70|   3.09|    884095|   765359.14|  5525049.36|  3462521.38|  2204950.48|  6802603.66|  9975301.43|   109498.55|   3849.94|  2138.894|     2|     2
12010002| 12.14|   7.22|   0.00|     82465|  3068901.99| 14830209.16| 37541418.86|     8979.67|        0.00|   109846.91|        0.00|      0.00|     0.000|     2|     2
12010003| 10.27|   7.84|   1.89|    179464|  2486048.35| 16910638.45| 22551826.38|   329178.47|   621225.75|  2986094.62|    36543.71|    148.68|  1001.552|     3|     2
12010004| 21.16|   5.33|   0.00|      2326|  7104781.84| 43143945.14| 99841040.82|        0.00|        0.00|        0.00|        0.00|      0.00|     0.000|     2|     2
12010005| 15.49|  13.19|   2.17|     59958|   734477.75|  6106237.19| 14047802.38|   454346.36|   987187.17|  8689940.55|    88389.99|    756.32|   542.780|     2|     2
12020001| 10.66|   7.90|   0.00|    107477|   920904.06|  3198715.07| 10442667.19|   163298.12|        0.00|  1851732.42|    28178.02|     69.59|  1034.446|     2|     0
12020002| 12.38|   8.47|   0.00|      2693|   599670.65|  2972224.59|  5529307.48|    19667.09|        0.00|   181341.85|        0.00|      0.00|     0.000|     0|     0
12020003| 11.83|  19.90|   2.37|       208|    67910.65|   585717.25|  1072899.01|   187247.62|   443656.05|  2958266.19|      509.02|      5.52|     2.295|     0|     0
12020004| 17.63|   5.95|   0.00|     31665|  3118767.76| 12460496.06| 39617947.52|        0.00|        0.00|        0.00|        0.00|      0.00|     0.000|     2|     2
12020005| 23.49|   3.49|   0.00|     19148|  6339869.40| 31704244.77| 94594199.42|        0.00|        0.00|        0.00|        0.00|      0.00|     0.000|     2|     2
12020006|  0.00|   0.00|   0.00|         0|    31276.34|   206436.67|   555519.59|   171279.10|        0.00|  3042200.28|        0.00|      0.00|     0.000|     0|     0
12020007| 11.82|  17.89|   2.36|     56182|    24307.96|   247404.65|   358142.03|   927546.45|  2187978.49| 13666034.59|    89917.36|   3106.09|   304.460|     0|     0
12030101|  2.96|   6.03|   1.53|    329534|   649709.39|  2554552.31|  2126966.11|  1784111.62|  2724731.73|  5840680.44|    20649.76|    155.92|   212.080|     0|     0
12030102|  2.32|   8.52|   2.25|    536669|   673923.82|  3427989.94|  2520731.41|  1142613.61|  2566646.16|  4273809.53|    45018.87|   2665.85|     0.000|     0|     0
12030103|  2.96|   9.92|   2.42|   1132938|  1259938.30|  9068164.66|  5395317.18|  3478588.38|  8428472.53| 14896037.10|   129323.71|   6533.03|   603.318|     0|     4
12030104|  3.76|   8.20|   1.83|    212457|   469331.95|  2419786.20|  2285123.16|   818290.53|  1493620.34|  3984162.22|    14851.69|    331.36|   137.228|     0|     0
12030105|  2.82|  10.27|   2.24|    902860|   212624.77|  1704950.84|   993024.20|  3670102.15|  8226355.26| 17140525.16|   125709.70|   7058.90|     3.910|     0|     3
12030106|  3.56|  10.76|   2.58|    841251|   215576.40|  1867427.36|  1038390.90|  3024539.88|  7793593.77| 14568638.83|    68499.90|   5033.73|    23.188|     0|     2
12030107|  3.23|   9.84|   2.55|    220236|   324104.90|  2299622.38|  1621951.92|  1309108.66|  3339871.40|  6551308.81|    41500.07|    461.63|  1466.619|     2|     0
12030108|  2.50|  10.71|   2.21|    724500|   288779.99|  2388313.04|  1193908.65|  2685622.34|  5947673.06| 11103219.74|    74386.58|   3348.31|    10.210|     0|     2
12030109|  3.34|  10.69|   2.22|   1131823|   482957.83|  4044010.69|  2223268.05|  4981548.42| 11056565.40| 22932265.86|   172566.04|   8661.33|     3.866|     0|     4
12030201| 13.16|   5.68|   0.00|     26391|   352063.99|  1800768.58|  3552658.66|   144424.27|        0.00|  1457377.48|        0.00|      0.00|     0.000|     0|     0
12030202|  4.98|  11.43|   2.58|     60133|   439603.63|  2900802.02|  4143882.60|   166957.98|   430043.50|  1573813.81|    19515.62|   1020.73|     7.632|     0|     0
12030203| 12.98|   7.10|   1.63|    207985|    35966.48|   281746.33|   473213.70|  2192594.36|  3583028.25| 28848125.79|    80365.67|   5161.80|    41.165|     0|     0
12040101|  0.00|   0.00|   0.00|      1092|   111323.07|   754134.24|  1139674.53|   114766.46|        0.00|  1174926.33|        0.00|      0.00|     0.000|     0|     0
12040102|  8.22|  11.34|   1.80|    158769|    94955.95|   779414.55|  1066878.39|  1247517.98|  2249999.28| 14016498.98|   138769.30|    616.16|  1301.437|     2|     0
12040103|  8.28|  15.84|   1.98|      3477|    56583.23|   428348.05|   707901.44|   433127.33|   858150.99|  5418769.30|      182.78|      8.91|     0.000|     0|     0
12040104|  7.06|  13.52|   1.91|    284616|   115260.39|  1536572.98|  1304033.89|  2307475.41|  4398321.16| 26106332.74|   288904.24|   5270.34|  1662.427|     2|     0
12040201| 11.88|  20.27|   2.32|    221178|    39797.87|   567397.90|   646022.50|  5175973.72| 12015288.57| 84019465.12|   399911.16|  26665.81|   893.615|     2|     3
12040202| 13.38|  10.03|   1.34|    290982|    26914.15|   223155.05|   411325.20|  3662607.02|  4904142.36| 55975105.13|   325413.82|  29042.80|   445.072|     2|     2
12040203|  9.95|  11.60|   1.97|    224164|    16412.39|   178565.72|   193620.58|   822420.94|  1616351.73|  9702280.27|   101989.91|   5368.94|   129.927|     0|     0
12040204|  8.55|   6.62|   1.49|     74197|   102615.58|   863074.95|  1315992.79|  1650016.05|  2461107.64| 21160618.74|   186044.74|  14682.94|   118.888|     0|     2
12040205| 10.04|  12.97|   2.12|     79160|    90951.41|  1345007.47|  1200670.91|  1505886.60|  3188368.73| 19879562.57|   165407.32|   7621.17|   586.484|     0|     2
12050001|  0.13|   1.28|   0.24|   1580104|  2868652.36|  3047789.03|  5621323.69| 24599246.05|  6024788.66| 48203932.40|   947791.96|    891.82|  5989.671|     3|     3
12050002|  0.12|   1.50|   0.35|   1021902|  3752406.04|  5059893.90| 15794274.70| 10302190.60|  3591448.78| 43363012.05|   652914.90|   2901.20|  4596.466|     3|     2
12050003|  0.32|   1.95|   0.38|    811381|  1063449.81|  2041614.55|  3238889.29|  9947580.99|  3807446.00| 30296787.92|   497316.81|   1797.79|  1572.399|     2|     0
12050004|  0.60|   2.10|   0.45|   1331686|   340977.49|   743432.16|   694298.57| 23090260.45| 10398225.28| 47016402.39|   783912.12|   1765.57|  2762.440|     3|     3
12050005|  0.03|   2.26|   0.68|   1067895|  6894808.26| 14474040.72| 28549742.95|  5559917.45|  3789289.42| 23022281.12|   810202.14|  10156.41|   415.003|     2|     4
12050006|  0.05|   3.31|   0.76|   1576123|  1808129.12|  5501828.47|  6223998.45|  9879107.31|  7532256.68| 34006171.30|   754021.68|   8439.02|   743.844|     0|     4
12050007|  0.51|   2.22|   0.47|    763067|   215561.93|   400392.47|   423337.38|  8226723.01|  3872170.12| 16156281.78|   348085.47|   1969.95|   268.098|     0|     0
12060101|  1.17|   4.18|   1.04|   1161916|   207206.09|   763704.41|   462047.43| 10004668.63| 10376926.78| 22309341.18|   432368.96|   2510.17|  1364.490|     2|     3
12060102|  0.79|   4.09|   0.87|   1455354|   985988.88|  3335934.15|  1847580.87| 13468591.37| 11727992.04| 25237923.28|   597609.18|   4911.19|    23.976|     0|     3
12060103|  0.58|   4.72|   1.16|    626350|    82589.35|   350398.24|   133483.70|  8560912.40|  9937002.00| 13836437.16|   328293.43|   3771.49|   143.428|     0|     2
12060104|  0.54|   4.49|   1.06|     28831|    50253.81|   196406.15|    84722.52|   854531.24|   909703.04|  1440647.82|     2212.60|     12.73|     0.000|     0|     0
12060105|  0.40|   5.79|   1.13|    134837|   139838.16|   579822.85|   224838.98|  1363705.07|  1543365.38|  2192635.01|    23136.56|    308.92|   193.904|     0|     0
