-----------------------------------------------
3D SITE DISPLACEMENT DUE TO ATMOSPHERIC LOADING
-----------------------------------------------
METEOROLOGICAL CENTER & DEGREE 1 :    NCEP_CMEA
CMEA : CENTER OF MASS OF THE EARTH + ATMOSPHERE
CME  : CENTER OF MASS OF THE SOLID EARTH  ALONE
SITE COORDINATES ACCORDING TO ITRF2000 SOLUTION
-----------------------------------------------
CREATOR EMAIL : PASCAL.GEGOUT@EOST.U-STRASBG.FR
-----------------------------------------------
MANU        49718.000    1995     1     1     0
MANU        52274.750    2001    12    31    18
MANU      3179009.383 -5518662.137  -344401.868
50856.25     0.818624    -0.442969    -2.163568
50856.50     0.901343    -0.104994    -2.360206
50856.75     1.060717    -0.375129    -1.029311
50857.00     1.307521    -0.434237    -1.719114
50857.25     1.350549    -0.474694    -1.984379
50857.50     1.493674    -0.021758    -2.658788
50857.75     1.492555    -0.237853    -1.024005
50858.00     1.446247    -0.191433    -1.368006
50858.25     1.129045    -0.123382    -2.107316
50858.50     1.258973     0.225552    -2.856572
50858.75     1.490447    -0.043787    -1.237729
50859.00     1.550113    -0.114317    -1.833365
50859.25     1.431703    -0.146776    -3.142059
50859.50     1.504620     0.081445    -3.585844
50859.75     1.561319    -0.193003    -1.701746
50860.00     1.638507    -0.241347    -1.316721
50860.25     1.479332    -0.172320    -2.866546
50860.50     1.835754    -0.025770    -2.664674
50860.75     2.088289    -0.285355    -0.638294
50861.00     1.960476    -0.390892    -0.337062
50861.25     1.607911    -0.452220    -0.608852
50861.50     1.575536    -0.271729    -1.122374
50861.75     1.245703    -0.577134     0.666271
50862.00     1.044115    -0.760936     1.101353
50862.25     0.704857    -0.719439    -0.242305
50862.50     0.771648    -0.333730    -0.731090
50862.75     0.508055    -0.504708     0.784216
50863.00     0.496427    -0.517509     1.328950
50863.25     0.307676    -0.410496    -0.158039
50863.50     0.626400    -0.178463    -0.465347
50863.75     0.770626    -0.447498     0.821056
50864.00     0.834191    -0.533116     0.759992
50864.25     0.684629    -0.707239    -0.570172
50864.50     1.011571    -0.594986    -0.982403
50864.75     1.182608    -1.021583     0.474588
50865.00     1.399459    -1.140372    -0.091502
50865.25     1.259742    -1.227078    -1.548052
50865.50     1.601250    -0.949255    -2.300972
50865.75     1.694735    -1.147759    -0.513302
50866.00     1.702002    -1.197580    -1.428692
50866.25     1.289244    -1.097974    -2.129655
50866.50     1.429355    -0.721772    -2.363235
50866.75     1.287759    -0.883504    -1.132000
50867.00     0.952371    -0.855874    -0.876356
50867.25     0.593568    -0.844068    -1.395376
50867.50     0.737823    -0.417517    -1.961730
50867.75     0.755659    -0.644173    -0.297942
50868.00     0.952797    -0.579101    -0.712917
50868.25     0.990133    -0.562649    -1.187421
50868.50     1.208533    -0.279990    -2.112929
50868.75     1.367641    -0.628703    -0.466843
50869.00     1.371112    -0.684258    -0.740851
50869.25     1.180805    -0.627519    -0.905836
50869.50     1.125166    -0.290624    -1.590036
50869.75     1.081040    -0.551267     0.391580
50870.00     0.861583    -0.589583     0.703122
50870.25     0.479036    -0.601386     0.162361
50870.50     0.523506    -0.174357    -0.507921
50870.75     0.411725    -0.437932     1.447841
50871.00     0.119102    -0.499701     1.517143
50871.25    -0.147008    -0.462885     0.927123
50871.50    -0.103349    -0.035418    -0.141691
50871.75    -0.148016    -0.330435     1.633008
50872.00    -0.090580    -0.303046     1.524831
50872.25    -0.316327    -0.212968     0.664972
50872.50    -0.137911     0.220353     0.235361
50872.75    -0.091597     0.138433     1.929539
50873.00    -0.273163     0.027992     1.675932
50873.25    -0.609185     0.043380     0.465738
50873.50    -0.673735     0.294710     0.469472
50873.75    -0.783651    -0.056491     1.839133
50874.00    -0.797270    -0.126914     2.292641
50874.25    -0.907044    -0.181557     0.585217
50874.50    -0.582307     0.120068     0.152076
50874.75    -0.372956    -0.191910     1.814373
50875.00    -0.229540    -0.215063     1.945201
50875.25    -0.386617    -0.293061     0.212100
50875.50    -0.184881     0.077302    -0.525180
50875.75    -0.288475    -0.259712     0.503775
50876.00    -0.400971    -0.361382     0.596790
50876.25    -0.620182    -0.466185    -0.259171
50876.50    -0.345477    -0.015293    -1.146969
50876.75    -0.344155    -0.201311     0.158086
50877.00    -0.414990    -0.215958     0.677005
50877.25    -0.386658    -0.123478     0.248823
50877.50    -0.344427     0.224272    -0.756144
50877.75    -0.578387    -0.080529     1.265720
50878.00    -0.603406    -0.156485     1.475947
50878.25    -0.827854    -0.231010     0.526292
50878.50    -0.778842     0.098255    -0.280344
50878.75    -0.966917    -0.315997     1.524655
50879.00    -1.087279    -0.320831     1.952749
50879.25    -1.381416    -0.371503     0.633292
50879.50    -1.577933    -0.012747     0.037922
50879.75    -1.809952    -0.248392     1.769242
50880.00    -1.848662    -0.209674     1.347148
50880.25    -2.353031    -0.156443     1.178281
50880.50    -2.255233     0.237970    -0.185589
50880.75    -2.283747     0.119062     1.637058
50881.00    -2.305584     0.062335     1.220187
50881.25    -2.501888     0.047061     0.071394
50881.50    -2.249875     0.304490    -0.051509
50881.75    -2.267864     0.040799     1.820593
50882.00    -2.269484     0.043505     1.632713
50882.25    -2.506907    -0.003793     0.961010
50882.50    -2.151878     0.416632     0.023378
50882.75    -2.072037     0.096520     1.825281
50883.00    -1.796504     0.090992     0.824472
50883.25    -1.638302     0.049812     0.900567
50883.50    -1.219427     0.391336    -0.170978
50883.75    -0.948295     0.111094     2.053940
50884.00    -0.757807     0.161790     1.680353
50884.25    -0.705950     0.212456    -0.021655
50884.50    -0.391023     0.561902    -0.685975
50884.75    -0.345618     0.267765     0.848079
50885.00    -0.178176     0.029632     0.780714
50885.25    -0.134734    -0.000426    -0.321069
50885.50     0.187075     0.336606    -0.764105
50885.75     0.308366     0.019130     0.743263
50886.00     0.132362    -0.084874     0.658376
50886.25    -0.156121    -0.031031    -0.359225
50886.50    -0.162152     0.393787    -0.690092
50886.75    -0.404014     0.061553     0.955720
50887.00    -0.552482     0.023930     1.321218
50887.25    -0.947481    -0.077110    -0.109644
50887.50    -1.104063     0.232946    -0.299167
50887.75    -1.535592    -0.171209     1.555282
50888.00    -1.773577    -0.339327     1.516607
50888.25    -2.175002    -0.430781     0.650685
50888.50    -2.322996    -0.254183     0.005756
50888.75    -2.514965    -0.628919     1.941885
50889.00    -3.036149    -0.742178     0.967716
50889.25    -3.381639    -0.879708     0.294965
50889.50    -3.480825    -0.661555     0.021171
50889.75    -3.491763    -0.898506     1.355057
50890.00    -3.629589    -0.846066     0.891567
50890.25    -3.665157    -0.796084     0.050724
50890.50    -3.610994    -0.462377    -0.682620
50890.75    -3.479113    -0.624740     1.031739
50891.00    -3.283045    -0.533531     0.953165
50891.25    -3.297109    -0.418544    -0.058630
50891.50    -2.902319     0.046458    -0.791346
50891.75    -2.655085    -0.113721     0.594599
50892.00    -2.496466    -0.123569     0.497373
50892.25    -2.593040    -0.157316    -0.438271
50892.50    -2.255147     0.215552    -1.158288
50892.75    -2.182511    -0.216571     0.543550
50893.00    -2.103745    -0.344083     0.339311
50893.25    -2.132417    -0.514127     0.290781
50893.50    -1.951883    -0.172239    -0.788869
50893.75    -2.138052    -0.557422     0.823243
50894.00    -2.220280    -0.542402     1.073094
50894.25    -2.353928    -0.566953     0.294593
50894.50    -2.228232    -0.236417    -0.390919
50894.75    -2.052073    -0.528192     0.912948
50895.00    -1.743293    -0.499766     0.383496
50895.25    -1.747623    -0.524956    -0.198024
50895.50    -1.288318    -0.135407    -1.052950
50895.75    -1.075998    -0.432344     0.166655
50896.00    -0.836864    -0.425736    -0.173816
50896.25    -0.554928    -0.410319    -0.707829
50896.50     0.049629     0.018955    -2.167504
50896.75     0.378496    -0.234532    -0.773215
50897.00     0.779151    -0.219460    -1.314841
50897.25     0.978804    -0.214631    -2.441151
50897.50     1.348104     0.132688    -3.336303
50897.75     1.489897    -0.264686    -1.586371
50898.00     1.692623    -0.392846    -1.755657
50898.25     1.600020    -0.562579    -3.079232
50898.50     1.756699    -0.259240    -3.524726
50898.75     1.723474    -0.564715    -1.399710
50899.00     1.512774    -0.715955    -1.068727
50899.25     1.190738    -0.807181    -1.028770
50899.50     0.988285    -0.499328    -1.748770
50899.75     0.834435    -0.689650    -0.060944
50900.00     0.531562    -0.840622    -0.198109
50900.25     0.314831    -0.899355    -1.510972
50900.50     0.479122    -0.641851    -1.993120
50900.75     0.564501    -0.982409    -0.250344
50901.00     0.695204    -1.129770    -0.677641
50901.25     0.642845    -1.151729    -0.955556
50901.50     0.886196    -0.855861    -1.954679
50901.75     1.024091    -1.123154     0.160301
50902.00     1.023041    -1.189783     0.164101
50902.25     0.888536    -1.139236    -0.515225
50902.50     1.170019    -0.776206    -1.298358
50902.75     1.124517    -0.950645     0.731012
50903.00     1.205042    -0.908478     0.443011
50903.25     1.064348    -0.811033     0.137041
50903.50     1.131586    -0.385768    -0.710830
50903.75     1.248326    -0.598212     1.371364
50904.00     1.322054    -0.642594    -0.135765
50904.25     1.204110    -0.572825    -0.706659
50904.50     1.327834    -0.139191    -1.754126
50904.75     1.346713    -0.346451    -0.157674
50905.00     1.262546    -0.257623    -1.172549
50905.25     0.737856    -0.235013    -2.097632
50905.50     0.808664     0.260193    -2.570705
50905.75     0.747377     0.052214    -0.615702
50906.00     0.531900     0.156348    -0.889282
50906.25     0.014864     0.170289    -1.758542
50906.50     0.193551     0.525810    -1.780904
50906.75    -0.021987     0.156627     0.193583
50907.00    -0.135919     0.076399    -1.450355
50907.25    -0.335466    -0.059244    -1.581569
50907.50    -0.046091     0.179871    -1.836975
50907.75    -0.118420    -0.238976     0.223105
50908.00     0.034715    -0.345667    -0.599113
50908.25    -0.071490    -0.443446    -0.360164
50908.50     0.130580    -0.138156    -1.358448
50908.75     0.187424    -0.429351     0.485307
50909.00     0.435731    -0.487722    -0.764095
50909.25     0.341003    -0.612674    -0.438636
50909.50     0.675288    -0.267640    -1.387852
50909.75     0.952880    -0.498611     0.810229
50910.00     0.980650    -0.394589    -0.188396
50910.25     0.725564    -0.356244    -0.120863
50910.50     0.904282     0.175504    -1.450166
50910.75     0.721527     0.051879     0.217839
50911.00     0.526452     0.036088    -0.614844
50911.25     0.375398     0.137986    -0.784430
50911.50     0.682700     0.637411    -1.428326
50911.75     0.877994     0.463723     0.490674
50912.00     0.746010     0.334713     0.149891
50912.25     0.593864     0.248126    -0.236077
50912.50     0.803031     0.623400    -0.359529
50912.75     0.605375     0.250932     1.537695
50913.00     0.637839     0.217954     0.955582
50913.25     0.246932     0.038786     0.534979
50913.50     0.311138     0.340854     0.030534
50913.75     0.263244    -0.065544     1.751390
50914.00     0.358644    -0.164924     0.671345
50914.25     0.277650    -0.208122     0.803022
50914.50     0.418613     0.174268    -0.943817
50914.75     0.626542    -0.188376     0.518850
50915.00     0.813415    -0.180928    -0.122899
50915.25     0.842034    -0.140828    -0.460576
50915.50     1.145781     0.385491    -1.980368
50915.75     1.117633     0.221114     0.069341
50916.00     1.097643     0.173786    -0.361177
50916.25     0.795271     0.165987    -0.496464
50916.50     1.081982     0.557347    -1.233873
50916.75     1.104232     0.340928     0.797387
50917.00     1.088144     0.242756     0.169748
50917.25     0.892968     0.106532    -0.486751
50917.50     1.078224     0.389333    -1.118985
50917.75     1.197682    -0.000445     1.256898
50918.00     1.266239    -0.137204     0.553308
50918.25     1.007602    -0.159548     0.213617
50918.50     1.219786     0.106888    -0.431648
50918.75     1.065799    -0.167487     1.264299
50919.00     0.995175    -0.113890     0.531257
50919.25     0.716698    -0.059145     0.781255
50919.50     0.803804     0.427711    -0.225610
50919.75     0.762797     0.254677     1.287752
50920.00     0.721413     0.305330     0.938183
50920.25     0.479181     0.327756     0.432697
50920.50     0.492832     0.767156    -0.328256
50920.75     0.298001     0.554996     1.248996
50921.00     0.011082     0.466605     0.500173
50921.25    -0.403716     0.300485    -0.435604
50921.50    -0.474760     0.639394    -1.072167
50921.75    -0.737894     0.171839     0.788257
50922.00    -1.003769     0.184882     0.255450
50922.25    -1.389145     0.065572    -0.430528
50922.50    -1.472639     0.477746    -0.582500
50922.75    -1.582113     0.168811     1.095464
50923.00    -1.832450     0.249295     0.420727
50923.25    -2.185440     0.188947     0.372736
50923.50    -2.318400     0.605581    -0.306548
50923.75    -2.639670     0.257997     1.446641
50924.00    -2.942045     0.236683     0.430905
50924.25    -3.115652     0.266719     0.533042
50924.50    -3.025589     0.653902    -0.092720
50924.75    -3.032529     0.409547     1.483252
50925.00    -3.054379     0.345027     0.530637
50925.25    -3.177041     0.337694     0.499648
50925.50    -3.183807     0.649565    -0.637849
50925.75    -3.155288     0.393717     1.075764
50926.00    -3.015013     0.339594     0.075209
50926.25    -2.952143     0.094121     0.494541
50926.50    -2.595539     0.468809    -0.166744
50926.75    -2.218384     0.050703     1.323269
50927.00    -1.977301     0.043275     0.373288
50927.25    -1.903350    -0.045605    -0.225716
50927.50    -1.549324     0.307085    -0.965437
50927.75    -1.234892    -0.037515     0.593661
50928.00    -1.028365    -0.055437     0.287692
50928.25    -1.064008     0.014340    -0.239858
50928.50    -0.733574     0.436402    -1.298851
50928.75    -0.591771     0.140090     0.465057
50929.00    -0.506984     0.133202    -0.052817
50929.25    -0.561331     0.032767    -0.037363
50929.50    -0.093703     0.417086    -0.681822
50929.75    -0.150813     0.025736     1.319121
50930.00    -0.356251     0.034328     1.208191
50930.25    -0.604453    -0.089746     1.090719
50930.50    -0.491704     0.270983     0.325821
50930.75    -0.803123    -0.163151     2.571362
50931.00    -0.924042    -0.117623     1.663186
50931.25    -1.075586    -0.256827     1.621511
50931.50    -1.057353     0.164093     0.064511
50931.75    -1.175054    -0.228112     1.696345
50932.00    -1.112424    -0.146433     0.863271
50932.25    -1.217037    -0.170709    -0.225658
50932.50    -1.052297     0.287448    -1.419042
50932.75    -1.050305     0.027809     0.754709
50933.00    -0.949662     0.005481     0.421097
50933.25    -0.771379    -0.042248     0.306010
50933.50    -0.545867     0.395222    -0.851695
50933.75    -0.355691     0.120361     1.000355
50934.00    -0.315639    -0.057399    -0.022255
50934.25    -0.305528    -0.148564     0.384768
50934.50     0.113866     0.220380    -0.624150
50934.75     0.314687    -0.142196     1.244370
50935.00     0.450562    -0.256040     0.116158
50935.25     0.319773    -0.295748    -0.200913
50935.50     0.556131     0.002164    -1.007922
50935.75     0.770731    -0.370213     0.469926
50936.00     0.989648    -0.436615    -0.504759
50936.25     0.919176    -0.469060    -0.847434
50936.50     1.380731     0.069354    -1.860351
50936.75     1.499789    -0.162812    -0.069780
50937.00     1.346247    -0.146334    -0.613492
50937.25     1.095659    -0.260875    -0.346216
50937.50     1.239333     0.200180    -1.378734
50937.75     1.015266    -0.160495     0.824925
50938.00     1.114588    -0.076438    -0.656130
50938.25     0.937640    -0.102277    -1.133760
50938.50     1.249925     0.243810    -1.755981
50938.75     1.219788     0.032417     0.265753
50939.00     1.219225    -0.116413    -0.625021
50939.25     0.729912    -0.134514    -1.199068
50939.50     0.827962     0.253823    -2.261500
50939.75     0.508075    -0.128676    -0.607194
50940.00     0.474235    -0.209137    -1.277811
50940.25    -0.133004    -0.331735    -1.849623
50940.50     0.021595     0.014344    -2.149592
50940.75    -0.115621    -0.315416    -0.085329
50941.00     0.007747    -0.339093    -0.590076
50941.25    -0.296983    -0.341770    -1.629561
50941.50     0.156103     0.120069    -2.183808
50941.75     0.041672    -0.159104    -0.540984
50942.00     0.127570     0.111301    -2.082483
50942.25    -0.055909     0.174454    -2.004220
50942.50     0.030470     0.672615    -2.974285
50942.75     0.009792     0.520462    -1.088231
50943.00     0.165162     0.638057    -2.128119
50943.25    -0.009604     0.510853    -1.898794
50943.50     0.315802     0.870095    -3.356747
50943.75     0.567851     0.524185    -0.735863
50944.00     0.822854     0.478487    -2.248622
50944.25     0.725160     0.266186    -1.466984
50944.50     0.883391     0.574027    -2.316346
50944.75     0.799945     0.167590    -0.133821
50945.00     1.010772     0.037476    -0.563825
50945.25     0.946961    -0.012024    -1.106794
50945.50     1.211196     0.368670    -1.834953
50945.75     1.087484     0.053613    -0.448626
50946.00     1.238817     0.008220    -0.718637
50946.25     1.097403    -0.040975    -0.973773
50946.50     1.143319     0.293840    -2.531314
50946.75     1.306396     0.062776    -0.941150
50947.00     1.233788    -0.073813    -1.135520
50947.25     1.138409    -0.021634    -1.442391
50947.50     1.178093     0.253065    -1.584054
50947.75     1.229647     0.040468    -0.438516
50948.00     1.234666     0.025206    -0.295752
50948.25     0.920846     0.034085    -0.628475
50948.50     0.929064     0.389602    -0.987306
50948.75     0.686367     0.167617     0.415907
50949.00     0.427931     0.054539    -0.111035
50949.25     0.067917     0.085201    -0.695588
50949.50     0.041169     0.378327    -1.254900
50949.75    -0.203100     0.048402    -0.030705
50950.00    -0.330446    -0.018570    -1.006585
50950.25    -0.772457    -0.063011    -1.001480
50950.50    -0.733369     0.303611    -2.428242
50950.75    -0.681334     0.021880    -0.904465
50951.00    -0.683267    -0.021263    -1.538780
50951.25    -0.799461    -0.035308    -1.908199
50951.50    -0.461133     0.339564    -2.830636
50951.75    -0.459444     0.117095    -1.480979
50952.00    -0.592517     0.171267    -2.152855
50952.25    -0.676641     0.217847    -2.264976
50952.50    -0.304497     0.580418    -3.197454
50952.75    -0.192847     0.357633    -1.677385
50953.00    -0.145089     0.288086    -2.245025
50953.25    -0.194232     0.290407    -2.331364
50953.50     0.181603     0.572982    -2.789119
50953.75     0.103957     0.203040    -0.969537
50954.00     0.319206     0.207164    -1.972629
50954.25     0.173737     0.067399    -1.878005
50954.50     0.457570     0.333705    -2.529970
50954.75     0.385783    -0.054525    -0.686745
50955.00     0.580713    -0.025443    -1.232442
50955.25     0.322079    -0.146472    -0.978896
50955.50     0.415613     0.187703    -2.320654
50955.75     0.376898    -0.018865    -0.404657
50956.00     0.452770    -0.063336    -0.301527
50956.25     0.410411    -0.066827    -0.553387
50956.50     0.597816     0.353151    -1.445743
50956.75     0.500717     0.151892     0.032622
50957.00     0.614807     0.162098    -0.422002
50957.25     0.357545     0.143974     0.413039
50957.50     0.376104     0.544993    -1.102937
50957.75     0.430676     0.367341     0.656070
50958.00     0.433611     0.249384    -0.508512
50958.25     0.042357     0.059581     0.052294
50958.50     0.210242     0.371723    -0.950135
50958.75     0.300701     0.061526     1.080054
50959.00     0.300532    -0.106540     0.450232
50959.25     0.003778    -0.144288    -0.507166
50959.50     0.158123     0.164041    -0.981287
50959.75     0.075334    -0.161723     0.460838
50960.00     0.068433    -0.337166    -0.147648
50960.25    -0.076142    -0.353156    -0.800474
50960.50    -0.022017     0.096499    -2.048422
50960.75    -0.084110    -0.067516    -0.246558
50961.00     0.038333    -0.031414    -0.723859
50961.25    -0.088315     0.024638    -1.003888
50961.50     0.208426     0.464162    -1.816785
50961.75     0.421119     0.277202     0.333323
50962.00     0.520394     0.365643    -0.944056
50962.25     0.390781     0.519432    -1.437614
50962.50     0.762764     0.828758    -1.438069
50962.75     0.780162     0.612403     0.262171
50963.00     0.832843     0.578167    -0.552837
50963.25     0.612379     0.575888    -0.822430
50963.50     0.767028     0.924193    -1.989894
50963.75     0.517071     0.620108    -0.657047
50964.00     0.396205     0.463496    -1.158208
50964.25     0.106692     0.305559    -1.462541
50964.50     0.010057     0.673046    -2.359202
50964.75    -0.111185     0.360961    -1.044717
50965.00    -0.087904     0.319613    -1.577419
50965.25    -0.359136     0.311391    -1.731435
50965.50    -0.396152     0.679041    -2.645616
50965.75    -0.462270     0.571808    -1.134196
50966.00    -0.432112     0.584456    -2.115660
50966.25    -0.615431     0.587620    -2.783320
50966.50    -0.280150     0.870965    -3.051935
50966.75    -0.341951     0.514364    -1.324810
50967.00    -0.367481     0.419921    -2.151404
50967.25    -0.563349     0.337855    -2.222375
50967.50    -0.419928     0.654106    -3.460161
50967.75    -0.495589     0.357337    -1.646279
50968.00    -0.786283     0.201693    -2.603373
50968.25    -0.937286     0.072341    -2.675620
50968.50    -0.750068     0.383583    -3.008305
50968.75    -0.740646     0.005700    -0.988653
50969.00    -0.665199     0.037700    -1.992738
50969.25    -0.856685    -0.066147    -1.872300
50969.50    -0.788154     0.181739    -2.122973
50969.75    -0.788663    -0.086745     0.089553
50970.00    -0.797892     0.061033    -1.055766
50970.25    -0.934459     0.110123    -1.883511
50970.50    -0.735801     0.573252    -1.891217
50970.75    -0.563032     0.388203     0.183772
50971.00    -0.280222     0.454759    -0.710437
50971.25    -0.359342     0.433217    -0.601817
50971.50     0.064056     0.838819    -1.335075
50971.75     0.424901     0.552553     0.330658
50972.00     0.695074     0.406560    -0.629532
50972.25     0.636259     0.214228    -0.188697
50972.50     0.976926     0.516217    -1.206169
50972.75     1.187165     0.242249     0.017260
50973.00     1.400679     0.170234    -0.430750
50973.25     1.451307     0.148090    -0.929254
50973.50     1.641118     0.515750    -1.532947
50973.75     1.630826     0.283908    -0.156163
50974.00     1.538414     0.266294    -0.848799
50974.25     1.335068     0.305547    -1.019352
50974.50     1.261833     0.766132    -1.878463
50974.75     1.218120     0.444988    -0.724329
50975.00     1.195583     0.377282    -1.066651
50975.25     1.091145     0.381672    -1.402263
50975.50     0.904722     0.789005    -2.339093
50975.75     0.949422     0.562505    -0.875620
50976.00     0.823050     0.503773    -1.740768
50976.25     0.529999     0.448505    -2.489367
50976.50     0.600490     0.733328    -2.651586
50976.75     0.765409     0.461059    -0.992016
50977.00     0.796387     0.474076    -1.656023
50977.25     0.912312     0.477802    -1.973831
50977.50     1.153237     0.759959    -2.692897
50977.75     1.131460     0.436862    -0.788312
50978.00     1.040603     0.329104    -1.306870
50978.25     0.718337     0.281923    -1.492280
50978.50     0.677119     0.559708    -2.310309
50978.75     0.368955     0.255774    -0.833363
50979.00     0.198028     0.137477    -1.739164
50979.25    -0.126547    -0.004902    -2.126812
50979.50    -0.270105     0.255677    -2.506314
50979.75    -0.219387    -0.030229    -0.517809
50980.00    -0.538968    -0.187420    -1.257785
50980.25    -0.628346    -0.226612    -1.530109
50980.50    -0.557153     0.199554    -2.036293
50980.75    -0.491733    -0.008125    -0.424360
50981.00    -0.677624     0.016353    -1.284282
50981.25    -0.988433     0.069355    -1.543753
50981.50    -0.925711     0.509719    -2.175188
50981.75    -0.846765     0.254627    -0.131278
50982.00    -0.685678     0.330234    -0.131076
50982.25    -0.773778     0.381348    -0.550907
50982.50    -0.562165     0.842795    -0.928379
50982.75    -0.591392     0.561930     0.228903
50983.00    -0.428035     0.525315    -0.443964
50983.25    -0.425323     0.417694    -0.614574
50983.50    -0.413761     0.698971    -1.197295
50983.75    -0.327342     0.375213     0.229325
50984.00    -0.292690     0.372585    -0.079619
50984.25    -0.387340     0.215841    -0.224224
50984.50    -0.302184     0.532143    -0.941869
50984.75    -0.143920     0.345767     0.518400
50985.00     0.059416     0.285413     0.188237
50985.25    -0.066187     0.331753    -0.672270
50985.50     0.068375     0.744041    -1.608567
50985.75     0.067855     0.540862    -0.269845
50986.00     0.272776     0.565385    -0.671619
50986.25     0.350500     0.440425    -0.978888
50986.50     0.713294     0.869425    -1.599913
50986.75     0.946430     0.509977    -0.177786
50987.00     1.354313     0.540210    -0.468286
50987.25     1.444745     0.489320    -0.730043
50987.50     1.675379     0.854441    -1.627858
50987.75     1.685765     0.516408    -0.094169
50988.00     1.751528     0.506271    -0.860466
50988.25     1.411187     0.473483    -1.332265
50988.50     1.429964     0.869124    -2.371894
50988.75     1.296875     0.656123    -1.486261
50989.00     1.194748     0.613434    -2.348377
50989.25     0.877457     0.614967    -2.790601
50989.50     1.146738     0.988740    -2.922549
50989.75     1.240263     0.691074    -1.576865
50990.00     1.464005     0.716973    -1.650855
50990.25     1.406545     0.768585    -1.852992
50990.50     1.444949     1.069129    -2.234339
50990.75     1.410316     0.701447    -0.821874
50991.00     1.454236     0.631598    -0.988131
50991.25     1.424523     0.590554    -1.147544
50991.50     1.403534     0.908881    -2.007105
50991.75     1.335634     0.626449    -0.997849
50992.00     1.139799     0.604081    -1.142637
50992.25     0.948999     0.491491    -1.445759
50992.50     0.947312     0.813588    -2.040120
50992.75     0.948930     0.584840    -0.723151
50993.00     1.027238     0.658559    -1.229892
50993.25     0.983854     0.672094    -1.710542
50993.50     1.119490     1.058602    -2.578164
50993.75     1.247637     0.804161    -1.043840
50994.00     1.269175     0.758006    -1.434511
50994.25     1.152529     0.682314    -1.364193
50994.50     1.217347     1.107924    -2.480326
50994.75     1.078136     0.808176    -0.969550
50995.00     1.011185     0.814707    -1.562078
50995.25     0.812207     0.752398    -1.867168
50995.50     0.686783     1.133438    -2.437578
50995.75     0.784823     0.863176    -1.183993
50996.00     0.863238     0.904214    -1.437014
50996.25     0.886794     0.823425    -1.425212
50996.50     0.860988     1.095897    -1.834112
50996.75     0.800212     0.764230    -0.551770
50997.00     0.829588     0.796847    -0.289409
50997.25     0.655803     0.667592    -0.099861
50997.50     1.009915     1.030627    -1.048886
50997.75     1.025311     0.718816     0.380022
50998.00     1.187831     0.805998     0.296849
50998.25     1.154600     0.773714    -0.448466
50998.50     1.293358     1.156850    -0.978086
50998.75     1.292120     0.869062     0.221556
50999.00     1.363910     0.874892    -0.194026
50999.25     1.302953     0.893215    -0.637436
50999.50     1.455398     1.283338    -1.381389
50999.75     1.325399     1.025668    -0.363445
51000.00     1.298321     0.960048    -0.646623
51000.25     1.169778     0.889468    -1.247387
51000.50     1.258782     1.184145    -1.844882
51000.75     1.227630     0.820854    -0.469200
51001.00     1.388927     0.820904    -0.552297
51001.25     1.419485     0.738730    -0.796219
51001.50     1.621474     1.126059    -1.298634
51001.75     1.819232     0.835463     0.199185
51002.00     1.905461     0.888058    -0.217600
51002.25     1.762944     0.849078    -0.258048
51002.50     1.755741     1.166768    -1.002498
51002.75     1.530728     0.842897     0.215288
51003.00     1.452337     0.893074    -0.212570
51003.25     1.175748     0.790714    -1.045827
51003.50     0.936560     1.035882    -2.130652
51003.75     0.785132     0.689474    -1.128417
51004.00     0.824525     0.628856    -1.574839
51004.25     0.522854     0.661342    -2.136509
51004.50     0.486039     0.984152    -2.962500
51004.75     0.486816     0.833298    -1.942619
51005.00     0.538791     0.797043    -2.255617
51005.25     0.473187     0.824124    -2.819816
51005.50     0.680267     1.098914    -3.641642
51005.75     0.721135     0.800886    -2.294589
51006.00     1.019690     0.765092    -2.689765
51006.25     1.112464     0.786293    -3.243727
51006.50     1.429120     1.015616    -4.017216
51006.75     1.380372     0.706066    -2.519196
51007.00     1.490880     0.633831    -2.854828
51007.25     1.432374     0.634930    -3.513757
51007.50     1.629505     0.853291    -3.802080
51007.75     1.547713     0.581553    -1.775804
51008.00     1.412663     0.482931    -2.097866
51008.25     1.125904     0.395571    -2.225772
51008.50     1.147051     0.767409    -2.813027
51008.75     0.991109     0.536912    -1.375485
51009.00     0.697300     0.484810    -1.314805
51009.25     0.408794     0.521435    -1.700549
51009.50     0.338477     0.762104    -1.820910
51009.75     0.298675     0.592880    -0.494619
51010.00     0.330728     0.622696    -0.329126
51010.25     0.285842     0.685237    -1.344709
51010.50     0.394230     1.056492    -1.351811
51010.75     0.571239     0.719704     0.367714
51011.00     0.694152     0.722198    -0.118554
51011.25     0.598147     0.609414    -0.280737
51011.50     0.742627     0.872755    -1.196908
51011.75     0.877941     0.519725     0.109343
51012.00     0.911937     0.457920     0.285851
51012.25     0.714667     0.459669    -0.490041
51012.50     0.772470     0.807639    -1.470061
51012.75     0.480838     0.451713    -0.261074
51013.00     0.362175     0.488468    -0.881810
51013.25     0.149287     0.385801    -1.206568
51013.50     0.014132     0.674007    -1.736620
51013.75    -0.127157     0.447022    -0.135017
51014.00    -0.237050     0.489113    -0.291830
51014.25    -0.474697     0.529312    -0.665254
51014.50    -0.582003     0.956437    -1.717871
51014.75    -0.780366     0.700663     0.053109
51015.00    -0.751086     0.676933    -0.502959
51015.25    -0.968776     0.615748    -0.359816
51015.50    -0.881363     0.992291    -1.187589
